,MGH258,UKF248,UKF251,UKF259,UKF269,ZH1007nec,ZH916T1,ZH916bulk
PI3,,-0.02074818222073019,,0.0710563950348831,-0.02337681123343033,0.17411646805349876,0.043515927687226355,-0.023798837368717345
PCSK1N,-0.06300678587185776,-0.022356321936471118,0.04285066694219797,-0.07167688360429877,0.020546340196277508,0.05280008703769143,0.055650637549845755,-0.01092711872869602
NTS,,,,,-0.010153899047340974,,0.043562479560800726,
SFRP1,-0.028403301161422426,0.00520261964416237,-0.029063386686020817,-0.012898953449747848,0.04782519634704879,0.03394856646179789,-0.02439570738940971,-0.009993380652572312
CXCL13,,,-0.007518919347860862,,,,,-0.024474469313993795
MICA,0.007094845609419043,0.028878913632641345,0.04373094491045841,0.013886662894049067,0.05530311715416981,-0.02885124932727357,-0.029934038951288284,0.0957992632050111
TG,0.05873507218463018,0.018508019365184116,-0.016393590150347106,-0.013920014408210385,-0.009699893307435642,-0.014319652694551384,-0.020276802926355135,-0.02697099183790766
ADA,-0.013846861117263043,0.011984437562142496,-0.005799268837117733,-0.006272393061474154,0.10496798607772351,0.0008744038057656212,0.00965949529507867,0.03503433689699508
LAMC3,-0.0213211967639609,0.0039755375190708405,0.0597159206648068,0.01703181842159593,0.11853345414017494,-0.0724102815757724,-0.0498000467843861,-0.02381604309290089
CCL7,,-0.01254474120166901,,-0.010064148176721148,,,-0.01767382148993173,-0.051092861177671096
NGF,,-0.02153869768288057,,0.043727386008102206,,,-0.05291488886033037,-0.017611634319603255
TNFSF15,,,,-0.011206921225960923,,,-0.046697296300865616,0.12248260183164307
HMGB1,0.042041598384018095,0.015330743587696835,0.06622772985317504,-0.023559648157932395,0.1352804209694535,-0.03672884082426125,0.044190652680730386,0.04184427719870715
ITGB3BP,0.09407350488522999,-0.008060596621630204,0.03456750158446527,0.015821668615816572,0.12075987067693027,0.016029604418290898,-0.07382884887222586,0.001380460514906463
AANAT,,0.02019285602130435,,0.10104794271579802,0.12839064552785198,-0.003718170112171228,-0.018699640173200947,-0.01842364755948344
RELN,-0.018742222908320026,-0.019969015133639516,-0.005791921134118589,-0.017699974410103656,-0.05495002648936535,,,0.028519284306955394
IL15,0.006291276510284744,0.032835840442202106,-0.020885183044233493,-0.03539401546838088,0.08106489350789829,-0.07732441917334454,-0.02013627173418765,-0.023184035996995662
UTS2,,,,,0.05716223884630295,0.0414146152159036,,
BSG,-0.052548913729254965,0.006173469756302775,0.03220778654188424,-0.01620168802616907,0.02970185505129295,0.10263753256642963,0.04795599486908977,0.06461759624271356
ADAMTS3,-0.04938815043209358,-0.0010341591016646637,-0.006687313294600656,-0.020484557198170317,0.13193964194708357,-0.04764138383973225,0.07196006827526834,-0.01724179776571906
CD34,0.06069943146864136,0.01965010927222966,0.06870666579511359,-0.0163624469110213,0.06079008180895151,-0.0034026647156438082,0.008584664785706433,0.07239601398312992
CCL23,,,,,0.01434571110834723,,,
PLAT,-0.0065862915950201766,0.0007749017535818886,0.008789480365443999,-0.06621462148164999,0.10117818616376488,-0.0871028022054303,0.05011505591199354,0.05677207789825869
LTA,,,0.041040460201740556,-0.012898952846314532,,,0.041878523213120404,
CKLF,-0.014301036353940469,-0.023972774037888098,7.997278499265057e-05,0.004111080143853515,0.15233553591256965,-0.0965539194980564,0.09101121282810659,0.057678939935515046
CD24,0.0484206292019608,-0.03348813916930185,0.06629435458703964,0.015314715612223735,-0.020927833902936906,-0.06961220447989888,-0.020396766454791344,-0.013460557530063031
HSP90AA1,-0.004454534826304684,0.01771182505020334,0.0028386778301139354,-0.00653722838766518,-0.11858141903701934,0.026385374395920026,0.004314919077286409,-0.06922329695976456
BMP4,-0.02326640704410639,-0.026462027998924505,-0.012779958305916658,0.04939132781703685,0.0270038133988976,-0.0507028027925561,-0.05556732424257239,-0.04059485583689806
SCGB3A1,,-0.012544739947211649,,,,-0.01297355320688412,-0.013114701466296839,-0.008992809780355531
IGFBP4,-0.019172358939096686,-0.026700050622745653,0.03352287165531586,-0.03724557146120456,0.02860081664333586,-0.045349801685365045,-0.03203653131071299,-0.04852146677068088
RSPO4,,,0.04686552199948147,-0.019744107233011357,,,-0.0066978573904506325,-0.023231489795195102
LEFTY2,-0.022383980561968775,0.03732612175318637,-0.012203962492385409,-0.02882158831859348,0.14364663194220623,-0.030477778705626898,-0.027568904903510893,0.0155097060790744
PF4,,-0.013013153969917916,-0.010966477549302144,-0.0087807710086474,,,-0.025166891745912894,0.03808111365935298
ANGPTL2,0.045587544881789184,0.0009098855972824025,0.06670176627267302,0.014898903229249739,0.14520620846393878,-0.0573267064109268,-0.02163891748472793,-0.0035596936887782957
LRIG2,-0.03356559601744885,0.021558034426590444,0.013348804057010718,0.031798953810513834,0.06642498589101135,0.012549420052444195,-0.04128981029001539,-0.026216746514880963
ICOSLG,0.011760552943607231,0.07282422441934212,0.020392353977910803,-0.02000907596686447,0.09383989100292879,-0.08588370764947803,0.028219924555489252,0.01893263486620158
WIF1,,0.005882259105655244,,,-0.09858725436119226,,,-0.03339393299927266
NPPC,-0.04532827157204028,0.044857427937480744,,-0.013621141228963605,0.004454567266820049,-0.06933257688041038,,0.007043052277671707
LYZ,0.029680275687942077,0.0399016126298738,0.030766075213146518,-0.01124523375220879,0.046587389075995196,0.06271992399453086,-0.0521807134147712,0.006590453159421564
EREG,,,,,,,0.0070099094551657635,-0.020951911123610636
SPTAN1,-0.010767254598848686,-0.022171229265987698,-0.04978263552662653,-0.08180913961678668,-0.00458698304268931,-0.07133420715678469,0.011346622522433774,-0.04706842674357188
LIPC,-0.028944376852871045,-0.015931520898926046,-0.01650513481041437,0.056097704816477835,0.11735371839696886,-0.04998632829043046,-0.03182047677805796,0.0441756936100407
COL8A1,-0.025597622021795465,0.03440398875364617,-0.016732254500455988,0.02083851822753148,0.07394700378345176,0.09788873339227622,-0.036846346422664586,0.1577144445254846
GSTM2,-0.05600197206922037,-0.006564584577880463,-0.010639840958109372,0.006166821253395097,0.010602869173959858,0.007751176716111038,0.11571832049947409,-0.03159835635451307
IL4,,,,,,0.0007823552358344148,,
SPX,0.006544955786780954,-0.02576671805225363,0.01033561567391252,-0.025856811571471867,-0.05971294131578809,,0.033485237428650706,-0.030570097875096444
MFGE8,-0.03278275071938459,0.018550058735055712,-0.027468747859980776,-0.020457914534998158,0.05947926588145798,0.05654328232000937,0.008992150543198886,-0.02673764392290584
TGFA,-0.05543931986996982,-0.027087946052877586,-0.0038126465265036396,0.019061145636436277,0.03658876002229311,0.017461837015255114,0.034714339144213714,0.0176364337707472
SLIT2,-0.0032641046513651735,0.10673237224513826,-0.01680283310885423,-0.00909714412343047,-0.056191927984351506,0.03298488831018534,-0.023097872684776956,-0.04883043212996709
PLTP,-0.09210737274868463,-0.024733152107496305,-0.0012487489019010925,-0.07739804880014048,0.13581469053066086,0.04640825631554383,0.026759774423612208,0.0028089753045753554
APOD,-0.006330351884238541,-0.04148981615873089,-0.005530712107522492,-0.03882503461017347,0.11300113225916625,0.02078834761564564,-0.07843770815700192,-0.05645760940028757
B2M,-0.02735598641495477,0.03648159674485668,-0.015687765875640147,-0.0615370553720701,0.16655405407437052,-0.04241730426461015,-0.047129208476985075,-0.004702263232326292
OMG,0.009498464896092131,-0.08445121410407218,0.0048725851459123955,-0.0250951718814142,-0.014584355903276586,0.03069301798729255,0.06281664837609977,0.020655845688517045
CXCL3,-0.01820589731499112,-0.02068295416267368,0.005584733709255351,0.07778604843591526,0.03674359254886866,0.020014701536947867,-0.0346952693726533,-0.05154053668109604
CXCL10,-0.09849539199077069,-0.0312679006556502,0.07571462769463529,0.020550294577453186,0.1998614484159535,-0.015761006729615477,-0.02475906798958242,0.06383596071407814
RSPO3,,-0.01704043528294912,,-0.010197152479269894,-0.03075024164593135,,-0.017935472865120358,-0.015941810589464353
CORT,-0.022607512010208608,0.011823898337932555,-0.0195854344553293,-0.022867897424528133,-0.053220182579228524,,,
NCAN,0.03263315523800926,-0.03222741993158656,0.04530304483190497,-0.05228914662649987,0.07082897631785069,-0.05264316067260701,0.08755311651154414,0.018724166048405592
PRG4,,-0.018865792605122455,,0.10454238645746876,-0.026638063702658248,,0.0005477257868696147,-0.005935890325113815
ZG16B,,0.11644359701712398,-0.013196373364018434,-0.011680676622060808,-0.028760070483756787,,-0.02236360444934622,-0.015525221488116761
TGM2,0.015265547792713673,0.0007656069260750564,0.04260794616045637,0.015378762772126665,-0.017737973812114217,0.043744905040468414,-0.025053665148980223,-0.013869244402214886
VEGFC,-0.022607513465834873,-0.02395387691880872,-0.01694465158546525,0.09338345896221675,0.15430663201596123,-0.05416442476508369,-0.059521039850756435,0.07371582782353461
WNT6,,-0.02024066260234217,0.013906643538862395,-0.013920014986176767,0.004180568689124244,-0.019156641029103517,0.035385727591146936,-0.016042211699779332
NRG4,,-0.011554147061682531,,-0.012248530633066457,-0.02163617951522867,,-0.017935474875258955,-0.024125025859220127
PMCH,,-0.01331677628572321,,-0.016971532487136728,,,0.12337426839516057,0.003252995045898406
COL9A1,-0.007269843650793853,0.02722289113290249,-0.030311642249319436,0.03324712150272111,0.0881855863137655,-0.029748214689762523,0.04857135947603652,0.021558636301685544
GDF11,0.0030511234259374713,-0.002205839950538092,0.033537196458321684,0.008089133843602067,0.09296557632704901,-0.01081699180136451,0.026668289572710085,0.017702357903797275
RAET1E,,,,,,,-0.019675088503172587,
IL24,,,,,,,,0.048004867672334084
SORBS1,0.04052637704707391,0.0314724524703982,-0.03888944735408663,-0.029895606436742498,-0.02788718139462285,-0.018526043750771944,0.05347573848361612,0.0005190728473957166
DLL1,0.046124421395133446,-0.00011735697429040635,-0.002793491587650137,-0.07580215675794338,0.10136174878486508,-0.05513787529379742,0.010566675521436572,-0.04669298587200435
TLN1,0.043216848720605744,-0.0457113892530421,0.05188566506911425,-0.03037455205500524,0.07519233779219579,0.09914875396379645,-0.04045743818662601,-0.01881912603997042
COL2A1,0.023121266550497743,-0.006955724039367293,,,0.07120861413371637,,0.005614033404288926,-0.02173535340083867
SHH,,,,-0.010458303978280663,-0.019328586524186817,-0.03838598226596628,0.03631373501230959,0.05513607289498732
PON2,-0.0788867766035951,-0.019879702754462557,0.020715048959743142,-0.06992817425246828,0.10419810916245777,-0.0550943628172629,0.07799201143515275,0.0584457782059355
ICAM5,,-0.0028973167412169347,0.06542489234227468,-0.016300009040614506,-0.04804594023691936,,-0.03867569571424677,0.014985047603516691
HPX,-0.0241195881495722,-0.03134725508266602,,-0.014002483283023656,0.01817622119929616,-0.06703094329765769,-0.019663693865987868,-0.038500745924540086
SFRP2,,-0.016678265190797566,,0.08294944430733524,-0.019622931787988244,0.04935586436589713,-0.0044529383060828015,0.02970440759298726
CFC1,,,,,,,,-0.02134685199274489
CD70,,0.014572551314777376,,0.06693995756598395,,,-0.02736380761586191,0.10772676704139272
HP,-0.04213344912306636,0.04981656350325325,,-0.021700221307491514,-0.028181079523860786,-0.09884569592223354,-0.02682950873359068,-0.06260653345447452
CXCL2,0.07249888307508612,0.0034547238076017965,-0.03097898668234324,0.017170364534262454,-0.02515139786718109,-0.05111194813512881,0.020179978613016413,-0.0006026092837501353
NPPB,,0.06842088631520991,,0.09285093904999163,,,0.028136591347249384,
CCK,-0.026739052687681533,-0.013320219001123092,-0.04621684490049082,-0.03975010843379493,-0.11484089818482796,,-0.023601935137738804,-0.07953903233522518
SEMA6A,-0.005874102567164795,-0.022158809093841887,0.013077681371441299,-0.012107697468775061,0.09227263507218972,-0.021342857933408902,0.050541862918302635,0.04615543014414499
IRAK4,-0.0536006786852874,0.01185441152136375,0.022835744453551594,-0.03277175272391658,0.15037775248807103,-0.02622328457942362,0.03768329962692209,0.07718389517581037
GSTP1,-0.028320916688571875,-0.05951668190923376,0.02292241200182004,-0.021264946755428258,0.1824644059323085,-0.009020624196180507,0.004711328206983729,0.02165388685847647
VCAM1,0.03181303063112354,-0.05834196623943449,-0.03342764105251836,-0.05138095675755243,0.17095867148771263,-0.08020704974577306,0.042785282750871664,0.0073640166294284175
NXPH3,-0.019847609087321395,0.028185232840981275,0.018113523926772287,0.0253872106741881,0.08252490807275892,-0.10428340885948643,0.020926018617690202,-0.04400811156210372
MTMR4,0.0028005162400840606,0.06328974118895894,-0.03548367091254275,-0.02061452698909793,0.004670640286252849,-0.06624454647199737,0.0029259918782679607,-0.018373326144398527
LAMC2,,-0.012702691762907597,,0.0010739130645627583,,,-0.03466427637058462,-0.023231502584067722
IL10,0.058117202424914034,-0.02683939145005523,0.056035887652797295,-0.026262315353968165,0.015835623892073745,0.006571562807380029,-0.02176766341142787,0.015615553033637774
SEMA4D,-0.014255956796699026,0.04630484973192849,-0.02418823238521087,-0.0365071304177591,-0.0371500378969522,0.11438946461961537,-0.030522966817704864,-0.0050185960077042124
TRH,-0.020758035620214787,-0.05527349369340372,,0.035488008620762984,0.0632319329340134,-0.053364541241749955,0.08112409240619291,0.0019908953742914536
SEMA6D,-0.020384833243509332,0.05150194517249132,0.0012880859792809755,-0.03756207544465315,0.14255382379556175,0.039920041458897666,0.1257520439434554,0.01923445295508458
CEL,,,,,,0.0125976091156268,0.008105364416570891,-0.024819691050047398
PDCD1LG2,-0.03807068793712354,-0.03543159361292918,0.08209710200146648,0.0005874478635731488,0.13239668490806497,-0.003481220048489864,-0.011249383354402133,-0.0033071354003679056
SPINT1,-0.009017522868559877,0.045709378257256766,-0.00490265891023264,0.039044658030397805,0.029432694386941897,0.008358031446181354,0.007684454177887518,0.10394868854870376
CTHRC1,0.005430900786496019,-0.005012222825727144,-0.01830732140456084,0.038610738856984086,0.06082303471695993,0.08436744557420107,0.016000669134115072,-0.007366985694160601
PODXL,0.05351532193766461,0.015491762971604317,0.01182088600670294,-0.032856058813824626,0.1016436652424222,-0.022766858574150006,0.03721067401422096,0.010334610289325403
JAM3,0.008907722245517826,0.006995900802348094,0.06259972682863862,0.004720686128997945,0.119645886340487,0.060728375654571974,-0.04841215933974623,0.04026498128838818
TGFB2,0.05215108128587149,0.05564428719873517,0.005248589789681995,-0.052943490266780385,0.10276047530053534,0.07537982238950298,-0.07552222278396817,0.026096350016533848
COL18A1,0.01744128513734948,0.014071413773315672,0.07166603651966567,-0.05665637511885236,0.09993728287801554,-0.022113991269411413,-0.0017151844020388619,-0.048376896814827236
NODAL,-0.032840278770210396,0.02876564364920995,0.0968878676952203,-0.006311134889181665,0.012524355142333117,0.02562498825376472,0.04729807827197008,-0.01138316400075684
INHBB,0.01248436857437427,-0.04725696711384319,0.01104373409037004,-0.03424356959808071,0.07729603601103983,0.024397693616869654,0.031310977704876786,-0.01972831347074604
LCN1,,0.013484465645310641,,,-0.003877454696082432,,0.06090773916680635,-0.016294916998305157
ARF4,-0.015588497884496155,-0.007341230750549453,0.01425163065872124,0.06571742052448491,0.10521750964643195,-0.03966964052310646,0.01018659026382114,0.037495546228816776
CXCL14,-0.023738540151331124,-0.019967635618094733,0.012732660503972067,0.003436733907684975,-0.07043993132486166,-0.03817119352333176,0.08852741041270269,0.08925580818064675
LIF,-0.028037627646170613,0.01487575871821246,-0.014874597757844471,0.06146231143204375,-0.013196779142788696,0.052996270807191874,-0.06106814387078572,0.05475880728215673
IL17B,,,,,0.09962496889551148,0.09965681593676144,-0.022849483809287634,-0.01842364385951086
MMP1,,0.0014793183329837095,,,,-0.0368868585269032,0.03772921935634352,-0.04123070246223926
MATN1,,0.06309379339573637,,,-0.02262176697563367,,-0.0247839865669409,-0.01678965165108413
ADAM28,-0.027976603854337298,0.08513101903171827,0.08573477277509078,-0.006744085532218328,0.03311350098534515,0.09581657581793301,-0.06482366016462626,-0.00515863507325091
TCN2,-0.008613497819528955,0.007548228378019503,0.0014985410176293064,0.008160780881415497,0.10670354975771949,0.005985823373216175,0.007980005996895006,0.07980174610819918
THPO,,0.04351663214068903,,-0.0077632258374336766,0.027625997604581322,0.19613420370322387,-0.02682951690107492,0.05637697606139697
CUBN,-0.04081932082973623,-0.02166245100832112,0.018152061415373084,0.05609496331712346,0.0508141402553022,0.09152552780747947,-0.02313095772665541,-0.008805462580680615
TIMP3,-0.053624966065618465,-0.013204839970410996,0.010148806574896991,0.01427728810468857,0.07145776101245488,-0.01343460725810872,-0.08039172866901156,-0.030326727686062538
PIGF,-0.016887599369595458,0.021976922081349583,0.03732180925193966,-0.016648175555054018,0.10685747696049458,-0.08014499350976415,0.03035101700653813,0.09110985588305044
CRH,,0.0749397909020865,0.029886338747460887,0.01233920087969093,-0.033179384457104485,,0.025564825102643882,-0.022881098740007575
BDNF,,0.005491046813529507,-0.013196370848676942,0.023569291193345575,-0.06804916255032152,-0.06103795911067614,-0.006421266095490733,0.037550110375960837
CCL5,-0.022560207800374363,-0.01306926670951998,0.0384068853374179,0.06379769453865573,0.08134136594220813,0.20099624065535074,0.0017763947715604266,-0.08340073543030964
GAD1,0.021681395310635253,0.008729485344461614,0.016299674711398378,-0.004015159261016331,-0.07390461004759057,0.018543883845258048,0.05633510916332109,-0.01627439993725607
COL14A1,-0.028432162062214494,-0.03010014615833087,-0.01840840880147124,0.022490103511589588,-0.006491649869461799,0.04542265793164935,-0.03397830747073214,-0.005152389354842312
HLA-A,-0.055528230765942585,-0.0006737058077935577,-0.01004286742389061,0.015231543408289623,0.16766559783528226,0.04596982879759379,-0.07508547526986424,-0.10729104212300832
CD5L,-0.03968848967331662,0.03133027235859358,0.0033335207958288494,,,,,
FGF18,,-0.013466169276290758,,0.05162806049521776,,,-0.02037798851777984,-0.02304916084705767
ADM,-0.0009616003608173335,0.009267253780982268,0.049241749631057034,0.11205078885470066,0.012375534307568133,0.009935132697263375,-0.012469780828339043,0.01986934173189053
CCL15,,0.0026510649970729575,,,,,-0.01767382785946103,
GNAI2,-0.043684134483825805,-0.020486545519523537,-0.052661740978195724,-0.01755683754546832,0.11310176030678568,0.058216693693097614,0.009484061294761856,-0.06869102549902882
HDC,,,,,0.12289664080964133,,0.030095433768106635,-0.016789644047209798
COL11A1,0.04643843938182336,-0.011133093214033987,0.025303632345972635,-0.02168877879348858,0.010780555436776562,0.00018509313463462886,0.009647862901664491,0.03519180531010244
NUCB2,-0.008840629630797254,-0.020393819031710864,0.030099199033458403,-0.010055330250866332,0.016333043310812954,0.026624763371785865,-0.0016726773343253077,-0.0644177847508831
FGF16,,,,,,,,-0.016544011568441094
CXCL1,,0.014539876724424208,-0.01582517413238202,0.007976030157854858,0.05449321296921411,0.08463804275253575,-0.014454444669792142,0.026006189762692603
VCAN,0.031776052558276535,-0.04041281132412255,-0.0049233184646306,-0.09537764934849657,0.06875584276110537,-0.08321791787512012,-0.06334462658137406,-0.033003213954081914
MMP7,,0.0034366960989909837,,-0.018632324780152785,0.008883219731219466,0.01220535125595413,-0.03716739689589488,-0.03033590253964018
PTPN6,-0.025179239051439546,0.052902850346705554,0.027741083219493548,-0.055768558026112795,0.09246779484343946,-0.04221562088645767,0.0033624541944223267,-0.00990625089071746
PTGS2,0.012928974585554826,-0.03646414433993863,-0.0141231377850067,0.009065581755443187,-0.07797591057915121,-0.03574251134406835,0.03991145378907308,-0.042579602075714686
XCL1,0.07569800783669954,-0.01630879633521294,,-0.010197154195471304,,,,-0.02988021382799151
CD58,-0.0580792725192924,0.04526696663428755,0.03148181554818576,0.04363848150476295,0.12019060811301521,0.10532085936812387,-0.004346656628366968,0.03610037341227779
TNFSF14,-0.003924629621157704,-0.01643279359047661,0.0027134427724060457,-0.04119611249773133,0.0035731264069884467,0.09976793686919078,-0.0008243877928026897,0.04883019672715819
CNTN4,,0.052653089848946795,-0.012920166946754257,0.029884281531724316,-0.055922355518414166,,0.04121053388510686,-0.009840534850213191
NTF4,,,,-0.012898953500033962,,,,
INSL3,,-0.0146096715807912,,-0.00937207425068637,,,-0.02419947921810787,
BTLA,,,,-0.01487633005098647,,,0.011692222592573805,
MFNG,0.08285124427817307,-0.0020195132102033063,0.06362329167968388,-0.03447383938145227,0.14179618219574502,-0.04079415439098192,-0.023324299266204447,-0.03496881438926865
ICAM1,-0.01271712866441409,0.010460516381762961,0.051838782034583746,0.00925314203126594,0.13857071319823175,-0.0011502312819383128,0.0789186039009097,0.018640757528649056
PROS1,-0.04321060874758875,0.03171914556133476,0.03674677316343139,-0.003634944207393668,0.09032626797644006,0.03587647868427269,0.017642282146694777,0.025668836479323255
CLCF1,0.0249606846678095,-0.02759366868061101,0.016081669259373845,0.09100167896641047,0.026408206684861716,0.034952072419936094,0.01878358154084123,0.027473938196865687
PSAP,-0.06263676444218992,-0.002650058038593086,-0.026714301944638152,-0.004249893553709196,-0.07524828256973827,0.10475987420005502,-0.02680103445681452,-0.06628736115487471
EFEMP1,-0.05596988775253534,0.045242534109920345,0.007785807567447492,-0.03665876396300378,0.03472353941412564,0.04026863073715383,-0.0479013062340739,0.06690617460938379
C1QTNF1,-0.03609197021530981,0.0008767130207706336,0.009857656587015845,0.0030800908997091897,0.11635738067785395,0.08496991945582773,0.06745504245410476,-0.018384332458506354
ALB,0.06649125760071646,0.008167066930830498,0.09675122441549013,0.05207923707454258,-0.026417395578261286,-0.03399956840515826,-0.02736381615577315,0.0184708551766019
EFNA3,-0.024008817916973017,0.02694308373375861,-0.018260463119264665,0.07439681959264566,-0.06000452407906511,0.008946188253492469,0.021101796396012586,0.017082800590587477
DRAXIN,-0.05860671589576022,0.047547149690601684,0.06111024661274136,0.0030498565794587844,0.1125068585293616,0.052366085010245936,-0.006439563187995816,-0.04741810920286424
RAET1L,,-0.011381076048915577,,,,,,
NPTX2,0.0399763726441105,0.01097776621732998,0.0076543438911707215,-0.013722576286893568,-0.15638086597193424,0.1760428626309323,0.0729516741765024,0.030924214902434317
FGF11,-0.02814475951638309,0.0015845695638276034,0.029344784069942877,-0.02242374033058749,0.03144354772845085,-0.008615039220956942,-0.03147947528786986,0.030450658472252923
CD59,-0.03695076620839633,-0.01688788055636334,-0.009106905849811995,-0.053535964246912045,-0.07041402358340482,-0.020556118289048457,-0.06260138459762477,-0.05409713312798676
COL9A2,0.01023454131681306,0.05314913296670884,-0.02669316259945855,-0.042300196672844084,0.04758496262295436,0.010115806174026156,-0.004143656544417678,0.011839883632932018
DLL3,0.05762718357114059,-0.05013192680011768,-0.013858483532639757,-0.054565938600379886,0.0967261846204054,0.024885708823361212,0.09297474098282474,-0.007815075340758648
FGF5,,,,,-0.021036023383458283,,-0.06199530077046552,-0.028379526021087963
LIN7C,-0.024139543776936397,0.06291741827904118,-0.022594788794374893,-0.019622917406007332,0.05997153804243504,0.015726111572671,0.08601037166111862,0.005361719118830298
GDF7,-0.020997378777346195,-0.0268393968522842,-0.013864258517788376,-0.016722516647648695,-0.037630008202079054,,-0.03451939958146752,0.014563288583841889
PSPN,-0.0042961616233641985,-0.0604698015893668,0.02624817881152566,0.055630486604960706,0.010945002328722695,0.10122061727368196,0.0374509925622688,0.014226641890542195
ANGPT1,0.1073117362877293,0.02999525584260168,0.030937571485937784,-0.008793215823852464,0.057410571113226075,0.1525697988033431,-0.0002860611552867917,0.03781554235183194
PNOC,-0.012665998784140702,-0.025405870410846562,-0.029013572181285932,-0.01651463258984287,-0.08141202088074145,,-0.008065816108336364,-0.09598078223798964
L1CAM,-0.0315308009407366,0.021931733008001646,0.0201961901755322,-0.03278695484831868,-0.09060380326504816,0.1015362519937561,-0.016791111584008474,-0.02923840876130702
APOA1,-0.044224483261738584,0.017623415263778173,-0.019200136806870636,-0.01459545716733271,0.05532537068331999,-0.0502500302811049,0.09341768689807718,0.054537683349728756
PSEN1,0.10375501449765367,-0.009758665892369789,0.028615147074357895,-0.006272021042076584,-0.008643930578079884,0.08660439378214908,-0.015663246281173,0.030073512147457897
CALM2,0.012779468983014481,-0.026170996423390113,0.016436622766671224,-0.06597825135254118,-0.12513056408398499,-0.09138546721809666,0.11521519438776529,-0.009495397782294768
CLEC2B,0.04683533210392072,0.040366452883126104,-0.006479521366752589,0.03861022295806497,0.1412574649979888,0.04672643298369745,-0.008346923145081193,-0.06966336815749423
