,MGH258,UKF248,UKF266,UKF269,UKF296,UKF304,ZH1019inf,ZH8812bulk
B2M,0.04683430766094184,0.07766255493073815,0.01636074097336914,0.014027898121042862,-0.030380276953292654,-0.015656403166498516,0.021835793460654028,-0.03955259602100079
OMG,-0.06309255851209547,-0.010014885964985778,-0.008789108655471648,0.021088463388305473,-0.008927186764247365,0.02940736022493675,-0.00014861681628239358,0.03498209692598146
CXCL3,-0.014399709668169388,0.03571829563621458,,0.08816320004534028,-0.012927405145320753,0.04442590401562519,,-0.017927706586443607
CXCL10,0.030047667299993815,0.02538613330125262,-0.019727415494274137,0.005027885524016737,0.009791883911248052,-0.03244213988345829,0.05760154169624087,0.01693397457640689
RSPO3,,-0.03144476328196935,-0.03196286858471506,-0.018899331574074918,0.033406893306486996,0.031129193674253163,,
CORT,-0.017881107623220455,0.008164913531019963,-0.020522942001445246,-0.0327095275731184,0.07691763600349465,-0.03305349632938055,,
NCAN,0.010299726202859554,0.06489499785152304,0.052131800129120665,-0.05588840440589215,-0.02211369184591889,0.003703645175872225,0.025086628864358102,0.02465697721620356
PRG4,,0.01500645954570383,,-0.016371955843621142,,,,
ZG16B,,-0.021244865647614224,,-0.017676157294139596,,,-0.022775869077082223,
TGM2,0.0761653668120865,0.001802519663148365,-0.005082312911526128,0.022187261602514493,-0.01720862089197713,-0.018637014005670607,-0.006540968647228017,0.003270667748941053
VEGFC,0.007535665875952528,-0.020321230608273576,-0.029586533667893315,-0.021585395853737848,-0.006091566389303813,0.05601405517121892,-0.029522049680810118,-0.023646940402944926
WNT6,,-0.027569122697191285,0.009732899702075278,0.00846314246199784,,,0.04270625280553984,
NRG4,,-0.02132090015583165,-0.018121810778138188,-0.020392309611647366,0.019739470683031966,-0.003867397771943843,,-0.018988151587331213
PMCH,,-0.024573484833601004,,,,,,
COL9A1,0.07234256805401254,0.004283640842348142,0.03002654026297008,0.03258001637288718,-0.025597857090732153,0.03229998204225435,-0.013614454079639151,-0.05064236981445188
GDF11,-0.005162241315381513,-0.0019344042623069702,0.05839634887385491,-0.030330835714198427,-0.032162596408980886,-0.04713688603296676,0.0342734004288235,-0.011653675269314222
SORBS1,0.013999636282559846,0.05692445230685332,-0.006245610535442777,-0.06372970854550755,0.019053952911576938,-0.011049703464214846,0.020901145513962705,0.013625044436508067
DLL1,-0.032100349173475776,0.01893342744513215,0.05634659205202317,-0.0039419320727669205,-0.005864244937241569,0.06102998902303906,0.051677737519561416,-0.0008474899876514063
TLN1,0.0371282486491528,0.033354670957835834,0.04962753008879336,0.014795822029243568,-0.04884451809780753,-0.04399698464408889,0.022587228006320816,-0.0770562655392084
COL2A1,0.09254372296513105,-0.013146583512454029,-0.016037387232479255,-0.015111526239407284,,,,
SHH,,,0.003433519199945572,-0.011879495770633606,-0.013874674360117481,,,-0.04781870971897416
PON2,-0.026616162030538588,0.057935074675209086,-0.053536246775741064,0.006012178034050381,-8.84067956565196e-05,-0.006477154808018679,0.06575047070519326,-0.07638132033121044
ICAM5,,0.015352454331589202,0.008865411047995611,-0.0017618913488048886,0.017964976184905806,0.10180692345380515,,
HPX,0.05387894540478342,0.05656115449695319,-0.014803166228868899,0.048204503010161215,-0.01208407477572956,,-0.03732619735355625,0.01480956450243692
SFRP2,,0.01368464654037097,-0.023082194916757816,-0.012060402600631731,0.009081035823197518,-0.028319661527698426,-0.056317794431182004,0.019328983945349588
CFC1,,,0.07923396832523555,,,-0.028744354278831655,,
CD70,,0.05405404504170027,,,,,,
HP,-0.005750591409673485,-0.03257719368671604,,0.010896109079312995,-0.0005819540703812551,-0.02155059293337338,0.05083745736479338,-0.0243189332216726
CXCL2,0.07106879078536353,0.049448794865085556,-0.022878934244621573,-0.001916390753810094,-0.01679390464978578,0.0392591526735459,,0.04386677032282526
NPPB,,-0.02986424921314689,,,,,,
CCK,-0.038423899824214534,-0.0005861994504919333,-0.029388418800540477,-0.01235921446082075,0.05417086924446929,0.033463647505584324,-0.028347384183646056,0.0032915990331452674
SEMA6A,0.02826934284162978,-0.02126905878614014,0.031951534420947135,-0.04192828642956842,-0.013745088149998863,0.0017402728203951136,0.01924305793672068,0.12147244554715961
IRAK4,0.06897101220214699,0.029244296733252885,0.0017830471946484363,-0.025307641992135643,0.0018234885332632622,0.013969122076104182,0.029369317836379277,-0.02879075736564164
GSTP1,0.05211019255814544,0.01937828655399718,0.07913172426975197,-0.0032551900078954124,-0.00966585095456093,-0.015625897840676844,-0.01409134567794921,0.04039284985227396
VCAM1,0.0052078200201123885,0.016342265588378247,0.020283365493403836,0.016952736640523283,0.00327178172360546,0.018406943872603495,0.02504522806842809,-0.016407897892653768
NXPH3,-0.02481421773773925,-0.0009654858809249548,0.024532425727891802,-0.04222875803153014,-0.011928164870394033,-0.01390740240858093,0.029222353106609412,0.008931441058235626
MTMR4,0.008424030480127487,-0.002957687680105011,-0.04094605630294478,0.007948636042270085,-0.028056302199788493,-0.02444843923182443,0.005650429579701749,-0.044064178844674624
LAMC2,,-0.02344031293191961,-0.002225641266908068,,,,,-0.01835860741461272
IL10,0.08175050543210356,-0.020083417419344413,,-0.019829696464417765,,-0.010728612454811248,0.03711220330122415,-0.017708639915852743
SEMA4D,0.021395081767676797,-0.021998241501479693,-0.06569180232092878,0.010997625811643168,0.0165976526589811,0.007846380913365049,-0.013688998096498333,0.05271214630430735
TRH,0.04109744679069808,0.01792346423536686,0.03901398429559976,-0.004368415576134519,,-0.044763052830562346,,0.011865536628878336
SEMA6D,0.013124922258556491,0.015293773625029466,0.07193566700963783,0.021330394815647344,-0.00800661759561004,0.022956993276114678,-0.0004757367821962892,-0.05467555526182978
CEL,,,,,,,-0.03148645657426338,0.023135115020956266
PDCD1LG2,-0.01646816562973742,0.07519925243426238,-0.01424356159029349,-0.013689363445038127,-0.05332511944374286,0.02059127546437318,0.05216034279677119,-0.034533078807555004
SPINT1,0.005108511325855643,-0.03997384794412624,0.021189903696074205,-0.03768621160028362,-0.01974803674333272,-0.04347268854193171,0.00016119880286005221,-0.03627317416864659
CTHRC1,0.05382034654415293,-0.0005870649096340983,0.03519409783598885,0.0031623090883561994,0.07119237216598787,0.0010697086209933275,0.030588907546061198,0.09696489594833413
PODXL,0.07861847441009089,0.046152188815133,0.014604229347618755,0.007098455959088447,0.03284982819824243,0.06733646881312685,0.018830840371902777,-0.03317969389822258
JAM3,0.04430265651072047,-0.019620973671620186,0.008713187507660992,-0.002134807905070609,-0.01335100371989491,0.03667708649282957,-0.0633400051233772,0.04990967422880798
TGFB2,0.020468634104690228,0.049180828773793345,0.0748998436089204,0.034085055480178754,-0.012824398637669853,-0.005265855438417748,0.0519151486675173,-0.012561366914290446
COL18A1,0.058641568827508615,0.062533274885853,0.01656343871727691,0.03311461669081742,-0.02164903956934086,0.02993721243349635,0.01449853777615763,-0.05906816236445332
NODAL,-0.02597457689291637,0.09034405207407199,0.01858723914211995,-0.010933999294908849,,,0.052301750969240446,-0.027617238726460477
INHBB,-0.02763320953756404,-0.05358358726659327,-0.021337321151027006,0.025621326601849785,-0.01634310560033484,-0.06498062673369813,0.08314629082144383,0.031195847529878907
LCN1,,-0.02344031820608546,,0.16179054947185129,,,,
ARF4,0.08151596372296285,-0.02183162486146723,0.07166529210868784,0.024873403670168444,0.003648611867414183,-0.05149505747786941,-0.053739515069629186,-0.043680446090319465
CXCL14,0.02202766060949703,0.032606836297762294,0.00306385349855795,0.05380175212652553,-0.03922735958066838,0.003563485284150423,-0.008026793311319174,0.02866762742346409
LIF,0.06482215451407015,-0.04214258703523875,-0.01796939914696895,-0.048702443113105065,-0.014325946520495294,0.016130888643303167,-0.044661964073853,0.08489348676547742
IL17B,,,,-0.021901136225334118,,,,
MMP1,,0.011453733175115027,,,,,,
MATN1,,0.061233819252607985,-0.01734749219997373,0.09629412308623993,,,,0.03560720746072858
ADAM28,0.007468125462790803,0.023887141344294354,0.03410036358759138,0.01916203161744205,-0.003653321184509217,-0.008940982120289515,0.08442979134997149,0.05178209083566905
TCN2,-0.022906861344268524,0.029901793975424175,0.04161792885710071,-0.006881482025988692,0.030740681479776297,0.011620653347820564,0.02211011077092265,-0.01599380481434261
THPO,,0.028621142808236258,0.08084340229156975,-0.02705805033715115,-0.01490750778491365,-0.03882176902478925,-0.023492816241340156,
CUBN,-0.028212563421051565,0.04170658009433999,-0.006412263872989643,-0.008535818604518505,0.013106128960141596,0.04266867840482104,-0.0177304932723533,0.0040512587038313685
TIMP3,-0.001611748466374367,-0.05623498263890876,0.0571223438002698,-0.034158068789306315,0.019003590998269378,0.037112611233375566,-0.01856552218344441,-0.059378379892459955
PIGF,0.03575234469884401,0.03797902056323908,0.07114950607474,-0.021903510764007508,-0.04292684051571741,-0.005498266127555239,-0.007275859383075709,-0.018511425228568773
CRH,,-0.027463123547729583,0.011065372305937942,-0.0010945843975040327,-0.016459924208574627,0.032021976078820916,,-0.01446440652057256
BDNF,,-0.05825487773939515,-0.03345711191333393,0.007885075027561417,0.04763369788237996,0.01622010505892867,,0.03104947968339674
CCL5,0.015857427196063093,-0.0038422772221313366,0.030708922599848167,-0.03010312915477256,0.12872669842174306,-0.009450988876147608,0.006429014650582453,-0.007585460807131074
GAD1,-0.012030600034779675,0.05074551114179527,0.05603529700358713,-0.010473413556577863,0.02801121601717554,0.009994086450302302,0.010866389884610375,-0.05177807292970871
COL14A1,0.030466582149683202,-0.017474289614351945,0.01192921904081438,-0.023524674527828426,-0.01952674898113904,-0.06847398854838237,0.014097397166916386,-0.03699435771475648
HLA-A,-0.024663585497913556,0.0238862355213509,0.02081783104468013,0.020168691228680622,0.0016082674566398095,-0.02610401278376062,-0.02636496945412855,-0.0344150137193566
CD5L,-0.031391077219429936,-0.0010460750526469053,,,,0.015929542497494478,0.08065255261294331,
FGF18,,-0.024849160140386302,-0.020282728335119907,,,,,
ADM,0.0622167722317623,-0.06555979463234164,0.10080247169369136,-0.03740941151522952,-0.016317443465722437,0.029184433685954667,-0.05103012740465071,0.02864424926345355
CCL15,,-0.04581978368598735,,,-0.015044836686593387,,,
GNAI2,-0.07025041568938105,-0.013198210119596555,0.051090747350286785,0.00944515344736318,-0.0062815596433152465,-0.08519180579785166,0.07505677826081104,0.06293787287954324
HDC,,,,-0.0434041025608543,0.04334137645041678,,,
COL11A1,0.04532352064112705,-0.007691689119681242,0.06926627658334751,-0.024110052072572708,0.061973611350465904,0.013289783920853738,-0.042302189920945386,0.03369100042151551
NUCB2,0.022478571489565537,-0.0007483590818867467,0.026895757905591792,0.040340736958050294,-0.020908054245889995,-0.024290896161129328,-0.017616623045802894,-0.006642421767399111
CXCL1,,-0.04785577819232917,,-0.009648316198003316,0.0499278972503807,-0.006602433316643849,,-0.009387620718622713
VCAN,-0.046473583794424005,-0.014854317446029651,0.05567541489103896,-0.01600562640138406,-0.018366385484678747,-0.042658871263396125,-0.02278747010042883,0.03724132619497569
MMP7,,0.012518269236996818,-0.01796939410304767,-0.009679612152206822,-0.015465660427211933,-0.023842401133901583,,
PTPN6,0.006261137888041585,-0.01424590104845232,-0.01917817370564402,-0.031828711602355585,-0.037529518149900486,-0.042841312998454624,0.023283046364517477,-0.04645638406916621
PTGS2,-0.006902172396159202,-0.012386373214100915,0.0007325020380304913,0.01552160630329557,-0.00921843151265077,-0.054849174532486174,-0.04143132265505823,0.06748362225989962
XCL1,-0.016033520316428927,-0.01813298543644242,,,,-0.013806278145400327,,
CD58,0.07585854308404899,0.018604812434984422,0.02771492447752719,-0.015353019052036903,0.055863553307850686,-0.002943041967069015,0.05740296623125703,-0.019446384775104686
TNFSF14,-0.026228257326313942,-0.030323480353289002,,0.018995952339352383,-0.013250335195747604,-0.04157051728768456,0.01364138944453794,-0.038640486871516305
CNTN4,,0.0031431504832849433,-0.016012242457881267,-0.03437030354152187,0.06270326487222251,0.06574252023107549,-0.04165033438986431,0.021699311971906665
INSL3,,-0.026959268167578657,,,,,,
BTLA,,,,,-0.016921131240094495,,0.15925400025601613,
MFNG,0.01141243434434011,-0.00968869129000786,0.062306758395288896,0.026388472977270424,0.06573396554248158,-0.02252135907588943,0.008229799480008952,0.0516542270557558
ICAM1,0.028606069545679128,0.008653501010280324,-0.018473735761858387,0.009759939107588033,-0.05072683427132744,0.0003349057208531456,0.001335344166206474,0.0449592909602192
PROS1,-0.0035665315645340653,0.06585080089274768,-0.018606491724480433,-0.0026578790663006743,-0.015326461086026484,0.046187601470180854,0.027248247391118127,-0.02604761028914633
CLCF1,0.06449117188589132,0.0024804323057795305,0.20677864609997118,0.013146426351917234,-0.012258943736652643,0.028301879019710905,0.15690090253062466,-0.03227758734509569
PSAP,-0.0224932009301538,-0.029274538485247734,-0.050910865821127936,-0.001353248649155461,0.01245088445648562,0.004886744213997399,7.428823713515677e-05,0.07075293022994122
EFEMP1,-0.00348058417729594,-0.010369959414599797,0.060680925444980736,-0.022403169937375185,-0.027933350092326874,-0.03014845511046917,0.022381899137525762,-0.01319661136844746
C1QTNF1,0.0199451633036932,0.007843508704860131,-0.01582351129572852,-0.03520684436041722,0.03764297885665929,-0.044651357919394896,0.059965269791952096,0.01011728519702483
ALB,0.09131114360543675,-0.007382584696821667,-0.017188791928113425,-0.016236331541905798,-0.015049582214591474,0.007597548758878047,0.11888870350402239,-0.0011251473089754045
EFNA3,-0.03392510469699313,-0.059435798441902464,-0.010980371394147448,0.017216061983754343,0.05208323850410591,0.021721783541584532,-0.056518769769824506,-0.012707717215541113
DRAXIN,0.05624485762962164,0.011855976964400787,0.034431922545088,-0.020007857500473514,-0.012084076007672005,-0.032639791663930495,0.0012934588945138783,0.010075822426807417
RAET1L,,-0.0047118759697678285,,,0.024730120606978007,,,
NPTX2,0.015375597100826758,0.01169894906638817,-0.03582402964934671,0.006434811224351404,-0.01954129814851294,0.006621055394591597,0.02105611212795994,-0.01619976352178306
FGF11,-0.03901916393709841,0.018416462429537664,0.04262803715792631,0.025005562370303325,-0.027389727790474567,-0.016614275373627318,-0.0011678445073527804,-0.007052389813102776
CD59,0.05965472366780631,0.011236326139530042,-0.03595713396779096,-0.0021503029701750555,0.03051223845066791,-0.03778442488459453,-0.012640143505571215,0.0559588868612569
COL9A2,-0.014423671547139324,0.031799912767294804,0.01869223610591399,0.032250647949104684,-0.013314243749087436,0.05963525308846298,0.01700402855690682,-0.0075771629652948164
DLL3,-0.009638137168701665,0.04849523270158945,0.03273209914673696,0.058152601503918565,-0.012202615442982618,0.02535154837410104,-0.014543676995794473,-0.0011463887983682512
FGF5,,,,-0.012928899405139293,,-0.022930487442193094,,
LIN7C,-0.001313099925627775,-0.03677705097913357,0.018834762083812684,-0.019737183223302736,-0.0011758903688938347,0.0724888142317036,0.053413234482701265,-0.027067776658750316
GDF7,-0.01660759439400992,0.024817860509411836,-0.02455303725481079,0.059075253487011106,0.008041638816519652,0.04042501210920037,0.03224590487112408,-0.030343940999830205
PSPN,0.016227826217267618,-0.029696797504660227,0.038169799729518054,0.02939705301858919,0.021679053370970317,0.019453553906802108,0.023314213971717825,0.00965039708954201
ANGPT1,0.01752893474534054,0.005997539157978773,0.10983924225134752,-0.056698792896285065,-0.0007691826271832377,-0.04765440641017294,-0.03587769102013889,0.07146986817522616
PNOC,0.018171723072889272,-0.02701337201197278,-0.012519288339185267,0.009469765964364456,0.04846069457749022,0.009965596604002841,,
L1CAM,-0.02493886301212893,-0.04383544561960939,-0.007551302552180093,-0.022633145851466953,0.004855669597921944,0.02414880523846208,-0.045965728495100555,0.005105455870364809
APOA1,0.03718664574854254,0.005775493631277741,-0.039698577667596296,-0.02766980019377166,-0.008252520014754568,0.03438729069393606,0.04432246861133289,-0.02561747209059298
PSEN1,-0.008800609491925081,0.046193694835480886,-0.04293733707444098,0.020953311954189854,-0.022336545357295852,-0.047193120701665155,-0.011757597308479296,0.07249732268018393
CALM2,0.023249705987713098,0.02880611587690928,-0.05894441484653548,-0.010051779591576522,0.03974054536624005,0.023535134730894795,0.03872680546593811,-0.0028822778049739195
CLEC2B,0.024033852630111065,0.01902308919502046,0.0069311519917007675,0.0012371035451291979,0.00017003451762082872,-0.0384740003866217,-0.07141955182137048,-0.020917170367461765
NTNG1,-0.005505906453043669,0.029677677994950347,0.01089774969318024,0.05423027250236183,0.008952730788505683,0.002175236332724754,-0.02618203734833023,0.02793162569786134
LRIG1,0.06327023701102155,0.023019922602680425,-0.035475527293901445,-0.027128789982719604,-0.01586811962076829,0.02189832365851142,0.08190574723753988,-0.024148315443594727
CPAMD8,-0.014613257793494915,-0.03346592986404261,-0.03419748335221938,-0.0116959294389947,-0.024525273869227666,-0.041549206648282724,0.09715641687782162,-0.03723257406936505
GHRL,-0.023314402251578464,-0.029451046631085963,0.002076424467558355,0.04001817992277835,-0.012084076007672005,-0.02557405002543994,0.10062422582295401,0.0486522537733886
NPY,-0.021438219511527502,0.005685341145959918,-0.09968652374446112,0.03317808633286833,-0.02405817212969383,-0.007684190879461027,-0.030377166629608283,0.06316907894074002
MMP2,-0.01188849712318751,0.06917859155521044,0.060738086766201585,0.022800842427653137,-0.024673209102192947,0.007852517207920729,0.06609377516108506,0.0029346082651280723
PPY,,-0.006478929711210049,,,,,,
ALKAL2,-0.02188347379468666,-0.03082633171228392,-0.05200730022068873,0.04330477522445586,-0.03213015214643373,0.018256648455234514,0.0983397501127848,-0.017362363796489276
CSF1,-0.04744779111504887,-0.006906194584454159,0.09241408705474609,0.02918577706774901,-0.010577231404414678,0.04771552559691653,0.020465277308407515,0.03210795234516449
