,UKF313,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
COL4A4,,,0.045355427494285575,-0.035880795825874535,-0.033720054140915605,-0.027937728613700138,0.04468581487525744
TAC1,,,,,,-0.01744448928438636,0.020602035493839536
RARRES2,-0.05984486003858358,-0.005228060126391416,-0.005224418199896451,-0.04805224768308255,-0.0228329087529665,-0.055490531000921536,-0.008610826176577106
FGF7,-0.040043637221485254,0.08637995959645177,-0.04172852236807916,0.02398606806515199,-0.012411638085955929,0.0035929047606608733,0.012293947546994161
EFNA2,,,,0.13376250598447553,,,
HBEGF,0.05202645924018219,-0.1023323949218407,0.05941027974819718,-0.02644543466867425,-0.03834802241835358,0.021258592845677174,0.09993264666782438
CSF3,-0.027610769134833277,,-0.011491523426026228,-0.0663691259967787,,-0.013971042564437632,0.010915811056117962
PI3,,-0.061069152282135164,-0.07127454015363613,-0.09413611318302677,-0.0185992788591233,-0.030354434068649034,-0.014327036433670707
PCSK1N,-0.046605409445906375,0.03434743765771108,-0.055551214483195104,0.021827236976056295,-0.06659159365433208,0.01720450811369801,0.0008029414938260749
NTS,,,0.01222562376732025,0.005650655341389617,,-0.0206892089295585,
SFRP1,0.04148434970847287,0.13586378462399556,-0.033828172176978234,-0.02667367847031333,0.00174992648868956,0.01993261630863714,-0.04931393662349149
CXCL13,-0.028949810272372357,,-0.035852415782953055,-0.054722024723438005,,,0.11170083097120044
MICA,-0.005551855707976374,0.04141170298094172,0.03430189229513123,-0.0050283896181356315,-0.0170911031547017,0.045091888202183,-0.01780816329091457
TG,-0.01969723822665806,-0.04203388891371814,-0.021208614685041767,0.13660179302898534,,-0.011048658024159441,0.021746707974873915
ADA,-0.001503371078202303,0.0017206458942192193,0.041279874111863485,-0.0009460552745986717,-0.007726910449277437,0.0673250170373947,0.021985936969460218
LAMC3,0.0011501286164779666,-0.007411335035677853,-0.013074265713234348,0.05082635897284839,0.03132323377191857,0.025997502096444348,0.049316627064617216
CCL7,,,-0.023922351952422913,,,0.013382579133193661,0.018769256115412105
NGF,0.017106893412175778,,0.005656324384748019,0.018233007132985566,,0.03392547090442265,0.04616698388537374
TNFSF15,-0.017583080492550706,,0.05073984265545628,,,-0.028039895748568442,0.013386747573990956
HMGB1,0.010942522239179481,0.010317258448297343,-0.006869974408268736,-0.007613382158507671,0.044386335873400656,-0.02790455417382443,-0.07563392819010148
ITGB3BP,0.03480868679542132,-0.010107323374308308,0.03489358141301461,-0.002614883892809232,-0.040011179781474275,0.04152380802937558,-0.02367759816180394
AANAT,,-0.05195588643671411,-0.0209866527109728,0.02784301185044809,0.09090393949797179,-0.01549004616424978,-0.024135539619338394
RELN,,,,,0.03159646430607823,,0.023134591501358173
IL15,-0.0041009419578961785,0.056020108618035344,0.04247348492391669,0.04676037097729752,0.03022164819728597,0.018801194568703734,0.08751606979869575
UTS2,,-0.05572433038060594,-0.017871670745891754,,,,
BSG,0.027469493622906953,-0.052377354721718845,-0.0035794406751853613,-0.027992225696686093,-0.01656683824795185,0.026506303981102028,0.07921058500347312
ADAMTS3,-0.034497205982576815,0.13787769756309118,-0.022967757072474962,0.10688657837274822,0.009463077487923632,-0.031303920493262354,0.04606998473549311
CD34,0.033753325935062216,-0.04113443893885889,-0.007721726091248917,0.08204153712125904,-0.004954181635560099,0.04845051522702634,-0.03388440567177933
PLAT,0.008201630427458749,-0.05188969304120162,0.04138547483761481,0.10021725775607598,-0.04481800280584118,0.045871587688224906,0.1076425742360191
NTF3,-0.005215298111818916,,-0.013641557026163882,0.11045365178337027,,,
LTA,,,,,,0.059312106843195,
CKLF,-0.008482560298644802,-0.03139941696734124,0.06567183190830206,0.005682147506533341,0.01692522449600291,-0.05383084560094909,0.009018779467672277
APELA,-0.032413466535189374,,,,,,
CD24,0.11012237310117949,0.048184598336333186,0.045282561907249025,0.08477644268046859,0.03897053706224712,0.013231289536311176,-0.030558448447292115
HSP90AA1,0.0070284239214063295,-0.053338933123511,-0.05893761235755814,-0.06920380218426125,-0.03174017066446449,-0.024060128063500233,-0.07194525115241616
BMP4,0.08396882216740754,-0.0392672200789645,0.02507804096505403,0.006550320431528586,-0.03753222323338854,0.06807232905628034,0.08569592068633317
SCGB3A1,0.07299476297749795,-0.0429808843025213,-0.03641083098625788,-0.01976502641430077,,0.0272457757633865,-0.03723032156861805
IGFBP4,0.09851984920828466,-0.0114985570594261,-0.014628232414609293,-0.0630423012088231,0.02457779826935028,0.08266843666289701,0.08421449763924657
RSPO4,,,,,,-0.02749536390912928,0.020094507960912906
LEFTY2,-0.019881010828484907,0.08317029484124396,-0.020307367815177103,-0.02448949609168558,0.0002518473672140505,0.0845616041768362,0.02010289738977635
PF4,,,,-0.01952158786345553,,-0.001374879363389981,-0.023840642517232214
ANGPTL2,0.04560124598436228,0.034697765658248315,-0.011527108951235439,0.06202893542259613,-0.05265149644364554,0.04288714901050059,0.05431160720351719
LRIG2,0.0041019320699533755,0.09670524166918816,0.0696798233675062,0.07862538162717478,-0.016104230056533476,0.058108365510186145,0.020193893610191357
ICOSLG,0.002555344159961481,0.03406921964818836,-0.0018389683071409152,0.09119282147284269,-0.015611505253887159,0.05649765521709835,0.04256423351186398
WIF1,,,,,,,0.0037886862062868967
NPPC,,0.006077330481419333,-0.03571175746004398,0.11084075668696455,-0.02568860460307648,,0.03238362729916571
LYZ,-0.0018112404239738606,-0.050728690061577805,-4.320612604754147e-05,0.03540605828291247,-0.029687806126305824,-0.0195333088469511,0.06970276356269718
EREG,-0.023247739142448303,,-0.03013096529730053,-0.0454591335012343,,-0.00367856887024564,-0.027447641917382595
SPTAN1,0.020519121335735028,-0.038300085954119156,0.030953596183608607,0.07602250624382004,-0.018598481295955885,-0.007129626812305574,0.021028867606591357
LIPC,-0.029068311407397632,-0.03871234026155006,,,-0.031531466319545245,-0.01019230254722592,0.015783716325871913
COL8A1,-0.052496087300535656,-0.05360183301720884,0.03643809504242703,0.06617776275591325,0.023266829751167853,0.026841646369494664,-0.020945378886321725
GSTM2,-0.022483134241594566,-0.04372051729346953,0.03125532505612415,0.06185027621080998,0.04626881085305541,-0.04592782606556233,-0.021442929321851965
IL4,,-0.03700530265770391,,,,,
SPX,,,-0.02411961720732579,0.07568643408519339,-0.00361186850144185,0.06285328388632427,-0.030140107793095172
MFGE8,-0.026915094397935886,0.05806688904453757,0.032384558973580245,0.019092630322599443,0.011407176477557502,0.06822242686793083,0.06614148417824499
TGFA,-0.031330783962508116,-0.01038733677557219,-0.02551378571803229,0.052572888738969835,-0.0663660547755906,-0.015287125197632966,0.055296799349075124
SLIT2,-0.017109648217244647,-0.00994524336846899,-0.012464240765274052,0.02669440984452462,0.019968533618857153,0.003910294061670395,-0.0038329489525371495
PLTP,0.017303413879141173,0.0334166412232748,0.009288491666231562,-0.0846183633668677,-0.028287207266052588,-0.006758830060440637,0.05344930017824463
APOD,0.00927240604861891,-0.07989150467613293,0.05358146003045751,0.09458254167016393,-0.012333017298965479,-0.061350383718100386,-0.004309191994594171
B2M,-0.02247574756786273,-0.05071639227738096,-0.01870207513326497,-0.01653476006278552,-0.02421748041077165,0.0315170494635649,0.08288647649244063
OMG,-0.014722920931072678,-0.06303736309991528,0.07273344453117847,0.09710053965507237,0.008488497869352168,0.010995604791712663,0.02340594377150452
CXCL3,0.010100827772683335,0.05580885534158799,-0.02330017943516349,-0.03554236608533878,-0.01906795435582474,-0.04381724523012486,0.0708342548966213
CXCL10,0.05491291197331373,-0.05153969677025798,0.08140839674344913,-0.026184108564666065,0.05404828328993921,0.04415657142605862,-0.05522099428239196
RSPO3,,,0.03238486336126543,0.07577515816583055,,-0.014857040033129522,0.015363214923415849
CORT,,,-0.02727781197132408,-0.0006374212819226139,,,
NCAN,,-0.03806987298296546,0.054409037090801075,0.13712776531292986,-0.023596747782951046,-0.017891983228645755,-0.03159951114346382
PRG4,,,0.11042835337648116,0.051521038915354485,,0.004721138612622436,0.013539529672936517
ZG16B,-0.01181548266515717,,,,,-0.018525130008429286,0.08047168997512194
TGM2,0.003631260529544109,-0.018687716972023764,-0.026296400210015954,0.021472019826704908,-0.005383878937136474,-0.008826772394888719,0.03049481893406903
VEGFC,0.027001939239956484,-0.04194810287713155,-0.03078669268239703,-0.04093096710199699,-0.025150945999931625,0.011753919269133857,0.07658223383631342
WNT6,-0.02932677133368984,-0.00017896503902313886,0.01466892939466373,-0.005153270868739177,,0.12679364320639377,0.05086288013489002
NRG4,,,,,-0.020195846357865734,-0.014857041698249248,-0.03160451889685932
PMCH,,,-0.024315424052588575,-0.028662067243199214,,0.1048380933658605,0.06114591597524682
COL9A1,,0.06113601513863199,0.004871471061870497,0.04758311413592914,-0.06490293475219538,-0.03143941466475581,0.08170063842674731
GDF11,0.008986289041326373,-0.02937490479583737,0.016062003028194202,0.034047211769924646,0.01254518078329475,0.0069695652839614885,0.04591369121762286
RAET1E,,,,,,-0.016298069180850666,
IL24,-0.0165384445302576,,-0.01812899424653129,-0.01921032607011293,,,-0.03533280074837915
SORBS1,0.002934640919916017,-0.02827704291470191,-0.012530681231396175,0.033713020036362354,0.0390332003952087,-0.014560108436559614,-0.004094933797582703
DLL1,0.000508604792311189,0.031552646751625675,0.06436443751990856,0.06727189920904594,-0.032169488643440984,0.042702265053120206,0.13846330920204752
TLN1,-0.012790666288720703,-0.03859333911529365,0.014837003403900992,-0.028840735975567612,0.023583504672250594,0.021969850540571326,0.08684865543024745
COL2A1,,,-0.02860297587422576,-0.03386658139639806,,-0.021622014789079633,0.006973282305568175
SHH,,0.09844590781696085,0.014211736510353725,0.07320958563030264,-0.03141676825430945,0.04334122829633626,0.06241773176381574
PON2,-0.004062422195270825,0.0221279506109809,0.04040322767310193,0.08463735614926553,-0.06871269019285063,0.006450995199639821,-0.03201664084134535
ICAM5,-0.015655669805477498,,-0.011148456145032008,0.059220751343348275,,-0.0036340622256953014,0.03441313198034947
HPX,0.03215477671828399,-0.08012537031178571,-0.02681648076060255,0.09390196230321775,0.009126974951084721,0.012857905585269285,0.0839777704564591
SFRP2,-0.016321983901566126,0.025659663469794033,0.027238470470228857,0.028005723774447006,-0.030590297743864937,0.03042845404343877,0.09667938148276378
CFC1,,,,,,,-0.027965026488679344
CD70,0.031988860432160864,,-0.006131905208382195,-0.03687270830735523,,-0.02266710157379432,-0.03755005937324158
HP,,0.030456503639109418,-0.009575122892210611,-0.015367200646528557,0.014939672834933282,0.015127403482695631,0.018508436860101493
CXCL2,0.025636083028735872,0.05867336407881725,-0.019948808035654356,-0.04641698588287732,0.011640281674832494,-0.02474296807714982,0.10676110770662706
NPPB,,,-0.009561299165752024,-0.04886202834332009,,-0.015070814170865254,
CCK,,,0.05676793708109103,0.018078422759250742,-0.016329015314942286,-0.01955091442738823,-0.05550303150749703
SEMA6A,0.016299829609277883,-0.019897804845870396,0.034759669836077214,0.05407254661502561,-0.0034323618440693813,-0.02974170119166869,0.09003229078395071
IRAK4,0.031514149921853314,0.006594469956578402,0.07230141131749408,-0.013856950154396147,-0.011548644995692355,0.12268594769599665,0.0010444430326284073
GSTP1,-0.0023301192684579545,0.0008481002053073737,-0.038777247939905286,0.07021219021243501,-0.038647283749532524,-0.02842616507232787,0.07093656199551056
VCAM1,0.010493927520648677,0.0040033786402457515,0.0946382860701833,-0.02246541218592377,0.01841022447754507,0.057096899653632,-0.005815022046632814
NXPH3,-0.018641515956202698,-0.06686134462685268,-0.016049988890815953,-0.00563048195759591,0.0678436310620222,0.012495283622347093,0.05961751886800594
MTMR4,-0.008418838394739893,0.024821259660093166,-0.00028051107446881707,0.018785019761933253,0.010942093089100838,0.09084959042629881,0.040385500153358116
LAMC2,0.03867926767821463,,-0.022287944653499606,0.10832261553583226,0.030698333177818445,-0.028714522646280136,-0.030433976183283525
IL10,-0.008583696880181365,-0.0777382520171004,0.06467846890428455,0.03135288202005429,-0.018834954487405,0.03194325278013023,0.02085947994140475
SEMA4D,-0.04611183780602982,-0.0009633450648804421,0.010902243724129844,0.10229314916063628,-0.02138589378849498,-0.01082500316224065,0.03829982411433065
TRH,,0.11525915904803241,0.028204827268246992,0.06306854324506492,-0.02048385000528925,0.00801655715778129,0.0784163591834461
SEMA6D,-0.022286075541103633,0.002223575490213954,-0.017341121563348487,0.03390735571086968,-0.008868021012318072,0.008963069888829354,0.043884677524453616
CEL,,0.0002104316018965603,-0.027453590690078473,-0.03136340466125005,0.005591498453692,0.03956138267943884,0.09215273753859633
PDCD1LG2,0.05790287074397204,-0.03400486558472184,-0.05786248614813026,0.026974728816346143,0.054248381790567714,0.02738865876344489,0.011308044335373519
SPINT1,0.01951591786996741,0.04455305538084671,0.045921405722116386,0.06604907432335597,-0.009326891320871932,-0.012544296431748168,0.07195702379199881
CTHRC1,0.0015465383865166267,-0.0012014112441823624,0.054782581918809935,-0.017161181102956505,0.013336676643079212,0.022916814890852608,0.09841322571756349
PODXL,0.008435048698463319,-0.0432677582299029,0.03486250285056602,-0.03961787289920684,0.052011876461111405,0.05652848711516017,0.1210199324165143
JAM3,0.043270409182981,-0.023403232900763335,-0.05115132870416892,-0.05014163951794607,0.04957622301396075,0.012002420397721404,0.08193077546084297
TGFB2,0.05955754453691124,0.042951545067399635,-0.013445847344082336,0.05748165883446199,0.018023192032733577,-0.004125003003171943,0.028886711298443203
COL18A1,0.028340405659491596,-0.02449670925760477,-0.031002213347838772,-0.022689887439497732,0.008291690872005054,0.06833650614864856,0.08319947055214219
NODAL,,-0.042553390651081546,0.03807884604863334,0.011533668267604217,0.07523282087826944,-0.02310225648713025,-0.06339888994772053
INHBB,0.02936872842890236,0.06076097628876805,-0.021723749841657928,-0.020120855650796972,-0.028083574867466116,-0.038782909477432286,0.08546381645913845
LCN1,,,0.0333601613259623,-0.02240930164386991,,0.14940593234591154,-0.021346837727797458
ARF4,0.022160869059831445,-0.06409845835701322,0.02947150017702284,0.08663649941960444,-0.007157472203968443,0.04984994680840947,0.03442859260539953
CXCL14,-0.016514965094489974,0.05307972724732332,0.01096136257420083,-0.02642860258056249,-0.007030098467501287,0.017821109519043886,-0.1195977216226662
LIF,0.05856955979858944,-0.05718671781438591,-0.04472718251383913,-0.07367587488001777,0.0189894385380935,-0.007155587927200807,0.04609695587498306
IL17B,0.020812689500717997,-0.02493880570169124,0.011193223291110296,0.00014861080077114094,,-0.02883412679017421,0.016677228422467515
MMP1,0.043391483098059215,0.05362400091869317,-0.03963236175950993,-0.036936150570397,,0.08873930144539437,0.004119444009576622
MATN1,-0.016538446914081163,,0.04933126260164409,0.046698334506871414,-0.019751757216673774,-0.0007823767389131116,-0.02199495519610303
ADAM28,0.02176680704075792,0.07282968067649473,0.014250072572788885,-0.020929654033069622,0.004192587632995291,0.0337899519152754,-0.026660998397419356
TCN2,-0.03271954486961132,-0.0608855728234826,0.0681363894734742,-0.015719715952853274,-0.024801929776287264,0.024368251364177897,0.02180999771191939
THPO,,0.05044245969561653,,,,0.015115650417150158,0.05816566720078344
CUBN,0.035484238003195175,0.07518988187771329,0.010309204076998101,0.04540188404121325,0.03516357625142586,0.05213726893965434,0.04087640629588096
TIMP3,-0.04335123193377253,0.02206047014706282,0.003806756230835704,0.020501490363670456,-0.02446876523040611,0.014335833870984152,0.059680764469992466
PIGF,0.07402369008466461,-0.0302737051180044,0.04382032452405325,0.009631265438778699,-0.02251371038730827,0.015252872009528417,-0.0009329368014099154
CRH,,,0.005746943760177471,-0.055375056918696354,-0.03329133914385079,0.09328892679994555,0.016277088166195344
BDNF,0.005556052818649586,0.20029236363500183,0.013737269794015197,0.07160101478390596,-0.029634509155364506,0.002962446118919991,0.06756473806369968
CCL5,-0.05894325121093023,0.099748807601243,-0.0468439316282846,-0.018387883498439648,-0.007382284796830325,0.037778352025255674,0.07181050170542393
GAD1,-0.02477646534352258,0.04834464410429269,-0.0181514388128301,0.0759808545769213,0.007682765193603696,0.043017176941627065,0.023210967145246824
COL14A1,-0.03572371979385145,-0.015845701174716703,-0.009543502346580947,-0.019082116007381005,-0.012072130898603688,0.037458394099375944,-0.010164077912605134
HLA-A,-0.07264281411581157,-0.09156675125090802,-0.06374913352007253,-0.08111668856511227,-0.041956507269259875,-0.02809131921058126,0.1071974546391506
FGF18,-0.01717238370715778,,-0.02965648965445187,-0.03498100127504885,,-0.016880323896677877,0.1741693235086922
ADM,-0.026341046788217092,0.004507850125823397,-0.049587292979321726,-0.04531174158326249,-0.0030603310113823325,0.012769808703169487,0.030997367332798828
CCL15,,,,,,-0.01464030360511436,
GNAI2,0.01290622524512192,0.0403477700138326,0.02813940635118807,-0.06548515510863145,-0.060375009256344224,0.05944929052164242,0.03145522300903319
HDC,,,,,,-0.012663624980520443,0.00048365454186646796
COL11A1,0.005003595467524666,0.05001765092917089,-0.0037455442036370946,0.04833182855008955,-0.05877858172941482,0.043555110966890985,0.07445304445789551
NUCB2,0.00808479960298558,-0.016894996337733347,-0.05584113141116151,-0.08317681577845186,0.0009647882844208194,-0.0019453399436167162,-0.026533542958215257
FGF16,,,,,,,-0.021673159203882325
CXCL1,0.01995540928689618,-0.0031200953467810525,-0.009164945095469135,-0.02124676169335416,-0.012012838530968939,0.036029185948657554,0.06669570001771771
VCAN,0.04656265066386375,-0.06670578084976593,0.09805209353262927,0.07815593921082406,-0.03918664607899228,0.04828047266418906,0.04463651970699014
MMP7,0.021290460350176985,0.0472620376110403,0.004517195022462302,-0.05984868594399869,,0.09383600728091407,0.020833995233750246
PTPN6,0.04952371840283532,0.020269577674315174,-0.03273380658137745,0.017978662350749883,0.04567975944827933,0.08106474868731009,0.05441559469118583
PTGS2,-0.026132629747477036,-0.05581268882708744,-0.03223799284116858,-0.05292266592719994,-0.024418202454186296,0.022571246493904643,0.06294134125357785
XCL1,-0.03083978696617921,,,,,,-0.026570481617445227
CD58,0.037182604318199294,0.09199944277197222,-0.006818492571298065,0.07358302400032048,-0.016854379837932316,0.013809563775721454,0.06291489049783044
TNFSF14,,-0.04547854841447642,-0.004505203586981949,-0.016964279555087076,-0.01354404470431998,-0.0226904219900792,-0.012201949946219556
CNTN4,,,-0.002377716784258379,0.019470450186769492,0.20330340590444376,0.06121625383180438,0.008982145882062467
INSL3,,,-0.02638363742270478,-0.003172397756413438,,0.02045421938295695,
BTLA,,,,,,-0.01938337954231182,
MFNG,0.00011973837400112746,0.09410004124933175,-0.04594442070835286,-0.01350768531013495,-0.012526511260034129,-0.02466312644455862,0.05150003362516647
ICAM1,-0.022635391408265555,0.08221393071903489,-0.009934285799947498,-0.023850436896544414,-0.0007781648284142948,-0.005456452760206162,0.07717954777308779
PROS1,0.013300594062483108,0.06254849609275831,0.03590050644834953,-0.026799445748759452,-0.005580582935648521,0.040110932968097465,0.014913412223581862
CLCF1,0.001920216444038912,-0.021398102476051947,0.012265089288682411,0.01214205075912227,-0.021963019565056693,3.2334526539892205e-05,0.028952853914304005
PSAP,0.0011088939391866648,-0.04717527529338981,-0.05051945236733415,-0.06605200390952932,0.016685340009661438,0.0529618942695395,0.010779322560011458
EFEMP1,-0.03758484996729616,0.012192635001019313,0.05489357012142686,-0.014207974116564144,0.0020830830912457166,0.06238013288529778,0.023240788085440153
C1QTNF1,-0.09047249067310613,-0.033065189972389365,-0.06562302483654645,-0.046658976901645305,-0.04885075297173261,-0.02127495006472891,0.06264749899504747
ALB,-0.015655674952454072,-0.05239481435967542,-0.01601331485474888,-0.016383714410448637,0.007993896825314985,0.14641786479644592,0.05023803642133187
CCL13,-0.0039607987299746525,,-0.01761078721781122,,,,
EFNA3,-0.035514063680339665,0.0399117944470057,-0.0064914652224176,0.07489954845390503,0.02164896726454584,0.013148705772530729,-0.04378203799982433
DRAXIN,0.004518425268494352,-0.08944487726935632,0.004205987134495818,-0.022276606035228318,-0.09201360924735366,-0.01891075614546039,0.07962649627677003
RAET1L,,,,-0.004461932366314698,,,
NPTX2,0.09753977762886065,0.1117636319531765,0.0005441619577204455,0.036986790414764284,0.05238174024030943,0.0316413531325835,-0.024504046284832794
FGF11,0.03787124652255555,0.02692220389143438,-0.017946262757370872,0.0051643749220114605,-0.018852120505777982,0.023275030742747407,0.047410534162643965
CD59,-0.04471551922125782,-0.007539730275915694,-0.05994071569387298,-0.07592696815593783,0.011698166971629806,0.05140875931130075,0.05850638152547279
COL9A2,-0.023625301403797667,0.004663320196369826,-0.0037766629879289154,0.05236554940036427,-0.03136796012973503,-0.010813813203853526,0.02714732156566913
DLL3,-0.020061489299466048,0.016085053903094025,0.07268827437680127,0.09479755347042398,-0.011838478520547258,0.012312631625788231,0.04811185461575831
FGF5,0.04879260139732697,,,,,0.04237652630306204,0.13902668290011355
LIN7C,-0.036906969400667136,0.05847970138075621,0.03730946860775579,0.061717184005600674,-0.03261426060542934,0.024317685698416146,-0.007498458226695514
GDF7,,,,-0.0192103321563332,-0.032273892880315146,0.07171663938040322,-0.03362220588836697
PSPN,-0.01059575671118723,-0.009978752964136963,0.02543033202791885,0.007918691984242214,0.007936441034220969,-0.00106601177953206,-0.0036303756842855513
ANGPT1,0.02971368986147641,-0.07006252805117928,0.027871038200828598,0.0026386726727704226,0.009946425650001006,-0.006564098633746275,0.008528629352320967
PNOC,-0.015655674952454072,,,-0.020428351715394415,,-0.02068922605732585,0.008616049642570707
L1CAM,-0.042246191232626906,0.07152361120176587,-0.04951878991790378,0.00039424357055031225,0.016499526938889078,-0.025179775949235702,-0.021629600492898495
APOA1,0.027075267939350074,0.015259370648506273,-0.02235767080616128,0.04456535000245322,-0.027246808518408574,0.05994823492466943,0.06749654582219537
PSEN1,-0.11110853201128136,0.027318824101013724,0.034441012776905304,0.0017905072261739398,0.024005942667274363,0.0037299802120963907,0.053251232924835315
CALM2,0.052343543888866806,0.05430319916679886,-0.0041328067591216155,0.09434774867293237,0.020294034646065245,-0.03351183268109027,-0.04543179839826224
CLEC2B,0.01953568090021057,-0.10914244291943559,-0.05041192145292253,-0.03801646656574469,0.024207699468174262,0.013052697463796522,-0.01779467440025943
NTNG1,-0.025655130971332433,0.0903408242174388,0.039378878732651015,0.07727784890145097,-0.04368426344354078,0.07905089643920934,0.00661827262002146
LRIG1,-0.04914702866946008,-0.007793267844207479,0.04328507007571857,0.08568236056540256,0.0019761934806044592,-0.0062462490620776604,-0.02869950690307377
CPAMD8,,,,-0.021581256741258274,-0.01046815123385664,-0.021004248264833585,0.14620719682841002
GHRL,,0.05876329085884407,,,0.06303217463020863,6.075484174675989e-05,-0.021015793332449063
NPY,,0.0359412496770754,-0.008313298334711528,-0.035308072777292136,0.04844509669987246,0.02343506933275737,-0.03975358877016044
MMP2,-0.010474918805369734,-0.05007107518644999,-0.051595092688563764,0.009164196588384492,0.015045640344244528,-0.006099489614467795,0.09042019629437478
PPY,-0.014480801208156577,,-0.0215765283365629,-0.018560094442082863,,0.048038175630959,0.1488019358236897
ALKAL2,0.014610013183444943,-0.047870460672565736,0.028817257192453462,0.07730572636298487,0.02975811999998612,0.011851389179549988,0.02465854760717132
CSF1,0.0032882636596929613,0.02163774105625283,0.02557445698989575,-0.023772210748728064,0.032089714150224706,-0.025068114433567077,0.06148700663355451
SEMA4C,0.00015595909387262888,0.01992634609224619,0.08954652593288683,-0.013171649208708369,0.019153317147082086,0.05494807156336749,-0.0205073457107564
BMP8A,,,,,,0.07174803650336113,
ICAM2,0.08383524276196197,0.01069192731239483,-0.013578372031415124,0.02400404076933393,0.06146237794735628,0.06145921898117076,0.0043098570689998235
SYTL3,-0.03290925412513355,-0.009909709615235225,-0.03459853654599753,0.007229572528700313,0.027416003823840723,0.03484049277894738,0.05926266494694778
IL1A,,0.05091924357661987,0.02665618207319652,-0.03387311160653149,-0.038192628757474985,0.012235337313099908,-0.011290936103088756
HLA-G,,0.014808150322382361,0.008183478606819429,0.02197088614504094,,,
PGF,0.06672342599630825,0.00487056427131684,-0.02320971344922873,0.015413310334207588,-0.004383731460657841,0.07403047576889635,0.03268321062027295
LGALS8,-0.03140902587990303,0.00726218067924974,-0.02640069436722502,-0.014049848430890967,-0.03956609966834729,0.02813781574157833,0.034000046012241526
DKK3,-0.05294326071920146,0.006590402884210036,0.009817050051274213,0.04074944441031774,0.016934256633672082,0.06804904412501166,-0.046658465919367044
COL16A1,0.044173969280801084,-0.0013446520013561027,0.02397675976215924,0.035520463327409206,0.011948091942517175,0.02517015362942915,0.1393932806613258
TPH1,,-0.01434321444183451,-0.022967869336555508,0.024418529209835997,-0.03832214962197909,0.07734302897994018,0.015592532615998697
TNC,0.033247734974132026,0.006752251317677827,-0.04733089960235387,-0.040878861910248525,-0.07625379852476241,0.06255851247601832,-0.014411214162679856
TNFSF9,-0.03427058694078988,,0.039927216570388606,-0.031247148296458794,0.0034446556257616734,-0.01394353326162172,-0.007383727792990337
C4A,0.00541539507966728,0.03988104143964961,-0.019606368396569613,,-0.026907182136261962,-0.024229342730415073,
CNTN2,-0.018182824573365397,-0.012526519068183788,0.061752159000282275,0.09282459491064983,0.011684219767689068,0.07718227569467635,-0.02688235256793005
F7,-0.015655677149335863,,-0.0073994238877742565,,,,-0.029468407892609485
