,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
NTS,,,0.08299125686097866,-0.028575230894764762,,0.030263786764322138,0.1577256157543113,,
SFRP1,0.032975853110979496,0.09189803160724087,-0.024892083777542588,0.03361280806906664,0.023178129504000448,-0.01891614918135392,-0.02641353769757025,-0.030608999369440653,0.09862792443966531
CXCL13,,,-0.004874560611782107,0.07370570327230455,,-0.03444048336617083,,0.034205779819650985,
MICA,0.002610616943307528,0.007174821123374593,0.03222318951626028,0.12519981612544878,0.07754535461154001,0.03106677361964875,0.03226572755264056,0.06237328453835257,-0.03480096488304259
TG,0.016842094915880176,-0.06644826281279642,0.08898858837518546,-0.035193520589018853,,0.08320049405110774,0.01070743451530507,0.02370990775904471,
ADA,-0.018097120619818486,-0.007584201528911105,-0.003993766585006156,-0.03668999053955977,0.0058720478659596564,0.02092617511578142,0.07491551149147399,-0.04057510324593408,-0.05315897114734743
LAMC3,-0.04469677846332978,0.03400434884464242,-0.017642342767211446,0.023195998322878813,0.05277194863475328,0.038964476623820875,0.006075443338472136,0.09163036436410626,0.04988852678376814
CCL7,,,-0.026261099122431544,,,,0.0428489825746572,-0.010645696735196799,
NGF,,0.017233386195624072,-0.030329467126465514,0.0305763745221985,,-0.05854799306347664,-0.03490828389720297,0.02786652501384931,
TNFSF15,,0.1241957529761515,0.040726859828716495,,,0.02370956637446124,-0.03849055070784568,0.010135962298916007,
HMGB1,-0.05841422899139833,-0.018355596919259372,-0.04009489869992947,-0.002197570671535129,-0.027367101732488814,-0.01427125356012134,0.02941709229012253,0.010570559096334817,-0.027309387922459818
ITGB3BP,-0.09002660624433162,0.02867812299497963,0.04735784742025272,-0.035574107835519245,-0.033857325168882804,-0.026318939590888355,0.057309275008729656,0.0301063173319265,0.016476666209720228
AANAT,-0.005254678001097711,,0.014643558234652783,0.0482179270495153,0.024838278766148896,,0.05502375988421395,-0.004442306212621054,
RELN,,0.03572577574426401,,,0.008905026101268903,-0.014318679997885938,,0.044497179391023496,0.05376576774389574
IL15,-0.013564527118657323,0.056895571990086755,0.05412941069131211,0.07583111950309158,0.10554536999250574,0.0030825411257639104,0.05406682156767782,0.058063171378969505,
UTS2,0.1294081058371878,,-0.019618878523095584,,,,,,
BSG,0.06206787912990053,-0.01132737087601196,0.13856345757082444,0.016174390627436433,0.024753815269215558,0.045710285507954765,0.020811251806635397,0.06724619296376427,0.07794713398339317
ADAMTS3,-0.040281577047016015,,-0.024699908076544583,0.01682939557974884,-0.039468086604463166,0.03467707889903788,0.07138347168080653,0.06163248097462388,
CD34,-0.08702421677886672,-0.020805299692092494,0.07139691743571941,-0.01170381795689473,0.047823722875399266,-0.025415603918116512,0.028437630638904154,0.01724848192936573,-0.05572737197022098
PLAT,-0.0005968349925703175,0.08786533847232189,0.03228390070743291,-0.02962363946462092,0.0024641885371071482,0.021642835357976092,0.055377491158908214,0.06359675915224754,0.011064215850826597
NTF3,,,0.02880849362616693,-0.025972835023817024,,0.01335863785550948,,,
LTA,,,,,,,0.0804211622271124,,
CKLF,0.08411347815628267,0.035584335142573774,0.019573610085758773,-0.0017840242289347682,0.024959983127325513,0.001028001830117355,-0.019009437726514415,0.0223035155084089,-0.014661087040077616
CD24,-0.00476987878433966,0.004564068362502793,0.04012359322289547,-0.0023012741443415607,0.04635119786354591,-0.04996796045489292,0.002384140877789106,0.026328988226397107,0.21188492505315754
HSP90AA1,0.03665576689714371,-0.08018531221053263,-0.015033196572417598,0.01993269929004337,-0.01359155839563628,-0.0076741088592568564,-0.007150463516007387,0.014454986481879172,0.12416623826803266
BMP4,-0.03808821222652018,0.040306508082888735,-0.012038855855254929,0.005988742424411863,-0.010672996378398206,0.04461745232941448,0.034595621357784156,-0.03277763430441675,
SCGB3A1,-0.04169037277673035,0.04225340254620407,-0.03997050304927795,-0.006482037844186209,,0.02322532557782997,-0.010785131846158416,0.0016230974335465769,
IGFBP4,-0.028455248269768828,0.007512942986950326,-0.014533206382105463,0.056867771124644396,0.026644933588260818,0.02407918227240711,0.014333537714309539,0.056557272522037405,-0.03792182795771541
RSPO4,,-0.04081808791467768,,,,-0.021530048612771562,0.041187350443215816,0.013538418312377764,
LEFTY2,-0.037715960286348535,,0.017332238504704268,-0.02696881345336915,0.06158289173022153,-0.01084193806595407,0.11044152886381374,0.05017903942788543,
PF4,,,,-0.021497954038418553,,,0.06916356971320668,-0.005294278170667047,
ANGPTL2,-0.09503356696508261,0.10700664614312132,-0.016506975655977193,-0.023286465731077493,-0.0112247711510652,0.053726206654796084,0.07752091482210981,-0.024495343498846526,0.032824688513569476
LRIG2,0.0188432181853937,0.01636079658550775,0.06466486747976644,0.051305601756704323,-0.06293765999219132,-0.06033433777681655,0.09070975514676786,0.128156986706814,-0.07743447560290488
ICOSLG,-0.0596843552796766,0.05222629765789241,0.04744627185446769,0.05724845803956456,0.07252098717540027,-0.04274042187084112,0.016395773778994666,-0.03074665594006953,0.04641454868840391
WIF1,,,,,,-0.017813946933205677,,0.021863237436080783,0.19473032826614403
NPPC,-0.0059937441573538995,-0.011564393426822013,-0.039203085230065084,-0.0010936140090591871,0.05563022962367206,0.024993212523923516,,-0.01626933509557353,0.0572331641798868
LYZ,0.03046289587650991,0.014015205737911445,0.01654480294320956,0.013972504097981793,0.02337877211470423,-0.08725090987565533,0.017385484110201438,-0.07199988196117008,0.0012281932181082728
EREG,,,0.028905722645569686,0.08007244830531582,,-0.021264602197814585,0.03133101176684897,-0.014127407856436142,
SPTAN1,0.014431675616323318,-0.00885878323960269,-0.010874266954339297,-0.039714961864681146,0.028887905177855045,-0.0335061018214583,0.06128243101615745,0.0047263952450322735,0.024878346366725628
PTH2,,,,,,0.08913077954653235,,,
LIPC,0.10596534025051482,-0.00432324970612224,,,0.028343025656391792,,0.07651078125442207,0.07307876997559755,
COL8A1,0.05961501068885815,-0.06242913734785971,0.03538805386197831,0.06380919789102005,0.03676813056418183,-0.05343915428721197,-0.03201911046842364,0.018475848047227787,
GSTM2,0.07086071940337749,0.07894028179828463,-0.05554268720883916,-0.019239666430213184,0.007082417254597114,-0.013752169521890303,-0.006279375214586406,0.01977026894392002,
IL4,-0.03589420942707096,,,,,,,,
SPX,,,-0.026477649837123775,-0.010901335456238207,0.018026065104745824,0.07251222118820823,0.10488926485663286,0.03744339552984954,0.01002228983163804
MFGE8,-0.14982753060010895,0.10896876812262841,0.048609034674422145,0.0348788073110735,0.06759753106946359,-0.02458235511704981,0.021994659863362635,0.007876470417232845,0.056488435355644635
TGFA,0.07555403998810818,0.02603022247158961,-0.012179175598768945,-0.04456282275346472,-0.00633267693577386,-0.040360447908739834,0.09220147781919083,0.01296966245929961,-0.007401822920967983
SLIT2,-0.059425494442094905,0.0786389828964849,0.10828442998782453,0.09672769345913666,0.05911507187465655,-0.025046626371621146,0.04866357893727094,0.0018240320460380743,0.1531127803072435
PLTP,-0.0071798277176823595,-0.017968314052077036,-0.0087385330522609,-0.03876862845680494,0.04289868925033964,0.010854890088429067,-0.013395636189831441,0.01780626209485704,0.03797999364774168
APOD,-0.04126229621948234,-0.07627040389742044,0.01417168286018209,0.04709640449631093,-0.06981452529354473,0.05662510330190302,-0.07717592708322621,0.049030035609769825,-0.04157405248522251
B2M,0.04406056426161029,0.10710083799506352,-0.036232062410997946,0.03555975988166637,0.013109117264917581,0.0062719547951013725,-0.057046908531487875,-0.07859120093341627,-0.08875271630776851
OMG,-0.0186692485534219,-0.03454004436687827,-0.01681322378941827,-0.0036352087075699853,-0.08385201460918097,-0.013359208423746043,0.11087021403336543,0.05666159810181596,-0.055203869596081104
CXCL3,0.0602556117460821,,0.04114128580220803,0.05330955288668644,0.0663335244921163,-0.030609686610227067,-0.011146001577779839,-0.005029828700422764,
CXCL10,-0.03428684758123367,0.021808414669463008,0.005269515790882326,0.042569613461905326,0.00991436775507454,-0.002889494472322724,0.0221556666745413,-0.001861904044334464,
RSPO3,,,0.08127896177636194,-0.0014703989730233866,,-0.05990724004707846,0.01664121355895585,0.019578453188422378,-0.028986846204497933
CORT,,,-0.014866538118327104,-0.022496516243958396,,-0.0472211316590343,,,-0.030953256778079762
NCAN,-0.09135404859257118,0.038854419657183954,0.006397004926018323,-0.02550528484947375,-0.022273326195468346,0.029567929741426077,0.12402779363703535,0.08517067319146343,-0.10028704666721208
PRG4,,,-0.028763170723877136,0.07816923896216806,,-0.027811745489508762,0.01339500032104346,0.03823037631780304,
ZG16B,,,,,,,-0.00011578721105923234,-0.029162406205636444,
TGM2,-0.045166809191673006,-0.0402521744809439,-0.02491418509901851,0.05017042042783403,0.03174825505740138,-0.019491596766713547,0.023582944271264526,-0.03007691401014742,-0.0707659245253947
VEGFC,0.063937256361158,0.025417256691517467,0.03514041069094665,-0.009100356892254741,-0.013880154334550962,-0.014508666799947166,0.007522044000643345,-0.031401858585394495,
WNT6,-0.04551629812936597,,0.030494899329301578,0.019366870997210624,,0.03599463914732825,-0.01677148169471883,-0.03013351496362627,
NRG4,,-0.003300727328326495,,,-0.002269202422654059,0.010581102595083642,0.0507739438940285,-0.04531618465904425,
PMCH,,,-0.02669259956207237,-0.03156381584071046,,-0.009738424889658287,0.002487612005828647,0.004550347660933474,
COL9A1,-0.023170317939996934,-0.033142021394443166,0.05320372384860446,-0.0487070439820107,0.019067163043393807,-0.05291082287026102,0.07045114616801085,0.011900577241803939,0.053518747253667884
GDF11,0.1534068208470731,0.01065135117936436,0.0367855532353565,-0.043723223261872564,-0.0050132788021248565,-0.06705361177179492,0.07971615047872359,0.0114668008679582,0.020044299110392686
RAET1E,,,,,,,-0.03672969983161637,,
IL24,,,-0.01990135902376983,0.058238605982806,,,,0.034647273619664846,
SORBS1,-0.00759798095529454,-0.05824862201034793,-0.019228812943893944,0.020980884377360794,0.08056047187030531,-0.01889592883449951,0.04233012607924071,0.032175969643620274,-0.0032999516354244285
DLL1,-0.05569447902849825,0.04630635196716369,0.029757498297040417,0.03072478629922852,0.025718663151460836,-0.0686472594233536,0.10663652458315925,0.03265167479238398,0.02307260231191005
TLN1,0.09491411016996368,-0.10294245831935064,0.012767816453897867,0.02137751973653041,-0.002907548545451873,0.0031200146595295403,-0.04355076181424721,-0.012817309416208955,-0.06267326097050603
COL2A1,,,0.000528221994553263,0.0510240130990682,,-0.00516550422498292,-0.011431331922644195,-0.028271888854759578,
SHH,0.08632331620868358,,0.047159732392724925,0.005538016595021052,0.010881400134379092,-0.039334927829228816,0.10942265786746222,-0.00983945529333516,
PON2,-0.1189466052746922,0.014736634302252168,0.025683076863836907,0.012840008470181826,0.013925489351828186,-0.019058268570953267,0.06136204519576805,0.10731717740075804,-0.019261982774958473
ICAM5,,,-0.03799334129912441,-0.018885077997062745,,0.013262778675997637,0.010949653961154956,0.01355665739656429,0.1174174210603432
HPX,0.023582407190022518,0.05131362485069155,-0.029864616310318934,0.03580832757950525,-0.01025599297867516,0.04578546422178127,-0.03163263537442983,0.023776152097672712,
SFRP2,-0.03589423055383837,,0.042405128779435815,0.025735518256154895,0.0065949247966713455,0.019437241549334402,0.038315444995919816,0.010619538170331167,-0.04307413606560688
CFC1,,,,,,,,0.07867477906135938,
CD70,,0.07339880786405435,0.05722169011552984,0.04324272375436383,,0.002631427731082283,0.0004461469505740855,-0.01914795860929787,
HP,0.033682571249939786,0.03527442808100967,0.043420620247401495,-0.002620156938329448,0.05270696209738888,-0.02550309606314115,-0.009150833414313504,-0.007402332031922145,
CXCL2,0.07926927554111764,-0.03209423573883311,0.06391585260837906,0.051169933991519465,-0.0007905862668142508,-0.01921497465652506,-0.0441175989848755,-0.026403090765678247,-0.006109916001115666
NPPB,,,0.00784759853818164,0.008832390258579379,,0.09465016336993394,0.07510645266984756,,
CCK,,,-0.018104050470014857,-0.008192494804871964,-0.013803018904899727,-0.010243558642688042,-0.04406038595021518,-0.03612165410972396,0.04632575219195502
SEMA6A,0.10729483343823946,-0.04302737011310071,0.013406833002641682,-0.009575804232141627,0.0073074266870511665,-0.036080678931565184,0.01063402668387217,0.04505197936018437,-0.026371178983664277
IRAK4,0.051292329208876795,0.022754220780456705,0.029651164939379037,0.026883044873187573,0.048926573144356875,0.029771564397905344,0.11813485898163714,0.02751586753614873,0.04067678712371918
GSTP1,-0.01623856453277055,-0.003736819396353506,0.027863100903440415,0.01531480135190716,-0.05167085830295817,0.015856963732721746,0.05349170007066923,0.009734205978850313,-0.09138471736359285
VCAM1,0.0917619088080719,0.02726527117964407,0.0059808607422285436,0.011115340493905465,0.07059039809684692,-0.027087659646043042,0.08330948513123605,0.05235437242297319,-0.00814707026039564
NXPH3,-0.028389652324381464,0.07489833723156139,0.029058846476547988,0.06181261867955315,-0.04388290210942842,-0.0713644218042118,0.11096916672998593,0.11045320469356519,0.009625319233460076
MTMR4,0.06575025372303815,-0.04640831489620343,-0.008952221578733472,0.048984479343711196,0.03510807138271169,-0.05083812294345325,0.039998002844552405,0.08644598370373528,-0.04228420676596988
LAMC2,,0.1136778041301491,-0.024466905467526164,-0.012225540685413707,-0.015825780684064684,-0.024159417769643046,0.05686258853817221,-0.006182404369591062,
IL10,0.04911114746684813,-0.05673755080740214,0.033969426564032165,0.004533237749496054,0.08670367495980022,0.0011809458917306152,0.04040548518450905,-0.07591133332163413,
SEMA4D,0.06738276088803138,-0.03190997291132382,0.011601473210146979,-0.005999769740615794,-0.02790492643511781,-0.006765025137778701,0.03503023828675859,0.014098219277101535,-0.03966189004533846
TRH,-0.05488318843124123,,-0.0014695956372389588,0.05230476816772898,0.12131338543293063,-0.05015951248280231,0.006431790686793566,-0.021729188656828075,
SEMA6D,-0.05252041923422412,-0.010452756476591012,-0.023002006216122375,0.010727179505371049,0.035222858076874544,0.0068888008060216215,0.05340556874342398,0.05888173140108883,0.08613758922195049
CEL,0.0045053767833694745,-0.023098029803674196,-0.030137566231475586,0.013366557824896257,0.02984553831708719,0.06403869347617179,0.018584634467665437,-0.011619336957388487,
PDCD1LG2,0.07789805824458952,-0.07696051717693388,-0.009366283484309415,0.06980006762433054,0.04455927900703781,0.006293129026245448,0.0659453929003173,0.033910556791506355,
SPINT1,0.027023366679727726,0.016457981382123583,0.016458582516049328,-0.009178716337576217,0.03608326680017855,-0.013743351638330539,0.012165681344246438,0.034922693118846715,
CTHRC1,0.026836509617072624,0.12686461837385768,-0.005528795169193303,0.025846118607506786,0.003066870733222583,0.05509871560520621,0.03613669153624387,0.058440330293790005,0.11355541478463996
PODXL,0.020168233019925274,0.06297271581213762,-0.005868021904800453,0.04493608097006933,0.052971524402442675,0.029683870336718505,0.05784866436654731,-0.012301258754901252,0.1610724980312691
JAM3,0.0035205819799840757,-0.11682448364923484,0.028485800077122935,0.054991768343743516,-0.008962735019333192,-0.0004186497925678973,0.013084289990107852,0.06122404771181382,-0.09714881320854743
TGFB2,-0.03412314879838911,-0.0713035112050177,0.026860104532233604,-0.030414320882852196,0.08162131264348152,-0.03981941340820744,0.009068511730418862,0.003407048842166973,0.04638447489721534
COL18A1,-0.09570415869371818,0.01843352462946689,0.0180140249321239,0.05287207970324832,0.006627976570003825,0.017820356902631975,-0.028261227514651162,0.0008001837993447828,0.15060546230317573
NODAL,-0.07699658763983941,-0.01778051810475259,-0.029750546275086578,-0.026131630782500456,-0.0013788745447755426,0.09389505604904931,0.09261410239670581,0.06454060547737522,
INHBB,-0.06724389326879515,0.05995335856729272,0.04919304177860558,0.010711184325902323,0.08108486060442513,-0.0810042053693939,0.08797974522817419,0.04110047335639476,0.1332328500016218
LCN1,,,-0.031644514766202246,-0.007300981866683608,,,0.03572358817495226,0.14862436333375648,
ARF4,-0.08318638961680777,0.03184427648803253,-0.062123943658359,0.027194431522960617,0.04325235668243657,0.008378260047448089,0.018271208055783684,0.002739124573279156,0.004347877598338504
CXCL14,-0.059927740465052386,0.1164911729864707,-0.010517756742342864,0.06259461229180611,0.04279066244597732,-0.10724970818727342,0.003514616576817556,0.005095439097692758,0.015995004045661673
LIF,0.11959162603933189,0.12126042534618796,0.03803382415998749,0.056678145654247704,-0.03937703127044844,0.038763802092173616,-0.0036116900927184088,-0.009871523397461855,
IL17B,-0.04733585078651482,0.08735820844454042,-0.011419931140088485,-0.029339023778499757,,-0.03437193138405319,0.061816403754666405,0.07038527391075843,
MMP1,-0.10731958976168574,,-0.033686833205113786,0.014622364674408308,,-0.024889782176751165,0.03832219633518692,-0.04089643557355263,
MATN1,,-0.033991584987360275,0.04311529618821965,0.032195405211433506,-0.015206027260758752,-0.014008703035565001,0.010056377377818126,0.00020917728259710027,
ADAM28,-0.10313969901521729,0.08635864247190186,0.001059446180649447,0.02531402862718002,0.01927965593314284,0.013758225528524223,-0.02706536116471301,-0.004449871401865725,0.06347141774687697
TCN2,-0.06758477972379635,0.05663275785307997,-0.037680697705856976,0.007861871077574693,0.04543595194776604,0.001214554063041178,0.02796827151903918,0.005555570555318271,0.05785353436298952
THPO,-0.021702723570382002,-0.03257770436852876,,,,-0.004236079862410062,-0.024155236822099014,-0.04726180814231036,
CUBN,-0.06664747733078878,-0.06419992933047336,0.06779797181002876,0.04802417681290955,0.0018496437269233455,-0.022051527923193613,0.06302314577846795,0.025724659246812578,
TIMP3,0.05215259084804454,0.007587719732236551,0.050191171925673066,0.036660755088041265,0.007025124908978683,-0.02007259053849838,-0.005358271076373431,0.0603941428565359,0.003120670540216155
PIGF,-0.024944190531630637,0.18771842580959625,0.0034151019852039863,-0.03252902560698193,0.0315502626138252,-0.02443827106423763,0.10101850668741998,0.016655891540091203,-0.003121511873342592
CRH,,,0.10634740462831506,-0.003693794405147124,0.023034431053111915,0.007677896187389027,-0.005454767285792121,0.013029675410713693,0.11663279606963117
BDNF,-0.030020166096403282,,0.017218264009700997,0.02332544204108378,0.0821889339874453,-0.02649217177008654,-0.013847377592189914,-0.03915756421131234,0.08397063527106496
CCL5,-0.021376110659743982,-0.027582303261180954,-0.034401952165289816,0.009699250929064677,-0.06539131777089878,-0.04918031404233267,0.04209980961755344,-0.08322588184420003,
GAD1,-0.07892566337795158,-0.03580117592114377,-0.05150764075150287,-0.01979298723744804,0.009685288884835283,0.026792996036760088,0.08108626999229453,0.06315771267418425,0.06554783798229404
COL14A1,-0.044688999219935216,-0.03071741160377267,-0.015534352995438976,0.05073156879247034,0.03243084046018133,-0.043716763583547306,0.022433509192372872,0.05089105590635665,
HLA-A,0.03791010653622218,0.06931915745438265,0.03827470478407464,0.01740132255284902,0.051312842312649085,0.022579326113794512,-0.031317110364435394,0.01707723111773163,-0.05316006591731114
FGF18,,,0.08296903123143193,-0.016218567285215903,,0.020863011096033997,0.05368518084965728,0.04911711173828025,
ADM,0.13816733273038664,0.04114490388626258,0.050024841555102985,0.05104856531260784,-0.014086101263823139,0.02035567690348562,0.015556362981570942,0.04483809896323473,-0.006189044005725652
CCL15,,,,,,,-0.03299372158092133,,
GNAI2,-0.002478177150861747,-0.06767055638977977,-0.03495908026126601,0.00650406796012424,0.036833638610387326,0.021151304256740288,0.0012975438519095305,-0.043426112795014606,-0.02254392864740629
HDC,,-0.013436964369914699,,,,,0.09997823091180358,0.06373248307705871,
COL11A1,0.06238262533520683,,0.04822596279496226,0.010460172947022669,0.014842628702109336,-0.054687414823471746,0.052955171272060016,0.01664130697082598,-0.003294721859793666
NUCB2,-0.003803248643568193,-0.001794572353530508,-0.028513468991868844,-0.014464321851884943,-0.015275854053128942,0.022462273004392335,0.0965687315448491,-0.021571654012438664,0.07794977023955434
FGF16,,,,,,,,-0.031076090347497615,
CXCL1,-0.003115353382858551,0.06217088160397945,0.0717215187866035,0.02748176176179247,-0.048259437049272096,-0.05821312674216719,0.032573657484589395,0.026741093328349896,-0.03341432550597493
VCAN,-0.06994191718921393,-0.10279470676553885,-0.026603760988937995,-0.009237384053964204,-0.06346546367953981,-0.01594019462722342,-0.08392580769468418,0.06450311610859738,-0.02486155922136944
MMP7,0.049841605053961555,,0.04697615418701068,0.047081774637720224,,0.043217720985297726,-0.001755278627358382,0.003079396368798829,
PTPN6,0.13268115772251363,0.0268157528433567,0.018640054936043246,0.010946650204662905,0.05640104228287463,-0.010465672674441392,0.05288366180494871,0.05774412749613417,-0.06088109989863362
PTGS2,-0.010986337965369759,0.04185285480611065,0.05883184210197376,0.044672236932161526,-0.014371978058811614,0.037414038303894254,-0.007761322506126008,0.0725738761203507,0.0673653389088404
XCL1,,,,,,,,-0.007284529621410583,
CD58,-0.008788492748192,-0.0025935355534491902,0.007857279122552359,0.036338547847092575,-0.028351643214497985,-0.033729583981642726,-0.027374596937195773,-4.3850044413737243e-05,0.0372010381542414
TNFSF14,0.1508087451035645,,-0.026042951357809842,-0.0013238031792543376,-0.0038350644730354693,-0.013576911482407113,0.0017955686251837756,0.024223806973335607,0.0978743171053222
CNTN4,,,-0.014735599129471711,-0.003388364585934742,-0.012945195818822496,-0.042100429308525054,0.007189819406572432,-0.020278560849782058,-0.005335299088367913
INSL3,,,-0.028963009947597144,-0.02437761064258853,,-0.035939535746679935,0.01222861501375496,,
BTLA,,,,,,,-0.0027178199246629853,,
MFNG,0.04821219194681505,0.05864970795179142,0.04575062182262927,-0.09814957135432467,-0.05378087679000642,0.010603373612560892,0.008934428775357424,-0.02125100790402973,-0.05223919215780468
ICAM1,0.0824025240369554,0.05229852823236045,0.05826402924851995,0.060033643010235865,0.036804521939591626,0.02161173128219148,0.008732904440843483,-0.004914447793967644,0.011082306624834564
PROS1,0.008661215317776172,0.08278717106644777,0.04437559139636672,0.028424749746181185,0.01948109677618113,-0.007222112091850837,0.022890423881549,-0.0238866422179378,0.02547097964509541
CLCF1,-0.058063990830594804,0.19726707896528015,0.0717001639188647,0.07574525592503038,0.030503773032239258,0.041817832603011175,-0.009362297836285411,-0.041407456959526544,
PSAP,0.06223586026978866,-0.004080963052949417,0.07923445592511347,0.008861078707069498,0.06373861056944127,0.035108068287716815,-0.016918982468940812,-0.03795062898316336,0.0006612530678868727
EFEMP1,0.06629126096002622,0.04518225847913827,0.0033078374381122163,0.003534588050217669,0.03494443370964009,-0.003140709154137007,-0.07241012440577255,-0.005870915171015884,-0.07839056514893004
C1QTNF1,0.003906605529720798,0.021691439882716608,0.04208798153487242,0.016871585432078732,0.07847136868571676,0.024759414041339148,-0.039547636796422724,0.05838317800411262,0.04468920159443908
ALB,0.04013573107255444,0.1552488244403232,0.019940175946146367,-0.0028104316556325417,0.04018857338675797,-0.02797083766030518,0.009445960822285066,-0.04465141515842758,-0.01657756394588583
CCL13,,,-0.01933248995210733,,,-0.030153673057807594,,,
EFNA3,0.13016110116117527,-0.004437187731981022,0.044759942652454546,0.06135397571263801,0.02800878567333518,0.01060179166293654,0.07758338789872946,0.1185869869360514,0.08772434478035851
DRAXIN,0.02675182442050027,0.0745659517650657,0.05474355377983956,0.03694309325415824,-0.0029694095436303965,-0.006942364247593549,0.035807897815964475,0.13130701759570448,-0.02030143596168165
RAET1L,,,,0.024606316478578662,,-0.008926980192738493,,,
NPTX2,0.0389065654101478,,0.01975088508315091,0.10548336174377056,0.0183911241698505,0.04125079661370559,-0.016398547967931488,-0.052620256631066155,0.06002006358254011
