,UKF243,UKF251,UKF259,UKF296,UKF334,ZH8812bulk,ZH916T1
VEGFC,-0.020080890581215503,-0.020709347597095393,-0.02301326766541855,-0.023434229598546612,-0.01362400111041525,-0.01783261172272167,0.033755620380210294
WNT6,-0.02546791897976723,-0.014915391247492452,-0.017859444666299098,,-0.011890340198989118,,-0.021458615124842238
NRG4,0.10451234443815102,,-0.01571492238348528,0.03271478629732247,-0.01589398638796014,-0.027282834277569817,-0.014249896687986447
PMCH,,,0.004884920843479614,,,,0.041391176997527444
COL9A1,-0.029567843396525142,0.008491030109608994,-0.016413089464522513,-0.03236553720099889,-0.01811081963446356,-0.047267349777239495,0.034284762979916616
GDF11,-0.0034117227832585113,-0.004775616062405184,-0.0430719945879223,0.008578762920764848,0.0035035744312482647,-0.04582602329926597,0.04736012515748555
RAET1E,,,,,,,0.08996353204063103
SORBS1,0.013797027217630767,0.05437468998498947,-0.057459276563572546,-0.030051011421218736,0.057845519476148494,-0.0018304080274466116,0.003043516121314096
DLL1,-0.012024286118694867,0.009912524894092126,-0.03625098446274872,0.029326095974856626,-0.01633851043903373,0.011576425813330444,0.02400099040208996
TLN1,-0.005678363260643939,0.021957792350465404,-0.010025832327389819,-0.007782802133166714,0.003533558001117261,-0.07595632934986533,-0.0028141510478727166
COL2A1,-0.019426867025315115,,,,0.1081054152328817,,-0.020738413688830643
SHH,,,-0.013418053169405359,-0.017542925080111994,0.02143388764444399,-0.019860026507842923,-0.024410194095324377
PON2,-0.05316939210069805,-0.02583958003214525,-0.08330183225822006,0.00222131982763302,0.010108066929278948,-0.06661969161485064,0.039372076730678995
ICAM5,0.05387588815626436,-0.019199458290180764,-0.020912988226673243,-0.05453864362889396,-0.0038349253821319336,,0.02465440315507575
HPX,0.06628422545010149,,-0.013383788616072185,-0.015278918477716246,-0.02690995242608946,-0.0060360047348257196,0.021399589761711163
SFRP2,-0.025292656772483334,,0.00320162112542632,-0.032245623841240315,-0.02076891626034181,-0.044365396933821605,0.020957303196232104
CD70,,,0.13585444019734402,,,,-0.021740792157884752
HP,-0.0445339939893662,,0.052017577450624845,-0.025092468091918493,-0.03697972353715664,-0.03494228607996035,-0.0014947306155845231
CXCL2,0.003556560555673701,-0.028816414492062455,0.03321101777512809,0.006743546788827764,-0.020954148534002955,0.07352312558860594,0.022957303154778376
NPPB,,,0.06749297314661949,,0.011569440033131779,,-0.014454933175827259
CCK,0.08168916776987753,-0.0627703115791782,0.028253747636903734,-0.023399876571798896,0.04345261432392968,-0.027634596192306897,0.15748422594903855
SEMA6A,-0.08500028364772957,-0.0360136960729582,-0.01050639861037637,-0.04245035907839788,-0.0012145714414793906,0.0427329726654699,0.017111767234000323
IRAK4,-0.02356086750455743,-0.0224687670395054,0.023035528080249314,0.031178452908469028,-0.00026513700536523357,0.038139540884619585,0.0003733919358831923
GSTP1,0.0029816278188252226,-0.010625885448588258,-0.02060467268165152,0.03643981989147227,-0.0016460708025408844,0.025718323321428618,0.0026577571761154076
VCAM1,0.017501551848263533,0.007068724389736027,0.08372564875926383,-0.05800263301190267,-0.017268248770427274,0.037480138791758266,0.016763976611206197
NXPH3,-0.03030597919405121,-0.023312156697173528,-0.03774583019684442,-0.043858764788233806,0.009723205158101838,0.10469944090978871,0.07090079836876817
MTMR4,0.01706586282747643,-0.011171737554635134,0.03101075575677645,0.0031579123414337763,-0.011957640608059638,-0.01399169147248933,0.0525184167714561
LAMC2,0.21679394135312638,,0.02114118340048018,,,-0.00673731047673068,-0.027541080483240266
IL10,-0.027497989897768194,0.04157573532079962,0.003352363443356857,,-0.01219541881398958,0.052865220133223666,-0.018325213936547693
SEMA4D,0.042165080870002,-0.020508193900815045,-0.021959880065081244,-0.004466104389433155,0.06599719890487582,-0.024281110399195515,0.0896454206233079
TRH,-0.03382295712637069,,0.04423272480658103,,0.03836663115961113,0.00958531137301462,-0.01619049452605291
SEMA6D,-0.07690666186052884,-0.03667171591500697,0.0065188779238776265,0.05276844186823445,0.01013310235103103,-0.012179343510144299,0.012666553266689385
CEL,,,,,,0.015439461945932135,-0.006070142310201142
PDCD1LG2,-0.058518195058700644,0.016998753021072087,0.015490248928434444,0.05025537421463977,-0.02086171244903702,-0.021916888622640452,0.056917843398256264
SPINT1,-0.02683538570971602,0.04095348042580209,0.013390566752549031,-0.024969114234739513,0.05630548922899672,-0.05211855377354845,0.04764194307700445
CTHRC1,-0.03817995871766008,-0.022374770034457758,-0.006582683680490449,-0.023852992070558385,-0.03043998031429345,-0.010936685638332095,0.021283336407574256
PODXL,-0.07867749708465617,-0.01629080495789812,-0.05112913985667062,-0.016109211808399852,0.034274301071751875,-0.046052886406646315,-0.017170362600918344
JAM3,-0.06068490890735399,-0.02001289561912103,-0.05173882957971152,0.056786421420313704,0.003312215278324427,0.022789009916141342,-0.022309276015058346
TGFB2,-0.03074270691052228,-0.006393590058299199,-0.01817408921236465,0.06249409654452613,0.09180406051316659,0.031077205136701327,0.0170387169704162
COL18A1,-0.003239273849562665,-0.012548577254172444,-0.033954457890114934,-0.009290097243290064,-0.08284723162725324,-0.015248753525141951,-0.006140394283878145
NODAL,,-0.014366022491097759,-0.026425624160981893,,-2.1304913586342144e-05,0.02595092914437182,0.0519028765138453
INHBB,-0.09408208360533557,-0.003289723439955138,-0.027238087457121068,0.04786051478203776,-0.03482361171373503,0.048429182445713106,0.041335059464986584
LCN1,,,,,,,-0.01637270929505565
ARF4,0.07042685776872755,-0.03731940224017441,0.03430684370093642,-0.025818456116174043,-0.0008264538346185261,-0.050417705029728144,-0.00979004135373852
CXCL14,0.02997699031886738,0.003380209787424703,-0.0055068467995942096,0.00300983646023191,0.010156334906383041,-0.06445265228273608,0.006442826695949914
LIF,-0.027518385373959068,-0.018179377355767506,0.05010722843794787,-0.018113506666012455,-0.007728847995273106,-0.01986165954389149,-0.05375068036928151
IL17B,-0.02071635923939854,,,,,,0.019297553163229682
MMP1,,,,,,,0.014976369637357132
MATN1,0.12678562106223085,,,,-0.011092880177768008,-0.007095901747276974,-0.01969110104703891
ADAM28,0.04869658987084082,0.01705076969688688,-0.043829272631525654,0.012964938336615063,-0.028119044634511953,0.018112812605067048,0.07578745398860297
TCN2,-0.0672627033553163,0.017088644798147635,-0.025328677114076083,0.029540534866770895,-0.003499097866668688,-0.05208414591173405,0.07058422551011037
THPO,,,-0.0272217939303589,0.010920152371907754,-0.011092881452035096,,-0.021316293362061537
CUBN,-0.04733931763662546,-0.03460344903972582,0.005280859452576011,0.0020476050074565593,0.012189914730473955,-0.0021901710779728785,0.05723958757034885
TIMP3,-0.02067803029824098,-0.01777737132008755,0.018178207659921407,0.0026259410840558804,0.02673356711634541,0.008236693026676876,0.025982053661886904
PIGF,0.020068456898310237,0.022398325483747816,-0.006184169790686972,-0.023270807312669704,-0.03825476116864816,0.04398419403618501,0.040686413535677604
CRH,,0.05612315353433474,-0.015134714741160116,0.03389845121852711,0.1401493876823178,0.07051172575498117,-0.024278632385278366
BDNF,0.012192895481625086,0.003790465503488183,-0.024690802745491004,-0.02093445065897246,-0.012493433577496185,0.08326166035491406,-0.023770377092098532
CCL5,0.030565312433156713,0.06322612119511335,-0.012831530480404585,0.00783544175529436,-0.015048827670676066,-0.01891969367709806,0.0651170853600147
GAD1,0.009042121524455072,0.023365835353994197,-0.046888957549869596,-0.02413123121647332,0.03689576581426301,0.05147957722352601,0.08013529827270266
COL14A1,0.0002286755273493205,-0.022498316631432275,-0.017571034373704678,-0.02468932138825166,0.004037029793585614,-0.03254799497792909,-0.013445365570383538
HLA-A,-0.0873805742589227,-0.02811153924253368,0.0049718353223691955,-0.020199902391399294,-0.008659154894193671,-0.07538496379224544,-0.0009293324819042892
CD5L,,-0.017412102150430507,,,,,
FGF18,,,-0.01202441768097382,,,,-0.016190495825003582
ADM,-0.028723470238257387,-0.01664988162465486,0.04525374436420039,0.016469711946399727,-0.029665721424038668,-0.004906778541102308,0.0038158980312420878
CCL15,,,,0.006733380730652776,,,0.01486974098924721
GNAI2,-0.0444789690464103,0.053266329189879155,-0.07266545274633054,-0.029089007725414895,-0.015345551777864406,-0.02276761011537122,0.015413986320935158
HDC,,,,-0.02294601859006562,,,0.06571815467724759
COL11A1,,0.0040521932590362785,0.0063460320453795046,0.02405575961888572,-0.023477166056523238,0.015440844011339242,-0.025495025714568628
NUCB2,5.350046038403866e-05,-0.005002535386464242,-0.02427620813511225,0.004447443562478814,-0.06571901786870998,0.034150422936159705,-0.021065085272869315
CXCL1,-0.02533448824563293,-0.019341149048657958,0.018878510644673368,-0.017152542180504073,-0.015048830222077115,-0.012837284882965412,0.05545565929829928
VCAN,-0.07708502815708332,-0.04150192634133823,-0.05061201569958755,-0.02214785760457349,-0.0064601058825024035,-0.009955783201034976,-0.07211896629945476
MMP7,-0.05703696173461049,,0.00035759766244316,0.011114218464055184,0.002455375585795417,,-0.0291669012768539
PTPN6,0.0035654624654581123,-0.016250066529987603,-0.033630227978984455,0.008137583991473685,0.039516621870953235,-0.09563145119130873,0.07616499877197948
PTGS2,-0.04957896791646473,-0.01726096096317846,0.05457004770376706,-0.0365811424224375,-0.025605076654738303,-0.017273748743547545,0.02635259872678608
XCL1,,,-0.013082996770376236,,,,
CD58,0.009747729219483343,-0.02959656582989625,-0.0028067161299098983,-0.010975081949764478,0.10143317053496452,-0.07844161249525365,0.029854696293497556
TNFSF14,-0.016664244563037146,-0.020172180822012307,0.0596336231658381,-0.016753520233494197,,-0.005178978380440096,0.08128287510155553
CNTN4,0.10891233278121819,-0.015790718797803475,-0.02351249896078665,0.03900830446226043,-0.034886077031644515,-0.03348498613694443,-0.006677341645855003
NTF4,,,-0.016549417979491266,,,,
INSL3,,,-0.012024415322454473,,,,0.0694039529192191
BTLA,,,0.04057629204242049,-0.021394818351124664,,,-0.018591262079753212
MFNG,-0.06538512467506201,-0.03431145075281278,-0.026893561070140883,0.059243200223249956,-0.008939119422787356,-0.02936660130858734,0.0058319330070567225
ICAM1,-0.07418575383115834,-0.002965919248528394,0.008017746513085048,0.03311784438294307,-0.034768364359337896,0.06465432638872681,-0.0027937593400180574
PROS1,-0.10659165146611281,-0.012948269197897586,-0.0005284499987071774,-0.0171462200594163,0.027536063038774115,-0.01933041352780738,-0.03291880085810195
CLCF1,-0.07723357963406763,-0.02797913533275071,0.0570442387147551,-0.01962491619043296,-0.03303521229982862,0.020856366750181297,0.005516105320335949
PSAP,-0.014155993196968567,-0.003430368006799437,-0.07295886707370201,-0.00022448968055612808,-0.003494348076769624,0.0649004118484645,0.0200836378631034
EFEMP1,-0.08838209426136728,0.03543628060489116,-0.039727641404802526,0.003881300216453188,-0.024584797843728762,-0.01712573219044119,-0.006510531099130563
C1QTNF1,-0.13600230434669933,0.018270940670533916,-0.040951418115184754,-0.029708546345665922,0.045940588040575984,-0.014331497711309574,-0.046050821407241344
ALB,-0.023102816636584,-0.0008981581385259317,-0.00795807462132773,-0.019028460519150428,-0.023999429754980078,0.052981072941117036,-0.0025162945577011826
EFNA3,0.05879110086486359,0.021050043166472597,0.017386070623102694,-0.01702826693953594,0.03542883725269515,-0.0374403192504435,0.07620868389645567
DRAXIN,0.02104330740581515,-0.047820781255589945,0.010859516904549732,-0.015278920035365347,-0.0021939112832554558,0.010541982708182846,-0.0029082647555447178
RAET1L,,,,-0.0027154773099839708,,,
NPTX2,0.0922779495826531,0.05200395075413802,-0.007438147799418989,-0.009100757465331037,-0.02892797872769123,0.0047312817194765594,0.012891138172297553
FGF11,-0.009174534459886521,0.02793745950419448,0.014808238715920637,-0.010102896363575005,-0.005658302007634703,-0.01816889995307753,0.026051256779341152
CD59,-0.05548979834659797,0.005281778695481199,-0.07618903006109436,0.007406520415246907,0.01112025312848013,-0.0072232701710084135,0.007952516707721182
COL9A2,-0.0047310808509595376,-0.01839567776524595,-0.024065283519105717,0.006931055009706407,-0.023677625684514095,-0.03835862197309459,0.07667349949274094
DLL3,0.10075998381257494,-0.03160488449783699,-0.0845157934586635,0.006991868593168204,0.03629758735979377,0.034175543022661535,0.021453649280308462
FGF5,,,,,,,0.009210698353672626
LIN7C,0.014436422554179318,-0.026981814683581625,-0.019854023004545706,-0.022223596414737076,-0.0033131368450207734,0.034762624650836065,-0.006546329595774944
GDF7,0.19277380347191295,0.06121676845964463,-0.021455067472738055,-0.016753519582452372,,-0.04359922606574686,0.052127532689467605
PSPN,0.017179201247451696,0.06959990949614729,0.011669598412148128,0.03159874869777668,-0.001815681126795529,-0.00141642413134022,0.06174028681985901
ANGPT1,0.038727994281436674,-0.05260714683602926,0.03688535370142997,0.05587000135310212,-0.017580196476991456,0.022546497889469844,0.020887327437095874
PNOC,-0.03108514662444491,0.004577311647045958,-0.028600091673459383,0.042914582796852195,-0.021949097049677735,,-0.019843744122090744
L1CAM,0.11036959638612613,-0.0012499808914666073,-0.010497909862614507,-0.02492077652942354,-0.004505190315835637,-0.029784830177126968,-0.024150784065278395
APOA1,-0.0019260904773219492,-0.02346594764960177,-0.01872604016002652,0.016402562146133413,-0.011955351564255388,-0.03680807173059604,0.005810906788814688
PSEN1,0.027816637413291725,0.006027519309446065,0.02047927086458526,-0.003873280740918723,-0.01526482531582783,0.0677441928301667,-0.02524530922005741
CALM2,3.353012021560158e-05,-0.03655262597634257,-0.05571046431163097,-0.03393031542313136,0.03379206291225074,0.020265420937975433,0.028802286389992316
CLEC2B,-0.05571337120992375,-0.008679756632041657,0.0037600342419932885,-0.019332602446913455,-0.03281876682084355,0.005184473707911801,0.0240442649355444
NTNG1,0.07862943355044667,0.011192427476339186,-0.004511045898807499,0.035644454961415065,-0.02346749247140993,0.0017120708199472778,0.07959039813173592
LRIG1,-0.05189344215061162,-0.06008312181901,-0.07157666204829838,-0.026697095493521568,0.020275716951966862,0.009874631453461019,0.06795955736510648
CPAMD8,,,-0.014222737738565064,-0.0310093794556953,-0.02048840281994676,0.016123741834929504,-0.020145892692619127
GHRL,,-0.02149235064139835,-0.0379370114167879,-0.015278920035365347,-0.014157519825958436,0.024161264010716325,-0.027655793434270378
NPY,-0.0022779894203254687,0.10549098400438775,0.05681059693269064,0.028161029750033945,0.0548221440807409,0.0066046235734732,-0.02427862559792215
MMP2,0.07252405415312742,0.005448783083544117,-0.05235006466519436,0.030020855417184675,-0.0016702265790262073,-0.0037176975184560804,0.027005751509157773
LHB,,,-0.012386930465405998,,,,
PPY,,,-0.008412492254079874,,,,0.03402255396372759
ALKAL2,-0.021334945009576736,0.010455495341620288,-0.01220696768603846,0.02585069133510612,-0.026389940736923835,0.05879912931043691,0.015553566012442063
CSF1,-0.031746205501041964,0.0255463414791546,-0.007097423605271575,0.004162710520941332,0.04397370861781984,0.014412729736076055,0.03303147841231903
SEMA4C,-0.03288956926815984,-0.009545884712326598,-0.009430148659003207,-0.016333060848502407,0.03796634038561728,-0.010707152849895278,-0.018233048841944415
BMP8A,,,,,,,-0.017257002410496856
ICAM2,0.07027125262737215,-0.049372531100229704,0.019535771559292106,0.010021138233571895,0.0759773888745629,-0.03293039413788068,0.021208507096696857
SYTL3,0.03525966530244816,0.007083980710845221,0.08081092638177419,-0.0021363855231682446,0.004722570378887192,-0.011652554438914957,-0.03608309348047885
IL1A,0.1727827324043204,0.056522977620344986,-0.014499184204003517,0.020444353247784285,-0.02132049153183799,0.010792572019515443,0.0030414847064542307
HLA-G,-0.025815412246791337,,0.008939460720060377,,,,
PGF,0.018830595281995606,-0.04311971846806303,0.047601221324010894,0.023208174579722688,-0.020944128102406555,-0.02336026575605461,0.042916812862384086
LGALS8,0.011740433317129406,-0.05841781360205869,0.007139127090586544,0.0011163225742830852,0.02947254211635174,-0.0027134789820374614,0.018521705478733386
DKK3,0.0011561466026000999,0.008224431268728707,-0.07787521273788042,-0.04144461079284582,0.014973043848265368,0.020936596712333198,0.052509382064165
COL16A1,0.019270564227700588,0.007704265966401173,-0.04836124142248459,-0.022152965528601316,-0.002484199931113542,-0.008520766329456782,0.03277934145416723
TPH1,-0.02173867823468216,,-0.023807673315438233,,-0.013349797206845818,-0.00897469983414483,-0.009685465427504049
TNC,-0.10881224838148587,-0.051980097134548334,-0.004686491563541427,0.00973154109649958,0.014204481030577696,-0.01970450022467283,-0.03110925790769727
TNFSF9,0.08842456472712745,-0.022743620765808287,-0.021455068915931158,-0.025520410674028382,-0.02264954184837434,-0.01316788897946539,-0.027310475992026583
C4A,,-0.013402968466156566,0.025332426737774697,,-0.011734978875692144,-0.036349265987266156,-0.005122482346946264
CNTN2,0.09282513733194368,0.029199859606519826,-0.04167417348921504,-0.02906936613059653,0.016696640834913762,0.011672176724060337,0.044646090513235086
LUM,-0.038870114290270284,-0.019760640217744284,-0.0033738722680122226,0.05585809579104853,-0.0003964165279787622,-0.012753865595708562,-0.0025912337776991343
BTC,,0.042216822783435096,0.015451092434728258,-0.03439466823302151,,-0.015329889894577441,0.02953753838851495
APOC1,0.03403069420888811,0.039079371733972315,-0.020673108871877382,0.006884652493994644,-0.013850922308661057,0.04662776770071872,0.047855346733792714
