,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
QDPR,0.004049219882260381,0.003168381869711054,0.06266658301678668,-0.018589057375502482,-0.006375670688538915,-0.013533421291288294,-0.10614366718078531,-0.02013465500062717,-0.014085909446455058,0.07125131330705486,0.023925477915736796,0.03738923792845411,-0.10920896270784783,-0.055961853134387896,-0.018432744970982025,-0.045615306274234456,-0.018312372427885745,0.03641260506715654,0.05544206506953304,0.03329616268442215
POMC,-0.016418828764038728,-0.052730005816524594,-0.008229583647480129,-0.004675356785199552,-0.04759556521257345,-0.02310300905822218,0.02064967948377969,-0.013034968427644775,0.012319351946175049,0.017586181323119617,-0.027771499258310593,0.06821228398825774,0.05658098154894191,0.0398138649333187,-0.02339795216360853,-0.028077932106352958,,0.02630166583658664,0.04630529511240697,0.02285667702622592
CCL18,,0.04828678794487098,-0.05594332797702943,,,,,,,-0.02213540001824894,,,-0.0370221801079217,-0.03228859373154501,,-0.04657382627307889,,,,
CCL17,,,,,-0.010211889595439989,,,-0.026026858110729172,-0.01723289161022468,,-0.008766297309276505,,,-0.012517676497225332,-0.030259213637593665,,,0.15273542940584323,,
VEGFD,,-0.026373350449229074,0.011696259626994283,0.014867535890073587,0.0374125970855987,-0.016240097316867885,0.0015118487639805128,-0.017347278097015185,-0.019025140439278058,-0.0328392938375142,-0.01620655673164985,-0.031660594136699874,,,0.023087784136002626,,,,,
TNFSF13,,,-0.007272941547227015,,-0.014025712288938456,,,,,,,,,-0.005009677110731708,0.045222724174962814,-0.01927394121925446,,0.030080865802099285,-0.03764919293535843,
WNT5A,-0.01500710959395343,0.008987944058290311,0.017453029889026805,0.012925200374972473,0.008113773750960892,0.016231747083129085,0.12330506193057139,0.040179344482650016,0.001201567407513521,-0.034535093535788215,0.052617243314174694,0.014190823201097304,0.09700321527577858,0.04370165219360179,0.030560215488094223,-0.04308156526724217,0.10436950099617308,-0.022275489820630438,0.02069362121730666,-0.03896523650317872
CXCL8,,-0.031907516834153486,-0.03679246162412851,-0.00358622385325909,-0.0309090805135555,-0.0501247373536605,-0.016740746376414446,0.0073285622488486815,-0.033278614963718346,0.006030580627030803,0.03764543377949182,-0.017697331414000622,0.03358991895164452,0.07019232726314142,0.06936953859904897,-0.008887588131050058,-0.12284942247004565,-0.03463469675294256,-0.08742281918077888,0.021054251960798513
GRN,0.024791552896597163,-0.0020951854388797297,0.049624819428822305,-0.013231411793282669,-0.0204695019371922,0.013291380118513435,0.07283983485139911,0.027401050646139524,-0.045950673375573486,-0.010234861900928609,0.01864397802766251,-0.023365769615378906,0.028189956375647696,-0.01273488269556056,0.053863568030731154,-0.023599693832379847,-0.05084525722599729,-0.06208073293984247,-0.04542905431168498,-0.034537465564936164
MIA,0.012561867510551314,-0.03314092064163184,-0.024714744663675334,0.022966768040669765,0.0003179194511591198,-0.033344104533346554,0.025656503498031353,-0.026887882868925152,0.0166702124083618,,-0.05731125289534163,0.04347765746613076,0.005947343257731489,0.0438314907959091,0.08028448554725783,-0.11214082208437377,,0.09237195420175508,-0.008066546189013441,
COL4A4,-0.022607511758740123,0.06625599180994318,0.03468772846171238,-0.02711408115193498,0.07689444392854335,0.016621146600954012,0.019629350970180835,-0.0064755021373386415,-0.06827500049852028,,0.035461146858041824,0.03796476964226434,0.019984800278675,0.034491613555609424,0.024540459867328113,-0.012885409520170778,,0.04309734278062207,-0.0137359347980256,
TAC1,0.0281826246337342,-0.03238303908665383,0.03778116949664006,-0.02550765010841992,-0.03480887822779596,-0.025121237624118522,-0.07893619748415548,0.07864873397523432,-0.007539243851038733,-0.0028564861676366763,-0.0032872629184121645,,,,,-0.016822683776111017,-0.03844945488512548,-0.01236443328930192,-0.05832992672172508,0.1288822096182493
RARRES2,-0.026219440870733638,0.004453750277934823,-0.009433664014408908,0.05313608964369697,0.07508249481951114,-0.042475420008329316,0.12552011425881926,0.03058535428347282,-0.0120991374926924,-0.018336559015831262,0.023314793611866138,-0.05728904711010961,0.03194423443940722,0.04493455740248108,-0.033937403789056284,-0.03534258373067444,-0.04372449566556968,0.06481090405093745,-0.029897156652983488,0.020155295367307452
FGF7,-0.03501069599891105,-0.007990633006523975,,-0.029699231507348635,-0.033056006410518604,0.06794156102254385,0.05013052708626144,-0.011988372756059969,0.014626263861251466,-0.005347849388807259,0.030362108733082812,0.051716058771562934,0.07309195105712317,0.00505338949212238,0.027424051400883106,-0.006874979963626304,0.06875467637295905,0.04678031081632881,-0.00023590070790005508,0.07783047246199906
HBEGF,-0.026998671525178427,0.004514918286122615,-0.0022609695460833103,0.08542719952954304,-0.026545403482930188,0.014059226469148069,0.031341008265670406,-0.04646904070254775,0.016534600517676717,0.06780260381630875,0.01176697909429474,-0.02785803050507741,0.07963951609120797,0.006017052460601901,-0.04636969978430611,-0.01114149904405433,0.05828404531650853,-0.0833525433435856,-0.059887811077153484,-0.047059832805209305
CSF3,,0.00815639680500212,,,0.01211661576313719,-0.05410772478305787,-0.021033089824216745,,,,,,,0.08580764021435941,,-0.024606835926078797,-0.03471753917740495,-0.015255685974963427,-0.056676773618356616,
PI3,,-0.009926801154282345,-0.015104650984623588,,-0.0036994515446395287,-0.04981807479720777,0.09178886842226368,,,,,,,0.060325931482568235,0.07307981180423342,0.025088791397215347,,-0.06490725737666317,-0.1468908946959595,
PCSK1N,0.00942618339312684,0.04319596366939473,0.05818590387144084,-0.07584669134363067,-0.02617852409269489,0.03480205003317045,-0.03280408360325568,-0.04520227658988099,-0.04627365279653185,-0.018274568320068445,-0.014620900350794906,0.11933607061537345,0.07853187054466708,-0.031072017056721073,-0.01464984927009302,-0.022471228997206872,0.05553325211408871,0.08552725129595358,-0.012670601960297026,0.10038602283958922
NTS,,,,,,-0.025498339234145673,0.07961257073252498,-0.02215937754132341,0.006783252570019388,-0.01152878633216702,,,,0.0008400251374669025,,0.034622261310040384,,0.1548505918134948,,
SFRP1,-0.028403300388286406,0.034192913823725204,0.038457060848272454,0.0016533809498925783,0.0018903396008893496,-0.01852713863000773,0.07066410724024007,0.06182047669800631,-0.011772246983721141,0.004526239648227237,-0.0362823748851433,-0.03388481573207561,-0.04956373867631623,0.011366073620400539,-0.01904277340839281,0.04750742897293357,0.027381987473369555,0.03851433176558004,-0.022476514129534546,0.09919779110975419
CXCL13,,,,0.009061418837852522,,0.0014751419872038912,,,,,,,,-0.028117267896047377,,-0.030244578124070446,,,0.08019251250197841,
MICA,0.06433433016812855,-0.016324081831876742,0.0034011024633702554,-0.03385818640862329,0.016490184425722858,-0.013030656463188899,0.08555543774131623,0.02056233143872601,0.05342268589340158,-0.010225587779915328,0.07431593684320732,0.0075846698827592264,0.0009465464766731372,0.0040538616460326134,0.00527573359489005,0.012512881730240535,0.07632269060579512,0.012279294365563034,-0.02394220856875875,-0.04862820650882514
TG,-0.022607506664050307,0.004561868556615462,0.03621998885373894,0.007410159016868765,-0.02740144129968174,-0.0009980879320723713,-0.025385057629867265,-0.004183917150142109,0.022327017900783203,,0.03975744870704156,0.005413365577540113,-0.010461895348424753,-0.016632862466325164,,-0.020251804090095804,,0.015034782856053999,-0.05066200157783155,
ADA,0.07482925313993756,0.09113705162402536,-0.006812619384359588,-0.040075919256014586,-0.006064174951715345,-0.04692514273040977,0.07510478944060142,-0.027521740205563566,0.03318081208979925,-0.043710281250526235,0.06643792227494306,-0.026077427108428856,0.04801719524903922,-0.05148873195548983,-0.012930238599816745,0.07057379152235281,0.09301269598263781,0.01294373121853977,0.01478169623803301,0.0931410652098978
LAMC3,0.035733263392642226,-0.03140506411713506,0.04609119113559337,-0.029230178392996936,-0.030173119571563097,0.006231565549322189,0.06961079644604265,-0.05174023467996599,0.026636488973344762,-0.009137066071783523,0.00905223052035813,-0.016233626627160623,0.02421372173967657,-0.02611055520735294,0.012062063319074426,-0.027474846618047454,0.20910434867315664,0.05774645191921074,-0.027138372736345485,-0.04478103429738049
CCL7,,,0.013655785585556841,,0.022837055053824294,0.05048699447533234,,,,,,,,0.004159092969655355,,,,-0.005400559973877519,-0.046834411865076225,
NGF,,-0.02918091340372589,-0.028536395010685445,,-0.013469534813104027,-0.01158024839730556,,,,-0.029565932791983614,,-0.012295024673905877,0.054194798174175426,-0.02166758211582273,,-0.007399725895927366,,0.04485912788657679,-0.03116827480908785,
TNFSF15,,-0.036100431757801185,,,0.0034686738918372467,-0.018023331560792662,,,,,,-0.04209419555369356,-0.0031173713407983412,-0.018289977252543912,,0.009251215648914877,,-0.0180083470194163,-0.0016155715957808761,
HMGB1,0.010694709082098311,0.026360655555806606,0.08159447982558374,0.01774897107945477,-0.015186160057700399,-0.025606908235499902,0.1523544334283032,0.008700769315337469,0.011373547032789505,-0.04191277503641734,-0.02644744661847408,0.04615247673838812,-0.13471853976100545,-0.06545002849684495,0.01215555261630899,0.010408910799589968,0.03247228569331881,-0.057337357413867064,-0.014838160222978503,-0.0634317793403945
ITGB3BP,0.013730395114712173,0.04358959811918098,-0.04055354647299321,-0.005966775527746131,0.019147118049871365,-0.009865430326621648,0.12873390300184526,0.023354200826294687,-0.04468879282622498,0.0294754706636365,0.05762317071523917,-0.02644893814553062,0.06202183454700026,0.021554678761522703,0.02081767013953977,0.007122706386226174,-0.11677001115026903,-0.02033057825448914,-0.003097709828645603,0.004445697772203187
AANAT,,-0.014845530632523207,0.034809611996666365,,0.03179812411939837,-0.0162400996352333,-0.018972416217249564,0.0012155451232492614,-0.0007242534939777536,-0.027796324973747635,0.030270847254280482,,-0.03856015248334159,-0.016458788721185787,0.014561023993264935,,,0.04551123004742672,0.042401258454795664,
RELN,0.005954276273596458,-0.03843375052881745,0.02992779382835686,-0.06006391159072514,0.007920775086921732,-0.03192766739562143,0.03928486298830864,0.019782661055037308,0.05150679877958793,0.04919994894546912,0.017837556661201473,-0.06530153872510205,,,0.02168319148100416,0.0019701105527795662,0.016920192342251734,,0.022162960022026706,0.03008167957344335
IL15,-0.006151983729285785,-0.004310171576635737,0.02616910736113331,0.05267825125644958,-0.00840938872387146,0.004228796189271572,0.11813953931371005,-0.02753207766980712,0.05776196957917289,-0.027576316976419164,0.07323321416337389,-0.03632265722550547,0.05800467717562004,-0.030153175281502284,0.051511181221197626,0.015633466452900494,-0.036719073768477724,0.02042599667533164,-0.049448462352604056,
UTS2,,,,,,,0.061441293481663356,,,,,,,-0.01401586317514255,,,,,,
BSG,0.05165734240142116,0.09841015858327211,0.1045775615043275,-0.026142938393582997,-0.042523984616538696,0.00383498383013332,0.02495566592199631,-0.05262825549432508,0.027082125097726593,0.0931016512399033,5.378647429482002e-05,-0.015372287188506908,0.03574876698845878,0.08529935051116533,0.046765487382155926,-0.031165971825594684,-0.0617961226950185,0.027699378089945843,-0.10688593908054998,0.08719218345243342
ADAMTS3,-0.005946248245731589,-0.014444353284802017,0.059194704466410876,0.041359187951303514,-0.025181025320832353,-0.025870652946788295,0.0981950207871055,-0.027970984452827103,-0.026577363954553325,-0.04463436648883295,0.021471664764132987,,0.018280878870215518,-0.030502659851492274,0.09244694954656504,0.025483102807121887,0.05452598517302912,0.06572871289058896,-0.04230461709652641,
CD34,0.13031787476246884,-0.02349050190083507,0.060094535174545334,-0.02200949505990587,-0.032060364860384945,-0.06127763241335265,0.04803578155321678,-8.361632006129917e-06,0.0257582841436008,-0.039439481358599864,-0.01993142667102396,-0.02153761934794142,0.0864645885666334,-0.03766673863578713,0.12626836485382736,-0.014169931564803616,-0.009352261651410383,0.015964392806193703,0.03131228558347044,-0.06019575704796642
CCL23,,,,,,,0.1031809527611257,,,,,,,,,,,,,
PLAT,-0.025944346883634485,0.013749005453710376,0.0625839851237095,-0.013554703900848133,0.0596272001468734,0.007489397860146217,0.07629858383642939,-0.025977668681661563,-0.0008980881504466904,0.04981024375091903,0.0072360387202680745,0.012290163121705076,-0.004856109145767866,-0.0360623725644789,0.008917587736988836,-0.04028616256835011,-0.020351093787616348,-0.05890250015567992,-0.05019923285662674,-0.05033073887808143
NTF3,,,,,,,,,-0.020319595829018287,,,,,-0.05202430733139751,,0.0579623117848243,,,,
LTA,,,,-0.005974406838444887,-0.014805153088416356,,,-0.01022189545743634,,,0.004708573871231297,,,,,,,0.013197276351205564,,
CKLF,-0.030721934916227975,0.06537529824457733,0.006568944621268667,0.04589490498312237,-0.03607834121017095,0.011970242142210553,0.11375791960354514,0.0634330131350748,-0.032887662155609045,0.0003136948628512624,0.10277282455541485,0.005460228553714658,0.02698750101055935,0.004274238116611649,0.0387301371542884,-0.0007664237299896638,0.06681760029756958,0.0302722814379037,-0.005501151784593771,-0.0006455184968775989
CD24,0.04658040000508122,-0.040558106579308716,0.0017630393512479364,0.09512610222703985,0.012610428813482266,0.06204055990135173,0.006172322402470964,0.02599560914322726,0.030752432365244685,-0.07635484997615379,0.08708487448119291,-0.004837188006093074,0.05718216923500554,-0.02607570247189469,-0.012861037530472217,0.06022531150057134,0.03619896882958616,0.0006735236395865307,-0.10911998776805189,0.027495720542012395
HSP90AA1,-0.04851169111049842,-0.01983359970961655,-0.069983815614842,0.07786551504056469,0.0019742250766300895,-0.04667378331539952,-0.07595409490788706,-0.0010389247744518426,-0.021620254941574105,0.044769390408963286,-0.01396858967278221,0.06950843282106006,-0.11758493455717042,0.07819365395709992,-0.06612704613938628,0.03501292347482458,-0.0018108660125625887,-0.09697318245267308,-0.0371928513564662,0.03992602309236148
BMP4,0.017686461656214243,-0.005179146426297299,0.09789062880592328,-0.008485811901396422,-0.033073806936146206,0.030601406647751343,0.07654309769942816,-0.011787632947712715,0.036335476900836806,-0.019690875345561704,-0.03552914877184933,0.07677155383044793,0.008582520440754306,-0.01819463034168826,0.030191387907537722,-0.00014125964211069366,,0.026152567494292983,-0.07786527686453931,
SCGB3A1,,,-0.035584679002296705,,,0.0568806601211815,,,0.019237459482074296,-0.048929310699736814,0.00221229505558689,-0.12391290451071361,,0.034101426968286316,,0.0160808858619111,,-0.01885433369749163,0.07530776517431872,
IGFBP4,0.07029533957442305,-0.03260113819306404,0.020952235169942317,0.05076513672461991,-0.05489793799471997,-0.09259691118223723,0.07316205749059328,0.016823936305416714,0.020956338066239394,-0.03685759675466995,0.11051457091472003,0.0036559899535728523,0.08707361299304063,-0.008253702782033173,0.033296406932252345,-0.039153142054569316,-0.04571321706143611,0.02117239069003488,-0.028599107203778406,0.0680131534260773
RSPO4,,-0.035647477460051015,,-0.0173406836985367,0.012499732950589995,0.009914869726163199,,0.01637847453359864,0.038759825468134335,,-0.0462735517440721,0.026621472517128937,,,,0.012929215730965006,,0.10668210783187441,0.04896823803655354,
LEFTY2,0.01938732678892209,-0.03876652048154791,0.05859860352060797,0.039627138600930104,0.013511884812493097,0.053181939439891246,0.09427949450751653,-0.0600220985600487,0.0004156647944782767,0.008938193630051305,-0.012560002026430287,,0.10182373328898328,0.03851864398278381,0.031373734296788365,0.0247413815963354,-0.05685418060173845,0.11330512732758259,-0.05341406428074447,
PF4,,,-0.036913392288368596,-0.025747387723820358,0.020356083209136237,,,,,,,,,,,,,-0.044577957079875365,-0.002697547886908703,
ANGPTL2,-0.028880124851444547,-0.014027838086726254,0.07749043486840043,0.04499547225551962,0.058154900231384865,0.04464443119412342,0.09958388301220111,-0.010176928528319026,0.03280319991049513,0.062107762563390186,0.05607173818866547,-0.0474198733952803,-0.011259657513528153,-0.053729715546859985,-0.022109196910311192,-0.020554639241370947,0.007463530490289965,0.009270301598932702,-0.02718942012595193,0.011003679774442823
LRIG2,0.040777287833384954,-0.015782533107786652,-0.0016490446563864605,0.0661944777072171,0.03511199115834015,0.049489051537504915,0.060580352813948184,-0.042723033130664605,0.026928526676337067,0.00596193747063492,0.02151575509114479,0.056856539265504026,0.13318896277736392,-0.05898951888223962,0.006754306966701589,-0.041307403203457306,0.010185102083673393,0.05534771199965412,-0.05101614202981658,-0.09889985052491902
ICOSLG,-0.033125027820145765,0.05246219390264904,0.031290385511612354,-0.03962204466107871,0.05056878135575168,0.033251204567327566,-0.026850456911444106,-0.06425718252621332,0.023288967212795525,-0.06669549226474493,0.0131839940084515,0.10664451702424485,-0.04021276228465641,0.004727847179652169,-0.02901023334291087,-0.004988207304582225,-0.0007074829488473609,0.046830935810413775,0.04020197752421751,-0.06805821132299177
WIF1,,-0.03694801924569298,-0.024461685558771824,,,-0.011101308695153139,-0.0437498143613447,-0.020383032825829855,0.05298649068614008,-0.016637125262347875,0.03735127107304715,,,,,-0.019866011612618067,-0.009166470621195489,,-0.0454867186505649,0.19016502784357733
NPPC,0.07441486136699471,-0.009517662884927506,-0.02954143648785179,,-0.01455433661947241,0.027553225542904704,-0.019949393223048013,-0.002306330903961059,-0.027340098399911403,0.026647096306546995,-0.027691054189236636,-0.00865388608563735,0.10139968410696375,0.03854017168053285,-0.029275187840317584,0.038596562013919596,-0.06377868258117489,,-0.003188052784101885,0.08472015450975345
LYZ,0.007173646992923781,-0.011938711073097595,-0.024197880399324388,-0.0025267933201494424,0.027060546305537586,0.007762198265090945,0.08941196975522268,0.024425369950026112,-0.02953135523210555,-0.05103702644740035,0.011176853126213237,-0.06917155614982576,0.08240304199352122,-0.07325967833878526,0.05681830691398252,-0.053111615993174835,0.01334468778058014,-0.005232076943250014,0.026697049779418437,-0.0635787742622677
EREG,,,,,,-0.0314115770965957,,,,-0.030414704543162027,,,,0.0381514617384377,,-0.026617400961462954,,-0.06732304106962114,-0.039355829432681864,
SPTAN1,0.007191129238372118,-0.0173479854152754,0.10926027521215097,-0.025703372309402898,0.04010479352078948,-0.0066350306867852885,-0.025859730292033412,0.014986471582706317,-0.032619878103340154,-0.02265185259585579,0.018412913727460192,-0.06153913177831631,0.10927495909893652,-0.02866241396945038,0.017562218560103003,0.04538151368791517,0.028323464837328078,0.11466353523063302,0.08273090415500821,0.12310577491191042
PTH2,,,,,,,,,,,,,,,,-0.03398632026463856,,,,
LIPC,0.03583374040699189,0.03369596098300154,-0.04519169465387564,-0.038751194582503444,-0.046953208874342345,-0.0037895612193583382,0.12681130340262103,-0.03775895678215327,,-0.033700511747493535,0.015433564300736778,0.033592945240592226,0.028679803611284548,,-0.011976015606550816,,,0.015053057991812729,0.0246475799042375,
COL8A1,0.01228612812141392,0.0695272494074185,-0.02778481367995384,-0.0012096286240901946,0.03040426786275565,0.012122250486229584,0.049139620672844934,-0.011030683728174947,-0.053899915427088184,-0.03368542916938037,0.039007775814273865,0.04946261097910783,-0.03969087369869772,0.012030728872012017,0.0019601414493096428,-0.029014683827515694,-0.025496639349134605,-0.02970629016538949,-0.03421899495075493,
GSTM2,-0.0026739484678516994,-0.009933313170522094,0.007762694879186169,0.05162105943628943,-0.04406798237811751,-0.02547792666542274,0.005161240392199776,0.022824426478861595,0.03368401823841188,-0.048374962287715456,0.032954322586076966,-0.007536022114559273,0.14692605354022467,0.041537411282445744,-0.008306894079983307,0.07414499917552937,-0.06583367585841857,0.10555686897349552,-0.017749101746654103,
SPX,-0.005582622768131691,0.04720482626500633,-0.006828047520123833,-0.04377109064126235,-0.011295722498387627,0.01182451786622818,-0.01199613088909282,0.014233294855805776,0.021775703988289305,0.08912045989507285,0.038167925333307866,,0.09563083322406936,-0.01891581707280518,-0.01716748228909639,0.0627995222077144,0.016067561280575012,0.11610612698585744,0.17530733265093698,-0.054292057254709286
MFGE8,-0.0396516787799826,0.04824934825190064,0.023391157433221402,-0.038703338480553455,-0.006658143932631995,0.020169618735828183,-0.001796505973439229,-0.04250732352487498,0.02581096228351515,-0.014554554283640754,0.015875560297906283,-0.07203594997074908,0.05953838797438708,0.010242101319766184,0.028266443225384325,-0.013339913916207907,-0.06965090740621263,0.038938409932290516,-0.06505518527579454,0.06210802368000881
TGFA,-0.063076081583564,0.040196989326487687,0.03261340644145926,-0.008443453305464916,-0.012491810697678685,0.05778083607629674,-0.0007588128474028573,-0.03538141686723624,0.04952973013473574,0.04126760005697263,0.03198586853785733,-0.012452815411199693,-0.04053997049540956,-0.036741009147106415,-0.010022386994701501,-0.058984070419403775,-0.04736577853280051,0.0839995354246109,-0.04910336603702802,-0.13285663252613084
SLIT2,-0.02326640268782236,0.04267094777271883,0.024219072127035217,-0.056524487684954716,0.018659848259785304,-0.010068106349817545,-0.03602878012046673,-0.03057488641083652,0.03378183822030188,-0.047752073693507494,0.012496501890144791,-0.044724523301345,0.03642381317869317,0.004926447752268283,-0.0750473239093255,-0.025180710655038883,0.1680262929485789,-0.046079700509369645,-0.07425035087257786,0.15205720727594893
PLTP,-0.017039074655383225,0.05334229071076066,-0.031043448851593575,-0.010363683897939879,-0.019561763174456185,-0.0038745759106627938,0.05052063432650534,0.04824476525816156,0.004908311903411648,-0.012279994609836338,0.06328662420408612,0.011724910301903006,0.028170558502491075,-0.0147136124800947,0.060546587181970556,-0.10455551063038238,-0.05343062385615779,0.06411299198753646,0.029852148999378162,-0.03816354192068137
APOD,-0.0270077574112226,-0.050975826620630375,0.08516577488895949,-0.03987687616739232,-0.04970451459355986,0.009228358763718893,0.06599229144541564,0.02556364780696955,0.007634423783842583,0.04228374120056816,-0.014095039338636978,0.14221133442532202,-0.08530766471352706,-0.10421012071996702,-0.003811243274377637,0.00016568199629287466,-0.07188262133957035,-0.0062085023945214176,0.01578427091373595,-0.09889952128391123
B2M,0.024384873215761743,-0.023882996355092112,0.04054166925493504,-0.0240586050917927,0.01802455337888506,0.03124797776798045,0.11081479596348537,0.02361692340086121,0.039997003952409044,-0.029045515712468457,0.03472446853699748,-0.10658438551304543,-0.022290403949059113,-0.021434075855108575,0.09810910750354385,-0.08251333970179142,-0.023457896183550764,-0.04986934142912324,-0.08669172869582974,-0.1038515207778688
OMG,-0.019550980609727823,-0.020019226003375815,0.06311439931152045,0.002133925720445793,0.0029696245765006464,-0.00820208444412267,-0.013427733134546507,0.03875779263309415,-0.014488625148889904,0.1033334890177986,0.01542923194015308,-0.024503968716555857,-0.034565284045215715,-0.0885304105081966,-0.024971798641466526,0.01624543435185176,0.059252583449234536,0.11050856454763333,0.09341394914600085,-0.0349314937676896
CXCL3,-0.01820589681942777,-0.04800534301713197,-0.03326756969427901,0.0004465774304761234,-0.020561522775812854,0.004208628291676218,0.050633088200550784,-0.05601352702333834,0.0559258622946814,-0.017879719120443425,-0.01046632528195051,,,0.0767191918110103,0.03142514918398382,-0.003358751243121432,0.013988535606301108,0.02536392409279791,-0.05548345675562271,
CXCL10,-0.041037234811055166,-4.67382530765963e-05,0.05909669964645798,0.02754870921455129,0.06767189679953725,-0.010568123331150817,0.11981215193180729,-0.009878710125908744,-0.01613379951527347,-0.06255356485124998,0.10444362742169441,0.094272568617797,0.009838975307906108,0.04826146176768409,-0.0062865131475827426,0.011754703889626121,,0.0815646236945746,0.02481692205702909,
RSPO3,,,-0.04833726503337652,,-0.02228851958856669,-0.02161082469059204,-0.031153713429254326,0.06279745300896981,-0.0186263671751372,0.018534698906734773,0.038094107590090805,,,0.026298211685062113,,0.022617082982634224,0.029205038091287657,0.03698569213712261,-0.0026212457619959094,-0.025002754025790903
CORT,-0.022607511394833593,0.020192021286064437,0.022929674060305168,-0.045983204031902064,-0.000889908528175822,-0.026227998676776183,0.0026749900488916545,-0.004202366180971809,0.025337254099920645,-0.06644592413106994,0.04475154369859972,,,-0.021392632269438484,,0.027147909223668214,-0.02864547390343786,,,0.06321696051766817
NCAN,-0.0427278745007331,0.006846966583373505,0.12840224905606454,0.03250664355705445,-0.022819501473102143,0.050191894246196626,0.03390650431582714,-0.015432030982054559,0.006347686812510111,-0.0318959370423633,0.06624700364128586,-0.03578439770870873,0.07016056046027093,-0.08084604005101702,0.035807690221768454,0.031892385500552164,-0.1078118588219124,0.09600846265584256,0.12680817641352737,-0.010998735276802608
PRG4,,0.032570377771722836,0.0259166107337355,,-0.003076484622705323,0.008443437245023475,-0.02698757988500684,0.000856688736364516,,,-0.018457920542439308,,,-0.02054860907949176,,-0.027950103732303763,,0.1289016207264564,-0.04757937295341444,
