,MGH258,UKF243,UKF259,UKF260,UKF266,UKF269,UKF275,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
PDAP1,0.04937187384839122,-0.03638626430451431,-0.051517506298373816,0.008729454022417633,0.04816831295758113,0.03931723608110345,0.026244360620059907,0.05257398321632005,0.014138804336501788,-0.020221216035806032,0.0022704599192523984,-0.01818435893963654,-0.02324857401334933,-0.03250264174328343,0.009939109347136566,0.07201736224573378,0.0020751634654975356,0.0228834873366852,0.08778912579381194
QDPR,-0.026607041522918484,0.07821319678481295,0.009373605401418959,0.03157991636878187,-0.026246566306250805,-0.09627101536043707,0.05789590277046081,0.06674195599427923,0.028067430414784492,0.07008689527195512,0.014312969920491234,0.03858316108882476,0.03727956698311078,-0.03798761644725189,0.020491578610739098,-0.007877210927596892,0.04372468891419812,-0.1115171509946071,-0.09770449787279027
POMC,0.0797709575519325,0.018462518052927014,0.005636148485314318,-0.038096434651400855,0.0023681599176422186,-0.008536946694112854,-0.012354527709753302,-0.030418785472956646,-0.028602089521500472,-0.0028788941202650535,0.01792236143212696,0.020456593622359336,0.010355040193712115,-0.019810658022169123,-0.03955308256127755,,0.05999998724898155,0.061320407992304114,-0.039146379507291044
CCL18,,-0.028530840051557954,,,,,,0.07250092885476225,,-0.06832578784543349,,0.019997084556628332,0.06397930077205782,,-0.020540160552460666,,,,
CCL17,,,0.058420022004085595,,,,-0.013279516999476543,,-0.012195421273645066,,,0.000941915792072611,0.021936027888316705,0.09281436594524795,,,-0.03792793868812354,,
VEGFD,,-0.03214591760854331,0.043077554717651845,-0.01811343359948981,,0.034832429810049415,0.025404871261688444,0.016930347447989796,-0.013070210711855464,-0.027065815135517795,-0.005945657006971738,,0.022621770974508258,-0.008196750297163578,,,,,
TNFSF13,,,-0.017548099124717404,,-0.014624190490964284,,,,,,,0.03550301354926635,0.11824724643852344,-0.0277666601661749,0.030359709846568682,,-0.0315588549285735,0.12300686332555605,
WNT5A,-0.04273571065729091,-0.013852084310596384,-0.022419385383330905,0.016760243272907174,0.033625712678987243,0.05550228284511343,0.018459901956675684,-0.03381304198725835,0.010104990523942356,-0.025669384604375296,-0.08432026063717965,0.03284826899891564,0.059910738149865986,0.011854891426805226,0.009464239585097517,-0.04628698332221906,0.10529512850792497,0.036253984843550566,-0.009506224340375362
CXCL8,,-0.12130211709795843,-0.006673110329935984,0.002479635799455635,-0.02080196246075021,0.005612764944393084,0.024875043112501598,0.0009143892705621797,0.06135854174651936,0.10272428154829398,0.05427919398567736,-0.03544448552211084,-0.10853897647629336,0.052766840744246854,-0.017968601268704275,-0.12885795028406827,0.051748870221783004,0.04524707072017649,-0.09302365115942485
GRN,-0.06928656100495613,0.005082201764744244,0.04256721538566298,-0.00394189783339142,-0.022000879148157473,0.048010948900205505,-0.052552431242345314,0.047576761125957205,-0.0015045246141818433,-0.0682133661857692,0.10929078208309777,0.0363581069317063,0.017396927837715796,0.07174306917042098,-0.031109270894323502,0.07922975835290776,-0.007408148475990166,-0.05851451987711737,0.0202233229996161
MIA,-0.006446059958053778,0.009283877381291166,0.01582605680335916,-0.04124525467146236,-0.02644335684677502,0.06984332593776141,-0.026101066322710347,-0.027872422704456522,0.0015357906431373739,0.06531087841498855,0.0020876959607751128,0.09982406716464445,0.1917710888486285,-0.009381964548014144,-0.021327571047358114,,0.029093333156633837,0.13961249507054593,
COL4A4,0.02000187098319752,0.03748424868629408,0.07198340393551554,-0.01677066137414531,-0.013914271149335068,-0.01497899677865618,-0.013864226598067604,,0.021292464423534652,,-0.07221152116646104,0.02596176631634518,0.057383968593400114,-0.021969062095651123,-0.025280723198606147,,0.0970148109101502,0.11294098882511518,
TAC1,-0.019520833919185195,0.017124832265119544,0.049525586769136216,-0.028807910431984537,-0.044492773099641225,-0.040721719432932846,0.028168103738003904,,-0.03077248079926407,,,,,,-0.005875648627530975,0.051716247344960616,0.11365340204009669,0.024909713992618054,0.0015345546625774272
RARRES2,0.060281938735184,0.06437890447900493,-0.016219498984001057,0.021135622750779296,-0.004806751413322623,0.013714622136302895,0.08107446376886095,0.013073541419925963,0.01963020643611473,0.09473803263204739,-0.11048369823056811,0.03306266924916524,0.034657230200820996,0.037969762403226616,-0.01916256379533988,0.09375712995098404,0.05917068467715332,0.09287472187085116,-0.07699314958449423
FGF7,0.0331195456383566,-0.028140490912393578,-0.012262428326261596,-0.011153051167790947,0.05653105722709208,-0.014219395368786785,0.028663319418737638,0.042110523328679574,0.03629733461632096,-0.024825165068682133,-0.018349052672375306,0.03338658608556115,0.029268543484258294,-0.029261626656224355,0.025415333614269627,-0.11064191642361204,0.07848229358407226,0.05855929929629539,-0.00428693386305222
EFNA2,,,,,,,,,,,,,-0.03052875104107003,,,,,,
HBEGF,-0.03310962112570996,0.052263418751927644,-0.000983374763995851,0.005055367210424922,0.016011648864974082,0.06333211684157286,-0.03113497758282405,0.00956789301572506,-0.028829827274136015,-0.0012651507014390662,-0.013596493057782905,0.024692466088218432,0.023156503981908494,0.017313877385495814,-0.015063098413593013,0.004487870240484858,-0.025482013799964072,0.08922196432009906,0.0012388995793855522
CSF3,,-0.03236045058963509,-0.03032253221645521,-0.028653284144140537,,-0.01584749028193176,,-0.030876050890555437,,,,-0.035098551328005684,-0.030071469731948713,,-0.01114871535448915,-0.031502475484067455,-0.02868331294334492,0.11293288453516907,
PI3,,-0.038335779345635396,-0.014265375038941373,0.008801100436893148,,-0.01784448322168683,,,,0.06109862339006862,,-0.05929255334603836,-0.13289923252484112,0.024316676690789907,-0.009470771645312528,,0.03458143025441757,0.0985491680511702,
PCSK1N,0.013859075459596037,0.09354448047071205,-0.03903735203775793,-0.03970324682486569,0.013246766765034279,0.03653738882932783,-0.0036533139568179873,-0.040358368626879706,-0.08001957655755139,0.02195621850352576,-0.005347510054176807,0.03634767418257205,-0.04150920641194769,-0.03161532819621803,0.08959760394037695,0.002762782918181213,0.007180128567480095,-0.14249489995678633,-0.0340309210633571
NTS,,,,-0.02251407668070355,-0.016986163637145432,-0.019478471872728744,-0.01583826727519615,,,,,0.11550644890236252,-0.03942589277909516,,0.025048255595480903,,-0.007047230321072477,,
SFRP1,0.10579697420108508,-0.0020477968736442986,0.003968017371720171,-0.02066429091004429,0.029613839945963498,0.016002295248399852,0.010271173293036312,-0.027913068733419963,0.004245839487770352,-0.05637472518074975,-0.011583409539132491,0.09820389458884105,0.0591673525128684,0.025986064977779215,0.032778451549427046,0.09947289284637148,0.03167464459600756,0.03980506834989061,0.06318933778680079
CXCL13,,,,-0.02047857618690371,,,,0.10140373880403812,,,,0.019435159641361072,0.08653773590619011,,0.05846950995586007,,,0.06558447129340175,
MICA,-0.011042471102052556,0.008394152854375751,-0.02635896484122915,-0.046960496278246035,-0.015036271154579214,0.04070347577832594,-0.05130739463173346,0.00018066859393184854,-0.017036363860929642,-0.03960717025202073,-0.0354025175174433,0.044875447829844275,0.15565202376478232,0.05319630442523761,-0.008302306542036168,0.0730717745664239,0.11714843096972227,0.05441171304194161,0.03276396922594675
TG,-0.022607511484488255,0.06318191201998412,-0.0002816085568660209,0.009426249695811472,-0.01960651061548979,0.0805078806870405,-0.013378610833659502,0.04719471404999797,0.05520532391930426,-0.014797395045610924,-0.004903930821252967,-0.013361133714404944,0.12011973556519473,,-0.002609069675413289,,0.00940846058540796,0.03794781067855092,
ADA,0.04199372217001359,-0.008779961873676278,-0.03570159180960394,0.015234575308964916,-0.009274709298292053,0.05725976882072209,-0.021480129308781334,0.02941704925377384,0.005448089835471087,0.008174667183917001,0.0327243759738383,0.07386464380045193,0.13252837942685108,0.018859041711673734,-0.04543016543222916,0.002606454175741023,-0.002518028476459491,0.07901548096655228,-0.0550876882031459
LAMC3,0.0395218546955319,0.05904448923948391,-0.033514583594684,-0.0336599277404858,0.016025856329697757,0.08488670217047686,-0.011058816323873915,-0.04840796415627542,-0.02659086845359648,-0.12411738017349047,0.01640930499111781,0.04873438064906981,0.11476819410594913,0.013217382707890447,-0.010930814623281805,-0.061922875366594375,0.0615401197398728,-0.011108337066210111,-0.029548045778343864
CCL7,,,-0.017319214944528365,-0.014007055928562292,,,,,,,,0.003383567904282583,,,,,0.023934062837057533,0.06319626088301518,
NGF,,-0.01864377547898799,-0.009828207858363332,0.034169703204727994,-0.018709869927100695,,,0.04313462032459288,,,0.03771413619671095,-0.013342808742391889,0.05513172615840081,,0.05668340441446639,,0.05195569004411591,0.1059527948592515,
TNFSF15,,-0.023064677074194552,-0.01928579291268442,-0.02010236842170413,-0.006784913285819695,,,-0.01966247609581508,,,0.07800213977619565,-0.005089523767069303,,,0.06882327858715488,,0.02308179275946377,0.05451396630744664,
HMGB1,0.026326813674400505,-0.0040404853870308795,-0.028385215615153066,-0.05835068721320993,0.010835678344014867,0.02412973380759843,0.012571672354498502,0.049418142143298614,-0.005482058546006887,-0.1338917243391162,-0.11555687804179364,-0.05183862879259931,-0.09526620825471706,-0.04912794091259701,-0.05497718009719867,-0.0038470179823707614,-0.00434025437731308,-0.002197079457895514,0.013420333204838243
ITGB3BP,0.053600571110854846,-0.0013027908935241627,0.044286051906108015,0.006982856401760597,0.011377727121811333,0.053583346307830806,0.0008317406253590109,0.05746185461294405,0.006735638258894839,0.004301052541300786,0.027509251261502977,0.033321782756068986,0.04230592935999189,-0.0355570073977725,-0.005164712026133823,0.025148774361363094,0.049235925655907814,0.04200699424494681,-0.08339966264556234
AANAT,,0.0028135460544280676,-0.01754810099759262,0.0021660119043663637,,-0.014294865097825618,-0.012031462907555064,,0.003940040870727402,0.031678110605607344,,-0.044938805627298954,0.09068788257017699,0.020764074439341824,,,0.015214149411912126,0.034454164941027814,
RELN,-0.018742226394428792,0.08287189989882474,-0.03045957352161217,0.012330330869432754,0.02130919629521235,-0.03134450295203513,0.049528336309928055,,0.019258014193980256,,0.039782116476619896,,,-0.026004834215042183,-0.026000311698838353,0.002704196238837541,,-0.054287393637688024,-0.013776522490522955
IL15,-0.015315976828246185,-0.032786040332019845,-0.01723193809204842,-0.01301689177258548,-0.01616512496704197,-0.037286833272722975,0.029968005788506613,0.0414605537124052,-0.015172208176468291,0.035973343395099944,-0.10534148818381028,-0.01733421782324959,-0.011289513170831444,-0.0573141418387413,-0.02226987929112147,0.02579149358920539,0.08594372673873674,0.04907194309918041,
UTS2,,,,,,0.04965264072006765,,,,0.01821526618895331,,0.042206666386409346,,,,,,,
BSG,0.03844653617198692,0.027255826526079982,-0.04323826659890017,-0.011118709707593303,0.02437391536871664,0.019492759546982683,-0.05326637807722519,0.004404597714501813,0.06893691168311858,0.174234210675433,0.010761731841178202,0.1029500216231855,0.06341643282792964,0.028049037532987833,-0.06820313010979825,0.02061109785635301,0.03701219977900094,0.1548942332447822,-0.05616853913941699
ADAMTS3,-0.003752085949421611,0.0009040209721114657,0.017945466538473058,0.009049313139440419,0.0598834091331949,0.05574535297924267,-0.02768715731756569,0.024401099542330894,0.015056689511141728,-0.09806553312774581,,0.03173332536319613,-0.004233609403443909,-0.02949706800731369,0.049416505495435276,-0.012600332986013593,0.14332938524780217,0.08728321577336456,
CD34,-0.018327506098553752,0.155265205224612,-0.0392913817058367,-0.04434475269213422,0.04659618812903379,0.12077845342760617,0.04796070038822264,0.06725015534210049,0.018052272038385674,0.033075053303845664,0.10663741152175187,0.11494011382864744,0.07000350916756946,0.04650310977422152,0.003641146055730543,-0.014343929302942692,0.05296169601179857,0.03114872610408727,-0.05878285867928146
CCL23,,,,,,0.07891423169217118,,,,,,,,,,,,,
PLAT,0.044134425235401294,0.06320993315398545,0.04675394197932491,-0.004864892053739021,-0.027589984651293427,0.09802944949855512,-0.036062773066636626,0.03322922524119785,-0.005039646229884726,-0.04611926288180826,0.021033921254491307,0.13413998823878973,0.053290641420514165,0.05675358014366768,0.058607241987577705,-0.040106863366724685,0.004626301283594069,0.06448068742351848,-0.04988038315956802
NTF3,,,,,,,,-0.01470575995272983,,,,0.0951046964685378,0.09628394342674224,,0.01624544442776512,,,,
LTA,,,0.0033502284576021877,,,,0.011836652134389643,,0.07237750158098342,,,,,,,,-0.014629059278310062,,
CKLF,0.017943800729842467,-0.0032078081170668045,-0.030664851819354747,0.012345770164418325,0.004101026886478444,0.07089622761643614,0.03931909205305956,0.05550925481815556,0.04599941932737637,-0.030554660477428785,-0.04367158300122428,0.07472716491667637,0.11073142303707971,0.08239356115390795,0.006301489348120929,0.021471308761921677,0.07798139629891618,-0.017698814163772177,0.03829291273477748
APELA,,,,,,,,0.06349646708390598,,,,,,,,,,,
CD24,-0.004332656109180538,0.02541999124809563,0.04489652622685331,-0.07089560724687506,0.013459439527744406,-0.045577452291890384,0.08251577837726637,0.04826206500319824,0.00031071644212438734,0.06259514039851395,-0.008070967854506509,0.08473255176460205,-0.0011513216908331366,0.08673969750325544,0.09253359150712583,-0.03356357138961473,-0.0011808613987984514,0.07488311394304446,0.036779958797495314
HSP90AA1,0.003403656707955644,0.012054462647856385,-0.018136048392101273,-0.04602207329554701,0.050264458546006814,-0.08235558921058496,-0.026894442825081397,-0.04182267850490599,-0.00227238639112897,-0.006241890477483986,-0.023807760660804093,-0.11073907838906781,-0.17299704636232172,-0.01919620940501934,-0.020067408330127347,-0.03199058072422642,-0.05633211123439712,-0.02601861011194733,-0.007014205484101936
BMP4,-0.023266411371726758,-0.040349690644482065,0.009895140722803489,-0.012454507573290632,0.008593627183862333,0.002567875437197543,0.05598769106146566,0.05407266012362944,-0.012928290015029563,0.08043015079402507,-0.07026391583257037,0.038102608114627505,0.034972369062402496,0.026459900962934105,-0.019315802539202984,,0.048746318691261274,0.004381385208458603,
SCGB3A1,,,,-0.003903060500000683,-0.020635067921898655,,,-0.01216156440924463,-0.010586967528337966,0.05448957904095192,0.051843137699555064,0.021269125033205008,0.08168242610579203,,-0.026735344361050267,,0.014250588456509733,0.0453349111068894,
IGFBP4,0.02577360900524364,0.03396878300354471,-0.026438644313103724,0.06779610078749267,-0.009005622637205023,0.10059834572348024,-0.04163273576217672,0.057193226356815466,0.014878437888081924,-0.14379440040028849,0.07987685400684859,0.02375194353396491,-0.02528457968742191,0.07112814819306985,-0.020487174499172776,-0.0010329325771362586,0.06794607116119612,0.005553026875852874,-0.06084111124702753
RSPO4,,0.2040221137410927,0.01957901686533839,0.005294021249120999,,,-0.013477029169440952,,0.10572265433142043,,0.02370015060654131,,,,0.045837251892941556,,0.03916684767146406,0.007119608944040744,
LEFTY2,0.04012380393615533,0.04288841393574807,0.015002155874424989,0.0634591613545286,-0.030502002879809906,0.11052675322756488,-0.016731657300484187,-0.0222321623529699,-0.018729923868207366,0.07847315725437397,,0.0455117360577064,0.12143543751069331,-0.033995046613518834,-0.0027362928514273834,0.05288928252535046,0.07550707527826644,0.082048376083785,
PF4,,,-0.015110673830221083,,,,,,,,,,-0.017464041369014256,,,,0.016383240166600175,0.022410113180492977,
ANGPTL2,-0.0028627964109922033,0.0037429446108775137,0.034399258579003056,0.0166573042804396,-0.02456881570509164,0.04865703890962784,-0.010558584125717951,0.006736114206870279,0.0698813054739662,-0.07251180898426425,0.0333586956973315,0.0927277759057022,0.06169655923270737,0.040870639396380075,0.008575049368854653,-0.011751403142259044,0.03809970975455715,0.040301170991349965,-0.0013521398517491953
LRIG2,0.04957047102676615,-0.02470902748371915,-0.001782395349847839,-0.009721509908767823,0.018201351677585412,0.045364837859688305,-0.04555143319398157,0.011318142012895976,-0.01829216929326728,0.0845316979837319,-0.03452345489248258,0.05677022808261989,0.09332201610977307,0.0370918078063301,0.03858181567078817,0.05574140313552739,0.06936954206749413,0.0257071403060318,-0.017994587003847318
ICOSLG,0.03640674102197675,0.0020043295161787707,-0.004588439100406952,0.03236994277502418,0.018433306012249108,0.01056001278052829,0.03379919530600021,-0.013008905985734108,0.12423265922366651,0.10350303057065476,0.10950692109722267,0.07188364636770045,0.043796023516240824,0.03378023060839396,0.0067267463001298,-0.008948490688191663,0.09648074727032595,0.010547081909042372,0.0662761746596673
WIF1,,0.02739963907484446,,-0.02376865590434129,0.017771134101403744,-0.052489907070686306,-0.010399904197422647,,-0.02363863307231495,,,,,,0.027636534249582616,0.05930497975937936,,0.037523291392689825,-0.07033243827698542
NPPC,-0.01404418968342926,-0.033726315340874495,-0.02344038149993291,-0.026399484306020255,0.0658681893807575,0.0015327045367741269,-0.020286908657367392,,-0.0020329001713762047,0.07295706996496794,-0.04882931520770159,0.060332782898306604,0.0007834221896983053,0.0429821256777003,-0.023762661965772668,0.053965094832642696,,0.11029966994601376,-0.06461918980158239
LYZ,-0.024429036802957917,-0.003920853208095582,0.010399586158552068,0.05017290328083014,0.012356153133819884,0.06658322342424762,0.050274484446422636,0.04043225876500738,-0.0346346217304911,-0.034702125203254316,-0.0672634843124494,0.057317626971387654,0.1320947527990856,0.006577743466683948,0.024914807386141272,0.03008107051379494,0.030725751179808268,-0.010829851831111605,-0.004644593395452143
EREG,,,,0.030951333867146075,,,,-0.02599704388339654,,,,0.01878251022536194,-0.021425723121946117,,-0.03749564796323317,,0.00829889896507785,0.01696674168535895,
SPTAN1,-0.004062380501353458,0.12095020280129337,0.022961568718267936,0.03327295656460099,-0.033445669517659656,-0.01967265458837519,0.033358724034065396,0.05973243770329667,-0.03685081690413225,-0.006317159867854695,0.05528738324261902,0.017249277954834528,-0.020271962179080064,-0.06230163427697335,0.026859908624558757,0.06915196891720816,0.033435752577188574,-0.031111999226475926,0.09204005214544636
PTH2,,,,,,,,,,,,,,,0.0015805127562514819,,,,
LIPC,0.0553705612810925,0.08138931476164488,-0.01667223019378589,-0.00812920290269974,-0.025067963869581756,0.10112225631912258,-0.025196678501944635,-0.008537648501657663,0.06149726356367581,-0.02942628503921478,-0.04718649450763797,,,0.057691530119578366,,,-0.019408489370403775,0.03726947850960319,
COL8A1,-0.038565596147353186,-0.014032166284803475,0.048065779361228744,-0.04824977366501698,-0.02794862268898394,-0.017742159089874282,-0.047125418380027116,-0.02084501258826135,0.06807176215126226,-0.06589693467933201,0.08573771305376564,0.008406183318902423,0.090596047479407,-0.009603289562147505,-0.006405742137416644,0.0370462712995615,-0.03894211177257711,0.09601817694783993,
GSTM2,0.033599804088406994,0.08995168387906143,0.07823626491843455,0.01252025544997473,-0.013669789835922982,0.019744439213999626,-0.03204221534120438,0.14549666986359236,0.09268427088769074,-0.0431870433290077,-0.03505254232594654,0.11297918641190607,0.028191306758787275,-0.040187232185143223,0.028517462323566913,-0.008215252728148464,0.05991719082842061,0.06827802474099375,
IL4,,,,,,,,,,0.017950743361040467,,,,,,,,,
SPX,0.059482458775419876,-0.016325631304007764,-0.030980111648022935,-0.032645198685308664,0.026895103048975386,-0.023094163270768773,0.04946064075380746,,-0.04131328556600413,,,-0.008454187574367751,0.03319157869808823,-0.03165944450150642,-0.05835445244866917,0.020074537059482696,0.0781849790204605,-0.004429555867486193,0.0605146320164884
MFGE8,-0.013081031350886408,-0.03287475736341185,0.06403756526310894,-0.006628643228031436,-0.02131614077857575,0.008074305431876887,-0.012793164789155405,-0.01110374879165632,0.00590817606883028,0.01973454772521407,-0.02070542425209795,0.02030520450316414,0.07887742306612229,-0.011177752537497952,-0.044550904357410714,-0.07833107946256876,0.04346965463601315,0.07223943063568654,0.003999456354390548
TGFA,-0.030776237600420985,-0.028230863041270683,-0.01055358015345079,-0.011383534807168473,0.02025961584021964,-0.006565860385499471,-0.0050928393857775514,-0.035035999009784186,0.06676097208709413,0.11154428244115641,0.020918445536194593,0.06992261993566126,0.06470743032778038,0.02530169565335624,0.026792781270647218,-0.045755748498918274,0.09706227564828251,0.0651856570134534,-0.028981623335615374
SLIT2,-0.023266407648752027,-0.0041533643386973745,0.07094896782070408,0.008238907318241288,0.003831415476114579,-0.00534034642206142,0.027459946753084483,-0.014461232793954679,-0.03412813102463367,-0.06721930520464522,0.15063225228057622,0.11235228736001357,0.05276134192699893,0.014032407249345154,0.022087914642896944,-0.03675814517792913,0.03412647190531334,0.09219315835041475,0.009876527613861399
PLTP,-0.03680683025264234,0.02725159024532325,-0.03753232410400278,0.009236145316435114,0.019432669984003243,0.04683004898933832,0.04255024483589608,0.08712819862313692,0.0592720284111029,-0.030986382793365692,0.030198774701429378,0.07709044685881333,0.04672725948560154,0.01614348567295994,-0.04578187418361772,0.06848974909806758,0.022955023919446337,0.007834706781439516,-0.08874575307889719
APOD,-0.027978190891390285,-0.02090297776642179,0.03742425078729445,-0.05503436743909335,-0.0726108593060229,0.001460160979724491,0.04393566775770433,0.03703107389739373,0.0016135477763531087,0.051242745777311416,0.0375362956547261,0.116957440644093,0.10000147319929334,-0.013342497990978131,0.009321924722201457,-0.01128131136757177,0.0010298984130835203,-0.1501099501845728,-0.024330853418043245
B2M,0.01502777953503762,0.036232994126212455,-0.07172540033761997,0.013451542355937688,-0.07671423249797296,0.0963475228318322,0.004754089805953466,0.08236134103271443,0.03155582260102205,0.014629444139481262,0.05431988495162179,0.14556034031725051,0.17219447218633982,0.09126950770262193,-0.049802881860078974,0.1700887969202131,-0.03857845621878091,-0.07288257315149056,0.0729374598105076
OMG,-0.00224097694674426,0.09270299422651729,0.03246418844798412,-0.018451382616942,0.012071615434844713,-0.029304242539490055,0.0440041798453725,-0.016464070729269406,-0.004134991100915126,0.06872596731642908,0.03757885143690073,0.07024392336968177,0.12927654121914647,-0.0016643020854843244,0.012798435885920108,0.046879923323134995,0.11426599815905117,-0.04350909926697648,0.00641043609673039
CXCL3,-0.01820590070134174,-0.026513138271984784,-0.026226053807689685,-0.02227559547798238,,-0.018768474541977113,0.013498988461996852,0.0535206253164478,-0.010926738716254344,0.002318656638857064,,0.020873280120960035,0.005061800174612556,-0.002008076857213712,0.007986146317249672,-0.0464682189263429,-0.006978136110343802,0.08413374369927769,
CXCL10,-0.09059704570156553,-0.021835836687553817,-0.0025038956346334824,-0.0021334369755701948,-0.00539975276338075,0.0747779294486664,0.00010343543151514508,0.011609495582801912,-0.017363910149584508,-0.033566451552994044,-0.032943421445037264,0.03695706255572181,0.03378242338455473,0.018347338046940893,0.014269811795886772,,0.09135877177897493,0.07790562595530447,
RSPO3,,,-0.017548099700986634,-0.02410368795368458,-0.018302024470185356,-0.023472926466931037,-0.020355015319219565,,-0.01141823136622597,,,-0.004459215689444308,0.053375189072627234,,0.05791198653107416,0.06995253387238315,0.04156714415815801,0.07768777893082499,-0.030038548738646996
CORT,0.03838130043872139,-0.0035898931407393735,-0.0074951409827139015,-0.029253464632003644,0.015132148070668136,-0.04062515822226602,-0.03194301286386828,,-0.030292213232468317,,,-0.0019307733873531823,0.12319254063207144,,0.08882845860858468,-0.032221620520427076,,,0.04182575375213585
NCAN,0.03287531111244013,0.11793949449591229,-0.06383041297661171,-0.03824062073801454,0.02102130768111788,0.020472396483853145,-0.009483030640045869,,0.0289878339425166,0.0031124162898786482,-0.027390775849819436,0.07752208497212,0.06612668729996056,-0.04199320495989847,0.06425563685433977,0.11251034338211972,0.043978702840887646,-0.06820252181154685,0.09927808223897984
PRG4,,0.08304152959488063,-0.01731921764347092,-0.01725815403815354,,-0.020333931606571726,-0.017223108260841252,,0.0861540133435027,,,0.07800729660410177,0.027869358547466864,,-0.014446593386632857,,0.005450113800083853,0.06682323477370486,
ZG16B,,,-0.020101070211081398,,,0.08296274264999336,0.050277300010190554,0.02356246405148926,,,,,,,,,-0.04457470759333432,-0.019216387411674887,
TGM2,0.00040444681110170076,0.017277313410965306,0.06299331279457922,0.0015586412465770241,0.07799088869803641,0.04886566174367672,-0.03512719111021207,0.03192213716670872,-0.04552784844092503,0.0693881220431206,0.051690243640793894,0.00428374005361423,0.05172140121930326,0.04081059389796549,-0.011218562761106818,-0.025140908261972475,0.009487689938620371,-0.007814161844982825,0.024499125762240292
VEGFC,-0.02260751767089909,0.023562577377397184,-0.012233162461260242,0.027167951029360777,-0.020712555038594465,-0.02680901214143533,-0.024793155554307337,0.00415313784339669,-0.013624002990986548,-0.006200321164728933,0.10055035797906765,0.05895010720888786,-0.046941294486852754,0.051038614142780894,-0.004817161771402693,,0.032527765692231196,0.14859767685108924,
WNT6,,0.04582617425825863,-0.02395470807298819,-0.023780074743610494,-0.01658043738775304,0.13304391135445354,-0.02049065680433527,-0.009598311779617077,-0.011890341840256783,0.10181312264992479,,0.05076751800953716,0.13058894762627118,,-0.030879527745779917,,0.06969221201082988,-0.021643647363680466,
