,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
CEACAM1,-0.033120808718974465,,-0.02264456511798225,-0.01714421674830578,,-0.018562233894037,,0.032217166772920074,-0.015771888822921548,,,,,,0.032236217753747264,-0.029764595087009717,-0.0023377746005994716,-0.042979739008083745,0.008087122965719475,,-0.04631127292300183,,
PDAP1,-0.022142671801008477,0.009153952173893195,0.00027195909508204283,0.014745587121908599,-0.0034543172934675933,-0.017171457615701123,-0.030961973446108244,0.15884352640869445,0.0034248122057646377,0.038081116704955176,0.005664020350332409,0.09089542058803925,-0.08072922800011703,0.004860570744363695,-0.05234115384696205,0.00567832901200255,0.03833599325084651,-0.0010626529259927715,0.03734014601623871,0.12331170824424009,-0.00778508020115145,0.02397431775798865,-0.010710782175049716
QDPR,0.11389165535277145,0.033695908504026435,-0.031759525495601244,0.020179044335865794,-0.032554126640746646,-0.008754434217796887,-0.05843396708875149,-0.1638904791660746,-0.015826362736406186,0.0344963544271921,-0.03506798419933044,0.05139353386271293,-0.0357127368856326,-0.025362250741455792,0.02431616169356871,-0.04161129102251876,-0.010742930903496218,0.048578845196331544,-0.017565236721152785,-0.08697764689318681,0.05284034204047054,0.016691749317301573,-0.013418934912126151
POMC,-0.029187072678834036,-0.05156773339873338,0.005441919072572016,0.04427345451505308,,-0.012835897866602703,0.07215727679281408,0.04996384008280337,-0.00121567084128376,-0.001866381864305175,-0.039851417411616956,0.06775907051694814,0.040810907025751415,0.1541073230521529,-0.06613874620263291,0.021450653990623514,0.0951084448238906,0.03147145838124292,-0.017185449488740186,,-0.05966045498832425,0.07375945701698998,0.031903447774892554
CCL18,,-0.0056580326378211105,0.10982158315158773,,,,,,,,0.01490881110525989,0.08435225710002829,,,-0.045482909714927265,0.11741932715696485,0.013285770455496714,0.010044104926994625,-0.012602862191253273,,,,
CCL17,,,,,,-0.014647906093251683,,,-0.0038051249643705045,-0.0016200979360769903,,,-0.02255046882048072,,,,-0.03864122320258406,-0.05489862909739544,,,-0.030169168727641242,,
VEGFD,,0.002920131742400896,-0.015820664582465477,-0.024555650858609255,,0.04956522090317993,,0.018246302638558823,-0.007557844893280055,-0.018120117271041326,-0.023483938631517574,0.05943117704563748,-0.024168035898174064,,-0.08834338932252098,,,0.06862214528448896,,,,,
TNFSF13,,,-0.02132460994002579,,,-0.01792012610630868,-0.01658744367254817,,,,,,,,,,0.07298645246329519,0.09246507155943368,-0.026496726871802757,,-0.005855836919077688,0.0065598377378102415,
WNT5A,-0.07342980933455709,0.0735052826724435,-0.003921542272710842,0.005226032084255937,0.0726299678119879,-0.053897399889768625,-0.005687871716036324,0.07268370090348826,-0.030607248405830855,-0.050125405005024035,-0.00047488324067091814,0.0011419512480772616,0.020060282933547603,0.06498644784683061,-0.022709633853689293,0.12454541713310976,-0.009392775905517915,-0.017468448813818635,-0.01219498646394083,0.039480934692947646,-0.0339746741450602,0.01537547963587507,0.0058818089541705495
CXCL8,,0.019570428678334296,0.037824233828150595,-0.008825068834986655,0.019597474383418426,0.19689061041738248,0.10241295736443547,0.05459503330152359,0.023284783636464336,-0.016874241091686212,-0.013832572301002485,0.023145450523709376,0.03315625359641574,,0.003874785624019313,0.0967526105231879,-0.12216115779404095,-0.041244887550636294,-0.020358105590847723,-0.06764559381549116,0.00019566658633745154,0.029412226072899905,0.02746692263101208
GRN,0.02464529143705298,-0.016398913972197254,0.061722799095963864,0.051729768882168216,0.00780164839363367,-0.059368225581256595,-0.0060618448382566475,0.10069309502072901,0.016151022300564328,-0.005691455462034213,0.0226530871073314,0.010558239836091537,0.007336418736995021,-0.008861171948270564,0.021274630907084327,0.014968447139740966,0.045119720828547545,0.035161522914912355,-0.0228906484880515,-0.012253705314669197,-0.07951624192462955,0.02585664307764525,-0.013378392589473813
MIA,-0.03122218842292911,-0.03594510597347751,0.007073891324932321,-0.0218380786276502,-0.03994536398964776,0.04185682584061072,0.007093021424693682,0.07016888654988894,0.07214668354385219,0.006541130255595488,,0.005863124492951038,-0.011036888541744547,0.10191170853423463,-0.07259977226388348,0.016192391708400155,0.04706669997765218,-0.018436371945714205,-0.008242163104145028,,0.03191135460390904,0.01353194433731477,
COL4A4,-0.009998675182998023,0.04058826094691048,0.019270716534455397,0.035875987183882935,-0.018806286967793958,0.034256564797522156,-0.01578221981427014,0.0182308323722558,-0.02695729787659561,-0.0024374186082285177,,,0.00956217031063363,,,0.20561378335595862,0.025650276539202366,-0.011744714570304115,-0.0077249461594575105,,-0.03857120286481319,0.0030074103967636027,
TAC1,-0.023853497976919075,-0.02707421183906358,0.021492732639879678,0.010240156374568614,0.08454391464419965,-0.024433308846196135,0.022884839293838406,-0.11583165661316114,-0.05386968498749628,0.036042455640916654,-0.018619883569908645,,0.02956422341969013,,,,,,-0.022208294574117302,0.13739183371718622,-0.03966044002268167,-0.05706543876241475,0.1339088860315877
RARRES2,-0.09445148300816496,0.08670388053179735,-0.09491477374735505,0.03791519840003493,-0.054611758040876236,-0.07666244685967281,-9.548169770845261e-05,0.17906868526578715,0.010267952973044314,-0.018236591057348102,-0.01766959119977575,-0.013501208493556424,-0.0012174531080644316,-0.09316609404146468,0.03103360713776105,0.020236507622813586,-0.10187811993019938,-0.016642844129857094,-0.030553297185555522,-0.04555407431766383,0.017638030064242638,0.018780672479011603,-0.042093773513472744
FGF7,0.06414804647026105,-0.05064929244720243,,0.06771775517482606,0.06102755559810251,-0.0014947765784284282,0.03892432220651643,0.05362190437601311,-0.012799711859084347,-0.004148623406413545,-0.05451989796933746,-0.002561325156267276,0.05967795284375023,0.08098826523798483,0.05488902387859082,-0.03341586403592847,0.03179843814333733,-0.02867730021986355,0.020969614988107486,0.03298548762080551,-0.010125811237202716,0.049526425374834725,-0.06703607812051918
EFNA2,,,,,,,,,,,,,,,,,,0.06291128027727219,,,,,
HBEGF,0.021429985423216544,0.047655178826799656,0.09813248270943618,0.004345158959230114,0.05854923275503247,0.08838717597983733,0.034040613709608446,0.06640159144145631,0.08036574658713722,-0.04653419855612203,-0.01896383702890212,0.09101867757101444,-0.032194606625007956,0.009928226057433613,-0.06330767224349185,0.05674308071197462,-0.050292191455921204,-0.0018004125040557114,0.058122347597511684,-0.07185460532659381,0.04059708724505669,0.002440949078352829,0.09880317605075653
CSF3,,0.0007372825397721172,,,0.036325785980385064,0.2868537884239879,,0.09007288672172326,,,,-0.011007412398126776,,,,,-0.11517013722538993,-0.03208106048759903,0.01169144648598691,-0.025560153844973482,-0.0041047636417118095,0.08403060127762065,
PI3,,0.19148383212584474,-0.029728899577407205,,0.0009956628750919887,0.13089981378814894,,0.07287127639272564,,,,,,,0.010677138694841997,,-0.07726711820140328,-0.060066469332354135,-0.014871316053019381,,0.035300228624646476,0.01939479046591937,
PCSK1N,-0.0936149955014151,-0.018107675289743906,-0.00952487572466816,-0.009936560322376931,0.04230494670573941,-0.07637624583011635,0.0031437385777361646,-0.015737307250170914,-0.046703098278444606,0.03744533940565375,-0.02197584243395639,0.012106109165174704,0.023524144829477633,-0.004830380509195301,-0.1415625708088695,0.020887209919803206,0.016508114927832586,-0.03170319279189435,0.03238810910238001,0.01649394224905419,0.007698236636099881,0.019741905124572905,0.09941197991559929
NTS,,,,,,,-0.01926650454381885,-0.034328528407152004,-0.030795579238881456,-0.006541868631454937,-0.021143088445799707,,,,,,0.026997236424342645,0.011600026794691132,0.012299575119910507,,-0.04703738335302883,,
SFRP1,0.10789595459413565,-0.008187291197900183,0.02084035561129647,0.007050961408186036,,-0.022668179231374548,-0.04495768169573595,-0.043128956282118575,-0.009268684729771243,-0.02470322932087434,0.023292311326396198,0.015815896937438303,-0.025703518727111466,0.036065925603925394,-0.07434898647492175,0.027484272914299227,-0.003241723772203464,-0.015665367508177982,0.0530355837796033,0.003420073810784187,0.025886298083416512,0.021904657934787353,0.004622869235469483
CXCL13,,,,-0.0013808387105278066,-0.022670588722612846,,,,,,,0.03514243194922318,,,,,-0.03276687420127514,-0.07469808404032656,0.06050907865317183,,,-0.008520238844396316,
MICA,0.0013143492825762801,-0.02355004236966637,0.07795003709028245,0.08235515488325718,0.04652874431888903,0.060774818773833006,-0.031920789626522325,0.04327475116502885,0.010480885666681585,-0.04162151094440053,0.02873927265997764,0.031279004711634376,0.014553956075689326,0.06404302437655056,-0.06418176891853052,0.012980543842766203,-0.027718738857127046,0.0014800984721079933,-0.014229570554673082,0.005740843708215194,-0.0263309276280474,-0.0033899374372493704,0.06571337112119813
TG,-0.027625265994831255,-0.03311603706621623,-0.044499931944528885,0.004750921807159379,,0.02171324946425246,-0.022238625149925157,0.023577153957843003,0.052612660822670465,-0.0019833369263207745,,0.00032467045010916933,-0.024073742391400144,0.03374349731533018,0.0012190852495150566,0.00605799804241963,-0.05134452477675211,0.16357412676616995,-0.02784103757151974,,-0.011155849630806323,0.05727001963921526,
ADA,-0.08430292455900017,-0.04897320878298088,0.03585612324327907,-0.03412401551208295,0.2423305461670847,0.03417110566785477,0.03521110036369204,0.09601697236824722,-0.03332584299470763,-0.02903469195392455,0.05750685968331894,0.08153012471963783,0.018828979956409402,0.027947057778780395,0.02953292031958418,0.03951981496723613,-0.0693258634160587,0.02862967213637585,0.012738350414140173,0.016209350673007408,-0.0398802950236476,-0.02406634093846639,-0.06055410392642132
LAMC3,-0.03907936998769493,0.08509856237412465,-0.00230841889152504,-0.026042588594968677,0.017823753754774976,-0.014352418864811471,0.037373880635843786,0.1032988136243879,-0.02716532698542291,-0.08181639546840308,-0.05849701572030551,0.014186795497290213,0.0341164315929608,0.005135058621263051,0.05870908399954409,0.07911921347598129,-0.010258156088047156,0.003427171179522603,0.03321023673792332,0.03110214084158807,-0.10216734818121861,-0.017310512683979564,-0.05913903764026437
CCL7,,,-0.01797465182450357,,,-0.01768638948654288,,,,,,,,,,,-0.0417196841139211,,,,0.021065134249112293,0.01801432588119869,
NGF,,-0.023933839653740005,-0.030861584577887655,,,0.024401258511706575,-0.0035071753603695653,,,,-0.021143102367120626,0.04844050687072115,,,,-0.00805922567457742,0.008585836492532034,0.00213033105683831,0.028311528550962504,,-0.013427273222458826,0.02263091804124413,
TNFSF15,,-0.029609146676391446,,,,0.03812771424226323,0.00358117374071438,,,,,0.004386681504723322,,-0.05246200283350388,,0.05845798624078926,-0.007499870764348832,,0.08957281816602408,,0.036810172056064426,0.07189630565151882,
HMGB1,0.09187444743487314,0.0029236262633654435,-0.04772456233267241,0.02267508260021348,0.03253974165369737,-0.0860326750748966,0.0043266347085544376,0.075144178272895,-0.046522148089156314,0.08590925211160515,-0.03705889911766353,0.07202306228844149,-0.000510685499541316,0.016083383484856304,0.01249392876538255,-0.07897666518570384,0.03567053841913583,-0.024818718249448722,0.02709981523685475,-0.03429151370679346,0.03746379350536363,0.05561467693370856,0.04435034919944449
ITGB3BP,-0.027479790063483747,0.06295657475408879,0.020266487172258527,0.07597200455250572,0.01788232501646611,0.012592317772260279,0.03280052919294753,0.11231868619787823,0.047643059248693324,0.013345634782475585,0.02618960829931557,0.06070820816986455,-0.008248976696193342,-0.019200894188699778,0.07664778246571476,0.030865633770046693,0.02982078010427661,0.05852627687489435,0.019337633512102173,-0.03389597795891075,0.056178083617776264,-0.05636488644811294,-0.009604100819917234
AANAT,,-0.042897623169335014,-0.026078485145007067,,,-0.01792012801888963,,-0.009052912093836563,0.0728559005148779,0.021194550088237115,-0.019877625660741697,,0.05846665753348236,,-0.03245321035523653,-0.021980270789394293,-0.014415654988706762,-0.04705629158429976,,,0.06249027026502092,0.03630493196227624,
RELN,-0.022902077914975012,0.01906009301150108,-0.00614418663508841,-0.048407606877622585,-0.03516031202901635,-0.031105329116976995,0.019253242890857582,-0.06799843812097324,-0.030376776654133075,0.053629986785307365,-0.019157387575068015,,-0.013595164319522414,,,,,,0.03342053613075791,-0.04634109820495419,,-0.006206045248100759,-0.0025050374373415617
IL15,-0.026318963153197972,0.07597920909084437,0.09026559142502182,-0.01864699025940756,,0.029193230862649057,-0.018335243924522376,-0.008895856213189777,-0.03820611787736128,-0.029937878124768936,-0.04073369495922655,0.032304263519549146,-0.028054824818612357,0.0397209818129659,0.010513496166907846,-0.03715628515835394,0.006027021424313629,0.0045416658469206415,0.0924939401254918,-0.027033747114716285,0.007212731087926564,0.0030824569686511713,
UTS2,,,,,,,,0.05946921195089236,,,,,,0.04573293433219278,0.02246103614482807,,0.05235349176621742,,,,,,
BSG,-0.14122144962530442,-0.09643846162922041,-0.02826236953859465,-0.01280750476049494,0.023349469988880534,-0.002998127432734659,0.028140020362648864,0.0206320186287043,0.04341003160173086,0.024552185018045385,-0.010868475497654935,0.038114431583695235,0.052516779154955597,-0.09355064372539613,-0.06455506505638699,0.014611791368872197,-0.011198017315330974,-0.04122566750316417,-0.023720134607143117,0.009962659521479521,0.027359686879148897,-0.014096531223417788,0.05609839933917844
ADAMTS3,-0.014272184855724606,0.07891632106624583,0.003175325619144395,0.011399260109901933,,0.009541358283537088,0.045938334014861894,0.15466377404383475,0.04454138643028328,-0.023039060923528473,-0.03191879608211945,0.015705012413535353,-0.010042136415091841,0.07426065888982354,-0.14109601453235646,0.08027240413489484,0.02574059562502155,0.02780612695906236,0.06970253031771023,-0.031080901393488253,0.021953602271778606,0.055843259488924574,
CD34,-0.01488751204601285,0.020175213966610414,0.02381313530592364,0.046338528198711836,0.03578960464358298,-0.0038388560372784905,0.0767789826453035,0.15408944492784965,-0.010443645384613957,0.0252815721815231,-0.011378095988582127,0.05012898006722045,-0.01730152759806633,0.09059519084228801,0.046302505276858204,0.013213596202134545,0.0026995724466689517,0.01114778512948105,0.021817529361323248,-0.021432493403961535,-0.07509471185018395,-0.03395014760702502,0.02388675594475911
CCL23,,,,,,,,-0.028665666459486584,,,,,,0.11361395493454209,,,,,,,,,
PLAT,-0.018530696327509404,-0.02719368860773136,-0.010885863256293376,-0.009269784625959654,0.05514184168758327,-0.10626119924990629,0.02134591663176237,0.1315023103609781,0.027214930008554742,-0.0016283925623203272,0.0007017975178949779,0.04283330340085365,0.05533509434338404,0.06038685766527523,0.05303448811411166,0.022402306775100928,0.012920663376066358,-0.01797562201977973,-0.004680865831086847,0.010403018257896064,-0.023724701959922247,0.0070750746006375586,0.169810548459345
NTF3,,,,,,,,,,0.03209059611155571,,0.010094062055415609,,,,,0.04462553823032697,0.009442319222521093,0.11445206338508543,,,,
LTA,,,,0.021194947292541996,,0.07832385361444286,,,-0.022530583033878417,,,,-0.01616566876002253,,,,,,,,-0.03790210765604999,,
CKLF,-0.0190742927043684,0.02556595661356809,-0.02008830261872499,0.014469597440916762,0.02884661772986919,-0.015181990131637286,-0.01758391796826083,0.11511988780545879,0.06642936212731387,0.04333528645593275,0.023025137684648332,0.08367062066403502,0.003682205577792075,0.07711850711075602,-0.009560609299924572,0.08953447216488292,0.10243084556275842,0.07182962334420832,-0.06914282003257022,0.02619593859128387,0.017576862172493556,0.03095676909835888,-0.1458276181759836
APELA,,,,,,,,,,,,0.005345258838222322,,,,,,,,,,,
CD24,0.03497337252967121,-0.018060697543378128,0.00320623191761729,0.007856606430078152,-0.05831423841167507,-0.015460855569042389,-0.012249414082746482,0.0013119860477262485,-0.008866078826895198,0.003121971703571562,0.016428129919191164,0.004719305028649141,-0.0015585717044866623,0.039809964932951324,0.08542387430328052,0.05357038645384061,0.07874145256557562,-0.01308036750464783,0.1005107412668388,0.07362893628605026,0.005041560354597292,0.0005664194107147579,0.05751358704682373
HSP90AA1,0.10898211513057182,-0.04740269323017599,0.015942269340917532,0.011397217908674942,-0.0727435811925398,0.01866069639437624,0.006423974252106459,-0.17334074200846933,0.0551410801968388,0.08020781997995102,-0.018061157563814646,-0.022799345630111538,-0.004332272500389268,-0.06411144453143043,-0.009655402222864325,-0.074681508694727,-0.03848266773743057,-0.04570170481085594,-0.02718446222533199,0.06148670302612435,0.015306015151146867,0.048348966635049326,0.038544438399425486
BMP4,-0.02843040921731362,-0.03981082762313029,0.013695644353286452,-0.018173876612252587,0.0244175826207491,0.061297186127412535,-0.019084921743391214,0.00017289865713237295,-0.03246589586442012,-0.018915468702597426,0.037621478422535416,0.02755006404095502,-0.009548051124666892,0.16154108791731742,-0.01859607760294502,-0.013513848268079214,-0.011753661783181086,-0.005733265246112443,0.04736660718138066,,-0.047668053425722584,-0.006252649941793481,
SCGB3A1,,,0.11216319935012792,,-0.001026778975514646,,-0.0070992973795228065,,,0.015287411008730415,0.030024348395757162,0.09136806054844851,-0.019576288165391947,0.11439555189955604,0.0006470776421275615,,0.006939588309596534,0.009180935305241453,0.009120966481366972,,-0.016360804910211243,0.0032253010902333935,
IGFBP4,-0.04440681212332192,-0.019316224570082342,0.03322393496462296,0.03819783897827853,0.03481126111763063,-0.01504284623578602,-0.006691175855824998,0.1529694634486257,0.05181772335204044,-0.008362704522115317,-0.0032860609638895926,0.07288518142275584,0.0005033919033777652,0.03354051369628788,-0.005905765626830952,0.04170325399336889,-0.030836328176708862,-0.05079239529081901,0.025035158422729426,-0.004098984284559388,-0.0916489707486172,-0.048489402276617265,0.1988604936447695
RSPO4,,-0.029237638924634744,,-0.01556166014227601,,0.00017288718649988442,,,-0.0054091142602229955,-0.017382893904673853,,,0.014016109298701649,,,,,,0.049886528920666154,,-0.005061731905718559,-0.04277221313068498,
LEFTY2,0.04216837636080811,-0.048973234327484017,0.0028151429875098175,-0.017354775595354543,0.09908822197057515,0.021325706778530906,0.07670960102677188,0.14590893892357312,-0.03465433369646908,0.011362458682942929,-0.021143102367120626,-0.0008774580200665492,0.05674060982554558,0.05067914031784459,0.06115913196617699,0.09862141767401615,0.0171715482747422,0.010140220084221684,-0.0006920715039979198,-0.01833772853591762,-0.0006470825144601882,0.0453532845174418,
PF4,,,-0.01864581404970004,0.005383445094376446,,-0.015431026384358934,,,,,,,,,,,,-0.014466515755679862,,,-0.037394086606705734,-0.01176200216675294,
ANGPTL2,0.044070537511389826,0.004294412910671727,-0.04616728993471031,-0.009027344056997549,0.06642583348559968,-0.05442714389240866,-0.00590970903514398,0.10745104009983894,-0.02787094671908959,-0.05775330428593652,0.0372359588072363,-0.03764343309310751,0.017927022164635986,-0.037970747759751025,-0.0882048883582316,-0.02533267339854154,-0.011687718060707281,0.04458518405081244,0.015058977877821237,-0.003238890311562473,0.022416574299066336,0.0626769580071831,-0.011945318481148704
LRIG2,-0.0008375618617366282,0.03882240974066273,-0.03375242613696745,0.034772662165480715,-0.03762831533969113,0.004265835359538039,-0.013183909770070846,0.10910337349860154,0.04676296840289524,0.044355363453142276,0.02608354682683036,0.020198483197335755,-0.005634857441676071,0.0034223071767374804,-0.11069502284953749,0.042981161122836106,-0.01518972302011156,0.03807469240734965,0.05435789904675906,0.011398304793632985,0.08092923124113197,0.03665285249015683,0.072954344172274
ICOSLG,0.02107837052867381,-0.021323684798786716,-0.07273799830544414,-0.021644454948030523,0.05016326928251675,0.01841864641721511,-0.0020702620274507147,0.029700625545443518,0.010847551511891831,0.002003575238361544,-0.058731766730459774,0.043281850053477074,0.015722149076364173,0.0025921909188849784,-0.03745075277090172,0.06341251043360349,-0.009837804434180229,0.03085057598323287,-0.036960687815432346,-0.0460463366569672,0.0689054341400472,0.04556764213031838,-0.07734258856343307
WIF1,,0.01353971581570079,-0.03355011591861938,,0.04517208275760597,,-0.008034438552837737,-0.07178903564630205,-0.006069161993092186,-0.023915046286551837,0.0382352027886971,,0.05227739449017303,,,,,,0.0004013386157321568,-0.027509180120230414,,-0.053696514868743064,0.13189496663556796
NPPC,-0.054863546880091825,0.032938011781966786,0.021008323681893006,,-0.04186896751258567,-0.02393732731239899,-0.04490291461723115,0.048214301283266446,-0.03944541989440386,-0.02415796856417211,0.08398893460638772,,-0.018928413385842037,0.0317884007277336,-0.03505810395813068,-0.02631908603849927,-0.010344793955245093,0.014419831211943833,-0.02583312007044003,0.048630100650372744,,-0.02859360047988146,0.13394334838870506
LYZ,0.21012403523858753,-0.022120541659987777,0.026434354300735742,0.02765467179084159,0.003223045770438882,-0.05997225692090319,0.009126942600134415,0.08500574563807757,-0.02144713874366882,-0.01926462918731032,0.01892427521335317,0.097222838834368,-0.01157163768634187,0.0040242717178239915,0.03408157991393451,0.043363478950313394,0.04485069549329183,0.0099630638620228,0.04798817254260835,0.0440431136071221,-0.0356242829214493,0.014398295180782778,-0.08396383833497266
EREG,,,,,0.01078539471275729,,,,,,-0.021750073510150184,0.014748270552280958,,,,,-0.07389947400939156,-0.007885298239869516,0.005626704316352776,,0.04102899979656348,0.02455527525245743,
SPTAN1,-0.08379654449594443,-0.04483053935920401,-0.01779853772141903,-0.012126002899090512,-0.018994538735363133,-0.10358361172970715,0.026184728678690428,0.02113461735611642,-0.023912211347059828,0.019762316670528347,-0.010018008301663883,0.06714736677949353,0.044836787055117976,-0.023483808608553813,-0.021102190008420504,-0.04956961945660569,0.018410886391709937,-0.0034590886109475954,-0.06331920501016101,-0.014596845121793978,0.007903342305808797,0.0286280492929915,0.12057005972652082
PTH2,,,,,,,,,,,,,,,,,,,0.011714318195918004,,,,
LIPC,-0.03536861006975774,-0.05154063817154325,0.008282160314258947,0.003556548489164439,,-0.027730703674687596,0.02557572839783727,-0.030084542144124114,0.009739632025961304,,-0.038953985236268744,-0.02354667436859117,0.05779639225520225,-0.046379851363756344,-0.07956969890874997,-0.04029635335600635,,,,,-0.022851462222006527,0.05176784244099735,
COL8A1,0.07527069237295665,0.030124417078150608,0.026679480878223704,0.0009213757397495147,-0.012411806394989906,-0.040385602652279154,0.05732632492343499,0.0671291716653963,0.008056346130629907,-0.006146617793417287,-0.03239406456101774,-0.06200068408370578,0.010301418734267131,0.01372291270130749,0.0098809167246984,0.0045210801141797085,0.008431820153278886,-0.056603781540792666,0.02785817046357808,0.009990149570985318,0.004072706902276439,0.019152175637263815,
GSTM2,-0.04103005220138307,0.041440463930486955,-0.011614569085134762,-0.03417266603684397,-0.031216157972735855,0.0203911649510932,-0.015504917626657148,0.03753801180595284,0.04849390603038584,-0.03345039225903378,-0.03459375988069907,0.057872908213125206,0.04996418851091705,0.034898857241181525,0.0014734631073744001,0.0020769012426679083,0.03382566608901859,0.08508222617358802,0.014739295328821463,0.042570283157885046,0.047967922439856425,-0.01644685773358193,
IL4,,,,,,,,,,,,,,,-0.020366738794986915,,,,,,,,
SPX,-0.04700311714539048,-0.019274035859389,-0.01783412608007627,0.044071757830370484,,0.000752673431037322,0.05048007214116049,-0.01107786572390212,-0.032723077542265236,-0.0009554594091987226,0.05057240635093553,,-0.008581031762281638,-0.05798333363404984,,0.022097462403924635,-0.0005883812838237407,0.07282633412143122,-0.039958951621914866,-0.07407567956742848,-0.04931722266035122,-0.027757222918016744,0.03058034485427654
MFGE8,-0.013023574848113678,0.03130114843616827,0.006235022550418819,0.007789107141911593,0.048538435594198265,-0.02919564519231252,-0.015549614163346433,0.03471136432226909,0.10508904018863578,-0.04874470848608105,0.03559738564128762,-0.00941664491153423,0.03937123458714955,0.06598168318719855,-0.0685915385336161,0.023019649767538824,-0.010080905251173267,-0.030134123630334637,-0.003679484122853641,0.04435318906066638,-0.026169116979390308,-0.03610084581833098,0.13771450511532835
TGFA,0.0017995818380134982,-0.008658857728594316,0.039697994702536765,0.02041172128554833,0.14834498241176886,0.003979062633971806,-0.001824566951564929,0.027566648233687718,0.02743148401255311,0.02858073561797118,-0.047077987679548156,0.06030483045311681,0.035989928030616,0.014648043168804494,-0.11762254148926607,0.08656548386951436,0.012339595302926188,0.05796420746590525,-0.004345650187698129,0.057046426473878094,0.03817707682570746,-0.02093069665243738,-0.051833098485012344
SLIT2,-0.028430404668021794,-0.040131557668993866,-0.004171124538689988,-0.01506569496405054,-0.02480502344753059,0.026011967780718643,0.06133209438042072,-0.03992990736108479,-0.054108286142082435,-0.01967402476083516,0.0546586432366797,0.0074473035344129095,0.004229354654590187,0.07854754357945706,-0.016863140636409972,-0.02976455871988687,0.020246886722707212,0.021454092939693116,0.022857082153895772,-0.013994312231536375,-0.011922026965980758,-0.04144727970607628,0.03420620517268359
