,UKF243,UKF248,UKF269,UKF275,UKF334,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
MICA,0.020782287959466586,0.018991916757703016,0.04262634651749796,-0.035794748094657866,0.012838822085546299,0.04659693839704917,0.027148033595581114,0.01644568169648398,0.1182637395593492,-0.00028482137173237247
TG,-0.026448331276051142,0.08378724001145482,0.008271637657143793,-0.01585967376764452,-0.020945896556238016,-0.018442462539707927,,0.04281345720046764,-0.036695300622123124,-0.04164561654360188
ADA,0.02189761849655997,0.018050941333941976,0.05497626148765862,-0.002906802425975657,0.01792916317607254,-0.06323194019268463,-0.006657949781516904,-0.0033222791952465802,0.16726229482329957,-0.024511770381546276
LAMC3,-0.03196759133022513,0.0066561244609556584,0.11482583030939479,-0.005820929718391631,-0.008110828480726421,0.02258793541989553,0.06152362626350549,0.037472836811036844,0.13448037294117843,-0.009831606990398156
CCL7,,0.07039847751437357,,,,-0.020802258247231642,,,-0.008307128883503516,-0.005799709873368039
NGF,-0.019114911563973897,-0.027339905732299746,,,,0.01264437354857259,,0.0230649382965763,0.024467501968945683,-0.013298894008674593
TNFSF15,-0.023647531210710362,,,,,-0.02027986589891381,,-0.017001711154590714,0.061260053843705795,-0.0009335925408024441
HMGB1,0.01607075325253619,0.03381272976290947,0.048154215647877016,0.020584592406211702,-0.005104209608314803,0.009111403619029177,-0.007568846089060044,0.09266875789452864,-0.04777125352171734,0.01803886040138371
ITGB3BP,0.057921446085529744,0.04792903408259177,0.0268003703240978,0.02145237460653919,0.05860279319361644,-0.0292458290713981,0.09201798431602984,0.0432350484533654,0.02830141772807904,0.031502418136238594
AANAT,0.0008138759536575157,0.022623109471027802,-0.011891493989503517,-0.014262697303464704,0.01739745739464872,-0.01824945015050677,-0.031811297397480724,,-0.026358814675461546,-0.011257794520822794
RELN,-0.015270397098145719,-0.034009506089973086,-0.02417434666570967,0.003518516285215559,-0.020707583267329018,,-0.013109767463786082,-0.020536224559728374,,-0.009932184469521394
IL15,0.016567663271022517,0.08161485786692148,0.16028903752228388,0.010535281475761079,0.020760745450876004,-0.005153373631386482,-0.03961519555507353,-0.0021150465261643636,0.037253098490810474,0.05210917522659696
UTS2,,,0.06232094120365177,,,-0.01554074243640084,,,,
BSG,0.01418286989292133,0.030394478397682376,0.04684577446953239,0.012876942676295886,0.03387545169400806,-0.017759725798663605,0.05709715889742601,0.029993172187390893,0.1097565593431619,-0.05886205387686938
ADAMTS3,-0.015320473071797111,0.020410513186324433,0.12338112503150749,0.047988375404635415,-0.005679928731327906,0.04905668218541708,0.06105924133658276,-0.04764952081186708,0.017742360262061288,0.014930422211552564
CD34,0.02643702202021625,-0.02146612180257896,0.06386254288381871,0.018520153692105096,-0.004319585350243616,-0.011714617366969783,0.007490924686694306,0.01091832056346554,0.10433414691854695,-0.04059748931060908
CCL23,,,0.2407185588761673,,,,,,,
PLAT,0.039222944049977136,0.02429315880263088,0.10461198958071131,0.04341047867107246,0.05725829704463599,0.08421249263258512,-0.0197422588626618,0.031245218723090596,0.031095504584656805,-0.039797564208532275
NTF3,,,,,,0.06677258856490846,,-0.03197652352237729,,
LTA,,,,-0.013736463908757535,-0.017347634531604417,,,,0.09745031741413732,
CKLF,-0.01819024613877221,0.017501869598057336,0.12207730862059228,0.06329236441150236,0.07806141274205447,0.004977749087563401,0.023849691392587566,0.01532205124632169,-0.03530703607909187,0.03025301767586103
CD24,-0.01752392167106742,0.04314312595108238,-0.0071944617528838595,-0.026386572226294366,0.0018498354691376556,0.01755785408896947,-0.021019758885130056,-0.021974513309893185,-0.004736993215466544,0.10296910591149931
HSP90AA1,-0.03588141642582634,0.03954862123238834,-0.052841032621096407,-0.0006697421119546033,0.013141034405714836,0.012655880424946185,0.021426169149282158,0.010619693627360543,-0.07069345253798295,-0.005657741096574046
BMP4,0.07623335862197012,-0.043379658692849946,-0.01566033232621768,0.013059671278299191,-0.01478197636139283,0.009538136403952863,0.00031186129350511694,0.004146101619589562,0.127461467445244,-0.000591596453818259
SCGB3A1,,-0.015923525769414696,,,-0.012104949963281547,-0.03166191646535517,,0.009472069574384706,0.022629326433651828,-0.020062240811536042
IGFBP4,-0.010029172127598275,0.01757937623701238,0.0659661578970092,0.049700670925887945,0.03695598313756523,0.052026133771778664,0.04587639801131408,0.0265698415193962,0.15740982597773226,-0.0197884216558819
RSPO4,-0.02335082420828627,,,0.05264275143074684,-0.024063900165168663,,,-0.023777889388495833,-0.028694182996262613,-0.03587149191849487
LEFTY2,-0.03911278159772186,0.06337421736934126,0.09595577938949322,-0.009964955081388368,0.010281239103041186,-0.017658761582179997,0.03397749621213513,-0.032336358661913006,0.044206656263690115,0.023226411662511045
PF4,,0.004052956032078065,,,,,,,-0.01129409008815566,0.08753400338788339
ANGPTL2,-0.055206175823529574,0.014075374034320675,0.10854853710730807,-0.009516549278797097,0.028599770148544364,-0.05047609362813633,0.02800459548010866,-0.00014557393614236734,0.07133767232100763,0.023590034587450227
LRIG2,0.05228737884204091,0.020274895159185936,0.07409400052962563,-0.02703860717581227,0.017062322194183466,-0.07600639973132023,0.0027192266443035492,0.02905346128774478,0.00936282275154965,0.007654979627978163
ICOSLG,0.02504147341293608,0.011884211683927854,0.03218078644892577,0.025527942572194224,0.03201122671174174,0.038193899547516015,0.06851061907347289,0.024797255453182888,0.019479250277660322,0.03140389917925922
WIF1,0.03184672942944344,-0.029721643236037796,-0.03313258739628411,-0.012328566084821505,0.0020748347105429576,,,-0.022103851358295522,,-0.04007999455999744
NPPC,0.040835240063360125,0.022337790413094156,-0.03201737700188055,-0.0010513270824556204,0.04587662446930173,-0.031054020216063866,0.17143003259922732,0.0031360838892720623,,-0.052036724473693265
LYZ,0.0071464935929070215,-0.00020430576991300109,0.06855642139624327,-0.00405690965747888,-0.011150499723941686,0.042936913256086624,-0.027535744550186477,-0.055229665464592084,0.04840363948964409,0.004677776487984093
EREG,,,,,,0.0006893725093321962,,0.00951201696951419,0.03714343886845476,-0.0323516191674917
SPTAN1,-0.025374954717703832,-0.002819206565430662,-0.0015298683705202334,0.026223181622505077,-0.008404485848051667,0.045477744855480985,-0.033959341624081804,-0.04506170929139107,0.05813830446461823,-0.00026296279871438916
PTH2,,,,,,,,0.030806119057627254,,
LIPC,-0.048974464719219776,0.04888791530497433,-0.017823133178790335,0.049696532042320905,-0.014904196403607002,,-0.02360271278571461,,-0.016177349768300323,-0.032107629723165075
COL8A1,-0.019255924323691973,0.03938944599768865,0.04529259467165847,0.0009340715685931798,0.02683960540940771,-0.0550019901348249,0.030464854660581,-0.007802318004044173,0.010421855710196366,0.008283015086559369
GSTM2,0.021034504098579255,-0.03289813158504714,0.012446087545673449,-0.03798444311016047,0.024453698186192918,0.03974836468896052,-0.013051082260193829,-0.01924368432603375,-0.03170043993863896,0.014827137372758812
SPX,0.05150651198089153,0.053225843818249644,-0.005470050917221425,-0.03896384856467891,0.002625535562328588,0.14378612130800034,-0.04146775482024241,-0.05851609094284039,0.034929657280507724,0.059832208230192946
MFGE8,0.0009157588013823568,-0.025090533027494907,0.06379428409025191,-0.0057929222063628685,0.03037189426071848,-0.04758226868479239,0.005274253569549284,0.021569120300267898,0.10484586296135114,0.0033854078245217517
TGFA,0.09646608310626865,0.054816662501401,0.009336020425268068,0.045396684015697096,0.001355924153735989,0.016631563068548693,0.01736773055319509,-0.05344905070935303,0.023084818918693253,-0.020963104130770766
SLIT2,0.016281478130382065,0.00667584824821604,-0.029791541845094135,-0.04111300189278081,0.015168936970273644,0.030626206689837798,-0.011721143585294606,0.07559665797869965,0.020248804514807952,-0.024462527542944715
PLTP,-0.05614695361337305,-0.005213301493813671,0.08607645112804736,0.008890371691145066,0.04166656813990727,0.020768835544531926,0.032201899424095556,0.02293647419268857,0.03868018274094589,-0.03893867302182287
APOD,-0.003154590466012958,-0.0300608566841662,0.0064985332678056925,-0.020296364186701926,-0.062422507671899725,-0.021409692271683534,0.001147922048587056,0.011778566019659573,-0.025308481596642986,-0.001994030067265967
B2M,-0.015690266252667017,-0.000151536178013557,0.11434432791736907,0.007763717694161344,-0.0017248177210868341,-0.014265386730751091,0.026109302755445124,0.0025005034472476385,0.04706088938763246,-0.012993533772580291
OMG,-0.028217974000975518,-0.009844223356982028,-0.0507989537602824,-0.006195677685948095,-0.04070656433347075,-0.07029096291058905,-0.020177400592933648,0.07105079409702686,0.042980344404132356,-0.0015882174638805484
CXCL3,0.023996650975109862,-0.04079095530128575,-0.015612963164095835,-0.009313870261410059,-0.012493438283254525,-0.02412465066330203,-0.022401530946871275,-0.03487283010499128,-0.033473231800479696,-0.004526341080682904
CXCL10,0.012062101678376501,-0.0036507283118695647,0.06375767199208861,0.03965067780035506,-0.019853585360021825,-0.021481000311905682,-0.030179640547006323,-0.03249029774671782,0.022222858218483566,-0.030438991821272028
RSPO3,,0.04174782109939014,-0.019526463669812907,0.01005931260084196,-0.013055402218564827,0.01764549481266643,,0.010509699053601038,-0.02528165253393491,-0.02989753917525441
CORT,-0.026180388082789285,-0.005510024264100447,-0.033794920170053845,-0.02719510275838594,0.07993343516560796,-0.023720079454371486,,0.03853264496099193,,
NCAN,-0.020281874339809526,0.03736877863708421,0.06328640381809285,0.03829280255215512,0.018286878777410198,-0.011585241110467825,-0.01864137654454529,0.0013591650139885027,-0.025831264742955714,0.09496611241040742
PRG4,-0.03573008283392693,-0.023947083476598772,0.02789934552822645,-0.0204171331147876,-0.015263923331100718,0.07367536057565906,,0.017767163617085788,-0.012756939563099938,0.049931687303593424
ZG16B,,-0.022081124215297263,0.0656928055115408,-0.01091486755085125,,,,,-0.03152349990137479,-0.023972326443696592
TGM2,0.00042497612242889274,-0.007514559369346159,0.08014884063439837,0.01927472625374592,-0.007326083340211233,-0.028728921901001694,0.009013635574596921,0.04584607368668881,0.10117074642745177,0.02809712591453898
VEGFC,0.0625933695054286,-0.0304055865644963,-0.022301658991724052,0.009573335899872411,-0.015577442177286108,-0.010949811187943406,0.07319395134366916,-0.01072989809360153,0.004606969003412954,-0.0015815245569465424
WNT6,0.003790770880836616,0.0021986876471229992,0.029764044290328567,0.011124120470792257,0.01130096342136053,-0.0008140223963751685,,0.016630144247062082,-0.0039089588581618815,0.10314229232537497
NRG4,0.024300035476204563,-0.014666127735968187,-0.021068982848135426,-0.020969227839597978,0.0005144526500864355,,0.1220822628087982,-0.00785083879013576,-0.025281655367404985,0.06446950925927857
PMCH,,-0.016903501486962028,,-0.015976343009491033,,-0.021144063574470788,,-0.01807843197810123,0.05956779451517334,0.07223468006455197
COL9A1,-0.03774893407627615,-0.01109330400175105,-0.023262159255535736,-0.01977673348136384,0.04283753838456368,-0.06683764104446162,0.02138089600398801,0.05197241440003378,0.07009937177105642,0.04938428823491451
GDF11,0.11879625397933048,0.0005281226333708931,0.03384883186470056,0.021576969123103158,0.049593024892504105,-0.009285674983667343,0.023086748850601576,0.08944952738991219,0.07860562092473668,-0.035818001238297356
RAET1E,,,,,,,,,-0.02773379630703642,
IL24,,,,,,-0.015764504294099084,,,,-0.041645592629526385
SORBS1,-0.03478379329844518,0.059208897193092844,-0.032930150930516086,-0.012169915762457625,0.023630005082848897,0.003804726643684385,0.05793461698544464,0.0706678166201837,-0.03410424877250272,0.06934015768754412
DLL1,-0.0040772881182051255,0.019932995796844682,0.0381439948827326,-0.03681212787164356,-0.0020650432798238086,-0.0502554042905014,0.032354242439162524,-0.0014993345808759998,0.03351040351719924,0.023158681201646186
TLN1,-0.04910035983651394,-0.05367294121442028,0.08750207845718636,0.041377330528743816,0.03572408102783773,0.03311396650745059,0.026240084669999587,-0.029286442317090402,0.04926658342826321,-0.055963025328253826
COL2A1,0.022516594392197865,-0.011930076269020057,-0.015612968477360238,,0.014193386848425927,0.002699843329911214,,0.002120358489831353,0.06048208014875568,-0.0335613239072198
SHH,,,-0.012273690298082797,0.002221110227362595,-0.012104948905233563,-0.00086305951029963,0.021661884115618733,0.014104862967396603,-0.06814698239022068,0.04620393400428053
PON2,0.025244258054887763,0.06004616870994158,0.06397580754748657,0.014866093698525751,-0.010208034406565182,-0.05067344720892077,-0.03367167468527882,0.06799305621500679,-0.016232770108472183,0.022567668899309872
ICAM5,-0.026259991560908618,-0.026950880112066755,-0.030509266148883725,-0.019771734940996984,0.02178281060182995,0.04535346256771897,,-0.015154236505137926,0.05812578180066713,-0.04686870470871599
HPX,-0.00903073535391115,0.04896077239975036,0.029729747367442712,-0.021419751088300885,-0.030768364191519945,0.008921342789391213,0.036489784859982506,0.011945354170638176,-0.00820359436428596,-0.030881618442387345
SFRP2,-0.032290851257368296,-0.021170369945678114,-0.012460600117074757,-0.017851961836265313,-0.009084479119268537,0.000585166422893888,-0.05348904302266632,0.01092955724157963,0.061275597240792894,0.003466063956943597
CFC1,,,,-0.013736464738923006,,,,,,-0.032961443088399385
CD70,,-0.0024068922363227347,,-0.014165713578126226,,0.030710758881449904,,-0.03682951683167433,-0.02727371261786516,0.014339771497842053
HP,-0.02190577128137238,0.05274489706586859,0.046431168115425865,0.08328360307758116,-0.017550460332021456,-0.04094505633374141,-0.030387675776227946,-0.028845948193903872,0.0331202543465522,-0.035801792291384256
CXCL2,-0.007642783343820344,-0.0121074210354916,0.034093806611082876,0.03102382086428191,-0.023958603241243177,-0.02460427781424729,-0.02708156892554271,-0.016378860078048632,-0.021534216705977147,-0.04373409775163708
NPPB,,0.0466803974609462,,-0.012028207169398841,0.06947079426240156,-0.020917701538407427,,-0.027020085081402707,-0.008761643621844978,
CCK,0.060379869318171915,0.04388635472522694,-0.07573412695768687,-0.08634406989459342,-0.027585977919477013,0.042497051975591615,0.047942301216803034,0.012720636825821544,0.0156843214482188,0.02051249786562241
SEMA6A,-0.035200733510831625,0.06668318116501273,0.044569562648635014,-0.007258844435191316,-0.0002472929322589477,-0.009312048682735491,0.040663500318848605,-0.01106468136694406,-0.06932113324167055,0.09123361918618225
IRAK4,-0.0289112489705132,0.013247673210336524,0.06897502014740733,0.014250479355430416,0.014226710423341006,-0.006560068280586994,0.03387768283862483,0.10494878764048174,0.08173066224705008,0.02193943785135071
GSTP1,0.004361749833586156,-0.031413116713032686,0.08573399705027153,-0.040257062490695786,0.034531654487857576,0.05548726033300099,-0.008353922700336799,-0.012842381973485858,0.009210031529958704,-0.015759279502875298
VCAM1,-0.02144986033367979,-0.026609185908320517,0.07276932792363282,-0.011896072983348702,-0.005660867900749236,-0.025250195864395142,-0.007152999569516621,0.04102029361856074,0.06894510564676992,0.008563742116534176
NXPH3,0.028797147966271527,-0.0024938862690820057,-0.043017254358632025,-0.020594196751644277,0.005748100140338871,-0.04100736775659021,0.00352867963056604,-0.006994284823525323,0.085060248442601,-0.06558557258490706
MTMR4,0.04781201431641657,0.05367156879122915,0.016245603334194652,-0.014090619911985605,0.025101255500275813,0.034749015528720194,0.00628842990534925,-0.010002353378667514,0.034415070858998385,0.08137843308435104
LAMC2,-0.022127704816416606,-0.01612402014539571,,-0.015142170909140459,,-0.019381019951725358,-0.022939962239837776,-0.017547938069057266,0.040862399452854546,-0.035871511665654644
IL10,-0.01876288443837693,-0.03406828225923944,-0.020487700640535685,-0.04734437560722402,-0.013944026418016018,0.024841697095379946,-0.022127796614093868,0.028920605497284257,0.02622484231994721,0.011327349890295258
SEMA4D,0.020034569914612905,0.013731598968328844,-0.03497885392669451,0.05159772758441798,-0.011165769676420481,0.025886993768032884,0.02024258366834178,0.022269101967713676,0.032742401317784435,0.06031842605915207
TRH,-0.04318139005627076,-0.0722358961457463,0.02977591449918041,0.08414133558640043,-0.00794034902412627,0.05618077753231069,-0.02051440874124694,-0.030473962428882024,-0.014155179542048016,0.022028702079020215
SEMA6D,-0.041618356446054224,0.08550626688210057,0.07918507932063165,0.00982282627994575,0.005638080135099688,0.0184329037681319,-0.054064351258360906,-0.023480739389444318,-0.03224715714524788,0.041384254248239646
CEL,,,,,,0.012795421405464169,0.09626729474529658,-0.026571227633553934,0.01587357548829204,-0.011250094692847323
PDCD1LG2,-0.04040932023578839,0.04173753609303547,0.08419109697801307,0.003896038777334731,0.03404636682372933,-0.02908431695814881,0.041769836890981626,0.0594510912367799,0.06294525433310158,-0.05448857977091747
SPINT1,-0.03426043599062634,-0.007076481070239683,0.1096572225536808,-0.003659092517050062,-0.02046682889056029,-0.0234551801945965,-0.001635967305952717,-0.02788289291255166,-0.01968658239104589,-0.0052743114194457215
CTHRC1,0.027033331747135673,-0.015436075882004083,0.0842339920681618,-0.0007946349144954554,0.0358891649608162,0.016316822449983868,-0.008772729645149809,-0.016841912939981527,0.10857364616954923,0.0004023731450023522
PODXL,0.034397810273134335,-0.013502374338037531,0.10450591423047223,0.048280424312991795,0.0035799219744488547,0.07309977160370744,0.051883470537128294,0.05415348575857581,0.10855372769243953,-0.016315260561544868
JAM3,0.010478546381730193,0.046138563781963404,0.07432681124292685,0.011062669201603951,0.055281813382819955,0.09321705444399404,-0.08162821197189167,0.0062946544736353655,0.07945650843001499,0.07090161729369301
TGFB2,-0.021311760075765834,0.06483951832094081,0.11768994111546757,0.04078543745242653,0.0796674174886217,0.05083489354294546,-0.01791188456675727,0.0058606759383339705,-0.050904574034439584,0.0205979982950017
COL18A1,-0.047504407070609406,-0.007058408370214635,0.08847549677009066,0.03309507058673504,0.007265385660547527,-0.004828665935080884,0.046753132178384976,0.032743560188966556,0.13456578738086153,0.05570913988968024
NODAL,,0.009116535668727914,0.11346964123700135,,-0.021415458701672167,-0.02356636116886427,-0.03450906701394559,0.09153221135078671,0.08266252211732536,-0.0617098781914142
INHBB,0.013350297186355328,-0.012099761089514412,0.05566096884484304,4.205693735935806e-06,0.07823697391433772,0.007845682601500495,-0.05673229563908459,0.08368457635917469,-0.03235230987622971,0.03698310083662451
LCN1,,-0.016124023773365893,-0.013701285470769856,,,-0.025066634309779928,,,-0.02904787332088332,-0.02516080494924364
ARF4,-0.011860681148257326,-0.013692507586056016,0.022326714314954456,0.043937811278478574,0.00614085174335432,0.034015765341903495,-0.03864071773588299,0.00820880137763426,0.03889615626945816,-0.0334676705826854
CXCL14,-0.0004801683566877634,0.006787771242056617,-0.020487003124514604,0.0021955365532939997,-0.02523569578013228,0.060510791201324965,0.04690929464062123,-0.05049362722153501,-0.007838990392634458,0.041066725169530374
LIF,0.05672538716313868,0.012906120976400952,0.02954977687247608,-8.026912740609431e-05,-0.02579811435415278,0.014528058491791028,0.06877742779158513,0.05252796527256755,-0.010371300543703143,-0.013302199856542303
IL17B,-0.02644834351768834,,0.013175555928668108,,,-0.02181327498402456,,-0.024965689529121576,0.03270531947725506,0.04120704304228418
MMP1,,0.009727043574193593,,,,-0.034463276266008286,,0.06285709408342895,0.11162532976648955,-0.030593898474463335
MATN1,-0.020838829723632442,0.0893236638810705,-0.0143648663344774,-0.012179272019504476,-0.012683403219678509,-0.03154106657266469,-0.023204880412840048,0.04692930447823522,0.058877640790088386,-0.006529850245374948
ADAM28,-0.003601361608809179,0.0023576296840798574,0.05101599928226864,-0.04085009252382944,-0.009416140223565505,-0.018568285455280376,0.025672755573673055,-0.03709188219371171,0.03624382422460665,0.05985697790387412
TCN2,-0.028378374349239673,-0.04273437894083724,0.050583686173338395,-0.06662139633991532,0.019286037899505944,-0.02089930461352197,0.0352614066077964,0.0012216677750036193,0.07937980188580412,-0.00955665291633588
THPO,,0.0879200809324093,0.07051170509185374,-0.025003517354992955,-0.012683404676652986,,,-0.022319429922321242,-0.026992396883943653,-0.03885054906367235
CUBN,0.07963766302497746,0.025149579874420392,0.08934689019771688,0.001499939464900984,0.05133506060956151,-0.05253296118656776,0.01033351064815065,0.012703641815250888,0.0478829363766543,0.08274642733011958
TIMP3,-0.006058879496159671,0.01125237833577478,-0.007207123685976525,-0.021463245154388185,-0.05820895424924758,-0.07219649048047876,-0.03825335603441056,0.03324424089064007,0.12450393101189823,0.0054806150981043696
PIGF,0.06097811056962463,0.06792041052494757,0.045642101453687633,0.05930280813522641,0.02887890275804546,-0.03719933030699625,-0.006891714003412681,-0.021114576610144126,0.015409452038795854,-0.01939950528743818
CRH,,0.016488461796851483,-0.0210689741124076,-0.01917301712439625,-0.017347630791695358,0.01449577871299981,0.11488198992088897,-0.04494171856064139,-0.013265855527161868,0.030128497097825172
BDNF,-0.03774890697335234,0.03969966830682666,-0.02851190797431438,0.008630136708646721,0.057762916029412976,0.01608058097271268,0.08301340906196479,-0.016171914937473077,0.011782684485885219,0.02509022764228646
CCL5,0.1055817200980358,0.014449781700570657,0.045771133565570665,0.008471913177676782,-0.017206563694177102,0.01989397079734334,-0.044807856064580674,0.08752536086390122,0.08144632199165172,0.041403361168392404
GAD1,-0.0057876788718284385,-0.0033224271862511605,-0.03834414064171112,-0.027827532622193268,-0.017307073886989446,0.01210352547299232,0.021094791237589946,-0.02065384914049157,-0.02170530913625861,-0.055317181110206094
COL14A1,-0.04126432758146678,-0.038207284888505465,-0.00835384548616224,-0.005240559561079102,-0.04248919721498138,0.009026683149983648,0.11657801160206109,0.01602890580659899,0.08041723516168187,0.07713005382104501
HLA-A,0.001178438378502982,-0.03586353105585707,0.08857070870495022,0.016001474320104826,0.009326214219669162,0.04082686405068516,0.026719307179141602,0.0402843519555955,0.05599612763006276,-0.01528728276088503
CD5L,,-0.018891211367133648,,,,,,,,
FGF18,,-0.01709313181370316,,-0.013050569794720393,,-0.025788516017371692,,0.043212641211664606,-0.028724596720777224,-0.03558995976333484
ADM,0.029827736048216504,-0.021622295867785326,0.0297514933047557,0.001310047181849308,0.038324501157498324,0.031141869547516778,-0.020263128694383868,0.008928976774671396,-0.0060839617715090916,-0.04348726993549213
CCL15,,0.06705883439433762,,,,,,,-0.02491284050594636,
GNAI2,0.01361262366760537,-0.048451677967351066,0.07780607594633207,5.048104925725299e-05,-0.029424158799088204,0.02687541893167614,0.05405175462071687,0.07664627065464756,0.13490777730949788,0.05742963049848508
HDC,,,-0.003744148294220301,,,,,,0.002209807445763716,-0.02592470763017778
COL11A1,,-0.010910777643534238,-0.02491009028690647,-0.02492514738857198,-0.029396244793022108,0.034176231449952944,0.04570840774299248,0.06807013658094091,0.05511573448158926,-0.026309059062830903
