,UKF260,ZH1007nec,ZH1019inf
IBSP,0.06328217529255248,0.05643317143121201,-0.02715949965323254
FAT4,0.0927089900109168,0.002336945303100947,-0.0388225033146662
MDK,-0.07343140796055904,0.042321265538899554,0.021569003954959174
CAMP,0.16370247961091092,,
HSPA1A,-0.005573948304601998,-0.09859376603260293,-0.009544336702291493
SEMA3F,0.024523522545254646,0.022596824051168335,-0.026808189523641782
ARF6,0.061831358179228774,0.0547789850511595,0.004678899396612913
IL6,0.023897290137792133,-0.0037813143475482662,
CALM1,-0.02133866588823112,0.06632887623641909,0.11981522858610724
VIP,-0.030499966420383835,,
NMB,0.05240617094518863,0.1900016022917698,0.031722129687982076
CCL26,-0.020152401579272058,-0.026949227392852926,-0.012398702966864773
FBLN1,0.07242610577742335,0.0064584187770479005,0.00968966368276199
SAA1,0.00969105344179338,0.06335877558830155,-0.03278297819058058
MICB,-0.023010793820593577,-0.0026135201797151523,-0.040803618621797585
MMP13,,,-0.023136845512459665
F13A1,0.003734665947295761,-0.06142327420909429,-0.03484821857215364
CXCL11,-0.016975007980482272,-0.03975561706986729,
COL5A2,-0.010610195715249359,-0.033255826948073906,0.0512727004952479
EFNA5,-0.021291056864406542,0.03933101890583926,-0.022786332769451873
AREG,0.027944800125116877,,
EDIL3,0.04755722614768911,0.08216934349568814,0.024250051697972324
CD86,0.010102949387417829,0.0764312616094811,0.023964316083061304
AHSG,-0.019795256092305133,0.052639548839362435,
HRAS,-0.0566495457796047,-0.014073058953114462,-0.043892930048080286
C1QTNF5,,-0.005644162439404657,-0.0399322855973326
RLN1,,-0.03914574979200769,
COL4A1,0.029861291657272745,-0.03707359944107919,0.056202370295417886
CCL3,0.07718161253196985,-0.051777133970142865,0.07213989765384382
BGN,0.046092988972258955,-0.035375898454622946,0.07650042494300044
RETN,-0.005538868721165563,0.02205460734920372,
S100A9,0.00878518401709163,0.06207618342839199,0.0044475796575707376
HCRT,0.0005187200183734542,-0.010738615501194645,-0.011682754992751452
FADD,-0.029530356053902248,-0.0010073691298884647,0.03179935324767345
ACTR2,-0.020656932278389058,0.01428657786566261,-0.019319870903723158
BMP2,0.02010268278115065,0.1000817156725824,-0.023656241972160798
PDYN,-0.043855176860208275,,
CD55,-0.025229822732350273,0.04724452809192466,-0.0216965266417687
OSTN,-0.014138104029667226,,
CD6,-0.017784051054293884,-0.040357479371518214,0.06377423873272368
IL16,-0.057487454579060314,-0.01290549641703798,-0.009444844867377152
LAMA5,0.026644843681201368,0.016701269566248834,-0.0036975971377678327
RGMB,0.050773241563660566,-0.0035310465701671053,-0.02770620993719446
INSL5,-0.012589295833821654,,-0.025785343302107154
IL12A,-0.020270219676331663,0.13070224793084612,
S100A8,0.054119183708398834,0.035116837852292485,-0.03634952112810425
TAC3,-0.03382013155908706,,
TAC4,,,0.12699881882748204
MFAP5,,,-0.03330348203852791
CXCL16,0.006252422935418232,-0.008411270008720594,-0.004749374595314886
AGRN,-0.0030364168161749,-0.007811726061896223,-0.021734722045351703
COL4A6,0.04739002060373242,-0.0605718036203782,-0.05511157086854113
FST,-0.0539968261932415,0.07449472313380781,-0.031277437119414185
MEGF10,0.04907063772360919,0.005936025843254118,-0.07663012681872942
C1QB,0.06737395412518553,0.08321284055114862,0.06421621606001168
HLA-B,-0.010331557280522308,-0.05004062643279412,0.012197500873282103
PDGFA,-0.04791761518992493,0.05069997772724867,0.0027892285461959833
LAMA3,-0.032473062565883615,,-0.034356873604606764
DKK1,0.013203460114115707,-0.047899814999843075,-0.028789297654402482
INHBA,0.04142923137497102,-0.02918881544338676,-0.04856088279624211
IL7,0.08349805607194476,,0.07491406592768253
FABP5,0.027803865355095273,0.18319790591494386,0.063906896134984
CCL4,0.08676632955736187,0.01245873547779612,-0.007204430748742046
FBN1,0.01848087186454222,-0.10416818685232584,-0.02457016650284224
TCTN1,-0.004839461608890131,0.08206262271344675,-0.010018028854121105
BMP7,0.013244653101010601,0.003899872855535073,0.04274214679329901
NLGN2,0.03202287624465468,0.0526666792067492,0.04062182223638914
CCL25,,-0.02409680219832368,
NPNT,-0.03036071386155463,0.029792558263525386,0.010880231798351174
KITLG,0.05647063118056421,0.06783026140183396,0.06179208917045254
MADCAM1,-0.014777314743667084,-0.06035586780271957,-0.003974345866324397
F12,-0.02742227816905128,0.08238193363323892,-0.040369716885845175
S100B,-0.012778346549381519,0.07034050256119877,0.04551720542920723
IL27,-0.013808116815228436,0.0725732136947593,
CD99,0.0292199041396142,0.05941254935749367,-0.016233473554475866
PDGFB,-0.013542873599509304,-0.0716617043963399,-0.004263811363358714
CLEC2D,0.039787533351817554,0.051065038780408974,-0.010047715964762349
F8,0.031430444430879556,0.02977479407872269,0.0182396173889718
C3,0.014409982189763278,0.0928497549807878,0.013921958737862821
DLK2,-0.02283324128991847,-0.04348063595003567,-0.002383507017516739
TSLP,-0.023233429092023417,0.11401306729943098,
OSM,0.05983292191665713,0.1292255869488193,-0.0032109573829421606
PRND,,,0.05821463563565138
SLPI,0.04209644443832779,-0.05334289295671838,0.0747854913988254
AFDN,-0.03233198868378519,-0.08629681789837093,-0.05822462814244489
KISS1,,-0.04269196875610687,
ULBP2,-0.023771423980523818,0.10964700938651822,-0.03233089617631027
ICAM4,-0.012031227902830037,,
ANGPTL1,-0.012589295833821654,,-0.017176639139430672
LTBP1,-0.024893049233097785,-0.07026730784112464,-0.004895228324294944
NTN4,0.029022941689563347,0.0032517757411340315,-0.031009394413937668
APP,-0.039748987996261545,0.04242279904079221,-0.03746287461111249
RIMS2,-0.04167766263997483,0.04292575808899921,-0.02243076350659041
WNT7A,0.0855445229685069,-0.032474660771847644,-0.03207023304576324
GPI,0.007517262607413671,-0.013667596147342784,0.016941323414863322
IL1B,0.05337523272005696,-0.018931157334057213,-0.04092061525604453
HAS2,-0.016650682071987766,0.07029341782203095,-0.0005490139322220724
IL11,0.045352735428541416,0.010716682207968767,
SEMA4B,0.04091063641156837,0.04254805375295413,0.007918183191104954
FGF12,0.0014205609486023585,0.05015283308863954,-0.006313071006199981
CP,0.048613435332710564,-0.05927342856671937,0.049712095075450866
NLGN3,-0.0008108020177938874,0.07794637981950268,-0.02360523502037664
GZMB,0.05521940346510229,,
PROC,-0.013470526515658412,-0.06609918574244482,-0.008995090439779063
AGT,0.031262773448937034,0.13670084729820445,-0.07730249837372405
PTHLH,0.04518654497286663,-0.017282576177258736,0.034925323309375304
COL1A1,0.015417754682026693,-0.08299209022582343,0.04617248218585669
LAMB2,0.018153398722674546,0.028251890160735055,0.10249600865292803
DSC2,0.023892504067147904,-0.002695750041184481,0.015213953294317845
WNT5B,-0.025753646787513986,-0.025830911863313672,-0.02014102982482599
LEFTY1,-0.0145950769946729,0.018504825242574442,0.06889718334337369
FGL1,-0.013640303561439804,,
CXCL5,-0.0022456154829358717,0.020036520630350687,
S100A1,0.04059708999241799,0.04821697420035716,-0.043116785474119346
NPTX1,-0.0319067385282684,-0.01680694131400433,-0.04616884944298851
TGS1,0.038199471848132036,0.03636896293085164,0.019651606815905037
SST,-0.009958628363023261,,
IL34,0.002353800458815714,-0.09605490948516408,-0.02251172228967595
XCL2,0.019872385167192416,,
TF,0.00011133479353139503,0.10729463039053472,0.013761364789062583
IL33,0.013502933223285956,-0.053237937844409194,-0.015038112073335651
RBP4,-0.02833817869966008,-0.06906491135619591,-0.04187366402533229
CCL19,,,0.016055220194411714
CCL20,0.014492302932461955,-0.060355762974300405,
NAMPT,0.030872607198484364,0.08832309045351121,-0.03817230504378378
