,UKF248,UKF251,UKF255,UKF259,UKF269,UKF275,UKF313,UKF334,ZH1007nec,ZH1019T1,ZH8812bulk,ZH916T1
GRN,-0.0422392231627927,-0.028059167205551766,0.051336973356985435,0.020739099700409498,0.10668449031282498,-0.05409713577692187,0.01461435815329798,0.01836123791961871,0.008834197212754271,-0.014769662266382407,-0.0002660472998423386,0.06825617747626894
MIA,-0.038140828626749515,-0.02277639369419907,-0.042748057619653314,-0.03049808741509401,0.05476523383179566,0.0362092678089447,-0.007683300922806396,-0.027542026828096453,-0.0011523361064098765,-0.0027611490801440434,0.07209726103418324,-0.038678939543294676
COL4A4,0.007113284953826736,0.005285872192227742,0.0010575034166073018,-0.008252987590063803,0.053935783397206234,-0.017586715965283647,,0.11098607300546208,,-0.01062989581617051,-0.033226701933097375,0.006383092003443424
TAC1,0.10464588474391048,-0.05790864674624701,0.02681108247472655,0.041574294791849105,-0.06552581135747657,0.017396122556399506,,-0.04734773934468357,,,,0.006218257469349518
RARRES2,-0.05010363130187272,-0.01645199060918127,-0.06454436289427251,0.001082211818433061,0.1058511231898139,-0.04377572893693063,-0.029619543542183897,0.10009334158689465,-0.007472331837198826,0.02034489347143134,0.013449305537542523,-0.013862772128381487
FGF7,,0.026790358274243694,-0.03868258291031885,0.03192097981238374,0.06815661025852485,-0.0017001484806347836,-0.0020348226829728705,0.06876483688663881,0.12873505644687833,-0.09726205810608568,-0.03074004208425338,-0.014235629772138585
HBEGF,-0.04003133581651967,0.04938364715292067,0.002063182470548592,-0.020300904873913825,0.03627142888985096,-0.015860125197932087,0.051505833852538284,0.034605279207338246,0.08881513080946044,0.06241701591801233,-0.0012637142656557443,0.04630380330858533
CSF3,,,-0.022769000233180004,-0.021960715889430143,-0.02247913256822572,,-0.042043811559190555,,,,,0.00015202324893846535
PI3,-0.020139959075387587,,-0.053942945978852,-0.037897565478705805,-0.009972311737428676,,,,0.01644481161267648,,-0.018327156066833907,0.015434663749768693
PCSK1N,-0.008221951095311066,-0.06935732099189212,0.025993673586794868,0.01638380414041718,-0.06132157054317085,-0.024006742144982395,0.08940348214854042,-0.10074020701063033,0.03299647604682506,-0.042589193198321336,-0.03555802539748552,0.015154600977072748
NTS,,,,,-0.013325065067854107,-0.020090778665572656,,,,,,-0.030856418452727203
SFRP1,-0.04635574645845317,0.09871654511180862,,0.0555308395058117,0.11431684558720519,-0.03730436107748545,0.10891966589183293,0.011323257072487455,-0.05499756867987022,-0.0031417224229133536,0.04358511333978396,-0.0027394744047855176
CXCL13,,-0.01192136123087908,-0.01653298826097284,,,,0.04997138277654578,,,,,
MICA,-0.015773599990745908,0.09622962341557686,-0.042179537643476886,-0.0058758467438989595,0.13110745360489215,-0.022398246685286425,0.048620564559598435,0.05203122490007683,-0.07221524023935681,0.028761853927489266,-0.058192845357967295,0.032531316769863906
TG,-0.03014665261614465,-0.010805145753780325,,0.05059290683506842,-0.027130301847369486,-0.01697071431120654,0.0943617265785522,0.04470761354097011,-0.03861545205288448,-0.006580307599579056,,0.13659683657244814
ADA,0.006013869204393587,-0.022838093399652423,0.05031468150961684,-0.009746038461746872,0.08518174455736009,-0.008756587347150869,0.02782726314394946,-0.029883387305825678,-0.024894506333865665,0.04338983961650588,-0.07876337029647859,0.058587560963524556
LAMC3,-0.003559095079826096,-0.027347500291131626,0.008903454791179577,-0.004836494477745398,0.08240404122847556,-0.021314966775727105,0.031212295635078,-0.03482679245385649,0.062155750893737746,-0.0580217576387713,0.06371959645903925,0.06283890092749096
CCL7,0.09804328428792934,,,-0.012543225483601221,,,,,,,,-0.0028159071508690858
NGF,0.0997402868404072,,,0.08992748603346218,,,0.03696951238007743,,,-0.03930205288861794,,0.03038121328225671
TNFSF15,,,,-0.013967495057289772,,,-0.011499363139640723,,,0.02255388264284993,,0.004456836860717326
HMGB1,-0.023206409631328195,-0.029521082893199005,0.011192268424219123,-0.0027702758809853498,0.14016933529901313,0.0048917930524499335,0.03308567266422531,0.03384557731773186,0.07041216703482102,-0.07497523429783856,-0.009428387502915917,-0.03490083014864068
ITGB3BP,0.04161891218428469,0.031489504268462185,0.0015748909131146375,-0.07679951205116825,0.096379128264914,-0.06514217032928774,0.05961175004828986,0.019818541618364563,0.0707582829567753,0.06834141738440913,-0.06882805238720865,-0.019666015493163477
AANAT,-0.017666971567548085,,,-0.012708993353728817,-0.02027678590503953,-0.01526186255723118,,-0.025170581897667268,0.21160384172550536,,0.05420521160165164,0.12348419403091322
RELN,-0.02914944605338542,-0.05090065288511501,0.20327453365865147,0.01746757191010093,-0.059498451890668276,-0.024456967195597142,,-0.004147541029002294,,0.02495159769320061,-0.03336659333685782,
IL15,-0.03850332601074819,0.08661974416179359,,-0.012928893768680269,0.12191627595936713,0.0006147954075771445,-0.03226118334439668,0.09205039828547448,-0.017242754051209893,0.08365781429304134,0.06061499468158242,0.029216876835042264
UTS2,,,,,0.052344727675636825,,,,-0.0035821918563120132,,,
BSG,-0.003900491396766358,-0.014055725525625977,-0.026349900273507035,-0.0010002298809237736,0.006175329597318598,0.03209253377526697,0.016165743729750083,0.053162022296133565,-0.08895524150828008,0.051217895039767064,-0.022906585270605143,0.020214872978429086
ADAMTS3,0.04658227342933466,0.011929844444116235,,-0.009557242115655545,0.0942213217757394,-0.036612412900394936,-0.0224069496394449,0.050226615723870015,0.06654698631548503,,-0.04134089674064753,0.032348330567733674
CD34,-0.017628220025199346,0.006392136060090762,-0.024115606710725608,-0.0029575312976896032,0.07358345935578182,-0.017636116744239767,0.04753025767456412,-0.0342952004556817,0.02358790824609988,0.004568722042072923,0.05204135045058672,0.05655293996078326
CCL23,,,,,0.12946077618981477,,,,,,,
PLAT,-0.013012170610224067,-0.020529009912505076,0.018662844765977394,-0.0006669665034032995,0.10164412813105306,-0.04459635711819541,0.06170287739216275,-0.005485027997779544,0.01813871277243709,-0.03784741372131352,-0.07162010072262387,0.04755817372844616
NTF3,,,,,,,-0.02604348475160233,,,,,
LTA,,-0.01788085284271661,,-0.01607632073898725,,-0.014698764177439089,,0.06643449022796606,,,,-0.003447952128053958
CKLF,-0.0432174671664996,-0.016095963858426637,-0.014415083249270374,0.04076708409764368,0.15857561288965066,0.042508654210710206,0.03145939751783476,-0.036383785396116704,0.017459791519389565,-0.02323080203258893,-0.08967434690609427,0.007494253563612483
APELA,,,,,,,-0.0024113289627875636,,,,,
CD24,-0.009559959288958501,0.06857455065035822,0.03622110368626173,0.002371693629464832,0.0626658010968253,0.0061218808842183675,0.05223624709910141,0.06850274364063898,0.02022765618678045,-0.0023356595723498953,0.07083376169323763,-0.039302896774516
HSP90AA1,0.03612862505945729,-0.014622708536126794,0.04395937030738184,0.00958645386869772,-0.13408307396354371,-0.0417170591357328,-0.03269027030300867,-0.08229330593574823,0.015226631260482282,-0.04295410512956356,-0.043385739757613825,-0.03322193633098272
BMP4,-0.04237357362733441,0.05063317640553221,-0.03620736060236146,-0.03750798616662386,0.017090365293120365,-0.04216032414811121,-0.00886050959716062,-0.019891971329745177,-0.00797739620266091,0.04117513422270306,-0.02179423846974747,0.060256322881230936
SCGB3A1,-0.012176996830873742,,-0.02433780961377606,,,,0.025645401548712983,-0.016289521220348373,-0.041032000269135845,0.027769822763894125,,0.0018035937810068426
IGFBP4,-0.01946046996006379,0.01537422480923617,-0.040470737058538354,-0.06659326920460953,0.0503019140411038,-0.03863703668245631,0.029491312985738972,-0.007970060882545473,0.05670511932395541,0.007764559364138933,-0.008853137934345045,0.11904129643603166
RSPO4,,-0.028906440800811856,,0.02496360808717812,,0.04830422966211006,,0.06221711702016717,,-0.003753568183179862,,9.023764738360034e-05
LEFTY2,-0.022182792907006955,-0.01810045692086628,-0.05115120991773915,-0.010629679851822463,0.0968268315925254,-0.008180776839532505,-0.03027345847546574,0.020848986545305384,0.008726829764585452,,0.0006990344720548872,0.005956084916065935
PF4,-0.012631679518122179,-0.016265065922534794,,0.01547187696467709,,,,,,,,0.023844681402094687
ANGPTL2,-0.031890905730759755,-0.009418964412717591,-0.046956953458569366,-0.039850090005521734,0.13945430311072557,-0.013162104653545588,-0.03124470325927317,0.10581992487982984,0.022254950959897362,-0.015587906613706898,0.03839586310215538,0.06338070200455147
LRIG2,0.03196895850146367,-0.016990882546852177,-0.02085969147157659,-0.0034345678240609656,0.07345994765221421,0.028982793155675268,0.005562254335782554,0.05219466599916895,-0.06558555907457461,0.03222468951806355,-0.022583870959489372,0.026997856914635878
ICOSLG,-0.016651774447596288,-0.023493168769746765,0.020470304421466284,-0.0061713052561706795,0.009753849841723672,-0.027571109091138076,-0.018569000247356946,0.03336176225268385,0.06437598660593728,0.030691276241241516,-0.027060474185994783,0.01064130594498079
WIF1,0.05483791547608469,,-0.039466536689389604,,-0.09168342876124151,-0.013192236861717617,,0.009180457044442867,,,,
NPPC,-0.03777630579789457,,-0.030533796755537097,-0.016976404041234086,0.00530575531737499,0.020012530728983978,,0.13100851772588093,-0.028491725641021346,0.004978390789172656,-0.025312759127154798,
LYZ,0.05435204039607587,0.058392598383070655,-0.0036318391139773592,-0.014870395661569781,0.07391111752608337,0.04229654002470217,0.031299801519999164,0.0029487277498831768,-0.009484929678930372,-0.04388868583219003,-0.04547176767788886,0.03807046067286102
EREG,,,-0.030690935580179345,,,,-0.03540008461586873,,,,,0.046769704257657654
SPTAN1,-0.003762153621751101,-0.04107101986524233,0.06114569845596054,0.02748949237036979,-0.06313556357627273,-0.01926505230494721,0.04968315117552503,-0.000996440069541586,-0.05276424108988541,-0.03783405869539789,-0.01788526260578388,-0.021058164695223668
LIPC,-0.015464495901355194,0.0016414595235629186,,0.1614473205721421,0.01724483219499753,-0.013272190717752793,0.11866786380056331,-0.008960625516072997,-0.036957004999025135,-0.03186627931642054,0.033111019986872416,-0.00672736198500558
COL8A1,-0.04464602584819695,0.05887790138693052,-0.028427512334867528,0.028037467673176,0.0219823707052101,-0.059171219882183324,-0.058805265858397425,-0.00021739490864178756,0.015873471681561446,0.04427222616998707,-0.03226353297603519,0.06362692869288618
GSTM2,-0.021474424350403698,0.0027946807617702427,0.08454602069700226,-0.04824263571375893,0.0726630421519207,-0.027018072534603785,0.10927796754890967,0.10763880319955087,0.012583265104324585,0.025417024613123416,0.016091280375609328,0.04032897176012875
IL4,,,,,,,,,0.19367453672919382,,,
SPX,-0.010694520474296648,0.07874681391301426,,-0.023289003564552675,-0.06527072570116065,-0.01135266917207865,,-0.03649317557061489,,,-0.03954192329945576,-0.03962996514259119
MFGE8,-0.031418649875063306,0.015314123521822041,-0.004698092350152443,0.009742652644661195,0.046202331601297934,-0.044377325558523605,-0.031452489663523264,-0.054253823987691664,0.03003764311160639,0.1063260905763256,-0.008190355165885316,0.1388485915682574
TGFA,-0.01169903881412539,0.06170523172309063,-0.040670690431378775,-0.05100462949481374,0.05108379843683433,0.04624648071516239,0.1120594501924763,0.02234001406219201,0.05563307399614934,0.004080218058542818,-0.0540160027367751,-0.009613196857581831
SLIT2,-0.013605696414564111,-0.03430439405413176,-0.01808956822820056,-0.011624921090837492,-0.013382401815017155,0.014035604572442604,-0.01604531799561578,-0.052510873680168414,-0.018039788661338485,0.015280232879714487,-0.00889690290347948,0.01540141146426593
PLTP,-0.006982078491057583,0.012011267418682739,0.04346766325437902,0.01603346051005841,0.08400170053155333,-0.06764356483692287,0.06619699528129735,-0.019267358463473223,0.02481334463691817,0.00885367616762714,0.008862628419284937,-0.026237487254782234
APOD,-0.016539199840884915,-0.004458510392445404,0.06785486930240703,0.057294496075497185,0.08967482711928308,-0.03759590418670786,-0.02101309171067498,-0.019868391041741377,-0.06536904390687692,0.05505834962941607,-0.02213647071041833,-0.039493654499121095
B2M,-0.03342807818176776,-0.0060148208866,-0.045407889474798416,-0.002958851972448964,0.11362058559146869,-0.005932083177571955,0.022703768624814498,-0.028875338195904612,0.036550209193561195,0.05542337615845816,0.023276864399993612,0.07546323701293092
OMG,-0.0003394847885537251,-0.011221417039008603,0.01605205951664725,0.0462836520302377,-0.029953911488260834,-0.029344987671125058,-0.02241906808912296,-0.05014257770022068,0.033585612446861604,0.04649458838135058,0.05043665970892099,0.01128513798387104
CXCL3,0.004849314909739618,0.02727295935032388,-0.04287089271978675,-0.030584305466220856,-0.026622450610586185,0.10898478123724757,0.06499430079600374,-0.016812306424025647,-0.05324674656453487,,-0.0187889744544073,-0.017765018395276437
CXCL10,0.017479424439398743,0.007795947477782637,,-0.02810556730828353,0.09428201211478984,-0.005744882713554275,-0.01751519758580612,0.023691872188228803,-0.01900927531105623,-0.037548859020056564,-0.02531275637480898,0.07542202735186453
RSPO3,-0.01654090298486437,,-0.022769000943370515,0.009859414682921987,-0.03329555761999418,-0.014602726518023664,,-0.017568536187640958,,,,-0.02215817172092077
CORT,0.02472188571331232,-0.029048377758972115,0.004059788634961286,-0.018074051749951227,-0.044318093752132366,-0.049465179202992295,,-0.01644118892079135,,,,
NCAN,0.03735483701192555,0.0503449090625502,0.026072890511157985,-0.02847914900468808,0.11292461890610132,-0.03378027602219302,,0.030645659142448413,0.0014128884648347013,-0.008590394571890262,-0.05260674887289101,-0.04144570838911635
PRG4,-0.018312750820758127,,0.05730935246883395,-0.01254322743827672,0.011638409543165671,-0.008609882656806525,,0.08087353845488689,,,,-0.022904311551314126
ZG16B,-0.016885819352160193,-0.01957236329889726,,-0.014557949475588059,0.05544184458050997,0.035038772091168166,-0.039936189873309214,,,,,0.08040937214278727
TGM2,-0.002289905439946098,0.0276511930478452,-0.0557755798090202,0.03832972929065829,0.044993089303937826,-0.016612161643717455,0.00781276302615095,-0.015021051317499638,-0.0927151639265161,-0.019389598021568307,0.002004756025801596,0.07202060912373504
VEGFC,-0.023251680350082286,0.01508386882779236,-0.033855572281161095,-0.02235538986627448,-0.017305013562631647,-0.03145001861679551,0.006147860151086222,-0.02096242245324099,-0.04004604829508434,0.11125721227808699,-0.024782966912889552,0.03659071843546593
WNT6,0.014863592458838776,-0.018100457395903782,0.013546243907805797,-0.017348898649026827,0.029315300137647708,-0.02599231616786893,0.028179705265627908,-0.018294943779285002,-0.0447975067792302,,,0.006862546285334096
NRG4,-0.011215442707110874,,-0.017066590164588197,-0.015265681593273529,-0.013725401702331256,-0.02243821532561504,,-0.010494443787121539,,-0.036677092401531226,-0.019900364466058182,-0.022158174204323165
PMCH,-0.012926401289390575,,,0.007487003823986706,,-0.017095556751302733,,,,,,0.061305350972374544
COL9A1,-0.033873828244341486,-0.016159418454945264,-0.025271517813903195,-0.01594389024731181,0.09725929632989885,-0.02173169530370742,,-0.02786601741112933,0.0116388092198108,0.0035535105784168758,0.021946969264796203,0.00158567376798207
GDF11,-0.010108703915491098,-0.0011958880451073896,-0.00799545675271656,0.00683892929700724,0.1172915435744327,0.027854266546636846,0.030319336969184103,-0.010004607410640807,-0.05761913880474881,-0.007776267783762902,0.023588451834837116,0.024561486649993036
RAET1E,,,,,,,,,,,,0.010797279702841474
IL24,,,,,,,-0.025183624618230864,,,,,
SORBS1,-0.0018300215791413547,-0.052529694811552584,0.021721585476096726,0.033478292953479885,0.0010971068248340498,-0.02904274583628783,0.025133293497774933,0.050328104084100836,-0.01959429436369643,0.042008726055148736,-0.0775820955917391,-0.062410822086225656
DLL1,0.026347194564232863,0.03224179346597776,0.0692374545072476,0.026477879227842286,0.10231010127268234,0.028340417194480102,-0.032797747703025154,0.07120248375983627,-0.013044103562483112,0.08557462297066475,-0.01281910089865637,0.016869875401284252
TLN1,0.024955997767504134,0.03745454173343141,0.011006074950335067,-0.01844328863625223,0.11253377404654276,0.0064050260439710025,-0.008562409834417927,0.0954008691216519,-0.04638996092746106,-0.008204733844831627,-0.02924685127059586,0.04095033961427452
COL2A1,-0.027700742586000283,,,,-0.026622459670501183,,,0.002985613083010901,,,,0.008004385213030792
SHH,,,,-0.013034472731536847,-0.02092848809902786,0.029766925187058584,,-0.01628951979654281,-0.06361385896552364,,-0.005138519604964027,-0.022973711493184456
PON2,-0.05423368884345678,-0.02761448901814637,0.0055856156839974485,0.051376873272123605,0.13748756666826714,-0.0014622652692747855,0.07843704864298778,0.0418673050615217,-0.006569989560762778,-0.04816231967700635,-0.03267113279061699,-0.027050230305705462
ICAM5,0.08462431734661757,-0.02329935373731968,-0.024337811336160343,-0.020315150889181018,-0.05202288781938103,0.0016121829597965387,-0.023839394980996784,-0.031812552252091404,,,,-0.0011967428377086672
HPX,0.06789536803447589,,0.0246371924386829,0.008260143305700305,0.1472976303460576,0.03836700837920243,-0.005514061321833381,0.04869421114159898,-0.04056463907914465,0.11252130786105681,-0.026681275079457525,-0.016804779516030696
SFRP2,-0.016189349737612966,,,-0.014844851897231328,-0.02124719745435319,-0.019102571002178728,0.05220812952699053,0.013110037447472233,0.02584733707384807,,-0.03282937465939023,0.03835650288112163
CFC1,,,,,,-0.014698765065761338,,,,,,
CD70,0.04660423126589675,,,-0.02523202445048684,,-0.007268660282491723,0.06488890555681326,,,0.14870358305641276,,-0.02132200160779638
HP,-0.04209530517091624,,0.028296857812219557,0.009802730942762409,0.0008898656129637334,-0.02347883040607503,,0.020235214975557,-0.028373919795523755,0.022692001053417527,-0.005825549925198894,-0.03314620507513763
CXCL2,-0.03397103720872323,-0.016267023511780224,-0.04225436129006708,-0.014650222975961118,0.038684651807559346,0.035372418614841784,0.11104140196435756,0.001386221636574124,-0.05001899656864651,0.12999205329095148,0.12474128501192545,0.01640815123546879
NPPB,-0.015709504457733586,,-0.006870432697294219,-0.032972295589686396,,-0.01287083647107018,,0.04559853337610976,,,,-0.022476999969540782
CCK,0.038367222646664347,-0.04005135350916141,0.027532513292602926,0.06418574234086225,-0.11398923176265642,-0.02744423437368612,,-0.07794779962343108,,,-0.012909802688118857,0.02697643030227086
SEMA6A,-0.013859484642505405,-0.028971807331327062,0.0056149611693983165,-0.01987865881992769,0.06822978228067687,-0.001376042346159488,0.011912504379730036,0.0856545869149373,0.09893813731095606,-0.07450049434666342,-0.021361990797641166,-0.01913480707511034
IRAK4,0.03647852009589687,-0.045758346525485,-0.04943666161858239,-0.02839633283159802,0.05931373585406902,0.0071724081125829914,0.014038236353332545,0.021793650175346103,-0.04550027370776535,0.024048754377319775,-0.05457012499840615,0.010982495274808528
GSTP1,-0.07685432579775818,0.022753340692197803,-0.04391763698039654,0.0011007769353228764,0.12197400857912823,-0.01910941875765877,0.0016037358728163821,0.05888223323681127,-0.005554659297176504,-0.010446789728758213,0.004252529384366541,-0.0106759038875875
VCAM1,0.010187705922626902,0.058680309069041585,0.057064801751435947,0.0021643790362630435,0.09174785163644666,-0.030063650392086447,0.027205960232491434,0.0875130429055475,-0.07002189743340546,-0.09644320909535938,-0.025435267333828487,0.07271514104527865
NXPH3,0.020169630068198975,-0.027100506476989476,-0.009596602794583402,-0.01831442591345576,0.030998591858757193,-0.04195748351474039,0.04371025595916622,0.019816135590022658,-0.0771011313362107,0.0635807304485797,-0.06842779470910465,-0.01560711627114604
MTMR4,-0.04441914683331399,0.05688851041036504,0.05923544088573658,0.014586048369072771,0.0452393430412661,0.011820093355180458,0.02274907616944523,0.03960853673410701,-0.05856599040038965,0.056169699974247034,0.014027949602292427,0.033648749785817146
LAMC2,-0.01233031836382332,,,0.014320842015063041,,-0.01620294719269318,-0.03658036127659091,,,-0.036677114389623885,0.08361435228007735,0.02309343972321723
IL10,-0.026052607388050812,-0.001072437209969725,-0.023760193509003956,-0.0327314480492463,-0.011672067879747927,0.007798029767552678,-0.005394155901274861,-0.018764349701763997,-0.01436674416165212,-0.031793710481022676,-0.018559383566264576,-0.008564449172951316
SEMA4D,0.007551560223186266,0.037954444891428525,-0.02152980963840576,-0.023238839640950262,-0.03640468431066019,-0.050791470251979894,0.05467962517372536,0.009425038267315888,-0.02001513797651129,0.017460491844205926,0.030465667550863412,0.029139986962949425
TRH,0.009071536829196992,,-0.017585015603206598,-0.030898098831886378,0.05656349531396774,-0.029070911542143012,,0.01627517032509034,-0.06892705092939898,,-0.04252736924757608,-0.025175747306636336
SEMA6D,0.005478630884527117,0.0088283661528893,0.010529231798928666,0.012625537557204315,0.11209805755556487,0.018461837128322712,-0.011202582967843301,0.06695064185082976,0.02808303934196193,-0.0544287851594884,0.020636263592137195,-0.03544116994419734
CEL,,,-0.019297441168194908,,,,,,-0.01932237752478088,0.029516529333186596,-0.03750593832493451,-0.048009740796507896
PDCD1LG2,0.009616633670333274,-0.0467279562153874,-0.023760181196682825,-0.01290463866851203,0.00194064264057595,-0.015825740211331023,0.014128100593532412,0.1390469507754323,0.061479288552128926,-0.040907273483488465,-0.04828515586202024,0.011600536848595243
SPINT1,0.018825412845646563,0.06838879926908573,-0.02316997102464954,-0.01072281886496254,0.049121872213679585,-0.028149080029962418,0.0656582618896497,0.04669434445018907,0.047826793960154386,0.05799595462229973,0.03143787523382694,0.08377179493504462
CTHRC1,-0.009616265780557022,-0.027152728683529106,0.12904658944837444,-0.01078032890234213,0.06023055138231401,-0.03422974668500993,-0.019311813344901025,0.05934956283602288,-0.032013930472931246,0.04224711934597057,0.09425028290216565,0.04444463637852849
PODXL,-0.0066774144044355116,0.025831328179309564,0.005816834754539625,-0.03854435613132246,0.1198744491608325,-0.026309864612696732,0.0698001098862848,0.005562110948364479,0.070846569468875,-0.011545767428494565,-0.011765053694549905,0.058630829934423305
JAM3,-0.0031925916833056575,-0.030923705369493664,0.031966640417483365,-0.023781152956337655,0.067041154062814,-0.02007502885344077,0.03206314230079579,0.06211376537064233,0.02868378089354766,-0.027921710525739152,-0.05206234111438342,0.012783252008312452
TGFB2,0.00570881536657166,0.0017837116004905664,-0.062167601514077825,-0.016940817189555986,0.1317729446493962,-0.023032007260936786,0.021243106528326058,0.029705569852191017,-0.012965816015887728,-0.10594283748105465,-0.08736238780715815,-0.005430191665360218
COL18A1,-0.0349764387580536,-0.03817056086751064,0.014592103390301262,-0.023589565154043673,0.06378327158701326,0.00258757087491302,0.06683352567259665,-0.040031061766631126,-0.004793021549349941,0.05668926115369979,0.006707028079890712,0.10024589389058648
NODAL,0.03148068505133611,0.0007561901288322872,,-0.02567019769496295,0.06381953513118828,,,-0.01718940968138875,-0.027013708815444595,0.026680612351415254,0.007603657920243763,0.052425131403293426
INHBB,0.025060326248182073,-0.04642403168223622,-0.06255757954461096,-0.02503669807315759,0.06799987065147194,-0.01409776943385544,0.032973551011396235,0.006989361309046814,-0.028057083305775183,0.0009228126990020764,0.004832898650012355,-0.06449017853535244
LCN1,-0.012330321138195157,,,,0.15943488200234557,,,,,,,-0.025459085963931104
ARF4,-0.031905621920973744,-0.00040786641506256857,-0.03350982685060257,-0.06267485305666766,0.10970681443105382,-0.012443732307557749,0.05627039386103997,0.031780725154428334,0.12154551536340265,0.06273989868225484,-0.00476616685454911,0.022054775833343743
CXCL14,-0.02178238360043169,0.0011339611892761878,-0.04311590743074399,-0.03316188963773138,-0.040447238610247266,-0.05255961657140325,0.05298640474283117,-0.04666780575796066,0.03734488848935772,0.1514142684396938,-0.04246572745404522,-0.028178214084013557
LIF,0.04057504425566812,0.0073171151545928384,-0.038402316313114006,-0.0617211274618515,0.08996842563363973,-0.01285178607748739,0.06562719165242112,-0.014962414099849925,0.01292079606716524,0.009965478756827227,0.004296272593343004,-0.016716134858673726
IL17B,,,-0.017585015603206598,,0.08683731637938906,,-0.02847357651619319,,-0.04658832514196526,0.0741223023204747,,-0.0430039584880152
MMP1,0.12565491845243482,,-0.013266257140867817,,,,-0.03799542601882661,,0.0032910199370884893,,,0.08694741192213273
MATN1,0.06904920817800703,,0.008314200164083796,,-0.02449425778424576,-0.013032484084455401,-0.02518362824815614,-0.017067940513582982,,0.06581259978345394,-0.01946277271533183,-0.030619088462800047
ADAM28,0.09916860099420895,0.044575645910671466,0.03517290677852683,0.025571007189508232,0.0685021425937268,-0.05430946243007765,0.08064229324226971,0.05493650382904443,0.005010820088193706,0.01831760993395309,0.043234528068690534,0.08806393210897143
