,MGH258,UKF243,UKF248,UKF251,UKF255,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
COL4A4,0.02961586637994958,-0.02962610915375722,0.03133229155637185,-0.015895575403266093,-0.05642835956976743,-0.053004484511154026,-0.04937153150766476,-0.0354174393922566,-0.008682200802305022,-0.03323373270675615,,-0.05034336247273264,-0.046211547888288684,-0.025241839258729484,0.15147598776419013,0.03406595786789456,-0.045921727487391796,,-0.0035785425942045992,
TAC1,0.04084714277068069,0.24183843922264048,0.1466474613946089,0.1435700482954521,-0.020503605801212632,0.18569512944706953,0.0916955363814297,0.3296423087727955,0.10328789741043996,0.1548589126388197,0.23064089816388922,0.32917617427428053,,,,,-0.01907548654432463,0.029097672582184236,0.1759890156753166,0.11389031491704635
RARRES2,0.021354535153641444,0.049115340613986834,0.051383800242326534,-0.03043262971837308,-0.020006354791554028,-0.09379108736469595,-0.0692140903673059,-0.28257431848001324,0.08555073345866311,-0.03920229619212787,-0.12837902035691004,-0.15470322484998805,0.006974282051854504,0.04935237433804081,-0.026917309867827845,-0.0033931037078242764,-0.039367115231271343,-0.054120731318622585,-0.12598457203775362,0.025984576653482423
FGF7,0.12101765578725725,-0.050383898709576505,,0.02262827574953442,0.010750936882378296,0.06283016306961908,0.018045749048338326,-0.061007579672175266,0.0137400520304959,0.016575496932529733,-0.01986855950666883,-0.02356636032048008,-0.031078094067242816,-0.022854099601435196,0.07379419324964162,0.11175385285810491,0.05039454395282852,-0.08839722556553078,-0.01499830756532365,-0.05366347356324197
EFNA2,,,,,,,,,,,,,,,,-0.005427229911444626,,,,
HBEGF,0.006839462853375303,-0.051340178541752574,-0.022862969501257425,-0.0204935152441727,-0.08547243025722755,-0.048029371066124815,-0.03815103302472145,-0.10033521552765148,-0.07081428219059027,-0.027945493705094006,-0.21312995856121905,-0.09958355460843342,-0.012461681209987828,0.014104618802361274,-0.014953195313956535,-0.0009417831837233918,-0.007739131437749732,-0.09541823967470998,-0.12801814282822063,-0.04754561080066156
CSF3,,-0.011132812807761135,,,-0.03949770671200693,-0.044414287966438294,,0.05792449308831295,,,,,,,-0.027594271123955676,-0.06844616081133188,-0.002461720695828831,-0.07315115260452386,-0.1110040256181974,
PI3,,-0.06452751010196667,-0.05983141579916812,,-0.05344933233728815,-0.0741318961637308,,-0.0041895417892318775,,,,,,,-0.10194118389728168,-0.13186380445565055,-0.06782058697413723,,-0.1637096260577685,
PCSK1N,0.018987314802144772,0.20678314303348838,0.10114772753591281,0.10965891840118569,0.013647168947039328,0.0666263923614644,0.07927135787172443,0.2109671110996655,-0.04198717616984136,0.10631691798102605,0.4148285904594683,0.32545348820083,-0.07739665629853643,0.048010673946187306,0.009772867543108498,0.010772445463606027,0.15748237399626858,0.18947914335892302,0.2123079952804045,0.1905128897955213
NTS,,,,,,-0.03333454537985514,0.06811423922787571,-0.04605632855126607,-0.032485349829146734,-0.06334337136753604,-0.06960163499752821,,,,-0.04135273131470762,-0.022019293537936992,-0.022576631284745404,,,
SFRP1,0.07439807023863035,0.09995604886803527,0.011140009138473411,-0.02645774090271061,,0.03259355155493662,-0.0189741016802838,0.011997221301998455,-0.02467753160116831,-0.010734039784425343,-0.07774023317050517,0.00614282198439332,-0.08417504376016945,0.07812017495218773,0.07228997040626339,0.04632347284625618,0.05348009621632257,-0.0734352986128473,0.003235389096077784,0.11436953485126516
CXCL13,,,,0.031187015497710833,0.04507335237599881,-0.0445209296224079,,,,,,,,,-0.042853998884042066,0.04465120719176261,-0.03361796637844638,,-0.04836630283099767,
MICA,0.04451331050141326,-0.05080543172599745,-0.0362870437129898,-0.021902466997809206,-0.031416175797647876,0.006891794394464133,0.0228574541844802,-0.12918914785672436,0.02881609740418277,0.0027651072911857905,-0.04714546437560416,-0.15532085710974425,-0.041356250907002436,0.09741252120384883,-0.011084507307739678,0.028126979130182802,0.006088973496271056,0.014676536946920348,-0.04342094838000914,0.1266153440991661
TG,0.02875865806605092,0.07699438680961221,0.030322653476203575,-0.00123584023721576,,-0.07631230059901445,0.02700543937056059,0.009675357615503493,0.045523251911962825,-0.022290795611284945,,-0.03596433544431829,0.11186499319990362,0.13878087753339619,0.04975282486751306,-0.04106291081273154,-0.0050029177073779895,,0.10106799405081753,
ADA,0.05053285566444273,0.034103747094024355,0.022458901792639856,-0.025123914156053317,0.03549746882062986,0.04584152850129149,0.08094228697857508,-0.17886028256672898,0.03545755442287138,0.058615308780627026,-0.1199044332218362,-0.09714439155628532,-0.05540053857405833,0.024866558311595528,0.05163019033595679,0.04190377997165283,0.005668057675024782,-0.020265135975193867,-0.013387920439063297,0.05012207317051357
LAMC3,0.08728272533502138,0.0509519353382573,-0.07431533657077234,0.0011132202694119674,-0.011937420561191672,0.03186198825100387,0.011174111562542926,-0.13600355169567846,-0.05994264182028257,0.0061581142910672884,-0.00581397944096126,0.0076465506858857364,0.0078051574730293675,0.0787239386749666,0.022500796269891248,0.03290322076789298,-0.05336201405127887,0.1007792508723314,0.06300438679967812,0.04214846505769139
CCL7,,,0.028674220203378904,,,-0.012961863017817892,,,,,,,,,0.004039993923616932,,,,-0.10317692607623787,
NGF,,-0.03138155611009286,-0.010180676805690519,,,-0.014924569993305164,0.0033742611193938407,,,,0.06978299573277916,,0.012903213766296558,-0.02966906375789171,0.07213378737999737,-0.025757593862111395,0.002395071671120415,,-0.021340365571349176,
TNFSF15,,0.0218078579187807,,,,0.020250074763405457,0.06986270996654548,,,,,,0.01185288893891847,0.2342159930502707,-0.00682204578881198,,0.06102416676862285,,-0.05938810574617335,
HMGB1,0.014636653841331967,0.09682259722326574,0.019204655145518577,-0.006342509846526043,0.06393439684303484,-0.00943069837344314,-0.037473299914972065,-0.21199603982603601,0.014135846650471334,-0.12512445862015242,-0.14466987694717903,0.004951111271981007,-0.023852853660816103,-0.09961160091501564,-0.03521247002350327,0.030299447143725785,-0.017157008574598814,0.09395096468828147,0.04568034409342625,-0.039119571025071284
ITGB3BP,-0.03803866484028114,-0.12912659647892233,0.037984327889307425,-0.02182700448421744,0.02970359902203266,0.040221241097717686,-0.0739332360542825,-0.192043092127686,0.013906743796403094,-0.044369380612288775,-0.029660843023014347,-0.14342901320208634,0.009946863324307378,-0.04911471145760405,0.02990904846962527,-0.01671264051729356,0.036460668547880104,-0.035438073001518466,-0.024683731794349104,0.013311759887940474
AANAT,,0.04053324592904542,0.0031640833906768076,,,0.052836470668671615,,0.0650824934755556,-0.024677338418225975,0.09550821184140271,0.011501730225266314,-0.017310763899035082,,-0.020794253517711563,0.029825991547149946,0.0028949575767815536,,,-0.01826873264406291,
RELN,0.1874010985257609,0.13117610941149693,-0.013792366189620826,0.027159029628349155,0.016951085603548462,0.09287130308529382,0.17228401330816592,0.12681036574505847,0.07237801234396911,-5.5187211389242054e-05,0.06239714077468694,0.12893729542833482,0.015821823892311345,,,,0.05238992677083987,0.023899810723255605,0.11438526936692181,-0.047038112548858
IL15,0.06271076049359142,0.022873266204507494,-0.01515027546541767,0.01873103513861855,,-0.028381184168295586,0.02803025465853457,-0.06547241364759318,-0.006093309583273864,-0.035382767340926394,-0.07164603190118461,-0.021758782777122683,-0.027133924066860843,0.026250768883333653,-0.010406827052952698,0.023078408490608666,0.03549816910768889,0.06688990731560916,-0.04134620181437778,
UTS2,,,,,,,,-0.11149361023356835,,,,,,,0.15702664351737108,,,,,
BSG,0.012822504816900863,-0.12060459961396608,0.12944177689099595,-0.022866397935841953,0.03391904929367941,-0.05412448707113442,-0.08287702230278857,0.1327297336839054,-0.05291278135448376,-0.08280179850638832,0.28996284866890254,-0.21466364293574536,0.024275286909276484,0.060596402497522205,0.09563757296424132,-0.00011978197218750781,0.040814997294490396,-0.04817459875939238,0.003919019412414256,0.15491240727923056
ADAMTS3,-0.03847065657550321,-0.08853527668669328,-0.05457253621630881,-0.031275768078946,,0.028082262158868727,0.03297227482580565,-0.21102842777334171,-0.052567243570834754,0.041567694731677075,-0.01827625963551017,-0.0037129542945570026,,-0.02489900164470026,0.09028670587725686,0.06545387403560801,-0.016405075990980462,0.09720386526322636,-0.0031106570187050563,
CD34,0.03826947318583612,0.12727179993652576,-0.004799524793304053,0.006383251886161469,0.05456348969954435,0.0775100920481522,0.03541041855542004,-0.0914615779239964,0.012859863097814634,0.032047078626612005,-0.03091976736487125,0.05465383786753557,-0.08716127060430881,0.04282210885346337,0.04949446353106042,0.014874525921406445,-0.02740149506697775,0.06789154342946528,0.047123660267696585,0.058327801918829206
CCL23,,,,,,,,-0.03845883915967876,,,,,,,,,,,,
PLAT,0.02133300233436555,-0.031611400778875455,0.03470307379276543,0.0251454220943137,0.0587211876565459,-0.01651099957252134,-0.07772694895806315,-0.21289939045686684,-0.12545686296028027,0.027886176127513936,-0.015476806452998511,-0.16370003113091117,0.043207603356155484,0.04226809372522683,0.13058329727811804,0.11366924062401065,0.0930877863906347,0.00022523486602597374,0.08743736319176004,0.059321688558835406
NTF3,,,,,,,,,,-0.04250273723609493,,,,,0.04738385024864806,0.0662204306776146,0.034440485432975294,,,
LTA,,,,-0.023492773105721138,,,,,-0.0005492808737275138,,,-0.01080968341567212,,,,,,,,
CKLF,-0.0359374461343973,0.056512889140837935,0.059123347013269135,0.01700841005090654,0.009580429843091855,-0.04135919279812544,0.003555303919753041,-0.25439541173396424,0.012051244997012177,-0.08317712937311598,-0.15409757117601877,-0.21929441474128464,0.013858119572019975,0.1024868831705015,0.08541116408376133,0.08824794618779212,-0.014428169970055499,-0.03712232273901924,-0.042100752177359826,-0.07222199023058236
CD24,0.007846583150305389,-0.12539757246100733,0.011065925495616172,-0.05635619477100676,0.15537196234983477,0.022812231914231575,-0.04452910239499573,-0.011321068449061188,0.11248237736935468,-0.12671112930410405,-0.08753819626806514,0.06021407468565125,-0.009817425408490319,0.05459931458996959,0.09671655092555824,0.051579175853413525,0.12919717389311958,0.048755895900611815,0.045715245845870174,0.14116351231359964
HSP90AA1,-0.022606596264678508,0.043562907457564554,-0.06293691806828043,0.07446193534694515,0.08350937339090546,0.18088093605138336,0.10550146965435318,0.27358607384723815,0.026769403565574574,0.07629727417697664,0.4282074105419877,0.3748818813081919,0.08139371789780492,-0.09375370859172513,-0.21083465029830248,-0.12053668683405472,0.02562031254097025,0.1016843994766652,0.16334267708853212,0.07541203076781881
BMP4,-0.019648239465235896,0.07351426211798041,-0.0019209085097029335,-0.024903716638557612,-0.07918763842436574,0.009059168244461827,-0.004317915822520185,0.11669119649649339,0.03743660913439228,0.006304594707795225,0.04060654490313248,-0.0027205468591384513,0.005871723820284237,0.1543625357685618,0.06712199902780591,-0.02602662847371573,-0.05958486447183082,,-0.05515685450194124,
SCGB3A1,,,0.0053250896200243095,,-0.04221914253120161,-0.01849548601389082,0.039964172042838864,,,-0.005306635848249188,0.004864223104423397,0.09800541324622561,0.04019580277127807,,0.10294843337436778,0.025991819009311447,0.01723723196522916,,0.014001637836610868,
IGFBP4,0.04326287994276502,0.02771264015778896,-0.03331242013168897,0.04319522503461102,-0.054543875268025004,-0.02249314505902187,-0.027537631779349536,-0.14708931637348288,-0.04872834037280163,-0.001420682875204005,-0.09977193393690874,-0.12552223990858236,-0.11500962299635989,0.06815337325835706,-0.06153333683631524,-0.06260844569475091,-0.09561037286047401,-0.01672816651899187,0.10262569190727434,0.19511083717129188
RSPO4,,-0.006903913870611721,,0.023505759932722827,,-0.0001598874535167058,,,0.03438629573789413,0.06976210709161763,,-0.008416946635371576,0.051382784255325546,,,,0.05961422480676001,,-0.010113811948683151,
LEFTY2,-0.018903039452245595,-0.026705303610113328,-0.05997911851857872,-0.023781300103087634,-0.025920906271590778,0.04745283277213918,-0.023239028659211704,-0.1543094830612204,-0.03169375752875484,-0.027076352424236047,-0.032405938125235206,0.017090441544970764,,-0.026573293686123888,0.08694411979806405,-0.0029343419304927454,0.00797612972895401,0.01912636123518625,0.07678681320255344,
PF4,,,-0.02820421100737634,-0.0213698701414766,,,,,,,,,,,,-0.020628376841642686,,,0.07332123381043179,
ANGPTL2,0.07120648070920325,-0.038541829116748826,-0.039804790598279766,-0.005588613027443953,0.04254355228257492,-0.009240097407512193,-0.08950741388605085,-0.20723874352172042,-0.0018727746543842952,-0.012113292025719341,-0.17416366739420336,-0.27498975893882815,-0.10025603243166595,0.03234756149150854,0.09562975211744167,0.03141801370210761,0.05314123587808406,0.018708496678352126,0.08311330125245095,-0.11022217390870882
LRIG2,-0.013553374477201391,-0.03505473926731808,-0.03868165083499985,0.04033768122989256,0.03362544899395479,0.03987978175170027,0.017133975394910853,-0.06085850580148718,0.0035262234448856034,0.019863869023715296,0.08135686476114762,-0.07585544737898586,-0.02708852607973387,0.07054994183978018,0.04516424739369711,0.026675011837378294,0.06282218023833948,0.0743890234242157,-0.001130679605174278,0.008962509096502857
ICOSLG,-0.01947395267172822,-0.032062305906126465,-0.011363555667349942,0.012343754297068214,-0.013042921086013081,0.023694766036909683,0.019046646486872047,-0.10394091274431082,-0.01971937242303396,-0.010908335836101735,-0.085247788218967,-0.08884743540432401,-0.04809514292249322,0.07085294235214226,0.04333859623978253,0.06967101462873393,0.03487902514037306,-0.1136528385898129,-0.03248670056741092,-0.0746746647973015
WIF1,,0.32546834537069397,0.042630881522831454,,-0.0684631593452471,0.0762456933298161,0.13467895419799694,0.39678216375457265,0.09664607300052161,0.004821458733440905,0.2961451024919233,0.3838654930445086,,,,,0.007516094117357064,-0.024480649721075234,0.01326480981283207,0.16641602280662796
NPPC,-0.0036071953643508443,0.023905592506201303,0.0477210139701575,,-0.010653654440852294,0.07219313606335115,0.1673475772892979,0.05252975362422549,-0.034755806539573,-0.014147835153427176,0.1464985161087377,-0.15525325645215393,-0.12432009245380747,-0.02489895382467661,0.05609305013722092,0.012098717333258584,0.04389521437342888,-0.10950643022498764,0.11264368559231161,0.25879598753982985
LYZ,-0.03875961286230152,-0.06669221665530216,-0.07108000508900184,-0.04330569660226189,0.010610355720198753,-0.1352981040945553,-0.03957903963209234,-0.14940003748248243,0.007736635266354388,-0.00846893555194586,-0.31189534320950296,-0.0731686569937758,-0.006034609224304229,-0.032420351300905356,-0.021635097286659563,0.05751465182704946,0.005054067695941242,0.04547408639086616,0.08734583085465275,-0.029083181943262405
EREG,,,,,-0.03393411573532928,-0.04930683175191224,,,,,0.007362904616973587,,,,-0.024360429058321875,-0.0452636701581164,-0.014507581757241698,,0.0211557496728911,
SPTAN1,0.020982011172491852,0.11605303989119058,0.12885056766344855,0.07477488448722247,0.04530541093761203,0.12871742674748535,0.10026315644995389,0.09640644122121646,0.09177125871269111,0.048697141387125886,0.38147426105704174,0.27220931492372924,0.05956500998831025,0.07876642354815064,0.02964587638244293,0.0740605409338116,0.05462993050336241,0.09746245094220618,0.18442608675565864,0.1411264504167921
PTH2,,,,,,,,,,,,,,,,,-0.0492181505283294,,,
LIPC,-0.024443226085537773,-0.039218267227735325,-0.04594163676972155,0.02996996274282145,,-0.0249178134894474,0.00348138069927839,-0.058637135628364125,0.01025427625978721,,-0.041816464759699315,-0.0024941354982878625,-0.02878956704539621,0.13556162529334326,,,,,-0.010457510744022819,
COL8A1,-0.03256823994539974,-0.19430818844866662,-0.06400276380488074,0.0287573010933124,-0.04931360767954717,-0.05402601349986561,-0.09258289093937766,-0.10149435311726565,0.003405440828632862,-0.04659770210916354,-0.20770291208797495,-0.2065601218087233,-0.01775680492452263,0.02544544471632754,0.13614885637890162,0.05034631515021407,-0.04967265184179394,-0.05036294090285504,-0.08859588809036748,
GSTM2,0.029476033383722546,0.03756326127074167,-0.011268570041304146,-0.0397266550236607,0.057679211918369284,-0.025393368638755826,0.019863369109678,-0.012092613514772655,-0.05549707758564128,0.03009666443573306,0.04659375289789473,-0.06226823366648994,-0.03877401500720176,-0.012487025051135399,0.04352947895556935,0.06141739320782805,0.038416483533626526,0.008216963743543977,-0.09542844436530248,
SPX,0.012839417328731777,0.14695733905050068,-0.039003282534128346,0.004806441508070497,,0.10796615455678053,-0.007445519986418083,0.1544783898941395,0.07710510967256556,-0.03142989404195096,0.0947511877535746,0.3048143749004139,,0.03729709790066147,0.09464294932453295,0.03772160540884224,-0.056195061226528065,-0.046227748965182267,-0.01833941067625768,-0.06145623259791657
MFGE8,0.05159520606147515,-0.11705920172549666,-0.042233157762635115,0.02419340509748265,0.014420384481506262,0.06301811296885419,0.0006992055718185578,-0.04562324124949732,-0.0316779004458609,-0.02989452537763105,0.10629470779422688,-0.150367430748768,-0.017983465624379205,0.07548076267977774,-0.010069276066919843,-0.008931722935794913,-0.0587299511355689,-0.01041748445646161,-0.03796328958256143,0.10849739760993726
TGFA,0.03451127994730517,-0.20485851602791127,0.057979664582453266,0.04467447931922157,0.0014965147715282074,-0.06939329432451352,0.0005118917323337591,-0.10608979685699992,-0.08415108793460381,-0.03236043933105015,-0.19274277211074572,-0.15827357735700132,-0.0108557652612218,-0.024313433600774426,0.10416512956090766,0.026199264727803914,0.02545752582718296,-0.018358049410388336,-0.005054859183144786,-0.058371662944157174
SLIT2,-0.019648236321222926,0.2758037719935155,0.013690420053220999,-0.003594656629455845,-0.03138022983473417,0.019695173455182884,0.08445743074023986,0.14933324461777103,0.019718011812729332,0.048143867702374964,0.19159178621110362,0.3191835238513501,-0.05588244137606307,0.14882074619238525,0.09746037323558804,0.044614965234831015,0.10454179717507764,0.039623361714963494,-0.033522447832076356,0.22284809497822006
PLTP,0.009976300045124007,-0.03918461357621571,-0.04040855728813727,-0.034476251786373105,0.028453523565922203,-0.07230574516615174,-0.01616266251012646,-0.26493253218969093,0.03220951933705199,-0.13563032184154722,-0.3765333504385954,-0.05373824706128599,-0.02794363543141538,-0.023946714648996628,-0.01944887905118365,-0.06421742770238484,-0.11555294571175533,0.03815712420000551,0.0022635800727701587,-0.10275449335915808
APOD,0.02085546668620899,0.21096327871922363,0.10007349585877164,0.04503795178212792,-0.012140220116853725,-0.0029248972813846605,-0.03438519608421177,-0.23160876275501616,0.036938809680360556,0.010202398355900635,-0.24174496021368655,0.19802047922408647,0.05645930530751886,-0.08255795094383969,0.1986393042444619,0.086526281749698,-0.08623895400926895,-0.04104307821615617,0.15172872485952985,-0.21153078798350455
B2M,0.04499595780773874,0.10594356610967437,-0.10634377379454214,0.020785594352932327,-0.011379016084120846,-0.09249780897632813,-0.12903173437441498,-0.32099849563364813,0.08201313791254645,-0.14958936475934484,-0.44676932749748755,-0.34229905958482276,0.009802896619932226,-0.01965378658244568,0.06867976533006918,0.017250871964169513,-0.10938582498230931,-0.09361991276561511,0.12077106660521793,-0.21473405845723656
OMG,0.0589607755657898,0.181426868263815,0.14421219372375274,0.015996996776707635,0.003091712588574242,0.09102916773764792,0.02248115343925693,-0.017714898143522697,0.030913794730544866,-0.03573795010728051,-0.06168888924419093,0.2912637557992551,-0.03060380126937318,-0.042496358409858936,0.15646516216565834,0.11287287151308564,-0.043660428567987644,-0.0481072259184628,0.17376880694200045,-0.08084950001373031
CXCL3,-0.015374691478848387,-0.017633846564406325,-0.04987053244731096,0.016540313085864598,-0.03710256234078895,-0.05345448858885196,,0.010152686417678455,-0.07176324457604479,-0.01730282330004285,-0.07594104527142384,0.01757213325302407,,,-0.007574401624455962,-0.06349094799332641,-0.044558850819449526,0.022660689928295858,-0.13349396490569124,
CXCL10,-0.010160265271934386,0.08265768644899615,0.010348579683996372,-0.019797190011965792,,0.0045343322301275,0.10466393211765997,-0.2151893794912099,0.05851556815849639,-0.011120270537745943,-0.04511907989500406,-0.0471363259930287,0.011864493159644657,0.16068230080180398,-0.0031048695382892687,0.0018223957653328048,0.054239921121588826,,0.008720792296694074,
RSPO3,,,0.0706101977734901,,-0.011097649768469255,0.16796222256036122,0.08269643956194951,0.19845334482034507,0.14319629550008023,0.0969686366061926,0.16751101668776386,0.14272995191523535,,,-0.0028820215242885672,0.07525402538155869,0.07876702746901706,0.000822601852463479,0.056422210237059886,0.13280609316028366
CORT,-0.019091809442158575,0.059397269775901464,0.02880967494039853,-0.03816523483435413,-0.009846804386164332,0.14202061707042457,-0.0015535831765880164,0.2836094320491342,0.014304194955028228,-0.01673177738262209,-0.01051881235552222,0.07717081133616822,,,0.06484431311081476,-0.014251429176541042,0.0003938296007867554,0.056407066022827454,,0.05914580360807854
NCAN,0.027203780389503444,0.04639946729771051,0.07788886171393652,0.04566778749135719,0.013772815085328644,0.21823457613045819,-0.03680882309429361,-0.12301176523217765,-0.062057883237415595,0.02360834095584357,0.19449308945784324,-0.2785821991514402,0.00235631696636943,0.1135296475292037,0.16514373208635993,0.08312912442360923,0.06526633976704016,0.013734846895678,0.19073299155243806,0.012544379472137743
PRG4,,-0.025353671735192984,-0.041467064137429115,,0.021093452595453383,0.10333192753759789,,-0.048079040333878394,-0.03532575169222645,,,-0.04398648056420236,,,-0.0035228756806557782,0.08358303741266816,-0.025410745458486077,,-0.09318635478057627,
ZG16B,,,0.027529101143329748,0.025864312789098138,,,,0.027704427748742218,-0.01888491879281761,,,,,-0.02311624817572556,,,,,0.047352901791329956,
