,MGH258,UKF259,UKF269,UKF275,UKF334,ZH1019T1,ZH1019inf,ZH916T1
ADA,0.0011096934440030664,0.016684452417422852,0.09289401506559986,-0.017907909213320156,0.04148058069169788,0.04402177689181946,-0.012305794672918247,0.04885272571595995
LAMC3,0.01425981580333261,-0.02428685045729874,0.057090577077906136,0.020362005181399946,0.04854287938577219,-0.008950653128063653,-0.07082608868344704,0.01884489951542887
CCL7,,-0.01636912940882086,,,,,,0.04671880830554391
NGF,,0.013177819019680946,,,,-0.004450291136734058,-0.04309493217078361,0.04107686666900776
TNFSF15,,-0.002367695253266914,,,,0.059045537220686874,-0.04352223788108576,0.04609182207037078
HMGB1,-0.07316710497310988,-0.02887858010552493,0.14754530842270847,-0.03882876110873353,0.03529098921448236,0.036689664501624614,-0.06703565669713848,-0.050558317203561395
ITGB3BP,-0.02018982217592565,0.006897443336147657,0.12430920485965909,0.014258074900172373,0.013101047601614782,-0.042361306459212454,0.032605820297348015,0.001773091964245279
AANAT,,-0.01658545938881609,-0.021730077417013105,-0.021242232822250504,-0.02215671156190438,,0.06267508588176891,-0.014420481138598132
RELN,-0.018949160603528633,0.022298703599449934,-0.05629675030152713,-0.023276132924596245,-0.024529392123237098,-0.0010231015095831008,,
IL15,0.01814984017982121,-0.01281486931275757,0.017435292562281615,0.008042670901237904,-0.020549325907116528,0.05193082437187415,0.003861249872821721,0.07890603089171727
UTS2,,,0.08998867176908155,,,,,
BSG,0.03855074513057123,-0.030152624817673543,0.004913609249065592,-0.039160695315158194,-0.015058412115116411,-0.044899596127387975,0.07203121172061296,0.03303508213132275
ADAMTS3,0.04650089636013135,0.014712181914959483,0.16858896416605965,0.013218862122780695,-0.014340422069642002,,-0.016121796890948756,0.05130975853670339
CD34,0.056254779050060225,-0.006218283640904805,0.035232719193127635,0.04403027865381044,-0.04758894639188356,-0.032662723756132654,0.012808692548205849,-0.002323987662311255
CCL23,,,-0.02472537867780902,,,,,
PLAT,0.009498054459070872,0.05830915602642893,0.15753052484488309,-0.00808774302596809,0.05612764868115726,-0.02732341678480921,0.07234422980965449,0.06904178679517825
LTA,,-0.020979880728305277,,-0.020458483994705973,-0.02054932844373491,,,0.06646166623529919
CKLF,0.03175733040228721,-0.075453472812186,0.16448623019087485,0.0063017731973196755,0.07878854673997299,0.04268843205863388,0.018847560083272475,-0.014518548841363641
CD24,0.027558034940573694,0.03679125001336878,0.018822252869061494,0.03671181604049672,-0.023431614327334906,-0.032482826661166024,0.021460124849823525,0.05897476979568426
HSP90AA1,-0.059366854326136906,0.05726552661536748,-0.11501017902594426,-0.007544730346389121,-0.04399165031081528,0.05137830011072542,-0.0215806354034424,-0.04298393481185061
BMP4,-0.023523297417945416,0.0038807621353701394,-0.02386219043934109,0.03215912381282962,-0.017510150259644253,0.06039579023263297,0.013083369550801045,-0.016035238669592573
SCGB3A1,,,,,-0.014339049634535016,0.025792679291849425,,-0.02857722286452954
IGFBP4,0.0519723774095203,-0.07587157736850798,0.10626143546889387,0.0510592273055185,0.061376735166275544,-0.0037734046608378377,-0.0957708519396736,0.05654084206683795
RSPO4,,-0.014325842405742452,,0.012005363679552992,-0.02850515366982218,-0.007996568047298884,,-0.02559684925701407
LEFTY2,-0.02263112783845495,-0.03988230481157804,0.08989109215746335,-0.03559836904792132,-0.012345038582460761,,0.017482681861107616,0.006728188279917669
PF4,,-0.014281742918117433,,,,,,-0.019407789902780494
ANGPTL2,-0.0435278206384937,0.07655087466711832,0.09423413392505746,0.0496354327210733,-0.015868367435009103,0.03832634091434963,-0.031501256068259965,0.009212472733102424
LRIG2,0.04476089431762948,-0.014725436226555937,0.0375116027698397,0.00023506050357591533,0.02067079922061753,0.11251084582789672,0.07027478060501738,0.10807332916780346
ICOSLG,-0.036209077623788236,-0.045054548525276364,0.047360656195550896,0.019362454801308986,0.019930058689328897,0.04877074983475785,0.03300429902539874,0.035106546228115536
WIF1,,,-0.08342760890476515,-0.018361623020258733,-0.06862371805978061,,,
NPPC,0.034554119100130155,-0.02215450523557094,0.034741985730292566,-0.03581769235002358,-0.0019070216000727116,-0.07070974794541253,0.08500579572756886,
LYZ,-0.04311531206961424,0.024188158910706525,0.007172042856638195,-0.01340027192416545,-0.030763881467001666,0.026861592116675465,-0.15497438562769675,0.023115818537467945
EREG,,,,,,,,-0.029310258304441863
SPTAN1,0.09193179828437788,0.011228664063343228,-0.07040735192861541,0.0760914951400737,-0.016929184374180263,0.04737442914915306,0.029012411191575913,-0.0017550505998540614
LIPC,-0.02926395914919106,-0.025665355690261547,-0.0057293220842857635,-0.031318484825539894,-0.03228107332229168,-0.022499951014200686,-0.05365946342331827,-0.007661102734619751
COL8A1,0.008828568445210403,0.015658318063420565,0.02601581975329006,0.018114566513452748,0.010472074147699406,0.0031190653962545264,-0.05270297786372861,0.017580893609792227
GSTM2,0.01770101035255113,0.013734039591494376,0.04054176006047456,-0.018774553292500468,-0.04429648278491337,-0.01059116232067826,0.12619622791727528,-0.022165074361252316
SPX,-0.0415046299535314,0.06962124088405029,-0.02146629172299747,0.020785283316663385,-0.019502505422813732,,0.1496139002213916,-0.01592243639633288
MFGE8,-0.040145449369726256,-0.01611196470627022,0.04927577304714512,0.023680979301858134,0.07177010806049362,-0.006438350250676763,-0.02144821785379987,0.0005597778671552275
TGFA,-0.04147232430847225,0.013663314601406523,0.01797281683781703,0.02270890745868408,0.00840246115486502,-0.000418505121413502,-0.0048416203948385,-0.019404601839192948
SLIT2,-0.02352329365386507,0.01929856638564147,-0.04391193972292281,-0.023703256304740027,-0.031745103805470465,0.12705022477041544,-0.04090082836191847,0.026876762062754266
PLTP,0.061048237019444354,0.008965267213240374,0.15010024792331048,-0.00501259159426064,0.007501500500220676,0.01996094124348675,0.007601407525367974,-0.015828469005480898
APOD,-0.12279452000767477,0.006902679223556139,0.08876667214824956,-0.013651447536750743,-0.04482201615266746,0.12216107114405812,-0.08162422612630799,0.001402913188285832
B2M,0.02416066762547418,0.010002029551859725,0.1674825717064685,0.010120649504237335,0.0508482228331239,0.05905097064999191,-0.13355127494392882,0.0359943111796786
OMG,-0.021315474308875183,0.012546366252586873,-0.03981656165003694,0.00023950607538115516,0.019293650697398995,-0.018049560968127605,-0.0350014374162477,0.08639241115733846
CXCL3,-0.018406913301621836,0.013624496119083361,-0.028530552894720118,-0.01720433958441223,-0.01479923768317851,,,0.05328787180250324
CXCL10,0.033381729093879514,0.08549143401848312,0.10382470043463393,0.04035203949310238,0.0774320416469858,-0.017134924669922513,0.010641790532279979,-0.004252185278487045
RSPO3,,-0.016585458163338423,-0.012053778281018678,-0.035937938539445956,-0.015464918151555148,,,-0.013831183154741624
CORT,-0.022857127354806644,-0.03719416344798854,-0.009414215286299293,-0.04606329880760648,0.0019780589008012548,,,
NCAN,0.000770927171874017,-0.0631980793793987,0.06420946282918821,0.016295299183350636,0.0849906744762946,0.08847007918455087,0.10785431204554465,-0.02584587130810593
PRG4,,0.001406597283952819,0.07239795883889852,0.027392670825814508,-0.018081045764443332,,,0.050617774355920894
ZG16B,,0.10300343922847548,-0.010298864213527808,-0.016256122723917493,,,0.05643318174575724,0.007065006066973002
TGM2,0.05995100618809218,-0.008666168553154056,-0.014557101070598526,0.04257415448832416,-0.04792998403945985,0.1378242170194082,-0.033648688525865104,0.06682493959604599
VEGFC,-0.02285712882650485,0.05278981386787212,-0.040753228891656154,-0.031051778240598935,-0.018452427910627414,0.01573953771130845,0.07000590079068005,-0.035685710147956726
WNT6,,0.02830572634848228,-0.00348167136934652,-0.004016912597830894,-0.01610434728950155,,-0.03193157046180918,0.057562646606915256
NRG4,,-0.019921982415196562,-0.0385006819825857,-0.013628766900059755,-0.00562622738607363,-0.06784467277694646,,0.10424174814232741
PMCH,,-0.016435805901601295,,-0.023794461218307004,,,,-0.02982528855470041
COL9A1,0.002936362150521169,0.034386880371404076,0.029717737061034075,-0.022636905663221685,0.002544235816571049,-0.024408390946399492,-0.06631458004372806,0.06274904084161773
GDF11,0.009749795738918014,0.009006282517257233,0.07227709020640624,-0.02292711900233167,-0.06801474187922109,0.031122633364499032,0.07009432386463121,0.022135431023935517
RAET1E,,,,,,,,-0.015172711348043131
SORBS1,0.02575986157781834,0.012258758486101516,-0.06741982214448555,0.007891043455286614,-0.006099226754868977,-0.04330298214222241,0.1021401478003249,-0.017622661382552165
DLL1,0.019446640975756886,0.053368420935711286,0.11016326789475846,0.035204430088965885,0.056229214731104885,0.00010116728535065756,-0.11123611717425021,0.018297546739946147
TLN1,0.041901928630310135,0.00014368739650550124,0.08354853856779615,0.01466472152622219,-0.03117716175122486,-0.003991396497098456,0.06945772559778526,0.037202099410582674
COL2A1,-0.021468688089326175,,0.08253960348278348,,-0.015024264576562306,,,0.060720859776422144
SHH,,-0.0003119022689480998,-0.02242848885137579,-0.009013761691481896,-0.014339048381212813,,,0.05610201158571048
PON2,0.0845052205204739,0.031457095131634326,0.1350648347118942,-0.022069317670835677,0.09000517105015335,0.17716542486187284,0.1565057986565709,-0.02507829904723252
ICAM5,,0.019242773069466014,0.016780016864272745,0.005591055537022074,-0.028003386936514375,,,0.024946042754071997
HPX,-0.024385898715051472,0.07145699257772228,0.04227644243750409,-0.014867479324199068,0.004130680850434724,-0.024524649617915534,0.09381780822883086,-0.031918778388975264
SFRP2,,0.0713141055378758,0.09416242871255479,-0.00536855108022811,0.022657853612175965,,0.017549474548342398,0.019402985911488063
CFC1,,,,-0.020458485231117842,,,,
CD70,,0.0497710955461508,,-0.007587559388122044,,0.04545408179869142,,-0.0211019713721699
HP,-0.030128411372595365,-0.03538224983839206,0.015012316950896963,-0.0112667728965388,-0.013331976661580697,-0.00934678319464671,-0.020439199864924717,0.019329687933662566
CXCL2,-0.03356006320339203,0.05556582391965735,0.014734078069287627,-0.020751104634841897,-0.028380423057708017,-0.06683789928806265,,0.055456945800134404
NPPB,,0.010441013792904626,,-0.0023189865165670702,-0.018452429252725413,,,-0.014030196501018988
CCK,-0.04911664256244918,0.007674787467528491,-0.09999416788589133,-0.007122110987651324,-0.027261546368456003,,0.08075791258247188,-0.018200952389230845
SEMA6A,-0.012846792323437188,-0.01669122601392572,0.08533965495654403,-0.01780176373885471,0.05813533460606959,0.013346602530310992,0.12077595291580809,0.02144191175506707
IRAK4,-0.06279702153511389,0.002495332883455518,0.09521666042346302,-0.053595113790453404,-0.02101440536272281,0.06239645228506631,0.015870846790573254,0.07215981830812546
GSTP1,0.09672920348438457,0.0020077895615315433,0.1583825231105206,-0.018775968286346815,0.035003899328628456,0.07667482782660229,-0.01826704235662872,0.02039737629501663
VCAM1,0.002870565960375735,-0.0057104676085284484,0.10283907370443249,0.013042747897458146,-0.019856483107380744,0.04013106955660055,0.06524959034611272,0.018606537353859642
NXPH3,0.0660077880869932,-0.025229695263153978,0.13888455102626432,-8.210841351572173e-05,-0.0611335372561924,0.08904009510545446,0.10180934733416488,-0.019765695568456233
MTMR4,-0.055541029106160135,0.02023016959911366,0.015582082199768798,0.0535420704059658,0.023896207617508325,-0.032178483090333304,-0.02060446980080125,0.010873383458084463
LAMC2,,0.009413309790046764,,0.038623256750428304,,-0.03822957337895473,,-0.02673182686699801
IL10,-0.023741597041025145,-0.042715114191057585,-0.027076019134194367,0.019914136429320897,0.0237587159695314,0.11800275251454011,-0.03307365112628025,0.011939133937984051
SEMA4D,-0.04266589580180554,0.025031977706933387,-0.051081812559487835,-0.004000389651373504,-0.01212246601206342,-0.0334081368453976,-0.03423052064243487,0.0027454686451041633
TRH,0.023969256581932975,-0.04032256128433036,0.018930128832599043,0.01942913806053879,-0.04086513095059943,,,-0.015714760966800138
SEMA6D,-0.0014824823399680268,0.009488578740262323,0.0991799217550132,0.00192004488252468,0.04925422437054571,0.06321228341244119,-0.011063176577472786,0.03125373783254383
CEL,,,,,,0.06315623527164646,0.14340024465141918,-0.008867872341315199
PDCD1LG2,0.009261689281655982,-0.047151288029481916,0.06533885992178612,0.07336259997691695,-0.00417194800873554,-0.06899028488165732,-0.05412228335822032,0.008802170769681802
SPINT1,-0.02397204683138704,0.029119224741359837,0.0897805337158556,-0.009272986578657508,0.018672475822383554,0.03307036015170042,0.014939568117781644,0.005882098122530455
CTHRC1,0.08511265812262045,0.014851783064975073,0.039082182754885994,-0.01513462078856404,0.029120640118523083,0.1114384734094806,-0.03767145440735693,0.06563994446471769
PODXL,0.02431863964863007,0.001242593184595048,0.11745974689551107,0.02190948258045567,0.06003573934474994,-0.036695922472587794,-0.07228150844716784,0.07160732472198894
JAM3,-0.022950014269167873,0.055288395459612234,0.0889918018602723,0.035081204449865434,0.02346468254762669,-0.0022486913635750626,-0.00554375397023112,0.03288161378096241
TGFB2,-0.05025419947793395,-0.02630770415700528,0.1622692423835076,0.025572175822715284,0.003030130797593908,0.010145691723712755,0.11815880339789728,-0.004712630912087956
COL18A1,-0.05018336212734273,-0.018371051345322107,0.10183364171641096,0.01409700747929865,0.07818822498228782,-0.035733940547837344,-0.04724616946985956,0.009129724903426431
NODAL,0.0400526071078516,-0.024585628720345146,0.02548661798461842,,0.0008008208681186788,-0.06973115559871233,-0.005624282082401085,-0.021507079475373093
INHBB,0.038851466564568525,-0.015699230246357904,0.004281918311681032,0.0051316088518597374,0.04465487435572464,-0.10163844467277625,-0.09670048956665864,-0.002648694058678053
LCN1,,,0.06812650907762019,,,,,0.03544990821452813
ARF4,0.05156220262089906,0.041352138973568764,0.08683440895199897,0.03517242913340767,-0.051413516030255714,-0.059756266184340934,0.04881374643784969,0.042372233137640124
CXCL14,-0.032146206137304165,0.015544715196406815,-0.11091531563774093,0.023780136498816086,-0.0694195521706779,-0.049321171666731854,-0.06402100243278222,0.012737491527736155
LIF,-0.011214370763563105,-0.008684319410595095,0.07294519656625653,0.03807493656848547,-0.018566059924499844,0.05940189423438523,-0.005089889469689885,0.064310823334014
IL17B,,,-0.003599323461277133,,,-0.0019842373748095435,,0.02041450409425583
MMP1,,,,,,,,0.030943287181783578
MATN1,,,-0.026249826792896672,0.02721156333088505,-0.015024262706864468,-0.07078922684168616,,0.023934226921375562
ADAM28,0.026836630144654747,-0.005528989688509158,0.062240519400846434,-0.0011539780648096058,0.030459093154264226,0.01949092563296389,-0.00788711948982777,-0.019789772858009286
TCN2,-0.03223651368242463,-0.036970876845146564,0.11695760911758976,-0.014400570354897621,-0.011559882178268773,-0.008403057749142594,0.029445783989419702,0.0554199617032573
THPO,,-0.01698274609924091,-0.028088606611593087,-0.005297623567730401,-0.015024264432739373,0.028240152799453765,0.11843970642209037,-0.020689945840996534
CUBN,0.08683584993084795,0.012659393504867597,0.053181959240056254,0.05269040653149535,0.004905417657685361,0.04176307034830382,0.04881311096131728,0.04844090308991249
TIMP3,0.10163495893394696,-0.024640302425303257,0.04785119980858306,-0.0006946759950231453,0.020711297986826298,0.01566017526401418,0.03529676289925161,0.03219348792262195
PIGF,0.11720222918453636,0.04350833015663137,0.102782034482274,0.051671754510982215,0.04036545519359222,0.08759561363217186,0.07319743517612792,0.054085604375033534
CRH,,0.04127357587338547,-0.027953989714176137,-0.008870439769354335,0.044626973409822614,,,0.02897606908817892
BDNF,,-0.0014439786298823943,-0.10700394814763571,0.034620427070279125,-0.016921180538419213,,,0.011681727978877454
CCL5,-0.04764838954879689,0.015718505472623854,0.07120605492046202,0.01339117647217702,-0.020382221454776542,-0.02384063538522366,-0.06870782506184464,0.01058031208674324
GAD1,0.0031232726158773936,0.02702128744213556,-0.022054028838220108,-0.027973745101288965,-0.07457869396344444,0.04280642088318282,-0.01274391533094856,-0.003827650897143012
COL14A1,-0.0163867930398394,0.00423371656211593,0.08798546799896492,0.09003267167640634,0.010159179828977662,0.04964910308398952,-0.0030929491598038214,0.029852417315591327
HLA-A,0.03695921984270632,-0.009710504819546826,0.13837705326516184,-0.014419921857664353,0.041776446922669526,-0.00949960170779975,-0.10665434707198332,0.04912961596410322
CD5L,-0.04012670047784508,,,,,,-0.03953350249042633,
FGF18,,0.06122106557749567,,-0.004877511492235572,,,,0.08753550378383336
ADM,0.03322481698670658,-0.004852081259298379,0.036713199667933946,0.01167108823871307,-0.03773130638848373,-0.05846107465185361,0.018855509186634714,0.05131532045083732
CCL15,,,,,,,,-0.013629412059994782
GNAI2,0.048116441655160366,-0.021824996335991404,0.13569003889680017,-0.0219425659807136,0.06889212302606765,0.0867114030043598,0.06351989120628852,-0.025682984251380818
HDC,,,0.09113071046634798,,,0.15924277487757552,,-0.04613153984577913
COL11A1,-0.026431897718033368,0.03185414370144325,-0.04551978001057407,0.017593479480689643,0.019619707089785395,,-0.01144667836051857,0.03177802942383425
NUCB2,-0.04900679253479074,-0.04127293234859985,0.11985165349424093,0.03882663193645185,0.0283263305840708,0.052352594076197335,-0.018499792738694745,-0.0064969544833355895
CXCL1,,0.014415912745722454,-0.010470031262138444,-0.03384388622147126,0.1113350060967945,0.12821433934079077,,0.028691253306620916
VCAN,0.035310476640468304,0.021156472124161902,0.06656283806746842,0.04193166521126669,0.10659953865819476,0.09488822672131376,0.03301972307134241,0.021474811072222898
MMP7,,-0.020122409870613735,0.06556768569252468,-0.017914281590241398,-0.023221531328245275,,,0.025466930391223566
PTPN6,-0.015213420431292547,0.03693079166168561,0.14644307906136164,-0.015230422251205853,0.059623404281281066,0.03217650761914068,0.041368013918756615,0.06437610902912372
PTGS2,-0.04548785598545634,0.0059431716441032964,-0.11826407111127467,0.0329505516759498,-0.014746913629928903,-0.00979169202076154,-0.012761799464470197,0.06869948872242186
XCL1,-0.020495386725517133,-0.016585460954704617,,0.008029525597488967,,,,
CD58,-0.03390401512130139,0.005103583067981744,0.13585228119812814,0.020460041335845097,-0.05459101683055636,-0.0759824379264784,0.0396371141886793,0.026001848279708816
TNFSF14,0.023853953229539676,-0.0009876534763193956,0.03679126971389171,-0.012614878710260811,,,0.07210137614173873,-0.019068918864267342
CNTN4,,0.02099941405395709,-0.05755768689570404,-0.012302923329145222,-0.031888732231081976,,-0.024238117760293398,-0.023191292202761685
NTF4,,-0.00713813906809125,,,,,,
INSL3,,-0.01524348544404521,,-0.020657050820290977,,,,0.0687788414062572
BTLA,,-0.024196043962884436,,,,,-0.028673278367747402,0.02687654843965862
MFNG,-0.06384297381876518,-0.011559896495317471,0.08284963671858678,-0.05639433702987512,-0.009381488543826524,0.07200630785365252,0.004896091999096288,-0.01210833297416632
ICAM1,0.038756402287057325,0.03790234149081192,0.08740558555214122,0.026026309837996506,-0.03332078663825577,-0.008397175541955983,-0.009369746181036323,0.02355404184735664
PROS1,0.020492064380031615,-0.006544441659420313,0.09009763473770856,0.019454249052632662,-0.035927174950352705,-0.006146829985066087,-0.01392448628487515,0.03596591471253431
CLCF1,-0.0007291600807041928,0.03416695439299366,0.0580312026845595,0.021842234515716204,0.001923316883711501,-0.01862758084779553,-0.056191141779445807,0.043435585061707103
PSAP,-0.055013191888398955,-0.031811852700465326,-0.12434624781774775,0.031077764273124028,0.000968905032652042,0.05872059448504748,-0.0449737312433849,0.05074741843536745
EFEMP1,-0.0660863707435234,0.051760098571027285,0.05968870349344916,0.044409051673637706,0.038805961413061016,-0.04698955213610126,-0.078827038720698,0.026910199624450362
C1QTNF1,0.014243407832797527,-0.02461048078569553,0.05663681499396435,-0.02660770164697905,0.08011585217375758,-0.0416490843069477,-0.07358342454601613,0.06928977273797808
ALB,-0.030855325234582624,0.05888752006074179,-0.01775968398569325,0.11350336741519915,-0.010559026662356282,0.004807309838200835,-0.06362782188066768,0.0586453201092473
EFNA3,0.05482705990437507,-0.019895278212558515,-0.06729444414535042,0.00013787164338524202,-0.00012851844063082782,0.03955056568733402,0.08856866805949175,0.020155872741044717
DRAXIN,0.09978128578097044,0.05690890199275186,0.08026260151436601,-0.004795956178042171,-0.013017597618406214,-0.026185851264255523,0.07997815009180007,0.01961172596060082
NPTX2,-0.015445851343562874,0.056831756050215315,-0.1296415269385652,0.05425391782367894,-0.06412220395738155,,-0.03574627256371218,0.003628832785479435
FGF11,0.009909616591885625,0.02346015755343015,0.12884527196797174,0.023145922394329096,0.03090930666195529,-0.03892147361577851,0.06426537007574395,0.008021111032185668
CD59,-0.03676971602070734,-0.05876933994424085,-0.08284178123055118,-0.017206884169614835,-0.005738096624606622,0.06336897309069667,0.03092210919223641,0.00568093146170708
COL9A2,-0.01723594421355186,0.030191185928842967,0.06440509911022606,-0.02013129839052507,0.031149808260784107,0.09618612483013451,-0.04241960819279787,-0.010266913488365375
DLL3,-0.03480648034601069,0.04811494907381004,0.11557115376477649,0.044826778809840165,0.019427190182263434,0.09728205636328642,0.1179564751609272,-0.008984309770426935
FGF5,,,-0.024409762987209645,,,,,0.04684422336599381
LIN7C,-0.037590660911124674,0.06340539097278357,0.10210529828054218,0.026206426500659935,0.005233495123042438,-0.024403810399100747,0.0015741420410503052,0.028055134006973372
GDF7,-0.021229216227517448,-0.027198828379701334,0.022946893209899365,0.020838307368899606,,,0.03602912724147138,-0.02662010316613889
PSPN,0.09962930244108241,0.027346085903006728,0.02847134755635543,-0.001316134378994009,-0.05664567864818202,0.13305058619335272,0.06557267793535945,0.04469086127716627
ANGPT1,-0.031091428854494393,0.07110839904832107,0.03724068059530557,0.05909920127205143,-0.009429780294240048,0.005906460499786517,0.15814034210497138,0.06731917169108675
PNOC,0.07708831031903825,0.05163525127156159,-0.044035589725075715,-0.027225347258965686,-0.018278311110894608,,,0.023559860674904794
L1CAM,0.014577728536624639,0.052547125745872586,-0.03572510900027532,-0.021486392309821998,-0.07162403920260611,0.002044809952180184,0.007868068372553228,-0.02344114925803814
APOA1,0.003514735538965238,-0.01133184120142696,0.0983993569480188,-0.005585410807877299,0.002285384182242741,0.021071646200442884,-0.053231122632781146,-0.017186110781365744
PSEN1,-0.052436244855864476,0.03397701482099264,-0.04391604658003546,0.05409273904032367,0.00691866606415962,0.04682922993870377,0.007405334925062656,0.006491443248491895
CALM2,-0.0007767593579207704,-0.01734874696023115,-0.15987486162602896,-0.03827044191435212,0.00391071694354621,0.030115840058583355,-0.1431488904685524,0.013291494464516745
CLEC2B,-0.04374605488724438,-0.012717196411884683,0.06128312399858205,-0.032181344345085176,0.0959649867474035,0.037222718825720244,-0.03945598597254882,-0.005833938571846973
NTNG1,0.004028949311121399,0.011285408040729666,-0.039982488275451235,0.005877002931642226,-0.04544362793624518,-0.06266906442882783,-0.0012132080500250918,0.028747387983719695
LRIG1,-0.031567621561159255,-0.013803013175951579,0.09903558789672914,-0.006807804185277722,0.05350831578976591,0.004704164420626846,0.10530245128298568,0.0008462047391876455
CPAMD8,0.08061653646771723,0.03017408874191458,-0.022081915604316875,0.06423543073086023,-0.027749614300159143,0.06828218443151775,-0.0031489764202948483,0.0634213710528589
GHRL,-0.029802418994083677,0.02661886863414814,-0.003574505748420516,-0.040175386864629424,-0.019175028823365536,0.030413617542065906,-0.05692322941062248,-0.026843169148874177
NPY,0.040585628470683886,0.017902254056327862,-0.034624320696749374,0.02921592256928957,0.02887294041086078,,0.016639688569292124,0.06486540405561628
MMP2,0.0939299869840164,0.03551871973885647,0.14100416158952567,0.025894382020293212,0.08397081933730001,0.06266440998269576,-0.010897037577352844,0.05450650622769103
LHB,,-0.01570304993484488,,,,,,
