,UKF266,ZH1007inf,ZH1007nec,ZH8811Bbulk,ZH916bulk
NRG4,-0.016689358576534422,,,,0.06898796926255811
PMCH,,,,0.09323762950025564,0.010003210434619539
COL9A1,0.01522621290663407,0.06300161189112256,-0.07241805671951361,0.06321575724563386,0.07131473491989206
GDF11,-0.014702453408855707,0.05908399583807127,-0.04978186297811885,-0.0011341629571526718,0.011038659969923361
IL24,,,,-0.014305265442237626,-0.03533281177149671
SORBS1,0.004104968330251014,-0.021453963907236702,0.011403076483810424,-0.023250460908777953,0.05266138432609224
DLL1,0.03682156928165895,0.009092845351320034,-0.03737421929177926,0.02875254482684946,0.1215152206154979
TLN1,0.013312296988174826,0.05620110913313238,-0.1504961824835759,0.003219131977862162,-0.0195610682721273
COL2A1,-0.014769699862249625,,,-0.025468689196772774,-0.010784822029973468
SHH,-0.016121186916054766,-0.008642604684161424,-0.05258703102686311,0.015277440596436556,0.06814630582657191
PON2,0.055529362736681895,-0.016264821698450272,0.006056482757830608,0.053030789620248174,-0.024590943285678336
ICAM5,0.0643579735850414,,,0.030182503746614204,0.07805590168199791
HPX,-0.013633038788799231,-0.03112457363538196,0.039909618350666684,-0.028803308751071354,-0.027932212161192377
SFRP2,0.00202665244026366,-0.054605456450013204,-0.0014743789623845257,0.01345790472655818,0.008060096869937753
CFC1,-0.023036499201172966,,,,-0.027965035213200696
CD70,,,,0.017920690868086384,-0.045297407282144826
HP,,-0.03188546788392365,0.015463158772081381,0.03767855630083885,0.03576760257958877
CXCL2,0.01356512363806405,-0.05586210629387181,0.03286887041965976,0.011151160921734692,-0.08306156204185197
NPPB,,,,-0.0025900105841890697,
CCK,0.016407306421836618,-0.03202450917368805,,0.0011258315751122257,0.03845869641489377
SEMA6A,-0.023701150292006735,0.02868467649398227,0.011867142745873475,-0.0073388111393555165,0.026817964048163237
IRAK4,0.08111724707953907,-0.026437610000316226,-0.0260711667667184,0.03167295986071089,0.03280162142635809
GSTP1,0.010692382663194826,0.060666284258672244,-0.061470147275085575,0.05207361511966546,0.031640280348608836
VCAM1,0.020140531294601992,-0.03856311703181018,-0.030624570329355345,-0.0029737425708734892,-0.03724417456924492
NXPH3,0.048743220540682,-0.03242857401155522,-0.0031705769813306747,0.01225853710890482,-0.041538122328144765
MTMR4,0.012454522353460047,0.012091606212173039,0.0952008356352065,0.005470124752716709,0.05642019395137772
LAMC2,0.09984203375756047,,,0.0673612407608303,0.034287751740071405
IL10,,0.08471021973391345,-0.07447323270243039,-0.03451318388879875,0.0069988375766712645
SEMA4D,-0.02970014565524091,-0.022864765269623184,-0.06074740864950981,0.024378373419237147,0.05739906248899207
TRH,-0.025553870859901944,-0.038512388037464824,0.06776740905417372,0.029773037580606156,0.10975199615018369
SEMA6D,-0.03297551152441866,0.050549392064587764,-0.04001038667540876,0.06257240750172395,0.018246917919490437
CEL,,,-0.08838206682330513,-0.02335524275923221,0.0325216486330731
PDCD1LG2,-0.013117668520970153,-0.020466047583027266,0.06112398622857265,0.05496779824793815,-0.0065421318861990825
SPINT1,-0.01696690755435776,0.024684790077909448,-0.011552654682989435,0.0487104669586101,-0.00774657000396761
CTHRC1,-0.023783962774001664,0.06152831243824173,-0.1166125186132426,0.037693095355809426,0.023595703737214722
PODXL,0.012360514336290032,0.07683569062686296,-0.06424855515796712,0.02399281163427275,0.04939732982827517
JAM3,-0.02455238796532357,-0.017376513494013007,-0.05008101181818065,-0.004214856158155434,0.0960756973765852
TGFB2,0.02197514644069073,-0.03433606036644012,-0.036144054995073636,0.0036087800853237912,0.01805163783605662
COL18A1,0.03735660937058119,-0.009651347507215198,-0.05561234262672322,0.022668214395625417,0.030757799493273723
NODAL,0.07847837215294812,0.055572617292753715,-0.09059592575753492,0.07445158362680333,0.03381150141529933
INHBB,0.03846071101264272,0.03069096850247267,0.04573152038069407,0.002357807433797677,0.045909594559413076
LCN1,,-0.0012302585484819275,,-0.016687431916601842,0.14109940703152937
ARF4,0.02688782889258884,-0.010494298430610383,-0.056867818557127844,0.12261323065647847,-0.00637018601373949
CXCL14,0.02408861414977112,-0.019318753870063737,-0.017289499992826352,-0.06050536659789392,0.03354953004086416
LIF,0.07090163924593876,0.010012556674905316,-0.059381788867749294,-0.012326483571943022,-0.02737810944365216
IL17B,,0.0626980942623567,0.07347854764959397,0.019904517404690746,0.05860804730774965
MMP1,,0.09980527432588401,0.015785414693749677,0.002830881520807734,-0.025018977128423003
MATN1,-0.0159762465944223,,,-0.029515438286775497,-0.021994962058083167
ADAM28,0.010917040841037326,0.09147288561133853,-0.010369927202880066,0.01654259064402418,0.046695485435241775
TCN2,0.01896720693264756,0.0023262490807269103,-0.011186539854190134,-0.007574623725680219,0.041626792151785115
THPO,-0.022718919265146197,,0.03711197092904089,,-0.0018229408933815004
CUBN,0.010987865228396999,0.010132708192486442,-0.06544519235505544,0.002301609452201742,0.1010493267624929
TIMP3,0.04883633818619814,0.0006585386605626752,-0.1456707195849827,0.0710941628363797,0.019594454302753177
PIGF,-0.03282369384912447,0.0332374146848622,0.0059335599810035194,0.027429114837218903,0.007816453026460356
CRH,-0.013463315434691129,,,0.017686707022552674,-0.002442206050060949
BDNF,-0.06322061083412238,0.0007975314754962367,0.017764054928757437,0.03413154852399983,-0.0308332832207087
CCL5,-0.019666590286694655,0.00597094155610787,-0.05667259027320535,-0.002784215484063599,-0.057459618538314806
GAD1,-0.005544835454542153,-0.03864497576094328,0.0693606971060362,0.021425211052820747,0.03190672748459972
COL14A1,0.05104623723131828,-0.023148514187878798,-0.09323636177992115,-0.004256210394736562,0.04576745272032597
HLA-A,0.0717741167485287,-0.006959581517073469,-0.12189658687844243,-0.03365431434265889,0.018403722360249623
FGF18,0.020763756248567942,,,0.005666552902761969,0.03851214242780546
ADM,0.0036404447694989863,0.01881161378368863,0.025585676408524452,-0.06506169648922301,-0.06531609589797831
CCL15,,0.015799085957365133,,,
GNAI2,-0.002498727519512214,0.03310077709173653,-0.017456527548929162,0.010030735554139237,0.077139860257664
HDC,,,,,-0.02199495209677302
COL11A1,0.021814837634996198,-0.048607284286811915,0.018288925156800483,-0.009571867020211672,-0.011732561464370966
NUCB2,0.05185733259774349,-0.03687823013028571,0.06023120133814342,0.001768804273609758,0.004662612117515215
FGF16,,,,,-0.021673165965468637
CXCL1,,0.05604162140484853,-0.06568445620611499,0.006241240184737137,-0.06958732549635997
VCAN,0.008040797496984886,-0.032495694323105735,-0.03339108221903237,-0.002610435781512413,0.0647038907954373
MMP7,-0.01654898979248898,0.05090510661373581,-0.07977468819801718,-0.01426113085735839,0.0020287515714938415
PTPN6,0.020017815538734406,0.12479001407165756,-0.10042086920129621,0.04783851775380895,-0.019331213841757094
PTGS2,0.06696365839022347,0.10008576370497899,-0.014914512546653345,-0.010278266496215679,0.00434310528056864
XCL1,,,,,-0.03914400269237558
CD58,0.03948482103069219,0.05108236867130449,-0.05455505124728285,0.053596727017943185,-0.01983477761445319
TNFSF14,,0.10733503295209006,-0.0683865102297437,0.08878220825494136,0.07504572268535599
CNTN4,0.017656400608225556,0.003659375000147377,,0.017123854935222553,0.09971830385896166
INSL3,,,,0.17897838180540523,
MFNG,0.013097536013172172,0.07671843741218007,0.018035610290321958,0.031921198426758376,-0.004740514390643955
ICAM1,0.04549623143830747,0.08780885369166036,-0.022239795979477447,-0.03021370505940759,0.02293384814913429
PROS1,0.08810016508471576,0.04118698180135882,0.06718782486305673,0.014031551846755088,0.021903236526136835
CLCF1,-0.015383938601096523,-0.0045520380265423694,-0.11043414122759039,0.02558815951637981,-0.034365789941068904
PSAP,0.05424765477922628,-0.02125010313094055,-0.17746643554802355,-0.028687211851110603,-0.01249142272797889
EFEMP1,0.004888601308447714,-0.020807405054055345,-0.10620190755324634,0.01812964857916688,0.06889867639478704
C1QTNF1,0.04252995723063695,0.01039362317455306,-0.07438672852041003,0.00045756520842008344,-0.009787937952040252
ALB,-0.01583009090525324,-0.0058422836364675455,-0.005980942778991628,-0.026592376358897326,0.03765812663715659
EFNA3,0.056857777055658545,-0.050613150712642635,0.043887020129255314,-0.04402768488743137,0.05578361688045921
DRAXIN,-0.001130785635572084,0.043867432075380755,-0.004610966384741375,0.013788656447584011,0.047165468898275525
RAET1L,,,,-0.016687420980357727,
NPTX2,0.004707404673272652,0.037514989184402575,-0.033670838745793255,0.03154481391351487,0.03561925667236441
FGF11,-0.008405756626496721,-0.007359024051003028,-0.018827526717701812,-0.011487156671003598,0.007291223274932802
CD59,-0.026551654016689897,-0.003312388591380805,-0.024038946844800107,0.011336191872550087,0.11711638974203137
COL9A2,-0.011407852789391775,-0.01792725402068119,0.08961574439453592,0.052653181056101415,0.017971182021210015
DLL3,0.02087416296193566,0.010450489213198376,0.03460742402783714,0.04167425931735539,0.07043277884875244
FGF5,,,,,-0.008481582593570808
LIN7C,0.05072308287012059,0.007581006680573669,-0.030687376891022373,0.013921906288986284,0.024993075006365717
GDF7,-0.006387167441151875,,,-0.014305269974435368,-0.03362221637781362
PSPN,0.03342023969476395,0.07198016126713686,0.10828705441387268,0.0003249436720569066,-0.05958357469158697
ANGPT1,-0.027247846254011124,-0.015578472453620224,-0.04000766156176912,0.05315912047170984,-0.06188016908672739
PNOC,-0.002042341331954593,,,-0.015212287015302571,0.033934172120871735
L1CAM,-0.023832906685382016,-0.0484582308317863,0.03993590920442945,-0.07254467969709791,-0.0030439192113722166
APOA1,-0.026634418465797335,0.041917059188401086,0.032821446558859844,0.015760190126455364,0.00040986416779797844
PSEN1,0.02907825520231054,0.03809745603110195,-0.10622445136040992,0.010316599364428304,-0.0026701924759595635
CALM2,-0.016206430947758088,0.04981500645889492,-0.06061682834873385,0.05725310611299771,0.0030774120945363252
CLEC2B,0.010137327430980574,0.09708599285056332,0.10038916310377866,0.013931990461486798,-0.006259810002512101
NTNG1,-0.01638023431347344,-0.02583002424911879,-0.03949012782343766,0.00636210687790052,0.03692994611643439
LRIG1,-0.004207296050371897,0.032196347708935404,-0.0770692994355437,0.02422221788926583,0.039862141531284326
CPAMD8,0.03402544569596211,0.011055277921723292,,-0.016070815515260267,-0.02384067138481544
GHRL,-0.016828648087056447,-0.04491095256756542,-0.06500221580143052,,-0.021015799888950547
NPY,-0.0069143213305334125,-0.03892637025800337,-0.013067548563327184,0.025727933959491862,0.04856972845841976
MMP2,-0.03584255264853879,0.0032267271913203315,0.009071607664277755,-0.002796140061142788,0.039424513950658636
PPY,,,,-0.02421752203613375,-0.01849321951434744
ALKAL2,0.002093591849037988,0.03858812923269221,0.13324369932061547,-0.03651657671704955,0.01986890859837334
CSF1,-0.028204908033094018,-0.03362235993846909,-0.105730039578562,0.05684438092616482,0.011123165243833624
SEMA4C,-0.01495735554194063,0.028798606022620504,-0.15342647081435207,0.04983492722569226,0.044024860651702726
ICAM2,0.028437539223152185,0.06717778582948676,-0.001822165850268445,0.11182121517022299,0.022652077201854356
SYTL3,-0.021742687464513768,-0.004471025392203436,-0.052107764871488174,0.10480975687679833,-0.009835054071029256
IL1A,-0.022612220935084693,-0.018921975304773804,0.033035402277278726,-0.026637937977989485,-0.037776560709339276
HLA-G,-0.012213187643541321,,-0.07821692116406527,-0.028898280624004118,
PGF,0.07752474321477619,0.014964469765618247,-0.01428082218469851,0.10588596631275086,0.011253789943306718
LGALS8,-0.012384793222249063,-0.030456418582833142,0.06788978693231858,0.00969950903785584,-0.02152205872804341
DKK3,0.005893750188973615,-0.01450009893610444,0.030740439812269833,0.042692171980835726,0.032760976978349204
COL16A1,-0.03776502628750092,-0.0018075901019560837,-0.13287489614739392,-0.00784268232606515,0.07172244706371073
TPH1,-0.01294157544449382,,0.008561946443297622,0.11883649640468442,-0.019450834553460795
TNC,-0.04602728431692545,-0.04830240689264518,-0.025679337667025733,0.0008734010956517373,-0.011716095280751737
TNFSF9,-0.016835646860288312,,,-0.035937884168466536,-0.059608889004331866
C4A,,,0.04490615926222992,,
CNTN2,-0.03025972419700497,-0.04571929488262384,-0.08448030466594467,-0.021802021592642027,0.04341528245631746
F7,-0.011239795203235991,,,,-0.02946841708615536
LUM,-0.03802698350032172,0.01908615874894354,0.020018296436570836,0.07618354877860284,0.0033655989161239584
BTC,,,,-0.007073406967788964,-0.04019427883799293
APOC1,0.03307721189170857,0.019339685920544334,-0.17940918875494596,-0.023868858893656683,0.02658894648627333
PKM,-0.016414925473454547,-0.03755014515000413,-0.04414247206479873,-0.0491119374623071,-0.004833120693517055
TNF,-0.02761302600843451,-0.054757338697196935,0.08395119757614866,-0.01668742553185556,0.06878772906616956
GNAS,-0.013415261250418671,0.09548596459389849,0.11589008172970476,-0.05708408268648508,0.011595473800548156
BMP8B,0.08627086664153077,0.03510504716753468,-0.11866912086658647,-0.00584332101511239,0.0550961820280641
LIPH,,,0.0846107054160817,0.002943787721153294,0.020458843210188336
CCL28,-0.024170843701252036,,0.07266328562372561,,-0.005978866205122579
PTPN11,0.004713205456310943,-0.03887802101473818,0.09541731420643766,0.035047147510643396,0.023300322825930555
ADAM12,0.05853334340194796,0.010511882801999493,-0.06348991463342413,0.010970400310615571,0.026697024699756714
EPO,,,,0.14992122303958055,
EDN3,-0.01612118369402063,,,-0.03486027859564918,-0.021805058393715698
CCL22,,,,-0.017670364815301234,
CCL2,0.052314206361811985,-0.04809612410627561,-0.05021458725625752,0.023344314670442786,0.06648027396261758
DSCAM,0.04194396442074721,0.07875500095980056,0.01989191002836846,0.027417370016390732,-0.013676461229359666
ANG,-0.026317488010772494,0.009426777693943077,0.02695795531769708,0.02807644023035448,-0.031550579299036145
FBLN2,0.05511026983490361,-0.03847701348131425,-0.03420731752751341,0.06847646031462276,0.03919738544994738
VTN,0.10216464334665605,-0.028270299580630223,0.07446197277307265,-0.013587372727181427,-0.02255386783065503
VEGFA,-0.039488681085044025,0.030773445120165936,0.000962061080147305,-0.08355951099016691,-0.07038757675736798
F10,-0.022505098318119792,-0.030665649434874147,,-0.005679487721781802,0.10456450029221381
SERPINA1,0.01551415448809549,-0.07070697840097293,0.012413233699940691,-0.02147731157044377,0.02917642332799097
VWF,0.03351830140376422,0.0319548002598845,0.06452741335202103,0.031314019826283616,0.07683797049958961
GDNF,-0.020144057381178564,,,0.010488761723236907,
VASP,0.11266921644951028,0.10803968123304473,-0.03738794107887989,-0.0039063907635703415,-0.04780747092636569
ADAM15,-0.021887720371359134,0.013394606978977625,0.022246813744277293,0.021711823932101568,0.01717871533601389
WNT2,-0.02129656270091111,,-0.08660573594528684,-0.01984543866600657,0.05266866137222286
CALCB,-0.013117666886053302,,,0.029067570763729494,0.023924607504659013
OLFM2,-0.03854171339152356,-0.006472770031471307,-0.040813499506019424,-0.026031495038443358,0.10082245981917698
MFAP2,-0.010023689726054491,0.023953095078013877,-0.038539002818383655,0.039890271655765745,0.06428974217923301
HLA-C,0.051648155863356957,-0.051525062090952596,-0.09690435396542699,0.021084258145477326,0.014585862001786925
THBS1,0.03410315949864774,0.06450212569404644,0.025161999177966146,0.004160108311007452,0.05808030776847824
HSPA4,0.03734644752648118,0.04130286980584784,-0.030393126746734805,0.05119964750822041,0.0347839030660826
LMAN1,0.043499284548982324,-0.0003727571690506515,-0.1027261957048647,-0.01036573957576086,-0.04690404869334544
LYPD3,-0.01626493723865599,-0.012661155384343842,-0.015773601800800154,0.05281015563651595,-0.03340320088218383
APOE,0.08512618400309935,-0.08809417897215292,-0.20981749549665815,-0.0402332033027105,0.028045185402896244
SOSTDC1,-0.018401568931034434,,,0.034590422355117036,0.03586363249303382
ANXA1,0.02718041363899101,-0.03422297940137897,-0.05273534557826016,0.016518676901882724,-0.0689523915673995
WNT2B,-0.03389716395993078,-0.03074863858970217,0.00030542647751151376,-0.00814776247511008,-0.03620127689049264
AMH,-0.023557766624032417,,,0.008434230191399108,0.04200481844054798
GDF10,0.027981932173759473,0.08046522677906681,0.03278643062164527,-0.015892771756737017,0.06327391103258921
EFNB3,0.04585748104010647,0.034581053487576174,-0.027255881676771232,-0.02096979768406794,0.03165307274098357
LTB,-0.013463310959127612,-0.0749276994106026,-0.10254743304620714,0.0016819434731012296,-0.020144266147027207
ANGPT2,0.021506352401184894,0.027994550969307908,-0.005234781760256244,0.05462358731479517,0.10482259204739353
ADAM17,-0.028024647185165983,0.09434728771541048,0.00628288507396014,-0.0053135781200476075,-0.058362142247578075
LRPAP1,-0.0049330128666241315,0.0015168905609368013,-0.09206097771129232,0.027378275945946252,0.036043502412681346
NID1,0.021961435988969002,0.059851711818943186,-0.004152462984339661,0.0008907330757325452,0.0401009514485949
MST1,0.016466721535559472,-0.05345818435998483,0.053769318358630726,0.007452649188393743,-0.05804410380935454
IL13,,,-0.0044168696841521,,
DCN,0.062170872821926605,-0.07483376821555225,-0.00680497471703873,0.01390265561709197,-0.016705119970666638
IGFL2,,,,0.0020456795232174805,
COL7A1,-0.039175167198583556,-0.019221666567009858,0.09412075039444563,-0.007319676269745367,0.024338429575344604
CALR,0.038685621074675595,0.019515930684417395,0.004725302494200341,-0.0031065548879503206,0.014937295129370087
PIGA,0.1359996496242215,-0.03136964865902502,0.10779380277771101,0.0038142205840028987,-0.01447807784574006
CD200,-0.06655014849664889,0.03168052484256703,0.005682073481850316,0.0008601338117373924,0.05523307729764531
GRP,-0.017509952792706406,-0.032571321373854684,,-0.018049608571787838,-0.03427212985926897
CDH1,0.051245678576155675,-0.02633478185392099,-0.024304273711675067,0.030248527264073996,-0.027844093764381208
LPL,-0.01937745222324733,0.09602696362763359,-0.07112023959468054,0.05976155926352301,0.010602856985112787
SEMA5A,0.0025447458166863806,0.030550205302075865,0.014846207214227887,0.023581009023694546,0.09833419400254449
SEMA7A,-0.008591181497617445,0.019057520671791294,-0.10947183733469618,-0.01685072782587377,-0.0006185372579697971
SEMA4G,-0.03326838340894154,-0.02571211630524214,-0.022016706607517894,0.023222257150746706,0.014341613878127157
SEMA3B,0.025892255959077765,-0.050314451855411585,0.017584723938022555,-0.009512096021066459,0.04901260709847995
RPH3A,-0.00554100874194785,0.04751721760008369,-0.05513287421489699,-0.06307095750456815,-0.012357474153702279
JAG2,-0.02681335350432781,0.04801563097374989,-0.0787047188163296,0.0378726690136588,0.047549466030378996
CGN,0.013781270533229546,-0.04969843551358753,-0.02307023300625866,0.04854128245282601,-0.00745502017788194
GDF15,0.09020245429360033,0.040580499417180796,0.011960802864557406,-0.013868393773204209,0.0026867388719665525
SEMA4F,0.05006133581422165,0.01847042470756789,-0.0032653278180890034,-0.008414165411304237,-0.017296033584367574
NXPH1,-0.062192532858627005,0.004836738857985165,-0.03907234551339043,0.028709172310797105,0.09274617101441172
ARF1,0.020162931674492138,0.013216999020673206,0.07291814373419489,0.08895688817029059,-0.045630492357585234
EBI3,-0.03230930129329084,-0.02180537286826425,-0.062210818501251194,0.019552209885358187,-0.012916470750316877
TIMP1,0.06557687843634498,0.019867153356760123,-0.11310134275740283,-0.036335475153125914,-0.02382823007883322
SEMA3C,-0.014427091783278528,-0.007555417697561927,-0.14022135135261432,0.016512169686960124,0.01221485316946176
GAS6,-0.0007099292018223664,-0.02218373268116531,0.0031339502256612054,0.019394420603579734,0.07968102486676851
MEPE,0.06279773246158109,0.032757696536323495,,-0.027505072528453443,0.02359192009041873
SERPINE1,0.04487469735476389,-0.014138254942080299,-0.03436208636607436,-0.0510216480305396,-0.05151049192632466
RSPO2,-0.03178046553397832,,,-0.025913373087066524,-0.0014812010117931978
SHBG,0.03786703732251825,-0.031124589919098486,-0.02837651150383802,0.020653505768485913,-0.01779817196325506
LGALS3BP,0.028645110773966215,0.027875234475831085,-0.06600842930632161,-0.018374243936040355,0.018162758231856202
LAMB1,0.05207448148764064,0.08440711674169164,-0.08961359772890763,-0.016720672493702043,0.029413403823550007
SPTBN2,0.04936498642107151,0.04626689085000978,-0.04129316580441088,0.007492305551154617,0.055344889236358136
COL1A2,0.0461242189824698,-0.029577802419940086,-0.03325385797723981,0.041759372555884015,-0.01426204500336
