,UKF266,ZH1007inf,ZH1007nec,ZH8811Bbulk,ZH916bulk
GZMB,0.08723988475440946,,,-0.0211818963665632,-0.04219332918394517
PROC,0.03915305413643317,0.025459705729638422,-0.02529664796474968,-0.01804960387010205,-0.0027150142081277906
TNFSF11,,0.0915730155282401,,-0.01804959693512223,0.06295945338306587
AGT,0.008899722455368082,0.03514472450961596,-0.06972828085671272,-0.0008737745246723943,0.059825455205804276
PTHLH,0.055135540100325064,-0.007762333788994108,-0.10538217053159481,-0.0003624913200808631,0.022023012580710124
COL1A1,0.041773475850260616,0.006034691308889317,-0.021821893922284594,0.034701694730929974,-0.005245377415094564
LAMB2,-0.01858297480328982,-0.004556051216854392,-0.1723821491459489,0.08375747084453646,0.04913147841448321
DSC2,-0.03459511844336029,-0.005923094660095846,-0.13049166803503087,0.019802185530170505,0.04048975442056046
WNT5B,-0.025457118190892518,-0.008416649618787155,-0.020348757952638807,0.08292853242484577,-0.023017316958496598
LEFTY1,-0.01777582904745328,-0.03333355764024485,0.025221614403284583,0.09064937352124953,-0.03512285180903732
FGL1,0.072959298730362,,,-0.023944107627159553,0.11201977154207793
CXCL5,-0.011440814799586814,-0.03966943280756952,-0.012055430040113651,-0.015192221471746056,-0.03236122213774033
S100A1,0.04560357066141038,-0.0569900956939089,9.002074725963607e-05,0.008171583642092202,0.010200816444259337
C4BPA,,-0.030200464416689804,,,
NPTX1,-0.05302587138267987,0.0001426982199997604,0.14919427097105004,-0.024813377498798965,0.023864056720479913
TGS1,0.029175815156457254,0.002654053808004955,0.031950440286868456,0.027871596617251502,0.08019213873614355
SST,0.002706288481845947,,,0.012171200399526346,0.03370846350883807
IL34,0.0019294655429591345,0.06848954371154656,-0.01776321320441009,0.03146224128341998,0.022014685546661545
DHH,,0.08230617226258036,,-0.04067742238625743,
XCL2,,,,,-0.026114048181554144
TF,-0.001971030703841474,-0.0614808627495384,-0.08117156333078432,-0.033638527270010744,0.027546485417130853
IL33,0.06325523374383131,0.13639043173620424,-0.10102185092147603,-0.03666128528392425,0.04623708431693076
RBP4,-0.0017041562068662375,0.0071783337027383955,-0.07105279120873594,0.029402147068783777,0.11292042673718035
CCL19,-0.0146123946322591,,,,-0.0336222054396616
CCL20,,,-0.033237425314771564,-0.02231730986485201,-0.0610258838315364
NAMPT,-0.007615180477125784,-0.06262768325128253,-0.0018632940640869841,-0.061945188489425734,0.02472411130912882
