,UKF259,UKF275,UKF334,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916bulk
HBEGF,0.019422011376803265,-0.0413202182018562,-0.014619862494612978,0.14227686902382697,0.018930813490735113,0.038931594666171715,0.05669049584162843,0.008449029171991149,-0.007216665909219268
CSF3,-0.019903697521196667,,,,,-0.02944314592401684,0.026790673181635596,-0.02346130936166591,0.012728729407002069
PI3,0.002681057547395471,,,-0.03358351543674483,,-0.01434091268375828,0.02032231699665532,0.048609409336482105,-0.04457776689656481
PCSK1N,-0.002996831099285053,-0.005398351129069185,0.048970759566069964,-0.017962557846910185,0.055575392200457915,0.026738635571599355,-0.03566181830502463,-0.016139497402057702,-0.03242013718540282
NTS,,0.01883757046042469,,,,0.11370120267406275,0.04315680656558956,0.008300485932086361,
SFRP1,0.044284331633836986,-0.008392656877082027,0.04119466601850255,0.04919269495730563,-0.033392720318458746,0.05654762618166714,-0.023453911082421595,-0.0020839232755925693,-0.027888858514617896
CXCL13,,,,,,0.050672089924275625,0.03799395655285104,0.03310664410588277,0.14243402285847348
MICA,0.014095417285546278,0.012262177452906914,0.028972910659171704,0.013303459438210876,0.02407914150233387,0.04522744833120407,0.08939091605996809,-0.02721788134722871,0.030601903898560958
TG,0.05612835823783169,-0.013378610138446503,0.017654357222109215,-0.054696693159923364,0.03255238870191826,-0.026647039713913,-0.008061582721932537,0.03912284718088114,-0.029744929713091506
ADA,-0.012994710980206998,-0.036882118686047974,-0.036230391184552194,-0.0033699551658493278,-0.011268429336989958,0.06453291019434104,0.012034461687458383,-0.0017490363326346933,0.04552561356208673
LAMC3,0.04961367977260447,0.03066990205231155,0.0011797144558493115,0.1270494688932475,0.04158816317703853,0.05322443285132252,-0.05449920532041817,-0.03459324554914345,0.04507561767321697
CCL7,-0.01136832547822023,,,,,-0.0012253126534027894,,,0.02070266178556049
NGF,0.007170270777603985,,,,-0.07002487406866587,0.15776527588868824,-0.01621911549830038,0.03755465090133932,0.0383071284689061
TNFSF15,0.07878971988422244,,,,0.01066137003352518,0.0007217247115982071,,-0.01456907033261013,0.030974872774521024
HMGB1,0.014855170496349279,0.009814776724172747,0.03503197596124546,0.023009556820826,-0.10096150514883918,-0.06943985707418629,-0.1437733990421351,0.025150816999116445,-0.06776751096514663
ITGB3BP,-0.00875757246080143,-0.011908724682907651,-0.057409597465871744,-0.07912518605775215,0.04142436996763334,0.023974615950439742,0.05811886457588344,-0.017591865539846634,-0.021391255359949044
AANAT,-0.011518566188148118,-0.01203146228234595,0.023585665065828383,0.003278320856654141,,-0.02636816107776304,-0.004076166198913481,,-0.020318500150423763
RELN,-0.019993651376840484,0.01883465352433815,-0.018925457789770464,,0.009872548816154311,,,-0.017597858077724807,0.027408559963377693
IL15,0.03774062910757103,0.021506066357046633,0.0056266481121675605,-0.05433679209506691,-0.029197246298102164,-0.009846497153707327,-0.030191295474004752,-0.02481788699425832,0.018073969483216462
UTS2,,,,-0.10361675561379992,,0.01577645567431019,,,
BSG,-0.004925948481286743,-0.05465034689131085,-0.05058509337235137,0.008444872918000512,-0.04515031072906677,0.05393178074593139,0.10205998603221875,0.011565038503940877,0.07466807793857218
ADAMTS3,0.007041039963774606,-0.025933349277401714,-0.026345343391255334,0.10202416514787065,,0.03978415101132092,0.032043953325032425,-0.044987503850720235,0.07556008255000796
CD34,0.01310768133763367,-0.0009766712322383405,0.006127765179272586,0.07369907059131013,-0.04136931130908222,0.009292037554784376,0.047371766292383106,-0.032641947280545446,-0.02816411826147496
PLAT,0.01145524026306389,-0.06007055086485104,0.008358491130700944,0.1251690210199281,-0.022518495014835625,0.06657708986098679,-0.004802335489656727,-0.04750139371542239,0.037659060469257044
NTF3,,,,,,0.06036598368245752,-0.02211602969295497,0.004852809208915195,
LTA,0.16190435909386847,-0.011587552052364966,-0.015854671249746058,,,,,,
CKLF,0.02771114074639335,0.015771676965008516,-0.05565190257946193,0.008171785532799479,0.1150273877006781,0.08577560364799884,0.01865222314383827,-0.055751647051382316,0.025380704310271212
CD24,-0.02931951356264046,0.07654747772989189,0.005186895164098476,0.09209805977906371,-0.03400596639597552,-0.09637226352054028,-0.008290398963520174,-0.03984628985615066,-0.06018374370399012
HSP90AA1,0.052016952904516724,0.07328096959926768,0.05806590826582242,0.1114195597269394,-0.0023651544434918226,-0.08699864076803127,-0.018172452888360877,0.02339421820477193,-0.09087697737542165
BMP4,0.012576049463729323,0.023458635581283475,-0.013509817445394688,-0.03562946457832584,-0.03031415227795887,0.04268302401409481,0.02276272171611496,-0.050485281244893675,0.01941608400693076
SCGB3A1,,,0.07942447962386302,-0.03899909114325536,-0.045295219489001,0.05100052811690318,0.007845669798035164,-0.01762730285384787,-0.0164043051199541
IGFBP4,-0.048232683237391945,-0.05695838507443403,-0.05354825046468949,0.11145129805890369,-0.06436551673937689,0.0406560474191687,-0.03256154867137836,-0.03064035396930785,0.025140138033268006
RSPO4,0.055175033520754375,0.007265012137097828,-0.021992925053291004,,0.10115603952523657,,,-0.020375698640691286,0.03621031827972908
LEFTY2,0.012232381458618083,0.004827209412413145,-0.019572414598640456,0.056946856890072894,,-0.02551469036012604,0.15303472229837467,0.02819649340021045,-0.06045849719191221
PF4,0.10771143559922466,,,,,,-0.015068488086760819,,0.0787675018954276
ANGPTL2,-0.04247193631544793,-0.0007151777222043389,-0.0602018426211057,-0.0065568564751486685,0.0029056165297351275,0.04760149998803809,-0.010186741268070404,-0.035767527081298066,-0.0122718961143753
LRIG2,0.008007984797969155,-0.031144025969819474,0.03491918321015022,0.017438648332458447,0.007941205318257679,0.060239239053261895,-0.014971907441074878,-0.10967473022272248,0.010067624300425284
ICOSLG,-0.029858795371778806,0.017537776817555865,-0.03733471198437527,0.13586704805565264,0.009090995488987558,-0.0107240874099636,0.03517236874672785,-0.0017308416500221773,-0.024755971826430585
WIF1,,-0.010399903656996688,0.009070767620764034,,,,,-0.01894118551553053,0.046235345549727004
NPPC,0.060249353271191235,-0.020286907603168057,-0.030942515735546995,-0.0487208291461021,0.019639161985823776,0.07656006615300841,0.00216086992886996,0.08655463314256438,-0.007598363490140824
LYZ,-0.02939984612234643,-0.020712392960078253,-0.03619252169662632,-0.08991997538266473,-0.08792811932502682,0.05877919348736654,-0.00972493321701757,0.03424637634601297,-0.06125991029700454
EREG,,,,,,-0.0005963125985039875,-0.028069170693627604,-0.025378276192696152,0.06478911284896205
SPTAN1,0.008165135022841549,0.005390168944777947,0.02413885197076654,-0.09999749507034673,-0.02714590978390386,0.052450090814508944,-0.040256824618660404,-0.03404659081394056,0.018937022979328384
PTH2,,,,,,,,0.0759221394878332,
LIPC,0.048466452576698675,-0.025196677192611504,-0.02490620588965874,-0.03512598939571705,-8.278443210786358e-05,,,,0.12688163752016876
COL8A1,-0.006326929255694027,-0.025530639793330756,-0.07224397280898266,-0.03542121513446885,-0.04026879958144548,0.02184205294449859,0.01130043307568201,-0.03741137964208364,0.01886838677757658
GSTM2,0.048318819370487494,-0.032042213676146264,-0.04405794136058313,-0.09304391155371108,-0.07198992965232098,0.07628031348508238,-0.03585783593914528,-0.033905867928370505,-0.024076838475696544
IL4,,,,0.14238842325702028,,,,,
SPX,0.08052001174562279,-0.022904468382892836,0.05916363626462085,,,-0.03030449688264134,0.02452361641141185,0.014600908780932934,0.04305486605065435
MFGE8,-0.013681054913275916,-0.021349962796344553,-0.07419936033410793,0.08708271452541892,-0.01352826863912863,-0.015334077084855666,0.054119400872205826,-0.08767407802393719,0.014803469333830798
TGFA,0.07820504156878275,-0.04744725060279872,0.04825974787930317,0.12342863311934246,-0.01729166111662974,0.033702646340141425,0.040790678960905796,0.009996243386268816,0.06706141432240252
SLIT2,0.027152327667698574,0.04989467054241051,0.024500776232623332,0.03735867726136279,0.10658889030453231,-0.006678136354801453,-0.0010433930854920768,0.04172375097135351,-0.02623758172203624
PLTP,-0.020016407702081906,0.01709490801758603,-0.03056407048500452,-0.09870855776983269,-0.03306774481043028,-0.023055702121114574,-0.037533002592485695,0.014505384057569355,0.03126160552983743
APOD,0.02217478470497361,-0.027514519164374918,0.05113393963424323,0.08536153824990718,-0.025265313013995136,0.04555279456338559,-0.03721282046802894,-0.05941788703958104,0.0569854776634555
B2M,0.00536171066408605,-0.00010863679944539234,-0.10328969953423034,-0.014980119635081104,0.05852288223189651,0.035094683889796696,-0.05641937952757533,0.018133281467635945,-0.02885530393025068
OMG,0.01470454469148957,0.038696969063198215,0.060014953108275336,-0.050398399089111215,0.0075052447342048596,0.010560785109104048,-0.07255651995457356,0.03282431050223313,-0.008000677816579732
CXCL3,0.00804291494196738,-0.044381897403481266,-0.01141823436498651,-0.06804977518757219,,-0.010353543663013217,0.004177728143398163,0.025539713779598884,0.03615406214137929
CXCL10,0.06812021573679883,0.020787339974666627,0.054719568173274266,-0.07237198377081985,-0.019190473691435575,0.02527918711593828,-0.02021121082613011,0.028294586587915414,-0.0029343485154954044
RSPO3,-0.011518565337056488,0.008185885304625894,-0.011931834846500365,,,0.02085948261134773,-0.03330235883079456,0.003477326828433754,0.013470878860267677
CORT,0.11129434762208815,0.04151451585974291,-0.03165478731617706,,,-0.021211912367837697,-0.015768406910253364,-0.022058065816617567,
NCAN,-0.029437402358293393,-0.0038681736689214164,-0.047238216846185684,0.05560723159561324,0.029257265080312223,0.0280571217146729,-0.007840653821676074,-0.026743522471833883,-0.019134767885851008
PRG4,-0.011368327249805,-0.017223107365850816,-0.013950287340619259,,,0.12580705307234546,-0.023267249328692268,-0.0404978099827538,0.007992221151138068
ZG16B,-0.013194334116877794,-0.009207362005990812,,,,,,,0.04080896606194424
TGM2,0.019207721856341394,0.01314814931067927,0.06542263061616128,-0.0754757436900765,0.0019969711116557274,-0.009342672530442369,-0.008775957907278644,0.011663595280674318,0.03985390270979849
VEGFC,0.03726838322623372,0.033341860580890954,-0.014236824287648737,-0.03806198764728394,0.04699283296153362,0.039517535842790656,0.10808700164286704,-0.03477554549101295,0.0009222160925085386
WNT6,-0.01572386040485713,-0.020490655739548266,-0.012425181322391628,-0.042578037590527446,,0.024196652919978315,-0.02930628903111422,0.09957335617352381,0.03848180651280788
NRG4,-0.01383577431706851,-0.01768883321815679,0.0035708968571640217,,-0.03305475844164129,,,-0.02690663871656717,0.07162709851833661
PMCH,-0.01917081324619537,-0.013477027818701505,,,,0.09882710802299612,-0.0221239184956154,-0.015491731661442017,-0.004778819000763051
COL9A1,-0.014450456460137123,-0.0013287534828417833,-0.018925465048886623,0.15226294457147968,-0.01856432200476978,0.026808088196782646,-0.05581746752456791,-0.04776276211911369,0.15350837103632595
GDF11,0.017294391698990053,-0.06880382609044138,-0.029981177255355287,-0.08056756881225983,0.0007258978258061769,0.0034156540827854002,-0.04207999847254382,-0.0019835048025407063,-0.004217297973736519
IL24,,,,,,-0.022777726732021494,-0.014828228705318443,,-0.02974491263272257
SORBS1,-0.03965744122677186,-3.7665926598255616e-05,0.047342565506174765,0.1810548464089812,0.013005307980149355,0.027897398750215397,0.027710225057847676,-0.022859439996056767,0.020237405978127357
DLL1,0.001193067873908169,0.0432767127294667,-0.06590648720685564,-0.05865722182387915,0.024943184942374887,0.05365741139343241,-0.0018756199644459435,-0.05724561507683215,0.023678731563581974
TLN1,-0.008675963611786273,-0.006532752252572136,-0.08369262772755125,-0.07830233945381536,-0.05641501069784049,0.01547247328047491,0.015685612098762184,-0.04422309482667883,0.023649824804363534
COL2A1,,,-0.011591852078417895,,,0.04066708803744263,-0.038646900072299144,0.07653186697141878,-0.02397081142149446
SHH,0.012808377931821074,-0.0488828452514166,-0.011063178961823655,-0.043912607753511274,,-0.02151975980280106,0.02793751613476388,0.027186553205060998,0.04822037671225982
PON2,-0.01783519436901112,-0.029782619171471566,-0.042730174974362184,0.07674585080718553,-0.0022814619604126143,0.0883759653743395,0.03016811851492676,0.042085931419872366,0.12445641357465483
ICAM5,0.013214197459517091,-0.02991717247138928,0.18819953249395305,,,0.030244221069772124,-0.029383249403879777,-0.01846784063482848,-0.06853414344022873
HPX,-0.018847490014681084,-0.018068877284069362,-0.02812039291352828,0.05674157549942736,-0.04300113926954974,0.023023470021994744,-0.002491674820033768,0.018287122287005526,0.041685747900922464
SFRP2,0.07291997420066354,-0.015059227643198295,-0.021703125906040448,-0.033577113267442206,,0.03447544131576246,0.020387761591118127,-0.03070998304936537,0.06523310150210063
CFC1,,-0.011587552752660595,,,,,,,0.062454871245988273
CD70,-0.02286858884922082,-0.021614843059514718,,,0.018959300392577667,0.01982407836081853,-0.015169300224802444,0.0032080798267979617,0.01821016935689879
HP,-0.008265520324841007,-0.014485635062211238,-0.038643113864828556,-0.09320875221573836,-0.06100357099434331,0.04296555659491248,-0.05506247402266536,0.012158799166995944,0.03639964577162536
CXCL2,0.008484975021130272,-0.020716047577559134,0.010484725919162715,-0.04754083138233282,-0.032564246023814275,0.05511925368808864,0.027461662509690832,0.03768647779925839,0.06282620162410667
NPPB,0.008256224303110528,-0.010146532440796495,-0.014236825323133794,,,0.11235601303891314,0.05595927490686933,-0.02315399411063235,
CCK,0.04164348294947052,0.05390795834613411,0.10129727494216069,,,-0.01009339517738038,-0.03019845937703756,-0.018742309482532013,-0.08447812187293176
SEMA6A,0.010834454883717494,-0.03257376315810365,-0.021514012715824517,0.08568732947222261,0.030571376464233115,0.008125672159891054,-0.037204203386960455,0.019688601444033497,0.09406928832234146
IRAK4,-0.04506600267494694,-0.03808411764427351,-0.0652342655832162,-0.08528946159178341,-0.06615670396527587,-0.031704937391539664,0.012388661260088552,-0.007581361171386291,0.04374107240922702
GSTP1,-0.026093737744550843,0.02820362031322917,-0.06634827011604222,-0.09464200606535635,-0.004589646482191898,0.014112192872842646,0.030910677306193762,-0.03108718135889779,0.07679143041832587
VCAM1,0.009266865816101139,0.022242504779435533,0.026496543818562514,-0.021067924324232344,-0.04726507300728468,-0.02137104443025907,0.015641709190479365,-0.031724417242624196,0.021411113856865532
NXPH3,0.06574196502496808,0.02839053230543472,0.01038636781521124,-0.05586655989183393,-0.031044261922600933,0.10675685712051758,0.0057650439240999165,0.03778189796848056,0.04500175395613466
MTMR4,-0.026424455801398676,-0.007721722497930905,-0.019014977454145786,-0.04455963611359454,0.00499460787782143,0.03450411234500795,0.009625371607541046,0.03310188232932595,0.0165831641511834
LAMC2,-0.026405377383280058,-0.012773352353338078,,,-0.03305477825812739,0.0023134263153082946,-0.01947362501121704,-0.01503714194387727,-0.025620837959743556
IL10,0.04178811236834629,-0.03993789234110454,-0.012743982722984618,-0.051535897675197104,0.0292101221303408,0.04509236388719552,-0.009560469866414623,0.006375080483443147,0.06212721913524185
SEMA4D,0.011445101440254471,0.0047516029390507804,-0.02277567102690562,-0.046942730908846104,-0.046069878546296905,0.034644072767314175,-0.05683732772176745,-0.0840676591402915,0.020574638508414688
TRH,-0.01697244498547181,-0.0336598366382222,-0.0526202726884992,-0.06551209601773691,,-0.041827064418487325,0.05560474359194169,0.02869411675172538,-0.03875713648524863
SEMA6D,-0.007103102143079691,0.021994624655247003,0.018707820166339702,0.007347478189352147,0.052086720917235985,0.06575981341996144,-0.003937022889104375,0.004671636384963641,0.04912023080214073
CEL,,,,-0.043008559856426105,-0.004956650328161637,0.005071412649115433,-0.02420904963284324,-0.03806533338148304,-0.027372369923255244
PDCD1LG2,0.02202780759288749,-0.0160401593651758,0.03932886239320601,0.16775757518730552,0.025170564015842008,-0.03460129487111342,-0.038342540934778915,-0.030185139100726975,0.021557240323335242
SPINT1,-0.03292008120322588,0.0031504300156258666,-0.018705423093475036,0.03439160913632436,0.04148859192293055,-0.022297258555188125,-0.05809972701943073,0.014256764704183595,0.019429071567441707
CTHRC1,-0.027557181248043874,-0.01932117833160848,-0.0170056798828019,0.0012683719912489782,0.06553292544277267,0.036513608491310495,-0.05733392764690451,-0.0457825356357332,0.0604433362675384
PODXL,-0.03973712857216422,-0.05183010478740738,-0.016782774827161426,0.12091094760194614,0.013557932139793562,0.03119315507712552,-0.0301708087834801,-0.01254310218729045,-0.00010371961313083956
JAM3,-0.0343712271022282,-0.03484285887350789,-0.04052319394908658,0.026169940524918785,0.03498796178799892,0.07008017370562857,-0.01613755825130877,0.03220872378433693,-0.002853578571161395
TGFB2,-0.04112422021132216,0.03267137016430383,0.04511581827622769,0.0022976955108256055,-0.041856773730193475,0.038913086339482296,0.019334981137300897,-0.007604818017643294,0.056649663440983614
COL18A1,-0.009602865231860347,-0.036640645662668656,-0.015659100612743497,0.08875473147607102,-0.07180995806360638,0.042422854312596486,-0.005912977183542463,-0.048380706695093034,-0.022044913189153182
NODAL,0.06553814023370307,,-0.019572412409251012,0.06234160376214649,-0.027440949951565673,0.018891739844377264,-0.018316355427593366,-0.017196099619313548,-0.04396784591348236
INHBB,-0.008596284236164915,-0.03675549611690077,-0.03530946660991104,-0.09828250716770412,-0.05456199563017784,0.0331207945288569,0.017137307553405638,-0.07234878509923744,0.07424449030288612
LCN1,,,,,,0.026778036198648835,-0.01729748098439321,,-0.017970831911120703
ARF4,0.025279869331908088,-0.0022390304220393214,-0.10952093221976134,0.11413541468326652,-0.006073457896373307,0.029103891212295722,-0.025042098149334675,0.01863306949417483,-0.05590596864066296
CXCL14,0.030137172777591405,-0.016183978004874578,0.048869609616507194,0.052047407135554495,-0.012103326711365449,-0.0662230505063,-0.021150395135681968,0.012607512394822938,-0.0347457893355368
LIF,0.024147280595286612,-0.05592848226151255,-0.023577890184582895,0.029093685243587467,0.005253594532918661,-0.024480970916582925,0.01343945681104322,-0.041228512408986694,0.041201692172813865
IL17B,,,,0.1891017072510102,-0.031563213508673846,0.0804479906140419,0.036169968501341715,-0.003398624475787252,0.028115891713069142
MMP1,,,,0.04721790383207165,,-0.014197950136780081,-0.028510587803297256,-0.015491730434591662,0.003739374960825611
MATN1,,-0.010273964931829775,-0.01159185063586737,,-0.03448938137288192,0.06588145731856845,-0.01745248602055132,0.047141574377266154,-0.018516449497673754
ADAM28,0.00137246875681529,-0.03584789041173925,-0.047464827415342754,-0.02201013073675735,-0.042115209933090904,0.08620764317864538,-0.017290899308180133,-0.003714051213469817,0.062089007757583546
TCN2,0.007516086340408673,-0.0019261082991047177,0.018483040381407224,0.041635558293486294,-0.09797305145145488,-0.018834457806607433,0.04978668173363332,-0.10584028068074441,0.08552684584900162
THPO,0.08681857946138168,-0.021092004519334677,-0.011591851967452453,0.03956233522812687,-0.005437456278811303,,,-0.019125918642269108,0.008099159060076239
CUBN,-0.021408357057679354,-0.03782176934803326,-0.02332538364421476,-0.02421917449123073,0.02959314764559465,0.006265387587321917,-0.01044924926733236,0.0704689779820719,0.03705960542191988
TIMP3,0.03328587852113102,0.013078325628002187,0.026476596786226974,0.03430660902583161,-0.01850048933157478,0.019472684057693108,-9.872622180555168e-05,-0.014300195531789557,0.05450872189514791
PIGF,-0.015239477255984889,-0.02213331062121259,0.050560343494146974,-0.06814542479599829,0.0740043977817537,0.05085521440968728,-0.04382569695609256,-0.045694962707223646,0.05447156573455462
CRH,-0.013324946340935102,-0.01617361901909744,-0.015854667831699146,,,0.0341118915572878,-0.011838456370831845,0.02869816971522001,0.00844240326066179
BDNF,-0.0035328674119284027,-0.037811455800649985,0.11653716184042778,-0.07265376427953464,,0.04468635927671283,0.005234325874767439,-0.030558040387055233,0.04307823706645985
CCL5,0.03596375255262507,-0.04142127068931875,-0.01572574117883283,-0.024505836318859747,0.015171733231707384,-0.03543302496704204,0.028903494320262117,0.06271917850009495,-0.041148064883881556
GAD1,0.04485505193960894,0.03291422879213533,0.07580056708518904,0.04821387285984645,0.06756419128604833,0.02555834750771001,0.03618617553944731,0.03390100837173622,-0.022258893456667865
COL14A1,0.03078445349329496,-0.022317275164552192,-0.038832513578832696,-0.04375798614155135,-0.05259177782508841,0.0034245791741679783,0.041658683340794596,-0.02746659239520656,-0.028257099530031398
HLA-A,-0.003517536760554524,-0.06843356857107805,-0.0794931572350739,-0.05024838254100563,-0.002144181070088714,-0.022228712243608364,0.030322471317949917,0.015800643418554323,-0.0086157636317884
FGF18,-0.010586570220859397,-0.011008958187043552,,,,0.04391460168519343,-0.02700143065527941,0.04705559885865854,-0.025419742568675883
ADM,-0.0020879220890611715,-0.04641398360989866,-0.032914582762050344,-0.0711871867887852,0.05957121211559994,0.02877108572467944,0.10625963907725793,0.052732315120651546,0.09138697856194852
GNAI2,0.007708126448032314,0.0006695490276996098,-0.018438957447325672,0.014867273415090839,-0.04540628850859254,-0.0434041786069675,-0.016941127186333994,-0.003884889620881898,-0.024676288860082093
HDC,,,,,-0.013919094842499048,,,,0.00783680157096121
COL11A1,-0.005018764351893852,-0.021025894633174957,0.003376806259966036,0.01624779605960075,,0.0013414510231021205,0.07263033862824038,0.02883302297473772,0.06083054367428633
NUCB2,0.0884941826795632,-0.062159490199930625,0.001468387642115803,-0.07150484971263052,0.06230628437677894,0.010218505769882338,0.01150296352361398,-0.00970718857910789,-0.00882100769130594
FGF16,,,,,,,,,-0.018245545593329172
CXCL1,0.08330698799001844,-0.02324728348262522,0.06913475187595043,-0.031963428418406076,-0.0559905427219077,0.041560819336263835,0.017621550748556855,0.03364606958986692,0.10037314913955718
VCAN,-0.004037308240815428,-0.0226691131532915,-0.04336822328726861,-0.11027154281523144,-0.07554152889048342,-0.0054923754053279455,-0.015128422582261172,-0.06820731446651045,-0.034525968372655834
MMP7,-0.021046821727707752,-0.010146532385359622,-0.0179163881745856,-0.06092848160873744,,-0.003109865219398463,-0.0010999812658622121,-0.02629263792610579,-0.06631803123607712
PTPN6,-0.02658803257874135,-0.05189432075970859,0.01160689819625395,-0.03995370039934048,-0.0952967441624543,0.06641804241625654,-0.04730498352283651,0.0018581884400530923,0.024449309452859273
PTGS2,3.618231394420277e-05,0.04163732591267191,-0.02675682233515137,0.07096645414830666,0.07616398518073499,0.009374074991394728,0.051273710272240265,0.025432135865703136,0.09655869553665226
XCL1,-0.011518567275654359,-0.01666529979549943,,,,,,,-0.018031799418572858
CD58,0.035178265390031695,-0.039770836095625,0.05430917102596028,-0.02191835675343141,0.05098438917103848,0.10817886824436042,-0.0037386937916812075,-0.036713047263916186,0.030085570859234124
TNFSF14,0.0031873244799659494,-0.026873549579926975,,-0.04126536909281494,,-0.02980697090158587,-0.029437163333328242,-0.02236924572383452,-0.008884176176574783
CNTN4,0.007757373658769075,-0.028108507739030248,-0.0043701786959241444,,,-0.012965295193742728,-0.02152633354937623,0.00032965942495518887,0.023496013627207508
NTF4,-0.014570483178695463,,,,,,,,
INSL3,-0.010586568144365437,-0.0117000190087599,,,,0.11449675943658633,-0.01708691603373439,0.011581939629095142,
BTLA,-0.016804100950363877,,,,,,,,
MFNG,-0.02171328971543865,-0.027256345841083777,0.005193435395476114,-0.07360246845217737,0.017999960255869002,0.021864096834811064,-0.002310068072460945,0.011526366947110187,-0.05542388260160091
ICAM1,0.06704042844019688,-0.00509445136175649,-0.037735329966407646,-0.10169460264675056,-0.045729563905465294,0.028731146454884823,0.054972752568376235,-0.011213505587693825,-0.004788133130420063
PROS1,-0.04168479099301393,-6.245722799804495e-05,-0.023824802581844037,0.044543762228239296,-0.018023008780121395,0.03368876016863971,0.047688861769015205,0.0018042630204522317,-0.04319655463242621
CLCF1,0.041484519557898565,-0.027227130119541684,-0.03452117399332019,0.010952668340819089,-0.005551401691053637,0.03485362618537445,-0.0012548486827967265,-0.043687979707196976,-0.04661533618585517
PSAP,-0.0028165856544587324,0.038297463790223196,0.03725986291566812,-0.09083767991782696,-0.011520604865187072,0.04386853142602397,0.08967068959459681,0.039295691376662036,-0.10152831507192267
EFEMP1,-0.07693958820559961,0.012829216589358212,-0.06292267286220901,-0.04534504976076402,-0.11184033969559841,0.026622378410355106,0.04987972801821995,0.004516990065545031,-0.043714265416497707
