,MGH258,UKF243,UKF248,UKF259,UKF269,UKF296,UKF304,ZH1007nec,ZH8811Bbulk,ZH916T1,ZH916bulk
AANAT,,0.021344871675423375,0.0007844721210187811,-0.01270899333371391,0.038663391014680006,0.023610268885165483,0.16493765730407223,0.011089646746048388,0.09554818729810129,0.10019036734515101,-0.025433026619626823
RELN,-0.018108394668075845,0.07771680129250076,0.005728876239018952,0.0035567686077166982,-0.06852410537635019,-0.018650609375489454,-0.004227171609183283,,,,0.023385030924280986
IL15,-0.050472423591467475,-0.0074368242030210755,0.013332668889047527,0.025644775574772617,0.014283409124964322,-0.016195746972135276,0.013705110099360016,0.08644244348643881,0.07240817923912451,0.00472823156843756,0.010155123775069285
UTS2,,,,,0.00581241264091113,,,0.001127084871151614,,,
BSG,0.03087211939185738,0.007135648328820669,0.07707734148331818,-0.003309095575670291,-0.026850888449833667,0.03949082319426653,-0.08578980998471811,-0.03868829407379675,0.034826677800621694,-0.03568080854377647,-0.015608627701040819
ADAMTS3,-0.012771064532037298,0.07818301844070549,0.0075072816935675335,0.0030153565719648655,0.19649014573722368,-0.015717031504922218,-0.026373556603709252,0.05092025232888246,0.03231344423262748,0.10948713768585841,-0.029148945008353137
CD34,0.04081312094222001,-0.007537697700583083,0.012798870331591827,-0.00483701702311292,0.12219271793616819,-0.03724971127313857,-0.030808006312219978,0.1446196699631708,0.06599509444077628,-0.02861611966868875,-0.05473047425342563
CCL23,,,,,-0.0010410486331603839,,,,,,
PLAT,0.036725255882218644,0.026952148067130244,0.020117925034949708,0.010332542142192133,0.14638728081337218,-0.04442528756326559,-0.0631624750876254,0.07724056543645594,0.07948339621074847,0.014484617731751658,0.054013498161056654
NTF3,,,,,,-0.032138317853831054,,,0.08190555219437645,,
LTA,,,,-0.01607632071366927,,,,,,-0.03581958407463954,
CKLF,0.022094145712684376,0.01016489657121286,0.01238196711502792,0.01648776833420393,0.1678122629170321,-0.018333997497345156,0.1105257621279559,0.05585655044396126,0.0875344123536184,0.08351268046451088,0.0853754400104192
CD24,-0.022531727843919363,-0.005003780743112065,-0.006019091455323437,0.049369333124434936,0.016295276614618416,0.008743479939657649,0.055704664597025534,0.0352500484255548,0.08240350531611557,-0.013201392294358212,0.022369278874659313
HSP90AA1,-0.12978077065608817,-0.02308708069284275,-0.02345833474163374,0.041920648097011355,-0.12379889046470134,0.01849892319928762,-0.09964793219623876,-0.10624533043248063,-0.10955089090786238,-0.017945713029470168,-0.11394411128284879
BMP4,-0.022479579040528205,-0.047957429029917446,0.06929337127467997,-0.013543467309917987,-0.05598697847173504,0.016787987372822114,-0.027216768626055668,0.26234040252491386,0.053107661908840746,0.04870106228961871,-0.007120226142698435
SCGB3A1,,,-0.012362175551046704,,,-0.016793667434507043,0.004993929491482271,0.007624463865315712,-0.002143706936701418,-0.02041818143817526,-0.021038947518780507
IGFBP4,0.01815569438545026,0.04110348309403881,-0.02641411554299956,0.012109481407847102,0.10098231171402018,-0.01783299858973211,0.03753249984967813,0.04556207662975154,0.0256672820863115,-0.06585972912054672,0.00040513213504888136
RSPO4,,0.20473254884234374,,-0.024607625430126165,,0.016344488411759204,,,,0.07204884157588388,-0.016822061800453
LEFTY2,-0.021626994633530447,0.030303885164364112,-0.037717960381680696,-0.03592114048385245,0.14130531823583983,-0.018414459039470886,0.1136611754559259,0.07762178717718968,-0.018009123541527183,0.003056037357803401,0.01616152043108137
PF4,,,-0.012823772714769014,-0.010943717100930216,,,,,-0.014355815499164502,-0.0358195757857221,0.1130613365262749
ANGPTL2,-0.018342377631988153,0.10581973415528788,-0.02353534178370538,-0.001352762075644658,0.1030933820937087,-0.0010492579317578916,0.07059611424789057,0.13128079515375132,0.03782742411641268,-0.003296907046774354,-0.03885756590300298
LRIG2,-0.03368556316440324,-0.04286586032475498,-0.015627997921312448,-0.02693803769053064,0.11161542352958465,-0.026350472944195878,-0.015091709962531622,0.024415889651985812,-0.019784646932588804,0.03336119408211072,0.005957037406442
ICOSLG,0.021455694996467926,0.02052173523581644,0.017857727446123045,0.03947527635485178,0.032516534706475024,-0.03187124004740522,0.10169040737686644,-0.016807454986628875,0.012722070667583178,0.00370533214200607,0.012597149213543489
WIF1,,0.0006008040315789306,0.06732928141865543,,-0.11340165821470785,0.05071875112553346,0.0013023679664733218,,,,-0.04609884031717489
NPPC,-0.034255166292984744,-0.010772098702764136,0.07213309072904772,-0.016976404014498597,0.01405378836535827,0.07590083019976876,-0.022356786665439478,-0.09241750829289451,0.037899795941484744,,-0.009892180389845955
LYZ,-0.03553504190976938,0.03158892638725239,0.031230307649964383,0.07969453207148668,0.039535446342646184,0.0014612357245485984,0.08036197048659882,0.01636269819160572,0.06693849395659605,-0.04407835905072038,-0.04623469677186456
EREG,,,,,,,0.013371859423974949,,-0.045616219682935076,-0.038563519895573675,0.0055543619870253
SPTAN1,0.006549114902695097,-0.015057190601131915,0.03290517247537597,-0.04371483889933567,-0.07157507659843831,0.04247012444637025,-0.07474904996917531,0.09914862288500019,0.02582511180145532,0.06804275619625845,-0.009022504364899478
LIPC,0.02097113044473786,-0.03659355443644264,-0.015699668464747202,0.010367402857781288,0.018241715657601427,,0.01802954774539566,-0.03443862846018026,,-0.027159504416406317,0.11983243670751444
COL8A1,-0.025090943246847016,0.013841018507358928,0.019083906784605753,0.045444315390646126,0.01832331280943265,0.029625870117988257,0.015478962660204695,0.10690912541868626,0.031078421426174136,-0.07326223210042376,0.029751441603629813
GSTM2,-0.003980323144852161,-0.011158953755140302,-0.025141155282006805,0.006354714861567192,0.018656920690799057,-0.020603444002108253,0.008071318538910112,-0.0235740716285892,0.02739813540471362,0.022690487583251803,-0.026856773746865813
IL4,,,,,,,,0.014538877370309176,,,
SPX,0.06867593776923216,0.012325162366750884,-0.025391733370055604,0.04582989740037801,-0.07489833934924339,-0.03978424210617914,-0.08180062348152718,,0.02748490875486075,0.13532762986466984,0.0887018365433667
MFGE8,0.06846499117290374,-0.001852719790150599,0.042187474682614384,0.006048031380688469,0.04892708650527308,-0.002818475719966481,0.022784674822182653,0.051626421617146395,-0.0021228464139444333,-0.035374233335759016,-0.06798501307292969
TGFA,0.01316022041961909,0.005033915247835404,0.0166586785388489,-0.010768665832515711,0.0484689911723214,-0.01681855094757606,0.06848026075142513,-0.12305602130046864,0.015169127959006332,0.09469679099252819,-0.07268324357469402
SLIT2,-0.022479575443458445,-0.031124251521957535,-0.015799196880633384,-0.029442127186968665,-0.06975649892434498,-0.03287008249736805,0.003976889772110892,0.06649099806814243,0.00025313999153834296,-0.0023892984593142604,0.024791955347941638
PLTP,0.04117439108798512,0.02787333229504415,-0.015888772806543678,-0.04325213938459328,0.13768905883336902,0.017593673475109435,0.09939088647441541,0.10644000757814544,-0.001121515453884457,-0.015762686075480672,-0.036259538021805066
APOD,-0.015051314633373933,-0.036487917274210746,0.044728615461023094,0.039227233845409035,0.08211333697512321,0.0044704043871475665,0.05743771164317303,0.11128320421026303,0.08122396353004029,-0.07529371802582682,-0.0018985477504427561
B2M,0.06453360440732873,0.07765058291495926,0.01200331105240802,0.04719693560260655,0.16768279726467672,-0.019658803407695297,0.08611902859760019,0.11587457656851731,0.02160355902102517,-0.09938209087645991,-0.06693030788850964
OMG,0.025999078248561833,0.05948042310844226,0.006025469398169448,0.011464376413022084,0.005809131552269657,0.02021068095064058,0.040703638431054345,-0.013284233631626705,0.08785667786381877,0.12714855226766125,-0.03177573231202304
CXCL3,-0.01759020664085531,-0.0019010037130723577,-0.03166792063714725,-0.05018390224866859,0.041720132405441375,-0.0179656717372366,-0.03911934545302755,-0.10034184989579323,-0.017515155106913857,0.012059976933088438,-0.034000524788019265
CXCL10,0.022949910898903123,0.05344101481061167,0.04411334419286746,-0.002409391638238713,0.12817639644611956,-0.02729117030693175,0.053171119459402026,0.026152660408567698,0.0013907102954132042,0.026088856757310992,-0.032260444495602274
RSPO3,,,0.06615940594859958,0.031919699784338555,-0.0413682832040725,-0.014568093621291384,0.0078106713106566574,,0.0016748819230935014,-0.009591684022408613,-0.07661768661746693
CORT,-0.021842966650577406,0.08249467292484218,0.044918854769399594,0.002406159844161954,-0.05416388148371102,-0.0033549192606276896,-0.024610063427745132,,0.039638879899861555,,
NCAN,0.04534734670424481,0.058249433627076894,0.04814796707133923,-0.011851393532369815,0.058745996837809344,0.028431185423141353,-0.04231136828654562,0.08400534528056146,0.07561975338320681,0.15460566638474887,0.037091456626112206
PRG4,,-0.027571118390342462,0.018565050967896936,0.07914302260092812,-0.03583617247461518,,,,0.013726985228003119,-0.027106413997779046,-0.006163187618772728
ZG16B,,,0.023272657461930614,0.06400264241641233,0.010546963050704017,,,,,-0.003985601248903665,0.05094715922920643
TGM2,0.07533350178926473,0.01077447953274662,0.002295976157978429,-0.025142168919680706,0.06204684124692702,-0.012127017480469291,-0.02788678385719285,0.014363137601365848,0.0033470520863852085,-0.020205279095196888,-0.04466610060192035
VEGFC,0.04294353614804474,-0.008854911247865586,-0.008955818902758384,-0.008990083158112762,0.0010282866753353892,-0.033837909548072746,0.0019128367096696503,0.2130651021265925,0.05179027615451518,-0.05076112259525341,-0.002049813045258767
WNT6,,-0.037692570660265656,-0.019946098955624537,-0.01734889862170471,0.06578752717564021,,,-0.017830424075186896,-0.027920231669792083,-0.0384409145817847,0.023797536768309476
NRG4,,-0.0280898407469224,-0.011385998826614023,-0.015265681569232192,0.04312898940499807,-0.04041338707356684,-0.03498264776476603,,,0.008280868475617051,0.013248878211733392
PMCH,,,-0.013122976395753622,0.00748700381219571,,,,,-0.001766050212671969,-0.023699050801645468,0.020273990362772675
COL9A1,0.030258928870878162,-0.016697288418225414,-0.03438895625568678,0.057858948951319655,0.09603618300329708,-0.027031709292492545,-0.027403434876258546,0.02206667540277953,0.07288797675319704,0.1898737318622561,-0.018950990259678453
GDF11,-0.029299841816830634,0.0049586013515823145,-0.012707030459845716,-0.06519662220354341,0.08310354058505003,0.049120932251274334,0.02707588592129532,0.0650587451072829,0.011936045719155346,0.013487129872560365,-0.009857191689621228
RAET1E,,,,,,,,,,-0.028003192879177546,
IL24,,,,,,,,,-0.014126919319795286,,-0.037232234130762334
SORBS1,0.033393928588632056,0.027284988126814277,-0.008893403973676491,-0.012904405751778703,-0.08963369371412111,-0.015111265493458063,-0.003772167528589622,0.0652146825410263,0.022120921003954765,0.06983261604362949,0.0035378339945221064
DLL1,0.034355911077657876,0.010214571684712001,0.01821467031347908,-0.003978847977061571,0.07331942749764225,-0.005868161171639035,-0.03148601105956673,0.11229075977162974,0.11800238110344587,0.03530917736949033,-0.056178116170960475
TLN1,0.01601024866562733,0.0325186369011077,-0.04018194077673503,0.016037288760332474,0.11584629954116005,-0.011421645502937,0.037121990640057084,0.005841202179482794,0.020081384543647073,-0.0758433939424817,-0.01970509175760949
COL2A1,-0.020516131825646333,-0.009084878694748234,-0.015761187441586617,,-0.03307724903747938,,,,0.01894853798563077,-0.037150747358861265,-0.030004689345350537
SHH,,,,0.008957483108426624,0.00282376812661852,0.02477592870822597,,-0.10426201761192509,-0.049973892233304014,0.06432460237883976,-0.010911115831157253
PON2,-0.025348082610358546,0.048475682829762494,0.05584848884497834,0.018084136208483124,0.1474646471030829,0.01994589526818423,0.10084706185291521,0.15535321652723955,0.06677440322443538,0.14905398070975512,0.1426356767850888
ICAM5,,-0.0033684867428167868,-0.03331863641141927,-0.020315150857187464,-0.06463617702301225,-0.0018376329164620482,-0.09480971397311387,,0.04003279467687184,0.06704071995370528,-0.015810665858502552
HPX,0.03647197725030261,0.020629917395029167,-0.008349286183621999,-0.03171464534828592,-0.023045988439406563,-0.016793665722433092,,0.07542113451290289,0.024014379157987445,-0.037337395417399735,-0.022474987195160515
SFRP2,,0.02900717301029956,0.0038020198218673192,-0.01484485187385274,0.018145288201085373,-0.03701085633132643,0.00389198186991542,-0.04685256302980616,0.02860827788688189,-0.0028893017949214806,-0.010571844679974057
CFC1,,,,,,,-0.0285446339094864,,,,-0.029468380418363627
CD70,,,0.006669406088942091,-0.02523202441074989,,,,,-0.017646183729598735,-0.038946405880315484,-0.023653520403784562
HP,-0.01813711926234958,0.04089220542599772,0.057607356781022495,-0.05194637078740831,0.010031941562035294,-0.0545179772485382,-0.0176978452785644,0.08984853137796839,0.0010933829411554313,0.00726704516956558,-0.00455460135180079
CXCL2,0.04766462060110773,0.09861743311976907,0.0019711571909146893,0.00041804782003117285,0.09047592775985576,0.05215987702378855,-0.0029468592371703324,0.02510498084165416,-0.022537984860329104,-0.015224763374833543,-0.09654341866544469
NPPB,,,-0.01594840292920718,0.00022328686427217475,,,,,-0.021178327026462423,-0.025894534585044277,
CCK,-0.046937358698939786,-0.05043250934968394,0.034649324518066196,-0.029016085860572235,-0.13596312308055525,0.016658876572342104,-0.11403238340256916,,0.09875478240697688,-0.033592201726430015,-0.029507179768743914
SEMA6A,0.04803173086939319,0.10323628846431922,0.024418130989426415,0.002088522335556831,0.12086249094608563,-0.021914823981022246,0.07733498387368742,0.09640070384723325,-0.001311363091622871,0.0695115379086136,0.03516461488889528
IRAK4,-0.005849468560910719,0.07089880408947404,0.06366289268228426,-0.052621765037916934,0.0679071142187553,0.028489286755475112,-0.07233087841258785,0.07321196396521423,0.01028589386467358,0.08272750546649729,0.043886876167352026
GSTP1,0.038364084234966074,-3.1175224652545216e-05,0.06794766461246944,0.002269197738659484,0.14043334581218264,0.014465914720832676,0.16378132089000252,0.0610995996760051,0.04001839263753284,0.05009537452834493,0.08796209560934537
VCAM1,-0.03962593415737749,0.055860020883430034,-0.011533140350799427,-0.0003729841304576053,0.12417201950618244,-0.04892781048470159,0.04863465218628937,0.09007353678005502,-0.007859595662915561,0.060399679829370945,-0.025876336365423965
NXPH3,0.11187553731305103,-0.003895281701010668,0.03021238661361189,0.01761235641716069,0.08806497396291625,0.03419250597130827,-0.00598233806974492,0.10786976536787336,0.01854750173069538,0.12935884289374644,0.052915639050055974
MTMR4,0.03261223987812549,0.009349826949076337,0.0077427449787993334,0.05321936518863538,0.07227055038376826,-0.048913092690705706,-0.03504694872037365,0.025340442870922,0.04529230083287399,0.0034465986396215293,-0.01647607390830051
LAMC2,,-0.02565155066570251,-0.01251782868394994,-0.0291343349212685,,,,,0.15762042325950726,-0.040723042659097354,0.06503501565245882
IL10,-0.02268819280518666,0.0031653199361224163,-0.026448796083859295,0.017277626809061673,-0.008686210199408172,,0.04265722512738109,-0.02677685187989205,-0.023436257590641444,-0.03649894830712066,0.019737204825473243
SEMA4D,-0.03066773279815084,-0.016853838047296246,0.03998975672853288,-0.013592881151935996,-0.010559985512748678,0.034668795482392,0.03200906460789516,0.019638974610896184,0.032961315689963404,0.034389514115481384,-0.05814354872884837
TRH,0.003935351785251547,0.0011114327694211014,-0.07000954361460163,0.01808536197837635,0.006764775725794053,,0.0052045069736253715,-0.06371763071707101,0.09593387265623515,-0.02900361526090926,-0.04506780093679416
SEMA6D,0.03486916378604602,0.06825064801354497,0.024878184027737768,0.004200983054507685,0.14992338638505143,-0.007454428270422215,0.06705954992939384,0.11706462101347037,0.038702304763203146,0.08425693621506392,0.00033357892411973073
CEL,,,,,,,,0.039330207084525254,-0.02306406906506852,0.017770418484935574,-0.03426248038716105
PDCD1LG2,-0.019100514500200765,-0.04934860081920615,-0.03491595538365333,0.01998630387459889,0.08019001033866156,0.03527211043466234,0.049505339067942467,0.027742835165372844,0.049169975832060904,0.03895799804370205,0.006714187019220527
SPINT1,0.07318299050570358,0.019947786209637813,0.05787815733562316,-0.03632232395275083,0.04055512344292365,-0.027444544484940377,-0.017378291564125316,-0.04521268445710657,-0.0270230525133113,-0.037475976195635974,0.018682243540373244
CTHRC1,0.04160980095415947,-0.032789810582620704,0.04286567051976566,-0.04543256583288718,0.08971996422675764,-0.03725548928715091,-0.03399712623607187,0.09313226570114275,0.03596804090531856,0.006664079474906098,-0.020689240552763843
PODXL,0.048044137813695126,-0.009327713987655747,0.03879747987817071,0.005647809520659487,0.15183184602629127,0.04168177810257085,0.0009783138486510977,0.09887861788884066,0.03670394990228851,0.04108683337903573,-0.021216667285043275
JAM3,-0.04724038734889908,0.041902713037079875,0.010774806796417536,0.02345519992760723,0.09855187748767842,-0.04192242427111521,0.08420864314719896,0.00603424775424948,-0.025283263696509583,-0.029314149059148437,-0.0091861287531583
TGFB2,-0.058398595824484145,0.007075845869997823,-0.012727508998219913,-0.01378643117847812,0.12731249844237966,0.029034815094753773,0.013969757152141318,0.13659841861595345,0.059906701531165334,0.045176274662728146,0.056139983617450026
COL18A1,-0.006898445942901587,0.04192774288143495,0.044801598741958784,0.005568523372617116,0.12119200941338178,0.012725055806817775,0.03753687421051814,0.09135774156407957,0.009391694917585411,-0.0934995117439132,-0.025360752289327448
NODAL,-0.016135782927903346,,-0.012069218264544386,-0.02567019765453594,0.08847226389034447,,,0.06381771117366697,0.029869914777038667,0.0685601588231999,-0.02489661037540431
INHBB,-0.005875746902171339,-0.052097239669782275,-0.0033213626503105034,-0.02185683155572291,0.12240005414350473,-0.011561715988185032,-0.05725809944902214,-0.05635212372281427,-0.024666529972265493,0.10859046545375904,0.03832309275786855
LCN1,,,-0.012517831500512363,,-0.01601563762925745,,,,0.08208141187294221,-0.02933003438581658,-0.02249440869102928
ARF4,0.05385160643246922,0.02889136870651121,-0.016280438898443144,0.03164438594138939,0.09061737724816729,-0.03796770087112793,0.04318049548121527,0.06973626574122989,0.056800680190791306,-0.03906767128994774,-0.03518358635428235
CXCL14,0.03680270552148178,-0.06649184745618329,-0.03661916164251545,-0.02245323102187033,-0.025473216358864254,-0.030541186676340197,-0.05205106247562726,0.078003516456405,-0.039997323872463166,0.1092289465379168,0.026061713671168982
LIF,-0.02708944555066768,0.031153312089922072,0.0008595781790009579,-0.04720077627852534,0.10426010608584683,0.008463505789607079,0.030761203532363526,-0.05810655006159449,-0.039901147935388896,-0.06691969784895176,0.011164060597313112
IL17B,,0.02510490748111192,,,0.05210756090710634,,,-0.05485416129185487,-0.02638607672991337,0.031252478688357,-0.025433021511979115
MMP1,,,-0.017257897814743964,,,,,0.028113028279225294,-0.027162163577410924,-0.05067717882070261,-0.03734810069838062
MATN1,,0.07211796877381714,-0.016435547579310678,,0.02196450411126194,,,,-0.02914746441087032,-0.0352745938620342,-0.02317736789078354
ADAM28,0.031801882373799654,0.030194109663535477,0.07105035577971315,-0.03549899625219603,0.05810265288588306,0.024844851396889106,-0.009014137723209545,-0.13835555284010725,-0.0018388141766166783,-0.009643580946621998,0.02546820746768762
TCN2,0.03624851357189977,0.010483930014067978,-0.0011790079874039415,0.014497788281330887,0.13214189622022335,-0.01484184500287843,0.07120454539526606,0.13435041802250028,0.0506768004741647,-0.045147206991905234,-0.0010897246703841183
THPO,,,0.04162108168709107,-0.026443607403420923,0.011583805008132277,0.020424640118177285,-0.038552029166552905,0.018081609405091844,,0.07457211861593922,-0.006267394157681376
CUBN,0.03352457056414269,-0.03150765473857414,-0.02178485769471979,-0.007758716064472341,0.043260664881190534,0.0014975259448144374,-0.01136366260658575,-0.060164911449116606,0.05826328758822431,0.06548160849810608,0.006744824872295547
TIMP3,-0.003396031753495647,0.015775373767002252,0.05411895067326979,0.03439187108534388,0.1037920861780215,-0.022237528680484404,-0.0019630875229489906,0.10209362197941627,-0.014347913371097287,-0.10289312223391964,-0.014309956573984506
PIGF,-0.03328907516933128,-0.07037267099446952,-0.030574627191689095,0.010592105323240474,0.08728240922470283,-0.02594269699713551,0.056541756752790294,0.01653922311452823,0.047646038419857706,0.06815086928646827,0.02813789863235712
CRH,,,-0.014666129957185563,-0.014702060261049405,-0.044636207694319335,0.08986795227570013,-0.03307212596039699,,0.04267389700322638,-0.003024318537474377,0.07254810672306856
BDNF,,0.06449788726900335,-0.015204373494934146,0.02296497634151247,-0.10076877761018295,-0.03370228898348949,-0.0382656532084511,0.09854537068104777,0.028038658230508932,-0.04415345851838068,0.030803866824192602
CCL5,-0.01241060309612735,0.05536535763642445,0.04331509205956818,0.05011308129020395,0.12952085750029224,-0.02821484008824889,0.043654588131437716,0.06855109375753873,0.061783870618172504,0.020635551422716503,-0.012722396991912938
