,MGH258,UKF243,UKF248,UKF259,UKF269,UKF275,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
LIPC,0.035440784770629806,-0.015236108512589552,-0.02457714261801772,0.03393173379705489,0.05085218416113984,0.003917993897126909,-0.03392947370984462,0.05190140812806389,-0.05407715555321208,,,,0.008372693354879744,-0.017649185942658897
COL8A1,-0.03899140760584617,-0.062072340160796095,0.01173674897865389,0.032804054575788576,0.006387874580866848,-0.006328304669083723,0.018627224434397644,-0.04249418661907708,0.11692315785149818,0.03605757905386532,-0.04890176197118514,-0.019921910434581712,0.02189727902830534,0.02477063714257307
GSTM2,-0.016232803148868543,0.05976740344897192,0.02146861687514652,-0.03144784974937771,0.07536150822436176,-0.03427764008569492,0.09950647089915118,0.042961989462810976,0.0027951724653439013,0.07421985393554663,-0.04116678986935896,-0.008290552214132177,-0.050298060538462565,0.08566922212754265
IL4,,,,,,,,0.06216084845154513,,,,,,
SPX,-0.0037855352186561687,-0.04822768365727241,-0.021121981419658542,-0.010735009458250854,-0.04213292369683965,0.010945151882897493,0.03193126268795709,,-0.026126385624524493,0.034549258423754,-0.022835385453020645,-0.023936881011947003,0.06995962291305566,-0.11565878600257501
MFGE8,0.10574474124662804,-0.010013649944314376,0.007888825315215854,-0.01575088281037549,-0.008775305742178226,-4.821161304278809e-05,-0.032871402875011134,-0.028379600252143262,0.12193736851488644,-0.08670778467950296,0.009282502504993195,-0.04299935192072123,-0.005963733449592202,0.02040692434821247
TGFA,-0.06377253244609575,0.0404424639652189,0.016710750596134444,-0.02893501046892253,0.05300313196839379,0.03296353539646492,0.09756974535573473,-0.05727663011074478,-0.0756660557111266,-0.021036591465081585,0.03347672333363142,-0.032619689832594674,-0.007805379219727896,0.025816998627778146
SLIT2,-0.023523297311158747,-0.02392171354836572,0.07520169243141611,0.01728512816500462,-0.017903559085270995,0.00886272203369959,0.0026456638579628274,-0.07708455443125949,0.1607317816552523,-0.006070938983071352,0.012952773727403114,0.02859766352963185,0.05537039193116429,0.06638579785518592
PLTP,0.07299510626811555,-0.024111364605742182,-0.016543159908122627,-0.026950699611666268,0.20918568053472378,0.030181546119695306,0.018021227823740216,0.04680158496193434,0.1119118467830807,0.06192214613893781,0.13020712597451053,-0.09514380269559651,0.004693051231066917,0.07283798479243334
APOD,-0.06837287459169297,-0.05293361168876029,-0.047098710934936096,-0.03744996880833926,-0.008328683024691148,-0.026764800725351135,-0.00617045534495853,-0.07648839208938271,-0.11936065195402441,0.01138852350000301,0.03341423541896162,-0.026799502769258035,0.05026695400007911,-0.059864387629597816
B2M,0.011554197084980107,-0.11301938482600139,0.021195070759442342,0.0031557537445633366,0.17494327368281382,-0.011766702788332003,0.007882910898298684,0.07833002023950095,0.08784689736927359,0.0648880643744749,0.14506732946856446,-0.108344176881466,-0.0036325382018798343,0.11137991714864813
OMG,-0.052780069993322805,-0.0294959152403456,0.021613310997554327,-0.07557841488499348,-0.0821350747750093,-0.0119510961895038,-0.03133362115014758,-0.01743404139139936,-0.0562407165131412,0.01919158980732682,0.044623504473537884,0.019128082613728965,0.1270766674839055,-0.08760257952092369
CXCL3,-0.01840691616344419,-0.0452162303915604,-0.018052271907291636,0.1198435564181469,-0.022913943700167687,-0.014445938109739116,0.03406335027851573,-0.03439882395565532,,-0.05276728568660506,-0.02043051989202344,-0.01122046115584273,0.043206269013444834,0.07661259349311707
CXCL10,-0.03181529453229647,-0.03170465458775121,0.024111367278580903,0.01782170560537097,0.12343831402244221,-0.006593727748661411,0.011040265333210172,0.06893869288293215,0.08237023037501556,0.014253660707691872,-0.02466831954958283,-0.035946406170821676,-0.008701768794891332,0.03262958783364959
RSPO3,,,0.0005454250601003249,-0.013918908828769713,-0.02865748701837623,0.029250684809783,,,,0.04111745836344604,0.0015216258818503445,0.033936983293369055,-0.02088420392594249,-0.07617111873159849
CORT,-0.022857130908527847,0.013875930281561132,0.016822581667288856,-0.03121422181385823,-0.018275434541003405,-0.0038651448042777863,,,,0.021723548493762478,-0.019245759385533016,0.02628696217732096,,
NCAN,-0.057924593737899883,-0.07128727536016766,0.025248958238480758,-0.10575947484364988,0.04064520466012686,0.030554537704760548,-0.050091058260484274,0.041919272164494245,-0.06350242228114052,0.028537692547915022,0.04918776203011836,0.02120802693270386,-0.019493532156327844,-0.05070308486823891
PRG4,,0.07160766071055408,-0.02910376720462983,-0.013737362761367135,0.16621685060549296,-0.018424678188929646,,,,-0.03666172677740804,-0.028398295699233758,-0.0508897425987173,0.027229873346680807,0.029388247465838145
ZG16B,,,0.03836795191887954,-0.01594388956047531,0.04488432168094832,-0.009849714010708553,,,0.14528783331727504,,,,0.08702982087294318,-0.023152454154768964
TGM2,0.0032456421538003166,-0.03999842881509981,-0.013064742713074635,0.02282676305690112,0.017136995635427043,0.04929643990713548,-0.0033745557608868566,0.0036182155510037658,0.11443016660272828,-0.06010499336107102,0.06904481564899594,-0.025712828682999116,0.054047878349306175,-0.0038049595135591775
VEGFC,0.06150305339147363,-0.04208918163059631,-0.027329591076579205,-0.0008534641827733411,0.07338188191002058,0.015379912298890727,0.028289020945469215,0.13752598006529082,0.05438024305981212,0.018941912355098296,0.10289891460504062,-0.04489898576574208,0.003363622036078274,-0.015088526739081879
WNT6,,0.014987269655483774,0.012127793725505083,-0.01900054156114521,0.008137251461306078,-0.02192018721487375,,0.024192531258949566,-0.023237404489953525,-0.0134070325968397,0.07196438369413456,-0.013080333323307394,0.021885217241537674,-0.023923431379354373
NRG4,,-0.023339449020300204,0.06023373573179427,-0.016718998908237533,0.07179046793292537,-0.018922895425269717,,,,,,-0.0018109685622022338,-0.02088420626656349,-0.03597717144426797
PMCH,,,-0.020543444160972625,0.014994492497217224,,-0.014417253241721361,,,,0.030104578366765614,0.11477100309200655,-0.02000149902849218,0.04196067105058568,0.07184117691696165
COL9A1,-0.039008666566218334,-0.06197366227897873,0.0459767759010158,-0.017461774111371564,-0.019930299798529425,-0.026398519983807416,0.01405569964558498,-0.05026727392950157,0.07940484713422422,0.04601204940255605,0.0697746644532327,-0.028104024087660325,-0.011063995062808765,0.06155502487933653
GDF11,0.014351512275036265,-0.04357231162857538,-0.012746267885018646,-0.041628341604082506,0.04517918297030977,0.062029940105400194,0.03145057489643412,-0.020229217768941318,-0.01745374458507205,-0.00260040474969223,0.04879618980578195,-0.0314215843550426,0.014911259193302717,-0.008067419522276053
RAET1E,,,,,,,,,,,,,0.10517426551257672,
IL24,,,,,,,,,,-0.02536640323950365,-0.018098246918694407,,,-0.0280122115387438
SORBS1,-0.0005674735312510862,-0.05978023145931443,0.0728747097137356,-0.06429817433618275,-0.001661602229659303,0.03998589855520295,0.03165149830786438,0.027549673964094468,0.025385688412254356,-0.03461736712462997,-0.005982007817604607,-0.036436235407664185,0.018415294504325348,-0.011911960428265098
DLL1,0.04060875462248482,0.015645384932330704,0.017940176159940594,-0.06260955359950293,0.04656605084651553,-0.02550745827695403,0.07089768472724514,0.09966974420398787,0.02729867312790765,-0.03249263390080715,0.01899156975039579,0.06855657271626671,0.08418154800992358,0.03289131280841246
TLN1,-0.0022676443327322208,0.09558204218167941,0.03519405550838552,-0.049775662940408284,0.07126858538446962,0.007676842334669103,-0.020533800567614398,-0.02782990590572082,0.14069299540953437,-0.004046292967643345,0.0423957820479012,-0.03394641634472377,0.029759414609632107,0.07944129904414517
COL2A1,-0.021468691427179214,-0.04071836014617818,0.037408146382771006,,-0.02291395149803668,,,,,-0.005031714083847831,0.02616479771080707,-0.03246729975162027,-0.001284006276270074,0.029510114602116257
SHH,,,,0.04604685839506382,0.0903990429786773,-0.015054326781132426,0.0003620714827145142,-0.04231023351206447,,-0.04047064414729432,-0.01107211778924382,0.07726047754305516,-0.03423850771735628,0.03101399335583362
PON2,0.07512623598112624,-0.05876979044900159,0.030969548659542424,-0.07594911695769214,0.08734327760201653,0.041529175981283604,-0.017493969170384996,-0.03265674938129771,-0.06844832291415044,0.0501372001171975,0.05887227125433484,-0.03573058402123403,0.021916308053589104,-0.020189463873324816
ICAM5,,0.0023956267107685548,-0.03169723730546105,-0.02224918576099194,-0.009846854942226774,-0.014793037033267915,,,,0.0724818586232619,0.04673397203193064,0.03616444435203044,0.015173517614657456,-0.030998168424798057
HPX,0.11030500203531474,0.08677945562385493,0.06607776495933503,0.033058747868408636,0.11828048333226265,0.05086918494103856,0.01156690126407062,0.17449130110466204,0.08215715757676748,0.0695202231686504,0.008852772871907713,-0.006360843767643551,-0.0059715708890156075,0.12588064157028542
SFRP2,,0.005778813289968858,0.0024076089986365574,0.05426628532610733,-0.01828746321579429,0.051225712047247095,0.043095915921255855,-0.043637196527916124,0.037038444297586834,0.034156280260924154,-0.015182486085060025,-0.04231686114248408,0.0904661738933948,0.02398202914256845
CFC1,,,,,,0.009676063426467492,,,,,,,,-9.512042239694777e-05
CD70,,,0.1695826158487249,0.1605382191022216,,-0.023122803511368865,,,,0.013792003088719031,0.03540310550115344,0.044643161312714716,0.1030031028713715,-0.036087212573250316
HP,0.01583641319563579,-0.009305396048644181,-0.004888548504755376,-0.004062415363190697,0.06029730608729927,-0.04791167472539835,-0.03608916386276134,0.04252387573380773,0.1260064061156233,0.0632337880491719,0.07706210946013345,-0.02878653697417139,-0.01797173742155808,0.00311462316774253
CXCL2,-0.028233506483262602,-0.008197224986796195,0.02782545547635498,0.08609962712385394,0.03364118491018745,-0.040764730211378664,0.16192708362894195,0.12005126475842115,,-0.04938232543253891,0.02259276302091153,-0.02694751229649199,0.028202505635974547,0.07869608861038632
NPPB,,,-0.024966525516183752,0.1250091487881386,,-0.010854405711125007,,,,0.027637494852714706,0.08938588101860767,0.0072615378003068765,-0.021184701378773624,
CCK,-0.02952371026640462,-0.017352971159848248,-0.08217469555877446,0.023552954505448434,-0.09822927935207536,0.00788618449214071,0.03377393055238167,,-0.030412006814574923,0.1264681622539492,0.02674077695217463,0.0033879882357993815,-0.027482276612956033,-0.14627017906837883
SEMA6A,0.00305355445406865,-0.005196686434728749,-0.00810768463716907,-0.0349383128323355,0.03870734365824544,-0.02435078213686597,0.005078340643524282,0.0330588907797983,-0.001860553137583085,-0.0006349368827927344,-0.02016050241453452,-0.0345120547318902,0.04072322763860383,0.05835573616873862
IRAK4,-0.01863785285006175,0.017624375064959195,0.0516852947219171,-0.011703944274024521,0.05349054755743275,0.051733579725751884,0.01341670129330828,0.06484393414056416,-0.040198373784598736,0.015814305258415214,-0.007884769706301214,0.014422678388638829,0.02873741289453071,0.026912614151890918
GSTP1,0.0015063129203013272,0.0006533682612317013,-0.02977748560506438,0.021580026344695493,0.11201742866751989,-0.04882287409076706,-0.05528432911941719,-0.018595086976928007,-0.03230697388003623,0.010922314684764189,0.03895582909174997,0.017505078984535453,0.06618554216125196,0.037026911799702314
VCAM1,0.0020973398415570672,0.006614510143514464,0.026050678623980902,0.045734996205817335,0.13019616203443973,0.0026950122046429663,0.03499764213445079,-0.048919587967344566,0.01517411086515732,-0.019087877935050186,-0.011861693504920586,-0.004432663509454054,0.11456098082366403,0.02505544171340039
NXPH3,-0.008853754746729744,-0.0621627837758998,-6.677546981201702e-06,-0.05028627435458292,0.004808756655311654,0.005054653527711554,-0.011841067485569769,-0.003926409337029203,0.008693644146799922,0.10326959133495067,0.05580431588803052,-0.0032643392362042855,0.014463472534601562,-0.015271091309867382
MTMR4,-0.02889824278230131,0.01863320550366016,-0.03818216459336357,0.029952579002081172,0.04436441163618715,0.027574244415283614,0.05498512716431316,-0.019056553291149306,0.05821141592866943,0.02589272279291007,0.05623576445241164,0.018182294727093897,0.0034758509358598258,0.01182431779045109
LAMC2,,0.07851991581580975,0.01655552656647736,-0.022731693881597466,,-0.013664485827377023,,,,-0.0029267422606792893,-0.023768076474883333,-0.01941457459725739,-0.018909270822697628,0.02739973081265169
IL10,0.014892394284110013,-0.037006769097221774,0.06138569078983978,-0.000902393566433999,0.020188349109697884,-0.04272416111090178,0.042539943682591674,-0.0026066540630535623,0.11413688094709809,0.033256340370726584,0.0354225993026427,-0.0233949519362128,0.10398673045976509,0.20901663010243415
