,UKF260,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH881T1,ZH916T1
S100A4,-0.051132508932172624,0.010149520811039705,-0.021988219776174964,0.09933717768167134,0.08956326586646965,0.07009132723925807,0.00877749886980158
TNFSF13B,0.04361409671040135,0.0014438999050100459,0.03745704597719854,0.04228224701730911,0.01118139951703596,-0.009666494674162905,-0.004000100403294043
HSPG2,-0.03906848591227785,-0.04012049389206003,0.0021696860189641047,0.03424329554210757,0.010524741177844079,0.029685222467240556,0.014094342833656327
FAM3C,0.02978305987913151,0.029043211404339207,-0.10703924814155062,0.05107663629129176,0.007782812413674417,-0.02769962449393844,-0.008366107566961656
FLT3LG,0.01615274676806828,0.02981584679171097,0.03731142239433807,0.09207572612310891,0.08540778802376155,-0.04140711182148437,0.03964341627636918
A2M,-0.0003764311015060283,0.042767328291636854,-0.01836120234180111,0.00784679825216128,-0.0055341980378788,0.04054829175933828,0.007277947420175302
VCL,-0.03399929027948868,0.00885871552535694,-0.0018505116535105874,0.09983803086875925,-0.010420875633165912,0.02823956051699167,-0.011138018469859191
FGF2,0.017505078432222976,-0.0306169132801282,0.04428276655339394,0.022312736399629936,0.05505289727640097,-0.015697315719536097,0.04022652709933757
AGRP,-0.01258929744245276,0.04727216745895444,0.0378583157744877,-0.05072924181118117,-0.01995162430813269,-0.015698626459769553,
CNTN3,0.011179485160757157,,-0.024983733980841225,,0.012695616632618078,-0.062304938709923194,
RNASE2,-0.041654861056363506,0.17573528851158243,0.06909446263388296,0.010703655310187153,0.02671111794079979,-0.03154221072849025,0.01434694959470203
ADM2,,,-0.044865816014134176,,,-0.02003976499379065,0.11627957725194804
GAL,0.028537800733282596,-0.07105339008798378,-0.08131297603140628,0.06260984047771932,0.030240762587801142,0.016957545589070536,-0.0018349277693729103
CXCL6,-0.012589290226598049,,,,0.07009113816445625,-0.03501526448845575,-0.03851323261808019
PDGFC,0.038179360964736966,0.034252508635318604,0.03928416805540884,0.04665950706153113,0.10023052701928035,-0.027590483766850808,0.042551468304089686
COL8A2,-0.01351234298042354,0.024448656021043274,-0.10656530258416277,-0.0698847208633217,-0.002211352075224999,0.006856357551969211,0.007644688711552451
SPON2,0.08259324651451806,-0.037358708460806515,-0.04125693899958068,0.12065650079770215,-0.023741318254259527,0.021024131551669253,0.01965337183912169
LCN2,,,,,-0.021155535783210305,,
SEMA3D,0.025712091144342253,,-0.03520683961826762,-0.001769234985625451,,,
BMP6,-0.01524027927232721,,,,0.02781609630548788,0.07608921312823339,0.08396146860544498
TIMP2,0.049176224829558086,-0.005741264932751338,-0.1275723154732921,0.062289458896253674,0.0941845466518527,0.04541540640936967,0.031600460821914374
EFNA1,0.06057584356280406,-0.06272205075656619,-0.007426048819681303,-0.023340252361734763,0.0986693303857937,-0.06811229811256134,0.08282247304372842
S100A12,,,,,-0.021351679786318703,,-0.023228194379482217
TFPI,-0.0008685022091843611,-0.009205840602013845,-0.01837370604061791,0.05994614692831966,0.04027223869129605,0.07158740099054366,0.013727632686651932
GPC3,0.015952443745464263,,-0.0005361052444812843,-0.028789326302617994,-0.021741176953324087,0.06245461657676214,0.036051475405497795
NMU,-0.009410188803277781,-0.005640822343239813,-0.08748957718009016,0.13043683993680086,0.0686570332449532,-0.01763427222462464,0.07945359724953786
SCGB3A2,,,,,0.0115709910602056,-0.02632683381584626,0.09234924585008127
LAMB3,-0.03287328939170559,-0.007974915312659064,-0.058420790400601615,-0.030815625015382337,0.07917599568018382,0.008660765739751514,0.04301542096793409
LGALS9,-0.039977808265862926,0.10433952310567883,-0.06154789999021414,-0.07466829629447794,0.04167500914769014,0.023863676622057288,0.014848081163401288
VIM,-0.012245914404066721,0.04290244120834686,-0.09229008418639306,0.0786996956507105,0.042634479751874996,-0.004303080654234084,0.07471879102882723
PLAU,0.02512072913406937,0.059107742794626265,-0.006198899919862443,0.08228831004642653,0.026210718650248595,-0.03205418890265014,0.06902628761514581
TGFB3,0.041222263652364186,-0.0618090893764203,0.02197392353822399,0.015930937061291298,0.081080986062819,-0.014687436725480433,0.052795664958473064
APLN,0.00825787174800494,0.0011628705059464344,-0.002168755107168418,0.05685663837379004,0.0022011539573654395,0.033731661465710425,0.01988204751810176
SHANK2,0.029051042201177837,-0.046742753088134255,,,0.003923802610480497,-0.015080573785271315,0.0185978170129519
LTF,-0.010466284040482105,0.11787811750393588,0.09294702070647524,-0.021762462777053536,0.05756249700086687,-0.03947813664048306,0.014196938112413245
PYY,,,,,-0.012230216009199537,,-0.03519649646856086
PENK,-0.019196041779866772,,,,,0.05033371258867992,-0.008888737228041723
CTF1,-0.0345464853273079,0.015381989225990312,0.039031367465439275,0.04158964752442071,-0.009551343506308919,0.0489431784895262,0.06417705738380676
COL3A1,-0.032587942016209376,-0.03822477862304562,-0.019343894620854306,-0.004711432626335272,-0.0028866848723376293,0.047101858252296326,-0.02996605534665493
S100A10,0.005357913911906705,0.03266938412499097,-0.07991817597225312,0.08029227822954653,0.008485895103444198,-0.046260215306329885,0.05561056877422469
FGF13,0.045709472054260555,,,,0.05077163812820955,-0.0012245820997800025,0.002723751689224215
SEMA4A,-0.005223589088561289,-0.018330965397850913,0.027294544714757174,0.013911447927197807,0.05289239983254518,0.0005738252076462464,0.012364053785240145
EFNA4,0.02625939912154381,-0.0310038104772954,0.08383654797373916,-0.0007873738046344989,0.0820658896026504,-0.018942912317442155,0.026401540999014435
HSPA8,-0.017513783197736686,-0.0019168111030807918,-0.009365881734243247,0.09663037942593238,0.06670562014279034,-0.004377651020778343,0.013193094654974102
NPB,,-0.0520416683613271,-0.06655743766136354,-0.007061221094724926,-0.02023258173577441,0.07029442527597139,0.08193637164908256
ULBP1,-0.011839637984583113,0.03753280801651238,0.03439764685723691,,-0.009619254162511902,0.026532997095284446,0.011727475772309686
SEMA3E,0.01630000139766701,-0.014217546236161688,-0.05468307793164718,0.06880254089878102,0.04527339875545563,-0.07176736106385762,0.044641004350607395
FGF3,,,,,0.057420678604821876,0.008434052021851476,
ADAM9,-0.055031145739563934,-0.04445468886394736,-0.034600490966461776,0.04867508495992176,0.05858962092746371,0.009805233388711542,0.0021872471580347205
ASIP,-0.018687779472799624,-0.08640672699700445,0.023858554408303395,0.1051624368038364,0.011704030751837591,0.0234826603129819,0.06900602477300573
IBSP,0.020232067683112136,0.02222859820508334,-0.07412730947953636,-0.025861839938104432,0.031455648430770776,0.0038867632483046096,0.01991371961398006
MMP12,,,,,,-0.014861014391989327,
FAT4,0.032590692419427955,-0.059937534835326746,-0.013139449937772267,0.12831133887317675,-0.03812389255467787,0.059140411527896584,0.027357904050130128
MDK,0.013622120811520711,-0.029782103817092107,0.11514773843699484,-0.00224168476769537,0.10579647327010659,0.02065195787530653,-0.028054378346449416
BMP5,,,,,-0.007371425066327282,-0.0013644265858192256,-0.017569233619883426
CAMP,-0.01830538061813517,,,,0.0010406108769564575,-0.004809866746730259,-0.011931444309728478
HSPA1A,-0.06195442754056449,0.005163238505515596,-0.009087415095279494,0.0463202597401477,0.05482367215590691,0.05207526394785445,-0.005343843491071406
SOST,,,-0.05721925128431297,,,,
SEMA3F,-0.04160919274843971,-0.008370714621855648,-0.003026920001856915,0.029830776244017032,0.023770948388212934,0.027137675169563783,0.07474142725221902
ARF6,-0.04952292611183,-0.02035718798340867,-0.0034422015621266315,-0.007319300049528471,-0.0033517607350848416,0.022356424867910573,0.00994120571337112
IL6,-0.03555972220543815,0.07361679677968627,-0.06272461237881861,,0.09219230944342019,0.02186284253085883,0.03970536986929261
CALM1,-0.08800745390922252,-0.07997299072484303,0.02173145340795941,-0.01248012376989244,-0.02538195320817798,0.016142908197828848,0.07425980652672977
VIP,-0.030499970317599004,,,,,,0.0977323350792405
NMB,-0.021061836103389624,-0.020483141151623693,-0.019427651029094897,0.01702347911631264,0.024501389562541685,0.04339437870612833,0.0661813173772156
CCL26,0.07172827810706942,0.06174767162218815,-0.04435899030327001,0.12519671542485897,0.03056577336379986,0.09780346139425955,-0.01691501816168715
FBLN1,0.0318489330210218,-0.030682262705347216,-0.027630818925771898,0.015420474241974777,0.04447877296292199,0.083518740982535,-0.021191692553424662
SAA1,-0.017734892194337923,0.11396336753135815,0.013826050618931674,-0.016083482400544174,0.09987224189997637,0.0036754594749392826,0.036765549630674584
MICB,0.033076258940334,-0.008595133982341494,0.006014094388588813,0.02864172762585447,0.009161902832118077,0.02946446802663472,0.07409910762533906
MMP13,,,-0.04250541711949999,-0.029232206221221243,,,0.007422879062837686
F13A1,-0.0021776153079495035,0.11616353321376771,,-0.04402891963793429,0.033866829313396844,-0.00038247079653410093,-0.02773028574423225
CXCL11,-0.016975010149509535,0.09454985044800786,-0.039846833795341784,,,,-0.00017040025957971145
COL5A2,-0.04481435371446233,0.005422049272094031,-0.049631637652766736,0.09304510404967889,-0.007598170695164843,0.06812875675440982,0.023610559972003
EFNA5,0.03920974075059152,0.062440878634801966,0.15191332776341168,-0.003994152149186219,0.024491758191774224,0.021302802155369747,0.06849338717152915
AREG,-0.00911506860935719,,,,0.06089163171833887,-0.03240014364614814,0.0048217797828568765
EDIL3,-1.7751138592010992e-05,0.03364203780141431,-0.05309495471979158,-0.13011695362637013,-0.021932296225583972,-0.015472725748728364,-0.00805972662250315
CD86,0.030940992489228884,-0.009353936415144275,-0.08740380476159161,0.053336490355386255,0.04053525809207935,0.06524294171971458,0.005988835455872145
AHSG,-0.019795258621697176,-0.033082529465464715,,,,,
HRAS,-0.023465197934188792,-0.06633903654864878,-0.06898478526039248,0.027516395428235484,-0.07349954333502966,-0.00042647073496564377,0.0411391686432824
C1QTNF5,,-0.045485864899839794,0.10465828145386338,-0.050452375058532055,-0.05370344564996747,0.0659274805675976,0.01134921209623416
RLN1,,-0.034169275556107985,,,0.05786567104550538,,-0.01984334333443734
COL4A1,-0.01793078387926454,-0.04047284441660953,-0.09301268841451989,0.06540132371767549,-0.02560685326780079,0.002349876309209048,0.01287422096925431
CCL3,0.05558733118554085,0.02694744019236646,0.05458506227228453,0.004334455305435331,0.0598661321581915,0.0632575565288683,0.031950758752103736
BGN,0.05821908358897472,-0.03123107493790016,-0.06044276767402973,0.040153281277992,-0.014989245714491645,-0.0019978205851282536,0.004286122075763512
RETN,0.012227688147512007,0.10682393902727902,-0.05337716136297137,,0.03892304925582323,-0.018697003935488034,-0.034464438804186585
S100A9,-0.02381651372149865,0.11178360069620506,-0.07413936080235095,0.10441377847326846,0.06137361175134889,0.004602812953267734,0.008583624376277372
HCRT,0.056261539602516474,0.0439845961757446,-0.050038442693731325,0.05594768060218667,0.07526869439429225,-0.006146217687448777,-0.002740982751878677
FADD,0.054633677769412164,0.016684492173783892,0.08895461404390927,0.11886243829955247,0.02558980029617448,0.011044941315657582,0.07368012190495028
ACTR2,-0.009044527516116318,-0.0038485352062146098,0.015816975155371678,-0.0872265431776001,-0.009785042107873558,-0.00950056747830556,-0.03739660658875163
BMP2,0.03825086420276183,0.1334924451118625,0.035362262906272236,0.13284323343275414,-0.008043478791124856,0.00314538462257872,0.04620255253168798
PDYN,-0.02225908851621907,,,,0.004720872170650016,0.04675776208262834,
CD55,-0.029294147970932483,-0.1284254009721668,-0.06885948125343586,0.014531216040537209,0.019673506042205708,0.03131779937730435,0.05403616346538459
OSTN,-0.014138105836201462,,,,,,
PDX1,,,,,-0.01939952823261088,-0.009102903058087457,
CD6,0.06554283753993825,-0.035226961821456654,-0.027124307120398154,0.13353370953673124,0.09747208099431973,-0.02083875137561385,-0.01834434112881036
IL16,0.02841309273200228,-0.0370080551556918,-0.10363257988804617,0.08116779431872251,0.053137400672021086,-0.007337014923637319,-0.029978166569267856
LAMA5,0.043715590836604215,0.004374028113940478,-0.07160146380039605,0.038412552414853356,0.04620758156766175,0.0216246619330603,0.04238731852062763
RGMB,-0.0171640493405498,-0.04904733126532891,-0.12834905407016142,0.11243906185534641,-1.779761984024142e-05,0.02722947960402295,0.04088143177243733
INSL5,-0.01258929744245276,,0.0504943411533166,0.01096411162251114,,,-0.03464868958348317
IL12A,-0.020270222266413455,0.07929538137439471,-0.054204367691460954,,0.002302774629390956,-0.017071031849266415,0.06033722113693858
S100A8,-0.016799628544988884,0.04207321487644788,-0.03443274764744538,0.07070012866421276,0.03691631524153531,-0.03350627899093652,0.02684995392265106
TAC3,-0.03382013588054525,,,,0.09114853965534771,0.024589008000978803,-0.0313191460831006
TAC4,,,-0.03853841407881042,-0.01701170819111942,,,
MFAP5,,,-0.06426549779707441,0.00673790854362881,0.07996186547486596,0.05404522845283203,0.03402387992716059
CXCL16,-0.050087527049057716,0.02910074215641264,-0.07505730376860889,-0.015041421525146011,0.0374888254181375,0.047846410880854125,0.006327745779700513
AGRN,0.01735271526801377,-0.04976669124382336,0.08082811215092303,0.150138889583315,-0.03868151741515039,0.00316056498837224,0.03361141539149429
COL4A6,-0.028311715098605764,0.0119473725420986,0.11926842908459204,0.03908254757686094,0.08096864482631813,0.028011254195880318,0.03992547530229086
FST,-0.012214235937018222,-0.001304682263660416,0.023935612425948036,0.1741655028378179,0.04156944635827822,0.02153660976364223,0.016814992122483097
MEGF10,-0.04389089219263453,-0.03624697202964559,-0.026258164011389376,0.048242464332775126,0.08574562074113112,0.011543659739762385,0.02441380622322085
C1QB,-0.030196880177613766,0.11907944832525465,-0.054332014138241146,-0.019002351135897554,-0.02882689676781521,0.03501967870382647,-0.04705632919654571
HLA-B,0.02290724401575548,0.1219438651378939,-0.0718241500790533,0.0033384241123878065,0.09828878973409517,0.023730792550187438,-0.01721865141482952
PDGFA,0.00781442215631799,-0.10167941641122327,0.017891168175065694,-0.0250262014873473,0.004765499643627037,-0.028049395780951163,0.04643676326697542
LAMA3,-0.03247306671521645,,-0.027564129758649903,0.06794583201302862,,0.06993377139299929,0.009467990659639478
DKK1,-0.041240507635900175,-0.008563119198566182,-0.06085698106161442,-0.03637378680444615,0.07128907472712978,0.020802812542335968,0.003649284935829307
INHBA,-0.04133459326019946,0.05052772577825046,0.04002317817908113,0.09322455179526588,-0.005321532092163679,0.02340765556658852,0.0005059917685606585
LEP,,,,,,,-0.02014582054526821
IL7,0.03931582204897032,,0.09693598282892794,-0.014525985346973407,0.022316027949132303,-0.01600502467191338,0.04036629651347748
FABP5,-0.009092560570699695,0.05159518806282151,-0.041735952978578,-0.04510699540528186,-0.047001635319457793,-0.060339061862259666,0.04977780714470247
CCL4,0.0480245285635043,0.0839762900216201,0.01702099804246284,-0.0013762272843545055,0.08493976888504932,0.0025217158459415294,-0.03304342757608807
FBN1,-0.04285310563075507,0.007116077044421679,-0.04900518668946257,0.07202150100422319,0.058309535540560085,0.07488297215079505,-0.003526749239301095
TCTN1,0.04075491106791596,0.023014767297704516,-0.0011537220657504602,0.07714300366811597,0.03161749399484883,0.02857992100659334,-0.001964995682644796
NCR3LG1,,,,,-0.03436973338707677,-0.023087718059771972,
BMP7,0.05103918289234034,-0.08244852611939178,-0.03526082982644483,0.010425293500495598,0.009435383766643398,-0.03132036724651531,0.07808694651900365
NLGN2,0.008903212320804531,-0.0013258389480659638,-0.004803103074276746,0.02508644410839488,0.06636045100470957,-0.03541570875706973,0.006952736932465476
CCL25,,0.010038792970443184,,,0.05262497098792138,0.021855987598629695,-0.031191118449108216
NPNT,-0.03701623583001925,0.13553578770312014,-0.08010529845583568,0.0006596005910560499,0.009517363552237729,0.05040974086412646,0.024765527382923532
KITLG,0.024446984573533156,-0.08537426986683554,0.03464228181302033,0.06336148179402534,0.011215773301788601,0.023263698347985123,0.04280275233581505
MADCAM1,-0.014777316631878186,0.10712523754705829,0.02635819072031226,0.09099243701897129,-0.02603583336345868,-0.015901499342398706,-0.030222359156073245
F12,0.00413184132636357,-0.008534045982461486,0.07800430269505218,0.06217626816075425,-0.01276914530141,-0.015969414683848483,0.03525771101720727
S100B,0.01462953243689475,0.01965550560161334,-0.048791593811393114,-0.02408063893844531,0.007494308635466747,0.023815927851218745,0.035245157961346495
IL27,0.04000050164558759,0.1403128090840103,,,,0.03471749387833114,0.03301514883027583
CD99,0.02473439961509326,0.12662899743836206,-0.060152181981677946,0.10741282064377124,0.11241618258956688,0.035613460327663125,0.05662009243021345
PDGFB,0.028968573982394937,-0.018757199869556585,0.03118836987802649,0.10626205143442853,0.049966899459484536,-0.005407358598117087,0.05612503636354283
CLEC2D,-0.008131032274370942,0.04021191246434239,-0.0045897347762657355,0.013987151289552024,0.03207543339482717,-0.011786407135431191,-0.007740367683279035
F8,0.02127135110351895,0.0021278280768887636,-0.0013677115860570902,0.031471753106208644,0.041300802658134184,0.08201622534696852,0.08643317481671241
C3,0.003662680447044696,0.015311395545514776,0.012938599071753534,0.009761065282398463,-0.01750049402069344,0.051881044085744225,-0.0686100792760014
DLK2,-0.022833244207497234,-0.057780269278868555,0.08941990559935692,0.006757765983729393,0.04303066684630068,0.03688508999683479,-0.022426984714586557
TSLP,0.06368782231176268,-0.04997563254557487,,,0.04402251017159251,-0.03398775160368436,0.04304286601155821
OSM,-0.02194725949940896,0.005043925811212741,0.04281081505721833,-0.011725988137691452,0.0972129114581798,-0.04043766910204367,0.00042787806770644307
PRND,,,-0.06261064407153129,0.0479980099477674,,,-0.02620595420001182
SLPI,-0.028845384842909053,0.05147198661142875,-0.0476853743232304,0.03771009865699697,0.05325511063646712,0.013155249085403654,0.054500754156913245
AFDN,-0.029563546714127153,-0.0544524269027922,0.06701540658348208,0.08275725685004384,-0.011169906351764876,0.024170335650340453,0.05942621575587597
KISS1,,-0.03726467502119474,,,-0.02965623804649849,-0.0195461381054627,
ULBP2,-0.023771427017981395,0.02424443993872479,-0.060879089757729134,-0.040848413144040634,-0.01939506404534887,-0.02195659640104909,0.0426869286416842
ICAM4,-0.012031229440152513,,-0.04857117966662017,,,,0.010675287808739598
ANGPTL1,0.016195085436183036,,-0.05689417055064628,0.09626278284677506,0.06357072214919393,-0.003919210362912227,-0.03555772842627004
LTBP1,0.040771128469039956,0.05461986137452174,-0.07075701146693066,-0.013359937225683492,0.06143625683198379,0.031779538346354434,-0.011374109393857952
NTN4,-0.004002602056218589,0.08667892066992575,0.005280124387513157,-0.0391787640979518,0.0990202304403616,0.0005718324197114584,-0.010670558944822585
APP,-0.05447844734655765,0.0033566368447557585,0.010253189409950608,-0.03254503687196596,0.039477881335029705,0.0012964822705003672,0.016191196774756923
RIMS2,-0.04167766796545017,-0.018745729962740106,,-0.02834010816949901,0.05314391533401137,0.006092806791510213,-0.024758306230364218
WNT7A,0.03448015105942069,0.012463043277965984,-0.024693031321191918,-0.004792993881116664,0.08313005292362663,0.02949486353128974,0.08703618765948701
GAST,,,,,,,0.03454034893582759
GPI,0.053130357185252476,0.10188545755797568,-0.05416696078396613,0.04175231924312802,0.010388887495726865,-0.004856850055563824,0.047942510683017865
IL1B,0.07758889859268986,0.12337591403153685,0.02052318670072585,0.03583984191414934,0.06258963190241067,0.024649698248050515,-0.015684864573779086
SFTPA2,,,,,0.01942890581759614,-0.01590150044628705,
HAS2,-0.013907945783228251,0.1064031677892785,0.15663995741482337,0.10014237758518835,-0.05984544717226836,-0.05610477895028539,0.08043800077464935
IL11,-0.012405930042332229,-0.04958013436875726,-0.026661285978429622,,0.08606554068049016,-0.01495915656777351,0.030796287436906787
SEMA4B,-0.02266655056620123,0.07491925707680665,0.0038454498096921054,-0.001188343701204326,0.10442924104860087,-0.01788590211736704,0.08954355262434946
FGF12,0.008536533243272542,-0.015011510020397988,0.003259938440234403,0.14537346279094127,0.0010113639303136125,0.0013637836295361428,-0.0002985218686703944
CP,-0.00822694892004036,0.07628315188240624,-0.027949821611624858,-0.021869192725705845,0.11282566845490492,0.06145471809237357,0.021735447146860265
NLGN3,0.001993459784535687,-0.019558793990356,0.0017801527754995774,0.013830028871430247,0.0031545930484860765,-0.027708037543732852,0.06616013145499658
GZMB,-0.03558583975357619,,,,0.02837711392475791,-0.03367485976253295,0.03841525688345226
PROC,-0.013470528236891138,-0.017460568618401485,0.06989547749764319,0.03634932365126987,0.028265384653773967,-0.003840824126181846,0.015432745077447648
TNFSF11,,,,,-0.019951623289406518,,0.02168736465387297
AGT,0.03696180844270043,0.06327887072983429,0.015448222793952894,0.10078547548139925,0.027673291735211242,0.02688177294525629,0.06091572972025449
PTHLH,0.0024840108785484922,-0.10517156228680037,0.018743404044894836,0.06338252672069448,-0.0032039299227810715,-0.0004781920465099198,-0.016023310487431195
COL1A1,-0.006869652610898945,-0.00568367731507775,-0.046949775186949566,-0.009176733688087165,-0.015849447597754814,0.026127522625121382,-0.03769454797190017
LAMB2,-0.06100124616885354,-0.019190561515636823,-0.019042173100251678,0.07243125550142647,0.019538458287363454,0.040133439437893006,0.029773594830518745
DSC2,-0.003185136865991517,0.09146504637597272,-0.10036412342820579,0.02120402029056438,0.029198513097388138,-0.0019490568813704452,0.03795028849942185
WNT5B,0.03263172724201238,0.10053150702520669,0.004806252579192872,0.037089579324395945,0.10791255730677746,0.00039739307162563707,-0.00785941596045058
LEFTY1,-0.0013459524875881754,-0.05153525620620227,-0.06926764166455211,-0.04340815863672917,0.05184236965308405,0.054134096150966496,0.018194090562692736
FGL1,-0.013640305304366248,,,,0.22615981024766454,0.011003921267074914,
CXCL5,-0.02939089429965667,-0.06131943067641146,,,0.11344396007705176,0.008281022960480748,0.0058728844855575
S100A1,-0.008789097039020921,-0.027338733208425534,-0.03651253736231975,-0.020921815661374354,0.017642011225204774,0.016097313272854914,0.08273725718190174
C4BPA,,,,,,,0.0011455823367923878
NPTX1,-0.03190674260523766,0.058285274090056634,0.04507245201213462,-0.058331950532632425,0.05384465224247916,-0.06361216648583345,
TGS1,0.009586054048279388,0.01860521447806995,-0.03385563158726141,0.06938884869829456,0.07687463333377101,-0.00897078043592426,0.027871297544605638
SST,-0.03358517122795164,,,,0.04037955607616495,0.022302151640816524,
IL34,-0.042819715010235224,-0.030418392088443557,0.003969505580412845,0.011384631087211045,0.08192963126737694,0.04250044399916215,0.03150416640086713
DHH,,,,,0.00014509417116229085,0.042658882759441935,-0.002626902293631841
XCL2,0.04093892495568489,,,,,,-0.0010416323961931749
TF,0.04525078540489104,0.02356379591979489,0.021591777951885955,-0.1780279859779104,-0.03656061420815751,0.043562294654177776,0.07709955800694056
IL33,0.02966669584264793,-0.06097577740417929,0.1421161808593599,0.040536765430131086,0.0342335990611673,-0.05530007445478641,0.053082897802535306
RBP4,-0.028338182320647016,0.023458489458078643,,0.017422945121381657,0.09193570927419889,0.038799895916765074,0.12198555261478825
CCL19,,,,-0.02498981236390124,,,0.0038627709141969835
CCL20,0.006826032390988858,-0.0070422218504121266,-0.04538967298012194,,0.11872466295947541,-0.028429472919231705,0.02139441426606634
NAMPT,-0.044316174636026134,0.08527874658159498,-0.08051367448069242,-0.02498140888266763,0.02380722743887503,-0.012239507349938334,-0.016661146632714615
