,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1019T1,ZH8812bulk,ZH881T1,ZH881inf,ZH916bulk,ZH916inf
ITGB3BP,0.007256796369293292,-0.08514782889079943,-0.05066795685027748,0.033208444158217436,-0.009411509491986403,-0.024334144348939175,0.010435549632793965,-0.061685335002561514,-0.15817442446653218,-0.023886970130307668,0.001350057533635861,0.04625091801617641,-0.04633562511287284,0.05174861636666954,-0.0033929377003567985,0.01909395343838595,0.11819936732765754,-0.020931173180178116,0.1144147757626943
AANAT,,-0.04716463915440888,-0.008259377068846604,,,-0.019258203605432046,-0.0017326465910738214,,-0.011525460317463434,-0.033601700995379284,-0.05383942982046844,-0.02451673230841912,-0.0022793122506218834,,-0.030536325779321707,,,-0.004427424171723425,
RELN,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999,1.0,1.0,1.0
IL15,0.011208842931897747,0.0628363122551303,-0.020325555769514607,-0.0721995274030215,,0.0021896388917426166,-0.028276247648942182,0.10273862971439263,-0.06254181108974785,0.008638831729322213,0.0010329795390386619,-0.05188667275412628,0.030407061616078965,0.020549793841840955,-0.0657104142933162,0.09094090646597758,-0.04901270414306433,-0.05754087804023412,
UTS2,,,,,,,,,-0.08756996954097829,,,,,,,,,,
BSG,-0.003504599691349113,-0.041229075701354444,0.0559065031036958,0.03198482802347605,0.0391451991138888,-0.061990992854434594,-0.027688821202161852,-0.15501043024507896,0.08698123898186624,-0.10597731694702765,0.012070786261801157,0.0809062053778114,-0.04128985249864737,0.08046916560300103,0.03793177915543005,0.03825704615140162,0.0010950031761968074,0.05152349520804355,0.05488147570529009
ADAMTS3,0.014629523381956,-0.07827943971017606,0.024979514465239022,0.015807768975557544,,0.04754943760131719,0.010239256488229266,0.04457500046947673,-0.20520518923428654,-0.028541992016199592,-0.0010566457771831203,-0.015399177697401359,-0.02437189000930698,,-0.016050578646135807,-0.023983978403031462,0.14043331968085632,0.04623087789695446,
CD34,0.034643113476086215,0.07085447086338519,0.058432579155150814,0.0002400737432023245,0.04635081453574419,0.06125054474268588,0.05579529973283087,0.010362597467594273,-0.12197538428028826,0.006312668578487541,0.037673275196231655,0.04093757780132042,0.00227353459329522,0.04157809444629368,-0.003529329787943982,0.020398001634638376,0.08676142690711851,0.08726318297995064,-0.020139402796161828
CCL23,,,,,,,,,-0.0390705102632052,,,,,,,,,,
PLAT,0.056025462757197345,0.023253515930600953,0.11241023669194179,0.08985412703770457,0.013065773031014786,0.06083970711270472,0.015537450041579134,-0.05431979615158462,-0.20484144586613395,-0.14603027971923613,0.041831025280711316,0.006649918555769019,-0.06012196028560944,0.04690081326172063,-0.0639191073204617,-0.07172688408590376,-0.014538802085426052,0.05805222611971077,0.01802266730934186
NTF3,,,,,,,,,,,0.06058438210216927,,,,,0.021535784064937925,,,
LTA,,,,-0.033070722908271094,,0.12092611582405473,,,,0.021260861446007643,,,0.06727220939035086,,,,,,
CKLF,-0.03618825898421704,0.02987391566790611,0.044890165997825256,-0.03295766658982401,0.03953546944385765,0.010481361354632023,0.0013347228991964176,-0.05369689973818968,-0.24502206579181157,0.026573181715948697,-0.02190710586122979,-0.11451672453185183,-0.06766294511955234,0.04377209950949717,-0.01293042915641073,-0.0035168654343489983,-0.11928363338719149,0.04650008581000294,0.11888866714849487
CD24,0.003574459687170329,0.02099264097401045,0.05083123452674492,0.008584135648172694,0.008561719169213384,0.03587359196010312,0.024644272413869423,-0.10518741179682621,-0.06827791563012357,0.06715498769074706,-0.0807297840888939,-0.07788125280757695,0.03069777102860519,-0.07932338221443072,-0.023523898025477188,-0.03874360455224205,0.11939966920558587,-0.009768805089281058,0.05321376801625709
HSP90AA1,0.0027641688263945834,0.08306386396133278,-0.039489960248778905,-0.021841193376235475,-0.08002119605916039,-0.058606368780217466,0.09849492126385374,-0.032414243599082536,0.2526484487826944,-0.04950807236781947,-0.043139654621019916,0.06769275170491891,0.12075339587141216,-0.06751445560719661,0.01663260248746234,0.022033770437210963,-0.036436312718108314,0.003790673358268506,-0.026830009174358186
BMP4,0.0017370104978618275,0.027575840577965253,0.06630871435716854,-0.026910612792051872,-0.059187974278389975,-0.023963467337889666,-0.013478823495853635,-0.028387620382721315,0.03268063378006786,-0.009106277658999599,0.02927279805443001,0.014944850575168528,-0.02142833996539417,0.024833958757695063,-0.043479001439402566,-0.04737103809402368,,0.021933280266561536,
SCGB3A1,,,0.07678171728099799,,-0.007050523957291175,,0.015758728710974532,0.008585155276761866,,,0.026570467013713815,0.017398935304478575,0.040806250313877156,0.07945290887485913,,0.022849547002165488,,-0.01356513631702427,
IGFBP4,0.07445939815717026,0.0494621640751353,0.009355762929026852,-0.09505612075093436,0.04098564796681386,-0.015070924611994744,0.03774926224713603,-0.030964997880399206,-0.14261216545157387,-0.06997645746773741,0.0010192163619722964,-0.024262231492291102,-0.009290709441218969,0.013884774343443181,-0.01733848403475608,-0.02761870866212792,0.06666040725474744,0.08572146322814996,0.03557012966252987
RSPO4,,0.09590343124199024,,0.027597467424219282,,0.03448184169075327,0.022582537229940188,,,-0.037638906252472036,0.03849635107147912,,0.025101589112110464,-0.019908649270077284,,-0.0191188000284372,,-0.005425175673228858,
LEFTY2,0.02624754878248434,0.007144350762385954,-0.033369043020066234,0.04559764842010417,0.05373486241318623,-0.013944830720017487,0.060835817813973854,0.008256758247978007,-0.18542926280085595,-0.03036779636760301,-0.03666957792679099,0.005871815736060245,-0.031044413120939744,,0.026239761745522797,-0.02600030493892573,0.07112870842919809,0.06333536379528185,
PF4,,,0.006781013369184906,0.032710547229596695,,-0.01658324358160427,,,,,,,,,,,,-0.03979143237472824,
ANGPTL2,0.006885407143572919,0.018740012711363743,0.08493736156845323,0.06540669127564926,0.007952915737808122,0.020061664864908565,-0.05248447368320028,-0.1313375726021727,-0.18528947506514248,-0.025851341528114448,0.02502218272383295,-0.08364730053934073,-0.06711565232967402,0.033240865513975364,-0.05271204704441982,-0.04949478108531821,0.11806249047721093,0.06411436709436617,0.07091357473776452
LRIG2,0.03584992902532209,-0.0458059029418642,0.026815477743243665,0.0045954436996212015,0.013808500024108737,-0.015744787441321424,-0.009432027132967362,0.001101694769189794,-0.1017256792928957,-0.030000203094616554,0.040823182587196,0.06510105566292343,0.0017366938692582122,0.0015798728072305547,0.048035625002934824,0.011612753781898532,-0.001405490412795891,0.08755889632269279,0.0694585039734732
ICOSLG,-0.030658885321984616,-0.02669979886906443,0.05756623491877913,0.013730625395970128,0.0034494772557122685,0.009857543806633983,1.8227371236387466e-05,-0.061363456386825506,-0.07811539815819746,-0.02452490143117544,-0.02529787647812561,-0.0056488791053700355,-0.05096956956740602,0.1117294670097228,-0.00111111884778464,-0.03782568669344762,0.00707503897261679,-0.0704364207166609,0.041821693715793466
WIF1,,0.11547190845126479,0.023519540197027275,,-0.05840254054668696,,0.030916588549935838,0.10846863425223083,0.2840662456458726,0.011268672590165337,0.035083461978487676,0.0954729089815365,0.13408597507661849,,,-0.017772776509845028,0.058393643558846374,0.016411302456417722,0.17152196924094587
NPPC,0.053523447302226246,-0.026699359645671914,0.014334308006488935,,-0.04518388114706232,-0.025724700329490906,0.09765487305213341,0.10314932562607317,0.02273027691897096,0.004116484901382483,0.0045958107558805895,0.04601193867389593,-0.007591976660046888,-0.04056197831755616,-0.050059500436934856,0.02291820723678324,0.07202885912625653,0.05876771039880721,-0.06981405620140092
LYZ,-0.052546410154369914,-0.036551008940515564,-0.06658894766048432,-0.1214050108673866,-0.021803809664644593,0.044038817434774453,-0.025844340626901198,-0.027098865353739086,-0.14213082033869026,0.022999595537833196,0.07103821240906345,-0.09616198825336134,-0.021101872330974523,-0.06282084832187451,8.878285396805699e-05,0.008951541412719765,0.01957844022389309,-0.07197814521038104,0.02231378078017272
EREG,,,,,-0.0219430786653944,,0.008564689303935532,,,,,-0.007640186807382799,,,,-0.023812787779734505,,-0.048697344443222525,
SPTAN1,0.04566416199894335,0.09897476617988894,0.10217273336516673,0.03403732500931137,0.052958055098539486,-0.03203165747989122,0.09082432774296581,0.0506682097593201,0.13915114182594776,0.026247188719683772,-0.05823480083961894,0.031903941425426734,0.034660689926488665,-0.08831215687767648,0.013338428859454972,0.038677839711701294,-0.08760364827138546,0.15084096375666786,-0.01356781284038236
PTH2,,,,,,,,,,,,,,,,-0.004127487819630326,,,
LIPC,0.03183501967963502,-0.0674206706458642,-0.040139134538414833,-0.004957400640407706,,0.07894222885374891,-0.0378554216764505,0.019893011153152007,-0.05895156654475611,-0.010112048380803705,,-0.00922192829877695,-0.022173760487744536,-0.04417881075132878,-0.03604086084355204,,,0.043410958108519304,
COL8A1,-0.03403959818088881,-0.09794429919805779,-0.07302113416103244,-0.0030903976449192802,0.09685777835085176,0.006124229088923059,0.02212366337091552,-0.08129246109553466,-0.05108987813630487,0.012969315417443086,-0.010041758997796264,-0.02834460730691576,-0.053069174845685324,-0.020144403447139646,-0.029750662798312618,0.011466672452518725,0.07406420169952177,-0.008765372551491018,
GSTM2,-0.0035601680409049507,0.016759849455783783,0.02379595198738069,0.034402757656818196,0.04818129496519669,0.08131042648047616,0.014403637043229722,0.02230273359458443,-0.040972560235190005,-0.07902576951947733,0.04552539448896578,0.001419013211627762,0.06306232938295915,0.0578493903702991,-0.04040230342611631,0.020938057630452898,0.003430507289385554,0.004466003548848183,
SPX,0.04338260940047911,0.11912609804872974,-0.03003365954487167,-0.0367483724491003,,0.06271927286483882,0.08992016662899949,0.07661569869374461,0.08386902801539943,0.09372001444556531,-0.032585543603740746,0.05713233109622675,0.09776721803368471,,0.0490279746443866,0.0011963492568225105,-0.000982661299362907,0.1319646249943118,0.15314291320164494
MFGE8,0.05859785857943847,-0.10262076108331486,0.0014685032179736482,-0.03603358230918813,0.018581207864590072,-0.0013951031841155288,0.02747731015794546,-0.029311268583359855,-0.12610957354412658,-0.0010690240737656863,-0.00850655041686599,0.028469427315460767,-0.04349193248628015,0.05699191987470089,0.0037089301120765182,0.002163842248842742,0.0130868782959238,0.08465861422678245,0.022120539406525502
TGFA,0.05903669272638392,-0.15868101610630828,-0.058398586704758074,0.025930578179396285,0.05052242574085615,0.05505983513492816,-0.022173554120965302,-0.06658927925101484,-0.10387979393981947,-0.10928568257969802,0.02592836751715355,0.011557991213147371,-0.01818254592811051,-0.02054447336816557,0.057356517218487675,0.027036068702776583,0.01094952438672415,0.05024344438206395,-0.05581721412883294
SLIT2,0.02478998823384977,0.1409237747426956,-0.09436952115670755,0.05046827614842559,0.03293274805524576,0.04561469207252277,0.03759902042322072,0.025069724890782397,0.08808900927218766,0.04384483077700948,-0.04442377371968733,0.08315225414439258,0.13210018015437963,0.04582409270080344,-0.07442618466476503,0.03784666539427634,0.040051028206201114,0.016926634103280845,0.1174073504875021
PLTP,0.0077761221623494125,0.0015069014877899206,0.023102208744223862,-0.05868250290118032,0.08035350902193708,-0.006558131948601763,0.017356537567764542,-0.009963366533600217,-0.24688346361870622,-0.024284842767202986,-0.0040812090808769125,-0.18597514472673288,0.06320001733816932,0.020235416235064023,-0.023674513390803714,-0.05227057144081771,-0.02831202434705535,-0.011939441679686165,0.0171424099993341
APOD,0.005551218323718779,0.09574906496313541,0.07894453436206865,0.12562248905389098,0.03740338991066612,-0.014458250499843865,-0.019482105061162755,-0.01068838532691978,-0.20586388734002536,0.05696168739568292,0.01314163905706814,0.079986440937787,0.01565022692705465,0.016915796337605836,0.0870670714693655,-0.0076492271189595494,0.0670293892089099,0.002642043090305805,0.06634763361824618
B2M,0.06774937555502836,0.11054753204690153,-0.016883933468767473,-0.1242025970151273,0.05582078008951346,0.16403021048649005,-0.05290220681118144,-0.05486692414333442,-0.28808990038432675,0.07021892145801772,-0.013017051669460874,-0.1382683244236057,-0.09425837147136373,0.10365632966467009,-0.017524847612907086,-0.05255620788596386,-0.003696736284048077,-0.007549876532336355,-0.05384730194768005
OMG,0.035133565047330576,0.09525505943384953,0.1182198556086554,0.04657119826153997,0.12012656744434393,0.011471400131666832,0.04599672414422003,-0.00528545787250958,-0.05492585831289791,0.11393691435308204,0.03583928172302156,0.031421403006872066,0.07746013425207823,0.06633687014300396,0.031170770776657794,-0.011684702486311913,0.01412784197643001,0.11589440512126392,0.03243610274907163
CXCL3,-0.01606928470720313,-0.0339033394420373,-0.0444134203605849,0.022083387121957742,0.010908595960174126,0.02964753590127935,-0.04678229676385169,,-0.045083364514393674,-0.07175047316023878,-0.03015530021697953,-0.0492350503482359,-0.01811081524723959,,0.00649061850362824,0.03662990937063014,-0.06835609195071025,-0.08886042701421515,
CXCL10,0.04699174597265397,-0.03974979360109069,0.030692273778923557,-0.027963216981993833,,0.08809984753577231,0.04215298593847578,0.08280829645545171,-0.18623869191863265,0.05964967693817343,-0.009127198528774,-0.06408269045800866,-0.0047362897791059485,-0.014025257285177796,-0.039572853854153545,0.016285235500971808,,-0.009188017130004063,
RSPO3,,,-0.04344163635741524,,-0.018573426613205768,0.07357213914828825,0.058652776069225074,0.053336216334142025,0.07682583188934919,0.0645635344613457,0.1117386095459011,0.07882980898184315,-0.018925452881593464,,,0.02176307728472896,-0.03362055479551671,0.049839281777464293,-0.04514017249447877
CORT,-0.019954333517767268,-0.03604121724311446,-0.02082994727266776,-0.04574576351261126,0.0029462892117817717,-0.00820388812164714,0.07614273872998965,0.01977271116628943,0.13981774464433433,0.005036855888745819,0.05085376095287622,0.10471129175623084,-0.012617910225078462,,,-0.0073889008048110185,0.00810946118385226,,-0.029043145614426166
NCAN,-0.008846540791580482,0.04719965769434469,0.12051011425458671,0.10625545429393073,0.0616377390768812,-0.03864960358861015,0.08285981294275796,-0.07120016436822077,-0.1406962633174792,-0.06765240216833628,0.0069729210908953355,0.05411477176066777,-0.12342887957726716,0.055878500085111374,-0.008636889370992003,0.004663513282997258,-0.001002265936572172,0.16309360095922387,-0.059384956146997875
PRG4,,-0.0491877994115218,0.00976626521633166,,-0.008574362072388457,-0.019007015044563005,-0.010345017795603149,,-0.03199752309106901,-0.04810102798292537,,,-0.0068507506048802805,,,0.026839489689243958,,-0.07672479087799812,
ZG16B,,,-0.027256956337639592,-0.023301925938503866,,0.14806499467006118,,,0.10808601066594023,0.04140123369609678,,,,,,,,-0.00825603447465247,
TGM2,0.002604818308243517,-0.0704880616393466,-0.07246338941875911,-0.004198823853749983,-0.031481271577652514,-0.026316934233853298,-0.07480864198313754,0.035019121345481595,-0.09786949987418536,-0.03324511338943351,0.0021819995029459284,0.09337413082433275,0.010723286886126704,0.03188926179563749,0.024121489074956214,-0.02168107442405349,-0.09300653239110371,0.06424800880259317,-0.014685694962635276
VEGFC,0.04878100230310751,0.017437806261292738,-0.03709328483216252,-0.027936429991949247,-0.05009944116564393,-0.025021489805401097,0.06273705738877,-0.037000954681193646,-0.030193168090166263,0.06634270218798563,0.034768073628680285,0.009620040829702926,0.0233328671350165,0.03615959151808808,0.03657863054865752,-0.009532696882464733,,-0.02166296377663799,
WNT6,,-0.04476121570875301,-0.04546479690504101,0.03176167124614957,-0.029061696740710796,-0.026289149204325946,-0.026691256696813197,-0.0032064661978166474,-0.04803139942034016,0.008216858850497206,,,-0.019707965010188566,,,-0.025373767807031024,,0.0044139087187070394,
NRG4,,-0.03335764578728925,-0.03872082872594716,,0.03536413838217764,0.002704923087361238,-0.031511220222521605,0.02451242607240298,-0.0198481399680329,-0.03720076317234047,0.026312589209412547,-0.004168202602770511,-0.02634391635261726,0.0049757614854877945,-0.012603608840071945,0.08086629993511801,,0.09246325890091375,
PMCH,,,-0.014301873143297143,,,-0.03205220326439788,,,,0.01648774503933549,,,,,,-0.014536106219093086,,0.02878360244356852,
COL9A1,0.060020473111672905,0.019175332086376215,-0.00980892791678113,0.15332632289000267,0.027682786831551898,-0.024160110568891318,0.030819350124990798,-0.04718327430472053,-0.029658550585106257,-0.010617405268330847,-0.020721313038412445,0.03163754231461029,-0.03001826639848277,0.09391435893756109,0.01825301769451924,-0.05728195856346281,,0.009456324495487336,-0.022541578389338547
