,UKF243,UKF248,UKF266,UKF269,UKF275,UKF304,ZH916bulk,ZH916inf
GRN,-0.12865915290473198,-0.08416812202001592,-0.06882455098314515,-0.20537563931792746,0.05780028615970348,-0.07176137732676405,0.013435246148915945,-0.07303877060235632
MIA,0.0029042285921058375,-0.008638745860919284,0.009632587490810252,-0.0781079771037072,0.01141040843988427,,0.029475590030050323,
COL4A4,-0.027946529532484072,0.02967148086464719,-0.02445711306196553,-0.03258850450075701,0.05000667120542152,,-0.03212296360030523,
TAC1,0.13988122885390036,0.09973755184604156,0.05466230310248212,0.3693800594432043,0.05012013654605815,0.07859858440304314,0.0589495520122882,0.20295182413972593
RARRES2,0.018475229332197293,0.04327937569346955,-0.08474666674141278,-0.2742133746028226,0.10316510589793679,0.015417142573394478,-0.07534914827358721,-0.029307574801210996
FGF7,-0.04577824900160015,,-0.0028889782420953945,0.00023365748763153022,-0.03205353483229682,0.026962539769174752,0.0686248617359874,0.005662798361586713
HBEGF,-0.026098894066017286,-0.02056751443849057,-0.028856261642673624,-0.0948859846487561,-0.10942499646570558,-0.0832926413672893,-0.09684259006161239,0.020235278918106808
CSF3,-0.027946507407133163,,,0.05405966158976345,,,0.03372579548771146,
PI3,-0.03310680543441417,-0.036359070081738214,,-0.03882269489584568,,,0.00010285383206346832,
PCSK1N,0.13942359974978924,0.05670190048268835,0.0956335972569304,0.16948067104820885,-0.013639691945057465,0.12955109276644666,0.06596028067406476,0.08739888567241093
NTS,,,0.09817995214638792,-0.04237762232493366,-0.022830062090455835,-0.019935043559195575,,
SFRP1,0.06492037051135129,0.008294724486075445,0.00431869248757419,-0.012543038040612,0.005245078245285057,-0.06926266776032697,-0.03940577414466604,0.022237077736097528
CXCL13,,,,,,,0.01954783333418917,
MICA,-0.08870828669287033,-0.049346276673688745,0.004377617180559802,-0.1127958548190829,-0.041094999062291096,0.034252010815307904,-0.043447800299039864,-0.030778074651133854
TG,-0.022277826995328612,0.007704195479682496,-0.023754320846068575,-0.012928166285923776,-0.019284591597644254,,-0.015937586840445078,
ADA,0.092425682614987,-0.022622614696473684,-0.003303438401707309,-0.1980747294469687,-0.027684698760461715,-0.036061682423403664,0.03942482721029149,-0.05217089665534433
LAMC3,0.014880094280062714,-0.03113337339417876,-0.050688830660040325,-0.12137030657201253,-0.006076192871670793,0.03173279614248869,0.06668464126162041,-0.05095173441548589
CCL7,,-0.021983377611414685,,,,,-0.019822996612517747,
NGF,-0.016100777338599503,-0.03774436768435449,0.062385744599824045,,,-0.01993505668509909,-0.03113319108126112,
TNFSF15,-0.019918670999703812,,-0.003438308155462295,,,,0.04225809479419064,
HMGB1,0.03890004761096877,0.04285190950070214,0.08391801003392008,-0.21556308676363956,0.06869152209117738,-0.06348897749681001,0.10810752867654717,-0.013256548896849466
ITGB3BP,-0.07717007707858305,0.02285170599362344,-0.03610821591558899,-0.2013304864528861,0.05486800481802583,0.03629246122398498,-0.036034590781040085,-0.04707951987997258
AANAT,-0.02885809753040109,0.05487890315633013,,0.032772152916540044,-0.017342745923265564,0.009407806975876506,0.04127552928835867,
RELN,0.11637306242104636,0.02311876068952784,0.04949830958903397,0.11167299729740511,-0.023661857584133247,-0.03263635973779396,8.867988653745586e-05,-0.023824318202074833
IL15,-0.02831404700164564,-0.0529253705378785,-0.015425856060225791,-0.08112173010535367,0.07483984681155506,0.02256141710333534,0.014179471776148892,
UTS2,,,,-0.09880884530171624,,,,
BSG,-0.0872468653784273,0.08658118445430954,0.00028942240414562767,0.1639394341910838,-0.03938342714916702,0.14745148363833,-0.009673118142374273,-0.0008641556684612896
ADAMTS3,-0.052810522350850146,-0.02127806040302309,0.032058807861751894,-0.2232437633912447,0.015677806113100035,0.042498219811274114,-0.012484784226278516,
CD34,0.024839232095370655,-0.03478066929377645,-0.005979392505455819,-0.12186710777738792,-0.00763785484337029,0.007314394073384994,-0.03479040999132123,-0.05999573730928635
CCL23,,,,-0.035386975302429596,,,,
PLAT,-0.0678465174708622,-0.01137433500224772,-0.09531380679000785,-0.24832666096783523,-0.07494677080464547,0.001810805401832155,0.0467257115434687,0.006767965309539865
LTA,,,,,-0.01670287172089243,,,
CKLF,-0.015935827702764145,0.008857170058209855,-0.062009238282829164,-0.25612057966060897,0.006692794733955421,-0.0764523983211772,0.03008526586167847,-0.08920573588576836
CD24,-0.06671077129319221,0.00638026132667997,-0.13379486646345587,0.0012927278126052722,0.0012540975318734323,0.021596618872786154,0.054372316085959584,0.01817986943852547
HSP90AA1,0.09153754996216314,-0.0163429151448853,0.07512371109982667,0.264464597266698,-0.026305370058096984,0.11197561618470477,0.10274765264925553,-0.015150636830454147
BMP4,0.22175639206700684,-0.011989400172036964,-0.008112538595233797,0.06327689341317148,0.0704010348963721,0.09841930134067081,0.0008047036064226024,
SCGB3A1,,-0.021983375413106295,0.005237778284555235,,,-0.03299096257928811,0.029943315374230717,
IGFBP4,-0.0500351004987198,-0.0871249105170545,-0.07675946821435335,-0.14269223605957998,-0.08112782791447917,-0.033469739299823165,-0.006947012079238708,-0.03759922540444274
RSPO4,-0.01966875023157234,,,,-0.019426456656346014,,-0.03587151030697745,
LEFTY2,0.0023632459513468424,-0.036190298780222716,-0.003776608518790001,-0.15633184226158892,-0.020629972840067477,-0.01993505668509909,0.15771104210620648,
PF4,,0.006958280890310965,,,,,-0.02810018380170826,
ANGPTL2,0.024794139569034136,-0.01564994787532298,-0.04631215441519985,-0.15869690082520665,0.00257585473185319,-0.12127715939671975,0.09744008107979266,-0.05980640191026424
LRIG2,-0.03948148598709549,0.06047734825152317,-0.012987124633527003,-0.08859230604200106,-0.024432353317456586,-0.038738057965358244,0.11358861400192012,0.0007108715758256247
ICOSLG,0.07881809832877208,0.024185829926911998,0.03152344243798579,-0.1240711111699733,-0.0124228029851068,-0.05540299840197534,0.06352248853085814,-0.012225103339555767
WIF1,0.22661274057348743,0.1252183574344036,0.14207876017512105,0.35648330281725105,-0.014990936472816336,0.08184971791333677,-0.030652991294861372,0.15247815037683493
NPPC,-0.024487284269405826,0.006902896785091586,0.04577529659486321,0.0004297361340995566,-0.009579900327182285,-0.002897044596426903,-0.05211769328979915,0.015700249637558467
LYZ,-0.05496393422951709,0.007077480305605057,0.03133704821554998,-0.15024047702900908,-0.01466524304560699,-0.04578711385869951,0.02813612327458517,-0.07233974988520284
EREG,,,,,,-0.020507347540642134,-0.03235163575161335,
SPTAN1,0.09192470954860012,0.049908329316080934,0.07063015474529279,0.1892146232447965,-0.01006824982776533,0.12797034117257144,0.06704322051375383,0.06237645981816022
LIPC,-0.02530606278216152,-0.0028681583880961767,0.036598722735724266,-0.075330507813304,-0.019966437247616434,0.041641335113758886,0.0416028320529593,
COL8A1,-0.10224138759153491,-0.061794672787272194,-0.06116188626259814,-0.0730146707939389,-0.03789260095024386,-0.04360348669629049,-0.03400145613773235,
GSTM2,0.03802012480087724,-0.0050680138690875915,-0.024027388280876808,-0.0277864120770706,-0.020187952703871668,0.0012927736102473317,-0.03529675008890622,
SPX,0.009188013274472608,0.08804808485886723,-0.01200519924262155,0.21872691760957058,0.035670315519880647,0.08357585219817344,-0.06250622433156817,-0.00960045374532011
MFGE8,-0.11129564215914732,-0.04638341206462554,-0.0609135241676676,-0.07244866140878982,-0.046532737606271544,0.00041773571579537515,0.033913644783988624,0.01954205699606198
TGFA,-0.14368786097100453,0.0697012627804946,0.007094094407949646,-0.1179655989158875,-0.014555864074799382,-0.01402284608334906,-0.024309193056594364,-0.05114628134889967
SLIT2,0.31940617973737206,0.028339273794729027,0.011517823419279353,0.1381115102053313,-0.00643111836466381,0.09536611778515634,-0.03878162294251502,0.07425431821029245
PLTP,-0.10710879972483608,-0.030755254661607168,-0.07127896654680564,-0.2354959251446026,0.06499771863227789,-0.11325009287943792,-0.026905446865973393,-0.026837275273167188
APOD,0.09889924148211449,0.030122852408939874,-0.10023579927673257,-0.23367744851976843,0.032355677929818354,-0.09562301002468954,0.007176813956625787,-0.10521621530186226
B2M,0.048433967753527415,-0.0635254548486969,-0.164640072506889,-0.33551900815114416,0.018501975619321473,-0.12945858901128943,0.03807861019550956,-0.10405797479917933
OMG,0.1393702196252403,0.0920736422061421,0.037511128493325295,-0.062478963843145816,0.06957176421426627,0.06372719711044816,0.06839139500908012,-0.03452808718415968
CXCL3,-0.07694213184810302,-0.010495266233796938,,-0.040832942694473066,-0.04543492970223053,0.026716787115550894,-0.04277034445277595,
CXCL10,-0.05528526422243264,0.060024958842789015,-0.038837951666500656,-0.19757392141077587,0.008326474718386639,0.07626011300100663,0.03606026749509796,
RSPO3,,-0.029861622289832905,-0.048135332858173806,0.16904397241255434,0.04726584030814344,0.008622153912576536,0.13609357736556424,0.09390458160365228
CORT,0.11279990905436696,0.053937432750532165,0.024598526502148256,0.18615980025074058,-0.012083140469622295,-0.024758770463817248,,0.05059273503935881
NCAN,-0.01928198788582359,0.04490127799747865,-0.0675372335478579,-0.14102257752246194,-0.07119004628994866,0.07406262488579268,0.05097435369399153,0.0896299067450679
PRG4,-0.03009598585237585,-0.033060374551358906,,-0.04423877189312653,-0.02482624040581984,,-0.025823769261858812,
ZG16B,,0.0458665560932515,,0.037487879339771615,-0.01327194784359097,,-0.023972338732416238,
TGM2,-0.027917570912079623,-0.06467906559234468,0.009969467586681692,-0.06184949600611032,-0.038604373269343024,-0.010007463833477694,-0.007356299833374533,0.06336341728375802
VEGFC,-0.021594470735477544,-0.03347671581745514,0.02098865362608186,0.009993651565104327,-0.0039189168613517865,-0.023173213429246452,0.028663738387483005,
WNT6,-0.027387541846204653,0.0023812448788271146,-0.029143433203002875,-0.03443199446138905,-0.02953624654698234,,-0.024770618131187132,
NRG4,-0.020410167718291142,-0.020247462562319844,0.029023291141464184,0.007097603827584942,-0.003735868232233701,0.05682462736960652,-0.02271967428040853,
PMCH,,-0.023336290239039537,,,-0.019426455718809656,,-0.04770553598528176,
COL9A1,-0.03179649460043004,-0.00518252739999071,-0.09704918633765074,-0.025657336650171766,0.014976399075149329,-0.020223058853006935,0.038424490467994114,0.12433082234513308
GDF11,-0.003212274933343226,-0.031993940592923285,-0.06953816413839083,-0.1328140855853281,0.041492055920013086,-0.01742540665792703,0.0052991679047812035,0.10205426921132646
IL24,,,,,,,0.043744802577357335,
SORBS1,0.009044340237096696,0.004304580792901288,-0.019245977833432376,0.033315975769677944,0.05603666225625224,-0.0002645623168890521,0.013140933118377843,0.08256250395586054
DLL1,0.1832462090382749,0.0319227777902596,-0.06015014102695818,-0.10045955814933709,0.0412325420403305,-0.06388618767531956,0.0058567970936047155,0.030366244470011926
TLN1,-0.10701655483214327,-0.07478776845217273,-0.09368782548347623,-0.25658464413015725,-0.0019946062453994385,-0.06386981358062177,-0.008072942710800545,-0.03267415539088424
COL2A1,0.006225082119500207,0.05719387179747265,-0.031573282895205834,-0.04083295659037601,,,0.025301748969020862,
SHH,,,-0.013399497381369281,-0.019776305983399797,-0.07046215541443944,,0.033235586175874875,
PON2,0.039359538228176984,0.06256630829270582,-0.06617164451476341,-0.298869876400246,0.011300964514442352,-0.08904430586379943,-0.0030758258632774256,-0.0529957556106129
ICAM5,0.2970400311988969,0.13290102198927628,0.07979535997138996,0.18245027778889802,0.025423371792125584,0.1055168745104617,0.03067634629403971,0.060729285117914075
HPX,0.08989009106802466,0.005787874841505722,0.03466600328256756,-0.059461291876712286,-0.026045375075986067,,-0.001558105148552987,
SFRP2,0.1229146340358012,0.01958028309627437,-0.033894041626278265,0.01641169764685537,-0.021707116947856278,-0.011719631990384333,0.010640974900022792,-0.029242551082255253
CFC1,,,-0.00983483118866654,,0.06593260919383144,-0.021065235584361002,0.12639521596956999,
CD70,,-0.020645896424934796,,,0.003739569431108863,,-0.021657209180742643,
HP,0.07898224463354452,0.0052342496011951916,,-0.04501098375571025,-0.06455834629952262,-0.047533600337086465,0.058542203790036246,
CXCL2,0.05821174421050353,0.010930241203560094,0.02980745167477555,-0.08539614281308551,-0.060628559572164814,-0.05458632428427109,-0.037550534810957575,-0.05136040334278153
NPPB,,-0.0037486521312960304,,,0.023085398140732905,,,
CCK,0.22936849995865707,0.20671946727148505,0.19484426601540702,0.3011736382587837,0.12126410461266666,0.1515006846329257,0.06679114680276631,0.06067114660472695
SEMA6A,-0.054869453999986,0.08549623893891029,-0.05626655121751611,-0.24079597471694295,-0.07688650278272018,-0.03878113941071563,-0.004796705418704808,-0.028680718239569858
IRAK4,-0.08742960986966337,0.018607183727129065,-0.0391667066568249,-0.1121165702771777,-0.0042411323872238015,0.04202679164829715,-0.009774883430148885,-0.005585756830636536
GSTP1,0.008837684997566772,0.04491228205085333,-0.07882138496033632,-0.2945971164164268,0.05974908752462858,-0.07008306472581557,-0.021945900789398867,-0.06304143639730096
VCAM1,-0.09365158983481173,-0.028482464178780177,-0.05215272738269013,-0.2296697875484628,-0.005495555519376079,-0.02681392620886473,0.02289649423344832,0.02209023719409756
NXPH3,-0.06517968886003424,-0.02744208695952563,-0.08958049750818176,-0.06231336306316787,0.015950962457030843,0.05754787669411632,0.04223930241753836,-0.02758164462334904
MTMR4,0.06387303463529546,0.012595911552373721,-0.05916666513865915,-0.009726555677726111,-0.042874107165952025,-0.017630852093241074,0.06897262742078887,-0.00221105471392714
LAMC2,-0.018638498382323253,-0.02226016983660469,-0.039931218446880766,,-0.01841214303412956,,-0.03587153005414735,
IL10,-0.029570627643740147,-0.04703329208805358,,-0.03840266882895353,-0.03853523473626555,-0.012495225076829947,-0.04424228611224906,
SEMA4D,0.08143189383026204,-0.03612588661486003,-0.03725882312394004,0.04607442471612618,0.02319407865574338,-0.07335795792374422,0.09556883592530935,-0.11877933739832959
TRH,-0.036372333931043846,-0.07207025774310583,-0.041342416412505106,0.012860457570104542,-0.04851895646066806,0.08202026822806703,0.09132199426198302,
SEMA6D,-0.003773913733206636,0.026344155514144128,-0.06384413485942615,-0.12248745613458002,-0.06326713153441867,0.04265771369436014,0.007807018635533498,0.0328219568390455
CEL,,,,,,,0.04186131660657901,
PDCD1LG2,-0.026122105571636432,-0.007237228322685394,0.06657308805333732,-0.04940009058993373,-0.03442097666205288,-0.03577298408154889,0.04752338257241269,
SPINT1,0.05378935816531185,-0.005052261786350738,0.08075890336786631,-0.058250388517405376,0.0396843778696353,-0.014591186268583686,-0.006624965543321344,
CTHRC1,0.030256931598486123,-0.018337237634244268,-0.09258408528847374,-0.12144201895206705,-0.029306476268677155,-0.06310083259416045,0.0015650048426106788,-0.032100698263930784
PODXL,0.07657490217325436,-0.03095994124527943,-0.00728376684828683,-0.20926634046427856,-0.0315814614498798,0.045948117723586125,0.05432280939030853,0.13429825473212373
JAM3,-0.06903343447266158,-0.07102247727009989,-0.03154493063320345,-0.2669607250516339,-0.025331471087544032,-0.11266235136493236,0.039569101936808224,-0.06160798299866487
TGFB2,0.0007799000965706536,-0.02777539614668704,0.02322194849578312,-0.2381637055015917,0.01254790680176782,-0.06914062397021878,-0.039068940991103106,0.09307953981641823
COL18A1,-0.03984050378151463,-0.06001340724240428,-0.07693275747029406,-0.16251760814962998,-0.06498575433530308,-0.06593053646065491,-0.03292583997136903,0.06026454216616133
NODAL,,-0.030499537546247554,0.003398774402316617,-0.09021650367902263,,,-0.014932822121485705,
INHBB,-0.09543384524276784,0.06356955633117628,0.04554787441279099,-0.1094977843837999,-0.018992210850451188,-0.020212131987409315,0.018423617165674276,-0.01318010368526849
LCN1,,-0.007321279408635991,,-0.035833287928016516,,,-0.02516081784720241,
ARF4,-0.0169041991869831,-0.04009507111074267,-0.05563494710465466,-0.07309261146281798,-0.07421836385679302,-0.06458806556528592,0.018477238633595742,-0.019823358623955793
CXCL14,0.1487764283001293,-0.0626008239407871,0.08956433722663149,0.1906228827723486,-0.03639106519102407,-0.020486003957172184,-0.018127278304110168,0.03315529663796885
LIF,-0.02077966406953551,-0.07324598489697516,-0.035376892413940465,-0.08133758594321507,-0.03194419991323278,-0.02866043678690651,-0.049047597518490554,
IL17B,-0.022277837306643632,,,-0.0591792073547732,,,0.046196514125586716,
MMP1,,-0.019854982816906046,,,,,0.01922561046888573,
MATN1,-0.017552859517778577,0.11321756074409255,-0.0017421413095066872,0.07255221850127798,-0.01480940215377728,,0.05691190961467989,
ADAM28,-0.03818766691538675,-0.02041644546791665,0.008270889839045751,-0.11210253830357082,0.08166388183955206,-0.0485944204796736,0.007975425350746869,0.023535764045970704
TCN2,-0.02103515309816661,-0.01232728281130384,-0.018149323382490853,-0.11432007949230207,-0.03021836526221768,-0.026409902581575172,-0.02319122348886365,-0.060599359343966396
THPO,,0.04872244077882959,0.023809165185288222,-0.055482572797779836,-0.03040306047652475,0.04506115392779936,0.02747519577165308,
CUBN,-0.13806368155821122,-0.040830710692022966,0.021695550381494857,-0.06927218196487381,0.004656165131521595,0.0026802577688136552,0.003986034065454293,
TIMP3,-0.08297901991238386,-0.02137497608638884,-0.013915884931333012,-0.1832606616570479,0.0033558053065935855,0.016342089598601305,-0.030441419452904298,-0.02447252384237677
PIGF,-0.0362313456238135,0.02236911519864918,-0.05468322451591991,-0.1963018345032294,0.04345259482540342,0.0738819785742891,0.00259431895761006,0.041170340474618435
CRH,,0.025160280181303032,0.10624433478872392,0.04229729571736847,0.13448811398617716,0.06428907119169629,-0.03690491972509741,0.032121873218244855
BDNF,0.308963950051988,0.04327387133825979,0.13316878992039866,0.3637270778223381,-0.05155652383149855,0.011495598631123961,-0.03903906760871301,0.1539433709118529
CCL5,-0.05758434812438719,0.028724109738834578,0.05580534676540632,-0.07160656201447972,-0.0020080969084929367,-0.011485096963970183,-0.006125307939769879,
GAD1,0.21629962352234358,0.0514107676395533,0.15068638375658067,0.3006361031198174,0.06415716637962167,0.12118856343001093,0.04140904032844816,0.0872474115312627
COL14A1,0.03673344836967172,-0.04600844357409247,-0.03529896091280693,-0.06356618111098349,0.03177060420550746,-0.05018100897937933,-0.04338275513472959,
HLA-A,-0.15144193679443976,-0.06084029214026083,-0.1328532213626098,-0.2677815319212047,-0.05084728861484439,-0.1368656102890758,0.03189268173856452,-0.043086001726871
CD5L,,0.0006813026418255912,,,,0.007795775535664703,,
FGF18,,-0.023598086195715635,0.010271116978043624,,0.05245498838909761,,-0.021644517237213137,
ADM,-0.14620712052557758,-0.04229536269310023,0.02528300495279106,-0.10287407520077982,-0.07109483002241238,0.023907238419320177,-0.10765294833850153,0.04107500173322596
CCL15,,-0.0032369929592452247,,,,,,
GNAI2,-0.07025157076303591,-0.03648384121228829,-0.0901356278681875,-0.302211809296213,-0.049347289864950385,-0.11399313837529426,-0.009559124047257691,-0.1050636940712797
HDC,,,,-0.1135887613549379,,,-0.02592472091972916,
COL11A1,,-0.0657153772934583,-0.10092587973906142,0.09159941648791353,0.025666507608635734,0.008747899903548564,-0.030564938417315446,0.2756692373437441
NUCB2,-0.03743854992528709,-0.013191468927124148,0.031556063959842194,-0.021624734402534738,-0.022404569327071664,0.026649619014322445,0.052434464999269646,0.043575982088394236
FGF16,,,,,,,-0.025545442273737964,
CXCL1,0.013789399127223115,0.05111869859085102,,0.005919009726366754,-0.0335097863737545,-0.0008940776255412389,-0.03212673493277118,-0.03279324797216735
VCAN,-0.036534638976933834,-0.008212715111419164,-0.10073315874836064,-0.21125329948269328,0.015726306718844178,0.02154962531334484,0.00885527059975936,-0.009609974634338455
MMP7,0.007284682489293886,-0.01426450823548469,-0.003943506653526107,-0.026155345036693003,-0.014625714566689098,-0.017472850212966656,0.06888706454947166,
PTPN6,0.0046728070104587495,-0.02756454478895536,-0.03818145160542529,-0.11492057204738783,0.02275624346044225,0.015913650558246503,-0.037372723569847235,0.045944236819443936
PTGS2,0.023296396264924545,-0.043677550507819164,0.03606215182289554,0.34204754714074453,-0.026686236015552384,-0.019377700290649075,-0.06180097161018567,0.06802966196898992
XCL1,,0.045506120364263984,,,0.02289937560548727,0.07172385839893572,0.03735683572614111,
CD58,-0.015028035739155966,-0.005969788920345274,-0.002369151081419,-0.2084367081664969,-0.012423568668224593,0.029280685511021608,0.08039494732136658,0.06137480077190519
TNFSF14,0.0734258499239235,-0.0052630495596044675,,-0.054498505209771654,-0.03873686601709388,-0.0008098780394222141,-0.003139415642919049,0.034134246926819684
CNTN4,0.17587008729788006,0.06596709157473701,0.07148599878133886,0.3162641740287012,2.2701569624075903e-05,0.14995928727427457,0.06812199524408483,0.18508206194504162
INSL3,,0.030813169678725286,,,-0.01686498716486322,,,
MFNG,0.030190427222588627,-0.019085162656187746,-0.08040444000370557,-0.1573925847149834,0.04377037408185754,0.02876453068926424,0.005030271263544667,-0.071678228026314
ICAM1,-0.0427628859877453,-0.03590244689006959,-0.02319338488637243,-0.16995177499042832,-0.06656821262009337,-0.03973235978457059,0.050473899371698654,-0.06820633628496131
PROS1,-0.058784955982369054,-0.06516238617756392,-0.031245428027087165,-0.19394884165684645,-0.07010867897651443,-0.009000993590687229,-0.014394616968824315,0.045825072601997044
CLCF1,-0.06534819387457663,-0.011073780607641878,0.04413864116473502,0.01232070140572332,-0.06250464023003097,-0.040190035095432376,-0.02749143432014414,
PSAP,0.13635097222853929,-0.08788031749618301,0.07383608197756326,0.1473266473268298,0.009887894936100603,-0.06418166832071943,0.006646952213993683,-0.08454476823630735
EFEMP1,-0.16745080238412846,-0.12562081615642148,-0.13796166515267505,-0.22716349921191534,0.014477839405214818,-0.11011595726120836,-0.012397870999414213,0.02579602511440399
C1QTNF1,-0.14943192303454236,-0.05239081673524233,-0.027884089560944424,-0.13185435204561344,-0.044086884397809334,0.05712510185353892,-0.058732243160607676,-0.011324807911626865
ALB,-0.02484417191299783,0.03954495065555636,-0.022470668370245847,0.02753755758182537,-0.018412142562826563,-0.03227761473972705,-0.036704750681810575,0.0568553903587274
EFNA3,0.06779105159244123,0.07488543503774821,0.0990650862944527,0.29148137188942497,0.007996287362939666,0.13491800526819459,0.12472442748810401,0.1513476463706358
DRAXIN,-0.007600437851943381,0.0979144823152529,-0.039574633718335826,-0.16719721721739128,-0.0730851859163496,-0.023919998137912773,0.08568255688719452,0.06378419585694278
RAET1L,,-0.019944173290258996,,,,,,
NPTX2,0.14787786715541865,0.030396217950457074,0.16880066079047418,0.34370759556190716,0.10118218064901716,-0.024862350162589218,0.031015755312201874,0.1312787392577649
FGF11,-0.17087765395462473,0.013911722360090011,-0.05749046272589372,-0.1729280024788285,-0.05971029528538415,-0.03463104007099065,0.00948165398295988,-0.07266958041162204
CD59,0.03908648799303444,-0.07091925592615343,0.055370106323884914,0.22716350085686415,0.010720439736769664,-0.09597238102067038,0.06779382821361472,-0.06106812360678078
COL9A2,-0.050842870468160106,0.02983964530640643,-0.03560101185685022,-0.17628294686992202,0.044620672191897914,-0.0517023284179215,0.05136168359940507,0.014428912265962037
DLL3,0.1123553408841199,0.07666466970220942,-0.04112444145910705,-0.005518807947867097,0.05201681677956232,0.07770319927039993,0.0730101071694422,-0.062376859000785184
FGF5,,,,0.07757389941589336,,0.11040604915223366,0.00681341024323209,
LIN7C,-0.005634781846940071,0.02451343441682067,-0.010142943377273781,-0.0617670716357663,-0.023574829268203538,-0.006712252998710894,0.009337374187693122,-0.07311003115449041
GDF7,-0.01755287146308002,-0.0009967373037506188,-0.01497444521249897,-0.02658739511705602,0.014607307697261597,0.16430341369525092,0.015802390697618497,
PSPN,0.08603155576712386,-0.030276151663139954,-0.009002553674685405,0.01195744390103285,-0.019900524415072857,-0.03556855343669629,0.04863613739939618,0.044653282867609737
ANGPT1,-0.01908293463001344,-0.02342398990897045,-0.02246007872532283,-0.14001716381071316,0.0291718857833263,-0.021386147689409135,0.02375312593369055,-0.03357721009828768
PNOC,0.12487235637060386,0.02059151974131446,0.11106375641513314,0.2887218958610987,0.0828192071599683,-0.015149697855862308,0.056465757941404654,0.1635929736736595
L1CAM,0.23610180608374876,0.1044740466461702,0.03548496021355614,0.20994114181394788,0.045179840734297316,0.1124785441964037,0.05085802275429952,0.13541578560474732
APOA1,-0.0377070449818601,0.02597831601869138,0.0015299404719314917,-0.017870387506116154,-0.02196114708571581,0.034064864634557365,0.023413176664323118,-0.029747243269703162
PSEN1,-0.03345901779765036,0.03961530045964246,-0.030575295714061337,-0.06551224697217488,-0.016971421241753822,-0.06031100398306149,0.02182423236515729,-0.02323417764203928
CALM2,0.1864250635936929,0.09540799999019892,0.10863152507160664,0.27088866388969296,0.09443271749889212,0.11427023619004373,0.08530797845750046,-0.014952067041891275
CLEC2B,-0.08135572366626079,-0.08148750021350648,0.011727933244578546,-0.13983349719338956,-0.042736761450643646,0.023275775382549838,0.001358266241781348,0.016015893165380404
NTNG1,0.2333147823386128,0.002859495070042751,0.008993158873355302,-0.009492036199194743,0.04707489736683718,0.013694242596373913,0.03113909054759776,-0.05494126983012142
LRIG1,-0.06820691142933125,0.10464326790352399,-0.0632564071040359,-0.18854460473036094,-0.039954538585215825,-0.05799082292738533,0.05299931993569761,0.020757669766671268
CPAMD8,,-0.02329692738662599,-0.04255501873358154,-0.031603649525562647,0.130278965296868,-0.0379088929559762,-0.028100209060286714,0.06622032436447868
GHRL,,-0.046072732676885456,0.005359738658712065,0.0318711425416794,-0.03280029611728697,0.010186746370848026,-0.0033466278678281752,
NPY,0.10212479550474064,0.0503462821842345,0.06398615922698356,0.2676379718401528,0.011172667709444086,0.06495395076656424,0.04510529508350854,0.0426104340960629
