,MGH258,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF304,UKF313,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
POMC,-0.017906522651011447,0.0748431272008314,0.006339119639668236,0.0115256097978276,-0.02416815134611112,-0.028151590179516482,0.043291006259586616,0.0023100512165286583,-0.033116122422522154,-0.0746537766682579,0.03620407499491465,-0.022688649167214286,0.03628253487592986,0.07735457415198112,0.004184025823373336,-0.019204287719869324,,0.021667013127301078,-0.040903776491597356,0.02931059633697339
CCL18,,0.026326601709647058,,,,,,0.1059519161712606,0.10201745026791324,0.0072612644258504494,,-0.060325831469304966,-0.020106916494210984,0.006682729796568753,,-0.013724845105918598,,,,
CCL17,,,,0.007419908780397603,,,0.022906921832145016,,,,,,-0.04783417538632517,-0.011967223893672335,0.059362911804205803,,,-0.009788904207604403,,
VEGFD,,0.07642040547895669,-0.022890143191901757,-0.022853492849926653,0.00914296127712736,0.08013767209433978,-0.025590927742133878,-0.012692255901427533,0.012497185090284106,-0.007642426967555159,0.0038485988970607403,,,-0.04355017993505263,0.031694871910328846,,,,,
TNFSF13,,0.04556663228336965,,-0.01414925080232976,,,,,,,,,0.05553805307481022,0.06590278134707321,0.0810879928262349,0.0301691403313255,,0.022303190408923004,0.00966555999077661,
WNT5A,0.027116514033008958,-0.022139632132657648,0.020242878925098743,0.007012980967995929,-0.060118866119331094,0.15773203734262609,0.051020339221562,-0.034562029301854785,0.03929112288549653,0.025845444707782727,-0.026115358681295237,0.013178219413711532,0.035244653969960515,0.0029096861872148706,0.06159232288470077,-0.006482426219699549,0.041657862952612604,0.03179829234866711,0.10342761825896814,-0.03336321327154775
CXCL8,,0.0662181302361988,0.038296483883405584,-0.03780352780879161,0.07874772676760498,0.07426728967420197,0.016853367788050477,0.0017919662890004933,0.009012163876671453,-0.13344309945468102,-0.007981668347338676,-0.09943671199927005,-0.0651601762432606,-0.15760221757338103,0.04562350899340194,0.0037130273080608588,-0.046734685521260894,-0.01570464513044753,0.07515077428281258,-0.06340989172572864
GRN,0.029329847418814295,0.07234508376271007,0.005909238260484452,0.018561190313427102,0.08106996020715157,0.16643963885166063,0.0034956351392812796,0.05504879706532947,-0.0007758756645724858,-0.024653395083529952,0.05880246370293757,0.07759116535365605,0.08896036736056886,0.07112467746454801,0.0746469178941919,0.10032138935808274,0.08741532919294068,-0.04025399739872394,-0.022398730866249012,0.02748919730360314
MIA,-0.025551097498642115,0.06426093041961432,0.011814311288705713,-0.02328842280369019,0.056147559549540545,0.09221964298684283,-0.036661788110040235,,0.06046232126569923,-0.00777769073677811,-0.0379931920542714,0.10877624918225011,0.026105233048914094,-0.0006497502718370468,0.05554140539541925,0.11315954252907488,,0.11285101519803603,-0.0014636782614309907,
COL4A4,-0.02260751278436519,0.03429770151260188,-0.03423423009391339,-0.023151172800116287,-0.03147238926375753,0.10132202240518268,-0.01219062769569506,,,,-0.0664129027942865,0.03809462751008543,0.13180799574209942,0.05433193944600058,0.038595759989013614,0.033374475229390355,,0.03094056634644043,-0.02191538504385559,
TAC1,-0.01952083064249034,0.0046822093978984005,0.015354333047544045,-0.026359149336231402,-0.07556393467796176,-0.17079429764523796,0.0012151858051303599,-0.07935413455631961,,,,,,,,-0.0161129930571953,-0.002918140070968174,0.011860678651586534,-0.08722502321479442,0.0662140730215804
RARRES2,0.003970420187835434,-0.07214354919751273,-0.0038652715613684023,0.02154333001537773,0.05291256993648661,0.22508936616745684,0.03235005250781199,0.00400025329787128,-0.009248580019955903,-0.10243276881365226,-0.026671257038162848,-0.021484027869310397,-0.027620019416524037,-0.025029273696859183,0.030475756812638987,0.02871434294383819,0.07209203027632279,0.027954930625237656,0.10163063597558862,-0.0008877044797052306
FGF7,-0.023895410363918835,,-0.025835759161104973,0.024278616216024562,-0.036101365447208544,0.10056728253115606,0.0006878646024980008,-0.09024806939855898,-0.001513990143044993,-0.09380189339883917,0.021191029004061633,0.05158331987494627,0.04923286882288858,-0.023652303331210375,0.061418988753413506,-0.019099050512578226,0.12064208965912433,0.04370654601838721,-0.0198025328582929,-0.11614560121463034
EFNA2,,,,,,,,,,,,,,0.00015312032277010385,,,,,,
HBEGF,-0.0074940930345424985,0.04321732642636441,-0.001927121215490979,0.011460514399230808,0.005868535103177071,0.11485953037709855,0.0069974345307877266,0.0927987735847062,0.11435478195382734,0.056221028330722865,0.010705730289338402,0.004113797693011709,0.02563526942529783,0.020443042067668307,0.00910962327701849,0.1055671840518814,-0.014136625316677996,-0.005963706836063508,0.1220551861167719,0.03478088399718777
CSF3,,,,-0.000759740309073588,0.014423109562006058,-0.033276111275160704,,,0.016321565512792867,,,,-0.03667641698646703,-0.1203274844958112,,0.1313669958027911,-0.043820697184177124,-0.01849365185442934,-0.061908460038453815,
PI3,,0.059447046782145616,,-0.04219234372552138,0.09631018524963869,-0.0232768131688569,,,,-0.07279910229757941,,,0.01808044852924293,-0.07730223512738645,0.07549752428304889,0.02349723886534134,,0.027320410356600947,0.03884186133519782,
PCSK1N,-0.007630031277638907,-0.05119790732198074,0.0035573104042344933,0.0032266837858282633,-0.0598222205081935,-0.07469636617594366,0.03180204480514377,-0.11454359729587887,0.0007593796703577103,0.0312793349192468,0.0524764538107268,-0.04124489723104906,0.008723445599423053,0.05283294294323841,0.03850567310226902,-0.004131539966008482,-0.024145379674455278,0.044234970841143806,-0.09171814901039509,-0.01703435544882357
NTS,,,,,0.10166282257381093,-0.008146548314650998,0.012874214748122566,-0.019541573507108896,,,,,0.020547327652428518,0.010796973215969653,,-0.025021477614002346,,0.0605539602394403,,
SFRP1,-0.011541568114325032,0.04296320000858586,0.058997803853884256,0.11105765669319988,-0.018558480506693086,0.06292296092310416,0.008349452140486026,0.13579756388408584,0.028346925561971444,-0.005376784992525927,0.0037036030424138383,0.09830375007514895,0.04279250920297137,-0.0028658657710546823,0.04599146046018656,-0.039284117665511806,0.031054054347238718,-0.021408169410253912,-0.018244401203724604,0.06109602257334942
CXCL13,,,-0.038644386216900015,,-0.017190338387136007,,,,0.08392212130006174,,,,-0.02354662641939597,-0.03657933372063601,,0.10858539565023816,,,0.05260685929738414,
MICA,0.10743100259840026,0.05515907802771178,-0.024860655093130617,-0.021620640656016737,0.004411475036657557,0.10686192359754745,0.06395120275500532,0.05346923350734232,0.03823027075254635,0.024868506787646214,-0.0725580810614802,-0.00887345052606255,-0.012942874520075792,0.07513825550048489,0.05250189172154129,0.025868044729989385,-0.05875213479520321,0.04530176309139179,0.013161391364160283,-0.013336598327578383
TG,0.019639372466521095,-0.034102136377523906,-0.0064664311498409685,-0.01931497855918026,0.010954831273585581,-0.007620732709645736,-0.002816476185566922,,-0.03977950349532512,-0.07185980983745134,-0.06827228610877752,-0.009626165825203618,-0.016569480212247883,-0.03224307763606334,,0.007392307933267758,,0.04371600682487561,-0.0316072007132584,
ADA,0.04199618504747766,0.0630594249040196,-0.0049176844515314054,-0.0025421792496750388,0.0034491527579128163,0.17026698961804715,-0.04825956006963801,0.12072365824596447,0.07291423897389417,0.18524899628352193,-0.03483034379002482,0.06634741893941738,0.046244721714725316,0.08197775281685923,0.031174161300964492,0.026116416238062688,-0.004542817622377792,0.06305223377325973,0.03914943080654609,-0.05508792568531917
LAMC3,-0.03291202359970396,0.038320646002334986,-0.0042768665741505065,0.0037244282848681335,0.040721713802787905,0.13781654025586132,0.0226640189145697,0.045283784521273476,0.01220662997534776,0.024456059432470336,0.08551669976752045,0.12384949146459438,0.0592751015226108,0.11722704947338364,0.027030500601552324,0.06120783619282777,-0.00010930302729384442,-0.010295775885653814,-0.0243142081345417,-0.030038901828520335
CCL7,,0.02338322458811981,,-0.013964698638180043,0.07392300306308874,,,,,,,,-0.022673266587036577,,,,,0.04499685680601873,0.04041889769862897,
NGF,,0.04306066997757589,,0.050328507051440596,0.01959267717423264,,,0.022136210128368916,0.06106719140780315,,-0.02842675015368376,0.005841361844073408,0.00535887006362077,-0.03899390076036404,,0.011522833411790737,,-0.032339669656680545,-0.017239375568486773,
TNFSF15,,,,-0.015550374938274696,0.013067652499671675,,,,0.10567260764931917,,0.08550108669479814,0.08765995786070982,0.02585782735077559,,,-0.013872196238561618,,-0.010432392713429163,0.04986553406653059,
HMGB1,-0.015120602354756516,0.021666822127302154,0.013045315136803813,0.0016566902668252003,-0.06389394520358702,0.1524462702779821,-0.003460061457253952,0.020068098338841923,0.06799683382335055,-0.004332767779096776,-0.030918459441853834,0.0038574076075549592,0.010064043110218456,0.049846385040666984,-0.00810301150645743,-0.014591837408700025,0.17964296260575557,-0.022634128955746586,0.0033263862229419958,-0.030661275719064268
ITGB3BP,-0.033650755111750044,0.0059090872902728036,0.028509876533712057,-0.019241768832483786,0.038948850394486596,0.09159893908857501,-0.002253649575038382,-0.024168124943517416,-0.0005406501214506173,0.05934513709259208,-0.05568474633833004,0.07748311443530521,0.015313447426813433,-0.01986851194694759,0.04366955852648063,0.023762916337280553,-0.008510115027871478,0.06533360855256279,0.008002137212142293,-0.04373252872492467
AANAT,,-0.010852526978407787,,-0.014149252312452367,-0.010123962703494822,0.026619670827978812,-0.0417999228311737,0.01582074911644117,,-0.061935392097693054,,-0.06283188222195027,0.02938989045950829,0.046773315625024375,0.08307002628746231,,,-0.0003409283914172497,-0.009323297046205091,
RELN,0.0055510938620881205,0.004895322405090308,-0.04349869143684569,-0.024559933359519007,0.024502825181732607,-0.08483824546285973,0.04151669330592019,-0.01476055049928557,,,0.08542574771608764,,,,0.02169548113206713,0.01008293837045083,-0.06730203609475419,,-0.034948672594509386,0.13642263317126185
IL15,0.0490200754681254,0.021376051325890457,-0.027685570921416228,0.019825512655410722,-0.07321150984527285,0.10344758664189878,0.0009677894946453144,0.08785376557788419,0.06246147155431869,0.12618435875165654,0.06785800174236556,0.0341754952743039,0.05875352997146335,0.042998918950333455,0.016896378422890164,0.0657173455352126,0.06745839693807132,0.03417268908383654,0.0904937422461717,
UTS2,,,,,,0.060561109853207666,,,,0.06532798096245813,,,0.026341638717523437,,,,,,,
BSG,0.012188053102225501,-0.06479337968147585,0.0007168225997645071,0.0023274564807556006,-0.0641280860459122,0.029297939212598892,-0.02143845574791555,-0.0880467077698486,-0.04886380698274984,-0.13299189635455747,0.059401703610567465,0.029369706973733988,-0.015842539583534595,0.0368466790463971,0.12181107936181816,0.08559706121475413,-0.0020233637998537377,0.05589881649651309,0.054847015121894147,-0.06598877330076114
ADAMTS3,0.0541163322717694,-0.012892138650752144,0.0073532087261910595,-0.016251716215557883,0.018046812268287374,0.13225854356636457,0.03621070717209429,0.021400670439518824,0.005008675184669009,0.08659953645247814,,0.06046285312212168,0.04536561059673695,0.036074328929964275,0.039376731621319966,0.012138735647480716,-0.053285546575188476,0.14979319724177764,-0.04469886629156372,
CD34,-0.03783517404661536,0.07949992547309968,0.07440210268431839,-0.03577058027120683,0.005806097861275424,0.11802362480098039,-0.022756956487691694,-0.08399602327940182,0.035441447601997265,0.035478906384594805,0.06959325158446938,0.09622989240725006,0.04041561913669086,0.17589309319833815,0.046069150483753984,0.00930613377576385,0.12050410469350657,0.0032863598954137136,0.01037908291629807,-0.06409467178793392
CCL23,,,,,,0.0007796341788918982,,,,,,,,,,,,,,
PLAT,0.008557951400820572,0.03216931573130606,-0.007419584760064722,0.0011308012875937779,0.0001166276661392699,0.1702335083399644,-0.021262915678550497,-0.07169080183153437,0.0461301193183949,-0.06631921328755568,0.03395185248398221,0.10854646835854778,0.0781068678073582,0.07124528664163018,0.08458526214206745,-0.05941419591450759,-0.06036124924388341,0.06364425236416073,-0.035383348164454154,0.010048943494216329
NTF3,,,,,,,,,-0.019038410514313996,,,,0.035314736311516194,0.11581941591854227,,-0.041076234405554156,,,,
LTA,,,-0.015981397471891718,0.014388115623438917,,,-0.011204185573467449,,,,,,,,,,,-0.02585182645720067,,
CKLF,-0.0018982911898902848,-0.012147267397864136,0.02268020707789599,-0.046917880522556465,-0.016142832717778402,0.19214181155767926,0.031135354134688754,0.04853307166675775,0.03310359602028977,-0.008634986144412913,0.01423125991821933,0.14020028222936007,0.09457761403344163,0.09486546584647748,-0.006791241815391603,0.04598898080960017,0.05308262147080776,0.08217294471643742,-0.030296519819358953,-0.026811611167373673
APELA,,,,,,,,,-0.03946084064878276,,,,,,,,,,,
CD24,0.03204389606904925,-0.051666854220049435,-0.020464685383561103,0.043387684709769204,0.008952368809991059,0.006494357641692634,0.0626354125585246,-0.02447800667865497,0.05384572759918662,0.05170029634412852,-0.06939101659019477,0.07110417351377823,-0.0022749551510933435,0.020460133428147054,0.010439683362246611,-0.005911101094170279,0.06792604132225562,0.016018253655213487,-0.04231186356027634,-0.05593452280380978
HSP90AA1,-0.005997134433816386,-0.02869281442903253,-0.013369930583461424,0.04091115389817734,0.013498488142871136,-0.20099930775605315,-0.011687514323725516,-0.12525402444289133,0.014501610868285915,-0.09572186581791459,0.03861994013345467,-0.1114577792949674,-0.10404139791043183,-0.12865035162702446,-0.019603209986197134,-0.006058475508042063,-0.05373831095468551,0.023960564456315264,-0.04821469196238022,0.07495119725755975
BMP4,-0.023266407466313147,0.004810220253402279,0.07977761314285407,0.012107049247491836,-0.018647151891450862,-0.009551967878657823,-0.04558268887796296,0.019296397910125794,0.0485327218102073,0.05377540667971483,0.0042310826484597865,0.061072017485339344,0.0546375710913567,0.0689914092255401,-0.03294193642256641,-0.048891681299011745,,0.054144898039679326,-0.05261273114289409,
SCGB3A1,,-0.01704567245200102,,,-0.04033818812227936,,,0.03268369455050311,0.0005216340913095869,0.09700924182895006,0.02794561136157661,,-0.039718945439324534,0.027351448630934045,,0.07231920444544294,,-0.01924744567671423,0.07127450206557645,
IGFBP4,0.016348908871866207,0.06623673701527936,0.019354566407445324,3.407173335675246e-05,0.02021334424338202,0.19252440131715948,0.0032412827771641887,0.10157426290174588,0.045538071534939904,-0.011499629300411096,0.07110664637964303,-0.02379440388847375,0.028536923297067696,0.03572279267189898,0.04022245319131073,0.134626612878104,0.008112112358629239,0.034226409810022305,-0.022706220959351507,0.02443147874906141
RSPO4,,,-0.025835754256187737,-0.016865431039370646,-0.022575472224005983,,-0.0228282672930108,,,,-0.03420032123374297,,,,,0.008789303704607706,,0.0886364664969206,-0.015890423296221628,
LEFTY2,0.02009378358105902,0.0454981670273086,-0.016177673348116928,-0.032197484414723726,0.04777124459931571,0.16971996810828544,0.011159656380613952,0.03133534851169003,-0.024203563645001043,0.04692493086592199,,-0.002896747390688625,-0.011886229188337708,0.09096256346446578,0.11322092253781917,-0.0002019872660449966,-0.00014537148916666395,0.060657202154089894,-0.03697232238486156,
PF4,,-0.017682148938287203,-0.014537253099783222,0.03548459784653236,,,,,,,,,,-0.026217328083490896,,,,0.019817169372919295,-0.05154563849186966,
ANGPTL2,-0.008329038249849496,0.04210292977134775,-0.006143146243506138,0.005833178445499903,0.028565931389174227,0.17836145005564732,0.04077272169483876,0.10084240182161504,-0.08260701416535696,-0.014462284128127324,-0.045535104499897526,0.008577465957849749,0.07871278373868841,0.09263479543108052,-0.04287928824262146,-0.06266674141466375,0.03321631909851119,0.04434921770873058,-0.00905142119938184,-0.010677632651632648
LRIG2,0.0013188025459338316,0.05191882383730015,0.018502347380636917,0.0005001577384697338,-0.02997624482992977,0.09260736449136094,0.02865530706137973,0.05094679976862929,-0.03070353749950907,0.0023805531166323085,0.025100048528566343,0.06528084384377998,0.089681119366067,0.042839790370329506,0.036150163898154404,-0.0036541497532376565,0.12585100915686476,0.016556751020275588,0.0017551264372673734,-0.017872225203501124
ICOSLG,0.021193927662056983,0.015223483402948105,-0.01657636740452051,-0.01453176689997456,-0.03535392163800983,0.11199042357550264,-0.04471649759183089,0.050301380604825516,-0.007364018125256779,-0.015548367945024026,0.04187242505489809,0.12773074768570872,0.03820992554221966,0.011064890087481093,0.01667482687506732,0.042099055805165084,0.017291790601110663,0.045904855935338905,0.039977579392889984,0.06779541327421172
WIF1,,-0.03181615696630696,,,-0.039044827996540736,-0.13745187533439118,0.044060459709218354,-0.06888148004711753,,,,,,,,-0.0021476012953485757,0.08937885178708609,,0.06939269717117551,0.038753990692203664
NPPC,0.014584776872539302,-0.027836254277213555,,-0.018900271441803958,-0.04017452653608093,0.02409979857147719,-0.004454484188166818,-0.006529125447346344,,-0.007927268879126006,-0.06632254654904234,-0.023026277709236966,0.024909254778042917,-0.08457911190718666,0.07435347609811048,-0.010180824253282253,0.18722099815971485,,-0.03328442529416707,0.006305804894308644
LYZ,-0.02784181250249921,-0.01437103955296279,0.03054969531866836,0.01998433117200729,0.10092112279570602,0.10429047982733577,0.03870029438344114,0.12913912585936105,0.04748615875648987,-0.04391210648747035,0.02498399581879996,0.013958738866528746,-0.010806136057119236,0.05691950764286084,0.011315527792486355,0.06607821494094812,0.05337405052112072,0.03724063060557749,0.01571518310883429,0.025067664022841416
EREG,,,,,0.08490284602481155,,,0.028418391417055877,0.014069883486667272,,,,0.037872701567031646,-0.06362956206301232,,0.06021603122907618,,-0.008574086562876752,-0.01953835219447634,
SPTAN1,0.06062040423211624,-0.06504609339013312,-0.05930117517540509,-0.01286894024295358,-0.03946274140551651,-0.10618053464428716,-0.0009752110222994456,-0.10397386724031074,0.08287024912859234,-0.03155049747462492,0.032595867256781076,0.07417486866119524,0.06310054717799589,0.061236527162200106,-0.014111606579489917,0.011306590774254013,0.08822794782863051,0.05047865049584844,-0.11765034065233909,0.008308277539010098
PTH2,,,,,,,,,,,,,,,,0.12871225830135485,,,,
LIPC,0.005434602176439005,-0.021647597961220667,0.0076005905196439485,-0.008382815511625065,0.006820145731755782,0.06618981544036376,0.035814971483027966,0.049353023432245326,-0.03538837794875217,-0.04614807171154579,-0.08769580142353194,-0.01697886628655205,,,0.06989078090946722,,,0.03103745512550453,0.010272770996527845,
COL8A1,-0.038565589673875106,0.07459022125202301,0.044087249068511865,-0.008070245226918935,0.06497952977857949,0.08833964567578495,0.005152995865230794,0.046393849761950934,-0.044063032834245654,0.01462514322277717,-0.10872713661838589,0.0650782348307986,0.043147361565603684,0.03089724831899343,0.0688570153344623,0.04851127687295712,0.03949189702293855,-0.04028997525017563,0.019085573370617767,
GSTM2,-0.04191293710027967,-0.03572111735355358,-0.031854876229360854,0.04467741643977169,-0.03635792398249282,0.08892895475235055,-0.004695577230424375,0.03182424577789369,0.01696466995389581,-0.06595872029762322,0.10771385504577444,0.09959132451751077,0.029414392466340963,0.042059047054743205,-0.024693951320666034,-0.0069196225560598235,0.04369044446128534,0.0321664999220633,0.03019701564878802,
IL4,,,,,,,,,,0.052477143309682624,,,,,,,,,,
SPX,-0.04947917237458963,-0.0048234175182744095,-0.027514145071419208,0.009073261240707956,-0.05913551792093272,-0.058363518758609,0.06255588586866012,0.013205321794956015,,,,0.02338894583458486,-0.013185489180770634,0.020514696167497595,-0.0793302033029635,0.019908264663217788,-0.009603658092578148,0.08690027975767785,-0.07663116777723984,0.05933681965834102
MFGE8,-0.0008391681597882247,0.0803489711291536,0.04590595883239027,0.019238108856316306,0.011003364232843099,0.10097130098494393,0.014666551515861005,0.028531595975380717,0.027940478316510767,-0.0195629542376152,0.058177906930241184,0.06989102853283544,-0.05580925770568995,0.07001082475465682,0.12665626461384794,0.05782354379184452,0.004567730749694428,0.016526944275398144,-0.010299430744753257,0.07217954460816277
TGFA,-0.024021858046404186,-0.06372968909852673,-0.03633431366025511,-0.03349531755755738,-0.0007558296583087025,0.06605995207847067,-0.017251015653588043,0.09810203937961162,0.015318819929077344,-0.047848124013080744,0.055542364005319374,0.015798927447118874,0.029308037982524224,0.1324802744678591,0.025885152624674123,-0.03338045903115478,0.06338305601175595,0.07915581071761328,0.0613095805658026,0.0996477759790322
SLIT2,-0.02326640374333904,0.02714351034101327,-0.01940892560688896,-0.011821345088129815,-8.037684458299448e-06,-0.03242905883441615,-0.049079495134730505,0.006916411373296699,0.021205994789207323,-0.06769443548838634,0.1261305108998063,0.023507070741551957,0.028789930061336653,0.0795271689355712,0.010808316462085922,0.015174290527039355,0.012468960599889993,0.052908488673968794,0.006656394121665314,-0.0011963033003592211
PLTP,0.04119322114947007,0.008717437763334177,0.02115631058879169,0.039193358481515526,0.10976115875649838,0.1762205246478876,0.037131669555612035,0.14086061308782763,0.06683055401106436,-0.03614763926232524,0.049635054428704105,0.008254708428662496,0.09816024318381775,0.13538935897284174,0.09849928865510083,0.14242654373675145,0.02739537799653935,0.023966505488193623,0.010648433220963344,0.10772619242116178
APOD,-0.013965346141911,-0.09763316006946181,-0.027339108611367978,0.009596960597679961,-0.07073919246333649,0.13045034049743626,-0.005727686700625094,0.11765985049749186,0.015445313251869956,0.016678199487409767,-0.023023985357608585,-0.10727446889507397,0.05153902598629055,0.08665198966430272,-0.08271980024702061,-0.006037612533759592,0.021909409786076993,-0.044380441263918255,-0.15521053776343122,-8.087763438281632e-05
B2M,-0.01547757628046198,0.12660090284192138,0.06328106080869303,0.02769843316866832,0.09108728980237987,0.2504019202108826,0.04119611472940708,0.1424928672321643,0.07775547380864198,-0.05729217444864379,0.13155254228965005,0.07271547764781512,0.12395474671377789,0.1886927234325514,0.0631975139630972,0.13064460143767254,0.18697629498778298,-0.016395226746850452,-0.01475441945383121,0.07247892771897589
OMG,0.029766445788348216,-0.08129441848568615,-0.007274780512089085,-0.04479455563416309,-0.11224860412491253,-0.00661094855389565,0.0017261790986926103,0.03827771725784471,0.06720265298945532,0.02257333699368856,0.0659212414094737,-0.0887904038928819,0.07382756298989634,0.09100492280085667,-0.08399378697297014,-0.01904920943007373,-0.022286576772047963,0.08066699335437631,-0.10697698875126178,0.0804540192940755
CXCL3,-0.018205897645366703,0.02281786240579065,-0.0084319615705619,-0.006590545513342982,0.07727606300834855,-0.01786822399506858,0.003330809123021517,0.007920692772402252,0.061651973037797146,-0.02013461290609994,,,-0.0055277904153268305,-0.007556121816005781,0.07782974282052121,0.02016926236690336,-0.02886384922857274,0.015344066806131818,0.0567140976618543,
CXCL10,0.04956795560701655,0.010385534560527316,-0.04875389725178417,0.02685135403608665,-0.0048128173017280935,0.194618160993115,0.008270521522795659,-0.07578074768046553,0.07085458160451286,-0.048455264080016575,0.02217166836419068,0.1209648445105956,0.036064639561592386,0.14107523090757634,-0.009717814524918642,0.057681227737331725,,0.0440285885823549,-0.02040432070509206,
RSPO3,,0.006293593910179352,,-0.014149251266982818,0.01586089774078229,-0.04868808146933698,0.010241835398557149,-0.051993317333911174,,,,,0.05790475017286921,0.044562950422712806,,0.015783026848836038,-0.004343918637444273,0.03474656090785553,-0.08605263058099101,-0.030038678234366803
CORT,0.06131414566875372,0.012345853712800631,-0.013255689801568441,-0.03173078241842714,-0.032857182109213824,-0.0616565807436448,-0.02778907723571258,-0.03051683791737993,,,,,-0.03364849985383692,0.07254437358312493,,-0.024513631260840423,0.004474150494300789,,,-0.032076443021876365
NCAN,0.013360826846338021,-0.04200901643156115,0.01847298015776748,0.001094904729330497,-0.07766752245399035,0.07617017127693551,-0.038931823904207505,-0.09205740855037911,,0.005869436091407703,0.007611491409543255,0.040018814157245224,0.04356881995239623,0.10340587231154644,0.06801299281366098,-0.0717502700731783,0.076382283398003,0.11019616402913159,-0.15245038112940115,0.060090567342380934
PRG4,,0.02812782737377347,,-0.013964700814371029,0.012631129779640921,0.07488443813142855,-0.011215240101788248,,,,,,-0.012431889052464286,0.01766341147011176,,0.0007310597789197178,,0.05411457170268778,0.06680993777097952,
ZG16B,,-0.02363720297855493,-0.017493221385765884,-0.01620774317437135,,0.02305122351962836,0.007365584828171192,,-0.019938451195159648,,,0.03926907734791117,,,,,,-0.029966363481559073,-0.01761208742199235,
