,UKF266,UKF304,ZH8811Bbulk,ZH8812bulk,ZH881T1
PSEN1,0.02022410394756643,0.05041826422994912,0.014443050332148537,0.021634468786673865,0.0024930227607835565
CALM2,-0.13210346991784663,-0.006962287019505697,0.014401309248939396,-0.014849121617923896,-0.02484615055031852
CLEC2B,0.0013864172629213082,-0.03553062144302386,-0.04630963083695984,0.02154957979437297,-0.02921756682586673
NTNG1,-0.005007807140501466,-0.0107027256123653,0.07311575614834265,0.005712103334182766,0.033763829073217955
LRIG1,-0.021472472988132332,-8.259009905209798e-05,0.17015571540226132,0.02971258471477707,0.057075973646796604
CPAMD8,-0.03791141436089396,0.06624758877969068,-0.016268853754705867,0.036287726312368075,
GHRL,-0.00235560371302553,-0.018741882485474416,,-0.01866657475871164,0.05226103235073543
NPY,-0.07078298934727892,0.007765036092795821,-0.03305349893982957,0.03159418814166009,-0.0142353401684124
MMP2,0.1111069996354458,0.0014015494791698867,0.015427920191979977,-0.003166096943122213,0.0023815766877622
PPY,,,-0.03625758111766228,,-0.04182951028079733
ALKAL2,0.03416523852699529,-0.004364175728573416,0.03015556190225345,0.022368956516691112,-0.027193323609914496
CSF1,0.11064596894628857,0.042317135830690175,-0.06653309881071223,0.004853576228410675,0.016283984705477674
SEMA4C,0.08494551286555557,-0.0362043714793239,0.004753880822157864,-0.06349029158542485,-0.006800668153201493
ICAM2,-0.03298889676173345,0.031197276545521607,0.04676485509245783,0.032304507672406245,-0.010031834183112993
SYTL3,0.17260356578223804,0.07162446651748383,-0.040844393721619784,0.022517569346302953,0.026069741118636757
IL1A,0.025899878746877877,0.10678521093553481,-0.038155565707348724,0.013976477742341637,-0.030422074581548823
HLA-G,-0.014701674916989248,,-0.01030662630865831,,-0.0014552837014464909
PGF,0.08249166390227755,-0.008148233330457916,0.1124286253100571,0.03803579078852828,-0.007784742522497987
LGALS8,-1.7038993439166673e-05,0.031739730360922744,-0.03220161358619355,0.02173769045917992,-0.015587177427515567
DKK3,-0.13687530177241097,-0.010160382277482905,0.059295310691287594,0.06037994765354327,0.004675759995577385
COL16A1,0.05103479170461255,0.0025500581264357087,0.06025555776792478,0.052022112770727734,0.003034087802769262
TPH1,-0.015578474731717983,,0.05468709798036581,-0.00189832802710887,0.011330712529335488
TNC,0.10309493919039688,0.04674007720854372,-0.14845706621737303,-0.018565457420954348,-0.06613471454793048
TNFSF9,-0.004855143105140346,0.0982307654778421,0.03289981935154827,0.046268054595358835,-0.0035575726568496517
C4A,,-0.020223061235124247,,-0.028431050364218224,-0.01927394231507705
CNTN2,0.014365743214041594,0.0446769181183011,0.1305838430734081,-0.005334002308764636,0.051693146411032065
F7,-0.013529949758767212,,,,-0.01907279020866093
LUM,0.019777370123184583,-0.03722513466098937,0.01174664657993687,-0.0013288505496376031,-0.07737587340930784
BTC,,-0.02464638155770922,0.008558853682837425,0.061461541831372805,-0.018457107207091525
APOC1,0.06693104094799837,0.05642471041696709,-0.014209719557765515,-0.037310039135150894,0.06672631011707242
PKM,-0.04443062521410647,-0.023626253402181947,-0.14382932958273528,-0.021348752095739266,-0.07364737969584467
TNF,-0.011129144723245636,-0.03439841946578375,-0.01689306216367864,,
GNAS,-0.12712454972266252,-0.05747978945842371,0.03529780790443643,-0.002334031554889373,-0.05032097973217629
BMP8B,0.12176654152651359,-0.01394109915422272,0.007895538704057558,-0.01892223603905787,-0.028982181890334028
LIPH,,,0.06651203101657283,,-0.006344037836775739
CCL28,-0.002216682921778677,-0.025120181938342603,,-0.019652635170192376,
PTPN11,-0.005271454865014433,-0.014000097928185797,-0.038960876036902174,0.05658446691182059,-0.005225279620160685
ADAM12,0.10832751111609386,-0.043141340635829,-0.05621810695609069,0.022387058352958174,-0.04030261095280304
EPO,,,-0.019560867760843467,,-0.018247550095497948
EDN3,-0.019405941254975793,-0.030095060434041553,-0.01704034640607748,0.0021726213335479523,-0.00498099469396522
CCL22,,,-0.017888114059890645,-0.024394915272935833,0.0778988315084401
CCL2,0.03668076779948935,-0.007327620163480081,-0.07847950976453816,-0.0535907545951013,-0.03292813202322536
DSCAM,0.11879344293035597,-0.026333235923125184,0.09065867140441294,-0.037995623049937095,0.12559816345246338
ANG,0.037762072872723824,-0.012614705665646344,-0.01596226909654704,-0.05268027180799964,0.002932077958382564
FBLN2,0.056823287223873496,-0.0076642967826741635,0.0325917039520483,0.062181940876999305,-0.003445769920608635
VTN,0.008307319452097848,,-0.013754807875138109,,-0.023628114502108465
VEGFA,0.12478779984534587,-0.027719613647663923,-0.10363317453115121,-0.0038577963269358483,-0.052425784576568386
F10,-0.00034075626810648867,-0.00818771589229893,0.04498402118336055,-0.021106195881535318,0.05210518410672184
SERPINA1,0.06149414845949802,0.042531148617564324,-0.09686396681519009,0.027626568565810673,-0.0415142497982411
VWF,-0.00584097177073716,0.05077889262773585,0.08601779650729204,0.019094530568381944,0.05761134646820675
GDNF,0.08154647201512506,,-0.024010529338999935,,-0.010494615869303269
VASP,0.10920656453947024,0.038453233047183524,0.0073782781814306295,-0.02469119526044326,-0.04626213890437606
ADAM15,0.07853178679100233,0.05260795016006447,-0.030683655696086158,0.012069786965948985,0.005003057919524711
WNT2,0.10385534283228774,-0.02845046176018792,-0.02008999101810778,,-0.02191026333609486
CALCB,0.007564610601737829,0.09168831579164041,0.009631151545118715,,0.03859536488537837
OLFM2,-0.0037614965144584815,-0.05022026394857016,0.07156809343883298,0.02179298565940843,0.030251963507986777
MFAP2,0.13614519733924815,-0.022142150066136963,0.07227643741445014,-0.00353843573056547,0.025499131189367905
HLA-C,-0.004517267336021941,0.0006026584660686554,-0.10411892719845607,0.002602247677828233,-0.06876067365703946
THBS1,0.07839370937655321,-0.08223297655858221,-0.04827585043986055,0.05882042729036865,-0.02720926252621026
HSPA4,0.05459442449581713,-0.014361062726903087,-0.030590771357379327,-0.026246079216045253,-0.06599077470256076
LMAN1,0.06461285014563337,-0.0006217715050065901,-0.09975348313686237,-0.017960514590653662,-0.010598757781111972
LYPD3,0.03763464762314051,-0.022919395048487674,0.03978085509221974,,-0.016163373608581864
APOE,-0.036600521538464145,0.07108713286032775,0.029009499554946794,-0.017444884776313674,0.0510754142389403
SOSTDC1,-0.047071609722276815,-0.042337172333410784,0.031731031341828995,,0.014585846682091697
ANXA1,0.0179553201502968,-0.01962273415329641,-0.032343438257302924,0.035553408855662404,0.0014077836427922364
WNT2B,0.0689515216080306,-0.05728574362276293,0.10108331688190585,-0.038968412309919334,-0.04490928018456871
AMH,0.011762357009574637,,0.03970235456644505,-0.019652632664063648,-0.05714056139256566
GDF10,0.011883579799163534,-0.01281099200887894,-0.0027810560756354554,-0.004294673960257486,-0.03949143651307201
EFNB3,-0.0765399526680417,0.004559444858117777,0.029930820295880105,-0.009556416864061876,-0.02967311278084944
LTB,-0.016206516005844347,0.013826523492198433,0.07338346594064109,-0.047346835975608396,0.0014111521167184224
ANGPT2,0.0687036223862117,0.011248083271993283,0.030210605786677662,0.017361501187121254,-0.046806767755456426
NRTN,,,,-0.004769813728909142,0.006772819137066035
ADAM17,0.016203730913587375,0.0067180767472775245,-0.05084872254481872,0.013642119360311617,-0.04248522891540917
LRPAP1,-0.061981471536459616,0.00480996470187235,0.07040035104649857,-0.03277778203088795,0.004030111431734285
NID1,0.1121390677913654,0.08299493838121444,-0.009790623161200019,-0.05286477670954372,-0.06474945649154594
MST1,0.13407418690615466,-0.04066635444088852,0.10197478101592684,0.1417277919752991,-0.005791240254067147
DCN,-0.05412390875067896,-0.0358665376807772,0.025534439981508922,0.015433450084698586,-0.028184504515997605
IGFL2,,,-0.019381563205510172,,
COL7A1,0.0999429275679014,-0.018082612025316178,0.005741697877702074,-0.0024122826128526328,-0.025828352340199805
CALR,0.09577451298299472,-0.024434816855128882,-0.08970045869481906,0.05372477108078443,-0.06477227396181677
PIGA,0.051579483931040025,-0.03620012003036876,0.0398672666793755,0.016683125562324867,0.020613630530276823
CD200,-0.04091028807230429,0.014190495224806796,0.0506788224972479,-0.057566847158428136,-0.004838336314730151
GRP,-0.021077677776148104,-0.021065248065265878,0.025260887553847675,-0.0089649132918269,-0.01782154727571516
CDH1,-0.02439032156060723,0.02806186431747025,0.03235208858801969,0.15661624848994207,-0.04761832382140544
LPL,0.09975967631925359,0.020960158209844662,0.15733769578049647,0.03402049626952099,-0.048674865080888044
SEMA5A,0.15166787104483312,-0.06453182648698078,0.12977213358627143,0.030013623176331494,0.026936110148064445
SEMA7A,0.0005143905654967461,0.030945617283379852,-0.05970012118750275,0.04757065123791674,-0.010252539408509799
SEMA4G,0.09860888413158324,-0.00040352187733457375,0.07741241858647074,-0.03129293242586293,0.017070126085587795
SEMA3B,0.08374907236972119,0.016196833505157243,0.04904294832308983,0.023076879186104432,0.00908993120264291
RPH3A,-0.013446360301339682,-0.0026353432938888855,0.08581296431640725,-0.022534056460350362,0.004891830333193411
JAG2,0.02718201765847993,0.05470395010815682,0.03048043224343483,0.0010117805196920178,-0.039478438214832615
CGN,0.03252647269007788,0.003260134837479836,0.0447531713009203,-0.0516605230190814,-0.030067409805888012
GDF15,-0.02505953968252049,0.08288424790288129,0.009310806913327484,0.04546224585533764,-0.03625177086200231
SEMA4F,0.01539234284984166,-0.020624176676581635,0.028145415354930137,0.013347165968843062,0.030684660469818093
NXPH1,0.11303598247076618,0.03293953478253531,0.10691880962771988,-0.0034115820868007496,-0.020301628776959783
ARF1,0.009455234863514303,-0.02626323909408204,0.019328141641801487,0.05270010183145729,0.0050794504834373025
EBI3,0.02021191838388166,-0.048262334605315434,0.0017890093801688396,0.010180344918947232,-0.040530433131396607
TIMP1,0.027401109530664203,0.0344247620516404,-0.1613534637581708,-0.003311522735116426,-0.034047277501986294
SEMA3C,0.0621331199615435,0.01226910221523678,-0.06376040322523968,-0.06720992700949009,-0.001376477105446711
GAS6,0.050170110167906574,-0.030342951077802383,-0.029929267298105664,0.032747479830337885,0.032797021720078444
MEPE,-0.016932893055089316,-0.00030318326943498593,-0.027844013395155947,,0.028795555034139296
SERPINE1,0.018130530583867488,-0.0002510629458450208,-0.1116085687578174,-0.06964019844473421,-0.0381612933036443
RSPO2,-0.011026925909430552,-0.025746199748147514,0.09947371885717668,0.01429245219501151,0.09933283479227888
SHBG,-0.01739844245458686,-0.019347045719179973,0.030468195747480376,0.1078607916585739,0.0037690311058546887
