,UKF266,UKF304,ZH8811Bbulk,ZH8812bulk,ZH881T1
IL1B,0.03980357836301866,-0.05144053929769197,-0.021941786705392905,0.018305670738877875,0.006927640388066779
SFTPA2,,,0.1215351643770882,,0.15810219869427158
HAS2,0.14301683757962905,-0.03740642609719225,-0.09319746119527206,-0.018651430922142418,-0.08439577216714095
IL11,-0.017589725022399798,0.02880824526897453,-0.03688231174745022,-0.022913039137116342,0.0003135062902586715
SEMA4B,0.04213460793553689,-0.025698630263864992,-0.0684833292536605,0.010956883149115991,-0.0035350116374976174
FGF12,0.02573080350822984,-0.035948438326524494,0.060687906089679736,0.02081272611333142,0.019973676108089606
CP,0.03992954854482059,0.005766283453345712,-0.0472461482155158,-0.02915575844468376,-0.015579204754221242
NLGN3,0.0981578862058629,-0.02054380552027882,0.12208534664835889,-0.027203584619328425,-0.02126306615933008
GZMB,0.012522465119424168,0.08787492467650862,0.13041534023480642,,-0.014286908638631232
PROC,-0.004070284685091443,-0.01811782864948671,0.02550534976774915,0.03449205918108464,-0.008724114807974062
TNFSF11,,,-0.018272019400014574,,
AGT,-0.1232869900482972,0.06423063761640656,-0.1058147243849437,-0.042669662595935694,0.06205797406061146
PTHLH,0.007871282950093777,0.011179042676528576,0.04087660027968197,0.015963746871482346,0.02661051138115789
COL1A1,0.13242200563289305,-0.04541722145772306,-0.09490871859272297,-0.034394421222080335,-0.043699055193764075
LAMB2,0.059214349098906244,-0.05709179784535135,0.0037128853607862064,0.04682968864123866,-0.016168785915580432
DSC2,0.07020961130400595,-0.07555612948489372,-0.015466917507139395,0.09168247180434502,-0.00098116313232038
WNT5B,-0.030644110848800036,-0.014337173377447927,0.07610871531811635,0.043718244620094944,0.01751567791168505
LEFTY1,-0.02139772741261646,-0.025354112383632166,0.06365458844166387,-0.030700478773812854,0.004467638363716685
FGL1,0.03345037550181195,-0.03774199106070506,0.04261050164517041,-0.02949659643597529,0.0065366279695547895
CXCL5,-0.013771927925626627,-0.014273403063907045,-0.013443271804303894,-0.04103660505631114,-0.03992390658773416
S100A1,-0.0853799199047086,0.01727022268524879,0.1102442377351765,0.03865008562818605,0.038846838031973446
NPTX1,-0.10165717746540895,-0.012294733684324244,-0.04033897182758152,-0.018092159929834352,-0.015483162544971693
TGS1,0.12158610924887532,0.033980727261340195,-0.021557451639235153,0.013118753291294178,-0.052072798316597065
SST,-0.02852386473919743,-0.008681078999575216,-0.015942634682888035,-0.038261161394822656,0.09137362764191956
IL34,-0.01310945711315671,-0.0008018373691083011,0.05109706377054725,-0.024099530025211018,-0.00720876420797177
DHH,,-0.02160985642170764,0.026750722336789306,0.0013875343224617487,0.007265719840621996
TF,0.05880409647810214,0.02159518907495057,0.08278653460625104,0.04143346629818676,0.0868740899488128
IL33,0.0023237165126505374,-0.014163550303470765,0.10084600535781542,0.06344424197728395,-0.009443067616971874
RBP4,-0.03616364502293475,-0.036290150127059224,0.0863113541886373,0.12244702586389081,-0.006013198501917944
CCL19,-0.017589730209036647,0.07256986036644789,,,
CCL20,,-0.03873518341341118,-0.05592791696628867,0.07734726697793258,-0.03108306569278101
NAMPT,0.012555311452486702,-0.03089038106279375,-0.17731129509894736,0.007195519294296287,-0.05019227259829907
