,UKF243,UKF248,UKF260,UKF266,UKF269,UKF296,UKF304,UKF334,ZH8811Bbulk,ZH916bulk
AANAT,-0.040800818016824066,-0.0022859755209954737,-0.01413810133524923,,-0.018478088378129167,-0.004091816358422122,-0.02877350071895079,-0.008551229936522822,0.1719419111780159,0.051934288287109366
RELN,0.0978017397804887,0.004365811971457751,0.016091220616420498,0.0645353002541926,0.10061587408905964,0.01463297173773903,0.06556117735764735,0.027938346215181858,,0.17274418751108525
IL15,-0.04003161600715162,0.04772719744102409,0.007846168389344267,0.08599643027037351,-0.0481983842337025,0.05438240428893967,-0.03944573054905181,0.010225945977294143,-0.04192737641348167,-0.06119456809346067
UTS2,,,,,-0.06095264062540673,,,,,
BSG,0.027688357705178208,-0.05638458789994915,-0.01964444524709275,0.0029165484522246615,0.11026937496863402,0.016344079996500647,0.12979375592390419,-0.04775161894448458,-0.014503973120912601,-0.02833254305459715
ADAMTS3,-0.02946127969011035,0.007131450332040205,-0.051568035663145675,0.04045579055388795,-0.12532422498176796,0.04217254749479279,-0.046203481124547884,-0.005314120410546809,0.009658156728400934,0.0037181992928266355
CD34,-0.03364919180426731,0.008267835751745035,-0.01909900657145892,-0.0531135522887929,-0.05438826385226919,0.05475186891417535,0.05024350896946047,-0.020313591676683524,0.022938378362839826,0.006919192515270922
CCL23,,,,,-0.021025131370841908,,,,,
PLAT,-0.04355523400091846,-0.003395226968686365,-0.026829869706781553,-0.026330332651636063,-0.13443128672433008,-0.03352209467789159,0.023638707185993875,-0.07753350113617107,0.02405838565472328,-0.05976920880777579
NTF3,,,,,,0.044761194357018835,,,-0.013818171635393926,
LTA,,,,,,,,-0.021740052037629614,,
CKLF,0.058127807614251265,-0.02887299094845043,-0.07029751215008995,-0.09724981887292722,-0.12509333215165103,-0.021716983380197077,-0.09349355323666493,-0.09289113870324271,0.0476460198944339,0.02948814361240613
CD24,-0.0374438508215007,-0.040593056585047554,-0.01702466902239189,0.04310142401408951,-0.014387042782433475,-0.09217841345121623,0.07396367299008855,-0.0139892553839112,-0.004240560483978993,-0.01663635571028831
HSP90AA1,0.028749374019640568,0.04580499908563649,0.052016952668016744,0.07140762659722377,0.17945172750741473,0.014042768590465998,0.20155959966096174,0.16801102665010173,-0.06633615111131817,-0.03594129665979216
BMP4,0.1014097883785076,0.017009012902292554,0.02898403302698615,-0.0010777862361253084,-0.009600829895474606,0.034073382456538015,0.00330424468650143,-0.01852476974484483,0.08554229914762776,0.051069004970127105
SCGB3A1,,-0.013758075572112272,0.025717426291737483,0.0018003721174806404,,-0.016273555983448058,0.056261640067471544,0.007230727782174696,-0.03289612090615987,0.0391260945553588
IGFBP4,-0.09854973681005992,-0.051634203474922605,-0.003623857361665547,-0.06671582001482455,-0.03092089510831243,-0.0047587758830706,-0.007956739870597163,-0.046170814434875716,0.07748696702719064,-0.034582716867923455
RSPO4,-0.02780852403632428,,0.01759779600084961,,,-0.016273553603072366,,0.017197918322472205,,-0.03363547736135562
LEFTY2,-0.020741323418801826,-0.013931033345491605,0.018299724464884544,0.007504294946973334,-0.057171589445723335,-0.01784415055570243,-0.013378408835452257,-0.02683785145550214,-0.019759431003941483,-0.0891415474342814
PF4,,-0.014271794911895187,,,,,,,0.08910562323123349,-0.026348572670173976
ANGPTL2,-0.029362481264025582,-0.04068636893145349,-0.011992720326094903,-0.07332431982107565,-0.06397950781176746,-0.010274113949208507,-0.10414377354631614,-0.12411606662454842,0.0209229732268254,-0.12315459108731856
LRIG2,-0.0395371376729956,-0.045227598858930476,0.033352344349993936,-0.02108794492987223,0.019025394826320617,-0.020218732665085115,0.05794738481252749,-0.00855703651357886,-0.002665223610774144,0.03708322692184869
ICOSLG,0.02838707676464555,0.004508044146863488,0.01707229314993078,-0.04887439152376689,-0.06174578508506927,-0.03088416578427887,-0.0881287806193249,-0.04387110215062947,0.025740628314866183,-0.015352258904508198
WIF1,0.2571599331616908,0.08315867023004411,0.039696232706253345,0.0690848105594896,0.21246854091590084,0.028122740674288535,0.18619110119320986,0.21878982571986927,,0.07154484026244243
NPPC,-0.0026410100436346676,0.05097143863150554,0.0194603665115142,0.03923840651365042,-0.015980051115208893,0.06529244461681344,0.11993745595415747,-0.0937596556526551,-0.02980205731187212,0.035779464091557835
LYZ,-0.00960268526974128,0.02947816037524438,0.0041769434737743754,-0.003234271697336953,-0.10221091912746909,-0.01616883558164398,-0.1577827869874818,-0.018695354862514002,0.02765405685267397,-0.1025858132711667
EREG,,,-0.013476684275730223,,,,-0.031483929039751696,,-0.017400209608899795,-0.030335012454564898
SPTAN1,0.08754117556738532,-0.011270593246005866,-0.0048968714225051165,0.057066152693044006,0.10258805341584543,0.046235052259796246,0.23709787264572288,0.15771692975432322,0.04794122880939173,0.09430949432545077
LIPC,-0.034957583855757875,-0.017472428239122637,-0.018813691089006265,-0.022663043375095428,-0.03931883390986102,,-0.01930022156287188,-0.013052395312661813,,-0.041089021880829676
COL8A1,-0.12186400639605897,-0.008493523482126546,-0.07315185442857,-0.046062959283997305,-0.06480437239742246,-0.0413520876848618,-0.03686589540808877,-0.12019221260202483,-0.01966048372166712,0.0423367153257243
GSTM2,0.002167904620732562,-0.04604786041289545,-0.017034358163969508,-0.012358364707708907,-0.010826051775678698,-0.00538391680607827,-0.05007557702248051,-0.04569421275612727,-0.019799727818586292,0.07481947869257559
SPX,-0.007430618788049778,0.021580968473274575,0.09866312780334967,0.0272076866617399,0.12592574116228983,0.02429269237278289,0.061817858663540136,0.13553425634756336,-0.019556951538798686,0.15650500477000512
MFGE8,-0.17224579525491004,-0.047487601979057915,0.014634435247113312,0.002184412411548281,-0.10934674773155169,-0.040652389731484044,0.0178207048241584,-0.04213246166272143,-0.029830659943302303,0.049738310080735565
TGFA,-0.07490701446827361,0.0024429210540282483,-0.04156598135630352,0.009194306044981466,-0.06892801575952148,0.0035728731225626374,-0.1231680962719271,-0.01127990780050316,0.012404013011174856,0.021972179169378603
SLIT2,0.16790569498619626,-0.01770300509559726,0.051890310384036784,0.08195409129327148,0.10851458410084996,-0.02322926048862982,0.10286639536610408,0.16301445914963178,0.0015900873465790174,-0.02354758504850596
PLTP,0.03349814186622929,0.0044435301356713685,-0.08102026627044101,-0.004396585612862565,-0.16719071674631042,-0.08518120448326089,-0.16565677816762994,-0.01630350280298304,0.07051653570258931,-0.02922875663330571
APOD,0.03613389741499824,-0.06699904866948418,-0.006492483046032155,0.03245858676793138,-0.1302786393423942,-0.019074977158101303,-0.16954854607777148,0.1220655776423636,0.0689230662940335,-0.005190879846670625
B2M,0.004237789793631377,-0.027796726969836504,-0.02392106991030586,-0.06885566699173154,-0.17752840511409348,-0.1087897168155722,-0.20752118730159483,-0.16039529971767605,0.10866708084388058,-0.1697950354502253
OMG,0.14317174965410365,-0.02724940291338149,0.005234382180745147,0.018262459249029032,-0.011663241270163889,0.05481718300334771,-0.035807288520560566,0.07335412957338283,0.055034315455037466,0.09980010557049679
CXCL3,-0.10878409139943403,-0.01434356638772421,0.008367121706583165,,-0.024260846740139775,-0.0174092625054268,-0.04432133730739106,-0.015656774294618907,-0.023716957747262114,0.036417295748119714
CXCL10,-0.01394361274794467,0.030255977750606306,0.010650438238947678,-0.019976102503699623,-0.1047076263202633,0.01723112585132526,-0.07320290368333049,-0.02488050910192176,-0.0016535317692129136,0.011355310144903038
RSPO3,,-0.01868859756288632,0.15762786459197425,0.04206420966588899,0.047121404852641,0.04782411787452396,0.15367404401546908,0.046644217189239716,-0.0023841454351037584,0.06041291658659065
CORT,0.09836994254829545,-0.007819763688891888,0.10962590020058942,0.06754710100266689,0.06637597581183276,-0.030876744595331674,0.013502828621517814,0.06061135371184463,-0.016482681424607213,
NCAN,0.038243536643767395,-0.02682271951471298,0.06543445664314346,-0.027473811961022093,-0.09742488756414996,-0.03560620833759515,0.17245067806356942,-0.11084722839589176,0.038057309468378944,0.10465620726231517
PRG4,-0.02920715153330358,0.044918099630734384,0.013259947871775726,,-0.02628441630821817,,,-0.01912874558845274,0.11494709069632161,-0.03667362349943647
ZG16B,,-0.019078298366230775,,,-0.0006791931603787175,,,,,-0.022478034792309694
TGM2,-0.042139705621223676,-0.00233031955584003,0.00612402638324486,-0.01451988924510088,-0.028353925451146015,-0.02399353698418792,-0.0004814893890305211,0.047217623396396284,-0.014249873538184887,0.06355275589301211
VEGFC,-0.01039607673116848,0.029159975490805505,-0.020735604707774316,0.02006781754914406,0.03678162279321774,-0.03484915293321842,0.03844315461675314,-0.019521647342200812,-0.03302528632473963,-0.04239235590400762
WNT6,-0.03872168321622617,0.03942085591596897,0.06170693871532649,-0.014989776339699602,-0.025847281643748516,,,0.062540405330501,-0.016840648775492968,-0.023226553837524585
NRG4,0.054572178977925,-0.012671671881190354,-0.019187004093582267,0.06488649931517147,-0.02045950285597438,-0.04095040492366867,0.04257827380374172,-0.02277427861410684,,0.054847677990838284
PMCH,,0.008445847334820537,,,,,,,0.08364165330250697,-0.04473183487153499
COL9A1,-0.017563975798369356,-0.0382720547089903,-0.03936667973673975,-0.04872517303238647,-0.011135261569678446,0.043199341765637486,0.11010049504621602,0.00047913347648526164,0.056526444498485845,-0.004076666104872035
GDF11,0.041248295074115475,0.021186598698315615,-0.05764836275482656,-0.05379621816182057,-0.10744353114390631,-0.056916653268188934,0.017372994615314184,-0.02781589568782603,-0.0031240885477015192,-0.043051656850214955
IL24,,,,,,,,,-0.01549991519321166,-0.013339816909185351
SORBS1,0.02637547507948454,-0.00548885263469069,0.006456934703225732,0.02451868353929781,-0.04319315684002703,-0.01973817072692456,-0.08295056351156531,0.05436830368037165,0.034250980201825564,0.04327034814349061
DLL1,0.0854808150857849,-0.04354628258506312,-0.023448620411577616,-0.030559666519129718,0.028832066714104737,-0.004237494317465038,0.009699151142060138,0.00265692892204933,0.01324863131513954,0.17552936955894546
TLN1,-0.004244355775981206,-0.04419981709640881,0.001970809430039516,-0.005010117865369564,-0.15331806415050386,-0.03160899388500832,-0.16955260402107472,-0.11195950589028779,-0.03150423590737894,0.014605259540032863
COL2A1,-0.009646145450671694,0.009333981081610439,-0.012031224087198412,-0.016239557145258824,-0.024260854996374797,,,-0.015894840292027278,0.045202311880363256,0.06928200942923947
SHH,,,-0.030499967070764567,-0.01772554206343869,-0.019071979875190548,-0.01868494453428894,,-0.015169919485748265,0.04295030409794719,-0.045739054368413384
PON2,-0.017828678659453465,-0.024208348595495744,-0.028040997581453387,-0.03548607086166779,-0.19707978313976518,-0.04206784217731905,-0.04411730813396714,-0.07500899834777583,0.05614274759438439,0.10304895018132357
ICAM5,0.16346403534966258,0.03297007489744403,0.04251793574519855,0.1003906758147721,0.10964195473084186,0.03817426152303382,0.14369874475927513,0.029966597068268503,0.022491658209734807,0.07933044250013938
HPX,0.04146641980360748,-0.034379182527531055,-0.013003250920912078,0.009888765680562671,0.03525860940034409,-0.01627355432439822,,-0.010117869626132541,-0.04261620393786035,0.03327641604716261
SFRP2,0.007647048393658018,0.10899626972271755,,-0.012932656820791089,-0.019362417406178847,0.04428443561920309,-0.020860213930455437,-0.02975949984356213,0.06136056764931896,-0.04627108095276081
CFC1,,,,-0.025329055342575988,,,0.01951539822563187,,,0.14972841985007843
CD70,,0.010353685667038743,,,,,,,0.0004840319982408133,-0.026091178828796423
HP,0.0443552698390517,-0.02623928588056782,0.0895361637194903,,0.01042260680343681,-0.02434257043874623,-0.0560272336675586,-0.04606444157900066,0.061629678490739095,-0.019626331908066907
CXCL2,0.023360942637664524,0.05270739201748311,-0.032358108377852364,-0.023167349812174685,-0.007413219093438686,0.05400251524658722,-0.06011109230269207,-0.030024916668876574,0.017132810825191126,0.013334743970443805
NPPB,,0.11752461519630547,,,,,,-0.019521648762066204,-0.00823295454687403,
CCK,0.19721816275134843,0.07497107695392059,0.08362502703696911,0.05322087174434949,0.16818087266644516,0.08100950761452316,0.22059122861038838,0.15417056757625724,-0.010157037590682379,0.03157388547850575
SEMA6A,-0.06008568329857483,-0.002021361738201835,0.04432808116056368,-0.03857152606116488,-0.12816456438642368,-0.008146452260132366,-0.12645114720208844,-0.1287873867761497,0.01877060380191043,0.02275032727655617
IRAK4,-0.042157236006412004,-0.008872831983736507,-0.01281494188904,-0.026651750115177328,-0.05213374693660458,0.06769495471011391,0.03641973286310829,-0.0032568317803132016,0.04389499636948382,-0.030628218444919458
GSTP1,-0.028516895165676157,-0.01961550029860434,-0.07055213612810328,-0.05625240612798553,-0.14330569054489412,-0.016321229407492213,-0.12891118795949572,-0.1569109572968543,0.061436057806822826,-0.005745891723153319
VCAM1,-0.09472670049356476,-0.03480696504422534,-0.017381308005334342,-0.05153351770673366,-0.11845409649473009,-0.025336024196440182,-0.08105004628552569,0.01006207501667905,-0.07207940033287168,0.0670777171429611
NXPH3,-0.0849332202663493,-0.0031427986185561473,0.021930738224697325,-0.031095629598054512,-0.07646597892830227,-0.007448148667159953,-0.007296409347804134,0.03700386983178283,0.05290221344553719,0.061923413271850254
MTMR4,-0.001760565598568561,-0.010058958425592136,0.01332457882009371,-0.01832863722191152,-0.010762763242446759,0.056315033443401254,0.07728446588303528,0.06750733479809765,0.027185948062546903,0.07426155659410098
LAMC2,-0.026351909712790805,-0.0139313045929004,,-0.020538418700400587,,,,,-0.020355737841432714,-0.03363549587759541
IL10,-0.013873783301266124,-0.029435315314084276,0.002305891682378948,,-0.031835658617380996,,-0.07461728124224126,-0.017474651047638463,-0.027717243738811393,-0.058511550093027415
SEMA4D,0.10021901786245643,-0.03326490333928221,0.010195322188757572,-0.018763228314538458,-0.0034674377007467574,0.023426251618348694,-0.12019473155840588,0.061209202041220774,0.024655992563388983,0.09001631842086023
TRH,0.025622117553136765,-0.028931784731002844,-0.011839636666187908,-0.028096951866477156,0.01731826740837934,,0.004271765594597193,-0.0484142457019932,0.024647121819726336,-0.0813052489437958
SEMA6D,0.01705542995252412,-0.01908437657090149,0.013945560709738803,-0.06984745685675507,-0.08951581859158615,0.027675053100019383,0.0068571320031713505,-0.021065285077044547,0.011269838561663557,-0.03595563955161555
CEL,,,0.07081158331908191,,,,,,-0.008636434612350403,0.05433213558824368
PDCD1LG2,-0.018159315460890665,-0.038858561007906856,-0.012723242478872542,-0.014423118245167307,0.03559570779764073,-0.00999193566939654,-0.06421037720562002,-0.02989246625010648,0.09720022193120295,-0.02765299163238201
SPINT1,-0.010610646034547136,0.002618054723545535,0.07629408329773599,0.022605844621224145,-0.02094395443197878,-0.02659456803331761,-0.048911355248338846,0.08350018589477727,0.12862420300728097,-0.052365608490322436
CTHRC1,0.11285327666165688,-0.04016103376591456,0.00469750771182958,-0.06555720555145715,-0.03901449608505423,-0.02755320385269325,0.02921438473097445,-0.04024138414754035,0.07597971453168009,-0.03145126335299673
PODXL,0.04430921400517783,-0.03439673007489526,-0.008872265312181299,-0.042584085647635515,-0.13644153508212714,0.0007484831017462212,0.07317519533132874,0.06373634841238732,0.06337789998627083,-0.1457146673954949
JAM3,-0.06243583851715975,0.0159404000913252,0.008070119370341735,-0.009926428283251751,-0.11091712563010851,0.018668432755394662,-0.2128978757214638,-0.11339798305934459,0.04932086233345923,-0.029995457832822075
TGFB2,0.06153880047482064,0.05066858783191857,0.023566857502764882,0.038164670496928635,-0.13809266484949706,0.0038400991705492275,0.03576741846935206,-0.030392879350755176,0.07680084605395056,0.11087744736726014
COL18A1,-0.0487371011924576,-0.033707456575631366,0.05217150392184185,0.014399690759893214,-0.10722022633275632,-0.031031604223380173,-0.0070056632061199185,0.0016652476309261107,-0.012124931245171078,-0.0477836544795926
NODAL,,0.007586820940497553,-0.028515703680987603,-0.021533670459645892,-0.03667346550727993,,,0.037832162103369746,-0.01914604646437589,-0.02955871341752912
INHBB,-0.0802213865173261,0.007734742242567011,-0.014526254306324373,0.028034879494109016,-0.0029887802544044098,-0.041520900592453926,-0.04585944839097031,-0.07390172940736428,-0.0038422739465365234,0.04770137006137567
LCN1,,-0.013931307727500656,,,-0.02129030751277643,,,,-0.01808101922639777,0.0427449814617219
ARF4,0.0003783495662541568,0.029321186439799835,0.014868802575366194,-0.034870377679099604,-0.02074581078537567,-0.07893923511923104,-0.06828617784419928,-0.12421299850678287,0.10155297176470372,-0.02391111011334677
CXCL14,0.09155073627148873,-0.022467804494643317,0.1335369828458311,0.02687622276785453,0.06922419321111026,-0.04125872786104612,0.10299473832666743,0.10306048304314858,0.0342253400800395,0.1048638446158595
LIF,-0.08726316764417341,-0.01300831563680862,0.04143627635661351,-0.018195924316286218,-0.05623675294227193,-0.019292670169332737,-0.044000968738592855,-0.03233019161835719,-0.07350047349856924,-0.05610532557737659
IL17B,-0.013505052255514611,,,,0.04131510983508109,,,,0.07483540425930153,0.07263386143690885
MMP1,,-0.0013956564402619828,-0.011839634083405319,,,,,,-0.029802055379765047,-0.05139413843916688
MATN1,0.02305808548103247,-0.018291400630211684,,-0.017566177509131208,0.08109699451357306,,,-0.015894838313990457,0.04999062609939166,-0.02430872720577258
ADAM28,0.041394938817601395,-0.009474467378938183,0.03718207557871172,0.02622472426100787,-0.07133028137914801,0.011733647061535605,-0.1156633465060893,-0.05578504010324373,0.01604079076153934,-0.051191384063488554
TCN2,-0.012092759780719825,-0.029781683392922125,0.06771116617818475,-0.06101292854338225,-0.07969373423415545,-0.01159822543713564,-0.058498715615919857,-0.0058652183489466434,0.04984970162182631,-0.006363701828311155
THPO,,-0.023834452382585004,,0.03469764681020948,-0.03371870975945442,-0.02007585539493942,0.032105005674741977,0.17703744416282116,,0.031069407703563784
CUBN,-0.0981820553176319,-0.02393926824308243,-0.005379973068198999,-0.03124972228001282,-0.003957000429416122,-0.02316156098274613,0.10113465065315477,-0.013993307062567174,-0.009396847045659346,0.045320291701763125
TIMP3,-0.06708843929250631,0.01260216363580947,0.022155514522558532,0.011240566808721065,-0.08538073203748094,-0.017507956567520917,0.02123077679667375,-0.03263279366149206,-0.011130632669167686,0.01811756435101933
PIGF,-0.0674348164912439,-0.006984436342317911,-0.031224875644153997,-0.015282094932123092,-0.07528464076669096,-0.055833882880297656,0.011993734011089921,-0.11076826369449648,0.03904405676471378,0.0405736377823077
CRH,,-0.016322185643472296,0.04814614146869034,-0.014803163395698838,0.07372545015131794,-0.019565775098478,-0.037469973824672896,0.07403491115996767,0.09598591089806921,-0.05323994941687076
BDNF,0.07491998068259118,0.007475241610131844,-0.026229975382900308,0.000417735373506475,0.1706333589068197,-0.03265850587324438,0.0064876901857425,0.039807506151170624,0.053729757826354134,-0.08797581840164184
CCL5,-0.08141522517087116,0.04793711178313563,0.062211453274881465,0.012250430983548069,-0.03172307154072146,-0.020656347895767722,-0.0527157305924974,-0.02156326209309427,-0.015321889306998886,-0.02779109548564208
GAD1,0.16723985504997468,0.06223904884779504,0.1100047675448968,0.09838052798413749,0.1706850190896234,0.06007591598970112,0.24485391995530603,0.1892250857685339,0.05113678385764062,0.10149268852242914
COL14A1,-0.023764222615787405,-0.012207137669418541,-0.0014832522459988127,-0.02291640468416544,-0.037767774645305646,-0.026296561070747664,-0.01445617025640565,-0.04644827860286339,-0.0038431266396295534,0.08521982947624941
HLA-A,-0.08859321708646982,-0.05406376026080891,-0.06318338676802006,-0.0779409502507975,-0.12931808982153892,-0.06004688062714019,-0.22216891186762006,-0.13889261464403,-0.02633889753259056,-0.15111943888193105
CD5L,,-0.01632218375511974,,,,,-0.033029308012733904,,,
FGF18,,-0.014768626161217857,0.005588563683740241,-0.020538415708568014,,,,,0.002213057303425938,0.027369305758522956
ADM,-0.08016119580258173,0.03090955369609323,-0.018105843125836355,-0.04160301748136085,-0.006865116629599463,0.005634385878886244,-0.05400663425469957,-0.10090000290569974,-0.047644157920185094,0.01793108448698553
CCL15,,0.0761831435402672,,,,-0.000901564333694754,,,,
GNAI2,-0.058566288687620545,-0.061905873272466556,-0.05973752260805583,-0.08886891208953453,-0.14310715809311483,-0.07584635278587563,-0.12448191184287634,-0.08689775540296982,0.10909275189463331,-0.035288789076884444
HDC,,,,,-0.06364146184997875,-0.024439771741612087,,,,-0.024308716196580094
COL11A1,,0.017866039688438508,-0.058012691501455355,-0.06273551265083979,0.033483783797249846,-0.018441261250519,0.10124483504350044,-0.03157045192959263,-0.052387667138434464,-0.023411129863364438
NUCB2,-0.05499734719107515,0.024529483080896055,0.0006743383432315189,0.0458001800600958,-0.012350194090536304,0.011514201150320135,0.07532505511391949,0.01127288465599253,0.032896116774650944,0.012857432931254728
FGF16,,,,,,,,,,-0.02395307969837553
CXCL1,-0.04109068175677589,0.02945273968184286,0.006571075238742952,,-0.014770368342744403,0.07823227707591653,-0.01869274400890746,-0.021563265748962408,-0.0538445778724565,0.019059545191945117
VCAN,-0.020441586672517047,-0.061540642813862116,-0.06033051033438338,-0.04395489872099212,-0.14560317461795386,-0.03483341018277356,-0.013075547322621738,-0.13163704973895035,0.006515570193641746,-0.0042336842000677225
