,UKF248,UKF260,UKF266,UKF269,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
CEACAM1,-0.03143897241746385,0.09699207573427941,,-0.03099171739911253,,,,,-0.052467137369642536,0.05555624159275245,0.05641212132658795,-0.017347326156583822,0.07365901135398328,-0.01720380568345915,-0.013777746384272097,,
PDAP1,0.07388863890119662,-0.025617101967758012,-0.00991754393211159,0.012146538541037574,0.03445436650519328,-0.005916908451177778,-0.06137002824826537,-0.0009339019569396487,0.018190983912066406,-0.015555218025037888,-0.062010803447841524,-0.010207553038819567,-1.1436219000497242e-05,-0.029740417721874628,-0.019450213537145537,0.03010971730308599,0.0568987408039965
QDPR,-0.050894992900031105,0.014920922951577091,0.09314448983866681,-0.039942326069771675,0.023857147986089323,-0.21373533089418353,0.0091919935798836,-0.08301879572087627,-0.028008200472350676,-0.0537533563686688,0.0605351228768152,0.0641469582689122,-0.022015326586050567,0.06682149251131171,0.020143632095126873,0.052325197450858216,-0.055931022483880946
POMC,0.062489596366637576,0.028280711564255392,0.006089922301285718,0.0087931974364473,-0.03064292983512411,-0.014715618173435602,-0.009167122993468056,0.047898172382607594,-0.05630540858362167,0.004293788743232411,0.04152365579699322,0.07780753964630815,0.05183687127434521,-0.014420380815487577,0.056713477558190735,0.05172078059381494,-0.0057214769199536875
CCL18,-0.03923286709627086,,,,,-0.05188473918787314,,,-0.04498782731927955,-0.02373574845696947,0.0045130783874041,0.007660680591178462,,-0.07906876812420023,,,
CCL17,,,,,-0.034679428863196526,,0.04395396549379424,,,,-0.02221201532320397,0.07689703209299914,-0.012383277701903972,,-0.023766194064558575,,
VEGFD,0.02502452992507141,-0.012629726999077391,,-0.026569001459464017,-0.025437780464245486,0.004677484769993357,0.008550440843750817,,-0.05068381627596211,,,-0.00368091400434081,3.428412407011593e-05,,,,
TNFSF13,0.053320505819421334,,0.06307369529220243,,,,,,,,0.0451518332740405,-0.0035576806756536694,-0.01633049266797621,0.0010553527092770903,0.04652256620245455,0.04629384572972242,
WNT5A,-0.006759888956913733,-0.07260542961735308,-0.04505307979119866,0.04048631426591536,-0.049171543055740494,0.04167247850972279,-0.03925236111744075,-0.025099923012028475,-0.019719956891822817,0.0008655567510920774,0.012869649212307216,-0.023472487020105536,-0.007202231411288067,0.0457941202907201,0.09632091206045898,-0.02415310375320276,-0.08321247450691328
CXCL8,-0.004620597734209022,-0.039915648740420584,0.016800177666688166,-0.015335497719979855,-0.011622323124997997,-0.05713648260613942,-0.0658836328658708,,-0.09442769031669167,-0.024700341438310264,-0.08599857500063769,-0.11055111971155687,-0.018036608918965857,-0.03484393970663864,-0.004540213886738156,-0.1373467873609196,-0.011756366675346986
GRN,0.09955975121957704,-0.020128268262530516,-0.03525105026571836,0.04314209801634289,-0.027345054178892516,-0.16421294368431158,-0.029381902080301985,0.0592314905981602,0.01446232970757331,0.11228536356689789,-0.009639110195133478,-0.016677153694477396,0.06269107594153787,-0.021196819543061154,0.057956536292333806,0.04328218062071062,-0.006550709740205035
MIA,-0.01695751328833662,-0.03832295565823258,-0.005557256872535123,-0.01993981088046639,0.07938627554387119,,-0.007884957522403037,0.06987648463256928,0.014681045223397473,0.14881754019393742,0.10420297526414417,0.09049444550168442,0.06046473753809141,-0.029830334039106933,0.07417896426710863,0.11759650307445943,
COL4A4,-0.047118354624756414,-0.023649822614324436,-0.02393329437158301,-0.01562840992609777,0.02448576361172169,,-0.029111480358649845,,,-0.030009402361865837,0.03388100303856122,0.07140572245567865,0.023408928358604378,-0.01145340929598086,0.002948869255275763,0.03474084334544844,
TAC1,0.002981884071941161,0.1015440089181022,0.10385393353774813,0.04499203745042315,0.018698753056685738,0.1519053593820649,0.15782900131725497,,,,,,,0.0486846715044748,-0.00372144980638587,0.026620571953733293,0.07989339399956509
RARRES2,-0.04774864198388687,-0.05181312022644237,-0.06420667362972796,0.004235630878145185,0.04045149230527152,-0.05642761504525632,-0.08799044982308606,0.016251267014882408,0.04046258556769282,-0.03247576778233241,-0.05570117693769339,-0.0407286987702064,-0.03080586154718591,0.008849526066113897,0.03529055808369014,-0.06277393758023282,-0.007249616048679416
FGF7,,-0.02418225412532911,0.07262782109506075,-0.018115997687497908,0.006956954814179909,0.0020011607463616436,-0.027978012254818413,0.0646203489814644,-0.06230366276688663,0.021021576973634666,0.08470231794305629,0.03424354506459933,0.024498603335997023,0.04182645551592415,-0.004511623794542678,-0.019530237937872147,0.037376877330425634
EFNA2,,,,,,,,,,,,0.029178827215807886,,,,,
HBEGF,0.07583600794759386,-0.017779752640485917,-0.04708791858740267,-0.014635919265612996,0.059517892898437265,0.021219355569466955,-0.1063045427818807,0.12519399586803895,-0.04710677260091628,0.13056629020000107,0.05594343954606552,0.01026004078415954,0.05602223250718306,0.013790220882379854,0.013113011449548014,0.08508692673842785,-0.03676883797585841
CSF3,,0.0507435148233436,,-0.016534556892274052,,,,,,,-0.06587386428068213,-0.01039024628016892,,-0.03117646665227917,-0.025022135981808708,-0.03823923726147971,
PI3,0.021445845235338264,-0.038742913421758916,,-0.018618129293229944,,,,,-0.0016144951309921413,,-0.14972252776324324,-0.10543188724885244,0.0552136328880047,-0.035758545421261556,-0.054364788698727746,-0.07816256104525161,
PCSK1N,0.001760858687020665,-0.02950729692011615,0.02425056896141514,-0.00916148859208317,0.07415987669802222,0.2747750313714598,0.19308701108597373,0.04099469543541185,-0.04345410626837051,0.0418584478329128,0.040776492923692606,0.04947093685887923,0.026313610952368834,0.11492410367663208,-0.05317708502286345,0.0165729677728749,0.17320768807813963
NTS,,-0.01050951460238144,0.09057765201160606,0.055294350287306525,-0.023880529087245556,-0.034351763395752556,,,,,0.02934598244919447,0.034680923320221164,,0.0844451418675022,-0.024915923650370878,,
SFRP1,0.005799840183914953,-0.014408331329888042,-0.022196237094712502,-0.005446638196086546,0.0072807131950412335,-0.05132837560405458,-0.01790493698773714,-0.039542384308477854,0.02775116991781694,0.08846782455056305,0.053138769014170896,0.02751136029444318,0.04472083035995722,0.00776396701428331,-0.03619332162528356,0.03325346663205746,-0.039379719403343436
CXCL13,,-0.014278840350715506,,,,,,,,,0.002958866239785477,0.0084404725619405,,0.11522478733319465,,-0.05884070707016143,
MICA,0.07506687696166946,-0.0012760757675918406,-0.010852781923352074,0.00709875554508411,-0.013413011722837606,0.0018666366590305958,-0.007887386463736306,0.07736940216627294,0.014508098186538062,0.0714858085326947,-0.026177269025552587,0.012443362472649842,0.017223609485989683,0.050619008439341875,0.0485845581622556,0.04850505406579507,-0.05317946741923901
TG,-0.055720846280925496,-0.030559517829125124,0.03632475685581738,0.05908805801575066,0.008151180678911145,,0.024417785679214807,-0.04941110266250133,0.0020277496788801267,-0.03864734785505184,-0.029514215042436263,-0.013630319168604335,,-0.006793806405835407,-0.01314291368679322,0.0820684649057663,
ADA,0.10285681582576393,0.01800650337204622,0.011987577759834995,-0.016508970646012037,-0.04076011808992463,-0.10721849061541283,-0.014357700609643814,0.0497384801227622,0.13046155955501146,0.03044707966763604,0.042936047973737686,0.0530851456611391,-0.004601429314913377,-0.05353908828062184,0.08587194239293088,0.00405646626826204,-0.050144023727586924
LAMC3,0.12825618243993245,0.07147679330623925,0.011163585081893057,0.09117494983788778,-0.01745339023731672,-0.07043980688797086,0.03884640842356236,0.16731864261308063,0.1838814295571783,0.08663440411813363,-0.003392050197811062,0.11458688281940341,0.03305891717520933,0.02205887302509956,0.09013825115131391,0.12508483549261376,-0.04897222672576221
CCL7,0.0318403516348825,-0.018931106044061587,,,,,,,,,-0.03329069108613796,,,,-0.026220772995934234,-0.08853349133639934,
NGF,0.06954991181741044,-0.020206985327404964,-0.03218198206815368,,,0.09381920154233223,,,,-0.0157696257408371,0.017698507470072303,-0.028705211623716802,,0.01972606923972129,0.018639737958252748,0.03188362949314674,
TNFSF15,,-0.014016526673780307,-0.029823558116098877,,,,,0.06047179121009537,,0.02370576707809523,-0.018007627316170217,,,0.025787971506767118,0.06905606348158373,-0.028279035774021466,
HMGB1,-0.012466439351308917,-0.0001211228167978711,-0.041016752296380514,0.02070930630356432,-0.02328367919887563,-0.07631364935965655,0.07205433887584797,-0.0389412916795668,0.048387182694193835,0.09450522382791475,-0.09261753672372691,-0.021730154640405282,-0.10963727031340831,-0.027187349007112716,-0.01179739755107768,0.007044330475351963,0.029213998401510323
ITGB3BP,0.030575237080612154,0.005574078333223584,0.02456695583202957,0.01952046590127057,0.021065249345822868,0.015419908716566094,-0.0700422495038471,0.01866261003640731,0.02706584093510335,0.07246741048949427,-0.0404150206821799,0.004318662259205233,0.004145512013295786,0.0003135001983339485,0.02392465255624773,-0.021600329315545286,0.02020448555151703
AANAT,0.0031542415918354664,0.10037286212846701,,-0.014914617773696391,0.04431685941027706,-0.03229573083977662,0.03341768397077498,,0.016940189562942666,-0.024721776976368393,-0.029205329547970862,-0.03915575944631367,0.004949982487340988,,-0.02774267129304634,0.16929788639369306,
RELN,0.009981194695755013,0.07353404994617141,0.002513525038447321,0.05380312851841445,-0.01714251679255773,0.041887763794033486,0.08413751128718285,,,,,,0.05618135058331695,0.029266842270087846,,0.005403153649112291,0.1618105951289003
IL15,0.05734842525700522,0.009101219421936205,-0.02780488393803724,0.00977367299525983,-0.04822806971863165,-0.058120893803990874,0.0023064128315867386,0.003602506635750819,0.016761956630504254,0.06479863844274608,-0.04455844160290735,-0.022019398994125867,0.0740595627402045,-0.0021528154658494295,0.10079990622843739,0.024577498026144885,
UTS2,,,,0.05579975245101871,,,,0.04453811413428426,0.00419934028345338,,0.16686600285050754,,,,,,
BSG,0.01013546095643901,-0.022991272184080487,0.09220294277576617,0.05010510574445866,0.07176813876442367,0.18690642553301373,-0.12680695705638736,0.06880140891819633,-0.09615840389951329,0.05197389557049715,-0.050999703939188706,-0.018491583375622192,0.035882104089816486,-0.029933786353225342,0.03983693311072377,0.04344949458892165,0.18793266763324548
ADAMTS3,0.096774073161005,0.025062485968361345,0.00680649587519652,0.06066894987419738,0.05196806847416059,0.0030768256989023644,-0.016820261276341432,0.013201526234686865,0.10999002375821482,0.06607874701618835,0.09881680080210976,-0.02958857854782667,-0.020361437408825945,0.038105490956892855,-0.011562906206477024,0.09728629615999576,
CD34,0.11037971092723653,0.03850127198478655,0.046257736467787525,0.03182305356608003,-0.00246843864011678,-0.010233460114801493,-0.007131319981475203,0.14439382238237852,0.050257306179268095,0.0804920629710245,0.012123892295479428,0.07141466312118712,0.03084400207856667,0.013935095144783378,0.07646573074938477,0.06424093924290641,0.010585216982493569
CCL23,,,,0.11795410811890795,,,,0.07565724096247668,,,,,,,,,
PLAT,0.10500058094575464,0.011029524832990209,-0.05485828382223099,-0.008543986367182855,0.0430774627990248,0.010290628522664795,-0.08863231740721152,0.14974061693061666,0.09223997396410055,0.06940529223897127,0.020047425051275717,0.05068260071233483,0.0811869285107375,-0.018859164004146743,0.08001799821403296,0.06363513823529997,-0.0927577670235485
NTF3,,,,,-0.009650441108323169,,,,,,-0.011882089449204662,0.1244298104804971,,0.09400901605044897,,,
LTA,,,,,,,-0.025436985042374016,,,,,,,,0.019711327418423647,,
CKLF,0.06705453617351351,-0.024797676938587147,-0.022991492627743724,0.010491554004395548,-0.06859794428915401,-0.09689768369631727,-0.1334284199959231,0.05787705358310887,-0.031513498746855426,0.13898732975542835,0.04129109675939825,0.03186647454223665,0.07866547270612335,-0.034539855706603874,0.043282056969543216,0.015040832090393138,0.029011657888604266
CD24,0.03506648891560585,-0.03184977374093506,0.03644761487719849,0.03693149848045309,-0.07337073057831821,0.11767771763416149,-0.01737990460381458,0.15668697879016558,0.06996092336279713,0.03514371487239943,0.06043559055125468,0.04566423238953454,-0.036172006027849445,0.10734729933585095,0.02407058948455265,0.033292435073029626,0.16066786768813232
HSP90AA1,-0.0009532269201530563,0.09389431883734507,0.08219571462381434,0.01723721441709399,-0.003151677434683638,0.25668835299156956,0.15554056000779612,0.017574562224660206,-0.09979810463744371,-0.0645789718908885,-0.1511735748978887,-0.11827615434255952,0.019377528750781695,-0.04383849392737342,-0.07897326935400065,0.029104543161818937,0.09387072618057932
BMP4,0.02119978134244608,-0.024510028927093107,-0.031952073741698755,0.024877706135821378,-0.022048026596121054,0.1441493981940506,0.026158464610312473,0.14833632427546697,0.15392631253405792,0.002109704809996705,0.07992626271956008,0.06142727960524834,-0.013269109223155925,-0.01572712641744338,0.02597994408119695,0.059095963893206725,
SCGB3A1,-0.024955415282655456,-0.015040447868233608,0.007227132648854165,,-0.02440283895768175,0.10091234299930098,0.04071168824598297,-0.05303614564621544,0.1047007346236774,,-0.02165733123130179,0.039065591165211015,,-0.02793001347761337,0.012641189407571056,0.045024539250675365,
IGFBP4,0.1400381928352423,0.027259812309174868,-0.07272937147233137,-0.011725957137464497,-0.005576535463809747,-0.013557640272763355,-0.0433581751195524,0.18769283506866888,0.019485143925026455,0.12134407115663205,-0.03844913949421406,0.034081611443113946,0.09683707006092829,-0.030097932260960664,0.08657281868327842,0.035621719207930724,-0.005534879577550339
RSPO4,,-0.017359121742396014,,,0.010839420923933512,,-0.03528510284485252,,,,,,,0.041030716904182606,-0.04924419429905601,0.12313292231470072,
LEFTY2,0.14286248676112984,0.0671363269831632,-0.01002929996966786,0.07884676351359789,0.01863688858416616,0.06387456392310704,-0.03140167396386314,0.0606739686648281,0.1537593214491436,0.21445970438298984,-0.028260026859071846,0.02764473702654117,0.06659273734522923,0.001341848753966347,0.038603989914997715,0.12825059133966654,
PF4,0.07000092435093412,,,,,,,,,,,-0.010267292995131154,,,-0.02571840338233553,-0.04971359156183805,
ANGPTL2,0.07471569435281811,0.010518575642618749,-0.05789929207473652,0.04842076160995647,-0.06336181131705819,-0.13133880316606567,-0.14532510887429445,0.06705406218357761,0.1263624717137844,0.057916332730463635,0.06081535924358936,0.11507038481351908,0.003798157721977502,-0.06799247071616184,0.06276690812457796,0.05582889680678464,-0.08042207074760885
LRIG2,-0.017841035497788642,0.00010225099669018932,-0.00704677082323704,-0.009026962592098045,-0.034304597821824996,0.03385840882131591,-0.024230264252144057,0.02628715292997068,0.026884835162769946,0.06132537111469763,0.02552040943808986,0.05281819786804419,-0.018885687628785737,0.0387464413775275,0.014213001940662339,0.010423914060957346,0.04684224178460589
ICOSLG,0.12209928515580533,0.022619672422423524,0.04202947244490611,0.018222326404621875,-0.04631202453493607,-0.06164189860065395,-0.07268570975070052,0.0013001142676220168,0.0017778003128396107,0.1075817932688024,0.03243213238409213,0.0917691007493684,-0.01491534922361412,-0.018289724724035873,0.00740790152366224,0.07599329832244232,-0.026728599340574807
WIF1,0.03785361400048485,0.034409404832321855,0.030276514607009086,0.07245049713146626,0.03239746334818233,0.07103263323789004,0.21973093330044113,,,,,,,-0.0029826822593505635,,0.04016870325023812,0.1222918058338665
NPPC,-0.005947594064931734,0.04473503079340316,0.036457863185165036,-0.0008677854564242823,-0.033913969297519796,0.05857359918707015,-0.10556399704293468,-0.037970992269820196,0.0326937770813095,-0.02960175429592876,0.06911032928701283,0.05197653888127183,-0.020537211253744265,0.014660850836477236,,-0.014945702067072257,0.025826162352965698
LYZ,0.06636511807364169,-0.0016718284527418845,-0.04996880743055366,-0.003008076005144999,-0.020099442388618077,-0.12309287753228934,-0.001758823208816263,0.05750427590674448,-0.04781694172243358,0.09228852519805103,-0.06322958588061105,0.037599949529771755,0.11516274286591519,0.08669794852825392,0.032986508181361986,-0.018524495424352066,0.04945047669666058
EREG,,-0.009319105958950961,,,,-0.004605566116897907,,,,,-0.007863460707353633,-0.0019306307944633766,,-0.06911995215083072,-0.04790529438329265,0.024134135634604113,
SPTAN1,0.018674349396002158,0.07459354660208745,0.07751970835689079,0.04011315059269649,0.043180121287293684,0.2345449313465017,0.18445400012018462,0.010657628187735652,0.07199618494801983,0.0034325958837078114,0.035114582519108935,0.03151720524714553,0.05689778294578987,0.08388339710674726,0.020504530659138685,0.11577429315951837,0.03781096339988537
PTH2,,,,,,,,,,,,,,0.06924534678781034,,,
LIPC,0.021014837388391126,-0.016806486994624194,-0.04311824544367729,0.03853587485640754,,-0.018588665931071578,-0.0033890148468233385,0.03881171673156187,0.05601325588286071,0.02674820987789126,,,-0.04294357301623558,,0.09035013052655184,0.05451275828880309,
COL8A1,0.09343140015650407,0.008482886980936773,-0.04438174562422859,0.07055688235526456,-0.031094231866165903,-0.06715158419611714,-0.0773230926390379,0.08438928542643925,-0.027099153539080077,0.10938173857832682,0.08139402656052058,0.029991173913206538,0.027702242141571028,-0.024082857201954598,-0.015653327257333767,0.004894751842493594,
GSTM2,-0.01605290136610065,-0.010362477470388447,-0.02351277336983997,-0.02638516241323145,-0.03333177571192087,0.05055116170930547,-0.0706858677630982,0.007423646770553877,-0.06780051353533692,-0.02031522907158425,0.0721541429767034,0.01600954416699189,0.05153195834837818,0.03677726933037267,-0.024465674196825986,-0.00044192710957967655,
IL4,,,,,,,,,0.05400879842615219,,,,,,,,
SPX,-0.02995472021906472,0.18484865511013276,0.05546785975264076,0.010351025072298334,0.03157446739178476,0.057751791973007775,0.19084641038589722,-0.0021308102121921687,,0.09433684393669131,-0.02003256874461281,0.04496309925147966,-0.035213188495524614,-0.05055212001811687,0.017142559126737913,0.05604866671645995,0.023724827239293117
MFGE8,0.0680697421602259,0.05008177807126084,0.004146439574813439,-0.02793638227293257,-0.043164345230366816,0.05383918759631671,-0.041254984849814394,0.0677552201283586,0.1488635603600237,0.10355330937177645,0.07007150981379026,0.0012016475781385662,0.052587107474471526,-0.027349137846419125,0.08778110480722184,0.07459884467450258,0.011407757060298252
TGFA,-0.013793708607361468,-0.051323799231126684,-0.05173736296210953,0.007939437555013274,-0.0005844634560980807,-0.11360043691331764,-0.02651780020042163,0.05204866865792284,-0.009391887962453774,0.02909604539350916,0.05809342745766175,0.07385433871558507,-0.06022633798572217,0.10085601669051335,0.06118341122530991,-0.023940919381858,-0.1230862824396575
SLIT2,0.08485987426279362,0.043260127592530985,0.07009175464518992,0.020200383437089457,0.02573256150684944,0.15772807508017742,0.13984733391636253,0.11873989658086821,-0.08955134857352856,0.11342990147786043,0.0099668333479657,0.039271666305636145,-0.008440517659201304,0.008594158728916234,0.020140367462563626,-0.02423811959881566,-0.02219524616272128
PLTP,0.014674110343906586,-0.04009919593096093,-0.11529981421016278,-0.02751386355660649,-0.09834757541997957,-0.19021231724823207,-0.030291061105656894,-0.03784833600059205,-0.001456214099933291,0.015191505194523572,-0.062125850037085706,-0.039030346129244366,0.01807704876059329,0.015343349608744346,0.041660445372391906,0.09868957789918889,-0.1386633602189744
APOD,-0.03148760936443263,-0.06358872564396613,-0.05220009909677316,-0.016360611130573334,-0.026828795470021618,-0.20678682815439,0.07842931302248023,0.0034859848785270525,0.05966596511386999,-0.05707939868532657,0.154538682739669,0.18748617562692532,-0.07172793493170476,-0.06311937030299812,-0.015328344995980696,0.002802918676953713,-0.03719920115539732
B2M,0.09274287673507278,0.018162991278170598,-0.07206622445222988,0.025777638975364565,-0.11749731553333549,-0.20451679811397092,-0.16214138915299547,0.16740534527333947,0.004706427040765796,0.13095036941486005,-0.03480045225143433,0.06260123263127873,0.05348542523575103,-0.050616415877698856,0.07771580146471437,-0.014640530685242986,-0.10828473865020612
OMG,-0.04128393469731798,0.03446457694359719,-0.054188039090791895,-0.0179981142514686,0.031176429577466636,-0.044207571142952436,0.12366622596744319,0.01913236447716377,0.24008384255893986,-0.027449246090796135,0.1474477455324529,0.1116333148279095,-0.0002545468353800717,0.020631823565105335,-0.0021104671696105808,0.06764778579616829,0.02673360521195755
CXCL3,-0.02421584842709647,0.008595929610198342,,0.05766354836731783,0.00581637977453708,0.017776017764236745,-0.018319235522284004,-0.03913291536683441,0.038429459405249916,,-0.0985981571428469,-0.05407211437182477,-0.025969172567215284,0.009281581515353422,0.028495538106464605,-0.07384892135185786,
CXCL10,0.01156007881034803,0.010465138919723513,0.09035386590816265,0.026233751797930888,-0.032644944652013244,-0.016573994311196535,-0.016524383370764614,0.04403208701342663,-0.08041035252579914,0.15730820231146989,-0.021645294861302837,0.04607458857055195,-0.005813187887146087,-0.013382784813229931,0.0006461001063141586,0.056262936843962635,
RSPO3,-0.023970991513498033,0.09179115269019844,0.12487307633042419,-0.008759267503292806,0.04879315323284854,0.11702427032682472,0.03412633481325316,,,,0.09259474178165579,0.0603168054444871,,0.06756148098882658,0.02178036827635724,0.04455469062315524,0.14120562394835914
CORT,0.0766283187317117,0.03459449016514414,0.0682830660582947,0.014723025271687546,0.00760249944883376,0.021577991376648224,0.043773220110626364,,,,0.009810711967343014,-0.02790753030737918,,0.03770779478306642,,,-0.029197721641826234
NCAN,-0.006980040774076661,0.05543458825109233,-0.03754344747419706,0.01629904518155331,-0.028852165585190978,0.162316958518895,-0.12510417661052262,-0.08925007651152149,0.11731986837257946,-0.03534044316049937,0.1737753015717986,0.17121586790182297,-0.017794246184411444,0.026889463138323636,0.037541288859092053,0.1812031130014116,-0.026855698905224046
PRG4,0.03959376135374748,-0.012033376930591644,,-0.021215507503784148,,,-0.022381621468552073,,,,-0.036462519209964454,-0.009818901122459983,,-0.011746263489821973,0.02718863085536671,0.04387425467546482,
ZG16B,0.07754522871155829,,,0.04645226241936894,,,,,,0.09944625745739333,,,,,0.01717315994590038,-0.042410792218836764,
TGM2,0.08041849174261233,0.010125026026695969,-0.03133058836818069,0.03211722496851833,0.052250050229917806,-0.015766558297044105,0.0504558700872521,0.15389392065416588,0.025392712513828988,0.12837208322731716,0.06009737265510034,0.010668753047699828,0.04604389581092076,-0.002458426411255523,0.0893579732820899,0.07753326857668802,0.01932880871202061
VEGFC,0.005223652780469599,0.001027100004979416,-0.023061893639776024,0.053043462722712015,-0.01678599374736534,0.025987546542961936,0.022283011865878513,0.015512732723353535,0.07000181047582953,0.12482693893784323,-0.0428432069594118,0.043007334760881644,-0.034253766540059814,0.039265864967758426,0.04333431031529152,0.03686494047447798,
WNT6,0.013919650423171967,-0.016580834902440316,0.036781794511473405,-0.020862673579474383,,,0.014571069932657938,,-0.035367326254748116,0.11327991599361406,0.08543013594542184,0.0059538198781598425,,-0.035224736528584044,-0.029208312682375084,-0.043823072517882825,
NRG4,-0.022984815896901125,0.10854752079644196,0.017101417531357396,-0.02642526047087754,-0.03270612250747027,0.10332652436601944,-0.026647083615769392,,,,,,0.045510037750780795,0.0790171661561321,-0.026608960351124585,-0.0021099652347046217,
PMCH,-0.026491237270351523,,,,,,,,,,-0.03383769590770482,0.003952771600234609,,0.10074709137575433,0.03587953142932755,0.06491228979295804,
COL9A1,0.05563833770535831,-0.04196415904983676,-0.012005312226434452,0.07164437365144231,-0.05169285461712594,0.06007252724200272,0.039910534201640264,0.11391415829983058,0.02407543821672775,0.16987812175764316,0.06403949474278035,0.10744428770502722,0.08691562997285578,-0.04655689963362828,0.14656868474080917,0.0014750210814807201,-0.04448676561256962
GDF11,0.08905880825872131,-0.011628173652879789,-0.005769603140722829,-0.008851338224539086,0.042189918383972985,0.08418067193453117,-0.03175423346287497,0.08647561290651114,-0.09688465412174384,0.021134061415932357,0.023008903309917086,0.054557243607144285,-0.030518981451192535,0.048114214376062794,0.08815466494548184,0.06986910402700292,-0.027511051299658883
RAET1E,,,,,,,,,,,,,,,0.0285783228530927,,
IL24,,,,,,,,,,,-0.02522857068418472,0.021993596957403102,,,,-0.045445793056632246,
SORBS1,0.08773838601567852,-0.015586045399588569,0.006345731538133734,-0.04651180732523701,0.03053932030044198,-0.012187980369761606,0.018377478652341215,-0.033340613390624226,0.15207160990359142,0.04132738299494928,-0.002200665643195738,0.024033564837540034,-0.03066889139835214,-0.03663360805611649,-0.008535163670062641,0.0307068316796169,0.039053013160097606
DLL1,0.0365383832405675,0.011055547261888645,-0.06110491349386059,0.03916338019873013,0.03579770243219008,-0.08225864382423502,-9.563675776836237e-05,0.09989861133085827,0.11301797293502754,0.05911123784517087,0.15781521524882836,0.08090733465456694,-0.014240094360838453,0.045305825767782776,0.03968778137601184,0.06211463098324365,-0.004386525230047348
TLN1,0.13824755762124444,-0.014164976799723537,-0.08942966833286493,-0.06837436785035159,-0.004585167529192781,-0.14833305807835828,-0.1496684062886356,0.04237845445057734,0.017022337881000944,0.04901356781732558,-0.04180933934299356,-0.0334070779034985,0.058258451262961364,-0.051667458799283285,0.04203812758962942,-0.007892355031312658,-0.04935328983527812
COL2A1,0.030031571431400807,0.0229323760266329,-0.019157897535139422,-0.019582186843649974,,,-0.00047225390833117986,,,,-0.05515296279055607,-0.0683987635017603,,-0.03457911142389382,0.049649630110876725,0.0692153021391531,
SHH,,-0.027245971961919045,0.043787097884450205,-0.015393978219239168,0.06165771762874504,,-0.017749590221085326,-0.04734566291057367,0.03931685829843474,,0.01271672006090935,-0.01553936635448473,0.10791970378156227,0.0167887944160499,-0.02810953288025453,-0.02193565547025337,
