,MGH258,UKF260,UKF296,UKF304,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
VASP,0.030261733462475418,-0.04953429208728353,0.04901555443118966,-0.10434892655131701,0.0913864369449888,0.06981652534755362,-0.01691223074546785,0.038209104336955915,0.0719628912478454,0.017471521043938506,0.04938039551740045,0.08069420613902197,-0.08846186886172601,0.0021094439713484074
ADAM15,0.004579600987225766,-0.04573295523150639,-0.0297298352146022,-0.025867162048967707,0.04566933268152358,0.039030654520388224,0.02007909327380572,0.06867085510133061,0.0406193780412046,-0.054383752892216045,-0.030138877868972486,0.014113725261348284,0.03880963565188985,-0.03169082744709612
WNT2,,0.041892643286783125,-0.013991936677181353,-0.02880288702910009,,0.030316811822235307,,,,-0.016199595728835708,,0.06410712136358253,-0.003445598789576684,
CALCB,,-0.01990250791284976,,0.035407372911233866,,,,,,-0.0039020942741722626,,,-0.01764690782673732,
OLFM2,0.11125968575163292,0.04396280189606547,0.00858054467819889,-0.05699871432518356,0.0854709624851043,0.04221839943519875,0.0026330579468807434,0.09893096377517627,0.040559324610567896,0.020058830544706332,0.021773247836182487,0.07698299285328399,-0.038199903712328176,-0.11634068754040387
MFAP2,0.03303653968656776,-0.026632307441411603,-0.02964896719903698,-0.022416432194038025,-0.04750846379934271,0.06312149076456354,0.08171220323074346,0.03740473074905535,0.019178404808143274,-0.055741491375881226,,0.0560818180213626,-0.02268992402061386,
HLA-C,-0.17002885427672032,-0.04442454074649388,-0.012730660701960047,-0.008866402224224029,-0.024478109051516858,0.10395085692850253,-0.04950261645285813,-0.03699288329938173,-0.009989330780268146,-0.05484357771451454,-0.020484972828389184,-0.0037989972026184603,0.025773519307366783,0.012246825721662328
THBS1,-0.011793620628988675,-0.003795006909714844,0.05210121165890008,0.023055223251265477,-0.023100516691401264,0.041040234397860115,0.03272780751903779,-0.045189818056636084,-0.004876113849197371,-0.009249960098104493,0.04863263082167162,-0.013210457592260865,-0.04125800307959985,0.012545052676906542
HSPA4,-0.047656016842869214,-0.017800770280486294,-0.05046904256148309,-0.04507133107707531,0.0008237727763533866,0.046585151542668325,-0.043127170742544914,0.0184633354633379,-0.0743418145866349,-0.02490239240735657,-0.11656371001126564,0.03037292703109392,0.04898263188953997,0.08482177969302568
LMAN1,-0.08980554239632449,-0.07866252959292264,0.01687135449662669,-0.011790356971610304,0.02488028390143551,0.03234754681115986,0.0385577426882805,-0.08412278927258793,-0.030128865347561512,-0.04092886296081652,0.013860946973535057,0.021877861169331755,-0.014518734200272746,0.049094426461036796
LYPD3,,0.006311047850513594,-0.016340631759613495,-0.023203305166761067,-0.021594204732705135,-0.017579174788145475,0.10406395567898316,0.0995375917797135,,-0.005926922420134211,,0.029696962487273493,-0.00354860064442602,
APOE,-0.14229230469547643,-0.04342063545186635,-0.0066388934403349975,-0.03139647965021893,-0.11143546416466617,0.024149601278028093,0.06720150833949876,0.0515114915176699,-0.04483257532416371,0.02197768843123678,-0.13078012677511702,-0.009136241446308846,0.08721664212215485,0.05469791629901405
SOSTDC1,-0.03217619234280494,0.10639653376748935,-0.0028351490897773786,0.10097851848071678,,,,,,0.04263375090815681,,0.04058250643501337,0.019140925971972485,0.022730275703512083
ANXA1,0.11395056968887446,-0.05200447037665485,-0.011519345394118773,-0.011822734214421614,-0.026361980373985898,0.09390163928589082,0.02196015524418211,0.010395034433329493,0.03932448868703624,-0.013925342333800769,-0.06860605015314761,-0.07625221403335088,-0.057853922225202595,-0.0372272071327813
WNT2B,-0.03808777153677268,0.022324379355333466,-0.02321659096038505,0.021760282940635544,0.07853050763291841,0.01119361424365319,0.047092977626742305,-0.02067663178051456,0.02863750690784888,0.07697508671536861,-0.05931757366340452,0.05249225743457079,-0.05386829061470667,0.03766424796897212
AMH,,-0.02046033299789865,-0.013870923053262811,,,,0.06480263187362839,0.0536974797506097,-0.019907883048037582,-0.022474989557978914,,0.054653245119444534,0.012330645486084143,
GDF10,,0.043820476269960495,0.023590283700035457,-0.006878625015296084,0.010455414354256858,0.0816330977962346,-0.039508730127999374,,0.01579051717519597,0.010986463540920635,0.0205463487119571,-0.012260066742299137,0.02244637715754646,-0.06699497098124785
EFNB3,-0.08555707291669934,0.0929588913624249,0.03672081466057991,0.00836825858960114,0.013288996472156938,-0.070112612890849,0.03690030784262381,0.0030974233616871405,-0.006481540650515322,-0.003388105253852559,0.03890924846877673,0.12976343192978396,0.07131191062145113,-0.008312113109491131
LTB,-0.004857579916990012,-0.02346920801241099,-0.017714330395253202,-0.04212229920710004,-0.02464806775896813,0.02083590575414655,-0.05589619933804963,-0.03955076403343864,-0.013642722735652561,0.0733723741627265,,0.09576799018225336,0.09196183932611518,-0.07857314002620629
ANGPT2,-0.012251858094058632,-0.049046307618528066,-0.042568127069598345,0.013085562637527444,0.037023010134689435,0.049012337625349116,-0.0993144065632515,-0.09539435189757331,0.03199199096831018,0.04243581407155566,-0.024804320421145075,0.07414672219015091,-0.033025743917374575,0.013379874464373883
NRTN,,,,,,,,0.04366127879768372,-0.025125993178977186,0.0031899168788859216,,,,-0.01124693513938222
ADAM17,-0.07212248232685313,-0.07566056919090314,-0.022769488095319698,0.03346463924995052,-0.06778065575119208,0.009361707746284576,-0.03259143852917856,0.0022792136200530076,-0.0014807739183645798,0.0024047835590597787,-0.03825416023160408,0.10117518504969268,0.020162193913657537,0.09269105661225845
LRPAP1,-0.10685476411745418,0.027211540455515,-0.0026427451394205707,0.0009285157098879148,-0.026542166645012716,0.07918452316308171,-0.013987883449502617,0.08310809913607771,-0.01448609639626694,0.01228788736653022,-0.016389986386718493,0.00022837993404389216,0.034747327200264744,-0.059620940235655916
NID1,-0.09471645665126911,-0.00263508715088825,-0.01689343929759675,0.019030526127909935,0.047770970710183595,0.06241677262284487,-0.10480102744892035,0.020226081549730174,-0.006950809408973201,-0.021914563287803952,-0.03518737683462492,0.0003017257028397327,-0.03536889996513769,0.05644601640343271
MST1,-0.0519944023470312,-0.0854027866514427,-0.016812575358883163,0.0019558811995997404,-0.0226193178629625,-0.08929849642903111,0.04549847278589377,0.013804326556456949,-0.028682734271889884,0.02328526205898175,-0.06131567292633029,0.058165094645997575,0.02920675958477217,0.03911770332650031
IL13,,,,,,-0.03645336037498882,,,,,,,,
DCN,0.05330326771685236,-0.00034934840681844983,-0.03202130839541477,-0.07611236605304773,0.07126227702171507,0.06024871075002863,0.03063565788214899,-0.010724632774387802,0.011642674116479667,-0.05662391957747375,-0.03565802530476299,-0.06843103476005022,-0.007835539093180258,-0.005196629245252631
IGFL2,,,,,,,,,,,,0.06202524035623313,,-0.08142989103174196
COL7A1,0.05029861207649156,-0.015751331345473345,-0.0002751672966460627,-0.044740241529828,0.0736557941579598,0.08146944117953678,0.06301749751807093,-0.0698009927604169,0.004771759311509823,-0.08137588704071547,0.06656886566132202,0.041933474588299456,0.053406529170233655,-0.028464103853159187
CALR,-0.06076130600192123,-0.1231311744148619,-0.041887423167166205,0.042795336525159246,-0.0808488662067525,0.03706929881803947,0.11982641060794878,-0.10137461367307486,0.024665954827275516,0.01838797044007468,-0.08958534525719407,0.03802560471552209,-0.06009626134730781,0.019665596027009714
PIGA,0.0005475453933221856,0.012228699201416188,0.03686773673454375,0.003277305990054034,-0.02524065161495034,0.04617868103206711,0.03731128820837591,0.011978973843440694,-0.06080572174017123,-0.034393026903728995,0.05186764884264818,0.09021567362345051,0.00317642134561709,-0.08420776485643452
CD200,-0.10060902373329761,0.046129341134421624,0.06594775439052966,-0.020150668659156882,0.037312045403849796,0.07168907718014976,0.0674462063622146,0.023599501496540037,0.02682060853412913,0.05279432092908999,0.015736554029018485,0.05942387701049752,0.03527847445801081,-0.021390903214529522
GRP,,,0.09679122059399867,-0.021326190252309453,0.05126407187477441,,,,-0.02749600268992689,-0.007244876801357834,,-0.020638308225984614,0.02911665459662162,
CDH1,0.029195080675796358,,,-0.03542175199958616,0.027947014828608435,0.10615344947739494,0.05797193792567738,-0.06910840712529506,0.019797185473831816,-0.058578966632070795,-0.011311786909784797,0.03118385057662221,-0.04789014756383932,0.013548115815675683
LPL,0.023828541883565812,-0.031322220276100515,0.044577164723970254,-0.004968103218345878,0.040517582861437994,0.09340872109338207,-0.039277498106435854,0.10062582135070058,-0.05876964780343302,0.04774879774793353,0.16300686902163106,0.014418019679711624,0.010035496865413447,-0.003035268638212609
SEMA5A,-0.02622471800947944,-0.0328452998851025,0.046980353982168384,0.0578037583130419,-0.03358524942989279,0.004030073531072107,0.06465842670520151,0.02309238985339468,-0.007867952565667514,-0.027307231994092882,-0.021383450282591226,0.019628832670692316,-0.04807902802392888,-0.0015279653754258064
SEMA7A,0.03690026783479351,0.04877975034504665,-0.024327092146205178,-0.07180833662879083,-0.0002912935868308267,0.054582609196354034,0.08160700107110919,0.009834688600117067,-0.03387392190580652,0.029773657954108187,0.06884125135479782,0.07857547430899342,0.06440536287697325,0.10599907398895973
SEMA4G,-0.05730398686993606,0.05707420502199813,-0.030276734180309243,0.06835777136181484,-0.046998953712823074,0.08950445517297521,0.03788525159693158,0.033774048678227836,0.041194475937242625,-0.013895273050651686,-0.05535648142273304,0.02650367251084532,-0.061343657936214685,-0.017817563210157965
SEMA3B,-0.03348105100389204,-0.04581076904747808,0.03884830527876637,-0.03817832740865532,0.005302008267100198,-0.013023874615197027,0.04670717726320447,0.0003151203728973472,-0.04915044253829189,0.002073575464498816,-0.11167095632562507,0.010518765529639807,0.023988030364011786,-0.044646632530225244
RPH3A,-0.1443534439460373,0.141798607115615,0.01665085187185978,-0.0285058944893582,-0.02433635679521196,0.001290413954929522,,-0.01816961641022912,0.026848298244949952,0.0644558267936967,0.10754000697690186,0.05819976143667415,-0.026592972016632917,0.08749849724750396
JAG2,-0.04754894955989486,0.004015562385023047,-0.028599674898584605,-0.021904974447154744,0.0700955808977149,0.04487179155473556,-0.012540517140732224,0.006459272386121743,-0.019288981236243112,-0.006929405976130373,-0.1169532662619157,-0.017939393557969224,-0.047708128132128734,0.02583839900820809
CGN,0.04927246921472528,0.008201383200208618,-0.012994303397741555,0.03688244102563674,0.03598977485905638,0.03154571669943516,0.04110282989672126,0.02255641153639271,-0.006723968521247657,-0.00347925443462079,0.01076084460468019,0.06070358426199521,0.0040238118935223225,0.030516074135669456
GDF15,-0.022049065747012028,-0.007717900913015493,,-0.04519110311246992,-0.014806412344578761,0.026314217457761795,0.02754545817328744,-0.126162781203631,-0.05385780238015217,-0.0008373022774126698,0.03720729660362295,0.06538578032588484,0.06048544611108879,
SEMA4F,0.11618939362982794,0.03074400947157678,0.006033202675548301,-0.017199697746571443,-0.0008704466434923403,-0.011330329004657977,0.08677235516705059,-0.0006596755901692056,0.004100856211129241,-0.026816430562118004,0.08065805832574044,0.0454333935106989,0.020850628743968383,0.026891273723344045
NXPH1,0.02505366163035755,0.06760651338404902,-0.0017953891792852096,-0.014552027674860636,-0.0026118751915262493,-0.061841640262860195,0.0005742043876610354,-0.0118693271681565,-0.010765915626030343,-0.012214764681188954,-0.07545938319694773,0.04036666025812842,-0.02363373166734418,0.02297890181202205
ARF1,-0.0716074698216047,-0.01362908130190759,-0.0026728028577758067,-0.023620578705718712,0.06467227049355966,0.026928253835362997,0.019113226020679833,0.00920949404501028,-0.0399785760784721,0.04888340525705958,-0.02945234809725095,0.0262739020797718,-0.0014427973635333456,0.0012702047304149566
DSC3,,,,,,,,,,,,0.08519793259992219,,
EBI3,-0.00624444382094533,0.05327617575838551,-0.030587066014970844,-0.09054343575054258,0.04958264420585481,0.05227867831992598,0.08059145811333569,0.016522170004356674,-0.00943203863458828,0.06658432654583099,0.06112375249439432,0.08454347332753973,0.05038807169050731,0.013990597830635696
TIMP1,-0.019074147420679838,-0.0888920572700053,0.029571588928715756,-0.008546509916176297,0.10416638591965956,0.07913117522014253,-0.015725694577909493,-0.03861431203062656,0.02351617028501075,0.034641246747518284,-0.015225847232466498,-0.03324893617958611,-0.10872492232600621,0.053187416754715174
SEMA3C,0.06807614201820335,0.015721674321259673,0.035448370794411946,-0.02236678047048845,0.04994401503944908,0.008726445221249459,0.061828865208399,-0.00895806758234748,0.058000680318073594,0.07271422493365802,-0.060262639417048715,-0.018687809407645695,0.03662666748978334,-0.08506839486614642
GNRH2,,,,,,,,,,,,-0.028925143147936476,,
GAS6,0.04116789706240237,0.013030524316076578,-0.029138549473186358,0.011283118724331959,-0.006396069447423951,-0.0953904309825607,0.006812104976294634,0.06997331958010225,-0.007700973201227385,-0.03612867103005142,0.031286499803515506,-0.06122259855667459,0.08684127768968834,-0.009361146359844455
MEPE,,0.06787272555353772,-0.02756938878095132,-0.008680602580741385,0.1493116630037545,,,,,0.0008490472983733064,,0.0019758961463255537,0.04748863390123347,0.05688588978432099
SERPINE1,0.02769722663040933,-0.030959082047986215,0.011922633986832942,0.006509327448188516,0.075193151286762,0.06352310297122236,0.019904359404072938,-0.063198823660341,-0.04320287921530945,0.038628416080115954,0.020965277809042088,-0.02501629059389064,-0.08605496847476204,-0.0738016232690761
RSPO2,-0.0339959923559082,0.053354981854874396,-0.0314924948270656,-0.014414662988784948,,,,,0.03618581474271681,0.038809177672640305,0.06896933512578333,0.09091256814217223,-0.02045298594228877,0.04325813474685457
SHBG,-0.03819281899118888,-0.02471732932116606,-0.021060023037804788,-0.019586703966125527,0.009353960135410788,-0.03475241648719927,0.14391410627590334,-0.04263346178299757,0.042757367623948786,0.033073225394003564,,0.0036323260165963826,0.018950001003591063,
LGALS3BP,-0.1474155382751346,-0.03876897713948189,0.020098094865939102,-0.033517113929104725,-0.05149502151212633,0.0043214438441738995,-0.025995634223964684,-0.08759127961578089,-0.01803000214132158,-0.037588348569327905,-0.16206457364095653,-0.026367953098914394,-0.026095439300850936,0.06791404161395334
LAMB1,-0.011923360598918778,-0.03688402379314905,-0.0566435161415178,-0.03407150414375121,0.12468313476734202,0.08422080018951472,-0.12724934623496467,0.04221727514148654,-0.00949591647584012,0.002966779493064895,-0.021025056949469385,0.05472419309684079,-0.05321177289666828,-0.010608404329437078
SPTBN2,-0.0094365559222916,0.053562494657538234,0.05138203319021196,0.025976285555588778,0.0312079250704595,0.05953576945247201,-0.014457797893430678,0.053084301211039124,-0.016987095616765705,0.016963979506903273,0.022128250997644382,-0.031114109092776735,0.048661080947998515,0.042278316561004295
COL1A2,0.045305846422275226,-0.04129258495034335,-0.014948960650957044,0.007851101130660208,0.05974169259155324,0.060943997731939606,-0.08610780340111514,0.03260754932861768,0.006548475424251226,-0.03824078786315355,0.02938058209076467,-0.054050363928414204,-0.0618206051222284,0.1259315949110332
DEFB1,,-0.013403011513124626,,,,,,,,,,-0.014272722929007433,-0.040052079346406276,
CEACAM16,,,,,,-0.04315724576686489,,,,,,,,
WNT11,,,-0.025360852836109334,,,,,,,0.037932936580121125,,-0.09334619788623733,-0.022049571788585853,
LGALS1,0.1384711923634585,-0.022060082529407388,0.0635143452467858,0.012123475405371353,0.11778578593058728,-0.02356330284543679,-0.10290549919912517,-0.02179421973876004,0.058681917288398146,-0.009038658754697051,-0.06449211324512412,0.030185599932484493,-0.03966363163725244,0.05852376086968659
BCAN,-0.17381814273105944,-0.013481344420767231,-0.024399877442830436,0.012392007298486654,-0.06230561136550837,0.006127057894840883,0.020222922255112005,0.09589422747170877,-0.05523450215777677,-0.026554063681089837,-0.06223350412569109,0.024862846318724287,0.01363795291071494,0.10152014995664224
ANOS1,-0.0950731209787463,0.054785144591031926,-0.010315290606377843,0.019841497520416848,-0.02704369026221364,0.0016163656131897987,-0.043331398257794355,0.004154426277002698,-0.007341642549621142,0.020674197171622086,-0.03084143360434499,0.11898752619070792,0.06666350418912113,-0.015567824076726957
EDA,0.012034787001143014,0.020860958424752333,-0.028688355492768356,-0.0022853526613774685,-0.047846228098015926,-0.024342183032606556,0.07058976627046201,0.12211233241558951,-0.008190363488513444,-0.015485938923792289,-0.09605983409958978,0.04562678777988251,-0.02785203307166792,0.0254471635358677
FGF22,,0.05665892865004983,-0.0151524136168892,0.07826223111552784,,,,-0.02351194164208993,0.04991061472900044,-0.007542178125868896,-0.0009425567338424334,0.0875237153310388,-0.03930605709382024,0.09269499295392145
SHANK1,-0.015409922498030382,,-0.018969451133076992,-0.03205922454371216,,,,0.003992099888276687,,-0.021417303759377584,,0.01659221697680201,0.03620050068588121,
RAET1G,,,,,,,,,,,,0.05794804719431721,-0.03311518318784686,
TGFB1,-0.07542524794543565,-0.025183844030603423,-0.029395097932240336,-0.008371761416785545,0.06672551050138982,0.05422043922956346,0.03227210150280348,-0.08656743875829397,-0.01759714592478819,-0.013007226545703493,0.07837387234782571,0.05128286968742324,0.002043345996899803,-0.0406125581123712
MSTN,-0.10362291948201963,-0.035738414836332735,-0.0009149309437436613,,-0.03343136377616627,-0.03711092995621152,-0.04253363795981885,0.06695941698250697,0.006253897235585802,0.005565035464249549,,0.0718064112099849,0.016802402203543714,-0.07410336197895923
WNT4,,-0.021432575829563826,0.015968145208083397,-0.030264011903491587,0.053905010551112666,,,-0.04206141212263619,0.08820127925702366,-0.024590115434399172,,0.0008367681796989543,0.04643892535486146,0.158414738400366
TNFSF4,0.0468734637287138,-0.01421432993536412,-0.014111980617122736,-0.032639223974758366,-0.04746515358618866,-0.08058302821328855,-0.06935152120967343,0.0043558585945147705,-0.029879694040478046,0.023028965501602147,,0.0936651151382296,0.041519579724138785,-0.08206916218129869
NTN1,0.0425374061365517,-0.024407486859535366,0.0477306127653017,-0.014725489597847538,0.07370786283683096,0.05434526136986034,0.011738324954398643,-0.04249648312245655,0.017915874358450237,0.0028898898101627347,0.04614397833710887,0.03226570966116954,-0.0009775053901589336,0.06946641889616958
CXCL12,-0.022897747273370003,0.04836937688664624,-0.023922887117164098,-0.02721723248522854,0.14356867302807874,0.07559334635505739,0.02994673469438224,0.020128929925626354,0.03138452939360121,-0.08731133671767051,-0.0529477981130024,0.055371314429135586,-0.04505723419601894,-0.08902470957558471
GNRH1,0.060485666937393316,-0.02452870828579058,-0.020976546579503836,-0.02241643205211147,0.036391727037209914,-0.06655490712007164,-0.08788976236959983,0.02887987326107682,0.08214277122730607,0.0379661293842933,,0.06703576074179608,-0.02228376682014735,
FGF8,,,,,,,,,,0.022392656847621872,,,,
RIMS1,-0.04344501397434809,0.057904419030749464,0.04751259638520308,-0.0324955896550944,-0.046695322841884414,,-0.03455341402194966,0.006438690058775894,-0.025133068639509763,-0.044340548760871686,-0.027244037992391903,-0.000307523954096045,0.007787155756078871,-0.006265098755009781
FGF14,-0.07788826267524003,0.043270214155902806,0.03862866728529316,0.010273234394424414,-0.01703310737765738,-0.038227636556544264,-0.05973427468936704,-0.024782580017185335,-0.01871571954583802,-0.04647310118140806,0.043284171402673204,0.10911077371881107,0.030242069946985525,-0.023199515751830668
IGF1,-0.013167496697530081,0.00035894031643479203,-0.030833695874181253,0.048355254521806806,-0.06832167765482021,-0.0539485777511582,-0.03952997167243609,-0.0048366551970072304,0.012884618737926963,-0.020950106978080425,-0.056333972985902016,0.044811071450535395,0.06044374796114339,-0.0075186391166928036
TNFSF10,-0.04960175016217058,0.01717777703446932,0.04772653934476876,-0.021404453782847988,-0.0020245373307554043,-0.03536267424729641,0.02587057952185835,-0.0015390829975148442,0.019097758338056756,-0.04186482890723586,-0.015624597247108681,0.09581905697459168,0.04921615812144182,-0.07292812354772134
GDF5,-0.03399597893737395,0.043576185799598384,0.060534710503945655,-0.029226704183594836,,,,-0.004608702730523683,-0.0287433585816186,6.205182886726647e-05,,-0.02074230265983948,-0.014102670167733818,
CHAD,,0.11398359160841981,-0.01273342041446374,,,,,,-0.02185091205878935,0.03631472066607214,-0.05068518652266434,,,-0.026589590860283053
RGMA,0.04076581212012985,-0.04152747632754042,0.00904184679627618,0.020447533914349326,0.01446746389293138,0.01211771510729331,-0.05385869913721267,0.013299300007355734,-0.058317524901577135,0.03506284777690684,0.015977762887232013,0.07354604993598877,-0.02898792899973282,0.032956097917526024
CLEC3A,,,-0.01015904664706405,,,,,,,,,,,
WNT16,0.005067932454958749,-0.011678248411246553,0.02079978932835478,-0.012970185704062926,,,,,-0.018051180253572566,-0.03941036121534212,,0.0473113805590904,0.013064882348129485,
CX3CL1,0.054857761048852004,0.02358580712329675,-0.015621730345843509,-0.03397286429165544,0.0853195332785467,-0.058784791053682894,-0.02513381850044407,0.09995205149653838,-0.0031373472008489637,-0.02398453954973068,0.013995290481456236,0.12085454052373425,-0.08657450937277275,-0.019878729871668263
FGF1,0.11204281043374861,0.06475272651387791,0.032500366625093105,-0.08960933491690395,-0.0047821329061455585,0.017994069647005374,-0.03914163767047781,0.02009573556845048,0.015877545967349756,-0.015815384837529464,-0.03509845870665299,-0.02697393554994883,0.0563182231427125,-0.011132778125604457
ALOX5AP,0.12463862860622088,-0.0712269644872224,-0.006705420730366775,0.008397238691687771,-0.0006855348544954094,-0.012584547736371111,-0.0433403681325191,-0.050634619886846643,0.05979412252052888,-0.02183234384669934,-0.10004628237025091,0.021728970832425767,-0.03463326903214098,0.02266347253725796
IL1RN,0.032071372179981454,-0.046980503661157955,,0.016027986790405922,,0.08141279141293989,-0.0296315185710532,-0.056273907285501225,,0.005135412826352662,0.008477353001640322,0.051553087984273785,-0.010405511455546012,
PCSK9,,,,,,,,,,-0.038253912031626376,,,,
FGF23,,,,,,,,,,,,,,0.0017516863075746375
NPW,,0.04640173365701476,,,-0.023988149907361853,0.09876284739035664,0.13785845447148237,-0.010954552568365463,0.05294094738526712,-0.0008070475398386365,,0.055470295029743,0.0707974434615698,0.03154084966822887
CXCL9,0.055143492765002265,-0.01862408865300749,-0.015152411364189593,-0.020181995872922947,0.03315752082392544,,-0.03480159360509144,0.04075255960413215,0.06397897130144911,,,0.09557681149442089,-0.002505080624278989,
ANGPTL4,0.0523731846822747,-0.055984912710284156,0.01084167902725578,-0.009078537746970787,0.12029510367818508,-0.02943717300337021,0.017679200823521268,0.023138899322920285,0.022373120758891564,-0.00756904116416348,0.16244157143186772,-0.002243694257318298,-0.052118884374172905,-0.05420765147107409
UCN2,,,,,,-0.040179798117563885,,,,-0.015206274942162592,,,,
OBP2A,,,,,0.12981691714779092,-0.03195230462517387,,,,,,0.013963118413422184,,
COL4A3,,-0.02020088302249494,-0.021798953364096776,,,,,,-0.03391006940571151,0.06308332494251663,,0.0456385884306958,-0.03969557211343332,
NRG3,0.029294638348317335,0.043989314354658936,0.022693897139379166,0.012461516910428535,0.08176556018253377,,-0.039508755146715736,-0.0642937871405712,0.028958494060573662,-0.03320316454091892,0.046582401759161354,0.024282031531015193,-0.025158741077871426,-0.0433901211257995
IL23A,,0.10779868769464561,,,0.0037259709468562734,-0.017341478028420818,0.16130648680933002,,,,,0.02640912033874483,0.006350490489204969,
COLQ,-0.03753699161156044,-0.0011638331801111079,-0.00218552865168628,0.023469299230561548,0.005063074115334391,-0.03606210566542129,0.06853866951539751,0.11303575550177931,-0.0455539927121842,-0.007042547989413453,,0.06956922248465217,0.002307450356612549,-0.022412304838238077
SCGB1A1,,,,,,,,,,0.013155724582298902,,,,
TNFSF12,-0.04212793292224903,-0.008119020014464462,-0.025574029962944642,-0.023652886903282763,0.03530709527955668,-0.022809803127560032,-0.0697697307669151,0.007255904076290372,-0.08045359972753997,0.02392819345938438,0.004081387853046805,0.0777047520403594,-0.0029104433169824862,0.017243198724435332
DKK2,,-0.012908547044675244,-0.01042647134210871,0.05321165237934306,,,,-0.03572377602406119,,0.043708050197837266,0.052480059856533735,-0.07505770298413594,-0.006237269443790708,
FYN,0.06177284403637545,0.03184160355388868,-0.00137917953726223,-0.007012700922222526,-0.0021726739337557923,-0.07383208660851182,-0.020935041760020777,-0.024612329816853063,-0.0011700392590361024,-0.026680053074696956,-0.11770235435935203,0.04442273568999509,0.021693437035230398,-0.08475046021954191
ACE,8.182351375191657e-06,-0.007969234980104007,-0.015810709335624465,-0.033947410515101466,0.05221092531490634,0.10399591414656935,-0.039731378995001995,-0.010258126929146147,-0.06942631776549892,-0.07078741693966253,,0.03384231115141241,-0.00633553987049198,-0.033774578170721874
IL18,0.04740865442625821,0.03204230103723038,0.018539956006158816,0.01074692297451203,-0.007716298504612635,-0.00042613761136889674,0.021670769605058936,-0.02205944266687986,0.007782534870587935,-0.0806064794400387,-0.002372329424905485,0.08610256672127999,0.027599811041508195,0.10400346208708776
PPBP,,-0.012219947987209635,,,,,,,-0.02321061372415897,,,,0.035572609387663615,
CCL27,-0.021277393104192178,0.048601839209862066,-0.010740765600047678,-0.0247087363336695,0.0038118645373605288,0.10613694625960579,0.08258378145485279,0.053576041764920444,-0.00403155702473345,0.010584761804854412,,0.05663342763589478,0.002643863035382531,
SERPING1,-0.02071923723450539,0.05884789079562987,-0.03046519163428566,-0.02682090190649963,0.03414960069973689,0.05383263736662559,-0.052545156865435476,0.02690502153950461,0.011994321174317087,0.013394535366473215,-0.11449405362747095,0.010784968466778018,-0.056962643068348626,0.01031263665139275
AZGP1,0.08132288335109993,-0.045656550158424,-0.006729498053160008,-0.05918595532646683,-0.043470097796991625,0.001636416181234371,,-0.008766026615624756,-0.04871665756970046,0.02435325840246181,-0.04104653808512997,0.10775984643676682,0.03137817514351503,0.04702209830237813
INHA,-0.036868111909653944,-0.04714540915829297,-0.016548250128385518,0.03282069780731729,,-0.011947170655873628,0.05190698613390887,-0.037979479449477466,-0.020160136052788425,-0.04350824248268808,,0.0048860622086594205,0.03893867684388543,-0.03163191640347082
SEMA3G,-0.017357800962320202,-0.021112790298373665,-0.006292744359207212,-0.027938660961572544,-0.049183245478611394,0.017583231980197237,0.06346242951302006,-0.01688768302312171,-0.018599273094600254,-0.06346525583834788,,0.017333732780513214,0.016694542026577386,
OXT,,,,,,,,,,0.002719021074959349,,,,
COL6A1,-0.00429719394122346,-0.06271985080824768,-0.06789856568465469,0.010444322948076647,0.04660272900388565,0.09361775915415399,-0.004160389591857234,-0.04908411632671299,-0.020709085089544867,-0.015400065836974314,-0.04202722026369075,-0.037603214684486144,-0.11632201668625154,-0.028164685426172318
FGF17,,0.09409660922098419,-0.02097654328917013,-0.006239405983259083,,,,,,-0.03598982594649902,,-0.02160643104175402,-0.0378463364425726,0.011071753906186976
TNFSF8,0.13700910895793644,-0.012219944819724804,,,-0.010114042436184023,-0.019794178530059978,,,-0.018051187271326465,-0.028273822120661617,,0.034519034177651016,-0.041794057531406664,
FGF20,-0.049780818843377206,0.0487070131548267,-0.021555052348484337,-0.02037261581763719,-0.009194497621640258,,0.11962541509851346,-0.03514928973964434,-0.0018578918728807986,-0.030532112782981343,,0.08322493035331764,-0.030938589883895338,
ICAM3,-0.06318842840436693,-0.0309833891967212,-0.03021438703751528,-0.01926544744273816,0.03112039463658646,0.04467157872481629,-0.0032507764024515976,0.10420883561136698,-0.04439944447646742,-0.003097455607763169,-0.029699333816522042,0.10454447412969371,0.047607370678165215,-0.05716081529360529
LAMA4,-0.05572568887860576,-0.04956143859258158,-0.021732131477391156,-0.002005975132287981,0.0932042843447069,0.022322485898939943,-0.09799325309737571,0.017619934994587583,-0.007056028726518953,-0.04799883831013286,0.05197249388431955,0.04188168209893763,-0.08498789573567707,0.018924041257965745
DLL4,-0.020264670553710513,0.013590475339985881,-0.015040114740727757,-0.02815686100299726,0.10613373982754058,0.02732598073924026,-0.02000290595878994,-0.022479312288902743,-0.022694032078045347,-0.006616336233840325,-0.004612154205974365,0.08561542781160517,-0.016103444981562836,-0.03906361223548458
SEMA3A,0.09459356257431478,0.03017960692623024,-0.027776145435274093,0.009838843222340765,0.027247391815717524,-0.01573623951841868,,,0.042664433467448734,0.01314229888855919,-0.0036312610318559478,0.029026751133529264,0.06131434819289925,0.010552710688281952
