,UKF248,UKF275,ZH8811Abulk,ZH8812bulk
IGFBP4,0.06702750056278595,0.013523180867361605,-0.028441021468612073,-0.0014371781972064915
RSPO4,,0.07237206895673236,,
LEFTY2,0.08647422991806053,0.011942821499491073,-0.017893385881759982,-0.00781111053099182
PF4,0.06828510610537113,,,
ANGPTL2,0.038221566476051835,0.016751639947784842,0.06420651287298441,0.07055227314361256
LRIG2,0.01480563019174836,0.014319406450164688,0.018164964889589193,0.0021863928159773617
ICOSLG,0.03493744935084552,0.0015327829734382847,0.013195258370973713,-0.014921044961716291
WIF1,-0.02420589559223089,-0.010095674223366219,,
NPPC,0.0044231234310923885,-0.00565864353242158,0.012590761591483476,0.0004492539425857264
LYZ,0.050941086948904764,-0.029393375336601343,0.048032148843605856,-0.06771668467114482
EREG,,,-0.032380381179928114,
SPTAN1,-0.0644223576473068,-0.01765629688958804,-0.020402416034515057,-0.0427300063002338
LIPC,-0.023796178903261564,0.04457064125448322,,-0.02565302365898155
COL8A1,0.054199876351545384,0.0012880057615575352,0.09041543632945402,0.0020091872604841143
GSTM2,0.03012539220640965,0.02793880159919688,0.0014494422721560815,0.017599288095434946
SPX,-0.003711507411239782,0.01837957221680936,-0.021252464718173256,0.06308392826107552
MFGE8,0.04369414100843499,0.012125794527197916,-0.0003630021848912759,-0.018579187054343076
TGFA,-0.03577278012283734,0.022893687110697253,0.013992709584808406,0.05028980774988439
SLIT2,0.003110581345752755,-0.025373725702552936,0.0006202141471387404,0.007060763148278971
PLTP,-0.03287672544092139,0.03447993884457101,-0.03355351032745934,-0.034767844074613426
APOD,-0.014545259393635943,0.01002824919123527,0.09682019502488412,0.04615786734998112
B2M,0.04832833736594787,0.006524868637963774,0.0635253741477725,-0.04330629961127335
OMG,-0.0004036528236754358,0.01754289090199029,0.09794046719482397,0.06208503646335149
CXCL3,0.004452218210046567,0.051089879386358325,-0.07281781475282696,-0.024020741945385525
CXCL10,-0.006206142271031549,0.06412242273070712,-0.0009761353920480934,-0.03236106314802477
RSPO3,-0.012012071520193136,-0.01975956697037621,0.09379751598017719,
CORT,0.06323181300278674,-0.0301521386708175,0.011290279945006726,
NCAN,0.036635147543017985,0.007087688746701979,0.05352339661903738,0.007402746454516533
PRG4,0.045304657444515256,-0.016719278063956806,0.014806466075154307,
ZG16B,0.014389437476986847,-0.008938018113903044,,
TGM2,-0.003279532335809912,-0.04482096130988361,0.027373280213475574,0.017415717223324727
VEGFC,0.002224696976214739,-0.012294988485503764,-0.010522568691948406,-0.03168375444333567
WNT6,0.016498249307819724,-0.01989124051456531,-0.0314666257477225,
NRG4,-0.017257897240239357,-0.01717137999079701,,0.13338153468737649
PMCH,0.04794615254564362,-0.013082782960716955,-0.021424995568673662,
COL9A1,0.06346416601388484,-0.00016441505770551433,0.015866450360108798,-0.04343650177196254
GDF11,-0.0006032988191244171,0.02558375363179637,-0.009458810889653339,-0.06260057634337804
IL24,,,-0.015973960419378062,
SORBS1,0.031021901420669937,0.020842741610016778,0.02688335448674009,0.02576314930343754
DLL1,0.061779427012954795,-0.016977305555543675,0.07440109563217309,-0.05082553318159811
TLN1,-0.015693354364243687,0.04859621146950107,-0.06241138147741072,0.015177966914261171
COL2A1,-0.021938949903742413,,0.0185010599099756,
SHH,,-0.0031230087021260062,-0.0478167247623914,0.024314346932572346
PON2,-0.025766720078164135,0.03988231608527904,0.03683768401090782,-0.01558062952292622
ICAM5,-0.009610698643209703,-0.009778475302177441,0.04615067840888081,
HPX,0.022467534979270884,-0.017540306589207907,-0.005155352239690631,-0.0018267897174140627
SFRP2,-0.024911556454287585,-0.01461869853370791,0.03718426361771735,0.0023240727250027427
CFC1,,0.06183867271120361,,
CD70,-0.014469276847667136,-0.020982541869149014,0.006776515044381414,
HP,0.0664107878322115,-0.007900950407509837,0.008887102784780701,-0.032584135426813814
CXCL2,0.008597821349380008,0.004894970649024337,0.018234238155536323,0.029990581050183998
NPPB,0.03388776879808828,-0.009849714900982078,0.1086232989561666,
CCK,0.0012488493667544703,-0.0309055517911472,0.05681908755968221,-0.03814867296464174
SEMA6A,0.033085951048676183,-0.007804231044555277,0.028308886716095,-0.010968711139853293
IRAK4,0.07281619209969183,0.056314408585614706,-0.008046711489534201,-0.041042756861807125
GSTP1,0.010600328124161335,0.0002874867774784974,0.07067986656992103,-0.03004709151893701
VCAM1,0.08129579294192689,-0.04086680670114549,0.006659984448012192,-0.039141546473327495
NXPH3,-0.011597627873459655,-0.019085567858684094,0.05764132770048674,-0.04473749969114784
MTMR4,0.02214343630514654,0.04880916876790725,-0.011632734699476245,0.06320272362372262
LAMC2,-0.01897342555433692,-0.012399692184918718,0.07017787781542036,-0.024598091733413072
IL10,0.029533633663894467,-0.007919733887951788,0.02421776862116882,0.04155318615312455
SEMA4D,-0.048532724335838225,-0.009254478138792325,0.0875638412177383,0.09394844083556168
TRH,0.054616623441274256,0.02558816593294394,-0.03037517243194327,-0.054369064410140194
SEMA6D,0.0421775481973108,0.04288927916397586,-0.009209248114426883,0.023756831005284258
CEL,,,-0.024190121365228415,-0.02422511653144423
PDCD1LG2,0.022275518395460617,0.0027499391172016263,0.15404688276419187,0.0195743624111114
SPINT1,0.061133332146517665,-0.021541755552815622,0.0882665211360488,-0.014209021350883557
CTHRC1,-0.01869957586513391,0.0539916940533795,0.0057954146549459165,-0.009324100584220646
PODXL,0.04620147501561029,0.00250028022393996,0.01227973468951047,-0.04330465379022679
JAM3,0.01826286136322116,-0.017700086670356656,0.01176773353250014,0.044485641253678036
TGFB2,0.09154260114548125,-0.012907347785645463,0.04901491443347205,0.011484228964843378
COL18A1,0.05616725740528517,0.025761953403135147,-0.00870381077777815,0.0441774051599726
NODAL,-0.03898507626025414,,0.04784452926485323,0.01886099076342458
INHBB,0.057237746955513855,0.02454642415947351,-0.014591098375341754,-0.030058237989780353
LCN1,-0.0012778916847057526,,0.04363009088962878,
ARF4,0.03187399023678233,-0.0236198439644411,0.06790985665083646,-0.02748739546573742
CXCL14,0.054456771775925804,0.005228162110393364,-0.012731692923630042,-0.07441861222251966
LIF,0.05577008157533451,0.0013318651683874355,-0.014010010435648874,0.009899708021829457
IL17B,,,0.016376138167240237,
MMP1,-0.013323692656291245,,-0.00995397482533399,
MATN1,-0.010332241540989807,-0.00997341959646534,-0.03196013903242796,0.07893175952243014
ADAM28,0.0023654406625874453,0.05413462162702646,0.004050336392730942,0.009461781327275945
TCN2,-0.0023260556616649403,0.0490146953390355,0.03952734846077847,0.04249434643565764
THPO,-0.021076562085022968,-0.020474997977670082,,
CUBN,-0.022473809686745155,-0.010698113244024277,0.06174970635130942,-0.04951250435726428
TIMP3,-0.027865689244871282,-0.031572688556641595,0.06825668050518709,-0.07468175589191842
PIGF,-0.018528623485575747,0.015977939981412167,0.08230072551844406,-0.050009643073991854
CRH,0.0378998441639377,-0.015700490505966967,0.028489583139028923,0.021528735388728678
BDNF,-0.01157037878585876,0.03621145874593117,0.029973247025861408,-0.0533102407976913
CCL5,-0.054079015099550896,0.030448513195583525,0.05681598068153477,0.03455098609336941
GAD1,0.03692295496195682,-0.06207767841980164,-0.012045386106929833,-0.0284582687550412
COL14A1,-0.044959201795118434,0.00424272932901779,-0.02249428114089842,-0.016123122849798954
HLA-A,0.04430032465651882,0.026121607295222005,-0.07073704500110535,-0.07596082560317964
CD5L,-0.007197262116139993,,,
FGF18,0.08294308481156837,0.16649444515434134,0.03883768930419435,
ADM,0.021970723018149122,-0.005441339553851519,-0.06976046276937087,0.022002024345466133
CCL15,-0.009538165717001827,,,
GNAI2,0.016148296030188785,-0.04377511134501457,-0.015119540882803267,0.029016135356651627
COL11A1,0.06462844447184779,0.021421116964704952,0.002854137591363647,-0.023844772990224167
NUCB2,0.017301946550615278,-0.014409870682028043,-0.027788152521406293,0.0018045829386501072
CXCL1,-0.04375207189066225,-0.022567228347440592,-0.06977275369177849,-0.00898310181233323
VCAN,-0.009536507000957452,0.020990470346645262,0.017902004203008616,0.002070409993147859
MMP7,0.07598456024795111,-0.009849714847166905,0.010939477421941221,
PTPN6,0.044948070380448506,0.04344610097457016,0.050676309160470945,-0.045839733510223975
PTGS2,0.01737632858000448,-0.0058165097298588375,-0.062168011373430976,0.0024903347733381776
XCL1,-0.024359697843772395,-0.016177788094883263,,
CD58,0.02958340638189034,0.016414726456847696,0.03897629762373263,0.04752278610830239
TNFSF14,-0.010802328249775239,-0.004229804042714506,-0.02090355104375378,-0.007109235158205274
CNTN4,0.030481616625165995,-0.027286246718959187,-0.042686270925956366,-0.014817199294719781
INSL3,-0.006072105589243184,0.08686078628531221,0.03303122152625366,
MFNG,0.05029100672317732,0.019398005206124697,0.04546593482129094,0.028706740004866994
ICAM1,0.029247524079108186,0.021233483148348727,-0.02224191913734279,-0.03297858354748765
PROS1,0.05650131922490965,0.01523819780349771,-0.042472805393578526,-0.03733341913438312
CLCF1,0.10002704464178477,-0.02633471617070837,0.014226805470194032,-0.022074411740869517
PSAP,0.06678112371620175,0.004483192618330058,-0.03884167539177977,-0.001713541923040251
EFEMP1,0.07801366195262088,0.0033831198187530766,0.009189524750334025,-0.020749296111555078
C1QTNF1,-0.0042824005393252255,0.06879280036599487,-0.016845912406185073,9.18944642754836e-05
ALB,0.017752908371659853,-0.012399691867518832,-0.008834705405865376,-0.023329064369979665
CCL13,,,-0.015517353811573457,
EFNA3,0.031086533027511135,0.0016479119250248184,0.01544637639661673,-0.020058203367303292
DRAXIN,-0.029835403433862227,0.0006502307093906877,-0.04390692765954294,-0.03676023214126678
RAET1L,0.06126343381649138,,,
NPTX2,0.03699687520872298,-0.0168934639133995,0.03600723780606893,0.004858846407513995
FGF11,0.002437003640663923,-0.00021737778999488062,0.030679785033962455,-0.08037090984042769
CD59,0.08945742078125393,0.06539760885765981,0.007263798314199088,-0.050032860586294255
COL9A2,-0.03386070943444189,-0.002076485135007364,0.05479856916312432,-0.0782727623437611
DLL3,-0.007898823248930879,-0.022820895287728418,0.04602413272452656,-0.021027474119452667
LIN7C,0.04185285446431892,-0.02684866357988829,0.012121904604130294,-0.00835914199125396
GDF7,0.028547925452177835,-0.023771914510896452,,0.047334600932594374
PSPN,0.05655194045453892,0.03860441852676666,0.04388235192414293,0.0770692147014968
ANGPT1,0.08801798782523809,-0.059788901732519606,0.020043052060493134,0.04270178505406253
PNOC,0.048370540526635385,-0.03773483353336607,,
L1CAM,-0.013238126993893986,-0.03222576856969279,-0.014452855186640974,-0.02644655034652591
APOA1,-0.05358489563410946,0.003968105990967799,0.0837028825922679,-0.034324004769609485
PSEN1,0.05467918605338045,0.018483516146153612,0.012437748285284815,-0.013718248704631392
CALM2,-0.0019346430404720875,-0.013495193692975459,0.08411260712824001,0.008905597015840063
CLEC2B,0.031169148634215382,-0.011130324657005135,0.014092827361932733,0.03099590447322031
NTNG1,0.05846169306413144,0.05023449119898331,0.04717434992094553,-0.041351490682115986
LRIG1,0.06991029967055036,0.026234882653455447,0.05858881818320322,-0.0067841628210184215
CPAMD8,-0.02391623570933573,0.008876516934661426,,0.06431827749301877
GHRL,-0.013272093995089732,0.028564671482324874,,-0.0500457683710398
NPY,0.00864031547408428,-0.01830830795600448,-0.0076164610433389875,0.007008371659355449
MMP2,-0.028453844082394986,0.02731478456655831,0.017943460750896315,-0.00837936009129069
PPY,0.01796005059057426,-0.009207362545308552,-0.01760177911137733,
ALKAL2,0.09558498102421058,-0.0222096427701795,-0.005233175490910448,0.0016495577854828852
CSF1,0.0032309417897606356,0.03647332162252037,-0.0023406347113718046,0.034390207572433065
SEMA4C,0.03465639022282853,0.02292063824886393,-0.004082341312891306,0.04403095204035971
ICAM2,0.007796141598260069,0.025360523694370033,0.10005651902306577,0.05945061961786403
SYTL3,-0.008347243969149,0.01682093917692056,-0.01408268777632944,0.06226032322780542
IL1A,0.04064736836644795,0.028638026892950523,0.04046699524317161,-0.0011062226625905976
HLA-G,-0.026158000586065076,,-0.0342283471841571,
PGF,-0.021522916153369525,0.005249468794256974,0.02755240618496184,0.018836746198406668
LGALS8,0.004547226201791461,0.046773078647471676,0.006057823830258856,0.03230380153192342
DKK3,-0.006371668435299317,0.06198519139130428,0.026892788531842262,-0.007618191117971681
COL16A1,0.0072348556408078695,-0.041174278063558174,0.056338220355543055,0.01710925616132456
TPH1,-0.019206615686975632,0.006848772768616598,-0.03759727252250597,-0.04827609976844829
TNC,0.05813783741190505,-0.003095068328516032,-0.024347052464249702,-0.01661168492723198
TNFSF9,-0.03415352678262381,-0.02894367653222922,-0.014265714238842177,-0.007391992794638581
C4A,,-0.010914866468074014,-0.017275715821602866,-0.03389616245725905
CNTN2,-0.052428034830012786,0.012846144521027232,0.0531240631393909,0.02816032527352911
F7,0.052935930566276025,,-0.021766404499976924,
LUM,0.0013589356583682262,0.029736010689733902,0.0384784219374117,-0.02326532293082071
BTC,-0.016999381959954183,,-0.01574722842959258,0.00717291008881601
APOC1,0.10266623732058322,0.06602781831011152,0.039321465835353946,0.007300098744487505
PKM,0.027935433543001882,0.021989674080952024,-0.053265212807208834,-0.0442747890483087
TNF,-0.028320897133974274,-0.02490148758604861,-0.015284239408914536,
GNAS,-0.001571323261127253,0.002036420521224925,-0.0992153843778854,-0.07684084935926869
BMP8B,0.13749822454750182,-0.02834881517555322,0.042048724917104666,-0.04985217313506837
LIPH,-0.019206610958457018,-0.008800366132091232,-0.015517359518478714,
CCL28,-0.013901716921063229,-0.013551116092811656,,-0.023430330779493903
PTPN11,0.07111394794423896,0.012415034553812807,-0.04908575729225609,0.025102277320238654
ADAM12,0.010112464876085787,0.025829024296821296,-0.024324557045662044,-0.021803233325286654
EPO,0.026718760197549637,-0.009207362947211745,-0.016852248730702034,
EDN3,-0.0015253561543393818,0.08024168882204581,-0.04698921226766103,-0.05761460445802955
CCL22,,-0.018539224692089025,-0.019073115885151763,-0.029084187908273235
CCL2,0.04220772722546845,0.041084548642974526,-0.01550818293475945,-0.007494986968250756
DSCAM,0.01908418951918168,-0.031910498546165816,0.03046273431569926,0.0012303650072124739
GPHA2,0.01025487422197508,,,
ANG,0.024284006238655037,0.03241510118776571,0.016502414989388984,0.018054773968072816
FBLN2,0.039970309015425184,-0.03221832671317201,-0.004775418016821818,-0.0376548024903934
VTN,-0.026706446167071168,0.020857605242013647,-0.019263273554886145,
VEGFA,0.027018418280338394,-0.0005912312074975676,-0.09709336364070979,-0.00725771240217745
F10,,-0.010095674468649498,,-0.004554962241256594
SERPINA1,0.08060830148155702,0.05366548124390103,0.004948639641111784,-0.02207503575342192
VWF,0.04149199339915552,0.030536421327443948,0.02474366286280005,-0.002921237337432168
GDNF,-0.030078944024758716,,-0.022306109277179423,
VASP,0.0313215506014456,-0.0027944988387884158,0.0411951189141347,-0.041453628607208366
ADAM15,0.023848373933127272,0.016990128308118184,0.020153858027845542,0.06259221687251362
WNT2,0.04881434201425083,,-0.020903541570505873,
CALCB,,,0.07699924989391395,
OLFM2,-0.03206390366336348,0.04022411549275937,0.07149398361238994,-0.056598492921279726
MFAP2,0.04111860887162923,0.0925850563392551,0.07871692254975074,-0.044621145053940374
HLA-C,0.023079500286387767,0.0394157402669551,-0.019920284413082856,0.009335733682400727
THBS1,0.060911077199612876,0.01779131709111276,0.02770056485283895,-0.018171242817287152
HSPA4,0.01237396320478662,0.02666713924450277,0.020682872461456003,0.027426115656019344
LMAN1,-0.020217842358140517,-0.04006633705048592,-0.037511098891360214,0.011485408349773978
LYPD3,-0.004551758902892967,-0.012891048718992739,-0.010288995170752034,
APOE,0.014055920394358407,-0.031707448253015344,-0.016444564416953984,-0.07240192189245073
SOSTDC1,-0.0269686546478838,-0.022269559124688424,0.04027764416589653,
ANXA1,0.02097649967070209,0.028136811314977774,0.006632843939022714,0.021228760981382797
WNT2B,0.001903901762545097,0.021701119718784627,0.030019751428386733,-0.0006036627260641096
AMH,0.004055734384798043,-0.013271947579156035,0.031036655368907075,-0.023430327791628684
GDF10,-0.02222963043444272,0.009513887489713938,0.05862902824217985,0.005982728684086522
EFNB3,0.009994709124424739,-0.05120377072383931,-0.009750278506623496,-0.026594698540683772
LTB,-0.03785607807253409,0.05142893990719591,0.008036928491235456,-0.05644800397829231
ANGPT2,0.01519875016208781,-0.004945029911166235,-0.02012689203963924,0.04004040749659283
NRTN,,,,-0.029571715629085633
ADAM17,0.04866912018699981,0.0014100552227860519,0.00442135698965344,0.05560157041386136
LRPAP1,0.034851584776906926,0.06309562297189926,0.01617735382653326,0.04352571677490399
NID1,-0.009671300416968289,0.009450982755163779,-0.013870612598167912,-0.07822903888566336
MST1,0.05861677973481035,-0.05873294559031239,-0.03482487320702195,0.011049399229159457
DCN,0.048220329604203936,0.015306850591836431,-0.002214842783324302,0.004493563531761346
IGFL2,,-0.010914867622999666,,
COL7A1,0.06448716156118771,0.03713503931462498,0.006517754939378469,-0.02261807108453633
CALR,0.0677291275730219,0.03905092600126292,-0.056035329544020025,-0.025608455698864566
PIGA,0.09492697260136128,0.017799873824256386,0.022562492440452282,0.08968872706722836
CD200,-0.020020366825654255,-0.03734260815507502,0.047638355111444756,-0.015422539256338217
GRP,-0.015308148640371052,-0.016946652728107667,,0.0644790064812747
CDH1,0.00047260566680119235,0.008059551441419207,0.054789511965023435,-0.04510439784773123
LPL,-0.01682630109420666,0.026122459572186667,0.09032898892364202,-0.11143326928204361
SEMA5A,0.02800093216223372,0.0423717685440875,0.03963708407507016,-0.02272223029365101
SEMA7A,0.04761098462999044,-0.009673634042687803,-0.015939534963850147,0.014000181042420652
SEMA4G,0.0011326767880130554,0.0010364180799156124,0.06557198591151102,-0.006911844747033158
SEMA3B,0.05882232708192317,0.015229695595263486,-0.026437803453003283,0.051809308121524865
RPH3A,-0.035451280945884366,-0.0494214491647669,0.056172814314194616,0.030803357533821893
JAG2,0.030139601853935986,-0.007205662240765367,0.0184086669085355,0.013666065618372705
CGN,-0.02664456371872389,0.005754131619676462,0.09172184721386979,0.09413878288406477
GDF15,0.014566350393284756,0.012055583182145653,0.0015299080164379788,0.03520267384287921
SEMA4F,0.02048033518754338,0.0006660291762256417,0.08840111323476293,0.04142399593563869
NXPH1,0.06461189256105918,0.031700869191424536,0.06273897873755836,-0.1107517867077142
ARF1,0.04199486423763876,-0.020903061166239707,0.08519603011415763,0.029631804160114295
DSC3,0.06806577248575617,,,
EBI3,-0.045566313254985356,0.01502628100798174,0.04484447105922833,-0.021718043145842594
TIMP1,0.02640660853538461,0.04358144299599718,-0.0920174546787793,-0.06100479677598997
SEMA3C,0.017630959229189943,0.036738123351837064,0.005226701748684532,-0.009090946841753635
GAS6,0.04249656933799749,-0.04233128149130821,0.0231572480606996,-0.020864873710730734
MEPE,0.047003703325013926,-0.032492915602842794,-0.029164725924821607,
SERPINE1,0.04009968984957435,0.021810303694606452,-0.06552830495541387,-0.0027336219746618407
RSPO2,-0.009958157097099931,-0.02178653384540401,-0.023565280657577823,-0.02667282143901572
SHBG,0.04271583359104491,-0.018539224762436267,-0.025251211031904308,-0.012926318544144043
LGALS3BP,0.05426616046041448,0.02620511191195443,-0.01303834309816606,0.05003994444030056
LAMB1,0.03161951220050421,0.02262833601791778,0.002685971700827217,-0.03942095992491294
SPTBN2,-0.025439456546027507,-0.01718320863245551,0.04716017008795057,0.061404273447463194
COL1A2,0.055680056657913896,0.006467205987494897,-0.040323532403888265,-0.004014068263411438
DEFB1,,0.10225492753448105,,
SCT,,-0.008938017759415664,,
WNT11,-0.023220148228152566,,-0.005289849315127919,
LGALS1,0.033803252848394465,0.01141647959626806,-0.07100044906744599,0.07314142680463334
BCAN,-0.017946491524094874,-0.03138981033007099,0.08206621817303913,-0.0007524666116812508
ANOS1,0.011333937247022335,0.02574368731512663,0.08072966546807589,-0.04873800187401641
EDA,-0.01699938778447589,0.005611940902339005,0.0454332417932576,0.01908850087286042
FGF22,0.03241485506369811,,0.07522910527183918,-0.03168375531201891
SHANK1,-0.00834976108996152,-0.01308278215089641,0.027175599941879684,
NPVF,,,-0.01907311716360682,
TGFB1,-0.022828704916027256,-0.021294696303901916,-0.0012653241900466676,-0.038913167009482406
MSTN,0.10187767293845554,-0.023614094747678012,-0.0014663841818329936,-0.04917960897677587
WNT4,-0.01564568401802468,-0.013734321783868738,0.04475119904755433,-0.0228258424271943
TNFSF4,0.03392837275291387,-0.02349958751269775,0.07812988282846128,-0.03516652292926676
NTN1,0.000518905040693553,-0.0015936165242816144,0.03688311812701625,-0.08669356805677263
CXCL12,0.02592362904731689,0.042790528013684485,-0.03777856332396429,-0.01150884870553273
GNRH1,-0.013913479207190948,0.03545382575903628,0.0047594587837864796,-0.02312990723090062
FGF8,,,-0.028766713250507444,
RIMS1,0.048492638987542185,0.029992308200299276,0.02721087396774499,-0.041330085393213964
FGF14,-0.09130186609784381,0.03865691249177021,0.04672242574854316,0.040852546726878894
IGF1,0.02760384604196371,-0.023269258033030666,0.009657263918360075,-0.042532884609165475
TNFSF10,-0.03737143531129222,0.03553643371565795,0.04744750133293495,-0.03603900801451552
GDF5,0.07961670662434284,,0.05648226064134547,-0.006430220572336175
CHAD,,,0.018790306431973818,-0.005594279972346123
RGMA,-0.020423124078501994,0.018699890702652006,0.03320907519983075,-0.06427706064294003
WNT16,0.023516467121630212,-0.015374947603338312,,-0.021245105235268697
CX3CL1,0.06325050744403614,-0.04408369543083942,0.029858042832095852,0.07776266108640079
FGF1,-0.004078686680706333,0.06381278046264281,0.00911533484053807,0.04023678377203794
ALOX5AP,0.019578604204245887,0.0013816779557624726,0.004987704233971962,0.03542087570588122
IL1RN,0.008099919176809378,-0.02418029358201908,-0.04347908466937656,
PCSK9,,,0.009035406800362402,
NPW,,-0.012399692689873135,-0.03127913805800889,-0.001488892626422979
CXCL9,-0.05000974540744197,0.03471739287564185,,-0.027832437411686922
ANGPTL4,0.07621924140059866,0.00045376627647143806,-0.045638132169098025,0.002233360408679543
UCN2,,-0.014004994753867824,-0.02876671809399747,
COL4A3,-0.03143785245285337,-0.018116946194918517,,0.03911657927581687
NRG3,0.064003974358966,0.04986500904009849,0.0009215743092020905,0.00867069233303364
IL23A,-0.025630531329074377,,-0.016636749789485615,
COLQ,0.04704391988459222,0.04368018115982786,-0.03755012459914942,0.002102453699390142
TNFSF12,-0.007367843430797728,0.03388038325612018,0.03862466260025142,0.07295475384226742
DKK2,-0.026846755045448825,-0.014358611700841599,0.002498366436012309,
FYN,0.028549856420072343,-0.029541522071829,0.06633031217373979,-0.03463274439824421
ACE,0.011421656247551239,-0.0011659597510662628,0.03320319613101799,-0.00047236447259829987
IL18,0.06387669210974642,0.041804682032634946,0.017769990957784823,0.03166386836210464
PPBP,,,-0.02037010018581501,-0.027317434329388844
CCL27,-0.01699938789868226,-0.020087396417283666,0.08306180882156033,-0.02932885320245502
SERPING1,0.04146999402706102,0.016592419456660724,-0.0034275869432266195,-0.013981351682667047
AZGP1,0.02533112933276382,0.0073391667710869515,0.05697858179323956,-0.109745871061522
INHA,0.030229184663853877,-0.025499597460089778,0.03100290102357838,-0.02372721373241274
SEMA3G,-0.003904227389978641,0.01602899938436104,,0.0008668772232573917
COL6A1,0.054915815757217074,0.015567255476680907,-0.026772761999413856,-0.10364932839428272
FGF17,-0.04905262631558195,0.04607173334457631,-0.021048579699586692,
TNFSF8,,-0.011465950969009058,0.03658546137579092,0.002202926554466681
FGF20,-0.023815904702417838,-0.02608741722640045,-0.0052826355764177945,-0.05630113474786136
ICAM3,0.05359419070660678,-0.003772252455908178,0.05240127825437456,-0.030005228430486558
LAMA4,0.0603695244768393,0.019425584107450773,0.02181149387751607,-0.061216773228605456
DLL4,0.006730338274561978,-0.04280736360202504,0.03621571325531479,0.044063573077605445
