,UKF243,UKF248,UKF251,UKF259,UKF260,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH916bulk
CSF3,-0.009997652627601657,,,-0.02260698108125081,-0.04641835218942362,,,-0.0426659832118408,-0.05262795688714874,0.08763679035207972
PI3,-0.04842303406560554,-0.012279844015246622,,-0.022549946340326428,-0.04273831417986212,,,-0.12386377394767081,-0.06806615635531664,0.10267370903214255
PCSK1N,0.09239126108469929,0.07433692692251077,0.05764014367371061,0.056084873809115456,0.0450965421059858,-0.023982810141498338,0.06356917822844363,-0.011043511794701779,-0.006514264667523349,-0.07078511017064994
NTS,,,,,0.0038832131512597998,,,-0.011748869823735462,0.007035220194218492,
SFRP1,-0.015100469023840242,0.058873219122474466,-0.04078341502188743,-0.016549419319225767,-0.015894204560219394,-0.02320895699522038,-0.06572670285152939,0.004208031661327527,0.06751344840718312,0.07652193302112537
CXCL13,,,0.03419579305659886,,-0.015751359697441833,,,0.1491906898812737,0.052587412283445274,-0.025217535507278274
MICA,-0.04792322852939452,-0.027933557097765405,-0.02821077238797673,-0.02616060812503305,-0.06326602976538227,-0.01736996209465973,0.06385970848090045,0.0023762407802746218,0.06569518041446996,-0.026920672477777508
TG,-0.015013616127982576,-0.004274505574321545,-0.00431651213035385,-0.01785944544017571,-0.03371099793008165,0.007411106376009318,-0.037025190970734735,0.06094779811647596,0.03693056605322553,0.010212814541017513
ADA,0.017545714382311426,-0.012096122647546044,-0.0195356336589948,0.02686499083280887,0.06099622792936056,0.0550625587571134,-0.035196166540089086,0.04379053980935965,-0.05728109848284238,0.005338007155087024
LAMC3,0.026066757975036214,-0.07085402919786919,0.018608701976668585,0.008653951271860213,0.03465808040785165,-0.01286919311646041,-0.010472859945741942,0.033998926294848096,0.0750194715152386,-0.010640633883239036
CCL7,,0.005806938457087438,,-0.012912350518687669,-0.02088339483083352,,,-0.023676927186962113,,0.034932271676080096
NGF,-0.023549493202968393,-0.03274302205978657,,-0.029585493007480354,-0.0222908504104772,,0.10503301696783217,0.08471584391769206,-0.020412154300403385,0.02927153457910443
TNFSF15,-0.029133662149040698,,,-0.014378533837532731,-0.015461994666565374,,-0.049509241884733365,-0.023082345317669454,,0.1861915472409344
HMGB1,0.008434939606582939,0.050735911922850804,0.012673761443788583,0.02543021450911507,-0.032084379353686215,0.0418078688805687,-0.050429765044130354,-0.09659260852802265,-0.010973834941796889,0.017438858631535114
ITGB3BP,-0.022784646415864005,-0.0026044290023124364,-0.04668425534387136,-0.00981596411350555,-0.02791861126523924,0.052529089726068776,-0.0724231546287317,-0.020030051832335364,0.012867135085002852,0.018238443462522957
AANAT,0.07277405120664493,0.006710132474393832,,-0.013082996645285824,-0.013932181910846678,-0.02599641665588028,,-0.02077134594140259,-0.02784349455578559,-0.01898300553708881
RELN,-0.02599543102710066,0.08393374570835692,0.004578265370389566,-0.02270915230398767,0.014903414681615315,-0.0049104210299374595,-0.03243900175182739,,,-0.04611745425693492
IL15,0.11777920360656592,-0.021277379264335133,0.07222728749598205,-0.009027689855127733,-0.011235247459259884,-0.024110474913496632,-0.01201460351695929,0.006255066992608091,0.018202734565001447,0.03275109749025451
UTS2,,,,,,,,-0.017688321273819512,,
BSG,0.011681518559756044,0.043062429375498486,0.007757977037173555,-0.01215205139306742,0.016086145898619272,-0.030203230615111445,0.0821530939203858,0.06523135197935452,0.01339473341315168,0.04044656808875649
ADAMTS3,-0.06951210869930559,-0.027882395260651595,0.025840288498432663,-0.004261185562473852,-0.041567913596900645,-0.0047352179719590826,,0.0385127126388663,0.08927587954985061,-0.03672598853012666
CD34,0.03226556012026982,-0.10219811150978653,0.05500522342151872,0.021482182376902796,0.025104296507658403,-0.04949322850681125,0.05384883193243072,0.021305553896621376,0.05529527860977669,0.0030758103859487456
PLAT,-0.003446798253392869,-0.020859866869385006,0.062966521080249,0.003576636435995651,-0.03706838079969238,0.07243763043925121,0.04606205651444249,0.058558101243688106,0.022317922264917172,-0.005344484821873012
NTF3,,,,,,,,0.07505387070748092,0.004765375978092794,
LTA,,,-0.020800487875901948,-0.01654941854501792,,-0.024110477889704905,,,,
CKLF,-0.044167627759267844,-0.03467737182011585,-0.02009506748872802,-0.0095156887279531,-0.03952252672839611,0.036157792216292894,0.0021903047456163626,0.06339929466668207,0.021188709828714,-0.030650984205991102
CD24,-0.06020040136520406,0.09220006307038854,-0.11952041695450177,0.0039099756262269665,-0.0004128683232495333,-0.07016926780662901,0.030594957508765605,-0.0002511892294362666,-0.018377440286185306,0.057979743184946815
HSP90AA1,-0.08007857742482549,-0.04433188814092281,-0.04181834987839686,-0.0519000061790527,0.028967411180703714,-0.08372624010867381,-0.03252466335039199,-0.1605498708272536,-0.08405540577592975,0.07148802896486875
BMP4,0.019402930276405182,0.0015090804260437464,-0.02204973647317377,-0.03861178014113847,-0.02703764958097612,0.012061719392666207,-0.024294614351545535,0.030561774785494208,0.0519768488332106,-0.052644102754837184
SCGB3A1,,0.03363577008181233,,,-0.016591508733501494,-0.016823972623701066,-0.0070191008445280876,0.10362831964742865,0.14379328753459028,-0.038146459680573265
IGFBP4,-0.04097421974926555,-0.04488713896522663,-0.013122225857550095,0.0202381438002505,0.0029873674421662336,0.003045881583467673,-0.00472634444522785,-0.035183776683875075,-0.028373874967839503,-0.055790148991736094
RSPO4,0.05246477506716227,,-0.014729476669919367,-0.025331784547935613,0.019547674331868842,0.018467883061025314,-0.0008087429349118188,,,-0.023936818048280965
LEFTY2,0.0307928763502291,-0.035645178295030555,0.009206177260534043,-0.0024137597648762788,-0.017390955340365364,-0.02976411569783995,,-0.02009902998146083,-0.023790088870298612,0.057983233634552975
PF4,,-0.024965023566395027,-0.018920870805121524,-0.011265771439081166,,,,,0.06652538555844006,-0.01875106403462215
ANGPTL2,0.050888960584603876,-0.03543880773069275,0.02873031041882689,0.058375187147801065,0.0009799055382682534,-0.012000723546267257,-0.06804874093120619,0.07239620149985601,0.047180219471291245,-0.04883721638351505
LRIG2,0.07230608225006206,-0.01889734618885755,0.04337077628084549,-0.01402036757390798,-0.01641711287367586,-0.01460859548000399,0.010338041867439909,0.05363440169816453,0.08192401136807094,-3.510181850432611e-05
ICOSLG,-0.015255514074294908,0.04295705581262063,-0.050256911030716105,0.010375341811456235,-0.00186384498309281,0.015663512903631282,-0.03895273961855556,0.03357155341965922,0.027734898295753388,0.06121162678926488
WIF1,0.03897547039449732,0.0035468078231522234,,,0.04733813269218772,-0.06285080904587972,,,,-0.03440780187439382
NPPC,0.06761843256900751,-0.009671951468403774,,-0.017475989713639867,-0.009829078195283914,0.013846222514641767,-0.02076411542656934,0.04912857858105916,-0.012577343057859769,-0.04506313813055511
LYZ,-0.09054469607376034,-0.049798427449611854,-0.06057113216109506,0.03150320710519661,-0.03772817580563699,0.029705278518288965,0.02259130923968679,0.028536601553689648,-0.02963720700754638,0.016989020040287163
EREG,,,,,-0.026947605990477016,,,-0.03004966900167523,0.01351393677602982,-0.021588029383864574
SPTAN1,0.10354173579199397,0.05080968327235006,0.0736701717704773,0.014360769101092982,0.07505246631251561,0.013031296459537647,0.0455905352491394,0.024045000060902516,-0.004806597713463938,-0.044065399928566645
LIPC,-0.03891532256003463,0.015388393093418686,0.043050906629539594,-0.020245430320861794,-0.0185396723683824,0.01905330512982725,-0.052755761334354556,,,-0.029241161942695118
COL8A1,-0.06778574202854408,-0.03651456718816052,0.009010316618964948,0.055996023274954045,-0.04635641050117115,0.0709461779636955,0.029630577820530433,0.0152071323283016,0.011948138569411435,0.0019039387080078433
GSTM2,0.056240700341594,0.025924428814196845,-0.03385014882882563,0.0057161054474534475,-0.006238378658616388,0.002847681439008261,0.0055738508613755,0.08946656430418816,-0.027744459524476975,-0.02058048569608752
SPX,0.04711529979294979,0.027389411684202006,0.02264948103907221,0.0816631883952606,0.034443155483484277,-0.04512925180490404,,-0.02387216865344258,-0.005435772990008909,-0.06416909646125891
MFGE8,-0.055740062218163945,-0.03637593595987786,0.003185725681592487,0.00917310655947376,0.018212880723686944,-0.019087699717902744,0.08223390902624954,0.07714153348359842,-0.04229624481745955,0.1300258401705085
TGFA,-0.018419157412933707,0.025741595779558504,-0.04024846578332833,-0.0027662647542785255,0.0013614015612710567,0.022766167404368192,-0.06448266156268412,0.04731489987830767,0.04188222255711906,-0.009743555155326818
SLIT2,-0.015469691540932619,-0.010329010020360302,0.07304655494875927,0.005180628244134462,0.04864112737133615,-0.05423373034059528,-0.009409961554720637,0.1089163946035744,0.05553216473905523,-0.00584805256594281
PLTP,0.017152328485347562,0.006543887968491341,-0.08168227386299802,0.012915128937322957,-0.03444328306090867,0.0023698036058875326,-0.0009100445656623732,-0.031118783243435602,-0.008574921348539138,-0.06759353581330332
APOD,-0.02581119594794914,0.005911253257567935,0.09228161931535228,-0.030570060552843913,0.08527350826610054,0.019046427044514702,0.03761636559816732,0.1797135556271546,0.07311114127940392,-0.018968611652941808
B2M,0.014831422042666088,-0.019077852504232006,0.09632644032146392,0.011231324621907818,-0.09273171342430413,0.04981164422541241,0.007726156314266305,0.02118101388196377,0.044283625041832565,-0.04174045819405039
OMG,0.04656815744671009,0.0770379943851217,-0.005807763748928368,-0.006709478586050397,0.11106137004438958,0.020507487903642867,-0.020142518920353136,0.16020754144600474,0.07596189161501897,-0.04824923971414395
CXCL3,-0.014261126442795475,0.025196108438789524,0.07948754274249212,-0.05166072619024811,-0.029873483748972533,-0.017363910159971654,,-0.05780998710419086,0.004155856812698813,0.05783847285451187
CXCL10,0.007855589856831238,-0.03743617851129336,-0.033667501120115205,-0.013777651681788902,0.04475028100119658,0.02184943844387527,0.017884462114605856,-0.024449464776536266,-0.02543630409587892,-0.030135447242910857
RSPO3,,0.011707522830633957,,-0.013082995678600499,-0.01853966093776492,-0.01814495146058392,,-0.012038149759038668,-0.004779859784290933,-0.02020611152851025
CORT,-0.03225413150059829,0.023929530383346848,0.05804680530911465,0.033628290132546354,0.009861531506006903,0.0006027455456276514,,0.03729444619514148,0.0009444504094593454,
NCAN,0.03622794089578705,0.024199091607857753,0.05421079415707839,0.026500668621324473,0.09332352964522797,0.13761574424916084,0.09259988809506269,0.18658940656473166,0.03649043619218281,-0.033383099187825505
PRG4,0.07059181250297192,0.07212690592878679,,-0.012912352530885823,-0.01327433067063809,0.04450543571485417,,0.09088489139905281,0.09692413089559383,-0.006456283004436263
ZG16B,,-0.033372828803943294,0.0072960373982036515,0.02407485659816461,,,,,,-0.01599658072712903
TGM2,-0.024441217094298365,0.017766425727018777,0.03177157466281739,0.0667691317338821,-0.044799916832750114,-0.04589555431485735,0.049745414215246926,0.06750584050860209,0.002260245327028224,-0.019705607849212766
VEGFC,-0.03158473849505844,-0.04595420166140996,0.11009492066215215,0.07860776361034462,0.12273759220466114,-0.02165018951196901,0.0005473439876350778,-0.030470845108299043,-0.03976200005333613,-0.01384391621578047
WNT6,0.02069491902949792,-0.003497329889660444,-0.021055950067008968,-0.01785944618170936,-0.01829074968396493,0.01592662760950057,,-0.023267100518772427,0.02001523292222531,-0.016529267211655253
NRG4,0.00820270483323461,-0.02216599867728436,,0.021237513737737527,0.05914105627945524,-0.0252574713266083,0.07173089675693692,,,-0.024857482645028777
PMCH,,-0.011548636893252456,,-0.02177455781305876,,,,0.04948295433300838,0.031949655445540404,-0.03183358395013806
COL9A1,0.03401067375570994,-0.019278115293999996,-0.02377901711008897,0.08913550976766088,-0.046291753907138244,0.06392596266990433,0.019578942783233824,0.0353030516255111,0.06363107814291176,0.0041030466359492914
GDF11,0.04645045414333539,0.06548573899493756,0.007389146972904723,-0.02450205274028045,0.01584750429792283,0.0035181393076209196,0.004734737180541546,0.031290196330649535,-0.029155521305078088,0.006372624435567405
IL24,,,,,,,,-0.017943004835045167,0.026003673928367617,0.13704491792024118
SORBS1,0.07150145082279552,0.020800279425347477,0.039974393635509586,0.022365587318548232,0.010995605026336704,0.032921777935145176,-0.0287252518949175,-0.0013753586233816182,-0.030413283824142368,-0.09484512395218721
DLL1,0.08759219192545305,0.005548190918199656,-0.010249343553152563,-0.009902073051409024,0.018895270880877005,0.010393067016764802,0.014910021581779457,0.1518452897615555,0.08796317977188307,-0.04811062556910528
TLN1,0.0026810757389683494,-0.061412103449155,-0.05106981705977196,0.030242521522819813,-0.0009678238773962828,0.06910989319306975,-0.009886402613322413,-0.09201960078983738,0.012911241716808216,-0.01647687114671758
COL2A1,0.0077645132120537025,-0.032630098189915316,,,-0.011855991028660546,0.02145865282894425,,-0.039225760761721636,-0.012044619923266858,-0.022395257650612104
SHH,,,,-0.013418054307954504,-0.0057850597727448294,-0.016823971153181124,,0.02447484474121318,-0.027229004478204588,-0.0326896956679168
PON2,0.036526640940831884,0.008326563219538717,0.05337346094423009,0.030820149055187752,0.017304859961207383,0.06183744788180246,-0.04101327973053563,0.06714741143224978,0.02021314048404904,-0.05776756051017294
ICAM5,0.009451686068793225,0.07534982861247012,-0.02710373656069072,-0.020912990001182893,0.015420573185867937,-0.032856306882161346,,-0.012540257524707447,0.025291919837708666,0.0527029663983931
HPX,-0.03580856036242936,-0.03422564251215919,,-0.013051039470425843,0.0021715834837757043,-0.0013250202247910552,0.04030088776278843,0.022189730797993978,-0.05842250074026223,-0.01044367455040988
SFRP2,-0.024450264720904464,-0.020707521933050612,,-0.015281709744089184,,-0.03300432592088286,,0.011458158865114925,0.018696845616763685,-0.034083273501946065
CFC1,,,,,,,,,,-0.02199496100157993
CD70,,-0.021008638880976427,,-0.02597455849189148,,,-0.037390065557675566,0.015087482731390304,0.044322558176958876,0.021053667851648267
HP,0.051006628186354985,0.010194243499500974,,-0.03520028384693712,-0.0377531688707788,-0.01672367804742585,0.12740734168342344,-0.09090451510275561,0.00899395098324913,0.04223400439643154
CXCL2,0.01354082142459933,0.020979803777837744,-0.03996012806663825,0.044825536702520985,-0.02812043024928084,-0.03329868246093266,-0.03394042922867519,-0.015582137384977072,-0.014012556228974309,0.045853853355479354
NPPB,,0.015049658727369675,,-0.03432273431239033,,-0.02165019108664938,,0.011105628695261795,0.0040890735083948405,
CCK,-0.0002199834332799803,0.0381968279738804,0.0339020503110018,-0.03431913563172072,0.04659371112152201,-0.057662846209505625,,0.06883669162834449,0.07438142615387229,0.015267108068717334
SEMA6A,0.01759788903012986,-0.009382683807460133,0.05509228428815168,0.020626161255346772,0.03360672444514157,0.08999076962680802,-0.061175669423353465,0.06106436282102517,0.016323333714111318,-0.04208552445803073
IRAK4,-0.037090487820262225,-0.04023321737358856,-0.0006362768638488608,0.03262184164599366,-0.014589518088565533,0.008258075073565347,0.060651748679516684,0.056531539439939126,0.024465177265886758,0.02473974894698974
GSTP1,0.09102101494696255,-0.012485470403336675,0.014720240762565458,-0.0044234793487280336,0.020765229759446027,0.0429707229582787,0.10524131108138579,0.05941444315604192,0.06970731561635297,-0.11231750492283596
VCAM1,0.01184891122035714,0.013863295746319833,0.025988743717973196,-0.007554830913973906,-0.07272817230487638,0.01918912929932577,0.07478209933325677,0.0018648048752903286,0.042891318921983126,0.13156176268654188
NXPH3,0.061998056292258526,-0.011224885646399915,0.08719161041265905,-0.017618823864781863,-0.034054898920798576,0.03471314252224704,0.0156792852905144,0.09933662579075524,0.09412737368881348,0.014129371424889146
MTMR4,-0.062281330369849286,-0.004565612190400289,0.06849594161583285,0.006633687636683008,0.020351134590658876,0.02272536496341889,-0.08694240015560994,0.009906864611946831,0.01270218108158981,-0.011924499729259611
LAMC2,-0.02726124222063419,-0.024369418816585362,,-0.029991707134384257,,,-0.03445169162888285,0.05538624419673907,0.041860569877063124,0.01772083194636007
IL10,0.07249647132677625,0.0627216413727787,0.014800214716354784,-0.015096792660611806,0.006975160900479875,-0.019379999044396672,0.12841588652484123,0.04414805859400143,-0.00858720406644953,-0.041639971784935184
SEMA4D,-0.03846012206197502,0.057346975540744846,0.041557690963724775,0.01210111719103164,-0.019592553732113948,0.0030407042907258717,0.06573326014147099,0.05037987335093497,0.05124547684911264,0.0020767548198707252
TRH,-0.019733322203438066,-0.02925454799992341,,-0.03180737546335055,-0.011667194051042813,0.05668859477320038,,0.03941222908687825,0.024542898920610526,-0.07327664890482731
SEMA6D,-0.0031301562206705593,-0.037753640318231786,0.01658964990355619,-0.03633605866881207,0.03613023257278063,0.1028589758130086,0.04916524722951238,0.041645880254007464,0.03049267001188819,-0.05181224341312143
CEL,,,,,0.1393430933421657,,0.011177471785896469,-0.027171938155680118,0.026392993446628408,-0.006142547737285673
PDCD1LG2,0.004719742356224479,0.005194681077348654,-0.0129526468531683,-0.03311773676740407,-0.025940994711290254,0.009558883566789578,0.0684302308198519,0.047853470972335964,-0.04702367810927544,0.017828591685839796
SPINT1,-0.0422087176177474,-0.016876235021133872,-0.017228303502579093,-0.02026927521278262,-0.031119908761285703,-0.0041624330484598465,0.08030551039646286,0.06426879087438696,0.022259951282424233,0.009002604503199941
CTHRC1,-0.061273104108291065,-0.03894632880328637,0.07968038472844693,-0.0025175163830124256,-0.01225077116846168,0.05176797333770503,-0.006599902639289014,0.10710441822406712,-0.0011120736038912307,-0.052583071893930834
PODXL,-0.010598080010194046,-0.05242628604696728,0.020748358705917676,0.06248947820014954,-0.04274227616180686,0.0009710502669571959,0.03204438796770989,-0.050697165193972646,-0.01271993452644816,-0.07680648714401166
JAM3,0.049473849661978674,-0.040349137776765485,0.017521234043532154,0.005098067147027243,-0.04488602220302065,0.03535756974546603,0.020761561900752047,-0.0385539597871461,-0.007225228502600879,-0.013963116343585347
TGFB2,0.04373053891144999,0.01519970062273267,0.03159935098666332,-0.01349554674240984,0.07285571739614875,0.03305489370157832,0.04880476297345695,-0.045757517304930245,0.03290042324888376,-0.08715209439612127
COL18A1,0.10038039324776991,-0.0495160955907668,-0.04946177303011254,0.08387091799287011,0.03458997394750643,-0.04815571029236913,0.036891631423173955,0.002896528131767473,-0.025643959638841612,-0.042664748665073325
NODAL,,-0.035588525356584154,-0.020280410162551808,-0.014876985661839414,0.04324726071748368,0.016636158537881206,0.06448676549561363,0.14023397817035296,0.11928640069592453,-0.006921137393876295
INHBB,-0.035187766526968575,0.04802371928335781,-0.002755281381692196,-0.009224767188598524,0.0210783605812862,0.004777454919125317,0.03834588692928326,-0.009079337843300736,-0.007117107335777291,-0.08684278767062359
LCN1,,0.03410049165481032,,,,,,0.034986493195207934,-0.003026521513327402,-0.01678964486302311
ARF4,0.04699255738576278,0.055386581131449994,-0.046206646154864375,0.006249648685768016,-0.0488682959515559,0.10625808101570122,0.1357754863411572,0.11625874512839339,0.08888675749855743,0.010647987181766688
CXCL14,0.029511341333472125,0.0144516335372042,0.03349122345489165,-0.04243771946044757,0.022396446164178033,-0.013659183511499556,-0.058131601890123334,-0.15718991721773212,-0.05277321866459518,-0.005721449822843428
LIF,-0.049249393604388216,-0.03134977310392799,-0.02566369567521114,-0.045959116968904326,-0.04234336377992998,-0.03585531298798652,-0.04391593986608226,-0.11157174722591133,-0.04724590184202836,0.07078103141274186
IL17B,-0.03258425150516827,,,,,,-0.0026831902631738627,0.09618857538489178,-0.0348560610901293,-0.01898300172478184
MMP1,,0.03699278087996591,,,-0.011667191505878083,,,0.003790744596988158,-0.02378900595769272,0.10230246390678735
MATN1,-0.025673353355158014,0.049204985168654645,,,,0.02213712481089558,-0.03594692187164527,0.025301315611450326,0.003912862977654077,-0.01729940009052466
ADAM28,0.07272499193220686,0.02746319698867771,0.006234499084294998,0.0016635229956445576,0.06780135850102716,0.023984456761242598,-0.0536160673692242,0.021427609227986973,0.0611784808644953,0.040165259648472985
TCN2,-0.07467679654405691,-0.04996887890812892,0.03719256642651869,0.04989974366453112,-0.048358279794902,-0.03381229306684387,0.10156642049820763,0.030341479262599162,0.010286876671961003,-0.0035965938124238235
THPO,,-0.04169255998258593,,0.017775088817798854,,-0.017627933506755695,0.022235864915614804,,,-0.025924723904038768
CUBN,-0.08261064965336787,-0.05189539436009491,0.007316428904500147,-0.02203781816252302,-0.0037783746730715114,-0.03112224726630651,-0.020455338324579225,0.08553460797381247,0.0009322167086459864,0.06502988474251689
TIMP3,-0.012436981449415787,-0.04476382876896192,0.005572542470123649,-0.003540385015956573,0.03499177234874248,-0.007726704758671991,0.07199160690552052,0.09852590265028624,-0.021503707628692404,-0.040491323930735804
PIGF,0.06030179519211376,0.008629531740326195,0.024213759621879247,-0.006295717386548984,-0.008373042466275729,0.04897787254116575,-0.03038465100531663,0.06605164870717173,0.054081027093498706,-0.014850668752284973
CRH,,-0.016106943808069176,0.09510209972558381,-0.015134716025371493,0.048798046628901554,0.018592359878315763,,0.1162833195635918,0.006313097679478874,-0.03788841669764711
BDNF,0.03275054861105325,-0.01796396419991663,-0.022768188490950508,-0.0006437967422230354,0.01651370220187702,-0.019853580634341648,,-0.004574181957163726,-0.030412941818121268,-0.01885246713495112
CCL5,0.012364978687641822,0.03341522442800173,-0.03818735225119845,0.015123939158527696,-0.015077008013537764,0.0038539954240468526,0.0006468207287256025,-0.00854839048609573,-0.005191110362982744,0.022424996766426494
GAD1,0.013846558424408711,0.08431743532705849,0.07855635912349754,-0.0285679950232819,0.03454338207815964,-0.07235122548638738,-0.012389063416421646,0.04857497094541996,0.03782399546265116,-0.011723684794996187
COL14A1,-0.013994067627256048,0.0032334255898117024,-0.03176071104824936,0.005972372005397363,0.0017124708913349134,-0.006523247359318148,0.11176251686143704,-0.03788107012482804,-0.03399840414775076,-0.06670718930347479
HLA-A,0.05792675718831056,0.0026384499258001602,0.07269760534736383,0.02285251678329186,-0.09431771700147278,-0.018996915150410357,0.07520221791899134,-0.12141622869004763,-0.07920852207445243,0.02418344428294802
CD5L,,-0.028551678651293322,0.01230613210207982,,,,,,,
FGF18,,-0.02583410863414106,,-0.012024418701270155,-0.01617643758793283,,,-0.02935223708629678,0.015675159957993217,-0.0031342156233366983
ADM,-0.05838268852187611,-0.021186563295663364,0.028519964228766414,-0.006043929775620925,-0.07371400344027193,-0.004554056941557281,0.040723646677428046,-0.06398293856047389,-0.04355311782616452,0.05922524929792361
CCL15,,-0.047635946754305075,,,,,,,,
GNAI2,0.02310646153671777,-0.05693021250243744,0.014507860638524822,0.04479326840122096,0.031205964465217586,0.0061435141685975995,0.11396459312237611,0.017004015857584282,-0.025922228398418404,-0.04787834021484231
HDC,,,,,,,0.004787346407525244,,,-0.017299392255790087
COL11A1,,-0.020688365337718555,-0.04263620733306818,-0.029013861693249016,0.022876159342353184,-0.03202200593635361,,-0.0035240570810623185,-0.007174213013026063,-0.041725793315652106
NUCB2,-0.04758424608672164,0.005865114528970385,0.015606998919769017,-0.036779518319093124,-0.033871733902489425,-0.025605147275280193,0.0509702870382248,-0.045981915428859925,-0.011449046207119467,0.039158257003903144
FGF16,,,,,,,,,,0.042600303184912605
CXCL1,0.005048075305742156,-0.01678958720301773,-0.027303760380780185,-0.014139061735873147,0.014897755527365787,-0.023914415713922808,-0.046065395116014506,-0.05652069921196609,-0.010257096315698266,-0.013341597850603976
VCAN,-0.013240834615131805,0.0010987767570319192,-0.029916384591330003,-0.018185193739763128,0.0435218219246128,0.10405235931296582,0.0010480758719235467,0.1378102339901667,0.023834790545122744,0.009013586392877295
MMP7,0.022800344057620638,0.01032696723694873,,-0.02390536231331056,,-0.027245767139677243,,-0.09450728868906542,-0.04766629342230283,0.1000318302183625
