,UKF251,UKF259,UKF266,UKF269,UKF275,UKF296,UKF334,ZH8812bulk,ZH916bulk
TNFSF13,,0.016815019168630166,0.04849841089423774,,,,,0.02134520237364183,-0.02901804342073641
WNT5A,-0.060706453879553715,-0.02569321876253311,0.02820284900297256,0.04608671196975054,-0.015171780538472743,0.0330037696155333,-0.05520665333609933,0.02919938156735749,0.037742493063728275
CXCL8,0.0047444539457979175,-0.04174492397772426,0.025878425359818706,-0.04144998835293974,-0.013739640777402546,-0.010172362793174277,-0.033463169634236886,0.0034679421076998325,-0.03280101350448506
GRN,0.044058309353976026,-0.01005689391824485,-0.0035706040776418754,-0.007018147725551986,0.014848480910349121,-0.014602971163083057,-0.005412198047392216,-0.058725135986307624,-0.025818391216094565
MIA,-0.022622465653287988,0.09597207337075707,0.08052361024310653,0.007219882692490032,-0.020724337215748602,-0.012423088728224566,-0.015242825674726363,-0.03066964012806953,-0.0082689954475883
COL4A4,0.005131239601807836,-0.03670378531127175,-0.011440822151068883,-0.012262059422922616,-0.019118280783854368,-0.02086980108794473,-0.014786106399574287,-0.03372007071523806,-0.0324320573723403
TAC1,0.017960631313911183,-0.02033667451074336,0.06770556790514767,-0.013522376661874181,0.04928604027047296,0.004426274732982832,0.028925522804746126,,0.038430846729736415
RARRES2,-0.004049968251924376,-0.014694499236361146,-0.059450029455615803,-0.014182437536344841,0.08931093588768255,-0.009236521199194762,0.00021721495597819404,0.053120211295299286,-0.02256378390255533
FGF7,-0.028711089960271226,-0.0036882911576132625,-0.009535394309101265,-0.02425278203384103,-0.014106106051384312,-0.006195385169448134,0.007367923569553866,-0.01387184452960269,0.002323099515204379
HBEGF,-0.03396714056699677,-0.000952578354553929,-0.020459100924006123,-0.049288048585962044,0.005341716668046303,-0.02805238750770851,0.016369799612035003,0.018124333864761717,0.015347087098746758
CSF3,,-0.01815156035249213,,-0.01297302285411596,,,,,-0.01939122127731671
PI3,,-0.031324113041794874,,0.08918218826063895,,,,-0.018599288001174025,-0.000991003184376656
PCSK1N,-0.0421024269003796,0.03383561730921337,0.003764084804508869,-0.024209452677372942,-0.034209571356118344,-0.05355671088061392,0.015580536049219733,-0.03485882123194402,-0.030453286750792657
NTS,,,-0.013966644398102097,0.03159657502976628,-0.009505510262136892,-0.026000390076466696,,,
SFRP1,0.08496141777364713,-0.013287832749183917,-0.008023031548729735,0.012631570343929628,0.004082458901662784,-0.014891941477517613,-0.0030587325717095866,-0.04942454525264661,0.03541396136781592
CXCL13,-0.02656532672714944,,,,,,,,-0.027671747959782413
MICA,-0.015200730551247528,-0.050736089666993,-0.029644660848972642,-0.015564219600838185,-0.03563535810842646,-0.003182873951761729,-0.014807620674381926,-0.055077751581209575,0.028118487997650023
TG,-0.02415003272942062,0.06698381698145874,-0.01612118942827863,0.008296335630314728,-0.01844863372699552,0.066700781568819,-0.01559961432984249,,0.05453784745801419
ADA,-0.004061816074763216,-0.03694502811093349,-0.020023695472409262,-0.012774163170715223,-0.016552135936038576,0.015606174649380305,0.014179376020528114,0.02774462128661801,0.08042587267172556
LAMC3,-0.009379556799791737,-0.02792695794328194,0.028092122269192298,0.0015943839771887488,-0.032649571493601974,-0.051464418184946924,0.0031092888070607607,0.0034156225623308803,-0.012351889448547558
CCL7,,-0.01036756340398213,,,,,,,-0.019719390984959482
NGF,,-0.010864093019065761,-0.015383938692025593,,,,,,-0.038662554482085824
TNFSF15,,-0.011544788921364697,0.0009270255320628544,,,,,,0.09514437863249192
HMGB1,0.020872593340826504,0.0374188010131627,0.02582236794583435,-0.007044535635097627,0.033909814479301525,-0.01936015898454308,-0.027807155042055533,0.09585512427995159,-0.0007355807958946544
ITGB3BP,-0.02305979026564789,0.014460675717069271,0.020476573725505785,-0.029325349323851585,0.022278340647897917,0.03658089745822907,0.0035873444628496494,0.05331567766279081,0.039856805632643225
AANAT,,-0.010504578313435669,,-0.011702017689326561,-0.016590964124838157,-0.01242308941922848,-0.013930376090047632,-0.027077464766228663,-0.020830463174716884
RELN,-0.001042212181015857,-0.0182335955038965,0.008295676336417828,-0.01177361872040197,0.1260872546411545,0.01812593322007899,-0.01542212871175614,0.028027479068022047,0.1449332560788628
IL15,-0.02020301065552819,0.019824836187469382,-0.01329155640369768,-0.030523630656909422,0.017718038134557128,-0.026701290451748943,-0.012919779972009904,-0.0033990876628910076,-0.010239490870422677
UTS2,,,,0.001881859612436043,,,,,
BSG,-0.03577039363130879,-0.03331923462708059,-0.024759730850201372,-0.04193272997375272,-0.0889254941746226,0.022456343185433287,-0.03158702431768461,-0.09075563284997085,-0.004016459381685056
ADAMTS3,-0.008353803430828291,-0.016041430092079294,-0.021408852286449946,0.01748572060545121,-0.04316012423602394,-0.007170217458280424,-0.02146850455342574,-0.041954749656853474,-0.03338840342222277
CD34,-0.030669739838664518,-0.02148469757122673,0.026171676433620786,0.004181320839851445,-0.02328547249247637,-0.023243262990503423,0.022082123351669276,-0.06960881101055849,0.03732428549238027
CCL23,,,,-0.013315038557409318,,,,,
PLAT,0.030405870940984264,0.07536052614796018,0.009607860762052316,-0.02601914740801039,-0.06348032013612308,0.036561054840985374,-0.040650968851462,-0.11876755120776064,-0.027415563531834383
NTF3,,,,,,0.02482429365916773,,,
LTA,-0.017760009978615623,-0.013287832127558213,,,-0.015978827501090444,,-0.012919781566833573,,
CKLF,-0.056483815076789415,0.029010155064258435,-0.017046420748477703,0.027722928345508876,0.09699641804461671,-0.017094032591182105,0.00204752454304055,-0.06910877412760648,0.04357827859859639
CD24,0.02643875676231425,-0.020577508120339594,-0.036706948232002184,0.0522870117845428,0.032852881694918935,0.013228450766868348,0.02353493524869629,0.013427717608254484,-0.05593469454867248
HSP90AA1,-0.018284605901419893,-0.0464489340441465,-0.005868702174821697,-0.017029068560688185,0.034692961398911266,0.00370895634375076,0.04128848114699162,-3.8223239186841973e-05,-0.03290553432528588
BMP4,-0.018826651669218618,-0.031002107491932933,0.022255686036736586,0.05445046379276796,-0.006547424841781419,-0.016472333399043446,-0.011008988307158536,0.07000164839920976,0.047464449424087805
SCGB3A1,,,-0.0169669068279549,,,-0.010478997431499042,-0.009015252720370943,,0.0054670354218941146
IGFBP4,-0.03036499736152111,-0.023176582773119857,0.010568328656219336,-0.005342032624379217,-0.025395872030500023,-0.039129816522395486,-0.07501102402547956,-0.09915947256211304,-0.014762288840412101
RSPO4,-0.01708310961431546,0.03899533459128587,,,-0.018584349150026158,-0.010478995898708616,-0.017921771018040662,,0.011830781647110971
LEFTY2,0.019389632979786315,-0.009202352060509116,0.031023240745876902,0.0013223957295473328,-0.04576675994991039,-0.011490347163869749,-0.015949326060859796,-0.09072530388724664,-0.09205693849948814
PF4,0.0649514841257913,-0.009045494816796198,,,,,,,-0.02057594873987775
ANGPTL2,-0.023341795686311607,0.0704557013911002,-0.04413107054657076,-0.030340672335009963,0.08577905111326987,-0.035171957174157026,-0.0006292769232691535,0.02326049463541209,-0.009485060468376686
LRIG2,-0.010580407093252761,0.041028645129883114,0.06462643090923989,0.03190085137577636,-0.0029738347116919387,0.04006206771572145,-0.04055696644008903,-0.06174628600560127,0.05132560984158056
ICOSLG,-0.00578626651615048,-0.0038356251453695485,-0.0016280001769470721,-0.030221243220002303,-0.014818127749091858,-0.019887177348123564,0.019029879903117077,0.03741138418574269,0.02032240793750054
WIF1,,,0.033973243742582364,0.02026357028542502,-0.014341102056080395,-0.019719300654911374,0.04438249301408801,,0.004729305485916887
NPPC,,-0.014031793137994459,0.08797804601592929,0.08457772389727666,-0.00739587593544546,-0.014563239866350722,-0.06390442120188065,-0.025688617229723355,0.07708872256327455
LYZ,0.022552885127851686,-0.04316956260439948,0.036469581182557644,0.023608033208897372,-0.011462396937189583,-0.05524504355347106,0.02231524925169172,-0.04360205474621751,-0.03648808360610767
EREG,,,,,,,,,0.018427274200100742
SPTAN1,-0.07328884883619734,0.024724056173581446,0.06408122840402773,-0.013531701679326673,0.01809670590482352,0.01803419092267268,0.03852964873289243,0.011158711408581623,0.0731302105821349
LIPC,0.07240764300484491,0.0015903043316619855,0.017459755803059553,-0.01725096215386088,0.05733463833204091,,-0.002803325630299717,-0.03153148181811735,0.030091269961769935
COL8A1,-0.006869602733588032,0.01316234032866987,-0.024684219094597677,-0.03192173547902142,-0.05874053867677131,0.016031714098985992,0.02027399341949394,-0.046977909015522096,0.037694044611167855
GSTM2,0.029270484785217543,-0.02207732827755638,-0.011239800682104546,-0.04286784506551565,-0.03693511087803664,-0.011034603833595388,-0.013544930616633616,0.08224350206214694,-0.00979585772617674
SPX,-0.009232164998556707,0.020714565509604422,-0.053018022336832546,0.03739109775895077,0.006588958333314935,-0.003917191848720983,0.009224827668821316,0.005746040175368315,0.15307134733860556
MFGE8,0.0015008469260877587,-0.011345534868512936,0.039932194011792904,-0.058240178446287164,0.02256609773737741,-0.021868500033181637,0.0013149529291816026,-0.07854752539144402,-0.03195615746770009
TGFA,0.028276851379823404,-0.01242438116164258,0.0014957547224757235,-0.018947229722020554,-0.030745630377391468,0.024828630863329974,-0.021338250609503912,0.005519046481673305,0.06706422405868419
SLIT2,-0.0343085183133049,0.02075565860034085,0.04389895389963947,-0.028975614413285212,-0.012899836047830071,0.01068562816887571,-0.0037933612167977584,-0.038192665788394774,-0.07165989004066167
PLTP,0.04392404649535871,0.014300722693927494,-0.018239169966498787,-0.035015172954672096,0.07286973342872273,-0.016080730103925224,0.04376381248132032,-0.0795938158854953,0.02993655858334715
APOD,-0.062006395284377624,0.014277831422485085,-0.010609081228836683,0.03350393697576377,-0.025263194151295076,0.02399767698541833,0.037778549644320716,0.09417377978592156,-0.0008811309125052694
B2M,0.02630184050156629,-0.033474905638349914,0.008975299642436494,-9.830024368769122e-05,0.09094555616613409,-0.04808970059507868,0.018609219279470395,-0.08067211340223691,-0.08426187373892532
OMG,0.030081173856563725,0.04433774747681209,0.024212864080881896,0.01409345389540217,0.06186164999132535,-0.006234393635406845,0.10444030158472016,0.04900381148011129,0.060856815158898826
CXCL3,-0.0025631597770848853,-0.04147934595626143,,-0.015364189839419964,-0.052184842671712216,0.06317713384042409,-0.009304582324714,-0.0190679637282422,0.00423597390082671
CXCL10,0.021899145541720073,-0.022981728654507465,-0.01816805183025692,0.02722927989843982,0.06352676485294374,-0.0006934834036568547,-0.014786107333692126,-0.02568861443650916,0.032433309147193626
RSPO3,,-0.010504577537266264,0.07179187881344445,-0.01921533353805977,-0.017572309497539216,-0.004519766909273184,-0.009723109201068237,,0.06661473891514183
CORT,-0.004621898138167056,-0.023557321722760653,-0.030579825153135922,0.03566040296645022,0.0530782672223134,0.004988782386357477,0.0312145963331061,,
NCAN,-0.03353636980896058,0.015756887250469837,-0.06402764741735562,0.018630007289707703,-0.06135921425139813,0.02378537940186334,-0.023011713777354198,-0.07769572894626163,0.07788074527918186
PRG4,,-0.010367565019612987,,-0.016645699398020408,-0.02375006044313927,,-0.011367921945291124,,-0.028638917434953347
ZG16B,-0.019440088823005738,-0.012032827155778336,,-0.017971707451496243,-0.01269662898332303,,,,0.09468995872575486
TGM2,0.02591128837760379,0.0011088715514281692,0.06655165316195102,0.013761688347191648,0.0508391292127334,0.026728184683300488,0.0022966533909807916,-0.08015646654978334,0.026672968632462428
VEGFC,-0.024961822677319428,-0.01847777688142123,-0.027247850957057434,-0.021946309543009714,0.016479702689573997,0.03075400939933089,0.04762558347754521,-0.025150958362304694,0.07145551914427442
WNT6,0.018263196023472268,-0.014339677379490526,-0.013633041451063048,-0.01636886569793397,-0.028255894943716466,,-0.010125131331005767,,-0.018137922958760454
NRG4,,-0.012617800902182839,0.1577827143649594,0.01763560367030203,-0.02439228004423928,0.06553025544425695,-0.013534406657683023,-0.020195856284672745,-0.02727665415477951
PMCH,,0.06668746897873463,,,-0.018584348253130586,,,,-0.020741969917101644
COL9A1,0.0018739211630764427,-0.013178372122963642,0.0031032660012698873,-0.005757940061185627,-0.01754776403276351,-0.022197798038953092,-0.015422134627122889,-0.02369015516518558,0.0862627883447575
GDF11,-0.006125875935885512,-0.035462107152195055,-0.023824201904445803,0.019991970658781937,-0.027609399486606102,0.025744019337663494,-0.01407480688985454,-0.03831153931794766,-0.09868077411154319
IL24,,,,,,,,,0.0015738530428278715
SORBS1,0.013746703667101266,-0.0037376732840373444,0.036765328651669565,-0.04110748115783476,0.01173346634573833,0.06634010600945478,-0.03212647599670019,-0.06695652523407444,0.01278561514990576
DLL1,-0.01350548881244317,-0.001108731816570488,-0.036861152071414396,0.022066802280495734,0.07198683893128324,0.03309581779711825,0.012189002377938204,0.02011154057346135,-0.009615619905694508
TLN1,-0.007271229604926943,-0.02587051956005126,-0.03004258772928427,0.0030159005555400343,-0.045480923713027546,-0.002473305619209012,-0.06881675698961072,0.0011062454840145182,0.04411573927212241
COL2A1,,,-0.014769703742801638,-0.015364195068024047,,,-0.009446061318401902,,0.05797106227147372
SHH,,-0.010773602265091888,0.1410679439587602,-0.012078124170794562,-0.027298625273659585,0.1034600200155957,-0.009015251932381733,-0.0018041277043602433,-0.04970108747469919
PON2,0.0052319456568275715,0.025407995480442657,0.03046060468389154,0.005907738656287179,-0.019554497942519167,0.0037017399832688035,0.029884175128578477,-0.060541456205837264,0.12288263142621444
ICAM5,-0.023141891413677406,0.05407523827604128,0.09785484073015643,0.013595495770592995,-0.0344603815360898,0.002114178773367937,-0.01760630004731817,,0.017748412873559768
HPX,,-0.026213639978875703,0.09258853114334628,-0.022373468973976848,-0.024916347469747902,0.09727235421211938,0.05540065047594845,-0.027077453677574734,0.06875599766354763
SFRP2,,-0.01226996544616715,-0.032228469972419134,-0.012262055812191633,-0.02076614626824543,-0.04253569166287864,-0.017685617166487807,0.02421904523150381,0.07438112738608599
CFC1,,,0.00836886557380108,,-0.015978828466773533,,,,-0.0033054929683013533
CD70,,-0.02085545011075928,,,-0.020599753714557113,,,,0.055517938012847864
HP,,-0.04520003203322928,,-0.023446057147007704,0.03489723817495857,0.03434197205240956,-0.031489810310879794,-0.025865691986003542,-0.05509932936437009
CXCL2,-0.029914429464075906,-0.0005389749087517798,0.04801461857399839,-0.012773686578434432,-0.0031182002183306416,-0.014563238726586603,-0.017843350340322424,-0.06397680060683406,-0.012115520510951409
NPPB,,-0.0222675825718275,,,-0.013991712043495459,,0.0171274342251239,,
CCK,-0.0399313471920731,0.01259715520043554,0.05890212413654679,-0.011145104717899243,0.021001444959348716,-0.027749870888421273,0.08008212694348472,-0.011343292011768487,-0.021368586997113227
SEMA6A,-0.060435514032172004,0.019414613720180007,-0.012528218143599473,0.015451966242706405,0.001272692392041836,0.03516079037387116,-0.03193810559791114,0.041097538617223844,0.053557612441201295
IRAK4,-0.03934172794731003,-0.021252571490365427,0.025887009972572057,-0.03799446869352132,-0.027698527440269058,0.019037393043030617,0.07589272220742971,0.09566961193435398,0.034250003114953895
GSTP1,0.002688654581655227,0.06897431044270792,0.0018131182629720398,0.03634948893887639,0.06622340845184697,0.022057129382254338,0.020206668499715565,0.03753469572656688,0.058979993728653875
VCAM1,-0.015583828666987326,0.049405611058517054,0.009997146039185204,-0.021477296848465274,0.044337435427886714,-0.02882432381106307,-0.006715991346874813,-0.002460204194665679,0.07378012821035729
NXPH3,0.0033539065444656737,0.06905377250611734,-0.01176269489281054,0.027998218305718962,0.05073870746030869,0.04313810657488011,-0.010215310926889919,-0.010326369943417157,0.04174157105786
MTMR4,-0.043803498569451094,0.029008275338348995,-0.012838912154028237,-0.011264949195747501,0.04911259609851199,0.0008419883270796031,0.0793895548266786,-0.013657820715895342,0.02852839595491789
LAMC2,,-0.011077385987409047,-0.018679472404153356,,0.04541902955923513,,,-0.019526271171103365,-0.02626640340944141
IL10,-0.025750466056697216,0.01856922161159801,,-2.4092014110463146e-05,-0.01189805819899605,,-0.010384918771185456,-0.018834963745296696,0.013076733365866908
SEMA4D,0.003867606895826236,-0.007211203159106838,-0.051678277897576945,-0.02066230892531067,0.044249287310154546,0.02935860952916935,-0.02660706865924585,0.10843362350161073,0.03713958626311112
TRH,,-0.0008738685941898103,-0.025553877573858623,-0.007969255808829753,-0.015563543331611203,,-0.042879629505627063,-0.04315883957573478,-0.004058454672362065
SEMA6D,-0.06478279950554551,-0.04514550705547127,-0.013863009870206926,0.0191256923595727,-0.04316429192787369,-0.031025738319463408,-0.052036408466244875,0.039754655816909415,0.03908636237341371
CEL,,,,,,,,-0.008452325974512606,0.18017484269839104
PDCD1LG2,0.02940691141387107,-0.0462856956724794,-0.013117671967471807,-0.03680127455743222,0.002045759111691935,-0.0001834433854721782,-0.017764637075239925,-0.0038844254329276073,-0.0061043106031053364
SPINT1,-0.015613136820733826,0.010484552673006855,-0.016966912012198333,-0.03831633530778947,0.007424933778078665,-0.017124985491579932,-0.015242825075087736,-0.038580259333281054,0.04515509790505651
CTHRC1,-0.0269692243769316,0.017184349355920538,-0.020563835876878572,-0.014027780023955744,-0.004141326448608356,0.006385552678398835,0.0017221432466534995,-0.06381175752005053,0.026568662766121583
PODXL,-0.017008307806806667,0.03400563656527559,-0.03114332118377998,0.03639688628851484,-0.046395367730682376,0.006112317954778182,0.009025366284558073,-0.04726168283640899,-0.029424893606643177
JAM3,-0.0487447771689892,0.03163909217938066,0.011990818582970358,0.028760342113032356,-0.018395860094940434,-0.03433991618880764,-0.010517993236043697,-0.016147589595397825,-0.033780341534708776
TGFB2,0.007962834767464004,0.040293009406855734,-0.02095613128035177,-0.037713808261934045,-0.03906969505928676,-0.001269499530919701,-0.03187273196186014,-0.004942579602786036,0.05060969027967341
COL18A1,0.030370050999054796,-0.0022981564462005587,0.008094913596419345,-0.023531620840368542,-0.058950975469290345,-0.020603958889566898,0.018799210569327676,-0.0067028729215978956,0.04214010397103415
NODAL,-0.017315953789459843,-0.007884361681181354,0.02319608021610083,0.07618041689120453,,,-0.01594932427675258,-0.02937377984022545,0.023997915857631395
INHBB,0.01334744791219596,-0.060970983244067384,0.040972854176949146,-0.019693443608290097,0.016348936387129715,0.007071412290916226,-0.049608989484047045,-0.01939624890414591,0.013218884254672289
LCN1,,,,-0.013482972373949452,,,,,0.03679519642636857
ARF4,-0.05504862684256189,-0.004512564749332902,-0.035988388454107435,-0.016069349619450373,0.01466755209590727,-0.012839475174346282,-0.012408328104707385,0.048888749392516306,-0.06816444118677126
CXCL14,0.05961914483579542,-0.021874646528426148,0.0354770376966929,-0.014089739273848425,-0.0071298123635521495,-0.016035806770317285,0.028317768048606667,-0.12221559198792006,0.045475656541159856
LIF,-0.0072557117400281175,-0.021979754562299277,-0.01654899878574888,0.02760975769569962,-0.050877249876733,-0.01242308941922848,-0.019213340106088887,-0.04143418467197842,0.006159627883002677
IL17B,,,,-0.022267329179491237,,,,,-0.020830458991389866
MMP1,,,,,,,,,-0.02278012226726467
MATN1,,,0.029525346544259333,0.03949135875702877,-0.014167436975133582,,-0.00944606014288477,-0.01975176692519891,-0.01898300644891615
ADAM28,0.013312289331216243,0.07485043946420046,0.06849862930974551,-0.04092130842559665,0.002123474433232386,-0.010905393148762878,-0.035024640598629156,0.06342658195450812,0.023073967194710374
TCN2,0.009886507849824942,0.009793107768435876,0.0331328856866238,0.0028644707945911447,-0.021832150954106483,0.06998713580174068,-0.024611536385486122,-0.09626971481372165,0.044059130576632785
THPO,,-0.021856880207978505,0.009595242339676638,-0.01345128317350804,-0.029085133800791307,-0.012927404270627144,-0.009446061227977491,,-0.01052894724455602
CUBN,0.01779822481574691,0.006816848215127795,0.12228572547309915,0.012069947538730315,0.052810739195124114,-0.003184659109348056,0.09177676347845927,-0.04619392405995851,0.013107168598628587
TIMP3,0.04049134265585606,0.0089585804572737,-0.00739483232303678,0.058715456932242206,0.0031636128886519898,0.022080230364889195,0.05953885699450797,-0.046458612145033794,0.023126748355154766
PIGF,-0.013100880955820971,0.020511791210609667,-0.002518404114493509,0.009745711753657028,0.03685584877855457,-0.004057777641627911,0.01907716145780465,-0.019052558419225745,-0.018836541552933524
CRH,-0.021731476346453726,-0.012151941489445466,-0.013463318972007142,-0.02073326597793209,0.028331904097971778,-0.02338944544728368,0.06586478781192368,0.014386084145996118,0.031635400705742805
BDNF,-0.019440085117558736,0.0055360523008789585,-0.02887163845866644,0.017315596618006118,-0.026870317798989626,-0.021029724511987848,-0.010638691040824932,-0.0150493948141776,-0.07423905938822967
CCL5,0.02516253407391385,-0.009124473773296787,0.018015681733957876,0.06391014816341235,-0.0003387963339564605,-0.013035243351835882,-0.01281471799740624,0.04614054060992374,-0.02514770483614956
GAD1,-0.0051359244382134335,-0.014925628201448835,0.05262518823102854,-0.0479743066771924,0.019438719455803683,-0.0189428474673458,0.059234597899098324,0.020106936648259775,-0.04225576103538168
COL14A1,0.11992505952667673,-0.001008484070167775,-0.020842225253297125,-0.02391801348395826,0.006998047821843924,0.0003208628224693281,-0.03164414986767089,-0.03934731236554268,0.007393131729230683
HLA-A,0.04732560007246726,-0.015803780361051737,0.010402638054038339,-0.0045917689686737415,0.03036976824499976,0.009283888167999969,-0.020017557156174544,-0.04859164095000811,-0.1090665560152761
CD5L,-0.01955869330107943,,,,,,,,
FGF18,,-0.009654626638350958,-0.018679469683113594,,0.0572298178511407,,,,-0.026060241039816256
ADM,-0.01643557070240134,-0.08294351522908572,0.06901610818176505,-0.061184649118045165,-0.05175424614757896,-0.010716636119326592,-0.0234595015911808,-0.08731176756151127,-0.006806256594670348
CCL15,,,,,,-0.01384544567847871,,,
GNAI2,0.00983018410471193,0.03878811460152604,-0.0023760438074723962,-0.017094943047784226,0.05276842300178773,-0.03845582300904985,-0.025458496635257583,0.024663541994931443,-0.019158468317307758
HDC,,,,0.07440230063750271,,-0.01573745194764201,,,-0.01898299785169219
COL11A1,-0.0035191010218164646,0.028479894097934465,-0.015218988071079362,-0.02451317870045627,-0.028993970588553797,-0.0011816983484850359,-0.015067987486561043,-0.01754530264504974,-0.004542070247242538
NUCB2,0.040277329428229765,-0.006724605005818955,0.01737988037710217,-0.04121591922828483,-0.01472996422049077,-0.02147709936014517,0.04541082946145448,0.09286832628834003,-0.048090557738058266
FGF16,,,,,,,,,-0.01870527660854606
CXCL1,-0.023312677073222692,-0.03196159391825026,,-0.02141199572759971,0.03716250899799062,-0.01176401506370494,-0.012814720170032953,-0.02968978998935631,0.07068344123910082
VCAN,0.05053333642273599,0.08877812542619667,-0.018919751097927165,0.028114782908787727,0.005926497680387903,0.010565890026955384,-0.022207985398721222,-0.044571129989502,-0.03146453913733584
MMP7,,-0.019194054492225873,-0.01654899414052694,-0.009841457899963579,0.005856520296914606,-0.0227255285884256,-0.014599849977081901,,-0.08007615872198394
PTPN6,0.001889011278536776,0.01449437400580308,0.02559495091829043,-0.004785006195071902,-0.006571866361483784,-0.01220452644487588,-0.030961071259049847,-0.07735382789987401,0.03152313080450742
PTGS2,-0.020805341393923232,-0.003934862350677816,0.03584076217982789,0.006943280890625397,-0.0011463236422552551,-0.025089057119137996,-0.021803813812807153,-0.02441821445639601,-0.034892553690050475
XCL1,,-0.010504579305207935,,,0.001015563313614512,,,,-0.004845775916847343
CD58,0.055814317124180356,0.001975436848607731,0.03214690064748302,-0.02447982296902086,-0.015147919570542782,-0.00407608976601003,0.03482837618839257,-0.004654413855801053,0.020211241287383143
TNFSF14,0.03078321114220796,-0.002527377885942714,,-0.020506123848891392,0.03308657091332568,-0.011490347163869749,,-0.04109814038706068,0.04603556202071621
CNTN4,-0.019033198449644493,-0.018878618892305948,0.038094813377130145,0.03487448274357487,-0.023105913950534008,0.042810709814046055,0.09849609218680729,-0.0031275967486153085,0.02103519194627835
NTF4,,-0.01328783280098606,,,,,,,
INSL3,,0.10870856693004596,,,-0.01613391548582494,,,,
BTLA,,-0.015324823553265171,,,,-0.014673566327324711,,,
MFNG,0.029894340458778167,0.030088468891028536,0.0034468543312524266,-0.01127238668627419,0.018518941302578577,-0.0403980619996938,-0.03927524693955625,-0.014034141336232493,0.010643095565703233
ICAM1,-0.024047337384037994,-0.006579157584430747,0.0444270807792617,0.020558135928076284,0.012224752612841184,0.014795532804114029,-0.01311941965057772,-0.030907944368859273,-0.012918548063988955
PROS1,0.04679484146325859,0.007324231004460599,-0.04926767959507744,-0.01985680679025417,0.027217873535124004,-0.0099024925684739,-0.025793352226207957,-0.07816117674672614,-0.044336143271457795
CLCF1,-0.02190090398330356,0.012758838655118166,-0.015383942643032004,-0.050140764631117545,0.0024131819329747213,-0.010827597546932775,-0.028130890915287594,-0.022878796870683626,-0.054869807859266116
PSAP,0.05289454362552896,-0.045719431018353664,0.024219433208603862,0.051462536325305064,0.06861092822939724,-0.011695019037453,0.05199043297394224,-0.09659255244545902,-0.10633079277508427
EFEMP1,0.008687714995341092,0.010116101783913395,0.023739464702583764,-0.042689658215098514,0.09651382443548483,0.030647463163792,-0.05764159669201844,-0.049090402099647774,-0.026906502436208235
C1QTNF1,0.00665236144098452,-0.032005756697491075,-0.0341309082025436,-0.05110242477814129,-0.01871448212119879,-0.025499632651155145,0.0011971489967028542,-0.08135897733446974,-0.06062684677831427
ALB,-0.03207412294974863,-0.017140407864965526,-0.015830095064409598,-0.016507807421094537,-0.017614004037933888,0.07390310428336991,-0.02043653706048543,0.09576209589712861,-0.02687651703164359
EFNA3,0.01848855299779504,-0.04675060235439191,-0.01850105232756754,-0.016559892394039273,-0.01602070988596326,-0.03917085848126482,-0.02627211483088755,0.0015677965494799713,0.04041750561597086
