,UKF243,UKF248,UKF251,UKF255,UKF260,UKF266,UKF269,UKF275,UKF304,UKF334,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
RARRES2,0.018330275950853032,-0.008444577576855012,0.0459892013897051,-0.035161479784808776,0.025759086139005658,0.025121256505631084,0.18480880913994863,0.05628028489386594,0.01466393684502737,0.07022200819327563,0.06153861169233627,-0.059105192123288665,0.0417086225436508,-0.0026793151161845063,0.0037635217186159273,0.06741363010527157
FGF7,0.1112395840791484,,-0.008568396640819176,0.0018784717064692022,-0.04652370555398016,0.018884315469094616,0.02642777813749615,-0.0357336633928878,0.0033635883536287186,-0.009783671825240876,0.002450540425737104,-0.0026976031575505757,0.06355781892596454,0.00590564464338816,-0.004533079541558245,0.04385902094616
EFNA2,,,,,,,,,,,,,-0.020535688844382703,,,
HBEGF,0.053149958978519575,0.05555133739556088,-0.026383363926359985,0.05791090073613502,0.027562032070130447,0.02614678878969476,0.11594395606289934,0.026613216249784404,0.00968504233953981,0.006733340387195986,0.019095255871842822,-0.0017057688005961214,-0.0028023695277540873,0.00819298834736744,0.012808666048959265,-0.03568971866082965
CSF3,-0.02681633427285127,,,-0.02242601785631683,-0.014695930689785716,,0.0007483921041589859,,,,,0.01910038587298326,-0.06215161323639688,,-0.03156824353653329,0.06780843921691253
PI3,0.015034363780281383,-0.028905972774509698,,-0.05313037275923968,-0.011169608131665103,,0.07840946639480387,,,,,-0.07585712600341493,-0.03390245673866208,0.037220118620373666,-0.039305781189739625,-0.03104801056104637
PCSK1N,0.08261627976578824,0.014043377284923865,0.06548725487101922,0.05387951713848326,-0.04054374426329601,-0.043203087784057896,-0.09549369461866293,-0.027244355163629753,-0.026056927805003606,0.0038096061703189747,0.04002256805667264,-0.07564970487144859,-0.05941132526530006,0.057512469269439495,0.0673617543699053,0.1120012815745652
NTS,,,,,0.022297385439254396,-0.015545534055117423,-0.033268123673671095,0.06646636717544581,-0.017289344153205835,,,-0.009069210045445785,-0.02501883993425455,,0.011017101568253137,0.01668324687260482
SFRP1,-0.0399938524865668,-0.004408263701135961,0.03080339393598358,,-0.020384960261941462,0.07894050034804043,-0.034973727349687386,0.06923325071438856,-0.019020615390830317,0.007311672496248499,-0.027140203784573613,0.017233676639464197,-0.03783304244441537,-0.015112567374406758,0.019182883033474384,-0.02760575813620209
CXCL13,,,0.06091096988628612,-0.01628394247273765,-0.03158635150807685,,,,,,,0.10997965159984104,-0.04480743443608816,,0.0243819539761948,
MICA,0.016457769676067668,0.051859454258942506,0.047546550445215524,0.033178146626639024,0.010071789200373164,-0.010192220846443029,0.0777241341920213,0.013992864549421538,0.012503860496567085,-0.01727129166372485,-0.037389658359036335,0.08440976182903549,0.02285998808445582,0.12002993969507655,-0.009142771365254666,0.06288465842538633
TG,0.029497218549847864,0.008750034962980536,0.024681502786741794,,-0.007130089481913933,-0.017943644308747467,0.07481882829361171,0.09376790653626461,,0.019817747172244753,-0.01783642566851534,-0.026112958145955795,-0.030813436349200952,,-0.025981149526532517,0.04538243355762079
ADA,0.03279975746770951,0.04364558169635946,0.053036859231095475,0.07572915527813726,0.0256148866123309,0.049111821688033755,0.10799223407123426,-0.010477657819034553,0.0868530883670179,0.006158800685583576,0.04254087252353575,0.05019890718621426,-0.016957117177977526,0.07743721256472716,-0.002802578243735024,0.03594397244887445
LAMC3,0.01757048268573685,0.11926570182761755,0.06492942291087395,-0.002386875200406459,0.009939866881601707,0.021586469007660418,0.11259062342475645,-0.036481342677616393,0.0437649561310264,-0.00410678724372406,-0.05129165728502455,0.09310190570272639,-0.007269090759772643,0.10171013779015599,0.018389832051514465,-0.018121345697031138
CCL7,,-0.013420919221912027,,,-0.014753659557145818,,,,,,,-0.029454228131506697,,,,-0.01999938897468763
NGF,-0.029503199057396755,0.0001330839592281779,,,-0.009293921047740869,0.06745167640213152,,,-0.017289355537091832,,-0.07478233141758561,0.09765708265866338,-2.382571427162415e-06,,0.004654820102110774,0.08091476711159172
TNFSF15,-0.0028693045603827463,,,,-0.03100608505775295,0.015423902082816892,,,,,0.029415759375010047,0.06619915374407428,,,0.019711529589346424,-0.01253721453405231
HMGB1,0.01869118843388255,0.02403835519458239,0.015425303725527357,0.06879317777982291,0.006165956830721701,0.026190790433385375,0.08972347465690432,-0.021784912728888346,-0.10031861489994788,0.005461737434958952,-0.13711949097616602,-0.028137854419558257,-0.009725481081766442,-0.038912294508318006,-0.017029320027181747,-0.06447733039899747
ITGB3BP,-0.006051879707568457,0.00584957004229646,0.026980710582077076,-0.02681646034394684,-0.026596930508286862,0.05062175682537601,0.16435838950167864,0.03399468483338868,-0.0301671974068421,0.006491674053014853,0.05045951224824915,-0.04971164603682034,0.031614429746420855,0.0036893360873230404,-0.00555490498405892,-0.0016012571107891737
AANAT,-0.030055991430453087,-0.004645324541635558,,,-0.01474618464721933,,-0.024414817706451084,0.0009883874198314323,-0.016254536884625883,-0.025170584415617495,,-0.025839669021468815,0.03050310794459392,-0.007639274130959828,,-0.02116018755330235
RELN,-0.0043673160042410975,0.062454883252283516,-0.0536856822837989,0.016633777317535004,-0.009860434859803301,-0.012038766401924495,-0.034854427703319014,-0.02678135349177935,-0.023288747776324645,-0.02786600951033253,0.10325791446840225,,,0.07673904987107531,-0.023678706970492798,
IL15,-0.04033456855520202,0.031052258655782452,0.04803791669136195,,0.009785599597613891,-0.014794129271829545,0.07373311463132266,-0.005018789729161555,0.03331128720237895,-0.023344553679998135,0.05801019922020406,-1.1004247195580962e-05,-0.0408872041448942,0.07146115045939988,-0.014826381486726353,0.03644929889255946
UTS2,,,,,,,0.0850109415094044,,,,,-0.022004369314838866,,,,
BSG,0.0269178554914611,0.05050069671230592,-0.04068163927046676,-0.0011295822548451492,0.02969675851199118,0.03684922544840536,0.03081447724311442,-0.10472688680257675,-0.048209295561799405,-0.009080357454404159,0.13540940982503705,-0.00026074936560147266,0.040471702315351576,0.05470055535959461,-0.025419435559243427,0.04866125485651978
ADAMTS3,0.08386543424024497,0.018044630600729295,0.002282080466996285,,-0.047453073796233695,0.03901220243338608,0.20000564826123152,0.01877475768864258,0.05368604169359862,-0.02983101433806813,,0.08343218182483417,0.055495677059195295,-0.013471832816903239,0.1027858428838434,-0.024175958242965544
CD34,0.0743907948357638,0.04390315791358939,0.03962988071377954,0.0047398747865987625,0.012464137568978016,0.05059671047050674,0.06496624271243466,0.031493431779956074,0.02643509640757934,-0.02824233860648389,-0.058384910456163626,-0.004310786865424359,0.037488759443394776,0.053657165395934896,0.014063177250426473,-0.011289349818416913
CCL23,,,,,,,0.00020460378794683346,,,,,,,,,
PLAT,0.08311731867222848,0.05492510198059313,0.017666081155986474,0.020424586977689792,0.019478200877743296,0.060543029171672216,0.18139892999261215,-0.09163732010735513,0.029702224335816402,0.037611048192426694,-0.055748766501468656,0.07966047021293254,0.029934719258447023,0.06919843674502969,0.04489358857661544,0.03360816627241113
NTF3,,,,,,,,,,,,0.06503351920136322,0.033081356760796925,,0.011821970180717407,
LTA,,,-0.018590945967489843,,,,,0.02768195038574231,,0.09555131507826675,,,,,,0.02965718426301582
CKLF,0.0032183444161733186,-0.036844263535543625,0.009864185019280323,-0.010623755348424543,-0.020631979247511884,0.01824023783873065,0.11430064966315258,0.028416156923945793,0.09739249476831083,-0.02117770846615628,-0.02331399167096398,0.002464395494737663,0.031509120796834975,0.05635680465808502,0.056686347041748304,0.016503590840160454
CD24,0.025587571352110462,0.052747939603933716,0.04160606205204258,0.005043937386656263,-0.0271737601665148,0.07115553653918996,0.06173867086353474,0.06370457245349792,-0.0521843373184181,0.04651968849159652,0.03543266392985259,-0.029281123866349793,-0.009403969688308554,-0.04234154953090273,0.031971129700698236,0.0555953556324554
HSP90AA1,-0.03575646531873807,0.03208022511303305,-0.05354205040322408,-0.045181769855064516,0.004948358937524411,-0.06438662428313636,-0.14967844304736583,0.09702545448541243,-0.018350393827462824,-0.061701057737433826,-0.04322727973498673,-0.13073423012655827,-0.04991208899871551,-0.03887385978071898,-0.07469753606889418,-0.09569607946991104
BMP4,0.014840482633698622,0.0339255547139815,-0.01970749252689769,-0.030804430091690413,-0.04077751196557473,0.10719648477632704,-0.03160002624019808,-0.035289587776257424,-0.025926339036151207,-0.019891973319647274,-0.054571320016778835,0.0970514831550815,-0.025720551993015435,0.009312503983945113,0.03947889788710349,-0.01662849255193206
SCGB3A1,,0.00030744561045328633,,-0.023971195370573052,0.01356991122022442,-0.01888496766910018,,,-0.028612533716573633,-0.016289522849877787,-0.05538773003036229,0.0072587796702985215,0.08875976975408069,,0.0668152267403381,-0.022638132362599896
IGFBP4,0.07288700267245363,0.06566351696198412,-0.00413826880484461,-0.004246533645251493,-0.0025099320243624585,0.021834530296412632,0.15413270610462113,0.02585532540127757,0.022593435496093436,-0.028904142969073753,0.05036543717157586,0.06964445243565746,-0.05604977046505075,0.10644869335257294,0.007497868938218314,-0.022555377369078474
RSPO4,-0.020250977110215826,,-0.03005438743707545,,0.037133617240862386,,,-0.0031125255366060613,,0.020160015802813208,-0.050643981781301244,,,,0.02763339508243718,0.10160323574057921
LEFTY2,-0.0308506515717222,0.1069279524633037,-0.01881927106959949,0.06084835846390857,-0.011611296485129406,0.05694102548540045,0.12408854036372989,-0.03097369106941071,-0.017289355537091832,0.042501426076317024,,-0.007878543852356684,-0.023612352582257863,0.11840787229566864,-0.037284514445255074,-0.0655289864682032
PF4,,-0.002633019618150388,0.021687725966811556,,,,,,,,,,-0.018822380577848435,,,-0.028478416939827975
ANGPTL2,0.04235516314791227,0.08518809532304579,0.02228787442980337,0.07804997205347193,0.021806674936574896,0.09080911218417699,0.09408607685232576,-0.027284845120704976,0.028135640669937338,0.08177682052835016,-0.03809083991472165,0.10659069053414905,0.03335080570116042,0.015326054380221719,0.039601421473982434,-0.01613010969717068
LRIG2,0.1246480006702971,0.0025471349484949613,0.021481118454935094,0.06178645608635451,0.0469483828285682,0.05752566158010565,0.10082366540939058,0.005457972794719617,-0.01377635603645044,0.11051404953684184,-0.07090299649615611,0.08124399139832358,0.06698744769897433,-0.030532374785328897,-0.03829885264940912,0.028065115458246536
ICOSLG,0.023808857934396313,0.04397462363517718,0.017621517979019966,0.01921499894696608,0.03456243445714857,0.04602615748462311,0.05961429818870422,0.009189429316746347,0.03782385001373038,0.049617962169034385,0.00969394904126071,0.06204869667501008,0.030063164477265713,-0.014743957934734842,-0.021842708028373348,0.047299819737490215
WIF1,-0.014192470078256081,-0.03637565121062751,,0.014336592838867061,0.017919878759658576,-0.06142645090354293,-0.10255536872259849,-0.019894561718575204,-0.039605009591484004,0.004100537634289531,,,,,-0.025486214260569594,
NPPC,0.04812539826334707,0.02346505486741634,,-0.030073848840449887,-0.055526061315013794,0.037573049264226575,-0.027461953179119158,0.031002552706405024,0.025982036911868834,0.043987730042795,0.2057328275716608,0.03457498714375729,-0.03561320590578806,-0.025312753537743257,-0.030094265551832682,
LYZ,0.027318254043977527,0.08748419036000649,-0.01853826597570136,0.014518348777475603,0.050673189530896334,-0.03366744169724968,0.1548353522042126,-0.030412215744649685,0.01614633671705075,0.05656021122696478,-0.06644859361209522,0.016504067774373937,0.04796933207524576,0.06348149753851319,-0.04979857069203155,0.004696372790908086
EREG,,,,-0.03022862059376615,0.07359989366112159,,,,-0.017785694234714197,,,0.06305879108196422,-0.05320192393578699,,0.03049452263758725,0.01893695974175481
SPTAN1,0.07293866637178417,-0.0023240095992682138,0.037913194588343926,0.08814462692828641,-0.01846397649452743,-0.007051957656085065,-0.05211950013364367,0.04641001824894916,-0.001455285194685088,0.02963689638111889,0.035000632990790766,-0.04518469548210509,0.03370181124966318,0.06159018384764266,0.0019724583025641385,0.0002734050960611221
PTH2,,,,,,,,,,,,,,,0.08586894435506426,
LIPC,0.02187495502159637,0.028160855704438003,-0.01266965821334714,,0.0018005684307205341,-0.02294190108794486,0.08476168777799271,0.026949713605297916,0.03706074155857723,0.040941997826044636,0.02815297242737817,,,-0.031070128096203194,,0.0106870819379333
COL8A1,-0.0017103618667033062,0.06100171342362691,-0.017310605373697597,0.008282256935008975,-0.031136273120877894,0.007907609946470483,0.07605518430154568,0.012991714341543953,-0.048769000914913464,0.030360512792247028,-0.010021382736822569,0.02642529749106282,0.021292414934117446,0.021975348313718966,-0.06805767118821701,0.02645088623601879
GSTM2,-0.028479655564358795,0.05384292438959568,-0.0007799450636243793,0.054994806696461646,-0.01697029229660272,-0.01251042836747042,-0.008375692601183843,-0.014006896978529334,0.04769177751564068,0.021364710788202467,0.08781849426816699,0.042420278243106235,0.09992582186771409,0.029374776525437164,-0.013796210602971048,0.06644695309562487
SPX,-0.00048066247311372547,-0.023939045615593034,0.08027468090358744,,0.03603949507063115,0.01023109639989565,-0.0569482042098398,0.0102603341330211,0.006588003988421532,-0.01575798749402506,,0.032284045147271935,-0.02337039133748998,0.04784607820808273,-0.04477453340032738,0.06843350511789134
MFGE8,0.03362656167535729,-0.014523199396265585,0.0052226321858705425,-0.026935430874431947,0.00847985768727329,0.009385111962373514,0.05731043872191995,-0.017558706763210894,0.006723945393001399,0.012534591544203591,0.05796546009762791,0.07210984004985475,-0.02485998797820317,0.03531057751435651,0.0553942801406893,0.0012445344285435143
TGFA,0.02864803304339754,0.0016641023277569544,0.02902851280164907,0.006450504354763394,-0.05066413812749567,0.02463014018995742,0.020478555581150568,-0.054174349916152484,0.07057990604167619,0.0564805251319203,-0.008203722783716868,-0.02683649824332519,-0.0098915728710725,-0.015034865509179039,-0.00027844934614586886,0.07819007275472739
SLIT2,-0.0558489677998049,-0.002918074597130111,-0.02849948855121315,-0.017817074792221957,0.07019953811918181,0.08609727869207996,-0.05725839514094021,-0.005494278468700039,-0.030588375545504885,-0.01604487255698731,-0.042174092554168256,-0.049975219578956634,0.04484159595239995,-0.03763384877456274,0.042836415136853705,0.037639094586987484
PLTP,0.025619226087927497,0.03132067305037531,0.005851818658415231,0.014677827936850346,-0.011800124739227896,-0.004875389621905322,0.18821991988235648,0.054339910646196435,0.004726372406914906,0.015637751189916616,0.01200096164452227,0.07088153680465632,-0.005808781180410089,0.07066003807746783,0.02593821334352282,0.007044978814070169
APOD,0.015148396047315538,0.03917506112660022,-0.0028798614171050485,0.11112472077323744,-0.08295420288823649,-0.014228279108367888,0.02124905406844192,0.07358822490603346,0.008129615223776752,0.00017202235828182424,-0.007104820022022536,0.14895513031699215,0.05747060606895557,-0.05711019448913398,-0.003965698284502116,-0.0034317610552168556
B2M,0.05680155707690664,0.1317599601415202,-0.0519287082343242,0.027585990554730426,0.037137649081731464,-0.005259399457648938,0.2264740862212805,0.11831030497456274,0.013559875749960178,-0.007042118250284888,0.002822000550640062,0.1172079260583396,0.0857688042046743,0.04340745811203447,-0.008045291008612785,-0.08477024020241992
OMG,0.017143530212816175,-0.08735436020331755,0.015588601327612864,0.14116313852811221,-0.017328148251557637,-0.03274372505169282,-0.07102745436173308,0.08354577317712691,0.04898208588456638,0.019442550517281765,0.013200443049355207,0.0892564307458871,0.02963042444150176,-0.028453612355107794,0.0031695860618826794,0.05187967363486111
CXCL3,0.07865427611197913,0.016631408625131194,0.03508754405243063,-0.0422251041242097,-0.021625338960846764,,-0.0077321879101211865,-0.05366493728272166,0.0164197186027486,-0.01681230810585211,,-0.009960490033872664,-0.01960392006119266,-0.018788970305538735,0.015196569659260216,0.027655862277385264
CXCL10,0.05777948415312404,0.06188942691459661,-0.044744913512350125,,-0.021301256654770506,0.016710947655015417,0.19238039126287826,0.11163290431729635,-0.0012141089152243915,-0.013946554796644254,-0.07445930529937245,-0.015472544215599942,-0.025246268896930102,-0.025312750785398047,0.0022960644874057768,0.016344655767770947
RSPO3,,-0.03646302267145576,,0.13659341971651387,0.053075155417176195,-0.016270581386919867,-0.04009042525446596,-0.0013750865733749222,0.019487327713646863,-0.0175685379451172,,-0.009971142229509369,0.06240812851179487,,0.06442437127617963,-0.020295469119614995
CORT,0.08006972451556031,-0.03213330616613817,0.06635886659619906,0.03799524930501993,0.02225003748526286,0.03488698752111923,-0.06938546292704978,0.029392030371721934,-0.04352119561904739,-0.04660878559444569,,0.04450500327485632,-0.0196966646064466,,-0.003056385162914631,
NCAN,0.08768307767281171,0.06687765455470164,0.040910746722225166,0.03542968389030295,-0.023078576484091604,0.1062472581984912,0.050052200877934355,-0.052200223439475786,0.023897612836395462,0.08781807882889024,-0.05555053610143819,0.07842264673686554,0.009307882504441999,0.02075917703496623,0.009090069532268137,0.015649341866364914
PRG4,0.001417524152855249,0.029849750837474393,,-0.025075185825523667,0.06898295248210196,,-0.03472920031301361,-0.015273474127618394,,0.029011719645607507,,0.07489055705527639,0.02672006737163478,,-0.009430034318832721,0.010222890549607982
ZG16B,,0.08936091823685997,-0.020349630509603707,,,,0.003986076177987432,-0.01761328159710537,,,,,,,,-0.025306265796184512
TGM2,0.037874509191121994,-0.04080725085313484,-0.006340742426229656,-0.019102675420785625,0.05566857410248649,-0.014660023908423728,0.10290904413251434,0.010881510642056051,0.018492754482222647,-0.03945863046706798,-0.03411583673819547,0.045847052049323433,-0.00340223087564284,0.04256548832726641,-0.029403113487096975,-0.002254685647726375
VEGFC,-0.03956988878546534,-0.015146321484168727,-0.02612970922892924,0.029583146552591123,0.03462611614172975,-0.030328143461521802,0.0062333142353481,0.04744914202698534,-0.02009775704398312,-0.0052164272267998715,-0.05100654348246779,0.05564316570216999,-0.03946493725827532,0.01597863132114028,0.06290188420397237,0.05007046656216568
WNT6,0.08157200624453975,0.020724837480978465,-0.0015081044776942888,0.0648342786890435,-0.0366786144156045,-0.015174218238213846,0.03655733663712177,0.08225823355751465,,-0.018294945609427744,,0.04423989101901241,0.043244949408616506,,0.10351451544358903,-0.016735344579377136
NRG4,0.06962450761249227,-0.02472349557179573,,0.10366618616909391,-0.018522612435035755,-0.018576048253274843,0.011007169831094347,0.0684030175795854,-0.022390090578504964,-0.010176529354850751,-0.040419895464444,,,-0.019900360071779144,-0.0362040886405922,0.021450822932736938
PMCH,,-0.003440844318061942,,,,,,0.0374132633868804,,,,0.13508358276117333,0.0024290196706772643,,0.015964337337241386,0.017163664511624363
COL9A1,-0.004207782677069364,0.04990043527884281,-0.04674244225271845,0.1264459116559219,-0.02862993467246419,0.10749010962621966,0.023898978502312186,-0.021595901070555847,-0.01753913520690004,0.10970081677792676,-0.06189422952828767,0.06636669039170032,0.05491170747572087,-0.03693847730018711,-0.009189360138921103,-0.002129835416830479
GDF11,0.012107851378880376,0.059825802621036685,0.02574216798422954,0.08312633407103284,-0.002821460521680192,0.07000595210041698,0.08204043879393012,0.029621936432090584,-0.017562357699762384,0.030665710039978287,-0.019604972918529067,0.02913285863303756,0.009314811752422986,0.00647282039473497,0.008171620071988512,0.051305824156042894
RAET1E,,,,,,,,,,,,,,,,-0.022263987916281328
IL24,,,,,,,,,,,,0.07764991157866459,-0.018522267289184793,,,
SORBS1,0.07825649299816903,0.0354144572227218,-0.012163506841528556,0.0582695532003103,0.0714101305493588,-0.036041803292864376,0.046342012661226104,0.0019058308827920199,-0.048333662062172406,0.05371873273699101,0.04655368419548015,-0.0018336954765891525,0.0029893933512316123,-0.016817492582039698,0.03687557890488681,0.059187261947265535
DLL1,0.0656888872329926,0.08446051682789654,0.03043957247489367,0.09734845323991477,-0.014742060029659016,0.017160032103438073,0.021044983406895236,-0.00807507680624703,0.03865712111295157,0.057009728220875744,0.09323378019887177,0.08170029675009549,0.1035084971346784,-0.008993724902470279,0.07540279130678387,0.035181567943624696
TLN1,0.0498591810780698,0.0934062925146407,-0.020795789852486847,-0.01954086412680839,0.033836704939957135,0.08111591305511215,0.09302169655883617,-0.02834772063854647,0.006435187469106032,0.02420265484551694,-0.007826103520629941,-0.027848848608275047,-0.03112518206436876,0.005073264939961303,-0.02954041375649001,-0.018580852355890173
COL2A1,0.008278914515797814,0.08925288372425899,,,0.08663647346895502,0.028989182768421058,0.005772930679844071,,,-0.017067944345005918,,0.13334475800563853,-0.011808536956870622,,-0.018009651344382732,0.11106295393234285
SHH,,,,,0.008752101487760892,0.06310210498707391,-0.025199517527203483,-0.025989466618014666,,-0.01628952142607208,,0.011659147056232635,0.0027988236927334416,0.07483264062419412,-0.04107257429640842,0.020000713758708835
PON2,0.10390294877144955,0.04767518843610901,-0.03905690099706229,0.11335578178472594,-0.07891065651269594,-0.049954105939428735,0.130537559957347,-0.07243889538966612,0.013278101323007179,0.06809624467049269,0.004219725149768448,0.07090322362406207,0.02027029289829213,0.04173367911215321,-0.034731459748343366,0.0986713355830185
ICAM5,-0.037044255087484636,0.006889665592530382,0.0033750362489779278,0.13189101188219443,0.045248451761378636,-0.02140873046121038,-0.06263957851217773,0.014054557616667044,-0.0531224083225396,-0.021299922793552008,,-0.0009744489896702646,0.0063629789546964756,,-0.02110364012498172,-0.02512808995929701
HPX,0.028376125026164347,-0.023442788279691436,,0.001041460024043238,0.013029830765310772,-0.01517421926182196,0.013829990058900123,-0.01781398065157214,,0.08335047064825842,0.020869415612546943,0.08691093800399304,0.020549862074472784,-0.026681269187858507,-0.05057902472473676,0.020150315134824903
SFRP2,0.02040505793612509,-0.03568805324950331,,,,0.03887361460687522,0.08583376330718588,0.028628470318307498,-0.04460614302533023,-0.03195587232920522,,0.03734984272643832,0.03832966697356625,-0.03337357557287623,0.042374768167547636,-0.033695687748527305
CFC1,,,,,,-0.02564071703445755,,0.04229929374915556,-0.01826954160420565,,,,,,,
CD70,,0.007284897862273442,,,,,,-0.014590932712997506,,,0.06529128169990511,0.07314565837885166,-0.00046812065610684153,,-0.030930729667829622,0.024262905889570936
