,ZH1019inf,ZH8812bulk,ZH881inf,ZH916inf
LRIG2,-0.016396164335491212,0.06877953608482744,0.018343994513457505,-0.002574293267536672
ICOSLG,-0.043752776139894714,0.01616059170935036,0.06198678978697523,-0.04141039657719784
WIF1,,,0.01792136509255957,-0.0940798966138186
NPPC,-0.028651885318918952,0.0214486922741619,0.034184794355569696,-0.01135798840532743
LYZ,0.030989302128692817,0.04008540814309077,0.014579465187731667,0.06905413761299972
SPTAN1,-0.023852669544546692,-0.09719770641087773,0.06966754227377589,-0.0807035849633104
LIPC,-0.011115061921425078,-0.05775838297735518,,
COL8A1,-0.04851199459552847,-0.09207326710986008,0.1026230077863619,
GSTM2,0.03875540416396188,0.08118701004815564,0.0018231032493325316,
SPX,0.09988453961405332,-0.030118224594667477,0.018334012398049472,-0.057163572300864385
MFGE8,0.023985912208660927,-0.11748697965599093,-0.012046533790776175,-0.045304294708994344
TGFA,0.07419648628865372,0.07059472692212963,0.05576693379918212,-0.055173377277903876
SLIT2,-0.032402748399505424,-0.06996013159980145,-0.0015844141677087674,-0.10287689964943665
PLTP,-0.040372119141496236,-0.12861550039103264,-0.04303135871420322,0.0802265007853502
APOD,0.02223760007169061,0.1071793686947493,0.057633935416643106,0.11236520315836371
B2M,-0.10014816307809847,-0.03512709190479678,0.07679112565059358,0.10167940115388828
OMG,0.04501831856154951,0.08143005322048327,0.008190880161365136,0.0544244859061073
CXCL3,,-0.034928100048292866,-0.05233984759404684,
CXCL10,-0.02027729817125082,-0.0022693962222451462,,
RSPO3,,,-0.06560889797695559,0.06525908321361049
CORT,,,0.21149544424023312,-0.021721514252040587
NCAN,0.06284430040401943,-0.07711007557554056,0.11304420904299199,0.008644739548728991
ZG16B,-0.026600478734899635,,,
TGM2,0.017495335185934373,-0.08757858380786944,-0.11391640444614216,-0.008209195307189622
VEGFC,0.046048117127240454,-0.04607073951414578,,
WNT6,-0.02529705839988397,,,
NRG4,,-0.036994138384435785,,
COL9A1,-0.004208034707211887,0.007383238642585126,,-0.018814121101801803
GDF11,0.015265027578766669,0.039288119099748796,0.03507589172478165,-0.04068176031317211
SORBS1,0.006752698698718397,0.04893250639794414,0.044385475315222966,-0.05590520782656689
DLL1,0.05613134285605449,-0.00571570177884579,0.055197515667209804,0.001011368465768971
TLN1,0.05885952989738367,-0.03350870596602034,0.058838261507359595,0.09937137698971163
SHH,,-0.0040486648721741215,,
PON2,0.09012008039181402,-0.014939930742041311,0.037435311741889965,-0.04380921745503746
ICAM5,,,0.006651088048054575,-0.11388767341952709
HPX,0.025025511699532453,-0.007223515003052145,,
SFRP2,-0.05475918680926594,0.05195379389367453,0.06720325449240583,0.02285374413157767
HP,-0.009574516726463323,-0.024072295626985568,,
CXCL2,,-0.01904007207343275,-0.022699287581126232,0.08156352617794736
CCK,0.05115323171919817,-0.02340486406420929,-0.07826683020749546,-0.016619913635329022
SEMA6A,-0.012411558957452393,0.02287281531431368,0.061195343413234626,0.09782338598566159
IRAK4,-0.05542232342600944,-0.01287871323790557,0.06635376236479544,-0.05478479675087395
GSTP1,0.07266994402798083,0.06433419848884572,0.05228880517752641,-0.09738987823809399
VCAM1,0.07857517796912329,-0.012859554049450387,0.12052885925166282,0.04281205913544097
NXPH3,0.04617682037997074,0.0041149006303290055,0.0774718390721112,0.13687915336270173
MTMR4,-0.011924065202757362,-0.030491524965015462,0.06192467175407794,0.05787788916084438
LAMC2,,-0.035767613299171476,,
IL10,-0.014575796184332905,-0.03450129796121331,,
SEMA4D,0.05829934701856436,0.06593028701052177,0.1609915563151547,0.048235107808516094
TRH,,-0.07905701354134327,-0.014536134775569335,
SEMA6D,0.10072779483928233,0.024687876262480295,0.006076189755515426,-0.05555243283276192
CEL,-0.01712162104604624,-0.012840597057448559,,
PDCD1LG2,0.011335294067647833,-0.07216975401950544,,
SPINT1,-0.01395713669320511,-0.06226652381332474,,
CTHRC1,-0.049995011211180045,-0.08494224487955396,,0.00272500396289039
PODXL,-0.02359825440148726,-0.09491317612240459,-0.048145255177335256,-0.03107389060210015
JAM3,-0.03302934944751572,0.03300861072369812,0.023799100201006316,-0.050491186067605706
TGFB2,-0.013502039373452342,-0.056909928824011954,0.05944689002504526,-0.02809038593446189
COL18A1,-0.03595330553020594,-0.07711598075188625,0.005860487167551003,-0.04566706589824675
NODAL,-0.039689205468117675,-0.0538059719264267,,
INHBB,0.010129527549455902,0.007744132358057604,-0.020230196612051055,-0.01685764509661421
ARF4,0.015156693572865294,-0.017461044616608818,-0.008354269567654143,0.04933622153516799
CXCL14,-0.018156996966546695,-0.10241759795484932,-0.07249030831502792,-0.07412199836889438
LIF,0.021457871580618747,-0.030878532785928694,-0.08231718885347178,
MATN1,,0.09415566072323518,,
ADAM28,0.014422896002992477,0.03432729616521387,-0.048367310944013496,0.004275856811794904
TCN2,0.03259286650436204,-0.10183763769185011,0.025872825617356154,-0.020334408247633724
THPO,-0.02743781836538073,,,
CUBN,0.011195519492628972,-0.02898216830010004,-0.049258399615901664,
TIMP3,-0.012352272502287447,-0.07708069070828472,-0.08927110650497252,-0.05447226617141396
PIGF,0.11762627261394996,-0.01414702463052269,0.08410448135788585,-0.10837223592490385
CRH,,-0.03350402461631059,-0.046009535740768395,-0.056082515577433954
BDNF,,-0.03501824196273319,-0.04255478874124368,-0.019810579542209876
CCL5,0.006582748381239673,-0.056158000134656924,0.026026432022408903,
GAD1,-0.022359775079792414,-0.018479739079575497,0.07267708565520468,-0.07292179495589447
COL14A1,-0.024106280776807047,0.004934896862942416,,
HLA-A,-0.1053742420338908,-0.10970237489805777,0.05904658449738542,0.0013232001495856445
CD5L,0.06173110783009717,,,
ADM,-0.040474006309857806,-0.025884587131943228,-0.014362224203040383,-0.08767312516847292
GNAI2,0.022584705590609287,0.0015218220289797155,0.027623499430881156,0.03953764506126171
COL11A1,0.010689846761935712,-0.042609802983630395,,-0.060464911812005036
NUCB2,0.006669029156098975,-0.016601557979375067,0.0913413918393601,0.061949259902986734
CXCL1,,-0.005766300226670346,-0.07055499001352117,-0.0528658985583617
VCAN,0.04356254710597023,-0.017996457881849236,0.01122051117407741,0.03562800464970338
PTPN6,-0.003786729347274329,-0.010419838180751227,0.05718007117982089,-0.06684123849495476
PTGS2,0.015535174924735773,-0.044728522126903314,-0.07625212771980173,-0.03449228029158858
CD58,0.0802685494556303,0.039988232034341605,0.05424739715823142,0.03472377255070332
TNFSF14,-0.03740723007006171,0.00953293461406636,-0.02642285448774344,-0.05740672975011801
CNTN4,-0.017424676068632985,0.11085588304511919,0.07137227677254868,0.0066980119373075695
BTLA,-0.03514806841749611,,,
MFNG,0.008197329034533444,-0.03163971834886907,0.005981370608324234,-0.004635810788649748
ICAM1,-0.03671334283568635,0.014358653509539795,-0.11858965808272373,-0.04835022750587947
PROS1,0.05226317145437654,-0.04944052063047608,0.021158860221687,-0.015302527733121534
CLCF1,0.005164850923602866,-0.0038468063777343303,-0.028562550268841903,
PSAP,0.0227947799789234,-0.06569005946247847,0.11623293595677046,-0.05264217412021882
EFEMP1,6.9399193775064754e-06,-0.06726911278716292,0.08371952070783777,0.10314585356737466
C1QTNF1,0.06683669000064377,-0.08073098618568751,0.13893179325639068,0.016842792073944474
ALB,-0.05040769065517077,-0.027163529512870797,0.03208024312668276,-0.006866337383136165
EFNA3,-0.057261978228213384,0.023320644322751116,-0.08321447871373423,-0.08646661913466056
DRAXIN,0.004769158669884312,0.0313977061977808,-0.03420743925075086,0.037951672808827025
NPTX2,0.036150830142816275,-0.06793325286236963,-0.14960479501253982,-0.17193044280933228
FGF11,0.025105018112401456,-0.05098786868720945,0.1418269204170211,-0.03656613795335637
CD59,-0.038442929152094615,-0.030122174684845255,0.01809390093456662,0.000959199680838716
COL9A2,0.0050143971263534514,-0.02141171407971116,0.02798191923754521,0.02425474355573062
DLL3,0.12425830571890022,0.017119779058285486,0.038078777335243855,-0.06496493524816573
LIN7C,0.03246344813051231,-0.07666448693743505,0.0032894419382177896,-0.028337107435680083
GDF7,0.09307820283719209,-0.01091222662178959,,
PSPN,0.003583821012361046,0.018861926154614208,0.06359654095382726,-0.06756804984772646
ANGPT1,-0.04190240793045364,-0.035371443989479695,-0.007860053990560341,0.028041313834786016
PNOC,,,0.055538158995665714,-0.06292717216293328
L1CAM,0.02035309817271532,-0.048202995328598196,-0.06149905727270189,0.060785582011048146
APOA1,-0.023851000947797824,-0.027428677755594273,,-0.047955443340707275
PSEN1,0.007258651176183948,0.06804513807347859,-0.027329929099621952,-0.013654399997367455
CALM2,-0.03558370047761729,0.08681349013613555,0.0762691883832192,0.01634418957154952
CLEC2B,-0.06071868398336756,-0.04042486894176516,-0.031857659449060875,0.06921672920957461
NTNG1,0.13353233760463834,0.009689737336636303,0.03245403889105123,-0.08857065942269376
LRIG1,0.1256202899832614,-0.11281349892540062,0.009524990193418584,-0.14683050925477423
CPAMD8,0.00985624752249906,0.05048214777340628,0.03647426618444381,0.036326878337892554
GHRL,0.0911312439000426,0.019375697194205937,,
NPY,-0.015097000287310326,0.01137468266059131,0.06927357608996428,0.0348067471183428
MMP2,0.0686093533444194,-0.07820180825805668,0.07894639276426818,-0.04819811850933389
ALKAL2,-0.019984276686260564,-0.02116051149424783,,-0.055806309445279624
CSF1,-0.0339481195058654,-0.017127598690559884,-0.04048824763838613,0.005690312627940434
SEMA4C,0.009649193836079331,-0.02540877293408539,0.030152223242252328,0.028181989209164676
ICAM2,0.006337857390843255,-0.04585257702384236,0.04233697575910565,-0.001283681735825232
SYTL3,-0.06358736522515286,0.012622290586638761,-0.026152706151192143,
IL1A,0.11842363802608094,-0.01616450075379806,-0.06686877168629032,-0.06571235815591607
PGF,0.03690952838772864,-0.06197673203583255,-0.03620227385328265,-0.06760243832407573
LGALS8,0.016049916876864464,0.023078362650157124,-0.014606295606201618,-0.02373074302644387
DKK3,0.009731012492792393,-0.09586312738871615,-0.07011246106756833,0.041242669665363295
COL16A1,0.015126535252294442,0.008115359753949765,0.008923892527192055,-0.017081867278089347
TPH1,,-0.036822737748128824,,0.00495250843483851
TNC,-0.006259285580426083,-0.0781740941777736,-0.016476481151494006,0.017032185036478617
TNFSF9,-0.024768675703871014,0.05663491365928342,-0.03017398811498947,-0.09884019745307356
C4A,,0.03391197648322876,0.09144548597464733,
CNTN2,0.020706831454155993,0.14937492893032814,0.1373925087670399,0.09680521876504518
LUM,-0.03155002761436321,-0.0950968989147986,0.08303051375983873,
BTC,,-0.029012515943854244,,
APOC1,-0.0022500894557028897,-0.024418351500092715,0.14266887607257916,0.1450690544798261
PKM,0.027135094987103116,-0.04999366996511186,-0.006363032912451065,-0.04727243193358531
TNF,0.0822323334642191,,,-0.09558392486998356
GNAS,0.005269354059762629,-0.13465596981250202,-0.08688127315554187,0.0007510966709982976
BMP8B,0.06409929185113064,0.009932536923222081,0.04977004967570352,0.059911794741944864
CCL28,,-0.034069594498431895,,
PTPN11,0.03369771489556095,-0.0001726432644315574,0.03679858553267314,-0.014391754126785193
ADAM12,-0.024720559095056206,-0.007492954378197048,0.10786903527343765,
EPO,-0.0358058552867148,,,
EDN3,-0.02743775812463545,-0.07075848329090932,,0.029900165598435332
CCL22,,-0.015683180041940706,0.03308307938026818,
CCL2,-0.04248088110601292,-0.009196026863295874,-0.1674463397978864,0.06392891259432998
DSCAM,0.07107372935598529,-0.0317238173306937,0.07892873189746676,0.05849949533112425
ANG,-0.07681918820556155,0.016976071213943192,-0.06852383642036385,
FBLN2,-0.04940568538788155,-0.0689390083479207,-0.06433150654499711,-0.02203162823767763
VEGFA,-0.031071089124735513,-0.07320231720693628,-0.045325116055577146,-0.022689437665605952
F10,,-0.036589471531992136,-0.04011097872527135,
SERPINA1,0.047254312028119014,0.040323114805795014,0.07956783854834681,0.014252917115399315
VWF,-0.005070376653304713,-0.13267448659569558,-0.05638014014943343,-0.04510116514722641
GDNF,0.06004907417803209,,,-0.06489466941550916
VASP,-0.02673126134844069,-0.053818053499185906,-0.09193182458694724,-0.0905679575565478
ADAM15,-0.007765105176412879,0.03426970209911488,0.06576356589055228,0.05353193235603578
OLFM2,0.04010641847580622,-0.03232689989139385,-0.03233085175305912,0.003338435426565975
MFAP2,-0.05391499833167412,0.007433452868012493,,
HLA-C,-0.1099770870030939,-0.0009616212156264188,0.04742398567468532,0.0419531732604178
THBS1,-0.042595198315360204,-0.05557984862866061,-0.1459299598637165,-0.01281970614880059
HSPA4,-0.016562204228482973,0.0646173690670122,0.06971209199689425,-0.119777430251368
LMAN1,-0.05514545001490756,-0.05832890979143227,0.1681736125306347,0.04960379339374689
LYPD3,0.0006484907866372562,,,
APOE,0.11008145459783661,-0.13622708170835887,0.12862708119328645,0.09953699485334867
SOSTDC1,,,,-0.0489722546202974
ANXA1,-0.009053185162181874,-0.021670214543871583,0.025619329108256855,0.058991829835499415
WNT2B,-0.03573040483265719,-0.02385017394431076,0.015255319088523813,0.02181889005483716
AMH,-0.06704924828376868,0.05557009909755785,,
GDF10,,-0.030578472641524194,0.0849184155023653,0.05204257835807241
EFNB3,0.08863801832312575,-0.06289162096492551,-0.0892165029348224,-0.05841381617654387
LTB,0.018697119744715197,-0.04967392951428132,,-0.0328063953383815
ANGPT2,0.03844235345144792,-0.09254721862386787,-0.05881047273940665,0.004892722377378972
NRTN,0.014917860147155657,0.005810233731491987,,-0.029498168041241432
ADAM17,-0.001343874009677655,-0.07818123035405329,0.08904118007558215,0.008719391507004426
LRPAP1,-0.017678309010437373,-0.09032077020290674,0.1100595461494031,-0.0546292302730134
NID1,0.005481623388899028,-0.05494880081926136,0.011582861673222197,-0.02166743477584457
MST1,0.05941880664199979,-0.0012617661646108704,0.12187630431752597,0.06291059097169104
DCN,-0.056776513028782685,-0.12438826187833692,-0.11662983918149557,0.013863659026657564
IGFL2,,,,-0.05652388083500011
COL7A1,-0.0530823782435082,-0.0023978291781184095,-0.055282616743177075,-0.05803828969513982
CALR,0.046835011038328614,-0.07180620515999266,0.046835949476018005,-0.02170881049410592
PIGA,-0.05949506271235614,0.07276591345039943,-0.01796784696836584,-0.01431044335005538
CD200,0.04590194406754419,-0.001075355687485553,-0.028458434066282772,-0.11124278846274036
GRP,,-0.023637460976925807,,
CDH1,0.02316568118512782,-0.0046427026749411605,-0.07605004944303573,-0.03439464122969814
LPL,0.07240913191571521,-0.02986165691769824,-0.029842394782885594,0.02821454740425348
SEMA5A,0.056039123789583936,-0.048664918003105,0.10322891445239411,0.06420020539953014
SEMA7A,-0.0054193050259828375,0.040368155262053146,-0.04625146296397488,-0.02163841365680728
SEMA4G,-0.03819651231717881,-0.029372363915127615,0.09402855794385706,-0.01783602183882033
SEMA3B,-0.006608763222193378,0.05257657446318531,0.13662894694685696,-0.024828015662359742
RPH3A,0.0031759007958220794,0.020844978774000784,-0.08277849399129324,-0.04353494491219962
JAG2,0.03109416831630994,-0.09741354213805323,0.0568819465467479,-0.08559996974825686
CGN,0.012832257940417027,-0.010736278396732515,-0.03208732302159374,-0.05191677584081721
GDF15,0.012265384443184766,0.0004677102463726399,-0.030796995129223768,
SEMA4F,0.020693647633435393,-0.027875062323538063,-0.02302720861450577,-0.07859804228945612
NXPH1,0.06197896363921393,0.03363857299846276,-0.0011403712128204445,0.023286256076054387
ARF1,-0.022464955400036412,0.039758371853173255,0.07163755301927867,-0.04294339477385142
EBI3,0.005377623826055933,0.037612915825411576,-0.032327282331645744,-0.0934406324969895
TIMP1,-0.07495816265129272,-0.12430523382535512,-0.16585881927547635,-0.08565818156302311
SEMA3C,-0.01177747104200075,0.06713595202031696,0.067853748993155,0.018378161373040016
GAS6,0.1091940881172686,-0.00228246731884611,-0.01512229536859515,-0.07194348935129187
MEPE,,,,-0.004141894237948721
SERPINE1,-0.010282255256155661,-0.03356088633609214,-0.06974945676180022,0.030072903867008012
RSPO2,,-0.040560980489742236,-0.04954314075128336,-0.0845897585889002
SHBG,0.04569164815531725,-0.01754617062984961,,
LGALS3BP,0.025530428549153317,0.04229151987982065,0.12990068499226004,-0.04732490039730303
LAMB1,-0.03966144540707197,-0.0727710936118743,0.11056354535776679,-0.06212102724152596
SPTBN2,0.024445396165777684,0.07953099424461563,0.030209705186059293,-0.023332213210544614
COL1A2,-0.0031553765117894577,-0.09562353935541103,-0.010735167679374526,-0.031593313341881306
LGALS1,0.027419179198634132,-0.03297632511983925,-0.09042217286706027,-0.02394050658401715
BCAN,0.1593293582581326,-0.10702372709502792,0.08327713159654851,0.03140518114520319
ANOS1,0.10205350019593525,0.0034532902261767383,0.08539919732890079,-0.0005950126978364632
EDA,0.046516708545857696,-0.01789960865330714,0.10435953865046178,0.023725422379214448
FGF22,-0.03772063286716175,-0.04607074077728142,-0.015566049038951528,-0.06396120658277442
SHANK1,0.029319354405084763,,,
TGFB1,-0.019118117245609075,-0.02385417323396571,-0.028763328415127933,0.08169490134810918
MSTN,0.0854066383105312,-0.012745756758741528,,0.04779980800039186
WNT4,-0.031319532716544835,-0.03319061958187215,,-0.05286582572588354
TNFSF4,-0.034616083897148035,0.1150243966067013,,-0.06166017068743345
NTN1,0.008273744367014071,-0.07740034143297367,-0.0030480851032732652,-0.02913750672101149
CXCL12,0.04609402110423875,0.01518481526797082,-0.022782345704933493,0.04425879769427696
GNRH1,-0.022410976312681435,0.0469384401942422,,
RIMS1,-0.041183198725874906,0.024353327005459335,-0.018518609188545178,-0.007940810163078496
FGF14,0.05266884601046959,0.013026641974075695,0.011823245433168327,-0.12127351207439825
IGF1,-0.009695423021583214,0.014380051246703572,0.031426137318542734,0.04154861513551965
TNFSF10,-0.049235333721426446,-0.0761452113917315,-0.04373236780252778,-0.07408501559204099
GDF5,-0.03057859798703374,-0.014486603084860295,,
CHAD,,-0.037394815738774144,-0.04925837926872038,0.0241926533827142
RGMA,-0.005091512859462093,-0.033538363828638396,0.028731250726746777,-0.01989471395934113
WNT16,,0.06606372666887553,,
CX3CL1,0.05306935914005401,-0.07586979900597766,-0.08806187127182677,-0.0026378466356405607
FGF1,-0.011057368604938325,0.010141903414848778,0.036283808815373464,0.08602286520416363
ALOX5AP,-0.03941882085265569,-0.004046697093204061,0.042201457774794116,0.004069965944721075
IL1RN,-0.04190236112799352,,0.10953279487711592,
FGF23,,,,-0.06082959140348357
NPW,-0.046039262385834306,-0.03450128650935874,,0.05761055207568939
CXCL9,-0.03985648013795841,-0.013489005866329505,,
ANGPTL4,-0.05346663339497034,0.022909274613400078,-0.11960956059736103,0.00023591358051116326
COL4A3,,0.0598623786084456,,
NRG3,0.05491199687673412,0.06636562476761122,-0.048092325586353464,-0.06980661616918248
COLQ,-0.04885128234908409,-0.011611962600520522,,-0.06568290333689934
TNFSF12,0.059948068912365746,0.03258741080347631,0.012448288500465395,0.03463232643989499
DKK2,-0.02660043768102526,,-0.0503024550466682,
FYN,-0.04923039454805737,-0.1387990054356925,0.035316954802946894,0.14981324821854625
ACE,0.03250372347744485,-0.12299742548610389,,-0.060829709875378224
IL18,0.012453480266240801,0.03399393422460077,0.046619856325089394,-0.008456714696971837
PPBP,,0.014477879114672168,,
CCL27,0.07142392249694189,-0.005508397864269306,,
SERPING1,-0.03583878933510601,-0.0880420926123033,0.00885144185621451,0.04791918259070865
AZGP1,0.02464868867350079,-0.06944036202825865,0.07387713663180999,-0.031013200373073205
INHA,-0.0029438423429380836,-0.0030843687669939524,,-0.04138814051951547
SEMA3G,-0.019029865282474554,0.03620193847244246,,
COL6A1,0.0365366405394951,-0.06582407219695588,0.14406290767761545,-0.007531026471350188
FGF17,,,,-0.044781147738759124
TNFSF8,,0.005196537302769151,,
FGF20,-0.026172666926977825,0.020050827231196607,,
ICAM3,-0.028571553372798226,-0.04357467294773384,-0.018160370557198886,0.13062086340188417
LAMA4,-0.03492583342959964,-0.05885299200731094,-0.01661189603751526,-0.009796777180209257
DLL4,-0.06315254998852154,-0.08236513912456636,0.051352879742852534,-0.04706582529477656
SEMA3A,,-0.032082733528052,0.0025056287804703435,-0.014534182720671012
RLN2,,-0.051437433740141134,,
C5,0.022467451607758235,-0.00600624415377128,0.029070769461704067,-0.021515752986049956
COMP,,-0.023290004311932507,,
C1QA,0.06024070291108592,-0.037796018215852885,-0.009267606794403221,0.029620919165005692
COL9A3,0.11302349098927002,0.11401522321425075,0.06642958840331822,0.034790045539005256
HGF,0.005821219230772093,-0.0669731649607967,0.052602249187031117,-0.021602624925112925
P4HB,-0.041930418098085724,-0.06970087159570994,0.06678200944387554,0.04231058891196492
ADCYAP1,-0.029436186034131534,-0.054372774548808935,,-0.08539723437166426
GREM1,-0.003062883905988634,0.06157527491421044,0.07059465156454639,-0.07633699041266251
EGF,-0.03740719650020883,-0.005873131500402281,,0.02107819333348189
VEGFB,-0.005439498370011008,-0.032862238800501195,0.037348444532127385,0.030744615701946282
FARP2,0.06540576077685523,0.024497165073504447,-0.014604677002878975,0.00862728852113197
LAMA2,-0.041297604447400056,-0.06619552302257535,-0.030288669259625624,-0.0053979157605980954
NRG1,0.0028415952918526264,,,
SPINK1,-0.02825246580821265,,,
EFEMP2,-0.04522917805148962,-0.03409113182848952,-0.023705599888354086,-0.04786093111796473
SELPLG,0.04015243413102477,0.03504402403858326,0.0968391358074796,0.04428983792653963
HLA-E,-0.05980181583773333,-0.1059535796910603,0.02605702025694175,-0.04546519952100211
PTN,0.037742062051047756,-0.13308237901204975,0.09520718925603971,-0.07586008870758143
CD274,-0.03520406265346022,-0.08419706540575105,0.08670068737140059,
CD14,0.026020651970480143,0.003224980216199456,0.0038655391160901894,0.040376998263716386
SFTPD,0.008500866989593184,-0.004153293801774621,-0.04134870129149707,0.057996065873518875
SLIT1,0.12082648147024892,-0.060737678668519444,-0.08220250028467281,0.005988227065832736
CNTF,,0.00046867705101143057,,-0.05827868899711371
BST1,0.018302808851055858,0.0014473695214445334,0.08105514582225318,-0.02076616475446075
AGTRAP,-0.03654343487301765,0.0019853422429820067,0.0966953080938736,-0.015612639390294378
LAMC1,-0.025110021390075052,-0.1277197897607601,-0.054027809340733715,-0.03221509350323149
COL6A3,-0.06173212405941044,-0.08227059003876742,0.1036631137409112,-0.03134789851713486
FN1,-0.05034140926779596,-0.10355822273112543,-0.05729452847448863,0.013554578273795727
MIF,-0.08726043967863585,0.06804972219091616,0.04876485448166922,-0.027890385077494136
JAG1,0.050180996651481596,-0.025694380641596758,-0.04168361696900728,-0.023028140598300714
NID2,-0.02027010681868678,-0.024621727404142372,-0.01596211738532635,0.0045640695134010565
EFNB1,0.06772233965866536,-0.04381115601906623,-0.02690510917231636,-0.07089456240609598
COL4A2,-0.054057002207471054,-0.08027422983853634,0.008883192509609446,-0.02819172418475311
SPP1,-0.0799109163425528,0.045821670905176824,-0.008162641908861932,0.09579388655433743
PODXL2,0.042158975620625254,-0.036134698658519517,0.10120160064583175,0.049017755029978065
FGF9,,,,0.011424021528084208
ITIH2,-0.01617479738582791,-0.07471798798415687,-0.03617650478958936,
ADAM10,0.07053209012240907,0.023536905861883024,-0.004148204087415216,0.050178304076469636
CFH,-0.01853674781618021,-0.04506032609898495,-0.0576444671630145,-0.015637267910273037
COL4A5,0.05590762646440374,0.10051904981774208,0.022019489190345607,-0.004368420908045117
LTBP3,0.03160590557619087,-0.11078921843403682,0.008313261750454395,0.02611762150430427
GNB3,-0.010070319727249961,-0.04535410127894033,,
COL6A2,-0.01447296111282092,-0.08537903240865212,-0.006422301958075502,-0.07238220488347738
GDF9,-0.03709164692942501,-0.0022881449841007854,,-0.022598358782413272
NCAM1,0.06048631621556551,0.11340361516223507,0.018992155902414005,0.034817650123536624
APOC2,0.043413509187789336,-0.08099624157314607,-0.10165474297870049,-0.03207674410852868
BST2,0.04693368357378017,-0.07755378018054652,-0.030469487193815193,0.008984509162135756
COL5A1,0.030490546840334202,-0.05407116303647345,0.02619587936413766,-0.0479552263825299
CALM3,0.049955634201560496,-0.011442618364741365,-0.018902832076738544,-0.10528197751557275
THBS2,0.013826230925650019,0.026025020959855212,0.07698016491313199,0.1306668837898662
SERPINE2,0.02080610970460177,-0.08926611685991234,-0.03400090062331118,0.050605273343478016
