,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
PDAP1,0.03014070843115462,-0.003007354802167677,0.06997843876655782,0.04714279216889287,0.02985317630418946,-0.04611189196970684,-0.027119898363324645,-0.03293997575490564,0.032474804026129366,-0.011603102009721934,0.028323258243836323,-0.06706813118078538,0.06251492864508526,0.03841190831862059,-0.03049283825467064,-0.022565473446429576,0.023016669920948488,-0.026169733614632876
QDPR,0.012307984273919782,-0.021470903110061036,0.017672936078646145,0.14359259681975564,0.02529128686294858,0.03379231814243526,-0.04064873566161249,-0.03806506561421947,0.003731525276111797,0.006872811725914445,-0.21761997325695415,0.028681559254085737,-0.0340049189623547,-0.039732997663974465,0.005166880049815211,0.0902502969955372,0.010171942052494458,0.04141203424855302
POMC,-0.04068022135243074,-0.01436960701576881,-0.02611139725461186,,-0.03169061331356931,0.06236934668195651,0.03084200373920332,0.019017915466009745,-0.030121665756085075,0.017345359260166483,-0.06754638849437519,-0.015692188489985975,0.024824994705875195,0.09798054623805287,-0.05315300270985409,,0.016446736903162375,0.06706223413512885
CCL18,-0.02889337913826391,-0.009974773508899519,,,,,,,,,-0.04256536998349643,,0.04706561209686683,0.06039663881813278,-0.004236263727264181,,,
CCL17,,,,,-0.017636479933782784,,,,0.004413007733996431,0.01207104538668058,,-0.01535673894627045,0.1346324711996957,0.08150005054765327,,,-0.013791991936942763,
VEGFD,-0.03255439319461318,0.006125083438817333,-0.00950855983694553,,0.02598999642723436,0.0013180260266169362,,-0.02391415732266238,0.031294959437624274,-0.017594809929222348,0.05846898984722643,-0.016458292778164966,,0.11628319449767184,,,,
TNFSF13,,0.004908290732345738,,,0.07006550876827579,,-0.011073437198282358,,,,,,-0.03149151352598096,-0.02215006353199171,0.07074285495564457,,0.050473537397240295,0.007625751899693089
WNT5A,-0.018902985683773424,0.04540050919361774,0.06253766949308674,0.01058972879934315,0.011961470536855366,-0.04924335660179495,0.06125094866284564,-0.08941247422217416,0.004219549966622662,-0.011847394608400872,0.037662421073450324,-0.06774342437299805,0.07652922479430885,0.07312285478729312,0.011946182373028465,0.039269412012581224,-0.007210658756678256,-0.03787358522962977
CXCL8,-0.022390866976628898,0.009612251878115185,-0.03533914299883896,-0.11120769332406771,0.018759377562174884,-0.03769438537593589,-0.00035966322658000343,0.037106063543414516,0.008895912780639087,0.01902112285423589,-0.002789397893190605,-0.006817422302488096,0.07371199332955504,0.03970597800236013,0.008185280238438106,0.01495172417875682,-0.01101161766204578,-0.04175455556066028
GRN,-0.02208529503945369,0.11981721856934803,-0.015074142371994018,0.09718562923353598,-0.01773026771565298,0.011432862726429719,-0.032910367473856825,-0.05550699923776121,-0.02260396624547092,-0.024590563626287375,-0.10709515005246968,0.018810764258408937,0.11189040093180981,0.08135981641956071,-0.07620030225598197,0.1188056712826784,-0.001023755030542083,0.08752751223042061
MIA,0.0021041982870008006,0.00721376548457353,0.018442289129863624,-0.014559268521599708,0.01403843236448973,0.007068863908729995,0.08992415358820875,-0.024205888593161144,0.005906853874243136,-0.02001039086202162,,-0.02254038620310085,-0.05063468543599317,-0.07109340666925938,-0.027841240187432857,,0.06260960838440761,0.056892969889728334
COL4A4,0.020296856798100598,-0.009611921866140925,-0.03795385161867524,-0.028973543421039933,-0.005237665340017883,-0.00393639529711566,0.03884242651668344,-0.020635766483059374,-0.00776798372057566,-0.033615865274601545,,-0.021865010845013712,0.007701494254576167,-0.036829255285981695,0.010595422590539236,,-0.00012575384390691601,-0.008009567951757326
TAC1,-0.011111353674247058,0.044497172383818215,-0.001799143705971107,0.13891383394983325,0.08437180023053624,0.09211951352110617,0.08396331408916272,0.11198708981753555,0.025233941045313568,0.10702996813207986,0.14522228502998427,0.1471600632937682,,,0.05264255496825316,-0.003298156164303122,-0.01813097582987976,0.1465768824594527
RARRES2,-0.023141312744522684,-0.05199961127704886,-0.007093123826799924,-0.05014655118755833,0.033382082842372526,-0.024660390865584917,-0.03393912961705139,-0.05785778816863953,0.016282043832415133,-0.008000216017235358,0.008043723545723134,-0.13794330759387244,0.09363239107878514,0.1175776434176048,-0.022435364352109036,0.021717774479461546,-0.012191892160238315,-0.13809563390146135
FGF7,-0.04880011790972807,,0.006549581751579048,-0.04041863268431656,0.024115811801357842,-0.02908589062667746,0.06728961738728652,0.027721220052521797,-0.01051502560679385,0.07030627951743697,-0.002595239495834552,-0.04297243059874214,-0.010013687626925564,0.0045660863260481655,0.0017964644486510744,0.021362859021235452,0.03863962544739142,0.042551073089443114
EFNA2,,,,,,,,,,,,,,-0.025174742734142278,,,,
HBEGF,0.0336974200377176,0.14426411665883987,0.042780059629396676,-0.058386943588952106,0.02925357161668697,-0.039287255316755365,0.00994239502503888,0.024629003778301378,-0.02035737671513259,-0.026680278968746772,-0.0859986018609765,-0.05549468771881808,0.012310278673584005,-0.03387550013892804,-0.0770783480481093,-0.05393699176103947,0.021626639430280224,-0.012980765404265685
CSF3,-0.032771652229017546,,,-0.048187050534255225,0.0361173240799833,-0.008457178814495639,,0.03244183267053939,,,,,0.12443244491225683,0.06379741760175202,-0.04658203501973236,-0.02843891363020897,-0.014520839843718623,0.006573773036885564
PI3,0.03987741196335376,-0.025941124733160015,,-0.09548650378954324,-0.052242253049411325,-0.036580796879694934,,0.03986211134258733,,,,,0.16602521985154337,0.09362431300801737,-0.017249497511906086,,-0.031548960904286744,-0.0013049266340708027
PCSK1N,-0.07082794955882966,0.0004481602603852042,-0.0041781911827401715,0.13030204195334757,-0.016336297617304707,-0.009838772087818195,0.015971809936537615,-0.002097675062160351,0.003696206191582196,0.04564906171565628,0.17412477977224833,0.13707517888603388,-0.01767607383852285,-0.019028040390297395,0.04555971080796555,-0.061974344913989454,0.0070020237156977515,0.1737166770992985
NTS,,,,,,0.02295688294743186,0.06127758828136059,-0.026834453799016788,-0.01631844124002946,-0.047173678355780665,-0.0272021578580562,,0.01234566745337957,-0.025433844059328053,-0.07518886364998299,,-0.021503383729147275,
SFRP1,0.0518064435537274,0.007241621844465296,0.02702084090587684,,-0.012528161836077335,0.10443776904749708,0.013898918347746965,-0.040560188138977,-0.03467853529320225,0.08302821874187072,-0.04561870769976454,0.025360686741562905,-0.009283234977888459,0.037513658417447165,0.04840912077435195,-0.021431340621878365,-0.021003699568854745,-0.012594632947208792
CXCL13,,,-0.03224313580486001,-0.01996019381126086,,0.02066433893564115,,,,,,,0.050346013168581796,0.06178109306018964,-0.04545566131964384,,,-0.013419061524092024
MICA,0.0863533128766158,0.08624918951249885,0.034859609471263354,0.008777643892879947,-0.007488375002476616,0.041486357017058134,0.0212764481179441,-0.02982098692537151,0.04863886512829159,0.035463636415372486,0.06512067734732949,-0.08133600418183051,0.020652539137948935,0.08460805818982345,0.009557646034778875,-0.025378863182339496,0.023902995620015716,-0.02070563767337775
TG,0.06357213210535664,-0.030409231948691936,0.05060009268870903,,-0.01525214455910228,0.059074745196615645,0.011605960860034783,0.002832052335062715,0.11850691995128904,-0.017359342337110884,,-0.023067988778293778,-0.042208544951748285,-0.0024263226991971237,-0.028022928385824215,,-0.02831840743479539,0.002881726213518454
ADA,0.019827520352374117,0.012744391319476104,0.04046483179567998,0.022303757178035465,0.0029099312248531467,-0.01928698977570021,0.07333302269044442,-0.020417011301023653,-0.02884284965503817,-0.028192967994708006,-0.11098110409144442,-0.030131498467811064,-0.001391522843170147,0.06566501409156919,0.011759066530667594,-0.019134735136052534,0.1117593718270542,0.03863303485001372
LAMC3,-0.024367569903880667,0.09288265177165732,0.001170374924667578,0.06180054629355675,-0.026826380228455675,0.029799853143561095,0.006241708421634029,-0.04843500758908975,0.011730744583186169,0.061846037426987126,-0.021641224275531883,-0.0019197177136349624,0.011478655246623691,0.054413161136836405,-0.052390943989883226,0.023962980219933743,-0.019101411384660417,0.18275424407200558
CCL7,,0.04785845835410305,,,-0.0037898782421053197,-0.03966900485441712,,,,,,,0.15297777966773032,,,,-0.015216432583104404,-0.013525164907272538
NGF,-0.018880680432459,0.04082987540217094,,,-0.010943471717244265,0.0356788145028867,-0.0037473022863895914,,,,0.18892428005059383,,-0.06213321106041091,-0.05188554816255617,-0.014341041146678809,,-0.0004477214116051694,-0.025449794941353226
TNFSF15,-0.023357758068183354,,,,-0.021260085896899813,0.03299299332853511,-0.05234988113790645,,,,,,-0.006297226262177712,,-0.02892664403238574,,0.011673286919544603,-0.07780239623024111
HMGB1,-0.048413199868465075,0.023264965394917975,0.03765929185829147,0.09289814976610429,-0.0029382654640883778,0.03532854498646758,0.0017984030639720168,-0.021548907720388984,-0.007023845419729794,-0.02680257808472347,-0.038375343246501575,0.056350586395529145,-0.0012268414772595698,0.0004492127884357911,0.06747658167304924,0.042705491041411095,-0.03157847086258251,0.024542247200469547
ITGB3BP,-0.009803155092759386,-0.045704285797018525,0.01990702724201702,0.09861202608763091,-0.0040307785831028,0.013603146053341848,0.009240457943093515,-0.0386584191191718,-0.01729118124440543,-0.0007465857104700586,0.07374476411539357,-0.07243244291827722,0.05608673513076068,0.07597781620551386,0.015171748780870102,-0.05324679298438135,-0.0256169526780876,-0.018902525079572748
AANAT,0.03796754088703752,-0.03495792148201834,,,-0.019344505887072892,0.0874749562735113,,-0.019693274684850378,-0.01919329281118522,0.024234786901014622,-0.004256841162427845,-0.020599596408475782,0.014814340235600016,0.06692493174795455,,,-0.016099620231307548,-0.0037411115722533602
RELN,-0.03255437629753578,-0.01801368313397409,-0.0322977082965511,-0.004894933598942603,0.07435039995815876,0.028152698370983248,0.033529233520345716,0.03673494498110643,0.033748090409970725,0.046680372694897714,0.05854363619642868,0.11242100665820513,,,0.09585842708110466,0.103492528850063,,0.029153936959414813
IL15,-0.03320264990598245,-0.03935682013335931,-0.016671809669531763,,-0.00014649094350665582,-0.015970689259007156,0.03471707429198106,0.06179419346165922,0.013697015757981924,-0.0227549463667815,-0.042516248219971825,-0.01910517357100317,0.013203102181779945,0.07148766234317504,0.06773357611380514,-0.03007847307802952,-0.02165501931049041,0.009232423703488668
UTS2,,,,,,,,-0.0531763358864687,,,,,0.10305892044965649,,,,,
BSG,0.0018915711929078443,-0.021973014777208952,0.06328049061023215,0.06374367222135786,-0.010017814467737586,-0.002008488963746154,0.06695629484671307,0.08679279477527213,0.04984211570861971,0.04122772437756041,0.17313043602107603,-0.09636190348476689,0.17038163254373945,0.0682249088213387,0.059916366244676916,0.025732717839682638,0.03785724115788462,0.06182724724103562
ADAMTS3,-0.020780106205737447,0.10820103058903793,0.007018399369826676,,0.08359836623478507,0.040537884866284256,0.05165380357825811,-0.017754290670527858,-0.015772526351097826,-0.005184813072258627,0.03818971537044438,-0.03174663242653219,-0.0069741810796877515,0.0022395377398413082,-0.01996073924631286,0.13642150825176627,0.06572735307670588,0.0886177924981078
CD34,-0.019684599587167406,0.10986666559353625,0.010161331284264035,0.07698588172800203,0.0627092185586736,-0.0001504627363271238,0.06883252969944477,-0.03048787776494333,0.02348703380517111,0.0034088172259388156,0.04996543419539795,0.025896853290753075,0.047738291861296654,0.02268158793043544,0.007235612833458642,0.002985317232056098,0.05211053548286301,0.0017652547927757562
CCL23,,,,,,,,0.011676134061662104,,,,,,,,,,
PLAT,0.11754349334267351,0.09710311756432193,0.03427300855680179,0.07679596336282266,-0.04223980035718026,0.06089496763069858,0.0015969807869484376,-0.021982768186618554,0.025378387120570244,0.0028716854794091054,-0.007537756636839675,-0.08769982935486283,-0.052832693523692235,-0.08770678424715214,0.05892203056445298,-0.05377359512660274,0.09512643457445367,0.15104879947790684
NTF3,,,,,,,,,,-0.03230154621723817,,,-0.0007554940911832786,-0.013858858103024941,-0.004726399643205334,,,
LTA,,,0.03303410435054799,,-0.00042815962984599253,,,,-0.01785649395804446,,,-0.019105175929354713,,,,,-0.021667662560340403,
CKLF,0.005499685884747213,0.004314350312737862,0.028439752051441888,0.05027001609629178,-0.004672754208477421,-0.04351134350507412,-0.019556642986024324,-0.060662204483822146,-0.005343873519722894,-0.005643465268613746,-0.07483626523752238,-0.10000652159792142,0.09237346202843491,0.018470547988825033,0.0149353130610994,0.02431869454060066,0.020966293923003677,0.00930231485604881
CD24,-0.07137779649253768,0.051098680719134135,0.024983081667475676,0.061447920362261335,0.06990294227423237,0.00880570490559363,0.012588174751984425,0.04390469223189371,-0.022771228680574712,-0.00025684683323314484,0.1262118522488861,0.0032020534973726173,-0.0501762537060225,-0.0636705461050636,0.003700630211634756,0.018703747730235785,-0.02095810663786424,0.048807299192876005
HSP90AA1,0.09254582678166053,-0.04612757548629728,0.027534957062616876,-0.05732966574006569,-0.005157842011618104,0.07478377938387987,0.027158085949640295,0.07352494167806282,-0.022116023239565418,0.03432946259055561,0.19591711960542654,0.12512604716730538,-0.04250039368927857,0.022752655777439904,0.0587561206231495,-0.12399569023472015,-0.08902493273327083,0.15452999923499702
BMP4,0.017807190080630565,0.031904193054196305,0.06618347277299791,-0.014011920907487683,0.005510875330279165,0.011824818477437464,-0.020949531597827805,0.03184172528867685,0.03725718458186589,-0.019479845346035807,0.03958614408814471,-0.01627958315892959,-0.014917930012123581,0.011981811379655417,-0.02491914267555134,,0.084660608508656,0.005493605052935151
SCGB3A1,,-0.01771583278397566,,-0.05150719178451677,,0.004669240567770662,0.01216864305382736,,,0.016945777112247075,0.002547924843547923,-0.013331339108118782,0.14633199027309596,-0.028456765395443787,0.04280799333443984,,0.09047681006461454,-0.017967618693799786
IGFBP4,0.020874244329857666,0.13422421321356995,0.12988984951537375,0.018922363879131113,-0.05853538634777337,-0.033288156461809756,-0.009820522913677363,0.056627317909072036,-0.00558805653087724,-0.03259223166310422,-0.04996958009955078,-0.04159685343865666,0.06516643040506562,0.06952580405694589,-0.03615851470468197,0.09968536389870788,0.0413957874499708,0.17156971101411214
RSPO4,0.22735591597895838,,-0.008103746842600021,,-0.029804830264593307,-0.02520456073815399,,,0.026041805306502807,0.049400546648069886,,-0.026501886776805133,,,0.054428246161908056,,-0.02857737881248081,0.037417918798907
LEFTY2,0.022893925748112106,0.15171376653739171,-0.026341394418349054,0.07476283847070869,-0.011844739352073723,0.015493838377197911,0.0318954868761031,0.02317111837075757,-0.04517552458166064,-0.018507984843332513,-0.007705531950167799,0.035386055880261495,-0.009324229688665364,0.032351707925491975,0.04245353347816416,0.08841113080730452,0.13744057928708467,0.12649014099078854
PF4,,-0.008516186740362938,0.01672920723867717,,0.017444164527399594,,,,,,,,,0.00741555338285426,,,0.05327201920159231,0.041597774381988716
ANGPTL2,-0.03421884567822052,0.030663970242956997,0.023030854713174544,0.08133835927803004,0.012875670068651732,-0.023570875410576803,-0.012498888427007105,-0.02454780478486247,-0.029485970335234882,-0.012814578283554126,-0.1184894069824347,-0.09621170540193806,0.002186482576454956,-0.05460429456514008,0.09981451041162247,0.04637962421507774,0.06180260215212831,0.08660930450592719
LRIG2,-0.0387570121949974,0.016430757999157424,0.048977138510528276,0.003341256331253156,-0.014583538718622524,-0.01295294858378044,-0.008644617326009758,-0.06527062479925316,-0.01878222997542053,-0.014402571930481984,0.06692108802356732,0.03369888296110185,0.042895132739718816,0.06030234526869553,0.03232796778452214,-0.060262890391251794,0.09483985687418202,0.03935310107349071
ICOSLG,0.017852834789220208,0.10067843062411046,-0.02655452678801853,0.05104391121738016,0.01889399883195517,-0.010137329634974344,0.020948490227162043,-0.03795571457221151,0.0014419487424454332,0.004763792614517316,-0.10336707370132742,-0.04397238978143548,0.08000721265025051,-0.0029169587468099007,-0.0047540227421971675,0.1496753433068646,0.07395017214168503,-0.016229600230984298
WIF1,-0.042071369537937116,-0.008941849811230205,,-0.05908399739013193,,0.039326553098280474,0.070890892240762,0.08236332945996269,0.07504072264454884,0.10683269168556797,0.18741232361587917,0.17255556600491942,,,-0.026348780141848237,-0.03060745260854301,,-0.019973396811661447
NPPC,-0.022759379360785828,-0.08004108169195528,,0.09328429498101437,0.062332575639505006,0.06833420128943264,-0.009820724546162646,-0.013873593199057193,0.015087741007213483,0.02755987903920149,0.09600255151227953,-0.1045554149051835,-0.026952940478746665,-0.03330056834195253,0.005096524524523642,-0.03052306419367133,,0.05747656740361551
LYZ,-0.021232930026410392,0.035032871458760405,-0.012647468751659624,0.018082685336332772,0.029527643311537868,-0.024780341996843303,0.05539891410079493,-0.0222891247767564,0.03451911920982657,-0.04249690722376072,-0.1279088646487929,0.02424355660259651,0.002538302407665188,0.033347790333938955,0.007269432729641314,0.0730761995877844,-0.03197252540262572,0.07546152817798599
EREG,,,,0.035246218255714494,,0.04528021843878769,,,,,-0.027983089346862618,,0.16882926802679762,0.091279834765368,-0.01802548671588967,,-0.020158948790888656,0.06793169069976733
SPTAN1,-0.01518118629605886,-0.003819776888424519,0.008033447962320908,0.08859259253310223,-0.030745867132051467,0.008158200194663803,0.056612500268778995,0.08515277681868338,0.010312024344263307,0.014288536681887827,0.16695467977353232,0.10276866024525486,-0.002349388032142468,-0.05043311993371499,0.007959513071580526,0.008537365708415776,-0.01979521840929395,0.09654236781767131
PTH2,,,,,,,,,,,,,,,-0.035454827169014436,,,
LIPC,0.0024087859744357323,-0.038096337258582726,-0.0296137056662783,,0.011161774550604683,-0.03521699221502055,0.06025882476468946,-0.03682226660684191,-0.011800304968670301,,-0.0013823781169736485,-0.030012444771586304,,,,,0.03644721728801412,-0.05856563130757062
COL8A1,0.006720907141874192,0.15107062985986774,0.03967437668177979,0.007681470039236066,0.03489915175911761,-0.04347666307945265,-0.014335509379354293,-0.03129300214434626,0.04454209157713334,0.010063762029922011,-0.05165236331916219,-0.08594132512204843,-0.03279273439986349,0.01647598395959923,-0.025440402708177497,0.043190981311351434,0.008169015969853298,-0.05296453174329526
GSTM2,0.07763834352100646,0.005437243421811187,-0.020725217176191017,-0.03876427830645101,0.035514467241957344,-0.02457589623020372,-0.031499935285158764,-0.009316237518602034,0.02599052767384566,-0.012087886084273844,-0.02112480638130116,0.001056930725748188,0.06136999372399205,-0.015366180087311002,-0.04432234258476789,-0.05392773410954308,-0.03879313891616838,-0.04152111012596005
SPX,-0.043086205143602986,0.009567378449527836,-0.010676738905831462,,0.03876073232866973,0.08746238920763541,0.011661949624902893,0.03581040477909331,-0.001257487168746581,0.03586573093234042,0.02814409194728259,0.16354244195019627,0.016329981896301336,0.0072249677253516985,-0.010940069763710772,0.005475882326557607,-0.0023572526932053406,-0.1059860891386342
MFGE8,-0.00130251433603015,0.059784210012557765,0.03960084075528287,0.03671337647516289,-0.07164476842178483,0.025670708984780466,0.046777691893509776,0.030469402800252846,-0.027583735893967197,-0.035106429421897886,0.10501238038061436,-0.019003828759499575,0.010395039170477882,0.03556380497565839,0.009271468400213569,-0.036998693810860565,0.019824885399082108,0.013718557246019078
TGFA,0.05984444158671567,-0.03206101450325129,0.01881676069884747,0.013346944198217015,0.033766649265210724,-0.0195244305163222,-0.04059291786016593,-0.08371247703007319,0.006064066437747964,-0.03845802932020828,-0.05677743614494923,-0.023518287144017658,0.04516562441586195,0.011678760836492703,-0.01787353652081024,0.02911446737850573,0.025476122742108462,0.05483741805061691
SLIT2,-0.03411214966336153,0.04808945448873213,-0.000414970654150771,0.004791183022283379,-0.022815876862758027,0.052769149889400284,0.06440074134258086,0.1202748124270223,0.022856717140086434,0.009512458463042361,0.12630940901534027,0.1891528455489984,0.08955742952545662,0.043517132718318745,0.047808303721846176,-0.07781542689698819,-0.008148088624797965,0.10084207396653343
PLTP,0.04454238800640356,0.04210522553369188,-0.024652630630226057,0.02957444089027602,-0.025101954230167697,-0.03282355612609248,0.02642381257134371,-0.062376163923540826,-0.0367953714564731,0.01510030189491147,-0.14451146778765586,-0.047656514990408065,0.052011981923071195,0.09598713213146438,-0.060757416329788656,0.018466618269632244,0.0004930905656676045,-0.012692211129790418
APOD,0.005302114781532479,-0.027630502972805462,-0.034693367437387594,0.1110259513985172,-0.02078543653022745,-0.01936892607991564,-0.026542846168740895,-0.09039934218285867,-0.02355688258866543,-0.009493807199740424,-0.15480921750152385,0.05427438504962907,-0.02069726899340129,-0.1257349411982948,0.028972375399461563,0.08672624084163877,-0.11566177310228197,0.006239483283974036
B2M,-0.011104830195070092,0.09807334888194126,-0.017609072231526537,0.059488290191016854,0.04997841486609506,-0.03267208357903251,-0.06788549661166926,-0.06849177133040393,0.0072001403847144286,-0.017159062212790167,-0.1969990770792958,-0.14049836593960252,0.1526128194012379,0.06446130667198503,-0.060086269774740846,0.012861969731600087,-0.025294560944958605,0.18149198613416107
OMG,0.02251807321578068,-0.026194090949540526,-0.003785777303971565,0.05679095700237244,-0.019086293891142657,0.0069622207781640634,-0.04315488991151609,-0.048926228149027876,-0.0255791811639076,0.008838193493801537,-0.054811987223059966,0.11036024071192913,-0.04630823778493306,-0.03378514138194672,0.009534424024038713,0.009151729315760365,0.01616845899219932,0.10056861125935042
CXCL3,-0.04295693795137455,-0.02165656186681098,-0.00016038266347775202,-0.05434914313908078,0.0006547875617612257,-0.010695344985458865,,0.050687411208689324,0.01698776433887056,-0.018056918180454816,-0.03939304844319839,-0.013759186356460415,0.12634360123353855,0.10312556161884658,-0.021919850498265638,-0.015737258391619404,0.020689912171829,-0.023175424112938717
CXCL10,-0.024347796143955873,0.03609724134074611,-0.008583181601712701,,0.05735155940296037,0.01874657092943729,-0.03622956613957814,-0.030821254685190612,-0.0259630513685057,-0.0059592931585769875,-0.04147626955552206,-0.02186501222634401,0.13736434711126375,0.06913667449757285,0.07745751802994197,,0.031037482584069485,0.03661270710099591
RSPO3,,0.026561194383100045,,0.01660979916480993,0.04255619267997596,0.12427202454502963,0.053145248359210875,0.030483669673633265,-0.020374448386594066,-0.010291047889588999,0.12822783104419208,-0.014378084560160515,0.03583343124481453,-0.05062395763718213,0.003466553996680864,-0.05258412312111984,-0.015441703643644559,0.10556002051599465
CORT,-0.025859577708982045,0.03124163548039854,0.06538197264986742,0.12424268767732123,0.006200460909825001,0.07025300974170258,-0.003431498890947895,0.08195808457537558,-0.02460159455552394,0.040075441335471466,-0.05295078467193439,-0.01821804489563178,-0.043926396519695675,0.034089201139403634,-0.03743990651309791,-0.058145887884125974,,
NCAN,0.028093055302702254,0.07982149235758146,0.010272368001871295,0.13499515416334681,-0.05991137814377842,0.07208635420954224,0.006787267114432523,-0.005134475667603655,0.016135220216806127,0.008820157458980073,0.08993151792893567,-0.09923486325088304,-0.06875232789007865,-0.08494606528239773,0.050118477307425725,-0.04595471311759341,0.009429838253489664,0.08315814675846543
PRG4,-0.0030214434585159834,-0.0367663008664398,,-0.024710179838620092,0.027680609964140075,0.003352126548019333,,-0.028012975135532334,0.004008977952143473,,,-0.016810357635882848,-0.013008269306265464,-0.039327766823675635,-0.007029763461933285,,-0.03497962034678879,0.06670027848795962
ZG16B,,-0.04159772636824358,-0.008007734847909946,,-0.0221588234013512,,,-0.01717376102283984,-0.010199479148309949,,,,,,,,0.06974453720054184,-0.0397238386272911
TGM2,0.033450381121965904,0.046605467493021586,0.009476833504478173,-0.05462662167889266,0.02030827427985489,0.0010294420244967007,-0.010375393419250216,0.0024772317835848458,0.010389118762283742,-0.036696579303804634,-0.012378752593306182,0.09457391598092361,0.08005335599168732,0.11010837572241505,-0.017594343146413345,0.10742968094533994,-0.01576779733396886,0.07693419046470494
VEGFC,-0.025322895441028687,0.04846397140664109,0.033392898381236054,0.01001355287668645,-0.03402739767340223,-0.029365112866183096,0.035251456675306256,-0.03693334889960466,-0.030765015995871364,0.017402005508765618,0.0360292776929631,0.02284968395948653,0.029967726790032543,0.07168264261017646,0.0197109646037044,,0.08524892368567527,-0.03990897448152059
WNT6,-0.032116177657405376,0.016541513785044752,0.006621571577767631,0.04325318720469981,0.0065231969034445225,0.05313536236569811,-0.03820707640591046,-0.027547092905427832,0.005920559413105028,,,0.029159817617345193,0.008918701201053734,0.05454544277813119,0.002726756713357639,,-0.005526786269975709,-0.041046643313568346
NRG4,-0.023934114866497835,-0.02762891791622936,,0.03521720532833723,-0.023236070649499316,0.05967579987874543,0.041564274448342514,-0.023322352694463398,-0.004118009319622843,-0.007758583271720717,0.04145974612057275,-0.020014055110518167,,,-0.010057527977180335,,-0.015441705374291128,-0.044442050012793964
PMCH,,0.013592865499585891,,,-0.022817832025276836,,,,-0.024268626890345906,,,,0.043355417118265585,0.006371943291768317,-0.030758572577739018,,0.0715656400511478,0.08557187143739779
COL9A1,-0.004549524094256171,-0.01765635827951053,0.014859848313054412,0.024198586477513603,-0.024268379891903478,0.024438912009541996,0.029585348147133393,0.027537095857817946,-0.009452882816907334,0.030289049858653543,0.09384471246143622,0.037943878880782725,-0.0056758954413147315,-0.04054216165738768,-0.03388263204845354,,0.0129896518499015,-0.022302247006749584
