,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF334,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
ADA,0.04197825946054062,0.04992118266627173,0.015262275004900048,0.026035827175222678,0.03139368911010959,0.005374652435698528,0.005067326397962156,-0.007928025647569448,0.08888274043172646,0.02424624927283524,-0.04609312641427673,-0.013496401852603106,-0.011207273389823812,0.0435976189328555,0.019479015811788368,0.06971977147960551,0.05978068406233225,-0.06313581245281373
LAMC3,0.06754393184624077,0.011654609052954136,-0.04495177933605666,0.03000116875773138,-0.0039545159807035215,0.04807767680804791,-0.018462032500013697,-0.02214710915683626,0.04490415784126469,-0.03146397025929811,-0.0325636999060998,0.07874525896989518,0.005166580759231109,0.00028310981595410276,0.0005272626218514282,0.04561261353362852,0.042889833265468226,0.02110952765628857
CCL7,0.042136998040714004,,,-0.019679396199554826,-0.029713557685036585,,,,,,,-0.01995161290431251,,,,-0.014640295302609303,0.0256336102959074,
NGF,0.004569539489022805,,,0.002099645719031745,0.028556151541033695,-0.01773367713779137,,,,,0.07583567891856317,-0.023042515657101043,0.012710435626355649,,0.0317209990726187,0.006976726303924411,0.05202558040716241,
TNFSF15,,,,0.004848179655738976,0.010448936306387884,-0.02153257185353993,,,,-0.028497819399831488,-0.00852395853298182,-0.019450582208801404,,,-0.018925326145712906,-0.01760211910958877,0.1646170965885657,
HMGB1,0.03545371323209921,0.007752607431607823,0.1013139873753739,-0.02114354229173982,0.028183418388345843,0.09623491156253645,-0.0315749298060521,-0.04551772493665327,0.02742390702688246,0.05362646132385347,0.11163560484257624,0.028846150985464752,0.007678167265217183,0.02921709420197694,0.015297221133597862,-0.025492912257230032,-0.058965028088998665,0.009745458911670831
ITGB3BP,-0.014692555397216683,-0.007120467274914501,-0.05767859507319032,0.020810126147148448,0.046938556977844506,0.09968317287174716,-0.029850145383858207,0.007328253961598063,0.02776675861678583,-0.04791956251123205,0.1020839139763616,-0.02294177390598493,0.01396966681596484,0.010973554205193687,-0.010060950206185403,-0.03281834626644169,0.01056921697764883,0.10464850707202611
AANAT,-0.0028753351842079537,,,0.024896662561435395,-0.019823151084379657,,0.003631787924267524,-0.016718438880407506,-0.03205589825390263,,,-0.017503194162485407,-0.004240827250696739,-0.028779206144386005,,-0.0154900429623642,-0.018705283740101806,
RELN,-0.019677654711942386,-0.008221131961296192,0.032100992819831115,0.017656305738907942,0.05272127124334782,-0.024718967752918382,-0.05348219495021107,0.05588326611100178,0.003192071918714806,,0.050879023263557616,,,-0.00961979252459217,-0.022859743002369284,,0.06259235850661563,-0.10308750721482227
IL15,0.001723422564711189,-0.005777645670082156,,-0.0007555410190951604,-0.049169611542727414,-0.015321704970398744,-0.014222401452118933,-0.00906902977672505,0.1071741587303871,0.07286634165031493,0.004868134529868879,0.08090781407029772,-0.025491723154716005,0.0029087216082608128,-0.046164695134147386,0.042215319252422515,0.10421135996951923,
UTS2,,,,,,,-0.023350891302653387,,,-0.05266773044692201,,-0.014905250845924633,,,,,,
BSG,0.011668037939697581,0.013477053150282543,0.026743714815895367,0.07683242864339879,-0.0032647309867443104,0.032854838573549705,-0.033934824986670005,0.016104032557034187,0.019629866010816215,0.0032328648806364403,-0.033077341561777635,0.08694090891248825,0.022534690638685958,-0.039038930069778634,-0.03423624203813749,-0.0028669356139055667,0.04681869884403935,0.07007512831549294
ADAMTS3,0.055477023526405725,0.013068977610829816,,-0.0009489570386784909,0.016345433952074835,-0.024678834330987616,-0.038039126048688546,-0.00852260715979947,0.001473593797669991,-0.0222030844629036,,-0.0069602903527010524,0.021229531239833947,0.03770761302253286,0.0018592586989906608,0.04369724027224429,0.03994887306743496,
CD34,0.03894334559928702,-0.010039805156594077,0.045367274107061144,-0.02120344873122797,0.006032552373994528,0.0070429147678846,-0.04813879911252975,-0.06752131503895784,0.02331066346724838,0.03891380237959635,-0.08027426057959203,0.08088294567698712,0.01751214893587953,-0.014190038875506229,-0.0023657992254971453,0.03891065088656295,0.05386695392439865,-0.03778570960671889
CCL23,,,,,,,-0.020738834729358047,,,-0.02689081350906184,,,,,,,,
PLAT,0.11147584903079524,-0.008277873313545004,0.014045759312131813,0.018104234241735264,-0.08044770449503202,0.11366035248203393,-0.0005491841668479747,-0.02523270055435374,0.036365234204229935,-0.08614184727519698,-0.03014516796490605,0.05176077537512013,0.04602822621482478,-0.05397838413965702,0.046463761165088165,0.03421177973071119,-0.0012714107887804628,0.017412066572399007
NTF3,,,,,,,,,,,,-0.0063223344203314855,0.011707044658854186,,-0.03876304245963531,,,
LTA,,0.0204048727385757,,0.021334148048025896,,,,-0.016101598975650916,-0.005506907984479434,,,,,,,-0.020847263421841858,,
CKLF,0.015425977917968205,0.010510787286644317,-0.07746133660794298,0.020269246257896785,0.004531594977959443,0.10180212412503604,0.005448205123527396,0.061395267389356294,0.04810784773202272,-0.014475053701858857,0.04101215737410307,0.06702319001435797,0.03748981325805766,-0.0014727009758061578,-0.020138574251184226,0.028437222893915613,-0.049901172641897105,0.009298927683834094
CD24,0.08137116802009751,0.10787098542752042,-0.0026428112629209486,0.013721043120239718,0.0012810865829403263,0.052748321609329026,0.0050725237429706934,-0.018579557562798058,0.04266284956090969,-0.025675425688293202,-0.005472377997677186,-0.032935066072936246,0.06410246606859114,-0.02417198070267484,0.08904523350595121,-0.0076360633642688375,0.0710637599835388,-0.06410609035366342
HSP90AA1,-0.010861429450270514,-0.0019318150397393016,-0.015396859123054938,-0.02144123864659521,-0.031095935442718235,-0.14775027733776036,0.0035421733609181773,0.04347822858137285,-0.025100663094886125,-0.029897630534814507,-0.02037738062967449,-0.09458921012812622,-0.0516124006379702,0.00628830438691568,-0.06403070006741493,-0.09325497383135649,-0.03242199630751374,0.05751010244413673
BMP4,-0.01949113391778861,-0.024088433558730502,-0.029917388954345082,-0.01805683878480395,-0.03847002688020689,0.12144970298240877,0.01138631270988537,-0.04009240418865103,-0.02533334396512127,-0.027615589118015076,0.01241971263004659,0.017243283733601577,0.04842200079379632,0.02147490306824675,-0.02202872520132488,0.053770564878598034,-0.0029940454587749853,
SCGB3A1,-0.026288485477509026,,0.017867944834602544,,0.040337504270749426,-0.019558427379193014,,,-0.020745457414024615,-0.03318542417629349,-0.022988851590971075,0.013081750315605262,-0.005276885966968438,,0.029948891390838225,-0.03069678505606727,0.014702936237195296,
IGFBP4,0.08960104409182902,0.03347080699627845,0.05140998870872829,-0.04634600069593552,-0.0702919871779789,0.13630312312976725,-0.032862660737412994,0.02549031564533451,0.01701553605593293,0.031220989148983185,-0.07923408951263981,0.06622665464926537,-0.020826866068681026,-0.007049447297179189,-0.03667693991065964,0.03500664645265257,0.010437027445150026,0.031830436450133386
RSPO4,,-0.03673542506426116,,-0.007769970114067627,-0.0006472256269866077,,,0.011171195434373735,-0.0001207778401167539,,-0.014046230513908929,,,,0.0449507635769163,0.11133344294975482,-0.02358662186309147,
LEFTY2,0.03075684338518718,-0.02300276202896261,0.0240984690928573,0.013451527284347429,0.013942174761771372,0.019402905010555315,-0.023923796902189053,-0.02101369611916904,-0.03670180690889668,0.02874513951507087,,-0.016936660014019736,-0.026649921896883588,-0.03293673005656912,-0.014344061364571316,0.0064448760024106155,0.044656131477285664,
PF4,-0.014274306672160331,-0.020670276028786058,,-0.01716988547688835,,,,,,,,,-0.021243752420078168,,,0.01837810915770272,-0.01847673554702101,
ANGPTL2,0.035419414097209945,-0.03424656334140492,0.15184237160841577,0.0364934210579613,0.03585188942482821,0.13968320518111343,-0.006946979865395708,0.020173620791910377,0.02030043798885916,-0.15886344759458407,-0.03386931060309483,0.0723678900108735,0.045797167766603496,0.05025267181845463,-0.002479784093754995,0.0163488312179314,-0.016090470221721012,-0.021631655713777707
LRIG2,0.0042037577902942136,0.004575876218038047,0.06104205702829434,0.01185885073161672,0.06261246018788165,0.08356165379173587,0.012047001864293852,-0.0024485403483761985,0.03942707330461113,-0.07153392126529272,0.07452565022309478,-0.00908754896080822,0.03224854739330614,-0.004690805164162593,-0.05611203377976839,0.016461393254428556,0.046859005065236825,-0.007264627749485893
ICOSLG,0.019555597572672417,0.003491455916589573,-0.05678550718540371,0.007175134878454486,0.05722525834153968,0.20689196214338293,-0.02405701588825724,-0.009452463667500648,0.011597417911298686,-0.05662575301096517,-0.023895932711074132,0.033851503320891735,0.053329844424976285,0.0130255001103231,-0.030835773814384036,0.062421725939078715,0.03829786396835883,0.06705991224912483
WIF1,-0.026824845213046355,,-0.0513982178451014,,0.028314867161388972,-0.11328446976812527,0.013765760791217463,-0.014451290256442846,-0.03807257521596651,,,,,,-0.02460473491335304,,0.02687014849057884,0.02014157331661292
NPPC,0.02430101749388215,,0.056623747553580135,0.016189601750400455,0.1074993613917467,-0.03752277378519482,-0.03171440320532945,-0.0076186026089688445,-0.008430867502539068,0.0740043287230679,0.020412760330597062,0.04626073467432465,-0.040194603760068504,-0.013046198644889461,-0.0054905585665187395,,-0.044403863408486476,0.09627193822815139
LYZ,0.0478396019413667,0.0006824645321033455,-0.021652519293877726,0.03855551415290835,-0.01577491336128425,0.014542636543939811,0.014652028869364722,0.02693752535905058,-0.03329063468454972,-0.12432380897588109,0.007872281617329304,-0.03984393952829651,0.015716115618778736,-0.10237243720426942,-0.01315765235173728,0.018126277131121943,-0.017976312133043765,-0.02825659697394184
EREG,,,-0.03996954192446595,,-0.03834190999872589,,,,,,,0.025762086764901937,-0.003108680036091504,,-0.032966561557995364,-0.004733837374241928,-0.0212721960295424,
SPTAN1,0.049650485431218194,-0.04961860334881072,0.04004946250160135,0.040662317353351386,0.037351896449945146,-0.09250320277594531,0.006259062722364479,-0.018451013129440464,0.030246756707032276,-0.06606895975325919,-0.01894167963721911,0.05085465541129036,0.042310238330558275,-0.03646669843501721,0.09506785833470094,0.05946020285304737,-0.04837683230702297,-0.027460104161399632
PTH2,,,,,,,,,,,,,,,-0.04209322017412973,,,
LIPC,0.07932782067918975,0.013161590557335493,,-0.012171166398799844,0.0718720961330427,-0.023760035718958607,-0.0037703684595390423,0.004427966853764905,0.061029943371289454,-0.025193941454161595,-0.03462059700848505,,,-0.04757254093183834,,0.08511081289273192,-0.028813363087300658,
COL8A1,-0.06292998885357096,0.029105168115821114,0.024619152993218252,0.009254316733197378,-0.01647366552659289,0.11843394823344093,0.0021678976123980873,-0.01326905947812498,0.07838964105551716,0.07708618904640505,-0.026937721120963574,0.041410161351871096,0.002692195973490686,0.04414106440328412,0.03300063291333643,0.026889669483443245,0.10110522107217496,
GSTM2,0.04464465514077842,-0.023280726318525742,0.02042727800459481,-0.0012750380265863928,-0.030501681685543628,-0.012956564660056154,-0.0397248069854651,0.09744109602417649,0.005825226233897351,-0.049466676390871496,-0.08961018512506093,0.06224760207828705,0.0060107363581741015,-0.008980905354530413,0.014494421116252433,0.06724809921886073,0.03688746182040942,
SPX,0.050031928764702874,-0.006305816922325215,,0.024005428425653817,-0.03933698490080405,-0.061115980076868304,0.06261373609450528,-0.012655326981416432,-0.009383939574291233,-0.03149705464634022,,-0.020116135189291857,-0.026376833975945885,0.02638052985744218,-0.0391591545981879,0.04944858891272657,-0.0010384693878350657,0.03602792338403633
MFGE8,0.0739938741040126,-0.014641126709653871,-0.05670251181203663,0.030871017879531372,-0.015514644972239424,0.0351652852688927,-0.008809867131261638,0.056275142931302605,-0.045633777503715625,-0.020959009399720254,0.026309885182408167,-0.001393437743231136,0.015501881103247205,0.02479785601837697,-0.02766463623650533,0.011132089485857121,0.07884774716162683,-0.030943052756345974
TGFA,0.048469572665564585,-0.023307073853522417,-0.0014823833630768413,0.003949028305235884,0.013534601037614004,0.07637456662097987,0.007208536476469431,0.017720922947581316,0.01755150656030175,0.02098734138800298,0.014297428113845673,0.032862005895650546,0.004964800807367725,0.032780520817328344,0.0001981717932476288,0.051189514039203604,0.016845864865064848,0.0015607561011538082
SLIT2,-0.02037593331436711,-0.025700629690625913,0.0665200290877725,0.020249965486500487,0.02094574508560792,-0.039858301979717584,-0.018468111848855603,-0.0005454104094349678,0.0040410602577880496,-0.08151895873761023,-0.0425896032323903,0.0916711446649922,-0.00026372873546549587,-0.011000477887382024,0.06319813030725065,0.00813459541764543,0.0447204293455391,-0.004712530164721068
PLTP,0.06972477256964998,-0.05709351539749902,0.0010892666452947098,0.0639869740713069,-0.008331645520332255,0.07762567043953118,-0.03660622214165813,-0.0027978055366225693,-0.02906211436875143,-0.041111099694096376,-0.034266947815823,0.06032687970881175,0.055778739182046226,0.034425396476029275,-0.035306032078467234,0.06384999824782445,0.004022705358681253,-0.006826438016664228
APOD,0.06150841488616843,-0.005481458560219942,0.012201480029375336,0.014145627180033274,-0.029107254310576047,-0.0745873839200215,0.008127770324146282,0.03245756284470301,0.045716120826563816,0.0630396735152714,-0.09870315700755182,0.09885159669715918,0.04287729698766125,0.07384789394298126,-0.04562094400626514,-0.010337690544590637,-0.12796072478881726,0.0037924728252678327
B2M,0.06586847094264194,-0.023086932589650524,0.05701676745988415,0.06429327661854874,-0.03904839139243897,0.08816716304232211,-0.02005511904875804,0.000383148437298571,0.00649580489370038,-0.056015313445774685,-0.03547174538927784,0.11069124158123463,0.06590784832223308,0.03644038267267675,-0.0470225704310232,-0.006859095423727868,-0.057891893037177934,0.0249052360619261
OMG,0.01695019167252403,-0.0005053707945424219,0.06390374335689136,0.007891960732606933,0.016734778685781614,-0.030467026046512902,0.0018388530228391736,0.03536928016214417,0.014301526815428676,-0.03692362782218255,0.025268356400695472,0.07025636020973462,0.06818058521062666,-0.03665931666897157,0.034141295664549064,0.08536468420703683,-0.05728127382252036,0.06652023794090225
CXCL3,-0.06163202108410195,-0.0010830275768069515,-0.008258992433406744,-0.006503816138448989,-0.027208522964296582,,-0.02393048975835704,0.028103279875210316,-0.021411248509592314,-0.02448598743140495,,0.03178624255334858,-0.024401469076912007,-0.02876843816542117,-0.018688485777839894,0.003460715909524268,0.04891903028795217,
CXCL10,0.022081627243063586,0.014160710446798593,,0.009506912624902688,-0.026572280247732765,0.0137902968451856,-0.05159641107420691,0.007998159420047389,-0.034025065023100716,-0.06182951293542013,-0.021741144174593403,-0.020602599868098155,0.14686457142743103,0.016576657472661564,-0.015829299657321595,0.09326248676383647,0.003488158576729925,
RSPO3,-0.03570956730480579,,0.0048994489588302,0.03884601474390282,0.043023621358265984,-0.04363132305216477,-0.029928837591954256,0.06961858840629892,-0.02237434203113192,,,-0.023914895578656486,0.07176973852967194,,0.034483743894138386,-0.014857036962090111,0.016722464223555056,0.0989709399906035
CORT,-0.00017377716617889157,-0.0017639135343132369,0.012252675341046057,0.028640852120032936,0.048919664627100026,-0.03525057900009225,-0.011428988983935602,0.08555367578538202,0.009236219599463726,,,-0.022750118650994862,-0.022230507170443062,,5.923881066985497e-05,,,-0.036762543980164
NCAN,0.058836612283267004,0.039212234457850714,0.007842815120997427,-0.008826369299071525,0.029032232497345177,0.07325563141223472,0.039892096098888996,-0.061362254725987296,0.04114132007723357,0.05245975127353398,-0.0417831546328465,0.030061900496372664,0.05586414796625635,0.027557574408850777,0.09022430135211024,-0.016166425302298795,-0.022654154782165065,-0.017090085673684283
PRG4,0.05134745987141447,,-0.033155455704906654,-0.019679399266296596,-0.01888713943816732,,-0.011165589758426674,-0.023932541287951293,-0.013470145336137633,,,0.05877381774490148,0.029269231099852164,,0.039850068463763884,-0.021423787077160375,0.03343740766417734,
ZG16B,-0.026156988327474182,-0.024873317689009362,,0.06861090534941007,,,-0.013764562118699126,-0.012794182064869434,,,,,,,,-0.018525126179173644,-0.015762550392127227,
TGM2,0.015576215938341026,-0.024757083582253987,-0.06395288179173166,-0.04352917804444192,-0.026157627200818774,-0.028597544267164748,-0.03223573287270408,0.022477758528319427,0.023309163073700866,0.029774291675576235,-0.061550709043313154,0.049733423714263356,-0.05471866604359321,-0.0021811628690567787,-0.05197494952269397,-0.02427108423285698,-0.004774886915780411,-0.0657141257246168
VEGFC,0.007965226193518428,-0.011399259317397083,-0.04409092424483035,0.10273694792033788,-0.029073566188365305,0.051178306833354135,-0.034182468535064285,0.03313692825988049,-0.02669661289708575,0.040690227076056816,-0.009154320214124958,-0.025676579636685935,0.03392891297997352,-0.025011625966679468,0.008212438128746974,-0.032240314487481755,0.09427871515478851,
WNT6,0.015135010392828718,-0.02300276263265867,-0.05186867378567479,0.017649301616564108,-0.026024659794997736,0.05429544663166633,-0.025495322371981242,-0.028472995847210737,-0.023299455639679917,,,-0.029784164137478256,0.049233231221369196,,0.009043623271845685,-0.022372897205983323,-0.016287443661431325,
NRG4,-0.02421262046994909,,0.1377799688392777,-0.023950729158384646,-0.026902260210528293,-0.019238491541001004,-0.03229310624556919,-0.024579695309140222,0.02451171685322376,,-0.04081812331384049,,,-0.03047012523223951,0.018355236946339174,-0.014857038627209492,-0.02449381711612911,
PMCH,-0.0017682400758332235,,,-0.024311583675182345,,,,-0.01872713894529035,,,,-0.02027944113799069,-0.017643557346578034,,-0.020123869784499225,0.051105867601016666,-0.03136785790260065,
COL9A1,0.10899149789424066,0.003205270337584324,0.016427685568015292,0.02358562357160986,-0.015165696568543928,0.16095205552866287,-0.006819258815599068,0.0398402795765924,0.08584658390695618,0.009663095434330417,-0.03395853990374063,-0.015281752208815266,0.0219907889401255,0.03785504071052262,-0.059770363300106114,0.06390172043864327,9.949581647770605e-05,-0.05601281830923865
GDF11,0.022802014394016457,0.019073994907754806,0.07778875985491504,0.016940676641451147,0.012020676711055228,0.13729886758999327,-0.030462871813895474,0.0031827748662664975,0.06198620690708113,-0.08338597297835972,0.031736906629891266,-0.032792343469055706,-0.012832831509165726,0.06206065387178923,-0.009199333329501793,0.03872748546354774,0.010891620014586639,0.03879845000264137
RAET1E,,,,,,,,,,,,,,,,-0.016298065811941875,,
