,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
PDAP1,0.025890641089500857,0.01887279054580804,0.0011236989700880154,0.020216663589508955,-0.00028396122482336864,0.08434281566265583,0.10264793376757535,-0.059696545024930645,0.03435075162922172,0.007728458132594193,0.0625411644496151,0.00987723517799862,-0.09138978713478059,-0.06538538884098058,-0.06055730017750549,0.01860539149415697,0.009363467879653538,0.1082006234236089,-0.0017030184013945753,0.050354994989905456
QDPR,0.0584302293468894,0.030430520147465945,-0.0005915354075920452,-0.0017774150109524285,0.031678048687874355,-0.0201939630216981,-0.14369181678217557,-0.10170648762058042,0.004827451373451314,-0.10197621200230246,-0.012479755294171892,0.060106421351752995,-0.08481487103544366,0.06594664441134243,0.1467558746364363,-0.021061084052648817,-0.016907831438656235,0.07629612993716714,0.03280907913848568,0.04594147685587939
POMC,-0.04217772847671624,0.007072088919164889,0.034350474249463185,-0.0382300383317008,0.05395742717785635,0.006779481099167178,0.0072872781778772966,0.010687587944605524,-0.021693939780633862,-0.020740881258559357,-0.01633015078940061,-0.023460385777757782,-0.031514621059145514,0.05096609542690551,0.06920569621759269,-0.017022512273641637,0.007275889789116626,,0.01754488155919312,0.011999592442630932
CCL18,-0.029956992846984474,0.010773335882705739,,,,,,,,-0.049151487487339426,,,-0.021337523552624037,-0.0181380352071827,0.03887044487205484,,-0.0738178175944392,,,
CCL17,,,,-0.027919437370871908,,,,-0.026129554404034066,0.049438552312336466,,0.07751454125594637,,,-0.041952220885119296,-0.045243180785814886,-0.028589334455003425,,,0.10403579499321051,
VEGFD,0.05038375978528224,0.038593360322153866,-0.01893667883895574,0.008270246131650718,0.08095245455443066,,0.04861884970309875,-0.027838830149379955,0.07089600082421886,0.11112347018797346,0.04485777230367725,,0.004470741676776989,,0.018548610380948842,-0.030152923771424044,,,,
TNFSF13,,0.01285868474856147,,-0.019258203042968082,,-0.01618519422132506,,,,,,,,-0.021734610379474932,0.02103947512619192,-0.03065836394133656,-0.03140792221045228,,-0.013416054625043364,0.03794942572924143
WNT5A,-0.021374158900640892,0.034371649332893967,0.02529738150134411,-0.03794751960114525,-0.06582011327113772,0.014081069587767225,0.0829985871040256,-0.02565905240032593,0.014049216843585642,0.062497506992364775,0.016653886482552265,-0.04296487482936949,0.03729693956256684,-0.021655463959516754,0.015126412658855405,-0.04956251180070551,0.033983335712119374,0.04538802970841692,0.01355094979830296,0.052192648348358184
CXCL8,-0.09532270042214143,-0.022504029003263766,-0.01773118365204759,0.00239241631114894,-0.06421864692051821,-0.023022389021804583,0.07042240002308532,0.1363195811018942,-0.025225038053362712,-0.05410464365362729,-0.037693648811283335,,0.013635261829082493,-0.14924225120506399,-0.19449453321056,0.03548498001079353,-0.035012567183459915,0.02129498380656457,-0.006961368394608362,0.021640773215453196
GRN,0.061773865304832684,-7.397038552019052e-05,0.024063515871054146,0.026860692760575986,-0.005599142506539527,0.018426568894319154,0.11983182898588285,-0.048487931939915775,-0.03860929735279641,-0.060166026472809206,0.0668266115133943,0.05437366423863739,0.027161184138061695,-0.02922884125185188,-0.06667027370323925,0.013555282511954621,-0.012783156125467144,-0.043115848883739545,0.016057714042915637,0.0211130584335688
MIA,0.09243498737377646,-0.0002448237061884135,-0.01684095786394874,-0.03631697952829602,-0.045317326709514945,0.062461905697993696,0.08620629923952795,-0.005553957137224445,-0.021226767977949264,,0.02560059174196184,-0.04034449854934953,0.025243776620667863,0.29847352916041486,0.23394715686746256,0.030605770986827353,-0.04395940338052199,,0.0476571781151752,-0.04628564426953873
COL4A4,0.07334261357601199,0.02014156764504792,-0.028321475106224136,0.013937803139640357,-0.011005562231420081,-0.015399497232979386,-0.026297916536472458,-0.006384424588585431,-0.02209545243820661,,-0.008375915034501196,,,0.14042393429689,0.046326576111073006,-0.04403955870834153,-0.028063891606517146,,0.01985242296876864,-0.028239896858197378
TAC1,0.09804378078724353,0.06545387298615386,0.06048595845678595,-0.03401015478064404,0.08964960942142808,0.05510251998695426,-0.09871384469320582,-0.1143508042551438,0.10465519632368588,0.10945452897175319,-0.039081771400920264,,,,,,0.006981679829381559,0.07994837964652005,0.013858107145697154,0.04636765217375965
RARRES2,-0.021732920573547917,0.03566832939446996,0.07462767946461965,-0.018683646225859555,-0.04971359615892374,-0.05851168226179165,0.1194130270298402,-0.07380116380695721,0.08312682120498872,-0.02236239374612607,0.05195373485546791,0.05330532946851055,0.11339009955335555,-0.09019056332481994,-0.05833897405078314,0.030438096008406045,-0.022629187257189688,0.1006382779021627,0.03624151238535075,-0.019895529012023263
FGF7,-0.03756712796811686,,-0.005615308075069107,-0.04948979318496922,0.06302254924397958,0.07367376648311397,0.014459680913134494,0.06683934935703968,-0.008640840072543501,-0.01726199905524747,0.08708830477150485,-0.038088487880750324,0.011041971806913617,0.06467465180964317,0.05450255209028997,-0.021287637683784617,-0.006085194325442559,0.023133326863057503,0.035961142218748694,0.002080659707901262
EFNA2,,,,,,,,,,,,,,,0.03739051278394238,,,,,
HBEGF,-0.025489663092399077,0.02896985364998223,0.08693844647475973,0.014268290458358203,-0.03985703287142083,0.012584307743022676,0.03800149632611001,0.13031806515358363,-0.03580246323025318,-0.013708709292945572,0.031286843685972406,-0.013397275142456864,-0.04467141565227627,-0.010644527676269428,0.059278240561777995,-0.02301190945389213,0.016291757970424488,0.09402770617946021,0.02398071884057466,0.0001742669592824054
CSF3,-0.03397803166983709,,,-0.03327753496553374,-0.041992049580780934,,0.0154882871546963,,,,,,,-0.09326140245715833,-0.10300872595017714,,-0.0015194751910543975,-0.02978543210733679,0.07452091191307875,0.03907895405474627
PI3,-0.040252045350415946,-0.030334056284845822,,-0.006924417485379158,-0.04581393149500287,,0.0697173852426646,,,,,,0.045451255195864716,-0.20555017556680458,-0.23760733611454085,0.09855201181061025,-0.03315480278927223,,-0.03928209032541871,0.004372882833747317
PCSK1N,0.05808917316219235,-0.029874349245981646,0.04407102704597155,-0.01080557252875956,0.049507193394350245,0.013049323390473376,-0.001931594667040277,0.021197677862911386,-0.004605673853343472,0.14914165122824768,-0.04539517901048187,0.011216432982068796,-0.007186760358256887,0.010926489337217942,-0.01227508205646369,0.000932965474178058,-0.00838614229183488,-0.05022215899129278,0.05588149861850289,0.05409874861382045
NTS,,,,,-0.03432341546079151,-0.018799287229763123,0.07106591898752035,0.06643744504904622,-0.020895049951604155,-0.0213772299587622,,,,-0.060181877660344996,-0.001990685961014613,,0.00992524381011741,,-0.026774189632208394,
SFRP1,0.09499351142551297,0.0168585777452891,-0.03289825588224924,0.024599546901977642,0.025304150955304444,-0.01740713723298181,-0.0031038991948594903,-0.04375544615843427,0.09226907200661096,-0.026601061575555477,0.0033402301353244444,0.049089608512890424,-0.09128210627873136,-0.006502473272153677,-0.00686852390816663,0.007868484007309573,0.05727555948722739,-0.02141594310152852,-0.02615202529600913,0.03809242084368579
CXCL13,,,0.010894812749000856,,-0.01688488954184757,,,,,,,,,-0.04810015784718701,-0.00921502696248874,,-0.01748042080198705,,,0.01878167244475706
MICA,0.0520287385891913,-0.016604660939588223,-0.039632646844032934,0.007337326534137701,-0.01834767020825527,-0.01935284223259927,0.036806111588761986,-0.0007790447174191459,0.030455501161141575,-0.04943130610124879,-0.0060889767056440175,-0.020490341130810254,-0.00286964132888432,-0.020414545163856764,0.06478219679174739,0.03010609155050796,0.015043608772697127,0.08755941994241667,0.0596085267574476,-0.0217256394163163
TG,-0.0059951440350870695,0.07362844044379571,-0.0179781324388946,-0.026289150150764256,-0.0037786908798427424,0.013677372072065609,0.0007206975726398151,-0.0051911804610059184,-0.0035837135463070244,,-0.03157799793416141,-0.0376723455412484,0.13174499468474482,0.10097756804979745,0.08600414933045605,,0.09470724114745939,,0.013499150240625151,-0.02655270887595538
ADA,0.03617286620452095,-0.01845097526818446,-0.01903479686816174,-0.00041448453195098083,0.09123915329090994,0.09089332337902821,0.14177388229811785,-0.005539148759648855,-0.01518729516100323,-0.00014695735459091373,0.027286391063439032,0.06306172836846238,0.10171787826337707,0.11000093325415554,0.10235160989582606,0.06819757700830337,0.08503099740613236,0.09098082347230993,0.016635768383438884,0.07298045645327851
LAMC3,0.007752395653647783,0.04116305575586882,0.007829120062578193,0.028687200678911996,-0.00012920737902342576,0.05645537818670874,0.11180571390352864,0.020135469047177283,0.0016494900711500463,-0.01718068673681538,0.03612143246990456,-0.0623402656653922,0.05484279159413771,0.047616697197922934,0.09136407453033808,0.07504909893613741,0.048245568085655624,0.20538405283116742,-0.017657994664109892,0.04438135823720353
CCL7,,-0.033771008843714985,,-0.01900701355605693,-0.0223862461241795,,,,,,,,,-0.003832676045282435,,,,,0.07198018662971907,-0.03863156892489877
NGF,-0.01957570992145847,-0.02603676607615259,,-0.03628769801819479,-0.023894987747367764,-0.020706984007966535,,,,0.028633119240288912,,,,-0.019384811441175563,0.00785201875289954,,0.02070205920223819,,0.04350777314406385,0.09349139263561224
TNFSF15,-0.024217596288123422,,,0.03393682731156499,-0.016574700664349212,0.03255641129254749,,,,,,-0.03472436610880759,,-0.04521814564140627,,,0.0073786899022979,,0.010394102028105404,0.001198991443076302
HMGB1,0.038267326046379585,0.011089993899556363,-0.038252633296346636,0.005563551706031598,0.049516384273855886,0.055343437229723576,0.10975025633250816,-0.11477968251565572,0.04111699929788442,-0.03622431149135672,0.08172892513993131,0.05010009682442821,-0.08851166218024101,-0.0790368711378439,-0.047003218366894695,-0.03694028446218944,-0.003966434089526858,-0.06333476284597564,-0.04316376361219595,0.010145692504619963
ITGB3BP,-0.06895007317310378,0.023522530988352573,0.006087409774825337,0.047374628800062595,-0.06340467609632729,0.027892647490963585,0.0706976283167952,-0.0035040375701992834,0.00988994819499359,-0.02141590201882822,0.09132509470047513,0.040453608315066544,-0.012248089336246923,0.06025795536864059,-0.011732551698264551,0.014184895115628541,0.019618273093965567,0.014241702757454212,0.011865023461021197,-0.039670493810200755
AANAT,-0.017961432178660017,0.012811390142509654,,0.01219607669600337,-0.01493479656107267,,-0.009542689897848662,0.046145008117433946,-0.030806304268919834,-0.020097753262167527,-0.03729010757824238,,0.05817598763667217,0.007017544212820187,0.04892312077995726,0.021469740109344243,,,0.021887084943509504,-0.01813792214317471
RELN,-0.016558601193465177,-0.06456644851765093,-0.042188777735421415,-0.024249289232091874,0.026295322781312188,0.02772089485548016,0.001819130756254695,-0.0467527122729609,0.010233808456814023,-0.008093239761146155,-0.018104336687576265,,,,,-0.03308890969828166,-0.03007682678327084,0.02140620179713455,,0.022305250562845592
IL15,-0.03442489509360347,0.027353880631774723,-0.02290386567775915,0.007118125420782762,-0.016764083846110743,-0.017890609901807533,-0.015973489824949588,-0.010382195040385456,-0.006040282764163156,0.014584610002621403,-0.03262746780102524,-0.05927407956295714,-0.01759950781565639,0.06580362330985468,0.07057179154922454,0.0021952460714849127,0.07451122855034008,-0.03150262100048519,0.03042998324042054,0.06484159243794538
UTS2,,,,,,,0.121176117952945,,,,,0.11621380325735735,-0.10992551086866091,0.024019698491085744,,,,,,
BSG,-0.0007731204925618305,0.0373717107688572,-0.015263726000266141,-0.0034228298360899708,-0.025463075015323404,0.03182562194319003,-0.008386036000332595,0.16724930984111153,-0.0009597884164011483,0.07750262068181504,-0.03960382945863525,-0.00042337724450001204,-0.008413598332220731,0.07198756730743226,-0.05770266653532815,0.09322280904160173,-0.0447622705940037,-0.0462947996247305,0.040735963698501035,0.048547569125364336
ADAMTS3,0.04597455125667302,0.024418224962311115,0.039643871784936245,0.008107729672199929,-0.012924297373806522,0.022555439037394546,0.16330877319748233,-0.009389930652457988,0.04766882840332021,-0.032272269285704015,-0.040870131978010156,0.0019840727755179753,-0.015824741585028976,0.046398133710895406,0.05716869767636356,0.05658434930964509,0.05800974071136194,0.07968135812452405,0.04380542249077653,-0.010769486216235984
CD34,0.0964772521654582,-0.008179499720587003,0.01745565578145432,0.04765354266359197,0.03640833159103927,0.05567473940337231,0.04326860036552728,-0.05442047518592541,0.000716668105929956,-0.011524106866237154,-0.005753617633619637,-0.0979814921963203,0.04294524547517763,0.0153816815070528,0.09800068141476098,0.08554687442166262,0.043665587155315336,-0.04085554554960225,0.0024050234111392954,-0.030447139777258783
CCL23,,,,,,,0.011997808065608918,,,,,-0.03276624222195239,,,,,,,,
PLAT,0.03702540484773548,-0.002537406581234641,0.02395514395858229,0.019368502226415858,-0.025579824134696928,-0.0002957354837700881,0.1583062788846541,0.051818272522468706,0.04121046335055612,0.018492693342629585,0.00416256264049701,-0.009248715149712865,-0.0177705307709534,0.05692733044343869,0.1481111477373896,-0.012065164720210932,0.0007629536830009382,0.040635725521817274,0.041425743979888144,0.03369711737842167
NTF3,,,,,,,,,0.03877498626061644,,,,,0.043116938844556287,0.23166318788492155,,0.057833045202844525,,,
LTA,,,-0.01322117510518593,-0.02436078715294858,,,,0.0016411640893089167,,,0.017076535246560453,,,,,,,,0.19113906689429586,
CKLF,-0.010284167874320538,0.02855314352979483,0.0033517819397092703,0.016177440743982623,-0.023089372575014304,0.006281915742709581,0.13567228894946173,-0.09576007514242227,0.005147668954375061,-0.046866571401950066,0.06696056012413301,0.0808540010721725,0.11611009300225145,0.10922126327610775,0.12009588075057556,-0.01862366900834251,0.057557960169752787,-0.001703423825506568,0.01018292799007009,-0.13374241868387104
CD24,0.016630480572468555,0.015512856038499442,0.025080667872050304,0.05083220133742705,-0.005526033381197892,0.11887928397883486,-0.02037139626051659,-0.12412135278786167,-0.08422520769892228,-0.0027415190239957828,0.021295461934238296,-0.041935266969714405,-0.02157417641714081,0.07843613093107385,0.08868681130984075,0.01816526279827608,0.09621505062185647,0.06067881945872055,0.055640252460275964,0.05106577147132607
HSP90AA1,-0.004992924974159646,0.040090662739820704,0.04283993211751788,-0.034151582579509294,0.07887900335477724,0.032740946807080513,-0.11593081056526268,-0.08636644948254364,-0.024524751070386402,0.13279566752110056,-0.037984784152179485,-0.060906289352697845,-0.05240769254824404,-0.2979296024519522,-0.2730801136410566,-0.03067900443723816,0.04140857892016131,0.00953935631575017,-0.0735425685546239,0.034432329290206
BMP4,0.07304796833952215,-0.006159704188277221,-0.01401522063685702,0.059343969796632486,-0.028983385270549517,0.029561581720111876,-0.012324504509374433,-0.05144271610325853,0.023692847069000603,-0.032056352551803995,-0.04015350082545752,-0.023993403318741127,-0.043092964132274876,0.07931582819880272,0.08322100965291777,-0.0197194637161895,0.021715170672612968,,0.08241056074778755,-0.050300498264036236
SCGB3A1,,-0.014110343676926781,,,-0.01778549900954076,-0.022837679958594568,,,-0.025985418957729534,0.0734536408769017,0.03798135704905272,-0.0026355209237629586,-0.035736363557699165,0.037741470423667885,0.02295736169430981,,0.03919315658365983,,-0.028510661186647936,0.021628563121443362
IGFBP4,0.02315127301051741,0.0312997939387248,0.027699966551541028,-0.024916593482750295,0.005715575180796759,-0.003343185165170318,0.08350558915696057,-0.005029256901059174,0.06312894585383558,0.004935468885452296,0.053925243128874624,-0.1261934635242229,0.0007432473082159661,-0.04350909761722385,-0.11930497073141233,0.0685642762837852,0.018825000489258756,-0.010195193951188787,-0.0005759609734023559,0.05553043603781164
RSPO4,-0.0239137366447408,,-0.021373539554121232,-0.03728845275729553,-0.020527356981700117,,,-0.015993522416003898,0.01747900614730764,,0.06335812684860315,,,,,,0.04177441730387248,,0.026878599343464087,-0.022871201363071494
LEFTY2,-0.04005566357007957,0.022211287618260547,-0.013383551251143214,0.008287890000909003,-0.03186163115874229,0.05917326815622081,0.13803835253830155,-0.05192441115396627,-0.02849332552801304,-0.02137724403424977,0.049134899150120245,-0.01045883655321749,0.07433706834647894,0.07506707960970532,0.01842905997237136,0.05705467838192132,-0.04735899996844118,0.051320087795637355,0.07747394308421555,0.09467547213120192
PF4,,0.01443655907729674,-0.012026455703807122,-0.016583244867164386,,,,,,,,,,,-0.04470196823893702,,,,0.018715380490890464,-0.017916306187508897
ANGPTL2,0.08745027912087736,0.02982773376440499,-0.014690829210973403,0.04187350943940283,-0.015395276999136913,0.008044806646297989,0.10600976293265459,-0.028100282120179676,0.009188166750506018,-0.04996624042161084,0.019868289995485077,-0.0008236848156839893,-0.013958557592249744,0.1651884665602139,0.18351911766197057,-0.006325598700300117,0.02557784887647094,-0.0038298641221355305,0.01856375646089408,0.1257076770860108
LRIG2,0.04784609846132319,0.026052294304718917,0.14585047161971562,0.0016014936427317006,-0.06402283479987589,0.020044521972299938,0.1398399230006422,0.02882399061940612,-0.04079892218955501,-0.02531424332465124,0.0536649406901823,0.00442000273033484,-0.041057688179060844,0.07046261152819205,0.10463115913543926,-0.005898954782443837,0.0979624078449586,-0.017603408043298973,0.04174755868435131,-0.01162595034872542
ICOSLG,-0.045183333234825825,0.008466858756433862,-0.01324284614065159,0.03297306359139843,0.00394553134974867,0.04261147850770443,0.13620073981551148,-0.012106273186585768,-0.03663140467049711,0.006083144832782653,0.0817612593161767,-0.009494873378627859,-0.03873326934271611,0.07854710502317545,0.14593571088378315,0.028598920715795693,0.02810081342175616,0.0999239038123826,-0.01939098622972186,-0.0061574754836343166
WIF1,0.04307748377664326,-0.02805631397330677,,,0.06181373312557444,0.005032327698329549,-0.08190300982299621,-0.02046345981815521,-0.0011637929729812562,0.019679017767264932,-0.03943226368336653,,,,,,0.016906428416908332,-0.032056646519784356,,-0.03287603906010578
NPPC,-0.0248701298093631,0.06772309835922413,,0.020893769175013944,0.015606609764924813,-0.01806119808409164,0.004292827417593879,-0.01064166968031241,0.029119504531635417,-0.01846837171157524,-0.0020627482203511927,-0.028950099557651213,0.013194091711100626,0.05762713954749138,0.04228627293268347,-0.017340748477557285,0.037319337848065244,0.02018996926840568,,0.023749434524835543
LYZ,0.022430965181572157,0.027022737719684147,-0.00801220928339416,0.07012349717927834,-0.005833952081647506,0.05909288289863557,0.10163788725980914,-0.006339846891901243,-0.038844665262167566,-0.07201341824544168,-0.06043547540564431,0.04545994281093535,0.06523587742864026,0.05569244553033293,0.02614195300597673,0.051569198373550916,-0.02136482981029978,-0.027265861149115635,-0.009565311957524577,-0.005787169815188653
EREG,,,,,-0.015826195914133177,,,,,0.0756169273537482,,,,-0.001138444989354836,-0.03281084701713354,,-0.04337448419770491,,0.0007514486801838169,0.0044166557020258925
SPTAN1,0.10176184882883185,0.09312301832403874,-0.04307890989164651,-0.030561813784426455,0.05805943035784507,0.05860552353089941,-0.03623304483459552,-0.13454878353362254,-0.08767973104796004,0.10448139951487982,0.03948701754365942,0.018195412551921347,-0.048582576577899425,0.09870085008992634,0.14001370256316098,-0.028086054613796322,0.05070365189756824,0.011247547676758297,0.027061827007339605,0.011793474348172305
PTH2,,,,,,,,,,,,,,,,,0.0012916032466792151,,,
LIPC,0.0879045566922409,-0.009407024815870406,-0.0006534796656172798,-0.029801326102471333,-0.01987386016795877,-0.01367234753880427,0.01598281712165526,0.003963384471677321,,0.002500054606288651,0.022490978996133698,-0.030698617129398496,0.0010808558861940423,,,-0.04118118720499779,,,0.09054763902604078,-0.027939407047863307
COL8A1,-0.07178357352953524,0.04063723200544724,0.053424326277008105,0.03785211273643984,-0.050945765568002496,0.016661849303909487,0.0780412892673488,0.03975384874696398,-0.019112319112862812,-0.04459158035551903,0.022957250777679836,-0.018402447568650657,0.10575899545103425,0.12604084411875457,0.07196349153242204,0.01789426042116933,-0.010816803819016582,-0.03946809786002621,0.031684196791853185,-0.025526754350408926
GSTM2,0.0023367370357140283,0.004515757442563972,-0.026353070644988603,-0.02267115471338849,-0.04024155938705847,-0.01512891968931951,-0.031286510368591,0.03710528054754953,0.004574359716762822,0.1057821324578431,0.01092471617006332,-0.03304495028124933,-0.06403967935085571,0.11252451306629833,0.04913772505279095,0.007635227942059437,0.07522270386481866,0.01921528751097865,0.04442248111947818,0.022221539455434945
IL4,,,,,,,,,,,,,-0.04003229141384057,,,,,,,
SPX,0.05821092075141726,0.0024439177154413085,-0.0212711030423921,-0.017276489847541383,0.08752271551540221,0.03241111767933902,-0.0435420269968225,-0.07090776079894358,-0.022818440892840113,0.043154902948282316,-0.03678404885712467,-0.038378910384108345,,0.03520102037764551,0.07249156313518142,-0.00999097707448434,-0.035364742534155114,0.06301373649460788,0.04303081808526829,-0.03297379974275469
MFGE8,-0.02832953992490667,0.012466775628797912,-0.04278935215489533,0.007148649589641607,0.08930720717584917,-0.02496846818702793,0.035119459898528486,0.021605541633436892,-0.048823080920640714,0.0037884364984025884,0.04109332995760583,-0.10203560479220208,0.011048182410816391,0.01704809631998062,0.0330016608778193,0.008904756521857057,0.020416248007630436,0.02121962336474548,0.03000160999737272,0.028854036925255844
TGFA,-0.05189581159614826,0.07793602790597084,-0.006887127052453015,0.025413060331527158,-0.015474741096401606,-0.028493561383896658,0.015611770764818695,0.11530378856200299,0.040122814580441764,-0.04141495846671757,0.023502250986656915,-0.058672974224772335,-0.12744908930482185,0.10238210671521454,0.09998693231386065,-0.020575554163546814,0.045140154306539226,-0.023936200336622866,0.05209936693167945,0.021558770919214595
SLIT2,0.028558166510510907,0.1077776383874958,-0.0313586086703957,-0.0035021847946020805,0.07452675383523479,0.07423820958338452,-0.05019960182415087,0.007785429130763651,0.004167423975971038,-0.004984812271894705,-0.012792044313676346,0.008313449601792925,-0.06211334427356491,0.05982985953974623,0.09924115084015407,-0.04988091992511718,-0.0020344607593783836,-0.03251535151676984,0.06486434954297354,0.07632962240926414
PLTP,0.04079304474788838,-0.07852762571455031,0.04626138813270312,-0.03693841532015291,-0.02558013481693873,-0.0012963415807555367,0.13042468580558442,-0.023637722230371562,-0.028368428627505087,-0.1034356665472867,0.009440381614198058,-0.0061450323012050435,-0.006181913428801744,-0.1160949146771487,-0.1188632456619418,0.0739797329129269,-0.032039860607089465,-0.12818943548429837,-0.010752084477662141,0.006587858231820084
APOD,0.040030619811832174,0.006900177000819515,-0.04444234599456384,-0.01402817295613461,0.033623414600404584,-0.0752722992664886,0.04667419852011428,-0.1106233918074382,-0.026806489323047706,-0.08826096857924819,0.027708246425021194,-0.062060464361530836,0.08460119283585806,0.24727086534067813,0.22975907043142055,-0.03938637700903503,-0.016711472642193616,-0.06963322511797362,-0.07088904780214444,0.00544385754703873
B2M,0.023575849118940517,0.06119008729190045,-0.04512253310083823,0.005856093981543876,-0.08169361705850074,-0.03829310725438734,0.13668522017539178,-0.021503397199690185,-0.05148003480452037,-0.1267026605142722,0.07609369801662894,0.01802640030768623,0.03971363891665878,0.019079257936784354,0.029760291926700537,0.01279260608624642,-0.02116820706789825,-0.08222618874583223,-0.03842051886513956,0.07344233023654204
OMG,0.10239210761914908,0.008409849632346521,0.0009772278484513214,-0.04222856711771628,0.055333844026009514,-0.018325978200116128,-0.027192497267640624,-0.10745364426226774,0.0700120271645762,-0.04225919323910422,0.007249238697744975,0.05487220449069854,-0.038297790869545205,0.22022818620686338,0.28542328429320485,-0.02963390209760946,-0.032045708972764805,-0.01415527552788856,0.03567482765214358,0.07317568416882905
CXCL3,-0.04160734439136573,0.027083102313979302,-0.011091792743871535,0.00019254285592434854,-0.031705048753122224,,0.016298036776426012,0.11193864015212404,-0.016827281241105885,-0.013403023273880791,0.04277420701421533,0.14283182291968088,0.028721009257374,-0.09102189121111398,-0.025961781952183873,-0.024903408867377297,0.012021457119192676,-0.04393546725175463,-0.0036078963737917096,-0.013074782777203638
CXCL10,0.046055214814684636,-0.05522089884221343,0.0032617501192746235,-0.030726971738303025,-0.04069774656140454,0.03611911193738652,0.13319102395541552,-0.05343964239796893,0.020154290063616864,-0.06143004482342282,-0.005663297542649631,0.014144130540049772,0.12364224347748161,0.020528058214966467,-0.029508619299572443,-0.033550203769334166,0.01710470552326631,,-0.006956989326197036,-0.041498723905066634
RSPO3,,0.03565682796936432,,-0.01925820367539612,-0.01987384791474906,-0.027036454666463258,0.011241196808028292,-0.04005171876352579,0.08214125105355904,0.058081492468517855,-0.0354634651648454,,,0.06070441901683425,0.12223824621270939,,-0.02345480313433,0.05601929373375569,-0.01922669970488863,-0.03123168454839845
CORT,-0.026811512102719093,0.02312960782940354,0.03853734197401306,0.013084944305929977,0.02167988812701502,0.01489937627189878,-0.06077425233442046,-0.04252850230056303,-0.03522116166976993,0.025317839457029524,-0.02361388945824697,,,0.029834325682548846,0.03880906961874577,,0.06173122164131838,-0.006570934868144318,,
