,UKF259,UKF275,ZH1007inf,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916inf
IRAK4,-0.01757429934938547,-0.016317535270166186,-0.0031385260578768244,0.012661283227020167,0.06674076314629682,-0.009357170507772442,-0.013722632824037592
GSTP1,-0.019987030181941607,0.05075350604226868,-0.03741138481964605,-0.03202196147562304,0.1345582652836815,0.03503413345959695,0.11599121353598059
VCAM1,-0.012199481652743534,0.007556785227049902,0.019542800992195446,-0.037172514260580644,0.011508942334193925,-0.07047760728411098,-0.12001133287439782
NXPH3,-0.011286912305414395,-0.023394851721180568,0.06193269792113153,0.03751320628516144,0.02546631582969478,0.040920069062469505,-0.034177511577837306
MTMR4,0.043279806557428496,0.04682000038499398,0.04173081895179294,0.008368571553185917,0.0070122309303501905,0.01434745208594575,0.029396247455133216
LAMC2,-0.023731033060743097,-0.017883721442846518,,-0.030258465037315187,0.02278654921726751,0.020027193853436404,
IL10,-0.02666101960653797,0.003890879481836827,0.14565236661330563,-0.023995214209154445,-0.003924134631767346,-0.042655527176521976,
SEMA4D,0.007862019971099183,-0.026747745061255115,0.09063589443961653,0.09376792531024095,0.14340742957326294,-0.0087039852887518,0.056866008033390224
TRH,-0.025167686364570705,0.006908545182906497,0.12632553233764,0.12496761883594208,0.14607240226489987,0.08218609734067855,
SEMA6D,-0.034370482549438454,-0.0355497167759076,-0.0879693005463398,0.05013487622748426,0.035057607319890174,0.07454912572740023,0.038005420589512076
CEL,,,,-0.00583249054899651,0.037039808219846246,-0.001295885236578022,
PDCD1LG2,-0.05264522018378488,0.06892030302798781,-0.07061063279027542,0.01168660979083573,0.11310326084046815,0.05773910458369947,
SPINT1,0.0020380792655063564,-0.012380506853429174,0.0017997724122198117,0.06603286186641528,0.04184839049704381,0.04526298927484085,
CTHRC1,-0.024698108864038604,0.0051066244348554595,0.0585935267534631,0.05468880959985847,2.999666800299018e-05,0.034228009195900515,-0.06140855828307925
PODXL,0.017791325400057515,-0.032511430613019573,-0.025215273003645546,0.059162042644560535,0.012437583418070169,-0.06689702928442977,-0.1038700653748738
JAM3,0.011861831894060822,-0.043112181601288976,0.09387552109751379,0.004652883417257058,0.021257581987191024,-0.029459587273908888,0.07390566478694303
TGFB2,-0.020532673069508404,0.008048227056595032,0.05169215617735205,0.06902461872698233,0.08068664479466703,-0.018071831480490633,-0.03045845816638342
COL18A1,-0.05797120175839199,0.010208278067280953,0.06792028311740299,-0.03443735708283442,-0.05964103407287972,-0.008629546777531201,-0.05901446354438363
NODAL,-0.020909360411412423,,0.028435983885938747,0.03323874595907503,-0.0225509141787317,-0.012316729703507053,
INHBB,0.08172720761042684,0.03253906041403287,0.0634823435511416,-0.04270443976899894,-0.044831294894975254,-0.032430572468527506,0.09947556877747975
LCN1,,,-0.03386949309869787,0.028077465021725985,0.056570592980453235,,
ARF4,-0.043940927243052236,-0.002516515445860912,-0.002173256574022253,-6.74232132272451e-05,0.09127766782294561,-0.00018028644173122854,-0.10579121402352679
CXCL14,-0.00249117258396852,0.00845126544381036,0.14268149369857194,-0.01746794566192243,-0.06252453677424083,0.03220894796620152,0.015808683924630102
LIF,-0.0439727903852002,-0.010016926848456183,0.0425245914234828,0.025402246813463567,-0.05470922328363204,-0.0625124068137679,
IL17B,,,0.05654718003316748,-0.04593672158534865,-0.019022711595561105,0.05782091479152977,
MMP1,,,-0.032807602032933626,-0.07257644383569259,0.004620891981786232,0.020300582980978452,
MATN1,,0.02414189282329666,,0.012912538786996533,0.03304521106279411,-0.027624003621285167,
ADAM28,0.037776714452885995,-0.008488320697374605,0.0999108815425398,0.0033201011957271144,0.04478392310016163,0.01728838609113217,-0.04940622996198435
TCN2,0.015813692252379732,-0.01227673194189868,0.018278907764873117,0.04816695065064655,0.010489333892846562,0.01587576272410062,0.01318209763117158
THPO,0.05910410349879649,0.05938504775247577,,,,-0.017574662098661886,
CUBN,-0.0071267907116328395,-0.000342691099734461,0.04245919999382226,0.051303381330388906,0.09893522286454957,0.03645105024663104,
TIMP3,0.07691988789390995,0.06052149642808982,0.11717581193257583,-0.06713231232879549,-0.011623984850850326,0.003502869381067637,0.04847665923199995
PIGF,-0.024834598281840023,0.008525315828236485,-0.12674719391060324,0.020820781755828223,0.02962445166092026,0.021289579216493455,0.1547442823060035
CRH,0.1585231264418578,-0.02264436846797501,,0.003489448600876698,0.03442272599256874,-0.0391730132380758,-0.012735728699002797
BDNF,-0.002526161459115784,-0.05999428800189918,0.06224427725755964,0.02016521365497887,0.004252104843602225,0.04588715956320528,-0.06809686505169286
CCL5,-0.022275896959975724,0.04681796814531351,0.018057188613221826,-0.01806604898811303,0.05823954955407281,0.014940002951611572,
GAD1,-0.036683531255482016,-0.018891228819328955,-0.019236443130374807,0.05286159633415753,0.0402962888530765,0.042928483104914435,-0.01067451011315121
COL14A1,-0.0355949473463054,-0.022328881492592035,0.05752244944064396,0.006748824170266085,-0.09032786406511603,0.01879399975691342,
HLA-A,-0.03838725351613196,0.08537837724929535,-0.08560318970063817,-0.0931973151755575,-0.1581010731467073,-0.026194976640180792,0.03608302038931531
FGF18,-0.009514359301305505,-0.01541342759104115,,0.03138296501929044,0.03213144237075734,0.006808461214789491,
ADM,0.021287846014605004,-0.02018346708162976,0.06486336453640613,-0.12067114967345598,-0.17784944278520534,0.002869579027381845,0.041493427500001734
CCL15,,,-0.025635753610066956,,,,
GNAI2,-0.007946979841750359,-0.007334948055971391,-0.0018780579398296254,-0.017516165641004895,0.024464974312693757,-0.046508310792575724,0.011787523852422018
COL11A1,0.00535308239195467,-0.01044433120252851,0.041874839742314846,-0.035495861589740337,0.004835167443736264,-0.024732016405845658,0.0036908563037168825
NUCB2,-0.04955589567911798,0.04607444741987639,0.030180431647324233,0.028440997065855813,0.0006579384493559492,0.03912033441948928,0.050951937053372004
CXCL1,-0.021244627580615027,0.010145713814010015,0.08056836637301629,-0.03947394967936809,-0.01859796015652581,-0.0757081358899831,-0.07194194811791997
VCAN,-0.006916286928384944,0.011657801571307757,0.02900996509720633,0.060752772503991755,0.03383964966914243,-0.04115874291561693,-0.004072465916467961
MMP7,-0.018915193484796006,-0.014205962050610147,0.00899232790710905,-0.05368187949977446,-0.021814406197649197,0.03315522523563367,
PTPN6,0.03611612392283132,0.00024643892052879,0.023747142870110406,0.022143385213183642,0.05852532489907573,0.023147835579810074,-0.04302151528587251
PTGS2,-0.03526059643668616,0.017185758195715297,0.04861937544109588,-0.09597065702392082,-0.10649663642132051,0.031156032565743907,0.07135165611777139
XCL1,-0.010351963422572835,-0.011230460510270674,,,,,
CD58,-0.002189790377594366,-0.010899183165591495,0.0006816945736813456,0.04720058446515204,0.07202122289101245,0.010991838519598238,-0.03720872251613804
TNFSF14,0.07424442952768033,-0.005538104060672666,0.03694205058610167,0.08593610754269307,0.0002788702750787664,-0.02703948988884423,0.022773577552783825
CNTN4,-0.018604340694058398,-0.03935417333473506,0.07062241928461294,-0.009028646323353325,0.06584937128708485,0.05628565096147022,-0.10905631588260063
NTF4,-0.013094780392859186,,,,,,
INSL3,-0.00951435743511946,-0.016380968366068005,,0.06193832356309667,-0.0045172877684179075,-0.0188610068501132,
BTLA,-0.01510217670517586,,,,,,
MFNG,0.024347198406715533,-0.04923356759789445,0.006834954847938718,0.030106779434625273,0.11529005050741385,0.007579425886905903,0.02082520365923074
ICAM1,0.016185120814699205,0.04281089759098392,0.052606284070249205,-0.03832946707685928,-0.06902392354742241,-0.022966577271176618,0.05007725510965939
PROS1,0.024754442645180928,0.002123372827978938,0.044930557359319764,-0.03452528444820815,-0.025567383414094813,0.029880132532109343,-0.07411973262304453
CLCF1,0.019985088590786914,0.016041692584825486,-0.06233414898001626,0.007000910367729885,0.01332371589742738,0.0044636279684815644,
PSAP,-0.011351629783986935,0.03256961630102204,0.10062879604509627,-0.12424813255253961,-0.06987012110073157,-0.03354777405601382,0.04425287027688279
EFEMP1,0.03479047086437551,0.058398848363601916,0.09790936688570406,0.009263245928534171,0.05449471057863722,-0.01271052192959447,-0.023489243813758557
C1QTNF1,0.02953074094692978,-0.015360838208315356,0.08335686688868191,-0.06448235766339588,-0.10173990193407247,-0.057772261058051784,0.057649069211562876
ALB,0.017805898909229848,0.027682945299597212,0.11659978648027668,0.02300992160389494,0.0003534114921089672,0.016209110379094532,0.026108493493698356
CCL13,,,,-0.03224961250534401,,-0.05051376657612123,
EFNA3,-0.019258704613010918,-0.010259944957990387,0.03475290025697759,0.012300421671515013,0.03680595473905607,0.03557773350843431,-0.008862103473916631
DRAXIN,-0.01991577583150478,0.009824613562734688,0.0974500356698784,-0.0835750259244162,-0.07563109284549357,0.05372159478543954,0.028323978524902007
RAET1L,,,,,0.13945907204750546,0.037560979542882185,
NPTX2,0.017667232660017355,-0.06011220426227363,-0.10980619768523922,0.05939215844626474,0.06137696144049483,-0.04503468212555122,0.04708663716871278
FGF11,-0.003910563738494213,-0.026564355957385214,-0.07736930179116215,-0.006141675939740516,-0.07570322996587615,0.025279344105587746,-0.0003744690413296094
CD59,-0.03598929651214169,0.024581272010099995,0.1176227235252815,-0.011819756957170547,-0.01481626793561364,-0.06782411525081779,-0.01640310720452682
COL9A2,0.04416828216583681,-0.004153644103815967,0.0010110912182173565,0.07578617475384337,0.17676769201271367,-0.0548151334490251,-0.02620459049559
DLL3,0.03438501760410738,0.010217597671231678,-0.03901850148956368,0.11725014799024325,0.1321139162931064,0.009861250928362235,-0.0034385855363619788
LIN7C,0.0006862976947638363,0.028970214644096624,0.014671464967547714,0.08912160688239851,0.001611642061159655,0.031229181664868787,0.07153767678382607
GDF7,-0.01697639138836456,-0.015270019167845844,,,0.03264084146343433,0.005408053673365834,
PSPN,0.18798114060552493,0.05455921100686816,-0.008723637845014771,0.060602761126156784,-0.0053864564525485945,0.0021432533594104987,-0.12723088613346628
ANGPT1,-0.022134927132278007,-0.016448765812419826,-0.0556053415683747,0.0028788686082968744,0.05959924727019539,-0.02710268107061622,-0.011256081917391062
PNOC,-0.017929028792323866,-0.029203498220288265,,,-0.029422465058348283,0.003803534960874785,-0.050899307024160734
L1CAM,-0.023561990432855364,-0.0159019778703064,0.0972073823793383,0.0038053659497282286,-0.06673751762735056,0.050433821698780565,-0.005712221140986319
APOA1,-0.014817039718695106,-0.021330870410810346,-0.028978806442722483,-0.003828297936434678,0.09486622998761648,-0.036199983214026926,-0.047424124495841664
PSEN1,0.038093696919429106,-0.003574805213854712,0.07525561795570786,-0.024342618927842223,0.020628057541704985,0.04255326763560851,-0.08330327701749962
CALM2,0.03119283838225607,-0.037552968683840754,0.08274935801283048,0.15532578143025777,0.11693128957261524,0.09649268723968085,0.003168467597570903
CLEC2B,0.020324487437175902,0.04244148501643985,0.06487371440091637,0.0009782092843799747,-0.029526054301908983,-0.04847225928664586,0.022631323821337628
NTNG1,0.04940223389992881,-0.013379305044626482,0.043390923878723744,0.039334167315078584,0.1287735178649076,0.03309536074766936,-0.02712300563708921
LRIG1,-0.004839846546353245,0.017276403311231796,0.009712621952338999,0.10445193863837864,0.14019118607389477,-0.04043336787507466,0.09435656532287574
CPAMD8,0.040380786750156966,-0.01817027605155574,-0.02745516413262544,,-0.0048999696636980615,,0.037047834672631036
GHRL,-0.009025423791239256,-0.03185893993529753,-0.0151729187125858,,,0.011264763576684697,
NPY,0.007645882225606453,-0.010890789767233839,-0.032061686257144326,-0.0340927171479263,-0.00601889619599358,0.04592130339201558,0.023359945037074472
MMP2,-0.04284770334661079,0.025668644995528386,-0.05770025413129007,-0.02342456218596178,0.02272598109773109,-0.10650228774184026,0.01985877560892681
LHB,0.10903864737199515,,,,,,
PPY,0.017176319495510583,-0.013279515695064473,,-0.0791638160788255,-0.0627978057459729,-0.03958012537988437,
ALKAL2,-0.009658802582029889,-0.014592694293694865,-0.04388846175429965,0.020889528030022062,-0.024867269336736296,0.05740529730113154,-0.015444738121913233
CSF1,0.010837978243438531,-0.01084575731018088,0.02577862562636912,-0.07095052191316073,0.0074901063127744754,-0.04951854352753899,0.18209496084045693
SEMA4C,0.007150220498567116,0.0024654919346291816,0.03218321336569249,-0.004358305540461468,-0.028281054898833643,0.011437699145277895,-0.08908691829661766
ICAM2,0.05286288909954055,-0.052681454584807205,-0.005198640966041294,0.09117489976367026,0.02695110786240977,-0.02346286359021127,0.021284409849379564
SYTL3,0.0016425507136637028,-0.01209689856258052,0.09416177048814392,-0.040432444610032224,-0.0004894028664224107,0.0174017246355862,
IL1A,-0.024387614401977554,0.04060970060107359,-0.030965156139436335,0.022031428293865167,-0.04186063924165122,0.058119031982865846,0.16654939831617027
HLA-G,-0.010351962487703592,,,0.028000444597844832,-0.009777868726785316,0.0593647485723001,
PGF,0.01285135895588309,0.09592028601129426,0.005836988996460945,0.004252919795668817,0.08458777966384089,0.008536011456665639,-0.027934636425645646
LGALS8,0.03323060254790124,-0.007422580592105686,0.013761770967330202,0.03526877337285362,-0.005695958491473255,-0.008624621216145862,0.021382120811114725
DKK3,-0.03478558790173964,-0.06204311346163017,0.03625792094160737,0.034002905555478156,0.09460866557577996,0.04093000440997739,-0.020048821391617993
COL16A1,0.04583858847286096,0.024342154767082135,-0.07649529721410907,-0.07303011784176941,0.06658923369509571,-0.06730820461938142,0.039438612121902646
TPH1,0.12293412803204115,-0.030712733242202847,,0.02251017076872463,0.05644975429822328,-0.0049451562953562464,-0.06240966760460015
TNC,-0.015610699073699231,0.02025817837122573,0.10121139968179169,-0.05730645948431193,-0.07592490750348317,-0.025639854313045114,0.0626365668939965
TNFSF9,-0.016976392530295762,0.009380095527613475,,0.02434370864900405,-0.018309817339297537,-0.021445157416461393,0.08637221786207332
C4A,-0.011619889814324994,0.019672898333169982,,-0.035904004494864306,,-0.03699523105011323,
CNTN2,0.012124194061537303,-0.02983166105889836,0.12279267457775397,0.1490198362134194,0.12339742160528805,0.013311748857904912,0.1126278364044051
F7,,,,0.045565072915983156,,0.03302966927182379,
LUM,-0.007605339658522831,0.024515172508127653,0.005013214045890274,0.06912364698134303,0.03659696400098432,-0.045629190007421515,
BTC,-0.02660250364627269,,,0.02253059249034974,-0.009888523285585935,-0.0013428028159577546,
APOC1,0.0690665473441688,0.03065908483059738,0.06860235761851068,0.1335384253624554,0.11052589546311185,-0.030219564455376168,0.05198904091945633
PKM,-0.05167931478583622,-0.03000505150312155,-0.030245209248315925,-0.09850749263882147,-0.13077059511271472,-0.026548079779130124,0.023235001918891763
TNF,0.009495915482210206,0.0621162837446208,0.022473842560066,-0.03176513240348812,0.04594037880733579,,0.13738055472812336
