,UKF248,UKF255,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1019T1,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
ADAMTS3,-0.03934201367162385,,0.06309175164928256,0.017026907140788403,-0.04279941250702099,-0.0008955724533244158,0.01755871362208231,-0.012595084581078874,0.010738508152511947,0.0065502116850733195,,-0.012808047590233268,-0.04195473920068069,0.05806592303035258,-0.042683813420947896,-0.00578436161786763,0.038186493119984455,
CD34,-0.004138621334836913,0.002667356897127193,-0.05369796543651833,0.04344301348161629,0.008321804755127839,0.031850482550269815,0.0057753317967575565,0.03373501626592855,0.11577188034013353,-0.0032475985786965225,-0.022918351354899932,0.004182900354308287,-0.053409177617872054,0.0317768076689173,-0.06820158382117848,0.03145712302334806,0.00561364244031227,0.0011568375822546644
CCL23,,,,,-0.02088241850793147,,,,,,,,,,,,,
PLAT,-0.046484273146219335,0.046985391763000026,-0.017667677959799254,-0.012556584560033689,-0.07061501980927891,0.0625578364796835,0.01653852885183691,0.016486550883313394,0.09250548924449961,-0.07433652962602069,-0.016439826040011714,0.00884000711147828,-0.05740037375962211,0.07380266059074199,0.03314404492124519,0.039512745882573266,0.0018093753301616244,0.023976411803762674
NTF3,,,,,,,-0.018745601101646154,,-0.01777520852000832,,,-0.021920580821784275,,-0.017488962406055145,,,,
LTA,,,,,,-0.01807045120026786,,,,-0.018148498367465203,,,,,,0.05257772462138622,,
CKLF,-0.04167841604732064,0.01348380946319303,-0.010860255924331047,-0.01694702208864271,-0.0784291644163399,0.047146844831505906,0.0038953103821798476,-0.007813309372719466,0.08961692872418475,-0.0975102104115555,0.07092228251444804,-0.021418187254957206,-0.09417499605160569,-0.008030190370409068,0.02884832188672869,0.059339424499815274,0.040785276094276485,-0.06541087774798758
APELA,,,,,,,,,-0.04426806734032043,,,,,,,,,
CD24,-0.02617151726796682,-0.03537949759921732,-0.05122738243761535,0.16388093191141687,-0.009704464817380989,-0.019317249180476673,0.04522792427920923,-0.026644812836799727,0.08201612592280591,-0.046511147563067574,-0.068629201005038,0.016220766990093057,-0.0003642473847037401,-0.05174712000311323,0.03336156391221438,0.043509504532941286,-0.0027329848698211187,0.029786631293050495
HSP90AA1,0.0012946268635182679,-0.153532464068102,-0.025623460947111442,0.08012577734919808,0.05974183633516491,0.03567457489675914,-0.03253167124353847,0.09723606028767522,0.035513838265912236,0.1299350856250816,-0.02282429326578402,0.012684801115184899,0.035897386534339486,0.025497090760736456,0.11342830538813056,-0.13627572621682027,-0.13599561089020845,0.12142797163080334
BMP4,0.03030561223551169,-0.016786626297013614,-0.03419614610072217,-0.029767234366785196,0.10103424739551879,-0.04591914130637861,-0.008461226942999228,0.015668391374147887,-0.033556975634568914,0.006869325754656196,0.017017834458305032,-0.02115477567774784,0.0034685179977014956,-0.041701623554907995,,0.05155286437223759,0.10178042790362152,
SCGB3A1,-0.015778080314663743,-0.029328058114517847,-0.020984281750638097,0.0032795562226667803,,,-0.009795391040463172,0.022629492797838317,0.06348678177085179,-0.012663782156963918,-0.047832611222713456,0.005780455120555145,,-0.0249913971213932,,-0.007509080565135213,0.023823068937487136,
IGFBP4,0.0009228037244639814,0.017311417594859456,-0.017457686523119086,0.010541359831862362,0.010004692636658348,0.06597436121452205,-0.026806608799355768,0.011646369553774993,0.10888225341342515,-0.055530274303071274,0.058109577312296976,0.034779346369124275,-0.014225663186908403,0.04478814453365373,0.04703142310781892,0.07681987102822145,0.10491677356489972,0.03380378135457084
RSPO4,,,-0.024219272243576243,,,-0.02101703484697918,-0.009795389607665647,,,-0.011986058616479675,-0.043735930141698215,,,-0.016830642385859764,,0.08218924981794588,0.052728270005332964,
LEFTY2,0.0028097290575708005,0.0356350151670508,0.055878594306183374,-0.03181539100077905,-0.06744177740793046,-0.0002577094911373884,0.015980817964328826,-0.02643920681596829,-0.027152107448721777,-0.02240411855884226,,-0.01946168904767833,0.01573767386296268,0.009205669903749257,0.06887239410557187,0.10796467947107774,-0.059161660215905514,
PF4,-0.0163672255741011,,,,,,,,,,,,,,,-0.03991850904362488,0.019878245228149575,
ANGPTL2,0.020117717179986817,0.06762277981968459,-0.010154853230494202,-0.024265271079064645,-0.05667897293612956,0.01685851903009226,-0.0003415594358774432,-0.03587327985132315,-0.06968102276943919,-0.1074405227021991,0.007826266559227983,0.032239771114684096,-0.051422152612002156,0.046360931316729026,-0.013203417908544544,0.029249988738588906,0.005465122023884215,-0.01968991881595012
LRIG2,-0.010980209589810663,-0.07632474271529814,0.026610547127112635,0.06601017047808949,-0.039410329191346946,0.016064691210247575,0.004746269316100781,0.010281849382151816,0.04870361431274132,0.025658965790687355,0.046948564574512706,-0.02474745442455123,0.016857741411001877,0.06827891419098707,-0.022000776181100832,0.05170004108371514,-0.02021871705569681,0.03576224405660266
ICOSLG,0.011522636464910977,-0.005054473187471988,0.0035333594049670263,-0.04425045358960735,-0.054186659342375466,0.04578253163547045,-0.018589820265663023,-0.0483282069764817,0.03266482325195905,-0.0684064779542534,0.02533660660873169,0.003018909378219408,-0.06757440292009059,0.06526482601967053,0.09998039084574857,0.07536750167747656,0.007887382058900945,0.059593950327305606
WIF1,-0.029450165802019108,-0.0018925486431119918,-0.03947151446682422,-0.026841826827589985,0.1296268374795668,0.01879400202582826,-0.0029157353584663486,0.017431105445070358,,0.14037019929934835,,,,-0.01564571234575864,-0.037778721303789765,,0.06043639772953301,-0.035191378265959396
NPPC,-0.03205470601497599,-0.008471235414213563,-0.04224865432490454,0.031818511435198565,-0.018542472895906898,0.003325665381399461,-0.013613194414779163,-0.029617509804019348,,-0.0914639145554129,0.034481820277749785,-0.03422457924429049,-0.025688610827477545,0.023890430415233394,0.14098892191490786,,-0.06368674075319611,0.11777006759532364
LYZ,-0.006090459312613929,0.036107526781028056,0.029542142768024453,0.008228866354420923,-0.017850914478976628,-0.04445489097394731,-0.027115068128619885,-0.021916660620129216,0.034746242043827015,-0.005618181917949412,0.08511395974142133,-0.005164879440867228,0.08873820332349924,-0.03691606851962122,0.024517921706758074,0.08928828660282695,-0.07958069476397478,-0.0019875682816018424
EREG,,-0.036983835298593656,0.03153979027718526,,,,,-0.027198217263121917,0.01693830660192088,,,-0.04653593504994595,,-0.020962848857405184,,-0.03271367518760251,0.10870903425835782,
SPTAN1,-0.02552840295442946,0.005508436512276046,-0.0045389090582597805,0.00032856081486671456,0.048915267486201376,-0.032359262167660274,0.033982787992461974,0.05016805895417594,0.06733439138469366,0.08460109523034556,0.08054269434647138,0.05104377932210871,-0.07681433494724109,0.039447625282501654,0.06443295593729914,0.028788691661696567,0.024496516403894542,-0.009490534441110232
PTH2,,,,,,,,,,,,,,0.03147054912527385,,,,
LIPC,0.03054535660465145,,0.04202319613266092,-0.03829499805616557,-0.03982622296445312,0.02744236938898569,,0.008398249468251177,0.020013430224810867,-0.028509593785204703,0.03149833522506787,,-0.014712338939974605,,,0.18952591602140784,0.014781108767433373,
COL8A1,0.07201487875995574,-0.034256317517425666,0.017178736142749774,-0.03249403787209261,-0.0026472871758453837,-0.019409388468633573,-0.047100638535331994,-0.053532486766219176,-0.09892396876601837,-0.06385165871694068,0.010365780216676971,0.057608621780263596,-0.017795408902576523,-0.015027619397184253,-0.02352753678615188,0.079389488631868,0.009630202123905703,
GSTM2,-0.0014795455999898097,0.0006649051985361546,-0.04747914128302407,-0.020882612481745076,-0.009604455326013209,0.10286372762266241,-0.0076945899636201,0.1232272897431344,0.02082512836246006,-0.009845984042694282,0.09092927309533912,0.006003292106790334,0.08840041457389017,-0.03573212195433515,0.06921222299511354,-0.011767904694881322,0.03565983664495516,
SPX,-0.010275171873726745,,-0.047027657474956984,-0.06547944967477949,0.1496045724186899,-0.01680838087391928,-0.04480768077447776,-0.0025642779697371064,,0.13383238880851536,,-0.023115181362263242,0.043718669787069085,-0.005702516248856429,0.060586521434068556,0.09745411188845662,0.048773440736537936,-0.00476136823877832
MFGE8,0.031716391652950725,-0.05743340489159331,-0.04234617822540715,0.010904858448204272,-0.032442834276496205,-0.013842821030019258,-0.019024788311586795,-0.025826756903242376,-0.008640944056506889,-0.04195309224819598,-0.012811928064186944,-0.03268133700674578,-0.09268232318753733,0.033303703312609824,0.09369777709287794,0.007454142637311109,0.06086627011341996,-0.035650286301508426
TGFA,0.017554581404180383,-0.037012885232337416,0.010517449152941203,-0.04301122703876745,0.010631543451813028,0.05062320369041751,0.025054657216706407,-0.06112879183094611,0.0934912803918801,-0.02665972935035542,0.01000859920172308,-0.029221985436917865,-0.032219918732947425,0.007268804001403241,0.038778946802724264,0.03948395054594205,0.04219253310269997,0.020274468785586863
SLIT2,0.025270816858770778,-0.021798671149227077,0.05753496723585059,0.07605065141176538,0.09193332859109601,0.018100762596229024,0.06868865483648363,0.0692569131861198,-0.008935053958241766,0.10663707578475251,0.041105190979821356,-0.0139864668900047,-0.010684174096931101,0.03965008701412519,0.284983467556513,0.019821541427114207,-0.008617784300683521,-0.0389909339562148
PLTP,0.02407040966599473,0.08976867672685405,0.06607858116148971,-0.03461420839026128,-0.06524888142462333,-0.06086920525279277,-0.023593243650517307,-0.006773693625670662,0.07778645121326994,-0.0598068761352133,0.02038500953133556,-0.07788193707460365,-0.07533388435818407,0.045824288647646934,0.09132475820298143,0.023717496699281897,0.07820159148854913,0.037450275502733096
APOD,-0.027494081348264553,0.06280141842730705,-0.022599481000142266,-0.016064468203978076,-0.12696812179652886,-0.012004869348110864,0.004457135126345503,-0.06370679257204208,0.07927938594024082,-0.035800392490727015,-0.08331150342980066,0.05191873141065341,0.019754206392492295,-0.02567390909430655,0.0604004067575417,0.09447059471262682,0.13199812210595915,0.010638061603260213
B2M,0.006272856661940907,0.0857990586953907,0.005621784033332661,-0.04213452228607464,-0.08639073480039382,-0.004429714034647169,-0.010664036410612834,-0.06107337072108418,0.11735257219593222,-0.1334723832223964,0.00954419217202593,-0.053834013322694156,-0.056639159958100926,0.04279333445731071,-0.06119938093364119,0.021886743269490784,-0.02311516671005964,-0.018229730530567475
OMG,-0.05051864116102873,-0.034498997610090495,-0.03238230395026114,0.016588416786709557,-0.04063007788503219,-0.03801948212897567,0.05157590471094253,-0.05800982771948357,-0.020107545563365352,0.10148443811535938,0.0556582940904147,0.021939227883738307,0.0083002975254857,-0.03504823942386225,0.0409034092201802,0.0260687711862675,-0.05667833259320658,-0.0488098692368736
CXCL3,0.03562732215696423,0.05074588063555421,0.02407450129792062,,-0.007386336984894467,-0.01848731527444705,-0.01047899636319049,-0.008974170394224405,0.09758755119658095,-0.013070205270614609,,-0.013321779699948345,-0.019067958976028806,-0.039372333812297274,-0.051777897966695546,0.054638736740002795,0.03163876965717592,
CXCL10,0.005008728853552825,,0.031084704347745674,0.06575708829930818,-0.08558174669926599,0.06240006410949202,-0.015918362451252204,0.026824881743354134,0.03209054151138643,-0.02077013790198652,-0.05151348114659512,-0.023674171405386853,-0.025688608034264045,-0.022997524021189212,,-0.008772192218554485,0.06409879546419758,
RSPO3,-0.021432517343730376,-0.027437579366168613,-0.023448227338952472,0.10885718383377668,0.138411572138235,-0.004031467500040123,0.021512332926325928,-0.0029733950297704155,,-0.013658112604261329,,0.024673173295959777,,-0.017792295152440536,0.011064353174662978,0.04520063236420528,-0.011899809028098682,0.027419430237013924
CORT,-0.0396325159494618,-0.036413405963252474,-0.028457964211172557,0.05016594832081666,0.07561191776504737,0.05083793032800967,0.03513169454356388,0.046829026263321395,,0.005212669326707025,,-0.02614185645912165,,0.028695996630615048,0.08407085672172875,,,-0.009179484738538184
NCAN,-0.0527664762281472,-0.029609375259935927,-0.028290272171800968,0.0373387104962965,-0.06484986789337377,-0.0273770237357038,0.05399398594546468,0.030198127032798127,,-0.11911405732000852,0.05343163154590321,-0.0358418933647097,0.05261710983227689,-0.006626911908190406,0.0301620499831207,-0.03521977897644864,-0.03172899755202966,0.06952785135440177
PRG4,-0.02372835086067881,0.05525811461336353,0.05082378209436921,,0.0037692194198707743,0.024389210301095855,,,,-0.015968591403682005,,-0.025110457760641785,,-0.020937618625748965,,0.10423493096112547,-0.030789357264330002,
ZG16B,-0.02187943526779828,,,,0.02836994416208958,-0.014358613886744072,,,0.07532162767178192,,,,,,,-0.0233553376135492,0.18348680654678157,
TGM2,0.03760357943239819,-0.008646310737661363,0.07121227150869629,-0.01597204221828746,0.026915427586623797,0.0007943948981668503,0.09630938426695776,0.08078131554036166,0.055064090111470385,0.0688575247252631,0.016187224414819634,-0.0021771453506459816,-0.0420878312966479,-0.028897981128315882,0.020460202018636613,0.05844719114436144,0.07545507901552181,-0.007394739956804724
VEGFC,0.01832247562622485,-0.04079735223173597,0.03176740361084571,0.015620494066175572,-0.03441912831162752,-0.0386642046774666,0.06480642117273706,-0.03073386708272485,0.09919900141721039,-0.016296584033328378,-0.0563637096526056,-0.029504613559195515,0.016248060207299637,-0.015334553304006156,,0.015371556204846456,0.0861340795580796,
WNT6,-0.025457586327467092,-0.0533528579247313,-0.02313341426411155,-0.0253290542797073,-0.025671837338703776,0.003787725491937817,,,-0.0297152753760276,0.08014830000720911,,-0.006401703088285843,,-0.022337009190261853,,0.028893746991226658,0.09847412821408699,
NRG4,-0.014532167352515253,-0.02056594065393558,-0.0239135164491448,-0.031007444806925657,-0.007658959077734786,0.013300213030091946,-0.04684917078996809,0.030854553787671872,,-0.0005944425123445763,0.1658471952964434,,-0.020195851251360322,-0.005024368709765002,,0.0030792185983400744,0.04124224625697194,
PMCH,0.025297770114095862,,,,,0.07389263999872868,,,,,,-0.023302834039389778,,-0.012796410082878306,,-0.05395616976291993,0.10604766103847872,
COL9A1,-0.0022077253322127415,-0.022571456813443806,0.021359895934935667,0.013324160156854139,-0.012261560726648274,0.025299637616026095,0.03305511877690647,-0.026821174572621544,,0.042370660667748895,-0.018877982479957398,-0.04344133632130787,-0.02515593384784401,0.036827444441920855,,0.02146681735473954,0.12766965192523824,-0.015028845385735587
GDF11,-0.00940778217961823,0.06337163986268202,-0.03973466251403453,-0.009783286618868932,-0.024240169067844437,0.024042568355266806,0.023056527063800247,-0.007564462225175604,0.07843762373298359,-0.05008301009351288,0.050711935780562295,-0.031007895194220002,-0.009245815543281376,-0.011428473322123782,0.05580787788869712,0.11031373277957832,-0.04245307916597606,-0.10580689820757774
RAET1E,,,,,,,,,,,,,,,,-0.031207675793955125,,
IL24,,,,,,,,,-0.022587061935346313,,,-0.017374031533001242,,,,,-0.03536914500602908,
SORBS1,-0.06467807142131074,0.09446014260381459,0.04184971268233198,0.020866693000465064,0.01373980977579535,0.03410899616321659,-0.014351274710918707,0.009056784304883719,-0.026151827230947455,0.04855577104645449,0.10534728746839846,0.05433043977971633,0.025790396775720037,0.08101401149073444,0.03748869631369997,0.03602240537416385,-0.03308507476687409,0.055184334794982366
