,UKF248,UKF259,UKF269,UKF275,UKF296,ZH1007nec
LIPC,0.008642112409748345,0.062349832456422796,0.007231369074377578,0.0562941308503581,,-0.011466641659758942
COL8A1,-0.02858531155363092,-0.007283691971047999,-0.035402285221469515,0.07072207739154283,0.022810228631528148,0.01944092421041577
GSTM2,-0.00023165215944821545,0.10466762960708861,-0.002889419611712949,-0.03758977846830291,0.03781904098934403,-0.0036199481275301024
IL4,,,,,,-0.03914587991539818
SPX,0.0518728794568457,0.06551255756631708,-0.023832285816098968,0.03135262537448943,-0.0012540868022402265,
MFGE8,-0.02899929276747728,-0.0076322403664947575,0.03454212518683314,0.05302413382287652,-0.014336762097190895,0.03843986267135103
TGFA,0.038541292372860185,0.016777849233363517,0.035173309175214676,-0.02548518427063744,0.046011956219859804,0.06055553295497053
SLIT2,-0.03566400406365053,-0.0033175099537355915,-0.05465055641616569,0.00041282972496317687,9.92874146254112e-05,-0.0462849328558453
PLTP,-0.04383021861926778,0.02274481589036322,0.013026338244709827,-0.012833620300298684,-0.021928259312881733,0.07982401794104516
APOD,-0.011858526464856644,0.011531420491684298,0.01807124016720401,-0.001746979747313256,0.05527379686105026,-0.010507436987395737
B2M,-0.04170305962331959,-0.025877719911030297,0.07151585894756032,0.0396595918138146,-0.009258054461432482,-0.022880037309566132
OMG,0.0012151345136447343,0.056930017698493096,-0.06469686443314107,0.023057275631019176,-0.010293042183490008,-0.05043453802952665
CXCL3,-0.02972706601010071,-0.015784881759087245,-0.026318335399457656,-0.05206586873995458,-0.011351153130285134,-0.050247323312154944
CXCL10,-0.06104503979848227,0.08538442119983845,0.10991240710654362,-0.00668718057136815,-0.01724323241510606,0.0010555873745356397
RSPO3,0.02815900682730501,0.02078456435397787,-0.03291521376347406,0.059859329470906046,-0.005715510512058608,
CORT,-0.03441156886933159,0.05552711798608074,0.03175844101547393,-0.045746483586074624,-0.03729433823677458,
NCAN,0.010273960410962717,-0.08240473713496484,0.06116740786259164,0.004691355306071672,0.02259057435196158,-0.10982619059711954
PRG4,0.020896269248789394,-0.009408075192205125,-0.028513517750975045,-0.020204995727248796,,
ZG16B,-0.01609197510274256,0.059475976005255435,0.12439507700885612,-0.010801460273024734,,
TGM2,-0.014825806746282557,0.05505408585635612,0.0392954767559473,0.025246757514530583,0.043981704360044484,0.09558895524993839
VEGFC,-0.022158561185992187,0.0023349079156009794,-0.03759328291110554,0.009016493179569308,-0.014551531753684179,-0.04437459715155451
WNT6,-0.018723648044081536,0.0283108056827584,0.012777341932775722,-0.024038264575124566,,-0.04963963740128598
NRG4,-0.010688176927936591,0.013484024087318492,0.008653108477161336,-0.02075135409662,-0.02271280621452175,
PMCH,-0.012318699103595569,-0.009874941840862794,,0.0187074089342973,,
COL9A1,0.002343215397262247,-0.006122566468008097,0.05634383560654417,0.012092168008136086,0.068360543298073,0.03298388754286387
GDF11,0.011773625657588351,-0.015795269434814338,0.038666243875457446,-0.02668626244149158,0.01317714180942262,0.0005554173022013601
SORBS1,-0.0008055748190583136,0.06632128075259029,-0.03952018632265271,0.019991077723737656,-0.01176429084326127,0.011657078365981455
DLL1,0.007451879084525318,0.07755680895540784,0.016773183275849465,-0.02223205490800168,-0.014357060933048622,-0.019770050863061307
TLN1,-0.042017156110972856,0.005717636152363698,0.009961089686521988,0.0063807476975731095,0.014805903293872255,0.1060305375110882
COL2A1,-0.04018658776651375,,0.018831857594979285,,,
SHH,,-0.0059703856186841845,-0.020689416509791593,-0.007707320981141038,-0.012182920820079763,0.16178389534867174
PON2,-0.019502752502649698,0.030725677654912246,0.042615708602392326,0.008181672427392863,0.020896104766594748,-0.05226909430417762
ICAM5,-0.03127661317955197,-0.027954279307945234,-0.03437499137948897,0.02970123040478544,-0.030173034870752624,
HPX,-0.004740246151397736,-0.011694016253673192,0.001885136460168735,-0.021197196334307895,-0.01061065091371195,-0.019603715389842458
SFRP2,-0.015428248252219497,0.021616612306461135,0.014645505799528764,0.044841433612839154,-0.04956136350610827,0.13869135798113005
CFC1,,,,-0.013593740599968183,,
CD70,-0.028187027662403673,-0.04866974513702686,,0.019820926520030778,,
HP,-0.006203379275953819,-0.03221271543504952,-0.03817451072689253,0.03209707434892955,-0.013523164987555944,0.08309272245233419
CXCL2,-0.01620963420090371,0.03416432302463128,0.006657382033702694,-0.030378656245658418,-0.014746206310717123,-0.03426554822934275
NPPB,-0.014970961689101094,-0.019491236584901084,,-0.011903232108926529,,
CCK,0.018409763487506278,0.0613615711241298,-0.045756708784451136,0.0007472548959746188,-0.031897476023334835,
SEMA6A,0.01843564755353172,0.06566098027654757,0.028942724977980366,-0.008382584650082464,0.00023614313497607377,-0.012494004155239881
IRAK4,-0.005324881068056715,0.033041475905609415,0.06172428216794163,-0.03541456322458787,0.002372494231897384,-0.014969015246690451
GSTP1,-0.007401496768234509,-0.0662569665571331,0.066822479359272,-0.0028726492459273914,-0.005224815623951644,0.10016135638146587
VCAM1,-0.07786482199734471,0.0007037091988883925,0.06395120439926749,-0.01364621755677372,9.718306383054231e-05,0.13664869019881817
NXPH3,0.04359588837799133,-0.015009083796267732,0.046961118654916714,-0.009826518027687437,-0.015887273643721004,-0.05685813843184896
MTMR4,-0.004233123029547513,0.02998604981876513,0.016271037759066683,0.00014818772374720034,-0.0024310216999358985,0.0070348669585941544
LAMC2,-0.011750639514815761,0.015591511300963102,,0.05870523474082046,,
IL10,0.005015551101703941,0.005164178118235689,0.04716851825402818,-0.027874833836685153,,0.04090211256340084
SEMA4D,-0.012456756156971857,-0.0166342953151617,-0.01103947649295497,-0.013834271537879018,-0.014666479592296666,-0.004224020212565819
TRH,0.0005056203093050772,0.05268881006732397,-0.01921706167407363,-0.039487465357362674,,0.056814075537949094
SEMA6D,-0.029492967807478256,0.0092324653086942,0.06410388871435717,0.057264208258042584,-0.0021559967383128023,0.02563082687168378
CEL,,,,,,0.17385967417189555
PDCD1LG2,0.07106147328238502,0.006530701282181804,0.04604606130177986,0.0007379412661653052,-0.010263758831719056,-0.04033603998913579
SPINT1,-0.004624786470172049,0.0012768385679833103,-0.00855665951692033,0.016514589040696123,-0.017340137991823195,0.1615167518920335
CTHRC1,-0.05689241375621315,-0.009841026575968524,0.03220164914830794,0.03369501651045276,-0.005163960680823094,-0.011849389594759858
PODXL,-0.044913393842105485,0.025541884021511467,0.01753632268083325,0.05147288175729826,0.017773791867372414,-0.059590117280294765
JAM3,-0.06776007185860825,0.051995799313478946,0.017734680362503762,0.00674882735070204,0.026187182082002866,0.02893719401987822
TGFB2,-0.04457895070636839,0.024058429070656685,0.04897675487867873,-0.015966137217066148,0.04987682207345749,0.0012934285744876503
COL18A1,-0.05595816614139464,-0.05437164749824513,0.05879806331740893,-0.034862190086187635,0.0064285220490299414,-0.05018457544588114
NODAL,-0.024144273593607154,0.03394827936555494,0.07863508735024531,,,-0.0017055619576039499
INHBB,-0.01124550764941647,0.030268922504503325,0.0012488237948498368,-0.006384381385902488,0.023225988258387474,0.1278981031183908
LCN1,-0.011750642158757497,,-0.005993819607084607,,,
ARF4,-0.007321085391248769,-0.003965789984481565,0.0730646358893525,0.03456774318685134,-0.02106804474376939,-0.026173892111550308
CXCL14,-0.021034936441209424,0.036441995695070596,-0.018831330100983305,0.03482393875329825,-0.013446195786355154,0.03617112564526293
LIF,-0.008991521428867626,-0.03920283919038551,-0.004546532700180027,0.04856295189707001,-0.012579168894484492,0.04303589553040038
IL17B,,,0.08551140130503297,,,0.03344271241001341
MMP1,-0.016200200619824516,,,,,-0.10550398795810262
MATN1,-0.015428250354688661,,0.008357580242827347,-0.012052727370272066,,
ADAM28,-0.029969616514891075,0.022214154305795215,0.010384904205597565,-0.002464874479094109,-0.009932742254452008,-0.004819501802732699
TCN2,0.0010545077471984718,-0.04386683999328752,0.06881328138773235,0.027415464889683317,0.016828152772379916,-0.06593528509054096
THPO,-0.02010364902390591,0.03307472873996688,-0.01473289935452001,-0.0018951860292884626,-0.013089819786356977,-0.04963973757137336
CUBN,0.010723396903807383,0.037684976283726176,0.060827012620762635,-0.011421621762447182,-0.0289716376019131,0.015369323683952446
TIMP3,-0.03716819134396014,0.05364433398384544,0.009956362423596416,-0.048671547295967954,0.0638958450159113,-0.02256945373881079
PIGF,2.874181105852046e-05,-0.015652735779180662,0.02326749546902785,0.033421905784000644,0.008422149060355988,0.08434963655561108
CRH,-0.013767276302901756,-0.03743890712479524,-0.012283854050706405,-0.018973806307620977,-0.023683302494331156,
BDNF,0.040134877551992174,0.04774654081747977,-0.003953134261352732,-0.013527412711902153,0.005323536242458632,0.035702671186743674
CCL5,-0.009555173150999336,0.011558786519214407,0.0557237718046114,0.06121210186928146,0.002967680313402239,0.059613101889760926
GAD1,0.027098229320246733,0.05647170839893137,-0.008015996419209033,-0.003648281607878208,0.029182908135361646,-0.02334947997466136
COL14A1,-0.02784417456169565,0.07627561198500914,0.008505347978827198,0.0288909140828895,-0.017145832077660076,-0.07813422338609116
HLA-A,-0.01412045529574423,-0.040411849714374996,0.09033515444052334,0.017418510628709936,-0.05372961729601704,-0.04072951404515989
CD5L,-0.013767274710132752,,,,,
FGF18,-0.012456895260045302,-0.003338455081102665,,-0.012914972217598282,,
ADM,0.046957837671268716,0.022478294126743147,0.010899799625662995,-0.047675870833784974,-0.0005527401574161767,0.09282854225607995
CCL15,-0.02296947836424559,,,,-0.03734736317108546,
GNAI2,-0.04796377284381707,-0.005821734098725726,0.03864044141538623,0.04498996371761731,-0.03430391274653877,0.13989495219237705
HDC,,,0.08513111226926379,,-0.015935171947793727,
COL11A1,-0.046789488962850394,0.04038402697246032,-0.02216218915494833,-0.0011463343845732209,-0.02714701846444656,-0.018834277604960984
NUCB2,0.020295049770137852,0.006319879317338035,0.03764511756504584,0.02005296299164598,0.04087956399164268,0.004233797409196992
CXCL1,0.016668832951902468,0.0045711725041779365,0.006399833413982312,0.037694268689144536,-0.011911814152650153,0.08593819239270133
VCAN,-0.02226576506713967,-0.052416764853779024,0.0047226492162291715,0.08475587948190949,0.024636229233975373,-0.05694972169553657
MMP7,-0.0036697281843683896,-0.0062311816043657715,-0.01685808314905994,-0.011903232043891704,-0.02301104440959541,-0.05343202025394183
PTPN6,0.0410862336768011,0.024812065719419674,0.03278164339860027,0.013328798200671435,0.056254421543000345,0.04010939168524793
PTGS2,-0.00687642161968278,0.021711643643811448,-0.016587171204169856,-0.008913920199366652,-0.025404267509861113,-0.059041182145980975
XCL1,-0.01508647066562924,0.016992735624878536,,-0.01955061325513326,,
CD58,-0.04738344628621588,0.06307052525986055,0.06234931175790662,0.0036227740489944834,0.02702344563409748,0.08067312050549644
TNFSF14,-0.015201174468148058,0.004620314095151839,0.009111700127869224,0.006547783555588462,-0.011634707982288262,0.14377499516235978
CNTN4,-0.02672549176842034,0.05156129620851838,-0.05356134185985097,0.053729420980423215,-0.00461091088793169,
NTF4,,-0.011851518644511512,,,,
INSL3,-0.013514693372078694,-0.0004210235994886735,,0.04614913073962334,,
BTLA,,0.022661357208481028,,,-0.014857920029951878,
MFNG,-0.08057968898727691,0.025074167856841304,0.1379820964832002,-0.00458007189478982,-0.03246116596403891,-0.021471248420362708
ICAM1,0.05074831328325104,0.024327639543269833,-0.0030439020466948696,0.03685719743462928,-0.0032144259354262785,0.07713723325132066
PROS1,-0.07740601309995855,0.008052196354348859,0.03696997154586434,-0.011691212561530034,0.051446054459770775,0.0410478345839722
CLCF1,-0.02805845941885904,0.012688978047735451,-0.05354706572468343,0.022530296537454437,0.025153067793155372,0.14230132611129195
PSAP,-0.03963587594394505,0.03415809930481169,-0.034825479119521247,0.03622002868054095,-0.009044245922674655,0.0912125710666128
EFEMP1,-0.04988629050878415,0.07567380028681775,-0.02030033916801783,0.036874598294930075,0.0589448166008691,0.12475064099651964
C1QTNF1,-0.03507530289416281,-0.030470391363289773,0.04332597894744906,0.05638941715782168,-0.01371963273746753,0.025445347658605826
ALB,-0.0208940686181396,0.011825356093264322,-0.028277313477560104,-0.01498484086717363,-0.01321457093239456,0.05007342667913733
EFNA3,-0.005841715748944214,0.023074200748648386,-0.029689376675056986,-0.004277406340738331,0.045096031070804315,-0.022136896729709848
DRAXIN,0.022901441631700464,-0.003098049100584021,0.02686700794370464,-0.03379698115178549,0.09663457207556538,0.06677464448291634
RAET1L,-0.010528077390023927,,,,-0.01270864370582856,
NPTX2,-0.044482522555047886,0.013585167793138387,-0.009681409197037461,-0.04020150624332213,-0.014927871808673554,0.1279817848382199
FGF11,-0.05782690487950047,0.013035236127868681,0.06435908502518504,0.06793821658682303,0.07311067267326452,0.14749433739014436
CD59,-0.03526174260946033,-0.03896089912304777,-0.041571604259930534,0.0674676196350922,-0.024058492180938473,-0.08759815798609757
COL9A2,0.06208375841224305,0.06733419475542693,0.010205509711117207,-0.008927935086403445,-0.0031911951609887015,-0.034570758196927856
DLL3,0.039509161980737624,-0.027978766751400055,0.0655608144912947,-0.0031219021902993372,-0.011581774477761889,0.1019663212358568
FGF5,,,-0.02251706553634782,,,
LIN7C,-0.06578782205335283,0.033247222288191526,0.055890385258707403,-0.02962011412378375,-0.010768954322893844,0.03319541557983577
GDF7,0.032803344980336525,-0.0014466549034388057,0.020676026737158175,-0.039101497241194175,-0.011634707530163489,
PSPN,0.015795001631437714,0.011784857841444979,-0.036887406587420526,0.018226327259523556,0.0017031218463778091,0.05587574433361661
ANGPT1,0.03686116116719105,0.0771341714757367,0.03485803618265501,0.0325315173393389,0.03446465934556419,-0.07411530544771003
PNOC,-0.028927049700012846,0.057774775023372166,-0.009317250645443946,-0.006582439993364729,-0.01832521925990306,
L1CAM,-0.009132518332116804,-0.01412953671429525,-0.031140288167578703,0.016153301129113378,0.005115912400349485,0.03520387344213618
APOA1,0.004697183410710512,0.05316304780826412,0.016899774559376125,0.0133348300226455,-0.018829657086366997,0.16824009962308223
PSEN1,-0.06112423443726023,0.05190928547311578,-0.05723481820933607,-0.07994134197744801,-0.02691593084193142,0.0302457620628814
CALM2,-0.042692709133947786,0.05410485122021767,-0.06715346136413075,-0.01754124346650467,0.003729455654599759,-0.04659905488311956
CLEC2B,-0.0657477213193132,0.01590831570336703,0.06425536629038395,-0.01894841406610976,0.026022794638400428,0.020795139862130642
NTNG1,-0.0050359821593690055,0.06250414833339298,0.0004907738733599226,0.008386186026551121,0.03588383341794338,-0.04414607151687799
LRIG1,-0.017205045383479278,0.04530654172192054,-0.036209984463794705,-0.00840307054521265,0.016576294648277375,-0.007864964985557223
CPAMD8,-0.005002566340734915,0.008432514492260625,0.016616953266452357,-0.015224946495893735,0.03174301642527641,
GHRL,-0.02805025654050183,0.011057707952059667,0.11578982114511688,-0.026694732350489914,-0.010610651995442368,0.0267276449825752
NPY,-0.026441941157251903,-0.017177721151463456,-0.0027000956663351915,-0.04576998495098978,0.00843597917745475,-0.03351960533484739
MMP2,-0.014921699177253455,-0.003416822349635271,0.07860715340927933,0.013164454644892227,0.07398281884980899,-0.07480866806268281
LHB,,-0.0043301840126909,,,,
PPY,-0.01775241899977832,0.017297314083121063,,0.16198997755100292,,
ALKAL2,-0.01974375538633846,0.047087934741162386,0.010728357212418368,-0.005734270785137215,-0.028212489127838778,-0.050639534617964464
CSF1,-0.02691352176849305,-0.0017829599861695106,0.04207348925250771,0.00250708746371213,0.001949821843375788,0.1401868510021278
SEMA4C,-0.01451081318872975,0.01602801619144308,-0.05639741045277919,-0.011873960714472642,-0.0048093164537798775,0.0807407692109453
ICAM2,-0.02077853196011468,-0.012852874691449492,0.04063526249344713,-0.0072813006444955464,0.016192139083185942,-0.060818355625316095
SYTL3,0.01738131684001106,-0.012876000552638586,0.05041745753474659,-0.03883399026228356,0.01143834990263911,0.12792467075048022
IL1A,-0.00016019696787845843,0.0076110603480623725,0.0691033920963664,0.006724882534648752,0.02268592131421738,0.043264054232722435
HLA-G,-0.01620019718816306,-0.016519385133831672,,,,-0.04437459715155451
PGF,-0.02294654247464906,0.008062036230184304,0.03431150371366848,0.013802472361008363,-0.019185922463775065,-0.12280092532921548
LGALS8,-0.010864806103868885,0.0125840930613539,0.014175152621510942,-0.04062859522614473,-0.011701985187549436,0.043972292562617823
DKK3,0.012296203854180097,-0.019062624986230126,-0.057431040768758455,-0.006308336181492903,-0.0388496359523707,-0.04672267257721056
COL16A1,0.023319913465016804,0.05416492362318544,-0.009362119406177177,0.041178709462222594,0.006880211118697102,-0.08312745164404924
TPH1,-0.011895059044078005,0.05068807154551776,-0.024214453247403574,-0.014964910780976476,,-0.01852747640870659
TNC,-0.07454573400439843,0.04381028780911522,0.019280561200330025,0.004867319653622713,0.010765770301211635,0.21253906811899193
TNFSF9,-0.02115199388918377,-0.011297442517929383,-0.04729900093308647,-0.018266906890141158,-0.017722993236178222,
C4A,,0.022815841694997868,,-0.013190451735254799,,0.03473124183519222
CNTN2,-0.07410757454639648,0.019170183989752166,-0.051938813581717355,-0.033821641098812916,-0.03555130689095072,0.04730600883092446
F7,-0.01160452658763006,,-0.0007285721911033956,,,
LUM,-0.047424059373484324,-0.013429358768832944,0.06857270849609591,-0.026254997145905956,0.001205532527682898,-0.07389202564460039
BTC,-0.01052807300474133,-0.019141742565417452,,,0.0026790082780845247,
APOC1,-0.04593347478716408,0.0886336101471291,0.08363378886067967,0.0568986355498752,-0.058860439162105836,-0.07212952138464282
PKM,-0.04256202156877996,-0.026809369034651347,0.026936719533413426,-0.021130353133000115,0.0223681843859452,0.2193894206459339
TNF,-0.014490416019822781,-0.013274099359969855,-0.029895068475350374,-0.010668138097257019,-0.015512538716271064,0.06768021234775648
GNAS,0.019101890539323756,-0.02732401489131561,0.0010249159477406455,-0.006192011579529091,0.022983856379411843,0.08405937888221801
BMP8B,0.0070349245452337806,0.05796969713971966,0.04473472972531412,-0.03425911617137504,-0.010300166258764369,-0.010950334380538145
LIPH,-0.01189505611560747,-0.014358101109073753,,-0.010635109926214557,,-0.01850496347690731
CCL28,-0.016731876086733582,,,-0.016376319701564546,-0.012182921726777386,-0.04035759162847443
PTPN11,0.02731048332490031,-0.003941982808646927,0.01933095843565372,-0.024363000686986536,0.02109670892024769,-0.04938680025170134
ADAM12,0.00015177130167416312,-0.005195962754825634,0.03287386990476335,-0.015649471454084327,-0.011774036492250025,-0.07101178273593389
EPO,0.02730704571326289,-0.025813058594426345,,-0.011126959447411388,,
EDN3,-0.020720623944081563,-0.0355670897729339,-0.0360922414917093,-0.017246238363658295,0.03223066385930454,
CCL22,,,,-0.022404373816695425,,
CCL2,-0.06368370898036242,0.008906064714112824,0.03522140156227147,0.006313260115223354,0.013713277595329242,0.04405343338783958
DSCAM,-0.02358917066494336,-0.028870411276023022,0.07675110259874245,0.009577464252527127,0.024013153282056988,-0.017086769504650184
GPHA2,-0.013257644459905887,,,,,
ANG,-0.013030608281236148,0.023037510305068398,0.024072351019756598,0.025483286901386803,-0.019963965267871604,0.048942240943293386
FBLN2,-0.04616514136179042,0.007198638237472775,0.02770250652795094,-0.01630859396777682,-0.004841165597449664,-0.002692600274302558
VTN,-0.02248580145235332,0.0493943365156581,0.012617212858117316,-0.018280344791406385,-0.016245529052325562,-0.009905679961084353
VEGFA,0.04183764834928165,0.02125839378340493,0.04351406085867443,-0.025668246394866787,0.013254553435486463,0.1590078429299253
F10,,,0.03668992777078918,-0.01220047054199677,-0.02126524534082905,
SERPINA1,-0.0020560220865897256,-0.028490760660382385,0.06495881877067072,0.032975950240505404,-0.007672964324035228,0.019085483998616384
VWF,-0.0037666317169110534,-0.05317844520266851,0.06734501526255546,-0.008856482205737414,-0.005768049322261749,0.013040328745695443
GDNF,-0.018628519515837813,-0.014919784500076558,,,,
VASP,-0.02399785615873004,0.03311933101251932,0.056255436634576626,0.030785376577741504,-0.035708779816045144,0.013738532768985926
ADAM15,-0.01722622412007957,-0.017592777338829517,0.028207524142934134,-0.03166147223346084,0.026411190829205566,-0.014322819240625199
WNT2,0.014126790151688426,,0.0013012459131502819,,-0.01382243839519024,0.041980793476280434
CALCB,,,-0.02251706529164754,,,
OLFM2,-0.01615270803618498,0.007060388481648562,0.011240859214581055,0.06375180734274884,0.01536144264240232,0.06453359774235322
MFAP2,-0.019095216765730914,-0.008341025967117032,0.05203958147327771,-0.009208365491606599,0.0010521574348791507,-0.08977627291260991
HLA-C,-0.018766836664845493,0.046402657601121444,0.06566600944699734,0.0728741601739372,-0.039981148071653476,-0.007494365206712813
THBS1,-0.04141368506861613,-0.037227762166204624,-0.008485630583646483,0.036337186151848805,0.008720897913686602,-0.024911866208107356
HSPA4,0.01382288285753807,-0.005069620942232629,-0.035027441056172656,-0.01592767027683957,-0.039769771670485794,0.06070123406379994
LMAN1,-0.060408771052198634,-0.03003391249361016,0.012499786396443006,-0.024447269830949095,-0.013224929803635137,-0.014409892734254847
