,UKF259,UKF260,UKF269,UKF275,UKF296,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
VEGFD,-0.016720211825098922,-0.015318413691879798,0.05827896260566449,0.030153464432440463,-0.020178845899859202,-0.04324709126410647,,0.21305049150379182,,,
TNFSF13,-0.01035196117000399,,,,,,0.029942536420451634,-0.028068322671880898,0.00908807215522511,0.05286767721949402,0.10310540391263302
WNT5A,-0.017429862382773754,-0.040783749793632404,0.03599055401527387,0.010218502906930441,0.037218097729316994,0.048577978339866684,0.008433734041995765,-0.02668383976082162,0.021221563643076667,0.03859718904897671,-0.0509535007849691
CXCL8,0.056472396628037894,-0.02336108559842852,0.0934508471909101,-0.0026928843091283752,-0.0187914187073382,0.08603689365204778,-0.06024563190166706,-0.08859479109778257,-0.029875557067526273,0.04594748593617536,-0.025187964880439163
GRN,-0.02859316500378327,-0.006590306710837358,0.08636541818296208,-0.007494049722646185,-0.0027066297223176427,0.018575049614717887,-0.059942347520508546,-0.04996649015624495,-0.04170656688767837,0.039071964534727166,-0.0381407702957738
MIA,0.022629066054077933,-0.046481360104716166,0.04587316423036375,-0.016357153415681086,0.10410064582651506,-0.03780409922222256,-0.029034017985092277,0.05181300330308324,-0.025642374475574027,0.003033173575263098,-0.03616210954464732
COL4A4,0.0018627873866743935,-0.07492138814328916,-0.013774187912247883,0.04689927086689319,-0.030960343536198788,-0.04681619945855206,-0.008580201777001664,0.0001668772513625174,-0.02724274873318256,0.0018565351289484195,-0.019559923465627984
TAC1,0.021056686751950396,0.07209882164189103,-0.06546606682854167,0.013042555689789593,-0.05754152417367491,,,,-0.007621748906068926,-0.017904886128420932,-0.035338687534899674
RARRES2,0.02563083984939496,0.02237601553559951,0.0978262117827944,0.015443840417853391,0.015129666572948341,-0.0346118700835495,-0.04084987855388255,-0.02197585796677984,-0.020205337204110344,-0.017477685517068315,-0.039821451474471366
FGF7,0.038102011448735165,-0.029330307196744527,0.04402277086445259,0.044549995344962734,0.01795697194585722,-0.038593368775356726,0.08068354600032171,0.011900223548261835,0.04151953902193735,0.01329991884679533,-0.09204954006857362
EFNA2,,,,,,,,-0.017001468797568666,,,
HBEGF,0.028169989862584774,-0.041280510081463696,0.02979983810261256,0.002666742103919598,0.00468740915796211,-0.03539642629054484,0.006959535051213343,-0.020631251944483196,0.011134971952599241,0.015565984971280956,-0.10037230099171202
CSF3,0.08019030528348621,-0.04383748055022279,-0.014572825690962835,,,,-0.023237719498386898,-0.06079995102546695,-0.01937940619822232,-0.014339767827738797,-0.036911376543238394
PI3,0.06789123107673696,0.01370201053688847,0.030819734326844355,,,,-0.05068664316195707,-0.08529865761399733,-0.023683735086580993,-0.031155551568842622,-0.09972289410666713
PCSK1N,-0.01733402915237608,0.013176787466078189,-0.0429052600139956,0.0028485496963989603,-0.045334969088641056,0.07322626699055097,0.012723563625674974,-0.045706571220460755,0.0642306275563949,-0.0206668880249973,0.04197171931234547
NTS,,0.05369094446513602,-0.017911755759284626,-0.0236254266895429,-0.006986283385017855,,0.11187627110384649,0.03767153055271103,0.07196454325844091,-0.021235240764681706,
SFRP1,-0.013094780126311134,-0.017475657228142847,9.389707728373639e-05,-0.009347112222046913,-0.00702777465294511,-0.045910219922150254,0.0016764966601642375,0.002699555893391069,0.043702360973445514,-0.020741787567558744,-0.04604991418280833
CXCL13,,-0.017318599487427117,,,,,-0.035484597821231145,-0.02498566085485809,0.018236250924311827,,-0.02994014037819039
MICA,-0.01927381440571517,0.054442967484374855,0.06378060530829432,0.05169436289842365,0.009842080311737817,-0.018596611452564152,-0.02112411009043686,0.005100104643569649,0.027583251779925325,0.039811667013271566,0.01890039885350664
TG,-0.014131342417873534,-0.016309883547265855,-0.017588096807782148,0.007770801579731856,0.1535864383787373,0.05847911373879815,-0.02099103075787705,0.039642864607863613,-0.015949549096348537,0.06300527698887813,-0.03299418963516682
ADA,-0.03782507668915451,0.018362503412581166,0.043274459565982644,0.025714160513899454,-0.01438765341663892,-0.05313536110922692,-0.04382535138303811,0.04064782568037282,-0.035788982911268134,0.07016721229028593,-0.020920466184883014
LAMC3,-0.03190774424581243,-0.007865577587132295,0.1016916134133055,-0.016282083334121792,-0.034236639791368394,-0.12222375967899606,0.04380680787790501,-0.029065409728329578,0.050700761279989105,0.050632073904408346,0.0563561385247117
CCL7,-0.010216937990062652,-0.022961265437405395,,,,,-0.023676927186962113,,,-0.015026686662517334,-0.06250298694354989
NGF,-0.02340961446371734,-0.009900256449962036,,,,0.08178496497028456,-0.027344955419603714,0.07807662705505801,0.03409644080553401,0.03200593215887325,-0.04183191861444612
TNFSF15,-0.01137706015597073,-0.01700044301257814,,,,-0.0068312062233558575,-0.023082345317669454,,0.11109250568681579,0.012465610874547893,-0.040851513918490394
HMGB1,-0.02708307834797934,-0.008770618675258506,0.039664518911048344,-0.01101496376412773,0.03219698083069231,-0.007151680479768289,0.010474501309507047,-0.06785523671081896,-0.019121253239004845,-0.033610092879991,0.04527351067561524
ITGB3BP,-0.0065659771567309665,-0.0010211009544677794,0.07922633587694874,0.015239467463964887,0.033943406078084194,-0.06974285076973949,-0.017629264541281137,-0.009252341431866493,-0.055126438742438694,-0.0059707222119043625,-0.02845269817949341
AANAT,-0.010351962274849101,-0.015318415878669682,0.04517505647888234,-0.017946940782818464,0.029119241882648132,,-0.02077134594140259,-0.022879372227927564,,-0.015898861134508238,0.02269136106263387
RELN,0.04656845876664582,0.05855394325407592,-0.028605940952379918,0.0199120688564351,0.03161483590087916,0.028780183215351973,,,-0.014536104300475455,,0.005063791308572012
IL15,-0.0359313530474647,-0.0192383137379256,0.025243885937840337,0.007817860545868003,0.015132353155810399,0.004530495158234532,-0.013889349142074093,-0.001753197346301656,0.04886723232361214,0.08149878286585596,0.02271405065616855
UTS2,,,0.04716582037962911,,,,-0.017688321273819512,,,,
BSG,0.01783558390748526,-0.03344715690555749,-0.012850150417125523,0.00014310682468896745,-0.017677514136725244,0.11187309751726786,-0.06417135389326872,-0.03597804073754912,-0.0034302018298049096,0.045067043554245595,-0.04223426218362056
ADAMTS3,0.033058936881746714,-0.03318718562739107,0.04333153863270147,0.007692509856575985,0.021757968387849536,,-0.005972954715263012,0.00654952537426556,0.004176605764189898,0.030906383064986657,-0.026350717575966198
CD34,0.022278515897526347,0.008338528170611028,-0.015284816498834175,-0.0008213129771274665,0.039322657866335146,-0.036912491012659025,0.022947304888214542,0.0409055150904551,-0.01232280781894131,0.006686605329210552,-0.05943210954133097
CCL23,,,-0.014957017970874287,,,,,,,,
PLAT,-0.016039078231111212,0.05174459134513342,0.07230054781546712,0.02680627161127354,0.033583977335178934,0.06643050462730905,0.0434550155361953,-0.005381862410181668,-0.023109220378147097,0.029672084399711873,-0.03318951217902662
NTF3,,,,,-0.03704546545639424,,0.008198426887107079,0.10305335880123057,0.09068448546835385,,
LTA,-0.013094779513716737,,,-0.017284774337593765,,,,,,-0.02139747107117054,
CKLF,-0.023769192344588488,-0.012037999279955936,0.11321687397771732,-0.023023226076663728,-0.022951981029478027,0.04058310456648193,0.016072762557623674,0.04985947345337753,-0.01767379273969298,0.05386316594762777,0.023206983345450898
CD24,0.0005032204809703165,0.017239248868854105,-0.04191151127854991,0.02356235239633368,0.04365235922413563,-0.08666795695938648,0.039155687959069305,0.03001096108305728,0.08119871764089134,0.014918621822562548,-0.04558285743633395
HSP90AA1,0.001004759581622651,0.04756938297182408,-0.0873568490749606,0.006779336267849425,0.005478534059565053,-0.03819525884956295,-0.05028442136084695,-0.13863011498454864,0.025988757234721584,-0.07991364246223517,-0.026877288485546498
BMP4,0.028084610539710814,-0.029727860525613912,-0.00020177740672596401,-0.04279628045672923,0.031077346201596447,0.0010724805250006072,0.0404372803633181,-0.0313118012759461,0.11489368365704727,0.020424732728417765,-0.06250300811944096
SCGB3A1,,0.060539412849048194,,,-0.004413534821348052,-0.0016819079897318501,0.029928933161081632,-0.007452098595342255,0.005350406076853184,0.03344072092682274,0.03936464415744226
IGFBP4,-0.08565937905700277,-0.043102944194227555,0.0669979731687888,0.04015386159999799,-0.005195080203037714,0.035732717396290144,-0.005345461380094447,-0.06982355888011064,-0.03755709473126116,0.04598765944449962,-0.05572204634868917
RSPO4,-0.020043854256381326,-0.02105462835397413,,-0.02010324482489927,-0.019357862432634113,-0.023787835733797325,,,-0.016830643782214057,0.03235235217671831,-0.01010369831314783
LEFTY2,-0.02925914597594092,-0.02019629423026685,0.10505609040753985,-0.01809308238049674,0.07396361384519894,,0.0018596856981827295,0.12748080888329924,-0.0068006663604771814,0.013951878903414204,-0.06824703585902671
PF4,-0.008914077110649052,,,,,,,-0.015583023219490745,,-0.02139746611963702,-0.0222626627917304
ANGPTL2,0.03208564311629888,-0.05192837859296465,0.12645647620345357,-0.04260165020616326,0.01788574605837289,-0.025245485319325613,0.04315165088071018,0.060927404810916436,-0.046271020891566574,0.06680423254634671,-0.037376358259926946
LRIG2,-0.047599212651024084,-0.05214364254508711,0.045393206797359885,-0.042340863670329236,0.0030518498379904745,-0.006160428449418584,0.034886847215167716,0.012238289564758845,-0.015895843983311012,-0.0013222190922424757,-0.06799913142701232
ICOSLG,-0.0357417560737311,-0.05871841840486424,0.06572244088609232,-0.002960257034728141,-0.012318287945107665,-0.012826441533175097,0.011707986053059984,-0.03163796202338627,-0.03201673826138207,0.007055868557353853,0.0015084952710813179
WIF1,,0.005253385877158484,-0.047306489638306935,0.10825975661515141,0.011383856677418654,,,,-0.015645713643805206,,-0.04085151056601011
NPPC,-0.013827931867309476,-0.036728176896492826,-0.035392616188240626,-0.011492485646399089,-0.026902691501292767,-0.09013397341968632,0.0685815462743731,-0.029484124617239944,0.014775241589300105,,0.02159112759770863
LYZ,-0.0008491929383210932,0.05139480049318064,0.05603114083687214,0.013958745770646491,0.014345297316448211,-0.0676298871279393,-0.058247485076452034,0.02704789964578917,-0.04295557631123477,-0.023262367627501668,-0.0686282181776743
EREG,,-0.016940580246511596,,,,,0.020442883141730664,0.002802929709340083,-0.020962850596588,-0.03231513027339874,0.11885031570919496
SPTAN1,-0.05247741783178639,0.003564530241368865,-0.017406076800214616,-0.017181025074400703,0.07535184773355742,0.07266061012280395,-0.0354269169542458,0.02643222704716767,0.09598721947206451,0.03616982733368376,0.08250581312133992
PTH2,,,,,,,,,0.003151149854167831,,
LIPC,-0.016019260464701333,0.053650176616804,0.013214041302135153,0.01774207207630396,,0.05375897754074995,,,,0.06804794939280241,0.041117324450774116
COL8A1,-0.04338749508284183,-0.035994896394567405,-0.012977425203770897,-0.01197753280058652,0.0186168064256997,-0.00500407830994473,-0.04135583340804093,-0.009415979791613266,-0.001528815415011388,-0.027085863281889146,-0.03665495698275015
GSTM2,0.005997303780505493,-0.020673210828485184,0.024052474217751772,-0.02055354631980713,-0.04683579053389601,-0.03874455309668813,0.06193816761153158,0.025918125588035256,-0.015279918583306594,0.06616743808509398,0.003018060850919181
SPX,-0.02624935919142342,0.10076386423470006,-0.029458229201731443,-0.0025031148336047498,0.016125710397785407,,-0.02387216865344258,0.0015554599265998432,0.004495682352171959,0.0033914860607262482,0.07623924550898477
MFGE8,0.007038442803189781,0.0046165023431233325,0.04475557863942317,-0.008848623733845233,-0.0032790014172154732,-0.013299227542990467,-0.02675928429995548,0.01613177765016316,0.0493095698385279,0.07581139922841962,-0.04513548791454203
TGFA,0.025302707643152254,-0.011009622767858964,0.008644742697643544,0.024233563453217612,-0.010241638691995986,-0.04332892997834148,0.014518326247351094,0.02836333087236664,-0.013910684746551988,0.05888260923994383,-0.058253085664243816
SLIT2,0.042922568456652606,0.035680704229191854,-0.0436790976377327,-0.00440072601328899,0.06935951974192991,0.0766444704838028,0.0479532374040581,0.049145716758782404,0.008616304518634144,0.05155077661465203,-0.021947692134574703
PLTP,-0.05728351015840375,0.03337227545715702,0.09091886291238092,-0.005971706025806026,-0.0026674601526845932,0.013335874269505667,0.006497694678706958,-0.06450019107480978,0.0013691431277034357,0.007522852578107557,0.005625911781305445
APOD,0.00612015163519861,0.0028039084701876396,0.02143243927741146,0.001588085739380885,0.0006124881094904553,0.02192459888107678,0.058581112762929335,0.06399790893392253,-0.025707320476108905,-0.04417688674940046,-0.0034467889486011686
B2M,-0.003466991299938238,-0.017732716705447165,0.11087971769076177,0.0020817456019463065,0.07751269999555008,-0.00240118370842513,-0.026772122707636906,-0.012579186467074231,-0.062392136630629376,0.023020244475023537,-0.0812541778638779
OMG,0.011325868093120585,-0.02443011680742851,3.2545002159315865e-05,0.015325270694643836,-0.0002724706945126106,0.021381976916195776,0.03830657508260467,0.08374467449372999,0.02562074813240937,0.11811421615848797,0.10287223666753695
CXCL3,0.029401177686612108,-0.058100965955489844,-0.017258865796393217,-0.025944244037830987,0.022373490185938958,,-0.018748915078454626,-0.021748111215493648,0.04767838033828407,0.05889648798888548,-0.07826576020818266
CXCL10,0.03298717503414362,-0.04174312014247599,0.0948231479100582,-0.03793475754592443,-0.004461992999633195,-0.04016413416566882,-0.024449464776536266,-0.020901351601049143,-0.022997525929178857,0.012755818192059183,-0.051565991723770375
RSPO3,-0.010351961509956294,0.05339070817807947,-0.021584923528830024,0.07249552947453236,0.06885053053150286,,0.054751828581473816,-0.00011625702342265941,0.029316232243202806,-0.015249148637253025,0.05456902013165467
CORT,0.055065395102672034,-0.02473946591586191,-0.03735754614191834,0.002859837202221182,-0.007175243983464974,,0.10403056075244355,-0.016306841774839088,0.08180865754811255,,
NCAN,-0.04298963664422099,0.01768954409419252,0.018836833393302176,-0.04327595452286196,-0.062021694234270244,0.12336877663837839,0.02219224533583086,0.06652345298578037,-0.0007080394606971002,-0.011456444941888994,0.13138311038493228
PRG4,-0.010216939582220775,0.03454324665272901,0.04336258208849383,-0.004396743538709446,,,-0.025932787341474476,-0.02406174292039623,0.03361321441252925,0.0136814730561178,-0.013630136344747978
ZG16B,-0.01185800791423268,,-0.020187936381884965,-0.01373432229679647,,,,,,-0.019014047239089896,-0.018992334615849617
TGM2,0.05145958441534307,-0.05205376857920538,0.0614058747910243,0.035610781251362876,0.05262530340871012,0.04949843095703632,0.009290594572328548,0.009502461517628732,0.01984539932180882,-0.01756782630828287,0.02687698164570447
VEGFC,-0.018209322020560977,0.010470474042130803,-0.024652677107458068,0.01564421457049581,0.012757145530138052,-0.02224558856953616,-0.015909424755151492,-0.020212803584289556,-0.028725141101299777,-0.009126746744765863,-0.05863842674373847
WNT6,0.08972060489911639,0.0537540834658515,0.06707881588271225,0.007604598085908827,,,-0.010363851930262164,0.024031451011486096,0.09932334904729614,0.051271941610252184,-0.019624779769725844
NRG4,-0.012434482854384369,-0.02078882455301411,0.02721158258319137,-0.004529624896903831,0.002330562416835354,-0.046816147816143905,,,-0.022225301797058148,-0.015249150346318768,0.07674643209221833
PMCH,-0.017229187405893468,,,0.0071708116383857,,,-0.02406596667243403,-0.02287937141657892,-0.012796411144532505,0.08779855380732567,-0.02328962412317364
COL9A1,-0.01298690980163905,-0.0508977231736046,0.009323779653800808,-0.020239104191627628,-0.01361186590538145,-0.04649939551878994,-0.005754904882039125,0.06936787151359461,0.01673246956721862,0.05342714435896855,-0.06870464068897383
GDF11,-0.013966562888132923,-0.040812742933797795,0.07154543778329905,-0.009370192063545063,-0.0274378520694255,-0.03268535816090507,-0.02102454568592976,0.06709201786616717,0.03666009140534639,0.05733128200492633,0.07164872756701819
RAET1E,,,,,,,,,,-0.016728209581775837,
IL24,,,,,,,-0.017943004835045167,-0.015334559836956273,,,-0.03299417068898214
SORBS1,0.037287546661862986,-0.010710310048300184,-0.010192244173888887,0.03910230199397742,0.0112580573497249,0.09587941617464385,-0.012890090908193501,0.0045319393322457565,-0.026283848002259236,-0.014790901076520391,0.015329815657083317
DLL1,0.031579352206437206,-0.016221867978858006,-0.01275348960112167,-0.026399444801666602,0.003904019104426509,0.12711753741544382,0.006161342307405811,0.0805998173095458,0.010383168048795176,0.0892354003059156,-0.037563398761173185
TLN1,-0.018979410800996296,0.010177542922420974,0.05020300027816326,0.02440313333363313,0.027537677807923117,0.03748873325901818,0.0001919770011195702,-0.031221420083782158,-0.005833376410666318,0.048306058427296204,-0.06477792682372845
COL2A1,,-0.013035646705804602,-0.017258871669776524,,,,-0.039225760761721636,-0.03996655389183341,0.002810768514261426,0.014731590911099844,-0.026589321453380898
SHH,-0.01061707770504338,0.011348200352635465,0.09897854705384793,-0.0022648117544626254,0.054370952620598344,,0.023537221566726087,0.011738800135891604,-0.027773724387965812,0.003364688891801203,-0.01419724606266432
PON2,-0.0653233221072464,-0.02904561689026801,0.08862720256138738,-0.04215811708736744,-0.010803386787941596,0.07948570371934933,0.010190372630222292,0.06033221046636862,-0.04140015200401045,0.004949518550973876,0.11658640398592446
ICAM5,0.10464148912691708,0.0454402437033822,-0.03372552182925233,0.02288593330842777,0.011306415196966745,,-0.0329985420264834,0.005183785737780617,0.03526047334978332,0.04301130824588887,0.007372149251164133
HPX,0.06853085960657346,-0.005653905371376599,-0.025132512840404443,0.059864857214401775,0.0865957715208712,-0.02888499236241796,0.009556460792317718,0.10098491618829983,0.005651339439107302,0.08935321839065177,-0.04709878375122442
SFRP2,-0.01209170093481661,,-0.01377418385625,0.0020634529343839104,0.047069851064361436,,-0.048290967065587075,0.007019267812507148,-0.03299874255588078,-0.01322563241449754,-0.05751629988596951
CFC1,,,,-0.017284775382201963,,,,,,,-0.026114059393712797
CD70,0.03768286887290674,,,-0.014583059473135858,,-0.05080911277936784,-0.016331792189759834,0.018873433223847824,-0.02053347646812198,-0.005170676154340864,-0.051845391724644134
HP,0.04388052053747436,-0.02429758290170757,0.05843224870420594,0.03707639404934353,0.0727281152563405,0.03151818488547266,-0.05983973396969924,-0.046096122483491944,-0.009647241239285639,-0.02281106105312919,-0.033667120469702404
CXCL2,0.04419487807078012,-0.010616342378182134,-0.01322963048522237,0.02654180386615982,-0.026902689395805066,-0.046121424788620136,-0.044931351730265724,-0.032694151885107624,0.02151980584247248,0.10193153927041403,-0.06920167313795383
NPPB,0.008179458883658076,,,-0.015135252273792163,,,-0.008439936114998903,0.04099370076413141,-0.01912555902418441,0.011796919527494537,
CCK,-0.04293339717141059,0.055073379988137675,-0.07092846753662127,-0.0044019316870094706,0.018690474863888154,,0.017677350006745033,0.04476549332040171,0.031102462883527648,4.7676687452732966e-05,0.1406097852395101
SEMA6A,0.015420270159337503,-0.02808698707222133,0.012625021572205618,-0.0010369354972886106,-0.0002792749154841171,0.0071055445031271555,-0.06432646849437747,0.019445744658678706,0.050545473127439955,0.020922905825284666,0.0022576244531598024
IRAK4,0.046805559826571703,-0.03379087183309196,0.0085741961189334,0.008873682256424511,-0.0008439766181367878,-0.05988925019823209,0.017022897126349128,0.0056011471918642405,-0.05293030731398601,-0.00014856953536338042,-0.021154249193195068
GSTP1,0.01337819060233683,0.035138959919728166,0.10356607265370031,0.0075349390963670194,-0.022885188985913452,0.09328900851224149,-0.05289692328030894,0.09566010009224778,-0.019255114991544683,-0.021667650202014686,-0.02711183141170099
VCAM1,0.00018690413885884198,-0.027081697529761684,0.08812207816704769,-0.018995082151517136,0.014590072416070443,0.011857153765369995,-0.022648581368753935,0.03226696541110793,-0.04577183401600957,0.03255227803255866,0.02923884632341838
NXPH3,0.02674415431329001,0.02959626363532563,-0.0012676483375112502,-0.011485946210729068,0.04799093857327063,-0.005751700338471547,-0.019875337044996607,0.05228636768658755,0.04980575881698914,0.02812962681794051,0.06473172129955687
MTMR4,0.039705007234548485,0.004331052635112121,0.00842412308001229,-0.03783382602808212,-0.012906186586536266,0.005043225780146345,0.06661909996264319,-0.007030016559296766,0.06339299104036626,0.0029279302069675256,-0.06703272047521518
LAMC2,-0.023731032670205623,,,-0.019053594060616092,,0.04495069674236406,-0.02205928763850094,-0.020138579860846762,-0.012420912972012909,-0.02947235942721354,0.07921850882180903
IL10,0.052795526325462555,-0.02064989500107898,-0.022647493119360197,0.02484614913631099,,0.060155676751887294,0.0052483860835779396,0.008142549791500033,0.01767921570852541,-0.018353794580759353,-0.04943808248926714
SEMA4D,-0.0386316231482653,0.05445295648379433,-0.08340273042838554,-0.023481048800984974,-0.01175791931599856,-0.007264730402276156,0.009613233334919877,0.0392381098688746,0.04261741979526795,0.0011604238470099286,0.06798626836371205
TRH,-0.02516768595039048,-0.012828064674627363,-0.035755477328366536,0.030195122921019713,,,0.026314164047281,0.031950786846542435,0.033108788077253294,0.029746693212250413,-0.01446775085629842
SEMA6D,-0.0024938536597970623,0.01907672942692902,0.03880391707830571,-0.048895481822483766,-0.001171755212580699,0.006008608046861123,0.11414188475107004,0.002395577168868774,0.043916339582637014,0.015334509606223823,-0.02247966571678679
CEL,,-0.010933171425497304,,,,0.014958643622229484,0.03640441530301428,0.07436954970239615,0.07040353099511797,0.0038995785974493425,0.037103150678629265
PDCD1LG2,-0.04675005226124479,-0.002759448344425141,0.037858753696318415,-0.022674565013354877,-0.03634586142082657,-0.01828772300360636,-0.001902362731547427,-0.02501273329662365,0.03153115340229831,0.04523490619885129,-0.034138126594639336
SPINT1,-0.029585925290893593,-0.013007107673747123,0.027718032345152983,-0.007917754531980868,0.004659546396683644,-0.031901554070158225,0.03806950558535982,0.07001690119295144,-0.0007115415379114473,0.06520899634808008,-0.056125286257588725
CTHRC1,-0.011035884754950561,0.03971860814037317,0.08182228805217862,0.002994583793492581,0.10288052941621166,0.04463409511198501,0.0289104462501781,-0.0539199214095104,-0.0001101532572078497,0.045774510669824506,-0.009749167922799815
PODXL,0.024140945449018868,0.0057223430884729455,0.08478121347819612,-0.01756659958624255,0.007569199129299145,0.024202746980175677,0.01987078863427853,-0.005294174098199122,-0.0017624187233190422,0.012579034000089986,-0.04181327026641812
JAM3,0.02982486435676817,-0.011661994624015083,0.07364284329043982,0.020181494386377462,-0.014528324286271009,-0.025746437057281777,-0.021816454842818866,-0.03071833265212468,-0.04589117137807685,-0.02809976016026433,-0.001977505656732152
TGFB2,0.018503926444837546,0.036264066336087294,0.09891330383484835,0.008608724169831819,0.04306170132912734,-0.030973747314080462,0.07805989077605165,-0.009495429899321794,0.10059107912267153,-0.08154633668058706,0.03805723546993428
COL18A1,-0.02548976232278017,-0.028973790677981042,0.07404052201863029,-0.015087214154874257,-0.01765152447334109,-0.10276200159081943,0.010850466148283559,-0.0787861504124796,-0.0012927871989368064,0.027165726207539535,-0.038249861797743444
NODAL,-0.02090936006731073,-0.030896327427588046,0.03945250678944713,,,0.05163720628243753,0.056794968846522104,0.0232877115319262,-0.014204245569187212,0.06498540544898124,-0.04167745948425303
INHBB,0.02103757093465926,0.009340774863234256,0.03629892464628684,0.02729553422179163,-0.00831179931826732,-0.0448641990462415,-0.010102506619138345,0.0007697191629923989,-0.014283831771920602,-0.016395598885446495,-0.020529494536481653
LCN1,,,-0.015145660992903731,,,,-0.028530598376445428,-0.017888128275810444,,0.0766738186778816,-0.01993391955188446
ARF4,0.007379686308197093,-0.006106529491289625,0.042416360248421735,0.024081717422164146,-0.00045159253550913515,-0.0331429833877775,0.05269508633071068,0.06216356002857353,-0.012916467210555704,0.016594578544991995,-0.051457776975010604
CXCL14,-0.017149284969850527,0.0896957850352178,0.01642436171891713,0.018530828645810418,-0.048691062326842297,-0.04504671108174905,-0.07301106363136745,-0.07147494886966135,0.019879966538883145,-0.051478773405571075,0.055007691827974436
LIF,0.09271598657148622,0.010216185219505245,0.039996837517783414,-0.009558804991688388,0.0021641518592677936,0.031235441917129826,-0.005902703551094361,-0.08534812892167752,0.0012788676064255681,-0.028082934853310034,-0.1277528553596103
IL17B,,,0.03512012036785537,,,-0.04470364143738735,-0.024827656563424477,0.0738358231551394,0.0239596662802997,0.055331163236248704,7.144502301124989e-05
MMP1,,-0.012828061876222055,,,,,0.004717075882750383,-0.0007521923414677781,-0.012796410131135041,0.06977105830742086,-0.05043839781665945
MATN1,,,-0.015879195873593144,-0.01532533917401352,,0.04888320566981812,-0.008908285308662807,-0.005203748058783318,-0.01821227623149856,0.057487049385367806,-0.02053913900584371
ADAM28,-0.030152506193059522,0.035324150927140294,0.06118111410691693,-3.879067328673483e-05,-0.010442212196510115,-0.012412994459835394,0.04432351110621139,0.05964759449063117,-0.005458921283610252,0.02040209806428762,0.022736202124450634
TCN2,-0.015644823833357115,0.018456537089011172,0.0939792857863115,-0.0030796532481960712,-0.02619413800154335,0.1093287288153702,0.04953748353355057,-0.020629887681666095,-0.02088380991362854,0.03535585243273645,0.03897783079375278
THPO,0.03181982029139286,,-0.030902994906328,-0.03146225680770949,0.02444475248695779,-0.04681619945855206,,,-0.015798306077848302,-0.004624959586185178,-0.030779767227004602
CUBN,-0.020150395821971753,0.013313191819365704,-0.028669050020828445,0.04688612974684384,-0.003931838708105035,0.1178659425908464,-0.06538769393801955,0.05068021514049872,0.01952453864283127,0.020585388835720215,-0.06816052316765836
TIMP3,0.0033037830446526455,0.009268911139017951,0.03964162249394541,0.023335092690220553,-0.010126875051677022,0.0272309931897106,0.007286219337135935,-0.03424678774794123,0.013160077029371895,0.015140570262263087,-0.04412216808634012
