,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1
CEACAM1,-0.0315030588700419,,-0.01216645719654165,0.014619861032341294,0.02971621815753134,-0.010334159325019389,,-0.029291257339699794,-0.003106047815382648,,,,,0.14873052334487177,-0.047864396963766924,-0.023470293289047452,0.07197376319252466,-0.02496686477585387,0.0423596685749133,-0.039281912654114334,-0.013472549351052472
PDAP1,-0.04579026955658833,-0.007586154938968026,0.04078594231067425,0.031925078476020816,0.006662234218096939,-0.04966156167040381,-0.011780392323094342,0.12610886431974475,0.00011815635203030799,-0.01452516426095908,0.01417648578935159,0.024750732910289765,0.10006897807044092,-0.08548964635402959,0.05837365184712664,-0.06760435372536597,-0.047693258458554544,-0.07089907361707555,-0.022414744057463392,0.0641850639695266,-0.024293132397169542
QDPR,0.003891239223479188,0.07706353784954696,0.005568403799296004,-0.05338155934365852,0.013108819088824301,-0.01959977982527309,0.0013818420056275597,-0.07917793931844172,-0.0064973075870461095,0.0014739050584986427,0.12724561382193442,-0.027219895456966813,0.045713406588689186,0.08964323346977535,0.006868349514912262,-0.11673189542764692,0.00880026177947481,0.08616258937651838,0.015036210937370084,-0.0007561195778283243,-0.026781989268856502
POMC,0.0030428701670060956,0.03689057369750744,0.014528153891651378,-0.02023275457681021,-0.004865765564959186,0.05205662790935234,0.010404471302712468,-0.013408862267243244,0.007663097592529242,0.018301195613615866,0.11946060789747033,0.024585999507220253,0.024748362219876113,-0.0740553981061424,-0.02650681055429133,0.02434492786226078,0.07460816117785744,0.08091139016578773,-0.025336960012437196,0.03641324128025823,-0.01665775995056772
CCL18,,0.04627393461941009,-0.03173344751799692,,,,,,,,0.12072254844939065,,,-0.045777313055655265,,-0.05925898599698671,0.07073147328539134,-0.0036991606920544562,,-0.044111202599591594,
CCL17,,,,,0.028260638416279273,,,,0.01360072126983635,-0.02063034071277004,,0.07903900277887953,,,,,-0.021720892805497292,-0.03604123670958176,0.020055624149005264,,0.07883852974884693
VEGFD,,-0.02868776424678294,0.01434167479008159,0.0047068480937349985,-0.015132715307589696,-0.03142286966425051,,-0.020303420536293207,0.036373436774961576,0.0038664029762835346,-0.015083032217140925,-0.028707349094468034,,-0.08717427587988008,-0.0001985137485051514,,,-0.02496686477585387,0.05187650684573592,,
TNFSF13,,,0.034523929069802985,,-0.026045049240261582,,-0.01835867532178731,,,,,,,,,,-0.03151176231630218,-0.03917559209263519,0.030392459833631667,-0.026478531771863822,0.045917953362186265
WNT5A,-0.11560917891599415,0.009352813805822672,0.023287398763168394,-0.022117639620187677,-0.02598909072506376,-0.0004156911527808454,0.01954933278018825,0.14450670091683354,0.020203340522005384,-0.03380321465051611,0.035938595855837106,0.05075314136359446,0.04146150589472938,0.14280709280673987,-0.02626847512547897,0.046885635815281,-0.027879599298478615,0.035662752892334434,0.0008156236328195072,-0.03966589144912509,0.06610146056791164
CXCL8,,-0.06844206189881698,-0.011425142230270052,-0.0006872024257272524,-0.007333960424662265,-0.07781755142225663,-0.02611402491706326,0.06112677395315785,-0.020291439678799525,0.06666031804300405,0.030473470912132337,0.09962613988849839,,0.01949520553134389,0.04874653059646041,0.024718162761835534,-0.023121758404294708,-0.10710099560891838,0.011041503545592423,-0.06580069720808762,-0.08474304272041847
GRN,0.009068804207941743,0.0830636256568869,0.05331119379613827,0.040813970534825134,0.015377888670744702,-0.004552662094984985,0.0147051013061743,0.16447166808152847,-0.000987846855107751,-0.006737371260434314,0.16681411856677425,0.020413362642532493,0.07074794325952968,0.08066065594320283,0.10383301765756026,0.0945127107840725,0.05272520112124889,0.020370330857499744,0.044550583820953865,-0.062164038066596684,0.06509869778247099
MIA,0.02538149742912009,0.05376916031884203,-0.03482873443535506,-0.020332463822946692,-0.0007246761387217599,-0.013777879396312883,-0.03319602565817601,0.13758642436215957,-0.02854840470572627,0.015759994551195547,,-0.0116115232411336,0.059321252686445385,0.1121498783781851,0.042184729994762915,0.046031253748219376,0.048937554959254836,0.015894797461742344,0.0013817063775032877,-0.07286588590756087,0.023449565097515522
COL4A4,-0.02643253125242819,-0.028879241330651437,-0.0008346495406693983,0.006698812791767588,-0.017282560176859283,0.0370407516090262,-0.017467468474770344,0.002708197571332047,0.07171638545538236,0.0723583620879746,,0.03216961652939655,,,-0.050951560360239935,-0.030602887168275042,0.0001436536005070652,-0.039975854297971264,-0.014850759754085103,-0.023289489800735152,0.023803415021535382
TAC1,-0.040655982694987165,0.06012965318044587,0.035184146335773714,0.019299623488888164,-0.046807235530124926,0.03130839277479489,-0.0004987525566473286,-0.12859967675255035,0.02786755512174029,0.02702850659676776,-0.09839560153607552,-0.06758853153040564,,,,,,,,0.0420429332986738,-0.005745619208470966
RARRES2,-0.078539262194683,0.0071284661885706755,-0.004058272393047982,-0.015111166149785108,-0.00048397865110857567,-0.032726964982493306,-0.016328629421510175,0.20024212033882322,0.005154031641404243,0.05519588996845207,-0.0373709635563729,0.007435761302122058,0.09074510074564562,-0.019476447122367235,-0.06786481876593674,0.020846783711034975,0.03695435769471858,-0.12099302758998094,0.003217757258361094,-0.0774900917771786,-0.028962252947154498
FGF7,0.04432138774679989,0.03150008880212884,,0.021317255404074975,0.01659363755738985,0.0891118406161715,-0.0343993440414358,0.08559911011536035,0.03837568186724346,-0.02308533123216859,0.06474161731690757,0.08576093653636918,0.013774999926179485,0.06718349305888295,0.07173797113146248,0.08446488108746111,0.021938762891981524,0.07235419983059715,-0.04311663327151057,0.03227830125873881,-0.02961937061640709
EFNA2,,,,,,,,,,,,,,,,,,0.04908675541649058,,,
HBEGF,-0.029020472362055055,-0.04046416648391717,0.02682428443692932,0.044738787791200274,-0.04540452373743783,-0.02442568902545195,0.0031087191543665124,0.06366008457372936,-0.021686371617843453,-0.008431846753233897,0.05350204476030951,0.064099529839677,0.1272364363178405,0.023146109639196447,0.07648090953133002,0.15042011113227105,0.006508354773651263,-0.030587364396651537,0.0410159160690786,-0.040392904599050525,0.021391591951347867
CSF3,,-0.02887921846686981,,,-0.012607396784169667,0.003330522270498601,,-0.014916848631357118,,,,,,,,,-0.018250729465809922,-0.09274688695789261,,-0.012997915845073245,-0.025790427373715487
PI3,,-0.03421174077146261,-0.03338492472674701,,0.0246878140989453,-0.04865282354580491,,-0.031925572928940306,,,,,,0.007835993878476975,,,-0.021650916240563776,-0.1476148560234863,-0.0269854696830463,-0.06300523341569836,-0.05603403065354842
PCSK1N,-0.03871685456110466,0.07939447384752012,0.014354648379083781,-0.034959376156961125,0.02933113407456698,-0.01647324004304552,0.018907633175893588,-0.015374498548074652,0.08752539027669995,0.011308694566138314,-0.09517236016866118,-0.014971092073690153,0.0781197451662145,0.10821604288551197,0.10310192040373561,-0.014055187619002697,0.031884488101435196,0.04569279711576652,-0.022653815428438206,0.03882778588740616,0.02565672316365179
NTS,,,,,,0.0320328714214264,-0.021323810256012377,0.055777214176626524,0.00011268185897290377,0.04909390757843839,0.10750530455618235,,,,,,-0.05067258185361369,-0.028909690653386687,,0.13182504922206947,0.018601110169117537
SFRP1,0.07950584073517339,0.18437478443640776,-0.00562501417008116,0.03410066044573985,-0.0141413410857447,-0.03584805257401708,0.026453291917756836,-0.021374010250698836,0.008031443963597867,0.034870277851731156,0.009914834463151294,-0.016508679701813692,-0.0016327194654511036,0.09651281640960119,0.0823342458730258,0.057237600727083025,0.07122098808141836,-0.016975102234960796,-0.03043074891934766,0.03202603887516636,-0.02563755402516672
CXCL13,,,,0.02454985458707141,,-0.035525877901394935,,,,,,,,,,,-0.0487895786481517,-0.06096742385119104,,-0.045984351911957926,
MICA,0.0009076383712816455,0.060873349478055346,0.07343379186815632,0.023906472466544034,0.0017518964177939706,-0.005018458598985907,0.04038193583305252,0.11522059598168297,0.0039341069822228835,0.042830255798479176,0.014061210146204269,0.00126314444948889,0.007949897041720385,0.04180379181291833,0.003146426373523407,0.08936181814320963,-0.0024133950633459006,0.01850170469132618,0.07013407804851582,-0.021632816027692726,0.05923099578676936
TG,0.03421897725108433,-0.023021346581612905,-0.02326833141890205,-0.015542990134887757,0.02087626423854232,0.03789184402354294,-0.024613298274892694,1.264085102829572e-05,-0.00809807480610586,-0.014930087984078211,,0.02784051240142402,0.1156498327461968,0.03294409047760344,0.009357474681633093,0.04176369576639356,0.06570451698747173,-0.012864310413873785,,-0.01930677456603825,-0.032522580657726397
ADA,0.022506210419492904,-0.016117107160462343,0.07891922702211017,-0.013984091494772291,0.015743404628304966,-0.01068529984189518,0.007281757521411808,0.0901955775701533,0.005138388147403962,-0.024247663564617845,0.03732676405876842,0.004579345099623341,-0.0711604674341007,0.08746312381174758,0.0770709552473345,0.09601460405520636,-0.024795659979125115,-0.0006996600602216541,0.10143261484275369,-0.05420771845462287,0.08898552538006746
LAMC3,-0.0312010588775509,0.05347042418254088,0.09701192443639237,-0.03036693868686069,0.00936195564816839,0.024299149253977758,-0.008405793287294686,0.10003984525197875,0.02887289922819919,0.07198094165852918,0.07676857737578066,0.018788303078744743,0.012781551833090045,-0.022603804714127523,0.05967931960052393,0.17586025889669255,-0.0056917244125353735,0.04016147692915169,0.01806912636238944,-0.07574138843214764,0.12698236091176127
CCL7,,,0.014819993992330032,,-0.0033642595911330068,-0.005752802880706142,,,,,,,,,,,-0.019454747601357247,,,,-0.027025867900564424
NGF,,-0.0166381386938233,0.005882420502326628,,-0.03229306551578625,-0.0046497037499397195,-0.023487688259855626,,,,-0.024789676746191935,,,,0.020516974859129265,-0.02194469561201327,-0.026124084463337253,-0.023410371937704802,,-0.053856590056653816,0.062083569696462046
TNFSF15,,-0.020583454060643207,,,0.01188866897042464,0.006650270191400111,-0.0022913864352645044,,,,,,0.01642255172713701,,0.08407500238861562,0.12220425369235623,0.008805294535013221,,,-0.011456660029331774,0.009735135277669924
HMGB1,-0.035111704971029896,0.00045906126579237783,-0.026027870721853398,0.11236354640184287,-0.037637798614187715,0.04809154514379488,-0.017731537881945852,0.16254156863699706,0.010553359849223152,-0.05699881204530476,0.004274373362079186,0.06204121542695392,-0.05320194348228291,0.058721647311633894,-0.010524705152000458,-0.014822707422232823,0.03500905125188441,-0.027230689245596542,-0.04935972277080131,-0.04929402712500536,-0.028143498435083725
ITGB3BP,-0.07798585026925645,-0.03373902065511394,0.019786718457535643,0.014438698183489395,0.04507223745838061,0.003085989447256641,0.04368920178428089,0.11027901303653911,-0.0034990979793438183,0.03067384750195319,0.062390998882608566,0.004287405397234472,0.07575355627264424,0.0864790006485492,0.03774435030193316,0.09074634290165579,-0.032329224638342306,0.004004003641426842,-0.005069312115266989,-0.021080250294578922,-0.02185231137022827
AANAT,,-0.029821232792258314,-0.004959097798355856,,0.030402106281595537,0.0525664189923075,,-0.009755883242088008,0.13392669045977557,-0.017210151570357296,-0.036887607715010144,0.0325846512472018,,0.024459293057682824,,-0.061720717942352565,-0.028559580174519424,0.018926298274341707,-0.02462573064150317,,0.07687179801554651
RELN,-0.002453282117744441,-0.008616277298418708,0.021597673417656463,-0.020720655245969534,-0.004146317263501522,-0.018219473901572324,-0.012959710405447869,-0.06286021651344803,-0.04497960394199897,0.024599840405108556,-0.034461395795022116,0.014006032122358694,,,-0.09720501581886488,,,,0.00027182309253888956,0.04536726811987109,
IL15,0.07902357084733067,-0.02925902464767512,0.08174858710211674,-0.0391692231340788,-0.019370774747512882,-0.03821813464822588,0.015961126552378416,0.07914869671916865,-0.0004782412051037123,-0.0044723783647855585,0.024223039357116984,0.050958335487637535,0.026578483196002044,-0.06855700711953902,0.052820921705854645,0.08576918470531268,-0.024709981137759598,-0.019001821763395963,0.03613713235076054,-0.047791127643735866,0.03651726113223486
UTS2,,,,,,,,0.06956818356420999,,,,,0.07037591416392378,-0.05895534592716279,,,0.028683757214105533,,,,
BSG,-0.08383597565419658,-0.026936192358987927,0.031112933903873857,-0.038021748603693666,-0.017031530927126146,0.0005301125747900428,-0.005752415514342055,-0.0385376380342148,-0.045820544519000514,0.0636697857151181,-0.05265885953285742,0.02190809798432157,0.15552671937780346,0.14781579553938337,0.03518225576150602,0.10599461802315542,0.05407013876071725,-0.06268206314544461,0.04626244942125079,-0.08384757077580164,-0.025756229060066
ADAMTS3,-0.0914929640453079,0.05953528435391392,0.01884330453356267,0.04819389331477016,0.003938142660528098,0.015277240823995597,-0.03268632686153954,0.13941620216998651,0.061000091150729824,-0.003837768664797708,0.04038590433020078,0.007479478012049577,0.16648385458561968,-0.03733827670113612,,0.026184517002187522,0.009274548153752286,0.01874084913827363,-0.021084985231772928,0.05065637882649469,-0.009048872986126742
CD34,-0.056070851150433254,0.0920164354855611,0.04466464977036004,0.0488640007849634,0.009767029801473813,0.0407764791436328,-0.053573005680047185,0.06658550948789399,0.009504664536665056,-0.0321997262965111,0.017809446187644636,0.03552189516713765,0.0008092430279396867,-0.0016413376984637578,0.01934263881125236,0.16670112443613386,0.0465876609213147,-0.0034502031390666755,-0.03469928476056381,-0.08765772293260568,0.07445580763849015
CCL23,,,,,,,,0.02337279529678583,,,,,0.011453006624499013,,,,,,,,
PLAT,-0.015788323971943775,0.08940079933474092,0.03934658737048655,-0.005552669077434064,0.008604448327382535,0.02004699492235631,0.05477815153921574,0.1277729455987503,-0.016645673705992226,-0.0009920045029000579,-0.09827296512956642,0.01827073505667051,-0.03699730004002626,-0.03132225373832224,0.04294068270615022,0.15510156492981705,0.06740382296507991,0.06423170438255502,0.030684199085628326,0.004733248110141241,0.07972813488819605
NTF3,,,,,,,,,,-0.006804845315058979,,,,,,,0.03739561479859622,0.10352504492362408,,0.06504901582240759,
LTA,,,,-0.018732412758250994,0.011363302004216353,,,,-0.024110071534023704,,,-0.013216394276938876,,,,,,,,,0.040583158127701524
CKLF,-0.04558083630172819,0.05389026820684982,0.010385648651533255,0.026888230224453205,-0.07335280203028555,0.04008164363928789,-0.01587063701384512,0.16288050362179615,0.007004425161841619,0.037855325059984846,0.07078870891377899,0.08647279400586892,0.0680726481356315,-0.03789092948714614,0.015940149513735784,0.08537314328138333,0.07365122539472951,0.003996474655624367,0.011478811140515752,0.010667207712469665,0.03149936967698014
CD24,-0.028935849577401064,0.05313819681965507,0.04061063864170573,0.048073186338725024,0.0075864310910762345,0.014024354272861585,0.023461257394611544,-0.028587647164628006,0.04620997135426693,0.0029234392598523075,0.0565135824062535,0.00886167033509374,0.057111975818983106,-0.023658679516737332,0.040638546573936465,0.11262397643948525,0.034761301780501255,0.03147103187284763,0.01590649329594548,0.1131962357459823,0.016793979484449356
HSP90AA1,-0.018981347825311426,0.04716266623197519,-0.00987950362514134,0.07360918457873458,-0.04662101226322479,-0.00926864921081018,-0.015563564645600166,-0.1612660752547731,0.06259005844541717,-0.0842449720310038,-0.11511174536476303,-0.05059945493019386,0.014200181484592483,0.015253479822499206,0.01799741710587906,-0.14712230760864534,-0.07258009031920584,-0.13854619046280267,-0.02932817784893048,-0.018551092063372004,-0.07862900184415589
BMP4,-0.04845688570577514,0.0790159725524942,0.03425892830461844,-0.03227080062966009,0.046484375232454,0.07080492014098033,0.010334035264628722,-0.023311280790273288,-0.03435831985569914,-0.03715505493280526,-0.0016098109501476384,0.10866726291116215,0.08842232297304774,-0.07700047419524955,0.07625250042017809,0.12174391157726606,-0.02356099885841752,0.07194881702774174,0.04862877932154729,-0.026905708289970166,0.1197097975463409
SCGB3A1,,,0.04823796077420748,,,0.0027291898395925118,-0.025904511600504082,,,-0.014516931176744553,0.038640828987176454,-0.009045164333570879,0.04484968416470816,-0.10015372242864716,0.01671737983843355,,-0.015077694161332771,-0.04542404341427497,,-0.005195841981195409,0.05553123613848066
IGFBP4,-0.06083135628677192,0.022299970450583382,0.09459657901892232,0.01343238091963676,-0.029529724803164775,-0.041249347476221214,0.046223324627232575,0.09260289421219134,0.034877062924107305,-0.0023872604860446615,0.04871988635022292,0.0038605297781924546,-0.07089205859079152,-0.05847271619820912,0.06149970358072706,0.10610517341112734,0.05646632055615995,-0.013886745937595387,0.0014352906980890144,-0.11904988739479568,0.11955016763113521
RSPO4,,-0.020325192219292874,,-0.049213726388818234,-0.03794475903622849,0.07564402604267423,,,0.013097785267920235,-0.014516929053314974,,0.014032764130174898,,,0.017089314611418188,,,,,0.015706473617975315,0.07624365342868282
LEFTY2,-0.0035410857529080014,-0.03404482844433444,0.05214563129347651,0.07898276415723034,0.010482995589976903,-0.009137774920729484,-0.024185671142604396,0.08071789328531534,-0.0011001259297866125,-0.015917990252903174,0.03110401723786353,0.047426549024572946,-0.030330733809609774,0.03451820040824282,,0.04602772049405729,0.004771383047362194,0.0033465928888528054,0.03341277136843829,-0.004272551078193535,0.011368631253254295
PF4,,,-0.004645030749813858,0.055251855677549325,0.05599990512481762,,,,,,,,,,,,,-0.02174957757017703,,,-0.02744459274092375
ANGPTL2,-0.025148957757892606,0.046168061622362255,0.029060293241672478,-0.0171736846650437,0.0148434070137278,0.06230585455018432,0.028084352540185764,0.14508258707739002,0.006484268157339007,0.061935884186635634,0.11262288319070991,0.022190990446385374,0.033916208093610706,-0.031202989497428564,0.028496563859730293,0.016200980065180913,0.05190132775385099,0.06654945152800164,0.05832158799386223,0.009791088439741323,0.1017233736864991
LRIG2,0.0203633080863203,0.028787803104636064,0.029442979139994763,0.04902074373276677,-0.003074703043507873,0.004227195472500027,0.04964147059722782,0.09716054918320126,0.06284809189223758,-0.029914829661987864,-0.011502263154465914,0.016782728745293844,0.05478495902546511,-0.07248302075029167,0.042961008372988795,0.09960952261567256,0.02549673035411658,-0.010104079058280846,0.025342200693250386,0.05821875049693917,0.01980953325317404
ICOSLG,0.12040809614639705,-0.05664320658434431,0.06834577394000274,0.07990615914053052,-0.0031834266179125285,0.000998152711968237,-0.034351901299502066,0.05000981822255754,-0.016194164998193428,0.016254314661687606,0.15234487276591288,0.0020970735636908454,0.020765353112664548,0.12883884185879158,0.10811475507510637,0.026031842189254,0.04152274805612661,-0.0048019676008596015,0.07464866333306507,-0.04692692221850665,0.07656419147738358
WIF1,,0.09979160251912556,-0.019328190423351314,,,0.021260371619062746,-0.09087480649976082,-0.11685790874577404,0.056180657358207285,-0.027317854816949955,-0.054761007492115585,-0.06780241428567382,,,,,,,,-0.0368922180601313,
NPPC,-0.002822430519188874,-0.04148076234731718,0.024182400419076617,,0.007981059209909297,-0.034408517796866475,0.00979967082779853,0.019211536351718125,-0.04221070950155381,0.0815824757950052,-0.019691885649824277,0.03991290217129075,0.01181515311141771,-0.023716282741215254,0.11152503608699037,0.010798371615226003,0.06543877370963769,-0.010014132160491827,0.06629888947287926,-0.05565060030333502,
LYZ,0.13246666654934075,0.09053271605116668,0.04524123104889986,0.012893528869047526,0.044388147414923695,0.013323781846181836,-0.02576728965131773,0.16676624292117528,0.006829255995319273,0.02182016422100477,0.08942748676685779,0.1020910775833019,0.013577236860610964,0.02187693657995326,0.034892572634334006,0.017425034214829615,0.005024040827913561,0.03103568896566471,-0.04692464672933559,-0.0434698949846969,0.061609142288359224
EREG,,,,,,0.08400447183826452,,,,,0.03572578467273822,,,,,,0.0034062568165963425,-0.04452863424345893,,-0.03388613479294105,-0.05051084760184329
SPTAN1,-0.09449139438993626,0.05329446524593876,0.011666900200487431,-0.01865761601713062,0.0069537244361034915,0.019545514182056373,0.025476867057732264,-0.07546849693249268,0.024044440707603875,0.03170173583329473,-0.0799009900766769,-0.07885850496255821,0.09729133703669261,0.10681154535461625,-0.04000842992067978,0.07026443317121875,0.0435360885362989,0.05808234997096969,0.10004195339396475,0.14127292674394135,-0.03744855293748774
PTH2,,,,,,,,,,,,,,,,,,,,-0.0052811583422822566,
LIPC,-0.051216564490900646,-0.042628705538448886,0.028743798766691614,-0.016865356369858746,0.005935753653631421,-0.04181468454421667,-0.03146940748236937,-0.018212661546199098,0.05927173428505599,,0.01127970278141035,0.006693345169733163,-0.034670156729197404,-0.029431108500708177,-0.02801952969465249,0.11656764887573838,,,0.05155781899711115,,-0.0046923327559315045
COL8A1,-0.06087146638835461,-0.03747192881005825,0.0414711150002087,0.030412442835986646,0.022464027793923706,0.028192327687927513,0.0476029466779556,0.026325989473309143,-0.06574685149899125,0.036781569944492214,0.09045833795736521,0.06707725347686763,0.03899957606256687,0.054820528188568064,0.004829577056091033,0.0767581916831988,0.09155788160536875,0.015482053747285255,0.003103252799963688,-0.09899532265566073,0.02538661874003095
GSTM2,-0.0180353181354232,0.01961790895640817,0.046239231517111914,0.04151501400831588,-0.03995880854025811,-0.03538043710057871,-0.01716055555142257,0.008939614622355426,0.00249211903821379,-0.008595513452283637,-0.010287576462407905,0.012808492308962215,-0.014082581646747357,0.013318593815625715,-0.022122612945615447,0.02187424030382504,-0.004244392700229826,0.05939558881834145,-0.0303450980318534,0.061136305622421616,0.033844867172558114
IL4,,,,,,,,,,,,,,-0.08622946853958392,,,,,,,
SPX,0.05336683180503752,-0.006306856249792121,-0.04146001483302603,0.014184477512360355,-0.028456913016083368,0.0017562598414011526,-0.016713032217477546,-0.06550802174665654,0.015346040628247976,-0.022962802879870473,0.03753449827707273,-0.06360094460265761,0.027682287549078217,,,0.0033623180249253196,-0.03282305906035117,0.049442673756281606,-0.026103964393887225,-0.0059844676473932755,0.019771617412817806
MFGE8,-0.03536762339983311,-0.08874902617386611,0.06379450280075748,0.03368445950686846,-0.03255360399235299,0.026930730058693713,0.007863625257534977,0.08248685691072796,-0.016554923799774794,-0.00017262458267295418,0.001844891007829527,0.0388405768081619,-0.060348122331516464,0.1380355400726701,0.0466775685417796,0.12130351132910613,0.029168651625786617,0.02216227760669655,0.03586132051830528,-0.05475457837780244,0.10686711346454096
TGFA,0.07786223182846475,-0.08698121603583077,0.006008156883934274,0.03250424076805612,0.007262293874925807,0.06490108786919506,0.038705376215568243,0.10008681755302273,-0.08328991599948689,0.028443079965838274,0.05127634571246606,0.007147290388380553,0.11936316326343291,-0.07134712722882032,0.07882130419091173,0.045492314680711965,0.04813494830901703,0.11297090762860586,0.009368050868341787,0.02999226117310953,0.036296821712270604
SLIT2,0.10371196636723311,0.1256048406006005,0.07623075078850938,-0.028152202168041783,-0.020056235175536508,-0.04068639763652482,0.017250083657069343,-0.03953427970571695,0.014996975478420863,-0.03211707914852936,-0.01523712313848565,-0.051035672012563066,0.10574567717764809,-0.006040580191582075,0.05188380533645202,0.0888713128059707,0.07642689207083779,0.004043418620264348,0.057298065758465286,0.07701870901293621,0.04959414849247189
PLTP,-0.014281490192553524,-0.044839512130277835,0.01751211404341452,0.07825137044772115,-0.0006815006113634764,-0.011611660915631523,0.01660756977561191,0.17209380460803256,0.04931197768666628,0.015688679826563048,0.10951116883039656,0.04968108492613596,0.12073917811954238,0.08066411414621966,0.07784370258452077,0.10886866493976717,0.03919050080051138,0.001490556561042978,0.07856616807568781,-0.14611318354815767,0.056584892899900666
APOD,0.10739216051498497,0.07236235183383904,-0.04589870743186029,-0.013172541760080855,-0.023699123203854127,0.026178688611587068,0.00754262810246372,0.12009561038818747,0.027384659619168934,0.033649238110166325,0.12651840754910584,-0.06519772173965417,-0.08348603293709474,-0.005995482146384875,0.07809165041008145,-0.11358553620913318,0.10250614998023694,0.10806544179146291,-0.04873339031936011,-0.14875770469809899,-0.0027661626622119935
B2M,0.05278400580213078,0.08882316054178224,0.07785444597065,-0.05877316736435991,0.04297468731142209,0.002120662382934715,0.004495730591531148,0.1772812754238324,0.07020983423218125,0.040802289707760606,0.1320409808411564,0.14183087481688814,0.09441591669914334,0.03209229268896762,0.003751918724637822,0.08545209373986588,0.09891192050592014,0.05299918969029483,0.06191347196838966,-0.16606678634127336,0.07457866355315705
OMG,0.08727692144654027,-0.019146949036841835,-0.040992143381194786,0.006546410821686388,0.009328896404254196,0.08462647536202823,0.013427432101144944,0.02234890714590085,0.040975051745606124,-0.04904016818126576,0.025383716419068555,-0.010475958836578083,0.007622199913576303,0.04456184578199936,-0.10096169324014218,-0.009579645071333801,0.054119141457841934,0.11460197173578096,-0.024478254395080185,-0.0172300864384342,0.012186601193003913
CXCL3,-0.023867622035828137,0.02678834352031163,-0.03739814282833663,0.029356116477130188,-0.041118457298068296,-0.008781903812132551,,0.0005768167310902803,-0.01334435010462972,-0.015530045546665563,0.07137071720068813,0.06394013803699619,0.1251218458199074,-0.00603742233886662,,,0.004066203525918559,-0.01813776859963299,-0.04955297477320967,0.0036082831350744316,-0.034641382462396335
