,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8812bulk,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
CEACAM1,-0.002034407629853986,,-0.023605606815308485,-0.022808455135028487,0.024280831633224823,-0.012676040775741223,,-0.03149345538862733,0.05935856220621391,,,,,,0.12157974069959786,-0.03938752321933012,-0.03988350412505993,,-0.020640270921297388,,
PDAP1,-0.01379215570038068,-0.06228255615859793,0.0004484183815969966,0.025441850142856912,0.0136118358522627,0.01867327981441367,0.049067587540245164,-0.0087389161908966,-0.0568994337714718,-0.0010810652687749998,-0.017893967297830618,0.04084835816773285,-0.00664354572162779,0.020658347148763474,-0.028916327270449925,0.015481082316844032,-0.02502241291534868,-0.008666386889109846,0.011136526538473761,0.09272800004510579,-0.013122348728704
QDPR,0.09064436887552238,-0.03926226085692868,0.03080528852241313,-0.0375651736215118,0.047813849377075814,0.10087103524622328,0.044983541428969924,0.02845924321936966,0.08296082388998247,0.15043078784762579,0.050864435002071565,-0.010177461929837945,0.013918060611597687,-0.08060860025844328,0.02612353228365568,0.08383959400306532,0.13978088134553196,0.014333392547822659,-0.02469897867373005,-0.04579135406244741,0.028423383578054864
POMC,-0.01503415929110227,0.04801721976974873,-0.008235909023713808,0.01360284232479544,0.05518676797484457,0.007995920694182734,0.003851909587356519,-0.012643051840473611,0.011467514318518541,0.03849505711642688,-0.05351733433404379,-0.019082527797601674,0.027039750356459683,0.05951778132457525,0.0035006362289991587,-0.0012256108680631578,0.006831251597833283,,-0.029300913445403545,0.03456418689270028,0.11864616221305835
CCL18,,0.048272501773528244,-0.02945756695270933,,,,,,,,-0.018608514786762894,0.08472965238650353,,,-0.044987904574152277,0.289377826980384,,,,,
CCL17,,,,,0.0662920839168411,,,,0.014143856341452205,-0.010392067917824084,,,0.03918022504789828,,,,-0.021930157063135024,,-0.013445966321076142,,
VEGFD,,-0.026698532000517552,-0.017319326517754148,0.05661537918671969,0.022806128889219724,-0.0327142511289602,,0.024669162458529965,0.009690000315721758,-0.030408221416008192,-0.029556557345775853,-0.011515273031172692,-0.024020468664639805,,-0.007175142735328959,,0.009680362613599081,,,,
TNFSF13,,,0.009266878472833353,,-0.03082837114928546,,-0.014851446589462898,,,,,,,,,,0.02742400033219704,,0.051778315600804675,-0.02644443158509638,
WNT5A,0.015444002500786853,0.07889690987866843,0.02561168537855779,0.09185154503647766,0.09059840641318449,-0.04065348540510518,-0.0737768904334433,0.017380778101528917,0.040354404792590615,0.023281295228716956,0.08117268283704326,0.031158027353172146,0.09966261823305085,0.1136820110186071,0.05518975800405616,-0.043145399947096166,-0.009067000770231143,-0.05306381056733022,-0.0042058556922662605,0.03392627134220508,0.006468193376857874
CXCL8,,0.06639493838272996,-0.012932607456187463,0.05394320072046351,-0.011102065408826321,0.02582992031577665,0.03444298026941422,-0.034796722896962944,-0.08781963081360916,-0.02831745797601068,-0.12399206744121763,0.05125076009773848,0.018772004311495904,,0.017850587836561887,-0.049168826761424866,-0.015791325332245372,-0.05124373880834958,0.042873960775656264,0.012503470011581586,0.021119580705798814
GRN,0.09294714994340063,-0.0017682655345662285,-0.07410427250006521,0.023175906305037065,0.042541914214794536,-0.02005873933837341,-0.0031958505736272543,0.07146306065753304,0.056980283569417665,0.040062811266224775,-0.058623302411882496,0.034358903285507315,0.0569728162991905,0.10345491137711255,-0.014126586726601512,0.013130909016686024,-0.06651821071214815,0.048926210051957505,-0.03824911123608383,-0.05862181441782233,-0.010991487514525701
MIA,0.03526004252146483,0.03344128715113752,-0.012321191120459185,-0.014012405195139695,0.00774407987777072,-0.027080757750907673,0.003400687391445592,0.02528869879790637,-0.015056293662498197,-0.008780677992499316,,0.010666148370440368,-0.006375460463228612,0.16240696857468623,0.05719427201544605,0.03647774564518738,-0.031102666943365397,,-0.06192695792943225,0.08501211422923435,
COL4A4,0.02984068493114079,-0.02979756203248458,0.0382689045783447,0.008489682900420608,-0.00045038048695123813,-0.022754287713631936,-0.03394008980058548,0.02396779481549013,0.014022086598866203,-0.02661269005586734,,,-0.005646346469851763,,,-0.03530769726168869,0.03296668325389636,,-0.005947752673274309,-0.011212669940407642,
TAC1,-0.05536206344531778,0.0026574493197160094,0.013235900978636434,-0.05285999167358487,0.16071159699913087,0.06867267756033281,0.08960564822466628,-0.08278644034845652,0.08179587108446626,-0.013420094280154114,0.009873458588660972,,-0.06549383707979127,,,,,0.0945797387455423,-0.017676089972457506,-0.00972388395305328,0.031554350911002074
RARRES2,-0.041183585414988975,0.021580068029219277,0.06308256616084175,0.07126593621304665,0.11003614857139712,-0.05919109575881836,0.026673880927673095,0.0797968689629722,0.09950288683045902,0.01796867140397806,-0.08802060904860504,-0.030999100992224297,0.0030628047942417827,-0.11282395805899584,0.0342611019740263,0.021061340487576255,0.039165023927851476,-0.03035268418866265,0.007790066311470735,0.10092113146899437,0.03351459448188716
FGF7,0.053020928684857915,-0.02305645110171887,,0.01338863331774057,0.04202115078370066,0.04630638030322344,0.025309429682544383,0.016241619186451006,-0.01619105802800005,0.02289851100932988,-0.005542549581560387,0.0668920080994535,0.0167684815487197,0.0024578177475439544,0.023591783799255233,-0.07646950145156606,0.047975439243816746,-0.08378375130662699,0.0004238601396429281,0.05292106518970588,-0.0184427762224651
HBEGF,-0.04054381983344615,-0.028383576075766317,-0.05693771800622395,0.06834364928528606,0.027292061218481864,0.0013923405473826138,-0.049853237419050817,-0.06194627763203033,-0.10518306009809363,-0.010037542634802282,-0.06748756752346945,0.04250807036004594,0.06041116708523347,0.05168106750841351,-0.15186132583932999,0.0419481357891791,-0.002769475805137936,-0.06820962600588791,-0.024772992952299115,0.04266917439488448,0.059194187958876085
CSF3,,0.024999128632261815,,,-0.014831948889058257,0.007031506148388262,,-0.05307037268757952,,,,-0.03940845675125771,,,,,,-0.03268571576045862,-0.014156528250962783,0.07351723823631487,
PI3,,0.008139764668079953,-0.030990602416947472,,-0.019967909205311052,0.0012768112776119992,,-0.05572931772376685,,,,,,,0.07984255760758968,,-0.0511407136489672,,0.10329706680316628,0.07013509973791827,
PCSK1N,-0.04213055198778357,-0.01264243895742353,0.004855942081591784,-0.0700966524333189,-0.004368279964074345,0.015698967783666567,0.07783744663353741,-0.04515873202600046,-0.015278439661439299,-0.016461130086026482,0.06376490568540781,0.05850419718574683,-0.04334997331789474,0.05734027306395721,-0.08259529456113296,-0.003586019278345041,0.032451294866702576,0.04910344161537966,-0.01740437912750593,-0.04904702211808034,-0.0030729055164917737
NTS,,,,,,0.07536256202842323,-0.0414331381805583,0.02590721403582992,-0.030111749503957976,0.11688346087887055,-0.02964053736734135,,,,,,,,-0.020963887938248202,,
SFRP1,0.015427486800954278,0.05991226454859139,0.009443502311667079,0.008105600973054475,0.0808909385331583,0.059828315149876944,0.04450175817458972,0.08036623003736175,0.02417655653257238,0.0004995766255402438,-0.06975822636715812,0.005074385064162337,-0.009273350881532166,-0.0754471995213879,0.0065153700145578084,-0.07240756169635895,0.04110072828676753,0.02271264551033364,-0.02047674029335494,0.05655978092233107,0.03035838275496499
CXCL13,,,,0.016101673878020032,,0.024645119848077643,,,,,,0.10388997447853428,,,,,,,,-0.005415340387477674,
MICA,-0.005940321472216797,0.03034851012321419,-0.01473379807736471,0.010109005065845384,0.02779459138496976,-0.0057988817341105,0.03349401676287078,-0.044666881315153374,0.004717940829141072,-0.0187673680286491,-0.02266122582691882,0.03231990507785504,0.011264836025004337,0.17642090383230669,-0.08355089762594298,0.036969715662885025,-0.033587108255687816,-0.031223063616508416,0.039831372736532866,0.07557293829471766,0.013056778516706908
TG,-0.006368663797196107,0.016035557193831346,-0.00546721774300598,0.01161140192317732,-0.028566868350038046,-0.04769445551185391,-0.04782476378560844,0.0090015701157549,0.029671584901915942,-0.030001274668301194,,0.06735130800990981,0.025742742301065047,-0.04019943156322483,0.07983234132458697,-0.011185556849239634,,,-0.02760793033926142,0.1200937304552596,
ADA,0.00812259556096213,0.04879131360285266,-0.02745325359537815,0.026576853051852478,0.027809133790891446,-0.043931878221839124,-0.005946946553656789,0.06774533947672437,-0.03927200155556643,0.006254286687740168,-0.008928465710374924,0.12871315023133023,0.01865421687363448,-0.01958924995072963,-0.037640498420159006,-0.04847624383273589,0.005776809057261099,-0.019533734195678828,-0.024346308145245677,0.016333515118629578,-0.029489836385245913
LAMC3,-0.07834601115726998,0.03896163896055833,-0.06080532141578425,0.04277681508666334,-0.00038161806990775826,-0.05986566140717519,-0.09191711560225498,0.010161553963908212,-0.03134346338206132,-0.08892447222955689,-0.09743621594536285,0.051198072816317705,0.04976267415559536,0.16764708562114333,0.008596361859486026,0.03768104670813862,0.029746463247814225,-0.10216447419876298,-0.02765079858935653,-0.044809219092636,0.04362921401570854
CCL7,,,-0.01873750109134824,,-0.01150987418934595,0.04460677255312618,,,,,,,,,,,,,-0.014834669348327688,0.12688193333399536,
NGF,,0.04702756916878809,-0.032171358886662414,,0.011732309781046002,0.029756722777816588,-0.010224329048477896,,,,-0.04375226488415203,0.01097800435959977,,,,0.01282108526004088,,,-0.03488325017457019,-0.00540607570869092,
TNFSF15,,-0.004496889006084031,,,-0.01639091925018173,0.004767509947672378,0.013004278436452726,,,,,0.021120061313372428,,-0.030078396352119466,,-0.04191189101201243,,,0.004441841167625989,0.04121338313291256,
HMGB1,-0.012384720028944815,-0.10678626445577377,-0.041747424370182126,0.058579944812349946,0.08590155248185011,-0.012339526730912364,-0.03019898836049334,0.11860654401099104,0.003939176332291454,0.09399387380718144,0.0072775057210817205,0.08640544232021623,0.02252842230928105,-0.005942249124425738,-0.07374884136054144,-0.012260162782228268,-0.0502850219379465,-0.04509702761959696,-0.03928727370718206,-0.04095890300097659,-0.003161538431684099
ITGB3BP,-0.04962429972817664,0.01034481024414793,-0.010321125656137844,0.049443141203460335,0.05214134589134445,0.005846978046892889,-0.08122756085915131,0.05174801407048646,0.014193460579492065,0.016837212991257084,-0.003962978576202072,0.0770349364206548,0.059809398108946206,-0.08115834864816877,0.02584273423342119,-0.05312978871201117,-0.03599080243811594,0.07952200281234957,0.010165168747865728,0.03756980511811768,0.05032998650490775
AANAT,,-0.054302462914707576,0.02324966928899465,,0.012351824516569266,0.012455852424958513,,0.00767918950504924,0.02682813643551096,-0.03458294987249953,-0.02048292065525674,,0.025076470086888923,,0.027397822929420876,-0.029086517842880837,0.003751702144446556,,-0.015695698808555338,-0.018983008272571215,
RELN,0.055160253530762524,0.082022279278106,-0.03248191415173948,-0.05661242570877982,0.10152046151469232,-0.0009146205875318844,0.033850399615123095,-0.03994165514443494,0.061867259296809515,-0.0020817533419007655,0.05206867964577561,,-0.019725566972844437,,,,0.005507450714209668,0.04153412540568814,,-0.028541782896351193,0.07643710229487737
IL15,-0.01828809344876938,0.023974804819217124,-0.00788976799516201,-0.002025363620120687,0.10756701982893352,0.029886757199375003,0.0014746741995134258,0.01318660235631584,-0.03271920178547175,-0.02026423542588833,-0.04196182013913761,-0.03353908459099347,-0.013806171590496864,0.016844178530874943,-0.007533558115360559,-0.03416257490259861,-0.07587215327193966,0.031199406483710505,-0.010668843498453751,-0.042893816702369615,
UTS2,,,,,,,,-0.03273150738021465,,,,,,0.13158581986847923,-0.03446479587609354,,,,,,
BSG,-0.05677324186698371,0.0494868131039372,0.04714929117293412,0.013169085802415976,-0.040360242417948305,-0.023248735008284074,-0.047732220722074024,-0.0674065795421605,-0.1038058739513757,0.020982158418013777,0.05958785396640062,-0.024907951630927527,-0.05362931667220265,-0.061152572090229965,0.031334471803489215,-0.1039604518913205,-0.10397650672037942,-0.014897891113960317,-0.010346918733500424,0.06295894714244711,-0.016919814178577904
ADAMTS3,-0.03151602503732037,-0.09937389075777779,-0.027782983764870973,0.05190820829067981,0.05560026676885033,-0.019234884147438576,0.06340994519555862,-0.009815919290017086,0.008151765816547028,0.018292870197587695,0.018703021045071697,-0.015694637470397357,0.02202062209389553,0.05871473267226173,-0.05318869766679819,0.047611766777175275,-0.004322218362056757,0.018147924922382336,-0.09198141285722078,0.008059023045448298,
CD34,-0.043449611393697976,0.002710624952650455,-0.0619205785343047,-0.023101453026348816,0.0004879013678778685,0.0375850741450611,-0.05336336458076308,0.014989339112920644,0.06273180173816811,-0.033407242907290746,-0.04969032025629231,0.08580334513122473,0.037383355714959085,0.0842427393350533,-0.021951031501061955,-0.030129592363801805,-0.03139057553680808,0.09051869565810278,-0.042524500592679454,0.0012726799163361043,-0.03145442018069257
CCL23,,,,,,,,-0.028563520084128945,,,,,,0.009331309596549025,,,,,,,
PLAT,-0.05519737286095729,-0.048005399038770005,-0.09606417561401161,0.033867342263172694,0.03809471990850486,-0.01314924012637159,-0.04070533061378228,0.04376743087655646,-0.09064228159355531,-0.00019293708907938773,-0.13230329534857885,0.013966877783177066,0.05957978662186184,0.15295423454521836,-0.03678540310852035,-0.025358233251381715,-0.08973678206169085,-0.021281955483281996,-0.020279066394432225,-0.015949033700210245,0.12783729712988215
NTF3,,,,,,,,,,-0.034492924717192106,,0.01685727145514121,,,,,,,,,
LTA,,,,-0.03264771844893604,0.03389806808962849,,,,-0.013887274116163032,,,,-0.03496972971634326,,,,,,-0.02112404519773528,,
CKLF,-0.016576621628862552,0.0525562422528053,0.03071222952894954,0.0030794076792109485,0.058413137832841515,0.0064552252151650205,-0.12095230678000933,0.07751871721803878,0.05722516267210835,0.025891178846094293,-0.03813400900686368,0.06790980505613464,0.07918686492423786,0.053327844514425654,-0.01834792199843632,-0.08117989088217788,0.04045472903581293,-0.02287850908698205,-0.07476200001181452,-0.008788973721598693,0.1033140469366312
APELA,,,,,,,,,,,,0.015806220852802734,,,,,,,,,
CD24,0.052515740435382804,0.012102915351645687,-0.0017189533486130365,0.098466231927557,0.0064036721568387685,0.02685235667393327,-0.04986911983833325,0.04328084232408638,0.12688496132005272,0.014535514649249962,-0.11907964894878582,0.048304629863795454,-0.0017124482209638539,-0.028379685736467035,0.1525283076055974,-0.12119330544218743,0.03957184477399906,0.09983950542023658,0.060700654545544595,0.04710405513081683,-0.05397574182081087
HSP90AA1,0.08665322701019658,0.13208354223976598,-0.02600514666203149,0.028249029993116553,0.05405529067467909,0.12119072979582168,0.07101711374873955,-0.055322148566108696,0.0261489374007846,0.10791204542316993,0.041275390567866735,-0.023397722099005584,0.022281203821022437,0.018433238634084095,-0.06219532519221041,0.0889106314703424,-0.01279025628434524,-0.027560240589686463,-0.007570442255014468,0.01041975573573187,0.0841639985016907
BMP4,-0.04993670430633958,-0.018863961082195027,-0.03409322190497428,-0.0032452169812185955,-0.026071809125893297,-0.05659717390745111,-0.06931172962161902,-0.07648488757661524,-0.035491635400003524,8.753128875002033e-05,-0.03717259444956589,0.012689425293502152,-0.008320106498468257,0.20113465277804293,0.07167168098751732,-0.03291725083856453,0.009786280045018187,,0.05783945263120187,0.03469510539481938,
SCGB3A1,,,-0.018737499217623167,,,0.0185860701316792,0.011180799897403849,,,-0.01915665039273202,-0.04232266384570684,0.09325187207883189,0.06576690334538103,-0.0679692608519011,0.03597388925595853,,,,-0.003340774061696128,0.017789900341908416,
IGFBP4,-0.027162487966655165,-0.0019845920121165537,-0.03346396532919612,0.033322847868758006,-0.08933052981703063,-0.04943096019604452,-0.03532459356236308,-0.004857421398228639,-0.05989289040159599,-0.043295841436100754,-0.10780400818357792,0.015903885793745305,-0.0010663807871427722,0.07697962340334108,-0.011467449013876724,0.08345831435296278,-0.09239075886768927,-0.07519749701620412,-0.048696802195290594,-0.12694373698256267,-0.011149794465621567
RSPO4,,-0.03701081053258739,,0.00035551031515767265,0.0013113839588316221,-0.04496460359756164,,,-0.015794815507636752,0.002598113329451593,,,0.016013421517583726,,,,,,-0.027860404415406558,0.11908951111816357,
LEFTY2,-0.041074033219659314,-0.030927594751325487,-0.07940794942218286,0.04338035909070471,0.01892154813744121,-0.06979201542126204,-0.06944181971018719,0.03267256773141595,-0.03597018615714734,0.017252375616726223,-0.053504393136744884,0.0128007532314436,0.02853980493724434,0.00795089552297961,0.0053650490646645265,0.04113049244476479,-0.12475410362759419,-0.06023463320025053,-0.03923587452578987,0.02929967012225376,
PF4,,,0.0159725867970545,0.01078704457932819,0.05109792873759569,,,,,,,,,,,,,,-0.021124040309474536,-0.0187510667366814,
ANGPTL2,0.09015025649967792,0.0340097836409312,-0.026605575703217057,0.041404418454405574,0.00897645648352952,-0.10923929629420216,-0.07534755665695998,0.03714952089515663,0.08217422985667312,-0.044283215657587964,0.00745349832893599,-0.024239724594319903,0.06428888261521792,0.037158100064510424,0.04940444014307736,0.020702743519868057,-0.004896768892377447,0.04534325738512122,0.023583998866787297,0.019783865912132475,0.08805971709809311
LRIG2,-0.038008172700319066,-0.09565197651893062,0.04680544647138247,0.0988447901061288,0.027803656207866984,0.026408041557153688,-0.024445767080003417,0.04764058539112386,-0.029421454403517986,0.020045522970003407,0.0831052239756258,0.07124188684871022,0.000598029786534381,-0.02310148091445576,0.07756073178731222,-0.04884494271209585,0.03566669565174029,0.0320250799421549,-0.03393576832505142,0.06147768698292862,-0.050665487125397896
ICOSLG,0.07001403774173237,-0.015630877725745302,-0.02366551892192317,0.04990275597239126,-0.004655059619136288,-0.007740184489022646,-0.004357217157450491,-0.004634163920093345,-0.004944146383238396,-0.01203344146477785,0.0017014510713120878,0.09445903055047841,0.06422363784031475,0.04247527151419427,0.032218122246085334,-0.02896537884494437,0.06932490453062333,-0.01778587745434906,-0.000833280507489076,0.024694789763061914,-0.024819266986377434
WIF1,,0.019561851647582475,0.03564921649262211,,,0.09395398242274396,0.10180656451345776,-0.08696910495700613,0.02605504599450175,-0.008008261258808587,-0.05960854740963479,,-0.047619244078835034,,,,,0.004714138528302054,,0.0389488928663037,-0.030643755600346958
NPPC,0.015735523017063605,-0.0660174647574586,0.038816561364678585,,0.0816742522977889,0.07020190107456166,0.06129012085275813,0.03354016445466645,-0.007974887692178254,0.024438666092697972,-0.003980328933046992,,-0.03003667590596806,-0.0685141187033754,-0.045282945656802624,-0.014696458371525112,0.01924345330821223,0.0008374073368999185,,-4.160204477829608e-05,-0.03290277782855761
LYZ,0.01023599228161244,0.11736663459521751,-0.04172969633153936,0.011775108749868899,-0.045273613129535484,0.01052186641268316,0.018880100453882522,0.010178667530550953,0.0099108609988679,0.0031996119108109043,-0.10534460427542117,0.07023071304046143,0.05247453370779097,0.11148674134703285,-0.007082507521560662,0.06688849087267655,0.058963758339363556,-0.05004774368555594,0.0087148945921504,-0.007379780974382856,-0.03483721909871374
EREG,,,,,,0.025274725425133412,,,,,0.002480574273314471,0.002797376225825096,,,,,,,0.06668567882101392,-0.02158803249473521,
SPTAN1,0.009952927597439529,-0.08155776219456813,-0.030225528229049635,-0.052131846730191854,0.005888071911035775,-0.007362998913428227,0.05762965696986845,-0.00715135132527425,0.05255928059008507,-0.01969448437451207,-0.0033015514067841335,-0.010736107308724407,-0.02309319362103121,-0.004998886478150178,-0.04214149301322988,-0.06273963814315198,-0.06095943974932193,-0.04524632531805472,-0.020766043840332895,-0.07023986094088651,0.06741156343152092
LIPC,-0.036246267532409567,-0.05440850957720009,-0.023796177651775555,-0.012146843687052714,-0.02063466280666498,-0.00065843119572859,0.09865677261708065,0.004641865519218851,0.0385408046459229,,-0.014947734943806334,0.024726030933094483,-0.00027401419574673013,0.04034433173521865,0.07359913908463235,-0.029768337141820814,-0.05305100439296138,,0.06770392277694416,-0.029241166156394778,
COL8A1,-0.014378294837775717,-0.13422919007467551,-0.0559208272845499,-0.013924790157009325,-0.028349177414876105,-0.09780453318268709,-0.022585071236291106,-0.003872918062886048,-0.08462715020291504,0.034373732999583115,-0.08895359592344254,-0.0696250299728655,0.026483313520135394,0.06512575458358319,0.021844497078373565,0.0420962816125097,-0.09828706125875276,-0.009854740827955273,0.034235841090221986,0.019023547461829084,
GSTM2,-0.048118955959581086,-0.04135970139008651,-0.02875541698728153,0.019007157763187836,0.051881037351046703,0.03727600920567212,-0.006759303615171029,-0.004824580621410861,-0.044439940627238966,-0.0243354810579423,-0.04177149946147001,0.003989680862828464,-0.022483431426658373,-0.03650259538348248,-0.023821646539295138,-0.06853543298400529,-0.01101907357470252,0.12694523286763432,-0.004642473979666624,0.005664926241857791,
IL4,,,,,,,,,,,,,,,-0.0436373376013991,,,,,,
SPX,0.03903171345749702,0.053596366451397696,0.01742560986746165,0.015808890685231333,0.07631916202915584,0.11297777420894857,0.0022650300448829046,-0.02647850207251225,0.06412001100075487,0.02447052084694813,0.1427529912293662,,-0.047527329722311155,-0.08281974009706855,,0.005853274732457651,0.01333986188186437,0.018907255580773243,-0.05463681288409305,-0.0148276142688925,0.024487209748887663
MFGE8,-0.027436301370694204,-0.061382492389226155,-0.06455906297740434,0.04347606781712425,-0.037459194911969855,-2.31452626517386e-05,0.030577449906965645,0.0411307414189087,-0.02239441720778207,-0.01479813556011613,0.04297964561200922,-0.07014363979126395,-0.0002982512287483336,0.026937481046217963,0.026661589635042653,0.03345294996541487,-0.12287395452452458,0.005347698248899354,0.012121809545873176,0.04178615394471157,0.025575505713482063
TGFA,0.17226478977290213,-0.02165657508256412,0.018714474875522465,0.017603606551352992,0.028527213536685112,-0.038981378034176624,-0.057772867973243595,0.0388462213961423,-0.07122409506346976,0.008813501292910805,0.020677465468754916,0.028826933991279353,0.03092041917824512,-0.10407735195888791,0.07448002831470148,0.07083890963797355,0.0674992989125448,0.1498081232841162,0.053888758056371056,0.038703416463154824,0.050585869558932024
SLIT2,0.08353110586858291,0.0445039176932407,-0.03538396687848051,-0.02460981430002032,0.027048537531600372,0.08336240886181406,0.11831349562166228,-0.041771171006863055,-0.027701030737051168,-0.010945320016213105,0.020476332447541348,-0.003453267812804328,-0.043364016752806926,0.16202771645220673,0.02818996295068863,-0.03938747509467425,0.01222580752317561,-0.0454019046276814,0.13808414972967797,0.016074004105560827,0.0165745266862531
PLTP,0.017577707252933103,-0.08846970919533614,-0.035801831875742395,-0.04193388596304046,-0.022786678287995358,-0.043918540125030006,-0.04308907021629187,-0.03310487139465236,0.07432212667319742,0.06995256912554318,-0.15479824743563086,0.08140815221106437,0.051889607000669864,0.06366845123828109,0.06708555499940476,-0.03522799285586998,-0.11806116265529423,-0.08995332500296667,-0.021299339341149744,0.0077472613867525875,0.04739331627429259
APOD,0.14560183655100503,0.06701035060374719,0.04891020105436675,-0.10716176626755672,0.05908619777372481,-0.002541246743388179,0.03864279282178818,0.18262527978958884,0.08834691755065531,-0.024159410760535502,0.079942240947663,-0.03678291441030964,0.0323556367381814,0.04410707510450087,0.04100193521447806,0.13365787961821193,0.179209090263736,-0.04972039288937779,-0.0006335552042077048,-0.09455757128901451,0.09164533521078101
B2M,0.05489851932496294,0.0017732271894407234,-0.07912032271817959,-0.09470525893634042,0.15662014869079266,-0.04987246437397004,-0.09178695291889874,0.037454571743998605,0.11638567737468575,0.05215549209424834,-0.12631311845989485,0.05865107574875905,0.07656561571614387,0.1846877660267405,0.00015048751474156823,0.07859669213046626,-0.02853475190349512,-0.003230218594864612,-0.040513003300154886,-0.0973242789658958,-0.019998614962355554
OMG,0.03707462078046995,-0.08601486227256652,0.09314999580350916,-0.015707909286471436,0.08604374946477289,0.012398022545315792,0.020073430631113495,0.0849083099949703,0.09513712985240504,0.06612352004714418,0.07663218430491064,-0.021013814933260388,0.01624641677099417,0.02997550734359428,0.10141918752681185,0.024244822839735728,0.11584994502782268,-0.02841629301921573,-0.009714767790402335,-0.04294550026466073,0.10621317083887713
CXCL3,0.012174691376110318,-0.02813593074597132,0.04317773377848284,-0.014490320105361493,-0.03616746496021717,0.03408507877482182,,-0.011135322120638053,-0.058868088257582094,-0.031206859768918335,-0.024317725415283046,0.07232441108758668,0.16614610700435284,-0.005156420935008793,0.15023491044230172,,-0.028117621307956253,-0.04600983657113903,-0.060376427612699075,0.10328702968145782,
CXCL10,0.05687065727744197,-0.07132800636406542,-0.044938015852616094,-0.0013080497886496243,0.07796396771858548,0.018493087112121605,-0.010589295853267679,-0.007054497592316402,0.09560420785319831,-0.022003127571299342,-0.0068660315352591155,-0.0019713867078956977,0.024667669759843115,0.07931005462331592,0.02560713218312742,-0.0300435594384308,0.025368240690198468,,0.02747744728117429,0.004944098500377816,
RSPO3,,,0.10928324198304155,,0.0090329759881084,0.10429040165352566,-0.015185458970920575,-0.057234943474853965,0.03753842438533623,0.035301016530536425,-0.043055273476669764,,-0.006158128362229,,,,,-0.052587682891600866,-0.01505428861050422,0.0025192047531190148,-0.02898674842911434
