,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
PDAP1,0.06675190984008679,-0.12158559915959469,0.08868356401991248,-0.01287034569519458,0.01795150318438308,-0.08725175258389979,0.012227278735003424,-0.2314539897696049,0.02006871771765007,0.0004694591566019724,-0.008239440915837242,-0.23681310009695136,-0.07095211207908414,-0.11413734447991933,-0.0471099133568521,0.011716539890916103,0.000313018761459906
QDPR,-0.004749041375460829,0.20360156178736688,0.026538439248138573,-0.01469401595436165,0.0838342064357236,0.19525398851398798,0.004458805218595061,0.10369427726790091,-0.005003145854965269,0.028720678768712822,-0.41943833875973346,0.08768983227744478,-0.021311251632418593,-0.04836070258254092,-0.041396280264972996,0.10208276296258884,-0.12811985025827385
POMC,0.0019317937492838442,0.13050305215137342,-0.010169441211377382,0.11085572208379638,-0.028745934977226724,0.11222177171411771,0.020806869075031317,0.037410353676911326,-0.019845060880511523,0.010340448728970957,-0.0807755734039473,0.06183789605940224,-0.021132698937271977,,-0.003945334765939883,-0.023191587071418336,-0.01595265843558798
CCL18,,-0.023701081436242468,-0.07542417134570209,,,,,,,,-0.16811624392001695,,-0.015426472079299073,,,,
CCL17,,,,,0.1623079729830962,,,,-0.00817561885711162,-0.05238514555545385,,-0.03675615240196078,,,-0.024392768310126826,,
VEGFD,,-0.02403408979810009,0.05389416027792407,-0.02089689441696301,0.009810170114964127,0.08582823571580975,,-0.08416394062052307,-0.010347960577723237,-0.009427191614611323,0.05153355419468803,0.00932686277825214,,,,,
TNFSF13,,,0.04371745712161428,,-0.018465628547191585,,0.02235579682710072,,,,,,-0.01450642431851392,,0.0019732704867847944,0.045862515082924764,
WNT5A,-0.031602204316140865,-0.12389848542621022,0.0737900801362539,-0.01730338429807891,0.045302876887855274,-0.17454998749121384,-0.13005138727048188,-0.3278244507775341,-0.002024251471182876,-0.06489515835414725,0.10393880730452487,-0.08094548953335533,-0.07009425603508816,0.028409580295944075,0.0956671281083895,-0.09797675319206145,0.05651832478766685
CXCL8,,-0.21376882870073147,-0.05401305171110104,-0.019566613333610917,0.02994343326430057,-0.1794470888689098,-0.009208805574455345,-0.10857573073821469,-0.07405218275735377,-0.030710451740314695,-0.16965369471254674,-0.11864370145428535,-0.05845660013074504,0.15664139707371877,0.02024139921331053,-0.1611065009449813,0.08064830573494533
GRN,0.05469400988647177,-0.14026562372343146,0.05745362364133214,-0.006014293894154582,-0.00014471460159870358,-0.07635211347091876,-0.10656223054377778,-0.38879427473210293,-0.01317365403983918,-0.11329030033015722,-0.3408599992546902,0.037478422077517205,0.06702643898103439,-0.017409300744773627,0.07949478331207026,0.14727164338239357,-0.07162944647424105
MIA,-0.024392715390146757,-0.030389390437830486,0.04935887247084223,-0.01858423651561841,-0.007438559093378055,-0.02442498819909746,-0.03418624477516291,-0.1227939473687471,-0.03450046498733196,-0.0013652080656897934,,-0.05922881258210634,-0.020239986586207338,,0.040007585225017905,-0.006681324571573804,
COL4A4,-0.02158258075049148,-0.02399798518825813,0.02075084159087415,-0.01065075048071284,-0.030339429570845334,-0.1378936157393762,-0.04186662196474724,0.003928589952998633,-0.022270088129929234,0.0416986743845566,,-0.06291099896805082,-0.026034909894726798,,0.05651669906452006,-0.07854146360081514,
TAC1,-0.01863583613450764,0.4125558188648713,0.15850201072122083,-0.030215368857307336,0.0782861106290255,0.3397546137299068,0.1667105761660769,0.4828761550312383,0.024504218418881146,0.10079031648432298,0.25852121806092665,0.4561942926317871,-0.022287807979650763,0.1985698971218824,0.08406497917489851,0.1420218077143454,0.19470507530726944
RARRES2,0.016886983273974598,0.07691941506959783,-0.01497544278250146,0.009018047700449193,-0.012916485959382287,-0.20808168017878026,-0.12365310825581433,-0.40142187455737993,0.06687914220761645,0.013941742732783695,-0.16700570786793786,-0.1972102160432064,0.01821704107456838,-0.005537746546052124,0.0390317284244368,-0.2658223212860746,0.04288549571968112
FGF7,-0.024476206278949808,-0.05322068242031586,,0.11278187586628927,0.06702566590983268,0.12756640743403405,0.009917546647060311,-0.10495029834116643,-0.033387477808222786,0.014906404124839038,0.01733171582321635,-0.01979880861562993,-0.048558749734346256,0.004139153396677563,0.05924305821125663,0.11075176443267366,-0.09266150134459568
HBEGF,0.01381876274907022,-0.07969642546565342,0.0428420891150122,-0.011759880989538259,0.02432439731547594,-0.11646636937075695,-0.11935277797775916,-0.18495420615163885,-0.02420305130851323,-0.05660228588748613,-0.19772134337765693,-0.10804859270597493,0.023849815773617666,-0.04617039079484601,0.0231965439155843,-0.09569729075927963,0.00840548644824829
CSF3,,-0.07402990151936122,,,-0.02304684068078775,-0.030050934206136325,,-0.0028502621117376522,,,,,-0.018520197764386407,-0.008086480177121939,-0.02568182200190599,-0.07228225576054129,
PI3,,-0.07380386766501794,-0.03611706059348999,,0.016198239509415083,-0.07974136090970195,,-0.07019616755665258,,,,,-0.03499571614186162,,-0.048075532667581605,-0.17085579306910798,
PCSK1N,0.004916220423463359,0.4096955479972586,0.09741345132301985,0.04287184230788855,-0.06264804525861731,0.04820609388430809,0.06029650493228893,0.27300143736605725,-0.018891132213513125,0.15107818730205808,0.5771810978491118,0.4607754555565045,-0.027484130814214427,0.03647400180310467,0.0030250533839659786,0.26405425443348746,0.10635922525203718
NTS,,,,,,-0.0495635710115864,-0.01822276220603049,-0.07662390994119021,-0.025440986956542847,-0.05653433920450662,-0.09340799501629,,-0.042821265013128794,,-0.03803127638030733,,
SFRP1,-0.008866919638203867,0.1448516953952464,-0.014265697608311114,0.02902345448620857,0.02774058623258949,0.01735883826948921,-0.0369329723714863,-0.07570696512944065,-0.03521644891665935,0.06178647910023127,-0.20113305697200048,0.05085250561730452,-0.021406360502469142,-0.004494411896788843,-0.013064949873333108,-0.02246805630599753,0.036016922655379736
CXCL13,,,,-0.03527927509289677,,0.0107867099456231,,,,,,,-0.030210296530369243,,,-0.021390788918674703,
MICA,0.08534326520973154,-0.08204110179990613,0.04419281167168158,0.06051728045337401,0.009014910534823749,0.0069394839644335874,-0.030711414319685503,-0.13811060415125803,0.0013750345917820346,-0.008821815693683665,-0.03129882555877202,-0.14931819866460705,0.03869571172383564,-0.04558319424711255,0.08702267523344925,-0.07015025052721303,0.09926592295812565
TG,0.0006508134342682827,0.011417474420455312,0.01455012421436538,-0.01983912483201174,-0.0014874965875699938,-0.04123802556367046,0.04858232358125336,0.0028653924633151185,0.004693882091534435,0.03892184742467683,,-0.043245296492792226,0.03371308840959022,,-0.03227233703928973,0.014388871020674411,
ADA,-0.030192770182423678,0.06758346255508382,0.05213103110437438,-0.040984990468444546,0.023982506346325295,0.06364162771888804,-0.0494575936521321,-0.2880986957026342,-0.021949803829630476,0.023193850085685544,-0.2488902164794001,-0.12214015289223125,0.010034970861385443,-0.032266755757023,0.06913666781221899,0.031040963018738165,0.17836690117063958
LAMC3,0.02990912450521886,0.07774169253055954,0.10351251882908506,-0.026274541082020764,0.04374970188415813,0.11841522776474853,-0.0014379046896886019,-0.16750010036718252,0.0006185225242129819,0.001258176998291948,-0.09159874702200607,-0.0010535148314726474,0.0652665776371188,-0.014774040274546344,0.14918162759792042,0.16335140100669113,-0.032966010918853574
CCL7,,,-0.003083426871129221,,-0.018224776804694528,-0.02182268885603394,,,,,,,,,0.06817639727976448,-0.08463992319931386,
NGF,,-0.04265073067618636,0.012018895106024248,,-0.0125170709463149,-0.021265699358351205,-0.011631570618845536,,,,0.11506047155279661,,0.03023135793169436,,0.06558274561010466,0.02520500286488087,
TNFSF15,,0.047557564742609165,,,-0.02029418033444267,0.019029801060853547,0.019098552477363737,,,,,,-0.011500724859119085,,0.01589207325344688,0.02605112412570429,
HMGB1,-0.03420007146705154,0.17847396135294538,0.09313374144788122,0.0038179743975340985,0.046953842852434785,0.04068865703780811,-0.0192839613006533,-0.366305963232028,0.06368646096651633,-0.02070853417752223,-0.26953215358391713,-0.022769527795539413,0.009030543697071547,-0.05573350000580023,-0.10831107326152203,0.13601935934342907,-0.18149596249165714
ITGB3BP,0.03222839317384816,-0.2191964164568739,0.05192137691162348,0.018859529067616534,0.004652096642721458,-0.0432193721488402,-0.04298819427576525,-0.2646083973658723,0.0077079883817715205,0.018293137206265766,-0.0793648892608669,-0.22269834914128248,-0.0020239972598802,-0.037804888378760115,0.061450695115070106,-0.09481979551192109,0.10401960546868445
AANAT,,0.03653642547313659,0.02900636934194649,,-0.01846563051799297,-0.022779680380728105,,0.019634983541076134,-0.019326122332750363,-0.0023064439941742646,0.0157854602801477,-0.03127784675430221,,,0.0010890101645654481,0.031281794848434304,
RELN,-0.017892527610674832,0.12181696087018434,-0.06866704256703182,0.018389839148276164,0.06061793585307656,0.04188479939622935,0.008151609309576072,0.16986432776779056,0.025267648089994578,0.009525217912366562,0.05718975338976247,0.1465017619097902,0.0384966134223536,-0.06835599917311949,,0.011546395698760524,-0.10609479296149162
IL15,0.052058173569120715,-0.03996258463262692,-0.0002605476343405895,0.05226125793809348,0.0633588018624705,-0.02888931990607987,0.013864747213358878,-0.09272791896145167,0.004715683424404731,0.040865156572495676,-0.06527119177965596,0.009845044572350602,0.07284939925631921,0.05752834791589,0.1621460332254593,0.004981534457082025,
UTS2,,,,,,,,-0.13927092820064801,,,,,,,,,
BSG,0.005368904247987123,-0.19018905100666644,0.06401484117530178,-0.03627565837941101,-0.03587696692874094,-0.07673504183741577,0.021620956223231416,0.21744062371105713,-0.03749698101917661,0.04652808040630136,0.34020848697410594,-0.28308278943998877,-0.007218057432112375,-0.09411143824327152,0.02856424811613039,0.0029685305633393483,0.1798313559010873
ADAMTS3,0.046356250271686016,-0.08787495179824227,0.09284930757431242,-0.025283206849999844,0.032041166159322676,-0.024353177194713815,-0.02756575251444734,-0.35452296592696486,-0.023865522701866874,-0.0007573074905312441,0.0697349400007842,0.02005136680945701,-0.005061958516099617,-0.022198526952571802,0.0028977450949711128,-0.018442657848381203,
CD34,0.0485034296347327,0.1638733913596729,0.06697191348578262,-0.002366946423735274,0.037404621230994944,0.0906350201148963,-0.010161112766351859,-0.17996231162973225,-0.030993285231192047,0.0362892151350955,-0.046276752493488435,0.04891684906509051,0.00473930252029526,-0.0875648956600837,0.11045896384820583,0.0069150440237636225,0.016935385427325686
CCL23,,,,,,,,-0.0639839674787307,,,,,,,,,
PLAT,-0.0006463481624800204,-0.05335112879491156,0.13504646343076487,-0.005394901315335154,0.012213489158484915,0.016066291375892102,-0.14895840496255722,-0.3238751229170093,-0.053019854315683915,-0.024141707036200204,-0.06861124258946306,-0.185420997782913,-0.021722010273600687,-0.047346762977499825,0.05209133168036561,0.11178750278383934,0.06474243719922505
NTF3,,,,,,,,,,-0.0010794045244830691,,,0.019515182108883672,,,,
LTA,,,,-0.01458975476063392,0.16706028664797798,,,,-0.018613069903374413,,,-0.05497027701910156,,,0.006182325793390394,,
CKLF,0.01850229024044331,-0.036136366330311996,0.04174220162799464,0.006525157684882706,0.04226917631584994,-0.04554316154777463,-0.0884083989100063,-0.38350012711610715,-0.02434255264149026,-0.03900182119530955,-0.284269487809401,-0.3075534704826583,0.018307484312243643,-0.04943082494014702,0.011775824370800079,0.03148014127097462,-0.013567495459720177
CD24,-0.028207183925920414,-0.160620387648554,0.03784290015613093,-0.0030834373385281036,-0.019604567639193327,-0.014732377051293506,-0.10464413710256854,-0.056659863671445695,-0.015525183085605685,-0.2563394094370703,-0.05565476683859837,-0.046482753046420924,-0.030624726026592497,0.007860955060858188,0.05311115579965447,-0.015135101975426371,0.03503253348621817
HSP90AA1,-0.013884636824660889,0.18547893278686328,-0.020476005445945543,-0.050954869230543404,0.002068047613104573,0.27962495938546394,0.11234090378351683,0.4358863102763527,0.031647899131563385,-0.025474050191338755,0.5672952459364542,0.48821699970214383,0.0166088807201562,0.16024115591682847,-0.09485120063964875,0.16553997177127802,0.12410736196015243
BMP4,0.04068731548769976,0.1346563876514933,0.040497637801238405,-0.015465995297779086,0.01665646481099085,-0.03136377471346423,-0.07643869050514544,0.10547484111210409,0.024897445428605378,-0.025425461280051624,0.08706112432496195,0.021715448800611534,-0.018653386791140307,,0.034395903954222776,0.02292735564448408,
SCGB3A1,,,0.0636819179939209,,,-0.0016575700022337966,-0.010225460877548343,,,0.019509832051041436,-0.013016771086555102,0.10574009588357651,0.06741662519690848,,0.03107700129156355,0.08222294066299125,
IGFBP4,0.0482742940836883,-0.0063001702774170215,0.004169534053097548,0.005598991782245041,-0.034371359163210304,-0.04269773564233054,-0.08992048550107164,-0.16321039395261114,-0.0004271699428615409,-0.00280903825836406,-0.2367715129867249,-0.11362651715069488,0.056912445060683076,-0.062016453169993754,0.15148727995680963,0.16600551778400746,0.01244232665384547
RSPO4,,-0.052102240234876696,,-0.02358600487327502,0.03941683598407089,-0.015855457194647732,,,-0.02164813343247793,-0.012492411810209011,,-0.039875905185169785,-0.01608443768401623,,0.012020459538755574,-0.05489839210044412,
LEFTY2,-0.021369182951294582,0.019596641456692012,0.09187187175703818,-0.014768939147017582,-0.028147225655926367,-0.005617213199884277,-0.05437995800806242,-0.27131869982461415,-0.0008304410013772452,0.004517121193138458,0.0072748817795373925,-0.0012563079621955942,-0.021873772618236573,0.02947357899174634,0.06517052669292223,0.05952041758123469,
PF4,,,-0.0009609840567078773,-0.013271364909867097,-0.015900758712583618,,,,,,,,,,0.0531908175515204,0.07779431419168367,
ANGPTL2,-0.050614793979933397,-0.03337906373815936,0.05569712866747008,-0.014988564603622233,-0.02317844595297019,-0.07534261201763255,-0.1312075294157073,-0.2829784633017301,0.019675331650044897,-0.08255568999177962,-0.32039657371295294,-0.3573990179585901,0.0052565091650305,-0.021473245923184607,0.07002752598267885,0.1472383282231101,-0.08328935742412807
LRIG2,0.022156041771599886,-0.1323989117344666,0.0054769591291750205,0.04792238546571169,0.011796413923739753,-0.03199616738505128,-0.07575749601259198,-0.14093929625993903,-0.05871233549729305,-0.09001761775284291,0.06866893065096405,-0.07173949817997173,-0.06412330629892221,-0.044876636643695796,0.028208354292275636,-0.04960462307192485,-0.06441655957175316
ICOSLG,0.03155501813139816,-0.08747313518129883,0.07352538240896328,0.015518305093167654,0.0065800177639008155,-0.030022016081008997,-0.08830150177048471,-0.20223782635147936,-0.019510932336745165,-0.014821388641347214,-0.10356058672036308,-0.14216244170026024,-0.010911366073050788,0.15944548195611824,0.08166452614065038,0.034158954505068714,0.05671069169189606
WIF1,,0.5641098943507341,0.07473875528213864,,,0.20289457454295276,0.18918325300232738,0.5183325700012835,-0.016705351819026437,0.13074475028178206,0.19717225983316114,0.43956660615503795,-0.014952042796585328,0.13872327705444612,,-0.02386221512318609,0.14290059575512962
NPPC,0.02722050989825436,0.001490060702912,0.06666903809232035,,0.022713911627402467,0.1139563641942142,0.06258689528625089,0.08027927928003382,0.018403890920947744,-0.013979041689840878,0.09590500567586417,-0.24269067838719535,-0.04877186373551007,-0.06926285476502791,,0.060063147970885564,0.07967716345041444
LYZ,-0.06235839913632536,-0.04292898919433955,0.006063413446873416,0.017991849401721948,-0.02931797683270769,-0.08436276347466388,-0.034867297925958655,-0.21294051733782035,-0.057533027646185037,-0.06902861272578302,-0.39400195591086024,-0.08312842847911815,0.010913497952655917,-0.053007120731990286,0.09745270481399843,0.09423051795589998,-0.035881067795093737
EREG,,,,,,-0.049076650468493924,,,,,-0.05586189524120668,,-0.020033438320195194,,0.021547192467538338,0.1263706795743288,
SPTAN1,0.016423019433905155,0.3032817688275657,0.10866537801017377,-0.015012232998738662,-0.026650778472914485,0.15907023305384269,0.09904336006493912,0.23512040214022556,-0.020981769025865606,0.0035649763115993193,0.4592795031892657,0.30070178023919625,-0.013671530542163126,0.15250773231700746,-0.005231503468724802,0.175467499369866,0.14940525596651438
PTH2,,,,,,,,,,,,,-0.02557961431838516,,,,
LIPC,-0.027632157858066685,-0.04661688691480157,-0.00020267252917629137,0.04373990344911161,0.023203896994255964,0.015330153539626495,0.04375799151960532,-0.06761636548144294,-0.013137548930330308,,-0.05198483427320295,-0.02910242100565986,,,0.04868660574369959,-0.037291064904343266,
COL8A1,-0.024325964526415025,-0.24744565049030942,0.015004239367459364,0.023838426156531246,0.01544908471743164,-0.08413983992568087,-0.10180468697178703,-0.14162622134202557,-0.008169931069313567,-0.021963379193148152,-0.1968882979325087,-0.2601342425266807,0.07306791512834275,-0.039771698135878025,0.04764082138675146,-0.17341942589883447,
GSTM2,-0.013364866305500172,-0.004932612871163564,0.0758725384851179,-0.029080988251130008,-0.012847265388063094,-0.014179007895750634,-0.04113100264152039,-0.05421023273434814,-0.018281634753848208,-0.008635079704408376,0.002632938978827072,-0.07692107051886678,-0.03414789974832043,-0.05466033612867975,-0.024717592003388914,-0.02246834410024447,
SPX,0.03871052608206859,0.24584217538164913,0.06453962361320824,0.024064707984518638,0.012645107950255039,0.3337599919562809,0.06281162963015435,0.15364965814688497,-0.031935227843744245,-0.036271770797593,0.14627427260222203,0.3535794634234201,0.025262824879410863,-0.09729302202527935,-0.0018893051443083573,-0.1272700128660467,-0.1468579484578273
MFGE8,-0.04109275344222036,-0.21199719340623852,0.04271502554841805,-0.02054848956356102,0.017465106585697,0.18824584035315067,-0.0846679433501091,-0.05577306594149869,-0.006342946687921231,-0.07927234267930557,0.12801638818792999,-0.1349142889262942,0.03006337532994505,-0.12032322411143145,0.07342160460741508,-0.052323837415193974,0.11190564583008544
TGFA,-0.02492353581984577,-0.28880663163884734,0.10033525806986315,-0.01924137296305542,-0.00896900840550669,-0.15788897080987596,-0.00018866332162572943,-0.2076128158720265,-0.0270104821310252,-0.049978513902375746,-0.11590623566675523,-0.15053557343266907,0.020952352222369373,-0.08865722864731218,0.06302472764747952,-0.0007600914435898877,-0.09714316282015897
SLIT2,-0.022211600292068676,0.5244883265254345,0.04959041849846304,-0.003591680077463859,-0.008500084194680886,0.1375216160894057,0.08226950455350576,0.1895456531655957,-0.019947234873547926,-0.010953269022244472,0.2578998458444355,0.40086880506397093,-0.008760078760722637,0.0073866046306524935,0.09043340883321498,0.04553660889340369,0.24912375256976732
PLTP,0.017696299404919694,-0.09831599849153355,-0.01758033370992328,-0.016747461209350865,-0.012333019597211498,-0.12835170744449653,-0.061578721053170124,-0.38422266456838083,0.02158305323372004,-0.13370900482242729,-0.5400154682856536,-0.065322930277283,0.03149177619907357,-0.08867469529382886,0.0030264104584291065,-0.010031073446359081,-0.048374500245794275
APOD,-0.002893357394334076,0.21433834337121752,0.05194536172937842,-4.4878416854739616e-05,0.024021416149438653,-0.0698923886259507,-0.10654422604334406,-0.41832798573235674,0.0354882109832843,-0.05772006810016763,-0.31312819841739575,0.19224933042887032,0.010164574260673397,0.07538801989635936,0.09283124171486212,0.08183622201481243,-0.22882387846778396
B2M,0.016016176507809694,0.10782681929270282,0.0833822707058902,0.05623627611725473,0.08427824824335652,-0.09449170043711837,-0.23746613531592903,-0.5158740485324204,0.042296811720112674,-0.19954560357938972,-0.5901514727451389,-0.44735597016218465,0.031275006779137526,-0.11003136618480802,0.0625817571360341,0.20046377990771022,-0.12616532018994425
OMG,0.05276101158542844,0.3216178876271412,0.1284252932028577,-0.004618160165070996,0.06964411828398578,0.07708707051980623,-0.01107927514934298,-0.05238669974582163,0.08129096253316567,0.07070558037866365,0.007707715168268998,0.28385636520969465,-0.022525576904939507,-0.04821406056541955,-0.002964387896608368,0.22154154403956294,-0.08818019482679598
CXCL3,-0.017380516813775754,-0.12284211528069933,-0.018216149605321853,0.020416152658623614,0.026891381021347242,-0.11333642503510928,,-0.03689319752521467,-0.052869353661622126,-0.02696261408375583,-0.02473936677098093,-0.005048549466494026,-0.028939985338973427,0.023828526844675322,0.04344573711236613,-0.11761382672403002,
CXCL10,0.03588319250513428,0.02612015700112887,0.1656396020840523,0.1760452658782701,0.024349013534207924,-0.001830772623998134,0.10262036813319629,-0.32824277015681225,-0.00613159029074888,-0.023689361906019245,-0.10412486781157795,-0.06291100294247687,-0.021977903963799793,,0.07657653256177209,0.0068491241221328185,
RSPO3,,,-0.037799498866525755,,0.045608589630901746,0.1949154923887091,-0.014038646688521894,0.2080105919929119,-0.015643241365519978,0.027095017366165635,0.1058075869845668,0.05989436418082431,0.010452208626519615,-0.020059840786732317,0.03823466990274217,0.10175362483294313,0.04788891289149566
CORT,-0.021582580403082967,0.08909127771754181,0.05127514058001417,-0.023701817325244942,0.06066848248667913,0.21596462777268338,-0.004850255771897044,0.22733285909821613,-0.04498544178699862,-0.035797467388527196,0.02465675764699831,0.049340511282783134,-0.02675057706122105,-0.07708675815261859,,,0.06539524651574444
NCAN,-0.06247881802283591,0.05935735166167792,0.24631354886689816,0.0051514489541144536,-0.04215333106967174,0.26450218140625265,-0.04457872363076918,-0.20716414395173088,-0.056036497061382,0.004855302789685543,0.3013188122944277,-0.3846243329459906,-0.008434623362420849,-0.10561457197180303,-0.048864640249475365,0.11693726518017383,0.010263811496022625
PRG4,,-0.0797238394165415,0.031514244361809454,,-0.0021265526614332175,0.09788462654389457,,-0.02959321009163947,0.03349463160143568,,,-0.020118895033336755,0.05412044962397434,,0.14727628535054926,-0.08749236830856562,
ZG16B,,,-0.036863180867352775,0.06520814081620324,-0.007534522057680761,,,0.02916360828825412,-0.014789773704464469,,,,,,0.06547980722407062,-0.011154929356940521,
TGM2,0.11547898166360682,-0.10812928788647252,-0.07462524337096138,-0.05069283018922172,0.026856518767558717,0.02312339445858376,0.046145765209705605,-0.18220453870871353,0.01457023993746369,0.014110175076143731,-0.0380243293333444,0.18627104026703886,0.015634447302722714,-0.04962707299511777,0.10963875757894075,0.011242892058207818,0.1207323886693226
VEGFC,0.0651444067523846,0.03087886607316482,-0.005018896125743566,-0.020506006003320327,-0.02303811062501688,0.0314136085628495,-0.01536109231203165,0.010507919558653286,-0.011036281053700997,-0.04211172085450788,-0.05122921015591689,-0.0127290166446018,0.04251122371547003,,-0.014088015893103926,-0.07207758085063043,
WNT6,,0.024326746895942743,-0.004454708554397134,-0.014768939534621056,-0.01330646309318443,-0.037123024572309475,-0.01245792899111991,-0.045605381599044606,-0.03291411386310461,,,-0.006669504576760268,-0.021346673771044624,,0.0010336740866771518,-0.00719597937883144,
NRG4,,0.0825906741901485,-0.002967335604453742,,-0.02218039053612445,0.000725546840488327,0.019410257601949196,0.003385519123427844,-0.02841354996385856,-0.06063538389241512,0.19261707509784745,0.06750156301846957,0.052435557248138594,,0.03540732264100308,0.04211626374628336,
PMCH,,,-0.024624620855208817,,-0.030733091979619313,,,,-0.02164813238772167,,,,0.11032719013818508,,-0.014700835377454117,-0.012251304908180506,
COL9A1,-0.004152471257490044,0.03573243427608062,0.08075569330717779,0.002859809989667351,-0.02316579906306351,-0.04427223986747538,-0.06839506869322316,-0.07745081463816504,-0.039638525166195024,-0.0016334830706815227,0.041149940722312525,0.008597874763589431,-0.07856493894044213,,-0.013045284347802857,-0.06098151196571476,0.0409093425287141
GDF11,-0.029847860199383,0.0495171075471596,0.08797656243777664,0.08575288531085073,0.02482115086740305,0.02183638677435149,-0.09140855338092653,-0.22329977170283788,-0.02379269137247948,-0.01658389975538705,0.008972197440473255,-0.1811977935775098,0.018054606399495143,-0.02347320112939887,0.020871942875886958,0.019489880063670056,0.09730616825464777
RAET1E,,,,,,,,,,,,,,,-0.029959404228198684,,
IL24,,,,,,,,,,,,,,,,-0.09890854908573811,
SORBS1,0.022738120576203266,0.08235483556347388,0.08821404450277864,0.0007247625071047538,-0.012943845540452118,0.03806009064874496,-0.06030187437889853,0.004165748318484694,0.004112560193813285,0.00045801568487329283,-0.08586150672178666,0.05338286203391266,-0.01591290082098569,-0.02873896126102375,-0.008692438693989314,0.009742440483296942,-0.05959684720372235
DLL1,0.06866788698959107,0.2544960325148822,0.16273081553086835,-0.02474641953182451,-0.02017490477281842,0.021449171511084,-0.08608559281313709,-0.17959097314090883,-0.012090342206461028,-0.011619509672674987,-0.04632056628229194,-0.18042624967784457,0.011099624536143647,0.010149381805679338,0.02955143661140535,0.035313956959892596,-0.0341041891238818
TLN1,-0.018181862123154376,-0.18565811361727313,0.002001926438643995,0.053554716495502974,-0.03463427287392619,-0.17652126491678477,-0.11024824564662054,-0.383981673171839,-0.043888401103690536,-0.009368972211377937,-0.35086938341592155,-0.37504920368424427,0.010842667133749867,-0.07202230640496797,0.09338240307305003,-0.025799809170221833,-0.028639540690509613
COL2A1,0.02732951370733006,0.0679059659448407,0.17095472601569928,,,-0.02938846176958115,-0.03901030015489101,-0.0738309658909916,,,,0.018450771330444333,-0.02576250067603509,,0.05560626404393543,0.04662178644270637,
SHH,,,,,-0.003019416038588908,-0.01934240849147643,0.0011325876253487368,0.024338051559655623,-0.06544343646290453,-0.017387451450276394,,0.16871960346521525,-0.049801877008966045,,0.06944971415405034,0.03783075151225734,
