,UKF255,UKF313,ZH1019T1,ZH8811Abulk
SPTAN1,-0.032362039690940404,0.026610656947359302,-0.007420327891705695,0.04252158023970825
LIPC,,-0.0026279126727142246,-0.0009766606669888201,
COL8A1,-0.02756483525221051,-0.0755183883237242,-0.05287022028500103,0.010972459190482144
GSTM2,0.01944113877535656,0.023682818681270416,0.09771193543842883,0.0217499030082952
SPX,,,,0.01710132647564016
MFGE8,0.01178433007498396,-0.0002094215473296503,-0.02317121716154837,0.004892381866463015
TGFA,0.029721473914567656,0.01927905507366246,-0.017945140869332677,0.009650373745045902
SLIT2,-0.017540612140808823,0.0500118475524251,-0.04047717007749739,-0.0012666501288959
PLTP,0.011860778743920495,0.02681654738718923,0.049858285470339256,-0.04256874227129243
APOD,-0.11685502338410358,-0.0018297395350846423,-0.11882075488136881,0.024332959313222238
B2M,-0.03518008105264895,0.03182920147912383,-0.04626786798778105,-0.08280305235582941
OMG,-0.01971622187861895,-0.014569186266279238,-0.04559621017178734,0.06727014632854204
CXCL3,0.022376183147690226,0.05346983458202847,,-0.027151997989536398
CXCL10,,-0.019852008775185948,-0.03970367499588227,0.11547874294046842
RSPO3,-0.02207804019107318,,,0.0206429924177872
CORT,-0.029300567284803226,,,-0.0246542156331732
NCAN,-0.06559020592187588,,-0.02056070934300809,0.038302771343587935
PRG4,-0.024686101060552735,,,-0.02368151019598058
ZG16B,,0.005176335377327906,,
TGM2,-0.04523789867145358,0.060637953094651885,-0.06423350179625803,0.011079438069736236
VEGFC,0.08056372483209907,0.00834525568753807,-0.04646964161917809,0.002678259273456907
WNT6,-0.014522869501682047,0.0355345075090455,,-0.018247658523780644
NRG4,-0.01654867793784609,,0.057781222067517235,
PMCH,,,,-0.021976751963638748
COL9A1,-0.047389314513201566,,0.051368258462571675,0.05542435897703497
GDF11,-0.030432885582010436,0.01297865697365381,-0.020292708788959616,0.001999464478519528
IL24,,-0.01636575242398553,,-0.016385336691828636
SORBS1,-0.023662977921571356,0.010070156176891866,0.08073512019303601,-0.05843651684869488
DLL1,0.015936642016996093,0.046022424037287436,0.015619033512219133,0.02681036849596961
TLN1,0.025832094494952284,0.049182451136067624,0.0411435828797048,-0.014215171807607955
COL2A1,,,,-0.022983675251024988
SHH,,,,-0.018870932992256485
PON2,-0.039840876337048,0.028038053545205874,0.0417040640773032,-0.06895933373215764
ICAM5,-0.023599242592106592,-0.015492195508432114,,-0.02509302610977733
HPX,0.024860663034237836,-0.005736330967290815,-0.050466775260098136,-0.04149677263046209
SFRP2,,-0.016151552046663242,,-0.03518648418635217
CD70,,0.038950035520938085,0.07911758703943189,-0.0035935149183842037
HP,0.010442989976741623,,0.04511765409299671,-0.046864237862595734
CXCL2,-0.015068755796179516,0.08917877652588978,-0.03821788244485243,-0.007733142495309127
NPPB,0.04684303972452203,,,0.022229974784664923
CCK,-0.039308527313600794,,,-0.05524760359959599
SEMA6A,-0.04031451442985289,0.029673360431993038,-0.08328339130371346,0.05278546813322622
IRAK4,-0.0238236474264091,0.002442562440759094,0.045711509714014296,0.05848199048529071
GSTP1,0.03556638222553618,-0.016758167202199033,-0.06834001048365387,0.014194645419747848
VCAM1,-0.0066023016639626285,0.02977308095507493,-0.06582834062651402,0.05576447186292899
NXPH3,0.020916392409778623,-0.030882740489675223,0.014284160070624042,0.06206659143544261
MTMR4,-0.032043119631403,0.041860033182395506,-0.015340887550480306,0.07891924632109176
LAMC2,,0.008077621932193479,-0.038793578355412715,0.0661835968765778
IL10,-0.023039153476437587,0.02354169995891634,0.08222774184048315,0.05479897785435728
SEMA4D,-0.024072774481622206,-0.020269037905816058,-0.02022069867607336,0.05765981104256871
TRH,-0.017051370950084924,,,-0.0008182719092843773
SEMA6D,-0.07337127583741687,-0.022053367482090563,-0.05594267378808831,-0.007253740087303665
CEL,-0.01871183029751365,,-0.05480126485821091,-0.024813087849187065
PDCD1LG2,2.6990119427587225e-05,0.031841081983562704,0.020618620660830977,0.07761787343919259
SPINT1,-0.0224668422115006,-0.011612958482496414,0.05305827853599864,-0.0173299669420918
CTHRC1,-0.020034098610448334,-0.004222877415553301,-0.06671318032989138,0.08169832928629467
PODXL,-0.03430302614153311,0.052805043585595846,-0.018431974981107373,-0.041183649322835005
JAM3,-0.003185172228858463,-0.014711693286900335,-0.04160230197010618,0.006618915914176425
TGFB2,0.023694229058297864,0.04572305976893204,0.06556561253039545,-0.003312880454205944
COL18A1,-0.09252771201020601,0.02651544666126855,-0.015940394771000982,0.007479441504151341
NODAL,,,0.05822198968174449,0.03147947911482673
INHBB,0.004246997619681015,0.0005926156623670434,0.008334533181239081,-0.04576252691436733
LCN1,,,,0.040294810399490566
ARF4,0.08944813983082085,0.05151339810115198,0.07268547025538236,0.07903116532745674
CXCL14,0.07897313604501478,-0.05091681027486438,-0.04272727367086753,-0.0708954495927019
LIF,0.05526608516997064,0.07442106292499316,0.12737374587319555,0.008365859857710555
IL17B,-0.017051370950084924,0.06102413681085684,-0.03704305582798145,-0.022672318031495147
MMP1,0.05279155124397248,-0.06608877373816992,,-0.03582049740272685
MATN1,0.12302267411130569,0.07506175381189757,-0.0404772498629493,-0.01867224741372611
ADAM28,-0.03462812568093268,-0.009737330749551703,-0.03702199417848272,-0.0084138148611392
TCN2,-0.0349570515008416,-0.015110551901673023,0.055087025074639515,0.02885719435311673
THPO,,,-0.014353183507581536,
CUBN,-0.026745347461441568,0.06151382055617018,-0.0963462293705891,-0.00018099901727715247
TIMP3,0.06774696576682636,-0.07568543312821029,0.01246010900917157,0.009269379084354459
PIGF,-0.03173865785547732,0.07109108051745174,-0.07183751543384309,0.00548581483036113
CRH,,,,-0.03397230118073206
BDNF,-0.03352633886976891,-0.010351694477171297,,-0.012060478025399921
CCL5,,0.013224708051262352,0.045888578631340084,-0.031183915807410853
GAD1,-0.036530013867751725,-0.0245177529852762,-0.04263211449793821,-0.025237692041663266
COL14A1,0.028089176871271916,-0.047371333616884385,-0.05052155084700582,-0.032112806198779036
HLA-A,-0.007535873447277135,-0.020700586756921352,0.10090863387721818,-0.06733918408616162
FGF18,-0.017051351908620806,0.07245613212488711,,-0.02680411066813054
ADM,0.033022534831483916,-0.019918274276575297,-0.019679899612280907,-0.021092873731145673
GNAI2,-0.02354393130288889,-0.02482664848993068,0.03371810218433218,0.046700457470697676
HDC,,,0.042886612239559294,
COL11A1,-0.07475252948594369,-0.04366470875504529,,-0.015612429097689583
NUCB2,0.041747379928647556,-0.01251051325536949,-0.014461960139306328,0.047912417438477274
CXCL1,-0.016801772829175554,0.005932470173634434,-0.06013157520563072,0.010521081456316465
VCAN,-0.0846199547940225,0.00011578443367976512,0.0308407235826456,0.057804670128914375
MMP7,,0.04468065175615877,,0.01187415477839007
PTPN6,-0.03820526200743086,0.047407845647991886,0.01879656799946351,0.031602514905138435
PTGS2,0.08658333752171432,-0.043125151190025884,0.04765272882938378,-0.015510280784410177
XCL1,,0.0994265680721615,,
CD58,0.02192291882192078,0.04084781327332015,0.01321875229004001,-0.04857912713848537
TNFSF14,0.0437895259297829,,,-0.021441878714763156
CNTN4,-0.01960237690336568,,,-0.033644510036619155
INSL3,,,,-0.02384604332967135
MFNG,0.007851131386936888,-0.008809669864274929,-0.036071764133951904,0.007926800171559091
ICAM1,0.03026709771284937,-0.03261789914672241,0.027877883331370014,-0.048153925830813946
PROS1,-0.01159111909642062,0.021160570489125074,-0.09832767422220899,-0.015369545692627098
CLCF1,-0.02220068954956526,0.014137971741543312,-0.04020539656557908,-0.005028108060194936
PSAP,-0.007112772567038872,0.009061899911067893,0.014341650534495721,-0.04470565178414588
EFEMP1,0.0569486709459406,-0.017700436913177995,-0.023910172194124665,-0.03214694349314846
C1QTNF1,0.03660819487987795,-0.024853600513901102,-0.025435393127982996,-0.0014623637157082446
ALB,,-0.015492200601664684,-0.05182685905411572,-0.035347910960733274
CCL13,,0.0613496467633461,,-0.01591697112636021
EFNA3,0.0914551557148752,0.025664323219141385,0.06333485547863775,-0.006497278068220871
DRAXIN,0.05302880602950445,0.08450156098715192,-0.053409779180429544,0.028310474365066018
NPTX2,-0.06051543005725485,0.01890184921497517,,0.010706220734202326
FGF11,0.026308212983882556,-0.013694581190726763,0.047391319367959754,0.03807485799208836
CD59,-0.005046001338739615,-0.04267674763053411,-0.04641430445580958,-0.06603842225733257
COL9A2,-0.006275168933312657,0.03297742979643882,-0.07339597770584516,0.011599339351508316
DLL3,-0.02170628413134594,-0.019852010056376348,0.009263116428311126,0.07483619955390262
FGF5,,-0.0269475053978326,,
LIN7C,-0.015959733756762084,-0.007221788971658713,0.010104769277728489,0.01816520120381477
PSPN,0.009807519653284026,0.03414770406977859,-0.004952572851302892,-0.030783298735959926
ANGPT1,0.031331741887600136,0.005839138529386538,0.0471974615653061,0.06221730278626539
PNOC,-0.054454871619088296,-0.015492200601664684,,
L1CAM,0.011955764786072673,0.08569833780403464,0.05389340053640876,-0.018374444521858716
APOA1,0.08043758431448433,-0.019686151178270255,0.05043013396028524,-0.0024412056929402313
PSEN1,-0.02326849510883647,-4.2978742751291686e-05,-0.008148053826035149,-0.04415965037209825
CALM2,-0.058627824170939764,0.012662510909148087,0.015508067582165379,0.030579034162061588
CLEC2B,0.08758610787002294,0.02447098106930547,-0.11126246560148796,0.0029827891403605496
NTNG1,,-0.02538724371047065,-0.007221166009523942,-0.004981272373854367
LRIG1,-0.06296458756899384,-0.0021124129586734346,0.046521855563246874,0.022190510061339198
CPAMD8,,,-0.0051235057583694805,
GHRL,,,-0.07366149096735045,
NPY,-0.015766620744302087,,,-0.016152517702622552
MMP2,-0.1025445814263168,-0.05891176797876507,0.06169186530478209,-0.023987090414481674
PPY,,-0.014329594723376917,,-0.045355543946881884
ALKAL2,,0.06852710651478403,,0.017298180302330633
CSF1,-0.027575181480022,0.02042834589252054,-0.07207940443584179,-0.004923960745915949
SEMA4C,0.037344778269232735,0.015205951519352029,0.030422648598758997,0.029310134214169004
ICAM2,-0.03407703262071021,0.014158028995815211,0.0027043720995233696,0.027498262519306087
SYTL3,0.02937072095382754,-0.015774487423917623,-0.12205223627914907,-0.0021055515115709915
IL1A,0.13307439733270424,,0.0018087453562703852,0.06151054599445526
HLA-G,,,-0.015954345949136164,0.01569158919137333
PGF,0.03013647577095247,0.03134321498278278,0.09926217737722362,0.013787746745263691
LGALS8,-0.011716516014432897,-0.009212333489413204,-0.08547194101933069,0.004143434588164594
DKK3,0.028260324545268917,-0.036400789127885275,-0.05937020692669655,0.017485714713805115
COL16A1,-0.10368618776578921,0.01678130075695426,-0.06574201574806897,-0.01836211206538267
TPH1,-0.023413846902612005,,-0.03879352253886974,0.10161960441966617
TNC,0.016674468486093164,-0.027882665303919762,-0.016100078810626414,-0.013136957710059191
TNFSF9,-0.026074296423460836,-0.010306342425918739,-0.03936171002777451,0.007319588996047766
C4A,,-0.0169930813190304,,-0.017720616108821873
CNTN2,0.001997361153486039,0.06846268359504983,0.015097975852717552,0.031082100937533188
F7,,-0.015492202775606943,,-0.02232695317499364
LUM,-0.025188547442102697,-0.07815856357558848,-0.03689797438795077,0.01445597597374957
BTC,,,-0.08078956770391493,0.036731895686236894
APOC1,-0.03349206437584573,0.016527801029066837,0.01118431497117828,0.02282416204122808
PKM,0.06394562735728279,-0.02909174591913414,0.14154846640855467,-0.014816815775617888
TNF,,-0.02205336927379071,-0.02744317586462022,-0.01567785334498351
GNAS,0.04816143689709956,-0.07430292972724634,0.013867861173498761,0.06586879383612858
BMP8B,-0.05203047928023508,-0.03610683931779157,0.018898255426732753,-0.0014614041882966302
LIPH,-0.016801771062717723,,,-0.015916976980234993
PTPN11,-0.09455556664233418,0.03917873236841528,-0.020582787948329323,-0.05309679082227614
ADAM12,-0.08597663895666197,0.03530171222160523,-0.03288428054008464,-0.03985685299805453
EPO,,-0.014086108568875445,0.08282478229095515,-0.017286243499891274
EDN3,0.03212933452256263,,,-0.01613929764101995
CCL22,,,,-0.01956430448903319
CCL2,0.06307501907023934,-0.03470156284541667,-0.07298536386681388,-0.005799378473814838
DSCAM,-0.015639505080674423,-0.020723831409783986,0.006099700219159739,0.007454220057619506
ANG,0.09116931024819945,-0.028755331548687247,-0.016457510450690955,-0.03416159635147011
FBLN2,-0.02303913282062994,0.06143324649058418,,0.004880870320834303
VTN,-0.019602380187339775,,0.00831763346474076,-0.01975935927578173
VEGFA,-0.014106103485892616,-0.07344756544069526,0.09124487988660754,-0.004100982172781368
F10,,0.012722657121165052,-0.03644312479156243,
SERPINA1,0.03665312242736102,0.019511530124019048,0.0005927750770947127,-0.026198350013060957
VWF,-0.003478339722020225,0.03234362538042918,-0.0424940506394268,0.04177772360992
GDNF,-0.02991129829980902,0.060371602900609694,0.008383631543498379,-0.0011757624490939737
VASP,-0.03055884988752478,0.0002376238799904177,-0.04922763042847991,-0.01933927517300469
ADAM15,0.022475659164675116,0.015669548699576083,0.0028032739229199894,0.032093595958708095
WNT2,0.03987221741512702,,,-0.021441868997551364
CALCB,-0.029911312527972498,,,-0.018765557197167854
OLFM2,-0.05539656205352781,-0.005257548369366083,-0.09604886377414465,0.040526805563341414
MFAP2,,0.12021673933880421,0.0037921523632771024,0.007287504863617757
HLA-C,-0.03929894873884405,0.0243117528898488,-0.005406865677180329,-0.07336640486491927
THBS1,0.05216096268165957,0.011434941780234116,0.07007746579536306,0.04211494629908508
HSPA4,0.01956101420403308,0.006997369314929574,0.09055816472137543,0.02618321083090654
LMAN1,0.0188230203836851,0.008299014390809807,0.027196166100779472,-0.028017914646130238
LYPD3,-0.02303915385544375,0.03059750655677169,0.04176281698663741,-0.03605506567854975
APOE,-0.018301411226314027,-0.032914151026895974,0.02260375172725664,-0.0753887625858284
SOSTDC1,,,,-0.02227693129751854
ANXA1,0.009160265869361235,-0.0396117989820205,-0.046178061868584024,-0.02752142237296959
WNT2B,-0.023039158119264387,-0.02422188040256062,-0.0053038486538702434,0.025836548649042314
AMH,-0.0149465485772526,-0.012419163833506193,-0.08133719592424808,0.03451448960769352
GDF10,,,0.020346368844394787,-0.009463794229655592
EFNB3,-0.019720641586808283,0.008171038722981444,-0.010862038567375129,-0.046884466591744264
LTB,,0.05389509720464913,-0.030816565302445552,0.11240033108416173
ANGPT2,-0.010736160955563446,0.04495523889414568,0.012082485042790879,0.01156410719681085
ADAM17,-0.006945201369296048,-0.031988653452289566,-0.057649583446908764,-0.01610128353366911
LRPAP1,0.06761074100319073,0.025509901543286247,0.010550100805742013,0.022953754345479842
NID1,-0.03894285160177452,-0.004531489677499535,-0.04869511886048507,-0.016002995370947407
MST1,-0.06873795441548584,0.0005787677867910492,0.005477200811888712,0.038654169118505964
CCL14,,0.013251502174082648,,
DCN,-0.04811953189050479,-0.0997536258801963,-0.09209394942376295,0.030011475901116757
COL7A1,0.005955098828434511,0.004278985774741069,-0.046231083272825,0.01511236747728934
CALR,-0.06641691433318167,-0.004362531404049502,0.008940323330529541,-0.04123789159177052
PIGA,-0.03681974479456462,0.018991408288260698,0.04805392697690815,0.06080143410081157
CD200,-0.023094225609160624,0.03844599809542779,-0.028685795428615574,0.00017333663512597504
CDH1,,,0.11282333687228724,-0.013697327853373974
LPL,-0.047025905445908296,0.04879745057398917,-0.005276131842190497,0.003957188299973397
SEMA5A,0.0025288426252808496,0.015002567385457636,-0.06123891050385122,0.06663572634410583
SEMA7A,-0.05509530025234988,0.004425504483241313,0.07209959009566116,-0.020483265167390786
SEMA4G,0.09869905753241064,-0.012535427252654607,0.16309419431860364,0.03152652591750422
SEMA3B,-0.020374258106729347,-0.03438706203619867,0.03599925485945861,-0.09378800676576196
RPH3A,-0.032828164846331935,,,-0.010809047258486061
JAG2,-0.046727531569551686,0.041064319004293,-0.028332989011187266,0.03248440971135623
CGN,-0.00013599868711164278,,0.036388062604235646,-0.055851209019334
GDF15,0.010363762850110028,0.04976631605297936,0.059896776834678776,0.014299922786730536
SEMA4F,0.046100710917256586,0.048327904908034125,0.05893297141419482,0.06961090873357272
NXPH1,-0.0620691172163689,,-0.11126988229165163,0.014061299461130295
ARF1,0.006205738458277615,0.030739242888901768,-0.0025276178779328833,-0.064821041244316
DSC3,,0.08134460405991786,,
EBI3,-0.031250335870523185,-0.0030081664714477706,0.01347520207166799,0.013338502418344767
TIMP1,0.08271565203389113,0.005866593741587935,0.035156284977493256,-0.07812990155486285
SEMA3C,0.0034088716679830243,-0.013574593926520153,-0.11344220799545328,0.0059805266124434405
GAS6,-0.04743311120946974,-0.011020543782081445,0.12308747912297113,0.02356688873372672
MEPE,-0.030956756111474474,,,0.030411621695863526
SERPINE1,0.046609261698592835,-0.052423028955435116,0.06395380309554562,-0.08099146465119153
RSPO2,-0.017051368336546854,,,0.04647200274596055
SHBG,,,-0.07225645958422185,-0.025901503682971987
LGALS3BP,-0.00848068273078216,-0.005094191681714427,-0.013620002858952528,0.0013060472150620702
LAMB1,0.03613671928692367,-0.037517782814445164,-0.03557049764209128,-0.05053206022612741
SPTBN2,0.015466862140570478,0.07515157443331237,-0.026906927464697885,0.004519714691493389
COL1A2,-0.06666663158385906,-0.04640747768942385,-0.024047993553608676,0.008679069348886842
WNT11,,0.0563124266249001,,-0.0458015316335938
LGALS1,0.10412210725064518,0.004717208037251819,0.02341930841186722,-0.03825730789080136
BCAN,-0.11684405813997205,0.0755725819283894,-0.007681073268738754,0.06675802723609026
ANOS1,-0.010315740505670605,-0.01395710663529589,-0.015662739378836336,0.03205519023939844
EDA,0.04688366054251767,-0.020894209294726167,-0.007229683237006314,0.0057746066886122105
FGF22,,,,0.007589151632122884
SHANK1,,,,-0.0032815700448063493
NPVF,,,,-0.01956430580041221
TGFB1,0.014513449079371164,0.036101074424756636,0.032178865730633,0.032248051617145945
MSTN,,,0.013037245748141484,-0.022152476956490766
WNT4,-0.03673748592178309,,,-0.02941885751664802
TNFSF4,0.03965206355684039,-0.007835069033203974,0.012357764456949258,-0.022382344485094727
NTN1,-0.014258541171739718,0.04260592556763544,-0.06423253154155005,0.10084109563017533
CXCL12,-0.010434326603475654,0.046725534002555004,-0.011079268969400766,-0.03819012636537072
GNRH1,-0.04345603612247363,0.05696954094199512,-0.004359356313741396,-0.04139076619205594
FGF8,,,,-0.029507540381473196
RIMS1,0.08976297495414416,,0.17433479363824045,0.0739688507813419
FGF14,0.013024957646955562,,-0.032887215685503665,0.010318268149841122
IGF1,-0.028522334526612524,-0.04022324146814093,-0.04225446553440028,0.02848002821148896
TNFSF10,-0.027726318763810445,0.03961852295978834,9.904216911868141e-05,0.009804648422158332
GDF5,,-0.026781793220786394,,0.043729211180496406
CHAD,-0.03660781598601037,,,0.04025093348640629
RGMA,0.003757579896771344,0.013412540862971402,0.046269647569570006,0.008448507402549103
WNT16,-0.017051370950084924,0.08198685210447096,,
CX3CL1,0.03600798688770168,0.08357851268871253,0.011265639386732551,0.03753600716455086
FGF1,-0.02727474993240546,-0.0035953988278002082,-0.04199020159337304,0.036891436519752005
ALOX5AP,0.03363516552637652,0.003769156805834095,-0.08941443057254611,-0.02725128650271999
IL1RN,0.008872071187369376,0.07447633338293824,-0.0013647613990195758,-0.03444494558453836
PCSK9,,0.04232164077668941,,0.03299167711191683
NPW,0.13819447466044973,-0.020552169387671942,-0.06927483028913434,-0.019056981126550136
CXCL9,,-0.01218440648234362,0.0026242165831403216,
ANGPTL4,0.043776448983586506,-0.06656019633542806,0.08293960831938603,-0.06601384048001278
CCL11,,-0.020723827998359326,,
UCN2,0.028629467245077034,0.0744828203351984,,0.0337060401690217
OBP2A,,-0.01657734518914088,,
COL4A3,0.010039975675324877,,,
NRG3,-0.018017525976839657,,0.02054106576943209,-0.00431628797945031
IL23A,-0.020246821949064037,,-0.058249676801871285,0.0332849756895149
COLQ,-0.04070187639439531,-0.03742096545454855,0.08278351997419951,-0.003575771137450213
TNFSF12,0.03139590336328453,-0.02967712867754417,0.023844932433289247,0.005011873600034622
DKK2,,-0.02085074392156182,,-0.020144277691678883
FYN,-0.09758668012916882,0.013414141332313749,0.018655604894682928,0.04025313448115781
ACE,-0.025136335161533185,0.12393627180506184,0.012660824757953265,0.06429836200599602
IL18,-0.033640946286471636,0.013325971335794658,0.02008215698002439,0.020256652378557647
PPBP,,-0.015492197371809301,,-0.020894689934623945
CCL27,-0.026243415632454848,,0.0015887852529904672,-0.0003402483052128509
SERPING1,0.018869843285010884,-0.045326828758598836,-0.0052355253298495795,-0.07021157578511814
AZGP1,0.03694887598992374,,,-0.09433762814105802
INHA,0.024152620521735668,0.025813353879655415,0.006521708479963273,-0.029867427300463843
SEMA3G,,-0.0228488432523147,0.10381676559197742,
COL6A1,0.030663680277926757,-0.03777657854539306,0.1204366650120496,-0.023831684875253965
FGF17,0.06246800435285253,-0.01759938431365737,,-0.02163551634054072
TNFSF8,,,,-0.02267231138513086
FGF20,,,0.024398995438682826,-0.024654221751630786
ICAM3,0.0710317209962055,0.02200107573877537,0.01634798675405582,0.09581888417338362
LAMA4,0.0068778191966118105,-0.0005943654518396197,0.024913655415991217,-0.0056414416948843355
INHBE,,-0.020379189094315266,,
DLL4,-0.04097208345915723,0.0277765617653001,-0.00014065823341395024,0.07804431529581723
SEMA3A,-0.055895370981066096,0.07753101223507568,,-0.038257287481446245
RLN2,-0.018483062275390198,,,-0.01567784825513742
C5,0.005397858679892786,0.0010043161485416537,0.0821242172025798,-0.016638729994750686
COMP,,0.03925744660323979,,
EDN2,,0.0774697522608276,,
C1QA,-0.04901771009596507,0.08184961704297562,-0.11582331338591764,-0.04523755485143234
UTS2B,,,-0.04047724717354436,
COL9A3,-0.0024574660012467455,-0.000677041328181891,-0.17262005494580915,-0.059218609559859685
DLK1,,-0.025671371816735383,,
HGF,0.06474591002696474,0.05582313256558271,0.014920021747207047,-0.034306008787423146
GIP,,0.04889085895540029,,
P4HB,0.04038340953304669,-0.07196231080937296,0.031101048832956592,-0.07420247641300852
ADCYAP1,0.014274522216275263,,0.03686037721503226,-0.024366351030412747
GREM1,,-0.008925956784145463,0.014805762349426443,-0.014513789152509027
EGF,,-0.021063323232215922,-0.04263210935356582,0.04781367093799669
VEGFB,0.04828907405809599,-0.056903007042373284,-0.004937473117300423,-0.0158979395359481
FARP2,0.03383663091658307,0.05456699671096227,0.0072859170542254855,0.013804891855824349
IHH,,,,-0.020522610929448022
LAMA2,0.02438553247785916,-0.024723136968040217,-0.046009969414636274,0.0636202905854578
NRG1,-0.01654866872355384,0.00374303808580524,-0.007054382321411641,0.08692200124213391
SPINK1,0.13192507773579112,-0.027456213951586067,,-0.0030591338711434277
EFEMP2,0.05727162151167383,-0.0660759184436599,-0.0028433567717631976,-0.024664545208645843
SELPLG,0.060385416033474915,0.01600312300607983,0.05799500412673364,0.021589974854982992
GDF6,0.03602317982489637,,,-0.004802093163795808
HLA-E,-0.016655475040762695,0.007727147852553479,0.062910526979557,-0.050704901564118166
PTN,-0.01592846806991964,0.0570546510402208,-0.06190024829127818,0.005864222434933407
CD274,0.0014949718604700686,-0.029147735000269813,0.041352362130631405,0.04452464381607
CD14,-0.02072492223777496,0.03729000839714893,-0.09203346806128415,-0.0549951473910075
SFTPD,,,-0.02077416021148478,0.0479715035328331
