,UKF248,UKF296,UKF313,ZH1019T1,ZH1019inf,ZH916T1
SEMA6D,-0.03358503657687783,0.005592056890913994,0.012631105816274517,0.0980593631698236,0.0360803168048578,-0.029800572472642624
CEL,,,,-0.03632872262886815,0.05117910241917307,0.034046855852893534
PDCD1LG2,-0.01334683667582471,0.011419055389738525,0.007092633508879996,-0.03384026915063947,0.01776360174370053,0.038453120268556386
SPINT1,-0.016967105931958187,-0.022246955973202292,0.01034176195072525,0.007051082476193203,0.004691558384506615,0.013031506497392951
CTHRC1,0.10288276397607327,-0.027061513136544594,-0.08377039787838059,0.011551228319131303,0.006899955397365354,-0.009800453352466529
PODXL,0.04191309246688988,-0.0213712271846918,0.021227228128825517,-0.07399434477682593,0.09915916452322783,-0.007413675478639929
JAM3,0.056811285953430636,0.04648114803882111,0.025603990871842605,0.032145470097746355,-0.03461591409560469,0.016620730443757694
TGFB2,-0.012288293364349914,0.03665235011232964,0.07571133567143153,0.03230473973522741,0.07319674799353382,0.014312146386040298
COL18A1,0.09592236339193393,0.00958618001030754,0.09215556124129239,-0.10207556188287774,-0.02382182476832891,0.006554565017434096
NODAL,0.07287043871492406,,,0.0072666562373542975,0.06641968874983083,-0.0014127751488909339
INHBB,-0.00787749210437329,-0.03896366192336271,0.021321947020023206,-0.11446420379181922,-0.01662695346059476,0.01084585328425416
LCN1,-0.014749505141128664,,,,,0.08784532855600245
ARF4,0.08526168324005402,0.011621503946661406,0.10902886181388573,-0.01627640478684144,-0.014785408287595437,0.007228184555719268
CXCL14,-0.0453615462306284,0.03992444177639515,-0.031158533459208805,-0.08344676910749188,-0.07429218284335529,-0.04304370150213796
LIF,0.0315678603193954,0.01944586010997152,0.04564911836109747,-0.060449795685211985,-0.04834445038675305,-0.00785890578317885
IL17B,,,0.04477410039844946,0.11296567226773234,,0.06681172316688622
MMP1,-0.0030326176769304254,,-0.07212342199568457,,,-0.0031986175763528083
MATN1,-0.019365669965152134,,-0.020980025565649915,0.056343056599165456,,0.06764788485013433
ADAM28,-0.01677381515593156,0.005440923597054483,-0.008587503736265156,-0.05187055246906186,0.07033611626714005,0.07927457500829649
TCN2,0.12943471031642736,-0.036971202495654235,0.08393370887712659,-0.007465294045606643,-0.018870964114467464,0.03853190891210417
THPO,0.029503827700046403,-0.0167939058282902,,0.03647839544861568,-0.02487016164062464,-0.0001800751491071072
CUBN,0.041570485550188524,-0.014885529201069723,0.0125717885533331,0.12387700127654117,0.03643197284228695,0.06331773872413513
TIMP3,-0.07162036818371953,0.023745001740049402,-0.028854333394110303,-0.009521985023764704,0.022866413254923966,0.031143337274596124
PIGF,0.029887533131917242,0.0028354490072082495,0.020209394740283215,-0.021149138366008596,-0.007978910658804869,0.0637187044240167
CRH,0.06075054418764693,-0.030385074682789146,,,,-0.023565243627924122
BDNF,0.10490622305851864,-0.027319576742228444,-0.008691519954409956,,,-0.003804666923347071
CCL5,0.07984764150563047,0.01589176870765819,0.09281315369425841,0.058501710983479956,-0.04452485091180664,0.04707884655819835
GAD1,0.004132164988583577,-0.026854208832593034,0.005818725963155339,-0.02063434965386252,-0.06342006185553398,0.05368314580274793
COL14A1,0.06103642370028908,0.05689971565270552,0.04551697993571788,0.08951383718314529,0.06534880828320702,0.06604910865609222
HLA-A,0.022430744527056342,0.03764755448471451,0.010551544678642043,-0.05565075251819712,-0.031854870876110664,0.006669030365514654
CD5L,-0.017280799327643308,,,,-0.028388606072653987,
FGF18,-0.01563599999031604,,-0.021784212935531042,,,0.0896400852469271
ADM,-0.05545907624119929,0.0048003275236712705,-0.051313534011058155,-0.044337157966894254,0.024849378094209965,-0.005541161389203512
CCL15,0.06011079299262582,0.019720771789390978,,,,-0.013629413611347022
GNAI2,0.08311012375434115,0.03648829757158345,0.008014403319997731,0.016821879836830596,0.0682438145352408,-0.013184009469142404
HDC,,-0.006791505719941783,,-0.06341483107676237,,-0.024989096020289085
COL11A1,0.03399895481917334,0.024478034740350093,0.0338992222561757,,-0.012925874613608153,-0.08243961558744589
NUCB2,0.009465378265441098,0.046790945822339544,0.032118059951311694,0.039352400992505907,0.06819523770304217,0.020227523806910216
CXCL1,-0.03683677685809245,-0.015282554564441091,0.1339236055636005,-0.04157996991627078,,-0.010300675868427651
VCAN,-0.0466729668416213,0.040082775151218955,0.06156310472282584,-0.02469155594871243,0.10720068212608888,-0.03284945468431137
MMP7,0.10053746754842333,-0.010157722964469066,0.1193831481409705,,,0.001922522497508156
PTPN6,0.06140500089355969,0.017806336307538213,0.06702110907010765,-0.04425639709213785,0.052971719494952704,0.06899883927124786
PTGS2,0.03565542216138897,0.0022870822680064714,-0.017357220252924417,-0.023304905399952607,-0.010866559320934518,0.03431325432880369
XCL1,-0.018936665216917312,,-0.028945034153864225,,,
CD58,-0.018217014725346634,0.06472557177477592,0.04492197490754143,-0.02663108751075077,0.014278895813855844,-0.03199479035151682
TNFSF14,-0.019080642397236555,-0.014927034396444116,,,0.047573386386283924,0.09439247835659724
CNTN4,0.00909967494701453,-0.0511164429684932,,,-0.027476355667977778,0.10123671085441044
INSL3,0.06144216889946314,,,,,0.025792383318786014
BTLA,,-0.019062333466756086,,,0.01387255754434579,-0.018044987596814697
MFNG,0.012917998636668237,0.0034393297313084045,-0.0042005402757536925,-0.025326305600836346,0.0271056485558323,0.036767314114015764
ICAM1,0.01735683261383672,-0.019819044774571495,0.02004040528678363,-0.028236716985058474,0.041139130772983354,0.04000509649256044
PROS1,0.017421150177539202,0.04348363046428329,0.09314862119077788,0.026959925946322315,0.018929673671470627,0.003613804160333398
CLCF1,0.02609701472798745,0.06449325571206024,0.09235442333684993,0.0030510906170575602,-0.060186040851530176,0.04023069547474524
PSAP,0.020803859689386174,0.0040014793666998194,-0.06826966721391209,0.005273781415981839,0.007081328431653625,0.10841140078806642
EFEMP1,0.03120616068337857,0.07874699106328843,0.0005820214661693789,-0.044255097763651455,-0.01045870897442022,0.014066902048356712
C1QTNF1,0.0017176724726457595,0.05483281838511357,-0.0033487208222971357,0.041026568933960735,-0.06470880851781508,-0.02196244173021393
ALB,0.10767301427435808,0.01649568599742579,-0.019860175653515392,-0.02759368580062895,-0.012996867422606211,0.0175882181252033
CCL13,,,0.13162902037221405,,,
EFNA3,0.002893914400887756,0.025682528615223875,-0.03317793481036402,-0.06362557371715963,0.17726392611610947,0.03714810891426836
DRAXIN,-0.019580477920526605,-0.013613196613596147,0.08749782782503744,0.0004296077977398963,0.17164233714624832,0.028717442791113067
RAET1L,0.03807693035454162,-0.01630486661271116,,,,
NPTX2,0.016194571323901254,0.04684214504934335,0.014709278210616175,,0.042059364412991136,0.07641473995469104
FGF11,-0.03470761140127029,0.005765049173773106,-0.014716148435590671,-0.006946873510161262,-0.004759526134147606,0.004375153001087283
CD59,0.10356117351135809,-0.037164266184048486,0.0764555957265523,0.019951362105954478,-0.03226830450565524,0.0038047684362829083
COL9A2,-0.03176549483439091,0.038781137710811285,-0.0018866652540879135,0.05692530599570559,0.016818806245708248,0.024109738212136002
DLL3,-0.026402474956686434,-0.01514954314882045,-0.02544921905753165,0.04665786088264212,-0.03180897363586797,-0.04476637002845497
FGF5,,,-0.0031375303369748893,,,0.12525894724182762
LIN7C,-0.011904532821126138,0.012763722566629509,0.08642876588491626,0.014977356813424858,-0.004427697132130416,-0.008615607998148221
GDF7,0.037243268402176,-0.014927033816379533,,,0.0663532818005664,0.03747216912184807
PSPN,0.08532659724199806,0.04536316556050787,-0.015587995422306426,0.05026391554697461,0.10764402527574896,0.012544811074778858
ANGPT1,0.0020087922328917303,-0.0011528882390644526,-0.005745414116300431,0.008072065232669883,0.03640855566595792,0.06527717333971561
PNOC,0.001970546524278372,0.005484005960142446,-0.019860175653515392,,,0.11128845978651646
L1CAM,-0.034895163070596605,-0.02041408993823388,0.013638603208802199,-0.08307052668136403,-0.03824197823958367,-0.023441151926200145
APOA1,0.05136731895473862,0.04922909584986592,-0.03266602657461995,-0.05526281491772987,0.14427830781646184,-0.0271878065038667
PSEN1,0.03446423598379329,0.02160965937540201,-0.019759321329518083,0.11123831233204066,0.002756012920539229,-0.001325251332723018
CALM2,-0.016280600968677835,-0.05697646744194944,0.09012189018157635,0.09430697578201597,-0.06750350263701378,-0.07703567881898486
CLEC2B,0.03966316415042199,0.024790484780242535,0.06686810548852083,-0.06442226799150844,-0.022470000506057842,0.10727569669820097
NTNG1,-0.00882351815398207,0.011635967410314108,0.0529465011841594,-0.028048035099996132,-0.02771704738353237,-0.03260323659915675
LRIG1,-0.062384662873643214,0.04073347015771712,-0.06754628619811787,0.09690239464002398,0.10350566386367704,-0.0839819929114748
CPAMD8,0.011862792779626848,0.05835938981845471,,-0.04861028568174912,0.09063691141758926,0.022273890037025686
GHRL,-0.03520891858201703,-0.013613196613596147,,-0.08243355237048883,0.0761848918126067,-0.01180872114899627
NPY,0.03466483623663454,-0.013632982062391817,,,-0.0321581302344299,-0.02356523704000351
MMP2,0.07596812444671842,0.027524954935719447,-0.08110142728788117,-0.06494336321028096,0.11568162228155494,0.012519377595182003
PPY,0.03739571478692875,,-0.01836977686819863,,,-0.03733430690010288
ALKAL2,-0.02478252827731231,-0.036195905927475576,-0.030796533975942206,,-0.044553140871553876,0.0827873960233725
CSF1,-0.020440389411876533,0.0075133397414851675,0.0933302450269509,0.08052452561586664,0.03748461132972339,0.06754171520457428
SEMA4C,0.10668884255922098,0.011228514034282943,0.059835688335507405,0.07728128679309192,0.04266623110101488,0.06193206314932872
BMP8A,,,,,,0.0320604559573082
ICAM2,0.11616613988425377,-0.016518755558635665,0.036530145168824184,-0.056484521651931685,0.04966706325178148,0.06052193377240299
SYTL3,-0.029748683127915003,0.006835287018076334,0.050507694832481825,0.08310805139119744,0.02253117098129215,0.003676516391306918
IL1A,0.03954270606065891,-0.023522812683215866,,0.1335016401130966,0.017699194487335097,0.03199802143260252
HLA-G,0.014121067272632395,,,-0.037883330510880824,,
PGF,0.1074905920396881,-0.024615050500644758,0.07726702712275463,-0.11336063443141607,0.14705095811960223,0.038908680200879765
LGALS8,-0.005178064195281411,-0.029334091525045555,0.004028629719906614,0.008201637859868204,-0.0025321977331654133,0.031430930400987135
DKK3,0.03892280006306711,-0.013605142228247151,0.04145817066056094,0.10493208435457843,-0.002820822110138916,0.02693493061824233
COL16A1,0.08539950805643229,-0.007938013590352047,0.04336294642204406,-0.14923270667334682,0.08339865081509655,0.04212731634355283
TPH1,-0.014930778433577036,,,-0.0360713989451371,,0.11484395692469421
TNC,0.048432191583513175,0.07664776307580258,-0.06052507503902994,0.044849593930085405,0.10250967545895431,0.02406759925480497
TNFSF9,-0.02655016112299234,-0.02273814951325902,-0.02527970529041703,0.18480911225590238,0.015853385404759893,-0.026508001362421072
C4A,,,0.03210118894989287,,,0.051740798787653135
CNTN2,-0.05620631442593619,-0.026130460125990136,0.009881449141378859,0.020867890986875984,-0.09900723104276422,0.02909196277868365
F7,-0.01456609964392893,,-0.019860178440393526,,,
LUM,0.11424919513427768,0.00545126098643356,-0.022517260215979346,-0.06594770069515313,-0.008109021873623199,0.04589190388127173
BTC,-0.013214926028011196,-0.05887897984564662,,0.07796692838522251,,-0.008242283779122039
APOC1,-0.030571203005475053,0.043874217452540214,0.06785142763674551,-0.030686431086454906,0.13948113332989526,0.08517796996182535
PKM,-0.0170943197499253,-0.006136812632679855,0.02362758733618623,-0.08236705935905066,0.02030570275086833,0.018750443998504573
TNF,0.056241433791804185,0.009326378579976653,0.04297912178410567,0.020064732033770925,0.03315375784117772,0.0011435949724674403
GNAS,-0.07865765991297931,-0.03945889963473015,-0.09124994504248228,-0.04187650373028743,0.09575307615550716,-0.03679522650600463
BMP8B,-0.03233182841582106,-0.013214851311070877,-0.0093766456560365,0.09418947759419005,-0.006619606885622199,0.02516322685869179
LIPH,-0.014930774757736121,,,,,0.01249939941095515
CCL28,-0.0210019919786324,-0.01563037868605156,,,,-0.013006359202988954
PTPN11,-0.01038628339643515,-0.0025027065259076143,0.05217449001405139,-0.013267642939920946,-0.018393106152279622,0.006177230211323412
ADAM12,0.05503850087224167,-0.015105789330712395,0.015726740138331554,0.012196707290647644,0.043130109155288296,-0.010285108926510966
EPO,-0.02006210674379762,,0.025098915213078624,0.023647006258560893,0.010414310734482034,-0.013831182080895656
EDN3,0.07786422450379972,-0.0009566104864879225,,,-0.02487010703726469,-0.025131157139738115
CCL22,,,,,,0.11862533098902331
CCL2,0.06946866892995697,0.037846325636100075,0.08990288503288144,-0.01851157675763065,0.014315971293796494,-0.028778363028242562
DSCAM,-0.019249990740060185,-0.012288736114260944,-0.011807147062691894,-0.07755143514774834,0.07159860813436213,0.008146547634270395
GPHA2,-0.016641107139400327,,,,,
ANG,0.0008916113657572711,-0.03793878894513061,-0.028600378626799327,-0.027628383430763848,0.06224280765543329,-0.0038330032115207325
FBLN2,0.0035830637093052257,0.026229106121577094,-0.0038733710136407648,,-0.02906334776385309,0.028577563274275537
VTN,0.0236616341252002,-0.020842600546713722,,-0.03978917531308814,,-0.022556349312907367
VEGFA,-0.08838077549270448,0.023338831943669407,-0.07012780661487632,-0.057433829705149486,0.09670725916201764,-0.051872874560828015
F10,,-0.010942500469129948,-0.05826166894306335,-0.05002723273541177,,-0.024418879124806683
SERPINA1,0.03364501601567931,0.02953801033018349,0.10722822106790154,0.02095735447949784,0.04424923103244298,0.0751839459778903
VWF,0.11447958105302623,0.036527507546919344,0.0666651601732535,-0.04804255132419815,0.06064045896397866,-0.023745928290581277
GDNF,0.005175728451356782,,0.00854126992518616,-0.011811416239892363,0.021659262402208303,
VASP,0.1041593483711821,-0.018265389346789566,0.060617469608125946,-0.06202364750679152,0.023955795082346566,0.01805054484837896
ADAM15,0.05412411178845514,0.030509428041164403,0.03491129606295202,-0.03718092952371668,0.041644563923860595,-0.024659038944936946
WNT2,-0.02611774374560202,-0.017733836868259318,,,,-0.019830716665328738
OLFM2,0.0023843762429915536,0.02271276711160616,-0.011461224843223,-0.048461248220308464,0.03990047687349531,-0.018641661745543003
MFAP2,0.13240537990629922,0.03231945414750185,0.043315440902359545,-0.055448841744553966,0.05082261634403636,0.03898445718490295
HLA-C,0.031506111548073895,0.09244732270063316,0.10351374460621773,-0.08690101758634025,0.019961874112516067,0.04874716643849347
THBS1,0.03719059083568801,0.021884684508552885,0.049138726771327884,-0.08438092239955391,-0.0011606057259683912,0.011501846093064313
HSPA4,0.05345053483103866,0.03773365993863496,0.043973240901326115,0.00872164846270156,-0.024742771509675313,-0.01998987206999626
LMAN1,-0.014608705054567774,0.08508829062620166,-0.023092810987472286,-0.04418983969539073,0.005615390798642137,0.058282013598811064
LYPD3,0.02237081581411088,-0.006638483896685239,0.010078572351001985,0.01361816385591972,0.005852263290885298,0.0006212302165653779
APOE,-0.04460209485359173,0.01148306920782248,0.01978023131460523,0.06979837784799314,0.13603582044543913,0.07906550711290199
SOSTDC1,0.061219985427505175,-0.01435192437821496,,,,0.012301765688736116
ANXA1,0.08069424236830279,0.06379777880395637,0.022021986892125915,0.05208530394090826,0.028123686702900302,0.04380592755522822
WNT2B,-0.0006544217809215632,-0.0006351380927041496,0.018540197431908045,0.0028197085394712842,0.03480788424710205,0.018799325380896726
AMH,0.02428929798627119,0.030780478516306633,-0.04433244267239273,0.0016239115557235657,0.11011508214962837,-0.048034927665031375
GDF10,-0.017280800120452067,-0.020021660047278247,,0.09001210516707799,,-0.0019868958689302748
EFNB3,0.0005636214412977834,0.012314283903645685,-0.02379272139767806,0.034922440898177615,0.024011707856069806,0.04381798742990357
LTB,-0.029428438787812438,-0.0029757000425759427,0.0313070507328815,0.04890532735689349,-0.0317193634582956,-0.039585692990250484
ANGPT2,0.10701704227341792,0.041318118773373484,0.0879429399421808,-0.07050609197677019,0.051765649178273,-0.01915900117678129
