,UKF248,UKF260,UKF266,UKF296,UKF334,ZH1019inf,ZH8812bulk,ZH916T1,ZH916bulk,ZH916inf
PCSK1N,0.04140699164132779,0.00967778801927931,0.04961214688761064,-0.045417126382952804,0.1265309252626826,-0.0007011538490713059,0.07065290002685583,0.04813648698142573,-0.04716511519928376,0.011227760419410636
NTS,,-0.026874027662125592,-0.017158290732952428,0.06991791749340284,,,,0.07636035249015097,,
SFRP1,-0.010884970291699558,-0.009289293672050638,-0.0273925398744499,0.07297262737571154,0.03309959437369261,0.012722308527765465,-0.03465441793148602,-0.03421988315053749,0.02353768521410591,0.002837791539123186
CXCL13,,-0.007933708185627776,,,,,,,0.06748569150562711,
MICA,0.014909782871891986,-0.0035506598366497138,0.018926617765833386,-0.006985966484181208,-0.0399380411649817,0.027556385380218592,-0.04528597219003846,0.04722868743682958,0.016864178841242212,0.008505362770479617
TG,0.005987623951503379,0.0001542632981647665,0.03683381494031505,-0.015521233833172868,-0.01993476674598617,0.21730567343209548,,0.09741245279115743,-0.029363577342637295,
ADA,0.061298527293758315,0.09612911606482066,-0.018496720852166082,0.02071803391615939,0.003184735552002244,0.017686176198777884,-0.02059021917677,0.01316398755715486,0.09477396834177008,0.04271247182729926
LAMC3,-0.004505047553179307,0.03268937405538703,-0.012024721456679899,0.010414470622754678,0.01175839372991937,-0.002317667735799009,-0.035783040164078725,0.029687989637281316,0.07710370386615309,-0.0064625674345718505
CCL7,-0.01392321416374056,-0.007740053365797737,,,,,,-0.024791087077535086,-0.01948985000400945,
NGF,0.004461468147613318,-0.028305659588538108,-0.018899463978016104,,,-0.04309495194594808,,0.07036708846301032,0.01595380736253659,
TNFSF15,,-0.031251375423953946,0.010358976145841583,,,0.008444656275007944,,-0.012435580265841363,0.021455937756879095,
HMGB1,0.0972113695681005,0.015281363965796425,-0.01998979949720361,0.04791329075762042,-0.0023374469631556706,-0.09835637844485721,0.010185851967201603,-0.07473131339571176,-0.04421796566632804,0.02168387463510133
ITGB3BP,0.01239163263082554,-0.03382175814513779,-0.05086705108018725,0.03885063806393544,-0.018051344116125776,0.05845285274383998,0.02615072435404919,0.019687193125323726,-0.034777644343439315,-0.0022012977556682563
AANAT,0.04843046221890249,0.08057186484227186,,-0.0022459449668555164,-0.017801645102707247,-0.03020409957692985,-0.02971289516078966,0.005937248033075728,-0.020058001696698118,
RELN,0.02020713035223289,0.0021013460501282306,0.047002111105360726,-0.016910997013944443,0.015302747863725444,,0.03634322576921979,,0.0026987997710623177,0.010443816525119116
IL15,0.0021294208464004336,0.020156166585413075,0.006856495748650143,0.07707506181468261,-0.016510203054108556,0.17691322283036237,-0.03700201653502188,0.09736363224650356,-0.04325987280575812,
BSG,-0.0007241415075211401,-0.010796960580376385,0.02330262456387118,0.02232466674498675,-0.021586598718082235,0.1383347483681468,0.039829779257132,-0.018492960186971608,0.057416658776898416,0.1268388792848788
ADAMTS3,0.021779420236248452,-1.4036025071307219e-05,0.08788036476705761,0.024107748429878454,0.024951169152697343,-0.036166334338576016,-0.010794339952459679,0.017766659056899236,0.00216609483522928,
CD34,0.016329410139060543,0.05165520265675267,-0.030585160693728748,-0.033474650768655245,0.012936982351138975,0.016768554659107968,-0.0778374528318002,-0.006631614987763018,0.017014419678513644,-0.06059414174854247
PLAT,0.005697133716742073,0.05930553544807344,-0.04695271955319074,-0.002714794905931637,0.0016586301085481018,0.004733152168841919,0.002282703918637841,0.03135388776975086,0.1406880106083557,-0.11076985871557406
NTF3,,,,-0.02888126993952902,,,,,,
LTA,,,,,-0.016510205092135726,,,-0.010778845536720734,,
CKLF,0.026043565719230256,-0.005764152608265031,-0.07410617351234448,0.06320401545249925,-0.046634555849091194,0.0809549930580888,0.047645761300289656,0.023309298000811003,0.03761730883433896,-0.002575047213329174
CD24,-0.008519964683816706,0.04144364598039677,-0.026137931865218844,0.0796520220708685,-0.012367826310223446,0.08185822223014315,-0.016063870901421043,0.06678324047746222,-0.00834240954617904,0.08413011600678565
HSP90AA1,0.03360249051686184,0.023973375768881266,0.04430804700411389,0.0022508536229166394,0.07678936849039006,-0.09219453660699407,0.007541147829378015,-0.08328132549318218,-0.0811314752104461,-0.002238279018541302
BMP4,0.00014407245414447588,-0.0322847668228773,-0.02294540632429063,0.008119756274583518,-0.014068399985546978,0.06117118291750696,-0.009785344811925533,0.07987270631591428,0.0778101960472911,
SCGB3A1,-0.013923212771437748,-0.03353431943691414,-0.020844170718095044,-0.015091718386028049,0.017714612567576025,,,-0.01906624830379956,-0.0009476363837925607,
IGFBP4,-0.017598193200288784,0.009616418967895796,-0.01505797244329679,-0.04879757600786677,-0.05892029636777946,0.010376168987734118,-0.028841653070365084,0.03800089080247406,0.050677556715294086,-0.058710741936968
RSPO4,,-0.020124199044171082,,-0.015091716178522835,0.06713609085375974,,,0.13997627187219303,-0.02529234562397986,
LEFTY2,0.009812744272349384,0.020932219491463115,-0.030151455507346166,-0.016548251365494593,-0.02038166380630826,-0.038598279466923464,-0.04002352653857445,0.04677484579712511,0.058952313102145604,
PF4,-0.014443098247797423,,,,,,,-0.03530162421857955,-0.01981292548677333,
ANGPTL2,-0.015860806382992036,0.06628834859586308,-0.06266147148484914,0.06003159836050948,-0.019222748936662072,0.08555773108148337,0.04235784063409742,-0.025655839669631413,0.048159841373813995,0.005169834996579428
LRIG2,0.03117500780341731,0.03683226133281602,0.022434230206896128,-0.005707697887728693,0.039291744791381915,-0.0329806760581273,-0.001970065635696934,1.3897423873013298e-06,-0.04246018439695616,-0.05771492606918727
ICOSLG,0.049361827746923936,-0.019283342070888974,-0.010376397343710594,0.011237270094310801,-0.04622567037184533,0.10939919835409823,0.03808053523672768,0.05632272087639441,0.015014246500725274,-0.04637724537067476
WIF1,0.09359294477039655,-0.001477403295329012,0.0274916645514847,-0.02839948517963984,0.1383896847757512,,,,0.022544931285119703,0.29038135699048034
NPPC,0.03313103364465125,-0.020199881023860642,0.057540324586903585,-0.020973792224672893,-0.021185321113499193,-0.036166264878965224,0.008249370659970376,,0.0435635498625638,0.08437714794115753
LYZ,-0.05406709935783099,-0.04526169378796331,-0.04671688846606772,-0.02932086047674811,-0.03768895277613804,-0.06530689652603433,-0.014882313740330355,0.10502510122876253,0.02450697069363732,0.013580271741386322
EREG,,-0.025377675022377068,,,,,,-0.012781691984500696,0.06279144809323269,
SPTAN1,0.06882152287777941,0.022802273058242162,0.021502227024742474,0.014780767365408273,0.12593973618152185,0.044886996591473285,-0.054928254851242406,0.05718278058084564,0.03858378169029698,0.08385456155355095
LIPC,-0.017682148548456643,0.0020213315322006363,0.004835905616831426,,-0.025935988254049153,0.0027759927479539303,-0.034600418525687404,0.18500850479409373,0.036524285655052044,
COL8A1,-0.0002114727415786002,0.0009271423559421648,-0.051467299854682194,0.03134684809885494,-0.014811798626856294,0.11045881459428203,-0.085059474138502,0.04256649136029937,0.004378114594844174,
GSTM2,-0.03721962974664087,-0.02732261796924359,-0.013808310886056043,0.009258476472078603,-0.045879579358176076,-0.02729617222511351,-0.039690666148416626,0.03650642795378305,-0.013882481352962118,
SPX,-0.004894347824532583,-0.0025155044489389186,0.017540031128628345,-0.016643112504412572,0.0453423998678301,0.021560508924766117,-0.07130466436799304,0.10892111550443577,0.07089086875204383,0.039113019248165085
MFGE8,-0.006979285253206438,0.03452423388526801,-0.00648882852590242,-0.0032439248478191894,-0.054057399277398464,0.06542172670941153,-0.018087949103093068,-0.10040261871510886,0.017306893702116882,0.1133835802821829
TGFA,-0.04391740470428783,0.0529131157333936,-0.036039617556481066,0.044905398151111074,-0.031332565317441774,0.0609679825541858,0.0257779199566559,0.08074997483009673,0.06395413165926767,-0.017694353779221152
SLIT2,-0.02987124255496704,-0.02800700207591016,0.009773979645001762,-0.012684158032540383,0.055589311968763995,-0.0409008471302647,0.06242994720726697,0.08298756625486177,-0.07746174194952382,-0.047271910885262454
PLTP,0.04356206506376904,-0.02003702407734925,0.03722302259256576,0.007929799979224413,-0.010752519793883654,0.023558176329079326,-0.041642633188125895,0.07586165870539124,0.18212932256655398,0.05508871350588099
APOD,0.034470733137653614,0.08286054004651576,-0.03190369533473435,-0.047866936046857184,0.0888163266920747,-0.056233752781196265,0.06977077940504203,0.09388404992727944,0.07406013458785382,-0.0030315430278860375
B2M,-0.026708444857560482,-0.06876219812513985,-0.05437022040442294,0.046380853773842656,-0.13862022872853594,-0.0009459897014007518,-0.04996517040884064,0.01416838638221419,-0.001473731564173991,-0.018517154869173276
OMG,0.06467196470665525,0.08421751164636025,-0.06849804535053552,-0.05381457635246517,0.07803821756044808,-0.01628735151940089,0.015468557689211392,0.060602544593813236,-0.037251065375268094,-0.00825250741563404
CXCL3,0.033911730322038716,-0.06325473583875711,,-0.016144946274039215,-0.011890337439763622,,-0.020923835081252742,0.09389173389711877,0.08471633745247015,
CXCL10,-0.03995131191708359,-0.027808382725184752,-0.022319800409413844,0.07016338479556418,-0.018895185133800944,-0.019997161455384445,0.026170465022363695,0.07245638417668643,0.04553222912211534,
RSPO3,-0.01891291546582848,-0.03747187324102263,-0.006218215151348024,-0.0320009042326128,-0.01242517346074698,,,0.007842375451273177,-0.004840262179595451,-0.028986740166451207
CORT,0.05777800302776409,0.09345766949548008,0.014651946153712068,-0.0063139012199518955,-0.03296359933961991,,,,,-0.030953143546620727
NCAN,0.07872342635910962,0.12685668433963265,0.03269126427512209,0.004178209811763418,-0.07138524526690913,0.05650705407460766,0.0073164859467459015,-0.03580526654574183,0.06866976575875938,0.01994005545788689
PRG4,-0.004289986650894446,-0.012790519731678917,,,0.008861841981884581,,,0.1452281157369521,0.10204344092752748,
ZG16B,-0.0193072938201067,,,,,-0.03357684665861842,,-0.031369450324432065,0.1030783296210459,
TGM2,-0.062363741445395915,-0.1054353049107193,-0.07024058251561542,-0.021012045993721445,0.050798742685842724,0.056547349257427944,-0.014329149252834019,0.06592169488755037,0.10131614601476645,-0.023670384248391713
VEGFC,0.07981041805458257,0.025324669806071495,0.0029779941046784012,-0.049909614103069794,-0.014825465955564646,0.28207082346139994,-0.027598883258250845,0.05404113223774774,-0.040830211597517874,
WNT6,-0.022464798252747564,-0.02698243810450776,-0.01674845310900293,,-0.012938918045553657,0.05890145388633699,,0.00860722481497619,0.09537175212302146,
NRG4,-0.012823769054538695,0.11423831256980502,-0.02050320275063946,-0.027259313886085206,0.0598072134471953,,-0.02216150461830828,-0.025158108542783813,-0.02626514690181637,
PMCH,0.05356282496151977,,,,,,,-0.05425043933610865,0.05744538080892922,
COL9A1,-0.0016489226630248544,0.05978284681491084,0.015535430384983877,-0.03196898548584556,-0.01970796521095758,0.05923803313300388,-0.044417857877127244,0.0706094384534785,0.049695866675432715,0.10652909840819333
GDF11,0.02953053210191571,0.05173465061731344,-0.01240528947470564,0.0630625848645978,-0.03975092267781974,0.03944698983271666,-0.024263950963866535,0.061518190262323975,0.05861948368976311,0.008427333668325458
RAET1E,,,,,,,,-0.027598266318250863,,
IL24,,,,,,,,,-0.02936356048125154,
SORBS1,0.009319615109220688,0.06338700047420612,0.02550619706251891,0.018628571183512785,0.005676442127834046,0.019285274309302047,0.00013791144863671776,0.08651698921323663,-0.045817758997051095,0.03527127916639584
DLL1,0.04551047970761378,0.07879325571596964,-0.027874981890362138,-0.02320367914324258,0.03306337847505427,0.10253209778646194,-0.03349681720112483,-0.02656267343652667,0.088321830352162,-0.018701030023158052
TLN1,-0.004873522996523196,0.03971513867027378,-0.023895916321575596,-0.0034321201396529675,-0.053865412884037546,0.04018404313570762,-0.029031479307224568,0.05896206129890422,0.04423445771374475,0.041704384371264384
COL2A1,0.056091863383250506,-0.0239630160693882,-0.018144864552648264,,0.0714698215888926,,,0.009151873806099067,0.01841739890173505,
SHH,,-0.016170748002464857,-0.01980519277628603,0.06507714106811041,-0.011520601767989061,,-0.015379840866269224,0.05011087297095572,0.09123661910389137,
PON2,0.02312568107272736,0.01338940566611846,-0.00870824040209353,0.017157452697313696,-0.04856171908872605,0.06142974148647223,0.057046721864060825,0.1104360020077652,0.04113614841261259,0.06851577396244009
ICAM5,0.0002995644802359822,0.06043638932328795,0.035391307799959006,-0.042909512118353886,0.09650966876817973,,,-0.013215201182948206,-0.002872492110214119,0.015736382801903377
HPX,-0.034791833402134736,0.10429747640931239,-0.0167484542388043,-0.015091716847463707,0.05487781231086717,-0.026013582087449427,-0.02971288299288493,0.0170844257617906,0.032861177502147294,
SFRP2,-0.018510948484153578,,-0.009059277885938313,0.009551830329178555,0.02285273232013947,-0.00048308471521860423,0.008902049987955338,0.041474854462884035,-0.014101760568888866,0.015342089169389872
CFC1,,,-0.028300788890154683,,,,,,-0.02324052238337791,
CD70,-0.033819044680273726,,,,,,,0.07518439265860197,-0.046140432197289166,
HP,0.001478525895561401,-0.042163744441114946,,-0.01035292698271637,-0.004895674577096969,0.025234179108477906,0.04413574969085848,0.019709014372770024,-0.04021604503596197,
CXCL2,0.02936654612188079,-0.05801329196084434,-0.025885461076656166,-0.020973790583199158,-0.022802039812020912,,-0.03155953131087102,0.065448312265141,0.05770665142644926,-0.029822732840864938
NPPB,-0.017962292027892398,,,,0.09967114735407895,,,-0.025520099252560616,,
CCK,0.030681635682168546,0.06838755499218721,0.06622848109581922,-0.0002667061703919832,0.12012820487911641,0.07374146366604328,0.027253282233794595,-0.008533642202251886,-0.08626765830974674,0.08537972796488508
SEMA6A,-0.0022568704442661055,0.08752912933916009,-0.031296568067820135,-0.020475778779057187,-0.03277957695789673,0.09062934191613971,0.042166336363617385,0.048497394076091806,0.022077355380118353,0.018056850039404253
IRAK4,0.001052585052706983,0.007465041680927752,-0.027197718686174665,0.002289407959615933,-0.007519662874013348,0.12509647383935477,-0.03931853041749021,0.10967552293548848,0.0029904791195900413,-0.007849545819911223
GSTP1,-0.013709557147835689,-0.023471359692026867,-0.07243088873223492,0.008496981986950803,-0.07546151382069581,0.07268449549117649,0.0022702022169664724,0.04909220011123228,0.02497467100137923,-0.05965834946815988
VCAM1,0.040747198178789794,-0.08073741228510942,-0.02391251774132219,0.0055559252924604775,-0.04010906646711147,0.05846762045665312,-0.06149885071580339,0.08603087752645212,0.07124075934434485,0.09298615688082608
NXPH3,0.015432181714534057,0.04064191367869605,-0.007527959242051191,0.05590570362756792,0.01796488640321255,0.09061456541769568,0.0019630267285314818,0.07993304508023825,-0.028301372742372162,0.07138332082972379
MTMR4,0.04685607239686735,0.02792934089072527,0.03046007022504171,-0.02986068812394267,0.07792064663863961,-0.008946170257332513,0.03353266658405974,0.06622726160537787,0.0019685611486542193,-0.020636154038822553
LAMC2,-0.014098521047800893,,0.09365742970072911,,,,-0.021426749261686927,0.006700845850260368,0.11086792419831533,
IL10,0.04259199942605968,0.02392853601850602,,,-0.013270900741665042,0.018513012924303057,-0.020668157375622043,0.09809151227386717,0.1909365254828031,
SEMA4D,0.08116811302153219,0.017706834362604104,0.01970745795802644,0.006851535840662961,0.04866536390225592,0.006515817535399578,0.05738197516832502,0.08044701155982967,0.04596422774250976,0.030219027184072034
TRH,0.010596603904855516,-0.023581424602460713,-0.03139342910643025,,-0.039945369157635524,,0.021195824426987184,-0.02858422257834222,0.004494054107583049,
SEMA6D,0.11204430219388586,-0.016638502303131512,-0.03178467433596665,-0.009148584270039683,-0.051576138558834854,0.10891037482098782,-0.04952683307628342,0.030326269120892882,-0.02952103022490511,0.15952218390956746
CEL,,-0.013394680966561767,,,,0.0344398971331425,-0.004290316321643929,0.07446743937786446,-0.02702143555373852,
PDCD1LG2,-0.0393249775427652,-0.0456068726835404,-0.01611531180588851,0.023937998884821347,-0.008076771655219422,0.008125153444411356,0.007155962084266844,0.13590842028664502,0.04733475841339613,
SPINT1,-0.014827040352513837,-0.02459057124344558,-0.02084417708703761,-0.01248573027259061,-0.01947882530919027,0.014365726538987765,-0.04233524854496624,0.05376433103026417,0.003581661752394626,
CTHRC1,0.02426665726480008,-0.007767054623076795,-0.06105778684979136,-0.03920482650082863,-0.050949910396261386,0.08777043787982917,0.04802760138734894,0.030399469696385076,0.1278632318842633,-0.03243439455733095
PODXL,0.04695991541303533,0.010626503571178334,-0.054071604008187266,-0.018041712935558046,-0.011809807203818752,0.05331373582326032,-0.014155247520979637,-0.09800335053488361,0.07260759620677139,0.009989471167333397
JAM3,0.0014032452822238372,0.019418490902170057,-0.06360233724612539,-0.008292316378898011,-0.08614447234469924,-0.04786283740525008,0.003854544516175945,0.03629486276255063,0.07293858617966134,-0.11944178685814427
TGFB2,0.0014448890669978584,-0.01618379280901134,0.023343613251696992,-0.009891302119971385,-0.051321165032491935,0.08528665432600264,-0.03387714226606472,0.018168591771347123,-0.012788818325389854,-0.06706299585481043
COL18A1,-0.02169969506684316,0.04231258572463842,-0.019603377321656394,0.029119223095363148,-0.03719514773001777,0.022667791279107938,-0.0669948036262865,-0.04636784849376595,0.06208732852125698,0.07878361453615644
NODAL,-0.016837925469377357,0.044263295396577404,-0.005942733108827578,,-0.0035435666303588655,0.026192785809541163,-0.016140576424605504,-0.03912010803301062,-0.052688071706557295,
INHBB,-0.015603926302962815,-0.009851194719203897,0.016500604573376383,0.019190813792608955,-0.04693877328829535,0.01325568958949313,0.01678284488802221,-0.003862122586960809,0.06031847034583812,0.21998097823265364
LCN1,-0.014098524220025534,,,,,,,-0.02890592167813527,-0.017740432329933466,
ARF4,-0.04261574243716942,-0.09554339504012015,0.033373755515768086,0.009696990893475182,-0.00905284502631856,0.09314148620396281,-0.024914406351221233,-0.05213284094804611,-0.008973565514182748,-0.026407693520099314
CXCL14,-0.03225839826953729,0.008082250477223125,0.015680792245894207,-0.04095799856570469,0.054547249707330575,0.05662605923876087,0.024321847245124754,0.0012259109044545189,-0.01798272064698981,0.11602540120074015
LIF,0.0042148597205751495,-0.036648476076729886,-0.020330762666495743,-0.01789157485962097,-0.024552751454468193,0.047425012787119046,-0.03746506809076034,-0.03748395651638651,0.016050432898129893,
IL17B,,,,,,,,-0.030917515552175395,-0.0200579976685025,
MMP1,-0.0017788084471523657,-0.023581419458240955,,,,,,-0.050065484265059856,0.0009966966456920019,
MATN1,0.09508821719809266,,-0.00039177736010416535,,-0.012071132121307126,,-0.021674192357208955,-0.022956059931120473,-0.018279054688661117,
ADAM28,0.02377409004975577,-0.006072145669530418,-0.05197010875553643,0.03306140510125392,-0.018104533793895285,0.0821844077339619,-0.011550909866299312,0.0990894531370232,0.06249636514414362,0.04693631418857861
TCN2,-0.033703338205689916,0.021128407223366626,0.005841901132660112,0.016667186529776716,0.08023974506366888,0.12680769381057988,-0.05053392186573901,0.10604612663029106,0.13352421392256,-0.011302361604971589
THPO,-0.024120535613723425,,0.013409775054877893,-0.018617882673412606,-0.012071133507948481,0.20823575793509314,,0.12900941762937404,0.04747410872278876,
CUBN,-0.013786436812269804,0.011202790334237149,-0.0349160985737995,-0.020009617414675652,-0.024304306495632273,0.03350749715776651,-0.027818318083517517,0.07852041481389194,0.038211325208880924,
TIMP3,0.0004604335272020861,0.045654244975750546,0.027221604166967558,-0.008997708856059808,-0.07194072954705981,0.04769135772449368,-0.0467880456713666,0.03870776234415364,0.08650646487636514,0.0357068755484647
PIGF,0.008847293372005178,0.06928688012051722,-0.04945216451860554,0.03013463293392351,-0.024873083756067123,0.06183327353440864,-0.012370072800678542,0.0370929272748166,-0.022273808144252068,-0.002299586813604077
CRH,-0.016518099673011214,-0.023963020466216338,-0.016539945785658008,0.019912596110185747,0.06532200733868039,,0.019449649864764013,-0.03326483023107322,-0.02712601956211064,0.03066917756594729
BDNF,-0.028753868814973806,-0.03605557245153659,0.05242011205392993,-0.030286740897241607,-0.01359519664378774,,0.012445249265694703,0.07499198456445891,0.008765074089714515,0.07192954260019462
CCL5,-0.026552125660163767,-0.06645901292678677,-0.024160790015549424,-0.015595839965443607,0.06792181586006722,-0.023440411048769337,-0.059429507839325706,0.09684035237099793,0.0536276148865107,
GAD1,0.005144963745575142,0.06009061958974665,0.07793382604928521,-0.03931632408247187,0.1026891619974504,0.11324000572320685,0.05788281425935352,0.008725508961227361,-0.04085441330249795,0.0546475704512204
COL14A1,0.06167490635497566,-0.05156572773837732,0.12150442674753147,0.03398144925559854,-0.040438098862500375,0.08691217971663008,-0.01689188491671396,0.07925570112052427,-0.0309410695262032,
HLA-A,-0.04720490697558351,-0.039792205153617345,-0.06536468970646042,0.07216322671388078,-0.11779850589597618,0.02724879679998493,-0.03078106390767024,-0.044232937363213626,0.0049662180735974655,0.035167884432325255
CD5L,-0.016518097761992902,,,,,-0.03953352063134162,,,,
FGF18,-0.014945892927152189,-0.021272679431860737,0.09230378984439967,,,,,0.063406471413363,0.11678276145816281,
ADM,-0.030710449793880813,-0.10336744935811208,0.014939905130647807,0.03862978775106362,-0.05743967539456757,0.022964119265874102,-0.02935418253643154,0.007095353063552709,-0.03515992113320402,0.05140711645037136
CCL15,0.07512276817213641,,,-0.0015867788132359441,,,,-0.024791096012080203,,
GNAI2,0.014038225334513819,-0.06604202965284559,-0.04296448680281049,0.0032799327838316855,-0.04240000939881062,0.04466657250601195,0.012259309077436376,-0.03797911819053074,0.047965182375977716,-0.05913492343809052
HDC,,,,0.028597293244086,,,,0.13874912807207498,0.00935943760387181,
COL11A1,0.02106828585877407,0.016517821217730932,-0.02715886516480486,0.016240587537282407,0.004473271953090129,0.010508571110988487,0.041453629543606624,0.04404278649502604,0.15590916336381522,-0.04979673977459705
NUCB2,-0.023658580186954874,0.025274763499128116,-0.019715741987756566,-0.004863948482515185,-0.00988589605338043,-0.01114887276997778,-0.022043508972240056,0.0067458622951212695,-0.02283440285824221,0.1216638592881594
FGF16,,,,,,,,,-0.01801162397612044,
CXCL1,0.013027970798314508,-0.044167206350008065,,-0.016942384382761456,-0.016375947001201947,,-0.032579476140611914,0.016976301305841646,0.1324260077289424,-0.03341420327157301
VCAN,0.01527337720101673,0.03403105895280765,-0.05410886519871194,0.030561341594342203,-0.04371605456730987,-0.032600986977109045,0.006070213545966847,-0.006189805660575712,0.04300403518332941,-0.02354899207743494
MMP7,-0.037864686175718885,,-0.02033075695975143,0.0038039255263388615,-0.018657166623840364,,,-0.04488658101670209,-0.00963051107362298,
PTPN6,-0.008173572086092151,-0.003433025990708528,-0.025599735271608078,0.008777277659221398,-0.008560993231474391,0.09143729859451824,-0.03293986213965249,0.13586538300467008,0.022105419700568812,-0.011547374570244058
PTGS2,-0.004395238503575849,-0.10041492442987208,0.0108414066536752,0.013434878376238114,0.023686909658182743,-0.06107925730274037,-0.02679482190893551,0.11791533989669493,0.00453922063546642,0.08401614187385485
XCL1,-0.018100880717872955,-0.02507454252448111,,,,,,,-0.016332836250607632,
CD58,0.038696929373046356,0.05303959787388998,-0.01952334492932901,-0.023433204236531783,-0.07507548642770602,0.05258948450272623,-0.042614764722638476,0.03434344888805925,0.09263617216205348,0.027014958398440064
TNFSF14,0.039732949922575984,0.003026409568680177,,-0.016548251365494593,,0.028683414334328527,0.001030731536156576,-0.019918386060044174,0.05453482534004521,0.09438341710491883
CNTN4,-0.03206548100933818,-0.0006638682936362472,0.04289370147403653,-0.04532724399690002,0.019893942587931396,0.026738888749357065,0.06958574697470393,-0.04218359156741879,0.031563238568215655,-0.028020324145728217
