,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
WNT5A,0.04775138060756157,-0.026399361174456182,0.05115048052382021,0.007020519217306885,0.058057351796338516,0.04512837861716797,-0.00017182856647036837,0.07784784593463291,0.12083697555189585,0.06233872451061815,0.01005155105485104,-0.06252283820087336,0.036921477675390106,0.0629148447077351,0.11374035958634182,-0.0727634982526741,-0.03233820477510032,0.11605758543999088,0.025672822600248946,-0.026493789227822806,0.006502716922826683,0.02357518667527089
CXCL8,,0.06449936728338933,0.10438340475158579,-0.022992454144569838,-0.02889653073948624,0.02055879018979761,-0.021323134676728143,-0.014036294667681531,0.08845967048000812,0.0020619301354285404,0.011953310431859474,-0.052539708882789464,-0.012785177206945823,0.017069464260777042,,-0.04875478601941861,-0.0032336425455737794,-0.044366054885786786,-0.054561085600720094,0.0022070094371446827,-0.0534867960580882,0.04739390383820461
GRN,-0.10027064242305743,0.02340009397859407,0.041296802339072514,0.030010933089438183,0.017847715925572195,-0.02310952029832941,-0.02563945505634795,0.037253670764222584,0.1512066333948418,0.023550172667330633,0.002243036506714704,0.019528951499537362,0.0008883666680679793,0.020636062905990855,0.03839568402198143,0.02081439584922679,0.12607858725101187,0.08677235755711034,0.04038751605067585,-0.04829768435708734,-0.034733391359629974,-0.032922748711517534
MIA,-0.011575831970712516,0.09202427959220276,0.01369085756670791,0.03674652863576051,0.06040974509244387,-0.03490384824826707,-0.012066158887999582,0.053453509092310524,0.10122063951446593,0.009247085886917507,-0.010257827063677866,,-0.012993600940361817,0.024511499950678986,-0.00246569026976496,-0.08667165391050984,-0.05874539892783575,0.013817297218602117,0.02565889167596043,-0.023411455239727225,0.07263859257322704,0.013570458921871382
COL4A4,-0.033034700124225505,0.00640147979297135,-0.0010439564398887528,-0.02783163217420964,0.07515622479053208,0.09385176238947943,0.03401293152480532,0.06042565219715344,0.03604746777333604,0.010198066955605415,-0.03870290134464119,,,0.016707549355967827,,,-0.04160530322895209,-0.01026325582413783,0.05357855768897055,-0.03459124812164298,-0.024989235364321776,-0.02732981492488651
TAC1,0.037354600227115946,-0.06378629990091887,0.04099200797673391,-0.04156756466426237,0.01716019515732482,0.0508772399279699,-0.030947380875258376,-0.06326260501196478,-0.13835444065975971,-0.017024744675781998,-0.034400567608747205,0.031444002598440414,,-0.05546057320357718,,,,,,-0.029612666186633788,-0.02486055639565454,-0.002085163363451725
RARRES2,0.1413472701942332,0.043154967153051546,0.015741668894502372,0.01284056324483773,0.04712685872606839,0.0593017076466645,0.03237960374584608,0.06827473438373578,0.1979388855085541,-0.07821391504601168,0.041354154538140245,0.05128227602342458,-0.03025126071806152,0.05642419927544451,0.009533750016639295,0.05419354826709421,-0.015353856250217362,0.021882436754259722,-0.02106578909665321,0.0007082326311271766,-0.04503382398889716,-0.009409522122841962
FGF7,0.05312108555279748,-0.028012821123925707,,-0.02771559028697603,0.019255538247330065,0.0023516707577283394,0.047105730423388295,0.10010843986499707,0.0460883655560793,0.015300712695665452,0.028418914223789303,-0.010588496712272326,0.029013846875143603,0.12295154037555853,0.011185988417831926,0.0016885233526150018,0.005286319297100523,0.02221588649338234,-0.018162368106457116,0.015563546367597575,0.010325024172089112,-0.05444095904317717
EFNA2,,,,,,,,,,,,,,,,,,,0.011815406436810994,,,
HBEGF,-0.01593730973832861,0.05846081583741178,-0.0053538589090853985,0.04817882109111681,0.03720605789362244,0.06408007335372627,0.053207672576490846,0.0862172971904466,0.08276282588965891,0.007549417718307554,-0.01315042264438696,-0.009060779208291878,0.04736623699121994,-0.01724803167667094,0.02965246584878372,-0.13657155797916745,0.038063731050563585,0.003454158402894608,0.07098971724653944,-0.03198221307010894,-0.04059053093971315,0.07001595785607188
CSF3,,0.008836316593932804,,,0.015672503122709226,-0.00960222132901572,-0.0016292277782423486,,-0.026401697609316755,,,,0.04258050567188694,,,,,,-0.03150161598512178,0.037681473485147124,0.0007281057877599897,0.09139130405904489
PI3,,0.0495757731436187,-0.019799955696517258,,0.027902460544198572,-0.03971775778590933,-0.009114420532560483,,-0.012901430356222007,,,,,,,0.009817840274649534,,,-0.04780584488676507,-0.0005978341937659323,-0.03387647869180192,0.007080513926322632
PCSK1N,0.13686279674716204,-0.10773062921152685,-0.00042181597249877267,-0.003898880664550976,-0.008702334523342518,-0.030770519404381656,-0.0368631149499807,-0.03953085325819144,-0.056740950189988405,0.012287060584436354,-0.05533413142873169,-0.0193441891391544,0.0016644264325806708,-0.06517739979537421,-0.011834409311289715,0.00717192240532245,0.05780674337919327,0.011647656931802189,0.027270785999776045,-0.02446656813588632,0.042102546863677454,-0.043575234811938875
NTS,,,,,,,0.014029488257130334,0.09753866168064088,-0.011109554794394738,-0.024927988936489502,0.03405335627456655,-0.027013153567354887,,,,,,,0.13856958847953255,-0.03710246130111045,-0.014646813042952267,
SFRP1,-0.04150366129977095,-0.05363463684261478,0.008975005074835108,0.030675097945028575,,-0.025643998588660916,0.0027179834167001243,0.07786092844734271,0.06830503233317264,0.011487788235375298,0.014744848791485224,-0.005295436050883363,0.05305165470410248,0.03257458696852293,0.008307802526559096,0.02642837875405255,0.17679842072053475,0.002310537380629523,0.0020828680372854133,0.07326320406533822,-0.00012765117103971866,0.05942298760704805
CXCL13,,,,0.019512373040679393,0.01568803221770517,,-0.008387829178010477,,,,,,0.0447442379257583,,,,,,-0.039207041107876754,-0.000727885783677916,,-0.023318401965887595
MICA,-0.0009379319233955802,0.051106248259540646,0.031629082857385526,0.02445675301195893,0.006929239531179479,0.02421410260951969,-0.03472065354371984,0.06959664056569852,0.06398716837260061,-0.01659975960743315,0.1073011405557297,-0.00022963449670658614,0.03877371222046587,0.10016629449064494,0.026488674282055192,-0.0408832104097661,0.15266228132666412,0.04206877592554229,0.033304596586000226,0.007627208416870668,0.019506292266863033,0.04089539848961273
TG,-0.004392320441840897,0.004418214730641339,-0.044125072077086706,-0.02331267860160891,,-0.0069967975763843724,-0.01498188556017634,-0.01097601680708661,-0.017821957881385336,0.05212197922330978,-0.01998630433555065,,0.022768391406103917,0.0344399324720699,-0.03376410478578885,0.10034249197089423,0.0463003676390943,0.05004477809230863,0.10524724673736716,-0.0021540558336536502,-0.027662443497648563,-0.025696999637716583
ADA,0.05204519308369699,0.006031723541860711,0.0011002818924800788,0.03360275694081125,0.018508493383901415,0.051641380682160315,-0.015480948354213474,0.04771679182541334,0.12629374860951886,0.023528088463203374,-0.032459365540598716,0.08221543377973069,0.08163463086164251,0.014824211092013529,0.07877038931962932,-0.01624346073302588,0.07461516529575406,0.12125654583024265,-0.0068232059128290595,-0.024350113029100257,0.04390245148286554,0.005175816941274673
LAMC3,0.03663994777850614,-0.05287532371169225,0.04449264122638628,-0.009924305129046082,0.09346567475236002,-0.0449298299723541,0.057035430201867,0.02501440919030544,0.13666960436648992,-0.012735325110559914,0.0489499391125072,0.04799461798930817,0.05062384006655496,0.0599267808462512,-0.011228826075825484,0.03694138977486985,0.10026696790882177,0.14116696579586652,0.024078402642138192,0.008173762689001801,-0.02484785020149619,-0.014412354801416076
CCL7,,,0.07221162568340432,,,-0.005599402814859775,-0.04137665414432128,,,,,,,,,,,,,,-0.020864237199496122,0.0515637418387837
NGF,,-0.029342402444485265,-0.006845099430288977,,,0.00016939667937155954,-0.027047245689500333,-0.02469869889171257,,,,-0.027013171353724216,0.07318783463065233,,,,-0.09100367800801701,0.001396335396441595,0.01166165000884623,-0.04224455998109406,0.027755958569492336,0.015381227116243875
TNFSF15,,-0.002949203404585461,,,,-0.02228012320700281,0.07957817532197242,0.006745602494791866,,,,,0.0010068322590366784,,-0.031121957474990337,,-0.04458403856045623,0.00028528724774499055,,-0.015280422662845954,0.008445471069824293,-0.031816551640496564
HMGB1,-0.004981546046484201,-0.04090192723052938,-0.04581474609285805,0.006263987975598962,-0.003954788646071274,0.0031952791274752258,-0.002410003930886262,0.008668363694349547,0.17629380062617941,0.008627310398989086,0.03564307593314498,-0.007267732198719257,0.07938812073739583,0.040615592922116334,0.027833960451826872,0.012841646721931364,-0.010494689962059583,-0.056273926636647036,0.017703901641343424,0.0480225071015407,-0.0032984665731553365,-0.01905988015516377
ITGB3BP,0.0299739189566226,0.02977888529211332,0.0220410691018719,-0.02559829667609733,0.08603949984140616,-0.03631766372317736,0.04114507627100959,0.008584396103245318,0.14665878411197844,0.03295893265714562,0.07558176958154315,-0.02888714220281945,0.045246132790531364,0.09917667463741754,0.10640652805935835,0.048119059612438425,-0.01414684007689167,0.011627371665984945,-0.002677223679437997,-0.017909428537453666,0.008597453377319323,0.014650396055369996
AANAT,,-0.017695547892937466,0.07330779804114934,,,-0.005840653019641806,-0.027604088179654637,,0.06776392881282078,-0.013422121411908612,-0.023038533149498552,-0.025396353796868384,,-0.004121756737655591,,-0.05922674520721829,,0.025680665005324278,-0.020535696443449332,,0.03564421378104022,-0.01755339468072717
RELN,0.00875420483044508,0.029869678289809135,-0.054763384768949326,-0.02346975036642757,-0.0043309641436192975,0.006526304350109004,-0.013434287267995386,-0.00019611874778856266,-0.0833779497123139,-0.05531081938302288,0.028772664126384642,-0.020242519293405883,,0.047382603068810994,,,0.045382344786675494,,,-0.018457094601741653,,0.010090187687654512
IL15,0.04502938351148947,0.0155468368267205,0.06062762137388521,-0.029699995875258494,,0.04231986837708981,-0.06564109521321927,0.04706012829340407,0.06972633782400377,0.014817435859472358,-0.0010399323260971488,-0.04113050469277672,-0.014541549210889317,0.04541248778606982,0.03518381572591905,-0.04829058206986982,-0.00026451898569171075,0.06940431538270506,-0.0036815039185253695,0.02352897127018636,0.01874416908611282,0.03806603813490893
UTS2,,,,,,,,,0.044367240782012284,,,,,,0.1077231406597176,0.054835298104894056,,,,,,
BSG,0.10531765195248395,-0.05045091175500985,-0.017809639770080505,-0.01256250323180708,-0.01645260222531962,0.03277265069472463,0.025466528825243053,0.07357881472567324,0.018269046330934426,0.0016394357087626506,-0.005170601767491229,-0.05995504587708458,-0.07444640633560128,0.08953276378623595,0.08665258602088172,-0.07784815947607732,0.030988548361868762,0.09143239587391021,-0.016080948790826707,-0.03679996218227814,0.07901038602961125,-0.03634340030750908
ADAMTS3,0.08163552497216672,-0.03574532226897674,-0.06236392405649052,-0.02485637207640095,,0.03898625565481096,0.0116244954199648,-0.03437161359166574,0.16730518413407558,0.08620017176336317,0.027953500350791707,-0.013735012691407802,0.001314011689145381,0.0627975993438593,0.1356611100795116,0.029697365541114597,,-0.007288296170575916,0.04894721844904174,0.08417565376723207,0.04551884581770454,0.027309459061233127
CD34,-0.0489598053408329,0.024304326366206844,0.018788307004080126,-0.011060391188902403,0.023357869171660262,-0.014371963071398031,0.04160794536423549,-0.023995466005371308,0.06558960927393587,-0.024300920287615786,0.003867970619095886,-0.016908090829996794,0.10578414589082082,-0.009926741363753289,-0.007201568407716904,-0.004395163021176653,0.05898725035827225,0.1253599050215564,0.04314077220243643,-0.025955403523459316,-0.004670244891177162,0.005513505867191029
CCL23,,,,,,,,,-0.02788371007643918,,,,,,0.0721930779264423,,,,,,,
PLAT,0.10140219706555398,0.08987954042455193,-0.0012025099050619287,-0.050005873795802326,0.03107880876936131,-0.007763479926720977,0.0396203403215095,0.048244626705764425,0.11321738098310744,0.015622683601507448,0.013285345058089003,0.028992725616446592,0.04525662186158563,0.06850397246365515,0.052826878198924045,0.01693037421041749,0.04112291381229178,0.07737257954597451,0.035408355712041956,-0.015498180322935845,0.032481152431007576,-0.0351904739557767
NTF3,,,,,,,,,,,0.0661417753701684,,-0.006082702688869374,,,,,,0.08904514293049823,0.029600904573349934,,
LTA,,,,-0.017144217121016138,,-0.013889572894956022,,,,-0.02419522870138284,,,,0.07955122273958747,,,,,,,-0.029709936855998084,
CKLF,0.05057211451479783,0.07133432020836555,-0.05466776156237938,0.04897174867109579,0.02975435809983096,0.033685227035228124,0.048405028132990434,0.08975948200897427,0.20118435324847891,0.030272566019001305,0.05826507846446753,0.032481971066711524,0.027293013209826824,0.10545967323449798,0.11135397640135039,0.07839123893386339,0.031145019195121238,0.05566983051324647,0.004543497294170905,-0.05835356195025717,0.04283319592144609,0.009921383793918001
APELA,,,,,,,,,,,,,-0.028364596707300578,,,,,,,,,
CD24,-0.0009656962193477141,0.09850542943216477,0.03115083014206753,0.03553795948131808,-0.016521778796293518,0.025554818210525458,-0.010240106090862008,0.07536624362268338,0.021727657505975457,-0.01587128581811983,0.051376995700688294,-0.030611101680342614,0.10204014930126902,-0.0037296394076844525,0.10691244995160677,0.09705721782519854,-0.009314281715351442,-0.05347094206119024,0.021155665109563276,0.08868501398500352,0.0637668720593485,-0.010982436890970835
HSP90AA1,-0.033564507098961346,-0.15157848660624867,0.013885571279996553,-0.01925527517893076,-0.1230473530767885,0.00023618034228870048,-0.01358045745373645,-0.062041140037057935,-0.17777109019652845,0.002931326532733411,-0.025453451060800478,-0.01934048840654336,0.03256063775563564,-0.05991158176328394,-0.04960638831575597,-8.898136400903522e-05,0.05999777024150066,-0.03989754189669755,-0.03173878009854967,-0.010508265800788627,-0.06598576963928378,-0.06053878666226189
BMP4,-0.03399749459167576,-0.023198040236451844,0.004440927975726182,-0.018173875142382345,-0.014596414948576742,0.007434656644325489,0.09766806910217095,0.13051142667384785,0.009374476841530331,0.025905772624392642,0.015539673688701301,-0.04050773537832544,-0.009390397266684307,-0.037606622422099084,0.02531399655638854,-0.020051126502075464,-0.0775141181941378,0.10614599779802937,0.02455771369891329,0.05706225496714832,-0.04557818552041195,-0.02810690397193021
SCGB3A1,,,0.02177165167461651,,0.03547609811894639,,0.014463415761342848,0.026560429597420544,,,-0.019433228044340518,0.0661931354481511,-0.04608742276509779,-0.009195876705501765,0.1762795817464571,-0.02657024697654923,0.008306605988099383,,-0.0010511585473441587,0.042508322858912186,-0.024053564985936554,-0.020350342715734642
IGFBP4,0.06181604312561895,0.005872796044091212,0.04492122065488408,0.0024371188431456924,0.03483764800509614,-0.02884883048574879,0.019452960008067757,0.04997153023579044,0.1220039450111086,-0.009283036206289232,0.0020500946098088156,0.055956271095437146,0.03922891588786898,0.02114025084981931,0.019290531139489597,0.07820202991171024,0.05868761948697592,0.05400897067454032,0.00040588190614936266,-0.07368824284885571,-0.05427143997330836,-0.06907837829050999
RSPO4,,0.11426997805117091,,-0.027715585025172976,,-0.03925263084251309,0.004214976257838115,,,-0.028140523947739405,0.06974590120086525,,,0.09652218716963842,,,0.0033822870396559017,,,-0.0038689354342912236,-0.03918429676779145,-0.022134135386585665
LEFTY2,0.054746942894564644,0.07020349148417881,0.02970201446488353,-0.017354774191731703,0.041146027806589804,0.02181500487145349,0.016425463527372473,-0.009061312555303423,0.15647238598447824,0.12882558421636375,-0.02130876910733047,0.051059394062523696,0.008082039551036679,0.04331510679233111,0.03654849865952638,0.0444596450232618,,-0.03353935847140211,0.07432631373034655,-0.02906255865886727,0.01409142249165886,-0.003073927794511613
PF4,,,0.04491154694226974,-0.015594995614382094,,0.049583467948419946,,,,,,,,,,,,,-0.013986757648711545,,0.02480028995147945,-0.017338920701478536
ANGPTL2,-0.027142281280994444,0.01580289337092419,0.006708726026390898,-0.00533817328280984,0.09655605247928181,-0.007746581520660694,-0.0052886148213515645,0.09582028066740213,0.11887060124477328,0.06977777274411597,0.10879702536102397,0.03674600564961954,-0.018724796304353464,0.09476708683678839,0.03202976500163269,0.0445348235667757,-0.01049850924912511,0.016030011113816182,0.0027857903949568335,0.04371333112313506,0.033328616561938106,-0.06812807169981251
LRIG2,0.036133404089727136,0.06799513197310111,-0.02071435385162038,0.014537065937688273,0.026075823903290902,0.005871904935859549,-0.01636056035892127,0.08403957480373063,0.05605968019634384,0.04454871787617768,0.009992720357875618,-0.023107967168315344,0.03652788559050339,0.06506577481456026,0.05279229076046503,-0.0009661023407095151,0.11771146353187273,0.06109477043271164,-0.015547547560315032,0.015438292357237642,0.04904252530349307,0.011584326236743004
ICOSLG,-0.014989479946136575,0.08432562972387736,0.07037049574773986,0.021359532050065723,-0.0421275046787241,0.010708065385808738,0.017170792856877785,-0.001863807879687479,0.0729693429453605,0.011326245043311603,0.04902760989647469,0.0063150405490132715,0.030894922041686482,0.08042233153310266,0.060893727035661004,-0.06107126134557926,-0.009277648651908903,0.0850471021607252,0.017709447358279524,-0.009535877134840958,0.10366921609717257,-0.02297477392811909
WIF1,,-0.08341646878987644,-0.05134537970534568,,-0.02575723047381919,,0.0014958913097511833,-0.11985623815859833,-0.13172487435967967,-0.021715375802952838,-0.02025390713397527,0.08027075617353163,,-0.052264357188908664,,,,,,0.05714793346813735,,0.031454232147184576
NPPC,0.09107362637544615,0.0033838739167439797,0.03871726292151595,,-0.01933733231306685,0.02697515507398867,-0.022804972304016825,-0.02997265007637675,0.010039650172966525,-0.035760017746854084,-0.027007427307551065,-0.02360647065857181,,0.04351569950805312,-0.02594673044589947,-0.06120947280879102,0.08210898255255149,-0.031426098238051293,0.03445863286752837,-0.0523011839994889,,-0.041669431514008134
LYZ,-0.07191094811250033,-0.0009453509737935511,0.0295290910374213,0.00799845241229631,0.057159134809355465,-0.047830599511244735,0.03139419122907804,0.0531928642858948,0.1414171887128815,-0.005515780087186028,0.0492337090995883,0.003422720485185905,0.08840721108953652,0.029567220096156366,-0.011691050814433368,0.07902915523380219,0.01845381112340271,0.04741482934619761,0.07481706588286736,-0.03690506854308934,-0.05126041371659763,-0.0334277580864663
EREG,,,,,0.0532289693099794,,0.034946441109195446,,,,,-0.00831177864674948,0.036420444690069526,,,,,,0.042490521807581526,0.07672490484212288,0.05011400662235524,-0.019962234084256816
SPTAN1,0.06661086399872049,-0.05783549558511601,-0.018095428284032624,0.017183604210421734,0.020411097101946975,0.01951596450045944,0.0061333656742799175,-0.016815606137037302,-0.018383243010290696,-0.009872907655974929,0.014832536832607471,0.045110484145259026,0.03308048028005328,-0.007210829545499876,-0.021640710977533707,0.07673728273109504,-0.04224038673660009,0.12920641337125435,0.012390246518048582,0.002499864565370882,-0.005618636374744569,-0.0735578711861106
PTH2,,,,,,,,,,,,,,,,,,,,0.012001684271916101,,
LIPC,-0.007223292790038222,0.00015274845021884029,-0.02316782767969971,-0.023471301867533288,,-0.0032437083430670605,-0.03673299373734872,0.015071812326217012,0.09061273401387489,0.016853392424669083,,0.024951560006105603,0.027791742494502888,0.03735535140592322,-0.027513851623624578,-0.016648960828546396,-0.0062831671961498595,0.14285583507296062,,,0.010544995850171953,-0.027039008944096936
COL8A1,-0.03860527281746954,0.14231906344144754,0.04325364314448788,-0.03129013321742664,0.04076497957067061,0.003067233733726627,-0.029199379742578545,0.05522377031088671,0.10560750216758003,0.006319054999335325,0.007992716895927414,0.028195149470502865,-0.06790381105866904,0.05978463371639375,0.023340513969881568,0.05068208592790832,-0.053340434150457625,0.041821418167300915,-0.018616865508470318,0.030356123484886123,0.029982831708898885,0.06764268095830153
GSTM2,0.044560601111072684,0.03298950348625785,0.07156839074897052,0.033937549107369784,0.08575943532352179,0.007798155185239612,0.038106467033411674,-0.018045343147009982,0.09801459500361084,0.06363985616751133,-0.03261336368003839,-0.020043350254328178,0.05304785279653591,0.010581195470390893,0.06030365527654303,0.10329874095579399,-0.01337046676339389,0.07824933197297718,0.003930306573643087,0.10116292008842194,-0.008374016679389246,-0.041562855958415086
IL4,,,,,,,,,,,,,,,,-0.04218393298887268,,,,,,
SPX,-0.08468467758717957,-0.048468789819507,-0.041692118072411063,0.031086282794202467,,0.06865491472025048,-0.018856406744522887,-0.051322700167896695,-0.05665475198199739,-0.028476487983342458,-0.005595430108755077,-0.05896737441260013,,-0.059734394917496894,-0.03439736849818915,,,0.010186015417921574,0.005922465409066743,-0.05259180055783381,-0.023333666184552095,-0.005636124556260218
MFGE8,-0.0009649142771038354,0.07033419875446138,-0.022640181895531516,0.08878164872913898,0.02372997548405555,0.05166813517481467,-0.02588752898268434,0.002199390723663824,0.06276107245278825,0.0004236159803718942,0.030957787622557076,0.044691180353488055,-0.0400163674150684,0.014937671979852614,0.02648458315986434,0.026737667478849158,0.0008696075070393356,0.1225780743734469,-0.04258276672706035,0.030123540773020454,-0.0019569852174485037,-0.11361292630015508
TGFA,-0.035789499385813876,0.05667468453119204,0.017911227347478565,-0.01264949364528681,0.0260500133503326,0.012951477921346509,-0.0002199778973428621,0.08460686761344931,0.04768104551113041,-0.007318295271102065,0.06328989651250859,-0.02946131143310822,0.08158783803063716,0.035623010344556685,0.01696628328524898,-0.15033748732628402,0.06018997015646279,-0.06812850593825599,-0.0029801081319370017,-0.046758410692142385,0.0055973840181568054,0.011686282778301657
SLIT2,-0.033997489151566786,-0.0726418130444886,0.07424089839270373,0.11733892874598598,0.0916063582555628,-0.015618991235009412,0.013106032892214637,0.02921613544127548,-0.041790691621660735,0.011497939170056619,0.01844221455217114,-0.01143516076638684,0.012261728043152615,-0.03928035882213844,0.03881077885098891,0.0407444592933474,-0.0015280947020262893,-0.03554013786706506,-0.01896926242608801,0.04116645206252464,0.009461769102125098,0.03757283661257085
PLTP,0.059677725451145275,-0.02620756058337481,-0.01618455816296222,-0.011481689378239896,0.13559464567571683,0.00023223399812046167,-0.021555687125006166,0.012089760761397277,0.15619286823729756,-0.007552099581525746,0.06588770522393834,0.048362136161035484,0.048239084189248334,0.04392358572412292,0.03715642739893167,0.044613232320942386,-0.008940232162566711,0.05958774297831776,0.00012675267145884777,-0.02414295344171923,-0.004166295132584413,-0.08810886711867129
APOD,-0.1278227331231728,-0.16149462167398668,0.048443569043851394,0.0015298145479587522,-0.009574861064665626,0.030083319265424315,-0.021748847622477734,-0.0174988945486153,0.09985757786167024,-0.027798328565151232,0.008171836093418467,0.029027372632647794,-0.010949237376941803,-0.060499208921812736,-0.09000616794685017,-0.05918237113891276,0.011244543649746043,-0.07673334798746628,0.034514648561210594,0.022464835749995974,-0.06977096347078442,-0.09995676496141981
