,UKF259,UKF275,UKF313,ZH1007nec,ZH1019T1,ZH8811Abulk,ZH8811Bbulk
MFGE8,0.06965096296511956,-0.017415343326669847,-0.013254087292450171,0.00016145837773784937,0.11069403667570304,0.07783408493135599,0.06701786913328384
TGFA,-0.02513386369642581,-0.014845642731955697,0.03959814385722756,0.0643559001278245,9.493619576822824e-06,0.02143066054629749,0.06700046959300683
SLIT2,-0.03611932922024664,0.04069763255055992,-0.03019351716135579,-0.014923331706314253,0.052958462128335236,0.013848830208537196,-0.037570190326610825
PLTP,-0.028425465797555376,0.00614343074908721,0.05967238913859898,-0.02842113351661898,0.043838038296804875,-0.009059930444132357,-0.033090806824385935
APOD,-0.008592749613134347,-0.006357952657321714,0.015409389854079065,0.1513621278623432,-0.033526738752245905,0.07888451220583555,0.13918334838378824
B2M,0.03132756971645239,-0.015835453091599238,0.0166406871913396,-0.06473787479534993,0.07632342544469897,0.037030787792221485,0.02610077135798629
OMG,-0.026056781765238627,-0.006798577770706524,-0.015175449493542709,0.012368561278798713,0.023392229316559203,0.0792953036914776,0.0823583150369269
CXCL3,-0.010282328741549884,-0.0017722469588064128,0.0919912139798964,-0.08218047737320182,,0.007500166469672163,-0.015166757093582492
CXCL10,-0.004777529710365349,-0.0160241699358488,-0.020678104528767165,-0.07591919137116404,-0.02040154899127383,-0.022602368056469282,0.057994835741852525
RSPO3,-0.012324307686206184,-0.006122915911310506,,,,0.03492444434426449,0.04082041653027848
CORT,-0.027638206309989945,0.026509676246526954,,,,0.010442652101191961,-0.01594976092875155
NCAN,-0.05317030699543361,-0.01810799746220985,,-0.03711373855907884,0.13266199442156523,0.04292645951953859,0.12895905631960053
PRG4,0.0342814689822667,-0.017223108260841252,,,,-0.023973629262619457,0.08148624550482504
ZG16B,-0.01411729921328587,-0.009207362484446922,0.13093079978136074,,,,
TGM2,-0.024211011198837853,0.016020265789158526,0.005336371019673791,0.10016160701957653,0.09626749652094584,0.0278932603711742,-0.009628618599594567
VEGFC,-0.02167872118948312,0.022670536980382905,0.04892902814615623,-0.010713998052370636,0.095909486098503,-0.02816884796555497,0.048157410701934335
WNT6,-0.016823769972548922,-0.02049065680433527,0.021365731639257285,0.08104760327004876,,-0.006543687809366913,0.05382702305654027
NRG4,-0.014803609197049202,-0.017688834137348442,,,0.060199206889453,,
PMCH,-0.02051184276229367,0.028040616019665683,,,,-0.022247842287619102,0.08969018580540276
COL9A1,0.021357649939835664,-0.024676933998243656,,0.017399104284214595,-0.010696743244262176,0.053038331937314095,0.1152945472350898
GDF11,0.018732914315520363,-0.03568961601045187,0.043512815434223084,0.03283340737762671,0.07807332914533355,-0.015138311765346406,-0.04062831005225721
IL24,,,0.0738340864785183,,,-0.016587455104943742,-0.014998769640634558
SORBS1,0.020306906331130258,0.007509044225107603,0.0041956637763058205,0.029006821170150875,0.09748024650962903,0.05280882087642154,0.014521787443300972
DLL1,-0.017502150386656375,-0.007797161186955421,-0.004926398382342043,-0.010671926404424801,0.022332180320581218,0.03951476526337987,0.12312196734729008
TLN1,0.024802683973988566,-0.014975406770244545,0.019526884893192917,0.14879940976865766,0.0028695475824689794,-0.0001772204293453865,-0.004208839066913905
COL2A1,,,,,,-0.036262351349396135,-0.03909138191948256
SHH,-0.012639936135723414,0.02426260300390094,,0.09358870969369776,,0.02233073233058404,0.01234192188690976
PON2,-0.07403891304778625,-0.006006836467096921,0.04564838383726278,0.07915876348033538,0.09148051904343875,0.07244134990344142,0.06910930481149326
ICAM5,-0.019700237601905403,0.030873122544035146,-0.016136867645549176,,,-0.004157173393834866,-0.04787058014714825
HPX,0.02764226028896684,-0.018068878223009822,0.02892573337251436,0.11503777930391608,-0.04938088715572446,-0.02156042144416359,-0.0007903349474391473
SFRP2,-0.014395517470475605,-0.01505922842574377,-0.016823661791858006,-0.04688618049086237,,0.05482011662992898,-0.02274203930049836
CFC1,,-0.011587553354802164,,,,,
CD70,0.02357467601663122,0.005539793912540974,0.02767312217600452,,-0.041196360470205674,0.0659023281493194,0.02434308079560436
HP,-0.002721376311800872,-0.011210672195598568,,-0.002570058140907634,0.017807836701921896,-0.06062743783689412,-0.051096337822165716
CXCL2,0.034507775326466414,0.03049025915527581,0.08520199404323177,-0.030317753817185916,0.01413512219725346,0.02308723256965163,-0.0037212313459246867
NPPB,0.03324132960289589,-0.01014653296805614,,,,0.02173802323460692,-0.0070646143721887975
CCK,0.029651498170126307,0.046209257383723286,,,,0.04715844672693313,0.05316447791524969
SEMA6A,-0.05579526700776515,-0.0048509752979088135,0.024986929174824018,-0.03943913682821223,0.04105008644198962,0.05922834364866543,0.014377850798972807
IRAK4,0.05711543098582736,-0.010536315399579034,-0.03050580220490988,0.04424173700194592,0.11724788140798181,0.027435612295463117,0.03349130809769984
GSTP1,0.015193695832410177,-0.02124085869588551,0.0004264146087915726,-0.09429626641303691,-0.011025355028811575,0.05162277585759794,0.041049025152176975
VCAM1,0.023325638453853513,-0.027930167118539448,0.020145087136783476,-0.018232550958488254,0.029387792274426658,0.018166354525029897,-0.02070223616563074
NXPH3,0.023961577475639147,0.028042593839840552,-0.03216785481066828,0.12782650532663997,0.039727976638853316,0.01000741538609734,0.05820572613415696
MTMR4,-0.029279607382337428,0.01873824282427904,0.10305833948296961,0.14528093705147527,-0.06045013262126031,0.0597076874853188,0.009904990163742768
LAMC2,-0.01790766158591806,-0.01277335301709915,-0.024761217674243094,,-0.03795886115691684,-0.020392762902008872,-0.019697593112155288
IL10,-0.022671555199872167,0.013927419486755023,0.018683712639307536,0.07330127900174159,0.02787430736874009,-0.0037665687550176,0.01033255897844476
SEMA4D,-0.021048018446794436,-0.03797805322714729,0.02771940692890922,-0.08136758375259838,-0.01565791872031554,0.004876731831135528,0.0862881948911821
TRH,0.07124325239704926,-0.033659838387339325,,-0.0914793339664695,,0.006048643248097499,0.040197167844636554
SEMA6D,-0.046671826690761996,-0.003913032781366132,0.010442076372264601,0.03645500033654137,0.05251905602062565,-0.004057176053130231,0.0062049942712564
CEL,,,,0.017983818717249647,-0.0382902243537446,-0.025119165291163863,-0.024487480324030145
PDCD1LG2,0.028641229565285864,0.022117448205126188,-0.03625128745142618,-0.03779088771014904,-0.02297391347065419,0.03441975465578836,0.05205664064037338
SPINT1,-0.0164823749628549,-0.02219090959522665,-0.014384591044697784,-0.06764179677305712,0.08300437498611019,0.05075292753296462,0.027079977607687735
CTHRC1,-0.04343772053797657,0.012655682845070588,-0.06017534933384043,-0.07261775035865102,0.06229448570969946,0.08220601864921849,0.03432245173082172
PODXL,-0.02679719711919801,0.019691937537551215,-0.014891974457525145,-0.02852999179464883,-0.055484345313227955,-0.009760997116406198,-0.0291278700911042
JAM3,0.004796295488655253,-0.009007730278716961,-0.05743122555142446,0.056266320064348466,0.09616183457109721,-0.007103633339499542,-0.06100413335341565
TGFB2,0.031088682561408284,0.03331636072778656,0.05125006883152002,0.0015209927658037085,0.044478659539678625,-0.019769765355554195,0.00901851174909613
COL18A1,0.01271699436487328,0.017729384600736465,0.01440925489269707,-0.03402626779251237,0.016081238189594973,0.05300356531410036,-0.012854868171719073
NODAL,0.035300806054729975,,,-0.006840287861491683,0.041012676394435274,-0.024796590529126132,-0.018527013655779703
INHBB,0.057657950607804834,0.006977476914522086,0.011694582710194738,0.06052685507293188,-0.0802471415252938,-0.013956296383112087,0.02851568348869074
LCN1,,,,,,-0.026375182085563883,0.028369182317982633
ARF4,0.008557889488501223,-0.02164004781217987,-0.04090949181216876,-0.09917038272121315,0.11867489583372672,0.007324469054699896,0.07269331708005078
CXCL14,0.04056670372377073,-0.0015852802645506105,0.09579603136271245,-0.014141103212143548,-0.027313895569099023,-0.032972845259059635,-0.06306703428414748
LIF,0.04330647585686782,0.053764422964003966,0.001226568342954672,0.08015256849807116,-0.02505391213473321,-0.002556146133178342,-0.011659400912736883
IL17B,,,-0.030843487342972813,-0.04258306416899413,0.019007890665223976,-0.022951988387274413,0.003122416302724661
MMP1,,,0.03786393325176225,0.014608284907347323,,0.10499933956562209,0.07245416882331006
MATN1,,-0.010273965465711389,-0.017046778083049198,,-0.039606305288079874,-0.03318759765455833,0.05097738660302481
ADAM28,-0.03245761188002751,-0.024712325199926242,0.011168754601453128,-0.0015691179630238272,-0.018632209532653987,0.0288421126592069,0.041708406055220755
TCN2,-0.00641111501472417,-0.021109797243910884,-0.025305973774418875,0.0326652311288122,0.04151281306626649,0.027038751388212958,0.08110985032500109
THPO,-0.0035355215484844777,-0.021092005615370484,,0.1643162722703267,-0.012509146897570328,,
CUBN,-0.02071773136532529,-0.00801332133856472,-0.017055016308060802,0.055088352014227564,0.04714202793414609,0.02918022450127271,0.020122443112226194
TIMP3,0.10136243504187778,0.04363809532301314,0.014063834630928664,-0.05216708422141287,0.0305457368679038,0.0416121927705073,-0.022945314287273887
PIGF,0.02074943648510744,0.030861074446508867,0.03471046978743958,0.007138672323213216,0.055592032005171946,0.027469292161981334,0.06665451243150007
CRH,-0.014257047974503848,-0.01617361985955172,,,,-0.013932471816939683,0.0048614098288800025
BDNF,0.0087240461982836,-0.011438884378593762,0.03425017652420269,0.08912856879919226,,-0.012232818882997529,0.05810791772116717
CCL5,0.0017400620495356858,-0.013527712146509904,0.030672360341951498,0.039790005111672286,-0.016746842935854402,0.011966439969834871,0.041836373150350076
GAD1,0.03525421566884211,-0.005653138437501417,-0.010284839173264415,0.07970523743875432,-0.041714803935513405,0.024371314273176563,0.027933811882481518
COL14A1,-0.035426952787297614,0.04187417620723506,-0.035634806113973606,0.08452834103324236,-0.011606348203069314,0.042682882097052725,0.0024514303408799108
HLA-A,0.019380296414268576,-0.009643822094035508,0.09898353826170513,0.04709821499524982,0.09238976846582071,-0.04072627217103344,-0.09149604344266933
FGF18,-0.011327117998259362,-0.011008958759118734,-0.01770019976686257,,,-0.02713474801877503,0.0030701869446487905
ADM,0.06828851708487292,-0.02951139429882844,0.05245304365232338,0.11019979069055261,0.046777502748411956,0.0012963969056265373,-0.08377767486400103
GNAI2,-0.017739552192715467,0.012333336813465254,-0.03695645164101771,0.11667948915579308,0.06668353392987368,-0.030901531829277545,0.0033216852608250113
HDC,,,,,-0.045201547221185544,,
COL11A1,0.040699714363602826,0.05937557801089483,-0.03718562985594097,-0.01513072301621491,,0.04323636838133519,-0.0008219307203124606
NUCB2,0.027217170887433754,0.00839984537734975,0.008648241080638833,-0.071408660301483,0.026960236175195655,-0.045716313707287314,-0.017440563017537478
CXCL1,-0.037498368324920095,-0.023247284690659054,0.07289233761553535,-0.04463287424369786,0.02143317104927426,0.005990537029311029,-0.004115484352267315
VCAN,-0.03479550653525635,-0.03787257832856702,-0.011208578126300163,-0.04184008498149944,-0.045461110067260425,-0.011253873873931387,0.06249679638178325
MMP7,0.0027344095976247307,-0.010146532912619266,0.04192125174980856,0.11080040063138993,,-0.00022979979616264494,-0.041151442973985035
PTPN6,-0.002207071171630578,-0.021798161807868668,0.045590676449478305,-0.05998120130420547,0.026563907607017174,0.06379318812912053,0.024483552250734262
PTGS2,0.01960605728684654,0.010576595181388272,0.03697713858802545,0.031424572075803826,-0.03341013003026126,0.02762382949217187,-0.08927319199860531
XCL1,-0.012324309760412124,0.016200766899342866,0.017412648620208526,,,,
CD58,0.04013268957505376,-0.0083176978203483,0.03650728253017395,-0.08678955642052853,-0.05827492008264474,0.0979604801730498,0.08223643758127862
TNFSF14,-0.03896945696288964,-0.006367633210454265,,-0.05762185474067587,,0.12097587853501708,-0.029775723080934402
CNTN4,-0.022149001908357852,-0.017458397975238595,,,,0.07421154975399354,0.0697889122949331
NTF4,-0.015589712136565688,,,,,,
INSL3,-0.011327115776511278,-0.011700019616745725,,,,0.12250281132315258,-0.01728343435699277
BTLA,-0.017979575098306232,,,,,,
MFNG,-0.036971549320604535,0.02748132825718653,0.04371038479995248,-0.026105034822632805,0.08615566545384273,-0.009016177845759168,0.037741081104177794
ICAM1,-0.008959391579086217,0.05710679239213505,0.026543812256404283,0.19282060229345346,-0.0814215932458836,0.06793709751674698,0.017647575428022786
PROS1,0.054815001422440064,-0.0009859771520984802,0.02685479015531354,0.05855757356700127,0.06959814605098474,0.04984590289401454,0.026442858142458538
CLCF1,0.08213433300127396,0.011152510989780528,0.020911583626423435,0.09465577348152372,-0.036168430964961334,0.032163643970906604,0.010530890312811791
PSAP,0.06625494098564956,0.012385445373723733,0.014010987467227315,0.09128689910630612,0.10249364891229647,-0.015177936114264613,-0.025444876551316598
EFEMP1,0.03160236725954455,0.037600306004464505,0.042723673847644056,0.017781855820849804,-0.010458989950014416,-0.017548953721925515,-0.0013103108002844803
C1QTNF1,-0.027157520511102862,-0.025058559753940775,0.050753267807602594,0.07959137945858966,0.03525267884797951,-0.01616313193844913,-0.09533832884224724
ALB,-0.02010967691423011,-0.012773352690134515,-0.01613687295072492,0.1294136797591446,-0.05071170617494193,0.031821574575449145,0.059898635081877406
CCL13,,,0.04729511146029535,,,0.12020517075131823,
EFNA3,0.014539321490182788,-0.002539498920030499,0.07737443629123267,-0.006052497681890088,0.09358678090759766,0.04296157980388024,-0.00623493315067364
DRAXIN,0.0076694562761457025,-0.023573936400087456,0.028798223121824052,0.17338526629943588,-0.027036879438233966,-0.07710642495097902,-0.09992189268060106
RAET1L,,,,,,,-0.01749640956970088
NPTX2,0.02519732810601362,-0.012753377971532648,0.005810009873143691,-0.02686264082640247,,-0.05011280569842941,0.029566678174464022
FGF11,0.024892268381950036,0.0012930048378861929,0.053360295319835924,0.0615633148439942,0.006582191841308824,0.05529636092758544,0.013381924825051216
CD59,0.025488941550030085,-0.01362883274630975,0.026785371232243577,0.0290159384560594,0.018016858136167782,0.059857867864496137,0.01715258675386109
COL9A2,-0.030904385563490577,0.07337856074309064,-0.013285275157106403,0.10096783162893651,0.0028852838934025726,0.04382182514097085,0.06642641024202493
DLL3,-0.06189743827858611,-0.010148850426320863,0.10709534272633425,0.04120278647150711,0.023746725728940737,0.05151308224589345,0.1030205503979342
FGF5,,,-0.01830278554057479,,,,
LIN7C,0.04332061172578098,0.029828050517034823,-0.028498894089038728,-0.06316985071862206,0.07557962357693426,0.006060597985648046,0.01095902649354013
GDF7,0.051823441824581644,-0.02479709951083166,,,,,-0.014998774392548476
PSPN,0.043281716244110834,-0.019723122316680722,-0.012520076737551018,0.06907826223604593,-0.01296101121097628,-0.03275470276921251,0.06176984135139979
ANGPT1,0.027014932368406894,-0.033901838705984406,0.04301607502543104,-0.018791145559969087,0.009519147605701224,-0.009988762105177976,-0.005525586032795595
PNOC,-0.009574489962783842,0.008359896025830019,-0.01613687295072492,,,,-0.015949762664036936
L1CAM,0.012796834420712513,0.02404899715094144,0.012344120919053658,-0.004781266560337319,0.03263969125138291,-0.04562996726992635,-0.10369617409321111
APOA1,0.046404482753726564,-0.015235460851368935,-0.009435962401559084,0.015641109617411483,0.019929260173720133,0.08010509596725977,0.02212424083794249
PSEN1,0.00966846828490658,-0.013304629229244518,0.01770740356990391,0.056316252986989654,-0.028857626006331478,-0.03864322195984997,-0.009650704407599237
CALM2,-0.03929333112052106,-0.002336456846583294,0.035556877752061455,-0.13899661863897805,0.04264055131053437,0.02571243496699066,0.0006137307634531602
CLEC2B,0.017540708426306978,0.02975355442852021,0.016582307270688625,-0.005170992939287103,0.025137792554752028,0.02350411221995926,-0.012482905327901363
NTNG1,0.09482284906955485,-0.003959797590660733,-0.026443675553809626,0.07821955555873915,-0.0350631050602866,0.03188174828977111,0.09576009466883388
LRIG1,-0.0004003467536667318,0.019560965724623004,-0.00820624126645615,0.05551557603588295,0.04754010575424078,0.07398868025846779,0.11678820222081754
CPAMD8,-0.013397956799016964,-0.012978023123789031,,,-0.04520150330570322,,-0.01684991172123408
GHRL,0.03310870026226868,0.029444630129832977,,-0.06748645195384076,-0.07207652469241753,,
NPY,-0.012131944359230087,0.033694553406105554,,0.10313506899010527,,-0.07361393922036527,-0.06497476591194605
MMP2,-0.02449848417151209,0.05657454166006199,-0.010658875429246586,-0.015097817115588226,0.028257910521894216,0.04743851618262591,-0.011814567172157158
LHB,-0.01166860855473247,,,,,,
PPY,0.007495769998110196,-0.009484823525755418,0.13879048224846474,,,-0.030271719819329617,-0.023361594368477987
ALKAL2,0.03763006168311361,0.028616315047069397,0.03524885288605292,-0.02027608366835639,,0.027744648470371107,0.03043716642019494
CSF1,0.006191290941717714,0.013236878474836247,0.009573113139980905,0.03784219871074653,-0.016876944600616433,0.016070846583841763,-0.03976563264336782
SEMA4C,-0.011440975058442177,-0.015912467650207814,0.0250356657107793,0.016692908618969566,-0.0034894242418597385,0.10459309415200162,0.006935977894705063
ICAM2,0.01094986581303706,-0.029560561864154577,0.04878195403137392,-0.07491674827246667,0.0812090885723185,0.058760056141471506,0.06586144602656369
SYTL3,-0.02420091857009653,0.014147689524061296,0.0007678533603253491,0.02373463069167954,-0.001525074365292283,0.015481778788201011,0.06442171920499758
IL1A,0.05468449352445695,-0.04784154245052951,,-0.06644689076905065,0.0016864266074751507,0.0194916959638693,0.0022126486877075842
HLA-G,-0.012324308647423442,,,0.22523080731189954,-0.03960627283248975,0.04206373290922186,-0.042422025651603294
PGF,0.04004096407179201,0.00806857597228426,-0.007405573452244914,-0.11975084245895927,0.11703190335568636,0.058620732491129104,0.04604570983126564
LGALS8,0.05141974136868744,-0.05820750450503284,0.014815081889286732,0.0276952572832897,-0.028995901535191965,0.029188035083688873,0.018503046538197607
DKK3,-0.035884177737354146,-0.019897755753651672,-0.005989782123763794,-0.09089069833822602,0.05540259183448654,0.042731232422017436,0.06324791162720166
COL16A1,-0.037239782714022375,-0.0005221063047897061,0.013727449051772122,0.02283427376639911,-0.06274491932441112,0.03318476135808991,0.06506431313280736
TPH1,-0.022427059011321672,0.004122730159322087,,-0.002663664900957524,-0.03795880654137232,0.01843636015115089,-0.0038753233384336777
TNC,0.07890959208333675,0.004158683557615488,0.017793939930889995,0.12175859190959508,0.06323680762160694,-0.03019305642250764,-0.0854222489279525
TNFSF9,-0.020210882865128236,0.021371211748691478,-0.03532393902465453,,0.010869730094968224,-0.017833873447624382,-0.037680114933283146
C4A,-0.013833812544326677,-0.01124378254331008,0.02491890737260769,0.01563751702498575,,-0.017939205624234348,
CNTN2,-0.002620394235549904,0.05209281980102159,0.021537809149044938,-0.09810977097762648,0.02355190056034721,0.06251522438696028,0.10425189580779078
F7,,,-0.016136875215130794,,,0.0546945408457315,
LUM,-0.02554102799572128,-0.022380240230498134,-0.0036107120273160148,-0.10940953699066268,0.03076547081742585,-0.012261007502026623,-0.0015193061981263242
BTC,-0.03167104460823851,,,,0.026909055937646552,-0.016352015263934813,-0.025559412715087656
APOC1,0.005625099396243278,-0.030805635954745777,-0.008074052228546947,-0.10807898981502259,-0.027138355309880884,-0.021048954863930224,-0.0035538233846830144
PKM,0.0712576291764675,0.002839300816329993,-0.011498099503005456,0.0764391334754719,-0.006430875249743656,-0.05206512109933933,-0.10305929537336146
TNF,0.05647451679229162,0.016308983921249257,0.04357844423480934,0.05210272710830278,-0.03911182523295087,-0.015871244722819505,-0.01749641434185053
