,MGH258,UKF243,UKF255,UKF260,UKF275,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
QDPR,-0.11193858483681596,-0.07627177934170877,0.01750012725576659,-0.005404214609709059,-0.004249932461624719,-0.02483592106390214,0.015025858697713555,-0.08126953811065823,0.061707335013656626,0.04689572075987177,-0.059660744474409874,0.0037679800176848148,0.0170010569769595,0.05001354760901965
POMC,-0.03349222100841142,-0.024870810404715303,,0.02190972607451053,0.05657778707130343,-0.0445908869262646,0.10541460845856886,0.03298739444581073,-5.207511230610825e-05,0.024202070998994588,0.06787019582054263,-0.005256466006088851,-0.023084268634456274,0.054648345080392714
CCL18,,-0.02816403856164284,,,,,,-0.05369489097936599,-0.043902612541950985,-0.02146912797615381,,-0.02107550381044627,,
CCL17,,,,,-0.01638096895836872,0.01713483784382714,,,-0.030572771888128507,-0.00881871780040345,0.024540636978111117,,-0.01903896581377095,
VEGFD,,0.006744502618420075,,0.038588515117227204,-0.0010226714943929111,0.047124863192448956,,0.01609078722722078,,-0.03508908702938832,0.13712312844285449,,,
TNFSF13,,,,,,,,,0.05122699990530609,0.10308493998327162,0.03014554813933808,-0.025556770420538572,-0.031022405675632376,0.08785487746632477
WNT5A,0.03953207762501096,-0.07595418935062513,-0.01629871628951626,0.03261197974626083,-0.03240992996673814,0.07029098029578529,-0.011928995917314226,-0.0005526049009118754,-0.06479632055597553,-0.0009994368109126558,0.10057404736887876,0.014928419351937514,-0.03636543974574874,-0.013796569459035438
CXCL8,,-0.07188864592002799,0.0127830711471767,0.04122341386322799,0.07213463025800261,-0.0555304039190519,,0.11690471845321632,-0.09676429467163375,-0.12495002077488607,0.058461242596338676,-0.05692617892241454,-0.026891326245751464,-0.13061517350795082
GRN,-0.1412641335477407,-0.06233472911477245,-0.0060875405422228974,-0.02797288565312024,-0.04533299319485292,-0.028373991949060234,0.016276367834733067,0.04628077417857492,-0.028755340188532146,-0.006088369479654751,-0.00810330300787581,-0.042472321501514226,0.0025341375699986088,0.0162671499995201
MIA,0.015274761236219497,-0.050529188571222496,-0.046436939094539685,0.011040144763443586,0.010344802410022703,0.15429225271378919,0.07185182333255055,-0.0582859344571693,0.12382621812119059,0.09769154300941862,-0.012544758438228158,-0.04995167496851172,0.056394761413050734,-0.05630061917249844
COL4A4,-0.004690904763293866,-0.013960430154953839,-0.03533594458748217,0.04386383401514854,-0.017102238397954356,0.023542819309732014,,,0.07460760446320691,0.060748787861896865,0.01265029674666166,0.006966318441970579,-0.04013714159847492,-0.034350254891674
TAC1,0.1397077614283745,-0.025104522445083946,-0.01893489999837647,0.028983842017050995,-0.05724270542790012,-0.04797454433282426,,,,,,-0.01881876795289478,0.040207434665810664,0.07433910484748857
RARRES2,0.14628714963017514,0.018030263013106607,0.029077003107150834,-0.0027414201868790756,-0.005839946259718911,0.034126487170294664,0.11137797033044247,0.10577515307016794,-0.026253290570910897,-0.0960493548718775,-0.032033754700970224,0.010138486081044569,0.01305324517822699,-0.051505097348401085
FGF7,-0.004972787318070467,0.01008448881052447,-0.016264401751967923,-0.026676071780929324,-0.03898673902517264,-0.005002021177359372,0.05929643574730855,0.13438098427805417,-0.00024382758520486274,-0.003203451930727482,0.024440748525976063,-0.03401496547340493,0.04097328680663682,-0.014901027467301134
EFNA2,,,,,,,,,,-0.03334982895175424,,,,
HBEGF,0.019902985008898862,-0.07396669252742825,-0.0665209927483239,-0.015132739923288006,0.04284273548453873,0.06373541709370678,-0.029054171369588287,0.0019399651596998702,6.843256175230869e-06,0.030037953466005983,-0.005952551598542045,-0.03038250670852717,0.003502021566358636,-0.055569577445359425
CSF3,,0.004635877118822468,-0.0247338180012567,-0.04641835061995268,,,,,-0.060796175905890606,-0.09384416143471988,,-0.008735332180083344,-0.020045093894760828,-0.036132537931208034
PI3,,-0.03784292245969633,0.020137317832504203,-0.042738312734818526,,,,0.043346235876102895,-0.10008941330600539,-0.13818392665533666,0.09152828631025092,-0.03522693520318022,-0.04355132970371054,-0.06362468134528972
PCSK1N,0.11544095288802228,-0.0016273796928522747,-0.009977103445606506,0.022016169046443067,0.05890087052978127,-0.01613638873955632,-0.005045811082393254,-0.06789954629100614,-0.019547952887021724,0.0015147826107233945,0.027527398982088315,-0.026686203529981134,0.020928089879408262,0.08336900872299277
NTS,,,,0.04802235387972857,0.03634718242917158,,,,0.056806984301640336,-0.01916243148028271,,0.019986082552218724,0.012592811691098696,
SFRP1,-0.04150365059226145,-0.02466228564802115,,-0.015894204022813583,0.03249202859215138,-0.001872858439918175,-0.012123714889463085,-0.14579186438529748,0.044632217628820844,0.03247682555672158,-0.02638827838841369,0.0077491662925524805,-0.028994268549636597,0.05209878871155775
CXCL13,,,0.040440297258892526,-0.01575135916486581,,,,,0.06852687574385166,-0.035318735747241814,,-0.008555669409646027,,-0.029308396467235768
MICA,0.06323495784778536,0.006601148506093596,0.05204576420338777,0.01881059608458402,0.02890183271871656,0.03279662085273786,0.04683695196860781,0.02075984649142019,0.10665857331342223,0.07922779331872351,0.05592998417064908,0.06598328252477839,0.023893614823970576,-0.01890279339535928
TG,0.02487762742606011,0.06599919037644553,,0.030872219263040623,-0.01650320631246682,-0.00384001219595788,-0.047051401001003516,0.042631602482229296,-0.04062357020828033,0.13729098955164692,,-0.0268533924558852,0.050568520574479095,-0.0322980045760586
ADA,0.026713964729543793,0.04540007414779924,-0.04880263725040656,0.06414898372822796,-0.013904023311709608,0.010122183932583708,0.08397489574076861,0.00538584545635714,0.03293038058287178,0.027877321669993373,0.0795459141254431,-0.021267755254200455,0.04085444781411145,0.007721568686623619
LAMC3,0.03503179090060213,-0.01409715960668402,0.0013825425217933805,0.007742849577242809,0.03668683831724885,-0.00039309441576002485,0.003500948021087901,-0.08326199163667808,-0.0031488768074893047,0.059868671024118414,-0.005328848927312361,-0.013393337945865388,0.00843617183387069,-9.96784373851753e-06
CCL7,,,,-0.020883394124736044,,,,,0.003802396748419764,,,,-0.021005315336741225,-0.05279771875390903
NGF,,0.04270814185627877,,-0.022290849656791633,,,,,0.016826847486270394,-0.032901551143374605,,0.006488139916328988,-0.0043675216500356035,-0.04094925542267711
TNFSF15,,0.0018739339724877136,,0.007967219738660134,,,0.009713460170277475,,0.016278451616298966,,,-0.020261463365522005,-0.05549967983617507,0.010397366443522784
HMGB1,-0.006883292050876224,0.022611649743402046,0.012284653731740978,-0.009904286125722066,-0.04443387309624024,0.021470755798091552,-0.05328419925460286,0.03867809560315987,-0.044909953776101255,-0.02072263979479999,-0.03220894404491616,-0.01700731508211258,0.020139195000619614,0.02085117309289243
ITGB3BP,-0.0004373360976214859,-0.014931558291215511,0.0010004592115907605,-0.010000033855699243,-0.004443636355392043,0.04906192583783535,0.06030243405378181,-0.05586652957400362,0.024837843189055648,0.01157182050216837,-0.03182709874815685,0.0075208365075336405,0.03248004772762725,0.02309481109616085
AANAT,,0.042512847171045046,,-0.013932181439779662,-0.0148414298818393,0.06655283715314457,,-0.043328140924107146,0.05436406519295038,0.13458540354633083,0.06509781048138855,,-0.003656007763603436,-0.0220624831582037
RELN,-0.009905489843776089,0.02577050387785899,-0.027854058213235038,0.02040316546153843,-0.02438925410696501,-0.028234906109602553,,,,,0.011000974846604596,0.08504735998277074,,0.05474281945112208
IL15,0.0955683027610472,-0.032364532643481055,,0.12072353891620234,-9.214622486680299e-05,-0.023653594214159822,0.06319990212567125,-0.04465986873133901,-0.01693981016790728,-0.008805094682159885,-0.033022251709548964,0.02835231595615525,0.002178045292017353,0.002807455924305033
UTS2,,,,,,,-0.07093758746690566,0.07043428300362589,0.017437910791536695,,,,,
BSG,0.14792646380908853,0.055796165815011824,0.03294063698257372,0.014062383754791453,-0.05553853305661,0.05161855020055878,0.05079286998705069,0.029320300092479,0.04361734885693765,0.0030887247825844215,-0.04574894813658649,-0.030812309526052278,0.04083071638545477,0.08459978691963221
ADAMTS3,0.02763381808804219,0.08366231465229587,,0.016774481304878786,0.03665461011739764,0.0727380804703034,0.033035855288888145,-0.16502155438217367,0.058971071815203245,0.03987167384879403,-0.03370816548924718,0.04736626699270209,0.019655796758618012,-0.03634263442777587
CD34,0.049966975787224324,-0.07259810093879973,0.04366706453811757,0.014994950106645798,-0.01601857745666315,-0.01007244843028248,-0.04597433948309099,-0.021885972016245953,0.03467075128232934,0.02476840339005503,0.036955205736674934,-0.005580265582560071,-0.005806003446025471,0.04857116456479289
CCL23,,,,,,,0.07330038916463234,,,,,,,
PLAT,0.1532734844103511,-0.0028570862969927065,0.06043968564079451,0.030895494107393406,0.021797261699557917,0.08290872501683791,0.012642548127619526,-0.08303531050429049,0.13276142457820758,0.08215737767343864,-0.05711778983103179,0.022266418703001205,0.0045241975152357766,0.036642203926589706
NTF3,,,,,,,,,0.11038707280947274,0.11304164146627324,,0.07366721064419891,,
LTA,,,,,-0.014293843695099466,0.08959038082561052,,,,,,,0.10058934116292072,
CKLF,-0.04067410503560536,-0.03304030771467278,-0.0023524218571123845,0.060890257976244866,0.03194915139484084,0.05538084703251921,0.0999131097237883,0.014207926672843579,0.05990676569940711,0.09580206831635633,0.012576965331377893,-0.0017973203183873471,0.0021432224749964777,0.0016385970600260268
CD24,0.003356282255027203,0.043114839328053545,-0.014928003912267186,0.05157961319540973,0.03599935638561658,-0.032778413297953855,0.0725110320512205,-0.15490295098008935,0.05348029909945324,0.04159289932556443,0.0473339677769505,0.03605815607686174,0.06636549156778926,0.028022769030616197
HSP90AA1,-0.09356785919164193,-0.021903105997965956,-0.007231291907346711,-0.031098258189565842,0.08306955730636503,-0.05791892496981072,-0.10502402554015026,0.04606101013316573,-0.11211004080775328,-0.2109607604464215,-0.06862410739816421,-0.060318867721599,-0.021971298573714312,0.017296293006703975
BMP4,-0.020618509196140073,-0.03983094227887962,0.04310343139747249,-1.6400731957135963e-05,-0.0023442555666799017,-0.020155307806333178,-0.061029057710157625,-0.055266459200786905,0.08351656917965553,0.030083656650993804,0.04614989690619713,-0.04622193840065181,0.11207844545450003,0.00822399718711146
SCGB3A1,,,0.052626534144767007,-0.01659150817251883,,-0.01650516727434492,0.2816034172699167,0.10375336881438135,0.00857691804468017,0.0585172638731362,,0.05666842859728347,-0.024640096283790727,0.007606809567412637
IGFBP4,0.08585553719031305,-0.07499727110174619,-0.03463579205041123,0.05049604117784974,0.06097983087112084,0.0984396743492621,-0.1164648761152984,-0.05982150445400533,-0.025300242079585655,-0.05208085910660204,-0.015981144151799895,-0.02338320331979216,0.0006866666154494704,0.01657248467612723
RSPO4,,0.0788160969712293,,0.0005165383072387423,-0.01662461040445554,0.08492182864903346,,,,,,0.02533396174681672,0.10248556476496636,-0.02781991734761798
LEFTY2,-0.032708061039387976,0.10068140888125977,-0.037112683753438756,0.057924694222311696,-0.00016832660974931384,-0.029200101507163075,-0.04029294720963558,0.022776791147991495,0.00935313000355244,-0.038346311425643514,-0.06341398732850534,0.0028155974226296804,-0.02968923684736568,0.04555206175626646
PF4,,,,,,,,,,-0.030567427150503063,,,-0.02991082021902736,-0.02179291543975884
ANGPTL2,-0.034674712089867235,-0.02260397894890079,0.011675316564065882,0.0067919877821190815,0.02349688995507673,0.10306446595494172,0.010452437956573263,-0.046937703245696204,0.10944909544713102,0.10006413844488314,0.039482436918461004,0.03634578007290076,0.07142214223705824,-0.004781804158985958
LRIG2,0.05315069640105013,-0.006653124365755498,0.000529567329472672,0.025737877997923344,0.029837887145012364,0.04256890962193295,0.018994456042139722,-0.07576106949432229,0.10472042359992015,0.03266955932050402,-0.05802272423968937,-0.005614206514276961,0.04904005868699894,0.018802863824841375
ICOSLG,-0.0821549287685401,-0.0018113482358617413,0.0496446459170186,-0.01627034552677661,-0.0057236346173870295,0.05605652307602067,0.08343601427565316,-0.04244292712997097,0.07978930428267161,0.03653708566333691,0.08585235981172995,-0.018924294512885662,0.034990045899063946,-0.054106695638206054
WIF1,,-0.0014914184210763598,-0.017766915860414272,0.029744683780068403,-0.012828818083873402,-0.02715138085492734,,,,,,0.03050023776761498,,0.013504888948939898
NPPC,0.117571796119994,0.0204147562168612,-0.0012013768760993928,0.03883574380193076,-0.025024947894618177,0.044650363823002394,-0.014837737528100216,0.03218190581086022,-0.03445232389377234,0.03872868282672908,0.08018513474196114,0.01638488409258206,,0.08125383083492212
LYZ,-0.05684535726832131,-0.0027658903672770126,0.020782525070578657,0.0016556679351023085,0.013888561588018482,0.015114997604392761,-0.03525438688175495,0.07096317591367032,-0.03944603566648739,0.030117108753385417,0.0199483093798681,0.0034992187072330192,0.00389402194660631,0.011220807459178672
EREG,,,-0.03333936524021153,-0.026947605079339878,,,,,-0.01760701638678829,-0.04931464679488498,,0.020880333892481652,-0.04517226696646242,-0.02509010144730542
SPTAN1,0.1677668597593272,0.013842309694863766,-0.041615387541008686,0.018478316596628484,0.030288576928726763,0.015336886531445468,0.07014177492888646,-0.13110552451919308,0.0202546635485942,0.030175197359113465,0.07083135508533461,0.07447602722456344,0.016835747109894165,0.08663922106114841
PTH2,,,,,,,,,,,,0.025385204095555853,,
LIPC,0.013057307333249663,0.02896135405798965,,0.0013580502565597018,0.07985175588821582,0.038292825223434745,0.06104981970556142,-0.0101553335567085,,,-0.04642026695341517,,0.03684855624445866,0.014720760935303289
COL8A1,0.0013421822548925326,-0.07216433068641552,0.03954293923308713,-0.03122015386379138,0.004866780531505627,0.05672026075431562,-0.03812147065249002,0.021763060596521784,0.0974246842096618,0.013842299195446212,-0.019536293356802056,0.05563212046212625,-0.0205643764695962,-0.09505532922756274
GSTM2,0.08547166057220715,0.017309901572546832,-0.04115666004816566,-0.01704967038211972,-0.025337735459068537,0.02025931067837218,0.06926438520560359,0.014401921269450283,0.05571673311907787,0.02010506688219857,0.027467671989136702,-0.04694719399646739,-0.017795943009754,-0.041012803163121954
IL4,,,,,,,,0.11088217995331767,,,,,,
SPX,-0.002128654914167795,0.12878501480205887,,-0.026258442155393486,-0.03888896994996066,-0.0644077434916555,-0.047933875008846064,,-0.025388167987111805,0.04952734750627224,0.015585270433942738,-0.022296457291423072,-0.007564664274958496,-0.010705957174402191
MFGE8,0.060757350571891085,0.05170300153363095,0.015068246161392457,-0.042093830794867025,0.011921817001019798,0.07827537760882869,-0.01239653978844309,-0.010588024302652082,0.011254065337319978,-0.009573009970746062,0.003058558469840608,0.030769829180463254,0.003013375979556232,-0.029871108347802967
TGFA,-0.04215257019853763,0.006551055500788791,-0.016501140446931652,-0.0015015982766054996,-0.03210515111570491,0.025064215396163922,0.026615434876309085,-0.056518200979720885,0.10909727218668173,-0.009657359077727908,-0.049481305821163946,0.0052283054327464055,0.0578003999421908,-0.01558755637236429
SLIT2,0.04910600262526987,0.011768933031557658,-0.019650581215490605,-0.0059678589338382285,0.030358824297056955,-0.002316523851944299,0.045702434844004165,0.04999560641705208,0.05079734642612365,-0.00787257618483549,-0.05261092516851271,0.03535576699910846,0.04010979024018164,-0.003239706163633031
PLTP,0.025445017020751474,-0.018717257644773704,-0.024628594848850754,0.014143950668352431,-0.01659013226238049,0.05703822593717798,0.013574967762805076,-0.01813286265232802,-0.026995691301182585,-0.04003616395889641,-0.05964382207786393,-0.023218444411191044,-0.060973158356961085,-0.029850309105313173
APOD,-0.1718222518644235,-0.005791729496342711,0.022689661374924924,0.004671080060030842,0.03660520183953835,-0.0393346944631091,-0.06524713689669598,-0.09341836020459912,0.10962480145616438,0.1700946161908086,-0.04336154458753267,0.03319868493986388,-0.04251897799315245,0.03052002752315607
B2M,0.033277287439163104,-0.08835508092351387,0.01508934288144572,0.050838686578053106,0.06734680767816716,0.023892190878748037,-0.012309314423086384,0.07586658524577582,0.04525090520608043,0.07350225245446,-0.021446460253574634,-0.005938727625373572,-0.018612494650706277,-0.01353998602261851
OMG,-0.028284305503061963,0.09691114498786466,-0.017363933580742685,0.030191766684400614,0.051611970713138694,-0.06278189042343094,-0.05321194051113917,0.007114464079956356,0.09919186213071286,0.1412634486407496,-0.015203807296253154,-0.050917547724350684,0.0657844809994229,0.022169417760681185
CXCL3,-0.02660293592585143,-0.037539677878192595,0.0945322408844093,-0.056233546171644534,-0.007155543818737727,-0.017034873280956528,-0.03726406402706353,0.09342129241927044,-0.03305267426868977,-0.02742243037432021,0.023479750574708108,-0.01690651705565383,-0.015306986522572952,-0.06362689122985594
CXCL10,-0.002061583051161493,0.0032667125152816916,,0.06425275985394314,0.08298134435456218,0.07501075022887664,-0.03704450762857429,0.07456149639600383,0.075821248273276,-0.031135941178395233,-0.04594567980102389,0.0013024249285403453,0.10287882677873475,0.07147338320785795
RSPO3,,,-0.024733818772732067,-0.018539660310912445,-0.025108960973836535,-0.01780111426357776,,,0.06702051789893469,0.025126887444928362,,-0.019811723995783716,0.05902112869511307,0.0876077008431129
CORT,-0.03303469106986939,-0.025206817807580644,-0.03282514729063629,-0.022500677001659128,0.0024724231777753696,0.013539536068311,,,0.05157197414754319,0.08544620828413912,,-0.03848920226926788,,
NCAN,-0.03925972901656787,0.028946420634812505,-0.0010675907916233504,-0.04083492324882274,-0.010855355761530324,0.08134523441169719,-0.036574234451349656,-0.13755468593726677,0.05503524356161524,0.12579846863495178,-0.057911080474814566,0.05207390472381275,0.04505257282229751,0.10597110035249374
PRG4,,-0.034401387993046345,-0.02765560459863357,-0.013274330221813966,-0.021245592124968515,-0.02081244520686118,,,0.03116463669095311,-0.019081831968796488,,0.028134086715283422,0.05849485198260286,-0.030332769284974498
ZG16B,,,,,-0.011357756389190886,,,,,,,,-0.010593962219796978,0.009232757882202835
TGM2,-0.04724887832401505,-0.08345404272141077,0.0710511281865726,-0.03425349000509068,0.01931146227506346,0.03910499171969341,-0.052429585494245666,0.09895091287390924,-0.041829259052039325,-0.06500154544399807,-0.00824890828975081,-0.01136260455583731,0.036153383206225444,0.06442058004343236
VEGFC,-0.033034693196868775,-0.024683682731629245,-0.03677708966379497,-0.020433592899210075,0.016226928500843597,0.011702350291335957,-0.03693193730440744,-0.05903965474376249,-0.050327584114556394,0.036303149392552664,-0.032163910490477454,0.0538520364429778,-0.022503186013953697,-0.04954367252750479
WNT6,,-0.03130548565009716,-0.004450346091355338,-0.018290749065528498,0.018496229098575616,0.05464371412908736,,-0.06604470219229508,-0.03493382786318646,-0.031975308921887595,,-0.03760761637948612,-0.032099746015670755,-0.019210692361759624
NRG4,,-0.023329958424493823,-0.018539326747330217,-0.018907547483133877,-0.021820089008136336,-0.024778855654184504,,,,,0.03936409215795128,0.004796635797693301,-0.001386270350453959,-0.028889934796668255
PMCH,,,,,0.16496614633946804,,,,0.014057881944671563,0.11485774053835279,,-0.02154462476745903,0.04943145910016048,0.07414041284595654
COL9A1,0.03529265227306681,-0.01997609125380835,-0.030088313154486693,0.0791128494786576,0.06293941260933009,0.009045250662441849,-0.010632691072729107,-0.050385774869390366,0.07253031760110479,0.14072134328307528,0.015167825552994597,-0.025184478827912454,-0.024751830891151325,-0.05138685930942471
GDF11,0.04366641273704092,-0.0011678310849257397,0.015457622625305796,8.771611857963163e-05,0.01406864738221392,0.0583025777910964,0.07314503318413053,0.07151114160723472,0.03613930289891692,-0.062004375328096,-0.0684110227045689,0.0010648283651075146,0.026434176137236084,0.020509780886225865
RAET1E,,,,,,,,,,,,,0.047221787649594206,
IL24,,,,,,,,,-0.03472477960094656,-0.03008004506563967,,,,-0.03229798602964282
SORBS1,-0.006096248015315738,0.07807866100348171,0.003952055741830071,0.06780870730176013,-0.057897124274789866,-0.01846468328513078,0.009249924624271348,-0.14610739329657577,0.015382850595356132,0.035547978496238634,0.020233309722711337,-0.07143530984745987,0.04462004656895779,0.01894512333913124
DLL1,-0.02175741704840932,0.058449795220639554,-0.07442798386484756,-0.016516136387153275,-0.0006228156325384139,0.08877378141557339,-0.024714742560303905,0.1092884721658317,0.08650057425335042,0.12831061227495993,0.06534708452202916,0.05548476377211082,-0.05912266616374046,-0.026805527932851375
TLN1,0.001230906558852369,-0.02080929167789055,0.06123474219592494,0.05897450922468089,0.016415325693403215,0.0753201089607945,-0.03430692303662515,-0.020627898286540325,-0.007397104812748756,-0.062316726301370085,0.04855913358234956,0.004801754198359039,-0.04176322921586957,-0.07263897600294937
COL2A1,-0.0004203947690043273,0.07289275924339042,,-0.011855990627792516,,-0.017293893691038693,,,0.009650357698157927,-0.003915890751279116,,-0.045387222983413154,-0.031022403277493307,-0.026028280599450084
SHH,,,,-0.030055738395208375,-0.04444942799083811,-0.01650516583169055,0.017497733704796403,0.020263344488061753,-0.04654917005848325,0.012172425715948416,-0.009635036049830471,0.016193469837713276,0.046358188973149354,-0.0130035423085537
PON2,0.06832371679003699,0.010936996649488448,0.010470183115123734,-0.04441535327738816,-0.009027203658980215,0.061265929100797666,0.006786522647246354,-0.1765146517395126,0.0603853805979021,0.10597668610227315,0.04157703652281133,-0.060905189888434866,0.05492882324866521,0.01611938219949211
ICAM5,,0.013689591128980964,-0.026438007377254047,-0.03144201973401139,0.011507412214138452,-0.032233697310188804,,,-0.038194300385188805,-0.004159049786823815,,-0.0018338889388118183,-0.01873717471291836,0.06127482495513096
HPX,-0.007827812128127207,-0.021633793946241178,-0.02473382527517015,-0.022596681643775797,0.027716512977510092,0.06802103393874039,-0.01574304482687053,-0.0037246544915957745,0.03634162282924765,0.11209815098439965,-0.026373707943704694,-0.03907728548047981,-0.006754587838953024,-0.04610498848265318
SFRP2,,-0.031090051145240702,,,0.040057437803787066,-0.03237891146670999,0.05602421448488596,-0.052082965108719306,0.0814094597244221,0.03477105502391007,-0.03708103830018638,0.0390704125989529,0.010747802388257458,0.061465459601572375
CFC1,,,,,-0.014293844558950278,,,,,,,,,-0.005506932928306714
CD70,,,,,0.017116080850348814,,,,0.05855876864746936,-0.03509461518606618,,-0.017993891350650455,0.045956943378801185,-0.05075144192616692
HP,-0.06156650386208124,-0.029099675848634685,-0.043422222327746306,-0.037753167594290114,0.05572237005953045,-0.020565458630180774,0.009633120752091474,0.031194420507389457,0.014068719117133408,-0.005339190472486661,-0.00212906910203406,0.005886989936682591,-0.03188683848594772,-0.022873769851607596
CXCL2,0.07513874249562906,-0.005620510967054253,-0.0459006399580462,-0.02275386517604935,0.03140409752937743,-0.03266769010660003,0.05891726274566766,-0.012927360560795704,-0.007530856901848142,-0.02750068325333302,0.013826119040556643,-0.043658342048584695,-0.007157138161364194,-0.051009120916885614
NPPB,,,-0.030527118377314085,,-0.012516271607720683,0.15538082664703978,,,-0.009053909472031252,-0.012424324676213743,,0.013923709407826352,-0.02162300227289059,
CCK,0.1951537644754227,0.009608011534102321,-0.03178336734691472,-0.002807118032367156,-0.09990710816067488,-0.05966895604674068,0.002446717128910217,,0.06021975060339616,0.08235905387093584,0.015177493795417635,0.004868762189499565,-0.028050871194322077,0.0805090647383736
SEMA6A,0.07363824111828626,0.06712122826253857,-0.040038871439699746,-0.042416365773972,-0.02180838764781825,0.0206917489506179,0.08065016399946748,0.013435765160922273,0.0662945854619263,-0.0010021246609925416,-0.06062610606155317,-0.012145499428022588,0.04503819380928148,0.06364103063448646
IRAK4,0.03121406842392518,0.00021496397407031451,0.0145275875422827,0.07272800791860605,0.004752299289433202,0.03150620336188856,-0.0007634552607516933,0.010619173973227626,0.052242397412376095,0.05755277920819098,-0.0022430008921954067,0.010076937885076749,0.0916137857752272,-0.05647728869424322
GSTP1,0.1168783216875369,-0.03820313067447139,0.014664881709564773,0.006948218325367389,0.04717029854823076,0.04479883719209953,0.05965914085692358,-0.01446970512470759,0.016875122249396798,0.16476084101711913,-0.016653381542207465,0.05360165547343789,-0.00039664139643424474,-0.10713651484426301
VCAM1,-0.046659322281612084,-0.01805276328858786,-0.012787824182343532,-0.05664311257466207,0.021754454846491165,-0.015422660498941377,0.012266667651626836,-0.00718577217624189,0.07685366254583592,-0.054470436554907506,0.035845252122332694,0.0687874459772951,0.009657329646338576,-0.014160684488647095
NXPH3,0.02099285005602313,0.08668939705045793,-0.017817253408589015,0.1531723782697909,0.002711827059955149,0.03958315951145039,-0.033234465716892404,-0.0894117418469032,0.1382393086185205,0.12641140757599156,0.028498872455194554,0.05330590837271372,0.011245293149430789,0.03752326581574469
MTMR4,0.041824884886936094,-0.05768814664714486,-0.014900539733773305,0.015377467390653566,-0.002047742484473618,-0.024166325198151074,0.0424920751102033,-0.0174431837574118,-0.038108322385599906,0.014900947080806705,-0.0001729192180402362,0.05676418542792537,0.03965518005216752,0.07070927061230697
LAMC2,,-0.02130484170225153,,,0.05508435766485095,,,,0.05754387849013433,0.015427826890300679,-0.005924100573340777,-0.02091241882030502,0.009153629221487972,0.009110049660776307
IL10,-0.006432836820844783,-0.015034468405218037,-0.025810544859582837,-0.036751841720021834,0.06302735003398606,-0.019012758351365188,-0.03420168472711808,-0.08712646222363937,0.0593676236915639,-0.016929906745770325,-0.03368750056349452,-0.0046476699780602475,0.03734539947712537,-0.04839492747438225
