,ZH1019T1,ZH1019inf,ZH916T1
EFNB2,0.05887130271755895,-0.008894015089342708,-0.031148557945683088
ICAM5,,,0.04419360388379133
CCL5,-0.10135805124223668,-0.039625867398304954,0.005245444461010529
PSPN,0.0036242287819192097,0.017385638417016208,0.04291882833125656
PENK,,,0.19071524182945607
EGF,0.05344890424265813,0.010514280568771494,0.015998979847860414
UTS2B,-0.03735501283327065,,0.05119964086112997
F10,-0.03363206466182452,,-0.030467131936312477
FN1,0.12594590074450623,0.0099801316525845,0.02589503983618074
FGF2,-0.05507336803171688,0.012557274741814763,0.011961819721959891
GDF9,-0.019594232336164953,-0.03175862124566847,-0.02354835265200135
CSF1,-0.03754596169666257,0.0026187738463229267,-0.01287503447967432
GZMB,,,0.02831771260336043
WNT11,,,0.013125338431983232
GDNF,-0.04905870913897749,-0.026182031115409884,
FASLG,,,-0.01700524985580786
SHBG,0.05337383750076848,0.0048811922077204705,-0.03618028112173907
EFNA5,-0.041714901166255584,-0.02313688593878455,0.011068901738873415
THBS1,0.11310942955530912,0.06888902803451168,0.000457649220569034
PODXL,0.14450066984853802,-0.019367962292455708,0.07617278101333587
C5,0.09401561783235274,0.06676097262421335,-0.0029484826848845337
CXCL5,,,0.01833019825102097
BCAN,-0.04971967865681866,0.08419237058976595,0.029191575744343855
RELN,-0.01507509517125185,,
COL4A3,,,0.02113931515410207
GNB3,-0.08102415053388862,0.05617276602228809,-0.019440640118767515
PYY,,,0.028168816350676747
MSTN,0.0010182659464098704,0.05916203546220482,-0.000742083444266441
COL18A1,0.12425057556347553,0.009065897397868497,0.0848034614026709
FABP5,0.02687197771067308,0.03669175723048653,0.005660198960362156
TGFB3,0.13580591362958033,-0.013910049995700068,0.04843966218171332
BSG,-0.04700996090552344,-0.06251944916754712,0.009379722847040039
BMP8A,,,-0.0009587035466077314
S100A10,-0.004779690546423799,-0.018262055940759823,-0.07409622706149398
PLAT,0.09707120055473997,0.017207343739230926,0.02773395509577888
SFTPD,0.002228338460580652,0.015057905660072179,0.03685907203359269
EPO,-0.011059726477448729,0.1084540858182198,-0.017256993948822172
FGF7,0.012362802564913407,0.07596051843619187,0.005951821514411783
CGN,0.0665681155630214,0.01323602377747324,-0.04006272275927983
FGF13,,,-0.0012167419801033207
ACTR2,0.03211500007168037,-0.050436244707435775,-0.025253545244269943
SLIT2,-0.03735494168406893,-0.02774389111641788,-0.025456408554645635
LAMA5,-0.041284909633143636,-0.025513737961017028,0.030621049531558867
TIMP1,0.1470589475147302,-0.023066331200663728,0.0007352467727856053
PLTP,0.01225276432115385,-0.08476744347114364,0.03306574907302504
TNFSF15,-0.03183107609058093,-0.02952204826345096,0.05169632290168497
PRND,0.0579396393676994,0.010043392150333761,-0.0034914954275439684
NPW,0.08544157116942569,0.033330384706196564,0.08297218022793029
SHANK1,,-0.03386971518467115,-0.030765750091816313
PTHLH,0.04354391973941397,0.13644380450869312,0.020855262397994335
SYK,0.0981139038452188,0.010870157114451093,0.07371479129460413
FARP2,0.004709771713570079,0.06055161532533631,0.04317711671099413
P4HB,0.010001831226585996,-0.023153214584180355,-0.003280391895342395
TAC3,,,0.027342666210876367
C1QA,0.06881468761037768,-0.008160842206616174,0.007119711961002043
EDN3,,-0.02349276562910679,0.008973058499427217
AANAT,,-0.020488065864819705,-0.017992257105570328
GDF15,0.040758686040833415,0.025030381403622647,-0.0024591978783231857
LRPAP1,-0.06907021847364123,-0.02849273100087596,-0.038422246232136664
LAMA3,0.0006560938662476677,-0.03488543215118445,-0.032080767927684044
VCL,0.03448726771956123,0.017830569741487216,0.014117734292265333
COL5A2,0.054092943660360805,0.0038992635525836915,0.04515126546782887
DKK1,-0.04485694929193591,-0.029232202602632783,0.007359314584034737
COMP,,,-0.02632867786692905
POMC,0.032340438513775195,0.05267172170104602,0.03637596051967271
CD34,0.06721144710078353,0.00769826199745895,0.0808921785360774
SPON2,0.08850847499615752,-0.013104140140026522,0.03861634721080485
THPO,-0.03580123274845358,0.006554907061926833,-0.009298194196260105
SFRP1,0.14830930673567608,0.11651006869125816,-0.023472849507102895
ARPC5,-0.018582293726382183,0.01047724575024072,0.035549141251489724
VEGFB,-0.07312833618558312,0.024319223018641742,-0.04203901681859116
LAMA4,0.17564131496337307,0.0327352581734573,0.019818116111551456
NPPC,0.09388475776684575,-0.024532325985665855,
HAS2,-0.0629516785706171,0.002022987390374194,0.00866031158374984
JAM3,-0.05099760874343339,-0.061081412372213234,-0.030241839481254685
MEPE,,,0.04603827615430706
ALB,-0.006980202117892438,0.024024250060304893,-0.026328678579057005
SAA1,0.06934786302594133,-0.014127962647320289,-0.04351194653991746
SFRP2,,-0.05631779674958586,-0.006271783183931298
CXCL8,-0.014109750814590533,-0.03463371472053144,-0.06657553548709758
VASP,0.11919464209193685,0.021820564551153988,0.0566809396591175
PDAP1,0.04335481939900996,-0.019450345635529772,0.0025369460938677187
VCAM1,0.08312014611112911,-0.00624516879623033,0.02650828014787991
CALM3,-0.06915372414086834,-0.002005041018182832,0.01751759640560903
JAG1,-0.03097214050584707,0.0038299668446571435,0.022788789121793197
CFH,0.09024239253947383,-0.04119975121336364,0.020688623383704568
VIP,,,-0.024578339335554953
IL7,0.03951439536666065,-0.028047103683883568,-0.026905773166966483
IL27,,,-0.030316914910697903
PROS1,0.06315176481113462,-0.00963301842179502,-0.005338823463506134
TGM2,0.18818428818829452,-0.030645773026869935,0.08468952348885495
C4A,,,-0.028143270799975886
GPI,-0.06874003286676385,0.0026918502669191166,-0.059425834834718735
DLL1,-0.022119915176584626,0.03305317090880523,0.07800409207178535
DRAXIN,-0.11378987140608057,0.02503575205354505,0.01521131453303475
NPTX2,,0.07009397867094765,0.02595708309655936
RIMS1,-0.05438955485559371,-0.02938366910350835,-0.013807021729575188
FGF9,,,-0.03016605186214853
COL4A4,0.019244422605930674,-0.024870162559168185,-0.04526416053758235
WNT5A,0.030193051802326037,0.008728475474019826,0.04771349345909365
F12,0.017263234529264957,-0.007155649477716593,-0.010902228353325166
BMP1,0.05785927955703815,0.08621576493913276,0.06097872000399593
FAM3C,-0.11148961398552479,0.023682940292006124,-0.0003777461099558574
DSC2,-0.025792762360515805,-0.02721060297391339,0.05945376381528421
BDNF,,,-0.024162668010536518
NXPH1,-0.014299104634853496,0.06593009674617907,-0.023383635423037327
HSPA8,-0.08955492927628754,0.017994236585062568,-0.02744624080107941
LAMB3,0.038281620970267896,0.03925418055856395,0.05948564381520751
PON2,0.02267421920411468,0.034329984243361096,0.010456246002552712
TF,-0.03845040946356546,0.015018717630654222,-0.02391113021455073
HLA-E,0.06932175462879402,-0.07105859340806321,0.01926714665133288
OSM,0.11259470611022178,0.037065202747872394,0.02054927482692305
ULBP2,0.09180295490016793,-0.032828286354740624,0.0169654201189614
VEGFA,-0.05771788440416307,0.029855975044780013,-0.07556100250368455
TGFA,0.02780540022719042,0.05993730634305929,0.02118072542739907
HLA-C,0.09024134408080424,-0.05420468256065382,0.016826959006379025
CD200,-0.027969755080193812,0.014741229422791725,0.0614248660938455
BMP2,0.024489504955021203,0.047097909079122986,-0.03579639688522233
TNFSF13,,,-0.00807508027189007
CSF3,,,-0.016227878676848537
APOA1,0.008360671620641524,-0.026406939349401845,0.06863484546315511
IL15,0.042001456151381136,-0.034633805238818725,0.027861207210235817
IL12A,-0.04867681118036439,,0.020630636741099183
ANGPTL1,-0.023260938250442773,0.00579672371898442,0.03910942802727735
FBN1,0.0120648849691959,0.09349773577354335,-0.0005148771284788649
CD274,0.06437383388336769,-0.04273271355474512,-0.03308069999649073
NPPB,,,-0.017505303759410278
PMCH,,,0.029366291948462946
MFAP5,-0.05292914713380832,-0.010896747753497532,-0.020540922878153206
GDF10,-0.03249943083336896,,0.0015653275375843313
COL4A6,-0.04433116220665635,0.03803884601665169,0.07747043347073736
TFPI,0.040635631629092,-0.014870595782162151,0.011495108490619795
FGF11,0.05805475866456574,0.06004215291852196,0.04783101563020421
JAG2,0.08512625091474954,0.07369588466838023,0.05923187702954155
CCL18,,-0.019670898989261096,
NLGN3,0.022333141266333612,0.016914213752009945,0.07297860711948788
CNTN2,0.03976847191007006,0.05127077741153988,-0.01723766135155388
FBLN1,0.031720129888914185,-0.06352377350579723,0.037626277099883254
NTNG2,-0.0028840586214182477,0.010796989954329083,-0.029453681726079692
CLEC2B,0.08628365735968026,0.031840540465834836,0.05481326012051875
EDA,-0.045959612351326604,0.05804667333027379,-0.014533902880381406
C1QB,0.0633167399320733,0.0008068331678334757,0.0274610076355171
PSAP,0.04659044336845888,-0.07128731995348853,0.07754010932605657
APOE,-0.10628013493907709,0.021965780960169108,0.0685476303742738
TIMP3,-0.04390895616454683,-0.03088719396340735,0.061958796160161075
COL8A2,0.14519462337677502,-0.018189061289625916,0.09556977710715285
PTMA,0.040037892833928945,0.018871242158854877,0.030379690210832536
APOC1,0.06165058820987359,-0.018997633268679693,0.05841128025291525
PF4,,,-0.02421486096237594
WNT16,,,0.03376718063548378
LAMC3,0.09164638865746795,0.026152961823742955,0.1136522443002999
C3,0.11464646232213585,-0.055142138260149465,0.026172797864438366
S100B,0.0010600074058954917,0.044649147588765106,0.04704508874279269
CD5L,,0.08102871104694388,
COL6A2,0.03995379892057161,-0.011190339868120932,0.05473546223900535
MICA,0.03285498249818147,-0.06571034675868123,0.006536283753585066
NPPA,0.017406820803812742,0.11403342196973781,0.048717685296767954
COLQ,-0.05150295317735289,0.020437334451466022,-0.02678646474132935
SLPI,0.04234113231086729,-0.022991001632259717,0.03566808966630679
CD59,0.033871185729362166,0.020909154645672463,0.03598153795940383
PDGFD,0.14181878878747842,-0.07061264635567495,0.010907504247350023
FGF12,0.050626683031242625,0.00966247541952553,0.0048953184837516785
TAC4,-0.02163574097031093,-0.028939897811893506,
PDGFC,0.04305114631456275,0.020367211590777153,0.016925205522319162
CCL28,,,-0.016227872697317087
GNAI2,-0.05075098040862967,-0.08510647734950566,0.019649235031922285
IL1B,0.06220552142973443,0.03605012780801863,0.022313488538841214
TRH,,,-0.019607114142013687
LIPC,0.007497655066834277,0.010228900003740292,-0.03061674952618334
RSPO4,-0.0020522618547260387,,0.06230242049275749
CP,-0.027223890938943635,-0.05776820852258342,0.0186822160137186
CCL25,,,-0.010874078690428796
MADCAM1,-0.054948273587531696,0.028688056266800835,0.05318952456033457
SEMA4D,-0.007150598161898232,0.03779533681216364,-0.025191977861697017
SERPINE1,0.03128301596950233,0.021209559297991943,-0.06674596172940206
TNFSF10,0.09588177331093387,-0.043117170546816845,-0.005950840951104551
FGF14,0.0665054882878375,-0.05219027044579199,0.06341474430345632
BST2,-0.06640641502170756,0.0032183068826120813,0.016235362255473288
PTPN6,-0.011129918897233963,0.0520084089119893,0.059099344537893506
FGF22,,0.05705468997594523,-0.033073700166809966
TNC,0.0735066076705424,-0.018297481236028406,-0.025774463683458003
CXCL3,,,-0.033851171031820115
CRH,,,-0.014587868312649011
GREM1,0.020404949154489108,0.00977494464784007,0.055140042954125786
MST1,-0.060477631439049745,0.02730488751141307,-0.017131060265728974
ITGB3BP,0.04479220918420438,-0.009075414372628035,-0.06874091667288906
NCAN,-0.009894324942589641,0.03287576071322875,0.007826681315906718
DLL4,0.08171770581582206,-0.013625686562780173,0.03336035754725716
VTN,0.0333889784118757,,0.017771350554305503
CD70,0.010943739719237525,,-0.026328670362199498
GNRH1,0.01684730497759535,-0.034633769307810584,0.024088705672611756
CKLF,-0.009593886445823974,0.08355207777484007,0.055257044278431824
NTN1,0.0413222723880671,-0.0212175317947575,-0.013184919905612096
WNT7A,-0.013984122190743149,0.010631643944370113,-0.03541763325491972
DSC3,,,-0.01725699918700186
HCRT,0.07085803290625457,0.014734185929670759,0.0019157203644732939
CXCL1,0.02957067249429077,,0.04020991843622853
EFNB3,0.011587572569722846,0.011717370063567486,0.08032070427318537
CCL27,0.09137234574758135,-0.005960751362255574,0.0772670960000605
CCL7,,,-0.017005243808943988
BMP7,-0.024585267309114322,-0.01437221720578803,0.010790389735949221
FGF5,,,-0.05965009917131688
NRG3,0.08571353108289276,0.030876610415820023,0.05350128907607342
RETN,-0.039343664093066825,,0.04166434991299748
OLFM2,-0.08697579528185141,0.0765099843312472,0.0468345172752577
LRIG1,-0.07700457391238003,-0.011256591137916662,-0.0035196562169461623
TNFSF12,0.0903131015840713,0.02324907628878163,0.0387077904145244
SPP1,-0.08660582926876131,-0.00879917648147816,-0.10413354519829686
HSPA1A,0.13598377809744683,0.045307934931540006,0.01185693756334949
VWF,0.11076466107533059,-0.032994873501684674,0.10333798074479361
S100A9,-0.08756144152921978,-0.02274267622977378,-0.06922680470179776
DKK2,,0.037030576943661554,0.07451828915027073
NRTN,,0.026492436657786306,
CTHRC1,0.11551100443549076,-0.02705447199373983,0.01425662780584192
ALKAL2,,-0.04208572544411178,-0.019384194744176127
RAET1G,,,-0.021517614637466993
CEL,0.12346709950391221,-0.03148645787044913,-0.013337151815674514
CCL19,,-0.020083343588906864,-0.019589480053324063
AGTRAP,-0.020466841919583968,-0.025897165862995196,0.027006244945081075
HLA-G,-0.03735498470446789,,
TCN2,0.18649401445644367,-0.041808691442312564,0.05127192592664897
TSLP,,,-0.03095438931173384
LGALS1,0.011009295847747645,0.03270276697027115,0.01764499992883083
COL16A1,0.053345107526035614,-0.02456303985578405,0.007917134605960054
IGFL2,,,0.01130362969257058
PDGFA,-0.005805495255644015,0.08365475886587873,0.052707722262478905
LAMC1,0.09582132784559685,-0.06078661748598902,0.041944031232445306
EFNA1,0.07122308009426656,-0.049744023682834905,0.02029848670485006
SEMA7A,0.17382352713529375,-0.017488108957856303,0.0526764796209256
ICAM1,0.007081862760330108,-0.039772203289837715,0.04207340379867141
IL10,0.15736890497960632,-0.019496781000891677,0.029332368493823844
PIGF,0.020678084196544516,-0.011952075960646721,0.040539254166275886
FGF20,0.15114301031222419,-0.02240956885803636,0.00746490477407137
TGFB1,0.08263012366928309,-0.028127895303536148,0.029749497278127566
NGF,-0.060683974616788566,-0.02923219782337811,-0.05091318743406456
SEMA4C,0.05227795525022859,-0.029740082130548767,0.05798834771235136
PROC,0.012180699333236778,-0.037946900920804535,0.005688960274870675
CDH1,-0.008348867639288863,-0.011214050999275346,-0.03472206833399135
QDPR,0.01831688113461605,0.05067059507336352,-0.009650618616589238
IL11,-0.03473157921360408,,0.07470802306343091
HP,-0.006098797436407896,0.005288917725113007,-0.025814583311753476
NID2,0.1408415601518197,-0.0028011084319511615,0.0873244438761436
SEMA3D,0.03236753727900198,-0.030936020714207174,
LAMA1,-0.04131721928453739,0.020715601889457393,-0.013992333124223481
RNASE2,0.015454826709976985,-0.01723063672800086,0.035789043069183304
PTGS2,-0.0057440260581092745,0.02636989400953624,0.052712161317138614
NLGN2,-0.09803400316583757,0.027659227519263804,0.00996080857514296
NRG1,0.03246142519385791,-0.03826767833737709,0.05085418941600265
CALR,-0.003806119345404219,-0.06764432542004382,0.02571651721394851
CXCL9,0.007776215527607418,-0.034125927578663916,-0.01318199764674203
C1QTNF5,0.006922130283301486,-0.04054661829476467,0.017849935626864096
FAT4,0.04754422719531147,0.09254506306654989,0.01863013339199257
IL16,-0.06631280464079543,0.017071748337380066,0.0683661163602245
TIMP2,-0.02819118481442698,-0.019527296547461777,0.044767658145623765
HPX,0.03850406683174609,0.08081997274164655,0.02534867521871124
PGF,0.07104643611437307,0.06341361546251084,0.06825657635801119
NMU,-0.032645056716222295,-0.03636561634181073,-0.0003359733606239702
PPY,,,0.003205570713240274
UCN,-0.08809981050396129,-0.019140510110724093,-0.03356746204049096
MDK,0.005942932689667575,0.013518650355180288,-0.0028103421262826614
CTF1,0.028414428585153178,-0.014285876266824678,0.0076138061271319325
LRIG2,0.005501821758457185,-0.013993424281450745,0.021146010054313633
ANGPT2,0.11383258168454452,0.03312730334902867,0.088483216918663
NTNG1,-0.033070058340448495,0.05469354473323927,-0.02318247301661734
INSL3,,,0.048799537356383337
SYTL3,0.0017496980567381943,0.060939619405779716,-0.002544227704488189
CNTN3,-0.012635484981804952,,
ARF6,0.12845495701274218,0.04717547823454339,-0.013544841551479338
SEMA3E,0.009386050470970181,0.12904639268769583,-0.04125020964668392
PROK2,,,-0.015960772293992058
SEMA5A,0.15537065708072934,0.025691263249058256,0.05548646210166042
HLA-B,0.04721946693662138,-0.09890400537591111,0.07066934208017273
APOD,-0.023290778957619516,0.06514925673000306,-0.035055910767806356
GDF7,,0.030804762442480097,-0.008033407614536624
INHBB,0.001853498802513958,-0.014903346889214792,0.07702102418809269
MATN1,-0.03735501531522688,,-0.006691417870353079
HDC,0.06894322639578682,,0.047013881970068554
PIGA,0.032730556445520045,-0.04530950150968902,0.061512636463804095
KITLG,-0.0568268436092077,0.016096524134491558,0.033028459473474533
SEMA6A,-0.010725785085632373,-0.06507750136409919,-0.0015418073946195147
BGN,0.16769669778685248,-0.029887725848747437,0.07436399932144512
ANOS1,-0.06874114164795793,-0.03322365032957492,0.013511975014660688
AGRP,0.0701898998510498,-0.04076912537248205,
MIF,-0.06365147057163566,-0.007929665084685249,-0.035493331082852686
PTN,-0.0007876362611664357,0.049074107624766876,0.011275729735321547
BMP6,,,0.04326257753438362
ULBP1,-0.03580123274845358,,-0.03797271977100581
TG,-0.0222875252063308,-0.03202882256853111,-0.031647458764047655
VEGFD,-0.04572200803147665,,
FGF17,,,-0.01846712200790221
PODXL2,0.012987320091988063,0.05917115269261097,0.011987099688976379
RSPO2,,,0.04390380697508807
GAS6,-0.03350149651576812,0.015076200676287765,0.023720434451674148
ANG,-0.05984947036883822,-0.060252110258879624,0.05959994644602706
F13A1,,-0.03538433614709064,-0.0276680819676998
TGS1,0.001782727918587013,0.06214352193241083,-0.0343451484018051
PTPN11,0.0026204922330767427,0.06679583276200364,-0.027317532711968573
IL23A,-0.05375655649552011,,-0.02798252541757667
CXCL11,-0.062019372960567476,,-0.02279898247336424
CXCL16,0.07063486677159857,0.05941755214682737,0.07244079185222257
NPTX1,-0.04836200166326631,-0.046879127690060376,
HLA-A,0.09584527137367445,-0.10527018869548065,0.053100726519667206
RAET1E,,,0.13202639923260379
ASIP,0.1517530784178577,0.0485545735539592,0.007790312177674143
GNRH2,,,-0.01870031054556225
CD14,0.09202556684003418,-0.028605737041233883,-0.014184062524251775
RGMB,-0.006912554849727435,0.0200758512219705,0.002745079328896551
SPINT1,-0.024589121982551383,-0.027842704757107508,-0.007948588171721845
APOB,,0.0015210798666295013,0.030012948393170747
ADAMTS3,,-0.024532373101557436,0.037247340248933815
LEP,,,-0.017005251081524293
EFNA4,0.10350407619249527,0.02290593542531915,0.0706018497905004
CUBN,0.0003116095345601849,0.015724076603452278,0.010662922739801477
ADAM15,0.0034826812131178685,-0.06848293961896698,0.03245263461396043
TNF,-0.030077942745811388,-0.03756329955919072,0.065155671075029
CXCL6,,,-0.03250933309764999
MFAP2,0.22409366896655156,-0.08499849667181798,0.05955565299491138
S100A1,-0.1116735713552614,0.043740850366810115,0.01178656913796655
BMP5,,,-0.009857114150638857
MMP7,,,0.004744068213742164
F8,0.027429716279231207,0.014716173297393581,-0.026609183814113566
MTMR4,-0.0164881528889656,0.09816477741763202,0.05359293269288324
LIPH,,,0.004024399719278177
TNFSF11,,,-0.0070063649568652756
ADAM17,-0.014659533534007436,0.03431873291564538,0.06444906330438625
MFNG,0.0509300541110165,0.0573958015255224,0.0747541729700373
FYN,0.07307940562946803,-0.0068606378310228115,-0.03682235640256694
COL1A1,0.18098529889196496,-0.03637493406121218,0.01585386069338014
ZP3,-0.02924322845667171,0.003211420438268922,0.031080330454912045
VIM,0.04407543985736758,-0.019331268223801455,0.014508572832352115
NAMPT,0.06703910869172622,-0.004693977912464019,-0.050495789768332064
S100A8,0.013584966413508828,0.017953474218403397,-0.004344911581503183
FBLN2,,-0.008840729273479663,-0.020697313415054187
CD86,-0.0020506226865602997,-0.0029848309214301565,0.036777363512243005
GSTP1,-0.06758321372387727,0.05793496493953375,0.03396897496505777
NTN4,-0.025671392728614573,-0.03148645413218535,-0.0036233049706009654
ANXA1,-0.025687487916022916,-0.030873784093423503,0.02708787211588787
TNFSF18,-0.047829179071119034,,0.029431408539684005
CCL4,0.019158814379680412,-0.07673189003341177,0.045808553313486725
WNT6,,-0.021659855057935693,-0.025986946563323777
SPTAN1,-0.04810628268781107,-0.042366705475274595,-0.0021588517446072836
TNFSF9,0.10073659911374316,0.05296425012217186,0.05983888992348788
CD55,0.11430020706014397,-0.044446481172474385,0.025253357621607606
CNTN4,,0.06344320536313351,0.04201553460995282
NMB,0.10963707335380733,0.03931123782260258,-0.0031618139850480426
WNT4,,-0.026816419854007515,-0.030404469059694243
LAMA2,0.09783245990868647,0.008078683676754687,0.03544780501194127
S100A12,,,-0.01960710792126674
CCL2,0.0883801390803266,-0.027007648812497315,-0.035973713413398736
IL17B,-0.034185719693463075,,0.005041061514679343
RIMS2,,-0.02277584647002051,-0.02089868778760163
RSPO3,,,-0.01725699725290419
S100A4,0.06567403528932113,0.004907407117583983,-0.014181641412939983
IGFL3,,,-0.019607121578316664
LAMC2,-0.03580121471951473,,-0.020143973458904663
ARF1,0.024833927145026927,-0.013350277270319613,0.011714159545339583
GSTO1,0.06021538982970544,-0.00475102056413377,-0.018178369983769656
SPX,,0.10498073726165813,0.04270144157079555
A2M,0.11627026145481491,-0.013280678563398849,0.0834241280072703
EBI3,-0.01809564351849936,0.12269419917930874,-0.01792320969393956
EREG,,,0.010537307263288885
NID1,0.11042440596403916,-0.017871142877562435,0.06761626311506733
LIF,0.03185249560940245,-0.05773845958796725,-0.031900120928182736
COL3A1,0.18211772887142744,-0.011017283386584791,0.02414940900155665
CCL20,0.07718647912443002,,0.0008795760324809282
SOST,0.003356628284168709,,
LTF,0.05587949135438265,-0.03398632962025404,-0.03040386361204521
TPH1,-0.03580116320841096,,0.008288332710292749
PKM,-0.0020024519942490188,-0.022588505602708777,-0.021700149035606343
C1QTNF1,-4.0088895371576035e-06,0.009069067260734991,-0.019846854791417116
NPY,,0.06374279537391601,-0.029402053318610243
HSPG2,0.12702717904693867,-0.0029428876722701947,0.08370355223207816
SERPINA1,0.03142321604002605,-0.05765397646892151,-0.012217004434201116
NRG2,0.043605551508571955,-0.05370031615050713,0.0012120878135066335
MMP2,0.15910730713706533,0.06631010031713906,0.06177663201810043
HRAS,-0.05146945977403379,-0.008819460901832258,0.06186110839369594
AREG,,,0.04089396814227206
SEMA6D,0.012788550733712281,0.09337377715395402,0.01519291033727696
ANGPTL2,0.07710426459818723,-0.01814378300103418,0.03592991780696676
HSP90B1,0.02565665394903339,-0.06187587616156148,-0.05602592988853957
PI3,,,-0.03525778918062171
ADAM12,-0.0022932849708202836,0.04837082736325729,0.03239428833041791
MIA,0.02628042753459529,-0.014489379973984265,0.008193865926983542
SEMA3B,0.024109717539920243,-0.036406278731572796,-0.0003873123087690945
INSL5,0.10771272075060348,-0.026182034332135597,0.07183952976252865
MMP13,0.1541303044861895,-0.023492791096368044,0.036887065314701574
ADAM10,0.0012361838292509065,0.0805535069632425,0.03634530827839507
CCL15,,,-0.01700524993752228
IGFBP4,0.1466043940627419,-0.04652627997206196,0.06353947109169225
LPL,-0.033458440932192385,0.0235723807370049,-0.03372878627273313
OMG,-0.08266453336396731,0.04833943785006391,0.03603432390338266
IL6,-0.05096827085761497,,0.020293401175939092
CCK,,-0.028347385350607324,0.06862080341403858
CALM2,0.05770006267566942,-0.022146147453251136,0.021143349610550914
COL9A2,0.024057888328722316,0.019473482959941273,0.0328440965398965
CAMP,,,0.0465651102100862
PRG4,,,0.03674946326743593
ADCYAP1,0.05041752896110369,-0.025203860183231595,0.08606706316353788
ITIH2,0.048215386584537466,-0.02267517923170011,0.06310748551223896
DLL3,0.05322770974325815,0.08936177293487285,0.009407708255559423
LTA,,,-0.007506473304660037
CLEC2D,-0.057701279917940045,0.06600496994333196,0.08764218723290813
CCL8,0.02313203485372984,0.0058345303515206955,0.009303046495965596
COL8A1,0.05201186823905499,-0.02754646014784231,-0.000244686809618975
LGALS3BP,0.07212366106198198,-0.024254221073114236,-0.0055280048793328726
SPTBN2,0.033382947265762464,0.061685077815034496,0.04256983624393479
LYZ,0.0635485434415726,-0.016998222872063276,0.0637015966244078
XCL2,,,-0.017750354853782777
LGALS9,-0.07002054815925277,-0.00044619742983024606,0.06163160660979537
B2M,0.11651203704273422,-0.05629367621485173,0.07262033025488701
SHH,,,0.007102400121754023
AGT,0.019074599644536776,0.0032743072322317743,0.02849228237412015
AMH,-0.06239690343157583,-0.02481087047323612,-0.0019535759532350082
THBS2,0.005463434411291069,-0.08070335733940519,0.0023807626152093754
INHA,-0.017995421747872997,0.007498976843455627,0.009449311257831078
SEMA4F,-0.05449950649354091,-0.03125494087247898,0.03796337170232937
ICAM2,0.1713403185064148,-0.011951494494933509,0.10124764813274625
EFEMP1,0.07178099707010469,-0.06516896399248909,-0.0071886278283230624
LTBP3,-0.032074518761909886,-0.025958538384270154,-0.01419440405371445
COL6A1,0.0675972073965576,-0.0691171932174267,0.047942403385475583
FGF18,,,-0.01960711571507707
