,MGH258,UKF243,UKF248,UKF251,UKF255,UKF260,UKF266,UKF296,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk,ZH916inf
PDAP1,-0.030608354417961895,-0.0868022048960728,0.06620559530962526,0.04277727467806651,0.06542494789396948,0.037060629647532935,0.1677727411369575,-0.04584299716860488,0.024093651795512278,-0.042718499242313926,0.05683789253714525,0.0193014371598292,0.030893633720727124,-0.0005269902778054022,0.0022619852098549093,0.059398384867409844,0.039705749157734956
QDPR,0.06733256546988915,0.06148921530387091,0.05627099090434785,-0.0378719391714301,-0.04824570395728167,0.09992632287634814,-0.12330895549015813,-0.031470571936725124,-0.056991459894808236,-0.057003576496431674,0.00560573684489014,0.05512359183917463,0.09022239228530773,-0.05084017941265255,0.05202469861308448,0.028773961237646938,-0.06172027835878577
POMC,0.00613450335852766,0.04950351113726228,0.006348444745615222,-0.020554925193456385,,0.061793712500618554,-0.02528740066593147,0.022787389791979737,0.024290523951689017,0.08225002427547695,0.04866081787248274,0.062233621232460797,0.04924994339285919,-0.05423912607505077,0.031937973382791675,-0.0031342545549750975,-0.03301586695085663
CCL18,,0.03396001502224966,-0.028151656802904195,,,,,,,-0.01981125090545135,-0.0008495067618732305,-0.019820292795191843,,0.0532624159829002,,,
CCL17,,,,,,,,0.00497943172889581,,,-0.01077649538371642,-0.013590514815490944,-0.020915620988439545,,-0.02122496384540134,,
VEGFD,,-0.047457946752511554,0.01576266410515617,-0.03727488675045723,,0.03436666307952634,,0.03692795851195803,,-0.050683729240160694,,0.03252326426515415,-0.022059524550633293,,,,
TNFSF13,,,-0.02299255732622432,,,,0.004271380704434246,,,,-0.033059797874547436,-0.006812906169325889,-0.02242929863694024,0.004285143453717253,-0.02272100113871337,0.1648664721175614,
WNT5A,-0.01971280437895335,0.004689025055339986,-0.019977451883547825,0.007521018299297278,0.09758821352288617,-0.010327327914430107,0.28164141457464054,-0.014614378947300893,-0.03885848644454295,0.06958757947111843,0.01789134822240509,-0.006502665558730991,-0.013045206603887121,-0.051386064754741716,-0.00189556675146349,-0.029369266034398826,0.025019962902070026
CXCL8,,-0.043737510709139206,-0.023409437124484424,0.03883087238438778,-0.060655497953250086,-0.020827407965316812,-0.022389160533413756,-0.014921937393299783,,-0.057867849093708984,-0.08700281814891028,-0.13747339368998404,0.07567772904463427,-0.022360080564549356,0.0219393281907124,-0.04143911007073689,0.014155956223577626
GRN,0.1073588221721011,0.013394731764045561,-0.019094344351523445,-0.02184136249135372,0.009254288270106966,-0.006619882374910757,0.12566356487794236,0.020132087148179198,0.02156652267991983,0.09367994442796881,-0.014591988143593058,0.07342647637832679,0.018943901885192464,-0.02655532838048456,-0.04419559412302305,0.015214768922217159,-0.06976886954861282
MIA,0.009457128322951978,0.02181690472795922,-0.043581381901700106,-0.0378772106476335,-0.0025551549842484315,-0.03969428633515497,0.06731872639961219,-0.018223549041955528,-0.004653141577867514,0.00021680578283153628,-0.1275886390739201,0.013923765996828052,-0.006163178935161064,0.038362484887248735,0.03082503429977472,0.009192294216129056,
COL4A4,-0.023349015532940505,-0.04777470581300811,0.018576628674959433,-0.006604242480259799,0.016018969198747506,0.04821829361260009,0.06291704203709213,-0.030614113119706503,,,-0.03915407182857327,-0.02132906469589049,-0.015864329935276308,0.07717820068917687,-0.035640941677958345,-0.002698381902044761,
TAC1,-0.020161093448662026,0.01990962839083767,0.06052365259005798,-0.023007788513846023,0.06099498522195343,0.03446803011579975,-0.19730966649195786,-0.006122286301327029,,,,,,-0.047483959216951234,-0.027902373219944585,0.024275812608867096,0.07409082188769292
RARRES2,-0.10690289802895486,-0.006429918099613294,0.02747268639058383,0.027717736212288926,-0.03969356989352593,0.003507827186298585,0.1132569912027328,-0.005639057866671236,0.0415658502360348,0.13164942294512075,-0.09436282722495296,-0.07555100439189597,-0.04694904342929247,-0.019580327393379168,-0.03336790356091342,-0.00969388260764408,0.11220769704167971
FGF7,0.03078688872530792,0.004857743392305022,,0.01012229242017154,-0.041029940328194986,-0.03880462752220245,0.06543736338856726,0.009068651221845473,-0.009356134176616099,0.014008784255805899,0.04083480296818608,-0.04066960806921585,0.0007477701648173146,0.012929670284508145,0.09280845093084024,0.0357629500006496,-0.002502881496509767
EFNA2,,,,,,,,,,,,-0.007803815839528521,,,,,
HBEGF,-0.051030283399072736,0.00876315595869648,-0.025015411988632538,-0.033770363945641944,0.03246650477112307,-0.009177707664035363,0.17474187759386195,-0.0114911469705375,-0.09010356976018254,-0.1655374949749479,-0.049678605610909025,-0.0003491511198984698,-0.0019146073420218718,0.009483543189844821,-0.029212047389117972,-0.04255425167262912,0.07134963904731768
CSF3,,0.03685284015682594,,,0.02910367846991309,0.04618978790146527,,,,,-0.04026332480014246,-0.04022977662836863,,-0.00022356153421682797,0.01422077435758232,-0.050823520333310994,
PI3,,0.017422861745387097,0.0012332114703220147,,-0.003102759653836572,-0.014750486000029372,,,,0.0885320085519248,-0.02820113259575864,-0.05472113490110308,-0.01777123129039554,0.06400592675971195,-0.0389899326367146,-0.0005718122198430677,
PCSK1N,-0.12119147433534187,0.10302800582007553,0.02997913561961037,-0.040420615580445886,0.11868653529167902,0.01146703905559635,-0.0828516801453372,0.009271713685735662,0.07901743582025932,-0.0006343725032239888,0.11576932034223607,0.1118641745116144,-0.011434523476055652,0.10605056109028471,0.027282860032150018,0.026581162575811314,0.0354378481572912
NTS,,,,,,-0.03427488149418386,-0.012615026523918297,0.01119260481671554,,,0.07216373784381314,0.03563439223553741,,0.07561841845467307,0.1628262053981496,,
SFRP1,-0.02933490023272834,0.023882711671312114,0.07222348781141996,0.017588918947094686,,-0.0077223549606522815,0.16559999152272806,0.0192571793655806,-0.04531296435243316,-0.03836130213040696,0.10988915935946365,0.0602587016155074,0.0022178592733424485,0.0278813187207129,-0.0323233051474241,-0.05537869113150248,-0.1439597016562593
CXCL13,,,,-0.006125898303177953,-0.0025532518289343277,-0.02291287976657837,,,,,-0.03973547609980099,-0.02089695412491902,,0.043133284538831154,,0.00966934421515256,
MICA,0.01425167882544581,-0.10712001350520986,0.016616955831467207,0.04877349195070735,0.01923179969173604,0.009601370268381537,0.04120899123680118,-0.004421668908848065,0.10134600147473662,-0.06944348359110973,-0.07913791625275886,0.015014516814226695,0.03664362749032643,-0.00598984802575772,0.03894448219961313,0.01049898778431448,0.09574703202848861
TG,-0.023349010271149957,-0.03808403578762043,0.08568348045286629,0.006445928871090828,,-0.023395078723332383,0.029769624504258203,-0.015809227745613105,-0.03421782289157391,0.03464075790529954,-0.06803160098237108,-0.04206027389275479,,-0.01150792186386052,0.052261170848574484,0.08234664974894956,
ADA,0.017922257999866374,-0.05632006728934227,0.04857653829282668,0.03893512440494122,-0.013631831726759823,-0.021839929500186175,0.04411637659925789,-0.02567545723781719,0.004885210411256542,-0.017613725511556287,-0.012380778675658448,0.023275745490846416,0.020311862523975086,-0.07926267399613865,-0.0026098464832165023,-0.00023072428709771046,0.08837947842029292
LAMC3,-0.022784503742035604,0.07017599996569414,0.020054538847077863,0.07282500335298774,-0.003937318952189749,-0.008857800838748065,0.1465561259565143,0.0013544466382862407,-0.09181029118606432,-0.00270392578378148,-0.0661319228689922,-0.03527522261871249,-0.011038884765313908,0.04122370250547416,-0.03797392355642696,-0.004042064026107188,0.028606042109861052
CCL7,,,-0.028279311705411436,,,-0.030378248231775522,,,,,0.020661579072542968,,,,-0.023417083834517485,-0.05413086995825981,
NGF,,0.05563241447690021,-0.040851215909543756,,,-0.03242561817904509,-0.007654704675708161,,,,0.02629400189505668,0.01843457270228799,,-0.011520867812918046,-0.05716284845379325,0.04303447386728323,
TNFSF15,,-0.034051049025276246,,,,-0.022491951904572823,0.11049296534127394,,-0.031540170713086284,,-0.05699201203469863,,,0.021164746315096898,0.010679095997189081,-0.04639161557565837,
HMGB1,0.005867591677198541,0.07373375538984575,-0.019222142313890703,0.03910145871350385,0.1407953651933093,0.02989981865513157,0.15207275978384405,-0.029578777092191495,0.042625725533182286,-0.028217971956292352,0.08809415253195353,-0.026242763802325778,0.019785527405291287,0.023391103835048763,0.04189125465251251,0.06275856759021287,-0.08369491112802195
ITGB3BP,-0.0584642441213791,-0.04240240446666957,-0.011713949999358758,-0.0057232670832056,-0.026605658855182256,0.06164542784487914,0.2424759067568354,-0.03494118185099884,0.05572831538537958,0.07051964245114761,-0.034356931012400005,0.045520290517841136,0.0040898580790919474,0.005281492633403222,0.03856296516924058,-0.0045751368915795095,0.03440320748826332
AANAT,,0.00018646116337516058,0.06535884505121248,,,-0.02026659381419455,,-0.018223550055595856,,-0.06126713220308612,-0.03313047895352305,-0.03257660952927223,-0.02587195214611502,,0.09692850497660206,0.06759776320599693,
RELN,0.004619631697136164,0.0015577145022566638,-0.05315738310041705,0.009722081295956772,0.09452391799072744,-0.002239294970373041,-0.04783582062227205,0.0018713576118385097,,,,,-0.03235447144114969,0.039020498677869705,,0.06921955297398298,0.010279453469715823
IL15,-0.014581702272282067,-0.03565466011103604,0.013223982021086645,0.05286645127933731,,0.029284487967266085,-0.04483581961777173,0.006750320256326873,0.008393498099880445,0.1897987836315804,-0.01146775374030895,0.017112363789350347,0.030636668570240628,-0.04969045399380048,-0.026469381531240177,0.09639201672414398,
UTS2,,,,,,,,,0.049031858064389644,0.04212171101225072,0.0033504186008776744,,,,,,
BSG,-0.11216165238470396,0.0028876126236091794,0.0331446645101069,0.05453703599726743,0.07289601992755852,0.03249028714126909,0.14023302969388549,0.00915991078914802,0.023000957083246485,0.028584532972743437,-0.05167585621076371,-0.02971882013385381,-0.03373063353132313,-0.008980474255558278,0.0005730913249883221,0.07501088932467376,0.08907111685114175
ADAMTS3,-0.0770080157170054,-0.031121936354920103,-0.007736356034843759,0.0011605369395178097,,-0.03864730849097292,0.047921551320176274,-0.00633303099826359,-0.031401158106309605,0.05826660453857764,0.043020964332093,0.03326123236342603,-0.04008688718812909,0.09272859796510331,0.02554376025757941,0.10393232307525035,
CD34,0.002007448019226928,0.07747977058091819,-0.01274015447762231,0.009745749802043928,0.03791845994895361,-0.012407192667375399,0.07311172273121701,0.044131144645392965,-0.04130046971568148,0.014005642489582007,0.002814038479920665,-0.009365168667707088,0.028175114816779277,-0.044719163094183355,-0.04685898215500874,0.011944438760102415,-0.047559448214948
CCL23,,,,,,,,,0.15222933849238401,,,,,,,,
PLAT,-0.05550499023523729,0.012954524300131337,0.01329849874151439,0.026581258775174994,0.04748434485739898,-0.039986984639189115,0.27194739741828067,-0.06762870525737753,-0.04501524568139085,0.01187951990452458,0.13855491327551234,0.07472024839842496,-0.008470567859628648,0.1407259312956731,0.01583152728651856,0.09897443640466623,0.04891374967692381
NTF3,,,,,,,,-0.019480502621442523,,,0.06408499655911863,0.007326260921405205,,0.012009565047307854,,,
LTA,,,,-0.0001654527913156763,,,,,,,,,,,-0.033345100298798835,,
CKLF,0.08328102748387047,0.05601384823476613,0.0781850024268317,0.10239043973192602,0.07411124196038119,-0.027431085881393712,0.22929771436812316,-0.031100994192224042,-0.07068835976362199,0.10723503554487097,0.006091982206670576,0.014369838510623002,-0.06021868373335184,-0.05001367367753826,0.03782394857190594,-0.04137951719345577,0.027633271780644144
CD24,0.0984805647960357,-0.11626979344560803,0.03290511987716408,0.03815403018065949,0.008751183026267487,0.01596577451735759,0.20600452623488996,-0.00015595424718540821,-0.05746609723250421,0.02234299077315225,0.05810625831999596,0.10409039440749362,-0.038683395391559586,0.07713399683746697,0.004117791197949967,0.09544332300403094,0.017818283693862375
HSP90AA1,0.09341324923549223,0.01883791825166388,-0.06839278687737525,0.0004992941104471756,-0.11379918062609322,0.03383076910667935,-0.2565325599670252,-0.037941686648929634,0.007899219024871777,0.04432879265382061,-0.0027054276349706,-0.024699976341520505,0.014525101550364267,-0.009473724879484125,-0.0151068232800819,0.05333050462133768,-0.04682054885606436
BMP4,-0.005135921492766506,-0.0055092667966701835,0.020379160647733763,-0.03788274191431081,-0.018836447144792604,-0.008483483993095352,0.267758731291663,-0.025964524808672954,-0.0517934839414048,0.1706726783075514,-0.08479848840058274,-0.03961591244721322,-0.04575829501556026,-0.04115920698594582,-0.06289756840436986,-0.0031806510823887174,
SCGB3A1,,,-0.02827930887751805,,-0.022200613995840782,-0.024135011329758156,0.051020028158821784,0.059819321927933815,-0.03672821169302052,0.14605412248948788,0.01975741393242371,0.006461928416742574,,0.04914663927200429,0.0023226580159611356,0.005585441935981634,
IGFBP4,0.023607566413155652,0.058895050932702316,0.022044450478287552,0.04224752184613162,0.01743805173005517,-0.0387302248159924,0.23324473304078183,0.007978071095674534,-0.015142932361887218,-0.026246571271766564,0.00700703432494647,-0.015112929801914931,-0.010024868216740524,0.03842265573989719,-0.049551525349797586,0.006624841234037882,0.2174619298108191
RSPO4,,0.07221113726310532,,-0.003368272975023199,,-0.027855726345241017,,-0.015371740462314066,,,,,,-0.0013974620255388578,0.08392726782311968,0.06594722546465993,
LEFTY2,-0.0027752883682125966,-0.024487573770506494,0.01409264377505617,-0.025732022284123093,0.009681855509313053,-0.005528220733398489,0.13274405349977886,0.01788730874717636,-0.03306096356501572,0.027223340547201318,-0.008138044492601705,0.01812038614229288,-0.06683114935172761,-0.04985736471352139,-0.006712758484240057,0.030081775339447208,
PF4,,,0.019511082217084297,0.017792272874470095,,,,,,,,-0.03301512902646523,,,-0.007832880539606521,-0.030653608752405727,
ANGPTL2,0.0017988138318628258,0.025224084588573826,0.018441283553506427,0.036037393988703426,0.011198757842263363,-0.061663208598362655,0.36420963567031145,-0.03927842939190101,0.05401663714903002,0.04843117580518949,0.016650518645459838,0.042951450767472574,-0.013704136349683392,0.01794544568752162,0.004182632879941034,0.042702978424604875,-0.020353994808037717
LRIG2,-0.05395428794840536,-0.01240141348467942,0.008993135469858676,-0.0006586395000628824,0.019386514129879937,-0.02990184496016873,0.1940621816801679,0.005699328957691207,-0.0373248896816757,-0.029794126977932548,-0.02725923529541391,0.013175014488107581,0.02484800780102401,0.005300650709517137,0.10202857560374014,0.058159533814847696,0.03274014673293065
ICOSLG,0.05026955607992161,-0.0005539375354037292,0.01632710159807297,0.0460549002076807,0.003324603495826025,0.008700099977689705,0.1190663491696967,-0.009149371371887427,-0.04977319634161308,0.08237206234906158,0.0597755546282044,0.030462042620344236,-0.003694807860861963,-0.006676021914522158,0.03671209160337746,0.0063420825074591985,-0.08595074278651406
WIF1,,0.1512707225199973,-0.03923170087894595,,0.04836442327565814,0.09533007573961125,-0.24591143006676341,-0.019028569473969515,,,,,,-0.042044641267525724,,0.024096859023217624,0.13895796796337614
NPPC,-0.06579936538417278,-0.018123558123045558,0.10561028270137299,,-0.004684907608968276,0.008203915626614369,-0.023005591571574956,-0.00772772981224369,-0.02629539958621632,-0.04456550473260726,0.010354736059838155,0.0050898474350619385,-0.024544937327226582,-0.004062800702306852,,-0.008879298756275925,0.03229044344451316
LYZ,0.11049115421743738,-0.058038747929794195,0.033056172672717696,-0.03817270402893183,0.11583428727694019,-0.009150820065303602,0.11120679052049366,0.013491036481229905,-0.027860518376011938,0.09211082295446417,-0.025160631492753324,0.07367745769335116,-0.013033294483801694,0.014171397990395731,-0.0354494318726083,0.0011916218863410445,-0.07233981752396113
EREG,,,,,0.00018718242039150978,-0.03919961628183794,,,,,-0.08087919380209438,-0.016203050978598598,,0.004414076303786272,0.05966442537337697,-0.03529138427806334,
SPTAN1,-0.09107147602174161,0.06128972304393625,0.05166052791687868,0.03382499674000834,0.05124694215109111,0.04916160032088767,-0.09413984189543957,-0.018362844392747286,0.10069943663668393,0.11841234080226962,0.11645866568673964,0.08061466812429595,0.044909490235713494,-0.02378219914768536,0.10895071154879778,0.020397389547123224,0.1139970509108515
PTH2,,,,,,,,,,,,,,-0.04518352760161245,,,
LIPC,-0.02989372265047455,-0.028717608583331958,-0.02639632185299057,-0.0025056914500313074,,-0.026968927892459478,-0.05638992485754891,,-0.02788357955572057,0.005560942629704586,,,0.09770001945954986,,0.037166296765496695,0.0748081577937965,
COL8A1,0.008877959190886716,-0.05036825357155832,0.0026738167532363816,-0.0472041809940103,-0.004292950451399325,0.010308066554015578,0.18451207594721836,0.012984347578931493,-0.052086466937306876,-0.015641767930847345,-0.03863117112249185,0.0037215551333068067,0.08323457152955166,-0.030070744138579467,0.011150925979421909,-0.02014284373934018,
GSTM2,-0.011749026640443468,-0.012216227909820411,0.009784670915519442,0.01282217951323375,0.005769003066254579,0.023657739564022413,0.04053808750182137,-0.03237258349124425,0.10511885843389598,-0.03556367369795799,0.03903215004453698,0.028093699886603443,-0.04336852329786419,0.04925950287093988,-0.00489715798322802,-0.0034238197199436527,
IL4,,,,,,,,,,-0.01927930707445977,,,,,,,
SPX,-0.012943236257140838,0.04883040944010884,-0.001707597100888547,-0.013705724503098385,,0.07535590116416775,-0.08306374214696324,0.0032869046190113767,-0.034859596327951055,,-0.021421521971220266,-0.04655463634167821,0.02015007166615949,-0.11439483510133751,0.05352570080138679,-0.03922746205791069,-0.0958555918284191
MFGE8,0.010316951679788406,-0.08547900271253454,0.004315087939178654,0.028694559075778902,-0.028039185601012692,0.06377602828711425,0.07890365505383773,0.04614792061297631,0.06237935104668234,0.016347701943686788,-0.10639274929733217,-0.005355036192802002,0.011621805968692975,-0.005337609913932199,-0.0518134604857494,0.007601795279841503,-0.01809437647745115
TGFA,0.0032806197889101154,-0.06695452738947504,0.0320622951578019,0.007578952595066262,-0.015617297175818928,-0.029075511438676514,0.16095729684736387,0.06572699534944533,0.014074059190870772,-0.012141135093789213,0.027922015519143317,0.06774683650431532,-0.014360545981040999,0.024770763626664968,0.07349331818670418,-0.021488541424187282,0.019619298759456043
SLIT2,0.05189475101408194,0.10208419004802662,0.03595827641966214,-0.043422543364627184,0.01227443496938275,0.001932471153534821,-0.01337561388477559,2.9286163495009583e-06,-0.008052440671855673,0.02204625673297327,0.017015475725439266,0.06440410072824146,0.05201270135738133,0.045019942367469305,0.020231293205477098,0.07641239172099883,0.011889481401041199
PLTP,-0.07102652095573674,-0.04298867799948045,-0.00676696226611632,-0.028101568596260392,0.030019932797278125,-0.04254804137833609,0.11985759984367267,-0.032047124789262305,0.10801699932549892,0.08132711695508672,0.006793229079069014,0.012718928613816705,-0.03723979132444039,-0.07393348600756021,0.019620733882346617,0.055871013253097186,-0.04656391301290737
APOD,0.11369889180212937,0.1151519234686795,0.06804085392744375,0.03791451808009967,0.07935822610268604,0.0108343506820195,-0.05811761429855403,-0.020283802436672927,-0.07446206862025831,0.042771345813456374,-0.03619109420350288,-0.01989374435297196,0.04694168852931178,0.05246532245221002,-0.09979961162213921,-0.10944034019058092,-0.10605138314748798
B2M,-0.00416459109860369,0.041201169833531434,0.049971844228083616,-0.047580052148757566,-0.0060252641685207475,-0.10399797609819822,0.1705471712760211,0.021029269202194042,-0.0293527373920902,0.09529194354219389,-0.041435917510213964,0.026689054120500953,-0.018979023183980998,-0.09448474821891266,-0.06979920509278845,-0.05461536332870755,-0.04338887649102463
OMG,0.046302228540885414,0.11946036264918644,0.06710976978761969,-0.02010447973463671,0.06944784029064002,0.052394610341119516,-0.09486790610819047,-0.024175794109921867,-0.0321967964744486,0.1983190087690077,-0.008368590204040011,0.007857330165703587,0.006426273496820661,-0.05345629402925738,0.12257335967827233,0.02524659431419541,-0.034531616916943196
CXCL3,-0.018803032026007475,0.04910507486939122,0.04047883603801433,0.026409374135376997,-0.060272753434488756,-0.012790097058412211,,-0.016444513067090195,-0.027100046246681043,-0.004305125765738614,-0.09665302945819262,-0.04673803963638797,0.17488608620344223,0.0914660690175001,-0.02137796842606276,-0.018820168957100352,
CXCL10,-0.09548802097080825,0.08813817856254555,0.055848738723084254,-0.03333534434984869,,0.04091849589870703,0.027833094353780126,0.010040209532836856,-0.01500533691176343,-0.019049341639925405,0.03846226242356731,0.10035870139336539,0.036913438486609905,-0.03981360597235523,-0.024331784843497305,-0.03923194959615605,
RSPO3,,,0.007534135295312705,,0.06408927548600515,0.0416022833955575,-0.031523815151193006,-0.031973351651764736,,,0.06175471694499625,0.07335812861465461,,0.04214248130377824,-0.023763761104721857,-0.023474116095725625,0.094234045219602
CORT,-0.023349015157098207,-0.004998626042332847,-0.02215211693136055,0.0019123440541325561,0.05542757588074099,-0.032730845726354985,-0.0221620718201359,-0.03602138639489246,,,0.01493174860554582,-0.00966547955151443,,-0.04260905891564064,,,0.16215417935358292
NCAN,-0.06879285553817968,0.07510248465690697,0.07922511063554381,0.003297915428520715,0.03535389775357557,0.10087674664905336,0.19351619009092086,-0.0003547686018488479,0.08809095825522406,-0.0194755926570931,0.08632551807772325,0.06015434181017297,-0.010455857366507537,-0.032532837710027886,0.13861301602630377,0.08083079305792847,-0.06934391385182552
PRG4,,-0.007242782012015884,0.032100141191098164,,-0.0014658622094285301,-0.0008311170511708179,,,,,-0.018201312882566878,-0.02974932764460802,,0.05307685111451077,-0.0006681458000631423,0.017115106970134502,
ZG16B,,,0.061555308614744134,-0.03911709212091509,,,,,,,,,,,-0.029630852644441392,-0.026150672094143283,
TGM2,-0.011510536288101374,-0.013163659269039622,-0.009034825207597616,-0.06250794013616033,-0.040965776711354804,0.01114804510892345,0.027741449552275574,-0.024740982168938004,0.0013624639445245937,0.04632403253596683,-0.15881235891381934,-0.07804571792281843,0.026321914167217807,-0.0202284287738892,-0.05069040431305621,-0.051394561990567,-0.05494522563442121
VEGFC,0.05450153145705714,0.10976155669342583,0.008198372157565388,-0.009405632863146786,-0.005821832927827725,0.021446674261931274,0.03787888526265255,-0.024119349296865718,-0.044854283098206583,-0.04946580918742217,-0.08384660890551954,-0.013337163036454856,-0.002712619475516219,0.062459210823811805,0.06442661880478912,0.019929584212301475,
WNT6,,-0.04681911409153686,0.027823704628531266,-0.01607632248164195,-0.025669351039518597,0.01589487878773719,0.08464172223765216,,,0.18816446875192214,-0.011358136419832071,-0.007428407517408739,,0.036254289263172076,-0.03578534439808592,0.02764331523063614,
NRG4,,0.05092184684001447,0.0017846827504327345,,0.14097533843812718,0.026503552308078576,0.05744978981274439,0.025884202412211885,,,,,0.0067492455092943975,-0.003996256357461583,-0.023763763768072516,0.008699760401415712,
PMCH,,,-0.03001969203199622,,,,,,,,-0.024846013274265756,0.012980334262001864,,-0.03420640336808211,-0.043067930277662286,-0.012080710570654345,
COL9A1,-0.010568018992633413,0.1164148646142969,0.0003875475612823191,-0.012375533857570448,0.052534493105745754,0.02030168179695377,0.3998304673090204,-0.005459335330766782,-0.06907068603646636,0.009315152606434963,0.06468966877938087,0.006432807371752881,-0.022193922546039694,-0.038095665458132366,0.08163061775268152,-0.008483673153155007,-0.017858098715522065
GDF11,-0.008560095930841309,0.030007149036491102,0.032646251315318675,0.07963623741293675,0.13062593556337856,0.07023892005739749,0.2297877723937231,0.0022291912045949987,-0.024579508784489314,-0.03414778835796232,0.006450006366922442,0.023211124477979062,0.02595976929361996,-0.01310841295250346,0.01765438778274688,0.07348981389312974,-0.017451397974611114
RAET1E,,,,,,,,,,,,,,,-0.026068680007479434,,
IL24,,,,,,,,,,,-0.03340827639953032,-0.039355497218201425,,,,-0.045429893489014196,
SORBS1,0.030701488051352158,0.025596875515085483,-0.0247872910438605,-0.02220099901349209,0.049683310667039474,0.00279705173714439,-0.042291047009466204,-0.02327106167993146,0.07067094476174299,0.017018952133790045,0.03308193815453212,0.08798044896165967,0.011039928284348497,0.05336421852424128,0.08899965682100032,-0.03209436898585043,-0.055258005450766735
DLL1,-0.030050563209173764,-0.03288491459400254,0.027008011098335005,0.036422281752693755,0.00752534925313666,0.04096253906326813,0.21851445228049488,-0.03561798401192528,0.007517600217245735,0.047591312290773874,0.03849537507765119,-0.03958137174608504,0.07299030967510799,0.04075076300403211,0.009901863666226902,0.02101624319023075,0.009707225056136158
TLN1,0.012443998383160246,-0.05590584850316137,0.03816278845455895,0.055226934982506554,-0.06985635198895171,-0.06129305980807234,0.2580794269307067,-0.00029035055323503833,-0.0008253790895484019,-0.08808344608596655,-0.02373851098445802,0.02340992439541638,0.002582522728496323,-0.06010772473811177,-0.08654220859747107,-0.05734025020057239,-0.0779316339993075
COL2A1,-0.021930696531525316,0.0790226261953583,0.046521652357665776,,,-0.017246441080096098,0.09377114300905505,,,,-0.030822754018806162,-0.040349227555976405,,-0.05441056938831227,0.040238344814056054,0.10208894678614495,
SHH,,,,,,0.03241300865974201,0.09053253313528996,0.03154667711482761,0.011733046741008255,-0.035828445007985744,-0.046346090266060604,-0.06414073649388925,-0.04859578867026568,0.04214171766924584,0.11842831941012522,-0.04571789358737473,
PON2,-0.021347861320725036,0.04237165353491206,0.020006926215856816,-0.008155183883476195,0.09018600028156067,0.05410634542092585,0.00021473818610768484,0.07515335129385922,-0.040971588392386835,-0.015040281949053068,0.0017711767005977545,0.03748958432691545,-0.020151261543068982,-0.12574451832657754,0.09741758503781231,0.061478061495465294,-0.012281847868204306
