,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF313,UKF334,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
FGF1,0.05022777187497657,0.017088676079558815,0.053186354583669014,-0.019943028356253216,-0.02641204690625479,-0.04889945714989222,-0.027176067287924894,-0.002258044011925089,0.08277886425938606,0.10272194383450663,0.016067449826407065,-0.07430444626492247,-0.036140937152313375,-0.04057083506945436,0.09275653680972201,-0.0031881375926884727,-0.02119241517196508,0.03516452735048116
ALOX5AP,0.051571784194106254,0.031741715301425596,-0.005092060960659409,0.0490341435960262,-0.043853358887289154,-0.030217733789936193,0.13889407114946734,0.08627797068505277,0.03552474324473615,0.022421324421331473,0.043456218136630816,0.05380153134331776,0.10585708995250169,0.00540146886760754,-0.077083309905131,0.014467609198260019,-0.02483559030322135,-0.0032104809407861716
IL1RN,-0.04766882535003951,-0.030067290894045872,0.02184264571509108,0.021305708338648397,-0.03734933636752617,0.23210194354477287,0.03748693762718405,0.0019917295569100804,,-0.050314943924569144,0.012827990406480848,,-0.009777488761843022,-0.00382059281102913,-0.05562493475524961,-0.005123918857270484,0.010357940253318664,0.030090216260777822
PCSK9,,,,,,,,,,-0.017474916424588163,,,,0.004129064523083965,0.010437671052625818,-0.019769035417233325,,
NPW,,,-0.011406979094756835,-0.03310329382367912,-0.026988193906672904,-0.017034928313733967,,0.0492138295357363,,-0.0226341635416842,-0.02252545861969192,0.028179569151168322,-0.017633554969065414,-0.05139632188957577,-0.050158855518183575,0.003735360665428478,0.017042434351043866,-0.034946023764255735
CXCL9,0.01480324476793207,-0.028264325436836872,,0.017800917771163074,-0.023686819641723856,,0.0511069693253408,0.012027161053935127,-0.01440479930356714,0.010139456127253798,,-0.04534176070033031,0.015408827635966012,,,,0.018974507756138608,0.013604663964538742
ANGPTL4,-0.07577585395776502,-0.058775214418142784,-0.0399350994046023,-0.019699206037762214,0.04096931472525227,0.02566291157590411,0.030594320072252025,-0.002891790477638363,-0.01842301920288459,-0.04430334839590575,0.05161557466169321,0.09779469769136911,-0.0414150221593476,-0.07879958752181322,-0.09418744464364907,0.023366594088826277,0.015313227147560421,0.07242075511997542
CCL11,,,,,,,,,,0.09769405414917823,,,,,,,,
UCN2,,,-0.0002832900723437406,0.051620085916682906,,,-0.025718287333212773,-0.019113051320063103,,0.017127562794092586,,,,-0.03231267432962161,-0.0410573856366935,0.01240025691836943,,
OBP2A,,,,,,,,,,0.04437672173382186,,0.03319297575348115,,,,,0.033340600201036345,
COL4A3,0.018953709599526112,-0.04347414121256896,0.1441139610689718,0.013158370030505299,0.02618564873147161,,,0.022770532374795968,0.03313909730033745,,0.0009840000118261512,,,,-0.018703445673449618,0.005477806478177817,-0.04388180364304203,-0.027167304542789292
NRG3,0.010953611359151953,0.04917605817655426,0.04296680780094338,0.04911209284023758,-0.04842078318408162,0.004522754466865006,-0.09849269601504669,-0.016975401462591487,-0.024225370584856923,,-0.06842804208735066,-0.04297601353976026,-0.02957323960711206,0.041016549088783154,0.045406679297023064,0.04485774119308031,-0.0020736812239041235,0.012027938344700013
IL23A,-0.023129598850718913,0.0027405851780631877,-0.03323791511550338,0.006439010963184445,0.004624765208313707,,-0.03146222211256851,,,,0.01170593745852842,0.04208799206372938,-0.028581410849467682,-0.0186874942110001,-0.01724636263249819,,-0.028670982021928238,-0.030425028019353862
COLQ,0.0005209818237293993,-0.005144058505862303,0.11459027787688403,-0.03311363639797234,0.011716437580720381,0.1430101094875838,0.045437873705104596,0.04682633927529899,-0.023591652732966643,0.003253845379252097,0.015290881361744304,0.12759269592542857,0.022850569123495375,0.01622132759549574,0.1548012829816426,0.07482152979080409,0.016016938789179574,0.002935577970483775
SCGB1A1,,-0.018103651899635864,,,,,,,,,,,,,-0.01544163503252115,-0.02287289657781332,,
TNFSF12,0.021783686054460905,0.012870046608062867,-0.03398168622053381,0.021533920635152564,0.0322523141985145,-0.016520742145199406,0.04977339771359989,0.043383510315552404,0.01355526770880786,0.028889570248347027,-0.04567068346469884,0.0902244579993694,0.0963725123340953,0.009719327436861559,0.055483142259553135,0.05594684778994951,0.05849218611734693,0.03742739827880933
DKK2,-0.024227147953829423,0.0084829995240214,,-0.02329202448354159,-0.016417577868141988,-0.023495419772652276,-0.04580268644723363,-0.005509159143321266,-0.00991203469319902,-0.036220692243687506,,,,-0.022059289478084606,,-0.011397071046775205,-0.0029971111067219106,-0.03841898939127685
FYN,0.010596238187019125,-9.233154364463772e-05,0.10182624620904922,0.041760218559048046,-0.006146680417910584,0.012883850750753689,0.10662068981930689,-0.006399617212380616,0.08141410884593937,0.042564828861358525,0.06046518364202988,0.01821744279711714,-0.07319582252173096,0.05242856636357043,0.11677809374785908,-0.0050437199969242215,0.035919739174144844,0.0015265999304653317
ACE,0.02226673074723438,-0.04250424546975194,0.0315992340960203,0.01623258922519443,0.017491123029006177,0.029252873781862445,0.061055306831539743,-0.02160355997738477,0.040727441439664676,-0.014818931097655204,0.008730041153007831,0.021670642589560873,-0.07449452353721897,0.02791037850684393,0.06233442499914771,-0.04034669934985668,-0.0030890932862299957,0.08866302785658589
IL18,0.0573434047824204,0.05148617000898609,0.08803830015762784,0.01911151903965435,0.04871798575098585,-0.028272613010932347,0.1573995621415429,-0.019372329939620507,0.017301863222172333,0.0565929330915208,-0.027353671690705784,0.024827295921734202,0.04650378086209664,0.04741765303873502,0.008590609855513175,0.017940359674475485,0.06866757730871481,-0.028928343545287203
PPBP,,,,,-0.015541791568820703,,,,,-0.017061601737474893,,,,-0.003480175295705821,-0.027979343775779618,,,0.051620127425800875
CCL27,-0.015340650482663473,,0.00474378674239241,-0.019337068216815925,0.028608493783476505,,0.0020046333537540066,0.015165062498578834,-0.010210821836648284,,0.0004396568910306549,0.015761470746313434,0.08485180027653808,0.044367375465434004,0.0661323486140678,-0.030903325152832742,0.09148154851719223,-0.026210353429364307
SERPING1,0.07907259970854025,0.01598954682611276,-0.01296245320981284,-0.014317063547774934,-0.029255025602817897,-0.05628228891945899,0.13764419348788434,0.10472568579930587,-0.025850421181237516,-0.010089008445384118,-0.012153258737659475,-0.009648121776382024,-0.04276792760317063,-0.015324600777392713,-0.08621900756898619,-0.0015956904252569799,0.07710727654109291,0.08034480044834924
AZGP1,0.04638335058234058,-0.0011238954897770522,0.022407523126224866,-0.0023505698940064846,0.0006454779609034621,0.02025708055277027,0.039415974755776476,0.04511758213078558,-0.01970184648786959,,0.06373000482572906,0.02106338788928412,,0.03397873422034676,-0.011821758838488905,0.037280358995037365,0.06117306961889853,-0.030269957444206682
INHA,0.016398753247374127,0.03156505634580691,-0.04826580276454413,-0.0006323316408220365,0.012308619806437653,0.06251746793501872,0.034334685293693545,-0.03480009264273706,-0.015731768112366828,-0.03139496162822997,-0.032101773876702495,,0.08204735463540695,0.0830401908498742,0.026275538804163775,0.062171028656432606,0.03179342673140597,-0.028836304976591266
SEMA3G,0.027021280116421447,-0.0292519822587057,,0.014892201611730133,0.0010032587774300016,0.024889727623794624,0.045403087483222866,0.027652359069393208,-0.019214650275773425,0.04963443049634786,-0.02878114026828264,0.1542758320707823,-0.021561912018772857,,,-0.03279787148030233,0.0012581569171394229,-0.03575188473126024
OXT,,,,,,,,,,,,,,,,-0.019153668630648987,,
COL6A1,0.037726337964958404,-0.02990287742938732,-0.08525164430675253,0.0018575564373500947,-0.003660232224557812,0.04528757347467426,0.17538628310826604,-0.022904110322521813,0.01611075649386232,-0.05860785704763048,0.03696047278445619,-0.02773856249563455,0.017286083676714564,-0.06326949690885375,-0.11587478107509985,-0.004124347752296972,-0.038055635196155464,0.035472352248284655
FGF17,-0.02073308734988346,0.06037340296729058,0.02681044172612488,-0.02256888676914266,-0.02792533556052053,0.042679119044025625,-0.03787758231579011,0.012548122986392908,0.06967490925314293,-0.019382252806227747,0.04849684063667493,,,0.042469303291335345,0.12615366280406998,0.04229024435179213,0.04255629511344846,-0.010978433433443659
TNFSF8,,-0.017573246690814313,,0.0018904231242384511,-0.015541787540293815,,-0.024270166003616315,0.12460871620753207,,,,-0.038642843936485836,,-0.007303863510544982,0.02179727805498213,-0.0018661089838701863,0.06419256175793737,-0.028603489723992202
FGF20,-0.03044512253211762,0.022179247385144204,,-0.0013940326191314088,-0.03179350672471303,-0.014376754299421342,0.012691084227242872,0.006293418478451175,-0.005802868631555816,,-0.024624224622478312,0.08291098397019266,-0.008964637640238637,0.06858526576096793,-0.019935190197688496,-0.04120823559975068,-0.04449281598387687,-0.021174102015670566
ICAM3,0.017871098612492572,0.025952519480471233,0.0674946875193938,-0.024335578222323028,-0.007086765754061632,0.016884260573678235,0.11170953019748578,-0.04416984704486524,0.025252666406704035,0.04732242372677437,0.037856250329294336,0.08165373326764863,0.002832286936203399,-0.024198085798202915,0.051600780453562936,-0.02140268568832164,0.044709258918741265,0.02623577203874179
LAMA4,0.053518912342504006,-0.00020878918292179235,0.033375043981550945,0.012842284616620455,0.035811430050432816,0.022754438793807036,0.14417297117769262,0.0020393736845700553,-0.003503699037926618,0.003119267443663294,0.030193091637917967,0.035880063480789426,0.07208445546275276,0.03573122569283374,0.010921342429139533,0.020817943708379253,-0.050048558635756316,0.09133367206042088
INHBE,,,,,,,,,,0.01108884944482526,,,,,,,,
DLL4,0.02219806347527931,-0.019032023176518708,-0.05051771285010486,0.0063720324141222275,0.050891074196092415,-0.023172756621384266,0.07366386497163946,-0.005461666756885405,0.06401582847541826,-0.014086753983932911,0.010392271191656791,0.07781171039119252,-0.024908031896129848,0.03740322444224351,0.025083842143797372,0.03696067163709422,0.019415787304262848,0.07022528168097816
SEMA3A,0.02228853816010579,0.006067480080202091,0.05264820535096781,0.0011322959979170248,0.02847367897057326,0.049985995458923675,0.029365377213210715,0.012641151711035727,-0.013492950314404912,0.031586037685785426,-0.04006609456383966,-0.03141015142939537,,0.055855026054948166,0.06484430813577712,0.0041501024118467235,0.046250075874602135,-0.024015128009770962
RLN2,,0.014913471179021885,-0.030342463450782776,-0.00854966286920163,0.03844252659684684,-0.016889311692473756,-0.01847142014099106,-0.015939380253935487,0.06659885647474202,,-0.019399990070019423,,,-0.017168259807916524,,0.010667591804599754,0.027876007867433293,0.05559764824011956
C5,-0.012378797177712267,0.052596732562894676,-0.05611829331827521,0.018270035672594272,-0.01859467246525505,0.01973592853124477,0.12710302224437214,0.04134777290034502,-0.034778204045827175,-0.00921542318004088,-0.005460917675200274,-0.06590649762293725,-0.05137181956756185,0.08686781725682836,0.01133608408488766,0.05199243969697428,0.05473136858001886,0.03159134398301745
COMP,,,,,,,,,,-0.026511376682492607,,,,,,,0.007323694945248131,
EDN2,-0.017332503538678195,,,,0.12459500440164961,,0.024034410874047542,-0.01935571935394517,,-0.017787752787671536,0.05718376670869014,,,,,,,
C1QA,0.08248506650379016,0.02555146088672732,0.041976838820233044,0.02626169402845133,0.012159087635726174,-0.03637519536828742,0.14845182344765798,0.06216537405967327,-0.04628786110341214,0.0433360542189968,0.004687614561476855,-0.056362040210852504,0.04489024282326646,0.06425031672338959,-0.09009044126621202,0.017864925496315145,-0.018119110916448303,0.10598219480602768
UTS2B,-0.018547732624919842,0.0376300858416276,,0.05592721286708808,-0.017046455214194494,-0.012571807389133922,,-0.013777880172968032,0.045894918249398495,,,,-0.005778922041481396,,,,0.021210396076009143,
COL9A3,0.032167065469097554,0.027516546501966596,-0.03118101354319143,-0.009225433585207877,0.01533104442999796,0.048915711281267545,0.13257230303675144,-0.0467186618354244,0.008440149680161014,0.03479684382435423,0.026847481940147862,0.04145353766766385,0.0064548082841286054,0.06465514174364187,0.04464685770292828,-0.0014232959009953432,-0.004091174824216883,0.02320392518567594
DLK1,,,,-0.010475021211093487,-0.013883656682634417,0.03498211077197618,,0.013056522776389669,,-0.0009106992040919746,,0.056849646550333546,,,,,,0.011116717219996833
HGF,0.043779245246888025,-0.03367296236608546,-0.01204155179414323,0.0013697856756610379,-0.04115321928488996,0.10086848190675919,-0.024234601321802572,-0.004105343317673302,-0.0009893482656934982,0.030899608788829035,-0.0065445096907423075,-0.004966558408855649,-0.007342430314573555,0.00359613610280901,-0.003466532053897982,-0.013380733650127796,0.0860799123809866,-0.008582638865963726
GIP,,,,,,,,,,0.04102614244337775,,,,,,,,
P4HB,-0.005303543032515472,-0.04817967554961468,-0.011070646718141144,-0.011203209461303699,0.0090768215443329,0.03804064413907616,0.13645690475445602,-0.044398654035963304,-0.019320427208569142,0.01596389690276166,-0.00024135253084566955,0.07527564519612334,-0.08981095404179065,-0.05193287010025586,-0.14371648456439273,-0.008142129141580553,0.0028568794133424333,0.03413342904383234
ADCYAP1,-0.01762012061782699,-0.026669196378181464,0.0758150414548888,0.03673754761402054,-0.028057025224590863,0.0737352962562718,-0.07035468282680414,-0.026421242759977596,-0.019540617532499496,,-0.028586435049066303,0.05195154083225437,-0.014341213263241375,0.015800345882967668,-0.01371323339807024,0.0044129401184332725,-0.026773618983229063,0.017620365225773
GREM1,-0.02438031688207173,0.03277720945007884,,-0.025540362930560997,-0.03398447030960502,0.14764230371598605,-0.007945625083907483,0.030698520325578335,0.036507739252619575,0.03454041539034745,-0.019178720397236202,-0.006712346432643503,-0.04717117128916643,-0.015715089445662907,-0.02636219152843846,-0.026652724383242975,0.05529301518826802,0.03785481747435215
EGF,0.004445980663724524,0.033998071654690834,,-0.024612155259539102,-0.03167484538587887,-0.020119551185899254,0.1010079180463722,0.0035359919764947696,0.11603962926363713,-0.023197098747896976,-0.015857137366886664,-0.028630101898857112,0.07269934843164703,-0.020991029140652512,-0.022566773497573023,-0.014823193962689463,0.02036306198312095,0.010688931095899194
VEGFB,-0.05380350300692382,0.06591828643659045,-0.04375498943406897,0.0012077348124179478,-0.00603108739181486,0.03334660604438077,0.0839062742366071,-0.018501303238333176,0.058240878923034124,-0.05902207512707567,0.08101074722282002,0.006250754504432052,0.015690341348223436,-0.08051547581846097,-0.04874559509724094,-0.04092987281190789,0.0632981231883904,-0.057124922036276914
FARP2,0.006237962277273128,-0.019545985963626413,0.02994222498942298,0.028491799377185115,-0.03743664457968255,-0.0069132385753984,0.06412994960279356,0.049298776370905906,0.028014625683278956,0.01605342501613407,0.010671629095651617,0.011443551849477988,-0.03485597215984863,0.05144664154106605,0.03286090370849377,-0.0009532874615666631,0.10067122582056574,0.010633672060363435
BMP3,,,,,,0.1720124030865413,,,-0.028246200206660764,,,,,,,,,
IHH,,,,,,,,,0.003001318475577855,,,,,0.015954763655337673,-0.027527722608120017,0.049122876782174904,,
LAMA2,-0.016546237608402785,-0.003309703163417631,0.050024431363094174,-0.02012263029120241,0.06375367434736492,0.010682148165508798,0.10968558065784462,-0.04789102897902103,-0.01820263137215549,0.01292239225603835,0.04446977530684411,0.1027575501920304,0.05089852431874023,-0.008025581425739975,0.03495932917811659,0.0041405652572093065,0.00457316438620202,0.082289649160281
SERPINC1,,,,,,,,-0.014741087135335727,,,,,,,-0.02256677529280961,0.012041416007725153,,
NRG1,0.012433174615928064,0.029064901763657284,-0.02716689304088513,0.007921487739511995,0.11304627423807384,0.102709503203287,-0.023619113835029824,-0.0015530471896058455,0.010089266692604555,-0.004962114221988255,-0.039183393407972215,0.07780588654719586,-0.01998678260630036,0.08362349150884055,-0.030995704343487744,0.024380779555181253,0.0112073485944539,0.07127996073700456
SPINK1,-0.03854934613851947,,0.017699307166751853,0.026776238428028634,0.03892206154280787,,,,,-0.030237607772366913,-0.0015177168272232152,,,-0.047386017801515995,-0.03510648439041003,-0.026787527666514353,0.040082851751990944,0.009991828724731063
EFEMP2,0.05288745291578905,-0.023123069869727782,0.025091793022325892,-0.05963430839481165,0.015905552546691563,0.0237470509482862,0.14577953738861354,-0.028626770908867064,0.05210810514868558,-0.054565443878218434,0.04809293839521557,0.029504845362303078,0.04186289674922558,-0.026939191845136292,-0.04899206814670606,-0.02161918489381329,0.007023363459669462,0.06260647446258692
SELPLG,0.055236973489370095,0.030227639058269213,0.021509573477580972,0.04107194572441587,0.013592697660506891,-0.025277339952896757,0.04906970653953595,0.014365196581273186,-0.019200946381610746,-0.02567726267890541,-0.014887071568652934,0.07922090897230027,0.07562662111619013,0.01914177176406402,-0.008305388515798257,-0.015575416975093615,0.0250819223456571,0.024569118348696666
GDF6,-0.005467335702801139,,0.11967135078522836,0.019452155538694112,,0.0767124298034576,-0.031169038030084188,,,,,,,-0.03732762904039114,-0.03316994870661415,0.006736744887846513,,
HLA-E,0.0619193475628913,-0.009511958712570384,-0.004268029280097715,0.02706512775844567,0.020084537180844093,-0.09225953541118552,0.14001310119282584,0.09083552146414171,-0.05130055225979389,-0.06885919335522352,0.04035561234475051,0.0133494171219691,0.03253311479093896,-0.05448518897825405,-0.06847684724398653,-0.00832179939287196,0.035981094720055715,0.0780886971807357
PTN,0.11063453055922398,-0.03850276534350596,0.0336579110198101,-0.030101919116068993,-0.03181766623508023,0.0053114691774787046,0.17950247527207794,-0.04584534422066828,0.02776206854817615,0.06287210981329588,0.07491553243307487,0.103055351797582,0.09911393799233163,0.026241860386058264,0.03713137825059596,-0.018098832961493727,0.019865420485815632,-0.005706921625333693
CD274,-0.04667458462206026,-0.024332971755883028,0.054954828935041555,-0.015943604252934614,0.011739539859555123,0.05043838923680058,0.07162743776583774,0.02748845412223205,-0.013752755493394197,0.050455718557969875,0.03216835441650368,0.03331455088390241,0.14035667733935328,-0.014000352791773887,0.049826059997443224,-0.034420072432096514,0.049355035434747146,0.0028594708705896245
FGF10,,,,,,,,,-0.01295358226692317,,,,,,,,,
CD14,0.08299735629073682,-0.0002358669830881461,0.11741864557575915,-0.005200985283145278,-0.05709632489558501,0.0196971895356194,0.08527899404375687,0.029504443573569326,-0.004967640304439119,0.019952771891359026,0.05165327400867217,-0.028747648604557398,-0.03113056570298127,0.04320400772114983,-0.08060595471879184,0.03159175026848256,0.006794679388970984,0.05152234240838051
SFTPD,-0.003420865086661345,-0.018585315175523146,,,-0.017453826966098682,-0.028423840735673972,,0.042050784811214416,0.04392818691947007,,0.0008776582678687847,-0.0361863321416063,-0.0032982031288794583,0.038079351232888026,0.04336018139163941,-0.025726932438325092,0.0676761640153257,-0.008875147318833983
SLIT1,-0.010593067146837028,-0.021749464689835313,0.06993357873492081,-0.03435964176927814,0.011390716849201234,0.06546264922092929,0.022293586184120348,0.04860242970313764,0.0028409710902731807,-0.021066206469286936,-0.004508889455765785,0.023930493079410566,0.013314169982794236,0.009993502786163719,-0.02639818088688042,0.034443244317456,-0.005462265308457666,0.037835559837478085
LPA,,,,,,-0.012571810540936137,,,,,,,,,,,,
CNTF,,,,-0.023292022089116047,-0.01554178895878884,,0.015696662524718418,-0.012565572982992481,-0.011594095771039177,,-0.02252545872412924,,,,,-0.022338911690298835,,
BST1,-0.005145205553104518,-0.005721942040808806,-0.005273379795288238,0.033005240347908964,-0.004656543089877751,-0.001121355024821658,0.12325207742824516,0.09238499303747466,-0.021777674463520476,0.025220730790312652,-0.03115028595807397,0.04123240359249049,0.05591641900201321,0.04132005150171794,0.034545340692104805,0.0009918254240922988,-0.003720047135449705,-0.04661065182180668
AGTRAP,0.037020520587750544,-0.04776889243757651,0.02371172675227723,0.02812841807278438,0.06941813552495671,-0.014001059267760919,0.1037858844295181,0.012942793045114852,0.0008735100473276726,0.0563987593086618,0.008457286743890104,-0.05736035951589192,-0.05921224212271085,0.04678129764274595,-0.031035148842431193,-0.03277080972685869,-0.006945559270172133,0.031114182258310606
LAMC1,0.053128923689341384,0.024027885091862117,-0.015420026147305733,0.04410746250216856,-0.03454383720022519,0.014565409556813123,0.12898922110102704,-0.02185592324808318,0.01850599657531679,-0.015583069082581003,-0.03525586280640242,0.02404242856380679,-0.020881164204071875,-0.09958596569573633,-0.07552455942851347,-0.0027355977871480726,0.011176182651997366,0.0795407226756665
COL6A3,0.029026845596578792,-0.003000449656090267,0.05307836783364158,0.043521950645133645,0.0475110774499203,-0.023014850758516305,-0.025603055670504946,-0.02605240109001874,0.026747564316998537,-0.04693249000559569,-0.04814986580069175,0.029141522830741246,0.002050739575743904,-0.07379105285923651,-0.027836521470635357,0.01558371890735493,-0.001864355926952768,0.1059097696930493
FN1,0.041195552659708555,0.0021082541639236324,-0.07469004831386374,0.017178681418607806,-0.01673173256212504,-0.011500030551319766,0.13391179952427817,-0.015773495274184358,-0.022594664041746034,-0.06155416026171958,0.034428773065408175,0.026759180963472254,-0.02371567695460803,-0.10425787125152952,-0.11755166365081937,-0.025567142195708974,-0.02937462788061806,0.10987458428610791
MIF,-0.05331937909844511,-0.007057908186625923,-0.03271074737859729,0.028213005781165774,0.0014986723759783593,0.009442521357395612,-0.08188527035462811,-0.022275551263987475,0.008538220810291425,-0.061058719523484295,0.02894539457706652,0.06847527386777852,-0.00471233049086726,-0.03705128666340708,0.019238559039643385,0.04764542838097844,0.045656936285609136,0.01538762967667471
JAG1,-0.02714305275429474,-0.03557907603094773,0.04236176447286603,0.0637062140324741,0.016627312847079325,-0.02420079165389992,0.1596720150847132,-0.049192846406344456,0.01106430090823855,0.051392536311005176,0.03944307995234799,0.08613744936211126,0.043467803123825324,0.0957395158711882,-0.03757056015343707,0.018000235239755445,0.012058847499698575,0.07590542531774286
NID2,0.04035145325734618,-0.013187752179439816,0.0062358411956681065,0.04315324452493066,0.013600566041816833,0.04945271326510304,0.07409358916054985,0.0016931119030717506,0.01368574146735867,0.036196831570687246,-0.03577052541957528,0.01085892002746813,-0.013648861045270399,-0.04102643969887098,0.006209404942629156,0.04318398659778355,0.001924856865506716,0.05396638396463821
EFNB1,-0.002659333251208844,-0.02217563541135246,-0.06733032674633382,-0.04116001271236818,-0.003373019440802502,0.03894323428513286,0.08039393343343364,0.012194412198226364,0.09223887090755996,0.026368150951331444,0.006127072307396606,0.0691347543909379,0.08320662699061888,0.008222284838399027,0.020765528299944713,-0.03400959663142448,0.040999916710703715,0.041808082337367804
COL4A2,0.0712943643142202,0.014042086388167077,-0.02828805160656924,-0.007472423510486658,0.007564190401736282,-0.004605946618793064,0.16153003594348292,-0.044040849943311866,0.01801511447025785,0.05765406642679745,0.042196331708527934,0.024367069869927552,-0.005334286602722302,-0.057042732624135825,-0.08880531344324237,0.015553163160239223,-0.05610589925448296,0.09494040361619846
SPP1,-0.022048780479847804,0.04342718598758446,0.06755789025576317,-0.013669545885062485,-0.05799213949120207,-0.005011708171788091,0.1667776249511525,0.07529731020988835,-0.00962402601673905,-0.07739538629059453,0.03275500889443643,0.042411347004130864,-0.025045888547863885,-0.01566720845004772,-0.11057461509850995,0.048088031693202124,-0.013082559182207831,0.008694667596959521
PODXL2,0.0005121468185608117,0.13123740029750128,0.07219675277538966,-0.016250553236503505,0.012106109111319352,0.02499003888387289,0.019865354445366818,-0.019533535593941196,-0.011573063825283567,0.07777362511642387,0.03580041898086938,-0.03223836380281383,-0.06495413057813558,0.017081448728617728,0.03429213265570815,0.06895130721728686,0.044581030217515104,-0.01102897337459001
IFNE,,,,,,,,,-0.012953581256238956,,,,,,,,,
FGF9,-0.0424598917025319,-0.01477461550599761,0.04040995998145628,-0.023895476765344273,-0.03745676240734737,0.04906826107906104,-0.04483215238735806,0.032735791983361094,-0.01313067511297232,,-0.015017204418223795,,,0.13109313243414902,0.1061766574857737,-0.01820874538000973,0.07008155213074617,-0.025545550242220428
ITIH2,0.09079881311256008,,,-0.001339506934790687,0.03932694503871874,-0.01999434056978145,0.029740866064333907,,-0.025799208912495507,,0.04679856566315609,,-0.021617615352708848,0.07481732129922034,-0.018321770200547333,0.02591276086638639,0.062226358706523606,0.0015097752488517108
ADAM10,0.08489410910780666,-0.017053660589082316,0.037946341808136594,0.016051538097878855,0.02141537229875265,-0.04768939323844575,0.10528716732056301,-0.026102256682346645,-0.04401886364009061,0.019772255839016716,-0.0005330144627849993,-0.06016575856167222,0.0823186972246905,-0.007048013995083149,-0.029035091048269006,0.08752614562458531,-0.006281527679269709,0.0013179046902918618
CFH,0.017510037554390602,0.021640055281517252,0.038026862224441,-0.01875081548011611,-0.050525607044468686,-0.0018435466225455734,0.12433281985220354,-0.019772560256395594,-0.03834803988489683,0.05534381656490524,0.023013473741810626,-0.03136378883026314,-0.12153978299492942,0.006392940306585732,0.031688032400796914,0.0033698981379607787,-0.0007136241363427965,0.034468809384982216
COL4A5,0.012211683674743241,-0.013079089659592766,0.02426520851185543,0.007490903624299483,-0.015336705512643493,-0.029986368987740732,0.02901871201729731,-0.011076346716161228,-0.0061498560981777,0.013220987269186408,0.005954959795037426,0.0210596756802477,0.07795146941312105,0.02157706332513693,0.09664935475188341,-0.0015293248167866753,0.029605605141417638,-0.006880284859555844
LTBP3,0.039133292046362525,0.028339830586640996,-0.0691916893846663,0.04019843974643661,0.011978519995870292,-0.009169727390147677,0.046526245285514425,-0.04840162432353177,0.03987502814877981,0.07623939781400749,-0.0051435248602215555,-0.02963666216538468,-0.05964831040602613,-0.04997890956250996,-0.07208225074466185,0.010021307744033824,-0.060206182760824074,0.015803542134546423
GNB3,-0.03643297321070378,-0.009850224823676158,0.09926796748506907,-0.05038763468141254,0.010483185840613784,0.04168240363024032,0.08173912668389584,-0.036422790804440365,-0.00047069799767027366,0.07115232618238404,0.05974782016013349,-0.029851230329218756,-0.01956131792502344,-0.0361182127417098,-0.0009231963385224524,0.027668086542301983,0.04299357553857176,0.011676131370217675
COL6A2,0.04519984206252059,0.0012409727019226375,-0.06481273779317238,0.033324747014588804,0.01650295264594986,-0.03274555491469967,0.06645965654309267,-0.02613071291729276,-0.012605286033629435,-0.0469045466266126,0.0073560805826634905,0.06364164364498033,0.004244897337702461,-0.07834804983326557,-0.11373669298769089,-0.023909035982816903,-0.028148027012480613,0.07944441391611291
PLG,,,,,,,,,,,0.015742885134011817,,,,,,,
GDF9,0.003405377632792093,0.009427928489220099,-0.005394593189601409,0.0438946618123286,-0.0029029824373925923,-0.02549868431933032,0.0373090625390537,-0.02849536013434272,-0.017771443507463004,0.037756154189439235,0.03204259333242999,0.04252211996010083,0.05394321549795296,0.02541604084662717,0.06452239424265353,0.0786524116885075,0.019724982015192318,-0.03932338916943225
NCAM1,0.02171203963076711,-0.016417992537533736,-0.024797348853459904,-0.047278589450849305,-0.02583040574448913,0.04182872953868995,-0.009363651249169012,0.054984242110378605,-0.03720460550353771,0.12418381214325865,0.01781996509943212,-0.022490356376233495,-0.03227192400835809,-0.042679419869576546,0.03289906491348427,0.06514786439012857,0.07310478276894515,0.03439520454139406
APOC2,0.04214435521147492,0.007097634691878185,0.07093209452512791,-0.026758850391906522,0.03680881512805965,-0.005399026381383304,0.03483430504744409,0.04210082267705855,-0.022141645158220053,0.09211011604015082,0.0019907489432719216,0.034459056766255096,0.05107727843781889,0.03445060017358253,-0.0038569704811678364,0.0686234934902624,0.016413414412055904,-0.009773269548302424
BST2,0.04025015072136194,0.02772025772820937,0.09558675617477483,0.0017148726457421163,0.034155824728641045,-0.010780895549894837,0.13460533945247108,0.042682125053299484,-0.012607970165616704,0.023037695841917963,0.0607771257130262,0.05609520914663904,0.039541432905151414,0.027544984635415982,0.00543388369705224,0.012726146570452774,0.051596486614164584,0.01571535608253939
COL5A1,0.054131303711435326,0.022177055177391325,-0.02336269732003051,0.05238208382370031,-0.002571531331751917,0.07876786266751377,0.04886474631220586,-0.06095376938135014,0.030705011729535384,-0.013949933429266138,-0.02139713591870635,-0.014914540447178527,0.02086781750621876,-0.10596299273028205,-0.10701280538277366,-0.0484191403056313,-0.012162866928814289,0.10635397015810755
