,UKF248,UKF251,UKF266,UKF296,UKF304,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
CCL18,-0.02083214077928955,,,,-0.06641012722785475,,0.03368139142251486,0.015609477906792516,-0.029945750449550848,,,,
CCL17,,,,0.01717547237892172,,-0.018386066341857812,0.07768568441188631,-0.03665901528312126,,,0.0379311972828488,,
VEGFD,-0.0038810068902430934,-0.018474467628279232,,-0.024714267293255675,-0.02714895847647782,-0.019704916776393522,,-0.025394818850550754,,,,,
TNFSF13,-0.015720606923555626,,-0.02712942647288121,,,,-0.004232408214317398,-0.03984709628089517,-0.036486581189011325,,0.08790543252191485,0.07957968097045323,
WNT5A,0.0007003830811799837,-0.03565719355861482,0.11597635114225925,-0.03179749022164881,-0.05797886067483565,-0.005929733988928782,0.07990258648273883,0.006693285562272914,0.002102354010170487,-0.06035021736463033,-0.021123640780951462,0.00662811282706386,0.11372989811076549
CXCL8,-0.027131433914236298,0.019835435005840042,-0.01845674830494489,-0.023015000315547367,-0.06186339856333782,-0.003613828270861232,-0.00588252024515319,-0.07624783186054478,-0.017563568163833254,0.0004550229826427855,0.002925432010617209,-0.05334028213458252,-0.03945583309229616
GRN,-0.022369592382546412,0.0009506272074787771,0.0028865251388259044,0.0028517868724371757,-0.04795598973987947,-0.010326533685837561,0.00042775953554149775,-0.012023424043699523,-0.009106480455729676,-0.03381661807850693,-0.05478152043613808,0.014942007018471891,-0.0780140355640907
MIA,-0.04150482500445523,-0.016429899536908057,0.022840597126300013,0.03470101772581882,,-0.026986786553531747,0.13970264718521633,0.017672924103946882,-0.029761388933426138,,0.07164655416964438,-0.059423957385564136,
COL4A4,0.004279100714391727,0.018309857012901217,0.1642906844116948,0.038874779157393013,,-0.026178184142375847,0.12625480173250586,0.06779897761859109,-0.05300114114348136,,-0.045715018493278796,-0.0015212691887242812,
TAC1,-0.03105125251135526,-0.015523329497242399,-0.014134567773291007,-0.011905091225278074,0.10456474116564757,0.03439244112205791,,,0.04540199311296616,-0.07293529749411316,-0.020464240215635563,0.04825219315035033,-0.05458489615142214
RARRES2,-0.00010508503325094605,-0.012629747373715592,0.018742530144100576,-0.02670648970130018,-0.014264397716242102,0.03486341534065021,0.047356876029239416,-0.045233667009286195,0.048400352084909365,-0.012768818094167349,-0.00807962008446265,-0.03178654349562187,0.09072746070699624
FGF7,,-0.020851852794119514,0.03109229203131851,-0.043232221362142755,0.0679108922172574,-0.00219367906612721,-0.033255003095208055,0.03657987589529662,0.01114729555455232,-0.014846641452829563,0.06642484420358986,-0.006727777196040307,-0.02011674442793064
EFNA2,,,,,,,,-0.02413607581802665,,,,,
HBEGF,-0.027177161120064575,0.019831323066749673,0.08358416244112482,-0.0055080825384111135,-0.03439720342093722,0.038970566149298294,0.07971182366952433,0.0510346662742513,0.005228128492237742,0.03237379700020013,0.004562899827142664,-0.02025592196423719,-0.022822578289278923
CSF3,,,,,,,0.08630396470044394,-0.06501535460014184,-0.04658203045283975,-0.03510194772878545,-0.016389517998524658,-0.03256354548778742,
PI3,-0.021916290419411646,,,,,,-0.0473143610335632,-0.0716706724964043,-0.044284176193751516,,-0.02421955896714919,-0.02373827162515113,
PCSK1N,-0.0016800826828116072,-0.03798049796426828,-0.0535642579709891,-0.015653489854048734,0.14363875921824296,-0.016471513560983846,-0.04956260776976284,0.07213987004588163,0.07995405782992818,-0.03682031236221316,0.0028876903568587895,0.07970721264423451,0.011558807195338722
NTS,,,-0.031511137504328275,0.006721776277031714,-0.024442783609949354,,-0.053221057054976546,0.045221530573299334,-0.01782443713036097,,-0.024270641261186738,,
SFRP1,-0.046718188438076166,0.020137108763076502,0.03557158123170532,0.002638773923451717,-0.01108999784656457,0.011908511764778845,-0.01075636643294545,0.023582458869354,0.03449308463617322,-0.059668032311786856,-0.02370665304653573,0.004237120493761787,0.023194213506338872
CXCL13,,-0.01056558192703361,,,,,0.11288304918002426,-0.05551298803062906,-0.013359222394640042,,,-0.035703486871517656,
MICA,0.0797918367254284,-0.029887410020764466,0.014239453170609304,0.008335237460670709,0.08013634175960245,-0.012188349869171378,0.014028807074099368,0.030990026362423803,0.03304272954202562,0.09718448673688569,0.04309867428298245,-0.06387102438814624,0.08671826709192013
TG,-0.03280556784824683,-0.017539317669369663,-0.025928736140225724,0.048518507440655174,,-0.027618465973464065,-0.0008189985222350766,0.020152732310633935,-0.018418358743648413,,0.07484706871892782,-0.012551392364189617,
ADA,0.026367670204399923,-0.018068992035225925,0.031245496223569133,-0.024279100326335765,-0.0945031292207664,-0.01988903575467044,0.025076221762318714,-0.015473717792585,0.0006318797071231842,-0.022580649650583994,0.027472080902008793,-0.023131859429756783,0.09907643305229293
LAMC3,0.013046379713468056,-0.031189602392564596,0.015478661378901554,-0.023244672851453565,0.032046498271025,0.036685914447943176,-0.008589029612356672,0.017277498989356904,0.025835288198841393,-0.03855134949629907,-0.01742236571325586,0.02663268814435794,-0.019559833570897852
CCL7,-0.01325100138832602,,,,,,-0.00677362375638395,,,,-0.017174626149602978,-0.02934937479211314,
NGF,-0.02275131135113515,,-0.034708795732527456,,-0.02444279970390061,,0.05232518656696991,0.046883380563795575,0.0014642604050385743,,-0.03399702097743865,-0.004868612351289215,
TNFSF15,,,-0.042144087334701985,,,,-0.033333243684226216,,-0.028926641196423828,,-0.04537833578445309,-0.037543934589848504,
HMGB1,0.001043088753452554,0.03031514641017133,0.08013220235568243,0.0012587634082081194,-0.058779247044933335,0.041068285694652526,-0.09412120503534593,0.011615478973552059,-0.007917330707578746,0.09133200478194738,0.010353809166288658,0.07015851005824796,-0.01342472177627767
ITGB3BP,0.0012468783901288623,-0.028332218165263903,0.127436931615489,0.0419945255379811,0.03176739966777909,0.03853577550939108,0.02682286945408412,-0.022685817709864477,0.08372495411457498,-0.028809076009425283,-0.006164954642958256,-0.03136522741899319,0.08731704545062664
AANAT,-0.0014783649508555772,,,-0.028107275833247816,8.747332803856754e-05,-0.02466314935136108,-0.029995926600410228,-0.03248062090030034,,,0.004735852625755896,0.012132998690910644,
RELN,-0.04150481392329946,-0.00671816909228369,-0.0019533985990080687,0.10291845023957838,0.08295133323028468,-0.027304235095683988,,,0.08087723218937995,0.026892798842993726,,-0.0002778338571906418,-0.02204942967496222
IL15,-0.013561765519454453,-0.022344822374859002,-0.00437733861797086,-0.026518144919859616,-0.047090797263341845,0.13903553371316446,-0.005197922929558905,0.010750503409482175,0.011712390027382379,-0.011069704665091704,0.03330924546271725,0.08347394986417093,
UTS2,,,,,,,-0.025543726829776032,,,,,,
BSG,-0.018127116048222845,-0.0008015873296826914,0.06721135515527912,0.03304382622115947,0.11133594259586055,0.03558919168345589,0.10676242562882618,-0.0419090282484112,0.02597410308946868,-0.0872671443079307,0.10356777828122779,0.06977361248093986,0.05391628367912381
ADAMTS3,-0.02297416608804454,-0.018990932800553324,0.032534244707611626,0.03114759060272897,-0.036900201582438945,0.0013048655376544766,0.022725823679234265,-0.01109282931558406,0.0007253125854740042,0.005991447894343301,0.0497182675475674,0.045336890283541195,
CD34,-0.045540337568863457,0.024924129718130062,0.021913539200323632,0.009659083332716166,0.05506982250773343,0.025972377236123275,0.0026153530769683605,-0.05997144610097533,-0.013744686792474757,-0.08152437386463798,0.00020692123063608127,0.042244650805527806,0.21607630159899596
PLAT,-0.023383504816797736,0.02378942609485739,0.04515356907981691,0.11004824654425233,0.05559401744286973,0.009653605899410223,0.06925133949572013,0.05751430710356473,0.01691657979125752,-0.04772664102099797,0.07121665393203601,-0.0040387395983597415,-0.020329813991827515
NTF3,,,,0.02643455882898631,,,0.03150292329782188,-0.04205781605407023,0.006622182641621589,,,,
LTA,,0.036058512944933625,,,,-0.0228739339347362,,,,,-0.02445606103646103,,
CKLF,0.0051198856826270974,0.03605694759713777,0.039798127705497524,-0.00786619103279526,-0.10048543823923853,-0.001023155167114774,0.03263814557460734,0.016725884892286328,-0.003566000622519539,-0.07491629347585821,0.014060796104278402,-0.06329888865783079,-0.09327182907289337
CD24,0.005882313343284907,0.05510765756204858,0.13481070311427878,-0.001963089060913645,-0.016023467794295705,-0.03287676308051717,0.023961592890027163,0.030606843212989968,0.07578054619947172,0.02994157948212762,-0.00013789056227543755,0.08702729120626312,-0.04985740145723591
HSP90AA1,0.0017098206299118626,0.06531980721537693,-0.07303051832956578,-0.006889536396663127,0.1294710275695581,0.041242548344836746,-0.1053349002490334,-0.08533339736927636,0.0033584281288508307,-0.07158839426581676,-0.01106958034991775,0.07033120530178118,-0.008660259239573104
BMP4,-0.0016015067070992571,-0.013673133613385204,0.1279364901026063,0.03288901101562215,0.0366863238471754,-0.019490954233519937,0.035348974879017524,-0.005425668741984157,-0.03910278721720613,,0.03616622925581213,-0.024975558330509684,
SCGB3A1,-0.013251000063243586,,-0.028300868159352854,-0.023708762073881198,0.0411504433025624,-0.015961128604533796,0.013129323220398184,0.047514742661896224,0.004255769922685433,,-0.012726680294210703,-0.014198429195153652,
IGFBP4,0.03892776276888139,0.004669456873912316,0.05723255960028066,0.014132405229889036,-0.03290157048820364,0.027444108946377634,-0.0022312178808808407,-0.0006991792462021896,-0.03336034041154014,-0.028912387266992606,-0.018767758403210405,0.009277718011662663,-0.0034448345748260747
RSPO4,,-0.020851848835396584,,-0.023708758605938414,,-0.020267851077395715,,,-0.03108814564135902,,-0.03225498452146466,-0.03389022169458407,
LEFTY2,-0.06383534272797346,-0.013056882172602558,0.0592868212197252,-0.025996943775900228,-0.02444279970390061,-0.02823761599470181,-0.02902503428348531,-0.02775215073066542,-0.0389582378491908,0.020726457215846667,0.06281695804923626,-0.023039881667415052,
PF4,-0.013745785468969318,-0.01173291095405043,,,,,,-0.022122384505595498,,,-0.02445605537714711,-0.026548128321020673,
ANGPTL2,-0.014742235976549316,0.015340325621800974,0.10562164414474365,-0.04280136344857214,-0.06564127371232542,-0.010283567465347105,0.02648484014285665,0.08164309963194792,-0.019083209450657432,0.037522840297452446,0.035520274213089294,-0.007869755067656341,-0.06931005467781497
LRIG2,0.013071840207676357,-0.014217735616377056,0.07004201322806405,-0.0005720556886950899,-0.047554558687891456,0.007493207112344138,0.03498371958258458,-0.00035500551167485313,0.04980925726378733,0.014894341437893645,0.08604050571229402,0.061920685519591345,-0.012462115218687045
ICOSLG,-0.009150486216520934,-0.006480241601755312,0.021111362539956914,-0.01850632127757642,-0.008140866244040992,-0.007486599348096547,0.08791033850736975,0.044751127561417754,0.07994218144270343,0.01389214051870564,-0.01041662223099349,-0.09060843501713722,0.07340424735604419
WIF1,-0.02473330982745768,,-0.10483250513640929,-0.010819216383397067,0.014228021254837945,-0.024084540205018837,,,0.02818189444635343,-0.03777855988264978,,-0.027833978860743087,-0.04334250939682714
NPPC,-0.04110815149822882,,-0.033898109288125346,0.02827346448609695,0.11044610891847738,0.015080907059726468,0.020465236242914995,0.00208208101650971,-0.003739547804833366,-0.030221998460722207,,0.0329369089161587,0.04358825124972945
LYZ,0.022241632905459097,-0.012583151779043832,-0.023304272443935497,0.030731997873549455,-0.057168854822588905,-0.023344190036913428,0.014253899390983699,0.03781381605302504,-0.0191692218493165,-0.03549944199035726,-0.0417833927571194,0.003014478366635378,-0.017842198181940425
EREG,,,,,-0.025144497771549864,,0.04593838545427031,-0.021274791074438568,-0.050388135471259476,,0.006996612408882868,0.039812933162088976,
SPTAN1,-0.0034513912830082412,-0.025548477756201924,-0.04407693633376854,-0.014193182932870689,0.13586291433158174,-0.01676586609182202,0.005069778096923362,0.009087449432186936,0.00933518271750208,0.010703512225925074,-0.006644522201392126,0.09855674596700205,-0.03497809802230953
PTH2,,,,,,,,,0.05467849840268393,,,,
LIPC,0.06572454105335197,-0.017658658046266918,-0.028930729709170433,,-0.006691786142071652,0.021031187730427153,,,,,0.026076865473306773,-0.041400216973130254,
COL8A1,-0.04953283989627585,-0.03888885554628128,0.06480269821087672,0.02096582526521965,-0.05432809792538742,0.018781986244822916,0.01704429424314373,0.012259005812521845,-0.070786481008681,-0.06666150282812218,0.01711854431529957,-0.013961195851938772,
GSTM2,0.05611649268021539,-0.025709838281412465,-0.01002507004978985,0.017476461937413305,0.003591071373454577,-0.02298044444398434,-0.03456120058601285,0.11119375857676937,0.02710310130414725,-0.050105500837106166,-0.04595377141296258,-0.034931882688435306,
SPX,-0.01379746940768313,-0.01713296867573234,-0.028324556555598946,0.006496112829666562,0.009095936683416746,0.030490882806806657,-0.034473828549259865,0.07501094998391578,-0.016833400455668595,-0.0071899491426848676,-0.006138093380819252,0.023771407968254853,0.1288540304116363
MFGE8,0.018921842606663963,-0.04793614805601731,0.037976858688302514,0.03640636997088402,0.028399044695543413,0.006747730364039646,0.011274212757537434,0.014513785253875987,-0.03464880889643639,0.0003903105277337027,0.024275104060923078,0.005257182147653752,0.05787483681851591
TGFA,-0.006373346115339462,0.005893682370294347,0.038739578105750704,-0.03851701958934531,-0.04856428930244871,-0.005600305906170378,0.05419740008243046,0.04160123067892164,0.05442222524325945,-0.02837369299760637,0.03248138148252889,0.0020500584243252815,0.004637938842013514
SLIT2,-0.05096822093823051,-0.03059319987818144,0.026589127590228905,0.04529604446759038,-0.006614235978879635,-0.00571702818286784,0.03223120361249702,0.03526058110161343,0.047655130775873175,0.004557264242527951,0.031196296446339363,0.01730716539635066,0.17263757067443855
PLTP,-0.00932865853101224,-0.020987229689296377,0.018592538468391765,-0.026387896374332854,-0.09106608414128653,-0.043767816230617644,0.0319446978781575,-0.07770369313952895,-0.032063055208632105,0.02502375522350149,-0.044665220311036945,0.005497907427702887,0.002566980973626981
APOD,-0.00030084134408198625,-0.0708462767122619,-0.07356744288230817,0.03296290317103695,-0.09077068387587407,0.015148947519448728,0.13235394329502212,0.08463087589250684,0.005394430123490877,0.009756032257626758,-0.12560177212309956,0.065207171655604,-0.015437072810838299
B2M,-0.04163987740348542,-0.046515994164693854,0.002396044666318307,-0.028563969845549486,-0.12070717342071359,-0.02763363097941963,0.05136760266616805,-0.03800121812492538,-0.028092690356970935,-0.09422121343165402,-0.05851688734735388,0.006701092951520458,0.018764693673805077
OMG,0.032268120058329984,-0.04599284181383763,0.020677168149625256,0.010809030098591086,-0.04432318140366748,-0.0068103061980166356,0.09919119493344397,0.0751266766914942,-0.011853113012891749,0.05182324831588012,0.021308334968469976,0.11119241063465365,-0.08176778536566036
CXCL3,-0.011301495863539917,-0.02412174832135878,,0.009906302792780005,-0.035397035921111125,-0.016473374591114233,0.018692626064105725,-0.018819852448285452,-0.053664832376454204,-0.05177767672979215,-0.002647913350682678,-0.03756942145268672,
CXCL10,-0.021484048817421907,0.027802629063661342,0.052889137085016226,-0.0007544191817060452,0.025554985849062954,-0.026178185796192487,0.05460178058198798,-0.0026585986485235104,0.00627533874546256,,0.013466860314709433,-0.01649953440973369,
RSPO3,0.000841302869325678,,-0.022621736785065905,0.08385884083604596,0.08243515515215119,-0.017214358954519733,0.020804291025647532,0.08853476835515796,-0.019703804890373607,-0.06490420714245843,-0.017428887207572484,0.058640410406788954,-0.026775064216218777
CORT,0.01094007602619509,-0.02095423598212654,0.0077360542310209255,-0.013195079239204306,-0.015251399206300682,-0.015841244632084233,-0.03898779176365859,0.04813626940132523,0.02750925536420172,-0.07176905361758756,,,0.13474602025084675
NCAN,-0.004012542745940814,0.049137371687478115,0.022034680432855034,0.04292042177800663,0.03642941301080045,0.024070962562710848,0.05998221630541662,0.12532382327134572,0.06428501755979996,-0.12579656975427544,0.09762873403308232,0.09817973149253101,0.007095017782642274
PRG4,-0.01992792358036757,,,,,-0.020126431256341733,-0.014592297313826491,0.05536855199575564,-0.007951064029671108,,-0.028814819555912145,-0.022574655234203964,
ZG16B,0.0005299925174401887,-0.01411865139926211,,,,,,,,,0.015657328441172288,-0.0226482762288719,
TGM2,0.00630793509529845,0.03703690835124098,0.014714141889569307,-0.04821971569372946,0.03521440512633522,-0.00642269093943229,0.026215304330415745,-0.037293672879129075,-0.046223073416400494,-0.041582842081930936,-0.005114693346113377,-0.002957562642951765,0.14375844615445202
VEGFC,-0.025302463494798515,0.053510467891236126,-0.010469592656350397,-0.020827032639567807,-0.028413172999412286,-0.020539825333895898,0.008567761526627303,-0.028423184820661262,-0.010425882737217772,,-0.03471252926782957,0.020846942382876585,
WNT6,0.04384774501165652,-0.013056882515273944,0.03259899097132701,,,0.018779597835015337,0.14170539717525996,-0.04302521863145933,0.005490370446312127,,-0.0103272056519778,-0.023402464317609898,
NRG4,-0.012204637488648118,,-0.017920256092034275,0.04588540747828816,0.08568212848460893,-0.02396210200089083,,,-0.04606809331881936,,-0.017428889160934918,0.025759196897059817,
PMCH,-0.01406650150954634,,,,,,0.10444273958835255,0.030954677474804706,-0.03075856956217523,,-0.03758330609445874,0.07297879311891946,
COL9A1,-0.027446371707409812,-0.022434806230135173,0.13481213359361685,0.005377329742211209,-0.0018282637424830912,0.10583458983550333,0.05980576721300357,0.06647276715884605,-0.033149591427423485,,0.05704293868083479,-0.04853573465449203,0.035348948074873425
GDF11,-0.0630609505388309,0.06669604573626045,0.08158310436499222,0.005385749527329664,0.05325611223880416,-0.011476230859530067,-0.041616126006664714,0.05229169172337645,-0.003140204813704886,-0.042480410141719,0.05253003842386679,0.03552038957487733,-0.04453208207599011
RAET1E,,,,,,,,,,,0.06791759591789985,,
IL24,,,,,,,0.04448450398718699,-0.021769654332087607,,,,-0.03934540470253755,
SORBS1,-0.057217631243977655,0.011667301062199835,-0.0674493268642304,-0.02054621703975248,0.048937305816235226,-0.04274640649838549,0.001207682423895204,0.032526569343974666,-0.023213638219303792,0.05568491487308407,-0.019679121662188416,0.056491325128429894,-0.041167157308471
DLL1,0.01747986185966226,-0.028406965094840256,0.1012547096742279,-0.0028540434724224992,-0.08276206957351984,-0.038894489255888086,0.10475824624327405,0.04889083715774842,-0.019870163782825773,-0.032719276365774964,0.04423085735874294,-0.007197485635535873,0.04002571401714228
TLN1,0.001487714246969681,0.03795770027881949,0.06595371699917466,0.01701911033024615,-0.10927352086677632,-0.0028738311717759614,-9.924037423816499e-05,0.005854822237319408,0.036605528144601544,0.03276487823548563,0.0023148926860041713,-0.04150451676320974,0.025972838484710596
COL2A1,0.02537090710771626,,0.036508275923320246,,,-0.016723857243474055,-0.014442570595958678,-0.03298723921904943,0.034154668762088836,,0.0074980556147403385,0.000539623030186948,
SHH,,,0.04552425882857995,0.025193929967099595,,0.005313490133413656,-0.0610053527801923,-0.004081706267625226,-0.007283907491974728,,-0.0002418875326741279,-0.06412685337883606,
PON2,-0.01874479193300748,-0.04336051813521398,-0.07494724827996654,-0.01933929156408919,-0.043202210103380274,-0.004790093055823525,0.12005762302397847,0.029286017534112696,-0.03366982676134434,-0.029107351544570184,-0.022758779054482172,0.015182780652922922,0.012181543810372075
ICAM5,-0.03571420348884502,-0.016807140160935256,-0.023536732060819014,-0.0020421319356084835,0.08386617164532927,0.036554366602255556,0.04975844785499643,0.08281410006562827,0.0291756244298573,0.005800658475316631,0.006972832070348176,0.007445018703826173,-0.03339284976999931
HPX,0.010496822671934674,,0.07881038551430275,-0.023708759656830006,,-0.014549621583515469,0.05121825574068251,0.04565431126923503,-0.04131490734929611,,0.002290130751472466,-0.05616509428764165,
SFRP2,-0.01761723989720288,,0.013359123417467107,0.038788439108501105,-0.00047664178918098345,-0.03131164691667652,-0.0016691778418133157,0.02872840416097298,-0.014404754650136551,-0.06406370256887302,-0.03267321637383018,-0.041683693996517016,-0.01652742578750741
CFC1,,,0.04378147406474174,,0.13956078947622144,,,,,,,0.10447340375222838,
CD70,0.013181221786151366,,,,,,0.08312814425360283,-0.033757889438975626,-0.04798023163178344,,0.03649419571499588,-0.053668897870229354,
HP,0.044987610444290664,,,-0.011335562213868961,-0.021718740596432987,0.02029152743658555,0.007039589588001913,0.0272718350791448,-0.03412769676618398,,-0.026071711912413798,0.08546750852397732,
CXCL2,-0.08275653571002782,0.047408367730913045,-0.006313790906406528,0.038452761114718556,-0.057989143837481084,-0.03159090691646408,0.07044928897210041,-0.08768905819591379,-0.03938254663239283,-0.05337289887058731,0.005439976635966155,-0.08522533247390711,0.06238276047079415
NPPB,-0.017095072574476185,,,,,-0.020539826827816295,0.07353748088101858,-0.012816788056104707,0.043851088937079966,,-0.017679666994541085,,
CCK,0.012868706177423483,-0.001990089663118681,-0.09850625712270003,0.09577339308973924,0.13153257068869859,0.011741307122958592,-0.006188920423030055,0.04038327395289036,0.09187295585510132,-0.016626347744225157,-0.02293530081362206,0.13168336901861807,0.0702871918143481
SEMA6A,0.013507518672756565,-0.013909348175995088,0.047089494577976204,0.02541139821365424,-0.09797495202051283,0.010364243281600289,0.00020827723559584173,0.07565576215168723,-0.0023542598013650564,-0.06759883450474136,0.032003296512670205,-0.042972441237992556,-0.03890501713943029
IRAK4,-0.018086077445974513,0.00626941810891147,0.030034040076489396,0.043878642383219514,-0.02116817515590221,0.11963124063737758,0.059150276806467415,0.045526625367535364,-0.0432987575904554,-0.06834129669585169,0.05448256155278576,-0.002201598224742611,-0.023574910623915188
GSTP1,-0.0014082040143087293,0.0106878955553422,0.10923401747071565,-0.035075586551682775,-0.07424942137659793,-0.026339275402624505,0.03492049178565667,0.02178354626310338,0.011523751195394005,-0.04645775768395963,0.02173057127981955,-0.03397034111452099,0.026105173922716166
VCAM1,0.03760050464285465,0.031118539819312167,0.11180490549846557,-0.03687125998911502,-0.034829148661835764,-0.011083314040210058,0.066264762493915,-0.10255522393635841,-0.041749300065760095,-0.04543460242088904,-0.015676534514241593,0.026286381989311252,0.07831453472449665
NXPH3,-0.026862159939421364,0.019328473660793554,0.10544312625730254,-0.03742482833542424,0.034125478126545095,-0.040406388982756225,0.08569590350306626,0.043038665654281244,0.023976167383629978,-0.012296728954736717,0.04384585642232445,0.10181318880294617,0.03296936947527514
MTMR4,-0.06600998308613197,0.07619169092738223,0.031182184866019768,0.0005301842851791228,0.03989104219051008,0.07061754130716527,0.03785993370062185,-0.04656769425211722,-0.001154552028421627,-0.01339795924447966,0.03313440308192992,0.027153642995421567,0.04801532782021711
LAMC2,0.16302023317525097,,0.011550136226113636,,,,0.021432798155146357,-6.978711934488069e-05,-0.001747499422521401,,0.06919195106391893,0.043543579520202984,
IL10,-0.028350430483108754,-0.018701655992064924,,,-0.03794693030792759,-0.018386065171527206,0.04924364125749489,0.01414930355280632,-0.013217009119445157,,0.046383845541114646,-0.04904509507626107,
SEMA4D,-0.05203335047519903,-0.05684945925117538,-0.016800909849321963,-0.010571095656746689,-0.04355524806559663,0.026384611785081315,0.07189487607986066,0.11436944131146844,-0.02246401166656853,-0.014158422782058597,0.03949496883572252,0.04481556786597038,-0.052470820446204734
TRH,-0.06122318986503031,,0.06467250439825134,,0.06646921051922566,-0.0054222303213812,-0.06458935746058685,0.1030079159128137,-0.026365723215563897,-0.039055467263890475,-0.01980241265841576,-0.03046767584077243,
SEMA6D,-0.0523010328382866,0.02041061442023933,0.08016868667549379,0.012621188470323253,0.030718040743586555,0.02051193353607592,0.0657707733573528,-0.018804716566576635,0.046344970851517196,-0.026444874701369133,0.09353352965007264,-0.07641654329156121,0.10504249264274665
CEL,,,,,,,0.16454007110449254,-0.011098410045313388,0.019373316087595176,,-0.02337511630606933,0.020891939142910463,
PDCD1LG2,-0.01828711619774497,-0.0009652115452539565,0.019575968478826828,0.00020282068090246715,-0.008995312757761872,0.056762368304950225,0.01922663678006984,0.055330852376103315,-0.000873706040779763,,0.019127187377203952,0.02565572206074769,
SPINT1,-0.03394481234709314,0.057133177817352436,0.07165422920307259,-0.016741922350035476,-0.024673450640851937,-0.013728823970206703,0.10221416084306643,0.06565325353358635,0.016986649342336065,,0.0019129595467435427,-0.02809150406106102,
CTHRC1,-0.00618409246240499,-0.019586797208239626,0.0991493222441822,0.0796100499909469,0.09880427676037373,0.015325822484992402,0.07215690533486162,0.007737785749734165,-0.05334485405752051,,0.01942325899907592,0.07147534388339932,0.0528021705293191
PODXL,-0.012388807118591486,0.01630030303345694,0.049907639301260645,-0.016276693563247863,0.07915564500635051,0.009365542311956139,-0.00828526998900786,0.027428423244905,0.04815052682932338,-0.05118004887652795,0.031520121044644904,-0.032239415787685535,0.11168525475985261
JAM3,-0.008200034815803411,0.06961964930769914,0.037690311583924725,0.016729704851135375,-0.1066632070195155,-0.02266693001237168,0.059174114081528784,-0.020289302900739985,-0.04680834897656192,0.0011198609957467503,0.02418891282331008,0.005690036461800722,-0.05693093435526452
TGFB2,-0.004773770521519356,-0.02356459470229396,-0.01766712871804006,0.01948637241943165,-0.025714310657562207,0.048381181539470804,-0.02327592786582472,0.0825108340085904,0.07213387817354862,-0.029219650020518392,0.0008140691574034102,-0.05321380747837093,0.05477844327278285
