,MGH258,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF275,UKF304,UKF313,UKF334,ZH8811Abulk,ZH8811Bbulk,ZH881T1,ZH916T1,ZH916bulk
SFRP1,-0.041050228695121996,-0.030100598995188743,-0.013296101140963868,-0.024941940687394023,,0.030974170862286383,-0.022443852524946163,0.031411222251262035,0.015839930197649215,-0.018618412143959373,0.0400772065637326,0.06150661686685741,0.06232239531704931,0.060827131248421505,-0.060420907470267925,0.11089790158718642,-0.00798793161877298
CXCL13,,,,-0.008252649124439789,-0.019922933824160157,,-0.022242144473311437,,,,0.010869579760463464,,-0.042280784169837986,-0.033344938866924224,0.0298504942592391,,0.0006729900185085633
MICA,-0.01938370074347327,-0.024348886356798244,0.030724495891482767,-0.0003675194176665174,-0.013657451543230628,0.07345399147605271,0.035658613358189754,-0.027826174205400078,0.054033585077236865,0.057964720736079126,-0.030652620964997834,-0.0011263431208034887,0.06372552517706391,0.08471025023368527,0.05002518256560747,0.07646812624649733,0.016104950381140563
TG,0.02730126820627524,-0.035411219043486424,-0.03150715489367898,0.024165145572795796,,0.012286737248215265,0.021156514632030422,-0.015132270452170865,-0.02293023605235173,,0.0032734309650926867,0.07042092831628968,-0.029532439737711157,0.039696017643758366,0.04879840628835235,-0.01797268118152898,-0.01568134129369808
ADA,-0.03022127575087664,-0.0087793042477522,-0.050637848445342075,-0.0006138509438936481,-0.04413477823094691,0.02353409246023158,-0.04211255238093905,-0.004055349296278808,0.03718034475878859,0.14006787591280298,0.03382421572824234,0.006917229307669653,-0.005100196170884324,-0.002355731046683329,-0.04107875526727044,0.08380626153578961,0.045759846497572
LAMC3,0.022325750471709226,0.08234234309554495,0.043842605537834596,-0.05278913902651578,0.053176081957343864,-0.07115281993081586,-0.0010031039129792486,0.037940820472776624,-0.03967054994062011,-0.009501238208111783,-0.008100413158410267,-0.029734788586458814,0.025965791529190353,0.05095257885664765,-0.013848867347290843,0.14383298736157538,0.060859842706484424
CCL7,,,0.03082174787947904,,,-0.023363099618556055,0.022830715621594125,,,,,,0.017288846748600973,,,-0.024422849896336626,0.049610164471323985
NGF,,-0.034902302033320926,0.010710778255474635,,,0.09327085473042293,0.026259942614070095,-0.014440244743914286,,-0.016418710907776152,-0.021236828968162678,,-0.044376140030406866,0.042175148107672276,0.060958924127020864,0.02725985001733317,0.01634949106805627
TNFSF15,,-0.043178503541400085,,,,-0.01480108469816622,-0.02183353855319371,0.0032787033774702365,,,0.12215373125398354,,0.005112273029494613,,-0.02597422939383315,0.06443453699635672,0.07112486595346702
HMGB1,-0.030440128489597183,-0.0729193171367536,-0.09058256333595215,0.004608202231580046,-0.0385498542631183,-0.06465118340050016,0.03770127791050601,0.01037480846953537,0.0007743892813649451,0.04063928653761452,0.06494487180372432,0.03201261410204074,0.062084245990054424,0.010838337114198775,-0.039415234219792,-0.08151832356093011,0.04433422607232444
ITGB3BP,-0.02535335398844358,0.06543578388451682,-0.008546022142210187,-0.03814030427946996,0.024705344201903828,0.07759446451775594,-0.013584405952884711,0.0978452184169138,-0.0002563702452698294,0.022623678527805842,0.0936897574198996,0.0832268591425959,0.03685919689481882,-0.032768739907715484,0.024236781280302076,-0.026824285914802144,0.10572048300428767
AANAT,,0.08076693792471606,-0.004383483282674319,,,0.014250686591299907,-0.01967332400769412,,-0.006799227258714078,-0.01543600289067497,,-0.01685296834100163,0.005987854805187753,0.0174951059950108,,-0.02584039367636259,0.025990518790198203
RELN,0.09183766838417999,0.028432884869071865,-0.021349694105394137,0.018845391016268163,0.03532040169853648,0.00377813720960097,-0.014035336601331591,0.026292273266840537,-0.026580599166857913,0.0670615919888276,,0.07226183809159253,,,0.029162352325065217,,-0.0335030724511839
IL15,-0.06861517789206019,0.058463667140628055,-0.015109809954723797,0.057147362399164396,,-0.009945719955319988,0.044256527920025046,-0.012476215053848733,0.0214500482943511,-0.013320676855976389,0.0713813911791048,-0.015630349204753258,-0.01911955269139194,-0.03153225145874579,-0.04490661149764381,0.1261918678801078,0.0029254935237609282
UTS2,,,,,,,,,,,,,-0.03423190877813835,,,,
BSG,0.02617102174929524,0.03494948692248825,-0.04271905450071009,-0.04293277154817411,-0.011711702269423653,-0.02796552308602877,0.003230051217200393,0.0009975158001321554,-0.029276087787515052,-0.05053505789347159,0.06993948687071425,0.03636999764620285,0.06712792334840414,-0.05799370884253132,0.01439696600142735,0.014508894445862855,0.06456885168906698
ADAMTS3,0.016919443434343324,0.0016572905242130962,0.02713034141940876,0.018284617183425986,,0.03206653499182942,-0.007978693126211817,0.03804506867314454,0.009761361130403105,-0.003661215063187321,0.018596696463215177,0.038526824426926815,-0.019326484990566557,-0.006604684595190174,0.012417438001272397,0.03725098848395048,0.006643731065115203
CD34,-0.00777894707871629,0.023368463438728025,0.006107631749711266,0.05465498008893301,0.03621698203766359,-0.004597645961096252,0.0038657423897325302,0.03925905912032098,0.008988350624772183,0.00258541932693065,0.08963061918670967,-0.03619738446670034,0.07652601574098523,-0.03266417095446053,-0.03746542090124431,0.12508598148481231,0.04743360035414303
PLAT,0.051874930641076795,-0.012244359504508398,0.03928907483416033,-0.02088275087795696,0.0031193922935868665,-0.062498040699780995,-0.014823203890163391,0.0067669283998987835,0.04809861297466702,-0.018141016186387842,0.0975273362767785,-0.04782416050198167,0.059648155296954004,0.053643577670816844,0.015091985591064137,0.037929664189879364,-0.006454338986352142
NTF3,,,,,,,,,,,-0.05056015725704985,,-0.0023770845478538324,0.02245122375781703,0.01478499223696941,,
LTA,,,,-0.02183096414245572,,0.1080307948966823,,,0.03502503064618108,,,-0.01563035113417086,,,,-0.021963281237263346,
CKLF,-0.03507214766077422,-0.06731954955770288,-0.007715794486643651,-0.03824887252848787,-0.030832643986657866,0.03897873062751904,-0.028584083570474747,0.0297222084236881,0.048886524117695035,0.0007938276229843293,0.02131785357879044,0.013913865492276021,0.06822749496580337,0.05530834010085005,0.05240627487506505,-0.018460127661918548,0.03046484983545671
APELA,,,,,,,,,,,0.01053993841156955,,,,,,
CD24,-0.01729368292906435,-0.024952588800661986,-0.028057820385681963,0.0031614125212880667,-0.06411914448960714,0.05737136867035922,-0.01608971777531499,0.02342669492930996,0.0155247058370658,0.025540073439393005,0.05708869103752574,-0.033497086311004405,0.01988627441366955,-0.0381482650223427,-0.014986436104917974,-0.013109231474836076,0.07103386567630317
HSP90AA1,0.0008912677295657902,0.10405514126280867,0.02758570136284807,0.006938965201530876,-0.025656361922529985,-0.04529346473393575,-0.026658038821261235,-0.04713887938816472,0.03018380451427055,0.002972340033170148,-0.048440836547890595,0.011015291838691389,-0.06856918238448016,-0.1233213195318141,0.02317901924958775,-0.06993696737867847,0.04130770431310301
BMP4,-0.033626067781571,-0.02631301778716335,0.03929038791407431,-0.023142101722245376,0.028428102418539554,0.03201335322285497,-0.006470805771397865,-0.012550204699537455,-0.028794621404410706,-0.02462075955453223,-0.049956359562110045,-0.01331867353815036,-0.001211559753912655,-0.026497499581893347,0.011753919922197445,0.0982250563158674,0.002613366805417835
SCGB3A1,,,-0.03291644755300605,,0.07998792434084848,,0.05724302694897943,-0.015926109174489916,,-0.02717168482211919,-0.0017191077676187434,0.019682235244208948,-0.01760859000455738,0.04406337791804111,0.08973956679372425,0.04348184794620047,-0.043496649141197656
IGFBP4,0.04265760910898956,-0.02553897843508245,0.021871845632341153,-0.05684698426452418,0.10494561979685646,-0.031116659296042144,-0.057858069026026346,0.06207494402836203,0.006410706517120491,0.027532847639809045,0.016229021774656724,-0.08082103353529879,0.013540346108628792,-0.014811489377517355,-0.015022100884000755,0.16145724311684476,0.02473330699056375
RSPO4,,-0.04263674024946185,,0.021808465929722336,,0.02604079990092063,-0.013103405491834245,,0.14828321540273484,,,-0.021681757737862125,,,0.026489746678488985,0.02755025406757843,0.01840427616394289
LEFTY2,-0.016707030439059262,-0.03699236195861915,0.05671894278726603,0.08086765519149412,0.031736173782988326,-0.004557719880063671,0.03661364105853304,0.005911400141104126,0.014823066786254325,-0.016418710907776152,0.0020019532935425903,-0.0012519914796528932,-0.03889731253766775,0.05937873863209213,-0.04940161552027093,-0.0004785949710856592,0.05214178878026958
PF4,,,-0.034145530473527703,-0.019858229025925385,,-0.020383844136682188,,,,,,,,-0.03122744159470486,,-0.009909446744948567,-0.03320640781679791
ANGPTL2,-0.0034422129672901543,-0.020861365445568214,0.017226789082544904,-0.04315240399370896,0.02290006085632649,-0.10701293992271542,-0.035295838161762905,0.06906774867332129,0.008887462469928513,-0.04319622616498699,-0.05581669678170918,0.006105799254351231,0.06398562224540294,0.07054503260128273,-0.018155808859744407,0.12729682690090094,0.021447779974731622
LRIG2,0.03282742595104168,0.06162692751115974,-0.04913765988793624,0.008385352800763888,0.019469646568038776,0.061831877519736046,-0.0234039145894836,-0.043800344573719334,-0.0021662705103116515,0.039769915639923305,-0.006970365720162612,-0.03779737909440819,0.06956844835670661,0.03786628424280413,-0.003815720508397885,0.03421009132806914,-0.0042444179611014375
ICOSLG,-0.00795565513766285,0.08884705894871775,0.06397139259933743,0.05357235073905338,0.05635650876431326,0.04959555596311434,0.04364794017283499,-0.02377931696949596,0.00965523305456243,-0.0202903732073151,-0.008239483978588744,0.0831043921005247,0.06602586955724116,0.09475238912677789,0.04391489916809351,0.064880272158297,0.10307679174604378
WIF1,,0.0878218820296837,-0.023725823790863125,,-0.0003647646974035574,,-0.04541055221009907,-0.025851529041025285,-0.017824889380051924,-0.004412808389606504,,-0.01870260847699399,,,-0.009682072846740357,,-0.04287110265756967
NPPC,0.032388378262719085,0.12366004772356608,-0.08581067849395883,,0.05381541925845768,0.0527150929704174,-0.009350738987679883,-0.030554184150226787,-0.018741960245306128,-0.014827622054364295,,-0.006505120865735085,0.016685465038754788,0.006266714078329668,0.06856388161361829,,-0.04599427094668431
LYZ,0.019097419629279418,0.008388503776776381,-0.011187819985730598,-0.00834047046143527,0.0258370809099779,-0.026777731727381893,-0.019862596160352356,-0.03569430878615732,-0.037438014277661975,0.11279293379612515,0.05402688035272138,0.0036538396903593225,0.09240705002212549,0.0562599125351053,0.017324992854251063,0.15168474137506838,0.051482946598644067
EREG,,,,,0.02118492103787159,,0.001719385473512735,,,0.01471785092316235,0.006775560085601437,,-0.04975323203844028,-0.029115775942547578,-0.04524524574321611,0.020837676037878325,-0.038230412223967905
SPTAN1,-6.172618606679393e-05,-0.02814498519254137,-0.034270037397309445,0.04687338890287672,-0.0030986819962541255,-0.1422711886441704,-0.05997896432907708,-0.021331258625118494,-0.055454159970115935,-0.08783305012497009,0.055904603018816085,-0.00796972934841583,0.05375755917198268,0.01281343632100846,-0.07095113702094248,-0.0026983538864216567,-0.04439372389573054
PTH2,,,,,,,,,,,,,,,-0.009991823635042809,,
LIPC,-0.030208781565543796,-0.04486790884472131,0.012078842513440265,0.12969312494228302,,-0.020419061302411598,-0.026179458740466236,0.07521917930523732,-0.009436972160357477,-0.030249781285393143,0.07075294978680349,-0.02455381996530238,,,,0.12482689165093862,-0.030295856112644768
COL8A1,-1.6678944935423953e-05,-0.08157493984144802,0.10374468881856413,-0.020207376203176357,-0.004179304000942426,0.00855836387585725,0.0433446253943364,0.06254950010964962,-0.032557520925202796,0.037914610466171256,-0.0005977112155226317,-0.004380220311551924,0.07667879969629941,0.01604791884482024,-0.005039404310384314,0.06276426642865915,0.01810027007087941
GSTM2,-0.07651319147893716,-0.03100334835476987,-0.05209143249993485,-0.014306119887384538,0.05144959502258534,0.015292182911035053,-0.022979574838045448,-0.010550319782965395,-0.0024847683731751952,-0.006746414521999925,0.05181977703146972,0.013064197179709537,-0.04002443988303911,0.09251143967338644,0.03723024083334185,-0.014092355778155393,0.0030936478293307292
SPX,0.014501683235459858,0.012672579398230218,-0.03584714361265751,-0.062161212023316835,,0.09870719805604189,0.028141939181667797,0.006378327692852038,-0.0016899214815106905,-0.07912098199675671,,-0.042560784342114744,0.035287861232855024,0.0033944697371681275,-0.020337534526245368,-0.07477844191488985,-0.06140708921825288
MFGE8,0.022138461726785814,-0.07249524075006657,0.02009669775772261,-0.017368698336359126,0.02882563804850171,0.0021558653469632974,-0.01315097644091717,0.0031343658723850146,-0.020806915916855618,0.00339980529906889,0.06299636994835975,0.007153406743384283,-0.029803418107453183,-0.012164423779481768,-0.033929933844773136,0.09932571334263789,0.03819362736044019
TGFA,0.07059898462252226,0.025481813329032963,-0.06192073002024498,-0.01926427592818137,0.05987885951123402,0.04265831555966721,-0.014594887125289457,0.022787728244023905,0.021794638669870962,-0.04347252222320867,0.0025150534493738274,0.011905305173948975,0.08299520509527294,0.0408364014131635,-0.04092200704291609,0.017008299613416974,0.056940966908113136
SLIT2,-0.006029441225986363,-0.055059033843575876,0.028632215292851964,-0.030990215536174707,-0.021798676986229427,0.039775663558385056,0.006071972416445402,0.0010327455192820434,0.03952267740771009,-0.0003701053291831003,0.02209681146700951,0.019672976009813065,0.02254778459941146,0.005955183605487921,0.052781387823143844,0.08952125520040703,0.03254301699217715
PLTP,-0.005851605108889306,-0.05022181664457293,-0.0035157510961533003,-0.016335500929244295,-0.06020627788392635,-0.10426841849510046,0.05323692766310843,-0.0016004868070408677,0.04113038887250261,0.05287773968537473,0.03577596605838985,-0.01854070245037567,0.09651000036880755,0.027526874378738284,0.01824673446616967,0.061885906922127754,0.03922937197988871
APOD,-0.02876181762808736,0.017842677865270253,-0.06056070886284215,0.0038491804568733285,-0.007866247923436537,-0.08004745855570017,-0.04813528744987596,-0.027896664949511197,-0.04036776288549388,-0.01606469713528395,0.1181012534551499,0.010404239616575774,-0.005031889494991806,0.10905659652300245,-0.030517818735505426,-0.008041703018685734,-0.10785564662399069
B2M,0.04999867000144035,-0.06735309102997723,0.10694270027392455,0.04272332102280201,-0.03993455944224161,0.009372409571904917,-0.0032007360847614466,0.06230916860563684,0.06661677960846055,0.028285811974128938,0.10550114004913567,0.07572434665783304,0.15797047693028274,0.09798245920024647,0.030830368795432342,0.10431436551308455,-0.014585553983266566
OMG,0.002496891217500043,-0.0693796592525747,-0.0829517682306406,-0.0028900522107725107,-0.01779410092354092,-0.059396429265952566,-0.03480599978085807,0.0023542025893612093,0.010253874303055532,-0.042260431835793706,-0.01987539348891971,0.032981434851264174,0.028920988346466347,0.09921009142803885,-0.02654954713737709,0.009075078274969298,-0.06719929200247221
CXCL3,0.0454154107223311,0.07079525894917571,0.06166150250318029,-0.008664413375863038,0.098193520348981,0.1396514801073168,-0.027119887029962646,,0.008202241868167056,-0.0018233372638542047,0.08472006411071605,-0.011256683260452602,0.014532412494741753,-0.04040545930049246,0.046885748322583916,-0.036694630005157734,0.10489251232474685
CXCL10,0.0657317015542038,0.04323796485840164,0.029165796549952324,-0.0010740425645998195,,0.052787854786300624,-0.018213116052463948,0.06982131909325319,0.018906043566253517,0.026035722009544463,-0.012936992953473123,0.13519804573833932,0.04864983078771838,0.012636337552423807,0.05269220630136837,0.054201172060523814,-0.010260150704985956
RSPO3,,,-0.0447128116351478,,0.010237781031690965,0.0022664279311561996,0.029774884299514033,-0.01243990354006593,-0.02667743199332373,-0.03627479495749758,,-0.011763017055854972,0.050070985975027515,0.02013252958592857,0.0035197755839818396,-0.02478441698951126,-0.052210311206206
CORT,0.06980167491288432,0.007207341579287435,-0.015092302703401313,-0.035465539526037634,-0.03641341571362371,-0.01361899035104484,0.0301133065731055,-0.015308557539730478,-0.000646502250502627,-0.04132958731150638,,0.02235018884590139,0.05408954971514611,-0.02000074411340551,-0.060415811482928364,,
NCAN,0.02495441472095429,-0.10916244809719709,-0.003242942442170915,0.009415384666172434,-0.015526224243990083,-0.13507196397906746,0.012707463686467723,0.0015121972039503306,0.019680508240888177,0.02333077724502229,,-0.010651366463678463,0.04904479773150402,0.07957596353179669,-0.0635425133428341,-0.061350370727578436,-0.04770546925527111
PRG4,,-0.06524027791452858,0.019036944368262993,,0.08498488922199705,-0.02336310325934832,-0.018744386912248136,,-0.000669563090970125,,,-0.013752911436744552,-0.023198484088674035,-0.021921111723136787,0.012473520824572964,0.07179866181334912,0.07769987880589249
ZG16B,,,0.017392714295449096,-0.02389615110195302,,0.0178313186506422,,,-0.01578093554053887,,0.07898551068056194,,,,,0.13186796866450856,-0.028328471510661136
TGM2,0.08001244576663134,0.0010953241583771375,0.05582612620275784,-0.006543489667375413,0.1127763664230588,0.049815729984147246,-0.041808093177954926,0.06814441367080046,-0.010076727000342088,0.048501830547153124,-0.007289906205596097,0.03319292180775676,0.06568037258100176,-0.047104855942474204,-0.01871357940230376,0.07918689723460116,0.013066763061512178
VEGFC,-0.03267379353992301,0.1106824352093524,0.033502791308511685,-0.01983471257479915,0.10952696371573038,0.013637851330473967,-0.002467946641154812,-0.011113489526823353,-0.035798796879359225,-0.019085689000492668,0.04799041626427168,-0.014035394310368043,0.009951954570625204,-0.01195924538438016,-0.02412439294761966,0.06851587467837345,0.048369963327558656
WNT6,,-0.027598204981594605,0.02044419646537701,0.08083576750053405,0.13467794144610482,-0.02328575129855475,-0.025827960557715895,-0.012796752450614306,-0.02724132144828154,,-0.03959004621063253,-0.01224938340981578,0.007560133810498437,-0.05314792141710351,-0.039716299171307826,-0.014726836832216485,-0.029271810225254276
NRG4,,-0.016344990670094872,0.007540710298175906,,0.08036800234349543,-0.028433965432184027,-0.012841005127548011,-0.01566559062721149,0.054094366993437164,-0.02126258689161243,,0.02399860435025541,,,0.040490809676790696,0.04396740453725854,-0.0440203128998826
PMCH,,,-0.03494221243554387,,,-0.039398029243416406,,,0.01260117448535584,,,,0.06987386012856141,-0.027100838660788707,-0.02761918109361706,0.028138844564797906,0.012948600378528352
COL9A1,0.02163208577491658,-0.05040142682312116,0.003001670733462415,-0.028509963502200697,0.0749820824864821,-0.009893623113847614,0.044969873167709215,0.02810523105016146,-0.013271140234631138,-0.016655912356981276,,0.03715175087827773,0.035188748931150204,0.06849468958593807,-0.06038123633050278,-0.05383590747145428,-0.043079067986902204
GDF11,0.04004230145067147,-0.029185454533210087,-0.007522392241913071,0.015870240742619807,0.001484225529363693,0.004887283074967739,-0.014307076401799526,0.010440242996942035,0.0257593451087637,-0.04384876638420607,-0.020538166770659602,-0.06591780867818402,0.05215837336710694,0.024336240095175647,0.006549733286468456,0.06889964125298292,0.047319970409420355
RAET1E,,,,,,,,,,,,,,,,0.08041556042739167,
IL24,,,,,,,,,,,-0.022326282554421945,,-0.03472479356354034,-0.030729535915092355,,,0.10304188609337885
SORBS1,0.00476101400883045,-0.05199520145289879,0.024544634699585195,-0.016111274785924213,-0.02037470964426615,-0.054497394957531184,-0.06767550009608324,0.000909373669317825,-0.001355323785007752,0.035416639536948485,-0.024172735631560634,0.05664915572257757,0.002510941317971549,0.030670831831747805,0.023152353295127444,-0.052328617300604265,0.005626466877839945
DLL1,-0.003469923183989642,-0.006795167887227805,-0.05533301704726616,-0.022147836040911206,0.019922943832087803,-0.05827875850695124,0.007152376651266629,0.052901936886321846,0.00011728646301305712,-0.031223406947592937,0.028214015422507035,-0.015536805042785228,0.03801616543831249,0.07706600377086369,-0.016881445134892255,0.0893314456451585,-0.03992639554365154
TLN1,0.006206154444758769,-0.014563961889657598,0.06850649815749137,0.05961307391997149,0.09200741955996583,-0.06558063299229845,0.03818896594540454,0.01697154699129769,0.06091007127245297,0.054319497642567556,0.10119443872516846,0.029957483262931395,-0.0033502656288581407,0.0035928390519547743,-0.010159046463066085,0.10604972706902123,-0.009167792934567605
