,UKF243,UKF260,UKF269,UKF296,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Bbulk,ZH8812bulk,ZH916T1
TNFSF14,0.022712406773942897,-0.028672679037450802,-0.02083814993099117,-0.013625873319509062,0.0019311390228603864,,-0.03945510069793776,0.030630417961604713,0.09063641405196837,0.007177303697608545
CNTN4,0.003938516523285157,-0.03252008505061765,0.049379024690495786,-9.852898424630166e-05,,,0.0070063857432975446,0.06607784430895329,-0.026867073123755275,-0.02714724244461057
INSL3,,,,,,,,0.008434851843845523,,-0.02184506265266478
BTLA,,0.03526419374476441,,0.015008553442949739,,,-0.037072260526988206,,,0.07690960370750181
MFNG,-0.04267919303690106,-0.02138226450935875,0.029464183694820584,0.009529452060355091,-0.04855092865371845,-0.1034796002714621,-0.0399514209216965,0.05397896322703355,0.05094195443958581,0.03836930444648034
ICAM1,-0.06602158157131105,0.03370302613975476,0.0449156411224367,-0.013416160452430423,0.032117282820390385,-0.035196421047256246,0.06044053490420776,-0.07190869904219675,0.05543011745520728,0.027207495905965492
PROS1,0.04929401073702848,0.05136794558431708,0.049777725733349903,-0.0023790106479987987,0.035604788034339446,-0.044905891467221556,-0.020021359705511346,-0.0009362361906775496,0.1335030095988829,-0.023191761045271566
CLCF1,0.012640780720240337,0.0701698870204302,0.023081857493733437,-0.029731941770516006,0.015102631686730966,0.005317276546411631,-0.05919052760235616,0.045628548416077545,0.02951305223753977,0.013410044498760662
PSAP,0.03759674891772881,0.06270881730133963,0.0018653793653777054,-0.014142951223516755,0.050057588816785265,0.107375349919664,0.04170776452823115,-0.057793273867332,0.1245093879337601,-0.08884292450765133
EFEMP1,0.022926592324711913,0.10990471767044978,0.009728742863597732,-0.004618055800528505,-0.09593477121628419,-0.03861414604579441,0.06603184009613813,0.0031655495095856932,0.105825286857222,-0.11525789753178838
C1QTNF1,0.05719578126600715,0.00503339144015399,0.043378027261387876,-0.021046663330406442,-0.019449803073545654,0.052110654832639866,0.001976659860009319,-0.0496994787231296,0.06586092641076317,0.026792099215388155
ALB,-0.028023968663681384,0.07543165746041346,-0.01677509453310425,0.03840397166225455,-0.00828023945182398,0.022110993877445143,-0.02642222531598276,0.0437658793458794,-0.004126909778801842,-0.008012926018678224
EFNA3,0.06750020966229879,0.05056396759165407,0.04651315434997495,0.04296945656086527,-0.08973236289281146,-0.0328100807846466,0.13858916185226144,0.0411160982078516,0.08088661417469338,0.011141448515903528
DRAXIN,-0.07039875155200911,-0.05917513144278718,0.0009999698143666321,-0.01242656026669425,0.10547124461291575,0.081536048694162,0.05611381851694585,-0.03426429743875369,0.01837913763446801,-0.0017467163377582159
RAET1L,,,,-0.014883602533214463,,,,-0.01689305851600741,,
NPTX2,0.009112317879058047,-0.049560842427356054,0.0069607170725614126,0.003567806053613673,-0.0627657593900484,,-0.05964231091852684,0.006875287817112064,0.13113149081531844,0.03498718298180562
FGF11,0.024854525769002152,0.004049710335218472,0.0005436084660672376,-0.007960161410131969,-0.044504545668020624,0.10951444445235455,0.04313054270694295,-0.030984365525090898,-0.013951364081126367,-0.027653014403221075
CD59,-0.08993039907217092,-0.007257470535980003,-0.004445914580442148,0.03021447107346692,0.04414982041164725,-0.09061754810315,0.000766287150403548,-0.05091686154855203,0.03966777778027433,-0.039953467435517274
COL9A2,-0.018086239432491467,-0.09230466472137819,-0.02054235994632141,0.044463396294938014,-0.030777141009641584,-0.04121297132186628,-0.05235769591131965,0.06410341159195712,0.045507137303628535,0.02888116705826466
DLL3,-0.04508382162400289,-0.026144318695126997,-0.006372777975536995,0.02944852377649546,0.008015135576032228,-0.16851064967620535,0.019599926636218925,0.10698075700381952,-0.04927873157341449,0.11373397871164151
FGF5,,,0.04379487645198692,,,,,,,-0.05596365183297967
LIN7C,0.009831591678761402,0.008531401142718324,0.011005425076295752,-0.042527214742354665,-0.04979740781313397,0.07685292646197195,0.07845934643672257,0.02691184591281926,-0.030630258831521956,0.07242656449673184
GDF7,0.09651803872763941,,-0.0238951240670679,0.06859844891015035,,,-0.04203845325155293,0.013137942111887346,-0.020671063231300083,0.06448207201299579
PSPN,-0.03244662701934606,0.02460593517998976,-0.04065285374133983,-0.00785997171597144,0.13475949154402722,0.07380527407257768,0.0014189329167621659,0.0021179479708180833,0.016851657036203706,0.05088580291229679
ANGPT1,-0.03350570508596888,0.04778921339346858,0.008470159272602152,0.010590760651491742,-0.0004036824607983499,0.03974143698853777,0.09116242735261887,0.004936143718691107,0.009660653110534377,0.05209300698951491
PNOC,0.030063447569534288,-0.0671770368695325,-0.02355879080328456,0.006635371442376074,,,,-0.015399746612390974,,-0.022546132620036678
L1CAM,-0.005573293293764215,0.026735440711569997,0.02888075101562309,0.035709232537742344,0.04661462821480663,0.11814867260914474,0.09010079105857009,-0.04634865905816772,-0.0022522745597511897,-0.012305286761714114
APOA1,-0.0425331562940455,-0.03063645049613615,-0.02858795490623142,0.0704882025752019,0.020645709877005647,-0.07032049462830664,0.04246249021020111,-0.020671630408233815,0.1416779472881076,0.03324650718999243
PSEN1,-0.0006117726390691008,-0.05472414564607,-0.01124039344540976,0.01832661580568876,-0.09043991716088205,0.06961783516011141,0.01911969632219222,0.049611103405871305,-0.09901660263294665,-0.0790076655205119
CALM2,-0.00028273043129387277,-0.07431443034165118,-0.00130560732884809,0.06054544172470324,-0.056143509190120275,-0.016957589632281257,-0.0938774650449749,0.045657896394682956,-0.05761384338550488,0.03608190530594217
CLEC2B,-0.000683488218687282,0.04898415974946536,0.00986061802103299,0.013802473369986858,0.021718943846912357,0.07514406875688638,0.02434684516822404,-0.04350135447694442,0.01939825366817401,0.00027577762474882103
NTNG1,0.08809007548865175,-0.03508498316143645,-0.0016731570225260119,-0.021823119708680557,0.10234283127168917,0.010659418418434569,-0.0322526600116778,0.03891797516705664,0.10748962323373931,0.008684550463557024
LRIG1,-0.01338601880261257,-0.10741473937200215,-0.02210261509339258,-0.045171632732109356,0.016104565242440402,-0.17696537550801225,0.06269336246963493,0.06790770964265168,0.11139921667346327,0.010450384170492665
CPAMD8,,0.06825734296718274,0.11272618857381297,0.0681066088439006,,0.057528812657571975,-0.007830135764314862,-0.016268854679150766,-0.04292399057992886,-0.02288942880951454
GHRL,,-0.029691145487475583,-0.02569839465720281,-0.01242656026669425,-0.05326418713372722,0.0013902713226594645,-0.04311666804040504,,-0.043060860907037174,-0.031422053350671005
NPY,-0.009595360591011586,-0.0490275554201038,0.021982524600210607,-0.06682225088586748,0.03598867405340247,,-0.0374204808582371,-0.021647930398972278,0.015244174068357659,0.06400694557715982
MMP2,-0.0396688950920913,0.00794607727242804,-0.003363452297738397,-0.009054636519102545,0.07682603366602765,0.03445865620067679,-0.06082234257569134,-0.031036205998509318,0.10721734979326678,-0.01088972638917672
PPY,,,,,,,,-0.04503621562791893,,-0.014812219256499039
ALKAL2,-0.025879521090210602,,-0.01370128047497377,0.0011787139581673517,0.10111196215596939,,-0.0229915422466139,0.03722104716010697,0.031387490237495555,0.07474190850327415
CSF1,-0.02629899113291749,0.011705051958050175,0.020213053519115478,-0.007109109361666564,0.019602578171707873,-0.1294387197903672,0.012178146797771228,-0.006554080456014601,0.042894743491797144,-0.0311764469636444
SEMA4C,0.05918720500359884,-0.0143439188672922,0.01930894916690754,-0.0077702201498634806,0.042927867901208866,-0.04732134164449875,0.020270152196824636,0.012780373032213493,-0.004297184267842791,0.0614541405934782
BMP8A,,,,,,,,,,-0.01960711963314518
ICAM2,-0.02481169578871731,-0.03387577591525983,0.03496534138785109,-0.01287915027902617,-0.04386838949854211,-0.06306960005821076,-0.02819597973381146,0.059134896475081536,0.07169630387280192,0.03482342696203169
SYTL3,0.08748520412393904,0.06816434387573304,-0.018479048612605443,0.0037944383625740396,-0.013453459285953326,0.05741844548573068,-0.017841681459608568,0.03773411087490714,-0.013509652948701432,-0.013892048037651115
IL1A,-0.03787001990539022,-0.021334259710190755,-0.03323651801185028,-0.035028755488371026,-0.03320241232167266,-0.12161616652726069,0.008826280158475898,0.05135900327013258,0.09036786669229822,0.00867263659309038
HLA-G,-0.03131437673701189,,,,-0.041948039752351486,-0.037698526867499034,,0.0007302389394190866,,
PGF,-0.01363470630647709,0.016737852479616656,-0.014831435305066623,-0.022469403564515274,-0.01695435556126175,0.20842132928994564,0.01985547056275723,0.051392171740838856,0.09193938940615257,0.03643516493182885
LGALS8,0.00817818268897306,-0.054610847106728186,0.0008637567169228045,0.03090758934981072,-0.03434066643765495,-0.06593614526389757,0.09525803407681221,0.0338543945932393,-0.018651582040089452,0.004009355280697025
DKK3,-0.038466744132853406,-0.0758299553228474,-0.038721386366551896,0.03292934263144425,-0.02388800412824514,-0.03926689447356535,-0.04235508170758075,0.0617527026630931,0.10894948675666233,0.05444664396618857
COL16A1,-0.02055499143062039,-0.07535022173749253,-0.03029307127770733,-0.03474684515022959,-0.035196438296569335,-0.0288134034509145,-0.025258356959894864,-0.018151161584591662,0.0660904213978905,0.05376395186324787
TPH1,0.017494753297659975,0.0041352918213319375,-0.014364863289257453,,0.07229375399365555,0.04445444783314509,,0.03707105976422433,0.11617195370269622,-0.014604230591387287
TNC,-0.0038911585548204695,0.08198532052738716,-0.0017613354894421185,-0.015677884798075012,0.08973923329618905,-0.09490269732366563,0.05932830284501324,-0.04928800328951281,0.11249447506307846,-0.05003747850033491
TNFSF9,0.02875657654866471,-0.0327082323908051,0.01709855638193905,-0.006656210908851046,,0.03892382849686137,0.0007613050600363851,-0.014152568435403844,0.020998497027977403,-0.03102970940585198
C4A,,,,,-0.002658054266983536,,,,-0.029165261806610592,-0.026403983067449156
CNTN2,0.09008969121509139,-0.012328616436891426,-0.007162534585194272,0.045393124498363614,-0.007654208215490108,-0.060794834690204205,-0.16584408046317098,0.08503961807227205,-0.11545757702870332,0.006994001567186106
F7,,,0.08361004347228315,,,,,,,
LUM,-0.047149872760506514,0.028764258026864303,0.03065270117810379,-0.032893432419240545,-0.006151120149144863,0.031274024376903964,0.1535202474887603,-0.000446869288437044,0.11416392363258979,-0.02637256443574479
BTC,,-0.04331209014806737,,0.02833903321496678,,-0.03954779296059906,,0.07461085599042327,0.05505644566461563,0.010005008313657578
APOC1,0.034336553533473264,0.029093788458410028,0.02370040413204578,-0.0031639619181202338,-0.08539825087284868,-0.012965692827265998,0.06176002192513776,0.002915415680947809,0.15531950509251416,-0.0424150421488946
PKM,0.03978262701403041,0.06913881062755671,-0.020084759053820754,0.07268965812655083,0.07615401520700213,0.1874274995013719,0.06306075280999608,-0.04084826241155825,0.09471055432968378,-0.042782091882913834
TNF,-0.0028755919210557415,-0.03718003031799865,0.06911424174469151,-0.002324216685957608,0.011811028405257318,-0.14989842489030575,-0.046272803892506154,-0.016893063123592924,,0.05077110250397395
GNAS,0.02969170581667521,-0.09222760865600627,0.004404672848101814,0.041632787691524197,0.014546816374422638,-0.02474723650173211,0.07501750608821464,-0.12007297414653156,0.07681065007462225,0.056922074335404985
BMP8B,-0.050002207333121995,-0.008354763166524944,-0.026821327699869862,-0.012062937963330104,-0.05943367809881973,0.03783157247502485,-0.03165206667244961,-0.001295874181769279,-0.00859846841732537,0.020288857330936758
LIPH,-0.027089201850960552,,,,-0.0419480639468554,,,0.10885294748956426,,-2.2982911879056193e-05
CCL28,-0.019799439875741776,,,-0.014267908430815166,-0.03815069807075662,,,,-0.020160150349205166,0.09379300900742203
PTPN11,0.042911801610029415,-0.02001442576599616,-0.024127915947230606,-0.05086262962111548,-0.08901327348647939,0.15089265289701104,0.028973484827942927,0.034816098472098364,-0.06240707304996448,0.0457998222155414
ADAM12,-0.05075019187733989,-0.030494379128127833,0.028512642879020035,0.02759335167819273,0.013128939036097284,-0.1290079790105884,0.030851058078526707,-0.04002661430908347,0.1194616084991497,-0.011769422130070133
EPO,0.03805440043089805,-0.018466764431896186,,,,0.028726154770217078,0.04201453321526472,0.13018446243749074,,-0.016190491121599256
EDN3,-0.006242875400605922,-0.018918413277147408,-0.02141118403682569,-0.0570251585366456,,,-0.02893984686130399,0.022389064889027963,0.05256276347237467,-0.0002451922149697426
CCL22,,,,,,,,-0.017888115076346755,0.05810060278394331,-0.025018551514773637
CCL2,-0.015112186382806602,0.0798076990431597,-0.02513870225484316,0.009293831617551707,-0.052066933880933856,-0.14212294436373593,0.050972670399927186,-0.029056600795759578,0.07083009636419461,-0.04292023317309078
DSCAM,-0.017100444138850302,-0.06934165622650401,0.02311671850092656,0.019026189924458054,-0.023487740531648732,0.02938471083180785,-0.06192544629623211,0.06292932533051875,0.0012182103315563394,0.10091949305435026
ANG,-0.019937473712854484,0.041530003117922605,-0.030806563444098146,0.0062051244934232,0.11496495140111013,-0.006388529550764779,0.08073773763635766,0.01616276211957614,0.07858517463984116,0.016946735688103398
FBLN2,-0.03241350470417516,-0.003467485534849528,0.0010278005623810113,-0.020777383161697496,0.02234113473591434,,-0.05211041524268314,0.020302789132333236,0.11975273993791496,0.040102612034614474
VTN,-0.025631564844577383,-0.018618427579744704,0.05504677488231454,-0.019025790867495087,0.15279927999986365,-0.00995805249582479,,-0.013754808656727405,,-0.026403988549232465
VEGFA,0.04029429220942446,0.09481824729456954,-0.0034449838744664073,0.020740010022547217,0.039133540212590086,0.19715345902314615,0.0880188486517647,-0.029075318602567894,0.06927004100930811,-0.028691030977222604
F10,,-0.017371307999527505,0.0001330880557706014,-0.036519476097978884,,0.03340984463275133,,0.012758435056036415,-0.021651248221251217,-0.028584226811363498
SERPINA1,0.024907898588752496,0.04493142467760313,-0.04067641447147171,0.017559146727464402,0.023208834381232134,0.01953480215806528,-0.020196501103186465,-0.08627439433293081,0.07105951749429283,-0.07151189067023686
VWF,0.009913903118556937,-0.0695806746318367,-0.003128751596984751,-0.03330720954389188,0.02449517640036351,-0.0465961663114859,-0.04565622622814136,0.02220539055102682,0.10551007764442469,0.014775636572143837
GDNF,,,,,,-0.03913265031566699,-0.03225265100585208,-0.02176968059075637,,
VASP,-0.010058888570947671,0.013191299257882576,-0.02717912663990735,-0.027003906488771497,0.018424067880153314,0.03182285497991947,0.008639557255294462,0.012688429042900547,0.0839284883989656,0.02746125434671008
ADAM15,-0.03999815953849168,0.03327642678695736,-0.024863246233238056,0.031232324149123917,0.0729028351638803,0.015888477392040908,-0.08714604828788745,-0.045166075434939175,0.010461976992290402,-0.0028863670547202235
WNT2,-0.023022427750577362,-0.014960879061551696,0.01819819030349002,0.07330313597894227,-0.046446993823679276,,,-0.02008999215968112,,-0.028528048906173376
CALCB,0.025437576110086443,0.06270725913169799,-0.013357913196924392,,,,,0.08202707166367984,,
OLFM2,0.016159156357425267,-0.009292137021331607,-0.013470536740980643,-0.005077985326483757,-0.11143692876878993,-0.12180846828627681,0.0767883739711032,0.010706549747554967,0.07452838590180787,0.06188726873715869
MFAP2,-0.030892870976743265,0.029286369699412076,0.028647369846728027,-0.015724047523826282,-0.03425925029281905,-0.01445765178515437,-0.010529254314698602,0.0320865098410544,0.10090287120357277,2.998747599950284e-05
HLA-C,-0.07381665356823737,0.043282518828117164,-0.007203024034961338,-0.03298723364411375,0.06134372504053337,-0.029592569150086893,0.011980718995692958,-0.020122777471337675,0.12641177914303778,-0.013124713760245228
THBS1,0.041174113051690046,0.03902135709387044,0.11009354033085225,0.03228965865703592,-0.09078551301878542,-0.0403337976787837,0.002897712888500987,-0.027986510509580384,0.18136137139864367,-0.09893249783020415
HSPA4,-0.026630922621545546,0.06767927010501076,0.010929381933460885,-0.018411371693399754,0.02515842649996712,0.005899898886354217,-0.006521054290888573,0.009563090276136171,0.010126338905528508,0.013111869201903678
LMAN1,0.07712297487997784,0.07478144932410032,-0.013608507717531092,-0.0008536657046766722,0.01613575759899538,0.18153342030030484,0.008007834737025168,-0.03858645121553574,0.04302537178818606,-0.004023008611852994
LYPD3,,0.060050667549957706,-0.020721910812573394,0.027764114359889677,-0.023242874468177948,-0.0385216437515481,-0.04108548132883396,0.043227185034329756,,0.0597431705094201
APOE,-0.013295235409639092,-0.07889926546590928,-0.004499224361932285,-0.026051238528238516,-0.06947992884096311,-0.129235376658172,-0.014631995587634594,-0.026879372422938533,0.05279864637035118,-0.011670506993903516
SOSTDC1,0.17318922337689244,-0.023243742202210222,-0.037024784292684444,0.0011134405304729683,,,,-0.025031564297595666,,-0.026999983792910805
ANXA1,0.04528764133380387,0.11236080413951187,-0.01131205424165948,-0.0591710825860309,0.016310165719521597,-0.10193606269899291,0.04013792523892606,-0.010656613310756784,-0.00013043297087266974,-0.06531124690798802
WNT2B,-0.044001557862250844,-0.026740346786017968,0.04186185447063599,0.028225774610355133,-0.05063209002368178,0.08496517741860306,0.06932661820519043,0.013605903291091351,0.02176137075693388,0.009501193508680015
AMH,0.06790399032837875,0.04207032319489137,0.028602486921679975,-0.016048005113833207,,-0.01296206925693908,0.17992190342855435,-0.03945593169048189,0.15382344659724842,-0.05622867700957859
GDF10,-0.022468056200077986,-0.02561978580216414,-0.002727425574401185,0.08297329347135408,0.022762226229394552,-0.07221311086789756,,0.08274907875271574,-0.02544437058545007,0.039042587920240054
EFNB3,-0.008658552254005575,-0.02518207071649614,0.05391411186649653,-0.027088208202200446,0.04239107505530189,0.044896445899637115,0.03643997322068832,0.022900639026281523,0.06385288395608858,0.1268833043680408
LTB,0.05959568081112827,-0.02651938718782059,-0.021860289218412057,-0.032204664535611556,-0.048075171445616585,0.030876106038689583,0.03031286359101136,0.02644199041884689,0.05696699402062979,0.06599370296851688
ANGPT2,-0.02803167701355195,-0.07276932999749887,-0.01135588985452998,-0.05978520896007293,-6.480412976521622e-05,-0.04961635165404607,0.030964066333494935,0.056789061748606005,0.06487307351672807,0.04994909474917611
NRTN,,,,,,,-0.03303413748298699,,-0.00584822469607686,
ADAM17,-0.020624957845801005,-0.026355658272116493,-0.008621195872862756,0.0008413428825115734,0.037578098931669995,-0.027428163016575434,-0.03427162359145738,-0.016526331999758732,0.06453403267387094,0.005567765323523814
LRPAP1,0.025809985774239947,0.037319095973031687,-0.03658617137443407,0.07107393458054276,0.12901481347416616,-0.0074030931273638715,0.013013286147495376,0.05718820026000704,0.09941033083573003,0.036725898187784246
NID1,-0.08437574078867521,-0.06897538968314462,0.0015895296565750796,-0.0038842115653377196,-0.023243103850154025,-0.05602236302099712,0.0023104628650674943,-0.020163581404738798,0.0946059200376689,-0.024873128789669723
MST1,-0.013700422621426503,-0.0662372689698425,0.020978801203118815,0.002336572116111285,0.02946387934767153,0.022254253977838798,-0.018393509394539646,0.09165918341514719,0.0774389501942761,0.10477203074615923
IL13,,,0.04249627519060255,,0.07730519458622075,,,,,
DCN,-0.07730235438277505,-0.030794707124558045,0.015387957507507051,-0.03422198390438179,-0.03653429922450405,-0.03500038303827286,-0.020183477838605572,-0.0007495459953279699,0.06962161090195786,-0.029568968868051725
IGFL2,,,,,,,,-0.019381564306828525,,-0.020683472514976396
COL7A1,-0.04062576007878224,0.033827293649835145,-0.046864212324900116,0.0502689289153236,0.06253348176748838,0.16538413367174182,-0.022123698155946947,-0.0324089494185237,0.030906603445496436,0.003191190420011222
CALR,0.002638076423664105,0.0769410363553069,-0.009292290064364344,-0.07807737596587556,0.0786236980592273,0.017245167445530278,0.00800603496597432,-0.06455508431148836,0.06900999555406304,-0.004831486689761766
PIGA,0.09805308378709894,-0.047929722917330844,-0.007747986274832721,-0.00833356232729936,0.03718671575442684,0.002797372394655709,0.026160333165265684,0.012040164400262069,-0.004938675717181573,-0.013700656703040194
CD200,0.04222601749029956,0.02829641022953244,0.024128103641369372,0.025240956014750463,0.04039266652718142,0.018544937478779458,0.0036195209089757365,-0.0014339424325835052,0.06387737604253835,0.09040376790290545
GRP,,,,0.02428188042232647,,,,-0.018272032218348486,0.06068194766571826,-0.019211062204180087
CDH1,,,0.018014630707321597,,-0.05195598824500267,-0.008634922921805774,0.027298422730443018,0.0334280251597054,0.14183055465930403,0.04463272228607155
LPL,-0.044607069037615216,-0.057025846618754,0.004231159132700668,-0.022597610058844992,-0.06930644872458577,-0.05731373790895332,-0.048300855095788936,0.14178135652942067,0.1287684677640314,0.10192364372893557
SEMA5A,-0.0524132285245134,-0.05636711042500319,-0.015345121600673008,0.016380143108727995,0.05475890491338545,-0.09983794353927379,0.03535948912034317,0.03996392474416478,0.09511514325050127,0.06676327660273815
SEMA7A,0.001220158996892204,-0.06082861288838334,0.00550252933099911,0.04220625806233758,0.035625457383186586,0.059938949970472236,-0.01640634647113426,-0.006672087869564074,0.03849149080183054,0.010543581061709145
SEMA4G,0.06626597814575517,0.03460425881607122,-0.025489590245505074,0.015788548708339307,0.06529483296665005,0.10764292556140213,-0.011494218689385608,0.07094536200228993,0.07291664807300881,-0.01846942414872151
SEMA3B,0.03150697430275255,-0.053777516741458274,-0.020752523463527944,0.00878515883916603,-0.01671452203206542,-0.1301384093800489,-0.0282737220666792,0.0057904556940826,-0.131218178012906,-0.022393193256809923
RPH3A,0.027561616505726277,-0.049170369959453314,0.012956395231614508,0.04510630954859924,0.046951939399569965,,0.0033781916338355565,0.05290211840303082,-0.026170969743275856,-0.02691225920172335
JAG2,-0.006393430009078639,-0.03718754796143231,-0.008064355085549126,0.014271264097460754,-0.10154295391934029,-0.04070844876052919,-0.00034681641842565167,0.07387329226653931,0.12977232879270684,-0.007369186882415794
CGN,-0.01946402347532334,-0.029265179723195,-0.02475554703224858,-0.01503379743200322,0.01131156896276928,0.02174947237649503,0.06325928190954756,0.07338404465177717,0.10283430064029775,0.07268336386132421
GDF15,0.04565453065155083,0.04218838853377801,0.014507671554388098,,-0.0077890420552373255,0.06480364826467298,0.02031875102892848,0.006915331533559564,0.06696597058733374,0.026827227810004108
SEMA4F,-0.02279426108701123,-0.02210179849772384,-0.006787157294637827,0.05797542270456079,0.03627715568968093,-0.0930153359675658,0.0034377938142507915,0.02764244897465158,0.08810075089584009,-0.04790885332343562
NXPH1,0.010333560576002763,-0.024076043800729044,0.02269217232292142,0.010217579390143337,-0.07645907156878998,0.025775995814906236,-0.024753494928510613,0.038434152238762405,0.018629542931369703,0.09301152314601431
ARF1,0.06499009683225264,0.015331245438179469,-0.009371110554800593,0.040560830901356065,-0.028311167632780812,0.07948670010291463,-0.04752998728674737,0.024602020999603836,0.03236780949481524,0.004379805372114312
DSC3,,,,,,,,,,0.08639839962458887
EBI3,-0.04653176265349083,0.0565527678046284,-0.014638469586810402,-0.026442868053040303,0.019179160354519404,-0.04089002985571146,0.019890527327673137,0.011759248889026366,-0.007953717833476039,0.028728463092831353
TIMP1,-0.09845982336991618,0.031358899395339236,0.0013711155631480378,-0.01766054906454044,0.0444104572530504,0.02640213557002479,-0.03290215487449022,-0.09981741343187679,0.15587680964668035,-0.042965875244040753
SEMA3C,0.050191548745083726,-0.032045578128262905,-0.029563501815930864,0.035254220650102155,0.0691286336642738,-0.03502168340668042,-0.009539649497305219,-0.034231753100483285,-0.003996367382684984,0.053189003034098487
GNRH2,,,,,,,,,,-0.017544609029647315
GAS6,0.03153323501657121,-0.042745752739543626,0.006095306437690106,0.04610267248059876,0.03454921856078808,0.16221119327265895,0.03713916771595097,-0.02559759247339175,0.07704986631509012,0.0075869799112283556
MEPE,-0.023295146643477992,-0.03499576045205638,-0.02129763295013698,0.07347337176545175,,,,-0.027844014977336014,,-0.02237270517804575
SERPINE1,-0.027079480166527427,0.07836533587420484,-0.01393502723842682,-0.017096427244173047,-0.01796958678491686,0.2126662809781602,0.02683174425627868,-0.05254329219786993,0.09513844652637397,-0.02097665958735084
RSPO2,0.010876089898431146,-0.030590754514934333,-0.042397573387925096,0.06985551895148401,,,,-0.026232701171871688,0.08654882639561401,0.04200657255064065
SHBG,-0.03214359488685929,-0.014375284552440765,-0.028677376805366403,-0.02436545542862315,-0.03582815664111869,-0.04261944074893425,0.04347861145029757,0.043743723179822225,0.05603456542531478,-0.033944296556843966
LGALS3BP,-0.01651362274665982,-0.016286500406228935,-0.016681103883041726,-0.013131664462598346,0.09821299156222194,-0.0711490296291379,-0.0056246389673671755,-0.04664480381073605,0.10547551772460342,-0.09106287570753668
LAMB1,0.026621411702099838,0.0477086321575331,0.014250168897839281,-0.0206924678321529,-0.0608870579698185,-0.05382426642198105,0.0626840578898253,-0.026666434420586017,0.13678894771297917,0.00791133775024914
SPTBN2,0.012462512936345704,-0.06250136295461811,0.01918156183014769,0.002651847221114731,-0.005389819793541286,0.10938861059360107,-0.010956706397697568,0.03134553860464197,0.07686272019292287,0.04985537994126622
COL1A2,-0.03966450146095906,-0.033458785747487965,0.016319930444395152,-0.02505036858658582,-0.022345255314136694,0.10579068056932678,-0.0138235045305033,-0.028935006359575306,0.15622816551972418,-0.08534520718413638
DEFB1,,-0.015144935935264855,,,,,,,,-0.034672665452003905
CEACAM16,,,,,0.056772721457190395,,,,,
WNT11,,,-0.013183081345094248,-0.02934131307932811,,,,0.11877902603092431,,-0.021486815096745795
LGALS1,-0.027823067471868378,0.05664032323620384,0.04549540033542307,0.017571362471879255,-0.002496068626250506,0.260866771280239,0.03575451088267827,-0.07597531779887387,0.07706277428529187,0.004652515101150591
BCAN,-0.059229718145366206,-0.11723939680312773,0.009376882841605132,0.01780286515847166,0.06228676669537862,-0.3070020091187409,-0.025897515219782643,0.09846222231257647,0.05875284751883473,0.07110807045144187
ANOS1,0.001320612857897502,-0.04762653887527825,0.055452896012000825,-0.012288553414263891,0.06404378365810241,-0.19208035039490373,-0.0054849158492887885,0.07485855441766186,0.03722162012026714,0.04052639203639364
EDA,0.04853156542454504,0.038701195807321474,-0.01576252732507023,-0.03319107703846107,-0.050171655865032964,0.029104142524325517,-0.04159579061259812,0.04155354597253532,-0.023261720339290946,-0.046305935358684915
FGF22,0.03287248337278274,-0.005416239948526946,-0.012084028683910165,0.015542133887506101,,,-0.0035249097537395214,-0.0184612099453922,-0.027261641191884445,0.0656782652368132
SHANK1,,,-0.011497185806958516,0.004251689158456652,,,0.04445255289541696,0.010940946874058008,,-0.013851276463136301
NPVF,,,,,,,,-0.01668742177394498,,
RAET1G,,,,,,,,,,-0.020187800365409604
TGFB1,-0.07188879555174421,-0.02845686613592068,0.002597253516477218,-0.03400874477688467,-0.011864380619826623,0.0016124366932045028,0.07822760875176264,-0.05586314737274541,0.06611880734445086,-0.027450015960848017
MSTN,-0.03335534808286228,-0.03420783459239864,0.05417957133164765,-0.00981494011024362,0.09596891636088548,0.019140671958630284,-0.028982063376288534,-0.010760173220073613,0.056768088307249547,-0.01623821633135932
WNT4,-0.025631561601281907,-0.02421806379473726,-0.01370128373497976,-0.02780174526762469,,,-0.03303413042957752,-0.0002765889335521797,0.15579923798721423,0.016617170497954338
TNFSF4,0.02437198041877305,0.0322512194036796,-0.003362764582068101,0.001379466115963806,0.0052867885539199045,-0.007470320485899814,-0.03831560504686525,-0.040369627982797585,0.20152603215718162,0.06919110389604229
NTN1,-0.05604362524106884,-0.04769055820784472,0.01206357179035013,-0.015122422587723327,-0.025799643360955363,-0.025553521502570616,-0.034991998529176505,0.06784835873028568,0.07609135947568257,-0.0337947804943759
CXCL12,-0.027104660075117245,-0.010910750301207264,-0.027171923040773704,-0.008230135296873699,-0.021795634061214528,-0.0441915859109938,0.012601051658206597,-0.002817384872235276,-0.06123870115940772,-0.03415025410238702
GNRH1,0.052427164178191446,-0.027716585574766438,0.027138217960378012,0.08442300435516134,0.014915943594090453,-0.07923333554882624,0.04238272914686353,-0.025581217193114143,-0.019901657032782034,0.008505157546969209
FGF8,,,,,,,,-0.02303346137408435,,
RIMS1,0.00669523363475138,-0.014450578599898022,-0.04484434692404407,0.021630446958861512,,0.10007140634076908,0.013503940721976188,0.01922147195107976,-0.018143645779965606,-0.03491285855628994
