,UKF251,UKF259,UKF260,UKF296,ZH1019T1,ZH1019inf
LIPC,-0.019572364629250293,-0.020622767158293264,0.05176915709695374,,0.02066457444035505,0.009047531283245239
COL8A1,0.0333765584720759,0.014166299981050269,0.007182486894451133,-0.011452213557008298,0.012639062046595411,-0.024982848982308008
GSTM2,0.01900289097351736,0.04556159780898362,-0.040761478785762834,0.01159958118701982,-0.05074486435927688,-0.02834543102681982
SPX,-0.005779114605565903,0.0008617297939166991,0.025046995016954794,-0.023915564491433658,,-0.04316850298140614
MFGE8,0.014137874229249812,-0.013788166441628148,-0.004088881529244792,0.031605199020021076,-0.00457285620010155,-0.04769937385920561
TGFA,-0.017399689566739263,-0.04265404475546647,0.03754194259332541,-0.008827905728287502,0.10234028799903742,0.054309638364865555
SLIT2,0.01560008387827045,-0.023906907676839024,-0.028127825242801753,-0.016450481003086152,0.07827799389440333,0.06181871892640402
PLTP,0.014016078161272576,-0.039709240412614775,0.022885731456549267,-0.008798944843448047,-0.002615257140453536,0.021273362105101012
APOD,-0.0356156755939901,-0.04861071275904165,0.03427742953167528,-0.0017129296767509706,0.10093089622050794,-0.04785421501063421
B2M,-0.02468527113281752,-0.009125786109414594,0.01593504915396113,0.07307001225322637,-0.010725965370796533,-0.021168257716516085
OMG,0.0117519451187127,-0.07270986854392882,-0.02200558016693206,0.007699543990310102,0.014164821481305217,-0.030084164332829184
CXCL3,0.02372902031118834,0.02758142537530145,-0.03648788775707036,-0.013768053212050676,,
CXCL10,-0.010109710827815347,0.07025463723107894,-0.020361202349617226,0.0345049167264648,-0.05403578512571172,-0.04278829965092704
RSPO3,,-0.013326838172202905,-0.02013061726502183,-0.03343301304062199,,
CORT,0.0326022861058674,0.08327959926010958,0.05030169865278793,-0.019905652513382343,,
NCAN,0.013622282304654384,-0.04882451608026856,0.014172551943574804,0.018787585982156654,0.10167795969918701,0.0030880219579200174
PRG4,,-0.013153014556369372,0.08752302351778976,,,
ZG16B,-0.015648719882089275,0.060229562019244856,,,,-0.029450185036116624
TGM2,0.04143508261363099,-0.0012971012581612866,-0.02766811373382336,0.014490039998066112,0.053778863040521104,-0.001427018170234859
VEGFC,-0.003911293393752873,0.024741027382687106,0.012147613314531226,-0.024876600067176322,0.011580964653124776,-0.03817328870317983
WNT6,0.007938927106390962,0.1078959246622872,0.016394284100059425,,,-0.02800712942690737
NRG4,,-0.01600782041123642,0.06729480728772198,0.0228560891858405,0.03965290161719945,
PMCH,,-0.022180394718050687,,,,
COL9A1,-0.035944602781476716,-0.016719000077133214,0.03301883084668324,0.01640411210744971,-0.05252691489920231,0.017367535214301136
GDF11,0.02040317059608777,0.03980012501942788,0.03263709360225426,0.009474468698380372,0.031147765033720652,-5.126073744513703e-05
SORBS1,0.0024023444359227136,0.007292196183850504,-0.021893082001810022,0.014252136349198545,0.013203851189157467,0.0463111365949452
DLL1,-0.009465560097697898,-0.02864264117263392,-0.028465761947448803,0.019091970379524318,-0.005232269798391117,0.0019055770764910614
TLN1,-0.059983939167605006,-0.016372011757827046,-0.004956983758091198,0.02516925017211451,-0.03821902479742906,-0.0003055909154039459
COL2A1,,,-0.012873397118570553,,,
SHH,,-0.013668141665783099,-0.009446543434518388,0.06287583430514633,,
PON2,-0.04380467064802627,-0.0698620818450357,0.013622963614645555,0.0137042469158588,0.1040885967227884,0.09212968160283434
ICAM5,-0.018628565927425234,-0.021302768898604045,-0.03414017596277608,-0.025200383032078656,,
HPX,,-0.024465275854824498,0.015219216336231174,-0.012869882444340754,-0.04883038717416612,0.049327600495495456
SFRP2,,-0.01556653214272392,,-0.00956947806821089,,0.05244290925431829
CD70,,-0.015804090554601868,,,-0.015313959551962813,
HP,,0.01229036284193988,-0.04099290680830579,-0.031158483288366203,0.01147158808582288,0.02083754123295196
CXCL2,0.06410756488397265,0.01675984557266747,-0.023919015330952833,-0.017885984871453403,-0.03697866541186411,
NPPB,,0.07285284440744204,,,,
CCK,-0.017191494657002444,0.008615302510847052,0.020820296989088622,-0.0046108002739063065,,-0.03665439534591896
SEMA6A,0.015181525521913396,-0.05497649587282555,0.02347997417309707,0.01628546271771551,0.08220820895196376,0.07265565239515628
IRAK4,0.04334746565741127,-0.06679537495654732,-0.03600630064357969,0.011719430427447766,0.09588984934632477,0.09301344596133546
GSTP1,-0.0257187347494758,-0.004892287602558335,-0.009421682706790818,0.04902239619496173,0.02566560916800497,-0.013525137046698757
VCAM1,0.009826507643826202,-0.0031599629435379423,0.00535146565857236,0.025699389543152023,-0.024944792389867826,0.09458615638667317
NXPH3,0.01704623759891113,0.012670093067576257,-0.0005577917188437755,0.02847814423291058,0.02253637598363062,0.07448926678056578
MTMR4,0.0727866093734753,0.019566728727824258,0.084438873950696,0.03376130086498006,-0.019610805600974206,-0.020204014635725055
LAMC2,,0.09533468609393794,,,-0.010574887069905161,
IL10,0.04122989048601528,-0.02596828341251337,-0.039905653450131064,,0.0648582280144323,0.020172085171365352
SEMA4D,-0.04807860787325442,0.009187612662879478,0.01955666841519938,0.01395309436542616,0.031203993492815642,-0.0018300211420165056
TRH,,0.004188421876923845,-0.012668398779605584,,,
SEMA6D,0.08416526693057544,-0.0164794544184858,0.009632931780324481,0.002133670208307943,0.10056631545281763,-0.02394256608074404
CEL,,,0.03365827595486446,,-0.0664383805942263,-0.040713351885955776
PDCD1LG2,-0.03736047028711801,0.011981864018430623,-0.028167086645215382,0.02395269938576147,-0.01370339897368996,-0.0009213944788022053
SPINT1,0.041525178324660995,-0.02977877147242335,-0.021724665969162445,-0.0210322193556494,0.06962533432425344,-0.02906547004248243
CTHRC1,-0.00668613015581865,0.04314534203205484,0.01629002003540287,-0.0163530883606189,0.08513458833612368,0.06533379444271055
PODXL,0.018998644783350845,-0.015795878738440617,-0.032593066119671006,0.0009741459463138651,-0.10346929181268041,-0.037876933309004324
JAM3,0.0029583288308998993,0.0012515687553767926,-0.040450881541673346,-0.020261258215923464,0.09502132729103233,-0.03068993719015708
TGFB2,-0.015859324093108685,-0.011411441980734325,-0.05215128766889136,-0.05519161373620596,-0.028488948739786697,-0.0003257686874535331
COL18A1,0.056735527034550155,-0.0010092845969950682,0.038441595129850875,0.005799019521570056,-0.04893932618893014,-0.047170846303196734
NODAL,-0.013938851453280696,-0.026918150500595147,0.029921412147694622,,-0.0007140742101768705,-0.019710955646936163
INHBB,-0.027188940552542607,0.027715086258355864,-0.011490848742665023,0.02999153630719893,-0.056803204296863925,0.061893216826508765
ARF4,-0.046615388095686223,0.052392485939323115,0.003358389405861207,-0.06187085966220258,-0.017846158464554715,0.04659057130825922
CXCL14,0.022824494302335754,0.014354372319897467,0.01745422940690295,0.017508960429489764,-0.0369585850889784,0.007863547529997296
LIF,-0.017638816912071736,-0.002606902899895429,-0.0003588453906095697,0.06003374706537151,-0.016604634719890706,0.04661886223026096
IL17B,,,,,-0.0358419326155112,
MMP1,,,-0.012668396016030932,,,
MATN1,,,,,-0.015752363110393186,
ADAM28,0.001195064242210566,-0.02019677309279275,0.0820718700427837,0.06546209797363176,0.07820629745678288,-0.04683125572232017
TCN2,0.013700631455888615,-0.008563143398414822,0.034908998665142986,-0.014144836457178083,-0.03109367514647515,0.04749031332996456
THPO,,-0.017232114536463526,,0.0021564216113875508,0.06402442868502625,-0.030377228767227683
CUBN,-0.023982592715840485,-0.010706888739938079,-0.031816907776273363,-0.00904223259697659,0.04913006677710961,0.024723111024964432
TIMP3,0.01171325804702659,0.0030012591549181695,0.011163694304805332,0.04588686795092409,-0.03686977852963323,0.0013834225998749687
PIGF,-0.013902448713451549,0.009191012138221186,-0.022683995636525994,-0.002801994056375249,-0.04753238253473073,0.11697202712503031
CRH,-0.017493221819411587,0.09823100575310581,-0.012873399480631927,-0.008386710686355643,,
BDNF,-0.015648716899309585,0.008249941618780524,0.024694596835819035,0.05394518974339102,,
CCL5,-0.010548068863590696,0.05121406532175612,-0.04259351565351237,0.025516016224092063,-0.047431798452421944,0.032160561470553815
GAD1,-0.000701353890970706,-0.009359205775420315,0.004329644544335838,-0.015894684212772296,-0.041249765737135305,0.07088134554510747
COL14A1,0.08316618787780343,-0.0048637270304838515,0.01686185572341435,-0.02079654161129086,0.0659544547335993,0.005517286217635219
HLA-A,-0.013838364141570296,0.05080503317801497,0.004106683140708503,0.10062847345751057,-0.03528393489901812,-0.022824919304048345
CD5L,-0.010968988019624034,,,,,-0.01370653409502879
FGF18,,0.03405682187529281,-0.017564597048852337,,,
ADM,-0.03415765264677427,0.032152418435252954,-0.02385203026499731,0.004357684541951795,-0.1105443527247516,0.03104572349236453
CCL15,,,,-0.04529940505316483,,
GNAI2,-0.0621904599853477,0.0004843075195543231,-0.012773324027535135,0.054103500116856704,0.09042586144771822,0.05175824141870632
HDC,,,,0.04067211665211917,-0.04469763867792264,
COL11A1,0.024771082483998643,0.048368119615008406,0.03545156542174172,-0.015944469502093373,,-0.02680877078150766
NUCB2,-0.013228556254312381,0.010661886702132285,-0.015720067673598598,0.09071889641420645,0.13174666259958845,0.06033209889403336
CXCL1,-0.0016350307272816227,-0.04054870254068638,-0.0022978435588872975,0.025280594323260956,-0.0667077653719746,
VCAN,0.01881699746081077,-0.06848551644236238,-0.021012012999071412,-0.0030089269849304908,0.015292226850743468,-0.008090333106680088
MMP7,,-0.02435091341644829,,-0.01708119164083881,,
PTPN6,0.0625209978069946,0.017034053748401265,-0.05173927643786734,0.030696067128661624,-0.08311647211973801,-0.03484738626127866
PTGS2,-0.016747709462080655,0.05226100828905195,-0.0002977433341452604,0.04021703029733941,-0.035305471311607696,0.05870831991079118
XCL1,,-0.013326840415136754,-0.01347053069402591,,,
CD58,0.0353019716235535,0.029416317234503556,0.06048818849808734,-0.03193450298784911,-0.0031647226055430276,0.08217761910122975
TNFSF14,-0.01957236473359172,0.01172103403173127,-0.017984708179606762,0.06556819715937574,,-0.04141466242885871
CNTN4,0.06999313243116022,0.02624396195179084,0.039700626056162217,0.046649901688944964,,0.04738098819325193
NTF4,,-0.016857869511629674,,,,
INSL3,,-0.012248528903601312,,,,
BTLA,,-0.019442137752555263,-0.014043476681145698,-0.01802148479937143,,0.2038148512269795
MFNG,0.0612584072495825,-0.02063890003858917,0.08266343638635966,0.07409117835855344,0.0869323530818507,0.026944584498596155
ICAM1,0.05011061243440277,-0.015150613834002772,-0.02774733697992188,0.013170075941991806,-0.0035213936767782175,0.017091533560118933
PROS1,0.014000731450363676,-0.0021461613433616184,0.00542372108555361,-0.0032195621841212435,-0.040116627601229964,0.11449624704473262
CLCF1,0.03884889379228923,0.08669385921265185,-0.06736835996132622,-0.030521017885944263,0.014217823041401734,-0.05176781905792775
PSAP,0.010639560528761853,-0.006115798819469466,-0.023435852500587686,0.02003331761065559,0.05064967328295336,0.03046924630192572
EFEMP1,0.014008156627704074,-0.012157068914085897,-0.016723644814951994,-0.03192198627379296,-0.08032594861163106,0.01144137174846962
C1QTNF1,-0.05062004756977007,-0.0009679084257545942,0.015380552458632388,-0.02216608593676318,-0.025087843466867522,0.016644175882632197
ALB,0.051151243139116266,-0.021745514373288723,-0.022117526744867586,-0.016028231993999734,-0.05014637017305802,0.07186473994515628
EFNA3,-0.024010305671336846,0.07166587345087524,-0.0024707010517201083,0.05291554603874316,-0.000897937234795405,0.04743647818941887
DRAXIN,0.006735711670233684,-0.045138020460001205,-0.027412649606530552,-0.012869883756394408,-0.06519842026957187,-0.07064575547938653
RAET1L,,,,-0.015414582182668984,,
NPTX2,-0.020724900224015977,0.015525388200084735,0.0002022606321666801,0.02481476118280772,,0.1042034015318866
FGF11,0.06991702654276101,0.05315039875554153,0.05130709931341357,-0.029170837104872088,-0.04339085049131028,0.009822876300830655
CD59,0.01944131194640634,-0.02691695378846941,-0.030673379181494088,-0.014243214266371368,0.06626976698381289,-0.05771015042051525
COL9A2,-0.028433392332585607,-0.032772058606767185,0.05742048475613174,0.07311762090083451,0.01286222990164113,-8.96650833129481e-05
DLL3,-0.01829125423080464,-0.09427069990202858,-0.019644745555827733,-0.002517475071586276,0.02139622330481526,0.06479105958025308
LIN7C,-0.005551307337246387,-0.020057727150881957,0.0786371447317383,-0.02435774398871368,0.008337953427989202,-0.007028720682985617
GDF7,-0.016440721396175667,0.0761351686098112,,-0.014111982328434485,,0.036148538882423295
PSPN,-0.018778663074767703,-0.029037930438486865,0.054623334200206076,-0.009111545282821515,0.06634805786639733,0.018798578252017157
ANGPT1,-0.004004927674882573,0.01996373197299867,0.040827965811167446,-0.01719282229503587,0.04228887832977908,-0.046391408188893125
PNOC,0.039392445395278454,0.03205600681135026,0.001867888748188203,0.03709973606756839,,
L1CAM,-0.02257005921922436,-0.04284984875053584,-0.06520008882095901,0.027798296728277314,0.041278594090848976,0.05545694436255539
APOA1,0.03541415059749177,-0.019075060034042846,0.05100472988980354,0.0019768082220631726,-0.01571036864821006,-0.028288747524405234
PSEN1,0.026513615886425333,-0.025537636979564498,0.0016179288431146294,0.029826473976524995,0.05045494369729697,0.03394823705551211
CALM2,0.0003038939429044148,-0.016793459627016425,0.003778600735094924,-0.01717102308548261,0.023755467195883503,-0.003339420518560564
CLEC2B,0.026362117073093376,0.01735546442513162,-0.01793788703551892,0.0006999910427719163,-0.11886838902264751,0.016658602170611866
NTNG1,-0.019620322022802103,0.002046400818785409,0.07642210357209453,-0.03207265009994878,-0.03467222025037633,0.16265075262046125
LRIG1,0.028903570788090523,-0.07693644002648733,0.007219363924718905,-0.0002538043047222173,0.05664773605193839,0.03138555241939943
CPAMD8,,-0.014487824115143365,-0.01710303494149246,0.01787690858430182,0.03973353624095936,0.06612826068165242
GHRL,-0.02085327954608972,-0.03864408941256768,0.08752932504358582,-0.012869883756394408,-0.056916976539639834,-0.01171865423485309
NPY,0.043524609823558574,0.019287481584338313,-0.012228346680803656,0.0447216077371905,,-0.039278991949207254
MMP2,0.012620182795140359,0.01049139921769261,0.038704961129245825,-0.00021047238946327097,-0.07359397297780346,0.014124752578576566
LHB,,-0.012617800680013018,,,,
PPY,,0.05795006884561623,,,,
ALKAL2,-0.01319637257235422,-0.012434483716522959,,-0.01661265904010672,,0.15678225689686326
CSF1,-0.0029034055287083874,-0.045083137474656,0.049071413467578776,-0.006762229683661344,0.058565475731096814,0.07504621277809088
SEMA4C,-0.057474755964391194,0.020406547991403078,0.04379443234712423,0.04899965022485384,0.09929457679109513,-0.06362108691903683
ICAM2,0.0384044567997466,0.007988864551111629,0.06206779577558014,-0.006615173480994892,0.0345747007514047,0.004407301447977729
SYTL3,-0.03303096456971595,0.009517319632811338,0.02124617471349813,-0.01898096070090737,0.09303031420666402,0.03197959504407104
IL1A,-0.0018151618486657408,-0.044824824460759305,0.04081467976971363,0.0137836225880762,0.11000761109692513,0.013508745089535848
HLA-G,,-0.013326839211611135,,,0.01161148214463908,
PGF,0.006310275663848022,-0.030340105244962244,-0.02051904327854214,0.05121581595654643,-0.07349806186161242,-0.0338392986928179
LGALS8,-0.0067252141581342,-0.04338061760377936,0.014839009782002307,-0.054821516952809034,0.0832532142687218,0.10071429999163366
DKK3,-0.038714623501933734,0.02110638390541628,0.06333057735571022,-0.005192981540605163,0.122849017328025,-0.021719845864586584
COL16A1,0.0007363847861020017,0.0007414454727113677,-0.011030828074242214,-0.04852423136465847,-0.01549555037825267,0.01041531381418153
TPH1,,0.026442520130527735,-0.016788845919049843,,0.06045658006561324,
TNC,-0.012974804440415901,0.07512434680786693,0.013415581419390959,-0.023585138815357384,0.06081948220255511,0.05885639971507866
TNFSF9,-0.022067343383375643,0.005236398240012608,0.004130578370116362,-0.02149659256216787,0.16022398267755433,0.052698730351590624
C4A,-0.01300443366272957,0.004453489697112686,,,,
CNTN2,-0.03477863698029448,-0.029972727427965647,0.0193717412029552,0.0769330918244581,0.08250495314300105,0.016906216972663694
LUM,-0.01917306121353667,0.03301145714279622,-0.04572932918316727,-0.002889702056896122,-0.020938697361389008,0.0451538134666098
BTC,0.043023133323883196,-0.016048547079221223,0.06619630968677548,0.04254785740822855,-0.004851603331476332,
APOC1,0.010378254940194257,-0.02391974140071828,0.03713979341102483,0.056606003892334715,-0.007908331828767124,0.0018128266845034975
PKM,-0.041969844290069135,0.03411240876986831,0.008596646269567128,0.01879722694040296,-0.08344019974206503,0.1070268162829054
TNF,0.01631996519708586,0.019046258606956506,0.08862677233851358,-0.0032192886312955543,0.058193912965459,-0.04857097102644289
GNAS,-0.02076708657235445,-0.054404460345914465,0.008988080776483966,-0.09155803397266463,0.11301399348584049,-0.039185544963301976
BMP8B,0.04383188543556932,-0.003999769957120028,0.04885317477560794,0.010101984296623734,0.06745824096075125,0.08016465787219638
LIPH,,-0.018951260767081795,,,,
CCL28,,,,-0.014776922898255882,,
PTPN11,0.008101921455753707,0.0022464146151039543,-0.030387388389643322,0.01684855884000416,-0.024531840168642575,-0.050235868487741316
ADAM12,-0.015485767208301738,0.05830423578868527,-0.01993539329165266,-0.01428097736726179,0.00831221556601208,-7.928670172873897e-07
EPO,,-0.019320484574828187,-0.018015283785831324,,0.056695279566679004,-0.03964173254471107
EDN3,0.03568905373149108,-0.02405131782815278,0.06210820481573829,-0.04317894192683171,,0.01641035780667858
CCL22,0.003111639960313634,,,,,
CCL2,-0.06829958632679069,-0.042352864503966726,-0.015022418974185507,0.011860119482809949,-0.0557278829951522,-0.029193376358975086
DSCAM,-0.014908667229668562,0.012704658260969455,0.0387281311382599,-0.016763427169806635,-0.019564905225381443,0.11001328125844537
ANG,-0.009906430714746,0.05962632364454684,0.019391005243939458,-0.04873592676808101,-0.06968601605816324,-0.001448429041825715
FBLN2,-0.02989793692689132,0.06840661323526867,0.02151040320827422,0.0036448601909928663,,-0.000937809357775064
VTN,,0.02336542687740295,-0.01816323903042329,0.06803449387627881,0.014896916992558143,
VEGFA,-0.0513863303283569,0.021377642233929187,0.006126122712252521,-0.023248486271386013,-0.11208488284268338,0.053954957126070104
F10,0.05051756054704648,,-0.016946609380148775,-0.006623122499107961,0.0704109325206457,
SERPINA1,0.013606310550278184,-0.006709007713434898,-0.012119641778480893,0.022450171568370772,-0.06664683132857294,0.0018570571308863157
VWF,0.01799751173449053,-0.03906382398456838,-0.038709429044530556,0.009894145119573495,0.005528537699330793,-0.004808028250920335
GDNF,,0.058209757631377486,,,-0.015032935425788943,0.0095815880501998
VASP,-0.016095086433279004,-0.046817461579749746,0.00669729654287772,0.05106663247795496,0.04776086082576797,0.09513467799284607
ADAM15,-0.029501912273570303,0.0031840036443089373,0.010094516102706544,-0.06221168517322561,-0.008651489374145813,0.00017206660187722456
WNT2,,,-0.01459511128618867,-0.01676552726943004,,
CALCB,-0.01015791026459255,,-0.021939319546101843,,,
OLFM2,0.015646395927468585,-0.02004908512610871,-0.005155664937392025,-0.01650024564762742,-0.022337060354026335,0.017568090497016783
MFAP2,0.05334785957497359,-0.03674444275831764,0.023583202499132764,-0.017700623960432572,0.10254360832258536,-0.014529321328084795
HLA-C,0.00432307039990287,0.004496199578487291,0.034406524087215125,0.011084030315942251,0.003421492644603868,0.0038746036096602887
THBS1,-0.02693612269800082,0.011311204777982304,0.041918610803985,0.02735560462169262,0.057816530346555456,0.026518554557497673
HSPA4,-0.009592352609027861,-0.02671303068492924,-0.04044735978669267,0.0024764235838471093,0.021881119747788315,0.04150720791135857
LMAN1,0.03547863821076154,-0.02856757185049662,-0.034162304196823666,-0.03659753879327928,0.007284349557221698,0.09035235432691305
LYPD3,-0.015154923288675164,-0.014165367765761763,-0.01816324059321762,0.06914106336720213,0.08764001309995782,0.021291153783559093
APOE,-0.02262451531404402,-0.040151349034251195,0.05015829824499203,0.014587772861301444,0.1216213664516449,0.07350214108500032
SOSTDC1,,,-0.022675472661267064,-0.03021661680769155,,
ANXA1,0.017093266910144296,0.02124470928415714,0.014836595958393086,0.021509417842751684,-0.03234302654693246,0.05251739820650725
WNT2B,-0.021346274710052064,0.01833980421715328,0.0034670838707542956,-0.02781876432333525,0.037761653297823515,0.009352960698960779
AMH,-0.020349631114035368,-0.01968338556838069,0.043818001489977276,-0.016620525383087344,-0.08296373607538698,-0.012089769217573784
GDF10,0.05763591395909352,,0.12317600315973243,-0.00043670677289367113,0.05039342238102852,
EFNB3,-0.035164388543918144,-0.023531216841481885,0.011683836181154211,-0.038615964820335615,0.09428211547907743,0.01913477538961955
LTB,0.02960242515308412,0.0018893700792319168,-0.025871033757800033,0.022173290521612817,-0.0213782024171057,-0.057442393091741394
ANGPT2,-0.005046243276645385,-0.0771021251996593,0.0014081963778570595,0.048406627154914075,0.05048375205176983,-0.024356447663572534
NRTN,,,,,,0.006894093130638142
ADAM17,-0.03296903240220886,0.030981561642415976,0.04050137240894825,0.02651310739759232,-0.04043353558791555,0.009387025728754874
LRPAP1,-0.015553437331422369,-0.06630200667337391,-0.0013161773332428907,0.04645698134683516,-0.060377474094490714,0.0739167262098917
NID1,-0.0652491171389805,0.0023335203981199835,0.017811690819943264,0.0529493661757463,-0.014767121477348539,0.017162147482030397
