,UKF243,UKF248,UKF251,UKF255,UKF259,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
COL4A4,0.02577875326067272,-0.03317407398189229,0.014291594934520709,-0.03795099260478341,-0.0061191932704502796,-0.04992055453111769,-0.05029607996091252,-0.03661740986670222,0.024987411050938105,-0.010061875698342496,,-0.012338084887803417,,0.07671789845804328,0.02462388085215839,-0.009714168740707026,0.009345455296510388,0.07713556204721561,,0.025972514071732535,-0.04972016725961607,
TAC1,0.16370938431383475,0.08622217582471063,0.07848440666852793,0.04126525359278274,0.1033748751042865,0.3108101104945089,0.20532542619359534,0.35409014776735587,0.17530072235302108,0.09153407868203191,0.3862382292982698,0.30463553004088384,,,,,,-0.03739188942362296,0.0836406315080852,0.03188011327073773,0.08700349288200418,0.21987905796427085
RARRES2,0.0009025410243971738,-0.0077634685540894,-0.04768936679363795,-0.028845661305584525,0.008757327825476537,-0.20426220952010066,-0.12306833251344415,-0.2788478949441362,0.09347795745823534,0.035502269877589865,-0.13082552573665746,-0.059934170656498045,0.002829831354345747,-0.028469710142494806,-0.09610848902729292,-0.07890082377181536,0.07060129885685014,0.007686849098847291,-0.0034058230984649837,0.016323136205381,-0.12842554051964467,-0.0694545205292659
FGF7,-0.010989852564570203,,0.05071502520156928,-0.032373312337767676,-0.05124051764612423,0.09647393564723132,-0.0032771628697734877,-0.05907655497574326,0.03311669861960576,0.07559710711160142,0.020600859668977352,0.03685022510971214,-0.0011481214872104087,-0.030016114477956213,0.060784266381473266,0.061029096786989596,0.00842056890099311,0.06275057319074691,0.07205234275721904,-0.00396900734046263,0.01742595083783253,-0.008670208612007499
EFNA2,,,,,,,,,,,,,,,,-0.013258224856951002,,,,,,
HBEGF,-0.0023595417622341987,0.04828856517635856,0.00044703734597746706,-0.006033607421198649,-0.027444561625900993,-0.11154550279339501,-0.11407269850501381,-0.125311176574508,-0.09786708014318973,-0.016228471437379127,-0.13134538072165222,-0.020108105163325563,0.0069536203718401045,-0.031104591937463313,0.005014707288406675,0.026803167702446794,0.005207567821150753,0.05730686260332588,-0.08102031917600315,-0.04496819411286914,-0.010053391177275316,0.05001285260193804
CSF3,-0.04777465976538782,,,-0.026564252208678148,-0.025982932261094348,0.036659865319088124,,-0.03874051484135081,,,,,,,-0.11045152546264547,-0.06222926788699645,,0.025659211526517626,0.10452900592637979,-0.022468486084711494,-0.05998344784804368,
PI3,-0.05659620869634391,-0.05112523182838744,,-0.04677255624534131,0.040633905577111246,-0.07251580345587766,,-0.024209607641782465,,,,,,,-0.17449288732419066,-0.13865166341033594,-0.02653089516423745,0.04822026572685415,,-0.048816555839344855,-0.09847092437968985,
PCSK1N,0.2139477548327734,-0.012618335402736849,0.1212959167484049,0.05091199910245144,-0.011485328274382436,0.0943833760653271,0.11208437550322009,0.2146608613569859,-0.02859027470826916,0.04526503496953485,0.436393080055572,0.20246702573204034,-0.07302042332042535,-0.024127724933197287,0.06515519323815369,0.034018174584698614,0.0189749732921327,0.14391968240125438,0.12717001521745644,-0.06450692594255242,0.1835662481363614,0.1984416366918832
NTS,,,,,,-0.08101247722161274,-0.0027693433044437064,-0.04761675288942331,-0.046937096953135894,-0.07545205187369836,-0.06979877082418069,,,,0.09813007025853539,-0.000375708354712514,,0.08117949830441717,,-0.033272764061340145,,
SFRP1,0.08247090725753593,0.03282683355183593,0.02274431686056422,,-0.02522256251333033,0.11107667721744595,-0.04757491154899786,-0.025395412256825685,-0.004520957486300483,0.013237166322672222,-0.1480694425344531,-0.02252471599080057,-0.04311241496145882,0.015595053833695909,0.044418837011741784,-0.03771388117388497,0.03551663062134441,-0.052166931495875944,-0.08428636041907003,-0.005487124011178134,0.04499224661796849,0.056933073578374
CXCL13,,,0.007660437134391902,-0.01928879025999549,,0.0021268503031870774,,,,,,,,,-0.018176442284896736,-0.0672312210080499,,0.11601392313852772,,,0.027665551031777324,
MICA,-0.003661642406605278,0.02050414494102235,-0.023128676163240457,-0.04281570447701892,0.07125830817692626,-0.01538114770565402,0.024908350358857387,-0.07485730426730945,0.06322274397586956,0.0335091728323925,-0.049435614172271304,-0.019434137227370966,0.041480480962523145,0.06095929017381519,0.05166266084223014,0.04044827282257474,-0.05904167877609393,-0.0008457341376556458,-0.025068783474251625,0.06963711283527543,-0.011519939793340856,0.06774558486736176
TG,0.05341054144686937,-0.01879813156747118,-0.002260076905297466,,-0.027219141069495727,-0.056313206306205954,0.09818209450366772,-0.03757471668607877,0.0043316733815874685,0.025960526879077236,,-0.028118804086397088,-0.03849335022981119,-0.007399913359024542,-0.007809575037973571,0.06383549865591842,,-0.0021656141081453314,,0.007920221532875074,-0.047134022796941774,
ADA,0.028581344316830643,0.08603674498976471,-0.039320058431101264,0.0838206745421402,0.023871242345473002,-0.021657880568809726,-0.07115304100330917,-0.20439952168241318,-0.04962338638535836,-0.022709935517748175,-0.21981065545038636,-0.027476605073844456,0.013693320786791297,0.028406085237899087,0.0025374756525637387,-0.015065888888523052,0.014670900334591628,-0.028387043113737836,-0.0036219927673173937,0.1407490086418039,0.16606792104829887,0.098035980597231
LAMC3,-0.04388011302065469,0.08031968770531482,-0.023964035701667833,0.08111865743321665,-0.006781289149399722,0.07553299079531489,0.004055360800889737,-0.160093465162444,-0.012448566215789651,0.0129141569103115,-0.07822618989272652,-0.019142373099578006,0.09018290666401971,0.13884961647916721,0.10570905898620676,0.028129548773645548,-0.0066747560585930545,-0.02029046152496358,-0.033628773940348036,0.19335399654590832,0.10292248503228872,-0.013922033290257601
CCL7,,0.013777756214687275,,,0.038096939534501016,-0.019351843085791708,,,,,,,,,-0.011053680593840274,,,,,-0.023544795441038185,-0.0804131605402677,
NGF,-0.02752433955713271,0.08621977970212205,,,-0.012996494579756507,0.01848249514174869,-0.007207102644952269,,,,0.07865153532006626,,,-0.02423580028298038,0.03234167550020606,-0.02698780976839988,,0.023863939527964662,,0.011672007589358402,0.03523780790971606,
TNFSF15,0.06802364291995604,,,,-0.021913969401082964,0.055231042917293346,-0.04153646834178642,,,,,,0.05194106722708273,0.004042395303448264,-0.03302499800545167,,,0.019007932305464523,,0.0099829997909477,0.007381899930488515,
HMGB1,0.11911835323372502,0.0015653282624570118,0.023289623325406687,0.0309454574330085,-0.04337986464509495,0.015401632601229835,-0.07469643212242953,-0.23572980351040082,0.06664092921539941,-0.031243873951635585,-0.2035329403781389,-0.024838684956520547,0.026518342611364737,0.006463321240704735,0.008547606116377207,-0.13143243621564374,0.08431618201885267,0.035366622568872325,-0.08083438265640018,-0.07935304652239193,0.01856887326193405,-0.20089941055435742
ITGB3BP,-0.08922503217233771,0.003915580771777724,-0.026011545468016005,0.05139508756029597,0.05043889549089959,0.021793633999518915,-0.14813195924385367,-0.20996672952177897,-0.03595671012331181,-0.012191211527528906,-0.02969230888397509,-0.04707313081399962,-0.03636610210245907,-0.036636137359716936,-0.028192782024891797,-0.048773284006764506,0.00890535584659551,0.08146967316598777,-0.06315772962633,0.04437473379178972,-0.08261579708961395,0.05279040952419036
AANAT,-0.0021705248275965547,0.051488521995874635,,,0.03881916757362699,-0.022585064119041317,,-0.012863473756578954,-0.004200034203172662,0.01617006835726827,-0.019471644540021406,-0.001853702970743385,,-0.036323222618567866,0.036193526667082095,-0.0001321313562079107,-0.012447880521544823,,,-0.024911375445873473,0.022937332564170052,
RELN,0.030314496403351144,-0.08492792894407505,0.05427488459668835,-0.029915406807553276,0.01081484297859902,0.08856255326812106,0.08595330169810847,0.1697585593956136,0.03413399336871588,-0.04768818835512455,0.026964329084316264,0.034717203986915635,,,,,-0.03693919073177746,-0.014868294872024327,0.01741576274703382,,0.0487562656400663,-0.1123299327657847
IL15,0.003973162559134702,-0.005858855465623289,-0.0242480064493013,,0.030692856439168453,0.0013729994214037621,0.04032033202423023,-0.08547541507311517,-0.03168058580619689,-0.011830810361005441,-0.011309407849976558,0.0380706787982824,-0.011724633963584124,-0.022572086500352164,-0.017530016715874702,-0.009992796921403441,-0.0032346794857034435,-0.003809410684120624,0.20616469472350954,0.03871876912432398,-0.016686686121299463,
UTS2,,,,,,,,-0.11527110072032787,,,,,0.045906150658490054,,-0.04040392309855895,,,,,,,
BSG,-0.09124531161032477,0.03344912319172586,0.007204297862145031,0.03722326452561783,-0.01470606218785079,-0.0122917325656262,0.010196292431171268,0.13510192304372803,-0.07887034785352541,0.031544286983851755,0.3041311086585056,-0.11589559988661752,-0.05226648853448998,-0.008144453782539399,-0.09939050446938501,-0.030666214107047143,-0.05300391188824711,0.001735559958149584,0.008590865119971444,0.03749897004052735,-0.029617505185978214,0.13160942374088508
ADAMTS3,-0.048507562442671875,0.03141091225073792,-0.02382890002663147,,0.014448108909680759,-0.04428582528378475,0.13209610563088728,-0.25387110640550203,0.04552371862038017,0.06043805811868827,0.038946770132489324,0.04562705679281213,-0.04032291903603921,-0.04349336122838936,-0.00821902891039804,0.021359256070403704,0.0753890069353192,-0.032990069623946995,-0.024517766459857593,0.008590927119598826,0.09297709995849318,
CD34,0.14401843392233318,0.06932481969812591,0.07755821563587595,-0.019312741141074632,0.016810809394017228,0.08447977797096219,-0.019140027719409765,-0.10786134702700984,0.030128143624951347,0.00732942473567547,-0.03186522481787251,-0.03651085266903083,0.06434417733583189,0.15890659562343695,0.08221642152246546,0.11847213892434472,0.014296156730808314,-0.016513246610609978,-0.10199195081233736,0.13243720792380176,-0.047019879349138184,-0.07181003976654997
CCL23,,,,,,,,-0.03976185463072824,,,,,0.055354140200533516,,,,,,,,,
PLAT,-0.04410920328527249,0.05526806444636908,-0.014241485230864725,0.035634503143797513,0.016266894567598316,-0.0032706115456050955,-0.1247068287868479,-0.25243973328425984,-0.1143029341988229,0.007362694341382555,-0.005664563838728938,-0.09987978356193634,0.09868083323606196,0.06655020247095009,0.08289293936082086,0.031225926523530786,-0.10140827167571594,-0.058390565936506385,-0.030639439622408688,0.030312446064894624,0.04438096316800352,0.020971383075771205
NTF3,,,,,,,,,,-0.01133985993072055,,,,,0.10720525624739949,0.06658660288265039,,0.08038279337955483,,,,
LTA,,,-0.01399707559100807,,-0.025222561333379207,,,,-0.017495438165651633,,,-0.00352751007287052,,,,,,,,0.11864698252516818,,
CKLF,-0.010297792515318765,0.041678406021978975,0.0018900549995537795,0.04822592054953531,-0.01770796439956838,-0.07766694073406576,-0.13353368461221593,-0.2872229686682159,-0.037282970617805396,-0.0858903568713014,-0.20826388534558418,-0.08548352033203857,0.03372190228933673,0.11348951823347504,0.012192689200634248,0.019418087422048515,0.10009814396790076,-0.021202580179404254,-0.03987950774854549,0.01996632627685332,-0.09473800471973802,-0.04591484310118971
CD24,-0.12544823501200186,-0.030933455060315092,0.005718669842160303,0.048555086592908046,-0.02681819633341006,0.01037117861124816,-0.029111440290631084,-0.004466571312475193,0.0852338197855968,-0.06579864395033344,0.012658928657212099,0.03460785624411323,0.07814129811652867,-0.023533815956453173,0.10789045868966866,0.0796979802506669,-0.007604541098140094,0.06986791545046626,0.045487850699001464,-0.030243594049794948,0.08151579666143868,0.051683712563011006
HSP90AA1,0.06358981559331701,-0.03308905324901719,-0.023570284809167213,-0.0818905780622757,-0.03674113780092875,0.2551634528098038,0.21055209168152808,0.28125927997686506,0.054585938522956935,-0.04118391576056649,0.46543813133640827,0.19663060535562418,0.0209492425516085,-0.03749783821043972,-0.124321721430595,-0.15836251522029382,0.02108328588327173,0.027204732531397564,0.030032372659364075,-0.07742489662714122,0.09018268962562792,0.10591892051288121
BMP4,0.06371590781586935,0.07058878564859636,-0.01483772063511939,-0.0410686766590476,-0.032082619575505525,-0.06461871149494822,-0.15080414009827323,0.036227208607559624,-0.011520930492070345,-0.01956336643235496,0.08451460045160948,0.06829330285240051,-0.03045356060040145,0.022660736382325585,0.030405311784149874,0.06192295808071029,-0.06039632735413814,0.011709054703986942,,0.05991185307795943,-0.039270132523923244,
SCGB3A1,,0.01749938011366767,,-0.028394558661605496,,-0.02045639999089532,0.038252661456663,,,0.03537489758551382,-0.005101537986123864,0.0326176067039474,0.05106494946055457,,0.034454221017735744,0.0840903592229266,,-0.006353883741981153,,0.0419336263628543,0.026776777469532456,
IGFBP4,-0.06654892671650266,0.04753184826472657,-0.017501206876030594,0.045209228410352915,-0.05779863626548271,-0.050438381702316244,-0.08291717624819052,-0.15483221042452733,-0.02076641680863977,-0.015437254067086134,-0.15353975855182697,-0.009118630517676128,0.05397344082639093,0.10450163461827125,0.04346707281287185,-0.05793881324465845,-0.035958435301992095,0.05859739739212973,-0.09247838061739277,0.18454524213906778,0.09416388973516954,-0.00951333603498875
RSPO4,-0.033623802668233144,,0.00611114736860058,,-0.030539564174092412,-0.04576592230936251,,,-0.009058092496929352,0.017272581496703222,,-0.03857588280306048,,,,,,0.04087673269220116,,-0.025380337401957543,0.014140276768708103,
LEFTY2,0.005874043977733015,0.07725004551749867,-0.014168980975443165,0.002411411266906228,-0.019671306015561992,-0.05043084828957048,-0.029530679160251216,-0.176578601988429,-0.042526392027775806,-0.016762795700013017,-0.023677782656208044,-0.02822447268100017,0.045694261578498555,0.08904129490668798,-0.01636267476069225,0.03083400730954848,-0.01111555331578128,-0.015852427293647782,-0.04876301725568569,0.024959642653596854,0.06573175065349667,
PF4,,-0.03206548440980194,-0.012732242651568089,,0.016352656341632296,,,,,,,,,,,-0.03490883628513331,,,,0.004738167513762459,0.0013468008098293995,
ANGPTL2,-0.04171120387299303,0.06057830637202659,-0.03153301116044834,0.006168108856026138,0.0570403948834057,-0.0538017918928491,-0.18671307111622687,-0.1776246433056481,0.016031189916827615,-0.013318108828082806,-0.2707234888752229,-0.1204269856384564,0.06332530293047149,0.14293573295716355,0.08816864560111355,0.089278243523336,0.056579258503339516,-0.11889230295163467,-0.09562976211096332,0.07826539498059899,0.026519407405504555,-0.08591700830997534
LRIG2,-0.0343758093219214,-0.013997631726034387,0.028708307275246776,-0.007092644339191413,0.0017006811445514235,0.02191208427109072,-0.04919284883658528,-0.09211924172745095,-0.025428195603111877,-0.04611386579615035,0.07421761614076161,-0.02456291717508878,-0.0036804266613801213,0.04803609224418817,0.002141809668101691,0.08959597910441086,0.02501964671799962,0.02093877863198899,-0.01814825613413184,0.03506631729329078,0.024969876131329095,0.034048937374038406
ICOSLG,-0.025040010955305073,0.09095311276997735,-0.01690819105818984,0.022367470887788798,0.027667719741503193,-0.010426408580024563,-0.03607138496682733,-0.1632842096100661,-0.004726001114069333,-0.01839552640521997,-0.16334133137684528,-0.046916590359103845,0.007239101535953018,0.00392447877592872,-0.015171624180270064,0.06823252359979459,-0.009202466569189627,0.05200903001384013,0.1033335809030426,0.044654542559713684,0.04519689959829789,0.015208398196991572
WIF1,0.29413142765300476,0.04006353840643754,,0.010338914492772106,,0.161667607781564,0.20334810492091535,0.30986367711680657,0.07693385960806892,0.04243079701584265,0.20792036122510926,0.2448051793861761,,,,,,-0.067922305586147,0.06110462270459315,,0.0011143470241781542,0.14186837451110018
NPPC,0.0461823373269641,-0.008402169046417409,,0.021505791111433484,0.12737604414041223,0.10089495320065586,0.15957543259505977,0.044547870829173865,0.03794727057139433,0.034826438284131844,0.11444395201438098,-0.08061513179294531,0.07297236441027198,0.025362398355999245,0.12194759556344544,0.005666865369113706,-0.0366434462756313,0.11156688880784336,0.09136210564075083,,0.12364006916109807,0.21628009830176168
LYZ,-0.03742353965319678,0.038927357533974076,0.0050573677009603584,0.06008718756952532,0.002498998511412026,-0.08778256523942712,-0.05615263500357237,-0.1680965228106667,0.059754450486004376,-0.004844781049256517,-0.38564663421397466,-0.010437706714084075,0.011733346912413378,-0.00015957899605436815,-0.017481711198129374,-0.032692335259071885,-0.009727744035680448,-0.014716466847395334,-0.07274051262289041,0.06895095855922623,0.07916193255504063,0.001397369235141533
EREG,,,,0.021928555609844656,,-0.06440351154648358,,,,,-0.04731000754733045,,,,-0.07156774162464918,-0.027545113241393217,,-0.004546070301933245,,0.0016655356963550787,-0.03764652310647805,
SPTAN1,0.17372930398058167,0.023142052630951843,0.060757884905579665,-0.01655255248637852,0.01310588407792828,0.13289362550595235,0.13824709351101852,0.14983349083325553,0.0904835612358961,0.008593171264826779,0.44077959243666254,0.17743929719384843,0.03426085523695198,0.017561021406834854,0.02185323294376999,0.04885834033984653,-0.011475127231944885,-0.020513873964280786,-0.012950269828842604,0.011309297207359051,0.23097513254277738,0.2558545444146876
PTH2,,,,,,,,,,,,,,,,,,0.05044895206108928,,,,
LIPC,0.0190306018840693,-0.03925658116317281,-0.019162705659887275,,0.03528870352952826,0.025935353294547436,0.031623225051849,-0.07620028934667039,-0.046103600732304836,,-0.03617046543121868,-0.021244184514442477,0.06649331924649576,0.08546389605769755,,,-0.03246287853573296,,,0.0877115506758057,0.011270800121204844,
COL8A1,-0.14092907490679116,0.0014663380922357745,0.04465132419362447,0.07927109646037377,-0.0041187860621542125,-0.0804020238532842,-0.10387757673350141,-0.11017407844418757,-0.04030570685494803,-0.015918771691374324,-0.15592588289977377,-0.10853612195613836,0.16114856966981278,0.09434985694852686,0.027786397114377696,-0.037429713648628044,-0.000711173954098701,0.03688455834864671,-0.011958827710344207,-0.001583355123821901,-0.09868573321805821,
GSTM2,0.058421713819583436,-0.03795649033644406,-0.00280321794144371,0.0054270512029452374,-0.02758166347520547,0.006610608774172323,0.002974129286612009,-0.04998121955276565,-0.029282534194307385,-0.020694386208752715,-0.027658149569801744,-0.031935348837527876,0.06457704352583064,0.041184117576525715,-0.00861137645741281,-0.025674755521418582,-0.04782540975647692,0.04053005260294941,0.026670417135791005,-0.03294907625659748,-0.0281749239209789,
SPX,0.11776317710866134,-0.012281335248219855,0.04146983512966694,,0.02180149876352041,0.24306366700056395,0.06918667739701746,0.20563438347472174,0.04830035466016348,-0.02744885708667326,0.10665831539332757,0.2153596804798416,-0.019320206131379185,-0.021256520722226196,0.06971959681012647,0.1371328533101593,-0.014977528457392246,-0.06278956797487978,-0.07984976497691898,-0.023540609855045528,0.08456320450663,-0.05226409621276681
MFGE8,-0.09170915289394112,0.08209391304655002,0.0012091938943737611,0.0288588345397282,-0.04750595780169444,0.0979625960624335,-0.07176704670236679,-0.07064346695864394,-0.03406752152202136,-0.03725535347579783,0.10222577789455665,-0.0672432771033518,-0.012313246084208468,0.07141797181838046,0.02778223430084113,0.04461448932879618,-0.014755506785929472,-0.05318904373639034,-0.10183514205832256,0.12230244242850649,-0.06609272317721773,0.12493428328742394
TGFA,-0.1339073628038764,0.043752419582927006,0.028136800329318958,-0.06779574956547352,0.0649686224639857,-0.07604876640218004,-0.06801812873729712,-0.18028887914327488,-0.0966628256153406,-0.01758259175781955,-0.17766690029733698,-0.05599479349399722,0.01921361238303448,-0.05279169533402194,0.02051042885111098,0.07208429084497435,0.0495181489790098,0.14606899979581503,-0.010684038514878452,-0.010405195856624796,0.07382163170438766,-0.12182232879482233
SLIT2,0.2245676625281376,0.011529015097054427,0.06026730683948827,0.027802577470401876,0.0331403373793897,0.07461657961527372,0.0788757430419845,0.1279059928872515,0.07336550813404616,0.014705246435822363,0.22956647335397262,0.12677166914197413,0.0680459686145542,0.022242099493078517,0.009673662181854599,0.01355056652214341,-0.014875519398071529,0.02207089735694329,-0.00404369895768021,-0.00048921035956132,0.01762438125926714,0.17604454132182842
PLTP,-0.06285848721025374,-0.07738851661411524,0.026782665847294548,0.018476337244003063,-0.014925428545114616,-0.13222747719466305,-0.09439361894688883,-0.26597044854904645,0.01011872104507501,-0.06470920506429886,-0.3982126286112151,-0.015036966401983577,0.005136051202013772,0.003362186867416668,-0.00807830694793065,-0.08577708933996682,-0.07038171700996114,0.08441274963191023,-0.004605540255591083,0.10253508988410905,-0.06887169876472184,-0.07253947094296001
APOD,0.09491039715462446,0.038490701697975666,-0.021134128842196082,0.04922250532271375,0.008984591729450667,-0.03265423239007563,-0.049745996267187904,-0.2646461296949851,0.009683918717790887,-0.021255782208750584,-0.33004528358425667,0.07120938217241418,0.06699352645803817,-0.06258646596331367,0.09944854145041532,0.14112927814615087,0.09269749697409768,-0.14848064343695452,-0.06806306616086011,0.031300316319831156,0.0917369956844206,-0.2462916528385573
