,UKF248,UKF255,UKF260,UKF266,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
MICA,0.024070092138996826,0.015646323837409524,0.05583393545495229,0.06903475720173939,0.0448962750627224,-0.02790881087064788,-0.02702145370857695,0.09410343793113604,0.19729493384266,-0.040924995824741815,0.00912094581690252,0.026771373886738004
TG,0.10460706030232393,,0.02315646244736885,-0.018792287287939725,-0.022488584239690655,-0.07027046477664656,0.0017494458436199086,-0.026057884058813447,,-0.01852288624464409,0.020964887679314537,-0.030494389154246394
ADA,0.027171100827914133,0.030350847466836903,0.0010852291826681985,0.0242951709146412,0.018606623949231252,0.02597460614800354,-0.060482016050799926,0.008297859112614697,0.1026065644011971,0.03465957455684545,0.035833925584328005,0.06916682483076096
LAMC3,-0.0030675963907981544,0.009263469578938673,0.009197021204002915,-0.030401171426147434,-0.00947122722968513,-0.07267261957546321,0.0015687217679363548,0.06522223956487858,0.1161871413616764,0.06350063500026483,0.00036108270711809686,0.001316716804498536
CCL7,-0.018232151965317998,,0.03066619604477732,,,,-0.022670783700338953,,,,-0.02858078194573361,-0.057767456277449954
NGF,0.0028549140907556418,,0.051005077162772076,-0.017932882484060348,,0.020469640103244716,0.11164038495671308,-0.017132906749813527,,0.03417736430156314,-0.006184004551259897,0.115318070752291
TNFSF15,,,0.027289984429209282,-0.02177445081630762,0.043555228046306176,0.10019507605528562,0.1216965512902249,,,-0.013975916885962635,-0.043640287787513984,0.03268412691855841
HMGB1,0.01728423692352231,-0.006955708879858324,0.015105237536688937,0.0014762734314083942,-0.053013733777004905,-0.06676190177536377,-0.06225669301420619,-0.045347124793988884,-0.05479690902521502,0.05234393906795953,0.008071567102939487,0.06642075210752643
ITGB3BP,0.04226754979450859,0.0193463219524551,0.035741897124445435,0.0002817520708755157,0.02942676990523429,0.0017169455293927084,0.06065590436300128,-0.02514597171301415,0.049775840886336346,-0.0005829107131651592,0.035622240785091644,-0.0018097149486087595
AANAT,-0.026452078673417555,,-0.02011976446173708,,,,-0.019888674205230394,0.011741161837877784,0.029383408403684336,,-0.03023965917944785,-0.020830449309985566
RELN,0.048767524515636436,-0.02602227724201197,-0.04873658664299328,0.025267256034403433,,-0.017200422275237295,,,0.015625384201684644,-0.016881392995594487,,-0.0065340438062558275
IL15,-0.03066415840554996,,0.008054723428056744,-0.015493816231946133,0.030252161935842268,0.08607701018886899,-0.03643686601645609,0.059284536237008696,-0.015068540014705782,0.009203992452330343,0.020589829205449366,-0.05117650451548864
UTS2,,,,,0.12250363426927151,,-0.016936661689853257,,,,,
BSG,0.040585227309335704,-0.044977171330414914,-0.03853049985147009,0.05702293208967205,0.05090848143896694,-0.0074082230377846316,-0.0016478538890422347,0.025092294255014084,0.12837888290551241,-0.04224395552268576,0.09138887032614365,0.02099826274562745
ADAMTS3,0.0040771361565003165,,0.08429413148055608,0.019468465263394737,0.01810514837498556,,-0.045528977461056,-0.0009080922906566799,0.08526459920244621,0.012837763705763911,0.055275467548792825,0.006249494750259431
CD34,0.03992157889885297,0.0019833487967043546,-0.02258426747349054,0.0022313763685062465,-0.03752003268401597,0.008063230538226222,-0.007900623929137254,0.02782254048310353,0.05820640674578328,0.010067717302728608,-0.005653806428706822,-0.02933353519684864
CCL23,,,,,0.049230540149128414,,,,,,,
PLAT,0.031842673885550545,0.012437662420854352,-0.007050209666215362,-0.012512511730745565,0.04928422069239469,0.01625033010491791,0.031076487284056018,0.019391993360614247,0.08924759680242308,-0.04691682296699774,0.06595574106856883,0.01953164112868846
NTF3,,,,,,,0.047020817055774676,0.021060691623946828,,0.0169395667851001,,
LTA,,,,,,,,,,,0.012792918477313151,
CKLF,0.06770577373416854,-0.006154474070261332,-0.000982184152302131,-0.002224451626275879,0.04586757290288289,0.07131824756531704,-0.03483692309878712,0.04603123919546954,-0.0046031296537334745,-0.05827166630578323,0.0713779566226139,0.03218547266241558
CD24,0.0023483704463067895,0.010628514538935043,0.016207577225948552,-0.030505533797462063,-0.05217938089287998,-0.049941897493357,-0.024136429257830192,0.030764786320827523,0.04966777263027238,0.03379717982526996,0.028715051393015754,-0.014305598212613265
HSP90AA1,0.020014478640170474,0.015688804790256507,-0.029917812549235305,0.02138209155063676,-0.12964678536153068,0.0008199561122625721,-0.04282405837166908,-0.0750611143038005,-0.031369950220660615,0.09726054525439247,-0.06234293917754895,-0.03226361239560624
BMP4,0.028585481961212543,0.06277984763768936,0.038113700333077254,-0.03661919230114417,0.036243369572334344,-0.05215931397723062,0.038099673158670896,0.006055136617148535,0.03410942066785485,0.016933156921527855,0.04882604942320296,0.06431741745904773
SCGB3A1,0.05473943814135871,-0.024699349148423068,-0.023960155697006484,-0.019778130448572007,-0.009926677909049946,0.10475228899763488,-0.008350858727569849,0.05706036199976564,,-0.0031507606600286227,-0.0019140851097726283,-0.017098062813085766
IGFBP4,-0.015231166714583156,-0.03690078654839858,-0.014824260911882735,-0.03658236120710477,0.0159558214021567,0.08738902322041839,-0.06751192915208713,0.027818223138970016,0.11190477381186767,0.05303312454282227,-0.022984214419636797,-0.018669272435614396
RSPO4,,,0.02464614292042258,,,0.14009006463290574,,,,-0.01954613878541866,0.004428903233169666,0.05158523788707339
LEFTY2,-0.003097753058033826,-0.0367962043732003,0.03407619466793566,-0.04441200397164428,-0.0017176569826009196,,-0.019244928098070067,-0.019968170345280402,0.13320155940870207,-0.02658145741592288,0.019179619795266722,0.03398541957010941
PF4,0.01684864270121191,,,,,,,-0.015917452544080026,,,0.016338067668157572,-0.020575935044550932
ANGPTL2,-0.020705167259733752,0.00593026886723077,0.08836093130012503,-0.022616159500602383,0.021396676174097087,0.017669321410534056,0.03263415835080633,0.02309623261320828,-0.006190728042082737,0.019746403410912838,0.034017851595688105,0.07014668199499655
LRIG2,0.011547973895257333,-0.0555158139726907,0.022425266491794056,-0.021849642893009037,-0.016077035477189583,-0.08029964714288516,0.0016163407247889129,0.0351639570539961,-0.025114070297928965,0.06521408666686904,0.02454427811509806,0.024139520349100035
ICOSLG,0.003449480962434446,-0.018983089176354224,-0.008088957133172064,0.018071992271481725,0.04395746852556735,0.005941985407966545,0.02722732371855325,-0.025361049098395306,0.005692703681538251,-0.03795789005309497,0.07741346176896811,0.0010272862106977946
WIF1,0.03705084400113998,0.04671202165541122,0.025190103996132713,0.0367032040438317,,,,,,0.0023555646267243904,,0.060845486060395526
NPPC,0.038215846194206496,-0.030987378028674944,-0.04824012313802151,0.02176918083228839,-0.03110975677920267,-0.07522490302703676,-0.033843391759547446,0.025459223810405694,0.2037737033311053,0.042059385452726625,,-0.005404522333048095
LYZ,-0.01735913984820602,0.03903829071603616,-0.03301016071475596,0.05728659916442893,-0.006218092732440158,0.07496640961345258,0.02760933666458632,-0.009136960756302385,0.053911195128804504,-0.02804160064789615,-0.051865896907557385,0.04356873354552549
EREG,,-0.031146851159421056,0.0010395780951602182,,,,-0.015581342256106214,-0.02549652113416611,,0.03683070557235682,0.0019396997133994361,0.06464786233847654
SPTAN1,0.008381901790677998,-0.07925840049281928,-0.028773756906477103,0.04211932176913088,0.024977172940299552,0.04525619842083432,0.04298744042132519,0.0079963449810521,0.04816590107683076,-0.06205557095994726,0.021537119718766193,0.0009067778823427805
PTH2,,,,,,,,,,0.017941630858146953,,
LIPC,-0.02315439636404891,,-0.012964553166587917,-0.007970828459464585,0.012715101337200387,-0.03837881858391015,,,-0.03743709533232042,,0.07288228139195276,-0.0013972563956772346
COL8A1,-0.003737033180421674,0.007090561228119531,0.009156320394556772,0.01245568147111801,-0.05667929508067265,-0.005080709144933678,0.03713043910096338,0.03852471500442382,0.12633235836554607,0.0036082426260279957,-0.026332646237869874,0.04344754221985567
GSTM2,0.009794786448444618,-0.023246587472338674,-0.01701130546775264,-0.013102107906925276,0.0013553137118805006,-0.029643294079049226,0.09553111775200997,-0.049205223386987434,0.035178536998035935,-0.02299805868813609,-0.02402162511323741,-0.0078869315976082
SPX,-0.009578125505699038,,0.021324223104228855,-0.03671946828423158,-0.041241950312563794,,0.1452404460733434,0.000938332138377247,-0.06975173436180294,-0.040553839573903676,0.029434094979264025,-0.06902854398182733
MFGE8,-0.02370766952096012,0.014312602840021886,-0.011925587215204987,0.025662664531018793,0.06144619982864525,0.03136695126218829,-0.07791265722814833,0.05813207081120624,0.06570505010885641,0.023598616902443123,-0.002236474124993566,0.018403040814650183
TGFA,0.019419674097145154,0.004004275534392165,0.07535556939803428,-0.01418134070887443,0.020448667186539055,0.04841119757840377,0.02470362291229192,-0.039509692969169195,-0.07175102765634565,-0.03185653245009133,0.06613053007678883,0.042635945105728566
SLIT2,-0.017788204382840483,-0.018358289784617326,0.01715446399365985,0.02429488843665921,0.07256506127456362,0.2899377203404277,0.019249831025916837,0.030179786697704693,-0.045345869831402624,-0.030452597576350257,-0.008185300152095459,0.05044062632534923
PLTP,0.043887933939588675,-0.05531423305006259,0.041045381874458234,0.053614280879082,-0.00022819399607427627,-0.023365558496333136,-0.048961238865769606,0.0038983769370389124,0.14334712576009284,-0.03886509871710492,-0.014917405245128454,0.06961122701932362
APOD,0.03394773391863366,-0.06804312848867579,0.08555582438608739,-0.06874896357516493,-0.10420054638205989,0.056628604940392846,0.02844483475336284,0.04886611478800078,-0.1538288721897065,0.07091157585599665,-0.14463494855971137,-0.06905891744040328
B2M,0.029222253540917474,-0.04774716682776245,-0.00027462996853042603,-0.07278343546819004,0.020828695142984206,0.06070178618883564,-0.0013739647396032045,0.017111205640061942,0.12653665725947302,0.003681822715425759,-0.02290757166353724,0.05045316509924013
OMG,0.021665745317916044,-0.05299039010000943,-0.006211161430976061,0.04239168214634831,-0.0014206488482857993,0.020297811499335447,0.03259932929195004,0.01816819342791671,-0.11500211273985127,-0.023924332610357747,0.07225061824482605,-0.019690518188052113
CXCL3,0.0322172334480696,0.04603360147680301,-0.04693854063128205,,-0.032061724130684824,,-0.022614359341859725,0.007049397040126923,0.021627948054905304,0.005831143427653381,-0.0056226397637635815,-0.01408513991185277
CXCL10,0.013925335417053122,,-0.02563372626806033,0.11914031701298076,-0.028824246041396606,-0.055980409793424654,-0.023410492550871777,-0.021349918275210232,-0.030499902071276543,-0.026707999964209396,0.07214389643638543,0.04299060817473725
RSPO3,-0.024766059390094085,-0.02310723573672611,-0.026773524323415128,-0.000720901535597023,,,0.10180074116949095,0.035140831032442824,,-0.007209929143843614,-0.0290039049757092,0.06262965836072934
CORT,0.01114818110637917,0.0729661690658942,-0.03249371417245667,0.052603967797025204,,,0.041750821751186155,-0.016656805065282162,,0.039703355177567796,,
NCAN,0.06102544345809585,-0.025736291299349314,0.017799165656821457,0.016483978331299262,-0.12146118396584699,0.11609243598277016,-0.027567462147012885,0.005166661787859625,0.0299484631868824,-0.06834682719998923,0.12193583228453121,0.02587755676451866
PRG4,0.04634657595340312,0.05329561167652701,-0.01916974729367571,,,,0.1017660305988553,0.025851587550958,,-0.019564610771792838,0.004503215204512257,-0.028638898372924236
ZG16B,0.0024056855398771814,,,,,,,,,,-0.011944364448180603,-0.01755338285702542
TGM2,-0.02949703957098009,0.04310283352436781,-0.08472903277959398,0.013597138137645732,0.04238446078143176,0.05723655764967811,-0.017292818163972414,0.05906535777804755,0.09645594583112041,0.05177201782386582,-0.014102457150825398,0.0051225676576557525
VEGFC,-0.02454129247279582,0.12105587161055706,-0.004825437944922973,-0.006827414827853264,0.047148061566632586,0.16950045692613203,0.028991356774786085,0.04200702643641573,0.002952887958110997,0.010873430006656259,0.0065400202379686115,0.028981671710514627
WNT6,0.04316813962898248,-0.01880274728070058,-0.012490116519878492,0.007238592202696365,,,-0.033843396325627995,0.021549350957265245,,-0.02594091607880879,-0.0026395204579993626,-0.018137910886180674
NRG4,-0.01679245204597777,-0.017320115324166396,-0.027304798143353754,-0.019454600717870522,,-0.03445158391177954,,,0.10280106272519698,-0.025811183404177897,-0.014213613447245433,-0.0272766359994712
PMCH,0.015190495985414533,,,,,,-0.02304329107667121,0.09815944664585959,,-0.014861013721330585,0.04743683189563811,-0.03493165797865608
COL9A1,0.007027713652950872,0.016232284675553058,0.15236252098041192,0.030512973593980048,-0.030802392099264893,-0.07556770306820036,0.025230047493206106,0.03387288792042131,0.03253476626916127,-0.05740977643371453,0.12243925857052726,0.13544391291783126
GDF11,0.03390792788933805,-0.04856996832236205,0.008256613954653304,-0.005997873916800967,0.05875146334188723,0.01497531724724887,0.005650415760675124,-0.06475506484732181,0.1111012666068937,0.004100522417016663,0.029118659945158987,0.0048135285222655035
RAET1E,,,,,,,,,,,-0.03181708124598458,
IL24,,,,,,,-0.017180522554186964,-0.0156636568559951,,,,-0.030494371643516923
SORBS1,0.025825899374085616,-0.057595749023071886,0.04230105110815966,-0.026741949983760158,-0.017693580986327534,0.013638087614090008,0.04860457131938645,0.03061247061496893,0.014545540975012906,-0.009745129455660221,0.03362650890453062,0.0007334326871699464
DLL1,-7.890359773939451e-05,-0.05211307751817748,0.03732793295649153,-0.028483935147779853,0.07577134355429618,0.07221921248430825,0.05466707876567145,0.054516284649546276,0.018074969832151525,-0.01947644909517415,0.08879984088260962,-0.0321945312414472
TLN1,-0.06266945230371959,0.03788604161268982,0.10197056227046539,-0.023434601649668527,-0.03293837348968955,0.0101255022071308,0.048260200528798355,0.015765146827103328,0.0467426424013635,-0.01151694220891816,-0.07148715783640572,0.000947075924618319
COL2A1,0.03247834141528501,,-0.017121492418312942,0.06836539594648447,,,0.007402340584318531,0.028381824302948232,,-0.03130711956275785,-0.042210484788856424,-0.0245747849761563
SHH,,,-0.043404141688004286,-0.01879228929690419,0.041078745418352096,,0.07861720886057323,-0.031950444780719706,0.14224986227066308,0.008284010260506378,0.023920183330485602,0.039575830825874674
PON2,0.02812384973638058,-0.07654436977290975,0.06432148318657753,0.09340442928535705,-0.015629512587882817,0.04320850687590705,0.039907979671628374,0.028019818685250577,0.06570573344780002,-0.12384220353449187,0.0616836998222335,0.0943611473107317
ICAM5,-0.01239730594474844,-0.024699350896393465,-0.009257412275870326,-0.04596312399032761,,,0.03548605306578231,0.08182875991806034,,-0.031109514183790085,-0.018912309243988252,0.04464365998145642
HPX,0.0012291592776229405,-0.023107241811540967,0.032416891181800744,-0.01589188254246286,-0.03206170735667982,-0.023717638167522103,-0.020840713516096922,0.04184565845170431,-0.016594267032867184,0.042886842469962196,0.029366253824870722,0.05468012278329094
SFRP2,-0.024239692201544854,,,-0.027284621223155378,0.011053533232950996,,-0.012856804498448199,0.004488582355992518,-0.04707845798925976,0.004274943629216302,-0.012716115624436159,-0.02125145869660851
CFC1,,,,-0.026853392348253197,,,,,,,,0.060330031963885776
CD70,-0.0358797547738384,,,,,-0.03738997106886784,0.014997372822114677,0.05550439715123912,,0.025955098074333036,-0.04425070260664804,-0.047917332372380605
HP,-0.0391685065794451,-0.030257688454250094,0.0003321007987740275,,0.022278801983118997,0.04842876199679771,-0.013432109146432314,-0.004189746374820719,-0.014393570847196032,-0.008335119522245036,-0.003751996217892106,-0.026112162222744886
CXCL2,0.038471475876661554,0.005261789587760376,-0.043860467886651794,0.023096402034691536,-0.04267074710500664,-0.03394034345747785,0.05117971494668549,0.017781724738389133,-0.027775215807796294,0.0026323120658934456,-0.004512742574189786,0.005035628327793322
NPPB,0.03675053407267855,0.07684679060189525,,,,,0.10959100943547637,0.027916793427575023,,-0.02221132096149965,-0.02942123472398513,
CCK,0.06089453544445217,0.030141673521495823,-0.06358078519692689,0.059603736108900754,-0.009493756267023326,,0.09052750464571484,-0.020876978779220817,0.012156492101488937,-0.003902798955055152,-0.03816728385840829,-0.0180101588064222
SEMA6A,0.025742187862817074,-0.0348105542775072,0.06071892290935987,0.024378551104884367,-0.01762906860687467,-0.021585038071199363,-0.014282639994384299,-0.025460895208067772,0.018270604207001225,-0.06434575575515036,0.030123790067261867,0.03822478761174996
IRAK4,0.03423759349926224,-0.008618962871132162,0.029118262857748926,-0.029614590506323632,0.030437082356678802,-0.031792486085928696,-0.03156579861148814,0.0018501856895956426,0.015901306152820715,0.05813726226414621,0.02320112248649168,-0.0590098050493228
GSTP1,0.08950948158659983,0.018327335007408567,0.015019268825066365,-0.049346544565140184,0.10219128979152875,0.08060493500162628,0.11791520086197757,0.016403456634819163,-0.06987558513455756,0.003631538331117709,0.01267353051065608,-0.008361918288869478
VCAM1,-0.01575728789015204,-0.03763055991898309,-0.035216784827891146,-0.03959364221812207,-0.04133832377369846,0.006577159458598941,0.042323961361859355,0.023089092343741627,0.08351207343843431,0.00587408580826793,0.010758064221797614,0.04634949302811118
NXPH3,-0.012710580000214794,0.055351340233479616,0.0413497177553884,-0.015306724079212618,0.014171059657996527,-0.05459102361981763,0.024641387697640432,0.06737300871486358,0.10509876994086848,-0.03016707725032445,0.06600846517864747,-0.014794977199269367
MTMR4,0.05252719545689752,0.02042121852670283,0.013042565628898054,0.05934575185372512,0.07328182938442442,0.09007053259738616,-0.060009080336603286,0.04374693466253579,0.07318859402902217,0.0176105894570247,0.049267298163350695,-0.03169624583966376
LAMC2,-0.0184617125906999,,,-0.021774448676239764,,-0.034451604565669196,-0.02112188522974386,-0.020570776589696305,-0.02318339745445502,-0.014424931804993242,-0.010832293067817802,-0.026266385926554787
IL10,0.038402585857114084,-0.024113152523832705,-0.017402302198954122,,0.05390216142392391,0.09162686700978419,0.04803829966815854,0.024753193023820657,0.06612897975276422,0.02894462847562307,0.03626696106756029,-0.023725608426415776
SEMA4D,0.02676342687393314,-0.05280017092952308,0.028463059835769775,0.023105197806473056,-0.07618502822063172,0.041347131272154704,0.07279441838409763,0.01606112520056052,-0.10150707032062868,-0.029086721852457406,-0.007843231231445926,0.017450449501384066
TRH,-0.006996035481415331,-0.01784624200191854,0.07048532688664128,-0.017091757988291975,-0.021955453331434775,,0.03830337545424566,0.04696193779309904,0.13681228517769758,0.011368193426249227,-0.032953755922232944,0.04938224151170398
SEMA6D,0.02440926970491089,-0.08464612557862096,0.016026563174828062,0.0066091154932226516,0.05376342487978089,-0.016425595184233564,-0.07385129010269706,0.031800710357113474,0.035693179726855734,-0.05862827401671387,0.09038508090253582,-0.010789569236436728
CEL,,-0.019584105745268348,-0.009885962207119266,,,0.11044674892086725,0.04102392289666829,-0.008961449303339497,0.11419274758735193,-0.03651557192261529,0.07455532217721896,-0.02806204985404152
PDCD1LG2,-0.00851101087090281,-0.02411314002861135,0.04342291937814298,-0.015291121120955988,-0.08831020393041553,0.011743007959572567,-0.028357529790542232,0.012012861436744343,0.05417846168424619,-0.05180106602789148,0.031324537870443585,-0.021970777286808064
SPINT1,-0.004046318676061334,-0.023514162251180252,-0.02623881139802961,-0.019778136491785652,-0.019060002186299406,0.05007615420643157,0.030577926163738788,0.0358016045242735,0.1523949215592004,0.028789842286496052,0.040758099851682474,0.00606871591614494
CTHRC1,0.025901677924145463,-0.020968013254710188,-0.004922188133531519,0.03392246618800339,0.08110729959699983,0.1871801837341042,0.05525106629771088,0.025456282983889876,0.11259511147706586,0.08145273410812619,-0.027708317280519867,-0.03870758881400646
PODXL,0.01496303871533228,-0.05303680888810578,0.021006877852262778,-0.02044167844375482,0.006784129526226042,0.030385566895463435,-0.009238545452455879,0.019088162810307462,0.08430048939499935,-0.003916439203840432,0.0466401938340364,0.07960241016497396
JAM3,0.005183194632631714,-0.06638706257672408,0.026159528150011033,-0.020193602503303296,-0.060386711810276175,-0.03309652945016278,-0.03206839822480225,0.011980793694612368,-0.05139536947261411,0.037069383596839166,-0.0311050812265874,0.03456063671968457
TGFB2,0.005921103627383225,0.0011528341362947313,0.017792421083242894,0.017435743693554676,0.020617153772486924,0.00262069674133877,-0.024974925837206497,-0.018680192977447135,0.07918818976135014,-0.056296418747717535,0.03351786042822966,0.014649129958215419
COL18A1,-0.0004782960762742715,-0.07967004572442754,0.01768521018042392,-0.01134991584982432,0.0026514068856632956,0.025378523401041166,0.04594165854943501,0.016213432902644296,0.10324471181491231,0.034747177196460324,-0.01753733577703906,0.013781335412537635
NODAL,-0.0016224052721661786,,0.03462282440097258,-0.03387515896080687,0.018813684957096066,0.07724264380897972,-0.00819153807761246,0.04493760435335574,0.07242365976774139,-0.016495991408890614,0.0240506276749275,0.03761686520827363
INHBB,-0.043013107590944136,0.01689622363772231,0.034638649610411104,0.007665840437892899,-0.045876103491071525,-0.012678565508607876,0.01017941020533632,0.014976704144994898,-0.014516905071152976,-0.07380445331383921,0.06034434421682771,0.022489028629096512
LCN1,-0.018461716744660402,,,,0.04577530274152148,,0.03680233356487385,0.026281057563353895,,,0.02208729277507738,0.008733368981522804
ARF4,0.01944704751576852,0.05173912001649808,0.01812291818588543,0.043524120738611546,-0.020648399981097892,-0.039022182973480486,0.01616747625234845,0.029550923974863266,0.05335640669832211,0.02990149397918875,0.012742057673286313,-0.032968186928408805
CXCL14,0.07706442904924624,0.05344169060852273,-0.06661553698680646,0.0744221928620712,-0.009199443922933303,0.05493832306626937,-0.048015494578689824,-0.058230772720803715,0.1408868116438603,-0.031125407503977187,0.09892388420881444,0.06003044841273316
LIF,-0.01840178836306404,0.04219831269764291,0.009478430032931784,-0.019290979793589937,-0.0028444414767555565,-0.039655867762958374,-0.00021830516497461005,-0.09131417123493608,0.1605072040107218,0.024589028462240373,-0.009597316844964196,0.04926917746435661
