,MGH258,UKF248,UKF251,UKF259,UKF269,UKF275,UKF296,UKF304,ZH1007inf,ZH1019T1,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk,ZH916inf
CCL17,,,,0.029548649299413983,,-0.010238957116784264,-0.02138666682795687,,,,-0.013312000374670204,-0.01560464877762973,0.04458482876234573,-0.02928220694638867,,
VEGFD,,0.05981169704882748,0.1432559942795803,0.009505790761674023,0.02991371234600639,0.0708668575822055,-0.021494912820236464,-0.02425656698975758,,-0.02044736155490268,,-0.020263573859588768,-0.020826663895790725,,,
TNFSF13,,-0.008627358329660549,,-0.027234692304795593,,,,,,,-0.025543729225859808,0.02382058077869245,0.009610998789113274,0.10190286592809399,0.04860572563721189,
WNT5A,-0.0866939074826513,-0.011906185108955665,0.0028704987446512777,0.025415943174262958,0.06483761756672725,0.007534270765552242,0.02869145511285537,0.0236208389363248,0.07515078423750689,-0.0398689445055724,0.04154571186950603,-0.023521353857330642,-0.00046922802242762023,0.06112949199150566,-0.03079301638807691,-0.005380109222189046
CXCL8,,-0.016554821487513974,-0.02398037185089272,-0.007172939382248276,0.0674928733460611,0.0029782205481393015,-0.029312689135713724,0.03397900075804553,,-0.08623530117701693,-0.004664535716743261,0.007260712380369584,0.019308116989476397,-0.009312131467719063,-0.049704878440867704,0.0003052591936542495
GRN,0.015534655341501794,0.09741908591397315,0.01899258275920411,-0.011893440775582628,0.09555946963503789,0.0323416263262726,0.0037698126984563136,0.019684712421148647,-0.007686742741126195,-0.007078998959934731,-0.0036523230990460256,0.00432732656518952,-0.0014306300222814287,0.027003092560668168,0.043785189101539765,-0.039828461414361555
MIA,0.08593653391986306,-0.036084548591223675,-0.022776394392377185,-0.0600037892291928,0.02947895123249774,0.003742854541153515,-0.00016248798054536306,,-0.023302420942099236,0.01716703700968863,0.03150312086366769,-0.02893493219376983,0.007795686926634596,0.05258141424186784,0.10327378593995581,
COL4A4,0.00978499341440264,-0.03744498564731859,-0.011850860697745942,-0.0034952342069701423,-0.016558211291257563,0.07292679818754957,0.0033897236560634773,,,0.04144847675870347,0.05796994295984084,-0.03244515013957719,0.0012948720066204723,-0.025647602164705935,-0.03283700127847266,
TAC1,-0.022173365048637508,-0.027640682772740486,-0.02878217791319766,-0.004493050318727625,-0.06145051410273744,0.038836771267857444,0.011588228111029494,0.010310787422055191,,,,,,0.010006188185369707,0.07943819584055224,-0.044593404124817784
RARRES2,-0.08288247435773065,-0.03302319564772147,0.06426389251792634,0.07412275315954667,0.11637483100753734,0.10093704960849818,0.010277979092852024,0.05758670905725322,0.06972765088530665,0.00869317172593363,-0.03339454152035551,-0.024708334042577173,0.034048273731803136,-0.04366295799075818,-0.02467189489072585,0.11945547197203377
FGF7,-0.019838512831019537,,0.047893992902921415,0.04651561229685705,-0.03911147041008241,-0.013584845799383587,-0.014597553881533741,0.09756313964368654,0.010001418412536144,0.07592715460605504,0.08825185442993443,-0.028489137501437358,-0.040741015747378276,0.062452961837465376,0.008717332833597321,-0.009135748551067985
EFNA2,,,,,,,,,,,,0.02351535859697314,,,,
HBEGF,0.01225925394208213,0.09167852643608544,0.005258829593261534,-0.006557466100706315,0.0856662974525048,-0.06532143506571673,-0.008935266118292075,0.01526375139964801,-0.033822877733751575,0.013540043153266195,0.030439861626365125,0.06737331184431501,-0.04706522288433345,0.013768129371219136,0.008117749743065249,0.1568942239952053
CSF3,,,,-0.002288353243828547,-0.017518268840159164,,,,,,-0.020738559126844667,0.06182049796397412,,-0.030829646600952724,0.0027713676132632386,
PI3,,0.08728038704267185,,-0.01845830480442425,-0.01972580193014094,,,,,,-0.043002331449520585,0.015309745033196754,0.06108437256430082,-0.06054020120932706,-0.06737530841787953,
PCSK1N,-0.016845438463732133,0.009064497591987438,-0.004645583608534486,-0.06114812277110245,-0.05570103373064522,0.002472433410807321,-0.0717317901128456,-0.010312277802332086,-0.0569843059018195,0.051011625918634645,0.02440761276709519,0.019906349834973074,0.002489166877803489,-0.000996585762385417,0.08392056470398167,-0.17113089691588415
NTS,,,,,0.015179787964234177,0.015101736448506868,0.00011126279854509145,-0.02183870215738033,,,0.07600914946845186,0.01087211756053509,,0.04329991502838319,,
SFRP1,-0.0180565052323417,0.010380654754764126,0.038819122495361943,0.018388208905048897,0.02771296596199944,-0.038399597167951036,0.0007870365619977762,0.0957435432920177,0.09579215198282073,0.029528068902299292,-0.016808829258593765,0.03180066463249197,0.027517439292684208,-0.008255430940012357,-0.012457283195918637,-0.09115098361165473
CXCL13,,,-0.04323743311799148,,,,,,,,-0.029901482184002105,0.04758522523926749,,,-0.04421274345540918,
MICA,0.05069537551434646,0.042854390775598925,0.025674041583635895,0.034747729498386545,-0.0065588490005126605,-0.0228782424536514,-0.01615480600727731,0.07600587100966405,-0.03312809805847161,0.05986895990516472,0.0016443374090642953,0.004202397992751263,-0.04903669434020534,0.04612284085196085,0.08938538819761704,-0.06137989082173117
TG,0.0097849912093167,-0.017368673633309985,-0.024314355405117213,0.017907484439213885,-0.003039836605423917,-0.022577945707482262,0.016004662225554356,,0.06474542995787445,0.04102578050795875,-0.01768832030709835,-0.028898043776804716,,0.003011410486358806,-0.028008466096008492,
ADA,0.03623400400849256,0.1461797127853764,0.005807800603725066,-0.028022734676071408,0.046137200912109315,-0.03437054853318222,0.01169862359044144,0.03778452398293633,0.03958896382765305,-0.022640596107422764,0.07552952922968528,0.08764088922357918,-0.00589795011374199,0.11560688721788714,-0.07812908719187085,0.03513670972606229
LAMC3,0.023585476482891488,0.12083934840540277,0.028276406067566155,0.026665566717538596,0.10887531572526399,0.006638392871478566,-0.03933948155173698,0.0438157679105965,-0.01227535723917399,-0.012243297265786773,-0.0029738538472834277,0.03249715875535915,0.016880893072035958,0.0724664752382918,0.05939075720315952,-0.012108888077223923
CCL7,,-0.019832085987892597,,-0.005733034410275492,,,,,,,0.130058638701217,,,-0.03230648117555405,-0.08656361506978981,
NGF,,0.040072281952812844,,0.0191477239933848,,,,0.029316262801271975,,-0.002883720390181933,0.05020801367180049,-0.01900029519521046,,-0.012842680436729781,-0.061773387251561306,
TNFSF15,,,,-0.029931597268625886,,,,,0.07363026614186326,-0.04738187170110805,0.024990168876962704,,,0.02427978777111886,-0.02531089341333261,
HMGB1,0.05662285239213784,0.003350553338269146,0.0029503062167413477,0.04060114136439464,0.11547202049851202,0.033658266889874215,0.03242248586762977,0.02743546362917132,0.001570423594600055,-0.00314315459764334,0.011575470296511318,-0.01289747099960348,-0.02258185536061059,-0.024529861634668363,-0.06495850518455085,0.015760391379049738
ITGB3BP,0.022604083369354405,0.014761026524496776,0.031581097605494844,-0.03743331859242608,0.07632749980854386,-0.04876919518740002,0.017900666992666337,0.10659818703533253,-0.07339081019048833,-0.0910863168875306,-0.045653677617117805,0.03351839054156986,-0.021701891219216264,0.04156241934320653,-0.0638643557634716,0.007047210732537972
AANAT,,0.018338035263300412,,0.015997547482253224,-0.015801952571823357,0.0351462509782954,0.00048817136439004534,-0.020531605281492213,,,0.07936302202562563,0.040570018857383205,-0.00995846643696474,-0.009225493296374088,0.025528890495442016,
RELN,-0.021288958729342295,0.033291249742782976,-0.004180892902706961,0.09086055212311388,-0.04636788686709866,0.04775507855687142,-0.013342894049237667,0.0006938166886639258,,0.0013923720089189923,,,-0.045935796576365547,,0.08726669884141287,0.09129993914284873
IL15,-0.0014756627790551648,-0.005816413875380018,-0.01059402291821862,0.03679344427328847,0.061135272613470126,0.014397260636801416,0.023549806687097878,0.08361181686856525,0.014404934159565905,0.061508650753585956,0.022155915818976097,0.03233270296623156,0.01103007996793709,0.020067787972957416,-0.04591275823042411,
UTS2,,,,,0.09205071253331458,,,,-0.026030130086903355,,0.042309166051328416,,,,,
BSG,-0.03377344220097254,-0.025748924423207618,-0.03694721478196288,-0.020019285992230906,0.023215979612506796,-0.0741013420255926,-0.04802347323770956,0.03577147541687271,0.06474717580417581,0.03800100744891663,0.011352265656585472,-0.020887278934164824,0.06101762958108456,0.016132021772750298,0.02364064782032769,-0.04533907482882707
ADAMTS3,0.0003211806495858607,-0.033238604808268395,0.050320204825178017,0.0254316648501513,0.08349239647058541,-0.04363191923051819,-0.016118675125244127,-0.03296893368471171,-0.05259487404938133,,0.019272146195272875,-0.029299484392971285,0.030395242905992256,0.12299135061082732,-0.0159958192710888,
CD34,0.053214596678963444,0.12489920216371059,0.06399011289804375,-0.03674264302084848,0.04674486647827665,-0.06118903654719446,0.03695991106243244,-0.020259388367744047,-0.030446526827841533,-0.00011914452133718047,0.008642445250283164,0.04106364792832238,0.1097267026481813,0.03306083361053347,-0.006761581885790521,0.015775620129625443
CCL23,,,,,0.0242758789333019,,,,0.024662453896456795,,,,,,,
PLAT,0.03276552996123623,0.1011184093447759,0.01216332638343184,0.057514518290287905,0.10952640572988886,-0.06343186597709709,-0.06647103392812957,0.015221420813252982,-0.015531991313360081,-0.011683484652939145,0.04374159139895116,-0.034437236705090996,-0.04216525569765794,0.06039072945016026,-0.010286866356341153,0.1490539716192957
NTF3,,,,,,,-0.01253317999606559,,,,0.032908912279080445,-0.04065241604705755,,,,
LTA,,,-0.01788085339082885,0.033679531502204416,,0.03655099534835336,,,,,,,,0.03786810148629642,,
CKLF,-0.04728605520976008,0.03022695597502648,0.017651824029210048,0.02910179612976131,0.11815849637061322,0.025988556681327313,0.0344219351859878,0.04905206840262404,-0.03347987420294003,-0.06050835797098261,-0.024409556914708676,-0.0034088417258876734,0.00925462969236429,0.03828060468649609,-0.011158948034775238,0.02788415918236424
CD24,0.011904529337063834,-0.02536535003579341,0.022645853012236494,0.011599086180091804,0.010730204947294686,0.10323094146451633,0.041991947728528024,0.033000362369412596,0.21654500123963963,0.04996851079545311,0.05913836067084041,-0.055059236992555556,0.054616860075749264,-0.05684970913248373,-0.00844635087776867,-0.0587658234549882
HSP90AA1,0.0546849970675526,-0.07627572071450174,0.0007725221166185827,-0.00680611011906398,-0.09535585312588188,0.013077568577112031,0.01763092844607843,-0.07134765844276474,-0.018249464624161913,0.0951015248994955,-0.02366863977061431,0.0714969068031897,-0.1023272554876726,-0.09838716094937974,-0.037519290793246465,0.06594446302962992
BMP4,-0.00921817839552408,0.11943564449125517,0.032488690196492594,0.029464023204318988,-0.016987243934960473,0.007151917007613287,0.024431982963802595,0.08488903323414158,-0.0622687495731096,-0.060604023710708665,-0.0004293156571201044,-0.02290625093346242,0.06764889062292027,0.01973144772039707,0.05709745216503546,
SCGB3A1,,0.13888449395359487,,,,,0.010038328796478367,0.03972891363882243,0.029840519022900996,-0.060665013488812175,0.08709111038576528,-0.03686700220431855,,0.04419495845221141,-0.06688043068691314,
IGFBP4,0.03811333739256736,0.09961421568635631,-0.010328197587415754,-0.00037147918803537115,0.0936950552280585,-0.018472891812194383,0.015277036975302983,0.04026372524678839,-0.014728608050042705,-0.0224435326789179,0.01285340957057105,0.037543876861305295,0.025223236270350897,0.055734449007131225,0.04373773256203636,-0.06392104976542244
RSPO4,,,-0.02890644168689789,0.026868499703456856,,-0.010067081645492673,-0.020501314540605803,,,0.07030674933207114,,,,0.08953670696441636,0.029438674365738885,
LEFTY2,-0.00663312391086374,0.09523448844999231,-0.018100457475710173,-0.029638071181964713,0.12703391489204036,-0.009594328080976757,0.01891619360723733,0.09959991487478696,0.10052882277827384,,0.03385018285718548,-0.022144586240318186,-0.0005842044972755579,0.09252563191247877,0.06591883109825837,
PF4,,-0.02057260363974365,0.0038961598917230133,0.024797330305875016,,,,,,,,-0.017652363461125236,,-0.04600327749715675,0.013890501142147486,
ANGPTL2,-0.010375427368672151,0.12576288431366017,0.05157233607039776,-0.04308580173452718,0.0202228226793084,0.010409716865676844,0.04081161982749034,0.058470867923449174,-0.030760447149908134,-0.10197292586098657,-0.01839158293438013,-0.012944795498538633,0.07002779977029039,0.05481366186289283,0.018640629450335962,0.06957486020457132
LRIG2,-0.01981600249632997,0.010637062040358797,-0.012468514832909061,-0.01461732945327149,-0.014823526180885515,-0.0030183323883975835,-0.00032784989519385054,0.0024448468626686996,-0.05072105097303694,0.0028620741718663532,-0.07520019072739119,0.05036843830153589,0.03334605107137573,0.06409698975483955,0.04574825432577694,0.033671134946122686
ICOSLG,0.035009166513788596,0.0065440717597914245,0.0024779498884265564,-0.0014184226928085379,0.034150494622984674,-0.026192849345702297,-0.01963081198808322,-0.010117169314920054,-0.011779434995255819,0.0023964566817201473,0.07824360773530166,-0.0052294117559479715,0.06773720787848264,0.06585087190533478,0.06308901689669337,0.078993043336221
WIF1,,-0.01710436280135386,,,-0.08318981716309702,0.18795111114213972,-0.016190928862704193,0.026317428529726117,,,,,,,0.015223212023108263,0.05135336157684156
NPPC,0.010953106051265442,-0.0435335707003837,,-0.004430353723054793,-0.03332662218660609,-0.01714130289873175,0.021741396021924052,0.0257170216543655,-0.024874571285189023,0.04551851309169439,0.056770312361402425,0.05141978831186111,0.0577774936125626,,0.02453159796961506,0.04154605821983743
LYZ,0.09984652752738143,0.03395553224070291,0.1071617433990905,-9.612686158693639e-05,0.06433827842308536,0.009775117518714396,0.04605262132272897,0.03020942550977916,0.08170721875930213,-0.014518141762989384,0.010373256197916436,-0.018915887984756487,-0.006545404176513794,0.04397292184808766,-0.0930214564208483,-0.08025091820092642
EREG,,,,,,,,-0.022465657205518616,,,-0.04049821134092019,0.01998224323349603,,-0.012828171430176904,0.054852143783474645,
SPTAN1,-0.006143513342845185,0.03446887513109739,-0.023629731632847213,0.0043812860882314055,-0.04553942570425614,0.037024010481612656,0.01842625701097352,-0.01146149927337748,-0.008981819556245092,-0.020864647666847917,-0.02590435051949912,-0.007557445543206548,-0.023989912894696618,-0.004432310972631659,0.07842629156782258,-0.01570569344866116
LIPC,0.023708472879804907,-0.025186274256767706,0.027115901391794393,-0.04214463545040033,0.07879209148897552,0.13139879691699366,,-0.040235582592327714,0.08923860315937816,0.16721379679947415,,,-0.029668320013528482,0.052643808416271705,-0.01165846581754693,
COL8A1,0.025101690102282994,0.048117084975190044,-0.028715718344614966,-0.044428315716756914,0.04598873563823887,-0.003106044738173472,-0.01589059732157274,0.009602720656330475,0.1944167262336676,-0.04702324321909416,0.03970309792035279,-0.08708241205760849,-0.0107471032323191,0.01185862804099657,-0.023186358428368716,
GSTM2,-0.003492409237313332,-0.034657806102365,-0.03564096147674236,0.033222752317317486,-0.036392321192221036,-0.037918842979884536,-0.0046346520367341985,-0.03573190456423618,0.05508233374876039,0.010094673015256291,-0.01830935169663799,-0.021492402323020302,0.04861818859431248,-0.007193343458298595,0.03768304681138578,
SPX,0.060516730217077035,-0.03172345482001532,-0.04343650057589072,-0.0073967827224954335,-0.004327428008210534,0.05838202637068497,-0.008022965081987918,0.07532497201867272,-0.009386865541869557,,0.023616360423503048,-0.021917665537143388,0.04450607270758264,0.08255539301713728,0.015812514463271008,0.02152449556849078
MFGE8,0.06610360351217502,0.06363653776923238,-0.04881637355407972,0.027316286739766726,-0.005947275855929269,-0.06040598307577086,-0.005443951976052671,0.0527790630957553,0.018047497405280548,0.005290347429631285,-0.04162925414127185,0.0029141000154986416,-0.007910802503698291,0.07035361735521536,0.05811257546715825,0.0029786673088886433
TGFA,0.013099997435249085,-0.0028915667704491697,0.0387669910864909,-0.0018732306592767957,0.06716618222276793,-0.04428251943481803,0.04189612305865957,0.05517638242988625,-0.0547786073810759,-0.01612426301218021,-0.015914096824549927,-0.04615173205851215,-0.04932201509300604,0.048214761128304265,0.007171340288821269,0.044090833315622205
SLIT2,0.059947162737878715,0.010432857972305653,-0.04241065409955741,0.005503569295219298,-0.009453773700991779,0.0228548767667295,0.08564856313053817,0.017717608230411883,0.011114676135618182,-0.046192394818753604,0.06490972758665789,-0.02699986267889717,-0.040160659447833605,0.008293214043603248,0.03272332353421702,-0.07079452785528925
PLTP,-0.01364299945455639,0.008841351579297349,0.02011933652019445,0.03342455348867356,0.1469783322310046,0.07811776774105035,0.06371470171634906,0.03776288724904246,0.0054726907943176435,0.10531263472999772,-0.07314494230677203,0.07615124510905216,0.004945362186954365,0.03199233971855856,0.08978458241912055,0.13775887433217493
APOD,0.06727819499303911,-0.049168918086465674,-0.017073387795437916,0.029820216862313988,0.10609288941002969,0.045728898625463976,-0.015628691045723158,0.004037672519198797,0.0837278490909012,0.09328967624632618,0.002851572693686312,-0.00666923162826825,-0.026823379372466958,-0.10947018910245518,0.08195385393792272,0.06561648410279164
B2M,-0.008975839534558673,0.06895659590553056,-0.019470755584199903,0.09275296701612451,0.13773215310878772,0.0736186704200501,0.02630080567240802,0.05708966651063758,0.08830457065765969,-0.06502067968176388,0.01293430643441218,-0.005130872808187929,0.0283684357962081,0.021405579248922214,0.040335420523230046,0.013029693726051101
OMG,0.013291226638458468,-0.0474538515351024,0.004753643614653078,-0.02920391913492284,0.0034145731187447217,0.011860108135469331,-0.021492795145723945,0.07324995293329592,0.10660355187605786,-0.01616021656321631,0.0397670272771319,-0.01749423005098733,0.01737679285717833,0.0684146759274119,-0.013790490174406523,0.044721913440697085
CXCL3,-0.02067975599614886,-0.02140328762020049,-0.023615945977749502,0.0007445194150484581,0.08964597714238035,-0.06044092449457511,-0.0323036403932534,0.002068385225452689,-0.025635740198005658,,0.006462558981522007,0.0070972264444116705,0.0011050320929215103,-0.02254030605933402,-0.09142881493022215,
CXCL10,-0.01955013019880916,0.00889791098602749,0.01833476178016746,-0.008958816152577488,0.1522961163329405,0.05959595702125776,0.019233956255077466,0.010763573944338287,-0.06473275111416302,-0.014539227747854667,0.0002690858692623597,-0.006301493417606806,0.03250409391087618,0.035658753587935195,0.08625070179098215,
RSPO3,,0.00024239456226090927,,-0.027234693199166833,-0.025947644011608165,0.009099428602905463,-0.034818661530284255,-0.02433911305874151,,,0.01562730649344291,-0.033169076304413694,,-0.032784761169040735,-0.006912242256391653,-0.03155917979551911
CORT,-0.025679472094251286,0.02431535428027152,-0.017625035666084483,0.022821189862768744,-0.027704807252915967,-0.02181011752851174,0.0012775261498046396,-0.054972960236969265,,,0.05550916401111999,-0.01847230116120736,,,,-0.03370009241518344
NCAN,0.05847309980073026,0.038748419659528834,0.008933461046620928,-0.010735911425209833,0.043361574587913634,-0.0567407618368818,0.0005096875040570706,-0.03074358276801757,0.06314413398364091,-0.004812636199564049,0.009530903206928181,-0.0022986274043884695,-0.09665921929832944,0.06642652710561303,0.05896102068488879,-0.024370134150362693
PRG4,,-0.02982508886869332,,-0.0158375730378777,-0.005527861379536142,-0.01955753920460338,,,,,-0.02185254522480905,0.0666745394349478,,0.01111913486945506,0.018802407470071357,
ZG16B,,0.07514077121521003,-0.019572363898860357,0.0464992551108975,-0.02426829939269825,0.0025556086250156564,,,,,,,,-0.04087906888569187,0.04394623060447467,
TGM2,0.02413288683770042,0.0885523857563753,0.032150958203603565,-0.02776274237206364,0.04698722494552163,-0.0233747113160912,0.06694543499966744,0.026401576183241515,0.06363761345099854,0.06070886374677152,-0.02485684991195487,0.028027236662986583,0.027491726267337212,0.011872114650060479,0.07903902565550679,-0.024237535809367543
VEGFC,0.09895752438162228,-0.037868883794430666,-0.025131668968567063,-0.009083384128615639,0.12794224793074055,-0.001556293409559631,-0.013629267518143714,0.017559726033150293,0.09157985126131513,-0.0453089400297642,-0.025676588945081635,0.01118852891495672,0.0016817799826751652,0.020813249779118637,-0.03002478081958309,
WNT6,,-0.0100977386790746,0.05262902660414075,0.02127833684344853,-0.022103883815628073,-0.009812577231145867,,,,,-0.02978417493497501,0.028741318284880184,,0.029743291632405376,0.008302011828444502,
NRG4,,0.057412454982388506,,0.03146775261496709,-0.02799741294043206,0.018598725806736563,0.005624150028571183,0.00986666346350035,,-0.0019663896713048162,,,0.023517677203876562,-0.006937050924799368,-0.04358147935648767,
PMCH,,-0.021052602690986938,,-0.04532779924067152,,-0.022744036879768396,,,,,-0.020279448489790085,0.06811397639163315,,0.04352257338863348,0.13698535346331633,
COL9A1,-0.010714039281712657,0.038701207341069216,0.012478141592271681,-0.03416690679468972,0.0687612375548326,0.03711289673103058,0.010925782371842106,-0.02215422091707801,-0.07686940800047731,-0.03996461254059051,0.00054809195672137,-0.015424568455727171,0.05265907104144455,0.05981738916176372,0.04882636204100925,-0.05134674995491976
GDF11,-0.0071137320066754885,-0.04413495170801743,0.02899265779820198,-0.017697545740608105,0.03349352826338923,0.00919462689377159,0.021347319985004744,-0.006367955572397818,0.08555151473180397,-0.007391093010816198,0.03618699890644837,-0.03200488101940845,-0.018434553029070395,0.08864847503019972,0.021363034167824476,0.0818538868970495
RAET1E,,,,,,,,,,,,,,-0.03596465409120529,,
IL24,,,,,,,,,,,-0.01511986812153059,-0.017370905500529166,,,-0.026092543627392915,
SORBS1,-0.08018931578732261,0.008785486637791554,-0.03293529367882379,0.03888960550422075,0.001197409999871206,0.06675872500263046,0.02668336652181177,-0.001633003385828995,0.06004538517306835,-0.01263094306722679,0.033641421222391506,-0.054529386081115704,-0.05325170518366004,0.03319367189516092,0.06634520533448447,0.0596958344002112
DLL1,0.06718668811293087,0.005315889597597127,0.04040869887095123,-0.05215872254455037,0.08170532493398613,-0.0022769296464764405,-0.009514712385991324,-0.004109660122926061,0.019850086415449456,-0.10489483864928814,0.018694367631220708,-0.007552999476804526,-0.010403200804336139,0.1678171059596712,0.12590477369388584,-0.022826684155641742
TLN1,0.0034312006003979116,0.08638104472657022,0.07129628469282168,-0.004840793468490033,0.0736711251839063,-0.013299840533842528,-0.012231898709448134,0.012181734383120185,-0.027736829115081033,0.1317109863105595,0.0041390115024639955,0.01219718287229235,-0.026699203187994815,-0.0070976347306915665,0.023505671300857973,0.020207644020727545
COL2A1,-0.003915764289064421,-0.00854179835408375,,,0.0566408704602129,,,,,,-0.006685517637683405,0.0027133887883670216,,0.025355385043553353,-0.011725219640175817,
SHH,,,,-0.027932180166094108,-0.016309832233254183,-0.003742213235791091,0.02203627357310576,,0.015508708750893437,,0.05960150328321675,-0.026364879963140714,0.05016681546472082,0.045976074563006536,-0.026764282624709965,
PON2,-0.050625791084708875,0.08004035336423491,-0.05078038525145578,0.03869419461326127,0.06465873115102694,-0.026409857956854865,0.05162416675482338,0.13675774543980043,0.03375478344625043,0.07083597843862798,0.025907812511820966,-0.034575628676257936,0.06677005146207435,0.06592480271961912,-0.010569170727364545,0.06418458982795826
ICAM5,,0.023116983729166245,0.004173080267314677,0.033991607089702745,-0.040542086394808406,-0.027115776470900306,-0.01170107069335507,-0.0471208085193968,,,-0.031584935135799797,0.015949565037203992,,0.04344633437067322,-0.02010961950397164,-0.057780938547298495
HPX,0.162156479929933,0.008922851296150773,,0.0011451393343492682,-0.017630893833448166,0.043307796965810434,0.009115597613643701,,0.09230833276968385,-0.024169773149511877,-0.038291903391562535,-0.051572710018774524,0.036886779034360544,0.06948990758534826,0.006467265675607087,
SFRP2,,0.03958802905232429,,0.04571203034832034,-0.01655820641546595,-0.014744851196539857,0.005913509062834662,-0.05441717123757968,0.07902435268162912,,0.0030869055548336014,0.03850510630497998,0.0064568784898083416,0.007329689060626239,-0.006330765388810596,0.008297988937103198
CFC1,,,,,,-0.0050841426938236884,,0.11823311070907623,,,,,,,-0.009752556028231925,
CD70,,0.06804642282620918,,0.0010079955284360298,,-0.028299785638497645,,,,0.10028687998209987,0.035957376360274323,0.06698071671624456,,-0.03178915358221801,0.004627272643993221,
HP,0.13655036476453478,0.016252044155913484,,0.03507782588903514,0.02580891142316227,0.007281682364895735,0.008066750943861074,0.0018969449382445869,-0.0537762463845706,-0.09141921774520237,0.007039821768637315,-0.034183118686698565,0.013739331095558915,-0.04904242239545549,0.05688980035481566,
CXCL2,0.03022061756450328,-0.06441815139130196,-0.03064123825722057,-0.0033965285508104023,-0.012960857143417956,-0.02522709174381654,-0.019936561108515063,-0.05979894021151952,0.04934299559524083,-0.04361410423824976,0.026160608522682417,0.0349402423050894,-0.0399389612918092,0.007402621139847911,-0.07356294819158544,-0.032902982959716096
NPPB,,-0.025585307806620446,,-0.03543184306966138,,-0.000721848900121054,,,,,-0.03983520854155073,0.016579758042737987,,-0.03325649268717324,,
