,UKF243,UKF248,UKF260,UKF266,UKF269,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk,ZH916inf
CEACAM1,,0.018695018210836727,-0.009990310027051582,,-0.010506598940936572,0.025486889855834187,,,,,-0.026862392117251666,-0.028158562705595063,-0.02501130093113203,0.03615975660949347,-0.03952495827142102,0.02167545497015522,,-0.005104654536697277,,
PDAP1,0.06921989375008099,-0.016517510540783424,-0.02847930758014799,-0.06094202168550296,-0.017969799208839933,0.02419318676780304,0.0034421825619073026,-0.03184411158165232,-0.10125203545064711,0.04659873691515588,0.036408593897176496,0.004066296911109969,0.0049408263836490645,0.020344546880334147,-0.0679402186409599,0.04059200394693108,-0.05492197631101439,-0.03240602370547281,-0.045032843595252295,-0.08185592224287536
QDPR,0.020076759359245293,-0.09441410795935176,0.08637730456855018,0.04436552334557739,-0.03690245555552199,0.03442571151126863,0.03322272751646976,-0.1025776056187089,0.044446315910455635,-0.08959194773172888,-0.04786159411079216,-0.06754855771392522,0.04649235920423565,0.03942714282411855,0.022686603565682802,-0.005115116254440469,-0.028487459481450435,-0.05575887843898571,0.11984344788370868,-0.006940257866406176
POMC,0.20450556697705163,0.06344313581841636,0.08298205417348187,-0.04061292864924398,0.0726180841951179,-0.02007223484099177,0.0032330421125153943,0.03824985478448821,0.11895244396742616,-0.02932629050631886,-0.0705536574032178,0.05104005536855522,0.012661226595571954,0.07629698070354486,-0.00816866800255172,-0.01226382687441718,,0.0012605533336416989,-0.016348672269029425,-0.0644505506770131
CCL18,-0.033596577884665316,0.024413402809673534,,,,,,0.04841297021281749,,,0.06302357630129571,-0.019964883929448833,0.015179626081609637,-0.0038462830431341423,,-0.034275632610527455,,,,
CCL17,,,,,,0.042340873195704856,0.03694959154388346,,0.022835303926813787,,,,0.11719576728107693,0.05958322410735241,-0.020345701833983935,,,0.058977260225971814,,
VEGFD,-0.03785352350851952,0.047323853290255354,-0.02379923286345913,,-0.021843721247258793,-0.022986393581715437,-0.03449267903580992,0.05906531226205381,-0.028608603891438572,,0.042759618075300015,,,0.0020849758217670587,-0.023200975975509214,,,,,
TNFSF13,,0.11051644768178456,,0.017051071976540568,,,,,,,,,-0.00012057164570573487,0.04445826960684678,-0.03771157387244628,-0.005849296083937394,,0.013445981611290188,-0.009009705432898548,
WNT5A,0.02314843739615989,-0.033066482132875705,0.03156880712761406,-0.010553022871373897,0.025523630529172614,0.058341525410663876,0.042205019249470684,0.03981005323354338,-0.05642953280041729,-0.04595724949523549,0.06624488961254214,0.03120092881679328,0.060202728623138455,0.07134165981297912,-0.05091602350836643,0.012515542453296134,-0.040067878757641257,0.1130897379534787,-0.03452530328313791,-0.006817202600673695
CXCL8,-0.08275112885030463,-0.04642471003227395,-0.03450549401398251,-0.02827315858947636,0.018273081741016654,0.020819321713984134,0.04705368738330239,-0.007446864683210073,-0.08601512521877006,,-0.06451184045804051,0.0847216809310638,-0.0014117806859389904,-0.16650647688616235,-0.04992883105603589,-0.014566762552691459,0.031464305703044496,0.00012705758666498206,-0.04843345788055963,-0.0677921141369931
GRN,-0.027864972542972165,0.05532159248525744,-0.006175262711686497,-0.04033524037464745,0.029332842022111203,0.03833556804731992,0.03140725192978215,-0.046573022699453286,0.05043521283844533,-0.056050206460536316,-0.0574936029208816,0.06880570671882216,0.06983959010102933,0.09059838368620243,-0.021416386155270844,-0.09876514099489653,0.1289034297995016,0.12120567222192696,0.04900959192049126,0.10233724519762005
MIA,-0.06093620126393643,-0.07093389094747819,-0.03443604031863389,-0.025406223642423884,0.00852181600265001,-0.028298483427946185,0.042702090976353066,,-0.03918079409184367,0.03510821357159824,-0.058233044937511004,0.019773789852160398,0.05673965355039377,0.0026739929761189457,0.045392963307131405,-0.02312506131155351,,0.008041532265850769,-0.022547320782082218,
COL4A4,-0.006147855127492566,-0.044263908392451985,0.030470676302037508,-0.018911696221181346,-0.01284890704245755,-0.022525022299755264,0.03761134940078017,,-0.01944936290243267,,,-0.02524185138012182,0.05985375465157295,0.023066017644565638,0.036913646700720296,-0.018806029434659092,,0.028255211476182013,-0.023838812053973535,
TAC1,0.09735726441291993,-0.016937155900888467,0.059077943535924514,0.06773936562233131,-0.010415845976674597,0.06537236845675273,-0.03784253464783461,0.07914531528500302,0.17645083913848944,,,,,,,-0.0024980201493531805,0.05224631196136546,-0.02759588619743394,-0.0282812850414454,-0.06855900791862628
RARRES2,-0.020197643162822455,-0.08935209251997354,-0.057387444375706566,-0.056518407798516405,-0.0026739433842912354,0.06410138975855696,0.0005227673876736169,-0.029539113676482192,-0.07329738205131595,0.03506171090263665,-0.00866131900574038,0.06787312937082216,0.030972902513422218,0.010691466589390438,-0.07430020841712819,-0.028388968563832523,0.0006769318355017698,-0.05231368769944014,-0.07501993384704164,0.08242060919595579
FGF7,0.017913856465281826,,0.10885862945975629,0.03273319194326667,-0.015536311658039734,0.0005686317237522324,0.01898528661446567,0.02055739587056551,-0.047725893086456556,-0.029712277034185386,-0.012462073913163688,0.007004473633007117,-0.028384146329270145,0.03833097417421166,-0.024633057969650828,0.016381055840383074,-0.054065508544234114,0.012367093279193058,0.11313934059268614,0.05394529681693668
EFNA2,,,,,,,,,,,,,,0.024724649851774808,,,,,,
HBEGF,0.002921555450000778,0.13619909585969153,-0.054859691425268246,-0.01698813596603226,-0.06284866535812594,-0.07149962907769516,0.001596725229030256,-0.03828644779911457,-0.025741250159511602,0.15625806555272304,0.07532158745447844,0.11915256372951123,0.05751472728946583,0.055428610174193926,0.055082934276297,-0.062244325909879515,0.02890508158139708,0.0429692260209383,0.014365444913327353,0.033074839667234374
CSF3,-0.03810614747595458,,-0.01019099194002361,,-0.013593896340169876,,,,,,,,0.05349823557470461,-0.0538868500882636,,-0.03410906858804992,0.007246454597910195,-0.022101151508792292,-0.05355187397677643,
PI3,0.05023637410760689,-0.006888877158543028,0.011749844724977592,,-0.015306906699042446,,,,,,0.0009024642372673546,,-0.018492062663722497,-0.0831276000973248,-0.029879717260009025,-0.026519112288476657,,-0.04801845984082168,-0.10715103611052917,
PCSK1N,0.12121539069648989,-0.11727575385244271,0.006522749877216811,0.10302185018257863,-0.012918545230169899,-0.038686263954795796,-0.03957144295426287,0.13769018200185607,0.1958318446159352,0.03330441089926699,-0.06659719365232725,-0.023763067468597347,0.014601459041251841,0.0849162803644899,-0.05158932319686446,0.08428676448651107,0.07910271164590166,-0.06906666473150955,0.10196908862624113,-0.01019783663373428
NTS,,,-0.011062549282082073,-0.02308688419402568,0.07451008049237683,-0.025732219611370323,0.0718191106864458,-0.03603461264808509,,,,,-0.04521898367250096,-0.02940471734961736,,0.034270809381748764,,0.018306234234196743,,
SFRP1,0.031957110589995494,-0.017065699355506236,-0.013872275903453104,-0.017685812713586112,-0.014734385448854226,0.047832519410877294,-0.031033988264010128,0.004307523666036506,0.039627634676633765,-0.03348680929211843,-0.069585130199836,-0.019461834683360466,0.0758806228435765,0.032207956228453245,0.030813816101086584,0.014052762658979959,0.014934529084690618,0.13104078996041377,-0.0323831862950593,0.05151326608991767
CXCL13,,,-0.026906792724154624,,,,,,,,,,0.040143893827203084,-0.057407445408215706,,-0.007644211162804144,,,0.09859975940077642,
MICA,-0.05102174561388854,0.1019523893388703,0.052332031641990094,0.0004223385022754826,-0.008505779078113854,-0.0241017647750456,0.10557484572830413,0.003286702027226792,-0.08128341170673697,0.03805010671532883,-0.011562928530608026,0.11490797214953657,0.005083298812751272,0.03524826844807762,-0.003019403193820585,-0.024393405687669224,-0.0010580296332090083,0.0896648740411831,0.010207999549015571,0.07146276568735264
TG,-0.011720363802365168,-0.03766066274819958,-0.008751789964420106,0.001646481032714498,-0.0164066166642021,0.10689765112160982,0.0004973594747401239,,0.005915097430116751,0.09592651036019431,-0.04977861219912558,-0.010741553760506846,0.000323799230137681,0.00985911736073237,,0.017751827540760125,,0.0054205898387757,0.012039899737849307,
ADA,0.07644019877241283,0.13430209171264357,-0.0005227574896046453,-0.01568176825989635,-0.006363520358312544,-0.025060347493631552,-0.042216620400820984,-0.07324798985807222,-0.05036477882877439,0.005703527814310997,-0.02545171695486706,0.07592988982959796,0.006819967494528871,0.034595762301107474,-0.010889707681651739,0.0453875944043471,-0.08160054585655895,0.1626480838620552,0.006312364482820035,-0.04266282517323136
LAMC3,0.06864900151628706,0.13619832033351043,0.026517882649902496,0.002410963656130089,0.013408705422463283,0.014575075736097388,-0.010853153535955614,-0.010637067726842508,0.023690167049321083,0.06831534687346535,0.07377331723972648,0.06852224736534253,0.0285574745981914,0.021378518571765617,-0.05761689673262942,-0.00483655294226804,0.026409206434268976,0.1392394411157608,0.0988219794333358,0.03825835792464249
CCL7,,-0.01793345209561831,-0.035673439428926125,,,,,,,,,,0.061954914200127505,,,,,-0.023159864412938203,-0.0577827732183428,
NGF,0.11407785870254875,-0.009012083173678156,-0.0004366705386944008,0.03416909730198454,,,,0.027508584018023297,,,,-0.005808179204371751,-0.03384174108905373,-0.01092977368149471,,0.04482319509424259,,0.05712952985061447,0.0007435065194417743,
TNFSF15,-0.005008065360460419,,0.06816681671433901,-0.030877199010207867,,,,,,-0.03372187894818607,,-0.029963260309615627,-0.013628430486195787,,,-0.03382886413304847,,0.06331502840927969,-0.03017044327811378,
HMGB1,0.09483507375757724,-0.03670400889602627,-0.026214602645160318,-0.051113744494440394,0.023734793474841046,-0.015624315460559587,-0.0034925749778300097,-0.06959210891498087,-0.04525320449755119,-0.02508595553986972,-0.031157174081158336,-0.09766487059593769,-0.01809615993970912,0.10400859067993024,-0.03810177565093243,-0.019227812099927043,-0.028819729028720816,-0.08404689841098661,-0.0021688844626011105,0.02740659993778987
ITGB3BP,-0.07183369712754731,0.010113181469695379,0.033262914097297244,-0.10940379816180022,0.0034235103594754865,-0.020236730359063454,0.029269079231733122,0.021868706054049836,-0.14242257590884042,0.08573811538313424,0.008250041640444013,0.10157619768455228,0.039872089985374407,0.03160844038061086,-0.02897469688068388,-0.06358587901766401,0.0318246474169603,-0.0663066436785373,-0.061033166597651636,0.08285268913130857
AANAT,-0.039349135988572974,0.02665442928983682,0.008026523905821363,,-0.012262062375776157,-0.005553061227518862,-0.043169920452519106,-0.016763027935192156,-0.035807219006058516,,0.017538239946563814,-0.020794263503327214,0.05067005925068445,-0.0014057182111701081,0.004623658336614041,,,-0.024504102365681367,-0.03760382024379242,
RELN,0.14641406558025977,-0.03121675382829329,0.06158802966840869,-0.00299754985361563,0.011396327497593912,-0.0028243068097149374,0.020729430061565933,0.07559971065837473,0.022871623885243733,,,,,,-0.025690427257267025,0.024942541335597562,-0.05156035501609143,,0.017199781556147528,-0.0589214243942393
IL15,-0.0073230338960627505,0.03330350405598284,-0.0114956800732454,-0.021970962724033236,-0.019781329864660347,0.10370333736524216,0.02442686920582581,-0.013994113819857398,0.01768275401254898,0.06363432225639695,-0.03164616747791854,0.045349290362540054,0.04136804527646206,0.0019959009162070817,0.022170794751337607,0.004410040284462551,-0.03007847575137948,0.1244857333227443,0.1167567411472774,
UTS2,,,,,-0.00861702044191483,,,,,0.07427655332257518,-0.0821792203892241,,-0.011959378253262664,,,,,,,
BSG,-0.036549702602706347,-0.0643937694290183,0.0040165464107629,0.04135736652277138,0.012964365859296011,-0.060847191209502036,0.050893851295192784,0.09097709489573183,-0.126874944407629,0.062178444540169554,0.01473589472163019,0.07077174864781387,0.11206144597122236,0.0191504931241279,-0.033613236746257845,-0.08908532784135242,0.10064925024935288,-0.024369098527335317,-0.01950816290727697,-0.06356424071039506
ADAMTS3,0.0712434989651693,0.009936728178743255,-0.0021945293838885748,0.03227302126809636,0.004476904889397027,0.049116060086541506,0.04643685707592227,0.01954657145579582,0.008108782891082727,0.033833090604542836,0.0144813659505741,-0.024899013601458426,0.09754467464953341,0.07670434461964806,-0.009395702783118865,0.07338004511278572,-0.0345814486955137,0.04976824540899329,0.0031028977760314672,
CD34,0.049593178034118515,0.08885278090624395,0.013602026681296737,-0.028736167672668067,0.06694623428915221,-0.024746200913249555,-0.011100830543968133,0.013381743552435243,0.0389288188674287,0.05329412342157039,0.12171782894955903,0.09592000888607895,0.0839451513764852,0.12016557053857368,-0.04509527648232007,-0.05865924263664785,0.030766530917542632,0.1722470745220278,0.07112604884668225,-0.08211035801783965
CCL23,,,,,0.09438844854046302,,,,,0.03843732753870026,,,,,,,,,,
PLAT,0.08015912105519986,0.041851197081871495,-0.02487149922401787,-0.06979050569847607,0.008017166739247527,-0.06266562205906939,0.030249326653871568,0.006179982960807657,-0.06893773391691495,0.06449718936372671,0.1041669997138943,0.09808416043826533,0.018297371715634853,0.06931710657421791,0.006400347119478914,0.03840591059998416,-0.024922522045728677,0.08038401995132831,0.059867442374515634,-0.041547203146628305
NTF3,,,,,,,0.0426087200405643,,,,,,0.02476056221822522,0.08968188937737266,,0.029042179188117082,,,,
LTA,,,,,,0.08172937529687269,,,-0.0332095447447798,,,,,,,,,0.019122339016737103,,
CKLF,0.042953639098316815,0.03236422304529832,-0.03613041699084792,-0.040127871459311855,0.014104905813163576,-0.02279438320130856,-0.03714307397237199,-0.10049105006394388,-0.08535432180670499,-0.02007146658429569,0.10665819277970415,0.05203165833190363,0.12223839618157284,0.10056982767407764,-0.027848484169174348,0.052637282706503044,-0.003963905075565148,-0.01393325409596925,0.07287019900796898,-0.07362910813289024
CD24,-0.03549157535354485,-0.03567902066933968,0.052694434251395646,-0.018587648344196975,0.03114950007007825,0.026185398445543764,0.16001016969753593,0.018407977719515148,-0.013860530068036303,-0.05359754146154707,-0.045902850040976745,0.09260424768692807,0.03567687254950683,0.049006318627140964,0.010378619862558308,0.11136681028499196,0.06966389027167136,-0.037104895692398755,-0.030732561536098657,0.061568466801413896
HSP90AA1,0.034700758732144864,-0.02014382248862951,0.07288210252951553,0.06923629515385236,-0.0045449616637775365,0.023589598833251887,0.020387867324911556,0.1693014022729561,0.2151557866506602,-0.02438209813016466,-0.017932654647562375,-0.09033566764615426,-0.13509122521203804,-0.1556221240343483,0.0552839649705486,0.010116157452435342,0.006437835801343078,-0.1160236151838428,0.014705742990011032,-0.06213522370013917
BMP4,-0.022457096660591612,-0.007036611544350016,-0.019993724500037256,-0.024393295555540366,-0.03755911534132761,0.02686144530855162,0.11715940940117853,0.02165374308006741,-0.0033343978627306432,0.11194769718341988,0.08447504777798434,-0.006396461813815269,-0.03616331243169503,-0.0037958231672430417,0.005455682118672794,0.015583693964258091,,0.046459830260972716,-0.007981875884502967,
SCGB3A1,,0.03265144476439342,-0.028341952380519203,-0.028046322502565297,,,0.02452972121172696,0.010402342993376522,0.07933744305118412,0.011615266908861511,-0.04842250222163026,,-0.06271695641855278,-0.04928284989306909,,0.04256289426087599,,0.06687801128439731,0.0850848958513186,
IGFBP4,0.06106781675381006,0.1212913099734741,-0.08024689346285611,-0.016917905067574228,-0.010072115706320927,-0.02739765851814323,-0.01935580398537054,-0.025655441754997226,-0.0576740269590381,0.10507152504303595,0.16619098967497878,0.0850191891109479,0.04556873368131296,0.03442453589278966,-0.02852621806783941,-0.04937435279287522,-0.0503282230693407,0.19307529831497722,0.11980232743671286,-0.026789201743278448
RSPO4,-0.026819104300693623,,-0.03271122017780739,,,0.030967666071567552,-0.013799745475044544,,-0.017267261078304206,,,,,,,0.04577264345827891,,0.016409624527755916,0.10320407565963506,
LEFTY2,0.005496147193115156,0.06793664989491213,0.04378588805752012,-0.030994019613255073,0.042037998153405524,0.03529470261397241,-0.026677895421390492,-0.00558900769538238,0.057777363907099887,-0.03206520410797195,0.08249102808392374,0.07791221141912578,0.006934785322223209,-0.01900962181173481,-0.06275170917131657,0.03387431043210847,0.0899081722111502,0.11026662117859062,0.024772340382642276,
PF4,,-0.009757258805716058,,,,,,,,,,,,-0.05771534351251098,,,,0.055187272950569924,-0.037144362622669624,
ANGPTL2,0.029007376958274853,0.051117873161041924,-0.0019161417224767224,-0.07767444414587446,0.01717701671846152,-0.02815575861036489,-0.0052180461961205404,-0.0621820025710677,-0.16797678138223465,0.06794764354969592,-0.014736493812797397,0.055194503215944477,0.09814778067409774,0.13967834527421755,0.03696533048952538,-0.008823292888212153,0.007715462079237149,0.16353876913779908,0.06249363714737149,0.05968359368600329
LRIG2,-0.0220777852236212,-0.023216778054552172,-0.010104998586060074,-0.020514736821693687,0.04727771966958154,0.03818956976016977,0.02938558889476603,0.029242195633038714,-0.03160077376914296,0.05544858091299952,0.05944795274286387,0.07487288432537861,0.07091122791397476,0.14427234143240278,-0.03539781255190859,-0.010172177365364165,0.0285724377314997,0.04083105147799931,0.006175731542975103,0.018367737348883976
ICOSLG,0.05886459505557565,0.037114032870797745,-0.04312291065489123,0.024315355238270293,-0.03734790606284448,-0.04336644170924536,0.058159962723330606,-0.05512082519348759,-0.04330882848435184,-0.0035823423142706846,0.04853724176894219,0.052114342984694056,0.12115522472646717,0.059636317329967097,0.05979404989560386,-0.00696721284742468,0.058587458846384305,0.12042018547233,0.05813560782745388,-0.006534496871015563
WIF1,0.11134101440418911,-0.0298948244577474,0.008317310183003192,0.05040763239063529,0.03417373799549067,0.11600063927197256,-0.07307554894922651,0.10345190475940233,0.20880492107372597,,,,,,,-0.001565640646670363,0.0035123008721751722,,-0.06815911179822334,-0.013249443306183491
NPPC,-0.006550799138750544,-0.04794964842384796,0.0012380999248927512,0.045040645934296956,-0.033015117717953936,0.011344167675428134,-0.013932003917012915,0.05103941476399296,-0.1398196874928909,-0.0026029976209828113,-0.021323596596571678,-0.024898965781411812,0.051573439327897784,0.05421808876708079,0.13668473542622625,0.027708207957437184,0.010370015353662988,,-0.018333199261292947,0.030758238141102793
LYZ,-0.05889880099591616,0.059906499515125576,-0.07657089549145964,0.058261669992491584,0.020594045394060026,0.06322393447656498,-0.024091612734125037,-0.0903698395832768,-0.03219238360628415,0.013446522169892734,0.06554972596839505,0.07834132069609581,0.001888890766834215,0.005155849368808832,-0.008604705047792871,-0.04263536294205721,0.010206979557917648,0.06764606092875433,0.011725927526524958,-0.07864134914093751
EREG,,,-0.046032448164821674,,,,,-0.03706911012621429,,,,,0.07365083883546572,0.003817709693178282,,-0.031908614660788315,,-0.032997251654809955,0.12046329002764966,
SPTAN1,0.11920524406621526,-0.04415436858261672,0.06545277978385408,0.026832110133510997,-0.01436649698984339,0.03959526184496147,0.0355804372188513,0.13742422075193056,0.1189646468662102,-0.007562924014966956,-0.04958700666457845,-0.025270253982390363,0.06647290762914387,0.08386149772577882,-0.016494405125650757,0.07902820084311604,0.06361941019610397,-0.0465045064942954,0.0692809461456211,0.010736294999682134
PTH2,,,,,,,,,,,,,,,,0.04754191394932511,,,,
LIPC,0.010661871484189239,-0.029516140664459435,0.09515067049180359,0.010788694137371036,0.05194918966040438,0.03151190786772954,,0.004876441417030445,0.0024889828719706964,-0.00907275106916449,-0.04361353687200549,0.023563932126689197,,,0.022451912118827348,,,0.04185881633220243,-0.004200871023686101,
COL8A1,0.008117582223834212,0.10018078513461878,0.006080711709044375,0.0007045400735204168,-0.02167070637284257,-0.00016826004323162763,0.016061993647567316,-0.04380776132588766,-0.10529886575022841,0.02115137214047072,0.07685582849205656,0.03142799737656568,0.045793106938437425,-0.06804763352461961,0.025408290946320813,-0.042246539520358735,-0.034180338756456825,-0.0210269306249513,-0.011183240777436682,
GSTM2,-0.02531830726457024,-0.012185775122076909,-0.02571480663700143,0.0018232476151772278,0.001000604346869593,0.031100919967718077,0.007431157830829099,-0.029326003907710448,-0.06622881895374189,0.022474600213549644,-0.0501572271513313,0.10799234095579466,-0.002757821284396496,0.058224164863184075,-0.047457574857467356,-0.058377809987848535,-0.016940257213017965,0.021748489243789693,-0.0026909287358218878,
IL4,,,,,,,,,,,0.03936087573543385,,,,,,,,,
SPX,0.09863798227253573,0.0029185608922673045,0.16000604775419783,-0.015139209914829659,0.06087309761111781,0.09040152969618591,0.037200065355239856,-0.004648406673435374,0.17264128175596644,0.007437914878612077,,-0.04669151601392468,-0.04039305278105969,-0.015531974772025375,0.03281695947005187,0.011542008301651011,0.02646917916658872,0.016154572720856276,-0.0012803777072511568,0.1610126806263411
MFGE8,0.028242953020666314,0.10834423916465256,0.0685161265738343,0.005460725251937946,-0.0354502290989896,0.009394032712727299,0.0031426383545453593,0.00308852727831731,-0.07685415710742675,0.04322474749735796,0.2072578840222794,0.09919816555348342,0.005047042663518945,0.018010436839491283,-0.018681802206046396,-0.07126734352137133,0.07528556661739032,0.16641583869804982,0.018215994868027375,-0.0005767773376251661
TGFA,-0.16922063314645086,-0.04450047242014154,-0.048000114005872375,-0.0188095256798364,-0.03863020266316499,-0.04167602081458635,0.018574725419982913,0.019133300467340592,-0.08154031133105756,-0.010187391929082525,0.03333761364546973,-0.041909749851438416,0.12072275443547709,0.11215305524085975,0.07572737214999802,0.07222263266444126,0.09598341291246891,0.02971859198607664,-0.0726942204964455,-0.012941382948684613
SLIT2,0.17836225682583123,0.14257395341402315,-0.0193690521744383,0.012197224858998013,0.04598086545982669,0.041707606415995746,0.05390745039216532,0.08716411135727682,0.1896637430765383,0.16008139166516097,0.03869793772956455,0.02199617560272332,0.0759084226818221,0.048286986242081255,-0.0007102976866903936,0.053046077298273625,-0.07781543381315936,0.0248447681345827,-0.008163629955450913,-0.04861189386168739
PLTP,-0.04877064644156764,-0.03491060174422632,-0.07579008303588511,-0.0636360207405737,-0.03195037208635741,-0.0003913696148570358,0.15746849766082355,-0.13612944289671403,-0.010401698921575022,-0.01854079700730492,0.07399994672146144,0.04689449796068212,0.05015013096610896,0.016304541720111365,0.010884252620854936,-0.07598841275237295,-0.08771274792840315,0.011026464434396845,-0.05076097736945674,0.022718251251008154
APOD,0.09765479997741525,-0.16861486237384862,-0.01593796980983563,-0.06972237278049927,0.007175659882783854,0.04180347104326868,-0.00707900828865757,-0.08419535341207551,0.11327700224067064,-0.04820684967329234,0.002164560557210417,-0.10991533375871797,0.1148436439869909,0.14477182646036796,0.012432851249483078,-0.025826108072733694,-0.07146483872305151,-0.08914421929800408,0.09264489537495707,0.00022651535751850088
B2M,0.07450873654956107,0.05383686766142367,-0.11433965443249526,-0.05948543381360423,0.018340396634842875,0.04329415724451722,0.08652308716602183,-0.12067138394958567,-0.18495364872481815,0.01399989715370414,0.12231895780502067,0.08655144475610121,0.1681327346870072,0.12277005261691004,-0.06714091192862487,-0.06487465130712396,0.07632853803902703,0.13343129107370041,0.09673878084965047,-0.021715090922319564
OMG,0.048964325156882475,-0.09176702601731886,0.08173450897229557,-0.008586769293314847,-0.0026696693828751803,0.006371869141120406,-0.03671719887800785,0.04026402526566485,0.14044375058443936,-0.06771116895514447,0.007521294251445815,-0.045631776013239554,0.0836366031608448,0.1309576614448858,0.005451714212094012,0.07186167313432965,-0.012968055791088524,-0.03198802965799979,0.09218704528030505,0.016094720159202214
CXCL3,-0.049781139034042646,0.022815709526246765,-0.03971136411085732,,-0.016099501741145963,-0.002956641684818317,-0.0034495363629583596,-0.031310486964416684,-0.023916886012787904,-0.004705940059362582,0.006854635374407119,,0.021516760446783172,-0.03741657901170596,0.05697449508900586,-0.0038260679275966504,0.06515226238763315,-0.036073438263276504,-0.027719027491098593,
CXCL10,-0.06398722571322464,0.014850601840349973,0.04380998203780185,-0.03003181699773177,-0.0013897029065630363,0.03611383908833926,0.03733813019286013,-0.0036476261697105648,-0.0022623478035436596,0.107047730622421,-0.08985933882544807,0.008427219603312563,-0.03415097975148071,0.09419831755839432,0.0879846637405589,-0.010546510483647208,,0.028552897474107032,0.050504856906977626,
RSPO3,,0.00499662578528924,0.14275390813041008,0.032338572487148554,-0.02013495660923002,0.028934764168101756,-0.02404782042663026,0.14878407228028745,0.056955590529413735,,,,0.06087762103176969,0.030663299182786635,,0.0347212192017895,-0.014645914788471605,-0.02350273368862256,0.024266687307481397,-0.04126312526371596
CORT,0.0910541782273266,-0.01295302863711588,0.10921039085507134,-0.011563009265407423,0.00017717253760685724,0.01277141761611243,0.0469276805688423,0.11046954344207556,0.031185710881761784,,,,-0.03012203361723481,-0.01971747851294038,,0.07006563673228328,0.035218222900532455,,,-0.014988086547397984
NCAN,0.11515732006426177,-0.05718924621340229,0.1168835038774834,-0.027145816325989083,-0.012811490416743836,-0.036156411312134186,-0.0149746761293666,0.03104958800183321,-0.16727337311269144,-0.07191893901160211,0.04342402251206929,-0.06495389290150534,0.033608333575889195,0.13363855893756263,0.056801456341488026,0.041629185792493854,0.03830962162567656,-0.062244637081189935,0.03759868135767384,0.10408904903084235
