,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF269,UKF275,UKF296,UKF304,ZH1007inf,ZH1007nec,ZH1019T1,ZH1019inf,ZH8811Abulk,ZH8812bulk,ZH916T1,ZH916bulk
WNT5A,-0.007379193960489781,-0.013156249107814575,-0.05815417042065222,0.029222547719572018,0.04733475645449588,-0.04814152458963398,0.3463597437889591,0.034429098773055215,0.1142096930194832,-0.030180494603083634,-0.053852594556427186,0.0102742271819114,-0.02863364132387215,0.15531883277388633,0.03149327744038395,-0.009573895596546787,-0.047674800565507,-0.045598863559462494
CXCL8,,-0.05966909548609053,0.017017459234567066,0.006290549563415762,-0.06940735785521127,-0.056650808708743616,0.16917660226054704,-0.10818020032401487,0.06323008321521485,0.031582371112410836,,0.00564343812894531,-0.14082015471711917,0.10531113705431468,-0.09481532665042791,0.03861343861120237,0.012025126533466065,-0.055255827483495286
GRN,0.010128335769789614,-0.008204665869207945,-0.015614847538396284,-0.07759721280372338,0.043820975691095,0.09847460873466278,0.39202049522435284,0.05249054843629492,0.10463744064808524,0.08938469972186704,0.09197140258928357,0.01451129616171914,-0.06965622708805248,0.08763008006338555,-0.02139266690493676,0.031575465142612585,-0.17170173931488564,-0.10007994178041459
MIA,-0.03329257821330378,0.018763752426455838,0.023321272971930606,-0.02767917013798344,0.018747564949425023,-0.006460662226310635,0.2301768811709859,-0.061984594108550145,0.006472108704810937,,0.09997658095771428,0.002395553379086755,-0.11286534529876578,0.2156161193998386,0.06877950931513352,0.12526051765668444,0.1407051746389801,0.03647895892758421
COL4A4,-0.0294571451430508,0.0014880838251955745,-0.02659678865622973,-0.003999930613233673,-0.0223703832229932,-0.061305597910107736,0.03736717176735888,0.00827163285495382,0.0005540343513733551,,,,0.07083524036337212,0.05706636619874907,-0.0330752393387722,0.0735733117007226,-0.0018382689682117585,0.06219452898032339
TAC1,0.06832300621016334,-0.051469477585913546,0.03656029965478531,-0.010412290098270768,0.042173651346400165,-0.0668168582989968,-0.3372355983146971,0.16114526518981637,-0.1789747513424911,-0.05752209313414298,,,,,,,-0.009079285584819387,-0.03657515758056373
RARRES2,0.014838528198288816,-0.014317180136557547,0.0007368891394811736,0.008921642735275351,-8.890677505222596e-05,0.19423722878009164,0.46545784134891444,0.19181971472590695,0.01372162464594466,0.08917682075702818,-0.07117289958090371,0.041822654691223454,0.14366602998327166,0.1901662845885666,-0.04352522109877036,0.02958186141703215,0.15283400164904626,0.08682409447331725
FGF7,0.009768475923095581,-0.0050730685464730725,,-0.01634328526249219,0.03674504907270783,-0.02345306127327636,0.11425794579949912,-0.04741805210999538,0.03642090091667584,-0.008922069915464431,0.09602400145515178,0.046600898007449675,-0.04970440845578703,0.1908815429397542,0.028875867130726093,-0.03234590927108865,0.12839148439785653,0.02094583445131807
HBEGF,0.06229982508365848,-0.05052388469705389,-0.020952129180542848,-0.015351243558932024,-0.015301071315446585,0.12804777486565597,0.22622023572065564,-0.09554511188367716,0.03312721858109433,0.04047924843610974,0.09913042167776724,-0.07916112910855347,0.035526617467297544,0.19085429252629926,-0.04730150950490749,0.00965768189403572,-0.14516499764037238,-0.03384942554118854
CSF3,,-0.03549391426211859,,,-0.018342945485816296,-0.03324673438739434,0.035373482116197626,,,,,,,,-0.05998148751621805,,0.03972858371036376,-0.0026900367487263915
PI3,,-0.0054243485528336225,0.06501314729659004,,-0.05220975501039265,0.027120497953069925,0.07934333190791211,,,,,0.08342656583567418,,,-0.10990400353809694,0.017486874244393987,-0.05231407065298928,-0.06588131655648362
PCSK1N,0.04928539984956252,-0.054358505410538493,-0.014066370116027118,-0.009260480112028173,0.044957136447809985,-0.08459359903495661,-0.20550037012663386,-0.06392072184815523,-0.20380764699858284,-0.13507002424974565,-0.034853615789119094,-0.0023337188173212305,0.12414556833966259,0.05000896111971154,0.019003726734202007,-0.015294685621104868,0.23793736440177482,-0.06267933505389
NTS,,,,,,0.23539415044339693,0.03682186335809202,0.005251614886932357,0.1327972408574733,0.0018842817734357068,,,,,0.05005405783818274,,0.10615219172907439,
SFRP1,-0.037008944239781766,0.018487472987274337,0.05811183089989585,-0.018249591048842013,-0.021533819602151578,0.051453207052458545,0.002936598128766347,0.007456657130303509,-0.07416024634559114,-0.015355073684635331,0.0073279887013328986,0.020585716042517885,0.02500273439776943,0.07641524413586549,0.032449819705557346,0.005874803394793253,-0.06899472546144392,-0.04049378306374294
CXCL13,,,,-0.046375601117218314,,-0.03227639586474535,,,,,,,,,-0.028117265792417533,,,-0.036366082323126506
MICA,0.031077077630014428,0.006164573083455754,0.05757933431689235,-0.04286164164867949,-0.011031734972552885,0.03501210709468169,0.2275609530177376,0.03425111319006758,0.05656030284700626,0.06186395802996616,0.09104638006437661,0.08120759892211574,-0.02851539248402396,0.15128424405353488,-0.014833608756227403,-0.013729121728151224,0.004208260346232454,0.10234790432623762
TG,-0.029457138504769727,-0.04829050289944625,0.006944842664822622,0.014133720789616411,-0.022657170630482074,-0.05082986364284148,0.042581281149074814,-0.05376922439539779,0.02775521139573105,,0.11275891236244193,-0.0385504729536747,-0.009370618998678555,0.007538225139030261,0.00970158988980749,,0.04114719950862704,0.028921183358596923
ADA,-0.021419074265337262,-0.07921464861840811,-0.04288446676334331,0.01979321527191363,0.043527285278427474,-0.02330048285771252,0.3325736189677945,-0.06714906836347782,-0.04119436890759842,0.1298134617481049,0.0331981181426258,-0.012873747584211408,-0.04532468783069342,0.18355440102868284,-0.011613261749363453,0.08155462451987794,0.001604489175791719,0.009085422697595604
LAMC3,0.014932138130331982,-0.029671173982176963,-0.013043982669062322,-0.005950281024600047,-0.004932116093437249,0.09328973802100339,0.32137674211651324,-0.04725905614837304,0.0018610902283178728,-0.01480325903779299,0.052865387620717595,0.03497527202400874,-0.18969239932024118,0.08959640865306226,0.03838908817011894,0.10022205112298764,-0.13904377730425002,-0.06201207470048598
CCL7,,,-0.014086526954508957,,-0.044297926198793046,0.000435875259129702,,,,,,,,,-0.01876111033348701,,0.00789494913736029,-0.05982126525724413
NGF,,-0.012110170712862148,0.003961546041680218,,0.015562813509683464,-0.038072768861885015,,,,-0.022291534465524763,,,-0.03847849010068546,0.000567790503851446,-0.001602122689453118,,-0.06539305296598723,-0.019875751058783944
TNFSF15,,-0.04143787808800697,,,0.012000400108433455,0.0013144239571462202,,,,,-0.010464769050653026,,-0.1440651933057617,0.06321988556984844,-0.018289975884155554,,0.016993368448563424,-0.08560800632486056
HMGB1,-0.028126411604903024,-0.11284242941478569,-0.10259712967821502,0.03787815185168574,0.06785833461409098,0.0806561433444962,0.3639119727523996,0.059305088893960856,0.0843218957351686,0.10673985407840134,-0.0024421302749403264,-0.08316891723634265,-0.1949525544933627,-0.22189233998202984,-0.05917006540508925,-0.05515134122743177,0.03717836117241284,0.029364698038690604
ITGB3BP,0.03229440079207419,0.07061011087159036,0.01900573750206331,-0.01990596720890426,-0.0036863880976300226,-0.08768356923059238,0.3595825483115581,-0.010791083686956308,0.059104101037886554,0.01761145335937866,0.12487694157862529,0.009470293652984787,0.010172675516216577,0.20726495670844708,-0.02729081514141989,0.04190148778611264,0.09925335809551523,0.04290661173502942
AANAT,,0.05135379199541454,0.09347661597450913,,-0.007875066317957093,0.03373234332638291,0.03259867159394663,0.0007443629579614731,-0.021883805971445718,0.11173815033181764,,0.10202899361453012,,0.02275568765346819,-0.016458787489800175,0.03601248887041935,0.06729845465543564,-0.025590563686913922
RELN,-0.024420748792597022,-0.04806213088093755,-0.010610778905493919,0.008173801766792567,-0.004774505927934156,0.05453050839440068,-0.1963647334484147,0.08893321284863138,-0.05940396288862595,-0.030685628631612737,,,-0.0987498583946097,,,-0.04422499693456923,,-0.0013983311530722804
IL15,0.020267101094248317,-0.02429162914831621,0.06521240129861658,0.07986307428144987,0.0059852843141257,-0.01981935921986862,0.18257682742374115,-0.009199798022116028,0.06508351125116359,0.038052568435758966,0.0003878455690287378,0.10531589488987755,-0.009401626587503093,0.07539809903867646,-0.03015317302555339,0.03749112463947243,0.08077989141463612,0.04447686773413087
UTS2,,,,,,,0.21942799687174527,,,,-0.06055627071584076,0.03199794218929277,,,-0.014015862126527579,,,
BSG,0.03178226266875803,0.1328518694265254,-0.019668554907754633,0.005636158812171604,-0.07737826120342975,-0.08897850975353357,-0.0012064558135520833,-0.23311675719823913,0.004504100850948756,-0.09788401493403256,0.036388826997005394,0.06276603678610934,0.035143014422928186,0.2071178609313309,-0.044519680581619654,0.09795105286694117,0.028982773690790886,-0.012855325277761804
ADAMTS3,-0.02161565028753407,-0.04082032678111638,-0.012143706580772557,-0.038420042541975404,0.05711835814389946,0.039609537485367656,0.46586662366568127,-0.02767728535441794,0.0013190979053594892,-0.033652532660916244,0.08628203841598747,-0.007981370992159221,,-0.0004993108282594364,-0.028974193271663902,0.11161690943639868,0.1191862919164106,0.09587352598998511
CD34,0.046966545975748425,-0.053725667971424904,-0.04199672493617857,0.045234882371434554,-0.041472333097493264,0.08735345121600505,0.2756729521535082,0.04548724993612781,-0.038458994808902885,0.010191020239344078,0.033951068600169575,-0.002694658584272092,-0.046758139904009795,0.16014001900792207,0.06092817530822065,0.01838585167729742,-0.10099553175295542,0.011399732004114354
CCL23,,,,,,,0.08148798494205353,,,,-0.006634595438666263,,,,,,,
PLAT,-0.05145551405262711,-0.02634797160298719,-0.04353983453058215,0.02474069837292886,0.03905860547106234,0.0810861777309257,0.403430918847193,-0.1984159376257918,0.005180434039842512,-0.02211128056274385,-0.0012637202378184536,0.011275802231839726,-0.08743482298711494,0.10867610903208216,0.1035096563864471,0.12134011369375887,-0.08253860192033903,-0.06532115119720143
NTF3,,,,,,,,,0.03827525796076852,,,,,,0.08777979767955392,,,
LTA,,,,-0.02172983022206238,-0.014790089335041794,,,0.0023009795061066374,,,,,,,,,0.02879526232855241,
CKLF,-0.009297395130842453,0.019375527597943233,-0.052238218120322644,0.039936036349512656,0.03472568483643302,0.09250882679654678,0.48273870179116135,0.10218252740533997,0.07717658043108878,0.07706457584159489,0.018793371443540017,0.024403126103252994,-0.23861882490057582,0.20964855809370106,0.01620572877116608,-0.005306419741025195,0.1324932380688641,0.12571429386287997
CD24,-0.027073421298469517,0.04227381316716206,-0.002936780905397584,0.045931414830546406,-0.005776278583754721,-0.047771081329294564,0.05587058660688791,0.21713589306987033,0.3688980532105617,-0.0067122735280607335,0.0965183934080417,0.06951414703659509,0.46961272561428136,0.4016345258469247,0.017069026738232546,-0.012015659824578606,0.058738288978577045,-0.008864293164173096
HSP90AA1,-0.02983985393247192,-0.09644677022011008,-0.0018466453885615962,0.024460917377235648,0.07306897678284163,-0.051568518993701636,-0.458070082519156,0.07916234490495047,0.00030759951276630645,-0.09046500237858249,0.016571251599329834,-0.15289073534391043,0.12915059571038542,-0.3451227529569308,-0.09617954643552072,-0.01746159948252911,-0.14899829702854772,-0.12069531828506232
BMP4,0.016392912686060065,-0.0038275188402576103,-0.018994577590404606,-0.023034893838157454,-0.018437936733335786,0.10592325659495487,-0.011189173339767157,0.01415557304934945,0.03794644979966503,0.06467812727351309,0.1023553586462984,0.021849652509301484,-0.011109688613785576,0.18890665291794945,-0.03808718294981137,0.039095032220759454,-0.03792788782000171,0.09973773553817547
SCGB3A1,,,-0.014086525545875082,,,-0.057459801612506245,,,0.0016395828655891165,0.05349014855802453,0.020971766509158656,-0.02994060044478152,-0.0834318681506069,,-0.02855520305134316,,-0.05326098624199691,0.00018776534224493536
IGFBP4,0.05864640273751099,-0.10999721684138505,-0.032503040612130794,-0.014408863012144503,-0.05232521010061752,-0.015635956500512353,0.38279342092531987,-0.08487241433354452,-0.03980369561588022,-0.028406879696306446,0.08234282227849934,-0.024629933456823842,-0.017528674808059138,0.08010728069484856,0.04418548697682174,0.05055437856634535,-0.14339883660571429,-0.1583936317577054
RSPO4,,0.06678151499728736,,-0.02594461224891664,-0.01389228094291703,0.074979806290983,,-0.04371390705808607,-0.01824372654732451,,,,-0.0770094132287367,,,,0.06524092633425893,0.028527500217268322
LEFTY2,-0.029165887576737402,0.03154719407895022,0.036745580468120806,-0.02199670559854693,0.0009166336636103155,0.10666916698196895,0.39445206129266264,-0.018529455699831342,0.05139552652849473,0.07452318893681577,0.005868831454769483,-0.02646812946104767,,0.06613955886988987,-0.015926058145158812,0.04322585564678426,0.00691732984240366,-0.047173625660425635
PF4,,,-0.014612509035741251,-0.019766233979790212,0.0057917137079795695,,,,,,,,,,,,-0.02698248145732795,0.012664826542842124
ANGPTL2,0.008696853744178442,-0.004180002555574482,-0.052446690078307656,0.004443354520297395,0.05759371882053492,0.08303232845590176,0.388403955138517,0.07974073054736264,0.04864579956546024,0.050463982242505014,0.09925555788851377,0.035905812452374695,-0.1605705351918256,0.09495006172796597,0.05316682770227223,0.005698035833832988,-0.046375866694667714,-0.10619066996886756
LRIG2,0.08825419699917018,0.09560499934328531,-0.0040628944486246895,6.631208070811819e-05,0.07107874379373064,-0.07612177871118204,0.19834011865557927,0.002595676731308628,0.09810341548926756,-0.03282702360810075,0.005928946060650256,-0.017944127232480147,0.12011495536833913,0.2691478004533813,0.011522932274181191,0.045056895485978715,0.041984160693697196,-0.012338526915507717
ICOSLG,-0.021843686676471505,0.008793197462190407,-0.006134038339203671,0.01898637301142545,0.05309630388687332,0.019882050234698575,0.26107768413431265,0.012949594848482723,0.04138388163993359,0.004562960041564797,-0.006100887458240918,-0.07899710896383343,-0.05977025568846642,0.014087054449540745,0.022569235674910357,0.035877980638188076,0.111115377430851,-0.022038804698675824
WIF1,,-0.008937094453077821,-0.02629283820509187,,,-0.004280512044018017,-0.3585359917182471,0.035617237386826026,-0.09182473024517968,-0.008324773184617613,,,,,,,,0.02512495605570375
NPPC,0.007272335623622166,0.0252391500103852,-0.019802279077309273,,0.054483035032293466,0.018985559076840623,-0.008632344684290928,-0.017962904468413116,0.013797728989868061,-0.05534355772115095,-0.0273175585530606,-0.019773093807103778,0.284395344297051,0.030591795313392702,0.0031877851376036527,0.01123166041646747,,-0.0017744122716676536
LYZ,-0.06778123219609188,0.05546568290695964,-0.03131336783460512,-0.021633021940088138,0.03925325626035212,0.1662940646673588,0.3055216056561014,-0.0006935314034828807,0.0649070921586515,0.08254823800379434,-0.02660394913641098,0.03527080935576819,0.08211598220720645,0.11133819849025464,0.08850576771417702,-0.00022130129048607722,-0.033067184104471625,-0.07111237649114571
EREG,,,,,,0.10819199093370668,,,,-0.022931474523491997,,,,,-0.03808168991032082,,-0.04281235761432664,-0.006354854032093465
SPTAN1,0.01398199618709976,0.027510100181606056,-0.049996682135536735,-0.02310453609532889,0.0532662482702793,0.03681267702063089,-0.19047277719452535,0.12532404148868417,0.037456498071029624,-0.11186559526131909,0.006524563262194034,0.038899241146148685,0.11997520289192301,0.21868748745262542,0.009689855164087347,-0.00859503782248205,0.16402094911207374,0.025313778117905663
LIPC,-0.037713955251724315,-0.022285592284264306,0.03986293031006001,0.04878838835294012,0.016724568685103122,0.0027597322127194818,0.16122781003552708,0.05246398833346072,,0.07128814657679429,0.14711432042187164,0.020772087171373334,-0.08449113670538867,0.010746416392807058,,-0.04118120808301885,0.023336303527226005,0.030653511899581636
COL8A1,-0.05025020591103382,-0.09206144959622628,0.04781700186232612,0.010343572089946889,-0.00954457786863578,0.07524961782138348,0.1955086970849409,-0.12363862353938913,0.08037221289069453,0.15609221408698118,0.027852811030065205,0.05398802574080764,0.04800850636298682,0.1572513848825718,0.08326860173364325,0.10710358865739202,-0.14287240489840494,0.06013962686214601
GSTM2,0.0017891086494706018,0.03902111992227313,0.015323987541593947,0.0472530577954539,0.009700049544558897,0.09669475996994675,0.0968003746462419,-0.039598280281808125,-0.016780404985790722,-0.03647279274738288,0.02264329475028092,0.016906240712566845,0.160175850109887,0.16065748846022207,0.03817029296931652,-0.059279992052829036,0.1503128735914462,0.07874909496157043
IL4,,,,,,,,,,,,-0.015617253993375024,,,,,,
SPX,-0.007567693742553231,0.026909110208782384,0.02275299680962392,-0.02145049486862657,0.029875228648109778,0.016444429824033074,-0.11045772018965798,0.07465718345900947,0.05834485448415254,-0.14125517556968842,-0.03621466411653356,,,-0.03136847915558096,0.0489887865732176,-0.07074625645834434,0.3610935706804938,0.221039465890362
MFGE8,-0.030552879603412398,-0.034305223586198336,-0.00016192831877840275,-0.007278694142218989,-0.05360713677745924,-0.06003416965686194,0.11274208987519213,-0.1102417078086972,0.039973180530682835,-0.06999420084510426,0.012626668096730817,0.06116260674286638,-0.0586533124795474,0.05370517989298302,0.03172014945941589,0.08295679795281925,-0.0457925862708084,-0.07917938534128262
TGFA,-0.05456993807750739,0.10859555688807888,-0.0008665924515813933,-0.011327830811331287,-0.0036150681061247747,-0.05687614946925287,0.20924922011409577,-0.17331635539085527,0.03541033328532237,-0.009356978569947673,0.025426618485150154,-0.08325478810429471,0.020385424533627756,0.008070206858730713,-0.035112659901709926,-0.010561006908023684,0.11948661708289143,-0.02145472354512099
SLIT2,-0.03031566712187545,-0.052100852851698506,-0.003096827226404368,0.005514708917905623,0.05726947351579378,-0.0075446844330536115,-0.1455594378372954,0.010037069988878775,0.08339510409486198,-0.0708787276194868,-0.03490994152822129,-0.006912402730875145,-0.04215941509717538,0.01345505330371831,0.0037877447060586725,0.07527193573327212,-0.07771952150546199,-0.009216991652887674
PLTP,0.004552122105124037,-0.018677435494684196,0.04648298575757277,-0.01805394836622884,0.05627643591264797,0.2599426154448701,0.51330195980875,0.1451265032582149,0.31096101588819225,0.10429670549886721,0.009612924880569675,0.06740734270514373,0.3017173810481387,0.2883567330532505,-0.022348456551926705,0.13843040952656957,0.04276005179697875,0.02293741980499407
APOD,-0.022280410690690065,-0.13072048745768156,-0.051921602135462076,-0.016523857291486387,0.017816451965359265,-0.16656402096647385,0.2400799173002646,0.1571494638422873,-0.08670341470207434,0.026173645101351783,-0.058032978192039404,0.013811245780696488,-0.021270581506979632,-0.46623695226522355,0.10351780068827948,-0.10647250767684922,-0.055722262226049125,-0.036682529219663286
B2M,-0.0046391133250800335,-0.11364057906345476,0.024786621949824755,-0.00405624558274786,0.10965874172880576,0.21352669301936036,0.6054947534944894,0.24006233338623487,0.31653163899598397,0.15637660561187766,0.09859693835103447,0.0863054738232909,-0.2824462391644173,0.006427417102809047,0.006119977144323028,0.09756095958333943,-0.3024552086053293,-0.16660219372410687
OMG,-0.05599058503160681,-0.014148428672869959,-0.05403257187873537,0.0050573361330390545,0.03667983409698703,-0.07085859191193866,-0.1152335114381325,0.1786638132913413,-0.12471115958436106,0.005278317790276771,-0.03463242265097704,0.04827556815470313,0.07799263792418751,-0.2547523971406629,0.08642003474644984,-0.09140934326563832,0.28416432960739285,0.04372870851065444
CXCL3,-0.02372192706532413,-0.041054507322732525,0.04602106397227501,-0.03230122777492041,-0.064066842282111,0.03721673527430126,0.03381159431518219,-0.17183516239728347,0.03690815098480777,0.0009224426449728332,-0.02815348356685244,-0.011324175497352694,,,-0.051810909597458585,-0.02490342149289711,0.015959827662233073,-0.10115351064998089
CXCL10,0.013336547882384074,-0.02573843190891579,0.03543705459483041,-0.017350458280871797,0.07845938567442418,0.08899767395125902,0.4886327911004095,0.19845140013042373,0.03722453047096537,0.011432414603722466,0.0742078761816254,-0.0006883185825300087,-0.04900928946850622,0.042369782784318195,-0.019373253237011587,-0.033550220778602445,0.07657326808561374,0.09816164138293318
RSPO3,,,-0.019134755119371624,,-0.005585773920680233,-0.007349069198556334,-0.13542304341362793,0.04915493251046407,-0.07245614654073121,-0.04924995918174831,,,,,0.03609309827769315,,-0.016080399812113153,0.05742701507917609
CORT,-0.029457144668887724,0.03798704796865493,-0.021696248615185015,-0.006075628763371135,0.014591516171396075,-0.045331072396712226,-0.16447997844704992,0.0359948097505954,0.013716974592920482,0.020951698615813773,,,,,0.08185072492185741,,,
NCAN,0.049489706138573675,0.01342360571578627,-0.04552789522053984,0.011358116887951483,-0.007159471539886012,-0.10265329810535488,0.21538034684608728,-0.16536216186916236,0.0019911895997721065,-0.0547298976636121,-0.02153555584160705,0.054930161582835965,-0.37883177311476546,0.04561526191459506,0.10106779142677721,0.050582033082278016,0.20024227891743035,0.0947761150944643
PRG4,,-0.04150663464959886,-0.021184454248835055,,0.016036752132150636,-0.01492166555325698,0.11039540199241948,-0.03997989128944174,,,,,,,0.0864078667379018,,-0.02041017469598073,-0.055086056682299295
ZG16B,,,-0.01953375934730936,0.004607677504015284,0.00025392687480001744,,0.012946525531007332,0.016730449919600234,,,,,,0.0006906663962468419,,,-0.015668305727691033,0.06392040618776276
TGM2,0.013737136037354807,-0.08839407127475454,0.07701654007949879,0.036602731297830045,-0.04008830328467878,0.0021654465860119084,0.22261490122784022,-0.034378141453282676,-0.0038768488994963086,0.007929541422877313,0.07366675682555149,-0.03395873586489242,0.009842743397863967,0.0817864123480785,-0.017052802712625995,0.04351138754192993,-0.10643211417185838,-0.054068653344997504
VEGFC,0.0517568253491848,-0.0432856336189428,-0.026897879155681283,-0.008093601087813564,0.0804067621998296,-0.056077289815002006,0.10349403337662764,0.037742985624821444,0.06986886426652807,-0.02591246636490018,0.016766910692738533,-0.06318549145687061,-0.10554281446259388,0.060985490635927946,-0.006601183544438111,0.06184326418533772,0.0057140664477506615,0.03920062537295176
WNT6,,-0.014634367188391745,-0.007766882530699115,-0.02199670617583954,0.040491155545143674,-0.020921782001241195,0.054746803739369694,-0.0009766187652296145,,,,0.008678602789078022,,-0.020410926563000337,0.05496213857259932,,0.036487571356295295,-0.02665240893000032
NRG4,,0.006488340746467768,-0.012974185868345964,,-0.009203781444351036,0.030562492726726228,0.08989068720400185,-0.013003555869461619,0.054913912764828925,-0.028868020832019847,,,-0.028454411469590574,,,-0.026376488262469806,0.07540098256424081,-0.022504737687421273
PMCH,,,0.031374511358433596,,0.022910470396354007,,,-0.001881400352424458,,,,,,,0.07281733964006376,,-0.02294475666002336,0.024369243498172013
COL9A1,0.032303783406081026,0.013951890361465411,-0.03918573302825299,0.010965491441652696,0.09325612356489693,-0.0283510775747057,0.133257260392118,0.05989774638528872,0.06156073262176076,0.07579322867808765,-0.0037525224541895834,-0.034065761560395647,-0.08723919556992084,0.08452924289252418,0.10875759468458272,-0.03617846070931809,0.1714108499234374,0.12896533530279491
GDF11,-0.01431453149836076,0.00124841567844125,-0.048374926176819696,-0.02275640608144615,0.07017272821939653,-0.06511123952799938,0.3324402087329108,-0.025506080186115433,-0.0046958026513872105,-0.04159419615812726,0.09711336268579235,-0.029320423744698534,-0.06196284114866209,0.025899275522512193,0.04519093871865311,0.03294558639123855,0.08943209210551552,0.024019979923959146
RAET1E,,,,,,,,,,,,,,,,,0.01608926570872089,
IL24,,,,,,,,,,,,,,,-0.014217668144451684,,,0.03628487058151896
SORBS1,0.030791326324330123,-0.06092733884601039,-0.00826790224207877,0.016228749887288896,0.05188494710727852,0.036380284901121135,-0.019622786065353524,0.12375038855105774,-0.014396019611298468,0.06487481051065062,-0.06904042889748198,0.08580221684022833,0.09681422422390083,0.11839819599556256,-0.018538722512617022,-0.010730007808257128,0.11876413985382353,0.06957325620889222
