,UKF243,UKF248,UKF260,UKF266,UKF269,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH8811Abulk,ZH8812bulk,ZH881T1,ZH881inf,ZH916T1,ZH916bulk
QDPR,0.06553729481260208,-0.061640818614332155,0.0657626236232173,-0.07532925221827869,-0.024419388192295763,0.08775279586362444,-0.0001372890144557731,-0.041135042700749615,0.03523214531228866,-0.04830128274985092,0.004646606349358099,-0.051426969374795684,-0.011041756116361524,0.024101478285541596,0.07447060800085349,-0.0314447521366313
POMC,0.02201420442085724,-0.026790801257227596,0.0560486201856236,-0.03319489818806875,-0.02007181545955772,0.00039412116536238165,-0.02663096558372209,-0.03740061023067652,0.03711241353867408,0.023815456529376364,0.020482859939152328,-0.01725705093455585,-0.03879217872714571,,-0.007950367888499826,0.024886362572659183
CCL18,-0.0277928200596975,0.007009361810142914,,,,0.10309422369933827,-0.004426850272893427,,,-0.06262464105538698,-0.008321024917231896,,-0.026520577638119755,,,
CCL17,,,,,,,,0.005165855432952829,,,-0.01868496825753522,-0.0034330697699935103,,,0.10340095955542176,
VEGFD,0.04577120137563704,-0.0076019759759135405,0.07786939527875023,,0.05211795758786351,-0.02400152441113195,-0.017992956863948334,0.06280531375304708,,0.06148087269341405,,-0.00661257639679708,,,,
TNFSF13,,-0.017280803884622123,,-0.012202299207459468,,,,,,,-0.035853647560920354,0.04922165058453827,-0.026628676560716127,,0.13869398751235687,0.05247744516071607
WNT5A,0.024387770392891108,0.028851132524115693,-0.052869825660902106,0.037602174732321976,0.001996567052799782,-0.0503255872036763,-0.03985968985874388,0.00466937335750555,-0.0071107757265468086,0.053342793825657944,-0.03303186756565737,-0.009921673708035145,-0.0017528162213697402,0.008589751436305729,0.04442830660839304,0.034706969676999724
CXCL8,0.022912565971747702,0.10316854049243661,-0.03906032095952075,0.0665660628988814,-0.04278222017987123,0.061421863437944486,0.03013781716163933,-0.018940621186122282,,-0.07498284632426046,-0.0549061651162386,-0.01381423431820198,-0.005924836375915568,-0.03765050413129029,0.045584837336867086,0.01741249873655627
GRN,0.00750262688333272,-0.008517845504538941,0.04612824265993409,0.02343397221873153,-0.03180128470279189,0.09825748690920114,0.010480601031041982,-0.010395193453756005,-0.026844379989990893,0.08033092564743075,0.044018819920415383,0.04639062958698411,-0.027358934941545874,0.02963292357333612,0.04279154744988862,0.05079652542721126
MIA,-0.009726662421860875,-0.011902533338854876,0.02487157620120386,-0.022064110317308552,-0.03668822195358751,,0.025891539979278417,-0.008899403151489654,0.1173715063742182,-0.03342772376313022,0.009543025072347852,0.04467951180879046,-0.00025512677739630455,,-0.037939178339948074,0.07779904060150378
COL4A4,0.005712924825888179,-0.014111746536601834,-0.07163904651686406,0.11485164844008125,-0.012656170651322615,,,0.09603937213271711,,,0.03418007564046716,-0.051212245510424775,0.010265112905413057,,-0.02512727780372602,0.057750381200329555
TAC1,0.05096938600897525,-0.03797445731433003,0.07687083576511479,-0.045324323314696484,0.028265421225447302,0.014762284348294769,,-0.040238653170395204,,,,,-0.022904214576093852,-0.06545619693091242,0.09220270813269167,0.02740229578176988
RARRES2,0.010024946865921786,0.004982361902169841,-0.04509486308031141,0.010342475514728503,0.0031490741804423798,0.046374821550792825,-0.0019165267391407234,0.06748218713328398,-0.019096703428347444,0.016061583818275132,0.0005784389734747805,0.059557737268288884,-0.039078688473908316,0.013888140692118472,0.016151613125969577,-0.00515136500916515
FGF7,-0.012519487508094663,,-0.006219080843624375,0.03615732120917617,0.009048631926191547,0.03254167220873575,0.0430983248673482,0.012326858924982113,0.05231634018166462,0.00399013852527938,-0.0675456225236551,-0.05042143375384765,0.0001909946148295101,-0.056585848107697914,0.1009630886899142,0.02761392859456835
HBEGF,0.10600469444593483,0.03294583613384043,-0.02123950958520472,0.0714071168830983,0.028932166789484463,0.031154174784431218,0.060845585348546234,0.0411533037466685,0.024844014810597583,-0.1350213649109411,-0.0696327607841133,-0.009903489856106878,-0.05041772679993482,-0.012433416511457438,0.06427373073395129,0.013783505754507696
CSF3,0.10071120730040505,,-0.052285566403320737,,-0.013389984948063982,,0.03255734333683497,,,,-0.004362135942429508,,-0.03399654837608287,0.00037030788808787885,-0.0016715177865030753,-0.007823510693082307
PI3,0.07532401732724874,0.020303294437856216,0.0086852192834547,,-0.015077299780192146,,,,,-0.02175893628036283,-0.026707405708744976,-0.02824760693650571,-0.0021700294418910823,,-0.05843839868938597,-0.012153126932551196
PCSK1N,-0.00824289238364197,-0.02519627655072774,0.0029663347500442075,-0.063084434180096,-0.012671213190295396,-0.04270444544939729,0.029344612741044298,-0.04230769027334126,-0.010614941332881097,0.02989021537584911,0.0526294970293261,0.03713206956605996,0.10993201443725541,0.00989893382490824,-0.010403195948305842,-0.025876847935247513
NTS,,,-0.02942685834221297,-0.014173109357087542,-0.016457902200734637,-0.021609081910030106,,,,,-0.04359008591131667,,-0.0053243745843060885,,-0.00838769952859132,
SFRP1,0.06452772647400157,0.06311523372428525,0.0629613608666145,0.02679696847480835,0.09152270241147407,0.014928487825314843,0.029376663199894022,-0.029499284704306992,0.06190134893836716,0.09006953275791524,0.06693085572960945,0.01644998100671468,0.049577723101415075,0.027315492114742688,0.01016022861471991,0.09065464737320796
CXCL13,,,0.002377135257390086,,,,-0.015411446975511122,,,,0.0032315277718440974,,-0.03347233830438822,,,0.0393729626933346
MICA,0.03651904234639344,0.007823535910325776,0.006852301120577914,-0.017999564810939936,0.08440209128057811,-0.02657071247870444,0.02733949426343603,0.0682243940056433,0.03373373985084718,0.039283319598302724,-0.07143315867349426,-0.049760987924041294,0.08550656650917311,0.07435346040684855,0.07503651188042022,0.010299837935775859
TG,-0.025129156076172905,-0.036061367545534795,-0.028496938196054783,-0.016359504417851816,-0.016160513857469687,,-0.03840477056800774,0.004415001137981224,0.08287288640967645,0.10699760820938102,0.04339236606887263,,-0.027979681724224385,,0.017521887354799617,-0.016426657311535198
ADA,0.025061871863122205,0.0028389049434932225,-0.01185617160808525,-0.031959898850267,-0.014765199463292925,0.03139685205539056,-0.042600213189838115,0.03440126320199224,0.021162238151581754,0.098719745761295,-0.042901389561845464,-0.05502560229199471,0.01983348228316082,0.0121089869333975,0.0904068855173775,-0.0031746163327768563
LAMC3,0.08387895610571848,-0.024496492932707184,-0.017521923280151064,0.07181704036006874,0.011349838817759555,-0.061145115143842355,-0.016166552181830735,0.018970763370048212,-0.013783707184559122,0.012885131626480108,-0.03185663302424619,0.06951069827037688,0.021193193470359896,0.039041137322892515,0.03737946349947148,0.03910626280564585
CCL7,,-0.014566101511221162,0.03957637088687128,,,,,,,,-0.028004460521242475,,,,0.009759226256452164,-0.02568842656832129
NGF,-0.018161508605584114,-0.025009272955475694,0.0037325754250658242,-0.015611355112215635,,-0.0216090961381768,-0.04092950399292608,,,,-0.03234290997545961,,-0.051276121064568636,,-0.039550572145129505,0.04844701478608232
TNFSF15,0.0802556909900786,,0.023960807895378345,-0.018955607631344133,,,-0.01721405756531389,,0.08602291955327446,,-0.027301204378510337,,0.10663712789299581,,0.042453298189161534,-0.03955213985101961
HMGB1,0.03531245663734234,-0.03690534195615935,0.03584076018051019,0.06923226723601017,0.025711730621193096,0.001146974437948362,-0.03472205909752911,-0.010006527017882984,-0.005503431673778637,0.005073644332487169,0.013376220478968213,0.010511245770862852,0.036217835541312374,0.03214205698543412,-0.04284543334857107,-0.00901652107414575
ITGB3BP,-0.00386136126389967,0.042704773704323046,-0.0060772524761154335,0.0712047357002503,0.009010491568584706,0.042790100626100204,0.016731423600329382,0.03746187995671297,0.01572063336656203,-0.018025403123254773,0.015007423350600043,-0.012560933600898326,0.017867752265137486,0.01315613529418984,0.10602716377961129,-0.05100329358175753
AANAT,0.10879063020785484,-0.005194994225001027,-0.015693190044102752,,-0.012078128781862745,0.006129582371401808,,0.01023143488677529,,0.11975784820122838,-0.02456781375369484,0.025586045883247095,,,-0.02044641541108004,0.04808914330753484
RELN,0.007483232792872517,-0.04562397324505141,0.018120790272184214,-0.02677595483752871,-0.022963924339634526,-0.030569646506228156,,-0.0236820299190549,,,,-0.05142785983557215,-0.025500129776743683,-0.019352716027754284,,-0.006032269801846911
IL15,-0.013021197334097675,0.038062135496666524,0.045395248653747444,-0.013488041727553647,-0.005347911398122518,0.16073403672658085,-0.04047687558094162,-0.019839454174151026,-0.06902405001697,0.12201700798221907,0.0061269427139452395,-0.009169550589856312,-0.005828727303776954,-0.03331862024908963,0.05786436658886686,-0.022719769431321042
UTS2,,,,,0.06239432821218572,,,,0.08200233463501132,-0.008006018091751572,-0.020921291470309605,,,,,
BSG,-0.10473109124421941,-0.07514953743479563,-0.035950893020137924,0.042030512862550766,-0.004531683711039715,-0.07127090925722587,-0.04773789717046928,0.0560239777490066,-0.06596495311184938,-0.07186510285452422,0.016327304248766134,-0.009292243734137519,-0.04721352404117449,0.0327143875915641,0.04807124343513336,-0.015743767277584947
ADAMTS3,-0.028168314338471466,-0.06255342592566342,0.0029312961257369737,0.0811447401025344,0.023613933215281394,0.049409846025393785,-0.021833274479192918,0.0597473670282711,0.030523004771283956,0.016109929467216223,-0.00498294171259131,0.02402236895272443,0.03711080411914928,-0.038306667075586574,0.12136980408967439,0.06426823056909435
CD34,0.06482002177890618,0.02831516988463935,0.0978918385460577,0.007970472824011025,0.06918091881032765,-0.04106464290420309,-0.016396465052890503,0.007591961730096905,0.05799836881437565,0.08097661485061487,-0.04563459808174882,0.015986658120905932,-0.06298800921844108,-0.006363256519670756,0.06298530626192318,0.003018078114423687
CCL23,,,,,0.06995228642086901,,,,0.0400793200439303,,,,,,,
PLAT,-0.041138385950600743,-0.022932747051361044,0.05645566605120808,0.05816755722041509,-0.021985149172212157,-0.06532980475689824,-0.02303588937752312,0.02551520670176472,0.09182363313175973,0.0138332430623462,0.02283615842804976,0.030669104068700558,0.05965680798444496,-0.026755007336188533,0.10611554757017488,-0.012265440544579224
NTF3,,,,,,,0.11598795479309107,,,,0.03722944653640288,,0.012410806439010932,,,
LTA,,,,,,,,0.10443897443790011,,,,,,,0.02308224985103557,
CKLF,0.0700233583342114,-0.0427467210220158,-0.03391109402205859,0.031055851363626645,0.053960778373152,0.030676227040703167,0.02731739073700358,-0.007639532439655457,0.10522019308333071,0.08291846139939608,0.08528796569062595,-0.04552582138302903,0.05509631575166317,0.04298260168648982,0.007071895396618413,0.0567467140122886
APELA,,,,,,,-0.019643376123899183,,,,,,,,,
CD24,-0.025974373982214104,0.00852439442021644,0.016182738935863587,0.04118416579219052,-0.03850965605925111,-0.01902458088115133,0.09143495909372604,0.04603849295855714,-0.0059160084145753146,-0.006702752502608941,0.003974889119930293,0.01928468664145034,0.11889572539231706,0.04530238684632057,0.03787808341777354,0.038385252539781825
HSP90AA1,-0.025923133439143313,0.031090945881368393,0.06539436563175612,-0.04087907135590182,-0.011479728794416414,-0.09683852183512762,-0.003152337606599025,-0.04738822900893842,-0.05167166049258918,-0.13572427513702723,-0.04083501924218986,-0.0346270803966456,-0.02515281641630298,0.013670548285389654,-0.08144123333756123,-0.04274274176458984
BMP4,-0.02445853280262264,-0.007271378153420504,0.05644655790278088,-0.010113269067026661,-0.02600634792308899,0.03384584960937336,-0.00017059544171906015,-0.01690526614979638,0.08617943985701174,0.026305660875033745,-0.021632354827897597,0.029911023786906455,0.0662287368237822,,0.13575529817471252,-0.007639976089737228
SCGB3A1,,-0.014566100054630472,-0.018688652024455677,-0.0172177238189581,,-0.004990484631035823,-0.01531746131920621,-0.013843710465787848,-0.012044354590123516,0.06919071359674242,0.0657362147851614,,0.0034631027389466994,,0.04536101141715259,0.057160836014542596
IGFBP4,-0.03751024187736859,0.03911128425365835,0.009892960964021891,0.08951129942722252,-0.012154844143604758,-0.02987671755112072,-0.05437994223392689,0.002782903453151262,-0.01013533714783946,0.09232790181743847,-0.009986452818080898,-0.03678156658722306,0.010743416439127665,-0.045212328610312276,0.07552689995077352,-0.0005571235377775214
RSPO4,-0.02218614474814278,,0.02879057713616071,,,,,0.08334034699548236,,,,,-0.029525352309047792,,0.05362848509159161,0.06866321833903091
LEFTY2,-0.021431706271693104,0.05334121452957635,-0.009707478922644347,-0.03866258343368603,0.0167240918064943,0.02847677251268253,-0.019463760346382954,0.03136729586469645,0.011014108450763142,0.08158998337967685,-0.023772615727814268,-0.05159603466105997,-0.040152528522848306,0.04715149864285999,0.08553921696225004,-0.0072224095194218015
PF4,,0.07466804384048899,,,,,,,,,,,,,-0.02540742005404263,-0.021554548846133687
ANGPTL2,0.06842455329465004,-0.014524406692343225,-0.05264157630219508,0.08792423472634286,0.0368607076725296,0.03734370672140762,-0.007972590083164642,0.029545264469669,0.03318073225650169,0.14975015209006293,0.01221212130902135,0.021784263254954618,-0.05180101462682211,0.11953562450238067,0.09373548458913664,-0.05526600686851302
LRIG2,-0.005484618039393407,0.009325804669694097,0.00630949680810489,0.03213031020514758,0.007787912560553916,0.06847558762427246,-0.033824465487446775,0.009620747755258051,0.04100098259154314,-0.07767347713813727,-0.03220926767709092,-0.048969027164674425,-0.010964288587100197,0.07141719165647464,0.02517867020392964,-0.003443629315080364
ICOSLG,-0.024793622012304208,-0.0389549776709883,0.010549163160795681,-0.0026805436831339392,-0.05776903435414485,0.04043788689131355,0.09029180213203465,0.01543331048589415,-0.016802003510734333,0.11166731648195928,-0.04567974475973147,-0.03970248299752121,0.0014635404680579903,0.10632849657203668,0.055700002495367,-0.05647383108895006
WIF1,0.036418760992275534,-0.02718797554218237,0.04076617893938149,-0.0720042611786787,0.004884802879312256,-0.02784930788599074,,0.004284294287909402,,,,,-0.027446674853162156,-0.03390458310867358,,-0.01382386893049669
NPPC,-0.045278695904648496,-0.006255130640421518,-0.03762675361312501,-0.03303214227959987,-0.006801807793963662,-0.05364925690847612,,0.055040963528923736,-0.03371209025255569,0.014092166704135092,0.0004575574051918011,-0.03901450217888823,0.06360666824576758,-0.03933270771304266,,-0.031732027241300656
LYZ,0.027502338319437256,0.04372980330827499,-0.05995909812333254,-0.01898393255341749,0.04703166028130768,0.056683673185932586,0.04917715528249368,0.009548228566341944,0.06860148711940046,0.10411099851322916,-0.00672361551339724,-0.019944015398684175,-0.040570353842513444,-0.0045897372991526115,0.07377296518722172,-0.01877049538766036
EREG,,,-0.01818214917118541,,,-0.022229444919310334,0.11226866222309849,,,,-0.005746072297101467,,-0.014950598425787083,,0.018978136524748883,0.11340623712607266
SPTAN1,-0.0024932115856763897,-0.05435932690304789,0.023810450714513556,-0.052412460330135524,0.03544378073553911,-0.02754979825018302,0.0068910507466126945,-0.017112379469993094,-0.09941872826894341,-0.018522300743615636,0.021010213278748288,-0.032998629204350885,0.03919499294011652,-0.019806515032107654,-0.043669024297385874,0.006359793197863298
PTH2,,,,,,,,,,,,,-0.022618490103897913,,,
LIPC,-0.007469147801502572,-0.00011789697125985645,-0.02088306079365169,-0.020916494205092274,-0.005845032403724574,0.0567143411665901,0.038357328785434595,0.0018768635111025929,-0.03574822080435359,0.060524964487936025,,0.03036323494103338,,,0.08939671990241704,-0.0336130286925463
COL8A1,-0.04196367724560643,0.03100603820465728,-0.0626393258614663,0.039615550609059476,0.036680493191370615,-0.004866382276670232,-0.010502279558740599,0.007875154843060072,-0.018561741453721317,-0.04493545340771353,0.010158291699157461,-0.026095692004438478,-0.04259911756397026,-0.017312547011734816,0.04528249435544384,-0.028640380647850655
GSTM2,0.011444100136647086,0.032620598025650475,0.00977575958158821,-0.011405955480686708,-0.025849361108254528,-0.03535620601286592,-0.0042708250114949,0.06841099373084047,0.1324403445970838,-0.030172738605694232,0.07132566290947831,-0.03718804112022022,-0.001288310191123295,0.07558446435769904,0.05686100100683369,0.00038774260082003506
IL4,,,,,,,,,,0.10366947235785931,,,,,,
SPX,0.09173751671294585,-0.0063689669966450185,0.10098212008752486,0.023850191939973668,-0.03120616527467069,0.013708639720288535,,-0.054022000373128556,-0.026219836560101302,,0.0019240153564949502,0.030248936989004285,-0.04749880974386108,0.09002839993148737,-0.008886151103979273,0.05977505107318015
MFGE8,-0.02964606197060394,-0.004045141931792131,0.06146235399091164,0.002858802269401585,0.020529188233856067,-0.042527769851386975,0.01013944090883994,-0.022553401499577436,-0.06339590880167532,0.12805803278092823,-0.049769678591703746,-0.0026116855243599503,-0.06305455565967791,0.12793925724545932,0.08154588575923474,-0.016197630336716597
TGFA,-0.05186296010530534,-0.062163669449268884,-0.03312118817508269,0.0902930395038607,0.05180202749844317,0.03935480805982037,0.08325095188425172,0.06449869901790584,-0.06395625343300394,-0.12969823417903695,0.02709402506468054,-0.036436654330760085,0.03285550512614467,0.018706989966600352,0.06782127249758164,0.00752716913036233
SLIT2,0.045306375618494356,-0.001354243437698087,0.08279485861934444,-0.05626613684045273,-0.040133771741808016,-0.06351146157306892,-0.037696253566342645,-0.029927770170842735,0.04768824709003395,-0.03654158972393196,0.01875884439318082,-0.022464047004552182,0.01549917721767284,-0.05807716200232719,0.08219580186831106,0.012319602356189648
PLTP,0.019283097823164803,-0.03899084724888426,0.029274659086671286,0.01775509518379788,-0.0002909963661517468,0.06407110206795404,0.0024876411434444556,-0.03796471234692806,-0.03023314799658549,0.060870526904668966,-0.010323556332439528,0.008010579472483596,-0.027453998900189007,0.09534314414219847,-0.059013910020953436,-0.0014242141534334069
APOD,-0.04104618366918757,-0.0628328811677133,-0.020083038977482877,-0.06631450567651573,-0.029289319738689163,0.03724760260767661,0.026908789306430102,-0.037615808457506235,-0.05666786359009832,-0.0003229362262548649,0.014454889550668398,-0.0588135775595084,0.016328540875022522,-0.0976145371307414,-0.11436689259387262,0.014663323033874126
B2M,0.10700895104039183,0.06011800792724266,-0.039343911765731744,0.022662792704651998,0.006349164815020355,0.07718359094992029,0.004692318954836355,0.03876244002921134,0.0232795723513615,0.17725798582183772,0.02981584902427418,0.04427413691696336,-0.004216171771182608,0.07774019468022626,0.018093017970493865,-0.03799728967715809
OMG,0.047379110701862244,-0.07243192148197375,0.06447345314051839,-0.08360624350854576,-0.011316329274187829,0.09980908999131038,-0.014413925281433107,0.014135269197973982,-0.012270126185423823,0.12360838924197738,0.042758281810616916,-0.008015895124368887,-0.0526030871305111,-0.10205656039461697,0.013447612953245132,0.02123021228307274
CXCL3,-0.007924350426376032,-0.018272497943154727,0.00036651989926661933,,-0.01585800572483845,-0.03129338543422768,-0.00996291392968553,-0.01428800142422716,-0.034743689743944435,-0.10102105935241484,-0.07484527184631937,-0.028959406641852883,-0.05344046331791706,-0.04646817002321746,0.03226225739689569,0.016367197394680847
CXCL10,0.13831939885774452,0.05926808530475858,-0.04276439043164166,-0.018436625008542262,-0.008346407911364921,0.031944844886229985,-0.01964044977818532,0.022305251790274233,0.1092545997042196,-0.09561604868633523,-0.02891819811301572,-0.026069959394488574,0.06343678675015811,,0.07977128166308024,0.020569705675462596
RSPO3,,0.10644029518261795,0.06557207566599298,-0.03453765403520175,-0.01983292789506016,-0.04774220924116312,,-0.0149306861140647,,,0.009757597696814824,,0.07976503390023093,0.09704572587724859,0.02155296044840991,-0.02575324905919151
CORT,-0.024874577204910726,-0.005201281328882097,-0.010462047038686603,-0.031031878070505413,-0.010114000103488561,-0.008159886036251446,,0.02259406641197958,,,-0.018639947206146347,,0.01259399722936005,-0.06440954474090124,,
NCAN,-0.005588684995544994,-0.0322060133235237,0.053671153315907785,0.050913139810356535,0.0630824392962681,-0.06684262227253797,,0.03656963401642128,-0.062132203057860075,-0.03913987558725425,0.023119077843588333,0.0664449726334734,-0.01202890601320648,0.01822051526694967,-0.022508907029277693,0.03111417821994726
PRG4,-0.033947957577246134,-0.021905677108691447,-0.014952187335452742,,-0.017180703903468104,,,-0.01745644020080346,,,-0.016024918351784788,,0.023684459562881167,,0.03835448661362735,0.03688649260814566
ZG16B,,-0.020198784446126227,,,-0.018549330789947367,,0.03441533350179121,,,,,,,,0.05640466058232357,-0.01838824079622271
TGM2,0.061261479546665686,0.021260468590978257,0.0030158506626686266,0.040155834401897225,0.014525736864987758,-0.027398365968384495,0.10286982972902413,-0.04154742540595746,0.0906717027092149,0.007308360388936724,-0.012270141239482182,0.012198564946545414,-0.02608941870095925,0.03468605383856887,0.02201857647288856,-0.05885017005321485
VEGFC,-0.02435833735525241,0.01044870939994408,-0.023016370985203274,0.08422584034399017,-0.022651679392765398,0.08621531281600245,0.0007245651362264527,-0.017814993036240526,-0.005652927368709315,0.06333608237424006,-0.03604013190335536,-0.009648574578299337,-0.04208595308951764,,0.0031729411429155174,0.04400800380838861
WNT6,-0.030892861038031485,0.06233923446652754,0.1599627617531023,0.01304402771751994,-0.016894972573233205,,0.11591781397629136,-0.015548026319638607,,0.04595059156294012,0.02423164706951798,,0.0008094395959903136,,-0.03936986783198326,0.42695932795766467
NRG4,-0.02302245592630514,0.011686588776579698,-0.021297435523880835,-0.016936077099874887,-0.021399656625757723,-0.02798424839002318,,-0.020783267303402422,,,,0.0028324098083624756,-0.038988993779697896,,0.022306935514460894,-0.028573942410676102
PMCH,,-0.015462536218304759,,,,,,,,,-0.02846460641881073,,-0.022448252854891448,,-0.04297853317781545,-0.03659304554311255
COL9A1,0.28471595491238816,-0.007064052427605727,-0.043572328231199886,0.0865995425392784,0.03933751778803195,0.0022542657996848605,,-0.023682039002618845,0.10570157891547598,-0.013253720791569217,-0.017489483353651462,-0.009856376012825253,-0.0633951431732324,,0.024388006885738955,0.03370809310527658
GDF11,0.0032330314251924875,-0.035082821625011466,0.02111177441843136,0.08069988735498232,0.02342344212954967,0.02646454954061886,0.05736230532808491,0.1041742453259597,0.07623555375876134,-0.0020492183508551455,0.03781664179769449,0.024258230136649808,-0.0636387330873812,0.022650602761890744,0.08255237946678355,-0.012192093886671385
RAET1E,,,,,,,,,,,,,,,-0.02182894424591388,
IL24,,,,,,,0.07952732049744851,,,,-0.00019796854268827382,,,,,-0.031944717054130115
SORBS1,0.0026333085668646806,-0.03078164206003993,-0.006142039154312473,0.03346123043832601,-0.011925148813631008,0.05225510941013482,0.02966811827690448,-0.0035788950693282323,-0.03864849927555203,0.07493454958486832,-0.0527568337671303,0.017715199824641422,0.009405426522611626,0.010180038346469229,-0.048046764339524234,0.009372848266025661
DLL1,0.060642691277726715,-0.04618035724053202,-0.025323885612916607,0.1022754605647454,-0.02693626683129143,0.0023545646561121576,0.027562492019510092,0.07407380555135955,0.04986020671053273,0.08456177339958315,0.05309087358678239,-0.04796104540986944,0.03559705120880226,0.026316866774299605,0.008080753374175095,0.06545887610151589
TLN1,0.0212708942892571,0.012972358249980033,-0.026827388811605596,-0.002222988787071605,-0.03502287224048789,0.012817200722106988,-0.028769691273084114,0.026651820632540877,0.060754572454643684,0.05524509426820313,0.004620864804924466,-0.09751744937286415,-0.011143376074890781,0.033013847527691965,0.03752634567449951,-0.013760065966041188
COL2A1,-0.023564999711761347,-0.029390582986852588,0.04086027800951507,0.13234916848506803,-0.01585801112149355,,,-0.014505254815380654,,,-0.04639522096736571,,-0.03016154228494664,,0.016017114378805028,0.03226851626532531
SHH,,,0.009209802518514274,-0.016359506166742862,-0.012466323590609885,,,-0.013843709255761371,0.1074712956570312,-0.12730298878183652,0.02938358542568738,0.0332988502100772,-0.03205388499816079,,0.019381855888880768,0.012546246414517896
PON2,0.01887884596558137,0.01721676739034942,-0.01619574596082345,-0.061625036780601126,0.030207806173400138,0.08317452085678342,0.007243059429303297,0.05773743070731658,-0.07336431377028746,0.13934784444954731,0.0721859561000904,-0.043206698896228656,-0.09829498648576708,-0.004131580858068909,-0.018533421185458213,0.046833713017321095
ICAM5,0.10860386931477956,0.01629420374164331,0.060471049208173214,-0.005805642735466166,0.05208645800763155,-0.02446404487082428,0.1880508553362563,-0.027036016381228056,,,-0.059322793986203104,,0.020173488844840784,-0.014298650707448282,0.16880581166755135,-0.02333648113061514
HPX,-0.037525737518946084,0.0013341516526505423,-0.028496438914040897,-0.013834575785154802,0.0793897251361329,,0.020385260790841332,0.004877240708398864,-0.03474367156679266,0.04826227704313976,-0.04435842388411003,0.010904283029792794,0.03056171409584097,,0.05861168070433452,-0.010009226018319687
SFRP2,0.0069572145608753555,-0.019365668840414362,,-0.0216301636025483,-0.012656166924540196,-0.029393173146588094,-0.015979428097409976,-0.014108541441856259,0.05739320077041545,0.0005917120534787448,0.042202821266419825,0.04442280764761146,0.04474212748098273,-0.057494333684043886,0.036823408941341444,-0.020397264432853963
CFC1,,,,-0.02337704740377665,,-0.02283418141750507,,,,,,,,,,-0.025283443136986414
CD70,,0.02380472684581197,,,,,0.016614909395771815,,,,-0.00037766322672144325,,-0.04929359141252637,,-0.005761054240564978,-0.030164077540887943
HP,0.06926473827800654,0.01610942302814768,-0.0148316585429852,,-0.019770619054478706,-0.05152521789644809,,0.07241717406681307,-0.004228023427303373,0.11119723530621396,0.048243063556968994,-0.013663021724418958,0.03761325647933886,,-0.003050054661796071,-0.03767664186043808
