,MGH258,UKF243,UKF248,UKF251,UKF255,UKF260,UKF269,UKF275,UKF296,UKF304,UKF313,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8812bulk,ZH881T1,ZH916T1,ZH916bulk
HBEGF,0.038184185926092934,-0.031981607159462536,-0.008620880457335979,0.02780031828576431,0.02082451085327377,0.019446726689103397,-0.030721686762876965,-0.06283551031577828,-0.00038513328383018387,0.013162710259247666,-0.004948356257540896,0.017994371027671936,0.040580424864599306,0.0379905210739765,-0.026645757953838868,0.021258720203386747,0.013231339327552535,0.024533687498560088,0.09335650670875004
CSF3,,0.016259945612535565,,,0.15799153779121683,-0.008198049183918647,0.07371199489221383,,,,-0.042436903090863544,,,,,,-0.026132725815904687,-0.017783610618757564,0.09091198723440211
PI3,,-0.040718308248431014,-0.001927674649205062,,0.13432653764048066,-0.03049222869148683,0.058211837302178986,,,,,,,-0.07279907812423503,,0.17839647819460977,-0.019762192309888838,0.12557900772050623,0.04185910030430394
PCSK1N,0.038087369821562356,-0.06729189102047335,-0.056451612930318626,-0.03284938162019625,-0.06397633633721449,0.0029771870882313307,-0.03225374905534014,-0.023313428676872965,-0.004983035582288926,-0.048999565114620905,0.05150926738500443,-0.042509254103143726,0.02898057609197923,-0.07748863192388501,-0.013510899416598802,-0.0044713358902201605,-0.018404914746485007,-0.02678146521635641,-0.13968577914052355
NTS,,,,,,-0.02676895103411919,0.023567615211965914,0.020384351546076367,-0.05267592991313767,-0.03527728019867325,,,,,,,0.06745191040220368,-0.010387053814460648,
SFRP1,-0.03600192298209759,0.00815425526311102,-0.007800537380186745,0.07314101600195136,,-0.022614774389555805,0.012643442347570278,0.00235227404408622,-0.009250937420163132,0.01146529970113098,0.032377923434615416,-0.031186934942184295,0.025419013493139485,-0.02466721562250147,-0.059128776117154364,0.07522561503203333,0.021782355590336144,-0.025723141271849763,-0.03878623504892632
CXCL13,,,,-0.02813843324186703,-0.01677858930589998,0.0442336442612097,,,,,0.062174470151036984,,,,,,-0.02433565193588176,,0.05712543640173091
MICA,-0.02154569781341853,0.05947428796343575,0.03139443002541025,-0.009154581095167863,0.014771195252141347,-0.06945160530373566,0.038557981032146305,0.012715300968404744,0.017912588182019996,0.01745130403127942,-0.02138373191406574,0.024187150758235642,0.020110183792120227,0.07088875320564718,-0.015822674083795972,0.06882882007749058,0.018222769684547745,-0.01825283456817125,0.05194138307644808
TG,-0.028655603490080936,0.014956191386845619,-0.04454118190680342,0.007600511860315043,,0.013404104081429264,0.0747713940450112,0.0727061003919612,0.018559139480386833,,-0.021744161609865822,0.08791079484034395,-0.006921096843766427,0.08272873951889909,-0.027380592568078274,,-0.02150763491713283,0.011846139101972778,0.011261163803519865
ADA,-0.07257504145979912,-0.04051963052838894,0.0037301299738166788,-0.025427620995413423,0.040965453522535014,0.004188315712192819,0.0596245937918493,-0.016731151223041456,-0.004920891885438301,0.016743024821837645,0.06058698600907299,0.0032793676381025995,0.03278542379922231,-0.03988802593581879,0.01433126402994831,0.07108901068946218,-0.0072288665450532495,0.04796624316362859,0.014443277442467761
LAMC3,0.018061431458092372,-0.0715240265442136,-0.011232153493669001,0.0004483066647311539,-0.04313303071291031,0.0016086740042780205,0.03486736004608166,0.00605714276587301,-0.016208733525308425,0.07752445196918321,0.02496574600309349,-0.04054243318133329,0.039433958837843466,-0.0063601956770250505,-0.05720692739537374,0.04211934812726917,0.024273866686699327,-0.033099262874638304,0.04137354546290489
CCL7,,,0.0065037881249423776,,,-0.02971355130091499,,,,,,,,,,,,0.0036286953540262054,0.16613512902720978
NGF,,-0.019802466777146727,-0.021292454544833403,,,0.004305061352400173,,,,0.030028750155827382,0.027087422999781403,,,,-0.02498983210384334,,0.06276042316482869,0.008355733346881463,-0.006006791545405414
TNFSF15,,-0.000809728455160364,,,,0.010401804436664741,,,,,-0.027024654012983297,,0.056154437650391346,,-0.025237617572332918,,0.006547692566025072,-0.005000125842959904,0.1378493235600635
HMGB1,0.03747416787309191,-0.11356114305720687,-0.0509814139055717,0.03823622573032704,-0.021674287680418364,0.01336920812683267,0.032580273402104405,0.020526800663967112,0.01313654267546651,0.034013225643487084,0.016211874484242293,-0.006012197109768979,-0.09763598210818483,0.061754656836285976,-0.062356673017450286,-0.048538474971124033,-0.04654284884429933,-0.05321140045300685,-0.02296505334074573
ITGB3BP,-0.0042378474032679055,0.04051170135243212,-0.0002990903114381312,0.00836883100654341,0.04713490769586637,0.0007290272984092188,0.043226711361133686,-0.032035708655835764,-0.009048271275135725,-0.03480632354028499,0.0025953846247055625,0.013854893590964082,0.10436516254673157,0.003178100995502825,-0.06804567006965268,0.021629488181864737,-0.056863865884812397,0.02137551263713935,0.0025577576829196227
AANAT,,-0.03549279053921352,0.008558016678855548,,,-0.019823146825266418,-0.02205376142755507,-0.01650706687596355,-0.002818096817074302,-0.03316585331967566,,-0.021585015243405174,,-0.06193537153170371,-0.017514705161336436,0.05957445859411223,,0.06527446099023505,0.007864387846326652
RELN,-0.02375625501500162,-0.03414373530598049,-0.04092116648128779,-0.05403720305451314,0.05373057287023297,0.03485893028429908,-0.046735341631262035,0.04128378181033281,-0.01712265221691227,0.02274710785560462,,-0.02389647495352544,,,,0.013780775216486189,-0.019601634035131765,,0.0025637598495978865
IL15,-0.0018000431500180547,0.1154642796651414,0.05817676030573579,-0.03492479430185514,,0.02236669205210246,0.029446814911295433,0.01663090973468964,-0.003245161940491448,0.009597942709463875,-0.04940718334190218,0.05003678477293224,-0.020277103558903106,-0.020070274058126444,-0.029607523295532772,0.039252996923166666,-0.030193363832958005,0.039631958881991135,0.04877534888115556
UTS2,,,,,,,0.015412303378467867,,,,,,0.062336975080212645,-0.015904060900308246,,,,,
BSG,0.008190020662226015,0.0730228436650014,-0.07360896152421784,-0.04878337018118152,-0.025731033855442967,-0.030151148766243214,-0.014644185055386807,0.0029397228129815823,0.0447766106471993,0.005995030137947202,-0.07426694346056467,0.06858759864353452,0.061217809997877605,0.054816400514174995,-0.0684355465492769,0.005813233714506363,-0.07557129171447372,0.008007105610661572,0.0304217193250606
ADAMTS3,0.03429613153920551,-0.02321126731820482,-0.020222704220328996,-0.005460934925315642,,-0.0426438426951781,0.04431974543953383,0.007068405193558162,-0.009849085083174123,-0.053256567311807994,-0.04485071894670874,-0.023049984297405377,0.08972883364895788,0.04404725394882864,0.044650999942307645,-0.03807053431092136,-0.03887195513034329,0.006460591036987456,0.008445108013421364
CD34,-0.014827263507983201,-0.048195464746684055,-0.00113992428457706,-0.0002662267991367984,-0.03831434427774939,-0.0026360393745786326,0.06667066164538805,-0.055019654469396384,0.013815367836656765,0.08633326236733575,-0.009867056992814465,0.00098025819661292,0.05519163296368679,-0.020685950111452266,0.015652400877387274,0.04233820000352283,-0.022937912545281373,0.0007379528058816132,0.012748865301801434
CCL23,,,,,,,-0.025093679700350986,,,,,,-0.0443961549938513,,,,,,
PLAT,-0.045043493854504735,-0.058651511945827996,-0.10055540082371432,-0.022288170052389453,-0.041559803120583154,-0.03013097027802088,0.03501051518924916,-0.07869564522108377,-0.024507561357922484,0.02897894558669708,-0.012531590529233234,-0.011758096501009193,0.11833923914570758,0.0960534154600591,-0.02386602549116766,0.02352682141439562,-0.029580456241962153,0.02000941887873586,-0.01933328399240044
NTF3,,,,,,,,,0.06583142732308923,,-0.0008557510289619703,,,,,,0.051517349155658775,,
LTA,,,,0.012158655195334456,,,,-0.026009025012748484,,,,-0.020019106466250065,,,,,,0.051102197636550516,
CKLF,-0.05563271517629206,-0.014314299555686532,-0.06771549646937862,0.08698771682328066,-0.005127010097599071,-0.02730481129946032,0.07834933857143812,-0.010673875992192989,0.03567521058257853,-0.013086405776602814,0.014941462485327505,0.051388267473945724,0.03133502040669415,-0.059616035118807476,-0.03857736448560514,0.05547788980146436,0.042060988167775946,0.033587711597277595,-0.006579862103929848
APELA,,,,,,,,,,,-0.04981850130561696,,,,,,,,
CD24,-0.0025801952968229312,0.044419404265045495,-0.017758218637386927,-0.018060692369509305,-0.030829341211074987,-0.03295995784718521,0.02988973700995548,0.09649684301666574,-0.01679075507094378,-0.0610907189422893,0.047768795750733416,0.04145857782356618,0.10662137701240373,0.0006561319213678907,-0.034429294106125496,0.01645220298406619,0.08386881220160887,0.004672757700682815,-0.022543611336734822
HSP90AA1,-0.03524804071457616,0.06223623363392612,-0.02431877473957256,0.021864127735711277,0.03727910053541194,0.013665578166205604,-0.09199737694136978,0.0536611887757098,0.03827215543163384,-0.04452954498163076,-0.06549477309439537,0.022542130360037722,0.004724784841923558,-0.022291256879427578,-0.04229638091032577,-0.014361844629975465,0.0015346340829624524,0.0026654932275862286,-0.01797728229439577
BMP4,-0.029490776079568307,-0.042857382044534056,0.046916266016232853,-0.021371008052699855,-0.00788539055967257,-0.03847001861470964,0.03159758101029617,0.006551333285939235,-0.036538882567844,-0.03253647372841661,-0.008170722469168858,-0.01705834637115485,0.04898420196094294,-0.046809515367815434,-0.034691561690373844,-0.023509695941257104,0.04334387913332596,0.0998757063412682,-0.04169980840661538
SCGB3A1,,,0.005813148022938683,,-0.024699352934198733,-0.023606920709299203,,,-0.01573806469979897,0.04149521654353289,-0.021868769758945257,0.08024563163801683,0.028431381028373063,0.07547428481384778,,,-0.022429935890664787,0.03727891751727935,0.058850922120917235
IGFBP4,-0.041110004682416046,-0.05138490780581374,-0.01973064413453034,0.01676148198713174,-0.03555499833911469,-0.04752171733540343,0.044647243678631814,-0.0007955727298079658,-0.02724391329581122,0.0009668532561469362,-0.007083448496908188,0.01608186683000188,0.030940637039788197,-0.04410029239907891,0.058751649801820086,-0.023672291723219635,-0.054552938603523934,-0.013312518761632015,-0.008721170414642185
RSPO4,,0.024644207586918977,,0.0190408688194728,,-0.02724622392537451,,0.00903441015624736,-0.01573806239775099,,,-0.003160880810428622,,,,,0.0454939242474317,-0.02294011268767705,0.06169822249732946
LEFTY2,-0.02837227756185267,-0.040519651663492286,0.02072350761742332,-0.02040781154809163,-0.02317418986412532,-0.023414178823146184,0.06461774676193957,-0.02967821936732879,-0.01725697789986621,-0.019545766223102154,-0.01779796711573937,0.001907161562545578,0.01329463308824751,0.04529507209797223,-0.022382308827851756,0.012919622537309832,0.017587001563466244,-0.02273314698274507,-0.01264625947797406
PF4,,,0.03399006533917572,0.0868297304275392,,,,,,,,,,,,,,0.0050899329366035344,-0.01875106364861378
ANGPTL2,0.01658532008705436,-0.06193684382587434,-0.04793506969072504,-0.058270580884679006,-0.05119663334210455,-0.026099273118100747,0.09676654144076066,0.0651352457629662,-0.04714046371046283,0.05744006659873616,0.013126197133204709,0.06239228358613221,0.09721642601609978,-0.0013212532094530713,-0.029351512921673907,0.01711205363589892,-0.040447145026603855,-0.0028323159077244192,0.014351680767351799
LRIG2,0.14303877920680638,0.03815737720862565,-0.043931125493973405,0.04584171469614352,-0.07041716086555838,0.02188932687034382,0.03580838844507939,-0.06384839664069666,-0.005471652774187331,0.04372398873557476,0.08878684075351248,-0.021086759043268313,0.05806156965951473,-0.020806663309522702,-0.01831870566326712,-0.08962372418854112,0.00570256308779298,-0.02671175631939861,-0.007350296452026164
ICOSLG,0.01331638654360707,-0.023887225250220568,0.012528191008721407,-0.007829504291062236,0.05373995760124879,0.022759230351436354,0.007649012898996432,-0.022353399658027417,0.008551592923642319,0.0550825288325695,-0.021295721293964613,0.023415164183143142,0.04537344768429935,-0.026194357677017877,0.02055615854728327,0.033544948601150724,0.0418765357593431,-0.010832695908577196,0.0666544125921697
WIF1,,-0.019756913873111067,0.02369485017070306,,0.0824150620312144,-0.013349799043053352,-0.05512770370961374,0.01269035868510988,0.009329048469013586,-0.03444051794576408,,-0.01743828384799152,,,,,-0.021097919134654697,,-0.03440780116607671
NPPC,-0.05619309142851743,-0.02175574591649599,0.002621427985204437,,-0.030987382778243894,0.11000214504165738,0.008333606051208236,-0.045535302443316834,-0.02187205529475278,0.01908267258705028,,0.004788934538968977,0.03904625845953465,-0.045410239753603594,-0.020972036081674843,0.06760451542452114,0.010888791247370563,,-0.045063137202887835
LYZ,-0.028553497558019964,0.11748941003681436,0.007584769623756922,0.04576467360881325,0.016943025512664828,-0.028780737304752287,0.016658590872045693,0.04401522835430848,-0.04100801151531505,0.020547413982317523,-0.06802839466608286,0.03246711849002824,0.0448856605893749,-0.06228214276804269,-0.052764584363990924,0.04872910622255949,-0.06090563470411605,0.055775856582721654,0.020776740846237828
EREG,,,,,-0.031146855933433137,-0.038341901760755255,,,,-0.03629003584439612,-0.035731060161780286,,,,,,-0.028267967622798453,0.05336825892631311,-0.021588028939454593
SPTAN1,-0.02480846090556981,-0.09873865231689244,-0.06264474109160412,-0.043680787177987235,-0.05517791960918746,0.0216208548993849,-0.042908329603340144,0.040916784784668134,0.052591116782835096,-0.016203152092508215,-0.0015298121441468283,-0.027405231533290334,-0.020410026564080093,0.05271383163528744,0.07605894124288502,0.019086817455745964,0.07765715172863383,-0.006160772375526783,-0.08165972018237293
PTH2,,,,,,,,,,,,,,,,,0.01949288266191746,,
LIPC,-0.036687750494199464,-0.050736055319173794,-0.029266577613801227,0.06675106550583208,,0.0016333557500284738,0.025009740060566197,0.08830522318259447,,0.03589055029960921,-0.04467710074235225,0.011723029982522264,0.027711034142768074,-0.04614805638782346,-0.043090708750707925,0.008965454980522192,,0.05539234724587432,-0.029241161340738172
COL8A1,-0.03900132868765073,-0.09283623078075895,0.02949932541191755,-0.044736781730774874,-0.02884980905606001,-0.0009544814287285808,0.039585803419804964,-0.016832889226744165,0.02979933198704594,-0.013661325161925704,-0.03369856059220796,0.040139088743235955,0.06324465403925456,0.0138173158527034,-0.06396070927515156,0.016823540465271535,0.019315494996192898,-0.02258861241584602,0.05464728071521299
GSTM2,0.010864102491111726,-0.05233572327964451,-0.03311723220175881,-0.004023875295063336,-0.038450059021380635,-0.04539309381672382,-0.01763375827892312,-0.003854183743124699,0.050058140159612116,0.004707121713281214,-0.02766818919345638,0.05769110858506185,-0.005950461865355215,-0.008802283490543546,-0.05276349333608414,0.007180951037755217,-0.0308870596492146,-0.015367848967977715,0.08974109996208501
IL4,,,,,,,,,,,,,,0.05247712588435707,,,,,
SPX,0.11926517374735798,-0.04148468391779241,-0.039466030024858906,0.02660867917583921,,0.01483251249496248,-0.028906918694290667,0.09616361102594127,0.015639240385368288,0.02742349099902638,,-0.02350271160115388,-0.02226086690016287,,0.0010039043347576835,-0.013614397365801521,0.029432972189069453,0.026300706694830006,-0.0679873035612958
MFGE8,-0.018119475330685884,-0.0076118785491665715,0.03146577928245436,0.013354967551405262,0.0033378074847154465,-0.03217009551904965,-0.002361474830652318,-0.0126361769641368,-0.032295767937315686,-0.03777311382315871,-0.039317140302502475,0.02165441310070047,-0.04356815103059504,0.038981938899942684,0.01643420754675781,0.0266121055172866,0.010712494084187904,0.0027369565911816852,0.0001164976638579982
TGFA,0.027931578461460042,0.07384714061501492,-0.0040777081777803445,-0.060942801143559364,0.04625685342917452,0.043779449639859525,-0.004017143657810335,-0.02982684187179901,0.011046541474461668,0.03052551094807407,0.019352272726444044,-0.014804787907696999,0.03379206176331524,-0.02493037602806417,-0.0449980237142641,0.005202882427034528,-0.00657886651196964,0.029429835325928293,-0.015184967007658777
SLIT2,-0.029490771360601884,-0.04902417558230802,0.051136624642611476,-0.047816948143798735,-0.018358292598471503,0.03026298468332952,-0.04456894706920536,0.0021032946040154387,-0.04237776195712984,-0.013362452055551524,-0.018764941465353093,-0.02787357935085847,0.01383476927947302,-0.009485168663590471,-0.02371751809753158,-0.030696469925401565,0.02652306292214681,0.030160504639945608,0.056575152246352255
PLTP,0.0028879768906620398,-0.03950249143285942,0.010023471051601313,-0.0006506962352760449,-0.03749048702999394,-0.053805655029414805,0.02532281295688112,0.0661357852758215,-0.01628309967778289,0.05203462652069583,-0.02139837020878015,0.09116199588094587,0.03997157817919623,0.021278386134719565,-0.04608803354341128,0.003990985077941441,-0.01034425079909709,0.029320224051736492,-0.024767432848062834
APOD,-0.015205976024311193,0.04730943079716214,-0.09178935476470264,-0.038180725026730616,-0.057782431903398705,0.029253998852964355,0.08259769818968037,0.012476580913178843,-0.025219037361556056,0.07611383224376334,0.019063887214307688,-0.06520036877286398,-0.022450512004919466,-0.1014786100029683,0.0012744692146157367,-0.03323230173028364,-0.046136517059197656,-0.03711022589773082,-0.06099926404614994
B2M,-0.0002872038546539949,0.0007126206426683838,0.06406964284144147,0.005306422854747241,-0.12153694120273015,-0.05612524902385486,0.08079242288761133,0.07156709382461711,-0.013284323530914726,0.04253218666915342,-0.021225188348519282,0.07945399818978237,0.15386447938390418,0.004892935607296509,0.05772066992187166,0.03128554252096662,-0.01613104274669467,0.05372495743613025,0.023530365191013515
OMG,-0.006629765023152692,-0.0854563163198284,-0.03748002981776575,-0.04182161351775067,-0.051167132012261085,0.0401444507523845,-0.004800269534523487,0.02899789603931469,0.024682619158694317,0.050974572134480575,-0.022628676720857686,-0.02303671727073277,0.030217049948897675,0.023686875226084512,-0.02088517155010647,0.0071824759454653855,0.06948609591204025,0.06328158712905138,-0.12072668644873871
CXCL3,-0.0026695235412432976,0.06512564801699633,0.052529573452488085,-0.019926671481937632,0.011472579030162322,-0.050350728150734686,-0.0018543813012996417,-0.025939068681358778,0.1662079501569736,-0.016434505910131725,0.020268577036030345,0.009244403266565128,0.034678219575981155,0.018577937206336,,0.0961207925919454,0.03360640168459113,0.00509018552894797,0.07278889099584522
CXCL10,-0.011831738891693746,0.02293082839818786,-0.023690048511517542,0.0819279799023089,,0.04567279668933154,0.03661418513713589,0.017888134216735817,-0.0034412212118445484,-0.025958408481209262,0.02258861035170415,0.03605611916022477,0.09084759159093142,-0.04431942893215866,-0.028288755728037036,-0.00380429199645595,-0.03101168495072458,-0.015521813944186844,0.0016359552553276572
RSPO3,,,0.0018087876348393441,,0.04368200524557448,0.08501023453294053,0.008675708087345115,0.004906262312389413,-0.04088389081844685,-0.030888995987041083,,-0.015065886158543287,,,,,-0.016232324060343056,-0.01891138858663291,-0.019185953599960025
CORT,0.07102719456262928,-0.005917084642464691,-0.03211600485279748,0.030418134882409794,0.0366740245814021,0.049171774977279314,0.007730926129789809,0.043531186395228176,-0.037827394944250935,0.009105416168658948,,-0.039969328122095284,,,,,0.022386083341122548,,
NCAN,-0.06173153053085996,-0.08390885588389327,-0.09223852725465592,-0.005013739108425802,-0.050988905859159814,0.04590418405454713,0.027307724959134954,-0.07595040604567048,-0.007272509691096433,-0.007905190221694556,,-0.01691525047144948,-0.034627208191213746,0.08587500757397559,0.002057108867954495,0.006965098901448205,0.0027778754215261664,0.027724879725330477,-0.0844760650284318
PRG4,,-0.037015278668464,0.005323814001755797,,-0.02583687859619746,-0.018887135380161336,-0.03137068265189619,-0.008877430375892757,,,,-0.017614511402190725,,,,,-0.027208269594230568,-0.03329112033382559,-0.005914416854045152
ZG16B,,,0.011388119611123461,-0.022067349100685786,,,-0.033869693167753276,-0.02066653143244086,,,-0.030373749546580658,,,,-0.019470488367820546,,,-0.02358046632613837,-0.0159965803978243
TGM2,-0.01222852932850742,0.013892862059827697,0.030832999717915924,-0.0027512582759520506,0.014644933482619674,-0.04144556218527937,0.0035575885237590643,-0.008044563886612892,-0.006020003344439954,0.025626655406670213,-0.013719040227203967,-0.01884072580830879,0.11335187715479594,0.019969590466113952,0.01847800191484495,0.0019155029675006591,0.006229550782265283,0.05776475962687518,-0.0136036713093685
VEGFC,-0.028655611331516118,-0.026559201479309288,-0.02707011855645247,-0.004814823056787194,-0.018709008671103058,-0.02907355994174941,-0.021763241001004296,0.031722526119465556,0.021058330665230957,-0.04100758249259489,-0.01128393791574593,0.018604008373924757,0.07554778831299598,-0.050005331732909684,-0.025237619822938994,-0.033416598374142854,0.038533508983970274,0.04049113630946125,0.008040170268977387
WNT6,,-0.0336841430765577,-0.02768249759831587,-0.02040781208368451,0.06277566585071488,-0.02602465420345618,0.018550641920383505,0.0068703403217822276,,,-0.03566779378670866,-0.015688816490559764,,-0.01728350613016342,-0.01851643672370456,,0.04755171268495186,-0.028478259423514393,-0.01652926687138467
