,MGH258,UKF334,ZH1007inf,ZH1007nec,ZH916bulk
SFRP1,-0.0030945858589955634,-0.033186378559737426,0.04138113961400811,-0.06171761977078692,-0.023107977607347483
CXCL13,,,,,0.056111411524943824
MICA,0.013719714664970897,0.008202367675758847,-0.028620809338547604,-0.0007950170176743269,-0.00915381673243694
TG,-0.025679467542961715,-0.017458105539954423,-0.010109151661279363,-0.05153797044222448,-0.03229800905843493
ADA,0.009537743355761014,0.07720087328004979,-0.014296114893941048,-0.025675911379473396,0.12482187401734586
LAMC3,0.014018254027344607,0.00012807605328140427,0.0854061964934473,-0.05400895461222299,0.03118587154375556
CCL7,,,,,0.03038280453823229
NGF,,,,,0.010087475855507429
TNFSF15,,,-0.059022180086207555,,0.18269111084044573
HMGB1,0.06685418656947476,0.014621104966058054,-0.0035087639562294123,-0.029645759438660213,0.06019914114945841
ITGB3BP,0.06469923569279595,-0.018070934888577105,0.019147931031838622,0.06539800127781828,-0.02594693403519684
AANAT,,-0.015589999268511704,,-0.09293468885247343,0.06909518330854805
RELN,-0.02128895941107023,-0.017259474818267416,,,-0.061926965440920016
IL15,0.0013106787415003687,-0.014459003763499815,0.03966680991614862,-0.0006302509736964016,0.03341648290223528
UTS2,,,-0.10236370191700227,-0.033795666614778404,
BSG,-0.025556643415449647,0.04345887087966117,-0.023418224111827805,-0.010580951065046307,-0.04538395694300459
ADAMTS3,-0.041125738172474995,-0.02402619772218964,-0.008862200986474604,-0.041792583320421975,-0.05773781004406711
CD34,0.022070229750580365,0.02924979156734585,-0.0018992880680431172,-0.12696202951802796,0.06462562418843314
CCL23,,,-0.05569389065627443,,
PLAT,0.013743448719901519,0.0790744048448156,-0.009081665954995247,-0.05547410011598352,-0.037698323462004864
LTA,,-0.014459005548325988,,,
CKLF,0.009281239278709904,0.03827281646223303,-0.058078736784770775,-0.0006908192794097494,0.010819307548158841
CD24,0.004548664574435083,-0.005509806472852726,-0.06015017940624695,0.01246903008122535,0.014797056610607519
HSP90AA1,0.055604652910152874,0.0019804122553297335,0.0201812903488087,0.034954386120019554,0.01934045750678102
BMP4,0.009017269007127925,0.04183202327886791,0.008705275038242382,-0.02607652285208968,0.051429950603912596
SCGB3A1,,-0.010089302859270514,-0.06873073530608319,-0.07496177601823815,0.09993241512171168
IGFBP4,-0.012681283617703746,0.012432584897430906,0.022271331679667952,-0.10388956708424955,0.0782563867370315
RSPO4,,0.08348678522031344,,,-0.027819921208517145
LEFTY2,-0.007420991450404731,0.039512960126180996,-0.08528528428338593,-0.017873470323583024,0.006579225973777705
PF4,,,,,-0.021792918464219626
ANGPTL2,-0.0022768144492254162,0.012671903606104274,-0.022813118635959213,-0.035968435842269,0.009550096733346636
LRIG2,0.05434568858867656,0.05949675991721856,0.011571773152612635,0.03078462633145994,-0.021615723636465616
ICOSLG,-0.02168346730531602,0.05482137952052318,0.07810027070710959,-0.02888284677335758,0.11606557908333821
WIF1,,-0.01924985038927745,,,-0.03998953976143242
NPPC,0.014389023820072948,0.06788308550437241,-0.015981109095845297,0.07597668863729838,-0.014284860501872956
LYZ,-0.0011345270963968284,0.04314995312681624,-0.08540372813429783,0.08245956239611564,0.03476667558069569
EREG,,,,,-0.025090104929355726
SPTAN1,0.05680458102614462,-0.008120329901250778,-0.04524059583125948,-0.11190068494278255,0.022185186843470418
LIPC,-0.03287740557850006,0.03765870168186413,-0.019452665968619356,0.010914838910121153,-0.033984751843392544
COL8A1,0.0735681431262986,0.07594064087039275,0.02024559510844571,-0.0801798361815358,0.010021161326173334
GSTM2,0.009012392677475433,0.014725168900095443,0.01852709798729337,0.010497920760276733,0.09241243891395069
IL4,,,,-0.08868868668461906,
SPX,0.027195661599091894,-0.029133378518103496,0.021558651127866556,,0.00873767181386217
MFGE8,-0.018936262304595053,0.06880584403642197,0.07187625789440842,-0.09609189591512826,0.06045427417549792
TGFA,0.015375107854932757,0.04509177830456734,0.07006218198386259,-0.06657884444027891,-0.020299108327101686
SLIT2,-0.026427895899439734,-0.02191880935708938,-0.10082923303897952,0.019639825570455603,0.07800759060023886
PLTP,0.01308433255971672,-0.0011501397112799936,-0.04311586303348903,0.0148605265465459,-0.06157563499035546
APOD,-0.005218652188796717,0.042703610699527446,-0.009513200205509553,0.007047432691295137,-0.03163792500699427
B2M,0.027024739331994188,0.01921130541441927,-0.14302530358967233,-0.06978962623742209,0.0028362341121713494
OMG,0.09984013700748057,0.008879189915905136,-0.007036708154920936,-0.11572749968779665,-0.0375189750516294
CXCL3,-0.020679756658368534,-0.010413102323901595,-0.05071322614156028,0.11883664352469887,0.08726535478036694
CXCL10,-0.03210037486259922,-0.01654767976300973,-0.09806213078589271,0.06475153166070345,0.029318809789140615
RSPO3,,-0.010881491235589097,,,0.0032922376842875406
CORT,-0.0256794729165749,0.01999127185524307,,,
NCAN,-0.05024605566938021,0.07631148699883014,0.0026479817053207564,-0.18023884238619725,-0.12692543063969763
PRG4,,-0.01272226203126012,,,0.03654314117424206
ZG16B,,,,,-0.01859159452759316
TGM2,0.021246428265628125,0.09396909286510195,-0.10046788625744768,-0.00708410284777709,0.03927428177827269
VEGFC,-0.02567947456999502,-0.012983575510526738,-0.06536145220621449,-0.06341774072164194,0.1358748139192793
WNT6,,0.01845862971452267,,0.03428032307442093,-0.019210695027854753
NRG4,,-0.015146855226957249,,,0.006266981879165778
PMCH,,,,,-0.036997724404775556
COL9A1,0.017637034023585577,0.021757735283617404,0.015147152184423885,-0.050017041812741775,0.0031702799756599957
GDF11,-0.03913794758031592,0.05804240307034711,0.019901073465921286,0.009640865440689273,0.013318393007276115
IL24,,,,,0.031400366244462345
SORBS1,-0.0436455382002963,0.04908593969307535,0.04904159941651439,-0.004018866441693094,0.004303029933937416
DLL1,0.02975437546134284,0.004224337399564663,-0.08930737907192175,0.0026996419558982378,-0.017020259139396997
TLN1,0.03863753233931927,-0.006573206896491363,0.1088268452254433,-0.04455818683968558,0.08356594591292534
COL2A1,0.015564560293295995,-0.010571436700076833,,,0.11606654240011738
SHH,,-0.010089301977402635,-0.08022600745019379,-0.014347079168611733,0.02912525427031741
PON2,-0.005140490033693387,0.03257300158262306,-0.06457770512715781,-0.11960506102120794,-0.05851366786035313
ICAM5,,0.04756678742378257,,,-0.006584492674095196
HPX,-0.02739701345137823,0.02789307901546353,-0.034858468099944716,-0.03534632031671416,0.029381076741463497
SFRP2,,0.016378955044195526,-0.11102950516777463,0.02617548905235153,0.07577508273293629
CFC1,,,,,-0.025563050227233725
CD70,,,,,0.11885650253699781
HP,0.10925303538626634,-0.025448931036772662,-0.014188938266647686,0.07724341061279283,0.014046003716818157
CXCL2,-0.005214344105958129,-0.01996915352143041,-0.06361206702633779,0.036356144743432205,0.09221656223279144
NPPB,,-0.01298357645485942,,,
CCK,0.028704629722850154,-0.024522198809269667,-0.05217952043767053,,-0.00135230367020454
SEMA6A,0.006807668283182751,0.04897823508450827,0.05872605858968145,-0.055790323546040785,-0.013590735703484576
IRAK4,0.031673571961835637,0.029066636961380954,0.0897642558169743,-0.01644921035258378,0.022276689459450938
GSTP1,-0.05752390600015251,0.03333176306131395,0.03690155712446965,0.192777435859125,0.0052686114632135425
VCAM1,-0.01807840986912359,-0.035125984889332544,0.03634437011493605,-0.03732127530457371,0.0692748814219598
NXPH3,-0.058541758223301855,-0.02163800918491494,0.01352761491423263,-0.06160705562990166,-0.00556006964452646
MTMR4,-0.053394876630228495,0.02624081916486667,0.030721169809986126,-0.005051595468703392,0.006957827480528039
LAMC2,,,,,-0.027819936523308917
IL10,-0.026673154887201154,-0.011622146810666699,-0.09552747660194147,0.03218366187984434,0.02296495965618373
SEMA4D,-0.03470584343188446,-0.007283437799278044,0.07441967156058174,0.01975336038896144,-0.017254238651176076
TRH,-0.023578685406421416,0.045418122089252076,-0.06157649785848288,-0.025120309093686195,0.0271346136345483
SEMA6D,-0.007883942304626627,0.01829080005013316,0.06890048984828569,0.01597997216862123,0.025322938953024787
CEL,,,,0.05511330670720539,-0.02972180671662594
PDCD1LG2,-0.06505594626527826,0.01336418874164678,0.002185720801642836,-0.06021785842794028,0.016922982842430986
SPINT1,-0.04056472377074931,0.06299178516128419,-0.06297132378237989,-0.008648573746097546,0.08205470593367732
CTHRC1,-0.03216362884476088,0.055488326291551766,-0.06429494914056706,0.04129574560435831,0.07583233298158558
PODXL,0.07673909677094361,0.035084358837841535,-0.020442083856925322,-0.1306746700819024,0.03525219535830824
JAM3,-0.04175396610267918,0.06832211627254041,-0.009141919885642329,0.009958051551235603,-0.03410940232773734
TGFB2,0.016285938001193684,-0.01991802146480627,-0.04491211578127302,-0.016080904400591987,-0.05342217208695306
COL18A1,0.061592386452332,0.059842002523887286,-0.014424494121649423,-0.19720603807133563,0.031949751992286675
NODAL,-0.03730269163946828,-0.017849478879861203,0.01237334673129712,-0.08149611939825684,0.026135982663953474
INHBB,0.01898948886306464,0.008803572239539464,-0.122180745101066,0.04801677541933987,0.02244434108541162
LCN1,,,0.0033488608511318485,,-0.01951331193085756
ARF4,0.01581358424075041,-0.003024626927653445,-0.003161261482614583,-0.0611870370531362,0.016908866806914332
CXCL14,0.08602124504652499,-0.030290818986436017,-0.09415246848568264,-0.03698229503202563,-0.07261405150345378
LIF,-0.017449371762572056,-0.005769067254529144,-0.09729659138939845,0.0456804389446508,0.0590098054921918
IL17B,,,0.013368400823570648,-0.0011575975594748942,0.02254188892229484
MMP1,,,0.026415550481418994,0.0199046649135062,0.12738401718200013
MATN1,,-0.010571435384512119,,,0.030837552204139862
ADAM28,0.026843790579977236,0.07213166309114087,0.03388287229572792,-0.008476377047235193,-0.002673784168666414
TCN2,0.03867876496878792,0.07978157645214723,-0.016236002450623795,-0.03954577599771076,0.015714133524272988
THPO,,-0.010571436598879531,,-0.05379749553488267,0.03596176820034905
CUBN,0.01502096338594586,-0.008009038867867014,-0.006342571348635471,-0.009446827903737411,-0.036349472470237155
TIMP3,0.008920169637916798,-0.011830095658905426,-0.07736033701475943,-0.0684255226985908,-0.006487207418963946
PIGF,0.04318676006372813,-0.026100639985378017,0.014324156934779673,0.0031801098494857703,0.022018205410351616
CRH,,-0.014459002431165217,,,0.11280587893771073
BDNF,,-0.01190615274650604,-0.048025205144445964,-0.006411128407405487,0.05124776727592058
CCL5,-0.0075980031386585194,-0.0143414250207127,0.008084639561363986,0.12177434554801754,0.03453309763774374
GAD1,-0.011898589474957639,-0.055584156979581134,-0.03774542038086707,0.034739589926742344,-0.015523835528866995
COL14A1,0.02456452216191277,-0.035414138864644035,-0.03308906019189205,-0.016877852071028633,0.03819714280082463
HLA-A,-0.08203197710178348,0.019543153692340304,0.03232970286387943,-0.05525208671481079,0.041656248656240624
CD5L,-0.045081453244632926,,,,
FGF18,,,,,-0.027601580627868536
ADM,-0.03832913879905027,-0.03856203096094724,-0.00899273569630625,0.031896024361402486,0.023937663245331885
CCL15,,,-0.05071322614156028,,
GNAI2,-0.05653503341659917,0.0788014338292139,0.01293884956396315,0.0077526814577853235,0.07514129758800965
HDC,,,,,-0.02010575209038172
COL11A1,0.0687653905583546,-0.02024638758444929,-0.09372133577385222,0.0028994727106980947,-0.026167164132925188
NUCB2,0.03343896782222252,-0.047812303301396956,-0.05895647570485088,0.11629537085446238,0.025984446380331094
FGF16,,,,,-0.019811604953635827
CXCL1,,-0.014341427452179634,-0.039989111824384645,-0.03574060851574525,0.03753298290603253
VCAN,0.06465599999024317,0.08257861609135388,0.055802569433834374,-0.018696307233782745,0.0667887713096049
MMP7,,0.06609081194458487,-0.04626760255584373,0.0632673466072338,0.04698866027869178
PTPN6,-0.026494136598128583,0.058472621249140655,0.02189705459947706,0.07032003445704639,-0.012256208907873043
PTGS2,-0.05110459191478163,-0.0244014547198967,-0.0005989119794079918,0.006218685942688055,0.0991552014520742
XCL1,0.01858207851817721,,,,0.0752197604808001
CD58,0.024586470593700612,-0.006198615803843388,0.007434204648925747,-0.005306245284290226,0.002301153643545379
TNFSF14,-0.011245684326653608,,-0.06463577275195143,0.029619483910319228,-0.02550066142266156
CNTN4,,-0.011197621172063943,-0.020616514974488638,,0.04819615847967783
MFNG,0.053714049782210845,0.021119346808469934,-0.006237598680249697,-0.04104547780562482,0.018010599882845174
ICAM1,-0.04219608051505971,-0.008046145514032352,-0.047634486511333556,0.009780046501492626,-0.07428544119887255
PROS1,-0.0994038290229656,0.07743581698800459,-0.12323188330626816,-0.003953362711170548,-0.025018296979330362
CLCF1,-0.01466906860049686,-0.03148232078997779,-0.1031598302543348,-0.06142168975126185,0.08399921312498707
PSAP,-0.04333268861011299,-0.019769713995180002,-0.13736744193739384,-0.03541751449251842,-0.017080362579006254
EFEMP1,0.028965826578870906,0.021180756533975255,-0.09619457262280795,0.03403218893832107,0.022704727668097606
C1QTNF1,0.03313352020867444,-0.044821620197549115,-0.028053711693114585,0.09701603147728227,0.02915464656099624
ALB,0.08084550715245713,0.006573103103021667,0.057514718953306676,-0.0648624410672899,0.005876233531900982
EFNA3,-0.01525765689891863,-0.017325560206056134,-0.014169883754825047,-0.03183615137914229,0.005084301962772985
DRAXIN,-0.01707987161123806,-0.04935062226723734,-0.04420381417055578,0.03920657335516731,0.005218811497975604
NPTX2,0.013746887957324226,-0.04281740063070806,0.09329525603950098,0.09995200457707762,0.02132178209343464
FGF11,0.061688788621023734,-0.009559145007699329,0.08219921122901451,0.1334022593816734,-0.03887313019485522
CD59,-0.0028361264775510265,0.04331036683796892,-0.11933600710851983,-0.060545313361630486,0.037714831170706564
COL9A2,-0.04072169097519253,0.016879210925254257,-0.06046211840825882,-0.056613030431594,-0.027127127821953013
DLL3,0.006486256574965636,0.047599082353685165,0.05895015726197225,0.0394593941441898,-0.023340128215753885
FGF5,,,,,0.0248383963424237
LIN7C,0.059762030154438095,0.03333032858034626,0.002294875571311899,0.0127593611736111,0.019901586656248197
GDF7,0.016685809558927497,,,,-0.030734322323014828
PSPN,-0.013767006843839559,0.015053034419471662,-0.04511787965019288,-0.008587049721768235,-0.034592242360341155
ANGPT1,-0.06375955962962246,0.06326341108107177,0.0036255796847717093,-0.044041862329752594,-0.015591030995790428
PNOC,-0.005264354020405066,-0.020917332333047985,,,0.004846105849512655
L1CAM,0.01618112147011961,-0.03749721561797633,0.022720983705236078,-0.031195127430772525,0.002686212963261093
APOA1,-0.030364064425162148,0.09590166477854027,-0.014299361696358807,0.017794479976159617,0.05693341231280949
PSEN1,0.030980103114059174,0.01873194781055888,-0.0010132358225524015,-0.06848063127973128,0.0019350765233315508
CALM2,0.017023325085336598,-0.0070895081548185595,0.03063920419376459,0.0479195603968096,-0.0344217928426661
CLEC2B,0.06283355262964498,-0.02130655758688442,-0.0521644098403494,0.0722647420591489,0.06742201971905129
NTNG1,-0.04186464116685977,0.05506534139460974,0.006241762253199441,0.0566094643909836,-0.03309347975206859
LRIG1,-0.0010350703696892973,0.04625612331530574,0.027997634901507956,-0.062341766380278364,-0.08618272541431145
CPAMD8,-0.0209864380685045,-0.01952530119066908,0.03168716295709672,,-0.021792938053349174
GHRL,-0.018752613270810643,0.08496208806350294,-0.062112385341930906,0.15762995485632939,-0.019210701650507526
NPY,0.00203020473123141,-0.014015873109630284,-0.06342515107493535,-0.04481226439611049,-0.004758616890714045
MMP2,-0.049044030015791926,0.09947668725385661,0.04880325802416565,-0.08956519098684042,-0.01463764255466362
PPY,,,,,-0.0010560141243704715
ALKAL2,-0.03142736369985689,0.0072776330313968655,-0.010525264307525966,0.04819710916346287,0.0015331887957689154
CSF1,0.02866960576985105,0.035757511336020245,0.006672131308771447,0.10522746633109943,0.0047974702814616525
SEMA4C,-0.02104567630979299,0.08163590516174471,-0.07658084173453888,-0.057701409954276625,0.06080195187865326
ICAM2,0.060873029637992064,0.04515828324345286,-0.04874569752796623,-0.14447813960472886,0.04651361246216421
SYTL3,0.004270258822464761,-0.03300654145252549,-0.04126685322668188,0.11507710011514274,0.05056407837713772
IL1A,-0.005406337729122593,-0.020318275775355336,-0.004275377392201341,0.0625642518678405,-0.03453183990160469
HLA-G,,,,0.010529047032965963,
PGF,-0.03050999184462232,0.0045513989955917366,-0.044394459367211966,-0.17226078842263345,0.07655087724474081
LGALS8,0.0608629802883669,-0.04160609607576443,-0.02196657402790496,0.01491404847095921,0.03721676571425271
DKK3,-0.005837537834354416,-0.007383693388729433,0.040084424517407846,-0.12287261113099023,-0.024914507139295237
COL16A1,-0.045457820595197665,0.07464023586707456,0.07838564241096001,-0.11144585866135756,0.019345859667791867
TPH1,0.07515607623084093,-0.01272226115372202,,-0.049574215642034875,-0.0021662489604596293
TNC,-0.01048114965117925,-0.0037912197236997583,-0.14394448085115247,0.007845164405302793,0.016099819689132783
TNFSF9,-0.020986428107999538,-0.006276549675179279,,,0.0407228263150851
C4A,,0.07776342859893738,,0.005582602807132031,
CNTN2,-0.00808441614296529,0.008998652422139297,-0.03138018227123142,-0.010268510950475311,-0.0408833727654664
F7,,,,,0.05015937670767192
LUM,-0.006705156077805577,0.017214922451680614,-0.06698926028188769,-0.0813753261233482,0.04503559685600635
IZUMO1,-0.02005319687998812,,,,
BTC,,,,,0.04722854827568121
APOC1,-0.03109997334522461,-0.011974544875493378,-0.14092891017067583,-0.05338567285784335,-0.04852544061786083
PKM,0.005203825708613318,-0.02784144403782359,0.09812462292769816,0.0730869815173128,0.014526953620312168
TNF,,-0.026565511031766544,-0.05065052232832459,0.03445750390457256,-0.02096507953637226
GNAS,-0.03405283114590097,0.005170190091451788,0.09949852450745061,-0.019361959745244916,-0.015620264275056707
BMP8B,0.024815642920848792,0.01112870751179678,0.07628182522777549,-0.028527390330286742,-0.02795437527721436
LIPH,,,,0.03747330410639907,-0.01871943372005918
CCL28,,-0.010089305751798778,,0.12876164764228434,-0.03171924028529153
PTPN11,-0.016131494986816177,0.0033138423343526445,0.01470762147215891,-0.04595794398502715,0.012074002957899604
ADAM12,0.04980459777014028,-0.010011179529078077,0.06585115981210107,-0.130125779411497,-0.0006959192635853141
EPO,,-0.012722263022029157,,,
EDN3,-0.029472962535455373,-0.012853537842815009,,,-0.033430312605150905
CCL2,0.076054792707176,-0.0041495286537661085,-0.1437676052793582,0.08628502915623251,0.045279163945426235
DSCAM,-0.02017754634352628,0.05598065307121432,0.04186952488153254,-0.04264574572821396,0.029754088147041117
ANG,0.009428826906454297,-0.01616564007643832,-0.06814782491472456,0.10101029426272178,0.05180915492684748
FBLN2,-0.027634528400914474,-0.037505516168822,-0.042379387732013066,-0.04537314321011865,0.1066789883080761
VTN,,-0.010571434608666495,0.06360764643861914,0.010424776702996715,-0.03398475340483516
VEGFA,0.02036185101805501,-0.006243169018730457,0.012221774335374929,0.09174117790510469,0.010446913756453027
F10,,,-0.03307443044100973,,-0.027601590563403746
SERPINA1,-0.03442166593323525,-0.03447567903414944,-0.07086550328109135,-0.02232987739242542,0.062460712946588
VWF,0.006100037751442158,0.013186992944994692,0.027803784771369147,-0.1415522741016213,0.024169941635815876
GDNF,,-0.01272226203126012,,,
VASP,-0.009044891057442501,0.013124608128761601,0.06664500731971687,-0.07094760942757361,0.04439566162010562
ADAM15,-0.037053500759391324,0.02878983504147254,0.0045230074839493,-0.0039161546560066915,-0.062813083918736
WNT2,,-0.011906151029168421,,-0.08047814686250443,0.039248316220915715
CALCB,,,,,-0.032298006344322935
OLFM2,-0.0021497740698417367,0.004213241614170846,0.017049839597156374,-0.06808996312936759,-0.04555205944388242
MFAP2,-0.002410136646131098,0.09235308375892534,0.07614347209143944,-0.11068936084438914,-0.009401082953568283
HLA-C,-0.08415466449436856,0.02413573672638382,-0.03652394253952188,-0.0980575117999844,-0.005021228143681281
THBS1,0.0005950063726780434,0.02253426867099525,0.01530893865409423,-0.12234424508138171,0.027177622322752774
HSPA4,0.019680818439916595,0.018452130654916205,-0.0025848109798822837,0.04759014304599325,-0.07164532338636505
LMAN1,0.0588996289265687,0.0416612192898553,0.07344053950186714,0.0007643573978212245,0.0461848661756334
LYPD3,,,-0.03217312691408268,-0.06976488562181166,-0.030534118601737763
APOE,-0.0825562906410767,-0.03233215462774698,-0.04241896155303738,-0.008592867626934205,-0.04609746113461227
SOSTDC1,-0.02098643632541511,-0.019345317205739808,,,-0.01841172492092871
ANXA1,0.02244846286772755,-0.02461206745252227,-0.15412984123534637,-0.0006440891890895385,-0.03325776214431179
WNT2B,-0.024916651092984698,-0.02083264433640003,-0.08569868366684646,-0.09313234435522637,0.03903522188245405
AMH,,0.06329441481704792,,,-0.010921893859864928
GDF10,,-0.024475957435674066,0.005441034532181689,-0.09383349562625448,0.02445535680875351
EFNB3,-0.042378781152314415,-0.047230886949835724,0.00024411136269597266,-0.1290331926720087,0.007089827990260387
LTB,-0.04160858793617052,-0.023646245519703242,-0.10568086125238994,-0.020077834347588176,0.0640459367606478
ANGPT2,-0.016405805741055754,0.08352258911094496,0.0032709294638408413,-0.16407956428597287,0.04627747950533441
ADAM17,-0.0028069677508739785,0.014916598045130142,-0.014309197785966498,-0.01045893106417122,0.02903904245896448
LRPAP1,0.013077049602162775,-0.02909985722867385,0.0360470054025745,-0.07728941418053793,-0.03731503782482594
NID1,0.04492286849854586,0.05474113100942228,0.028280031484682458,-0.11869949491960365,0.0205360384200291
MST1,0.05255213393066856,-0.004687064504588526,-0.03740808443730008,0.09848121006543632,0.07279014107575016
IL13,,0.07531570175235357,,-0.09007036895803507,
DCN,0.01253865502582274,0.04620988336083741,-0.018877509076217446,-0.1273468002193437,0.026798677438512955
COL7A1,-0.019235559263242615,-0.03603984864561863,-0.06862596793684694,-0.0344134014619129,0.013667731078144313
CALR,-0.04873181686694776,0.041017073099565836,0.10335066072110966,0.0403004320928258,0.005834184659278166
PIGA,-0.004117890890773188,0.01818300095810317,-0.045220247934610734,-0.02655582581961314,0.061798076381484324
CD200,0.0016516401634991615,-0.04931914523565253,-0.08913453164326748,0.021362755944021997,-0.036830940626236
GRP,,0.013221797410941828,-0.015949316811320897,,0.04799738736392611
CDH1,0.04574971948224873,0.010635345018960284,-0.04695828716832564,0.155585149654185,0.002741145648430906
LPL,0.0439775598381255,0.04486149360695913,-0.005345586653749896,-0.05943974850156505,-0.039936515330108995
SEMA5A,0.09347169152503071,0.05493217252760424,0.021709879281494586,-0.06699169459224723,-0.0463845834236879
SEMA7A,-0.024813831017315123,-0.034865117310266765,-0.0325304315982856,-0.10228501549974993,0.054409587178663024
SEMA4G,0.014565609634547855,-0.012656665368734612,0.0011334310588636566,-0.030829831258745444,-0.03415100195703891
SEMA3B,0.0007891644431561432,-0.01479562703413304,-0.04715667221515916,0.020547520572367212,0.0022064469612243084
RPH3A,-0.072929209949885,0.05287472546313083,0.07236386031337293,-0.08677947568976829,0.010537127551457689
JAG2,-0.022137683769232294,-0.030016169898931806,-0.07291747200565687,-0.17411264439460358,-0.005406689538808264
CGN,-0.026806907712339362,-0.010113508894543906,-0.03254018090819749,-0.0163875159642076,-0.023640403546466036
GDF15,0.022335455949684276,-0.027266912595424662,-0.03684972507093538,-0.07920996949787708,0.00570533667471149
SEMA4F,0.08745423794856805,-0.017504252008467377,-0.02236915517517353,-0.05283243643850398,0.030910224470847042
NXPH1,0.03347535607052212,0.03357044129679615,0.005393360445982775,-0.0067925527168281995,0.027810022757780262
ARF1,-0.05073034625472603,-0.022565400919037935,0.07496438064231839,-0.078107475517517,0.03127655339107698
EBI3,0.03541303838051326,0.08940529590380566,-0.06711655646598183,-0.016576404497606608,0.015838258425966777
TIMP1,0.08156233231374785,0.03860373762428843,-0.07076508077886283,0.016070985809417994,0.07064076040124292
SEMA3C,0.01708453162274368,-0.011489708223477472,0.01667279148775388,-0.14306377456611877,0.10097306911675788
GAS6,0.020245266942170898,-0.023589961305652357,-0.06800367930109028,0.06547770418591407,-0.0032637836216875553
MEPE,,-0.023569660720175505,-0.05431244504607127,,0.03695524323052194
SERPINE1,0.029944874745403204,-0.004761840261868349,-0.08205659583585091,-0.12102150840378975,0.0486788075751445
RSPO2,0.021115459714365757,-0.027869501290117785,,,-0.028440568374012393
SHBG,-0.0064492782456743196,-0.0102524277232803,0.024712962615778107,0.036539147794351585,0.0017192950759307988
LGALS3BP,-0.05561216549906773,0.016419597709213606,0.04902604291834853,-0.08554842262939268,-0.0358540435924213
LAMB1,0.029545733059430177,0.06784369605186318,0.009189566223992661,-0.19648600759400292,0.04037880029435115
SPTBN2,-0.022774879290977885,-0.02290582619908426,-0.016934083671674777,0.002083087499283677,-0.045710193124538535
COL1A2,0.03630501489530686,0.039293725994209425,-0.0430871849596883,-0.12458424328160016,0.03895670929206483
DEFB1,,,,,-0.005752896139574828
CEACAM16,,-0.018610478517571822,,0.04391987616932893,
WNT11,,,,,0.14844182078929094
LGALS1,0.004645440404886028,0.020683787367152796,0.0423367321632751,0.11482654632074177,0.014308432411619209
BCAN,-0.0221526998594239,0.0921769258102278,0.07868418483294247,-0.10366107799223442,-0.10268897263499847
ANOS1,-0.03350114886898508,0.04851636520826887,-0.007796421592850057,0.003396544550900738,-0.03159655278901799
EDA,-0.0312154769747152,-0.022395966276256663,0.015459916198396048,0.010309965712359996,0.010776188470976047
FGF22,,0.07615505708052585,,,-0.001751012759267756
SHANK1,-0.02642789801386965,-0.014341422766541335,,,0.020802334973526668
RAET1G,,,,,0.13774352557229924
TGFB1,0.017611970904828973,0.0861264057730323,-0.06549594288128507,0.005645274131118164,-0.00929981264834918
