,MGH258,UKF243,UKF248,UKF251,UKF259,UKF260,UKF266,UKF275,UKF296,UKF304,UKF334,ZH1007inf,ZH1007nec,ZH1019inf,ZH8811Abulk,ZH8811Bbulk,ZH8812bulk,ZH916T1,ZH916bulk
SPTAN1,-0.03330491408981382,0.016011388082639553,0.03174736054365389,0.019179043482302708,-0.017590447577154673,0.07799742728337493,-0.00345535397977977,0.043008928611709414,0.06193843141971734,-0.05407048941289529,-0.020753700226355892,-0.04798658044156565,0.07598318033712342,0.062255769145992464,-0.038560114551189996,0.009608378507216842,-0.007197087353767358,0.01342879029287817,-0.006719367482077335
LIPC,-0.03720392831694243,0.011785418971298409,0.09391006158975006,0.04839787512048412,-0.024574271216760056,0.0342758413498888,-0.03062960273386764,-0.031961891749123755,,0.13069561974631075,-0.022451820588255324,0.05964726701955492,-0.03862839578417956,0.13308848149860558,,,0.16657396714118727,0.028324601295537325,-0.018280928535629876
COL8A1,0.07461648141672007,0.07465046331251557,0.007867912721539312,-0.006974981149302981,-0.055904392366478706,0.03150295384844771,0.03574675124378527,-0.0347037740113747,0.053497797135211245,-0.0038420519751101033,-0.0021400725004619855,-0.06542209122276794,0.11825167196168548,0.09589980025549273,-0.01150889086431444,-0.00640951318634034,0.033908673362789056,0.05803559058876038,0.08207864451084958
GSTM2,-0.0034076374247435006,-0.016656220423496095,-0.00457739575196472,-0.028496065234932637,-0.054165836083559536,-0.007417802531405659,-0.016702602345691372,-0.040645429438592326,-0.0020274311597162096,0.037365931361408304,0.036199489614420495,-0.016513019122567415,0.003135624633834002,0.09373698302794527,-0.01749912055419536,0.04748161791170293,-0.024741670047510253,0.08753889727199045,0.0014232024933630786
IL4,,,,,,,,,,,,,-0.017722327173502365,,,,,,
SPX,0.006049588607971791,-0.0027312660318341776,-0.006810329759323495,-0.012206594882772486,0.004528562012826521,0.027531665836473925,0.012114725899696999,0.0332047549129446,-0.005561820977984331,-0.01616723834902817,-0.042605376849462986,0.03638320251039243,,0.09196373134836636,-0.02436476882595189,-0.02605790424376632,0.02870740698913701,0.054265580949175794,-0.053503466969633026
MFGE8,0.04299569626878182,0.05146065501997859,-0.0342199570939293,-0.02991296023520616,-0.014814205566142432,-0.014287136951896578,0.046631161002931,0.002513226879675308,-0.025458611597132568,-0.011033535831240213,0.0016508796886075057,-0.026322587432303833,-0.04653337815799437,0.03363530162632941,0.0023130538278775055,0.06602732194478321,0.05718394110131309,0.003028222768070855,-0.02062589288285149
TGFA,0.06274879008621091,0.004126072160089071,0.0442913543934601,0.020603973851737782,0.007541984471379007,-0.035450969327352706,0.0412644959625503,-0.06007894793766568,-0.04438024070270008,-0.021406186143924793,0.036761091617816516,-0.0033269640565413254,-0.01084509984696274,-0.053588845999075714,0.051520640934012166,0.0009052904547614788,-0.0328969545478837,0.0392443265714688,-0.025002828245677115
SLIT2,-0.029905691380141725,-0.04732202798364671,0.005448820080430146,-0.033908646562910115,-0.02153593099860413,0.020663962305518226,0.04126998959717638,-0.02979645870219717,0.05050127539552972,-0.018079144005560113,-0.0037453877726414497,-0.04523400766653889,-0.028916370005782604,0.020572532969136994,-0.0037275060205297274,0.0415715065298154,0.028855642978728183,-0.017024890738484313,-0.041989357757100526
PLTP,-0.01936042450796175,-0.03557975798669195,0.07259527122026481,-0.014681860449127258,0.013391964876970957,-0.05763496192237728,0.04109671420922423,-0.00037731717481459136,0.007932380636099958,0.062354197637955,-0.005522440235758837,0.04071364130277142,-0.04673145294923463,0.03300270564165467,-0.0417913387205956,-0.04943934788937378,0.08707732605319844,0.02953797951749983,0.07518870422424875
APOD,0.01768715456046852,-0.07909199474320232,0.03388097882809902,-0.08982509140973521,-0.007124883270904098,0.0011095169759194167,-0.023059005928352288,0.06001334524356288,0.019333487533106427,0.007165164277336638,-0.023411857718215676,-0.04832794774369206,0.0032775325636928425,-0.1363655823381289,0.017415789570847363,0.09065582400646648,-0.0503732154166185,-0.07381671613853102,-0.017456987888959188
B2M,0.008898198345577065,0.011750043653979237,1.5205878784111379e-05,0.018280518568015925,-0.020544082142510578,0.019269581322236273,0.06992283176809731,0.07933441835977965,0.006526056397710579,0.08534300587863727,-0.05390321483506424,-0.07772227209400918,0.14547578715604362,0.1176135132707536,0.06609311080894377,0.019290748997070135,0.041660809271261506,-0.025092021977982288,-0.012334774769440397
OMG,-0.011361782276266016,0.02229839955156329,0.03969083856121581,0.047344535844789995,0.04983638170725303,0.09952869822062772,-0.05678235920691296,0.026406986042060224,-0.031079453976185268,0.05551348100215283,-0.057376265531385265,0.1077860536414882,0.08629749594118838,-0.10163982867031461,-0.013855806984939037,0.0809474487432615,-0.006921220401943658,0.011018186766225957,-0.006956114785379635
CXCL3,-0.02340112216253702,0.0554510642443195,0.047801455091472426,-0.026735870767534954,0.02150619776738132,-0.012502154842443776,,-0.01838258596573221,-0.01422751229036723,0.02341997132270944,0.029284345453103815,0.04252894950549526,-0.04674956492081597,,0.04985710452673244,-0.02765895820888122,0.004553624803619484,0.042374996814171215,0.04475964166876846
CXCL10,0.035427105786227396,-0.02736388635002992,-0.02069232661151216,-0.014369235630055986,0.015380687685003584,0.016670305034157142,-0.026998142911896613,0.010082690167370014,-0.008184082621053053,0.05950778641916668,0.0328910576396553,-0.000828264502757598,0.012979904720714183,0.008901272426547922,0.10053361998671351,0.0010011345980694088,-0.027143462731195528,-0.037880117845640826,0.0329140251048912
RSPO3,,,-0.0020526405041918893,,0.02000698000663727,0.028741829997180914,-0.04159214437956132,-0.025820260243207868,0.07521393359760556,-0.05668513775421221,-0.015725738655741513,,,,0.05667536532031447,0.05827676125292919,,-0.016372708355762974,-0.07257546625163068
CORT,-0.029058779207015023,-0.02618039105037424,0.01420595114207461,-0.02322508873681045,-0.026973207313113055,0.01678908270562056,0.13139006940243733,0.057020593580191375,0.02127545195929709,0.06364494898993575,-0.033065967984402374,,,,-0.027555063459184233,-0.02196171184403842,,,
NCAN,-0.010242253285417363,-0.00405372286311328,0.08518297602900027,0.04467294327791729,-0.028700009451455545,0.04723650707626526,0.054528151163349504,-0.08134161696213957,0.012530063095084833,-0.06418595114865865,0.036902437512776394,-0.07693631677805654,0.08245058137885966,-0.051369753641190036,0.048398393217932587,0.05959110391875107,0.029515109386464723,0.004936218929955919,0.023453323482153766
PRG4,,-0.019137463926224403,0.013290819014131603,,-0.015673248141010582,0.04608119351909436,,-0.021847447939376683,,,0.017901827731767822,,,,0.0076188336421852436,0.0051686724006091336,,-0.03708859692881101,0.02229566771289942
ZG16B,,,0.008675682106555619,-0.015648718086006673,-0.002046043366731594,,,0.011478806083162575,,,,,,-0.02311625927638707,,,,-0.020415005290708388,-0.030907726587808916
TGM2,0.008609714734287685,-0.002806406635388674,-0.02769956774790962,0.017062324856340908,-0.018765461598770294,0.004553906141032063,-0.0007792166675309363,-0.015718768591206935,0.013905225264021718,0.041214800661129695,-0.03263560979933199,-0.003049479913125042,-0.09371842871310362,0.061970439858079235,-0.01814953490505006,-0.016213727138004796,-0.07282409664992442,-0.05065404038593543,-0.0029059605947628128
VEGFC,-0.029058781078017997,-0.02563705071423486,-0.0015280423165741856,0.16142198450192083,0.03672619715551204,-0.033386730933844644,0.042437642685146354,-0.03145002441035228,0.0009089269393929426,0.10214989847059452,-0.018763633667033465,-0.061224974871238215,0.2120334225171859,0.06715167010843366,-0.016639588579914096,-0.034361910719955216,0.013096510841143067,0.019251856502929834,0.018833519085566672
